Word	Luxembourgish-lb	Valence	Arousal	Dominance
navel	Navel	0.448	0.261	0.276
navigable	transportéiert	0.749	0.406	0.645
navigate	navigéieren	0.740	0.555	0.675
navigation	Navigatioun	0.841	0.470	0.720
navigational	Navigatioun	0.573	0.481	0.564
navigator	Navigatioun	0.583	0.592	0.623
navy	Marine	0.531	0.760	0.764
nay	NO TRANSLATION	0.344	0.290	0.325
nearsighted	noicht	0.271	0.373	0.265
neat	gefleegt	0.878	0.235	0.491
neatly	erfollegräich bleiwen	0.802	0.412	0.588
nebula	Niwwel	0.510	0.418	0.438
nebulae	Niwwel	0.490	0.330	0.472
nebulous	nebeleg	0.469	0.347	0.417
necessarily	onbedéngt	0.667	0.423	0.598
necessary	néideg sinn	0.750	0.433	0.679
necessitate	néideg ass	0.578	0.604	0.516
necessities	Noutwendegkeet	0.520	0.630	0.463
necessity	Noutwennegkeet	0.567	0.471	0.588
neck	Hals	0.541	0.245	0.345
necklace	Halskette	0.760	0.294	0.373
necktie	Necktie	0.583	0.229	0.314
necromancer	Necromancer	0.333	0.625	0.536
necrosis	Nekrose	0.115	0.622	0.385
nectar	Nektar	0.746	0.331	0.398
need	braucht	0.510	0.574	0.200
needalife	NO TRANSLATION	0.490	0.443	0.394
needed	gebraucht	0.677	0.342	0.679
needful	brauch	0.582	0.460	0.614
needit	NO TRANSLATION	0.250	0.472	0.356
needle	Nol ass	0.250	0.472	0.360
needlepoint	Nadelpoint	0.653	0.500	0.556
needles	Nollen	0.250	0.602	0.348
needless	bluddeg	0.327	0.385	0.200
needtoknow	Nideler	0.427	0.606	0.474
needtorelax	NO TRANSLATION	0.673	0.438	0.274
needy	schlechter	0.360	0.451	0.245
nefarious	neefariéis	0.184	0.720	0.528
negation	Negatioun	0.255	0.461	0.297
negative	negativ sinn	0.102	0.527	0.176
negativity	negativitéit	0.060	0.520	0.273
neglect	vernoléissegen	0.045	0.550	0.163
neglected	vernoléissegt ginn	0.271	0.385	0.160
neglecting	vernoléissegen	0.177	0.441	0.230
negligee	fahrlässeg	0.385	0.520	0.336
negligence	fahrlässeg ze maachen	0.092	0.570	0.251
negligent	negligent	0.167	0.583	0.259
negligently	NO TRANSLATION	0.056	0.583	0.266
negligible	vernoléissegt	0.177	0.292	0.232
negotiable	ze verhandelen	0.688	0.585	0.731
negotiate	verhandelen	0.612	0.708	0.769
negotiation	Verhandlungen	0.490	0.615	0.728
negotiator	Verhandleren	0.635	0.471	0.817
negro	Nimm	0.354	0.368	0.461
neigh	Stäre	0.378	0.642	0.373
neighbor	Noper	0.657	0.448	0.434
neighborhood	Noperschaft	0.385	0.469	0.373
neighboring	Nopeschlänner	0.656	0.306	0.481
nemesis	Nemesis	0.271	0.688	0.647
neon	Neon	0.594	0.480	0.380
neonatal	Neonatal	0.542	0.529	0.357
neophyte	Neophyte	0.286	0.363	0.411
neoprene	Neopren	0.316	0.451	0.443
nephew	Neveu	0.719	0.337	0.412
nepotism	Nepotismus	0.349	0.584	0.517
nerd	Nerd	0.408	0.481	0.315
nerdy	Nerdy	0.296	0.255	0.292
nerve	Nerve sinn	0.129	0.698	0.307
nerves	Nerven	0.333	0.783	0.264
nervous	nervös	0.235	0.820	0.213
nervousness	Nervositéit	0.163	0.915	0.241
nervouswreck	NO TRANSLATION	0.112	0.867	0.179
nervy	NO TRANSLATION	0.250	0.830	0.241
ness	ness	0.396	0.480	0.392
nest	Nascht	0.687	0.221	0.333
nestle	Nestel	0.625	0.308	0.379
nestling	Nascht	0.604	0.427	0.286
net	Nettogewënn	0.441	0.288	0.417
nether	net méi	0.240	0.265	0.259
netting	Potto getraff	0.368	0.509	0.585
nettle	Brennnessel	0.406	0.324	0.490
network	Netz	0.531	0.337	0.466
networking	Netzwierk	0.625	0.482	0.545
neural	neural	0.582	0.426	0.391
neuralgia	Neuralgie	0.092	0.706	0.439
neurological	neurologësch	0.500	0.540	0.558
neurologist	Neurologe	0.608	0.500	0.736
neurology	Neurologie	0.459	0.537	0.580
neurosis	Neurose	0.122	0.766	0.418
neurosurgeon	Neuroschirurg	0.590	0.673	0.755
neurosurgery	Neurochirurgie	0.490	0.632	0.730
neurotic	Neurotiker	0.198	0.801	0.387
neuter	neuter	0.621	0.163	0.302
neutral	neutral war	0.469	0.184	0.357
neutrality	Neutralitéit	0.469	0.205	0.434
neutralize	neutraliséieren	0.519	0.363	0.719
neutron	Neutronestär	0.469	0.440	0.679
new	nei	0.917	0.490	0.582
new age	neit Alter	0.694	0.556	0.727
newbeginnings	NO TRANSLATION	0.802	0.613	0.524
newborn	Neigebuerenen	0.918	0.580	0.372
newcomer	Newcomer	0.622	0.380	0.396
newday	neien Dag	0.847	0.388	0.618
newfound	neier	0.745	0.741	0.520
newjob	NO TRANSLATION	0.755	0.643	0.729
newlife	neit Liewen	0.898	0.646	0.701
newly	nei	0.688	0.422	0.552
newlywed	neigestallt	0.847	0.706	0.570
newme	newme	0.643	0.550	0.527
newness	Newness	0.740	0.522	0.588
news	Neiegkeeten	0.633	0.580	0.610
newscast	publizéieren	0.531	0.509	0.714
newscaster	Newscaster	0.646	0.510	0.764
newsflash	Newsflash	0.604	0.637	0.518
newsletter	Newsletter	0.622	0.385	0.490
newsman	Nuestaf	0.604	0.480	0.696
newspaper	Zeitung	0.602	0.283	0.444
newspaperman	Zeitung	0.561	0.458	0.750
newsreel	Newsreel	0.625	0.571	0.577
newsroom	Neiegkeeten	0.531	0.392	0.658
newsstand	Informatiounssecteur	0.615	0.222	0.336
newstart	Neien Ufänger	0.802	0.510	0.667
newt	newt	0.458	0.380	0.541
newyear	NO TRANSLATION	0.938	0.784	0.520
nexus	Nexus	0.496	0.368	0.412
nib	nib	0.510	0.282	0.406
nibble	knabberen	0.551	0.551	0.411
nice	léif	0.930	0.442	0.650
niche	Nisch	0.459	0.413	0.318
nichts	NO TRANSLATION	0.406	0.293	0.404
nick	Spëtznumm	0.554	0.388	0.387
nickel	Nickel	0.510	0.347	0.406
nickname	Spëtznumm	0.490	0.470	0.263
nicotine	Nikotin	0.235	0.608	0.447
niece	Niëss	0.771	0.320	0.400
nifty	net zitt	0.740	0.745	0.815
nigger	nigger	0.240	0.347	0.398
nigh	dräimol	0.653	0.216	0.336
night	Nuecht	0.598	0.396	0.404
nightcap	Nightcap	0.750	0.196	0.268
nightclub	Nightclub	0.802	0.894	0.528
nightfall	loossen	0.490	0.436	0.426
nightgown	Nightgown	0.643	0.408	0.250
nightie	Nightie	0.630	0.388	0.274
nightingale	Nightingale	0.740	0.340	0.496
nightlife	Nuetsliewen	0.542	0.783	0.510
nightly	Nightly	0.673	0.410	0.474
nightmare	matgefuer	0.005	0.810	0.436
nightmares	Albtraum	0.082	0.942	0.448
nightstand	Observatioun	0.490	0.130	0.327
nightstick	Nightstick	0.500	0.461	0.348
nighttime	Nuechtzäit	0.735	0.385	0.439
nihilism	nihilismus	0.367	0.510	0.364
nil	Null	0.286	0.143	0.157
nimble	fläisseg	0.833	0.729	0.769
nimrod	nimrod	0.327	0.500	0.539
nincompoop	Nincompoop	0.365	0.431	0.368
nine	néng	0.552	0.255	0.327
nineteen	nonzéng	0.673	0.304	0.375
ninety	nonzeg	0.479	0.349	0.436
ninja	Ninja	0.542	0.844	0.682
ninny	ninny	0.344	0.343	0.309
nintendo	Nintendo	0.802	0.571	0.464
ninth	néngten	0.490	0.212	0.396
nip	nip	0.281	0.700	0.264
nipper	Nipper	0.386	0.422	0.317
nipple	Nippel	0.480	0.786	0.415
nippy	nippeg	0.540	0.500	0.416
nitrate	Nitrat	0.388	0.406	0.500
nitro	Nitrophène	0.500	0.647	0.639
nitrogen	Stéckstoff	0.427	0.435	0.562
nitrous	Nitrous	0.435	0.561	0.411
nitwit	lass	0.146	0.606	0.139
nix	nix	0.330	0.380	0.404
no anticipation	keng Viruerung	0.396	0.480	0.341
no disgust	keng Äerem	0.510	0.324	0.448
no emotion	keen Emotion	0.170	0.109	0.225
no sentiment	keng Stëmmung	0.092	0.382	0.278
no surprise	keng Iwwerraschung	0.171	0.224	0.412
no trust	keen Vertrauen	0.055	0.445	0.257
nobility	Adel huet	0.844	0.347	0.736
noble	Adel	0.906	0.345	0.610
nobleman	Adel	0.675	0.286	0.709
nobodycares	NO TRANSLATION	0.365	0.410	0.354
nocomplaints	NO TRANSLATION	0.677	0.164	0.491
nocturnal	Nueturnen	0.540	0.500	0.462
nod	wénken mam Kapp	0.590	0.367	0.427
nodding	nodenken	0.694	0.294	0.426
node	Knëff	0.396	0.343	0.361
nodular	nodéiers	0.438	0.351	0.411
nodule	Nodeel	0.312	0.426	0.349
noggin	noggin	0.510	0.433	0.382
nohope	NO TRANSLATION	0.200	0.441	0.385
noir	noir	0.375	0.394	0.365
noise	Kaméidi	0.260	0.883	0.388
noisy	Kaméidi gemaach	0.271	0.812	0.561
nomad	Nimm	0.375	0.413	0.433
nomadic	nomaden	0.427	0.519	0.422
nomenclature	Nomenclature	0.500	0.222	0.575
nominal	nominell	0.594	0.250	0.463
nominate	nominéiert	0.615	0.471	0.669
nomination	nominéiert	0.663	0.637	0.696
nominee	nominéiert	0.662	0.625	0.765
nonce	net	0.422	0.370	0.377
nonchalant	onkloer	0.312	0.314	0.366
noncompliance	Inkompetenz	0.112	0.598	0.259
nondescript	onkondencript	0.490	0.434	0.348
nonexistent	net existéierend	0.208	0.429	0.149
nonfat	Nonfat	0.604	0.260	0.340
nonfiction	netfiction	0.426	0.315	0.431
nonpayment	Remboursement	0.229	0.510	0.298
nonresident	nonresident	0.250	0.340	0.302
nonsense	onnëtzt	0.214	0.531	0.155
nonsensical	onverständlech	0.173	0.268	0.193
nonviolent	netwëlleg	0.640	0.287	0.346
noob	Unfänger	0.417	0.430	0.267
noodle	Nuddel	0.633	0.216	0.225
nook	Schong	0.480	0.321	0.296
noon	mëttes ugebueden	0.531	0.343	0.518
noose	Noléissegkeet	0.356	0.300	0.330
nopoint	NO TRANSLATION	0.276	0.324	0.314
noregrets	NO TRANSLATION	0.469	0.476	0.426
norm	Norm	0.500	0.245	0.527
normal	normal	0.740	0.127	0.380
normalcy	normal	0.805	0.151	0.620
normality	Normalitéit	0.781	0.089	0.444
north	Norden	0.531	0.255	0.450
northbound	Nordstuerm	0.604	0.454	0.491
northeast	Nordosten	0.562	0.260	0.375
northern	Norden	0.570	0.340	0.472
northwest	Nordwest	0.604	0.345	0.451
northwestern	nordwestlechen	0.479	0.306	0.462
noschool	NO TRANSLATION	0.490	0.400	0.380
nose	Nues	0.582	0.270	0.245
nosebleed	Nimm gemaach hunn	0.153	0.776	0.361
nosey	nosy	0.276	0.655	0.223
nosnow	nosnow	0.392	0.394	0.366
nostalgia	Nostalgie	0.417	0.337	0.339
nostalgic	nostalgesch	0.458	0.351	0.184
nostress	NO TRANSLATION	0.531	0.404	0.415
nostril	Nostril	0.396	0.404	0.316
nosun	NO TRANSLATION	0.388	0.380	0.351
nosy	nosy	0.292	0.558	0.433
not negative	net negativ	0.622	0.270	0.444
not positive	net positiv sinn	0.051	0.370	0.236
notable	Notables	0.760	0.450	0.696
notables	Notabeleversammlung	0.594	0.608	0.755
notably	anerem	0.792	0.533	0.689
notamorningperson	NO TRANSLATION	0.469	0.578	0.440
notary	Notaire	0.541	0.451	0.676
notation	Notation	0.635	0.380	0.558
notch	bekräftegen	0.459	0.361	0.358
notched	gefall	0.480	0.530	0.356
note	Notiz	0.594	0.163	0.416
notebook	Notizblock	0.449	0.167	0.442
noted	bemierken	0.615	0.382	0.464
noteworthy	bemierkenswäert	0.704	0.481	0.759
nothappy	NO TRANSLATION	0.112	0.320	0.170
nothingbetter	NO TRANSLATION	0.635	0.390	0.543
nothingness	näischt	0.204	0.080	0.161
notice	virdrun	0.646	0.408	0.491
noticeable	erkennbar ass	0.890	0.562	0.750
notification	Notifikatioun	0.604	0.461	0.671
notify	matdeelen	0.643	0.471	0.573
notion	Notioun	0.612	0.284	0.667
notional	notional	0.520	0.288	0.500
notoriety	berouegt	0.552	0.633	0.769
notorious	berouegt	0.366	0.582	0.609
notready	net fäerdeg	0.133	0.400	0.196
notwithstanding	awer net	0.367	0.316	0.433
nought	nawell	0.312	0.098	0.116
noun	Numm	0.531	0.230	0.477
nourish	nourft	0.878	0.460	0.639
nourishment	Nourishment	0.786	0.290	0.631
nouveau	NO TRANSLATION	0.633	0.438	0.432
novel	Roman	0.702	0.352	0.439
novelist	Romanist	0.340	0.343	0.529
novelty	Nouvelle	0.673	0.521	0.740
novice	Startnummern	0.429	0.346	0.180
nowadays	haut	0.680	0.346	0.400
nowork	nodenklech sinn	0.312	0.264	0.309
noworries	keng Suergen	0.630	0.402	0.500
noxious	verspott	0.177	0.585	0.379
nozzle	Dutzend	0.438	0.330	0.287
nuance	Nuancen	0.408	0.282	0.411
nuances	Nuancen	0.490	0.375	0.527
nuclear	Nuklear	0.219	0.856	0.781
nucleus	Kär	0.529	0.296	0.667
nude	néien	0.490	0.915	0.200
nudge	Nudde	0.448	0.500	0.509
nudie	nudie	0.500	0.529	0.373
nudist	Nodisten	0.440	0.796	0.483
nudity	Keele sinn	0.438	0.853	0.415
nugget	Nugget	0.602	0.340	0.348
nuisance	loung	0.198	0.817	0.227
nuke	Nuque	0.125	0.905	0.873
nul	NO TRANSLATION	0.337	0.358	0.264
null	onkloer	0.253	0.147	0.152
nullify	zerwéiert	0.255	0.373	0.395
numb	numb	0.108	0.420	0.352
number	Zuel	0.406	0.231	0.471
numbering	nummeréieren	0.510	0.363	0.482
numbers	Zuelen	0.406	0.241	0.440
numbness	Witz	0.306	0.398	0.265
numbskull	Numbskull	0.300	0.472	0.284
numeral	Zifferen	0.582	0.254	0.382
numerator	Zuelersnummer	0.490	0.317	0.526
numerical	numeresch sinn	0.479	0.322	0.517
numerically	Zuelen	0.510	0.337	0.500
numerous	vill	0.622	0.462	0.609
nun	NO TRANSLATION	0.500	0.150	0.406
nunchucks	nunchucks	0.337	0.580	0.526
nunnery	Nunnery	0.653	0.236	0.473
nuptials	Prisonnéier komm	0.771	0.588	0.571
nurse	Infirmière	0.635	0.578	0.521
nursemaid	Nursemaid	0.615	0.431	0.436
nursery	Crèche	0.894	0.406	0.389
nursing	Altersheem	0.552	0.549	0.653
nurture	ze loossen	0.745	0.378	0.657
nut	Nut	0.365	0.310	0.250
nutcase	huelen	0.286	0.775	0.259
nutcracker	Nutkacker	0.635	0.378	0.522
nuthouse	Auteuren	0.347	0.519	0.434
nutmeg	Muskat	0.635	0.302	0.350
nutrition	Ernährung	0.885	0.420	0.579
nutritional	Ernährung	0.812	0.406	0.676
nutritious	nëtzlech	0.833	0.337	0.655
nutritive	nëtzlech ass	0.875	0.422	0.667
nuts	Nëss	0.594	0.250	0.291
nutshell	Nutshell	0.458	0.407	0.310
nutty	Nutty	0.444	0.317	0.271
nylon	Nylonstranz	0.490	0.304	0.295
nylong	NO TRANSLATION	0.439	0.248	0.351
nylons	Nylons	0.556	0.379	0.320
nymph	Nymph	0.542	0.529	0.472
nymphomaniac	Nymphomanie	0.398	0.894	0.536
oaf	oaf	0.344	0.357	0.330
oak	Eech	0.583	0.245	0.536
oar	oar	0.469	0.392	0.316
oasis	Oasis	0.796	0.283	0.429
oat	owes	0.622	0.170	0.298
oath	Eed	0.543	0.615	0.824
oatmeal	Héichwaasser	0.592	0.192	0.241
obedience	Gehorsamkeet	0.765	0.287	0.536
obedient	gehal	0.800	0.179	0.518
obediently	gehal	0.802	0.304	0.577
obelisk	obelisk	0.604	0.408	0.596
obese	mueres	0.133	0.427	0.250
obesity	Obesitéit	0.215	0.370	0.328
obey	zouginn	0.677	0.433	0.533
obi	obi	0.469	0.442	0.414
obit	Obit	0.410	0.464	0.393
obituary	Noruff	0.188	0.330	0.423
object	Objet	0.531	0.356	0.375
objection	Asproch	0.347	0.592	0.709
objectionable	onverschwendung	0.459	0.382	0.558
objective	Objektiv	0.724	0.337	0.736
objectivity	Objektivitéit	0.765	0.431	0.711
obligation	Verpflichtung	0.222	0.596	0.718
obligatory	obligatoresch sinn	0.337	0.571	0.780
oblige	verflicht	0.281	0.770	0.614
obliged	verpflicht	0.327	0.680	0.411
obliging	verpflicht	0.740	0.402	0.545
obligor	Verpflichtung	0.302	0.600	0.360
oblique	dréchnen	0.438	0.347	0.455
obliterate	verléieren	0.250	0.539	0.569
obliterated	verloosse misst	0.240	0.469	0.344
obliteration	verluer	0.177	0.622	0.397
oblivion	ignoréiert	0.153	0.330	0.282
oblivious	ignoréiert	0.229	0.388	0.355
oblong	Längen	0.561	0.455	0.370
obnoxious	bemängelt	0.088	0.602	0.256
oboe	Okee	0.510	0.340	0.392
obscene	Obszönitéit	0.050	0.745	0.348
obscenity	Onsécherheet	0.083	0.843	0.418
obscure	obskur	0.370	0.551	0.278
obscured	iwwerlooss	0.115	0.356	0.298
obscurity	ze veronséchert	0.208	0.392	0.380
observance	Observatioun	0.531	0.315	0.632
observant	beobachten	0.740	0.422	0.708
observation	Observatioun	0.633	0.433	0.667
observatory	Observatoire	0.643	0.324	0.731
observe	observéieren	0.771	0.390	0.360
observer	Beobachters	0.663	0.363	0.603
observing	observéieren	0.583	0.400	0.685
obsess	Obsess	0.112	0.846	0.509
obsessed	verréckt	0.219	0.840	0.439
obsessing	Obsessioun	0.173	0.773	0.698
obsession	Obsessioun	0.229	0.847	0.571
obsessive	Obsessioun	0.219	0.823	0.480
obsolescence	Verfallsdatum	0.250	0.431	0.377
obsolete	iwwerflësseg ass	0.337	0.321	0.250
obstacle	Hinderniss	0.204	0.708	0.336
obstetrician	Gebuertsdag	0.521	0.636	0.604
obstetrics	Gebuertshëllef	0.530	0.582	0.564
obstinate	stéieren	0.146	0.696	0.562
obstruct	hemmen	0.115	0.660	0.458
obstruction	dogéint gestallt	0.125	0.742	0.491
obstructive	Obstruktiv	0.204	0.650	0.613
obtain	kréien	0.760	0.438	0.731
obtainable	ze kréien	0.677	0.327	0.702
obtuse	stierwen	0.281	0.460	0.345
obverse	opgeriicht	0.470	0.394	0.464
obvious	evident	0.625	0.336	0.585
ocarina	Ocarina	0.541	0.392	0.366
occasion	Geleeënheet	0.700	0.451	0.398
occasional	heiansdo	0.490	0.298	0.387
occasionally	heiansdo	0.538	0.240	0.264
occipital	Haff	0.398	0.408	0.518
occlusion	Okklusioun	0.306	0.439	0.442
occult	Okkult	0.292	0.382	0.406
occupancy	belsch	0.625	0.471	0.721
occupant	Besatzung	0.500	0.417	0.483
occupation	Beruff	0.562	0.470	0.692
occupational	Aarbechtsberäich	0.583	0.469	0.596
occupied	besat	0.337	0.546	0.441
occupier	Besetzer	0.427	0.438	0.600
occupy	ze besetzen	0.396	0.520	0.589
occupying	Besatzung	0.573	0.462	0.519
occur	geschéien	0.451	0.561	0.510
occurrence	Optriede gëtt	0.573	0.690	0.541
ocd	ocd	0.333	0.472	0.370
ocean	Ozean	0.823	0.308	0.642
oceanic	Ozean	0.740	0.317	0.632
octagon	Oktagon	0.602	0.349	0.462
octave	Oktav	0.438	0.380	0.482
octopus	Kraken	0.713	0.378	0.411
ocular	gekuckt	0.418	0.370	0.400
odd	komesch	0.265	0.337	0.302
oddball	Oddball	0.316	0.360	0.357
oddity	Geschlecht	0.312	0.557	0.386
odds	Chance	0.500	0.472	0.680
ode	Ooden	0.604	0.269	0.519
odious	verseet	0.235	0.708	0.235
odometer	Kilometer	0.367	0.470	0.388
odor	Geroch	0.337	0.363	0.404
odyssey	Odyssee	0.622	0.692	0.710
oedipal	oedipal	0.312	0.575	0.509
oestrogen	estrogen	0.521	0.608	0.561
oeuvre	NO TRANSLATION	0.653	0.484	0.598
offal	Offal	0.302	0.470	0.302
offence	Ament	0.312	0.798	0.446
offend	beleidegt	0.094	0.804	0.333
offended	beleidegt	0.188	0.690	0.337
offender	Täter	0.104	0.851	0.537
offense	Ament	0.230	0.765	0.510
offensive	offensiv	0.135	0.882	0.600
offer	ze bidden	0.750	0.745	0.596
offered	offréiert	0.582	0.490	0.544
offering	bitt	0.688	0.462	0.585
offhand	Offrëtt	0.388	0.500	0.368
office	Office	0.427	0.302	0.509
officer	Offizéier	0.542	0.430	0.877
offices	Büroen	0.469	0.312	0.534
official	offiziell	0.646	0.565	0.833
officiate	bilden	0.688	0.453	0.704
offing	ofgebrannt	0.490	0.412	0.447
offload	ze reduzéieren	0.479	0.444	0.525
offset	versetzt	0.719	0.394	0.704
offshoot	ausgelauschtert	0.517	0.330	0.361
offshore	Offshore	0.417	0.484	0.441
offside	Abseits	0.323	0.519	0.443
offspring	Nofolger	0.656	0.435	0.600
oft	oft benotzt	0.500	0.308	0.474
oftentimes	oft	0.571	0.500	0.482
ogre	ogre	0.135	0.698	0.510
ohdear	NO TRANSLATION	0.458	0.519	0.442
ohgod	NO TRANSLATION	0.500	0.557	0.439
ohno	ohno	0.396	0.475	0.380
ohshit	NO TRANSLATION	0.230	0.594	0.343
oil	Ueleg	0.521	0.278	0.306
oils	Ueleger	0.459	0.229	0.391
oily	grillen	0.276	0.533	0.385
oink	oink	0.500	0.450	0.289
ointment	Sallef	0.438	0.271	0.398
okra	okra	0.469	0.400	0.362
old	al	0.410	0.279	0.315
olden	olden	0.284	0.213	0.425
older	méi al	0.385	0.255	0.317
oldie	Oldie	0.363	0.363	0.342
oldies	Oldies	0.438	0.300	0.412
olfactory	Nues	0.602	0.409	0.452
oligarchy	Oligarche	0.327	0.567	0.741
olive	Olivenueleg	0.571	0.231	0.406
omega	Omega	0.529	0.337	0.526
omelet	Omelett	0.708	0.323	0.315
omen	ze ginn	0.390	0.657	0.583
omgomgomg	NO TRANSLATION	0.490	0.551	0.358
ominous	ominös	0.255	0.730	0.510
omission	ënnerlooss huet	0.367	0.333	0.275
omit	verloossen	0.330	0.265	0.451
omitted	gelooss	0.260	0.235	0.211
omnibus	Omnibus	0.490	0.410	0.473
omnipotence	Allmuecht	0.667	0.793	0.866
omnipotent	allmuecht	0.719	0.679	0.919
omnipresent	omnipresent	0.688	0.452	0.825
omniscient	omniscient	0.656	0.334	0.778
onboard	Bord	0.612	0.451	0.491
oncologist	Onkolog	0.260	0.654	0.640
oncology	der Onkologie	0.204	0.424	0.500
oncoming	virgezunn	0.594	0.625	0.773
one	eent	0.542	0.292	0.370
oneday	NO TRANSLATION	0.667	0.245	0.374
onedge	opgeriicht	0.479	0.552	0.400
onelove	eng Léift	0.816	0.577	0.541
oneness	Eenheet	0.745	0.272	0.720
onerous	onerhéiert	0.500	0.480	0.462
oneself	selwer	0.660	0.337	0.483
ongoing	weider lafen	0.674	0.484	0.556
onion	Zelleri	0.378	0.367	0.382
onset	lass ass	0.673	0.497	0.500
onslaught	onsatastrophal	0.198	0.939	0.717
onstage	op der Bühn	0.719	0.673	0.583
ontology	der Ontologie	0.510	0.450	0.518
onus	onus	0.562	0.520	0.769
onward	Stopp	0.667	0.538	0.741
onyx	Onyx	0.571	0.461	0.380
oodles	Ueleger	0.490	0.374	0.446
oomph	oomph	0.449	0.613	0.315
ooze	ooze maachen	0.344	0.577	0.333
oozing	oozing	0.238	0.515	0.427
op	op	0.480	0.402	0.349
opacity	Opazitéit	0.471	0.251	0.256
opal	opal	0.623	0.479	0.379
opaque	opak	0.344	0.265	0.342
ope	ope	0.375	0.380	0.395
open	opgemaach	0.620	0.480	0.569
opener	Opener	0.584	0.526	0.377
opening	Ouverture	0.667	0.510	0.620
openly	offen	0.603	0.388	0.553
openness	Offenheet	0.837	0.561	0.667
opera	Oper	0.714	0.500	0.483
operate	bedreiwen	0.582	0.690	0.691
operatic	operativ ass	0.375	0.452	0.627
operation	Operatioun	0.475	0.611	0.755
operational	operational ass	0.562	0.570	0.679
operations	Operatiounen	0.480	0.549	0.798
operative	operativ sinn	0.541	0.635	0.718
operator	Bedreiwer	0.612	0.630	0.726
ophthalmic	Ophtalm	0.427	0.385	0.444
ophthalmologist	Ophtalmolog	0.552	0.389	0.491
opiate	opiateiert	0.281	0.594	0.598
opinion	Meenung	0.594	0.482	0.638
opinionated	proposéiert sinn	0.156	0.800	0.491
opium	Opium	0.276	0.490	0.333
opponent	Géigner	0.080	0.741	0.716
opportune	Chance	0.796	0.538	0.767
opportunism	Opportunismus	0.571	0.752	0.673
opportunity	Geleeënheet	0.938	0.745	0.833
oppose	dogéint	0.431	0.800	0.473
opposed	dogéint	0.092	0.460	0.606
opposing	géigneresche Strofraum	0.188	0.660	0.518
opposite	Géigendeel	0.235	0.545	0.408
opposites	dogéint	0.281	0.518	0.462
opposition	Oppositioun	0.135	0.729	0.592
oppress	ze dréien	0.186	0.654	0.555
oppressed	oppresséiert	0.119	0.640	0.259
oppression	Ënnerdréckung	0.080	0.673	0.615
oppressive	oppressiv	0.276	0.590	0.667
oppressor	oppressor	0.160	0.776	0.629
ops	ops	0.417	0.550	0.528
opt	ofbestëmmen	0.510	0.471	0.345
optic	Optik	0.663	0.384	0.594
optical	optesch	0.677	0.311	0.542
optics	'Optik	0.562	0.286	0.580
optimism	optimistesch sinn	0.949	0.565	0.814
optimist	optimistesch ass	0.875	0.539	0.787
optimistic	optimistesch ass	0.979	0.580	0.821
optimum	optimal ass	0.892	0.469	0.808
option	Optioun	0.512	0.427	0.359
optional	optional	0.755	0.350	0.440
optionally	optional	0.365	0.405	0.481
options	Méiglechkeeten	0.622	0.327	0.473
optometrist	Optrëtter	0.446	0.455	0.668
opulence	Opulenz	0.620	0.615	0.648
opulent	opulent	0.562	0.660	0.660
opus	opus	0.458	0.368	0.391
oracle	Orakel	0.552	0.531	0.670
oral	mëndlech sinn	0.530	0.448	0.375
orange	orange	0.646	0.132	0.296
orange juice	Orangëjus	0.719	0.343	0.445
orangutan	Orang	0.430	0.560	0.471
oration	Orans	0.646	0.315	0.683
orator	Spieß	0.667	0.375	0.682
oratory	Oratorie	0.602	0.472	0.693
orb	Orb	0.463	0.370	0.444
orbit	Äerdbunn z'ernimmen	0.561	0.422	0.575
orbital	Orbital	0.458	0.451	0.559
orbiting	Orbit	0.520	0.643	0.554
orbs	Orbs	0.469	0.355	0.482
orc	Ork	0.240	0.510	0.388
orchard	Obstkéier	0.760	0.269	0.333
orchestra	Orchester gesinn	0.708	0.500	0.664
orchid	Orchidee	0.840	0.345	0.382
ordained	geweit gëtt	0.735	0.409	0.731
ordeal	Épuiss	0.344	0.539	0.529
order	Uerdnung	0.780	0.295	0.814
orderly	geuerdneten	0.844	0.240	0.661
ordinance	ugin	0.615	0.452	0.776
ordinary	gewéinlech	0.375	0.312	0.286
ordination	Koordinatioun	0.688	0.490	0.765
ordnance	Ordnance	0.354	0.825	0.679
ore	Äerz	0.500	0.333	0.356
oregano	Oregano	0.596	0.327	0.250
organ	Uergel	0.510	0.469	0.538
organic	Bio	0.719	0.343	0.535
organism	Organismus	0.457	0.559	0.800
organist	Organist	0.740	0.469	0.669
organization	Organisatioun	0.810	0.535	0.851
organize	organiséieren	0.802	0.655	0.781
organized	organiséiert	0.816	0.337	0.746
organizer	Organisateur	0.604	0.577	0.846
orgasm	Orgasmus	0.844	0.863	0.676
orgies	Orgien	0.388	0.953	0.433
orgy	Orgy	0.346	0.962	0.536
orient	orientéiren	0.667	0.422	0.667
oriental	orientalesch	0.592	0.409	0.598
orientation	Orientéierungsdeeg	0.667	0.454	0.686
orifice	Origine	0.448	0.355	0.443
origami	Origami	0.684	0.276	0.294
origin	Origine	0.729	0.435	0.591
original	originell	0.765	0.480	0.746
originality	Originalitéit	0.898	0.500	0.824
originate	kommen aus	0.702	0.500	0.866
origination	Origine	0.760	0.443	0.604
originator	Ursaach	0.592	0.510	0.868
ornament	Ornament	0.561	0.373	0.441
ornamental	Zierplanz	0.663	0.392	0.460
ornamentation	Ornamentatioun	0.663	0.471	0.472
ornamented	ornamentéiert	0.677	0.350	0.490
ornate	beandrocken	0.812	0.356	0.500
