Word	Marathi-mr	Valence	Arousal	Dominance
lone	एकमेव	0.198	0.204	0.367
loneliness	एकाकीपणा	0.146	0.182	0.222
lonely	एकाकी	0.250	0.226	0.238
loner	एकाकी	0.347	0.152	0.221
lonesome	एकाकी	0.281	0.213	0.336
long	लांब	0.541	0.353	0.543
longboat	लॉंगबोट	0.551	0.454	0.490
longevity	दीर्घयुष्य	0.750	0.353	0.745
longing	उत्कट इच्छा	0.604	0.434	0.560
longitude	रेखांश	0.479	0.310	0.516
longitudinal	रेखांशाचा	0.542	0.398	0.582
longitudinally	प्रदीर्घ काळ	0.541	0.380	0.569
longtime	दीर्घकालीन	0.362	0.442	0.546
loo	लू	0.385	0.357	0.283
look	दिसत	0.719	0.429	0.615
looker	प्रेक्षक	0.583	0.354	0.451
lookout	देखावा	0.698	0.538	0.639
loom	सदोष	0.531	0.245	0.325
looming	अस्पष्ट	0.367	0.750	0.528
loon	लून	0.429	0.392	0.325
loony	पळवाट	0.439	0.474	0.295
loop	लूप	0.516	0.343	0.317
loophole	खिंडार	0.406	0.755	0.491
loopy	ढीग	0.438	0.520	0.195
loose	सैल	0.573	0.312	0.365
loosen	सोडविणे	0.487	0.337	0.218
loosening	ढीग	0.378	0.343	0.295
loot	लूट	0.604	0.711	0.537
lop	उतार	0.429	0.363	0.426
lopsided	एकपेशीय	0.125	0.500	0.272
lord	स्वामी	0.618	0.327	0.684
lords	अभिमान	0.571	0.356	0.781
lordship	हुद्दा	0.573	0.557	0.736
lore	विद्या	0.719	0.373	0.768
lorry	लॉरी	0.521	0.481	0.402
lose	गमवाल	0.115	0.538	0.176
loser	अपयशी	0.083	0.510	0.155
losing	तोट्याचा	0.076	0.686	0.223
loss	तोटा	0.062	0.567	0.211
lost	गमावले	0.199	0.663	0.148
lot	भरपूर	0.531	0.215	0.370
lotion	लोशन	0.724	0.261	0.188
lots	बरेच	0.604	0.417	0.424
lottery	लॉटरी	0.771	0.731	0.491
lotto	लोट्टो	0.760	0.635	0.475
lotus	कमळ	0.604	0.377	0.510
loud	मोठ्याने	0.573	0.650	0.870
loudly	मोठ्याने	0.541	0.755	0.667
loudmouth	मोठ्याने ओरडणे	0.337	0.615	0.456
loudness	आवाज	0.350	0.582	0.620
loudspeaker	ध्वनीक्षेपक	0.490	0.735	0.689
lounge	कोच	0.592	0.245	0.466
lounging	लाँगिंग	0.735	0.167	0.449
louse	जनावरे	0.184	0.439	0.154
lousy	अतिशय घाणेरडा	0.125	0.482	0.234
lovable	प्रेमळ	0.948	0.335	0.565
love	प्रेम	1.000	0.519	0.673
loved	प्रिय	0.927	0.452	0.582
lovee	प्रेम	0.949	0.592	0.611
loveee	प्रेमी	0.927	0.592	0.693
loveless	प्रेमळ	0.102	0.365	0.216
lovelife	NO TRANSLATION	0.837	0.610	0.592
loveliness	सौजन्य	0.959	0.509	0.750
lovelovelove	NO TRANSLATION	0.948	0.582	0.554
lovely	सुंदर	0.917	0.456	0.741
lovemaking	प्रेमसंबंध	0.969	0.927	0.814
lovemylife	NO TRANSLATION	0.896	0.800	0.573
lover	प्रियकर	0.881	0.816	0.750
lovesick	प्रेमळ	0.796	0.842	0.500
lovethis	हे आवडलं	0.867	0.552	0.526
loving	प्रेमळ	0.948	0.612	0.636
lovinglife	प्रेमळपणा	0.979	0.404	0.673
lovinlife	lovinlife	0.714	0.460	0.544
low	कमी	0.292	0.220	0.102
lowdown	कमी माहिती	0.306	0.441	0.441
lower	कमी	0.327	0.296	0.258
lowering	कमी करणे	0.286	0.363	0.236
lowest	सर्वात कमी	0.312	0.304	0.129
lowlands	डोंगराळ	0.323	0.290	0.331
lowlife	निम्न जीवन	0.296	0.529	0.309
lowly	नीच	0.562	0.294	0.417
lox	लॉक्स	0.490	0.373	0.318
loyal	निष्ठावान	0.896	0.265	0.657
loyalty	निष्ठा	0.885	0.406	0.793
lsd	एलएसडी	0.375	0.471	0.390
luau	लुआ	0.594	0.545	0.296
lube	ल्यूब	0.552	0.490	0.411
lubricant	स्नेहक	0.656	0.550	0.454
lubricate	वंगण घालणे	0.552	0.490	0.470
lubrication	स्नेहन	0.624	0.646	0.491
lucid	स्पष्ट	0.771	0.490	0.705
luck	नशीब	0.854	0.490	0.717
luckiest	भाग्यवान	0.917	0.690	0.852
lucky	नशीबवान	0.960	0.610	0.793
luckygirl	भाग्यवान मुल्गी	0.781	0.712	0.471
lucrative	किफायतशीर	0.729	0.519	0.798
ludicrous	हास्यास्पद	0.137	0.553	0.274
lug	हंसणे	0.344	0.443	0.340
luggage	सामान	0.561	0.226	0.319
lukewarm	कोमट	0.573	0.300	0.241
lull	शांतता	0.602	0.130	0.402
lullaby	लोला	0.796	0.156	0.339
lumbar	काठ	0.323	0.418	0.342
lumber	जंगलात लाकूडतोड	0.517	0.184	0.373
lumbering	कामावर लाळ	0.354	0.561	0.655
lumberjack	लम्बरजॅक	0.500	0.660	0.726
luminescent	लुमनीसेंट	0.796	0.550	0.526
luminous	तेजस्वी	0.918	0.392	0.783
lump	ढीग	0.438	0.337	0.463
lumpy	गोळे गोळे असलेला	0.271	0.378	0.365
lunacy	वेडया	0.132	0.847	0.330
lunar	चंद्राचा	0.562	0.296	0.427
lunatic	वेडा	0.125	0.792	0.442
lunch	दुपारचे जेवण	0.880	0.410	0.542
lunchbox	जेवणाचा डबा	0.663	0.346	0.346
luncheon	दुपारचे जेवण	0.837	0.240	0.441
lunchtime	जेवणाची वेळ	0.896	0.398	0.444
lung	फुफ्फुस	0.510	0.292	0.629
lunge	लंग	0.354	0.721	0.509
lungs	फुफ्फुसे	0.531	0.352	0.555
lurch	झोकांडी	0.404	0.694	0.363
lure	आमिष	0.439	0.565	0.300
lurid	भयानक	0.186	0.833	0.536
lurk	लपणे	0.219	0.740	0.655
lurking	गुप्तपणे	0.421	0.781	0.575
luscious	स्वादिष्ट	0.885	0.552	0.545
lush	समृद्धीचे	0.740	0.783	0.833
lust	लालसा	0.469	0.944	0.518
luster	चमक	0.833	0.566	0.558
lustful	लबाडी	0.427	0.896	0.643
lustrous	चकाकणारा	0.771	0.606	0.598
lusty	वाळूचा	0.469	0.941	0.673
lute	ल्यूट	0.459	0.407	0.500
luxuriant	विलासी	0.760	0.745	0.812
luxurious	सर्व सुविधांनी युक्त	0.947	0.644	0.754
luxury	लक्झरी	0.932	0.673	0.750
lycra	लाइक्रा	0.520	0.449	0.328
lye	lye	0.378	0.396	0.443
lying	खोटे बोलणे	0.208	0.704	0.317
lymph	लसीका	0.398	0.510	0.390
lymphatic	लसिका	0.380	0.509	0.472
lymphoma	लिम्फॉमा	0.208	0.645	0.330
lynch	लिन्श	0.167	0.885	0.482
lynching	फाशीची शिक्षा	0.135	0.920	0.548
lynx	लिंक्स	0.510	0.590	0.567
lyre	वाद्य वाजवा	0.719	0.347	0.414
lyric	गेयिक	0.702	0.269	0.464
lyrical	भावनाविवश	0.708	0.451	0.618
lyrics	गीत	0.582	0.214	0.333
macadamia	मॅकॅडामीया	0.635	0.330	0.434
macarena	मकारे	0.802	0.601	0.368
macaroni	मकरोनी	0.816	0.410	0.382
mace	गदा	0.450	0.412	0.415
mach	मच	0.541	0.432	0.463
machete	मॅचेटे	0.260	0.690	0.474
machine	मशीन	0.510	0.500	0.707
machinery	यंत्रसामग्री	0.458	0.615	0.629
machinist	यंत्रकार	0.490	0.598	0.721
macho	मर्को	0.643	0.690	0.676
mackerel	अन्न म्हणून उपयुक्त असा अंगावर पट्टे असलेला कुत्रा	0.418	0.423	0.426
macro	मॅक्रो	0.552	0.469	0.647
mad	वेडा	0.219	0.873	0.277
madam	मॅडम	0.580	0.308	0.571
madame	मॅडम	0.604	0.500	0.635
madden	मूर्ख	0.329	0.602	0.457
madder	madder	0.323	0.853	0.267
mademoiselle	NO TRANSLATION	0.752	0.459	0.461
mademyday	mademyday	0.694	0.573	0.537
madhouse	वेडागृह	0.156	0.736	0.440
madman	वेडा माणूस	0.135	0.880	0.312
madness	वेडेपणा	0.104	0.804	0.440
maestro	वादक	0.823	0.357	0.849
mafia	माफिया	0.204	0.867	0.676
magazine	मासिक	0.615	0.332	0.377
mage	दाना	0.622	0.373	0.453
magenta	किरमिजी	0.635	0.275	0.415
maggot	दांडा	0.235	0.500	0.235
magic	जादू	0.868	0.663	0.578
magical	जादूचा	0.875	0.651	0.595
magician	जादूगार	0.714	0.657	0.551
magistrate	दंडाधिकारी	0.587	0.541	0.904
magma	magma	0.323	0.623	0.609
magna	मॅग्ना	0.605	0.490	0.652
magnate	श्रीमंत	0.627	0.708	0.868
magnesium	मॅग्नेशियम	0.542	0.320	0.321
magnet	लोहचुंबक	0.571	0.318	0.553
magnetic	चुंबकीय	0.612	0.529	0.673
magnetism	चुंबकत्व	0.630	0.529	0.741
magnetite	मॅग्नेटाइट	0.531	0.490	0.581
magnification	विस्तृतीकरण	0.890	0.615	0.880
magnificence	भव्यता	0.802	0.810	0.920
magnificent	भव्य	1.000	0.680	0.886
magnifier	वर्धक	0.469	0.216	0.345
magnify	विस्तारीत करा	0.729	0.561	0.839
magnifying	बढती	0.594	0.265	0.406
magnitude	विशालता	0.608	0.613	0.774
magnolia	मॅग्नोलिया	0.558	0.343	0.379
magpie	Magpie	0.500	0.458	0.327
mahi mahi	NO TRANSLATION	0.510	0.410	0.398
mahjong	महजोंग	0.556	0.418	0.440
mahogany	मॅगनी	0.602	0.225	0.393
maid	मोलकरीण	0.406	0.324	0.300
maiden	लग्नापूर्वी	0.755	0.396	0.461
mail	मेल	0.615	0.231	0.548
mailbox	मेलबॉक्स	0.573	0.222	0.404
mailing	मेलिंग	0.688	0.324	0.375
mailman	मेलमॅन	0.659	0.418	0.462
maim	NO TRANSLATION	0.133	0.724	0.496
main	मुख्य	0.667	0.510	0.811
mainframe	मुख्य चौकट	0.531	0.490	0.557
mainland	मुख्य भूप्रदेश	0.680	0.407	0.806
mainstay	मुख्य आधार	0.694	0.400	0.713
mainstream	मुख्य प्रवाहात	0.653	0.527	0.660
maintain	राखून ठेवा	0.684	0.398	0.647
maintenance	देखभाल	0.592	0.410	0.545
majestic	भव्य	0.948	0.731	0.906
majesty	वैभव	0.823	0.602	0.955
major	प्रमुख	0.684	0.538	0.874
majority	बहुसंख्य	0.684	0.560	0.930
make	बनवा	0.684	0.420	0.480
makeover	मेकअप	0.771	0.510	0.596
maker	मेकर	0.698	0.544	0.706
makeshift	अस्ताव्यस्त दोरखंड	0.479	0.611	0.389
makesmehappy	NO TRANSLATION	0.894	0.663	0.712
makesmemad	NO TRANSLATION	0.296	0.643	0.500
makeup	मेकअप	0.740	0.333	0.331
makingdisciples	NO TRANSLATION	0.684	0.402	0.664
malady	रोग	0.190	0.686	0.304
malaise	अस्वस्थता	0.150	0.600	0.161
malaria	मलेरिया	0.125	0.653	0.304
malarkey	मालके	0.396	0.500	0.465
male	नर	0.612	0.532	0.695
malevolent	द्वेषपूर्ण	0.094	0.854	0.613
malfeasance	दुर्भावना	0.062	0.745	0.325
malformation	कुरूपपणा	0.083	0.602	0.357
malfunction	बिघडलेले कार्य	0.125	0.577	0.229
malice	NO TRANSLATION	0.073	0.811	0.492
malicious	दुर्भावनायुक्त	0.177	0.765	0.607
malign	द्वेष	0.140	0.765	0.481
malignancy	दुष्टपणा	0.149	0.814	0.614
malignant	द्वेषयुक्त	0.143	0.824	0.370
maligned	अत्याचारी	0.102	0.684	0.218
mall	मॉल	0.724	0.663	0.492
malleable	टणक	0.500	0.500	0.391
mallet	लाकडी हातोटे	0.354	0.390	0.483
malnutrition	कुपोषण	0.024	0.592	0.277
malpractice	बेकायदेशीरपणा	0.094	0.559	0.330
malt	माल्ट	0.750	0.373	0.324
mama	मामा	0.860	0.413	0.728
mambo	माम्बो	0.808	0.622	0.445
mamma	NO TRANSLATION	0.600	0.358	0.449
mammal	सस्तन प्राणी	0.618	0.449	0.421
mammoth	विशाल	0.480	0.471	0.537
mammy	मामी	0.680	0.415	0.436
man	माणूस	0.688	0.427	0.767
manage	व्यवस्थापित करा	0.560	0.530	0.719
manageable	आटोपशीर	0.750	0.361	0.655
management	व्यवस्थापन	0.792	0.491	0.806
manager	व्यवस्थापक	0.625	0.549	0.897
managerial	प्रबंधकीय	0.604	0.520	0.791
mandamus	mandamus	0.439	0.577	0.556
mandarin	मंडारीन	0.625	0.398	0.491
mandate	जनादेश	0.448	0.670	0.779
mandatory	अनिवार्य	0.271	0.667	0.777
mandible	मंडिअल	0.510	0.431	0.500
mandolin	मंडलिन	0.708	0.433	0.367
mandrel	खडाभर खाणे	0.310	0.490	0.481
mane	NO TRANSLATION	0.521	0.277	0.373
maneuver	युक्ती	0.615	0.663	0.608
maneuvering	युक्ती	0.635	0.640	0.745
mange	NO TRANSLATION	0.311	0.558	0.348
manger	व्यवस्थापकाशी	0.656	0.276	0.398
mangle	मंगल	0.292	0.449	0.355
mango	आंबा	0.765	0.327	0.290
mangosteen	मॅंगोस्टीन	0.562	0.500	0.414
mangy	खोटा	0.214	0.698	0.270
manhole	मानहाल	0.378	0.500	0.516
manhood	मनुष्यबळ	0.625	0.735	0.858
manhunt	शोध	0.145	0.925	0.657
mania	खूळ	0.290	0.683	0.382
maniac	वेडा	0.120	0.849	0.431
maniacal	मानिक	0.200	0.848	0.500
manic	उन्मत्त	0.054	0.892	0.368
manicure	अशी निगा राखणे	0.706	0.308	0.284
manicurist	मॅनिकूरिस्ट	0.583	0.352	0.341
manifest	प्रकट होणे	0.667	0.647	0.704
manifestation	प्रकटीकरण	0.583	0.750	0.655
manifested	प्रकट	0.580	0.618	0.667
manifestly	स्पष्टपणे	0.469	0.588	0.577
manifesto	जाहीरनामा	0.646	0.519	0.676
manifold	बहुविध	0.500	0.461	0.435
manipulate	हाताळू	0.255	0.700	0.772
manipulation	कुशलतेने हाताळणीत	0.188	0.775	0.536
manipulative	हस्तमैथुन	0.177	0.724	0.546
mankind	मानवजातीला	0.823	0.471	0.768
manly	खिन्नतेने	0.698	0.633	0.846
manna	मान्ना	0.698	0.294	0.544
manned	मनुष्यबळ	0.551	0.588	0.484
mannequin	मॅनक्वीन	0.427	0.302	0.295
manner	रीतीने	0.618	0.250	0.320
mannered	मनोरुग्ण	0.469	0.556	0.291
manners	शिष्टाचार	0.816	0.284	0.517
manor	मनोर	0.646	0.358	0.738
manpower	मनुष्यबळ	0.531	0.620	0.543
mansion	हवेली	0.847	0.490	0.717
mansions	महाल	0.735	0.529	0.777
manslaughter	सदोष मनुष्य	0.090	0.920	0.473
mantel	अंबिका	0.500	0.265	0.471
mantis	मांटिस	0.480	0.355	0.421
mantle	आवरण	0.510	0.269	0.422
mantra	मंत्र	0.396	0.249	0.357
manual	मॅन्युअल	0.635	0.245	0.449
manufacture	उत्पादन	0.868	0.703	0.780
manufacturer	निर्माता	0.688	0.537	0.830
manufacturing	उत्पादन	0.653	0.613	0.804
manure	खत	0.250	0.471	0.241
manuscript	हस्तलिखित	0.510	0.208	0.540
map	नकाशा	0.561	0.229	0.463
maple	मॅपल	0.541	0.390	0.339
mar	मार	0.622	0.544	0.545
marathon	मॅरेथॉन	0.646	0.778	0.740
marble	संगमरवरी	0.604	0.212	0.667
marbled	संगमरवरी	0.396	0.385	0.418
marbles	खांब	0.714	0.345	0.241
march	मार्च	0.531	0.200	0.483
mare	NO TRANSLATION	0.541	0.320	0.417
margarine	कृत्रिम लोणी	0.530	0.316	0.333
margarita	मार्गारिटा	0.750	0.438	0.420
margin	मार्जिन	0.500	0.219	0.331
marginal	सीमान्त	0.235	0.644	0.345
mariachi	मारियाची	0.710	0.559	0.609
marijuana	मारिजुआना	0.312	0.779	0.558
marinara	marinara	0.657	0.388	0.435
marine	सागरी	0.633	0.471	0.679
mariner	नौकाविहार	0.652	0.491	0.676
marital	वैवाहिक	0.760	0.529	0.500
maritime	समुद्री	0.646	0.490	0.713
mark	चिन्ह	0.491	0.231	0.600
marked	चिन्हांकित	0.592	0.358	0.554
marker	चिन्हक	0.500	0.333	0.605
market	बाजार	0.724	0.480	0.521
marketable	विक्रीयोग्य	0.746	0.545	0.664
marketing	विपणन	0.521	0.774	0.675
marketplace	बाजारपेठ	0.698	0.420	0.525
marks	गुण	0.430	0.480	0.424
marksman	नेमबाज	0.500	0.833	0.692
marksmanship	नेमबाजी	0.573	0.531	0.664
marl	मर्ल	0.372	0.471	0.351
marmalade	संत्रीचा मुरंबा	0.729	0.370	0.288
maroon	चमचमीत	0.469	0.358	0.336
marooned	marooned	0.229	0.480	0.160
marquee	मर्की	0.602	0.284	0.508
marquis	मार्किस	0.521	0.444	0.562
marred	विचित्र	0.181	0.561	0.233
marriage	विवाह	0.844	0.684	0.750
married	विवाहित	0.674	0.570	0.602
marrow	मज्जा	0.398	0.422	0.472
marry	लग्न करा	0.896	0.765	0.673
marsh	मार्श	0.302	0.358	0.277
marshal	मार्शल	0.469	0.610	0.819
marshmallow	मार्शमॉलो	0.740	0.441	0.391
mart	मार्ट	0.531	0.402	0.418
martial	मार्शल	0.480	0.710	0.737
martingale	मर्शिंगेल	0.469	0.510	0.455
martini	मार्टिनी	0.828	0.500	0.519
martyr	शहीद	0.281	0.708	0.509
martyrdom	हौतात्म्य	0.323	0.745	0.442
marvel	आश्चर्य वाटणे	0.961	0.755	0.866
marvellous	विस्मयकारक	0.878	0.809	0.849
marvelous	विस्मयकारक	0.948	0.637	0.778
marvelously	आश्चर्यकारकपणे	0.968	0.708	0.764
marzipan	NO TRANSLATION	0.684	0.380	0.258
mascara	मस्करा	0.575	0.450	0.269
mascot	शुभंकर	0.750	0.337	0.337
masculine	मर्दानी	0.653	0.540	0.773
masculinity	masculinity	0.583	0.670	0.851
mash	मॅश	0.440	0.363	0.283
mashed	मॅश	0.531	0.337	0.194
mask	मुखवटा	0.510	0.490	0.537
masked	मुखवटा घातलेला	0.375	0.549	0.518
masks	मुखवटे	0.510	0.472	0.241
masochism	मासोचिझ	0.194	0.845	0.483
masochist	मासोचिस्ट	0.164	0.784	0.353
mason	मासन	0.541	0.442	0.580
masquerade	मास्कर्स	0.431	0.633	0.446
mass	वस्तुमान	0.458	0.245	0.277
massacre	नरसंहार	0.031	0.887	0.640
massage	मसाज	0.708	0.356	0.413
masses	जनते	0.552	0.453	0.473
masseur	मालिश करणारा	0.622	0.265	0.463
masseuse	मालीसाहित्य	0.594	0.373	0.391
massive	भव्य	0.569	0.660	0.750
mast	मास्ट	0.542	0.390	0.580
master	मास्टर	0.694	0.490	0.849
masterful	मास्टरीपल	0.854	0.510	0.960
mastermind	मास्टरमाईंड	0.792	0.625	0.918
masterpiece	उत्कृष्ट नमुना	0.926	0.623	0.847
mastery	प्रभुत्व	0.755	0.648	0.873
masturbate	हस्तमैथुन	0.552	0.926	0.500
masturbation	हस्तमैथुन	0.542	0.961	0.509
mat	चटई	0.459	0.221	0.304
matador	मॅटडोर	0.224	0.880	0.667
match	जुळवा	0.599	0.573	0.500
matchbook	matchbook	0.562	0.391	0.412
matching	जुळणारे	0.719	0.735	0.418
matchmaker	लग्ने जुळवणारा	0.615	0.509	0.519
mate	सोबती	0.847	0.417	0.669
material	सामग्री	0.521	0.363	0.439
materialism	भौतिकवाद	0.220	0.390	0.556
materialist	भौतिकवादी	0.255	0.491	0.504
materialistic	भौतिकवादी	0.420	0.506	0.589
materiality	भौतिकता	0.417	0.450	0.636
materialize	सुधारणे	0.688	0.596	0.728
materially	भौतिकरित्या	0.490	0.451	0.670
materials	साहित्य	0.633	0.361	0.473
materiel	मामेरियल	0.531	0.294	0.417
maternal	माता	0.847	0.417	0.634
maternity	मातृत्व	0.865	0.480	0.622
math	गणित	0.417	0.375	0.600
mathematical	गणितीय	0.620	0.500	0.548
mathematician	गणितज्ञ	0.541	0.418	0.773
mathematics	गणित	0.438	0.435	0.664
matinee	मॅटिनी	0.694	0.578	0.447
mating	वीण	0.755	0.840	0.759
matriculation	मॅट्रिक्युलेशन	0.622	0.490	0.675
matrimony	विवाह	0.850	0.637	0.843
matrix	मॅट्रिक्स	0.551	0.378	0.673
matron	मॅट्रॉन	0.520	0.519	0.555
matted	गुंतागुंत झालेला	0.281	0.519	0.393
matter	बाब	0.487	0.353	0.562
matting	मटण	0.479	0.405	0.423
mattress	चटई	0.612	0.255	0.397
maturation	परिपक्वता	0.612	0.439	0.698
mature	प्रौढ	0.625	0.347	0.600
maturity	परिपक्वता	0.827	0.400	0.806
maudlin	मोडमिन	0.337	0.417	0.368
mausoleum	समाधिस्थळ	0.344	0.281	0.594
mauve	मऊ	0.533	0.330	0.314
maverick	मॅव्हरिक	0.354	0.676	0.409
maxim	अधिकतम	0.875	0.562	0.887
maximize	जास्तीतजास्त करा	0.823	0.765	0.792
maximum	जास्तीत जास्त	0.724	0.724	0.852
may	मे	0.704	0.273	0.245
mayday	Mayday	0.344	0.643	0.423
mayflower	मेफ्लॉवर	0.690	0.463	0.429
mayhem	मेहेम	0.188	0.870	0.364
mayonnaise	अंडयातील बलक	0.510	0.320	0.222
mayor	महापौर	0.469	0.481	0.818
maze	चक्रव्यूह	0.438	0.608	0.444
mead	घासणे	0.667	0.337	0.441
meadow	कुरण	0.622	0.130	0.382
meager	अल्प	0.144	0.389	0.281
meal	जेवण	0.833	0.461	0.473
mean	याचा अर्थ	0.440	0.467	0.620
meander	कंटाळवाणा	0.480	0.443	0.454
meandering	निरंतर	0.427	0.644	0.539
meanie	अर्थ	0.388	0.420	0.404
meaning	अर्थ	0.663	0.395	0.625
meaningful	अर्थपूर्ण	0.770	0.500	0.802
meaningless	अर्थहीन	0.156	0.314	0.143
meanness	क्षुद्रपणा	0.102	0.694	0.368
means	म्हणजे	0.615	0.373	0.460
meantime	दरम्यानच्या काळात	0.432	0.222	0.300
measles	गोवर	0.092	0.635	0.422
measurable	मोजता येण्याजोगा	0.604	0.410	0.602
measure	मापन करा	0.510	0.375	0.365
measured	मोजमाप	0.542	0.265	0.578
measurement	माप	0.622	0.418	0.491
measuring	मोजमाप	0.448	0.337	0.529
measuring cup	कप मोजणे	0.557	0.343	0.377
measuring tape	मोजपट्टी	0.337	0.280	0.327
meat	मांस	0.612	0.421	0.413
meatball	मांसबॉल	0.612	0.279	0.343
meathead	मांसाचे शीड	0.306	0.534	0.490
meatloaf	मासलोफ	0.625	0.389	0.375
mechanic	मेकॅनिक	0.571	0.433	0.566
mechanical	यांत्रिक	0.479	0.569	0.564
mechanics	यांत्रिकी	0.542	0.500	0.761
mechanism	यंत्रणा	0.573	0.583	0.664
med	NO TRANSLATION	0.375	0.429	0.606
medal	पदक	0.854	0.555	0.746
medallion	पदक	0.750	0.510	0.710
medallist	मेडलिस्ट	0.796	0.821	0.897
meddle	हस्तक्षेप करणे	0.302	0.770	0.526
meddling	हस्तक्षेप	0.245	0.600	0.461
media	मीडिया	0.500	0.330	0.464
medial	मध्यवर्ती	0.458	0.340	0.429
median	मध्यक	0.459	0.216	0.375
mediate	मध्यस्थी	0.635	0.308	0.654
mediation	मध्यस्थी	0.661	0.350	0.657
mediator	मध्यस्थ	0.592	0.438	0.580
medic	वैद्यकीय	0.500	0.472	0.585
medical	वैद्यकीय	0.583	0.373	0.616
medicate	औषधोपचार	0.417	0.375	0.546
medication	औषधोपचार	0.615	0.439	0.500
medicinal	औषधी	0.667	0.417	0.614
medicine	औषध	0.708	0.318	0.679
medieval	मध्ययुगीन	0.560	0.408	0.455
mediocre	मध्यम प्रतीची	0.188	0.481	0.149
mediocrity	सामान्यपणा	0.073	0.398	0.225
meditate	चिंतन	0.812	0.146	0.564
meditating	चिंतनशील	0.718	0.185	0.399
meditation	चिंतन	0.786	0.120	0.478
meditative	चिंतनशील	0.614	0.120	0.454
mediterranean	मेडिटरेनेयन	0.663	0.454	0.545
medium	मध्यम	0.559	0.356	0.358
medley	मिश्रण	0.487	0.352	0.400
meek	नम्र	0.531	0.150	0.198
meet	भेटा	0.760	0.510	0.580
meeting	संमेलन	0.750	0.569	0.613
mega	मेगा	0.724	0.538	0.723
meh	meh	0.380	0.286	0.365
melancholic	विषण्णतावादक	0.181	0.306	0.277
melancholy	खिन्नता	0.188	0.260	0.237
melee	दंगल	0.541	0.704	0.611
mellow	मधुर	0.633	0.069	0.265
melodious	गोड	0.932	0.530	0.587
melodrama	भावनाक्षोभ करणारे आनंददायी नाटक	0.378	0.830	0.446
melodramatic	भावनाक्षोभक	0.235	0.692	0.368
melody	गोडवा	0.847	0.434	0.405
melon	खरबूज	0.461	0.231	0.271
melt	वितळणे	0.448	0.615	0.312
meltdown	मंदीच्या	0.629	0.657	0.602
melting	हळुवार	0.592	0.470	0.538
member	सदस्य	0.698	0.333	0.555
membership	सदस्यता	0.698	0.411	0.778
membrane	पडदा	0.406	0.430	0.418
memento	स्मृतिचिन्ह	0.708	0.360	0.536
memo	मेमो	0.625	0.235	0.407
memoir	संस्मरण	0.750	0.242	0.553
memorabilia	स्मृतीचिन्हे	0.780	0.412	0.491
memorable	संस्मरणीय	0.939	0.510	0.769
memorandum	मेमोरॅंडम	0.600	0.500	0.639
memorial	स्मारक	0.602	0.304	0.600
memorials	स्मारक	0.771	0.333	0.679
memories	आठवणी	0.963	0.487	0.510
memoriesiwontforget	NO TRANSLATION	0.635	0.542	0.455
memorize	लक्षात ठेवा	0.520	0.451	0.716
memory	मेमरी	0.792	0.378	0.573
menace	धोका	0.125	0.894	0.759
menacing	धमकी देणारा	0.042	0.880	0.643
menagerie	धमकी	0.573	0.480	0.538
mend	दुरुस्त करणे	0.542	0.436	0.602
mending	दुरुस्ती	0.500	0.633	0.657
menial	लठ्ठपणा	0.490	0.420	0.352
meningitis	मेंदुच्या वेष्टनाचा दाह	0.104	0.612	0.407
meniscus	मेस्किस	0.323	0.330	0.453
menopause	रजोनिवृत्ती	0.204	0.460	0.306
menses	मेन्स	0.163	0.686	0.331
menstrual	मासिक पाळी	0.408	0.519	0.435
mental	वेडा	0.490	0.490	0.585
mentalhealth	NO TRANSLATION	0.562	0.541	0.670
mentality	मानसिकता	0.711	0.415	0.726
menthol	मेन्थॉल	0.490	0.292	0.433
mention	उल्लेख	0.562	0.365	0.562
mentor	गुरूवार	0.719	0.455	0.777
menu	मेनू	0.633	0.333	0.385
meow	म्याऊ	0.510	0.510	0.412
mercantile	व्यापारी	0.480	0.490	0.713
mercenary	भाडोत्री सैनिक	0.245	0.837	0.673
merchandise	विक्रीचा माल	0.594	0.460	0.621
merchant	व्यापारी	0.675	0.500	0.620
merciful	क्षमाशील	0.854	0.346	0.500
merciless	निर्दयी	0.062	0.880	0.634
mercurial	आनंदी	0.490	0.546	0.518
mercury	पारा	0.337	0.312	0.475
mercy	दया	0.719	0.229	0.500
mere	फक्त	0.396	0.221	0.176
merengue	मेरेंग्यू	0.688	0.519	0.442
merge	विलीन	0.760	0.480	0.733
merger	विलीनीकरण	0.592	0.490	0.642
meridian	मेरिडियन	0.510	0.324	0.558
meridional	मध्यावधी	0.365	0.290	0.600
meringue	मिंगे	0.625	0.580	0.411
merit	गुणवत्ता	0.854	0.500	0.722
meritorious	प्रशंसनीय	0.781	0.618	0.855
mermaid	जलपरी	0.765	0.623	0.452
merriment	ममते	0.948	0.721	0.632
merry	मजेदार	0.979	0.731	0.764
merrychristmas	NO TRANSLATION	0.888	0.510	0.536
mesa	मेसा	0.604	0.191	0.319
mescaline	मेस्किलीन	0.490	0.580	0.415
mesh	जाळी	0.429	0.235	0.371
meshes	meshes	0.440	0.363	0.362
mesmerized	मंत्रमुग्ध केलेले	0.520	0.552	0.421
mess	गोंधळ	0.143	0.843	0.273
message	संदेश	0.650	0.391	0.415
messedup	NO TRANSLATION	0.333	0.615	0.358
messenger	मेसेंजर	0.694	0.434	0.500
messiah	मशीहा	0.781	0.634	0.800
messy	गोंधळ	0.260	0.635	0.140
metabolic	चयापचय	0.408	0.531	0.559
