Word	Haitian Creole-ht	Valence	Arousal	Dominance
mick	mick	0.449	0.451	0.382
micro	mikwo	0.500	0.270	0.250
microbe	mikwòb	0.255	0.450	0.340
microbiology	mikrobyoloji	0.571	0.378	0.560
microchip	microchip	0.551	0.358	0.432
microcosm	mikrokosm	0.500	0.500	0.520
microfilm	mikrofilm	0.469	0.352	0.412
microgram	mikrogram	0.448	0.286	0.355
micrometer	mikromèt	0.573	0.358	0.394
micron	mikron	0.375	0.291	0.315
microphone	mikwofòn	0.551	0.431	0.462
microscope	mikwoskòp	0.531	0.330	0.464
microscopic	mikwoskopik	0.360	0.327	0.433
microscopically	mikwoskopik	0.623	0.370	0.412
microscopy	mikwoskopi	0.500	0.339	0.455
microwave	mikwo ond lan	0.542	0.497	0.443
mid	mitan	0.500	0.315	0.356
midair	midair	0.633	0.413	0.455
midday	midi	0.658	0.250	0.403
middle	mwayen	0.458	0.157	0.300
middleman	entèmedyè	0.500	0.404	0.452
middleweight	mwayenn	0.510	0.302	0.428
midget	midget	0.396	0.295	0.254
midland	Midland	0.521	0.402	0.456
midlife	midlife	0.594	0.244	0.473
midline	Midliyè	0.332	0.224	0.330
midnight	minwi	0.562	0.470	0.545
midshipman	midshipman	0.469	0.615	0.785
midst	mitan	0.324	0.275	0.296
midsummer	midsummer	0.781	0.480	0.492
midterm	midterm	0.427	0.337	0.425
midtown	Midtown	0.479	0.442	0.538
midway	Midway	0.459	0.316	0.304
midwife	fanm ansent	0.531	0.570	0.453
midwifery	Mwatye	0.510	0.570	0.459
mien	NO TRANSLATION	0.500	0.352	0.447
miffed	miffed	0.204	0.726	0.429
mighty	vanyan	0.855	0.837	0.936
mignon	mignon	0.551	0.440	0.423
migraine	migrèn	0.135	0.783	0.318
migrate	imigre	0.415	0.580	0.454
migration	migrasyon	0.492	0.731	0.566
migratory	migratè	0.448	0.521	0.491
mike	mike	0.542	0.365	0.423
mil	NO TRANSLATION	0.534	0.388	0.347
mild	modere	0.635	0.198	0.216
mildew	kanni	0.344	0.250	0.241
mildness	dousman	0.827	0.226	0.311
mile	mil	0.521	0.417	0.456
mileage	Kilometraj	0.510	0.458	0.562
milestone	etap enpòtan	0.719	0.373	0.558
militant	militan	0.418	0.667	0.750
militants	militan yo	0.260	0.673	0.652
military	militè	0.396	0.710	0.875
militia	milis	0.396	0.729	0.769
milk	lèt	0.817	0.270	0.327
milkman	lètman	0.750	0.380	0.304
milkshake	milkshake	0.796	0.521	0.330
milky	lakte	0.517	0.283	0.311
mill	moulen	0.531	0.382	0.347
millennium	milenè	0.573	0.398	0.760
milligram	miligram	0.429	0.217	0.302
millimeter	milimèt	0.427	0.177	0.360
million	milyon dola	0.776	0.647	0.812
millionaire	milyonèr	0.917	0.755	0.850
millionth	milyonè	0.635	0.528	0.611
millstone	moulen	0.510	0.433	0.492
mime	mime	0.455	0.235	0.302
mimic	imite	0.557	0.587	0.391
mimicking	mimicking	0.316	0.433	0.364
mimicry	mimikri	0.420	0.337	0.472
mince	filange	0.417	0.529	0.378
mincemeat	mincemeat	0.396	0.435	0.358
mind	lide	0.650	0.388	0.627
minded	èspri	0.656	0.394	0.627
mindful	lide	0.765	0.450	0.725
mindfulness	atansyon	0.729	0.635	0.745
mindless	lide	0.184	0.333	0.153
mine	m '	0.688	0.418	0.578
minefield	pyèj	0.188	0.839	0.684
miner	minè	0.408	0.594	0.644
mineral	mineral	0.519	0.287	0.605
mineralogy	mineralogie	0.551	0.408	0.545
mingle	melanje	0.561	0.480	0.434
mingled	melanje	0.521	0.392	0.357
mini	mini	0.421	0.324	0.221
miniature	miniature	0.429	0.292	0.204
minibus	Minibuss	0.439	0.390	0.428
minim	NO TRANSLATION	0.518	0.208	0.138
minimal	minimòm	0.448	0.147	0.206
minimize	minimize	0.360	0.236	0.311
minimized	minimize	0.458	0.137	0.208
minimum	minimòm	0.380	0.198	0.194
mining	min	0.633	0.598	0.554
minion	minion	0.490	0.430	0.167
minister	minis	0.547	0.441	0.892
ministerial	ministeryèl	0.571	0.519	0.660
ministry	ministè	0.510	0.346	0.717
minivan	minivan	0.592	0.356	0.452
mink	mink	0.560	0.515	0.430
minnow	minnow	0.541	0.367	0.364
minor	minè	0.250	0.235	0.175
minority	minorite	0.310	0.332	0.211
minstrel	minstrel	0.458	0.541	0.397
mint	mant	0.688	0.221	0.345
minty	minty	0.635	0.292	0.361
minuscule	minuscule	0.396	0.286	0.214
minute	minit	0.582	0.279	0.356
minutiae	minit	0.323	0.257	0.316
minx	minx	0.448	0.519	0.404
mir	NO TRANSLATION	0.417	0.339	0.355
miracle	mirak	0.917	0.607	0.806
miracles	mirak	0.922	0.735	0.692
miraculous	mirak	0.875	0.706	0.812
mirage	mirak	0.546	0.487	0.562
mire	NO TRANSLATION	0.344	0.376	0.298
mirror	glas	0.677	0.310	0.438
mirth	kontan	0.888	0.640	0.608
misappropriation	divèrtisman	0.097	0.831	0.500
misbehave	malèz	0.020	0.847	0.304
misbehavior	move konpòtman	0.031	0.704	0.269
miscalculation	miscalculation	0.177	0.490	0.353
miscarriage	foskouch	0.042	0.781	0.312
miscellaneous	divès	0.531	0.321	0.196
miscellany	miscellany	0.500	0.412	0.384
mischief	malè	0.385	0.834	0.292
mischievous	fè mal	0.439	0.804	0.472
misconception	miskonsepsyon	0.210	0.557	0.291
misconduct	movèz kondwit	0.061	0.667	0.304
misdemeanor	deli	0.210	0.640	0.364
misdirection	misdirection	0.131	0.710	0.281
miser	mizè	0.208	0.633	0.311
miserable	mizerab	0.062	0.461	0.188
miserably	mizerab	0.280	0.545	0.150
misery	mizè	0.146	0.378	0.158
misfire	misfire	0.153	0.453	0.200
misfit	misfit	0.173	0.500	0.393
misfortune	malè	0.094	0.780	0.311
misguided	NO TRANSLATION	0.280	0.531	0.259
mishap	move	0.071	0.654	0.227
misinformed	misinformed	0.156	0.567	0.250
misinterpretation	misinterpretasyon	0.112	0.556	0.360
mislead	twonpe	0.167	0.765	0.412
misleading	ki bay manti	0.070	0.660	0.272
misled	misle	0.177	0.606	0.353
mismanagement	movèz jesyon	0.094	0.520	0.295
mismatch	dezekilib	0.250	0.459	0.282
mismatched	mismatched	0.250	0.557	0.302
misnomer	misnomer	0.296	0.528	0.284
misplace	misplace	0.229	0.461	0.191
misplaced	deplase	0.247	0.450	0.324
misread	misread	0.115	0.558	0.315
misrepresent	misrepresent	0.198	0.542	0.418
misrepresentation	misrepresentation	0.323	0.618	0.518
misrepresented	misrepresented	0.042	0.519	0.466
miss	manke	0.573	0.490	0.408
missile	misil	0.240	0.830	0.764
missiles	misil yo	0.070	0.922	0.830
missing	manke	0.306	0.418	0.222
missingyou	NO TRANSLATION	0.260	0.471	0.377
mission	misyon	0.765	0.633	0.870
missionary	misyonè	0.729	0.404	0.596
misspell	mispèl	0.292	0.423	0.281
misstatement	reflechi	0.302	0.547	0.221
missy	missy	0.521	0.480	0.333
mist	vapè	0.375	0.194	0.221
mistake	erè	0.208	0.585	0.102
mistaken	fè erè	0.131	0.630	0.212
mister	Mèt	0.604	0.406	0.663
mistletoe	jete	0.542	0.470	0.324
mistreated	maltrete	0.010	0.792	0.200
mistress	metrès	0.630	0.796	0.694
mistrial	mistrial	0.427	0.539	0.536
mistrust	mefyans	0.135	0.657	0.231
misty	misty	0.427	0.451	0.278
misunderstand	mal konprann	0.177	0.548	0.382
misunderstanding	enkonpreyansyon	0.112	0.618	0.284
misunderstood	konpwann	0.177	0.625	0.309
misuse	move itilizasyon	0.083	0.560	0.196
mite	Mite	0.290	0.584	0.271
miter	miter	0.458	0.500	0.414
mitigate	bese	0.506	0.427	0.456
mitigating	modere	0.551	0.520	0.600
mitigation	Kontwol Dega	0.448	0.527	0.423
mitt	Mèt	0.406	0.183	0.264
mitten	NO TRANSLATION	0.531	0.330	0.408
mitzvah	mitzvah	0.422	0.610	0.409
mix	melanje	0.542	0.490	0.472
mixed	melanje	0.510	0.346	0.444
mixedemotions	mixemotions	0.440	0.673	0.430
mixer	mixer	0.562	0.500	0.556
mixture	melanj	0.546	0.360	0.481
mnemonic	mnemonic	0.531	0.480	0.452
moan	Moan	0.357	0.735	0.352
moat	twou	0.398	0.380	0.314
mob	foul	0.296	0.788	0.567
mobile	mobil	0.615	0.569	0.481
mobility	mobilite	0.700	0.596	0.654
mobilization	mobilizasyon	0.688	0.720	0.787
mobilize	mobilize	0.604	0.684	0.727
mobster	mobster	0.188	0.870	0.638
mocha	mocha	0.500	0.396	0.311
mock	mock	0.360	0.606	0.618
mocked	moke	0.225	0.746	0.204
mockery	Imitation	0.094	0.806	0.181
mocking	moke	0.082	0.755	0.394
mockingbird	mockingbird	0.513	0.337	0.423
mod	mod	0.458	0.367	0.384
modal	modal	0.592	0.264	0.461
modality	modalite	0.633	0.404	0.527
mode	mòd	0.531	0.185	0.367
model	modèl	0.607	0.388	0.723
modeler	modeler	0.500	0.510	0.730
modeling	modèl	0.684	0.404	0.490
modem	modèm	0.573	0.355	0.500
moderate	modere	0.582	0.190	0.453
moderate anticipation	modere antisipasyon	0.667	0.451	0.574
moderate disgust	modere degou	0.229	0.558	0.381
moderate negative	modere negatif	0.177	0.500	0.306
moderate positive	modere pozitif	0.896	0.453	0.753
moderate surprise	modere sipriz	0.776	0.663	0.637
moderate trust	modere konfyans	0.677	0.350	0.773
moderately	modera	0.604	0.264	0.500
moderating	modération	0.667	0.402	0.783
moderation	modération	0.531	0.240	0.453
moderator	moderatè	0.519	0.354	0.802
modern	modèn	0.855	0.423	0.691
modernism	modènism	0.760	0.553	0.703
modest	modès	0.760	0.130	0.412
modesty	modesti	0.778	0.240	0.500
modicum	mòd	0.234	0.417	0.327
modifiable	modifiable	0.541	0.422	0.373
modification	modifikasyon	0.480	0.520	0.625
modified	modifye	0.561	0.458	0.693
modify	modifye	0.458	0.584	0.625
modulate	modulation	0.673	0.343	0.555
modulation	modulation	0.458	0.365	0.565
module	modil	0.582	0.388	0.571
modulus	modil	0.622	0.304	0.481
mogul	mogul	0.510	0.652	0.865
moiety	moyete	0.378	0.343	0.454
moist	imid	0.470	0.316	0.386
moisture	imidite	0.406	0.398	0.327
moisturizer	idratan	0.750	0.280	0.386
molar	molè	0.544	0.426	0.350
molasses	melas	0.490	0.269	0.286
mold	mwazi	0.330	0.274	0.402
molded	modle	0.667	0.361	0.373
molding	bòdi	0.552	0.308	0.546
moldy	mwazi	0.235	0.387	0.250
mole	mol	0.436	0.377	0.352
molecular	molekilè	0.495	0.440	0.536
molecule	molekil	0.531	0.259	0.375
molest	manti	0.133	0.816	0.319
molestation	molèstasyon	0.102	0.808	0.407
molester	Mèt	0.143	0.811	0.478
molten	fonn	0.417	0.490	0.339
mom	manman	0.927	0.336	0.639
moment	moman	0.604	0.435	0.509
momentary	momantane	0.562	0.271	0.330
momentous	siyifikatif	0.792	0.587	0.760
momentum	momantòm	0.663	0.750	0.688
momma	manman	0.833	0.412	0.527
mommy	manman	0.854	0.353	0.422
monad	monad	0.510	0.482	0.451
monarch	monak	0.583	0.559	0.870
monarchy	monachi	0.450	0.557	0.870
monastery	monastè	0.694	0.183	0.726
monastic	monastic	0.438	0.314	0.676
monetary	monetè	0.583	0.494	0.716
money	lajan	0.844	0.608	0.827
mongoloid	mongoloid	0.177	0.364	0.317
mongoose	mongoose	0.327	0.380	0.546
mongrel	mongrel	0.425	0.438	0.395
monitor	pou kontwole	0.490	0.298	0.538
monk	mwàn	0.472	0.208	0.439
monkey	makak	0.548	0.449	0.283
mono	NO TRANSLATION	0.500	0.390	0.273
monochrome	monochrome	0.312	0.292	0.339
monogamous	monogam	0.510	0.335	0.402
monogamy	monogami	0.542	0.380	0.455
monogram	monogram	0.480	0.210	0.425
monogrammed	monogrammed	0.503	0.270	0.402
monograph	monograf	0.500	0.242	0.481
monolayer	monolayer	0.427	0.294	0.433
monolith	monolitik	0.429	0.327	0.500
monologue	monològ	0.500	0.284	0.534
monopolist	monopolist	0.330	0.590	0.725
monopoly	monopoli	0.449	0.509	0.640
monotonous	monotone	0.354	0.221	0.400
monotony	monotony	0.398	0.135	0.353
monoxide	monoksid	0.433	0.430	0.490
monsieur	monsieur	0.552	0.340	0.623
monsoon	mouason	0.358	0.600	0.481
monster	mons	0.133	0.935	0.596
monstrosity	monstrozite	0.094	0.933	0.611
monstrous	kolosal	0.094	0.942	0.649
montage	montaj	0.438	0.520	0.388
monte	monte	0.589	0.330	0.391
month	mwa	0.688	0.255	0.411
monthly	chak mwa	0.622	0.314	0.364
monument	moniman	0.833	0.404	0.811
monumental	moniman	0.656	0.594	0.955
moo	moo	0.438	0.355	0.300
mooch	Mooch	0.378	0.413	0.309
mood	atitid	0.720	0.500	0.500
moods	imè	0.578	0.633	0.491
moody	Moody	0.245	0.811	0.595
moon	lalin	0.673	0.233	0.547
moonbeam	moonbeam	0.700	0.290	0.491
moonlight	moonlight	0.865	0.264	0.409
moonlit	moonlit	0.873	0.269	0.508
moonshine	moonshine	0.633	0.389	0.491
moonstruck	moonstruck	0.583	0.438	0.407
moonwalk	moonwalk	0.615	0.586	0.525
moor	Moor	0.311	0.464	0.378
moored	mouye	0.344	0.500	0.417
mooring	poul	0.323	0.490	0.444
moorings	Moorings	0.406	0.500	0.516
moorland	Moorland	0.490	0.370	0.456
moose	Moose	0.648	0.373	0.318
moot	moot	0.344	0.500	0.615
mooted	mooted	0.388	0.580	0.463
mop	mop	0.396	0.442	0.296
mope	mope	0.406	0.309	0.345
moped	mopèd	0.582	0.582	0.554
moral	moral	0.700	0.459	0.796
morale	moral	0.729	0.158	0.792
morality	moralite	0.750	0.408	0.759
morals	moral	0.646	0.430	0.611
morass	malèz	0.387	0.348	0.375
moratorium	moratoryom	0.337	0.427	0.373
moray	moray	0.510	0.402	0.463
morbid	morbid	0.090	0.833	0.395
morbidity	morbidite	0.370	0.630	0.443
morbidness	morbidness	0.120	0.694	0.339
mores	mò	0.582	0.317	0.684
morgue	mòg	0.022	0.539	0.241
moribund	moribund	0.083	0.488	0.167
morn	morn	0.542	0.284	0.345
morning	maten	0.688	0.235	0.444
moron	moron	0.133	0.587	0.183
moronic	Moron	0.122	0.500	0.224
morose	morose	0.240	0.663	0.264
morph	mòf	0.448	0.469	0.451
morphine	morfin	0.229	0.490	0.496
morphism	morfism	0.398	0.549	0.386
morphology	mòfoloji	0.516	0.373	0.639
morrow	Denmen	0.708	0.314	0.490
morsel	moso	0.490	0.296	0.400
mortal	mòtèl	0.196	0.786	0.510
mortality	mòtalite	0.229	0.726	0.518
mortar	mòtye	0.333	0.627	0.562
mortgage	ipotèk	0.255	0.408	0.537
mortgagee	dèt ipotekè	0.418	0.633	0.723
mortgagor	anprenteur	0.431	0.522	0.490
mortician	mòtye	0.104	0.429	0.275
mortification	mortification	0.135	0.644	0.404
mortified	mortifye	0.073	0.731	0.270
mortuary	mòtyè	0.133	0.606	0.427
mosaic	mozayik	0.635	0.250	0.302
mosey	mosey	0.521	0.402	0.330
mosque	moske	0.542	0.352	0.528
mosquito	Moustik	0.229	0.400	0.198
moss	Moss	0.235	0.270	0.245
mossy	mossy	0.375	0.329	0.286
mote	NO TRANSLATION	0.375	0.388	0.260
motel	motèl	0.531	0.372	0.450
moth	vè	0.323	0.350	0.196
mother	manman	0.931	0.408	0.725
motherfucker	manman	0.122	0.827	0.351
motherfucking	manman	0.071	0.823	0.373
motherhood	matènite	0.844	0.546	0.667
motherland	manman	0.677	0.375	0.731
motherless	manman	0.163	0.541	0.337
motherly	manman	0.927	0.324	0.710
motif	motif	0.688	0.481	0.527
motion	mouvman	0.667	0.538	0.657
motionless	imobilité	0.323	0.210	0.246
motivate	motive	0.812	0.776	0.873
motivating	motivasyon	0.958	0.820	0.787
motivation	motivasyon	0.854	0.784	0.802
motivational	motivasyonèl	0.906	0.646	0.858
motive	motif	0.667	0.588	0.663
motley	motley	0.480	0.398	0.412
motor	motè	0.531	0.551	0.648
motorbike	motosiklèt	0.552	0.608	0.616
motorboat	motosiklèt	0.677	0.500	0.390
motorcade	Motorcade	0.708	0.730	0.593
motorcar	Motorcar	0.694	0.565	0.682
motorcycle	motosiklèt	0.677	0.764	0.713
motorist	otomobilis	0.562	0.663	0.578
motte	motte	0.481	0.389	0.370
mottled	mottled	0.380	0.336	0.295
motto	deviz	0.688	0.317	0.439
mould	mwazi	0.357	0.176	0.246
mound	mound	0.520	0.481	0.509
mount	mòn	0.500	0.292	0.348
mountain	montay	0.698	0.408	0.649
mountaineer	alpinism	0.635	0.774	0.535
mountainous	montay	0.635	0.519	0.612
mountains	mòn	0.766	0.433	0.569
mountaintop	mountaintop	0.653	0.541	0.713
mourn	lapenn	0.056	0.583	0.150
mournful	lapenn	0.180	0.441	0.188
mourning	lapenn	0.177	0.490	0.266
mouse	sourit	0.427	0.441	0.206
mousetrap	mousetrap	0.180	0.643	0.330
mousse	mousse	0.604	0.336	0.368
moustache	moustach	0.470	0.236	0.409
mousy	mousy	0.480	0.413	0.339
mouth	bouch	0.734	0.294	0.336
mouthful	gòj	0.609	0.565	0.389
mouthpiece	mikrofòn	0.573	0.346	0.393
mouthwash	mouthwash	0.438	0.385	0.352
movable	mobil	0.469	0.509	0.500
move	deplase	0.656	0.647	0.670
movement	mouvman	0.656	0.654	0.658
mover	Mover	0.615	0.539	0.466
movie	fim	0.792	0.560	0.471
movies	sinema	0.724	0.426	0.472
moving	k ap deplase	0.479	0.673	0.358
movingforward	NO TRANSLATION	0.857	0.518	0.848
movingon	deplase	0.490	0.529	0.435
mow	mow	0.420	0.559	0.393
mower	mower	0.458	0.510	0.368
moxie	Moxie	0.531	0.490	0.366
mozzarella	mozzarella	0.653	0.265	0.340
mri	mri	0.365	0.431	0.349
muchneeded	NO TRANSLATION	0.438	0.602	0.455
mucis	NO TRANSLATION	0.398	0.418	0.420
muck	fimye	0.347	0.423	0.272
mucked	mucked	0.184	0.500	0.373
mucous	mikez	0.330	0.296	0.293
mucus	mikis	0.143	0.309	0.228
mud	labou	0.333	0.260	0.185
muddle	mélanger	0.184	0.710	0.336
muddled	blese	0.250	0.615	0.263
muddy	labou	0.292	0.400	0.283
muff	mof	0.542	0.335	0.314
muffin	mòfin	0.684	0.430	0.306
muffled	muffled	0.479	0.330	0.421
muffler	mouflè	0.357	0.407	0.454
mug	tas	0.542	0.214	0.382
mugger	mugger	0.125	0.850	0.500
mulberry	mulberry	0.469	0.315	0.361
mulch	payèt	0.349	0.361	0.383
mule	milèt	0.320	0.337	0.254
mull	mull	0.663	0.340	0.594
mullet	mullet	0.521	0.356	0.377
multilateral	miltilateral	0.500	0.469	0.705
multimedia	miltimedya	0.611	0.390	0.607
multinational	miltinasyonal	0.656	0.510	0.842
multiple	miltip	0.660	0.510	0.578
multiple sclerosis	Sklewoz miltip	0.188	0.587	0.483
multiplex	miltiplex	0.610	0.590	0.667
multiplication	miltiplikasyon	0.646	0.565	0.762
multiplicity	miltiplikans	0.677	0.490	0.777
multiplied	miltipliye	0.802	0.559	0.729
multiplier	miltiplikatè	0.643	0.615	0.741
multiply	miltipliye	0.802	0.625	0.777
multitude	foul moun	0.562	0.765	0.847
mum	maman	0.802	0.317	0.698
mumble	mumble	0.292	0.444	0.245
mumbo	mumbo	0.429	0.506	0.336
mummy	momi	0.400	0.588	0.415
mumps	malmouton	0.099	0.410	0.311
munch	munch	0.541	0.277	0.434
munchies	munchies	0.562	0.470	0.491
munchkin	munchkin	0.490	0.466	0.374
mundane	mond lan	0.312	0.420	0.480
municipal	minisipal	0.625	0.390	0.758
municipality	minisipalite	0.569	0.280	0.614
mural	mural	0.551	0.265	0.454
murder	touye moun	0.061	0.942	0.615
murderer	ansasen	0.010	0.960	0.650
murderess	touye moun	0.041	0.941	0.462
murderous	touye moun	0.017	0.940	0.682
murky	tris	0.143	0.618	0.370
murmur	bougonnen	0.458	0.520	0.200
muscle	nan misk	0.359	0.490	0.645
muscular	miskilè	0.531	0.434	0.577
muse	mizik	0.760	0.360	0.509
muses	muz	0.714	0.434	0.571
museum	mize	0.792	0.206	0.481
mush	NO TRANSLATION	0.500	0.311	0.125
mushroom	djondjon	0.490	0.274	0.269
mushy	moustik	0.520	0.200	0.182
music	Mizik	0.833	0.563	0.605
musical	mizik	0.908	0.630	0.530
musician	mizisyen	0.816	0.509	0.618
musing	mizik	0.740	0.151	0.465
musk	muzk	0.469	0.454	0.453
musket	musket	0.260	0.654	0.510
musketeer	mouchèt	0.694	0.569	0.705
muskrat	muskrat	0.439	0.510	0.368
muslin	moulin	0.439	0.304	0.352
muss	NO TRANSLATION	0.418	0.438	0.302
must	dwe	0.408	0.382	0.441
mustang	mustang	0.635	0.642	0.708
mustard	moutad	0.500	0.346	0.275
muster	rèd	0.635	0.460	0.548
musty	mou	0.354	0.367	0.267
mutable	mityèl	0.426	0.531	0.491
mutant	mutant	0.337	0.676	0.573
mutate	mutation	0.281	0.548	0.463
mutation	mitasyon	0.365	0.625	0.611
mute	bèbè	0.271	0.200	0.250
muted	muet	0.260	0.167	0.162
mutilate	rache	0.125	0.900	0.465
mutilated	rache	0.041	0.841	0.356
mutilation	mutilasyon	0.122	0.782	0.456
mutiny	choute	0.323	0.890	0.549
mutt	Mutt	0.418	0.408	0.387
mutter	NO TRANSLATION	0.406	0.427	0.228
mutton	mouton	0.427	0.283	0.393
mutual	mityèl	0.729	0.321	0.464
mutually	mityèlman	0.844	0.490	0.582
muzzle	mizo	0.388	0.430	0.232
myfavorite	myfavorite	0.812	0.587	0.615
myopia	myopya	0.245	0.387	0.226
myopic	myopik	0.344	0.396	0.218
myriad	myriad	0.480	0.429	0.550
mysterious	misterye	0.448	0.699	0.455
mystery	mistè	0.417	0.667	0.519
mystic	Mystic	0.643	0.520	0.535
mystical	mistik	0.594	0.443	0.689
mysticism	mistik	0.594	0.598	0.423
mystified	mystified	0.344	0.600	0.509
mystique	mystique	0.668	0.633	0.667
myth	mit	0.458	0.432	0.338
mythic	mitik	0.635	0.528	0.645
mythical	mitik	0.625	0.556	0.583
mythological	mitoloji	0.760	0.573	0.658
mythology	mitoloji	0.684	0.439	0.688
nab	nab	0.469	0.544	0.407
nacho	Nacho	0.667	0.259	0.333
nada	NO TRANSLATION	0.250	0.231	0.136
nadir	nadir	0.479	0.363	0.424
nag	NO TRANSLATION	0.271	0.451	0.472
nail	klou	0.469	0.397	0.282
nail gun	zong zam	0.378	0.806	0.574
naive	nayif	0.406	0.260	0.375
naked	toutouni	0.323	0.885	0.288
nakedness	toutouni	0.480	0.760	0.350
namaste	NO TRANSLATION	0.719	0.255	0.464
name	non	0.573	0.300	0.415
named	yo te rele	0.562	0.396	0.565
nameless	nonmen	0.344	0.280	0.164
namesake	nonmen	0.418	0.327	0.404
naming	nonmen	0.667	0.410	0.559
nana	nana	0.765	0.255	0.375
nanny	jounou	0.615	0.370	0.528
nanometer	nanomètr	0.375	0.356	0.446
nap	ti kabrit	0.660	0.098	0.342
napalm	napalm	0.265	0.580	0.471
nape	nape	0.427	0.268	0.298
napkin	moso twal	0.469	0.142	0.209
napping	telechaje	0.765	0.046	0.306
nappy	move	0.529	0.333	0.207
narcissism	narsisism	0.214	0.639	0.540
narcissist	narcissist	0.173	0.614	0.629
narcissistic	narsisik	0.323	0.708	0.655
narcotic	nakotik	0.102	0.858	0.450
narrate	rakonte	0.541	0.480	0.473
narration	narasyon	0.622	0.408	0.551
narrative	naratif	0.580	0.303	0.443
narrator	konteur	0.673	0.430	0.623
narrow	etwat	0.260	0.368	0.356
narrowing	konble	0.354	0.593	0.357
nasal	nazal	0.479	0.340	0.330
nascent	nozan	0.684	0.373	0.585
nasty	degoutan	0.115	0.620	0.264
natal	natal	0.755	0.462	0.481
nation	nasyon	0.594	0.443	0.821
national	nasyonal	0.698	0.365	0.663
nationality	nasyonalite	0.642	0.400	0.772
nationwide	nan tout peyi	0.684	0.217	0.672
native	natif natal	0.635	0.422	0.710
nativity	nativite	0.750	0.337	0.673
natural	natirèl	0.854	0.118	0.481
natural gas	gaz natirèl	0.635	0.324	0.396
naturalist	naturalist	0.844	0.255	0.562
naturalization	natiralizasyon	0.781	0.279	0.652
naturalized	natiralize	0.760	0.333	0.600
naturally	natirèlman	0.854	0.276	0.549
nature	nati	0.857	0.184	0.643
naught	pa gen anyen	0.344	0.176	0.161
naughty	vakabon	0.451	0.857	0.371
nausea	kè plen	0.104	0.781	0.273
nauseate	nuzere	0.062	0.660	0.176
nauseating	nouri	0.021	0.640	0.250
nauseous	nouri	0.135	0.780	0.284
nautical	naval	0.646	0.250	0.579
nautilus	nautilus	0.396	0.509	0.517
naval	naval	0.542	0.449	0.679
nave	nèf	0.583	0.448	0.585
navel	lonbrik	0.448	0.261	0.276
navigable	navigab	0.749	0.406	0.645
navigate	navige	0.740	0.555	0.675
navigation	Navigasyon	0.841	0.470	0.720
navigational	navigasyonèl	0.573	0.481	0.564
navigator	navigatè	0.583	0.592	0.623
navy	marin	0.531	0.760	0.764
nay	NO TRANSLATION	0.344	0.290	0.325
nearsighted	près	0.271	0.373	0.265
neat	pwòp	0.878	0.235	0.491
neatly	nètman	0.802	0.412	0.588
nebula	nebula	0.510	0.418	0.438
nebulae	nebulae	0.490	0.330	0.472
nebulous	nebuleuz	0.469	0.347	0.417
necessarily	nesesèman	0.667	0.423	0.598
necessary	nesesè	0.750	0.433	0.679
necessitate	nesesite	0.578	0.604	0.516
necessities	nesesite	0.520	0.630	0.463
necessity	nesesite	0.567	0.471	0.588
neck	kou	0.541	0.245	0.345
necklace	kolye	0.760	0.294	0.373
necktie	krache	0.583	0.229	0.314
necromancer	nekromanyen	0.333	0.625	0.536
necrosis	nekrozi	0.115	0.622	0.385
nectar	Nectar	0.746	0.331	0.398
need	bezwen	0.510	0.574	0.200
needalife	NO TRANSLATION	0.490	0.443	0.394
needed	bezwen	0.677	0.342	0.679
needful	bezwen	0.582	0.460	0.614
needit	NO TRANSLATION	0.250	0.472	0.356
needle	zegwi	0.250	0.472	0.360
needlepoint	needlepoint	0.653	0.500	0.556
needles	zegwi	0.250	0.602	0.348
needless	initil	0.327	0.385	0.200
needtoknow	needtoknow	0.427	0.606	0.474
needtorelax	NO TRANSLATION	0.673	0.438	0.274
needy	malere	0.360	0.451	0.245
nefarious	nefarious	0.184	0.720	0.528
negation	negasyon	0.255	0.461	0.297
negative	negatif	0.102	0.527	0.176
negativity	negativite	0.060	0.520	0.273
neglect	neglijans	0.045	0.550	0.163
neglected	neglije	0.271	0.385	0.160
neglecting	neglije	0.177	0.441	0.230
negligee	negligee	0.385	0.520	0.336
negligence	neglijans	0.092	0.570	0.251
negligent	neglijan	0.167	0.583	0.259
negligently	NO TRANSLATION	0.056	0.583	0.266
negligible	neglijab	0.177	0.292	0.232
negotiable	negosyab	0.688	0.585	0.731
negotiate	negosye	0.612	0.708	0.769
negotiation	negosyasyon	0.490	0.615	0.728
negotiator	negosyatè	0.635	0.471	0.817
negro	negro	0.354	0.368	0.461
neigh	neigh	0.378	0.642	0.373
neighbor	frè parèy la	0.657	0.448	0.434
neighborhood	katye	0.385	0.469	0.373
neighboring	vwazen	0.656	0.306	0.481
nemesis	enmi	0.271	0.688	0.647
neon	Neyon	0.594	0.480	0.380
neonatal	neonatal	0.542	0.529	0.357
neophyte	neophyte	0.286	0.363	0.411
neoprene	neoprene	0.316	0.451	0.443
nephew	neve	0.719	0.337	0.412
nepotism	Nepotism	0.349	0.584	0.517
nerd	nèrd	0.408	0.481	0.315
nerdy	nerdy	0.296	0.255	0.292
nerve	nè	0.129	0.698	0.307
nerves	nè	0.333	0.783	0.264
nervous	nève	0.235	0.820	0.213
nervousness	sote	0.163	0.915	0.241
nervouswreck	NO TRANSLATION	0.112	0.867	0.179
nervy	NO TRANSLATION	0.250	0.830	0.241
ness	nès	0.396	0.480	0.392
