English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Turkish Word
intellect	0	0	0	0	0	0	1	0	0	0	akıl
intellectual	0	0	0	0	0	0	1	0	0	0	entelektüel
intelligence	0	0	0	1	1	0	1	0	0	1	istihbarat
intelligent	0	0	0	0	0	0	1	0	0	1	zeki
intelligibility	0	0	0	0	0	0	0	0	0	0	anlaşılırlık
intelligible	0	0	0	0	0	0	0	0	0	0	anlaşılır
intend	0	0	0	0	0	0	0	0	0	1	niyet etmek
intended	0	1	0	0	0	0	1	0	0	0	amaçlanan
intending	0	0	0	0	0	0	0	0	0	0	niyet etmek
intense	1	0	1	1	1	1	1	0	1	1	yoğun
intensely	0	0	0	0	0	0	0	0	0	0	yoğun bir şekilde
intensify	0	0	0	0	0	0	0	0	0	0	yoğunlaştırmak
intensity	0	0	0	0	0	0	0	0	0	0	yoğunluk
intent	0	0	0	0	0	0	0	0	0	0	niyet
intention	0	0	0	0	0	0	0	0	0	0	niyet
intentional	0	0	0	0	0	0	0	0	0	0	kasıtlı
intentionally	0	0	0	0	0	0	0	0	0	0	kasıtlı olarak
inter	0	0	0	0	0	1	0	1	0	0	arası
interaction	0	0	0	0	0	0	0	0	0	0	etkileşim
intercede	0	0	0	1	0	0	0	1	0	0	aracılık etmek
intercept	0	0	0	0	0	0	0	0	0	0	tutmak
interception	0	0	0	0	0	0	0	0	0	0	müdahale
intercession	0	0	0	0	0	0	0	0	0	1	aracılık
interchange	0	0	0	0	0	0	0	0	0	0	değiş tokuş
interchangeable	0	0	0	0	0	0	0	0	0	0	değiştirilebilir
interchanged	0	0	0	0	0	0	0	0	0	0	değiş tokuş
intercom	0	0	0	0	0	0	0	0	0	0	interkom
intercourse	0	0	0	0	0	0	1	0	0	0	ilişki
interdependence	0	0	0	0	0	0	0	0	0	0	Dayanışma
interdependent	0	0	0	0	0	0	0	0	0	0	birbirine bağımlı
interdiction	0	0	0	0	0	1	0	0	0	0	yasak
interest	0	0	0	0	0	0	1	0	0	0	faiz
interested	0	0	1	0	0	0	1	1	0	0	Ilgilenen
interesting	0	0	0	0	0	0	1	0	0	0	ilginç
interference	0	0	0	0	0	1	0	0	0	0	parazit yapmak
interferometer	0	0	0	0	0	0	0	0	0	0	interferometre
interim	0	1	0	0	0	0	0	0	0	0	geçici
interior	0	0	1	0	0	0	1	0	0	1	iç mekan
interlocutory	0	0	0	0	0	0	1	0	0	0	ara
interlude	0	0	0	0	0	0	1	0	0	0	perde arkası
intermediary	0	0	0	0	0	0	0	0	0	0	aracı
intermediate	0	0	0	0	0	0	0	0	0	0	orta düzey
interment	0	0	0	0	0	1	0	1	0	0	defin
interminable	1	1	0	0	0	1	1	0	0	0	bitmez tükenmez
intermission	0	1	0	0	0	0	0	0	0	0	ara
intermittent	0	0	0	0	0	0	0	0	0	0	aralıklı
intern	0	0	0	0	0	0	0	0	0	0	Stajyer
internal	0	0	0	0	0	0	0	0	0	0	dahili
internally	0	0	0	0	0	0	0	0	0	0	içten
international	0	0	0	0	0	0	0	0	0	0	Uluslararası
interpolate	0	0	0	0	0	0	0	0	0	0	enterpolasyon yapmak
interpolation	0	0	0	0	0	0	0	0	0	0	interpolasyon
interpret	0	0	0	0	0	0	0	0	0	0	yorumlamak
interpretation	0	0	0	0	0	0	0	0	0	0	tercüme
interpreter	0	0	0	0	0	0	0	0	0	0	tercüman
interrelated	0	0	0	0	0	0	0	0	0	0	birbiriyle ilişkili
interrogate	0	0	0	1	0	0	0	0	0	0	sorgulamak
interrogation	0	0	0	1	0	0	0	0	0	0	sorgulama
interrupt	1	0	0	0	0	1	0	0	1	0	yarıda kesmek
interrupted	0	0	0	0	0	1	0	1	0	0	kesintiye uğradı
interruption	0	0	0	0	0	0	0	0	0	0	kesinti
intersect	0	0	0	0	0	0	0	0	0	0	kesişmek
intersection	0	0	0	0	0	0	0	0	0	0	kavşak
interstitial	0	0	0	0	0	0	0	0	0	0	geçiş reklamı
interval	0	0	0	0	0	0	0	0	0	0	Aralık
intervening	0	0	0	0	0	0	0	0	0	0	Aradan
intervention	0	0	0	0	0	1	1	1	0	0	araya girmek
interview	0	0	0	0	0	0	0	0	0	0	röportaj yapmak
interviewer	0	0	0	1	0	0	0	0	0	0	görüşmeci
interworking	0	0	0	0	0	0	0	0	0	0	birlikte çalışma
intestate	0	0	0	0	0	1	0	0	0	0	vasiyetsiz
intestinal	0	0	1	0	0	0	0	0	0	0	bağırsak
intestine	0	0	0	0	0	0	0	0	0	0	bağırsak
intestines	0	0	0	0	0	0	0	0	0	0	bağırsaklar
intimacy	0	0	0	0	0	0	0	0	0	0	samimiyet
intimate	0	1	0	0	1	0	1	0	0	1	samimi
intimately	0	1	0	1	1	0	0	0	0	0	yakından
intimation	0	0	0	0	0	0	0	0	0	0	ima
intimidate	0	0	0	1	0	1	0	0	0	0	gözdağı vermek
intimidation	1	0	0	1	0	1	0	0	0	0	gözdağı
intolerable	1	0	0	0	0	1	0	0	0	0	dayanılmaz
intolerance	1	0	1	1	0	1	0	0	0	0	hoşgörüsüzlük
intolerant	1	0	1	1	0	1	0	1	0	0	hoşgörüsüz
intonation	0	0	0	0	0	0	1	0	0	0	tonlama
intoxicated	0	0	1	0	0	1	0	0	0	0	sarhoş
intoxication	0	0	0	0	0	0	0	0	0	0	zehirlenme
intractable	1	0	0	0	0	1	0	0	0	0	inatçı
intramural	0	0	0	0	0	0	0	0	0	0	okul içi
intrepid	0	0	0	0	0	0	1	0	0	0	cesur
intricate	0	0	0	0	0	0	0	0	0	0	karmaşık
intrigue	0	1	0	1	0	1	0	0	1	0	entrika
intriguing	0	0	0	0	0	0	0	0	0	0	ilgi çekici
intrinsic	0	0	0	0	0	0	0	0	0	0	içsel
intrinsically	0	0	0	0	0	0	0	0	0	0	özünde
introduction	0	0	0	0	0	0	0	0	0	0	giriiş
introductory	0	0	0	0	0	0	0	0	0	0	giriş
introspection	0	0	0	0	0	0	0	0	0	0	iç gözlem
introspective	0	0	0	0	0	0	0	0	0	0	içe dönük
intruder	1	0	0	1	0	1	0	0	1	0	davetsiz misafir
intrusion	0	0	0	1	0	1	0	0	0	0	izinsiz giriş
intrusive	1	0	1	1	0	1	0	0	1	0	müdahaleci
intuition	0	0	0	0	0	0	1	0	0	1	sezgi
intuitive	0	0	0	0	0	0	1	0	0	0	sezgisel
intuitively	0	1	0	0	0	0	0	0	0	0	sezgisel olarak
inundation	0	0	0	0	0	0	0	0	0	0	su baskını
invade	1	0	0	1	0	1	0	1	1	0	istila etmek
invader	1	0	0	1	0	1	0	1	0	0	işgalci
invalid	0	0	0	0	0	0	0	1	0	0	geçersiz
invalidate	0	0	0	0	0	1	0	0	0	0	geçersiz kılmak
invalidation	0	0	0	0	0	1	0	0	0	0	geçersiz kılma
invalidity	0	0	0	0	0	1	0	0	0	0	geçersizlik
invaluable	0	0	0	0	0	0	0	0	0	0	paha biçilmez
invariably	0	0	0	0	0	0	1	0	0	0	her zaman
invasion	1	0	0	0	0	1	0	0	0	0	istila
invent	0	0	0	0	0	0	0	0	0	0	icat etmek
invention	0	0	0	0	0	0	0	0	0	0	buluş
inventive	0	0	0	0	0	0	1	0	0	0	yaratıcı
inventor	0	0	0	0	0	0	1	0	0	0	mucit
inventory	0	0	0	0	0	0	0	0	0	0	envanter
inverse	0	0	0	0	0	0	0	0	0	0	ters
inversely	0	0	0	0	0	0	0	0	0	0	ters
inversion	0	0	0	0	0	0	0	0	0	0	ters çevirme
invert	0	0	0	0	0	0	0	0	0	0	ters çevirmek
inverted	0	0	0	0	0	0	0	0	0	0	ters çevrilmiş
investigate	0	0	0	0	0	0	1	0	0	0	incelemek
investigation	0	1	0	0	0	0	0	0	0	0	soruşturma
investigator	0	0	0	0	0	0	0	0	0	0	araştırmacı
investor	0	0	0	0	0	0	0	0	0	0	yatırımcı
invigorate	0	0	0	0	0	0	1	0	0	0	canlandırmak
invincible	0	0	0	0	0	0	0	0	0	0	yenilmez
invisibility	0	0	0	0	0	0	0	0	0	0	görünmezlik
invisible	0	0	0	0	0	0	0	0	0	0	görünmez
invitation	0	1	0	0	0	0	1	0	0	0	davet
invite	0	1	0	0	1	0	1	0	1	1	Davet et
inviting	0	1	0	0	1	0	1	0	1	1	davetkar
invocation	0	1	0	0	0	0	0	0	0	1	çağırma
invoice	0	0	0	0	0	0	0	0	0	0	fatura
invoke	0	1	0	0	0	0	0	0	0	0	çağırmak
involuntary	0	0	0	0	0	1	0	0	0	0	istemsiz
involution	1	0	0	0	0	1	0	0	0	0	involüsyon
involvement	1	0	0	0	0	0	0	0	0	0	katılım
inwards	0	0	0	0	0	0	0	0	0	0	içe
iota	0	0	0	0	0	0	0	0	0	0	zerre
irate	1	0	0	0	0	1	0	0	0	0	kızgın
ire	1	0	0	0	0	1	0	0	0	0	kızgın
iridescent	0	0	0	0	0	0	0	0	0	0	yanardöner
iris	0	0	0	1	0	0	0	0	0	0	iris
iron	0	0	0	0	0	0	1	0	0	1	ütü
ironic	0	0	0	0	0	0	0	0	0	0	ironik
irons	0	0	0	0	0	1	0	0	0	0	ütüler
irony	0	0	0	0	0	0	0	0	0	0	ironi
irradiation	0	0	0	0	0	0	0	0	0	0	ışınlama
irrational	0	0	1	1	0	1	0	0	0	0	mantıksız
irrationality	0	0	0	0	0	1	0	0	0	0	mantıksızlık
irreconcilable	1	0	0	1	0	1	0	1	0	0	uzlaşmaz
irreducible	0	0	0	0	0	0	1	0	0	0	indirgenemez
irrefutable	0	0	0	0	0	0	1	0	0	1	reddedilemez
irregular	0	0	0	0	0	1	0	0	0	0	düzensiz
irregularity	0	0	0	0	0	1	0	0	0	0	düzensizlik
irregularly	0	0	0	0	0	0	0	0	0	0	düzensiz
irrelevant	0	0	0	0	0	1	0	0	0	0	alakasız
irreparable	0	0	0	1	0	1	0	1	0	0	onarılamaz
irrepressible	0	0	0	0	0	0	0	0	0	0	bastırılamaz
irresistible	0	0	0	0	0	0	0	0	0	0	dayanılmaz
irrespective	0	0	0	0	0	0	0	0	0	0	ne olursa olsun
irresponsible	0	0	0	0	0	1	0	0	0	0	sorumsuz
irreverent	0	0	0	0	0	1	0	0	0	0	saygısız
irreversible	0	0	0	0	0	0	0	0	0	0	geri döndürülemez
irrevocable	0	0	0	0	0	1	0	0	0	0	geri alınamaz
irrigate	0	0	0	0	0	0	0	0	0	0	sulamak
irrigation	0	0	0	0	0	0	0	0	0	0	sulama
irritability	1	0	0	0	0	1	0	0	0	0	sinirlilik
irritable	1	0	0	0	0	1	0	0	0	0	asabi
irritating	1	0	1	0	0	1	0	0	0	0	rahatsız edici
irritation	1	0	1	0	0	1	0	1	0	0	tahriş
island	0	0	0	0	0	0	0	0	0	0	ada
isle	0	0	0	0	0	0	0	0	0	0	ada
islet	0	0	0	0	0	0	0	0	0	0	adacık
isolate	0	0	0	0	0	0	0	1	0	0	izole etmek
isolated	0	0	0	1	0	1	0	1	0	0	yalıtılmış
isolation	0	0	0	0	0	1	0	1	0	0	izolasyon
isomorphism	0	0	0	0	0	0	0	0	0	0	izomorfizm
isothermal	0	0	0	0	0	0	0	0	0	0	izotermal
issue	0	0	0	0	0	0	0	0	0	0	sorun
itch	0	0	0	0	0	0	0	0	0	0	kaşıntı
itching	0	0	0	0	0	0	0	0	0	0	kaşıntı
item	0	0	0	0	0	0	0	0	0	0	öğe
itemize	0	0	0	0	0	0	0	0	0	0	maddeleştirmek
items	0	0	0	0	0	0	0	0	0	0	öğeler
iterate	0	0	0	0	0	0	0	0	0	0	yinelemek
iteration	0	0	0	0	0	0	0	0	0	0	yineleme
iterative	0	0	0	0	0	0	0	0	0	0	yinelemeli
itinerant	0	0	0	0	0	0	0	0	0	0	gezgin
itinerary	0	0	0	0	0	0	0	0	0	0	güzergah
ivory	0	0	0	0	0	0	0	0	0	0	fildişi
jab	1	0	0	0	0	0	0	0	0	0	yumruk
jabber	0	0	0	0	0	1	0	0	0	0	jabber
jack	0	0	0	0	0	0	0	0	0	0	kriko
jackass	0	0	0	0	0	0	0	0	0	0	ahmak
jackpot	0	1	0	0	1	0	1	0	1	0	ikramiye
jacks	0	0	0	0	0	0	0	0	0	0	krikolar
jade	0	0	0	0	0	0	0	0	0	0	yeşim taşı
jag	0	0	0	0	0	0	0	0	0	0	pürüz
jagged	0	0	0	0	0	0	0	0	0	0	pürüzlü
jaguar	0	0	0	0	0	0	0	0	0	0	jaguar
jail	0	0	0	1	0	1	0	1	0	0	hapishane
jam	0	0	0	0	0	0	1	0	0	0	reçel
jammed	0	0	0	0	0	0	0	0	0	0	sıkışmış
janitor	0	0	1	0	0	0	0	0	0	0	kapıcı
japan	0	0	0	0	0	0	0	0	0	0	Japonya
jar	0	0	0	0	0	0	0	0	0	0	kavanoz
jargon	0	0	0	0	0	1	0	0	0	0	jargon
jarring	0	0	0	1	0	1	0	1	0	0	sarsıcı
jasper	0	0	0	0	0	0	0	0	0	0	jasper
jaundice	0	0	0	1	0	1	0	0	0	0	sarılık
jaunt	0	0	0	0	0	0	0	0	0	0	gezinti
javelin	0	0	0	0	0	0	0	0	0	0	cirit
jaw	0	0	0	0	0	0	0	0	0	0	çene
jaws	0	0	0	1	0	0	0	0	0	0	çeneler
jay	0	0	0	0	0	0	0	0	0	0	alakarga
jealous	1	0	1	0	0	1	0	0	0	0	kıskanç
jealousy	1	0	1	1	0	1	0	1	0	0	kıskançlık
jeans	0	0	0	0	0	0	0	0	0	0	kot
jeep	0	0	0	0	0	0	0	0	0	0	jip
jelly	0	0	0	0	0	0	0	0	0	0	jöle
jenny	0	0	0	0	0	0	0	0	0	0	Jenny
jeopardize	1	0	0	1	0	1	0	0	0	0	tehlikeye atmak
jeopardy	0	1	0	1	0	1	0	0	0	0	tehlike
jerk	1	0	0	0	0	0	0	0	1	0	sarsmak
jersey	0	0	0	0	0	0	0	0	0	0	Jersey
jest	0	0	0	0	1	0	1	0	1	0	alay
jester	0	0	0	0	0	0	0	0	0	0	soytarı
jet	0	0	0	0	0	0	0	0	0	0	jet
jetty	0	0	0	0	0	0	0	0	0	0	iskele
jewel	0	0	0	0	0	0	0	0	0	0	mücevher
jeweler	0	0	0	0	0	0	0	0	0	0	kuyumcu
jewelry	0	0	0	0	0	0	0	0	0	0	takı
jib	0	0	0	0	0	0	0	0	0	0	pergel
jiffy	0	0	0	0	0	0	0	0	0	0	hemen
jimmy	0	0	0	0	0	0	0	0	0	0	jimmy
jingle	0	0	0	0	0	0	0	0	0	0	jingle
job	0	0	0	0	0	0	1	0	0	0	Görev
jock	0	0	0	0	0	0	0	0	0	0	sporcu
jockey	0	0	0	0	0	0	0	0	0	0	jokey
jog	0	0	0	0	0	0	0	0	0	0	koşu
john	0	0	1	0	0	1	0	0	0	0	John
join	0	0	0	0	0	0	1	0	0	0	katılmak
joined	0	0	0	0	0	0	1	0	0	0	katıldı
joining	0	0	0	0	0	0	0	0	0	0	birleştirme
joint	0	0	0	0	0	0	0	0	0	0	bağlantı
jointly	0	0	0	0	0	0	0	0	0	0	ortaklaşa
joke	0	0	0	0	0	1	0	0	0	0	şaka
joker	0	0	0	0	1	0	1	0	1	0	joker
joking	0	0	0	0	0	0	1	0	0	0	şaka
jolt	0	0	0	0	0	0	0	0	1	0	sarsıntı
jornada	0	0	0	0	0	1	0	0	0	0	Ürdün
jot	0	0	0	0	0	0	0	0	0	0	zerre
journal	0	0	0	0	0	0	0	0	0	0	günlük
journalism	0	0	0	0	0	0	0	0	0	1	gazetecilik
journalist	0	0	0	0	0	0	1	0	0	0	gazeteci
journey	0	1	0	1	1	0	1	0	0	0	seyahat
journeyman	0	0	0	0	0	0	0	0	0	1	kalfa
jovial	0	0	0	0	1	0	1	0	0	0	neşeli
joy	0	0	0	0	1	0	1	0	0	0	neşe
joyful	0	0	0	0	1	0	1	0	0	1	neşe dolu
joyous	0	0	0	0	1	0	1	0	0	0	neşeli
jubilant	0	0	0	0	1	0	1	0	1	1	sevinçli
jubilee	0	0	0	0	1	0	1	0	1	0	jübile
judge	0	0	0	0	0	0	0	0	0	0	hakim
judging	0	0	0	0	0	0	0	0	0	0	yargılamak
judgment	0	0	0	0	0	0	0	0	1	0	yargı
judicial	0	1	0	0	0	0	1	0	0	1	adli
judiciary	0	1	0	0	0	0	0	0	0	1	yargı
judicious	0	0	0	0	0	0	1	0	0	1	mantıklı
jug	0	0	0	0	0	0	0	0	0	0	sürahi
juggle	0	0	0	0	0	0	0	0	0	0	hokkabazlık
juggling	0	0	0	0	0	0	0	0	0	0	hokkabazlık
juice	0	0	0	0	0	0	0	0	0	0	Meyve suyu
juicy	0	0	0	0	0	0	0	0	0	0	sulu
jumble	0	0	0	0	0	1	0	0	0	0	karmakarışık
jumbled	0	0	0	0	0	0	0	0	0	0	karışık
jumbo	0	0	0	0	0	0	0	0	0	0	dev
jump	0	0	0	0	1	0	1	0	0	0	zıplamak
junction	0	0	0	0	0	0	0	0	0	0	Kavşak noktası
juncture	0	0	0	0	0	0	0	0	0	0	kavşak
jungle	0	0	0	1	0	0	0	0	0	0	orman
junior	0	0	0	0	0	0	0	0	0	0	genç
junk	0	0	0	0	0	1	0	0	0	0	Önemsiz
junta	0	0	0	0	0	1	0	0	0	0	cunta
juridical	0	0	0	0	0	0	0	0	0	0	yasal
jurisdiction	0	0	0	0	0	0	0	0	0	0	yargı yetkisi
jurisprudence	0	0	0	0	0	0	0	1	0	0	hukuk
jurist	0	0	0	0	0	0	0	0	0	1	hukukçu
jury	0	0	0	0	0	0	0	0	0	1	jüri
justice	0	0	0	0	0	0	1	0	0	1	adalet
justifiable	0	0	0	0	0	0	1	0	0	1	haklı
justification	0	0	0	0	0	0	1	0	0	0	meşrulaştırma
justify	0	0	0	0	0	0	0	0	0	0	savunmak
jute	0	0	0	0	0	0	0	0	0	0	jüt
juvenile	0	0	0	0	0	1	0	0	0	0	çocuk
juxtaposition	0	0	0	0	0	0	0	0	0	0	yan yana
kaiser	0	0	0	0	0	0	0	0	0	0	kayzer
kaleidoscope	0	0	0	0	0	0	0	0	0	0	kaleydoskop
kangaroo	0	0	0	0	0	0	0	0	0	0	kanguru
kanji	0	0	0	0	0	0	0	0	0	0	kanji
karma	0	0	0	0	0	0	0	0	0	0	karma
kayak	0	0	0	0	0	0	0	0	0	0	kayık
keel	0	0	0	0	0	0	0	0	0	0	omurga
keeper	0	0	0	0	0	0	0	0	0	0	kaleci
keeping	0	0	0	0	0	0	0	0	0	0	tutmak
keepsake	0	0	0	0	0	0	1	0	0	0	hatıra
keg	0	0	0	0	0	0	0	0	0	0	fıçı
ken	0	0	0	0	0	0	1	0	0	0	ken
kennel	0	0	0	0	0	0	0	1	0	0	köpek kulübesi
kern	0	0	0	0	0	1	0	0	0	0	çekirdek
kernel	0	0	0	0	0	0	0	0	0	0	çekirdek
kerosene	0	0	0	1	0	0	0	0	0	0	gazyağı
kettle	0	0	0	0	0	0	0	0	0	0	su ısıtıcısı
key	0	0	0	0	0	0	0	0	0	0	anahtar
keyhole	0	0	0	0	0	0	0	0	0	0	anahtar deliği
keynote	0	0	0	0	0	0	1	0	0	0	açılış konuşması
keystone	0	0	0	0	0	0	1	0	0	0	kilit taşı
khaki	0	0	0	0	0	0	0	0	0	0	haki
khan	0	0	0	1	0	0	0	0	0	1	Kağan
kick	1	0	0	0	0	1	0	0	0	0	tekme atmak
kicking	1	0	0	0	0	0	0	0	0	0	tekmelemek
kid	0	0	0	0	0	0	0	0	0	0	çocuk
kidding	0	0	0	0	0	0	0	0	0	0	şaka yapmak
kidnap	1	0	0	1	0	1	0	1	1	0	kaçırmak
kill	0	0	0	1	0	1	0	1	0	0	öldürmek
killing	1	0	0	1	0	1	0	1	0	0	öldürme
kiln	0	0	0	0	0	0	0	0	0	0	fırın
kilogram	0	0	0	0	0	0	0	0	0	0	kilogram
kilometer	0	0	0	0	0	0	0	0	0	0	kilometre
kilt	0	0	0	0	0	0	0	0	0	0	etek
kimono	0	0	0	0	0	0	0	0	0	0	kimono
kin	0	0	0	0	0	0	0	0	0	0	akraba
kind	0	0	0	0	1	0	1	0	0	1	tür
kindergarten	0	0	0	0	0	0	0	0	0	0	çocuk Yuvası
kindness	0	0	0	0	0	0	1	0	0	0	nezaket
kindred	0	1	0	0	1	0	1	0	0	1	akraba
kinematics	0	0	0	0	0	0	0	0	0	0	kinematik
king	0	0	0	0	0	0	1	0	0	0	kral
kingdom	0	0	0	0	0	0	0	0	0	0	krallık
kink	0	0	0	0	0	0	0	0	0	0	bükülme
kinky	0	0	0	0	0	0	0	0	0	0	sapıkça
kiosk	0	0	0	0	0	0	0	0	0	0	köşk
kirk	0	0	0	0	0	0	0	0	0	0	kirk
kiss	0	1	0	0	1	0	1	0	1	0	öpücük
kit	0	0	0	0	0	0	0	0	0	0	takım
kitchen	0	0	0	0	0	0	0	0	0	0	mutfak
kite	0	0	1	0	0	1	0	0	0	0	uçurtma
kitten	0	0	0	0	1	0	1	0	0	1	kedi yavrusu
knack	0	0	0	0	0	0	1	0	0	0	ustalık
knapsack	0	0	0	0	0	0	0	0	0	0	sırt çantası
knead	0	0	0	0	0	0	0	0	0	0	yoğurmak
knee	0	0	0	0	0	0	0	0	0	0	diz
kneel	0	0	0	0	0	0	0	0	0	0	diz çökmek
kneeling	0	0	0	0	0	0	0	0	0	0	diz çökmüş
knell	0	0	0	1	0	1	0	1	0	0	diz çökmek
knickers	0	0	0	0	0	0	0	0	0	1	kısa pantolon
knife	0	0	0	0	0	0	0	0	0	0	bıçak
knight	0	0	0	0	0	0	1	0	0	0	şövalye
knit	0	0	0	0	0	0	0	0	0	0	örgü örmek
knob	0	0	0	0	0	0	0	0	0	0	topuz
knock	0	0	0	0	0	0	0	0	0	0	vurmak
knoll	0	0	0	0	0	0	0	0	0	0	tepe
knot	0	0	0	0	0	0	0	0	0	0	düğüm
knotted	0	0	0	0	0	1	0	0	0	0	düğümlü
knowing	0	0	0	0	0	0	1	0	0	0	bilmek
knowingly	0	0	0	0	0	0	0	0	0	0	bilerek
knowledge	0	0	0	0	0	0	1	0	0	0	bilgi
knuckle	0	0	0	0	0	0	0	0	0	0	boğum
kos	0	0	0	0	0	0	0	0	0	0	kos
kris	0	0	0	0	0	0	0	0	0	0	kris
kudos	0	0	0	0	1	0	1	0	0	0	şeref
lab	0	0	0	0	0	0	0	0	0	0	laboratuvar
label	0	0	0	0	0	0	0	0	0	1	etiket
labor	0	1	0	0	1	0	1	0	1	1	iş gücü
laboratory	0	0	0	0	0	0	0	0	0	0	laboratuvar
labored	0	0	0	0	0	1	0	1	0	0	emek verilmiş
laborer	0	0	0	0	0	0	0	0	0	0	işçi
laboring	0	0	0	0	0	0	0	0	0	0	emekçi
laborious	0	0	0	0	0	1	0	0	0	0	zahmetli
labyrinth	0	1	0	0	0	1	0	0	0	0	labirent
lac	0	0	0	0	0	0	0	0	0	0	lak
lace	1	0	0	1	0	1	1	1	0	1	dantel
lack	0	0	0	0	0	1	0	0	0	0	eksiklik
lacking	0	0	0	0	0	1	0	0	0	0	eksik
lackluster	0	0	0	0	0	1	0	0	0	0	cansız
lacquer	0	0	0	0	0	0	0	0	0	0	cila
lacrosse	0	0	0	0	0	0	0	0	0	0	lakros
lad	0	0	0	0	0	0	0	0	0	0	delikanlı
ladder	0	0	0	0	0	0	0	0	0	0	merdiven
laden	0	0	0	0	0	1	0	0	0	0	yüklü
lading	0	0	0	0	0	0	0	0	0	0	yükleme
ladle	0	0	0	0	0	0	0	0	0	0	kepçe
lady	0	0	0	0	0	0	0	0	0	0	Hanım
lag	0	0	0	0	0	1	0	0	0	0	gecikme
lagging	1	1	1	0	0	1	0	1	0	0	gecikme
lagoon	0	0	0	0	0	0	0	0	0	0	lagün
lair	0	0	0	0	0	1	0	0	0	0	in
laity	0	0	0	0	0	0	0	0	0	0	meslekten olmayan kimse
lake	0	0	0	0	0	0	0	0	0	0	göl
lama	0	0	0	0	0	0	0	0	0	0	lama
lamb	0	0	0	0	1	0	1	0	0	1	Kuzu
lament	0	0	1	1	0	1	0	1	0	0	ağıt
lamenting	0	0	0	0	0	0	0	1	0	0	ağıt yakmak
lamina	0	0	0	0	0	0	0	0	0	0	tabaka
laminated	0	0	0	0	0	0	0	0	0	0	lamine
lamp	0	0	0	0	0	0	0	0	0	0	Lamba
lance	0	0	0	0	0	0	0	0	0	0	mızrak
lancer	0	0	0	0	0	0	0	0	0	0	mızrakçı
land	0	0	0	0	0	0	1	0	0	0	kara
landed	0	0	0	0	0	0	1	0	0	0	indi
landing	0	0	0	0	0	0	0	0	0	0	iniş
landlocked	0	0	0	0	0	0	0	0	0	0	karayla çevrili
landlord	0	0	0	0	0	0	0	0	0	0	kiraya veren
landmark	0	0	0	0	0	0	0	0	0	1	dönüm noktası
lands	0	0	0	0	0	0	0	0	0	0	topraklar
landscape	0	0	0	0	0	0	0	0	0	0	manzara
landscaping	0	0	0	0	0	0	0	0	0	0	Çevre düzenleme
landslide	0	0	0	1	0	1	0	1	0	0	heyelan
lane	0	0	0	0	0	0	0	0	0	0	Lane
language	0	0	0	0	0	0	0	0	0	0	dil
languid	0	0	0	0	0	1	0	0	0	0	durgun
languish	0	0	0	0	0	1	0	0	0	0	çürümek
languishing	0	0	0	1	0	1	0	1	0	0	baygın
lanky	0	0	0	0	0	0	0	0	0	0	sıska
lantern	0	0	0	0	0	0	0	0	0	0	Fener
lap	0	0	0	0	0	0	0	0	0	0	kucak
lapel	0	0	0	0	0	0	0	0	0	0	yaka
lapse	0	0	0	0	0	1	0	0	0	0	gecikme
lapsed	0	0	0	0	0	0	0	0	0	0	zaman aşımına uğradı
larceny	0	0	1	0	0	1	0	0	0	0	hırsızlık
lard	0	0	0	0	0	0	0	0	0	0	domuz yağı
larder	0	0	0	0	0	0	0	0	0	0	kiler
large	0	0	0	0	0	0	0	0	0	0	büyük
larger	0	0	1	0	0	0	0	0	1	1	daha büyük
largo	0	0	0	0	0	0	0	0	0	0	largo
lark	0	0	0	0	0	0	0	0	0	0	toygar
larva	0	0	0	0	0	0	0	0	0	0	larva
larynx	0	0	0	0	0	0	0	0	0	0	gırtlak
laser	0	0	0	0	0	0	1	0	0	1	lazer
lash	1	0	0	1	0	1	0	0	0	0	kirpik
lass	0	0	0	0	0	0	0	0	0	0	kız
lasso	0	0	0	0	0	0	0	0	0	0	kement
lasting	0	0	0	0	0	0	0	0	0	0	kalıcı
latch	0	0	0	0	0	0	0	0	0	0	mandal
late	0	0	0	0	0	1	0	1	0	0	geç
lateness	0	0	0	0	0	1	0	0	0	0	gecikme
latent	1	1	1	0	0	1	0	0	1	0	gizli
lateral	0	0	0	0	0	0	0	0	0	0	yanal
laterally	0	0	0	0	0	0	0	0	0	0	yanal olarak
latex	0	0	0	0	0	0	0	0	0	0	lateks
lathe	0	0	0	0	0	0	0	0	0	0	torna
lather	0	0	0	0	0	0	0	0	0	0	köpük
latitude	0	0	0	0	0	0	0	0	0	0	enlem
latrines	0	0	1	0	0	1	0	0	0	0	helalar
lattice	0	0	0	0	0	0	0	0	0	0	kafes
laudable	0	0	0	0	0	0	1	0	0	0	övgüye değer
laugh	0	0	0	0	1	0	1	0	1	0	kahkaha
laughable	0	0	1	0	0	1	0	0	0	0	gülünç
laughing	0	0	0	0	1	0	1	0	0	0	gülmek
laughter	0	1	0	0	1	0	1	0	1	0	kahkaha
launch	0	1	0	0	0	0	1	0	0	0	başlatmak
laundry	0	0	0	0	0	0	0	0	0	0	çamaşır
laureate	0	0	0	0	0	0	1	0	0	1	ödüllü
laurel	0	0	0	0	0	0	1	0	0	0	defne
laurels	0	0	0	0	1	0	1	0	0	0	defne
lava	1	0	0	1	0	1	0	0	0	0	lav
lavage	0	0	0	0	0	0	0	0	0	0	lavaj
