English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Welsh Word
micrometer	0	0	0	0	0	0	0	0	0	0	micromedr
micron	0	0	0	0	0	0	0	0	0	0	micron
microphone	0	0	0	0	0	0	0	0	0	0	meicroffon
microscope	0	0	0	0	0	0	0	0	0	1	microsgop
microscopic	0	0	0	0	0	0	0	0	0	0	microsgopig
microscopically	0	0	0	0	0	0	0	0	0	0	yn ficrosgopig
microscopy	0	0	0	0	0	0	1	0	0	0	microsgopeg
mid	0	0	0	0	0	0	0	0	0	0	canol
midday	0	0	0	0	0	0	0	0	0	0	canol dydd
middle	0	0	0	0	0	0	0	0	0	0	canol
middleman	0	0	0	0	0	0	0	0	0	0	canolwr
midland	0	0	0	0	0	0	0	0	0	0	canolbarth
midnight	0	0	0	0	0	0	0	0	0	0	hanner nos
midst	0	0	0	0	0	0	0	0	0	0	ganol
midsummer	0	0	0	0	0	0	0	0	0	0	canol haf
midway	0	0	0	0	0	0	0	0	0	0	hanner ffordd
midwife	0	1	0	0	1	1	1	0	0	1	bydwraig
midwifery	0	0	0	0	0	0	1	0	0	0	bydwreigiaeth
mien	0	0	0	0	0	0	0	0	0	0	mien
mighty	1	0	0	1	1	0	1	0	0	1	nerthol
migrate	0	0	0	0	0	0	0	0	0	0	ymfudo
migration	0	0	0	0	0	0	0	0	0	0	mudo
migratory	0	0	0	0	0	0	0	0	0	0	mudol
mike	0	0	0	0	0	0	0	0	0	0	meic
mildew	0	0	1	0	0	1	0	0	0	0	llwydni
mile	0	0	0	0	0	0	0	0	0	0	milltir
mileage	0	0	0	0	0	0	0	0	0	0	milltiroedd
milestone	0	0	0	0	0	0	0	0	0	0	carreg filltir
militant	0	0	0	0	0	0	0	0	0	0	milwraidd
military	0	0	0	1	0	0	0	0	0	0	milwrol
militia	1	0	0	1	0	1	0	1	0	0	milisia
milk	0	0	0	0	0	0	0	0	0	0	llefrith
milky	0	0	0	0	0	0	0	0	0	0	llaethog
mill	0	1	0	0	0	0	0	0	0	0	melin
millennium	0	0	0	0	0	0	0	0	0	0	mileniwm
milligram	0	0	0	0	0	0	0	0	0	0	miligram
millimeter	0	0	0	0	0	0	0	0	0	0	milimetr
million	0	0	0	0	0	0	0	0	0	0	miliwn
millionaire	0	0	0	0	0	0	0	0	0	0	miliwnydd
mime	0	0	0	0	0	0	1	0	0	0	meim
mimic	0	0	0	0	0	0	0	0	0	0	dynwared
mimicking	0	0	0	0	0	0	0	0	0	0	dynwared
mimicry	0	0	0	0	0	1	0	0	1	0	dynwared
mind	0	0	0	0	0	0	0	0	0	0	meddwl
minded	0	0	0	0	0	0	0	0	0	0	meddwl
mindful	0	0	0	0	0	0	1	0	0	0	ystyriol
mindfulness	0	0	0	0	0	0	1	0	0	0	ymwybyddiaeth ofalgar
mine	0	0	0	0	0	0	0	0	0	0	mwynglawdd
miner	0	0	0	0	0	0	0	0	0	0	glöwr
mineral	0	0	0	0	0	0	0	0	0	0	mwyn
mineralogy	0	0	0	0	0	0	0	0	0	0	mwynyddiaeth
mingle	0	0	0	0	0	0	0	0	0	0	ymgymysgu
mingled	0	0	0	0	0	0	0	0	0	0	cymysglyd
miniature	0	0	0	0	0	0	0	0	0	0	bychan
minibus	0	0	0	0	0	0	0	0	0	0	bws mini
minim	0	0	0	0	0	0	0	0	0	0	minim
minimize	0	0	0	0	0	1	0	0	0	0	lleihau
minimum	0	0	0	0	0	1	0	0	0	0	lleiafswm
minister	0	0	0	0	0	0	0	0	0	0	gweinidog
ministerial	0	0	0	0	0	0	0	0	0	0	gweinidogaethol
ministry	0	0	0	0	1	0	1	0	0	1	gweinidogaeth
minivan	0	0	0	0	0	0	0	0	0	0	minivan
minnow	0	0	0	0	0	0	0	0	0	0	minau
minor	0	0	0	0	0	0	0	0	0	0	mân
minority	0	0	0	0	0	1	0	0	0	0	lleiafrif
minstrel	0	0	0	0	0	0	0	0	0	0	minstrel
mint	0	0	0	0	0	0	0	0	0	0	mintys
minuscule	0	0	0	0	0	0	0	0	0	0	minwswl
minute	0	0	0	0	0	0	0	0	0	0	munud
minutiae	0	0	0	0	0	0	0	0	0	0	minutiae
mir	0	0	0	0	0	0	0	0	0	0	mir
miracle	0	1	0	0	1	0	1	0	1	1	gwyrth
miraculous	0	0	0	0	1	0	1	0	1	0	gwyrthiol
mirage	0	0	0	0	0	0	0	0	0	0	gwyrth
mire	0	0	1	0	0	1	0	0	0	0	cors
mirror	0	0	0	0	0	0	0	0	0	0	drych
mirth	0	0	0	0	1	0	1	0	0	0	gorfoledd
misappropriation	0	0	0	0	0	0	0	0	0	0	camberchnogi
misbehavior	1	0	1	0	0	1	0	0	1	0	camymddwyn
miscarriage	0	0	0	1	0	1	0	1	0	0	camesgoriad
miscellaneous	0	0	0	0	0	0	0	0	0	0	amrywiol
miscellany	0	0	0	0	0	0	0	0	0	0	amryfal
mischief	0	0	0	0	0	1	0	0	0	0	direidi
mischievous	0	0	0	0	0	1	0	0	0	0	direidus
misconception	1	0	1	1	0	1	0	0	0	0	camsyniad
misconduct	0	0	1	0	0	1	0	0	0	0	camymddygiad
misdemeanor	0	0	0	0	0	0	0	0	0	0	camymddygiad
miserable	1	0	1	0	0	1	0	1	0	0	truenus
miserably	0	0	0	0	0	1	0	1	0	0	druenus
misery	1	0	1	1	0	1	0	1	0	0	trallod
misfortune	0	0	0	1	0	1	0	1	0	0	anffawd
misguided	0	0	1	0	0	1	0	0	0	0	cyfeiliornus
mishap	0	0	1	1	0	1	0	1	1	0	anffawd
misinformed	0	0	0	0	0	0	0	0	0	0	camwybodus
misinterpretation	0	0	0	0	0	1	0	0	0	0	camddehongliad
mislead	1	0	0	1	0	1	0	0	0	1	camarwain
misleading	1	0	1	0	0	1	0	0	0	0	camarweiniol
mismanagement	0	0	0	0	0	1	0	0	0	0	camreolaeth
mismatch	0	0	0	0	0	1	0	0	0	0	camgymhariad
mismatched	0	0	0	0	0	0	0	0	0	0	camgymmeriad
misnomer	0	0	0	0	0	1	0	0	0	0	camenw
misplace	1	0	1	0	0	1	0	0	0	0	camle
misplaced	0	0	0	0	0	1	0	0	0	0	cyfeiliornus
misrepresent	0	0	0	0	0	1	0	0	0	0	camliwio
misrepresentation	0	0	0	0	0	1	0	1	0	0	camliwio
misrepresented	1	0	0	0	0	1	0	0	0	0	camliwio
miss	0	0	0	0	0	0	0	0	0	0	colli
missile	0	0	0	1	0	0	0	0	0	0	taflegryn
missing	0	0	0	1	0	1	0	1	0	0	ar goll
mission	0	0	0	0	0	0	0	0	0	0	genhadaeth
missionary	0	0	0	0	0	0	1	0	0	0	cenhadwr
misstatement	1	0	1	0	0	1	0	0	0	0	camddatganiad
mist	0	0	0	0	0	0	0	0	0	0	niwl
mistake	0	0	0	0	0	1	0	1	0	0	camgymeriad
mistaken	0	0	0	1	0	1	0	0	0	0	camgymryd
mister	0	0	0	0	0	0	0	0	0	0	meistr
mistress	1	0	1	0	0	1	0	0	0	0	meistres
mistrust	0	0	1	1	0	1	0	0	0	0	drwgdybiaeth
misty	0	0	0	0	0	0	0	0	0	0	niwlog
misunderstand	0	0	0	0	0	1	0	0	0	0	camddealltwriaeth
misunderstanding	1	0	0	0	0	1	0	1	0	0	camddealltwriaeth
misuse	0	0	0	0	0	1	0	0	0	0	camddefnydd
mite	0	0	1	0	0	1	0	0	0	0	gwiddonyn
miter	0	0	0	0	0	0	0	0	0	0	meitr
mitigation	0	0	0	0	0	0	0	0	0	0	lliniaru
mix	0	0	0	0	0	0	0	0	0	0	cymysgwch
mixed	0	0	0	0	0	0	0	0	0	0	cymysg
mixture	0	0	0	0	0	0	0	0	0	0	cymysgedd
moan	0	0	0	1	0	0	0	1	0	0	cwynfan
moat	0	0	0	0	0	0	0	0	0	1	ffos
mob	1	0	0	1	0	1	0	0	0	0	mob
mobile	0	1	0	0	0	0	0	0	0	0	symudol
mobility	0	0	0	0	0	0	0	0	0	0	symudedd
mobilization	0	0	0	0	0	0	0	0	0	0	cynnulliad
mobilize	0	0	0	0	0	0	0	0	0	0	cynnull
mockery	0	0	1	0	0	1	0	0	0	0	gwatwar
mocking	1	0	1	0	0	1	0	1	0	0	gwatwar
modal	0	0	0	0	0	0	0	0	0	0	moddol
modality	0	0	0	0	0	0	0	0	0	0	moddoldeb
mode	0	0	0	0	0	0	0	0	0	0	modd
model	0	0	0	0	0	0	1	0	0	0	model
modeler	0	0	0	0	0	0	0	0	0	0	modelwr
moderate	0	0	0	0	0	0	1	0	0	0	cymedrol
moderately	0	0	0	0	0	0	0	0	0	0	yn gymedrol
moderating	0	0	0	0	0	0	0	0	0	0	cymedroli
moderation	0	0	0	0	0	0	0	0	0	0	cymedroli
moderator	0	0	0	0	0	0	1	0	0	1	cymedrolwr
modern	0	0	0	0	0	0	0	0	0	0	modern
modernism	0	0	0	0	0	0	0	0	0	0	moderniaeth
modest	0	0	0	0	0	0	1	0	0	1	cymedrol
modesty	0	0	0	0	0	0	1	0	0	0	gwyleidd-dra
modicum	0	0	0	0	0	0	0	0	0	0	modicum
modifiable	0	0	0	0	0	0	0	0	0	0	addasadwy
modification	0	0	0	0	0	0	0	0	0	0	addasu
modified	0	0	0	0	0	0	0	0	0	0	addasedig
modify	0	0	0	0	0	0	0	0	1	0	addasu
modulate	0	0	0	0	0	0	0	0	0	0	modiwleiddio
modulation	0	0	0	0	0	0	0	0	0	0	modiwleiddio
module	0	0	0	0	0	0	0	0	0	0	modiwl
modulus	0	0	0	0	0	0	0	0	0	0	modwlws
mogul	0	0	0	0	0	0	0	0	0	0	mogul
moiety	0	0	0	0	0	0	0	0	0	0	moiety
moist	0	0	0	0	0	0	0	0	0	0	llaith
moisture	0	0	0	0	0	0	0	0	0	0	lleithder
molar	0	0	0	0	0	0	0	0	0	0	molar
molasses	0	0	0	0	0	0	0	0	0	0	triagl
mold	0	0	0	0	0	0	0	0	0	0	llwydni
molded	0	0	0	0	0	0	0	0	0	0	mowldio
molding	0	0	0	0	0	0	0	0	0	0	mowldio
moldy	0	0	0	0	0	0	0	0	0	0	llwydo
molecular	0	0	0	0	0	0	0	0	0	0	moleciwlaidd
molecule	0	0	0	0	0	0	0	0	0	0	moleciwl
molestation	1	0	1	1	0	1	0	1	0	0	molestu
molten	0	0	0	0	0	0	0	0	0	0	tawdd
moment	0	0	0	0	0	0	0	0	0	0	moment
momentary	0	0	0	0	0	0	0	0	0	0	ennyd
momentous	0	0	0	0	0	0	0	0	0	0	pwysig
momentum	0	1	0	0	0	0	1	0	0	0	momentwm
monad	0	0	0	0	0	0	0	0	0	0	monad
monarch	0	0	0	0	0	0	0	0	0	0	brenhin
monarchy	0	0	0	0	0	0	0	0	0	0	brenhiniaeth
monastery	0	0	0	0	0	0	0	0	0	0	mynachlog
monastic	0	0	0	0	0	0	0	0	0	0	mynachaidd
monetary	0	1	0	0	0	0	1	0	0	0	ariannol
money	1	1	0	0	1	0	1	0	1	1	arian
monk	0	0	0	0	0	0	1	0	0	1	mynach
monkey	0	0	0	0	0	0	0	0	0	0	mwnci
monochrome	0	0	1	0	0	1	0	0	0	0	unlliw
monogamy	0	0	0	0	0	0	0	0	0	1	monogami
monogram	0	0	0	0	0	0	0	0	0	0	monogram
monograph	0	0	0	0	0	0	0	0	0	0	monograff
monolayer	0	0	0	0	0	0	0	0	0	0	monolayer
monologue	0	0	0	0	0	0	0	0	0	0	ymson
monopolist	0	0	0	0	0	1	0	0	0	0	monopolist
monopoly	0	0	0	0	0	0	0	0	0	0	monopoli
monotony	0	0	0	0	0	0	0	0	0	0	undonedd
monsoon	0	0	0	0	0	1	0	1	0	0	monsŵn
monster	0	0	0	1	0	1	0	0	0	0	anghenfil
monstrosity	1	0	1	1	0	1	0	0	1	0	gwrthun
monte	0	0	0	0	0	0	0	0	0	0	monte
month	0	0	0	0	0	0	0	0	0	0	mis
monthly	0	0	0	0	0	0	0	0	0	0	yn fisol
monument	0	0	0	0	0	0	1	0	0	0	cofeb
monumental	0	0	0	0	0	0	0	0	0	0	coffadwriaethol
moo	0	0	0	0	0	0	0	0	0	0	moo
moods	0	0	0	0	0	0	0	0	0	0	hwyliau
moody	1	0	0	0	0	1	0	1	0	0	oriog
moon	0	0	0	0	0	0	0	0	0	0	lleuad
moonlight	0	0	0	0	0	0	0	0	0	0	golau lleuad
moored	0	0	0	0	0	0	0	0	0	0	angori
mooring	0	0	0	0	0	0	0	0	0	0	angori
moorings	0	0	0	0	0	0	0	0	0	1	angorfeydd
moorland	0	0	0	0	0	0	0	0	0	0	gweundir
moose	0	0	0	0	0	0	0	0	0	0	elc
moot	0	0	0	0	0	1	0	0	0	0	ymryson
mooted	0	0	0	0	0	0	0	0	0	0	haeru
mop	0	0	0	0	0	0	0	0	0	0	mop
moral	1	0	0	0	0	0	1	0	0	1	moesol
morality	0	0	0	0	0	0	1	0	0	1	moesoldeb
morals	1	1	1	0	1	0	1	0	1	1	moesau
morass	0	0	0	0	0	0	0	0	0	0	moras
moratorium	0	0	0	0	0	0	0	0	0	0	moratoriwm
morbid	0	0	0	0	0	1	0	1	0	0	morbid
morbidity	1	0	1	1	0	1	0	1	0	0	morbidrwydd
morgue	0	0	1	1	0	1	0	1	0	0	morgue
moribund	0	0	0	0	0	1	0	1	0	0	moribund
morn	0	1	0	0	0	0	0	0	0	0	boreu
morning	0	0	0	0	0	0	0	0	0	0	boreu
moron	0	0	0	0	0	1	0	0	0	0	twpsyn
moronic	0	0	0	0	0	1	0	0	0	0	moronig
morphine	0	0	0	0	0	0	0	0	0	0	morffin
morphism	0	0	0	0	0	0	0	0	0	0	morffaeth
morphology	0	0	0	0	0	0	0	0	0	0	morffoleg
morrow	0	1	0	0	0	0	0	0	0	0	fory
morsel	0	0	0	0	0	1	0	0	0	0	tamaid
mortal	0	0	0	0	0	1	0	0	0	0	marwol
mortality	1	0	0	1	0	1	0	1	0	0	marwoldeb
mortar	0	0	0	0	0	0	1	0	0	0	morter
mortgage	0	0	0	1	0	0	0	0	0	0	morgeisi
mortgagee	0	0	0	0	0	0	0	0	0	1	morgeisai
mortgagor	0	0	0	1	0	0	0	0	0	0	morgeisiwr
mortification	0	1	1	1	0	1	0	1	0	0	mortification
mortuary	0	0	0	1	0	1	0	1	0	0	marwdy
mosaic	0	0	0	0	0	0	0	0	0	0	mosaig
mosquito	1	0	1	0	0	1	0	0	0	0	mosgito
moss	0	0	0	0	0	0	0	0	0	0	mwsogl
mossy	0	0	0	0	0	0	0	0	0	0	mwsoglyd
mote	0	0	0	0	0	0	0	0	0	0	brycheuyn
moth	0	0	0	0	0	0	0	0	0	0	gwyfyn
mother	0	1	0	0	1	1	1	1	0	1	mam
motherhood	0	0	0	0	1	0	1	0	0	1	mamolaeth
motion	0	1	0	0	0	0	0	0	0	0	cynnig
motionless	0	0	0	0	0	0	0	0	0	0	ddisymud
motive	0	0	0	0	0	0	1	0	0	0	cymhelliad
motley	0	0	0	0	0	0	0	0	0	0	brith
motor	0	0	0	0	0	0	0	0	0	0	modur
motorbike	0	0	0	0	0	0	0	0	0	0	beic modur
motorcycle	0	0	0	0	0	0	0	0	0	0	beic modur
motte	0	0	0	0	0	0	0	0	0	0	mwnt
mottled	0	0	0	0	0	0	0	0	0	0	brith
motto	0	0	0	0	0	0	0	0	0	0	arwyddair
mould	0	0	0	0	0	0	0	0	0	0	llwydni
mound	0	0	0	0	0	0	0	0	0	0	twmpath
mount	0	0	0	0	0	0	0	0	0	0	mownt
mountain	0	1	0	0	0	0	0	0	0	0	mynydd
mountaineer	0	0	0	0	0	0	0	0	0	0	mynyddwr
mountainous	0	0	0	0	0	0	0	0	0	0	mynyddig
mourn	0	0	0	0	0	1	0	1	0	0	galaru
mournful	1	0	0	1	0	1	0	1	0	0	galarus
mourning	0	0	0	0	0	1	0	1	0	0	galaru
mouse	0	0	0	0	0	0	0	0	0	0	llygoden
moustache	0	0	0	0	0	0	0	0	0	0	mwstas
mouth	0	0	0	0	0	0	0	0	1	0	ceg
mouthful	0	0	1	0	0	0	0	0	0	0	llond ceg
mouthpiece	0	0	0	0	0	0	0	0	0	0	ceg
movable	0	0	0	0	0	0	1	0	0	0	symudol
move	0	0	0	0	0	0	0	0	0	0	symud
movement	0	0	0	0	0	0	0	0	0	0	symudiad
mover	0	0	0	0	0	0	1	0	0	0	symudwr
movie	0	0	0	0	0	0	0	0	0	0	ffilm
moving	0	0	0	0	0	0	0	0	0	0	symud
mow	0	0	0	0	0	0	0	0	0	0	torri gwair
muck	0	0	1	0	0	1	0	0	0	0	tail
mucous	0	0	1	0	0	0	0	0	0	0	mwcaidd
mucus	0	0	1	0	0	0	0	0	0	0	mwcws
mud	0	0	0	0	0	1	0	0	0	0	mwd
muddle	0	0	0	0	0	1	0	0	0	0	mwdwl
muddled	0	0	0	0	0	1	0	0	0	0	ddryslyd
muddy	0	0	1	0	0	1	0	0	0	0	mwdlyd
muff	1	0	1	0	0	1	0	0	0	0	muff
muffled	0	0	0	0	0	0	0	0	0	0	muffled
muffler	0	0	0	0	0	0	0	0	0	0	muffler
mug	1	0	0	1	0	1	1	1	0	0	mwg
mule	1	0	0	0	0	1	0	0	0	1	mul
multilateral	0	0	0	0	0	0	0	0	0	0	amlochrog
multiple	0	0	0	0	0	0	0	0	0	0	lluosog
multiplex	0	0	0	0	0	0	0	0	0	0	amlblecs
multiplication	0	0	0	0	0	0	0	0	0	0	lluosi
multiplicity	0	0	0	0	0	0	0	0	0	0	lluosogrwydd
multiplied	0	0	0	0	0	0	0	0	0	0	lluosi
multiplier	0	0	0	0	0	0	0	0	0	0	lluosydd
multiply	0	0	0	0	0	0	0	0	0	0	lluosi
multitude	0	0	0	0	0	0	0	0	0	0	lliaws
mum	0	0	0	1	0	1	0	0	0	0	mam
mumble	0	0	0	0	0	1	0	0	0	0	mwmial
mummy	0	0	0	0	0	0	0	0	0	0	mami
mumps	0	0	0	0	0	1	0	0	0	0	clwy'r pennau
munch	0	0	0	0	0	0	0	0	0	0	munch
mundane	0	0	0	0	0	0	0	0	0	0	cyffredin
municipal	0	0	0	0	0	0	0	0	0	0	dinesig
municipality	0	0	0	0	0	0	0	0	0	0	bwrdeistref
mural	0	0	0	0	0	0	0	0	0	0	murlun
murder	1	0	1	1	0	1	0	1	1	0	llofruddiaeth
murderer	1	0	1	1	0	1	0	1	0	0	llofrudd
murderous	1	0	1	1	0	1	0	1	1	0	llofruddiol
murky	0	0	1	0	0	1	0	1	0	0	muriog
murmur	0	0	0	0	0	0	0	0	0	0	grwgnach
muscle	0	0	0	0	0	0	0	0	0	0	cyhyr
muscular	0	0	0	0	0	0	1	0	0	0	cyhyr
muse	0	0	0	0	0	0	0	0	0	0	awen
muses	0	0	0	0	0	0	0	0	0	0	awenau
museum	0	0	0	0	0	0	0	0	0	0	amgueddfa
mush	0	0	0	0	0	0	0	0	0	0	mwsh
mushroom	0	0	0	0	0	0	0	0	0	0	madarch
music	0	0	0	0	1	0	1	1	0	0	cerddoriaeth
musical	1	1	0	0	1	0	1	1	1	1	cerddorol
musician	0	0	0	0	0	0	0	0	0	0	cerddor
musing	0	0	0	0	0	0	0	0	0	0	synfyfyrio
musk	0	0	0	0	0	0	0	0	0	0	mwsg
musket	0	0	0	1	0	0	0	0	0	0	mwsged
muslin	0	0	0	0	0	0	0	0	0	0	mwslin
muss	0	0	0	0	0	1	0	0	0	0	mwss
mustang	0	0	0	0	0	0	0	0	0	0	mwstang
mustard	0	0	0	0	0	0	0	0	0	0	mwstard
muster	0	0	0	0	0	0	0	0	0	0	crynhoad
musty	0	0	1	0	0	1	0	0	0	0	mwslyd
mutable	0	1	0	0	0	0	1	0	0	0	treigladwy
mutant	0	0	0	0	0	1	0	0	0	0	mutant
mutation	0	0	0	0	0	0	0	0	0	0	treiglad
mutilated	0	0	1	0	0	1	0	0	0	0	llurgunio
mutilation	1	0	1	1	0	1	0	1	0	0	llurguniad
mutiny	1	0	1	1	0	1	0	0	1	0	gwrthryfel
mutter	1	0	0	0	0	1	0	0	0	0	mwmial
mutton	0	0	0	0	0	0	0	0	0	0	cig dafad
mutual	0	0	0	0	0	0	1	0	0	0	cydfuddiannol
mutually	0	0	0	0	0	0	0	0	0	0	gilydd
muzzle	0	0	0	1	0	1	0	0	0	0	trwyn
myopia	1	0	0	0	0	1	0	1	0	0	myopia
myopic	0	0	0	0	0	0	0	0	0	0	myopig
myriad	0	0	0	0	0	0	0	0	0	0	myrdd
mysterious	0	1	0	1	0	0	0	0	1	0	dirgel
mystery	0	1	0	0	0	0	0	0	1	0	dirgelwch
mystic	0	0	0	0	0	0	0	0	1	0	cyfriniol
mystical	0	0	0	0	0	0	0	0	0	0	cyfriniol
mysticism	0	0	0	0	0	0	0	0	0	0	cyfriniaeth
myth	0	0	0	0	0	0	0	0	0	0	myth
mythic	0	0	0	0	0	0	0	0	0	0	mythig
mythical	0	0	0	0	0	0	0	0	0	0	chwedlonol
mythological	0	0	0	0	0	0	0	0	0	0	mytholegol
mythology	0	0	0	0	0	0	0	0	0	0	mytholeg
nab	0	0	0	0	0	1	0	0	1	0	nab
nadir	0	0	0	0	0	1	0	0	0	0	nadir
nag	1	0	0	0	0	1	0	0	0	0	nag
nail	0	0	0	0	0	0	0	0	0	0	hoelen
naive	0	0	0	0	0	1	0	0	0	0	naïf
naked	0	0	0	0	0	0	0	0	0	0	noeth
named	0	0	0	0	0	0	0	0	0	0	enwir
nameless	0	0	1	0	0	1	0	0	0	0	dienw
namesake	0	0	0	0	0	0	0	0	0	0	o'r un enw
naming	0	0	0	0	0	0	0	0	0	0	enwi
nanny	0	0	0	0	0	0	0	0	0	0	nani
nanometer	0	0	0	0	0	0	0	0	0	0	nanomedr
nap	0	0	0	0	1	0	1	0	0	0	nap
nape	0	0	0	0	0	0	0	0	0	0	nap
napkin	0	0	0	0	0	0	0	1	0	0	napcyn
napping	0	0	0	0	0	0	0	0	0	0	cewyn
nappy	0	0	1	0	0	1	0	0	0	0	cewyn
narcotic	0	0	0	0	0	1	0	0	0	0	narcotig
narrate	0	0	0	0	0	0	0	0	0	0	adroddwch
narration	0	0	0	0	0	0	0	0	0	0	traethiad
narrative	0	0	0	0	0	0	0	0	0	0	naratif
narrator	0	0	0	0	0	0	0	0	0	0	adroddwr
narrow	0	0	0	0	0	0	0	0	0	0	cul
narrowing	0	0	0	0	0	0	0	0	0	0	culhau
nascent	0	1	0	0	0	0	0	0	0	0	eginol
nasty	1	0	1	1	0	1	0	1	0	0	cas
natal	0	0	0	0	0	0	0	0	0	0	geni
nation	0	0	0	0	0	0	0	0	0	1	cenedl
national	0	0	0	0	0	0	0	0	0	0	cenedlaethol
nationality	0	0	0	0	0	0	0	0	0	0	cenedligrwydd
native	0	0	0	0	0	0	0	0	0	0	brodorol
nativity	0	0	0	0	0	0	0	0	0	0	geni
naturalist	0	0	0	0	0	0	1	0	0	0	naturiaethwr
naturalization	0	0	0	0	0	0	0	0	0	0	naturiolaeth
naturalized	0	0	0	0	0	0	0	0	0	0	naturiol
naturally	0	0	0	0	0	0	0	0	0	0	yn naturiol
nature	0	0	0	0	0	0	0	0	0	0	natur
naught	0	0	0	0	0	0	0	0	0	0	dim
naughty	0	0	0	0	0	1	0	0	0	0	drwg
nausea	0	0	1	0	0	1	0	0	0	0	cyfog
nauseous	0	0	1	0	0	1	0	1	0	0	cyfoglyd
nautical	0	0	0	0	0	0	0	0	0	0	morwrol
naval	0	0	0	0	0	0	0	0	0	0	llynges
nave	0	0	0	0	0	0	0	0	0	0	corff
navel	0	0	0	0	0	0	0	0	0	0	bogail
navigable	0	1	0	0	0	0	1	0	0	0	mordwyol
navigate	0	0	0	0	0	0	0	0	0	0	mordwyo
navigation	0	0	0	0	0	0	0	0	0	0	llywio
navigator	0	1	0	0	0	0	0	0	0	1	llywiwr
navy	0	0	0	0	0	0	0	0	0	0	llynges
nay	0	0	0	0	0	1	0	0	0	0	nage
neatly	0	0	0	0	0	0	1	0	0	0	yn daclus
nebula	0	0	0	0	0	0	0	0	0	0	nebula
nebulae	0	0	0	0	0	0	0	0	0	0	nifylau
nebulous	0	0	0	0	0	0	0	0	0	0	niwlog
necessarily	0	0	0	0	0	0	0	0	0	0	o reidrwydd
necessitate	0	0	0	0	0	0	0	0	0	0	angen
necessities	0	0	0	0	0	0	0	0	0	0	angenrheidiau
necessity	0	0	0	0	0	0	0	1	0	0	rheidrwydd
neck	0	0	0	0	0	0	0	0	0	0	gwddf
necklace	0	0	0	0	0	0	0	0	0	0	mwclis
necrosis	0	0	0	0	0	0	0	0	0	0	necrosis
nectar	0	0	0	0	0	0	1	0	0	0	neithdar
needful	0	0	0	0	0	1	0	0	0	0	anghenus
needle	0	0	0	0	0	0	1	0	0	0	nodwydd
needless	0	0	0	0	0	0	0	0	0	0	yn ddiangen
needy	0	0	0	0	0	1	0	0	0	0	anghenus
nefarious	0	0	1	1	0	1	0	1	1	0	ysgeler
negation	1	0	0	0	0	1	0	0	0	0	negyddiaeth
negative	0	0	0	0	0	1	0	1	0	0	negyddol
neglect	0	0	0	0	0	1	0	0	0	0	esgeuluso
neglected	1	0	1	0	0	1	0	1	0	0	hesgeuluso
neglecting	0	0	0	0	0	1	0	0	0	0	esgeuluso
negligence	0	0	0	0	0	1	0	0	0	0	esgeulustod
negligent	0	0	0	0	0	1	0	0	0	0	esgeulus
negligently	0	0	0	0	0	1	0	0	0	0	yn esgeulus
negligible	0	0	0	0	0	0	0	0	0	0	dibwys
negotiate	0	0	0	0	0	0	1	0	0	1	trafod
negotiation	0	0	0	0	0	0	0	0	0	0	trafod
negotiator	0	0	0	0	0	0	1	0	0	0	trafodwr
negro	0	0	0	0	0	1	0	1	0	0	negro
neigh	0	0	0	0	0	0	0	0	0	0	cymydog
neighbor	0	1	0	0	0	0	1	0	0	1	cymydog
neighborhood	0	1	0	0	0	0	0	0	0	0	gymdogaeth
neighboring	0	0	0	0	0	0	0	0	0	0	cyfagos
neonatal	0	0	0	0	0	0	0	0	0	0	newyddenedigol
neophyte	0	0	0	0	0	0	0	0	0	0	neoffyt
neoprene	0	0	0	0	0	0	0	0	0	0	neoprene
nephew	0	0	0	0	0	0	0	0	0	0	nai
nepotism	1	0	1	0	0	1	0	1	0	0	nepotiaeth
nerve	0	0	0	0	0	0	1	0	0	0	nerf
nervous	0	1	0	1	0	1	0	0	0	0	nerfus
nervousness	0	0	0	1	0	0	0	0	0	0	nerfusrwydd
ness	0	0	0	0	0	0	0	0	0	0	ness
nest	0	0	0	0	0	0	0	0	0	1	nyth
nestle	0	0	0	0	0	0	1	0	0	1	nyth
nestling	0	0	0	0	0	0	0	0	0	0	nythu
net	0	0	0	0	0	0	0	0	0	0	rhwyd
nether	1	0	0	1	0	1	0	1	0	0	chwaith
netting	0	0	0	0	0	0	0	0	0	0	rhwydi
nettle	1	0	1	0	0	1	0	0	0	0	danadl
network	0	1	0	0	0	0	0	0	0	0	rhwydwaith
neuralgia	0	0	0	1	0	1	0	1	0	0	niwralgia
neurology	0	0	0	0	0	0	0	0	0	0	niwroleg
neurosis	0	0	0	1	0	1	0	1	0	0	niwrosis
neurotic	0	0	1	1	0	1	0	0	0	0	niwrotig
neuter	0	0	0	0	0	0	0	0	0	0	ysbaddu
neutral	0	1	0	0	0	0	0	0	0	1	niwtral
neutrality	0	0	0	0	0	0	0	0	0	1	niwtraliaeth
neutralize	0	0	0	0	0	0	0	0	0	0	niwtraleiddio
newborn	0	0	0	0	0	0	0	0	0	0	newydd-anedig
newcomer	0	0	0	1	0	0	0	0	1	0	newydd-ddyfodiad
newly	0	0	0	0	0	0	0	0	0	0	newydd
newness	0	0	0	0	0	0	0	0	0	0	newydd-deb
news	0	0	0	0	0	0	0	0	0	0	newyddion
newspaper	0	0	0	0	0	0	0	0	0	0	papur newydd
