English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	French Word
integer	0	0	0	0	0	0	0	0	0	0	entier
integral	0	0	0	0	0	0	0	0	0	0	intégral
integrate	0	0	0	0	0	0	0	0	0	0	intégrer
integration	0	0	0	0	0	0	0	0	0	0	l'intégration
integrity	0	0	0	0	0	0	1	0	0	1	intégrité
intellect	0	0	0	0	0	0	1	0	0	0	intellect
intellectual	0	0	0	0	0	0	1	0	0	0	intellectuel
intelligence	0	0	0	1	1	0	1	0	0	1	intelligence
intelligent	0	0	0	0	0	0	1	0	0	1	intelligente
intelligibility	0	0	0	0	0	0	0	0	0	0	intelligibilité
intelligible	0	0	0	0	0	0	0	0	0	0	intelligible
intend	0	0	0	0	0	0	0	0	0	1	intention
intended	0	1	0	0	0	0	1	0	0	0	prévu
intending	0	0	0	0	0	0	0	0	0	0	avoir l'intention
intense	1	0	1	1	1	1	1	0	1	1	intense
intensely	0	0	0	0	0	0	0	0	0	0	intensément
intensify	0	0	0	0	0	0	0	0	0	0	intensifier
intensity	0	0	0	0	0	0	0	0	0	0	intensité
intent	0	0	0	0	0	0	0	0	0	0	intention
intention	0	0	0	0	0	0	0	0	0	0	intention
intentional	0	0	0	0	0	0	0	0	0	0	intentionnel
intentionally	0	0	0	0	0	0	0	0	0	0	intentionnellement
inter	0	0	0	0	0	1	0	1	0	0	Inter
interaction	0	0	0	0	0	0	0	0	0	0	interaction
intercede	0	0	0	1	0	0	0	1	0	0	intercéder
intercept	0	0	0	0	0	0	0	0	0	0	intercepter
interception	0	0	0	0	0	0	0	0	0	0	interception
intercession	0	0	0	0	0	0	0	0	0	1	intercession
interchange	0	0	0	0	0	0	0	0	0	0	échange
interchangeable	0	0	0	0	0	0	0	0	0	0	interchangeable
interchanged	0	0	0	0	0	0	0	0	0	0	échangé
intercom	0	0	0	0	0	0	0	0	0	0	interphone
intercourse	0	0	0	0	0	0	1	0	0	0	rapports
interdependence	0	0	0	0	0	0	0	0	0	0	interdépendance
interdependent	0	0	0	0	0	0	0	0	0	0	interdépendant
interdiction	0	0	0	0	0	1	0	0	0	0	interdiction
interest	0	0	0	0	0	0	1	0	0	0	intérêt
interested	0	0	1	0	0	0	1	1	0	0	intéressé
interesting	0	0	0	0	0	0	1	0	0	0	intéressant
interference	0	0	0	0	0	1	0	0	0	0	ingérence
interferometer	0	0	0	0	0	0	0	0	0	0	interféromètre
interim	0	1	0	0	0	0	0	0	0	0	intérimaire
interior	0	0	1	0	0	0	1	0	0	1	intérieur
interlocutory	0	0	0	0	0	0	1	0	0	0	interlocutoire
interlude	0	0	0	0	0	0	1	0	0	0	interlude
intermediary	0	0	0	0	0	0	0	0	0	0	intermédiaire
intermediate	0	0	0	0	0	0	0	0	0	0	intermédiaire
interment	0	0	0	0	0	1	0	1	0	0	inhumation
interminable	1	1	0	0	0	1	1	0	0	0	interminable
intermission	0	1	0	0	0	0	0	0	0	0	entracte
intermittent	0	0	0	0	0	0	0	0	0	0	intermittent
intern	0	0	0	0	0	0	0	0	0	0	interne
internal	0	0	0	0	0	0	0	0	0	0	interne
internally	0	0	0	0	0	0	0	0	0	0	intérieurement
international	0	0	0	0	0	0	0	0	0	0	international
interpolate	0	0	0	0	0	0	0	0	0	0	interpoler
interpolation	0	0	0	0	0	0	0	0	0	0	interpolation
interpret	0	0	0	0	0	0	0	0	0	0	interpréter
interpretation	0	0	0	0	0	0	0	0	0	0	interprétation
interpreter	0	0	0	0	0	0	0	0	0	0	interprète
interrelated	0	0	0	0	0	0	0	0	0	0	interdépendant
interrogate	0	0	0	1	0	0	0	0	0	0	interroger
interrogation	0	0	0	1	0	0	0	0	0	0	interrogatoire
interrupt	1	0	0	0	0	1	0	0	1	0	couper la parole
interrupted	0	0	0	0	0	1	0	1	0	0	interrompu
interruption	0	0	0	0	0	0	0	0	0	0	interruption
intersect	0	0	0	0	0	0	0	0	0	0	couper
intersection	0	0	0	0	0	0	0	0	0	0	intersection
interstitial	0	0	0	0	0	0	0	0	0	0	interstitiel
interval	0	0	0	0	0	0	0	0	0	0	intervalle
intervening	0	0	0	0	0	0	0	0	0	0	intervenant
intervention	0	0	0	0	0	1	1	1	0	0	intervention
interview	0	0	0	0	0	0	0	0	0	0	interview
interviewer	0	0	0	1	0	0	0	0	0	0	interviewer
interworking	0	0	0	0	0	0	0	0	0	0	interfonctionnement
intestate	0	0	0	0	0	1	0	0	0	0	intestat
intestinal	0	0	1	0	0	0	0	0	0	0	intestinal
intestine	0	0	0	0	0	0	0	0	0	0	intestin
intestines	0	0	0	0	0	0	0	0	0	0	intestins
intimacy	0	0	0	0	0	0	0	0	0	0	intimité
intimate	0	1	0	0	1	0	1	0	0	1	intime
intimately	0	1	0	1	1	0	0	0	0	0	intimement
intimation	0	0	0	0	0	0	0	0	0	0	dénonciation
intimidate	0	0	0	1	0	1	0	0	0	0	intimider
intimidation	1	0	0	1	0	1	0	0	0	0	intimidation
intolerable	1	0	0	0	0	1	0	0	0	0	intolérable
intolerance	1	0	1	1	0	1	0	0	0	0	intolérance
intolerant	1	0	1	1	0	1	0	1	0	0	intolérant
intonation	0	0	0	0	0	0	1	0	0	0	intonation
intoxicated	0	0	1	0	0	1	0	0	0	0	ivre
intoxication	0	0	0	0	0	0	0	0	0	0	intoxication
intractable	1	0	0	0	0	1	0	0	0	0	intraitable
intramural	0	0	0	0	0	0	0	0	0	0	intra-muros
intrepid	0	0	0	0	0	0	1	0	0	0	intrépide
intricate	0	0	0	0	0	0	0	0	0	0	complexe
intrigue	0	1	0	1	0	1	0	0	1	0	intrigue
intriguing	0	0	0	0	0	0	0	0	0	0	intrigant
intrinsic	0	0	0	0	0	0	0	0	0	0	intrinsèque
intrinsically	0	0	0	0	0	0	0	0	0	0	intrinsèquement
introduction	0	0	0	0	0	0	0	0	0	0	introduction
introductory	0	0	0	0	0	0	0	0	0	0	introduction
introspection	0	0	0	0	0	0	0	0	0	0	introspection
introspective	0	0	0	0	0	0	0	0	0	0	introspectif
intruder	1	0	0	1	0	1	0	0	1	0	intrus
intrusion	0	0	0	1	0	1	0	0	0	0	intrusion
intrusive	1	0	1	1	0	1	0	0	1	0	intrusif
intuition	0	0	0	0	0	0	1	0	0	1	intuition
intuitive	0	0	0	0	0	0	1	0	0	0	intuitif
intuitively	0	1	0	0	0	0	0	0	0	0	intuitivement
inundation	0	0	0	0	0	0	0	0	0	0	inondation
invade	1	0	0	1	0	1	0	1	1	0	envahir
invader	1	0	0	1	0	1	0	1	0	0	envahisseur
invalid	0	0	0	0	0	0	0	1	0	0	non valide
invalidate	0	0	0	0	0	1	0	0	0	0	invalider
invalidation	0	0	0	0	0	1	0	0	0	0	annulation
invalidity	0	0	0	0	0	1	0	0	0	0	invalidité
invaluable	0	0	0	0	0	0	0	0	0	0	inestimable
invariably	0	0	0	0	0	0	1	0	0	0	invariablement
invasion	1	0	0	0	0	1	0	0	0	0	invasion
invent	0	0	0	0	0	0	0	0	0	0	inventer
invention	0	0	0	0	0	0	0	0	0	0	invention
inventive	0	0	0	0	0	0	1	0	0	0	inventif
inventor	0	0	0	0	0	0	1	0	0	0	inventeur
inventory	0	0	0	0	0	0	0	0	0	0	inventaire
inverse	0	0	0	0	0	0	0	0	0	0	inverse
inversely	0	0	0	0	0	0	0	0	0	0	inversement
inversion	0	0	0	0	0	0	0	0	0	0	renversement
invert	0	0	0	0	0	0	0	0	0	0	inverser
inverted	0	0	0	0	0	0	0	0	0	0	inversé
investigate	0	0	0	0	0	0	1	0	0	0	enquêter
investigation	0	1	0	0	0	0	0	0	0	0	enquête
investigator	0	0	0	0	0	0	0	0	0	0	enquêteur
investor	0	0	0	0	0	0	0	0	0	0	investisseur
invigorate	0	0	0	0	0	0	1	0	0	0	revigorer
invincible	0	0	0	0	0	0	0	0	0	0	invincible
invisibility	0	0	0	0	0	0	0	0	0	0	invisibilité
invisible	0	0	0	0	0	0	0	0	0	0	invisible
invitation	0	1	0	0	0	0	1	0	0	0	invitation
invite	0	1	0	0	1	0	1	0	1	1	inviter
inviting	0	1	0	0	1	0	1	0	1	1	attrayant
invocation	0	1	0	0	0	0	0	0	0	1	invocation
invoice	0	0	0	0	0	0	0	0	0	0	facture d'achat
invoke	0	1	0	0	0	0	0	0	0	0	invoquer
involuntary	0	0	0	0	0	1	0	0	0	0	involontaire
involution	1	0	0	0	0	1	0	0	0	0	involution
involvement	1	0	0	0	0	0	0	0	0	0	participation
inwards	0	0	0	0	0	0	0	0	0	0	vers l'intérieur
iota	0	0	0	0	0	0	0	0	0	0	iota
irate	1	0	0	0	0	1	0	0	0	0	furieux
ire	1	0	0	0	0	1	0	0	0	0	colère
iridescent	0	0	0	0	0	0	0	0	0	0	iridescent
iris	0	0	0	1	0	0	0	0	0	0	iris
iron	0	0	0	0	0	0	1	0	0	1	le fer
ironic	0	0	0	0	0	0	0	0	0	0	ironique
irons	0	0	0	0	0	1	0	0	0	0	fers
irony	0	0	0	0	0	0	0	0	0	0	ironie
irradiation	0	0	0	0	0	0	0	0	0	0	irradiation
irrational	0	0	1	1	0	1	0	0	0	0	irrationnel
irrationality	0	0	0	0	0	1	0	0	0	0	irrationalité
irreconcilable	1	0	0	1	0	1	0	1	0	0	irréconciliable
irreducible	0	0	0	0	0	0	1	0	0	0	irréductible
irrefutable	0	0	0	0	0	0	1	0	0	1	irréfutable
irregular	0	0	0	0	0	1	0	0	0	0	irrégulier
irregularity	0	0	0	0	0	1	0	0	0	0	irrégularité
irregularly	0	0	0	0	0	0	0	0	0	0	irrégulièrement
irrelevant	0	0	0	0	0	1	0	0	0	0	hors du sujet
irreparable	0	0	0	1	0	1	0	1	0	0	irréparable
irrepressible	0	0	0	0	0	0	0	0	0	0	irrépressible
irresistible	0	0	0	0	0	0	0	0	0	0	irrésistible
irrespective	0	0	0	0	0	0	0	0	0	0	indépendamment
irresponsible	0	0	0	0	0	1	0	0	0	0	irresponsable
irreverent	0	0	0	0	0	1	0	0	0	0	irrévérencieux
irreversible	0	0	0	0	0	0	0	0	0	0	irréversible
irrevocable	0	0	0	0	0	1	0	0	0	0	irrévocable
irrigate	0	0	0	0	0	0	0	0	0	0	irriguer
irrigation	0	0	0	0	0	0	0	0	0	0	irrigation
irritability	1	0	0	0	0	1	0	0	0	0	irritabilité
irritable	1	0	0	0	0	1	0	0	0	0	irritable
irritating	1	0	1	0	0	1	0	0	0	0	irritant
irritation	1	0	1	0	0	1	0	1	0	0	irritation
island	0	0	0	0	0	0	0	0	0	0	île
isle	0	0	0	0	0	0	0	0	0	0	île
islet	0	0	0	0	0	0	0	0	0	0	îlot
isolate	0	0	0	0	0	0	0	1	0	0	isoler
isolated	0	0	0	1	0	1	0	1	0	0	isolé
isolation	0	0	0	0	0	1	0	1	0	0	isolation
isomorphism	0	0	0	0	0	0	0	0	0	0	isomorphisme
isothermal	0	0	0	0	0	0	0	0	0	0	isotherme
issue	0	0	0	0	0	0	0	0	0	0	publier
itch	0	0	0	0	0	0	0	0	0	0	démanger
itching	0	0	0	0	0	0	0	0	0	0	démangeaison
item	0	0	0	0	0	0	0	0	0	0	Objet
itemize	0	0	0	0	0	0	0	0	0	0	détailler
items	0	0	0	0	0	0	0	0	0	0	éléments
iterate	0	0	0	0	0	0	0	0	0	0	répéter
iteration	0	0	0	0	0	0	0	0	0	0	itération
iterative	0	0	0	0	0	0	0	0	0	0	itératif
itinerant	0	0	0	0	0	0	0	0	0	0	itinérant
itinerary	0	0	0	0	0	0	0	0	0	0	itinéraire
ivory	0	0	0	0	0	0	0	0	0	0	Ivoire
jab	1	0	0	0	0	0	0	0	0	0	coup
jabber	0	0	0	0	0	1	0	0	0	0	jacasser
jack	0	0	0	0	0	0	0	0	0	0	jack
jackass	0	0	0	0	0	0	0	0	0	0	âne
jackpot	0	1	0	0	1	0	1	0	1	0	cagnotte
jacks	0	0	0	0	0	0	0	0	0	0	crics
jade	0	0	0	0	0	0	0	0	0	0	jade
jag	0	0	0	0	0	0	0	0	0	0	pointe
jagged	0	0	0	0	0	0	0	0	0	0	déchiqueté
jaguar	0	0	0	0	0	0	0	0	0	0	jaguar
jail	0	0	0	1	0	1	0	1	0	0	prison
jam	0	0	0	0	0	0	1	0	0	0	Confiture
jammed	0	0	0	0	0	0	0	0	0	0	coincé
janitor	0	0	1	0	0	0	0	0	0	0	concierge
japan	0	0	0	0	0	0	0	0	0	0	Japon
jar	0	0	0	0	0	0	0	0	0	0	pot
jargon	0	0	0	0	0	1	0	0	0	0	jargon
jarring	0	0	0	1	0	1	0	1	0	0	discordant
jasper	0	0	0	0	0	0	0	0	0	0	jaspe
jaundice	0	0	0	1	0	1	0	0	0	0	jaunisse
jaunt	0	0	0	0	0	0	0	0	0	0	balade
javelin	0	0	0	0	0	0	0	0	0	0	javelot
jaw	0	0	0	0	0	0	0	0	0	0	mâchoire
jaws	0	0	0	1	0	0	0	0	0	0	mâchoires
jay	0	0	0	0	0	0	0	0	0	0	geai
jealous	1	0	1	0	0	1	0	0	0	0	jaloux
jealousy	1	0	1	1	0	1	0	1	0	0	jalousie
jeans	0	0	0	0	0	0	0	0	0	0	jeans
jeep	0	0	0	0	0	0	0	0	0	0	jeep
jelly	0	0	0	0	0	0	0	0	0	0	gelée
jenny	0	0	0	0	0	0	0	0	0	0	Jenny
jeopardize	1	0	0	1	0	1	0	0	0	0	compromettre
jeopardy	0	1	0	1	0	1	0	0	0	0	péril
jerk	1	0	0	0	0	0	0	0	1	0	secousse
jersey	0	0	0	0	0	0	0	0	0	0	Jersey
jest	0	0	0	0	1	0	1	0	1	0	plaisanter
jester	0	0	0	0	0	0	0	0	0	0	fou du roi
jet	0	0	0	0	0	0	0	0	0	0	jet
jetty	0	0	0	0	0	0	0	0	0	0	jetée
jewel	0	0	0	0	0	0	0	0	0	0	bijou
jeweler	0	0	0	0	0	0	0	0	0	0	bijoutier
jewelry	0	0	0	0	0	0	0	0	0	0	bijoux
jib	0	0	0	0	0	0	0	0	0	0	foc
jiffy	0	0	0	0	0	0	0	0	0	0	instant
jimmy	0	0	0	0	0	0	0	0	0	0	Jimmy
jingle	0	0	0	0	0	0	0	0	0	0	tinter
job	0	0	0	0	0	0	1	0	0	0	travail
jock	0	0	0	0	0	0	0	0	0	0	sportif
jockey	0	0	0	0	0	0	0	0	0	0	jockey
jog	0	0	0	0	0	0	0	0	0	0	faire du jogging
john	0	0	1	0	0	1	0	0	0	0	Jean
join	0	0	0	0	0	0	1	0	0	0	rejoindre
joined	0	0	0	0	0	0	1	0	0	0	rejoint
joining	0	0	0	0	0	0	0	0	0	0	joindre
joint	0	0	0	0	0	0	0	0	0	0	découper
jointly	0	0	0	0	0	0	0	0	0	0	conjointement
joke	0	0	0	0	0	1	0	0	0	0	plaisanter
joker	0	0	0	0	1	0	1	0	1	0	joker
joking	0	0	0	0	0	0	1	0	0	0	plaisanterie
jolt	0	0	0	0	0	0	0	0	1	0	secousse
jornada	0	0	0	0	0	1	0	0	0	0	journée
jot	0	0	0	0	0	0	0	0	0	0	iota
journal	0	0	0	0	0	0	0	0	0	0	journal
journalism	0	0	0	0	0	0	0	0	0	1	journalisme
journalist	0	0	0	0	0	0	1	0	0	0	journaliste
journey	0	1	0	1	1	0	1	0	0	0	périple
journeyman	0	0	0	0	0	0	0	0	0	1	compagnon
jovial	0	0	0	0	1	0	1	0	0	0	jovial
joy	0	0	0	0	1	0	1	0	0	0	joie
joyful	0	0	0	0	1	0	1	0	0	1	joyeux
joyous	0	0	0	0	1	0	1	0	0	0	joyeux
jubilant	0	0	0	0	1	0	1	0	1	1	radieux
jubilee	0	0	0	0	1	0	1	0	1	0	jubilé
judge	0	0	0	0	0	0	0	0	0	0	juge
judging	0	0	0	0	0	0	0	0	0	0	juger
judgment	0	0	0	0	0	0	0	0	1	0	jugement
judicial	0	1	0	0	0	0	1	0	0	1	judiciaire
judiciary	0	1	0	0	0	0	0	0	0	1	judiciaire
judicious	0	0	0	0	0	0	1	0	0	1	judicieux
jug	0	0	0	0	0	0	0	0	0	0	cruche
juggle	0	0	0	0	0	0	0	0	0	0	Jongler
juggling	0	0	0	0	0	0	0	0	0	0	jonglerie
juice	0	0	0	0	0	0	0	0	0	0	jus
juicy	0	0	0	0	0	0	0	0	0	0	juteux
jumble	0	0	0	0	0	1	0	0	0	0	fouillis
jumbled	0	0	0	0	0	0	0	0	0	0	mélangé
jumbo	0	0	0	0	0	0	0	0	0	0	géant
jump	0	0	0	0	1	0	1	0	0	0	saut
junction	0	0	0	0	0	0	0	0	0	0	jonction
juncture	0	0	0	0	0	0	0	0	0	0	conjoncture
jungle	0	0	0	1	0	0	0	0	0	0	jungle
junior	0	0	0	0	0	0	0	0	0	0	junior
junk	0	0	0	0	0	1	0	0	0	0	déchet
junta	0	0	0	0	0	1	0	0	0	0	junte
juridical	0	0	0	0	0	0	0	0	0	0	juridique
jurisdiction	0	0	0	0	0	0	0	0	0	0	juridiction
jurisprudence	0	0	0	0	0	0	0	1	0	0	jurisprudence
jurist	0	0	0	0	0	0	0	0	0	1	juriste
jury	0	0	0	0	0	0	0	0	0	1	jury
justice	0	0	0	0	0	0	1	0	0	1	Justice
justifiable	0	0	0	0	0	0	1	0	0	1	justifiable
justification	0	0	0	0	0	0	1	0	0	0	justification
justify	0	0	0	0	0	0	0	0	0	0	justifier
jute	0	0	0	0	0	0	0	0	0	0	jute
juvenile	0	0	0	0	0	1	0	0	0	0	juvénile
juxtaposition	0	0	0	0	0	0	0	0	0	0	juxtaposition
kaiser	0	0	0	0	0	0	0	0	0	0	kaiser
kaleidoscope	0	0	0	0	0	0	0	0	0	0	kaléidoscope
kangaroo	0	0	0	0	0	0	0	0	0	0	kangourou
kanji	0	0	0	0	0	0	0	0	0	0	kanji
karma	0	0	0	0	0	0	0	0	0	0	karma
kayak	0	0	0	0	0	0	0	0	0	0	kayak
keel	0	0	0	0	0	0	0	0	0	0	Quille
keeper	0	0	0	0	0	0	0	0	0	0	gardien
keeping	0	0	0	0	0	0	0	0	0	0	en gardant
keepsake	0	0	0	0	0	0	1	0	0	0	souvenir
keg	0	0	0	0	0	0	0	0	0	0	tonnelet
ken	0	0	0	0	0	0	1	0	0	0	ken
kennel	0	0	0	0	0	0	0	1	0	0	chenil
kern	0	0	0	0	0	1	0	0	0	0	noyau
kernel	0	0	0	0	0	0	0	0	0	0	noyau
kerosene	0	0	0	1	0	0	0	0	0	0	kérosène
kettle	0	0	0	0	0	0	0	0	0	0	bouilloire
key	0	0	0	0	0	0	0	0	0	0	clé
keyhole	0	0	0	0	0	0	0	0	0	0	trou de serrure
keynote	0	0	0	0	0	0	1	0	0	0	discours d'ouverture
keystone	0	0	0	0	0	0	1	0	0	0	clé de voûte
khaki	0	0	0	0	0	0	0	0	0	0	kaki
khan	0	0	0	1	0	0	0	0	0	1	khan
kick	1	0	0	0	0	1	0	0	0	0	donner un coup
kicking	1	0	0	0	0	0	0	0	0	0	coups de pied
kid	0	0	0	0	0	0	0	0	0	0	enfant
kidding	0	0	0	0	0	0	0	0	0	0	plaisanter
kidnap	1	0	0	1	0	1	0	1	1	0	kidnapper
kill	0	0	0	1	0	1	0	1	0	0	tuer
killing	1	0	0	1	0	1	0	1	0	0	meurtre
kiln	0	0	0	0	0	0	0	0	0	0	four
kilogram	0	0	0	0	0	0	0	0	0	0	kilogramme
kilometer	0	0	0	0	0	0	0	0	0	0	kilomètre
kilt	0	0	0	0	0	0	0	0	0	0	kilt
kimono	0	0	0	0	0	0	0	0	0	0	kimono
kin	0	0	0	0	0	0	0	0	0	0	proche
kind	0	0	0	0	1	0	1	0	0	1	gentil
kindergarten	0	0	0	0	0	0	0	0	0	0	Jardin d'enfants
kindness	0	0	0	0	0	0	1	0	0	0	la gentillesse
kindred	0	1	0	0	1	0	1	0	0	1	parenté
kinematics	0	0	0	0	0	0	0	0	0	0	cinématique
king	0	0	0	0	0	0	1	0	0	0	Roi
kingdom	0	0	0	0	0	0	0	0	0	0	Royaume
kink	0	0	0	0	0	0	0	0	0	0	entortiller
kinky	0	0	0	0	0	0	0	0	0	0	coquin
kiosk	0	0	0	0	0	0	0	0	0	0	kiosque
kirk	0	0	0	0	0	0	0	0	0	0	église
kiss	0	1	0	0	1	0	1	0	1	0	embrasser
kit	0	0	0	0	0	0	0	0	0	0	trousse
kitchen	0	0	0	0	0	0	0	0	0	0	cuisine
kite	0	0	1	0	0	1	0	0	0	0	cerf-volant
kitten	0	0	0	0	1	0	1	0	0	1	chaton
knack	0	0	0	0	0	0	1	0	0	0	truc
knapsack	0	0	0	0	0	0	0	0	0	0	sac à dos
knead	0	0	0	0	0	0	0	0	0	0	pétrir
knee	0	0	0	0	0	0	0	0	0	0	genou
kneel	0	0	0	0	0	0	0	0	0	0	s'agenouiller
kneeling	0	0	0	0	0	0	0	0	0	0	a genou
knell	0	0	0	1	0	1	0	1	0	0	glas
knickers	0	0	0	0	0	0	0	0	0	1	culotte
knife	0	0	0	0	0	0	0	0	0	0	couteau
knight	0	0	0	0	0	0	1	0	0	0	Chevalier
knit	0	0	0	0	0	0	0	0	0	0	tricoter
knob	0	0	0	0	0	0	0	0	0	0	bouton
knock	0	0	0	0	0	0	0	0	0	0	frappe
knoll	0	0	0	0	0	0	0	0	0	0	monticule
knot	0	0	0	0	0	0	0	0	0	0	nouer
knotted	0	0	0	0	0	1	0	0	0	0	noué
knowing	0	0	0	0	0	0	1	0	0	0	connaissance
knowingly	0	0	0	0	0	0	0	0	0	0	sciemment
knowledge	0	0	0	0	0	0	1	0	0	0	connaissances
knuckle	0	0	0	0	0	0	0	0	0	0	articulation
kos	0	0	0	0	0	0	0	0	0	0	cos
kris	0	0	0	0	0	0	0	0	0	0	Kris
kudos	0	0	0	0	1	0	1	0	0	0	gloire
lab	0	0	0	0	0	0	0	0	0	0	laboratoire
label	0	0	0	0	0	0	0	0	0	1	étiquette
labor	0	1	0	0	1	0	1	0	1	1	travail
laboratory	0	0	0	0	0	0	0	0	0	0	laboratoire
labored	0	0	0	0	0	1	0	1	0	0	laborieux
laborer	0	0	0	0	0	0	0	0	0	0	ouvrier
laboring	0	0	0	0	0	0	0	0	0	0	travaillant
laborious	0	0	0	0	0	1	0	0	0	0	laborieux
labyrinth	0	1	0	0	0	1	0	0	0	0	labyrinthe
lac	0	0	0	0	0	0	0	0	0	0	lac
lace	1	0	0	1	0	1	1	1	0	1	dentelle
lack	0	0	0	0	0	1	0	0	0	0	manque
lacking	0	0	0	0	0	1	0	0	0	0	manquant
lackluster	0	0	0	0	0	1	0	0	0	0	terne
lacquer	0	0	0	0	0	0	0	0	0	0	laque
lacrosse	0	0	0	0	0	0	0	0	0	0	lacrosse
lad	0	0	0	0	0	0	0	0	0	0	garçon
ladder	0	0	0	0	0	0	0	0	0	0	échelle
laden	0	0	0	0	0	1	0	0	0	0	chargé
lading	0	0	0	0	0	0	0	0	0	0	chargement
ladle	0	0	0	0	0	0	0	0	0	0	louche
lady	0	0	0	0	0	0	0	0	0	0	la demoiselle
lag	0	0	0	0	0	1	0	0	0	0	décalage
lagging	1	1	1	0	0	1	0	1	0	0	en retard
lagoon	0	0	0	0	0	0	0	0	0	0	lagune
lair	0	0	0	0	0	1	0	0	0	0	repaire
laity	0	0	0	0	0	0	0	0	0	0	laïcs
lake	0	0	0	0	0	0	0	0	0	0	Lac
lama	0	0	0	0	0	0	0	0	0	0	lama
lamb	0	0	0	0	1	0	1	0	0	1	agneau
lament	0	0	1	1	0	1	0	1	0	0	complainte
lamenting	0	0	0	0	0	0	0	1	0	0	se lamenter
lamina	0	0	0	0	0	0	0	0	0	0	lame
laminated	0	0	0	0	0	0	0	0	0	0	feuilleté
lamp	0	0	0	0	0	0	0	0	0	0	lampe
lance	0	0	0	0	0	0	0	0	0	0	lance
lancer	0	0	0	0	0	0	0	0	0	0	lancier
land	0	0	0	0	0	0	1	0	0	0	terrain
landed	0	0	0	0	0	0	1	0	0	0	a atterri
landing	0	0	0	0	0	0	0	0	0	0	un atterrissage
landlocked	0	0	0	0	0	0	0	0	0	0	enclavé
landlord	0	0	0	0	0	0	0	0	0	0	propriétaire
landmark	0	0	0	0	0	0	0	0	0	1	repère
lands	0	0	0	0	0	0	0	0	0	0	terres
landscape	0	0	0	0	0	0	0	0	0	0	paysage
landscaping	0	0	0	0	0	0	0	0	0	0	aménagement paysager
landslide	0	0	0	1	0	1	0	1	0	0	glissement de terrain
lane	0	0	0	0	0	0	0	0	0	0	voie
language	0	0	0	0	0	0	0	0	0	0	Langue
languid	0	0	0	0	0	1	0	0	0	0	languissant
languish	0	0	0	0	0	1	0	0	0	0	languir
languishing	0	0	0	1	0	1	0	1	0	0	languissant
lanky	0	0	0	0	0	0	0	0	0	0	dégingandé
lantern	0	0	0	0	0	0	0	0	0	0	lanterne
lap	0	0	0	0	0	0	0	0	0	0	tour
lapel	0	0	0	0	0	0	0	0	0	0	revers
lapse	0	0	0	0	0	1	0	0	0	0	laps
lapsed	0	0	0	0	0	0	0	0	0	0	expiré
larceny	0	0	1	0	0	1	0	0	0	0	vol
lard	0	0	0	0	0	0	0	0	0	0	saindoux
larder	0	0	0	0	0	0	0	0	0	0	cellier
large	0	0	0	0	0	0	0	0	0	0	grand
larger	0	0	1	0	0	0	0	0	1	1	plus grande
largo	0	0	0	0	0	0	0	0	0	0	largo
lark	0	0	0	0	0	0	0	0	0	0	alouette
larva	0	0	0	0	0	0	0	0	0	0	larve
larynx	0	0	0	0	0	0	0	0	0	0	larynx
laser	0	0	0	0	0	0	1	0	0	1	laser
lash	1	0	0	1	0	1	0	0	0	0	fouetter
lass	0	0	0	0	0	0	0	0	0	0	fille
lasso	0	0	0	0	0	0	0	0	0	0	lasso
lasting	0	0	0	0	0	0	0	0	0	0	durable
latch	0	0	0	0	0	0	0	0	0	0	loquet
late	0	0	0	0	0	1	0	1	0	0	en retard
lateness	0	0	0	0	0	1	0	0	0	0	retard
latent	1	1	1	0	0	1	0	0	1	0	latent
lateral	0	0	0	0	0	0	0	0	0	0	latéral
laterally	0	0	0	0	0	0	0	0	0	0	latéralement
latex	0	0	0	0	0	0	0	0	0	0	latex
lathe	0	0	0	0	0	0	0	0	0	0	tour
lather	0	0	0	0	0	0	0	0	0	0	mousse
latitude	0	0	0	0	0	0	0	0	0	0	latitude
latrines	0	0	1	0	0	1	0	0	0	0	latrines
lattice	0	0	0	0	0	0	0	0	0	0	treillis
laudable	0	0	0	0	0	0	1	0	0	0	louable
laugh	0	0	0	0	1	0	1	0	1	0	rire
laughable	0	0	1	0	0	1	0	0	0	0	ridicule
laughing	0	0	0	0	1	0	1	0	0	0	riant
laughter	0	1	0	0	1	0	1	0	1	0	rire
launch	0	1	0	0	0	0	1	0	0	0	lancement
laundry	0	0	0	0	0	0	0	0	0	0	lessive
laureate	0	0	0	0	0	0	1	0	0	1	lauréat
laurel	0	0	0	0	0	0	1	0	0	0	laurier
laurels	0	0	0	0	1	0	1	0	0	0	lauriers
lava	1	0	0	1	0	1	0	0	0	0	lave
lavage	0	0	0	0	0	0	0	0	0	0	lavage
lavatory	0	0	1	0	0	0	0	0	0	0	toilettes
lavender	0	0	0	0	0	0	0	0	0	0	lavande
lavish	0	0	0	0	0	0	1	0	0	0	somptueux
law	0	0	0	0	0	0	0	0	0	1	droit
lawful	0	0	0	0	0	0	1	0	0	1	légitime
lawlessness	1	0	0	1	0	1	0	0	0	0	iniquité
lawn	0	0	0	0	0	0	0	0	0	0	pelouse
lawsuit	1	0	1	1	0	1	0	1	1	0	procès
lawyer	1	0	1	1	0	1	0	0	0	0	avocat
lax	0	0	0	0	0	1	0	1	0	0	relâché
laxative	0	0	1	1	0	1	0	0	0	0	laxatif
lay	0	0	0	0	0	0	0	0	0	0	allonger
