English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Marathi Word
jeopardy	0	1	0	1	0	1	0	0	0	0	धोका
jerk	1	0	0	0	0	0	0	0	1	0	धक्का
jersey	0	0	0	0	0	0	0	0	0	0	जर्सी
jest	0	0	0	0	1	0	1	0	1	0	थट्टा
jester	0	0	0	0	0	0	0	0	0	0	विनोद
jet	0	0	0	0	0	0	0	0	0	0	जेट
jetty	0	0	0	0	0	0	0	0	0	0	जेट्टी
jewel	0	0	0	0	0	0	0	0	0	0	दागिना
jeweler	0	0	0	0	0	0	0	0	0	0	ज्वेलर
jewelry	0	0	0	0	0	0	0	0	0	0	दागिने
jib	0	0	0	0	0	0	0	0	0	0	जिब
jiffy	0	0	0	0	0	0	0	0	0	0	क्षणार्धात
jimmy	0	0	0	0	0	0	0	0	0	0	जिमी
jingle	0	0	0	0	0	0	0	0	0	0	जिंगल
job	0	0	0	0	0	0	1	0	0	0	नोकरी
jock	0	0	0	0	0	0	0	0	0	0	जॉक
jockey	0	0	0	0	0	0	0	0	0	0	जॉकी
jog	0	0	0	0	0	0	0	0	0	0	धावणे
john	0	0	1	0	0	1	0	0	0	0	जॉन
join	0	0	0	0	0	0	1	0	0	0	सामील होणे
joined	0	0	0	0	0	0	1	0	0	0	सामील झाले
joining	0	0	0	0	0	0	0	0	0	0	सामील होणे
joint	0	0	0	0	0	0	0	0	0	0	संयुक्त
jointly	0	0	0	0	0	0	0	0	0	0	संयुक्तपणे
joke	0	0	0	0	0	1	0	0	0	0	विनोद
joker	0	0	0	0	1	0	1	0	1	0	जोकर
joking	0	0	0	0	0	0	1	0	0	0	विनोद
jolt	0	0	0	0	0	0	0	0	1	0	धक्का
jornada	0	0	0	0	0	1	0	0	0	0	jornada
jot	0	0	0	0	0	0	0	0	0	0	जट
journal	0	0	0	0	0	0	0	0	0	0	जर्नल
journalism	0	0	0	0	0	0	0	0	0	1	पत्रकारिता
journalist	0	0	0	0	0	0	1	0	0	0	पत्रकार
journey	0	1	0	1	1	0	1	0	0	0	प्रवास
journeyman	0	0	0	0	0	0	0	0	0	1	प्रवासी
jovial	0	0	0	0	1	0	1	0	0	0	आनंदी
joy	0	0	0	0	1	0	1	0	0	0	आनंद
joyful	0	0	0	0	1	0	1	0	0	1	आनंदी
joyous	0	0	0	0	1	0	1	0	0	0	आनंदी
jubilant	0	0	0	0	1	0	1	0	1	1	आनंदी
jubilee	0	0	0	0	1	0	1	0	1	0	जयंती
judge	0	0	0	0	0	0	0	0	0	0	न्यायाधीश
judging	0	0	0	0	0	0	0	0	0	0	न्याय
judgment	0	0	0	0	0	0	0	0	1	0	निर्णय
judicial	0	1	0	0	0	0	1	0	0	1	न्यायिक
judiciary	0	1	0	0	0	0	0	0	0	1	न्यायव्यवस्था
judicious	0	0	0	0	0	0	1	0	0	1	न्याय्य
jug	0	0	0	0	0	0	0	0	0	0	जग
juggle	0	0	0	0	0	0	0	0	0	0	हातमिळवणी
juggling	0	0	0	0	0	0	0	0	0	0	जुगलबंदी
juice	0	0	0	0	0	0	0	0	0	0	रस
juicy	0	0	0	0	0	0	0	0	0	0	रसाळ
jumble	0	0	0	0	0	1	0	0	0	0	गोंधळ
jumbled	0	0	0	0	0	0	0	0	0	0	गोंधळ
jumbo	0	0	0	0	0	0	0	0	0	0	जंबो
jump	0	0	0	0	1	0	1	0	0	0	उडी
junction	0	0	0	0	0	0	0	0	0	0	जंक्शन
juncture	0	0	0	0	0	0	0	0	0	0	जंक्चर
jungle	0	0	0	1	0	0	0	0	0	0	जंगल
junior	0	0	0	0	0	0	0	0	0	0	कनिष्ठ
junk	0	0	0	0	0	1	0	0	0	0	जंक
junta	0	0	0	0	0	1	0	0	0	0	जंटा
juridical	0	0	0	0	0	0	0	0	0	0	न्यायिक
jurisdiction	0	0	0	0	0	0	0	0	0	0	अधिकार क्षेत्र
jurisprudence	0	0	0	0	0	0	0	1	0	0	न्यायशास्त्र
jurist	0	0	0	0	0	0	0	0	0	1	कायदेतज्ज्ञ
jury	0	0	0	0	0	0	0	0	0	1	जूरी
justice	0	0	0	0	0	0	1	0	0	1	न्याय
justifiable	0	0	0	0	0	0	1	0	0	1	न्याय्य
justification	0	0	0	0	0	0	1	0	0	0	औचित्य
justify	0	0	0	0	0	0	0	0	0	0	समर्थन करणे
jute	0	0	0	0	0	0	0	0	0	0	ज्यूट
juvenile	0	0	0	0	0	1	0	0	0	0	अल्पवयीन
juxtaposition	0	0	0	0	0	0	0	0	0	0	संयोग
kaiser	0	0	0	0	0	0	0	0	0	0	कैसर
kaleidoscope	0	0	0	0	0	0	0	0	0	0	कॅलिडोस्कोप
kangaroo	0	0	0	0	0	0	0	0	0	0	कांगारू
kanji	0	0	0	0	0	0	0	0	0	0	कांजी
karma	0	0	0	0	0	0	0	0	0	0	कर्म
kayak	0	0	0	0	0	0	0	0	0	0	कयाक
keel	0	0	0	0	0	0	0	0	0	0	उलटणे
keeper	0	0	0	0	0	0	0	0	0	0	रक्षक
keeping	0	0	0	0	0	0	0	0	0	0	ठेवणे
keepsake	0	0	0	0	0	0	1	0	0	0	आठवणी
keg	0	0	0	0	0	0	0	0	0	0	पिपा
ken	0	0	0	0	0	0	1	0	0	0	केन
kennel	0	0	0	0	0	0	0	1	0	0	कुत्र्यासाठी घर
kern	0	0	0	0	0	1	0	0	0	0	कर्ण
kernel	0	0	0	0	0	0	0	0	0	0	कर्नल
kerosene	0	0	0	1	0	0	0	0	0	0	रॉकेल
kettle	0	0	0	0	0	0	0	0	0	0	किटली
key	0	0	0	0	0	0	0	0	0	0	की
keyhole	0	0	0	0	0	0	0	0	0	0	कीहोल
keynote	0	0	0	0	0	0	1	0	0	0	मुख्य सूचना
keystone	0	0	0	0	0	0	1	0	0	0	कीस्टोन
khaki	0	0	0	0	0	0	0	0	0	0	खाकी
khan	0	0	0	1	0	0	0	0	0	1	खान
kick	1	0	0	0	0	1	0	0	0	0	लाथ मारणे
kicking	1	0	0	0	0	0	0	0	0	0	लाथ मारणे
kid	0	0	0	0	0	0	0	0	0	0	लहान मूल
kidding	0	0	0	0	0	0	0	0	0	0	मस्करी
kidnap	1	0	0	1	0	1	0	1	1	0	अपहरण
kill	0	0	0	1	0	1	0	1	0	0	मारणे
killing	1	0	0	1	0	1	0	1	0	0	हत्या
kiln	0	0	0	0	0	0	0	0	0	0	भट्टी
kilogram	0	0	0	0	0	0	0	0	0	0	किलोग्रॅम
kilometer	0	0	0	0	0	0	0	0	0	0	किलोमीटर
kilt	0	0	0	0	0	0	0	0	0	0	किल्ट
kimono	0	0	0	0	0	0	0	0	0	0	किमोनो
kin	0	0	0	0	0	0	0	0	0	0	नातेवाईक
kind	0	0	0	0	1	0	1	0	0	1	दयाळू
kindergarten	0	0	0	0	0	0	0	0	0	0	बालवाडी
kindness	0	0	0	0	0	0	1	0	0	0	दया
kindred	0	1	0	0	1	0	1	0	0	1	नातेवाईक
kinematics	0	0	0	0	0	0	0	0	0	0	किनेमॅटिक्स
king	0	0	0	0	0	0	1	0	0	0	राजा
kingdom	0	0	0	0	0	0	0	0	0	0	राज्य
kink	0	0	0	0	0	0	0	0	0	0	किंक
kinky	0	0	0	0	0	0	0	0	0	0	किंकी
kiosk	0	0	0	0	0	0	0	0	0	0	किओस्क
kirk	0	0	0	0	0	0	0	0	0	0	किर्क
kiss	0	1	0	0	1	0	1	0	1	0	चुंबन
kit	0	0	0	0	0	0	0	0	0	0	किट
kitchen	0	0	0	0	0	0	0	0	0	0	स्वयंपाकघर
kite	0	0	1	0	0	1	0	0	0	0	पतंग
kitten	0	0	0	0	1	0	1	0	0	1	मांजरीचे पिल्लू
knack	0	0	0	0	0	0	1	0	0	0	कौशल्य
knapsack	0	0	0	0	0	0	0	0	0	0	नॅपसॅक
knead	0	0	0	0	0	0	0	0	0	0	मालीश करणे
knee	0	0	0	0	0	0	0	0	0	0	गुडघा
kneel	0	0	0	0	0	0	0	0	0	0	गुडघे टेकणे
kneeling	0	0	0	0	0	0	0	0	0	0	गुडघे टेकणे
knell	0	0	0	1	0	1	0	1	0	0	गुडघे टेकणे
knickers	0	0	0	0	0	0	0	0	0	1	निकर
knife	0	0	0	0	0	0	0	0	0	0	चाकू
knight	0	0	0	0	0	0	1	0	0	0	शूरवीर
knit	0	0	0	0	0	0	0	0	0	0	विणणे
knob	0	0	0	0	0	0	0	0	0	0	गाठ
knock	0	0	0	0	0	0	0	0	0	0	ठोका
knoll	0	0	0	0	0	0	0	0	0	0	नॉल
knot	0	0	0	0	0	0	0	0	0	0	गाठ
knotted	0	0	0	0	0	1	0	0	0	0	knotted
knowing	0	0	0	0	0	0	1	0	0	0	जाणून घेणे
knowingly	0	0	0	0	0	0	0	0	0	0	जाणूनबुजून
knowledge	0	0	0	0	0	0	1	0	0	0	ज्ञान
knuckle	0	0	0	0	0	0	0	0	0	0	पोर
kos	0	0	0	0	0	0	0	0	0	0	कोस
kris	0	0	0	0	0	0	0	0	0	0	क्रिस
kudos	0	0	0	0	1	0	1	0	0	0	प्रशंसा
lab	0	0	0	0	0	0	0	0	0	0	प्रयोगशाळा
label	0	0	0	0	0	0	0	0	0	1	लेबल
labor	0	1	0	0	1	0	1	0	1	1	श्रम
laboratory	0	0	0	0	0	0	0	0	0	0	प्रयोगशाळा
labored	0	0	0	0	0	1	0	1	0	0	परिश्रम घेतले
laborer	0	0	0	0	0	0	0	0	0	0	मजूर
laboring	0	0	0	0	0	0	0	0	0	0	कष्टकरी
laborious	0	0	0	0	0	1	0	0	0	0	कष्टकरी
labyrinth	0	1	0	0	0	1	0	0	0	0	चक्रव्यूह
lac	0	0	0	0	0	0	0	0	0	0	लाख
lace	1	0	0	1	0	1	1	1	0	1	नाडी
lack	0	0	0	0	0	1	0	0	0	0	अभाव
lacking	0	0	0	0	0	1	0	0	0	0	उणीव
lackluster	0	0	0	0	0	1	0	0	0	0	उदासीन
lacquer	0	0	0	0	0	0	0	0	0	0	लाख
lacrosse	0	0	0	0	0	0	0	0	0	0	लॅक्रॉस
lad	0	0	0	0	0	0	0	0	0	0	मुलगा
ladder	0	0	0	0	0	0	0	0	0	0	शिडी
laden	0	0	0	0	0	1	0	0	0	0	लादेन
lading	0	0	0	0	0	0	0	0	0	0	लँडिंग
ladle	0	0	0	0	0	0	0	0	0	0	करडू
lady	0	0	0	0	0	0	0	0	0	0	बाई
lag	0	0	0	0	0	1	0	0	0	0	अंतर
lagging	1	1	1	0	0	1	0	1	0	0	मागे पडणे
lagoon	0	0	0	0	0	0	0	0	0	0	सरोवर
lair	0	0	0	0	0	1	0	0	0	0	मांडी
laity	0	0	0	0	0	0	0	0	0	0	सामान्य
lake	0	0	0	0	0	0	0	0	0	0	लेक
lama	0	0	0	0	0	0	0	0	0	0	लामा
lamb	0	0	0	0	1	0	1	0	0	1	कोकरू
lament	0	0	1	1	0	1	0	1	0	0	शोक
lamenting	0	0	0	0	0	0	0	1	0	0	विलाप
lamina	0	0	0	0	0	0	0	0	0	0	लॅमिना
laminated	0	0	0	0	0	0	0	0	0	0	लॅमिनेटेड
lamp	0	0	0	0	0	0	0	0	0	0	दिवा
lance	0	0	0	0	0	0	0	0	0	0	लान्स
lancer	0	0	0	0	0	0	0	0	0	0	लान्सर
land	0	0	0	0	0	0	1	0	0	0	जमीन
landed	0	0	0	0	0	0	1	0	0	0	उतरले
landing	0	0	0	0	0	0	0	0	0	0	लँडिंग
landlocked	0	0	0	0	0	0	0	0	0	0	जमीनबंद
landlord	0	0	0	0	0	0	0	0	0	0	जमीनदार
landmark	0	0	0	0	0	0	0	0	0	1	महत्त्वाची खूण
lands	0	0	0	0	0	0	0	0	0	0	जमीन
landscape	0	0	0	0	0	0	0	0	0	0	लँडस्केप
landscaping	0	0	0	0	0	0	0	0	0	0	लँडस्केपिंग
landslide	0	0	0	1	0	1	0	1	0	0	भूस्खलन
lane	0	0	0	0	0	0	0	0	0	0	लेन
language	0	0	0	0	0	0	0	0	0	0	इंग्रजी
languid	0	0	0	0	0	1	0	0	0	0	सुस्त
languish	0	0	0	0	0	1	0	0	0	0	सुस्त
languishing	0	0	0	1	0	1	0	1	0	0	सुस्त
lanky	0	0	0	0	0	0	0	0	0	0	दुबळे
lantern	0	0	0	0	0	0	0	0	0	0	कंदील
lap	0	0	0	0	0	0	0	0	0	0	लॅप
lapel	0	0	0	0	0	0	0	0	0	0	लॅपल
lapse	0	0	0	0	0	1	0	0	0	0	चूक
lapsed	0	0	0	0	0	0	0	0	0	0	लॅप्स
larceny	0	0	1	0	0	1	0	0	0	0	चोरी
lard	0	0	0	0	0	0	0	0	0	0	स्वयंपाकात वापरण्याची डुकराची चरबी
larder	0	0	0	0	0	0	0	0	0	0	लार्डर
large	0	0	0	0	0	0	0	0	0	0	मोठे
larger	0	0	1	0	0	0	0	0	1	1	मोठे
largo	0	0	0	0	0	0	0	0	0	0	लार्गो
lark	0	0	0	0	0	0	0	0	0	0	लार्क
larva	0	0	0	0	0	0	0	0	0	0	अळ्या
larynx	0	0	0	0	0	0	0	0	0	0	स्वरयंत्रात असलेली कंठातील पोकळी
laser	0	0	0	0	0	0	1	0	0	1	लेसर
lash	1	0	0	1	0	1	0	0	0	0	फटके
lass	0	0	0	0	0	0	0	0	0	0	मुलगी
lasso	0	0	0	0	0	0	0	0	0	0	लासो
lasting	0	0	0	0	0	0	0	0	0	0	चिरस्थायी
latch	0	0	0	0	0	0	0	0	0	0	कुंडी
late	0	0	0	0	0	1	0	1	0	0	उशीरा
lateness	0	0	0	0	0	1	0	0	0	0	विलंब
latent	1	1	1	0	0	1	0	0	1	0	अव्यक्त
lateral	0	0	0	0	0	0	0	0	0	0	बाजूकडील
laterally	0	0	0	0	0	0	0	0	0	0	बाजूने
latex	0	0	0	0	0	0	0	0	0	0	लेटेक्स
lathe	0	0	0	0	0	0	0	0	0	0	लेथ
lather	0	0	0	0	0	0	0	0	0	0	साबण
latitude	0	0	0	0	0	0	0	0	0	0	अक्षांश
latrines	0	0	1	0	0	1	0	0	0	0	शौचालय
lattice	0	0	0	0	0	0	0	0	0	0	जाळी
laudable	0	0	0	0	0	0	1	0	0	0	प्रशंसनीय
laugh	0	0	0	0	1	0	1	0	1	0	हसणे
laughable	0	0	1	0	0	1	0	0	0	0	हास्यास्पद
laughing	0	0	0	0	1	0	1	0	0	0	हसणे
laughter	0	1	0	0	1	0	1	0	1	0	हशा
launch	0	1	0	0	0	0	1	0	0	0	प्रक्षेपण
laundry	0	0	0	0	0	0	0	0	0	0	कपडे धुऊन मिळण्याचे ठिकाण
laureate	0	0	0	0	0	0	1	0	0	1	विजेते
laurel	0	0	0	0	0	0	1	0	0	0	लॉरेल
laurels	0	0	0	0	1	0	1	0	0	0	गौरव
lava	1	0	0	1	0	1	0	0	0	0	लावा
lavage	0	0	0	0	0	0	0	0	0	0	लॅव्हेज
lavatory	0	0	1	0	0	0	0	0	0	0	शौचालय
lavender	0	0	0	0	0	0	0	0	0	0	लॅव्हेंडर
lavish	0	0	0	0	0	0	1	0	0	0	भव्य
law	0	0	0	0	0	0	0	0	0	1	कायदा
lawful	0	0	0	0	0	0	1	0	0	1	कायदेशीर
lawlessness	1	0	0	1	0	1	0	0	0	0	अधर्म
lawn	0	0	0	0	0	0	0	0	0	0	लॉन
lawsuit	1	0	1	1	0	1	0	1	1	0	खटला
lawyer	1	0	1	1	0	1	0	0	0	0	वकील
lax	0	0	0	0	0	1	0	1	0	0	शिथिल
laxative	0	0	1	1	0	1	0	0	0	0	रेचक
lay	0	0	0	0	0	0	0	0	0	0	घालणे
layer	0	0	0	0	0	0	0	0	0	0	थर
layered	0	0	0	0	0	0	0	0	0	0	स्तरित
layman	0	0	0	0	0	0	0	0	0	0	सामान्य माणूस
lazy	0	0	0	0	0	1	0	0	0	0	आळशी
lea	0	0	0	0	0	0	0	0	0	0	lea
lead	0	0	0	0	0	0	1	0	0	0	आघाडी
leader	0	0	0	0	0	0	1	0	0	1	नेता
leading	0	0	0	0	0	0	0	0	0	1	अग्रगण्य
leads	0	0	0	0	0	0	0	0	0	0	लीड्स
leaf	0	0	0	0	0	0	0	0	0	0	पान
leaflet	0	0	0	0	0	0	0	0	0	0	पत्रक
leafy	0	0	0	0	0	0	0	0	0	0	पानेदार
league	0	0	0	0	0	0	1	0	0	0	लीग
leak	0	0	0	0	0	1	0	0	0	0	गळती
leakage	0	0	0	0	0	1	0	0	0	0	गळती
leaky	0	0	0	0	0	1	0	0	0	0	गळती
lean	0	0	0	0	0	0	0	0	0	0	दुबळा
leaned	0	0	0	0	0	0	0	0	0	0	झुकलेला
leaning	0	0	0	0	0	0	0	0	0	1	ओढा
leap	0	0	0	0	0	0	0	0	0	0	झेप
learn	0	0	0	0	0	0	1	0	0	0	शिका
learned	0	0	0	0	0	0	0	0	0	0	शिकलो
learner	0	0	0	0	0	0	0	0	0	0	शिकणारा
learning	0	0	0	0	0	0	1	0	0	0	शिकणे
lease	0	0	0	0	0	0	0	0	0	0	भाडेपट्टी
leash	0	0	0	0	0	0	0	0	0	0	पट्टा
leather	0	0	0	0	0	0	0	0	0	0	चामडे
leathery	0	0	0	0	0	0	0	0	0	0	चामड्याचे
leave	0	0	0	0	0	1	0	1	1	0	सोडा
lecture	0	0	0	0	0	0	0	0	0	0	व्याख्यान
lecturer	0	0	0	0	0	0	1	0	0	0	व्याख्याता
ledge	0	0	0	0	0	0	0	0	0	0	काठ
ledger	0	0	0	0	0	0	0	0	0	0	खातेवही
lee	0	0	0	0	0	0	0	0	0	0	ली
leech	0	0	0	0	0	1	0	0	0	0	जळू
leeches	0	0	1	1	0	1	0	0	0	0	लीचेस
leer	0	0	1	0	0	1	0	0	0	0	लीर
leery	0	0	0	0	0	0	0	0	1	0	लज्जास्पद
lees	0	0	0	0	0	0	0	0	0	0	लीस
leeway	0	0	0	0	0	0	1	0	0	0	सुटका
left	0	0	0	0	0	0	0	0	0	0	बाकी
leg	0	0	0	0	0	0	0	0	0	0	पाय
legacy	0	0	0	0	0	0	0	0	0	0	वारसा
legal	0	0	0	0	0	0	1	0	0	1	कायदेशीर
legality	0	0	0	0	0	0	0	0	0	0	कायदेशीरपणा
legalize	0	0	0	0	0	0	0	0	0	0	कायदेशीर करणे
legalized	1	0	0	1	1	0	1	0	0	1	कायदेशीर
legally	0	0	0	0	0	0	0	0	0	0	कायदेशीररित्या
legend	0	0	0	0	0	0	0	0	0	0	आख्यायिका
legendary	0	0	0	0	0	0	1	0	0	0	पौराणिक
legibility	0	0	0	0	0	0	1	0	0	0	सुवाच्यता
legible	0	0	0	0	0	0	1	0	0	0	सुवाच्य
legion	0	0	0	0	0	0	0	0	0	0	सैन्य
legislate	0	0	0	0	0	0	0	0	0	0	कायदा
legislation	0	0	0	0	0	0	0	0	0	0	कायदा
legislative	0	0	0	0	0	0	0	0	0	0	विधान
legislator	0	0	0	0	0	0	0	0	0	1	आमदार
legislature	0	0	0	0	0	0	0	0	0	1	कायदेमंडळ
legitimacy	0	0	0	0	0	0	0	0	0	1	कायदेशीरपणा
legs	0	0	0	0	0	0	0	0	0	0	पाय
legume	0	0	0	0	0	0	0	0	0	0	शेंगा
leisure	0	1	0	0	1	0	1	0	1	1	विश्रांती
leisurely	0	0	0	0	0	0	1	0	0	0	आरामात
lemma	0	0	0	0	0	0	1	0	0	0	लेमा
lemon	0	0	1	0	0	1	0	0	0	0	लिंबू
lend	0	0	0	0	0	0	0	0	0	0	कर्ज देणे
lender	0	0	0	0	0	0	0	0	0	1	सावकार
lending	0	0	0	0	0	0	0	0	0	0	कर्ज देणे
length	0	0	0	0	0	0	0	0	0	0	लांबी
lengthen	0	0	0	0	0	0	0	0	0	0	लांब करणे
lengthened	0	0	0	0	0	0	0	0	0	0	लांब केले
lengthening	0	0	0	0	0	0	0	0	0	0	लांब करणे
lengthwise	0	0	0	0	0	0	0	0	0	0	लांबीच्या दिशेने
lengthy	0	0	0	0	0	0	0	0	0	0	लांब
leniency	0	0	0	0	0	0	0	0	0	0	नम्रता
lenient	0	0	0	0	0	0	1	0	0	0	नम्र
lens	0	0	0	0	0	0	0	0	0	0	लेन्स
leopard	0	0	0	0	0	0	0	0	0	0	बिबट्या
leprosy	0	0	1	1	0	1	0	1	0	0	कुष्ठरोग
lessee	0	0	0	0	0	0	0	0	0	0	पट्टेदार
lessen	0	1	0	0	0	1	0	0	0	0	कमी करणे
lessening	0	0	0	0	0	0	0	0	0	0	कमी करणे
lesser	0	0	1	0	0	1	0	0	0	0	कमी
lesson	0	1	0	0	0	0	1	0	0	1	धडा
lessor	0	0	0	0	0	0	0	0	0	0	पट्टेदार
lethal	0	0	1	1	0	1	0	1	0	0	प्राणघातक
lethargic	0	0	0	0	0	0	0	0	0	0	सुस्त
lethargy	0	0	0	0	0	1	0	1	0	0	आळस
letter	0	1	0	0	0	0	0	0	0	0	पत्र
lettered	0	1	0	0	0	0	1	0	0	1	पत्र दिले
letters	0	0	0	0	0	0	0	0	0	0	अक्षरे
lettuce	0	0	0	0	0	0	0	0	0	0	कोशिंबिरीसाठी वापरण्यात येणारा एक पाला व त्याचे झाड
leukemia	1	0	0	1	0	1	0	1	0	0	रक्ताचा कर्करोग
levee	0	0	0	0	0	0	0	0	0	1	लेव्ही
level	0	0	0	0	0	0	1	0	0	1	पातळी
lever	0	0	0	0	0	0	0	0	0	0	तरफ
leverage	0	0	0	0	0	0	1	0	0	0	फायदा
levy	0	0	0	0	0	1	0	0	0	0	आकारणी
lewd	0	0	1	0	0	1	0	0	0	0	अश्लील
lexicon	0	0	0	0	0	0	0	0	0	0	शब्दकोश
ley	0	0	0	0	0	0	0	0	0	0	ley
liabilities	0	0	0	0	0	0	0	0	0	0	दायित्वे
liability	0	0	0	0	0	0	0	0	0	0	दायित्व
liaison	0	0	0	0	0	1	0	0	0	0	संपर्क
liar	0	0	1	0	0	1	0	0	0	0	लबाड
libel	1	0	0	1	0	1	0	0	0	1	मानहानी
libelous	0	0	0	0	0	0	0	0	0	0	निंदनीय
liberal	0	0	0	0	0	1	1	0	0	0	उदारमतवादी
liberalism	0	0	0	0	0	0	0	0	0	0	उदारमतवाद
liberate	1	1	0	0	1	0	1	0	1	1	मुक्त करणे
liberation	0	1	0	0	1	0	1	0	1	0	मुक्ती
liberty	0	1	0	0	1	0	1	0	1	1	स्वातंत्र्य
libido	0	0	0	0	0	0	0	0	0	0	कामवासना
librarian	0	0	0	0	0	0	0	0	0	0	ग्रंथपाल
library	0	0	0	0	0	0	1	0	0	0	लायब्ररी
libretto	0	0	0	0	0	0	0	0	0	0	लिब्रेटो
license	0	0	0	0	0	0	0	0	0	0	परवाना
lichen	0	0	0	0	0	0	0	0	0	0	लाइकन
lick	0	0	1	0	0	1	0	0	0	0	चाटणे
lid	0	0	0	0	0	0	0	0	0	0	झाकण
lie	1	0	1	0	0	1	0	1	0	0	खोटे बोलणे
liege	0	0	0	0	0	0	0	0	0	0	लीज
lien	0	0	0	0	0	0	0	0	0	0	धारणाधिकार
lieu	0	0	0	0	0	0	0	0	0	0	ऐवजी
lieutenant	0	0	0	0	0	0	0	0	0	1	लेफ्टनंट
life	0	0	0	0	0	0	0	0	0	0	जीवन
lifeblood	0	0	0	0	0	0	1	0	0	0	जीवन रक्त
lifeboat	0	0	0	0	0	0	0	0	0	0	लाइफबोट
lifeless	0	0	0	1	0	1	0	1	0	0	निर्जीव
lifelike	0	0	0	0	0	0	0	0	0	0	सजीव
lifelong	0	0	0	0	0	0	0	0	0	0	आयुष्यभर
lifetime	0	0	0	0	0	0	0	0	0	0	आयुष्यभर
lift	0	0	0	0	0	0	0	0	0	0	लिफ्ट
ligament	0	0	0	0	0	0	0	0	0	0	अस्थिबंधन
ligation	0	0	0	0	0	0	0	0	0	0	बंधन
light	0	0	0	0	0	0	0	0	0	0	प्रकाश
lighten	0	0	0	0	0	0	0	0	0	0	हलके करणे
lighthouse	0	0	0	0	0	0	1	0	0	0	दीपगृह
lightness	0	0	0	0	0	0	0	0	0	0	हलकेपणा
lightning	1	0	0	1	0	0	0	0	1	0	वीज
likelihood	0	0	0	0	0	0	0	0	0	0	शक्यता
likeness	0	0	0	0	0	0	0	0	0	0	समानता
likewise	0	0	0	0	0	0	0	0	0	0	त्याचप्रमाणे
liking	0	0	0	0	1	0	1	0	0	1	आवड
lilac	0	0	0	0	0	0	0	0	0	0	लिलाक
lily	0	0	0	0	0	0	0	0	0	0	लिली
limb	0	0	0	0	0	0	0	0	0	0	अंग
limbo	0	0	0	0	0	0	0	0	0	0	लिंबू
limit	0	0	0	0	0	0	0	0	0	0	मर्यादा
limitation	0	0	0	0	0	0	0	0	0	0	मर्यादा
limited	1	0	0	0	0	1	0	1	0	0	मर्यादित
limitless	0	0	0	0	0	0	0	0	0	0	अमर्याद
limousine	0	0	0	0	0	0	0	0	0	0	लिमोझिन
limp	0	0	0	0	0	1	0	0	0	0	लंगडा
lin	0	0	0	0	0	0	0	0	0	0	लिन
line	0	0	0	0	0	0	0	0	0	0	ओळ
lineage	0	0	0	0	0	0	0	0	0	0	वंश
lineal	0	0	0	0	0	0	0	0	0	0	रेखीय
linear	0	0	0	0	0	0	0	0	0	0	रेखीय
lined	0	0	0	0	0	0	0	0	0	0	अस्तर
linen	0	0	0	0	0	0	0	0	0	0	तागाचे कापड
liner	0	0	0	0	0	0	0	0	0	0	लाइनर
lines	0	0	0	1	0	0	0	0	0	0	ओळी
linger	0	1	0	0	0	0	0	0	0	0	रेंगाळणे
lingo	0	0	0	0	0	0	0	0	0	0	लिंगो
lingual	0	0	0	0	0	0	0	0	0	0	भाषिक
linguist	0	0	0	0	0	0	1	0	0	1	भाषाशास्त्रज्ञ
linguistic	0	0	0	0	0	0	0	0	0	0	भाषिक
linguistics	0	0	0	0	0	0	0	0	0	0	भाषाशास्त्र
lining	0	0	0	0	0	0	0	0	0	0	अस्तर
link	0	0	0	0	0	0	0	0	0	0	दुवा
linoleum	0	0	0	0	0	0	0	0	0	0	लिनोलियम
lint	0	0	0	0	0	1	0	0	0	0	लिंट
lion	0	0	0	1	0	0	1	0	0	0	सिंह
lip	0	0	0	0	0	0	0	0	0	0	ओठ
lipstick	0	0	0	0	0	0	0	0	0	0	लिपस्टिक
liquefaction	0	0	0	0	0	0	0	0	0	0	द्रवीकरण
liquefied	0	0	0	0	0	0	0	0	0	0	द्रवरूप
liqueur	0	0	0	0	0	0	0	0	0	0	मद्य
liquid	0	0	0	0	0	0	0	0	0	0	द्रव
liquidate	0	0	0	0	0	0	0	0	0	0	लिक्विडेट करणे
liquidation	0	0	0	0	0	0	0	0	0	0	लिक्विडेशन
liquidator	0	0	0	0	0	0	0	0	0	0	लिक्विडेटर
liquidity	0	0	0	0	0	0	0	0	0	0	तरलता
liquor	1	0	0	0	1	1	0	1	0	0	दारू
lisp	0	0	0	0	0	0	0	0	0	0	lisp
list	0	0	0	0	0	0	0	0	0	0	यादी
listen	0	0	0	0	0	0	0	0	0	0	ऐका
listener	0	0	0	0	0	0	0	0	0	0	ऐकणारा
listing	0	0	0	0	0	0	0	0	0	0	सूची
listless	0	0	0	0	0	1	0	1	0	0	सूचीहीन
litany	0	0	0	0	0	0	0	0	0	0	लिटानी
literally	0	0	0	0	0	0	0	0	0	0	अक्षरशः
literary	0	0	0	0	0	0	0	0	0	0	साहित्य
literature	0	0	0	0	0	0	0	0	0	0	साहित्य
lithe	0	0	0	0	0	0	1	0	0	0	लिथ
lithograph	0	0	0	0	0	0	0	0	0	0	लिथोग्राफ
lithography	0	0	0	0	0	0	0	0	0	0	लिथोग्राफी
lithology	0	0	0	0	0	0	0	0	0	0	लिथोलॉजी
lithosphere	0	0	0	0	0	0	0	0	0	0	लिथोस्फियर
litigant	0	0	0	0	0	1	0	0	0	0	वादक
