English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Sindhi Word
lustrous	0	0	0	0	0	0	1	0	0	0	چمڪندڙ
lusty	0	0	1	0	0	0	0	0	0	0	لالچ
lute	0	0	0	0	0	0	0	0	0	0	lute
luxuriant	0	0	0	0	0	0	1	0	0	0	آسائش وارو
luxurious	0	0	0	0	1	0	1	0	0	0	آسائش وارو
luxury	0	0	0	0	1	0	1	0	0	0	آسائش
lying	1	0	1	0	0	1	0	0	0	0	ڪوڙ ڳالهائڻ
lymph	0	0	0	0	0	0	0	0	0	0	لمف
lymphatic	0	0	0	0	0	0	0	0	0	0	لففيڪ
lynch	1	0	1	1	0	1	0	1	0	0	لنچ
lynx	0	0	0	0	0	0	0	0	0	0	لنڪس
lyre	0	0	0	0	1	0	1	0	0	0	لير
lyric	0	0	0	0	0	0	0	0	0	0	غزل
lyrical	0	0	0	0	1	0	1	0	0	0	شعري
mace	0	0	0	1	0	1	0	0	0	0	ماکي
machine	0	0	0	0	0	0	0	0	0	1	مشين
machinery	0	0	0	0	0	0	0	0	0	0	مشينري
machinist	0	0	0	0	0	0	0	0	0	0	مشيني
mackerel	0	0	0	0	0	0	0	0	0	0	ميڪريل
mad	1	0	1	1	0	1	0	1	0	0	چريو
madam	0	0	0	0	0	0	0	0	0	0	مادام
madame	0	0	0	0	0	0	0	0	0	0	ميڊم
madden	1	0	0	1	0	1	0	0	0	0	چريو
madman	1	0	0	1	0	1	0	0	0	0	چريو
madness	1	0	0	1	0	1	0	0	0	0	جنون
mafia	0	0	0	1	0	1	0	0	0	0	مافيا
magazine	0	0	0	0	0	0	0	0	0	0	رسالو
mage	0	0	0	1	0	0	0	0	0	0	جادوگر
magenta	0	0	0	0	0	0	0	0	0	0	magenta
maggot	0	0	1	0	0	1	0	0	0	0	ڪڪڙ
magic	0	0	0	0	0	0	0	0	0	0	جادو
magical	0	1	0	0	1	0	1	0	1	0	جادوگر
magician	0	0	0	0	0	0	0	0	1	0	جادوگر
magistrate	0	0	0	0	0	0	0	0	0	0	مئجسٽريٽ
magma	0	0	0	0	0	0	0	0	0	0	ميگما
magnate	0	0	0	0	0	0	0	0	0	0	وڏائي
magnet	0	0	0	0	0	0	1	0	0	1	مقناطيس
magnetism	0	0	0	0	0	0	1	0	0	0	مقناطيس
magnetite	0	0	0	0	0	0	1	0	0	0	مقناطيس
magnificence	0	1	0	0	1	0	1	0	0	1	عظمت
magnificent	0	1	0	0	1	0	1	0	1	1	شاندار
magnifier	0	0	0	0	0	0	0	0	0	0	وڏو ڪرڻ وارو
magnify	0	0	0	0	0	0	0	0	0	0	وڏو ڪرڻ
magnitude	0	0	0	0	0	0	0	0	0	0	شدت
magpie	0	0	0	0	0	0	0	0	0	0	ميگپي
maid	0	0	0	0	0	0	0	0	0	0	نوڪرياڻي
maiden	0	0	0	0	0	0	1	0	0	0	ڇوڪري
mail	0	1	0	0	0	0	0	0	0	0	ٽپال
main	0	0	0	0	0	0	1	0	0	0	مکيه
mainland	0	0	0	0	0	0	0	0	0	0	مکيه زمين
mainstay	0	0	0	0	0	0	1	0	0	1	بنيادي بنياد
maintenance	0	0	0	0	0	0	0	0	0	1	سار سنڀال
majestic	0	1	0	0	1	0	1	0	1	1	عاليشان
majesty	0	0	0	0	0	0	1	0	0	1	عظمت
major	0	0	0	0	0	0	1	0	0	0	مکيه
majority	0	0	0	0	1	0	1	0	0	1	اڪثريت
make	0	0	0	0	0	0	0	0	0	0	ٺاهڻ
maker	0	0	0	0	0	0	0	0	0	0	ٺاهيندڙ
makeshift	0	0	0	0	0	1	0	0	0	0	عارضي
makeup	0	0	0	0	0	0	0	0	0	0	ٺاهڻ
malady	0	0	0	0	0	1	0	0	0	0	بيماري
malaise	0	0	0	0	0	1	0	1	0	0	بي آرامي
malaria	0	0	1	1	0	1	0	1	0	0	مليريا
malevolent	1	0	1	1	0	1	0	1	0	0	بدڪار
malfeasance	0	0	1	0	0	1	0	0	0	0	بدڪاري
malformation	0	0	0	0	0	1	0	0	0	0	خرابي
malice	1	0	0	1	0	1	0	0	0	0	بدگماني
malicious	1	0	1	1	0	1	0	1	0	0	خراب
malign	1	0	1	0	0	1	0	0	0	0	خراب ڪرڻ
malignancy	0	0	0	1	0	1	0	1	0	0	خرابي
malignant	1	0	0	1	0	1	0	0	0	0	خراب ڪندڙ
mall	0	0	0	0	0	0	0	0	0	0	مال
malleable	0	0	0	0	0	0	0	0	0	0	خراب ٿيڻ وارو
mallet	0	0	0	0	0	0	0	0	0	0	مالٽ
malpractice	1	0	0	0	0	1	0	0	0	0	بدڪاري
mamma	0	0	0	0	0	0	0	0	0	1	ماما
mammal	0	0	0	0	0	0	0	0	0	0	ٿلهي جانور
mammoth	0	0	0	0	0	0	0	0	0	0	ممٿ
manage	0	0	0	0	0	0	1	0	0	1	انتظام ڪرڻ
management	0	0	0	0	0	0	1	0	0	1	انتظام
manager	0	0	0	0	0	0	0	0	0	0	مئنيجر
mandamus	0	0	0	1	0	1	0	0	0	0	منڊيس
mandarin	0	0	0	0	0	0	1	0	0	1	مينڊارين
mandate	0	0	0	0	0	0	0	0	0	0	مينڊيٽ
mandible	0	0	0	0	0	0	0	0	0	0	لازمي
mandolin	0	0	0	0	0	0	0	0	0	0	مينڊولين
mandrel	0	0	0	0	0	0	0	0	0	0	مينڊيل
mane	0	0	0	0	0	0	0	0	0	0	ماني
maneuver	0	0	0	0	0	0	0	0	0	0	چالبازي
maneuvering	0	0	0	0	0	0	0	0	0	0	چالبازي
mange	0	0	1	1	0	1	0	0	0	0	منگي
manger	0	0	0	0	0	0	0	0	0	0	چرٻي
mangle	1	0	1	1	0	1	0	1	0	0	ملنگ
mango	0	0	0	0	0	0	0	0	0	0	آم
mangosteen	0	0	0	0	0	0	0	0	0	0	مينگوسٽين
manhood	0	0	0	0	0	0	1	0	0	0	مردانگي
mania	0	0	0	0	0	1	0	0	0	0	انماد
maniac	1	0	0	1	0	1	0	0	0	0	جنوني
maniacal	0	0	0	0	0	1	0	0	0	0	چريو
manicure	0	0	0	0	0	0	0	0	0	0	مينيڪيور
manifest	0	0	0	0	0	0	0	0	0	0	ظاهر ڪرڻ
manifestation	0	0	0	1	0	0	0	0	0	0	ظاهر ڪرڻ
manifested	0	0	0	0	0	0	1	0	0	0	ظاهر ٿيل
manifestly	0	0	0	0	0	0	0	0	0	0	ظاهر طور
manifesto	0	0	0	0	0	0	0	0	0	0	منشور
manifold	0	0	0	0	0	0	0	0	0	0	ڪيترائي ڀيرا
manipulate	0	0	0	0	0	1	0	0	0	0	هٿرادو ڪرڻ
manipulation	1	0	0	1	0	1	0	0	0	0	هٿرادو
mankind	0	0	0	0	0	0	0	0	0	0	انسان ذات
manly	0	0	0	0	0	0	1	0	0	0	مرداڻو
manna	0	0	0	0	0	0	1	0	0	0	من
manner	0	0	0	0	0	0	0	0	0	0	طريقو
mannered	0	0	0	0	0	0	1	0	0	0	آداب
manners	0	0	0	0	0	0	1	0	0	0	آداب
manor	0	0	0	0	0	0	0	0	0	0	جاگير
mansion	0	0	0	0	0	0	0	0	0	0	حويلي
manslaughter	1	0	1	1	0	1	0	1	1	0	قتل عام
mantle	0	0	0	0	0	0	0	0	0	0	چادر
manual	0	0	0	0	0	0	0	0	0	1	دستور
manufacture	0	0	0	0	0	0	0	0	0	0	ٺاهڻ
manufacturer	0	0	0	0	0	0	1	0	0	0	ٺاهيندڙ
manure	0	0	1	0	0	1	0	0	0	0	کير
manuscript	0	0	0	0	0	0	0	0	0	0	مسودو
map	0	0	0	0	0	0	0	0	0	0	نقشو
mar	0	0	0	0	0	1	0	0	0	0	مار
marble	0	0	0	0	0	0	0	0	0	0	سنگ مرمر
marbled	0	0	0	0	0	0	0	0	0	0	ماربل ٿيل
marbles	0	0	0	0	0	0	0	0	0	0	سنگ مرمر
march	0	0	0	0	0	0	1	0	0	0	مارچ
mare	0	0	0	0	0	0	0	0	0	0	گھوڙي
margin	0	0	0	0	0	1	0	1	0	0	مارجن
marginal	0	0	0	0	0	0	0	0	0	0	حد تائين
marijuana	0	0	0	0	0	0	0	0	0	0	ماريجوانا
marine	0	0	0	0	0	0	0	0	0	1	سامونڊي
mariner	0	0	0	0	0	0	0	0	0	0	بحري جهاز
maritime	0	0	0	0	0	0	0	0	0	0	سامونڊي
mark	0	0	0	0	0	0	0	0	0	0	نشان
marked	0	0	0	0	0	0	1	0	0	0	نشان لڳل
market	0	0	0	0	0	0	0	0	0	0	مارڪيٽ
marketable	0	0	0	0	0	0	1	0	0	0	مارڪيٽ لائق
marketplace	0	0	0	0	0	0	0	0	0	0	بازار
marks	0	0	0	0	0	0	0	0	0	0	نشان
marl	0	0	0	0	0	0	0	0	0	0	مارل
marmalade	0	0	0	0	0	0	0	0	0	0	مارمليڊ
maroon	0	0	0	0	0	1	0	0	0	0	ميرون
marquee	0	0	0	0	0	0	0	0	0	0	مارڪي
marquis	0	0	0	0	0	0	1	0	0	0	مارڪوس
marriage	0	1	0	0	1	0	1	0	0	1	شادي
married	0	0	0	0	0	0	0	0	0	0	شادي شده
marrow	0	0	0	0	1	0	1	0	0	1	ميرو
marry	0	1	0	1	1	0	1	0	1	1	شادي ڪرڻ
marsh	0	0	0	0	0	0	0	0	0	0	دلدل
marshal	0	0	0	0	0	0	1	0	0	1	مارشل
mart	0	0	0	0	0	0	0	0	0	0	مارٽ
martial	1	0	0	0	0	0	0	0	0	0	مارشل
martingale	0	0	0	0	0	1	0	0	0	0	مارٽنگيل
martyr	0	0	0	1	0	1	0	1	0	0	شهيد
martyrdom	0	0	0	1	0	1	0	1	0	0	شهادت
marvel	0	0	0	0	0	0	1	0	1	0	عجب
marvelous	0	0	0	0	1	0	1	0	0	0	شاندار
marvelously	0	0	0	0	1	0	1	0	0	0	شاندار طور تي
masculine	0	0	0	0	0	0	1	0	0	0	مذڪر
masculinity	0	0	0	0	0	0	0	0	0	0	مردانگي
mash	0	0	0	0	0	0	0	0	0	0	ماش
mask	0	0	0	0	0	0	0	0	0	0	نقاب
masochism	1	0	1	1	0	1	0	0	0	0	masochism
mason	0	0	0	0	0	0	0	0	0	0	ميسن
masquerade	0	0	0	0	0	0	0	0	0	0	نقاب ڪرڻ
mass	0	0	0	0	0	0	0	0	0	0	ماس
massacre	1	0	1	1	0	1	0	1	0	0	قتل عام
massage	0	0	0	0	1	0	1	0	0	0	مالش ڪرڻ
massive	0	0	0	0	0	0	0	0	0	0	وڏو
master	0	0	0	0	0	0	1	0	0	0	ماسٽر
mastermind	0	0	0	0	0	0	0	0	0	0	ماسٽر مائينڊ
masterpiece	0	0	0	0	1	0	1	0	0	0	شاهڪار
mastery	1	0	0	0	1	0	1	0	0	1	مهارت
masturbate	0	0	0	0	0	0	0	0	0	0	مشت زني ڪرڻ
masturbation	0	0	0	0	0	0	0	0	0	0	مشت زني
mat	0	0	0	0	0	0	0	0	0	0	چٽ
match	0	0	0	0	0	0	0	0	0	0	ملائڻ
matching	0	0	0	0	0	0	0	0	0	0	ملندڙ
matchmaker	0	1	0	0	0	0	0	0	0	0	ملائڻ وارو
mate	0	0	0	0	0	0	1	0	0	1	ساٿي
material	0	0	0	0	0	0	0	0	0	0	مواد
materialism	0	0	0	0	0	1	0	0	0	0	ماديت
materialist	0	0	1	0	0	1	0	0	0	0	مادي پرست
materialistic	0	0	0	0	0	0	0	0	0	0	مادي
materiality	0	0	0	0	0	0	0	0	0	0	ماديت
materialize	0	0	0	0	0	0	0	0	0	0	مادي ڪرڻ
materially	0	0	0	0	0	0	0	0	0	0	مادي طور
materials	0	0	0	0	0	0	0	0	0	0	مواد
materiel	0	0	0	0	0	0	0	0	0	0	مواد
maternal	0	1	0	0	0	1	1	0	0	0	مادري
maternity	0	0	0	0	0	0	0	0	0	0	زچگي
mathematical	0	0	0	0	0	0	0	0	0	1	رياضياتي
mathematician	0	0	0	0	0	0	0	0	0	0	رياضي دان
mathematics	0	0	0	0	0	0	0	0	0	0	رياضي
matriculation	0	0	0	0	0	0	0	0	0	0	ميٽرڪ
matrimony	0	1	0	0	1	0	1	0	0	1	شادي
matrix	0	0	0	0	0	0	0	0	0	0	ميٽرڪس
matron	0	0	0	0	0	0	1	0	0	1	ميٽرون
matted	0	0	0	0	0	0	0	0	0	0	چٽيل
matter	0	0	0	0	0	0	0	0	0	0	معاملو
matting	0	0	0	0	0	0	0	0	0	0	ميٽنگ
mattress	0	0	0	0	0	0	0	0	0	0	گدو
maturation	0	0	0	0	0	0	0	0	0	0	پختگي
maturity	0	0	0	0	0	0	0	0	0	0	پختگي
mausoleum	0	0	0	0	0	0	0	1	0	0	مقبرو
mauve	0	0	0	0	0	0	0	0	0	0	مائو
maxim	0	0	0	0	0	0	0	0	0	1	وڌ ۾ وڌ
maximum	0	0	0	0	0	0	1	0	0	0	وڌ ۾ وڌ
mayor	0	0	0	0	0	0	1	0	0	0	ميئر
maze	0	0	0	0	0	0	0	0	0	0	maze
mead	0	0	0	0	0	0	0	0	0	0	ميڊ
meadow	0	0	0	0	0	0	1	0	0	0	گھاس
meal	0	0	0	0	0	0	0	0	0	0	ماني
meander	0	0	0	0	0	0	0	0	0	0	ميندر
meandering	0	0	0	0	0	1	0	0	0	0	گھمڻ ڦرڻ
meaning	0	0	0	0	0	0	0	0	0	0	مطلب
meaningless	0	0	0	0	0	1	0	1	0	0	بي معنيٰ
means	0	0	0	0	0	0	0	0	0	0	مطلب
meantime	0	0	0	0	0	0	0	0	0	0	ان دوران
measles	0	0	1	1	0	1	0	1	0	0	خسرو
measurable	0	0	0	0	0	0	0	0	0	0	ماپڻ لائق
measure	0	0	0	0	0	0	0	0	0	1	ماپ
measured	0	0	0	0	0	0	1	0	0	1	ماپيل
measurement	0	0	0	0	0	0	0	0	0	0	ماپ
measuring	0	0	0	0	0	0	0	0	0	0	ماپڻ
meat	0	0	0	0	0	0	0	0	0	0	گوشت
mechanic	0	0	0	0	0	0	0	0	0	0	مشيني
mechanical	0	0	0	0	0	0	0	0	0	0	مشيني
mechanism	0	0	0	0	0	0	0	0	0	0	ميڪانيزم
medal	0	1	0	0	1	0	1	0	1	1	ميڊل
medallion	0	0	0	0	0	0	0	0	0	0	ميڊل
medallist	0	0	0	0	0	0	0	0	0	0	ميڊلسٽ
meddle	1	0	0	0	0	1	0	0	0	0	مداخلت
meddling	0	0	0	0	0	0	0	0	0	0	مداخلت ڪرڻ
media	0	0	0	0	0	0	0	0	0	0	ميڊيا
medial	0	0	0	0	0	0	0	0	0	0	وچولي
median	0	0	0	0	0	0	0	0	0	0	وچين
mediate	0	1	0	0	0	0	1	0	0	1	ثالثي ڪرڻ
mediation	0	0	0	0	0	0	1	0	0	0	ثالث
mediator	0	1	0	0	0	0	1	0	0	1	ثالث
medical	0	1	0	1	0	0	1	0	0	1	طبي
medicinal	0	0	0	0	0	0	0	0	0	0	دوا وارو
medicine	0	0	0	0	0	0	0	0	0	0	دوا
medieval	0	0	0	0	0	0	0	0	0	0	وچين دور
mediocre	0	0	0	0	0	1	0	0	0	0	وچولي
mediocrity	0	0	0	0	0	1	0	0	0	0	اعتدال
meditate	0	1	0	0	1	0	1	0	0	1	غور ڪرڻ
meditation	0	0	0	0	0	0	0	0	0	0	مراقبو
meditative	0	0	0	0	0	0	0	0	0	0	غور ڪرڻ وارو
mediterranean	0	0	0	0	0	0	1	0	0	0	ميڊيٽرينين
medium	0	0	0	0	0	0	0	0	0	0	وچولي
medley	0	0	0	0	0	0	1	0	0	0	ميڊلي
meek	0	0	0	0	0	0	0	1	0	0	نرمل
meet	0	0	0	0	0	0	0	0	0	0	ملڻ
meeting	0	0	0	0	0	0	0	0	0	0	ملاقات
melancholic	0	0	0	0	0	1	0	1	0	0	مايوسي
melancholy	0	0	0	0	0	1	0	1	0	0	مايوسي
melee	0	0	0	1	0	1	0	0	0	0	ميلي
melodious	0	0	0	0	0	0	0	0	0	0	سريلي
melodrama	1	0	0	0	0	1	0	1	0	0	ميلو ڊراما
melodramatic	0	0	0	0	0	0	0	0	0	0	ميلوڊرامي
melody	0	0	0	0	0	0	0	0	0	0	راڳ
melt	0	0	0	0	0	0	0	0	0	0	ڳرڻ
meltdown	0	0	0	0	0	1	0	1	0	0	ڳرڻ
melting	0	0	0	0	0	0	0	0	0	0	پگھلڻ
member	0	0	0	0	0	0	0	0	0	0	ميمبر
membrane	0	0	0	0	0	0	0	0	0	0	جھلي
memento	0	0	0	0	0	0	1	0	0	0	يادگار
memo	0	0	0	0	0	0	0	0	0	0	ميمو
memoir	0	0	0	0	0	0	0	0	0	0	يادگار
memorabilia	0	0	0	0	0	0	0	0	0	0	يادگار
memorable	0	0	0	0	1	0	1	0	1	1	يادگار
memorandum	0	0	0	0	0	0	0	0	0	0	ياداشت
memorial	0	0	0	0	0	0	0	0	0	0	يادگار
memorials	0	0	0	0	0	0	0	1	0	0	يادگار
memorize	0	0	0	0	0	0	0	0	0	0	ياد ڪرڻ
memory	0	0	0	0	0	0	0	0	0	0	ياداشت
menace	1	0	0	1	0	1	0	0	0	0	خطرو
menacing	1	0	0	1	0	1	0	0	0	0	خطرناڪ
menagerie	0	0	0	0	0	0	0	0	0	0	مايوسي
mend	0	0	0	0	0	0	0	0	0	0	ٺيڪ ڪرڻ
mending	0	0	0	0	0	0	1	0	0	0	مرمت ڪرڻ
menial	0	0	0	0	0	1	0	0	0	0	مرداڻو
meniscus	0	0	0	0	0	0	0	0	0	0	meniscus
menses	0	0	0	0	0	0	1	0	0	0	حيض
menstrual	0	0	0	0	0	0	0	0	0	0	حيض
mental	0	0	0	0	0	0	0	0	0	0	ذهني
mention	0	0	0	0	0	0	0	0	0	0	ذڪر ڪرڻ
mentor	0	0	0	0	0	0	1	0	0	1	مرشد
menu	0	0	0	0	0	0	0	0	0	0	مينيو
meow	0	0	0	0	0	0	0	0	0	0	ميوو
mercantile	0	0	0	0	0	0	0	0	0	0	واپاري
mercenary	0	0	0	1	0	1	0	0	0	0	کرايه دار
merchandise	0	0	0	0	0	0	0	0	0	0	واپار
merchant	0	0	0	0	0	0	0	0	0	1	سوداگر
merciful	0	0	0	0	0	0	1	0	0	0	رحم ڪندڙ
merciless	0	0	0	1	0	1	0	0	0	0	بي رحم
mercurial	0	0	0	0	0	0	0	0	0	0	پاري وارو
mercy	0	0	0	0	0	0	1	0	0	0	رحم
mere	0	0	0	0	0	0	0	0	0	0	صرف
merge	0	1	0	0	0	0	1	0	0	0	ملائڻ
meridian	0	0	0	0	0	0	0	0	0	0	ميريڊين
meridional	0	0	0	0	0	0	0	0	0	0	ميريڊيڪل
merit	0	0	0	0	0	0	1	0	0	1	قابليت
meritorious	0	0	0	0	1	0	1	0	0	1	قابل
mermaid	0	0	0	0	0	0	0	0	0	0	متسير
merriment	0	0	0	0	1	0	1	0	1	0	خوشي
merry	0	0	0	0	1	0	1	0	0	0	خوشي
mesa	0	0	0	0	0	0	0	0	0	0	ميسا
mesh	0	0	0	0	0	0	0	0	0	0	ميش
meshes	0	0	0	0	0	0	0	0	0	0	meshes
mesmerized	0	0	0	0	0	0	0	0	0	0	مسحور ٿيل
mess	0	0	1	0	0	1	0	0	0	0	گندگي
message	0	0	0	0	0	0	0	0	0	0	پيغام
messenger	0	0	0	0	0	0	0	0	0	1	قاصد
messy	0	0	1	0	0	1	0	0	0	0	گندو
metabolism	0	0	0	0	0	0	0	0	0	0	ميٽابولزم
metal	0	0	0	0	0	0	0	0	0	0	ڌاتو
metallurgy	0	0	0	0	0	0	0	0	0	0	دھات سازي
metamorphosis	0	0	0	0	0	0	0	0	0	0	metamorphosis
metaphor	0	0	0	0	0	0	0	0	0	0	استعارا
metaphorical	0	0	0	0	0	0	0	0	0	0	استعاري
metaphysical	0	0	0	0	0	0	0	0	0	0	مابعدالطبعي
metaphysics	0	0	0	0	0	0	0	0	0	0	مابعد الطبيعت
metastasis	0	0	0	0	0	1	0	0	0	0	metastasis
meteor	0	0	0	0	0	0	0	0	0	0	meteor
meteoric	0	0	0	0	0	0	0	0	0	0	موسمياتي
meteorite	0	0	0	0	0	0	0	0	0	0	meteorite
meteorological	0	0	0	0	0	0	0	0	0	0	موسمياتي
meteorology	0	0	0	0	0	0	0	0	0	0	موسميات
meter	0	0	0	0	0	0	0	0	0	0	ميٽر
methanol	0	0	0	0	0	1	0	0	0	0	ميٿانول
method	0	0	0	0	0	0	0	0	0	0	طريقو
methodical	0	0	0	0	0	0	0	0	0	0	طريقيڪار
meticulous	0	0	0	0	0	0	0	0	0	0	محتاط
metric	0	0	0	0	0	0	0	0	0	0	ميٽرڪ
metrical	0	0	0	0	0	0	0	0	0	0	ميٽرڪ
metrology	0	0	0	0	0	0	0	0	0	0	ميٽرولوجي
metropolis	0	0	0	0	0	0	0	0	0	0	شهر
metropolitan	0	0	0	0	0	0	1	0	0	0	ميٽروپوليٽن
mettle	0	0	0	0	0	0	1	0	0	0	ميٽل
mew	0	0	0	0	0	0	0	0	0	0	ميو
mica	0	0	0	0	0	0	0	0	0	0	ميڪا
mick	0	0	0	0	0	0	0	0	0	0	مک
microbe	0	0	0	0	0	0	0	0	0	0	جراثيم
microbiology	0	0	0	0	0	0	0	0	0	0	microbiology
microcosm	0	0	0	0	0	0	0	0	0	0	microcosm
microgram	0	0	0	0	0	0	0	0	0	0	مائڪروگرام
micrometer	0	0	0	0	0	0	0	0	0	0	مائڪرو ميٽر
micron	0	0	0	0	0	0	0	0	0	0	مائڪروون
microphone	0	0	0	0	0	0	0	0	0	0	مائڪروفون
microscope	0	0	0	0	0	0	0	0	0	1	خوردبيني
microscopic	0	0	0	0	0	0	0	0	0	0	خوردبيني
microscopically	0	0	0	0	0	0	0	0	0	0	خوردبيني طور
microscopy	0	0	0	0	0	0	1	0	0	0	خوردبيني
mid	0	0	0	0	0	0	0	0	0	0	وچ
midday	0	0	0	0	0	0	0	0	0	0	منجھند
middle	0	0	0	0	0	0	0	0	0	0	وچون
middleman	0	0	0	0	0	0	0	0	0	0	وچولي
midland	0	0	0	0	0	0	0	0	0	0	مڊلينڊ
midnight	0	0	0	0	0	0	0	0	0	0	اڌ رات
midst	0	0	0	0	0	0	0	0	0	0	وچ ۾
midsummer	0	0	0	0	0	0	0	0	0	0	اونهاري جو وچ
midway	0	0	0	0	0	0	0	0	0	0	وچ ۾
midwife	0	1	0	0	1	1	1	0	0	1	دائي
midwifery	0	0	0	0	0	0	1	0	0	0	قابليت
mien	0	0	0	0	0	0	0	0	0	0	مين
mighty	1	0	0	1	1	0	1	0	0	1	طاقتور
migrate	0	0	0	0	0	0	0	0	0	0	لڏپلاڻ
migration	0	0	0	0	0	0	0	0	0	0	لڏپلاڻ
migratory	0	0	0	0	0	0	0	0	0	0	لڏپلاڻ ڪندڙ
mike	0	0	0	0	0	0	0	0	0	0	مائڪ
mildew	0	0	1	0	0	1	0	0	0	0	mildew
mile	0	0	0	0	0	0	0	0	0	0	ميل
mileage	0	0	0	0	0	0	0	0	0	0	ميليج
milestone	0	0	0	0	0	0	0	0	0	0	سنگ ميل
militant	0	0	0	0	0	0	0	0	0	0	ويڙهاڪ
military	0	0	0	1	0	0	0	0	0	0	فوجي
militia	1	0	0	1	0	1	0	1	0	0	مليشيا
milk	0	0	0	0	0	0	0	0	0	0	کير
milky	0	0	0	0	0	0	0	0	0	0	کير وارو
mill	0	1	0	0	0	0	0	0	0	0	مل
millennium	0	0	0	0	0	0	0	0	0	0	هزار سال
milligram	0	0	0	0	0	0	0	0	0	0	مليگرام
millimeter	0	0	0	0	0	0	0	0	0	0	ملي ميٽر
million	0	0	0	0	0	0	0	0	0	0	ملين
millionaire	0	0	0	0	0	0	0	0	0	0	ڪروڙ پتي
mime	0	0	0	0	0	0	1	0	0	0	mime
mimic	0	0	0	0	0	0	0	0	0	0	نقل ڪرڻ
mimicking	0	0	0	0	0	0	0	0	0	0	نقل ڪرڻ
mimicry	0	0	0	0	0	1	0	0	1	0	نقل ڪرڻ
mind	0	0	0	0	0	0	0	0	0	0	ذهن
minded	0	0	0	0	0	0	0	0	0	0	ذهن رکندڙ
mindful	0	0	0	0	0	0	1	0	0	0	هوشيار
mindfulness	0	0	0	0	0	0	1	0	0	0	ذهانت
mine	0	0	0	0	0	0	0	0	0	0	منهنجو
miner	0	0	0	0	0	0	0	0	0	0	معدنيات
mineral	0	0	0	0	0	0	0	0	0	0	معدني
mineralogy	0	0	0	0	0	0	0	0	0	0	معدنيات
mingle	0	0	0	0	0	0	0	0	0	0	ملائڻ
mingled	0	0	0	0	0	0	0	0	0	0	مليل
miniature	0	0	0	0	0	0	0	0	0	0	ننڍو
minibus	0	0	0	0	0	0	0	0	0	0	مني بس
minim	0	0	0	0	0	0	0	0	0	0	گھٽ ۾ گھٽ
minimize	0	0	0	0	0	1	0	0	0	0	گھٽ ڪرڻ
minimum	0	0	0	0	0	1	0	0	0	0	گھٽ ۾ گھٽ
minister	0	0	0	0	0	0	0	0	0	0	وزير
ministerial	0	0	0	0	0	0	0	0	0	0	وزارتي
ministry	0	0	0	0	1	0	1	0	0	1	وزارت
minivan	0	0	0	0	0	0	0	0	0	0	مني وين
minnow	0	0	0	0	0	0	0	0	0	0	مينهن
minor	0	0	0	0	0	0	0	0	0	0	نابالغ
minority	0	0	0	0	0	1	0	0	0	0	اقليت
minstrel	0	0	0	0	0	0	0	0	0	0	منسٽر
mint	0	0	0	0	0	0	0	0	0	0	مٽي
minuscule	0	0	0	0	0	0	0	0	0	0	ننڍو
minute	0	0	0	0	0	0	0	0	0	0	منٽ
minutiae	0	0	0	0	0	0	0	0	0	0	منٽ
mir	0	0	0	0	0	0	0	0	0	0	مير
miracle	0	1	0	0	1	0	1	0	1	1	معجزو
miraculous	0	0	0	0	1	0	1	0	1	0	معجزاتي
mirage	0	0	0	0	0	0	0	0	0	0	سراب
mire	0	0	1	0	0	1	0	0	0	0	مٽي
mirror	0	0	0	0	0	0	0	0	0	0	آئينو
mirth	0	0	0	0	1	0	1	0	0	0	خوشي
misappropriation	0	0	0	0	0	0	0	0	0	0	غلط استعمال
misbehavior	1	0	1	0	0	1	0	0	1	0	بدانتظامي
miscarriage	0	0	0	1	0	1	0	1	0	0	حمل حمل
miscellaneous	0	0	0	0	0	0	0	0	0	0	متفرق
miscellany	0	0	0	0	0	0	0	0	0	0	متفرق
mischief	0	0	0	0	0	1	0	0	0	0	شرارت
mischievous	0	0	0	0	0	1	0	0	0	0	شرارتي
misconception	1	0	1	1	0	1	0	0	0	0	غلط فهمي
misconduct	0	0	1	0	0	1	0	0	0	0	بدانتظامي
misdemeanor	0	0	0	0	0	0	0	0	0	0	بدڪاري
miserable	1	0	1	0	0	1	0	1	0	0	ڏکوئيندڙ
miserably	0	0	0	0	0	1	0	1	0	0	بدقسمتي سان
misery	1	0	1	1	0	1	0	1	0	0	مصيبت
misfortune	0	0	0	1	0	1	0	1	0	0	بدقسمتي
misguided	0	0	1	0	0	1	0	0	0	0	گمراهه
mishap	0	0	1	1	0	1	0	1	1	0	حادثو
misinformed	0	0	0	0	0	0	0	0	0	0	غلط ڄاڻ
misinterpretation	0	0	0	0	0	1	0	0	0	0	غلط تشريح
mislead	1	0	0	1	0	1	0	0	0	1	گمراهه ڪرڻ
misleading	1	0	1	0	0	1	0	0	0	0	گمراهه ڪندڙ
mismanagement	0	0	0	0	0	1	0	0	0	0	بدانتظامي
mismatch	0	0	0	0	0	1	0	0	0	0	بي ميل
mismatched	0	0	0	0	0	0	0	0	0	0	بي ترتيب
misnomer	0	0	0	0	0	1	0	0	0	0	غلط نالو
misplace	1	0	1	0	0	1	0	0	0	0	غلط جاءِ
misplaced	0	0	0	0	0	1	0	0	0	0	گم ٿيل
misrepresent	0	0	0	0	0	1	0	0	0	0	غلط بيان ڪرڻ
