English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Hebrew Word
invite	0	1	0	0	1	0	1	0	1	1	להזמין
inviting	0	1	0	0	1	0	1	0	1	1	מַזמִין
invocation	0	1	0	0	0	0	0	0	0	1	קְרִיאָה
invoice	0	0	0	0	0	0	0	0	0	0	חשבונית
invoke	0	1	0	0	0	0	0	0	0	0	לעורר
involuntary	0	0	0	0	0	1	0	0	0	0	לֹא רְצוֹנִי
involution	1	0	0	0	0	1	0	0	0	0	לִפּוּף
involvement	1	0	0	0	0	0	0	0	0	0	מְעוֹרָבוּת
inwards	0	0	0	0	0	0	0	0	0	0	פְּנִימָה
iota	0	0	0	0	0	0	0	0	0	0	יוֹטָה
irate	1	0	0	0	0	1	0	0	0	0	נִזעָם
ire	1	0	0	0	0	1	0	0	0	0	כַּעַס
iridescent	0	0	0	0	0	0	0	0	0	0	ססגוני
iris	0	0	0	1	0	0	0	0	0	0	קַשׁתִית
iron	0	0	0	0	0	0	1	0	0	1	בַּרזֶל
ironic	0	0	0	0	0	0	0	0	0	0	אִירוֹנִי
irons	0	0	0	0	0	1	0	0	0	0	מגהצים
irony	0	0	0	0	0	0	0	0	0	0	אִירוֹנִיָה
irradiation	0	0	0	0	0	0	0	0	0	0	הַקרָנָה
irrational	0	0	1	1	0	1	0	0	0	0	לא הגיוני
irrationality	0	0	0	0	0	1	0	0	0	0	חוסר הגיון
irreconcilable	1	0	0	1	0	1	0	1	0	0	בִּלתִי מִתפַּשֵׁר
irreducible	0	0	0	0	0	0	1	0	0	0	בלתי ניתן לצמצום
irrefutable	0	0	0	0	0	0	1	0	0	1	שֶׁאֵין לְהַפרִיכוֹ
irregular	0	0	0	0	0	1	0	0	0	0	לֹא סָדִיר
irregularity	0	0	0	0	0	1	0	0	0	0	חֲרִיגָה
irregularly	0	0	0	0	0	0	0	0	0	0	באופן לא סדיר
irrelevant	0	0	0	0	0	1	0	0	0	0	לא רלוונטי
irreparable	0	0	0	1	0	1	0	1	0	0	בלתי ניתן לתיקון
irrepressible	0	0	0	0	0	0	0	0	0	0	בלתי ניתן לדיכוי
irresistible	0	0	0	0	0	0	0	0	0	0	אין לעמוד בפניו
irrespective	0	0	0	0	0	0	0	0	0	0	בלי קשר
irresponsible	0	0	0	0	0	1	0	0	0	0	לֹא אַחֲרַאִי
irreverent	0	0	0	0	0	1	0	0	0	0	חסר כבוד
irreversible	0	0	0	0	0	0	0	0	0	0	בלתי הפיך
irrevocable	0	0	0	0	0	1	0	0	0	0	לְלֹא תַקָנָה
irrigate	0	0	0	0	0	0	0	0	0	0	לְהַשְׁקוֹת
irrigation	0	0	0	0	0	0	0	0	0	0	השקיה
irritability	1	0	0	0	0	1	0	0	0	0	נִרגָנוּת
irritable	1	0	0	0	0	1	0	0	0	0	עַצבָּנִי
irritating	1	0	1	0	0	1	0	0	0	0	מְעַצבֵּן
irritation	1	0	1	0	0	1	0	1	0	0	הַקפָּדָה
island	0	0	0	0	0	0	0	0	0	0	אִי
isle	0	0	0	0	0	0	0	0	0	0	אִי
islet	0	0	0	0	0	0	0	0	0	0	אִיוֹן
isolate	0	0	0	0	0	0	0	1	0	0	לְבוּדֵד
isolated	0	0	0	1	0	1	0	1	0	0	מְבוּדָד
isolation	0	0	0	0	0	1	0	1	0	0	בידוד
isomorphism	0	0	0	0	0	0	0	0	0	0	איזומורפיזם
isothermal	0	0	0	0	0	0	0	0	0	0	איזותרמית
issue	0	0	0	0	0	0	0	0	0	0	נושא
itch	0	0	0	0	0	0	0	0	0	0	גירוד
itching	0	0	0	0	0	0	0	0	0	0	עִקצוּץ
item	0	0	0	0	0	0	0	0	0	0	פריט
itemize	0	0	0	0	0	0	0	0	0	0	לְפַרֵט
items	0	0	0	0	0	0	0	0	0	0	פריטים
iterate	0	0	0	0	0	0	0	0	0	0	לְחַזֵר
iteration	0	0	0	0	0	0	0	0	0	0	איטרציה
iterative	0	0	0	0	0	0	0	0	0	0	איטרטיבי
itinerant	0	0	0	0	0	0	0	0	0	0	נוֹדֵד
itinerary	0	0	0	0	0	0	0	0	0	0	מַסלוּל
ivory	0	0	0	0	0	0	0	0	0	0	שֶׁנהָב
jab	1	0	0	0	0	0	0	0	0	0	דְקִירָה
jabber	0	0	0	0	0	1	0	0	0	0	לְקַשְׁקֵשׁ
jack	0	0	0	0	0	0	0	0	0	0	ג'ֵק
jackass	0	0	0	0	0	0	0	0	0	0	חֲמוֹר
jackpot	0	1	0	0	1	0	1	0	1	0	קוּפָּה
jacks	0	0	0	0	0	0	0	0	0	0	שקעים
jade	0	0	0	0	0	0	0	0	0	0	יַרקָן
jag	0	0	0	0	0	0	0	0	0	0	אנין
jagged	0	0	0	0	0	0	0	0	0	0	מְשׁוּנָן
jaguar	0	0	0	0	0	0	0	0	0	0	יָגוּאָר
jail	0	0	0	1	0	1	0	1	0	0	כלא
jam	0	0	0	0	0	0	1	0	0	0	ריבה
jammed	0	0	0	0	0	0	0	0	0	0	נתקע
janitor	0	0	1	0	0	0	0	0	0	0	שָׁרָת
japan	0	0	0	0	0	0	0	0	0	0	יפן
jar	0	0	0	0	0	0	0	0	0	0	קַנקַן
jargon	0	0	0	0	0	1	0	0	0	0	ז'רגון
jarring	0	0	0	1	0	1	0	1	0	0	צוֹרֵם
jasper	0	0	0	0	0	0	0	0	0	0	יָשׁפֵה
jaundice	0	0	0	1	0	1	0	0	0	0	צַהֶבֶת
jaunt	0	0	0	0	0	0	0	0	0	0	טִיוּל קָצָר
javelin	0	0	0	0	0	0	0	0	0	0	כִּידוֹן
jaw	0	0	0	0	0	0	0	0	0	0	לֶסֶת
jaws	0	0	0	1	0	0	0	0	0	0	מלתעות
jay	0	0	0	0	0	0	0	0	0	0	עוֹרְבָנִי
jealous	1	0	1	0	0	1	0	0	0	0	קַנָאִי
jealousy	1	0	1	1	0	1	0	1	0	0	קנאה
jeans	0	0	0	0	0	0	0	0	0	0	גִ'ינס
jeep	0	0	0	0	0	0	0	0	0	0	ג'ִיפּ
jelly	0	0	0	0	0	0	0	0	0	0	ג'לי
jenny	0	0	0	0	0	0	0	0	0	0	ג'ני
jeopardize	1	0	0	1	0	1	0	0	0	0	לְסַכֵּן
jeopardy	0	1	0	1	0	1	0	0	0	0	סַכָּנָה
jerk	1	0	0	0	0	0	0	0	1	0	אִידיוֹט
jersey	0	0	0	0	0	0	0	0	0	0	ג'רזי
jest	0	0	0	0	1	0	1	0	1	0	צְחוֹק
jester	0	0	0	0	0	0	0	0	0	0	ליצן החצר
jet	0	0	0	0	0	0	0	0	0	0	מטוס סילון
jetty	0	0	0	0	0	0	0	0	0	0	מֵזַח
jewel	0	0	0	0	0	0	0	0	0	0	תַכשִׁיט
jeweler	0	0	0	0	0	0	0	0	0	0	תַכשִׁיטָן
jewelry	0	0	0	0	0	0	0	0	0	0	תכשיט
jib	0	0	0	0	0	0	0	0	0	0	חָלוּץ
jiffy	0	0	0	0	0	0	0	0	0	0	קפיצה
jimmy	0	0	0	0	0	0	0	0	0	0	ג'ימי
jingle	0	0	0	0	0	0	0	0	0	0	ג'ִינגֵל
job	0	0	0	0	0	0	1	0	0	0	עבודה
jock	0	0	0	0	0	0	0	0	0	0	ג'וק
jockey	0	0	0	0	0	0	0	0	0	0	רוֹכֵב
jog	0	0	0	0	0	0	0	0	0	0	לָרוּץ
john	0	0	1	0	0	1	0	0	0	0	ג'ון
join	0	0	0	0	0	0	1	0	0	0	לְהִצְטַרֵף
joined	0	0	0	0	0	0	1	0	0	0	הצטרף
joining	0	0	0	0	0	0	0	0	0	0	הִצטָרְפוּת
joint	0	0	0	0	0	0	0	0	0	0	משותף
jointly	0	0	0	0	0	0	0	0	0	0	יַחַד
joke	0	0	0	0	0	1	0	0	0	0	בדיחה
joker	0	0	0	0	1	0	1	0	1	0	לֵץ
joking	0	0	0	0	0	0	1	0	0	0	מתבדח
jolt	0	0	0	0	0	0	0	0	1	0	לְהַקְפִּיץ
jornada	0	0	0	0	0	1	0	0	0	0	יורנדה
jot	0	0	0	0	0	0	0	0	0	0	יוֹד
journal	0	0	0	0	0	0	0	0	0	0	כתב עת
journalism	0	0	0	0	0	0	0	0	0	1	עיתונות
journalist	0	0	0	0	0	0	1	0	0	0	עִתוֹנָאִי
journey	0	1	0	1	1	0	1	0	0	0	מסע
journeyman	0	0	0	0	0	0	0	0	0	1	אוּמָן שָׂכִיר
jovial	0	0	0	0	1	0	1	0	0	0	מִתרוֹנֵן
joy	0	0	0	0	1	0	1	0	0	0	שִׂמְחָה
joyful	0	0	0	0	1	0	1	0	0	1	מלא שמחה
joyous	0	0	0	0	1	0	1	0	0	0	מְשַׂמֵחַ
jubilant	0	0	0	0	1	0	1	0	1	1	צוֹהֵל
jubilee	0	0	0	0	1	0	1	0	1	0	יוֹבֵל
judge	0	0	0	0	0	0	0	0	0	0	לִשְׁפּוֹט
judging	0	0	0	0	0	0	0	0	0	0	שיפוט
judgment	0	0	0	0	0	0	0	0	1	0	פְּסַק דִין
judicial	0	1	0	0	0	0	1	0	0	1	מִשׁפָּטִי
judiciary	0	1	0	0	0	0	0	0	0	1	מַעֲרֶכֶת מִשׁפָּטִית
judicious	0	0	0	0	0	0	1	0	0	1	נָבוֹן
jug	0	0	0	0	0	0	0	0	0	0	כד
juggle	0	0	0	0	0	0	0	0	0	0	ללהטט
juggling	0	0	0	0	0	0	0	0	0	0	לַהֲטוּטָנוּת
juice	0	0	0	0	0	0	0	0	0	0	מיץ
juicy	0	0	0	0	0	0	0	0	0	0	עֲסִיסִי
jumble	0	0	0	0	0	1	0	0	0	0	עִרבּוּביָה
jumbled	0	0	0	0	0	0	0	0	0	0	מְעוּרבָּב
jumbo	0	0	0	0	0	0	0	0	0	0	עֲנָק
jump	0	0	0	0	1	0	1	0	0	0	קְפִיצָה
junction	0	0	0	0	0	0	0	0	0	0	צוֹמֶת
juncture	0	0	0	0	0	0	0	0	0	0	צומת
jungle	0	0	0	1	0	0	0	0	0	0	ג'וּנגֶל
junior	0	0	0	0	0	0	0	0	0	0	זוּטָר
junk	0	0	0	0	0	1	0	0	0	0	פְּסוֹלֶת
junta	0	0	0	0	0	1	0	0	0	0	כַּת צְבָאִית
juridical	0	0	0	0	0	0	0	0	0	0	מִשׁפָּטִי
jurisdiction	0	0	0	0	0	0	0	0	0	0	סמכות שיפוט
jurisprudence	0	0	0	0	0	0	0	1	0	0	תוֹרַת הַמִשְׁפָּט
jurist	0	0	0	0	0	0	0	0	0	1	מִשׁפְּטָן
jury	0	0	0	0	0	0	0	0	0	1	חֶבֶר מוּשׁבַּעִים
justice	0	0	0	0	0	0	1	0	0	1	צֶדֶק
justifiable	0	0	0	0	0	0	1	0	0	1	מוּצדָק
justification	0	0	0	0	0	0	1	0	0	0	הַצדָקָה
justify	0	0	0	0	0	0	0	0	0	0	לְהַצְדִיק
jute	0	0	0	0	0	0	0	0	0	0	יוּטָה
juvenile	0	0	0	0	0	1	0	0	0	0	צָעִיר
juxtaposition	0	0	0	0	0	0	0	0	0	0	סְמִיכוּת
kaiser	0	0	0	0	0	0	0	0	0	0	קֵיסָר
kaleidoscope	0	0	0	0	0	0	0	0	0	0	קָלֵידוֹסקוֹפּ
kangaroo	0	0	0	0	0	0	0	0	0	0	קנגרו
kanji	0	0	0	0	0	0	0	0	0	0	קאנג'י
karma	0	0	0	0	0	0	0	0	0	0	קארמה
kayak	0	0	0	0	0	0	0	0	0	0	קָאִיָאק
keel	0	0	0	0	0	0	0	0	0	0	שִׁדְרִית
keeper	0	0	0	0	0	0	0	0	0	0	שׁוֹמֵר
keeping	0	0	0	0	0	0	0	0	0	0	שְׁמִירָה
keepsake	0	0	0	0	0	0	1	0	0	0	מַזכֶּרֶת
keg	0	0	0	0	0	0	0	0	0	0	חָבִית קְטָנָה
ken	0	0	0	0	0	0	1	0	0	0	קן
kennel	0	0	0	0	0	0	0	1	0	0	מְלוּנָה
kern	0	0	0	0	0	1	0	0	0	0	kern
kernel	0	0	0	0	0	0	0	0	0	0	גַרעִין
kerosene	0	0	0	1	0	0	0	0	0	0	נֵפט
kettle	0	0	0	0	0	0	0	0	0	0	קוּמקוּם
key	0	0	0	0	0	0	0	0	0	0	מַפְתֵחַ
keyhole	0	0	0	0	0	0	0	0	0	0	חוֹר הַמַנעוּל
keynote	0	0	0	0	0	0	1	0	0	0	נאום מרכזי
keystone	0	0	0	0	0	0	1	0	0	0	אֶבֶן רֹאשָׁה
khaki	0	0	0	0	0	0	0	0	0	0	חָקִי
khan	0	0	0	1	0	0	0	0	0	1	חַאן
kick	1	0	0	0	0	1	0	0	0	0	בְּעִיטָה
kicking	1	0	0	0	0	0	0	0	0	0	בועט
kid	0	0	0	0	0	0	0	0	0	0	יֶלֶד
kidding	0	0	0	0	0	0	0	0	0	0	צוחק
kidnap	1	0	0	1	0	1	0	1	1	0	לַחטוֹף
kill	0	0	0	1	0	1	0	1	0	0	לַהֲרוֹג
killing	1	0	0	1	0	1	0	1	0	0	הֶרֶג
kiln	0	0	0	0	0	0	0	0	0	0	כִּבשָׁן
kilogram	0	0	0	0	0	0	0	0	0	0	קִילוֹגרָם
kilometer	0	0	0	0	0	0	0	0	0	0	קִילוֹמֶטֶר
kilt	0	0	0	0	0	0	0	0	0	0	חֲצָאִית סְקוֹטִית
kimono	0	0	0	0	0	0	0	0	0	0	קִימוֹנוֹ
kin	0	0	0	0	0	0	0	0	0	0	משפחה
kind	0	0	0	0	1	0	1	0	0	1	סוג
kindergarten	0	0	0	0	0	0	0	0	0	0	גן ילדים
kindness	0	0	0	0	0	0	1	0	0	0	חסד
kindred	0	1	0	0	1	0	1	0	0	1	קרובי משפחה
kinematics	0	0	0	0	0	0	0	0	0	0	קינמטיקה
king	0	0	0	0	0	0	1	0	0	0	מלך
kingdom	0	0	0	0	0	0	0	0	0	0	מַלְכוּת
kink	0	0	0	0	0	0	0	0	0	0	קינק
kinky	0	0	0	0	0	0	0	0	0	0	מקורזל
kiosk	0	0	0	0	0	0	0	0	0	0	קִיוֹסק
kirk	0	0	0	0	0	0	0	0	0	0	קירק
kiss	0	1	0	0	1	0	1	0	1	0	נְשִׁיקָה
kit	0	0	0	0	0	0	0	0	0	0	קִיט
kitchen	0	0	0	0	0	0	0	0	0	0	מִטְבָּח
kite	0	0	1	0	0	1	0	0	0	0	עֲפִיפוֹן
kitten	0	0	0	0	1	0	1	0	0	1	גור חתולים
knack	0	0	0	0	0	0	1	0	0	0	כִּשָׁרוֹן
knapsack	0	0	0	0	0	0	0	0	0	0	תַרמִיל גַב
knead	0	0	0	0	0	0	0	0	0	0	ללוש
knee	0	0	0	0	0	0	0	0	0	0	הברך
kneel	0	0	0	0	0	0	0	0	0	0	לִכרוֹעַ בֶּרֶך
kneeling	0	0	0	0	0	0	0	0	0	0	כְּרִיעָה
knell	0	0	0	1	0	1	0	1	0	0	צִלצוּל
knickers	0	0	0	0	0	0	0	0	0	1	תחתונים
knife	0	0	0	0	0	0	0	0	0	0	סַכִּין
knight	0	0	0	0	0	0	1	0	0	0	אַבִּיר
knit	0	0	0	0	0	0	0	0	0	0	לִסְרוֹג
knob	0	0	0	0	0	0	0	0	0	0	כַּפתוֹר
knock	0	0	0	0	0	0	0	0	0	0	נְקִישָׁה
knoll	0	0	0	0	0	0	0	0	0	0	גִבעָה
knot	0	0	0	0	0	0	0	0	0	0	קשר
knotted	0	0	0	0	0	1	0	0	0	0	מְסוּקָס
knowing	0	0	0	0	0	0	1	0	0	0	יוֹדֵעַ
knowingly	0	0	0	0	0	0	0	0	0	0	בְּיוֹדְעִין
knowledge	0	0	0	0	0	0	1	0	0	0	יֶדַע
knuckle	0	0	0	0	0	0	0	0	0	0	פֶּרֶק
kos	0	0	0	0	0	0	0	0	0	0	kos
kris	0	0	0	0	0	0	0	0	0	0	קריס
kudos	0	0	0	0	1	0	1	0	0	0	כָּבוֹד
lab	0	0	0	0	0	0	0	0	0	0	מַעבָּדָה
label	0	0	0	0	0	0	0	0	0	1	תווית
labor	0	1	0	0	1	0	1	0	1	1	עבודה
laboratory	0	0	0	0	0	0	0	0	0	0	מַעבָּדָה
labored	0	0	0	0	0	1	0	1	0	0	עמל
laborer	0	0	0	0	0	0	0	0	0	0	פּוֹעֵל
laboring	0	0	0	0	0	0	0	0	0	0	עמלים
laborious	0	0	0	0	0	1	0	0	0	0	חָרוּץ
labyrinth	0	1	0	0	0	1	0	0	0	0	מָבוֹך
lac	0	0	0	0	0	0	0	0	0	0	lac
lace	1	0	0	1	0	1	1	1	0	1	תַחרָה
lack	0	0	0	0	0	1	0	0	0	0	חוֹסֶר
lacking	0	0	0	0	0	1	0	0	0	0	נָטוּל
lackluster	0	0	0	0	0	1	0	0	0	0	חסר ברק
lacquer	0	0	0	0	0	0	0	0	0	0	לַכָּה
lacrosse	0	0	0	0	0	0	0	0	0	0	לקרוס
lad	0	0	0	0	0	0	0	0	0	0	בָּחוּר
ladder	0	0	0	0	0	0	0	0	0	0	סוּלָם
laden	0	0	0	0	0	1	0	0	0	0	עָמוּס
lading	0	0	0	0	0	0	0	0	0	0	מִטְעָן
ladle	0	0	0	0	0	0	0	0	0	0	מַצֶקֶת
lady	0	0	0	0	0	0	0	0	0	0	גברת
lag	0	0	0	0	0	1	0	0	0	0	לְפַגֵר
lagging	1	1	1	0	0	1	0	1	0	0	הַשׁהָיָה
lagoon	0	0	0	0	0	0	0	0	0	0	לָגוּנָה
lair	0	0	0	0	0	1	0	0	0	0	מִרבָּץ
laity	0	0	0	0	0	0	0	0	0	0	הֶדיוֹטוּת
lake	0	0	0	0	0	0	0	0	0	0	אֲגַם
lama	0	0	0	0	0	0	0	0	0	0	לאמה
lamb	0	0	0	0	1	0	1	0	0	1	טלה
lament	0	0	1	1	0	1	0	1	0	0	קִינָה
lamenting	0	0	0	0	0	0	0	1	0	0	מקוננת
lamina	0	0	0	0	0	0	0	0	0	0	למינה
laminated	0	0	0	0	0	0	0	0	0	0	מְרוּבָּד
lamp	0	0	0	0	0	0	0	0	0	0	מנורה
lance	0	0	0	0	0	0	0	0	0	0	חנית
lancer	0	0	0	0	0	0	0	0	0	0	נוֹשֵׂא רוֹמַח
land	0	0	0	0	0	0	1	0	0	0	ארץ
landed	0	0	0	0	0	0	1	0	0	0	נחת
landing	0	0	0	0	0	0	0	0	0	0	נְחִיתָה
landlocked	0	0	0	0	0	0	0	0	0	0	מוּקָף יַבָּשָׁה
landlord	0	0	0	0	0	0	0	0	0	0	בעל בית
landmark	0	0	0	0	0	0	0	0	0	1	ציון דרך
lands	0	0	0	0	0	0	0	0	0	0	אדמות
landscape	0	0	0	0	0	0	0	0	0	0	נוֹף
landscaping	0	0	0	0	0	0	0	0	0	0	אדריכלות נוף
landslide	0	0	0	1	0	1	0	1	0	0	רוֹב מוֹחֵץ
lane	0	0	0	0	0	0	0	0	0	0	נתיב
language	0	0	0	0	0	0	0	0	0	0	שפה
languid	0	0	0	0	0	1	0	0	0	0	רָפֶה
languish	0	0	0	0	0	1	0	0	0	0	לְהִתְמוֹגֵג
languishing	0	0	0	1	0	1	0	1	0	0	נמק
lanky	0	0	0	0	0	0	0	0	0	0	גָבוֹהַ וְרָזֵה
lantern	0	0	0	0	0	0	0	0	0	0	פָּנָס
lap	0	0	0	0	0	0	0	0	0	0	הקפה
lapel	0	0	0	0	0	0	0	0	0	0	דַשׁ
lapse	0	0	0	0	0	1	0	0	0	0	לִשְׁגוֹת
lapsed	0	0	0	0	0	0	0	0	0	0	פג
larceny	0	0	1	0	0	1	0	0	0	0	גְנֵבָה
lard	0	0	0	0	0	0	0	0	0	0	שׁוּמָן
larder	0	0	0	0	0	0	0	0	0	0	מזווה
large	0	0	0	0	0	0	0	0	0	0	גָדוֹל
larger	0	0	1	0	0	0	0	0	1	1	יותר גדול
largo	0	0	0	0	0	0	0	0	0	0	לארגו
lark	0	0	0	0	0	0	0	0	0	0	לְהִשְׁתַעֲשֵׁעַ
larva	0	0	0	0	0	0	0	0	0	0	זַחַל
larynx	0	0	0	0	0	0	0	0	0	0	גָרוֹן
laser	0	0	0	0	0	0	1	0	0	1	לייזר
lash	1	0	0	1	0	1	0	0	0	0	לְהַצְלִיף
lass	0	0	0	0	0	0	0	0	0	0	בַּחוּרָה
lasso	0	0	0	0	0	0	0	0	0	0	פְּלָצוּר
lasting	0	0	0	0	0	0	0	0	0	0	מתמשך
latch	0	0	0	0	0	0	0	0	0	0	בְּרִיחַ
late	0	0	0	0	0	1	0	1	0	0	מאוחר
lateness	0	0	0	0	0	1	0	0	0	0	איחור
latent	1	1	1	0	0	1	0	0	1	0	חָבוּי
lateral	0	0	0	0	0	0	0	0	0	0	צְדָדִי
laterally	0	0	0	0	0	0	0	0	0	0	לרוחב
latex	0	0	0	0	0	0	0	0	0	0	שרף גומי
lathe	0	0	0	0	0	0	0	0	0	0	מַחֲרָטָה
lather	0	0	0	0	0	0	0	0	0	0	לְהַקְצִיף
latitude	0	0	0	0	0	0	0	0	0	0	קו רוחב
latrines	0	0	1	0	0	1	0	0	0	0	בתי שימוש
lattice	0	0	0	0	0	0	0	0	0	0	סָרִיג
laudable	0	0	0	0	0	0	1	0	0	0	רָאוּי לְשֶׁבַח
laugh	0	0	0	0	1	0	1	0	1	0	לִצְחוֹק
laughable	0	0	1	0	0	1	0	0	0	0	מַצחִיק
laughing	0	0	0	0	1	0	1	0	0	0	צוחק
laughter	0	1	0	0	1	0	1	0	1	0	צחוק
launch	0	1	0	0	0	0	1	0	0	0	לְהַשִׁיק
laundry	0	0	0	0	0	0	0	0	0	0	כְּבִיסָה
laureate	0	0	0	0	0	0	1	0	0	1	חֲתַן פְּרָס
laurel	0	0	0	0	0	0	1	0	0	0	דַפנָה
laurels	0	0	0	0	1	0	1	0	0	0	זֵרֵי דַפנָה
lava	1	0	0	1	0	1	0	0	0	0	לָבָה
lavage	0	0	0	0	0	0	0	0	0	0	שטיפה
lavatory	0	0	1	0	0	0	0	0	0	0	שֵׁירוּתִים
lavender	0	0	0	0	0	0	0	0	0	0	אֲזוֹבִיוֹן
lavish	0	0	0	0	0	0	1	0	0	0	מפואר
law	0	0	0	0	0	0	0	0	0	1	חוֹק
lawful	0	0	0	0	0	0	1	0	0	1	חוּקִי
lawlessness	1	0	0	1	0	1	0	0	0	0	הֶפקֵרוּת
lawn	0	0	0	0	0	0	0	0	0	0	דֶשֶׁא
lawsuit	1	0	1	1	0	1	0	1	1	0	תביעה משפטית
lawyer	1	0	1	1	0	1	0	0	0	0	עורך דין
lax	0	0	0	0	0	1	0	1	0	0	רָפֶה
laxative	0	0	1	1	0	1	0	0	0	0	חומר משלשל
lay	0	0	0	0	0	0	0	0	0	0	לְהַנִיחַ
layer	0	0	0	0	0	0	0	0	0	0	שִׁכבָה
layered	0	0	0	0	0	0	0	0	0	0	מְרוּבָּד
layman	0	0	0	0	0	0	0	0	0	0	הֶדיוֹט
lazy	0	0	0	0	0	1	0	0	0	0	עָצֵל
lea	0	0	0	0	0	0	0	0	0	0	ליאה
lead	0	0	0	0	0	0	1	0	0	0	עוֹפֶרֶת
leader	0	0	0	0	0	0	1	0	0	1	מַנהִיג
leading	0	0	0	0	0	0	0	0	0	1	מוֹבִיל
leads	0	0	0	0	0	0	0	0	0	0	מוביל
leaf	0	0	0	0	0	0	0	0	0	0	עלה
leaflet	0	0	0	0	0	0	0	0	0	0	עָלוֹן
leafy	0	0	0	0	0	0	0	0	0	0	מְכוּסֶה עַלִים
league	0	0	0	0	0	0	1	0	0	0	לִיגָה
leak	0	0	0	0	0	1	0	0	0	0	דְלִיפָה
leakage	0	0	0	0	0	1	0	0	0	0	דְלִיפָה
leaky	0	0	0	0	0	1	0	0	0	0	דולף
lean	0	0	0	0	0	0	0	0	0	0	רָזֶה
leaned	0	0	0	0	0	0	0	0	0	0	נשען
leaning	0	0	0	0	0	0	0	0	0	1	נשען
leap	0	0	0	0	0	0	0	0	0	0	לִקְפּוֹץ
learn	0	0	0	0	0	0	1	0	0	0	לִלמוֹד
learned	0	0	0	0	0	0	0	0	0	0	מְלוּמָד
learner	0	0	0	0	0	0	0	0	0	0	לומד
learning	0	0	0	0	0	0	1	0	0	0	לְמִידָה
lease	0	0	0	0	0	0	0	0	0	0	חוזה שכירות
leash	0	0	0	0	0	0	0	0	0	0	רצועה
leather	0	0	0	0	0	0	0	0	0	0	עוֹר
leathery	0	0	0	0	0	0	0	0	0	0	עוֹרִי
leave	0	0	0	0	0	1	0	1	1	0	לעזוב
lecture	0	0	0	0	0	0	0	0	0	0	הַרצָאָה
lecturer	0	0	0	0	0	0	1	0	0	0	מַרצֶה
ledge	0	0	0	0	0	0	0	0	0	0	מַדָף
ledger	0	0	0	0	0	0	0	0	0	0	פִּנקָס
lee	0	0	0	0	0	0	0	0	0	0	לי
leech	0	0	0	0	0	1	0	0	0	0	עֲלוּקָה
leeches	0	0	1	1	0	1	0	0	0	0	עלוקות
leer	0	0	1	0	0	1	0	0	0	0	לִרְאוֹת
leery	0	0	0	0	0	0	0	0	1	0	עצבני
lees	0	0	0	0	0	0	0	0	0	0	שְׁמָרִים
leeway	0	0	0	0	0	0	1	0	0	0	מֶרחַב תִמרוּן
left	0	0	0	0	0	0	0	0	0	0	שמאלה
leg	0	0	0	0	0	0	0	0	0	0	רגל
legacy	0	0	0	0	0	0	0	0	0	0	מוֹרֶשֶׁת
legal	0	0	0	0	0	0	1	0	0	1	משפטי
legality	0	0	0	0	0	0	0	0	0	0	חוּקִיוּת
legalize	0	0	0	0	0	0	0	0	0	0	לְהַכשִׁיר
legalized	1	0	0	1	1	0	1	0	0	1	לגליזציה
legally	0	0	0	0	0	0	0	0	0	0	מבחינה חוקית
legend	0	0	0	0	0	0	0	0	0	0	אגדה
legendary	0	0	0	0	0	0	1	0	0	0	אגדי
legibility	0	0	0	0	0	0	1	0	0	0	קְרִיאוּת
legible	0	0	0	0	0	0	1	0	0	0	קָרִיא
legion	0	0	0	0	0	0	0	0	0	0	לִגִיוֹן
legislate	0	0	0	0	0	0	0	0	0	0	לְחוֹקֵק
legislation	0	0	0	0	0	0	0	0	0	0	חֲקִיקָה
legislative	0	0	0	0	0	0	0	0	0	0	חקיקה
legislator	0	0	0	0	0	0	0	0	0	1	מְחוֹקֵק
legislature	0	0	0	0	0	0	0	0	0	1	בֵּית מְחוֹקְקִים
legitimacy	0	0	0	0	0	0	0	0	0	1	לֵגִיטִימִיוּת
legs	0	0	0	0	0	0	0	0	0	0	רגליים
legume	0	0	0	0	0	0	0	0	0	0	קטניות
leisure	0	1	0	0	1	0	1	0	1	1	פְּנַאִי
leisurely	0	0	0	0	0	0	1	0	0	0	בנחת
lemma	0	0	0	0	0	0	1	0	0	0	הלמה
lemon	0	0	1	0	0	1	0	0	0	0	לימון
lend	0	0	0	0	0	0	0	0	0	0	לְהַלווֹת
lender	0	0	0	0	0	0	0	0	0	1	מַשׁאִיל
lending	0	0	0	0	0	0	0	0	0	0	הַשׁאָלָה
length	0	0	0	0	0	0	0	0	0	0	אורך
lengthen	0	0	0	0	0	0	0	0	0	0	לְהַאֲרִיך
lengthened	0	0	0	0	0	0	0	0	0	0	התארך
lengthening	0	0	0	0	0	0	0	0	0	0	הִתאָרְכוּת
lengthwise	0	0	0	0	0	0	0	0	0	0	לְאוֹרֶך
lengthy	0	0	0	0	0	0	0	0	0	0	אָרוֹך
leniency	0	0	0	0	0	0	0	0	0	0	יָד רָכָּה
lenient	0	0	0	0	0	0	1	0	0	0	וַתְרָן
lens	0	0	0	0	0	0	0	0	0	0	עֲדָשָׁה
leopard	0	0	0	0	0	0	0	0	0	0	נָמֵר
leprosy	0	0	1	1	0	1	0	1	0	0	צָרַעַת
lessee	0	0	0	0	0	0	0	0	0	0	שׂוֹכֵר
