English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Kyrgyz Word
inconsequential	0	0	0	0	0	1	0	1	0	0	натыйжасыз
inconsiderate	1	0	1	0	0	1	0	1	0	0	көңүлсүз
inconsistency	0	0	0	0	0	1	0	0	0	0	карама-каршылык
inconspicuous	0	0	0	0	0	0	0	0	0	0	байкалбаган
incontinence	0	0	0	0	0	0	0	0	1	0	заара кармап калуу
inconvenient	1	0	1	0	0	1	0	1	0	0	ыңгайсыз
incorporate	0	0	0	0	0	0	0	0	0	0	кошуу
incorporation	0	0	0	0	0	0	0	0	0	0	инкорпорация
incorrect	0	0	0	0	0	1	0	0	0	0	туура эмес
increase	0	0	0	0	0	0	1	0	0	0	жогорулатуу
increased	0	0	0	0	0	0	0	0	0	0	көбөйдү
incredulous	1	0	1	0	0	1	0	0	0	0	ишенбестик
increment	0	0	0	0	0	0	0	0	0	0	көбөйтүү
incrimination	0	0	0	1	0	1	0	1	0	0	айыптоо
incubation	0	0	0	0	0	0	0	0	0	0	инкубациялоо
incubus	0	0	1	1	0	1	0	0	0	0	инкубус
incur	0	0	0	0	0	1	0	0	0	0	тартуу
incurable	1	0	1	1	0	1	0	1	0	0	айыккыс
incursion	0	0	0	1	0	1	0	0	0	0	басып алуу
indebted	0	0	0	0	0	0	0	0	0	0	карыз
indecency	1	0	1	0	0	0	0	0	0	0	адепсиздик
indecent	0	0	1	0	0	1	0	0	0	0	адепсиз
indecision	0	0	0	0	0	1	0	0	0	0	чечкинсиздик
indecisive	0	0	0	0	0	1	0	0	0	0	чечкинсиз
indefensible	0	0	0	1	0	1	0	0	0	0	корголгус
indelible	0	0	0	0	0	0	1	0	0	1	өчпөс
indemnification	0	0	0	0	0	0	0	0	0	0	зыяндын ордун толтуруу
indemnify	0	0	0	0	0	1	0	0	0	0	ордун толтуруу
indemnity	0	0	0	0	0	0	1	0	0	1	компенсация
indent	0	0	0	0	0	0	0	0	0	1	чегинүү
indentation	0	0	0	0	0	0	0	0	0	0	чегинүү
indenture	1	0	0	0	0	1	0	0	0	0	келишим
independence	0	1	0	0	1	0	1	0	1	1	көз карандысыздык
independent	0	0	0	0	0	0	0	0	0	0	көз карандысыз
indescribable	0	0	0	0	0	0	0	0	0	0	айтып жеткис
indestructible	0	0	0	0	0	0	1	0	0	1	бузулбас
indeterminate	0	0	0	0	0	1	0	0	0	0	аныкталбаган
index	0	0	0	0	0	0	0	0	0	0	индекс
indicating	0	0	0	0	0	0	0	0	0	0	көрсөтүү
indication	0	0	0	0	0	0	0	0	0	0	көрсөткүч
indicative	0	0	0	0	0	0	0	0	0	0	индикативдик
indicator	0	0	0	0	0	0	0	0	0	0	көрсөткүч
indice	0	0	0	0	0	0	0	0	0	0	индекс
indict	1	0	0	1	0	1	0	0	0	0	айыптоо
indictment	0	0	0	1	0	1	0	0	0	0	айыптоо
indifference	1	0	1	1	0	1	0	1	0	0	кайдыгерлик
indigenous	0	0	0	0	0	0	0	0	0	0	түпкүлүктүү
indigent	0	0	0	0	0	1	0	1	0	0	жакыр
indigestion	0	0	0	0	0	0	0	0	0	0	тамак сиңирүү
indignant	1	0	0	0	0	1	0	0	0	0	ачууланган
indignation	1	0	1	0	0	1	0	0	0	0	кыжырдануу
indigo	0	0	0	0	0	0	0	0	0	0	индиго
indirect	0	0	0	0	0	0	0	0	0	0	кыйыр
indispensable	0	0	0	0	0	0	0	0	0	0	алмаштыргыс
indistinct	0	0	0	0	0	1	0	0	0	0	түшүнүксүз
indistinguishable	0	0	0	0	0	0	0	0	0	0	айырмалангыс
individuality	0	0	0	0	0	0	1	0	0	0	индивидуалдык
indivisible	0	0	0	0	0	0	0	0	0	1	бөлүнгүс
indoctrination	1	0	0	1	0	1	0	0	0	0	индоктринация
indolent	0	0	0	0	0	1	0	0	0	0	жалкоо
indomitable	0	0	0	1	0	0	1	0	0	0	багынбас
indoor	0	0	0	0	0	0	0	0	0	0	ички
induce	0	0	0	0	0	0	0	0	0	0	түртүү
induced	0	0	0	0	0	0	0	0	0	0	индукцияланган
inducement	0	0	0	0	0	0	0	0	0	0	түрткү берүү
induction	0	0	0	0	0	0	0	0	0	0	индукция
indulge	0	0	0	0	0	0	0	0	0	0	ырахат алуу
indulgence	0	0	0	0	0	0	0	0	0	0	ырайым кылуу
indulgent	0	0	0	0	0	0	0	0	0	0	ырайымсыз
industrious	0	0	0	0	0	0	0	0	0	0	эмгекчил
industry	0	0	0	0	0	0	0	0	0	0	өнөр жай
ineffable	0	0	0	0	0	0	1	0	0	0	айтып жеткис
ineffective	0	0	0	0	0	1	0	0	0	0	натыйжасыз
ineffectual	0	0	1	0	0	1	0	0	0	0	натыйжасыз
inefficiency	0	0	1	0	0	1	0	1	0	0	натыйжасыздык
inefficient	0	0	0	0	0	1	0	1	0	0	натыйжасыз
inelastic	0	0	0	0	0	0	0	0	0	0	ийкемсиз
ineligible	0	0	0	0	0	0	0	0	0	0	жарамсыз
inept	1	0	1	0	0	1	0	0	0	0	жөндөмсүз
ineptitude	0	0	1	1	0	1	0	1	0	0	алсыздык
inequality	1	0	0	1	0	1	0	1	0	0	теңсиздик
inequitable	0	0	0	0	0	1	0	0	0	0	адилетсиз
inert	0	0	0	0	0	1	0	0	0	0	инерттүү
inertia	0	0	0	0	0	0	0	0	0	0	инерция
inevitable	0	0	0	0	0	0	0	0	0	0	сөзсүз
inexact	0	0	0	0	0	0	0	0	0	0	так эмес
inexcusable	1	0	1	0	0	1	0	1	0	0	кечирилгис
inexhaustible	0	0	0	0	0	0	0	0	0	0	түгөнгүс
inexpensive	0	0	0	0	0	0	1	0	0	0	арзан
inexperience	0	0	0	0	0	1	0	0	0	0	тажрыйбасыздык
inexperienced	0	0	0	0	0	1	0	0	0	0	тажрыйбасыз
inexplicable	0	0	0	0	0	1	0	0	1	0	түшүнүксүз
infallibility	0	0	0	0	0	0	0	0	0	1	жаңылбастык
infallible	0	0	0	0	0	0	1	0	0	0	жаңылбас
infamous	1	0	1	1	0	1	0	0	0	0	атактуу
infamy	0	0	0	0	0	1	0	1	0	0	жамандык
infancy	0	0	0	0	0	0	0	0	0	0	наристелик
infant	0	1	0	1	1	0	1	0	1	0	ымыркай
infanticide	1	1	1	1	0	1	0	1	0	0	наристе өлтүрүү
infantile	1	0	1	0	0	1	0	0	0	0	балалык
infantry	0	0	0	0	0	0	0	0	0	0	жөө аскерлер
infarct	0	0	0	1	0	1	0	0	1	0	инфаркт
infatuation	0	0	0	0	0	0	0	0	0	0	ашыктык
infeasible	0	0	0	0	0	0	0	0	0	0	мүмкүн эмес
infect	0	0	1	0	0	1	0	0	0	0	жугузуу
infection	0	0	0	1	0	1	0	0	0	0	инфекция
infectious	0	0	1	1	0	1	0	1	0	0	жугуштуу
infer	0	0	0	0	0	0	0	0	0	0	тыянак чыгаруу
inference	0	0	0	0	0	0	0	0	0	0	корутунду
inferential	0	0	0	0	0	0	0	0	0	0	тыянак чыгаруучу
inferior	0	0	0	0	0	1	0	1	0	0	төмөн
inferiority	0	0	0	0	0	1	0	0	0	0	кемчилик
inferno	1	0	0	1	0	1	0	0	0	0	тозок
infertile	0	0	0	0	0	0	0	0	0	0	тукумсуз
infertility	0	0	0	0	0	1	0	1	0	0	тукумсуздук
infestation	0	0	1	1	0	1	0	0	0	0	инвазия
infidel	1	0	1	1	0	1	0	0	0	0	каапыр
infidelity	1	0	1	1	0	1	0	1	0	0	ишенимсиздик
infiltration	0	0	0	0	0	1	1	0	0	0	инфильтрация
infinite	0	0	0	0	0	0	1	0	0	0	чексиз
infinitely	0	0	0	0	0	0	0	0	0	0	чексиз
infinitesimal	0	0	0	0	0	0	0	0	0	0	чексиз аз
infinity	0	1	0	0	1	0	1	0	0	1	чексиздик
infirm	0	0	0	0	0	1	0	0	0	0	алсыз
infirmary	0	0	0	0	0	0	0	0	0	0	оорукана
infirmity	0	0	0	1	0	1	0	0	0	0	алсыздык
inflammation	0	0	0	0	0	1	0	0	0	0	сезгенүү
inflated	0	0	0	0	0	1	0	0	0	0	толтурулган
inflation	0	0	0	1	0	1	0	0	0	0	инфляция
inflection	0	0	0	0	0	0	0	0	0	0	ийилүү
inflict	1	0	0	1	0	1	0	1	0	0	салуу
infliction	0	0	0	1	0	1	0	1	0	0	салуу
inflorescence	0	0	0	0	0	0	0	0	0	0	гүлдөө
influence	0	0	0	0	0	1	1	0	0	0	таасири
influential	0	0	0	0	0	0	1	0	0	1	таасирдүү
influenza	0	0	0	0	0	1	0	0	0	0	грипп
influx	0	0	0	0	0	0	0	0	0	0	агылып келүү
inform	0	0	0	0	0	0	0	0	0	1	кабарлоо
informal	0	0	0	0	0	0	0	0	0	0	формалдуу эмес
informant	0	0	0	0	0	0	0	0	0	0	маалымат берүүчү
information	0	0	0	0	0	0	1	0	0	0	маалымат
informed	0	0	0	0	0	0	0	0	0	0	кабарлады
informer	0	0	0	0	0	1	0	0	0	0	маалымат берүүчү
infraction	1	0	0	0	0	1	0	0	0	0	бузуу
infrequent	0	0	0	0	0	0	0	0	1	0	сейрек
infrequently	0	0	0	0	0	1	0	0	0	0	сейрек
infringement	0	0	0	0	0	1	0	0	0	0	бузуу
infuse	0	0	0	0	0	0	0	0	0	0	демдөө
infused	0	0	0	0	0	0	0	0	0	0	куюлган
infusion	0	0	0	0	0	0	0	0	0	0	инфузия
ingenious	0	0	0	0	0	0	1	0	0	0	гениалдуу
ingenuity	0	0	0	0	0	0	0	0	0	0	тапкычтык
ingest	0	0	0	0	0	0	0	0	0	0	жутуу
ingestion	0	0	0	0	0	0	0	0	0	0	жутуу
ingot	0	0	0	0	0	0	0	0	0	0	куйма
ingrained	0	0	0	0	0	0	0	0	0	0	сиңип калган
ingredient	0	0	0	0	0	0	0	0	0	0	ингредиент
ingress	0	0	0	0	0	0	0	0	0	0	кириш
inhabit	0	0	0	0	0	0	0	0	0	0	жашоо
inhabitant	0	0	0	0	0	0	0	0	0	0	жашоочу
inhabited	0	0	0	0	0	0	0	0	0	0	жашаган
inhabiting	0	0	0	0	0	0	0	0	0	0	жашаган
inhalation	0	0	0	0	0	0	0	0	0	0	дем алуу
inhale	0	0	0	0	0	0	0	0	0	0	дем алуу
inherent	0	0	0	0	0	0	0	0	0	0	мүнөздүү
inherit	0	0	0	0	0	0	0	0	0	0	мурастоо
inheritance	0	1	0	0	1	0	1	0	1	1	мурас
inhibit	1	0	1	0	0	1	0	1	0	0	бөгөт коюу
inhibition	0	0	0	0	0	0	0	0	0	0	бөгөт коюу
inhospitable	0	0	0	0	0	1	0	1	0	0	меймандос
inhuman	1	0	1	1	0	1	0	1	0	0	адамкерчиликсиз
inhumanity	0	0	0	0	0	1	0	1	0	0	адамкерчиликсиздик
inimical	1	0	0	0	0	1	0	1	0	0	душмандык
inimitable	0	0	0	0	0	0	1	0	0	1	кайталангыс
iniquity	0	0	1	0	0	1	0	0	0	0	мыйзамсыздык
initial	0	0	0	0	0	0	0	0	0	0	баштапкы
initiate	0	0	0	0	0	0	0	0	0	0	баштоо
initiated	0	0	0	0	0	0	0	0	0	0	демилгеленген
initiative	0	0	0	0	0	0	0	0	0	0	демилге
inject	0	0	0	0	0	0	0	0	0	0	сайма
injection	0	0	0	1	0	0	0	0	0	0	инъекция
injunction	0	0	0	0	0	1	0	0	0	0	буйрук
injure	1	0	0	1	0	1	0	1	0	0	жарадар кылуу
injured	0	0	0	1	0	1	0	1	0	0	жарадар болгон
injurious	1	0	0	1	0	1	0	1	0	0	зыяндуу
injury	1	0	0	1	0	1	0	1	0	0	жаракат
injustice	1	0	0	0	0	1	0	0	0	0	адилетсиздик
ink	0	0	0	0	0	0	0	0	0	0	сыя
inkling	0	0	0	0	0	0	0	0	0	0	ойлоо
inland	0	0	0	0	0	0	0	0	0	0	ички
inlay	0	0	0	0	0	0	0	0	0	0	инлей
inlet	0	0	0	0	0	0	0	0	0	0	кириш
inmate	0	0	1	1	0	1	0	0	0	0	камактагы
inn	0	0	0	0	0	0	0	0	0	0	инн
innate	0	0	0	0	0	0	0	0	0	0	тубаса
innermost	0	0	0	0	0	0	0	0	0	0	ички
innings	0	0	0	0	0	0	0	0	0	0	иннинг
innkeeper	0	0	0	0	0	0	0	0	0	0	мейманкананын ээси
innocence	0	0	0	0	0	0	1	0	0	0	күнөөсүздүк
innocent	0	0	0	0	0	0	1	0	0	1	күнөөсүз
innocently	0	0	0	0	0	0	1	0	0	0	күнөөсүз
innocuous	0	0	0	0	0	0	1	0	0	0	зыянсыз
innovate	0	0	0	0	0	0	1	0	0	0	жаңылык киргизүү
innovation	0	0	0	0	0	0	1	0	0	0	инновация
innuendo	0	0	0	0	0	0	0	0	0	0	иннуендо
innumerable	0	0	0	0	0	0	0	0	0	0	сансыз
inoculation	0	1	0	0	0	0	0	0	0	1	эмдөө
inoperative	1	0	0	0	0	1	0	0	0	0	иштебейт
inordinate	0	0	0	0	0	0	0	0	0	0	ченемсиз
inorganic	0	0	0	0	0	0	0	0	0	0	органикалык эмес
inquest	0	0	0	0	0	0	0	0	0	0	тергөө
inquire	0	0	0	0	0	0	0	0	0	0	сурап
inquirer	0	0	0	0	0	0	1	0	0	0	суроочу
inquiring	0	0	0	0	0	0	0	0	0	0	суроо
inquiry	0	1	0	0	0	0	1	0	0	0	суроо
inquisitive	0	0	0	0	0	0	1	0	0	0	кызыккан
insane	1	0	0	1	0	1	0	0	0	0	жинди
insanity	1	0	1	1	0	1	0	1	0	0	жиндилик
inscription	0	0	0	0	0	0	0	0	0	0	жазуу
inscrutable	0	0	0	0	0	0	0	0	0	0	түшүнүксүз
insect	0	0	0	0	0	0	0	0	0	0	курт-кумурскалар
insecure	1	0	0	1	0	1	0	1	0	0	кооптуу
insecurity	0	0	0	1	0	1	0	0	0	0	коопсуздук
inseparable	0	0	0	0	1	0	1	0	0	1	ажырагыс
insert	0	0	0	0	0	0	0	0	0	0	киргизүү
inserted	0	0	0	0	0	0	0	0	0	0	киргизилген
insertion	0	0	0	0	0	0	0	0	0	0	киргизүү
inside	0	0	0	0	0	0	0	0	0	0	ичинде
insidious	1	0	1	1	0	1	0	0	0	0	тымызын
insight	0	0	0	0	0	0	0	0	0	0	түшүнүк
insignia	0	0	0	0	0	0	1	0	0	0	белгиси
insignificance	0	0	0	0	0	1	0	0	0	0	маанисиздик
insignificant	1	0	0	0	0	1	0	1	0	0	маанисиз
insipid	0	0	0	0	0	1	0	0	0	0	татымалсыз
insist	0	0	0	0	0	0	0	0	0	0	талап кылуу
insolent	0	0	0	0	0	1	0	0	0	0	уятсыз
insoluble	0	0	0	0	0	0	0	0	0	0	эрибейт
insolvency	0	0	0	1	0	1	0	1	1	0	кудуретсиздик
insolvent	0	0	0	1	0	1	0	1	0	1	кудуретсиз
inspect	0	0	0	0	0	0	0	0	0	0	текшерүү
inspector	0	0	0	0	0	0	1	0	0	0	инспектор
inspiration	0	1	0	0	1	0	1	0	0	0	илхам
inspire	0	1	0	0	1	0	1	0	0	1	дем берүү
inspired	0	0	0	0	1	0	1	0	1	1	шыктандырган
instability	0	0	1	1	0	1	0	0	0	0	туруксуздук
install	0	1	0	0	0	0	0	0	0	0	орнотуу
installation	0	0	0	0	0	0	0	0	0	0	орнотуу
installment	0	0	0	0	0	0	0	0	0	0	бөлүп төлөө
instance	0	0	0	0	0	0	0	0	0	0	мисал
instant	0	0	0	0	0	0	0	0	0	0	заматта
instantaneous	0	0	0	0	0	0	0	0	0	0	көз ирмемдик
instantaneously	0	0	0	0	0	0	0	0	0	0	заматта
instigate	0	0	0	0	0	1	0	0	0	0	шыктандыруу
instigation	0	0	0	0	0	1	0	0	0	0	шыктандыруу
instill	0	0	0	0	0	0	0	0	0	0	тамчылоо
instinct	0	0	0	0	0	0	0	0	0	0	инстинкт
instinctive	1	0	1	1	0	0	1	0	0	0	инстинктивдүү
institute	0	0	0	0	0	0	0	0	0	1	институт
institution	0	0	0	0	0	0	0	0	0	0	мекеме
instruct	0	0	0	0	0	0	1	0	0	1	көрсөтмө берүү
instructed	0	0	0	0	0	0	0	0	0	0	көрсөтмө берген
instruction	0	0	0	0	0	0	1	0	0	1	көрсөтмө
instructional	0	0	0	0	0	0	0	0	0	0	көрсөтмөлүү
instructions	0	1	0	0	0	0	0	0	0	1	көрсөтмөлөр
instructive	0	0	0	0	0	0	0	0	0	0	үйрөтүүчү
instructor	0	1	0	0	0	0	1	0	0	1	инструктор
instrument	0	0	0	0	0	0	0	0	0	0	аспап
instrumental	0	0	0	0	0	0	1	0	0	0	аспаптык
instrumentalist	0	0	0	0	0	0	0	0	0	0	аспапчы
instrumentality	0	0	0	0	0	0	0	0	0	0	аспаптык
insufficiency	1	0	0	0	0	1	0	0	0	0	жетишсиздик
insufficient	0	0	0	0	0	1	0	0	0	0	жетишсиз
insufficiently	0	0	0	0	0	1	0	0	0	0	жетишсиз
insular	0	0	0	0	0	0	0	0	0	0	изолярдык
insulate	0	0	0	0	0	0	0	0	0	0	изоляциялоо
insulation	0	0	0	0	0	0	0	0	0	1	изоляция
insult	1	0	1	0	0	1	0	1	1	0	кемсинтүү
insulting	1	0	1	1	0	1	0	1	0	0	кемсинтүү
insurance	0	0	0	0	0	0	0	0	0	0	камсыздандыруу
insure	0	0	0	0	0	0	1	0	0	1	камсыздандыруу
insurgent	0	0	0	0	0	1	0	0	0	0	козголоңчу
insurmountable	0	0	0	1	0	1	0	1	0	0	жетүү мүмкүн эмес
insurrection	1	0	0	0	0	1	0	0	0	0	көтөрүлүш
intact	0	0	0	0	0	0	1	0	0	1	бүтүн
intangible	0	0	0	0	0	0	0	0	0	0	материалдык эмес
integer	0	0	0	0	0	0	0	0	0	0	бүтүн сан
integral	0	0	0	0	0	0	0	0	0	0	интегралдык
integrate	0	0	0	0	0	0	0	0	0	0	интеграциялоо
integration	0	0	0	0	0	0	0	0	0	0	интеграция
integrity	0	0	0	0	0	0	1	0	0	1	бүтүндүк
intellect	0	0	0	0	0	0	1	0	0	0	акыл
intellectual	0	0	0	0	0	0	1	0	0	0	интеллектуал
intelligence	0	0	0	1	1	0	1	0	0	1	интеллект
intelligent	0	0	0	0	0	0	1	0	0	1	акылдуу
intelligibility	0	0	0	0	0	0	0	0	0	0	түшүнүктүүлүк
intelligible	0	0	0	0	0	0	0	0	0	0	түшүнүктүү
intend	0	0	0	0	0	0	0	0	0	1	ниет кылуу
intended	0	1	0	0	0	0	1	0	0	0	арналган
intending	0	0	0	0	0	0	0	0	0	0	ниеттенүүдө
intense	1	0	1	1	1	1	1	0	1	1	интенсивдүү
intensely	0	0	0	0	0	0	0	0	0	0	катуу
intensify	0	0	0	0	0	0	0	0	0	0	күчөтүү
intensity	0	0	0	0	0	0	0	0	0	0	интенсивдүүлүк
intent	0	0	0	0	0	0	0	0	0	0	ниет
intention	0	0	0	0	0	0	0	0	0	0	ниет
intentional	0	0	0	0	0	0	0	0	0	0	атайылап
intentionally	0	0	0	0	0	0	0	0	0	0	атайылап
inter	0	0	0	0	0	1	0	1	0	0	inter
interaction	0	0	0	0	0	0	0	0	0	0	өз ара аракеттенүү
intercede	0	0	0	1	0	0	0	1	0	0	шапаат кылуу
intercept	0	0	0	0	0	0	0	0	0	0	тосуу
interception	0	0	0	0	0	0	0	0	0	0	тосуу
intercession	0	0	0	0	0	0	0	0	0	1	арачылык
interchange	0	0	0	0	0	0	0	0	0	0	алмашуу
interchangeable	0	0	0	0	0	0	0	0	0	0	алмаштырылышы мүмкүн
interchanged	0	0	0	0	0	0	0	0	0	0	алмашты
intercom	0	0	0	0	0	0	0	0	0	0	домофон
intercourse	0	0	0	0	0	0	1	0	0	0	жыныстык катнаш
interdependence	0	0	0	0	0	0	0	0	0	0	өз ара көз карандылык
interdependent	0	0	0	0	0	0	0	0	0	0	өз ара көз каранды
interdiction	0	0	0	0	0	1	0	0	0	0	тыюу салуу
interest	0	0	0	0	0	0	1	0	0	0	кызыгуу
interested	0	0	1	0	0	0	1	1	0	0	кызыкдар
interesting	0	0	0	0	0	0	1	0	0	0	кызыктуу
interference	0	0	0	0	0	1	0	0	0	0	кийлигишүү
interferometer	0	0	0	0	0	0	0	0	0	0	интерферометр
interim	0	1	0	0	0	0	0	0	0	0	убактылуу
interior	0	0	1	0	0	0	1	0	0	1	ички
interlocutory	0	0	0	0	0	0	1	0	0	0	маектешүүчү
interlude	0	0	0	0	0	0	1	0	0	0	интермедия
intermediary	0	0	0	0	0	0	0	0	0	0	ортомчу
intermediate	0	0	0	0	0	0	0	0	0	0	орто
interment	0	0	0	0	0	1	0	1	0	0	көмүү
interminable	1	1	0	0	0	1	1	0	0	0	чексиз
intermission	0	1	0	0	0	0	0	0	0	0	тыныгуу
intermittent	0	0	0	0	0	0	0	0	0	0	үзгүлтүктүү
intern	0	0	0	0	0	0	0	0	0	0	интерн
internal	0	0	0	0	0	0	0	0	0	0	ички
internally	0	0	0	0	0	0	0	0	0	0	ички
international	0	0	0	0	0	0	0	0	0	0	эл аралык
interpolate	0	0	0	0	0	0	0	0	0	0	интерполяциялоо
interpolation	0	0	0	0	0	0	0	0	0	0	интерполяция
interpret	0	0	0	0	0	0	0	0	0	0	чечмелөө
interpretation	0	0	0	0	0	0	0	0	0	0	чечмелөө
interpreter	0	0	0	0	0	0	0	0	0	0	котормочу
interrelated	0	0	0	0	0	0	0	0	0	0	өз ара байланыштуу
interrogate	0	0	0	1	0	0	0	0	0	0	суракка алуу
interrogation	0	0	0	1	0	0	0	0	0	0	сурак
interrupt	1	0	0	0	0	1	0	0	1	0	үзүү
interrupted	0	0	0	0	0	1	0	1	0	0	үзүлдү
interruption	0	0	0	0	0	0	0	0	0	0	үзгүлтүккө учуратуу
intersect	0	0	0	0	0	0	0	0	0	0	кесилишет
intersection	0	0	0	0	0	0	0	0	0	0	кесилиши
interstitial	0	0	0	0	0	0	0	0	0	0	интерстициалдык
interval	0	0	0	0	0	0	0	0	0	0	интервал
intervening	0	0	0	0	0	0	0	0	0	0	кийлигишүү
intervention	0	0	0	0	0	1	1	1	0	0	кийлигишүү
interview	0	0	0	0	0	0	0	0	0	0	интервью
interviewer	0	0	0	1	0	0	0	0	0	0	интервьючу
interworking	0	0	0	0	0	0	0	0	0	0	өз ара иштөө
intestate	0	0	0	0	0	1	0	0	0	0	мураскор
intestinal	0	0	1	0	0	0	0	0	0	0	ичеги
intestine	0	0	0	0	0	0	0	0	0	0	ичеги
intestines	0	0	0	0	0	0	0	0	0	0	ичегилер
intimacy	0	0	0	0	0	0	0	0	0	0	жакындык
intimate	0	1	0	0	1	0	1	0	0	1	ынак
intimately	0	1	0	1	1	0	0	0	0	0	ынак
intimation	0	0	0	0	0	0	0	0	0	0	интимация
intimidate	0	0	0	1	0	1	0	0	0	0	коркутуу
intimidation	1	0	0	1	0	1	0	0	0	0	коркутуу
intolerable	1	0	0	0	0	1	0	0	0	0	чыдагыс
intolerance	1	0	1	1	0	1	0	0	0	0	чыдамсыздык
intolerant	1	0	1	1	0	1	0	1	0	0	сабырсыз
intonation	0	0	0	0	0	0	1	0	0	0	интонация
intoxicated	0	0	1	0	0	1	0	0	0	0	мас
intoxication	0	0	0	0	0	0	0	0	0	0	мас болуу
intractable	1	0	0	0	0	1	0	0	0	0	чечилбес
intramural	0	0	0	0	0	0	0	0	0	0	интрамуралдык
intrepid	0	0	0	0	0	0	1	0	0	0	тайманбас
intricate	0	0	0	0	0	0	0	0	0	0	татаал
intrigue	0	1	0	1	0	1	0	0	1	0	интрига
intriguing	0	0	0	0	0	0	0	0	0	0	кызыктуу
intrinsic	0	0	0	0	0	0	0	0	0	0	ички
intrinsically	0	0	0	0	0	0	0	0	0	0	ички
introduction	0	0	0	0	0	0	0	0	0	0	киришүү
introductory	0	0	0	0	0	0	0	0	0	0	киришүү
introspection	0	0	0	0	0	0	0	0	0	0	интроспекция
introspective	0	0	0	0	0	0	0	0	0	0	интроспективалык
intruder	1	0	0	1	0	1	0	0	1	0	кирүүчү
intrusion	0	0	0	1	0	1	0	0	0	0	интрузия
intrusive	1	0	1	1	0	1	0	0	1	0	интрузивдик
intuition	0	0	0	0	0	0	1	0	0	1	интуиция
intuitive	0	0	0	0	0	0	1	0	0	0	интуитивдик
intuitively	0	1	0	0	0	0	0	0	0	0	интуитивдик
inundation	0	0	0	0	0	0	0	0	0	0	суу каптоо
invade	1	0	0	1	0	1	0	1	1	0	басып алуу
invader	1	0	0	1	0	1	0	1	0	0	баскынчы
invalid	0	0	0	0	0	0	0	1	0	0	жараксыз
invalidate	0	0	0	0	0	1	0	0	0	0	жараксыз кылуу
invalidation	0	0	0	0	0	1	0	0	0	0	жараксыз деп табуу
invalidity	0	0	0	0	0	1	0	0	0	0	жараксыздык
invaluable	0	0	0	0	0	0	0	0	0	0	баа жеткис
invariably	0	0	0	0	0	0	1	0	0	0	дайыма
invasion	1	0	0	0	0	1	0	0	0	0	басып алуу
invent	0	0	0	0	0	0	0	0	0	0	ойлоп табуу
invention	0	0	0	0	0	0	0	0	0	0	ойлоп табуу
inventive	0	0	0	0	0	0	1	0	0	0	ойлоп табуучулук
inventor	0	0	0	0	0	0	1	0	0	0	ойлоп табуучу
inventory	0	0	0	0	0	0	0	0	0	0	инвентаризация
inverse	0	0	0	0	0	0	0	0	0	0	тескери
inversely	0	0	0	0	0	0	0	0	0	0	тескери
inversion	0	0	0	0	0	0	0	0	0	0	инверсия
invert	0	0	0	0	0	0	0	0	0	0	invert
inverted	0	0	0	0	0	0	0	0	0	0	тескери
investigate	0	0	0	0	0	0	1	0	0	0	иликтөө
investigation	0	1	0	0	0	0	0	0	0	0	тергөө
investigator	0	0	0	0	0	0	0	0	0	0	тергөөчү
investor	0	0	0	0	0	0	0	0	0	0	инвестор
invigorate	0	0	0	0	0	0	1	0	0	0	жандандыруу
invincible	0	0	0	0	0	0	0	0	0	0	жеңилбес
invisibility	0	0	0	0	0	0	0	0	0	0	көрүнбөгөндүк
invisible	0	0	0	0	0	0	0	0	0	0	көрүнбөгөн
invitation	0	1	0	0	0	0	1	0	0	0	чакыруу
invite	0	1	0	0	1	0	1	0	1	1	чакыруу
inviting	0	1	0	0	1	0	1	0	1	1	чакыруу
invocation	0	1	0	0	0	0	0	0	0	1	чакыруу
invoice	0	0	0	0	0	0	0	0	0	0	эсеп-фактура
invoke	0	1	0	0	0	0	0	0	0	0	чакыруу
involuntary	0	0	0	0	0	1	0	0	0	0	эрксиз
involution	1	0	0	0	0	1	0	0	0	0	инволюция
involvement	1	0	0	0	0	0	0	0	0	0	тартуу
inwards	0	0	0	0	0	0	0	0	0	0	ичине
iota	0	0	0	0	0	0	0	0	0	0	iota
irate	1	0	0	0	0	1	0	0	0	0	ачуулануу
ire	1	0	0	0	0	1	0	0	0	0	ачуулануу
iridescent	0	0	0	0	0	0	0	0	0	0	иридесценттүү
iris	0	0	0	1	0	0	0	0	0	0	ирис
iron	0	0	0	0	0	0	1	0	0	1	темир
ironic	0	0	0	0	0	0	0	0	0	0	ирониялык
irons	0	0	0	0	0	1	0	0	0	0	үтүктөр
irony	0	0	0	0	0	0	0	0	0	0	ирония
irradiation	0	0	0	0	0	0	0	0	0	0	нурлануу
irrational	0	0	1	1	0	1	0	0	0	0	акылга сыйбас
irrationality	0	0	0	0	0	1	0	0	0	0	акылга сыйбастык
irreconcilable	1	0	0	1	0	1	0	1	0	0	келишпес
irreducible	0	0	0	0	0	0	1	0	0	0	азайтылгыс
irrefutable	0	0	0	0	0	0	1	0	0	1	талашсыз
irregular	0	0	0	0	0	1	0	0	0	0	тартипсиз
irregularity	0	0	0	0	0	1	0	0	0	0	тартипсиздик
irregularly	0	0	0	0	0	0	0	0	0	0	тартипсиз
irrelevant	0	0	0	0	0	1	0	0	0	0	тиешеси жок
irreparable	0	0	0	1	0	1	0	1	0	0	орду толгус
