English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Sundanese Word
notation	0	0	0	0	0	0	0	0	0	0	notasi
notch	0	0	0	0	0	0	0	0	0	0	kiyeu
notched	0	0	0	0	0	0	0	0	0	0	notched
note	0	0	0	0	0	0	0	0	0	0	Catetan
notebook	0	0	0	0	0	0	0	0	0	0	buku catetan
noted	0	0	0	0	0	0	1	0	0	0	nyatet
noteworthy	0	0	0	0	0	0	0	0	0	0	noteworthy
nothingness	0	0	0	0	0	1	0	1	0	0	euweuh nanaon
notice	0	0	0	0	0	0	0	0	0	0	bewara
noticeable	0	0	0	0	0	0	0	0	0	0	katingali
notification	0	1	0	0	0	0	0	0	0	0	bewara
notify	0	0	0	0	0	0	0	0	0	0	ngabéjaan
notion	0	0	0	0	0	0	1	0	0	0	anggapan
notional	0	0	0	0	0	0	0	0	0	0	nosional
notoriety	1	0	1	1	0	1	1	0	0	0	kasohor
notwithstanding	0	0	0	0	0	0	0	0	0	0	sanajan kitu
nought	0	0	0	0	0	0	0	0	0	0	euweuh
noun	0	0	0	0	0	0	0	0	0	0	kecap barang
nourish	0	0	0	0	0	0	0	0	0	0	ngasuh
nourishment	0	0	0	0	0	0	1	0	0	0	kadaharan
nouveau	0	0	0	0	0	0	0	0	0	0	nouveau
novelty	0	0	0	0	0	0	0	0	0	0	novelty
novice	0	0	0	0	0	0	0	0	0	0	novice
nowadays	0	0	0	0	0	0	0	0	0	0	ayeuna
noxious	0	0	1	1	0	1	0	0	0	0	ngabahayakeun
nozzle	0	0	0	0	0	0	0	0	0	0	nozzle
nuance	0	0	0	0	0	0	0	0	0	0	nuansa
nuances	0	0	0	0	0	0	0	0	0	0	nuansa
nucleus	0	0	0	0	0	0	0	0	0	0	inti
nude	0	0	0	0	0	0	0	0	0	0	buligir
nudge	0	0	0	0	0	0	0	0	0	0	nyentak
nudity	0	0	0	0	0	0	0	0	0	0	buligir
nugget	0	0	0	0	0	0	0	0	0	0	nugget
nuisance	1	0	0	0	0	1	0	0	0	0	gangguan
nul	0	0	0	0	0	1	0	0	0	0	nul
null	0	0	0	0	0	0	0	0	0	0	null
nullify	0	0	0	0	0	1	0	0	1	0	ngabatalkeun
numb	0	0	0	0	0	1	0	0	0	0	heureuy
number	0	0	0	0	0	0	0	0	0	0	angka
numbering	0	0	0	0	0	0	0	0	0	0	panomeran
numbers	0	0	0	0	0	0	1	0	0	0	angka
numbness	0	0	0	0	0	1	0	1	0	0	kabeuratan
numeral	0	0	0	0	0	0	0	0	0	0	angka
numerator	0	0	0	0	0	0	0	0	0	0	numerator
numerical	0	0	0	0	0	0	0	0	0	0	angka
numerically	0	0	0	0	0	0	0	0	0	0	sacara numerik
numerous	0	0	0	0	0	0	0	0	0	0	loba
nun	0	0	0	0	0	1	0	0	0	1	nun
nurse	0	0	0	0	0	0	1	0	0	1	perawat
nursery	0	0	0	0	1	0	1	0	0	1	pabinihan
nurture	1	1	1	1	1	0	1	0	0	1	ngasuh
nutmeg	0	0	0	0	0	0	0	0	0	0	pala
nutrition	0	0	0	0	0	0	0	0	0	0	gizi
nutritious	0	0	0	0	0	0	1	1	0	0	bergizi
nutritive	0	0	0	0	0	0	0	0	0	0	bergizi
nuts	0	0	0	0	0	0	0	0	0	0	kacangan
nymph	0	0	0	0	0	0	0	0	0	0	nimfa
oaf	0	0	0	0	0	1	0	0	0	0	oaf
oak	0	0	0	0	0	0	1	0	0	0	ek
oar	0	0	0	0	0	0	0	0	0	0	dayung
oasis	0	1	0	0	1	0	1	0	0	1	oasis
oath	0	0	0	0	0	0	1	0	0	1	sumpah
oatmeal	0	0	0	0	0	0	0	0	0	0	oatmeal
obedience	0	0	0	0	0	0	1	0	0	1	kataatan
obedient	0	0	0	0	0	0	0	0	0	0	taat
obediently	0	0	0	0	0	0	0	0	0	0	patuh
obelisk	0	0	0	0	0	0	0	0	0	0	obelisk
obese	0	0	1	0	0	1	0	0	0	0	obese
obesity	0	0	1	0	0	1	0	1	0	0	obesitas
obey	0	0	0	1	0	0	0	0	0	1	nurut
obi	0	0	1	1	0	1	0	0	0	0	obi
obit	0	0	0	0	0	1	0	1	1	0	obit
obituary	0	0	0	0	0	1	0	1	0	0	obituari
object	0	0	0	0	0	0	0	0	0	0	objék
objection	1	0	0	0	0	1	0	0	0	0	bantahan
objectionable	0	0	0	0	0	1	0	0	0	0	teu pikaresepeun
objective	0	1	0	0	0	0	1	0	0	1	obyektif
obligation	0	0	0	0	0	0	0	0	0	0	kawajiban
obligatory	0	0	0	0	0	0	0	0	0	0	wajib
oblige	0	0	0	0	0	1	0	0	0	1	ngawajibkeun
obliged	0	0	0	0	0	0	0	0	0	0	wajib
obliging	1	1	1	1	1	0	1	0	1	1	ngawajibkeun
obligor	0	0	0	1	0	1	0	0	0	0	obligor
oblique	0	0	0	0	0	0	0	0	0	0	miring
obliterate	1	0	0	1	0	1	0	1	0	0	ngaleungitkeun
obliterated	1	0	0	1	0	1	0	0	0	0	dileungitkeun
obliteration	0	0	0	1	0	1	0	1	0	0	obliteration
oblivion	1	0	0	1	0	1	0	0	0	0	hilapna
oblivious	0	0	0	0	0	0	0	0	0	0	poho
oblong	0	0	0	0	0	0	0	0	0	0	bujur
obnoxious	1	0	1	0	0	1	0	1	0	0	keuheul
oboe	0	0	0	0	0	0	0	0	0	0	oboe
obscene	0	0	1	0	0	1	0	0	0	0	cabul
obscenity	1	0	1	0	0	1	0	0	0	0	kakeuheul
obscure	0	0	0	0	0	0	0	0	0	0	teu jelas
obscured	0	0	0	0	0	0	0	0	0	0	kahalangan
obscurity	0	0	0	0	0	1	0	0	0	0	kateupastian
observance	0	0	0	0	0	0	0	0	0	0	pangawakan
observant	0	0	0	0	0	0	1	0	0	0	perhatikeun
observation	0	0	0	0	0	0	0	0	0	0	observasi
observatory	0	0	0	0	0	0	0	0	0	0	observatorium
observe	0	0	0	0	0	0	0	0	0	0	nitenan
observer	0	0	0	0	0	0	0	0	0	0	panitén
observing	0	0	0	0	0	0	0	0	0	0	niténan
obsession	0	0	0	0	0	0	0	0	0	0	obsesi
obsolescence	0	0	0	0	0	0	0	0	0	0	obsolescence
obstacle	1	0	0	1	0	1	0	1	0	0	halangan
obstetrician	0	0	0	0	0	0	0	0	0	1	dokter kandungan
obstetrics	0	0	0	0	0	0	0	0	0	0	obstetrics
obstinate	0	0	0	0	0	1	0	0	0	0	bandel
obstruct	1	0	0	1	0	1	0	0	0	0	ngahalangan
obstruction	0	0	0	0	0	1	0	0	0	0	ngahalangan
obstructive	1	0	0	0	0	1	0	0	0	0	ngahalangan
obtain	0	0	0	0	0	0	0	0	0	0	meunang
obtainable	0	0	0	0	1	0	1	0	0	0	dimeunangkeun
obtuse	0	0	0	0	0	1	0	0	0	0	bungur
obverse	0	0	0	0	0	0	0	0	0	0	obverse
obvious	0	0	0	0	0	0	1	0	0	1	atra
ocarina	0	0	0	0	0	0	0	0	0	0	ocarina
occasion	0	0	0	0	0	0	0	0	0	0	kasempetan
occasional	0	0	0	0	0	0	0	0	1	0	kadang-kadang
occasionally	0	0	0	0	0	0	0	0	0	0	aya kalana
occlusion	0	0	0	0	0	0	0	0	0	0	occlusion
occult	0	0	1	1	0	1	0	0	0	0	gaib
occupancy	0	0	0	0	0	0	0	0	0	0	occupancy
occupant	0	0	0	0	0	0	1	0	0	1	pangeusina
occupation	0	0	0	0	0	0	1	0	0	0	pagawean
occupied	0	0	0	0	0	0	0	0	0	0	dijajah
occupier	0	0	0	0	0	0	0	0	0	0	pangeusi
occupy	0	0	0	0	0	0	1	0	0	0	nempatan
occupying	0	0	0	0	0	0	0	0	0	0	nempatan
occur	0	0	0	0	0	0	0	0	0	0	lumangsung
occurrence	0	0	0	0	0	0	0	0	0	0	kajadian
ocean	0	0	0	0	0	0	0	0	0	0	sagara
oceanic	0	0	0	0	0	0	0	0	0	0	sagara
octagon	0	0	0	0	0	0	0	0	0	0	oktagon
octave	0	0	0	0	0	0	0	0	0	0	oktaf
octopus	0	0	1	0	0	0	0	0	0	0	gurita
ocular	0	0	0	0	0	0	0	0	0	0	ocular
oddity	0	0	1	0	0	1	0	1	1	0	kaanehan
odds	0	0	0	0	0	0	0	0	0	0	odds
ode	0	0	0	0	0	0	0	0	0	0	ode
odious	1	0	1	1	0	1	0	0	0	0	odious
odometer	0	0	0	0	0	0	0	0	0	0	odometer
odor	0	0	0	0	0	1	0	0	0	0	bau
oestrogen	0	0	0	0	0	0	0	0	0	0	éstrogén
oeuvre	0	0	0	0	0	0	0	0	0	0	oeuvre
offal	0	0	0	0	0	0	0	0	0	0	jeroan
offend	1	0	1	0	0	1	0	0	0	0	nyigeung
offended	1	0	0	0	0	1	0	1	0	0	gelo
offender	1	0	1	1	0	1	0	1	0	0	palaku
offense	1	0	1	1	0	1	0	1	0	0	ngalanggar
offensive	1	0	1	0	0	1	0	0	0	0	karasa
offer	0	0	0	0	0	0	1	0	0	0	nawaran
offered	0	0	0	0	0	0	0	0	0	0	ditawarkeun
offering	0	0	0	0	0	0	0	0	0	1	maturan
offhand	0	0	0	0	0	1	0	0	0	0	tiheula
office	0	0	0	0	0	0	0	0	0	0	kantor
officer	0	0	0	0	0	0	1	0	0	1	patugas
offices	0	0	0	0	0	0	0	0	0	0	kantor-kantor
official	0	0	0	0	0	0	0	0	0	1	resmi
officiate	0	0	0	0	0	0	0	0	0	0	ngajabat
offing	0	0	0	0	0	1	0	0	0	0	offing
offload	0	0	0	0	0	0	0	0	0	0	ngamuat
offset	0	1	0	0	0	0	1	0	0	0	ngimbangan
offshoot	0	0	0	0	0	0	1	0	0	0	turunan
offside	0	0	0	0	0	0	0	0	0	0	offside
oft	0	0	0	0	0	0	0	0	0	0	sering
oftentimes	0	0	0	0	0	0	0	0	0	0	mindeng
ogre	0	0	1	1	0	1	0	0	0	0	ogre
oil	0	0	0	0	0	0	0	0	0	0	minyak
oils	0	0	0	0	0	0	0	0	0	0	minyak-minyak
ointment	0	0	0	0	0	0	0	0	0	0	salep
olfactory	0	1	0	0	0	1	0	0	0	0	olfaktorius
oligarchy	0	0	0	0	0	1	0	0	0	0	oligarki
olive	0	0	0	0	0	0	0	0	0	0	zaitun
omega	0	0	0	0	0	0	0	0	0	0	oméga
omelet	0	0	0	0	0	0	0	0	0	0	omelet
omen	0	1	0	1	0	1	0	0	0	0	pertanda
ominous	0	1	0	1	0	1	0	0	0	0	ominous
omission	0	0	0	0	0	0	0	0	0	0	omission
omit	0	0	0	0	0	1	0	0	0	0	ngaleungitkeun
omitted	0	0	0	0	0	0	0	0	0	0	dileungitkeun
omnibus	0	0	0	0	0	0	0	0	0	0	omnibus
omnipotence	0	0	0	1	0	1	1	0	0	0	maha kawasa
omnipotent	0	0	0	0	0	0	0	0	0	0	maha kawasa
omnipresent	0	0	0	0	0	0	0	0	0	0	omnipresent
omniscient	0	0	0	0	0	0	1	0	0	1	mahatahu
oncologist	0	0	0	0	0	0	0	0	0	0	ahli onkologi
oneness	0	0	0	0	0	0	0	0	0	0	kasatunggalan
onerous	1	0	0	0	0	1	0	1	0	0	beurat
oneself	0	0	0	0	0	0	0	0	0	0	sorangan
ongoing	0	1	0	0	0	0	0	0	0	0	lumangsung
onion	0	0	0	0	0	0	0	0	0	0	bawang
onset	0	1	0	0	0	0	0	0	0	0	mimiti
onslaught	0	0	0	0	0	0	0	0	0	0	serangan
ontology	0	0	0	0	0	0	0	0	0	0	ontologi
onus	0	0	0	0	0	1	0	0	0	0	tanggung jawab
onward	0	0	0	0	0	0	0	0	0	0	ka hareup
onyx	0	0	0	0	0	0	0	0	0	0	onyx
ooze	0	0	1	0	0	1	0	0	0	0	ooze
oozing	0	0	0	0	0	0	0	0	0	0	oozing
opacity	0	0	0	0	0	0	0	0	0	0	opacity
opal	0	0	0	0	0	0	0	0	0	0	opal
opaque	0	0	0	0	0	1	0	0	0	0	opak
ope	0	0	0	0	0	0	0	0	0	0	opé
open	0	0	0	0	0	0	0	0	0	0	buka
opener	0	0	0	0	0	0	0	0	0	0	pambuka
opening	0	0	0	0	0	0	0	0	0	0	bubuka
openly	0	0	0	0	0	0	0	0	0	0	kabuka
openness	0	0	0	0	0	0	1	0	0	0	katerbukaan
opera	1	1	0	1	1	0	1	1	1	1	opera
operatic	0	0	0	0	0	1	0	0	0	0	operatik
operation	0	0	0	1	0	0	0	0	0	1	operasi
operations	0	0	0	0	0	0	0	0	0	0	operasi
operative	0	0	0	0	0	0	0	0	0	0	operasi
operator	0	0	0	0	0	0	0	0	0	0	operator
ophthalmic	0	0	0	0	0	0	0	0	0	0	ophthalmic
ophthalmologist	0	0	0	0	0	0	0	0	0	0	ophthalmologist
opiate	0	0	0	0	0	1	0	0	0	0	opiat
opinion	0	0	0	0	0	0	0	0	0	0	pamadegan
opinionated	1	0	0	0	0	1	0	0	0	0	pamadegan
opium	1	0	1	1	0	1	0	1	0	0	candu
opponent	1	1	1	1	0	1	0	0	0	0	lawan
opportune	0	0	0	0	1	0	1	0	0	0	kasempetan
opportunism	0	0	0	0	0	0	0	0	0	0	oportunisme
opportunity	0	1	0	0	0	0	1	0	0	0	kasempetan
oppose	0	0	0	0	0	1	0	0	0	0	ngalawan
opposed	1	0	0	1	0	1	0	0	0	0	dilawan
opposing	0	0	0	0	0	0	0	0	0	0	nentang
opposite	0	0	0	0	0	0	0	0	0	0	sabalikna
opposites	0	0	0	0	0	0	0	0	0	0	sabalikna
opposition	1	0	0	0	0	1	0	0	0	0	oposisi
oppress	1	0	1	1	0	1	0	1	0	0	neken
oppression	1	0	1	1	0	1	0	1	0	0	tekenan
oppressive	1	0	1	1	0	1	0	1	0	0	opresif
oppressor	1	0	0	1	0	1	0	1	0	0	panganiaya
optic	0	0	0	0	0	0	0	0	0	0	optik
optical	0	0	0	0	0	0	0	0	0	0	optik
optics	0	0	0	0	0	0	0	0	0	0	élmu optik
optimism	0	1	0	0	1	0	1	0	1	1	optimisme
optimist	0	0	0	0	0	0	1	0	0	1	optimis
option	0	0	0	0	0	0	1	0	0	0	pilihan
optional	0	0	0	0	0	0	1	0	0	0	pilihan
optionally	0	0	0	0	0	0	0	0	0	0	opsional
options	0	0	0	0	0	0	0	0	0	0	pilihan
optometrist	0	0	0	0	0	0	0	0	0	0	optometris
opulence	0	0	0	0	0	0	0	0	0	0	kamewahan
opulent	0	0	0	0	0	0	0	0	0	0	mewah
opus	0	0	0	0	0	0	0	0	0	0	opus
oracle	0	1	0	0	0	0	1	0	0	1	oracle
oral	0	0	0	0	0	0	0	0	0	0	lisan
orange	0	0	0	0	0	0	0	0	0	0	oranyeu
oration	0	0	0	0	0	0	1	0	0	0	orasi
orator	0	0	0	0	0	0	0	0	0	0	orator
oratory	0	0	0	0	0	0	0	0	0	0	pidato
orb	0	0	0	0	0	0	0	0	0	0	orb
orbit	0	0	0	0	0	0	0	0	0	0	orbit
orbiting	0	0	0	0	0	0	0	0	0	0	ngorbit
orbs	0	0	0	0	0	0	0	0	0	0	orbs
orc	1	0	1	1	0	1	0	0	0	0	orc
orchard	0	0	0	0	0	0	0	0	0	0	dusun
orchestra	1	0	0	0	1	0	1	1	0	1	orkestra
ordained	0	0	0	0	0	0	1	0	0	1	ditahbiskeun
ordeal	1	0	0	0	0	1	0	0	1	0	cobaan
order	0	0	0	0	0	0	0	0	0	0	pesenan
orderly	0	0	0	0	0	0	1	0	0	0	tartib
ordinance	0	0	0	0	0	0	0	0	0	1	ordinance
ordinary	0	0	0	0	0	0	0	0	0	0	biasa
ordination	0	1	0	0	1	0	1	0	0	1	penahbisan
ordnance	0	0	0	1	0	1	0	0	0	0	ordnance
ore	0	0	0	0	0	0	0	0	0	0	bijih
oregano	0	0	0	0	0	0	0	0	0	0	oregano
organ	0	1	0	0	1	0	0	0	0	0	organ
organic	0	0	0	0	0	0	1	0	0	0	organik
organism	0	0	0	0	0	0	0	0	0	0	organisme
organist	0	0	0	0	0	0	0	0	0	0	organis
organization	0	1	0	0	1	0	1	0	1	1	organisasi
organize	0	0	0	0	0	0	1	0	0	0	ngatur
organized	0	0	0	0	0	0	1	0	0	0	dikelompokeun
orgasm	0	1	0	0	1	0	1	0	0	0	orgasme
orgies	0	0	0	0	0	0	0	0	0	0	orgies
orient	0	0	0	0	0	0	0	0	0	0	ngaorientasi
oriental	0	0	0	0	0	0	0	0	0	0	oriental
orientation	0	0	0	0	0	0	0	0	0	0	orientasi
orifice	0	0	0	0	0	0	0	0	0	0	liangna
origin	0	0	0	0	0	0	0	0	0	0	asal usul
originality	0	0	0	0	0	0	1	0	1	0	originalitas
originate	0	0	0	0	0	0	0	0	0	0	asalna
origination	0	0	0	0	0	0	0	0	0	0	asalna
originator	0	0	0	0	0	0	0	0	0	0	pangarang
ornament	0	0	0	0	0	0	0	0	0	0	hiasan
ornamental	0	0	0	0	0	0	0	0	0	0	hiasan
ornamentation	0	0	0	0	0	0	0	0	0	0	hiasan
ornamented	0	0	0	0	0	0	1	0	0	0	dihias
ornate	0	0	0	0	0	0	1	0	0	0	hiasan
orphan	0	0	0	1	0	1	0	1	0	0	yatim piatu
orthodox	0	0	0	0	0	0	0	0	0	0	ortodoks
orthodoxy	0	0	0	0	0	0	0	0	0	1	ortodoksi
orthogonal	0	0	0	0	0	0	0	0	0	0	ortogonal
oscillate	0	0	0	0	0	0	0	0	0	0	osilasi
oscillating	0	0	0	0	0	0	0	0	0	0	osilasi
oscillation	0	0	0	0	0	0	0	0	0	0	osilasi
oscillatory	0	0	0	0	0	0	0	0	0	0	osilasi
ostensible	0	0	0	0	0	0	0	0	0	0	semu
ostensibly	0	0	0	0	0	1	0	0	0	0	semu
ostrich	0	0	0	0	0	0	0	0	0	0	manuk onta
otto	0	0	0	0	0	0	0	0	0	0	oto
ottoman	0	0	0	0	0	0	0	0	0	0	ottoman
ounce	0	0	0	0	0	0	0	0	0	0	ons
oust	1	0	0	0	0	1	0	1	0	0	ngusir
outbreak	0	0	0	0	0	0	0	0	0	0	wabah
outburst	1	0	0	1	1	1	1	1	1	0	ledakan
outcast	0	0	1	1	0	1	0	1	0	0	dibuang
outcome	0	0	0	0	0	0	1	0	0	0	hasilna
outcry	1	0	0	1	0	1	0	0	1	0	ngagorowok
outdo	0	1	0	0	0	0	1	0	0	0	ngaleuwihan
outdoor	0	0	0	0	0	0	0	0	0	0	outdoor
outfit	0	0	0	0	0	0	0	0	0	0	papakéan
outgrow	0	0	0	0	0	0	0	0	0	0	outgrow
outgrowth	0	0	0	0	0	0	0	0	0	0	tumuwuhna
outhouse	0	0	1	0	0	1	0	0	0	0	ka luar imah
outing	0	0	0	0	0	0	0	0	0	0	jalan-jalan
outlandish	0	0	0	0	0	1	0	0	0	0	aheng
outlast	0	0	0	0	0	0	0	0	0	0	leuwih tiheula
outlaw	0	0	0	0	0	1	0	0	0	0	ngalanggar hukum
outlet	0	0	0	0	0	0	0	0	0	0	outlet
outline	0	0	0	0	0	0	0	0	0	0	outline
outlines	0	0	0	0	0	0	0	0	0	0	outlines
outlook	0	0	0	0	0	0	0	0	0	0	outlook
outlying	0	0	0	0	0	0	0	0	0	0	ka luar
outnumber	0	0	0	0	0	0	0	0	0	0	leuwih loba
outpost	0	0	0	1	0	0	0	0	0	0	pos teureuh
outpouring	0	0	0	0	0	0	0	0	0	0	curahan
output	0	0	0	0	0	0	0	0	0	0	kaluaran
outrage	1	0	1	0	0	1	0	0	0	0	ambek-ambekan
outrageous	0	0	0	0	0	0	0	0	1	0	ngerakeun
outright	0	0	0	0	0	0	0	0	0	0	langsung
outrun	0	0	0	0	0	0	0	0	0	0	lumpat
outset	0	0	0	0	0	0	0	0	0	0	mimiti
outsider	0	0	0	1	0	0	0	0	0	0	urang luar
outskirts	0	0	0	0	0	0	0	0	0	0	pinggiran
outspoken	0	0	0	0	0	0	0	0	0	0	blak-blakan
outstanding	0	0	0	0	1	1	1	0	0	0	pinunjul
outstretched	0	0	0	0	0	0	0	0	0	0	diteuteup
outward	0	0	0	0	0	0	1	0	0	0	ka luar
outwards	0	0	0	0	0	0	0	0	0	0	ka luar
outweigh	0	0	0	0	0	0	0	0	0	0	ngaleuwihan
oval	0	0	0	0	0	0	0	0	0	0	oval
ovary	0	0	0	0	0	0	0	0	0	0	ovarium
ovate	0	0	0	0	0	0	0	0	0	0	ovate
ovation	0	0	0	0	0	1	0	1	0	0	ovation
oven	0	0	0	0	0	0	0	0	0	0	oven
overalls	0	0	0	0	0	0	0	0	0	0	overalls
overbearing	1	0	0	0	0	1	0	0	0	0	overbearing
overburden	0	0	0	0	0	1	0	0	0	0	ngabeungbeuratan
overcast	0	0	0	0	0	1	0	0	0	0	mendung
overcharged	0	0	0	0	0	0	0	0	0	0	overcharged
overcoat	0	0	0	0	0	0	0	0	0	0	mantel
overdo	0	0	0	0	0	1	0	0	0	0	kaleuleuwihi
overdose	0	0	0	0	0	1	0	0	0	0	overdose
overdue	0	1	0	0	0	1	0	1	1	0	telat
overestimate	0	0	0	0	0	0	0	0	1	0	overestimate
overestimated	0	0	0	0	0	1	0	0	0	0	overestimated
overflow	0	0	0	0	0	1	0	0	0	0	ngabahekeun
overflowing	0	0	0	0	0	0	0	0	0	0	ngalembur
overgrown	0	0	0	0	0	1	0	0	0	0	kaleuleuwihi
overgrowth	0	0	0	0	0	0	0	0	0	0	kaleuleuwihi
overhanging	0	0	0	0	0	0	0	0	0	0	overhanging
overhaul	0	0	0	0	0	0	0	0	0	0	overhaul
overhead	0	0	0	0	0	0	0	0	0	0	overhead
overjoyed	0	0	0	0	1	0	1	0	0	0	bungah kacida
overlaid	0	0	0	0	0	0	0	0	0	0	ditindih
overlap	0	0	0	0	0	0	0	0	0	0	tumpang tindih
overlay	0	0	0	0	0	0	0	0	0	0	overlay
overload	0	0	0	0	0	1	0	1	0	0	overload
overlying	0	0	0	0	0	0	0	0	0	0	overlying
overpaid	0	0	0	0	0	1	0	0	0	0	overpaid
overpass	0	0	0	0	0	0	0	0	0	0	ngaliwat
overpower	0	0	0	0	0	1	0	0	0	0	overpower
overpowering	1	0	0	1	0	1	0	0	0	0	overpowering
overpriced	1	0	1	0	0	1	0	1	0	0	overpriced
override	0	0	0	0	0	0	0	0	0	0	nimpa
overrule	0	0	0	0	0	0	0	0	0	0	overrule
overseer	0	0	0	0	0	0	0	0	0	0	pangawas
overshadow	0	0	0	0	0	0	0	0	0	0	ngiuhan
oversight	0	0	0	0	0	1	0	0	0	0	pangawasan
overstate	0	0	0	0	0	0	0	0	0	0	overstate
overstock	0	0	0	0	0	0	0	0	0	0	overstock
overt	0	0	0	1	0	0	0	0	0	0	terang-terangan
overtake	0	0	0	0	0	0	0	0	0	0	nyusul
overtaken	0	0	0	0	0	0	0	0	0	0	nyusul
overthrow	0	1	0	1	0	1	0	0	0	0	ngagulingkeun
overture	0	1	0	0	0	0	0	0	0	0	overture
overturn	0	0	0	0	0	1	0	0	0	0	ngagulingkeun
overwhelm	0	0	0	0	0	1	0	0	0	0	ngabahekeun
overwhelmed	0	0	0	0	0	1	0	1	0	0	kawalahan
overwhelming	0	0	0	0	0	0	1	0	0	0	overwhelming
overzealous	0	0	0	0	0	0	0	0	0	0	overzealous
owe	0	0	0	0	0	0	0	0	0	0	ngahutang
owing	1	1	1	1	0	1	0	1	0	1	ngahutang
owner	0	0	0	0	0	0	0	0	0	0	boga
ownership	0	0	0	0	0	0	1	0	0	0	kapamilikan
ox	0	0	0	0	0	0	0	0	0	0	ox
oxidation	0	0	0	0	0	1	0	0	0	0	oksidasi
oxygen	0	0	0	0	0	0	0	0	0	0	oksigén
oxymoron	0	0	0	0	0	0	0	0	0	0	oksimoron
oyster	0	0	0	0	0	0	0	0	0	0	kerang
pace	0	0	0	0	0	0	0	0	0	0	laju
pacific	0	0	0	0	0	0	1	0	0	0	pasifik
pacify	0	0	0	0	0	0	0	0	0	0	ngalempengkeun
pack	0	0	0	0	0	0	0	0	0	0	bungkus
package	0	0	0	0	0	0	0	0	0	0	pakét
packer	0	0	0	0	0	0	0	0	0	0	pakét
packet	0	0	0	0	0	0	0	0	0	0	pakét
pact	0	0	0	0	0	0	0	0	0	1	pakta
pad	0	0	0	0	0	0	1	0	0	0	pad
padding	0	0	0	0	0	0	1	0	0	0	padding
paddle	0	1	0	0	0	0	1	0	0	0	ngawelah
paddock	0	0	0	0	0	0	0	0	0	0	sawah
paddy	0	0	0	0	0	0	0	0	0	0	sawah
padlock	0	0	0	0	0	0	0	0	0	0	gembok
padre	0	0	0	0	0	0	0	0	0	0	padre
pagan	0	0	0	0	0	0	0	0	0	0	pagan
paganism	0	0	0	0	0	0	0	0	0	0	paganisme
page	0	0	0	0	0	0	0	0	0	0	kaca
pageant	0	0	0	0	0	0	0	0	0	0	kontes
pagination	0	0	0	0	0	0	0	0	0	0	pagination
pagoda	0	0	0	0	0	0	0	0	0	0	pagoda
pail	0	0	0	0	0	0	0	0	0	0	ember
pain	0	0	0	1	0	1	0	1	0	0	nyeri
pained	0	0	0	1	0	1	0	1	0	0	nyeri
painful	1	0	1	1	0	1	0	1	0	0	nyeri
painfully	0	0	0	0	0	1	0	1	0	0	nyeri pisan
painless	0	0	0	0	0	0	0	0	0	0	henteu aya rasa nyeri
pains	0	0	0	0	0	1	0	0	0	0	nyeri
painstaking	0	0	0	0	0	0	0	0	0	0	taliti pisan
paint	0	0	0	0	0	0	0	0	0	0	cet
painted	0	0	0	0	0	0	0	0	0	0	dicét
painter	0	0	0	0	0	0	0	0	0	0	pelukis
painting	0	0	0	0	0	0	0	0	0	0	lukisan
pair	0	0	0	0	0	0	0	0	0	0	pasangan
pajamas	0	0	0	0	0	0	0	0	0	0	piyama
pal	0	0	0	0	0	0	0	0	0	0	sobat
palace	0	0	0	0	0	0	0	0	0	0	karaton
palatable	0	0	0	0	0	0	1	0	0	0	ngeunah
palate	0	0	0	0	0	0	0	0	0	0	lalangit
paleontology	0	0	0	0	0	0	0	0	0	0	paleontologi
palette	0	0	0	0	0	0	0	0	0	0	palette
pall	0	0	0	0	0	0	0	0	0	0	pamali
palladium	0	0	0	0	0	0	0	0	0	0	paladium
pallet	0	0	0	0	0	0	0	0	0	0	palet
palliative	0	0	0	0	0	0	1	0	0	0	paliatif
palm	0	0	0	0	0	0	0	0	0	0	korma
palmer	0	0	0	0	0	0	0	0	0	0	palmer
palpable	0	0	0	0	0	0	0	0	1	0	karasa
palsy	0	0	1	1	0	1	0	1	0	0	lumpuh
paltry	0	0	0	0	0	0	0	0	0	0	hampang
pamper	0	0	0	0	0	0	0	0	0	0	manjakeun
pamphlet	0	0	0	0	0	0	0	0	0	0	pamflet
pan	0	0	0	0	0	0	0	0	0	0	pan
panacea	0	0	0	0	0	0	1	0	0	0	panacea
panache	0	0	0	0	0	0	1	0	0	0	panache
pancake	0	0	0	0	0	0	0	0	0	0	panekuk
pandemic	0	0	0	1	0	1	0	1	0	0	pandemi
panel	0	0	0	0	0	0	0	0	0	0	panel
pang	0	0	0	0	0	1	0	0	1	0	pang
panic	0	0	0	1	0	1	0	0	0	0	panik
panier	0	0	0	0	0	0	1	0	0	0	panier
panorama	0	0	0	0	0	0	0	0	0	0	panorama
panoramic	0	0	0	0	0	0	0	0	0	0	panorama
pant	0	0	0	0	0	0	0	0	0	0	calana panjang
pantheon	0	0	0	0	0	0	0	0	0	0	pantéon
panther	0	0	0	0	0	0	0	0	0	0	panther
panties	0	0	0	0	0	0	0	0	0	0	calana jero
pantomime	0	0	0	0	0	0	0	0	0	0	pantomim
pantry	0	0	0	0	0	0	0	0	0	0	pantry
pants	0	0	0	0	0	0	0	0	0	0	calana panjang
pap	0	0	0	0	0	0	0	0	0	0	pap
papacy	0	0	0	0	0	0	0	0	0	0	papacy
papal	0	0	0	0	0	0	0	0	0	0	papal
