English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Luxembourgish Word
hiatus	0	0	0	0	0	0	0	0	0	0	hiatus
hibernate	0	0	0	0	0	0	0	0	0	0	Wanterschlof
hibernation	0	0	0	0	0	0	0	0	0	0	Wanterschlof
hiccup	0	0	0	0	0	0	0	0	0	0	hick
hidden	0	0	0	0	0	1	0	0	0	0	verstoppt
hide	0	0	0	1	0	0	0	0	0	0	verstoppen
hideous	0	0	1	1	0	1	0	1	0	0	schrecklech
hiding	0	0	0	1	0	0	0	0	0	0	verstoppen
hierarchical	0	0	0	0	0	0	0	0	0	0	hierarchesch
high	0	0	0	0	0	0	0	0	0	0	héich
higher	0	0	0	0	0	0	0	0	0	0	méi héich
highest	0	1	0	1	1	1	1	0	1	0	héchste
highland	0	0	0	0	0	0	0	0	0	0	héichland
highlands	0	0	0	0	0	0	0	0	0	0	Héichland
hight	0	0	0	0	0	0	0	0	0	0	héich
highway	0	0	0	0	0	0	0	0	0	0	Autobunn
hiker	0	0	0	0	0	0	0	0	0	0	Wanderer
hilarious	0	0	0	0	1	0	1	0	1	0	witzeg
hilarity	0	0	0	0	1	0	1	0	0	0	hilaritéit
hill	0	0	0	0	0	0	0	0	0	0	Hiwwel
hilly	0	0	0	0	0	0	0	0	0	0	hiwweleg
hilt	0	0	0	0	0	0	0	0	0	0	hëllt
hind	0	0	0	0	0	0	0	0	0	0	hannert
hindering	0	0	0	0	0	1	0	1	0	0	behënneren
hindrance	0	0	0	0	0	1	0	0	0	0	Hindernis
hinge	0	0	0	0	0	0	0	0	0	0	scharnier
hint	0	0	0	0	0	0	0	0	0	0	Hiweis
hinterland	0	0	0	0	0	0	0	0	0	0	hinterland
hip	0	0	0	0	0	0	0	0	0	0	hip
hippie	0	0	0	0	0	1	0	0	0	0	hippie
hire	0	1	0	0	1	0	1	0	0	1	astellen
hirsute	0	0	0	0	0	0	0	0	0	0	hirsut
hiss	1	0	0	1	0	1	0	0	0	0	hiss
hissing	0	0	0	0	0	1	0	0	0	0	hüschen
histology	0	0	0	0	0	0	0	0	0	0	histologie
historian	0	0	0	0	0	0	0	0	0	0	Historiker
historic	0	0	0	0	0	0	0	0	0	0	historesch
historiography	0	0	0	0	0	0	0	0	0	0	Historiographie
history	0	0	0	0	0	0	0	0	0	0	Geschicht
hit	1	0	0	0	0	1	0	0	0	0	getraff
hitherto	0	0	0	0	0	1	0	0	0	0	bis elo
hive	0	0	0	0	0	1	0	0	0	0	huel
hoard	0	0	0	0	0	0	0	0	0	0	hoart
hoarse	0	0	0	0	0	1	0	0	0	0	heiss
hoary	0	0	0	0	0	1	0	1	0	0	hoar
hoax	1	0	1	0	0	1	0	1	1	0	Geck
hob	0	0	0	0	0	0	0	0	0	0	hob
hobby	0	0	0	0	1	0	1	0	0	0	hobby
hobo	0	0	0	0	0	1	0	1	0	0	hobo
hockey	0	0	0	0	0	0	0	0	0	0	Hockey
hoe	0	0	0	0	0	0	0	0	0	0	huel
hog	0	0	1	0	0	1	0	0	0	0	Schwäin
hoist	0	0	0	0	0	0	0	0	0	0	hiewen
hold	0	0	0	0	0	0	0	0	0	0	halen
holder	0	0	0	0	0	0	0	0	0	0	Titulaire
holding	0	0	0	0	0	0	0	0	0	0	Holding
hole	0	0	0	0	0	0	0	0	0	0	Lach
holiday	0	1	0	0	1	0	1	0	0	0	Vakanz
holiness	0	1	0	1	1	0	1	0	1	1	Hellegkeet
hollow	0	0	0	0	0	1	0	1	0	0	huel
holocaust	1	0	1	1	0	1	0	1	0	0	Holocaust
holy	0	0	0	0	0	0	1	0	0	0	helleg
homage	0	0	0	0	0	0	1	0	0	0	Hommage
homeless	1	1	1	1	0	1	0	1	0	0	heemlos
homeopathic	0	0	0	0	0	0	0	0	0	0	homöopathesch
homeopathy	0	0	0	0	0	0	0	0	0	0	Homöopathie
homesick	0	0	0	0	0	1	0	1	0	0	Heemecht
homestead	0	0	0	0	0	0	0	0	0	0	Heemecht
homework	0	0	0	1	0	0	0	0	0	0	Hausaufgab
homicidal	1	0	0	1	0	1	0	0	0	0	homicidal
homicide	1	0	1	1	0	1	0	1	0	0	Mord
homily	0	0	0	0	0	0	0	0	0	0	Homilie
homogeneity	0	0	0	0	0	0	0	0	0	0	Homogenitéit
homogeneous	0	0	0	0	0	0	0	0	0	0	homogen
homologous	0	0	0	0	0	0	0	0	0	0	homolog
homologue	0	0	0	0	0	0	0	0	0	0	homolog
homology	0	0	0	0	0	0	1	0	0	0	homologie
hone	0	0	0	0	0	0	0	0	0	0	honn
honest	1	0	1	1	1	0	1	1	0	1	éierlech
honesty	0	0	0	0	0	0	1	0	0	1	Éierlechkeet
honey	0	0	0	0	0	0	1	0	0	0	Hunneg
honeycomb	0	0	0	0	0	0	0	0	0	0	Hunneg
honeymoon	0	1	0	0	1	0	1	0	1	1	Hochzäitsrees
honeysuckle	0	0	0	0	0	0	0	0	0	0	Honeysuckle
honor	0	0	0	0	0	0	1	0	0	1	Éier
honorable	0	0	0	0	0	0	1	0	0	1	éierbar
honorarium	0	0	0	0	0	0	0	0	0	0	honorarium
hood	1	0	1	1	0	1	0	0	0	0	Hood
hooded	0	0	0	1	0	0	0	0	0	0	kaputt
hoof	0	0	0	0	0	0	0	0	0	0	huf
hook	0	0	0	0	0	0	0	0	0	0	haken
hooked	0	0	0	0	0	1	0	0	0	0	gehackt
hooker	0	0	0	0	0	0	0	0	0	0	hooker
hoop	0	0	0	0	0	0	0	0	0	0	hoop
hoot	1	0	1	0	0	1	0	0	0	0	huel
hop	0	0	0	0	0	0	0	0	0	0	hop
hope	0	1	0	0	1	0	1	0	1	1	hoffen
hopeful	0	1	0	0	1	0	1	0	1	1	hoffnungsvoll
hopeless	0	0	0	1	0	1	0	1	0	0	hoffnungslos
hopelessness	1	0	1	1	0	1	0	1	0	0	Hoffnungslosegkeet
hopes	0	0	0	0	0	0	0	0	0	0	hofft
hoping	0	0	0	0	0	0	0	0	0	0	hoffen
hopper	0	0	0	0	0	0	0	0	0	0	Hopper
horde	0	0	0	0	0	1	0	0	1	0	horde
horizon	0	1	0	0	0	0	1	0	0	0	Horizont
horizontal	0	0	0	0	0	0	0	0	0	0	horizontal
horizontally	0	0	0	0	0	0	0	0	0	0	horizontal
horn	0	0	0	0	0	0	0	0	0	0	horn
hornet	0	0	0	0	0	0	0	0	0	0	hornet
horny	0	0	0	0	0	0	0	0	0	0	geil
horoscope	0	1	0	0	0	0	0	0	0	0	horoskop
horrible	1	0	1	1	0	1	0	0	0	0	schrecklech
horribly	0	0	0	0	0	1	0	0	0	0	schrecklech
horrid	1	0	1	1	0	1	0	1	0	0	schrecklech
horrific	1	0	1	1	0	1	0	1	0	0	schrecklech
horrified	0	0	0	1	0	1	0	0	0	0	erschreckt
horrifying	0	0	1	1	0	1	0	1	0	0	schrecklech
horror	1	0	1	1	0	1	0	1	1	0	Schrecken
horrors	0	0	0	1	0	1	0	1	0	0	Schrecken
horse	0	0	0	0	0	0	0	0	0	1	Päerd
horseman	0	0	0	0	0	0	0	0	0	0	Reider
horseshoe	0	0	0	0	0	0	0	0	0	0	Houfeisen
horticultural	0	0	0	0	0	0	0	0	0	0	horticultural
horticulture	0	0	0	0	0	0	0	0	0	0	horticulture
hose	0	0	0	0	0	0	0	0	0	0	Schlauch
hosiery	0	0	0	0	0	0	0	0	0	0	Strëmp
hospice	0	0	0	0	0	0	0	1	0	0	hospice
hospital	0	0	0	1	0	0	0	1	0	1	Spidol
hospitality	0	0	0	0	0	0	1	0	0	0	Gaaschtfrëndlechkeet
hostage	1	0	0	1	0	1	0	0	0	0	Geiselen
hostel	0	0	0	0	0	0	0	0	0	0	hostel
hostile	1	0	1	1	0	1	0	0	0	0	feindlech
hostilities	1	0	0	1	0	1	0	0	0	0	Feindlechkeeten
hostility	1	0	1	0	0	1	0	0	0	0	Feindlechkeet
hot	1	0	0	0	0	0	0	0	0	0	waarm
hotbed	0	0	0	0	0	0	0	0	0	0	hotbed
hotel	0	0	0	0	0	0	0	0	0	0	Hotel
hour	0	0	0	0	0	0	0	0	0	0	Stonn
hourglass	0	0	0	0	0	0	0	0	0	0	Stonneplang
hourly	0	0	0	0	0	0	0	0	0	0	Stonn
house	0	0	0	0	0	0	0	0	0	0	Haus
household	0	0	0	0	0	0	1	0	0	0	Stot
householder	0	0	0	0	0	0	0	0	0	0	Haushalter
housekeeper	0	0	0	0	0	0	0	0	0	0	Haushälterin
housekeeping	0	0	0	0	0	0	1	0	0	0	Haushälterin
housewife	0	0	0	0	0	0	0	0	0	0	Hausfra
housing	0	0	0	0	0	0	0	0	0	0	Wunnengen
hovercraft	0	0	0	0	0	0	0	0	0	0	Hovercraft
howl	1	0	1	1	0	1	0	1	1	0	huel
howsoever	0	0	0	0	0	0	0	0	0	0	wéi och ëmmer
hoy	0	0	0	0	0	0	0	0	0	0	hoi
hub	0	0	0	0	0	0	0	0	0	0	hub
huddle	0	0	0	0	0	0	0	0	0	0	huele
hue	0	0	0	0	0	0	0	0	0	0	huel
huff	1	0	1	0	0	1	0	0	0	0	huf
hug	0	0	0	0	1	0	1	0	0	1	umarm
huge	0	0	0	0	0	0	0	0	0	0	enorm
hulk	0	0	1	0	0	0	0	0	0	0	huel
hull	0	0	0	0	0	0	0	0	0	0	huel
hum	0	0	0	0	0	0	0	0	0	0	hum
human	0	0	0	0	0	0	0	0	0	0	Mënsch
humane	0	0	0	0	0	0	1	0	0	0	mënschlech
humanitarian	0	1	0	0	1	0	1	0	1	1	humanitär
humanities	0	0	0	0	0	0	0	0	0	0	Mënschheet
humanity	0	0	0	0	1	0	1	0	0	1	Mënschheet
humble	0	0	1	0	0	1	1	1	0	0	bescheiden
humbled	0	0	0	0	0	0	1	1	0	0	bescheiden
humbly	0	0	0	0	0	0	1	0	0	0	bescheiden
humbug	1	0	1	0	0	1	0	1	0	0	humbug
humid	0	0	0	0	0	0	0	0	0	0	fiicht
humidity	0	0	0	0	0	0	0	0	0	0	Fiichtegkeet
humiliate	1	0	0	0	0	1	0	1	0	0	humiliéieren
humiliating	0	0	1	0	0	1	0	0	0	0	humiliant
humiliation	0	0	1	0	0	1	0	1	0	0	Humiliatioun
humility	0	0	0	0	0	0	1	0	0	1	Demut
hummer	0	0	0	0	0	0	0	0	0	0	hummer
hummingbird	0	0	0	0	0	0	0	0	0	0	Kolibri
humongous	0	0	0	0	0	0	0	0	0	0	humongous
humorist	0	0	0	0	0	0	1	0	0	0	humorist
humorous	0	0	0	0	1	0	1	0	0	0	humoristesch
hump	0	0	0	0	0	0	0	0	0	0	bockel
hunch	0	0	0	0	0	1	0	0	0	0	hunch
hundred	0	0	0	0	0	0	0	0	0	0	honnert
hundredth	0	0	0	0	0	0	0	0	0	0	honnertst
hunger	0	0	0	0	0	0	0	0	0	0	hunger
hungry	0	1	0	0	0	1	0	0	0	0	hongereg
hunk	0	0	0	0	0	0	0	0	0	0	honk
hunks	0	0	0	0	0	0	0	0	0	0	honks
hunt	0	0	0	0	0	0	0	0	0	0	Juegd
hunter	0	1	0	1	0	1	0	1	0	0	Jeeër
hunting	1	1	0	1	0	1	0	0	0	0	Juegd
hurl	0	0	0	0	0	0	0	0	0	0	huele
hurrah	0	0	0	0	1	0	1	0	0	0	hurra
hurricane	0	0	0	1	0	1	0	0	0	0	Hurrikan
hurried	0	1	0	0	0	1	0	0	0	0	séier
hurry	0	1	0	0	0	0	0	0	0	0	presséiert
hurt	1	0	0	1	0	1	0	1	0	0	verletzt
hurtful	1	0	1	1	0	1	0	1	0	0	verletzend
hurting	1	0	0	1	0	1	0	1	0	0	verletzen
husbandry	0	0	0	0	0	0	1	0	0	1	Bauerenhaff
hush	0	0	0	0	0	0	1	0	0	0	houf
hushed	0	0	0	0	0	0	0	0	0	0	gedréckt
husk	0	0	0	0	0	0	0	0	0	0	huel
husky	0	0	0	0	0	0	0	0	0	0	husky
hustle	0	0	0	0	0	0	0	0	0	0	huel
hustler	0	0	0	0	0	1	0	0	0	0	hustler
hut	0	0	0	0	0	0	1	1	0	0	hütt
hutch	0	0	0	0	0	0	0	0	0	0	huch
hyacinth	0	0	0	0	0	0	0	0	0	0	hyazinth
hybrid	0	0	0	0	0	0	0	0	0	0	hybrid
hydra	0	0	0	1	0	1	0	0	0	0	hydra
hydraulics	0	0	0	0	0	0	0	0	0	0	hydraulesch
hydrocephalus	0	0	1	1	0	1	0	1	0	0	hydrocephalus
hydrodynamics	0	0	0	0	0	0	0	0	0	0	hydrodynamik
hydrogen	0	0	0	0	0	0	0	0	0	0	Waasserstoff
hydrographic	0	0	0	0	0	0	0	0	0	0	hydrographesch
hydrology	0	0	0	0	0	0	0	0	0	0	hydrologie
hygiene	0	0	0	0	0	0	0	0	0	0	Hygiène
hygienic	0	0	0	0	0	0	1	0	0	0	hygienesch
hymn	0	1	0	0	1	0	1	1	0	1	hymn
hype	0	1	0	0	0	1	0	0	0	0	hype
hyperbole	0	0	0	0	0	1	0	0	0	0	hyperbole
hypertrophy	0	0	1	1	0	0	0	0	1	0	Hypertrophie
hyphen	0	0	0	0	0	0	0	0	0	0	Bindestrich
hypnotic	0	0	0	0	0	0	0	0	0	0	hypnotesch
hypnotized	0	0	0	0	0	0	0	0	0	0	hypnotiséiert
hypocrisy	0	0	0	0	0	1	0	0	0	0	Hypokrisie
hypocrite	0	0	1	0	0	1	0	0	0	0	hypokritesch
hypocritical	0	0	1	0	0	1	0	0	0	0	hypokritesch
hypothesis	0	1	0	0	0	0	0	0	1	0	Hypothes
hypothetical	0	0	0	0	0	0	0	0	0	0	hypothetesch
hysteria	0	0	0	1	0	1	0	0	0	0	hysterie
hysterical	1	0	0	1	0	1	0	0	0	0	hysteresch
ice	0	0	0	0	0	0	0	0	0	0	Eis
iceberg	0	0	0	0	0	0	0	0	0	0	Äisbierg
icon	0	0	0	0	0	0	0	0	0	0	icon
iconic	0	0	0	0	0	0	0	0	0	0	ikonesch
iconography	0	0	0	0	0	0	0	0	0	0	Ikonographie
icy	0	0	0	0	0	0	0	0	0	0	äiseg
idea	0	0	0	0	0	0	0	0	0	0	Iddi
idealism	0	0	0	0	0	0	1	0	0	0	idealismus
idealist	0	0	0	0	0	0	0	0	0	0	idealist
identical	0	0	0	0	0	0	0	0	0	0	identesch
identically	0	0	0	0	0	0	0	0	0	0	identesch
identification	0	0	0	0	0	0	0	0	0	0	Identifikatioun
identify	0	0	0	0	0	0	0	0	0	0	identifizéieren
identity	0	0	0	0	0	0	0	0	0	0	Identitéit
ideology	0	0	0	0	0	0	0	0	0	0	ideologie
idiocy	1	0	1	0	0	1	0	1	0	0	idiocy
idiom	0	0	0	0	0	0	0	0	0	0	idiom
idiomatic	0	0	0	0	0	0	0	0	0	0	idiomatesch
idiot	0	0	1	0	0	1	0	0	0	0	idiot
idiotic	1	0	1	0	0	1	0	0	0	0	idiotesch
idle	0	0	0	0	0	0	0	0	0	0	idle
idleness	0	0	0	0	0	0	0	0	0	0	Idleness
idler	0	0	0	0	0	1	0	0	0	0	idler
idol	0	0	0	0	0	0	1	0	0	0	idol
idolatry	0	0	1	1	0	1	0	0	0	0	idolatry
igloo	0	0	0	0	0	0	0	0	0	0	iglo
igneous	0	0	0	0	0	0	0	0	0	0	magesch
ignite	0	0	0	0	0	0	0	0	0	0	entzünden
ignition	0	0	0	0	0	0	0	0	0	0	ignition
ignorance	0	0	0	0	0	1	0	0	0	0	Ignoranz
ignorant	0	0	1	0	0	1	0	0	0	0	ignorant
ignore	0	0	0	0	0	1	0	0	0	0	ignoréieren
ilk	0	0	0	0	0	0	0	0	0	0	ilk
ill	1	0	1	1	0	1	0	1	0	0	krank
illegal	1	0	1	1	0	1	0	1	0	0	illegal
illegality	1	0	1	1	0	1	0	0	0	0	illegality
illegally	0	0	0	0	0	0	0	0	0	0	illegal
illegible	0	0	0	0	0	1	0	0	0	0	onliesbar
illegitimate	1	0	1	1	0	1	0	1	1	0	illegitim
illicit	1	0	1	1	0	1	0	0	0	0	illegal
illiterate	0	0	1	0	0	1	0	0	0	0	analfabet
illness	0	0	0	1	0	1	0	1	0	0	Krankheet
illogical	0	0	0	0	0	1	0	0	0	0	onlogesch
illuminate	0	1	0	0	1	0	1	0	1	0	beliichten
illumination	0	0	0	0	1	0	1	0	1	1	Beliichtung
illuminator	0	0	0	0	0	0	0	0	0	0	illuminator
illusion	0	0	0	0	0	1	0	0	1	0	Illusioun
illustrate	0	0	0	0	0	0	1	0	0	0	illustréieren
illustration	0	0	0	0	0	0	0	0	0	0	Illustratioun
illustrative	0	0	0	0	0	0	0	0	0	0	illustrativ
illustrious	0	0	0	0	0	0	1	0	0	0	illustréiert
image	0	0	0	0	0	0	0	0	0	0	Bild
imagery	0	0	0	0	0	0	0	0	0	0	Bildmaterial
imaginary	0	0	0	0	0	0	0	0	0	0	imaginär
imagination	0	0	0	0	0	0	0	0	0	0	Phantasie
imaginative	0	0	0	0	0	0	1	0	0	0	imaginativ
imagine	0	0	0	0	0	0	0	0	0	0	virstellen
imagined	0	0	0	0	0	0	0	0	0	0	virgestallt
imagining	0	0	0	0	0	0	0	0	0	0	virstellen
imam	0	0	0	0	0	0	0	0	0	0	imam
imbedded	0	0	0	0	0	0	0	0	0	0	agebonnen
imitate	0	0	0	0	0	0	0	0	0	0	imitéieren
imitated	0	0	0	0	0	1	0	0	0	0	imitéiert
imitation	0	0	0	0	0	1	0	0	0	0	imitation
immaculate	0	0	0	0	1	0	1	0	0	1	immaculéiert
immaterial	0	0	0	0	0	0	0	0	0	0	immateriellt
immature	0	1	0	0	0	1	0	0	0	0	onreift
immaturity	1	1	0	0	0	1	0	0	0	0	Ongerechtegkeet
immeasurable	0	0	0	0	0	0	0	0	0	0	onmoosseg
immeasurably	0	0	0	0	0	0	0	0	0	0	onmoosseg
immediacy	0	0	0	0	0	0	0	0	1	0	direkt
immediately	0	1	0	0	0	1	1	0	0	0	direkt
immemorial	0	0	0	0	0	0	0	0	0	0	immemorial
immense	0	0	0	0	0	0	1	0	0	0	immens
immerse	0	1	0	1	1	0	1	0	1	1	ënnerzegoen
immersion	0	0	0	0	0	0	0	0	0	0	immersion
immigrant	0	0	0	1	0	0	0	0	0	0	Immigrant
immigration	0	0	0	0	0	0	0	0	0	0	Immigratioun
imminent	0	1	0	1	0	0	0	0	0	0	imminent
immoral	1	0	1	1	0	1	0	1	0	0	onmoralesch
immorality	1	0	1	0	0	1	0	0	0	0	Onmoralitéit
immortal	0	0	0	0	0	0	1	0	0	0	onstierwlechen
immortality	0	1	0	0	0	0	0	0	0	0	Onstierflechkeet
immovable	0	0	0	0	0	1	1	0	0	1	onbeweegbar
immune	0	0	0	0	0	0	0	0	0	0	immun
immunity	0	0	0	0	0	0	0	0	0	0	Immunitéit
immunization	0	0	0	0	0	0	0	0	0	1	Immuniséierung
immutable	0	0	0	0	0	0	0	0	0	0	onverännerlech
imp	0	0	0	0	0	0	0	0	0	0	imp
impact	0	0	0	0	0	0	0	0	0	0	Impakt
impair	0	0	0	0	0	1	0	0	0	0	behënneren
impairment	0	0	0	0	0	1	0	0	0	0	Behënnerung
impart	0	0	0	0	0	0	1	0	0	1	vermëttelen
impartial	0	0	0	0	0	0	1	0	0	1	onparteiesch
impartiality	0	0	0	0	0	0	1	0	0	1	Onparteilechkeet
impassable	0	0	0	0	0	1	0	0	0	0	onpassbar
impassioned	0	0	0	0	0	0	0	0	0	0	begeeschtert
impatience	0	0	0	0	0	1	0	0	0	0	Ongedëlleg
impatient	0	1	0	0	0	1	0	0	0	0	ongedëlleg
impeach	0	0	1	1	0	1	0	0	0	0	impeachéieren
impeachment	0	0	0	0	0	1	0	0	0	0	impeachment
impeccable	0	0	0	0	0	0	1	0	0	1	impeccable
impede	0	0	0	0	0	1	0	0	0	0	behënneren
impediment	0	0	0	0	0	0	0	0	0	0	Behënnerung
impelled	0	0	0	0	0	0	0	0	0	0	ugedriwwen
impending	0	1	0	1	0	0	0	0	0	0	bevirsteet
impenetrable	0	0	0	0	0	0	0	0	0	1	onduerchtrëfft
imperative	0	0	0	0	0	0	0	0	0	0	imperativ
imperceptible	0	0	0	0	0	0	0	0	0	0	onmerkbar
imperfection	0	0	0	0	0	1	0	0	0	0	Onvollstännegkeet
imperfectly	0	0	0	0	0	1	0	0	0	0	onvollstänneg
imperial	0	0	0	0	0	0	0	0	0	0	keeserlech
impermeable	1	0	0	1	0	0	0	0	0	0	impermeable
impermissible	0	0	0	0	0	0	0	0	0	0	onerlaabt
impersonal	0	0	0	0	0	0	0	0	0	0	onperséinlech
impersonate	0	0	0	0	0	1	0	0	0	0	virstellen
impersonation	0	0	0	0	0	1	0	0	0	0	Impersonatioun
impervious	0	0	0	0	0	0	1	0	0	0	impervious
impetus	0	0	0	0	0	0	0	0	0	0	Impulser
implacable	0	0	0	0	0	1	0	0	0	0	onbestänneg
implant	0	0	0	0	0	0	0	0	0	0	implantéieren
implantation	0	0	0	0	0	0	0	0	0	0	Implantatioun
implanted	0	0	0	0	0	0	0	0	0	0	implantéiert
implement	0	0	0	0	0	0	0	0	0	0	ëmsetzen
implicate	1	0	0	0	0	1	0	0	0	0	implizéieren
implicated	0	0	0	0	0	0	0	0	0	0	implizéiert
implication	0	0	0	0	0	0	0	0	0	0	Implikatioun
implied	0	0	0	0	0	0	0	0	0	0	implizéiert
implore	0	0	0	0	0	0	0	0	0	0	plädéieren
implosion	0	0	0	0	0	0	0	0	0	0	implosion
imply	0	0	0	0	0	0	0	0	0	0	implizéieren
impolite	0	0	1	0	0	1	0	0	0	0	onhéiflech
import	0	0	0	0	0	0	0	0	0	0	importéieren
importance	0	1	0	0	0	0	1	0	0	0	Wichtegkeet
important	0	0	0	0	0	0	1	0	0	1	wichteg
importation	0	0	0	0	0	0	0	0	0	0	Import
impose	0	0	0	0	0	0	0	0	0	0	imposéieren
imposing	0	0	0	0	0	0	0	0	0	0	imposant
imposition	0	0	0	0	0	1	0	0	0	0	imposéieren
impossibility	0	0	0	0	0	0	0	0	0	0	Onméiglechkeet
impossible	0	0	0	0	0	1	0	1	0	0	onméiglech
impotence	1	0	0	1	0	1	0	1	0	0	Impotenz
impotent	0	0	0	0	0	1	0	0	0	0	impotent
impound	0	0	0	0	0	1	0	0	0	0	imponéieren
impracticable	0	0	0	0	0	1	0	0	0	0	onpraktesch
impress	0	0	0	0	0	0	1	0	0	0	beandrocken
impression	0	0	0	0	0	0	1	0	0	0	Androck
impressionable	0	0	0	0	0	0	0	0	0	1	impressionable
imprint	0	0	0	0	0	0	0	0	0	0	Ofdréck
imprison	0	0	0	0	0	1	0	0	0	0	Prisong
imprisoned	1	0	1	1	0	1	0	1	0	0	agespaart
imprisonment	1	0	1	1	0	1	0	1	0	0	Prisongsstrof
improbable	0	0	0	0	0	0	0	0	0	0	onwahrscheinlech
impromptu	0	0	0	0	0	0	0	0	0	0	improviséierter
impropriety	0	0	0	0	0	1	0	0	0	0	Ongerechtegkeet
improve	0	1	0	0	1	0	1	0	0	1	verbesseren
improved	0	0	0	0	0	0	1	0	0	0	verbessert
improvement	0	0	0	0	1	0	1	0	0	1	Verbesserung
improving	0	0	0	0	0	0	1	0	0	0	verbesseren
improvisation	0	0	0	0	0	0	0	0	1	0	Improvisatioun
improvise	0	1	0	0	0	0	1	0	1	0	improviséieren
improvised	0	0	0	0	0	0	0	0	0	0	improviséierter
imprudent	0	0	0	0	0	1	0	1	0	0	onschëlleg
impulse	0	0	0	0	0	0	0	0	0	0	impuls
impunity	0	0	0	0	0	0	0	0	0	0	impunity
impure	0	0	1	0	0	1	0	0	0	0	onrein
impurity	0	0	1	0	0	1	0	0	0	0	Gëftegkeet
imputation	0	0	0	0	0	1	0	0	0	0	imputation
inability	0	0	0	0	0	1	0	1	0	0	Onméiglechkeet
inaccessible	0	0	0	0	0	1	0	0	0	0	onzougänglechen
inaccurate	0	0	0	0	0	1	0	0	0	0	ongenau
inaction	0	0	0	0	0	1	0	0	0	0	inaction
inactivate	0	0	0	0	0	0	0	0	0	0	inaktivéieren
inactivation	0	0	0	0	0	0	0	0	0	0	Inaktivéierung
inactive	0	0	0	0	0	0	0	0	0	0	inaktiv
inactivity	0	0	0	0	0	1	0	0	0	0	Inaktivitéit
inadequacy	0	0	0	0	0	1	0	0	0	0	Inadequatitéit
inadequate	0	0	0	0	0	1	0	1	0	0	inadequater
inadmissible	1	0	1	0	0	1	0	0	0	0	inakzeptabel
inadvertent	0	0	0	0	0	0	0	0	0	0	ongewollt
inadvertently	0	0	0	0	0	0	0	0	0	0	ongewollt
inalienable	0	0	0	0	0	0	1	0	0	0	onvergiesslech
inane	0	0	0	0	0	1	0	0	0	0	onglécklech
inanimate	0	0	0	0	0	0	0	0	0	0	inanimate
inapplicable	0	0	0	0	0	1	0	0	0	0	inapplicabel
inappropriate	1	0	1	0	0	1	0	1	0	0	onpassend
inattention	1	0	0	0	0	1	0	0	0	0	OnOpmierksamkeet
inaudible	0	0	0	0	0	1	0	0	0	0	onhéierbar
inaugural	0	1	0	0	0	0	0	0	0	0	inaugural
inaugurate	0	0	0	0	0	0	0	0	0	0	inauguréieren
inauguration	0	1	0	0	1	0	1	0	0	1	Aweiung
inborn	0	0	0	0	0	0	0	0	0	0	gebierteg
inbred	0	0	0	0	0	0	0	0	0	0	gebierteg
incalculable	0	0	0	0	0	1	0	0	0	0	onberechenbar
incandescent	0	0	0	0	0	0	0	0	0	0	Glühwäin
incapable	0	0	0	0	0	0	0	0	0	0	onfäheg
incapacity	0	0	0	0	0	1	0	0	0	0	Onfäegkeet
incarceration	1	0	1	1	0	1	0	1	0	0	Prisongsstrof
incase	1	0	1	1	0	1	0	1	0	0	wann
incendiary	1	0	0	1	0	1	0	0	1	0	brennend
incense	1	0	0	0	0	1	0	0	0	0	Räucherstäerkt
incentive	0	0	0	0	0	0	0	0	0	0	Ureiz
inception	0	0	0	0	0	0	0	0	0	0	Ufank
incessant	0	0	0	0	0	1	0	0	0	0	onopfälleg
incessantly	0	0	0	0	0	0	0	0	0	0	onopfälleg
incest	1	0	1	1	0	1	0	1	0	0	Inzest
incestuous	0	0	1	0	0	1	0	0	0	0	incestuous
inch	0	0	0	0	0	0	0	0	0	0	Zoll
incidence	0	0	0	0	0	0	0	0	0	0	Heefegkeet
incident	0	0	0	0	0	0	0	0	1	0	Tëschefall
incidentally	0	0	0	0	0	0	0	0	0	0	iwwregens
incineration	0	0	0	0	0	1	0	0	0	0	Verbrennung
incipient	0	0	0	0	0	0	0	0	0	0	ufanks
incision	0	0	0	0	0	0	0	0	0	0	Schnëtt
incisive	0	0	0	0	0	0	1	0	0	0	incisiv
incite	1	1	0	1	0	1	0	0	0	0	encouragéieren
incitement	0	0	0	0	0	0	0	0	0	0	incitation
inclement	0	0	0	0	0	1	0	0	0	0	inclement
inclination	0	0	0	0	0	0	0	0	0	0	Neigung
incline	0	0	0	0	0	0	0	0	0	1	Schréiegt
inclined	0	0	0	0	0	0	0	0	0	0	geneigt
include	0	0	0	0	0	0	1	0	0	0	enthalen
included	0	0	0	0	0	0	1	0	0	0	abegraff
including	0	0	0	0	0	0	1	0	0	0	dorënner
inclusion	0	0	0	0	0	0	0	0	0	1	Inklusioun
inclusive	0	0	0	0	0	0	1	0	0	0	inklusiv
incognito	0	0	0	0	0	0	0	0	0	0	inkognito
incoherent	0	0	0	0	0	1	0	0	0	0	inkohärent
income	0	1	0	0	1	1	1	1	0	1	Akommes
incoming	0	0	0	0	0	0	0	0	0	0	erakommen
incompatible	1	0	1	0	0	1	0	1	0	0	inkompatibel
incompetence	0	0	0	0	0	1	0	0	0	0	Inkompetenz
incompetent	1	0	0	0	0	1	0	1	0	0	inkompetent
incompletely	0	0	0	0	0	0	0	0	0	0	onvollstänneg
