English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Corsican Word
numb	0	0	0	0	0	1	0	0	0	0	numb
number	0	0	0	0	0	0	0	0	0	0	numeru
numbering	0	0	0	0	0	0	0	0	0	0	numerazione
numbers	0	0	0	0	0	0	1	0	0	0	numeri
numbness	0	0	0	0	0	1	0	1	0	0	intorpimentu
numeral	0	0	0	0	0	0	0	0	0	0	numerale
numerator	0	0	0	0	0	0	0	0	0	0	numeratore
numerical	0	0	0	0	0	0	0	0	0	0	numericu
numerically	0	0	0	0	0	0	0	0	0	0	numericamente
numerous	0	0	0	0	0	0	0	0	0	0	numerosi
nun	0	0	0	0	0	1	0	0	0	1	nun
nurse	0	0	0	0	0	0	1	0	0	1	infermiera
nursery	0	0	0	0	1	0	1	0	0	1	nursery
nurture	1	1	1	1	1	0	1	0	0	1	nutriscia
nutmeg	0	0	0	0	0	0	0	0	0	0	noce moscata
nutrition	0	0	0	0	0	0	0	0	0	0	nutrimentu
nutritious	0	0	0	0	0	0	1	1	0	0	nutritiva
nutritive	0	0	0	0	0	0	0	0	0	0	nutritivu
nuts	0	0	0	0	0	0	0	0	0	0	noci
nymph	0	0	0	0	0	0	0	0	0	0	ninfa
oaf	0	0	0	0	0	1	0	0	0	0	oaf
oak	0	0	0	0	0	0	1	0	0	0	quercia
oar	0	0	0	0	0	0	0	0	0	0	remo
oasis	0	1	0	0	1	0	1	0	0	1	oasi
oath	0	0	0	0	0	0	1	0	0	1	ghjuramentu
oatmeal	0	0	0	0	0	0	0	0	0	0	farina d'avena
obedience	0	0	0	0	0	0	1	0	0	1	ubbidienza
obedient	0	0	0	0	0	0	0	0	0	0	ubbidienti
obediently	0	0	0	0	0	0	0	0	0	0	ubbidienti
obelisk	0	0	0	0	0	0	0	0	0	0	obeliscu
obese	0	0	1	0	0	1	0	0	0	0	obesi
obesity	0	0	1	0	0	1	0	1	0	0	obesità
obey	0	0	0	1	0	0	0	0	0	1	ubbidite
obi	0	0	1	1	0	1	0	0	0	0	obi
obit	0	0	0	0	0	1	0	1	1	0	obit
obituary	0	0	0	0	0	1	0	1	0	0	necrologie
object	0	0	0	0	0	0	0	0	0	0	ughjettu
objection	1	0	0	0	0	1	0	0	0	0	obiezione
objectionable	0	0	0	0	0	1	0	0	0	0	contestable
objective	0	1	0	0	0	0	1	0	0	1	obiettivu
obligation	0	0	0	0	0	0	0	0	0	0	obligazione
obligatory	0	0	0	0	0	0	0	0	0	0	ubligatoriu
oblige	0	0	0	0	0	1	0	0	0	1	obligà
obliged	0	0	0	0	0	0	0	0	0	0	obligatu
obliging	1	1	1	1	1	0	1	0	1	1	ubligatoriu
obligor	0	0	0	1	0	1	0	0	0	0	debitore
oblique	0	0	0	0	0	0	0	0	0	0	oblicu
obliterate	1	0	0	1	0	1	0	1	0	0	obliterate
obliterated	1	0	0	1	0	1	0	0	0	0	sguassatu
obliteration	0	0	0	1	0	1	0	1	0	0	obliterazione
oblivion	1	0	0	1	0	1	0	0	0	0	oblicu
oblivious	0	0	0	0	0	0	0	0	0	0	scurdatu
oblong	0	0	0	0	0	0	0	0	0	0	oblongu
obnoxious	1	0	1	0	0	1	0	1	0	0	odiosa
oboe	0	0	0	0	0	0	0	0	0	0	oboe
obscene	0	0	1	0	0	1	0	0	0	0	obscenu
obscenity	1	0	1	0	0	1	0	0	0	0	oscenità
obscure	0	0	0	0	0	0	0	0	0	0	scuru
obscured	0	0	0	0	0	0	0	0	0	0	oscuratu
obscurity	0	0	0	0	0	1	0	0	0	0	oscurità
observance	0	0	0	0	0	0	0	0	0	0	osservanza
observant	0	0	0	0	0	0	1	0	0	0	osservante
observation	0	0	0	0	0	0	0	0	0	0	osservazione
observatory	0	0	0	0	0	0	0	0	0	0	observatoriu
observe	0	0	0	0	0	0	0	0	0	0	osservà
observer	0	0	0	0	0	0	0	0	0	0	observatore
observing	0	0	0	0	0	0	0	0	0	0	osservà
obsession	0	0	0	0	0	0	0	0	0	0	obsession
obsolescence	0	0	0	0	0	0	0	0	0	0	obsolescenza
obstacle	1	0	0	1	0	1	0	1	0	0	ostaculu
obstetrician	0	0	0	0	0	0	0	0	0	1	ostetricista
obstetrics	0	0	0	0	0	0	0	0	0	0	ostetricia
obstinate	0	0	0	0	0	1	0	0	0	0	ostinatu
obstruct	1	0	0	1	0	1	0	0	0	0	ostaculi
obstruction	0	0	0	0	0	1	0	0	0	0	ostaculu
obstructive	1	0	0	0	0	1	0	0	0	0	obstructive
obtain	0	0	0	0	0	0	0	0	0	0	ottene
obtainable	0	0	0	0	1	0	1	0	0	0	ottenibile
obtuse	0	0	0	0	0	1	0	0	0	0	obtuse
obverse	0	0	0	0	0	0	0	0	0	0	l'aversu
obvious	0	0	0	0	0	0	1	0	0	1	evidenti
ocarina	0	0	0	0	0	0	0	0	0	0	ocarina
occasion	0	0	0	0	0	0	0	0	0	0	occasione
occasional	0	0	0	0	0	0	0	0	1	0	occasionale
occasionally	0	0	0	0	0	0	0	0	0	0	occasionalmente
occlusion	0	0	0	0	0	0	0	0	0	0	occlusione
occult	0	0	1	1	0	1	0	0	0	0	occulte
occupancy	0	0	0	0	0	0	0	0	0	0	occupazione
occupant	0	0	0	0	0	0	1	0	0	1	occupante
occupation	0	0	0	0	0	0	1	0	0	0	occupazione
occupied	0	0	0	0	0	0	0	0	0	0	occupatu
occupier	0	0	0	0	0	0	0	0	0	0	occupante
occupy	0	0	0	0	0	0	1	0	0	0	occupà
occupying	0	0	0	0	0	0	0	0	0	0	occupà
occur	0	0	0	0	0	0	0	0	0	0	accade
occurrence	0	0	0	0	0	0	0	0	0	0	accadenza
ocean	0	0	0	0	0	0	0	0	0	0	oceanu
oceanic	0	0	0	0	0	0	0	0	0	0	oceanicu
octagon	0	0	0	0	0	0	0	0	0	0	ottugonu
octave	0	0	0	0	0	0	0	0	0	0	ottava
octopus	0	0	1	0	0	0	0	0	0	0	polpo
ocular	0	0	0	0	0	0	0	0	0	0	ocular
oddity	0	0	1	0	0	1	0	1	1	0	stranezza
odds	0	0	0	0	0	0	0	0	0	0	probabilità
ode	0	0	0	0	0	0	0	0	0	0	ode
odious	1	0	1	1	0	1	0	0	0	0	odiosa
odometer	0	0	0	0	0	0	0	0	0	0	odometru
odor	0	0	0	0	0	1	0	0	0	0	odore
oestrogen	0	0	0	0	0	0	0	0	0	0	estrogenu
oeuvre	0	0	0	0	0	0	0	0	0	0	opera
offal	0	0	0	0	0	0	0	0	0	0	frattaglie
offend	1	0	1	0	0	1	0	0	0	0	offend
offended	1	0	0	0	0	1	0	1	0	0	offesu
offender	1	0	1	1	0	1	0	1	0	0	delinquente
offense	1	0	1	1	0	1	0	1	0	0	offense
offensive	1	0	1	0	0	1	0	0	0	0	offensiva
offer	0	0	0	0	0	0	1	0	0	0	offerta
offered	0	0	0	0	0	0	0	0	0	0	offertu
offering	0	0	0	0	0	0	0	0	0	1	offerta
offhand	0	0	0	0	0	1	0	0	0	0	manu
office	0	0	0	0	0	0	0	0	0	0	uffiziu
officer	0	0	0	0	0	0	1	0	0	1	ufficiale
offices	0	0	0	0	0	0	0	0	0	0	uffizii
official	0	0	0	0	0	0	0	0	0	1	ufficiale
officiate	0	0	0	0	0	0	0	0	0	0	uffiziu
offing	0	0	0	0	0	1	0	0	0	0	offing
offload	0	0	0	0	0	0	0	0	0	0	scaricate
offset	0	1	0	0	0	0	1	0	0	0	offset
offshoot	0	0	0	0	0	0	1	0	0	0	ramu
offside	0	0	0	0	0	0	0	0	0	0	fora di ghjocu
oft	0	0	0	0	0	0	0	0	0	0	spessu
oftentimes	0	0	0	0	0	0	0	0	0	0	à spessu
ogre	0	0	1	1	0	1	0	0	0	0	orcu
oil	0	0	0	0	0	0	0	0	0	0	oliu
oils	0	0	0	0	0	0	0	0	0	0	olii
ointment	0	0	0	0	0	0	0	0	0	0	unguentu
olfactory	0	1	0	0	0	1	0	0	0	0	olfattivi
oligarchy	0	0	0	0	0	1	0	0	0	0	oligarchia
olive	0	0	0	0	0	0	0	0	0	0	aliva
omega	0	0	0	0	0	0	0	0	0	0	omega
omelet	0	0	0	0	0	0	0	0	0	0	frittata
omen	0	1	0	1	0	1	0	0	0	0	auguri
ominous	0	1	0	1	0	1	0	0	0	0	sinistru
omission	0	0	0	0	0	0	0	0	0	0	omissione
omit	0	0	0	0	0	1	0	0	0	0	omette
omitted	0	0	0	0	0	0	0	0	0	0	omessa
omnibus	0	0	0	0	0	0	0	0	0	0	omnibus
omnipotence	0	0	0	1	0	1	1	0	0	0	omnipotenza
omnipotent	0	0	0	0	0	0	0	0	0	0	omnipotente
omnipresent	0	0	0	0	0	0	0	0	0	0	omnipresente
omniscient	0	0	0	0	0	0	1	0	0	1	onnisciente
oncologist	0	0	0	0	0	0	0	0	0	0	oncologu
oneness	0	0	0	0	0	0	0	0	0	0	unicità
onerous	1	0	0	0	0	1	0	1	0	0	oneroso
oneself	0	0	0	0	0	0	0	0	0	0	sè stessu
ongoing	0	1	0	0	0	0	0	0	0	0	in corso
onion	0	0	0	0	0	0	0	0	0	0	cipolla
onset	0	1	0	0	0	0	0	0	0	0	principiu
onslaught	0	0	0	0	0	0	0	0	0	0	attaccu
ontology	0	0	0	0	0	0	0	0	0	0	ontologia
onus	0	0	0	0	0	1	0	0	0	0	onus
onward	0	0	0	0	0	0	0	0	0	0	avanti
onyx	0	0	0	0	0	0	0	0	0	0	onyx
ooze	0	0	1	0	0	1	0	0	0	0	ooze
oozing	0	0	0	0	0	0	0	0	0	0	sbucciatu
opacity	0	0	0	0	0	0	0	0	0	0	opacità
opal	0	0	0	0	0	0	0	0	0	0	opale
opaque	0	0	0	0	0	1	0	0	0	0	opaca
ope	0	0	0	0	0	0	0	0	0	0	opa
open	0	0	0	0	0	0	0	0	0	0	aperta
opener	0	0	0	0	0	0	0	0	0	0	apertura
opening	0	0	0	0	0	0	0	0	0	0	apertura
openly	0	0	0	0	0	0	0	0	0	0	apertamente
openness	0	0	0	0	0	0	1	0	0	0	apertura
opera	1	1	0	1	1	0	1	1	1	1	opera
operatic	0	0	0	0	0	1	0	0	0	0	operistica
operation	0	0	0	1	0	0	0	0	0	1	funziunamentu
operations	0	0	0	0	0	0	0	0	0	0	operazioni
operative	0	0	0	0	0	0	0	0	0	0	operativu
operator	0	0	0	0	0	0	0	0	0	0	operatore
ophthalmic	0	0	0	0	0	0	0	0	0	0	oftalmica
ophthalmologist	0	0	0	0	0	0	0	0	0	0	oftalmologu
opiate	0	0	0	0	0	1	0	0	0	0	opiace
opinion	0	0	0	0	0	0	0	0	0	0	opinione
opinionated	1	0	0	0	0	1	0	0	0	0	opinione
opium	1	0	1	1	0	1	0	1	0	0	oppiu
opponent	1	1	1	1	0	1	0	0	0	0	avversu
opportune	0	0	0	0	1	0	1	0	0	0	opportunu
opportunism	0	0	0	0	0	0	0	0	0	0	opportunismu
opportunity	0	1	0	0	0	0	1	0	0	0	opportunità
oppose	0	0	0	0	0	1	0	0	0	0	oppone
opposed	1	0	0	1	0	1	0	0	0	0	oppostu
opposing	0	0	0	0	0	0	0	0	0	0	oppostu
opposite	0	0	0	0	0	0	0	0	0	0	oppostu
opposites	0	0	0	0	0	0	0	0	0	0	opposti
opposition	1	0	0	0	0	1	0	0	0	0	opposizione
oppress	1	0	1	1	0	1	0	1	0	0	oppressà
oppression	1	0	1	1	0	1	0	1	0	0	oppressione
oppressive	1	0	1	1	0	1	0	1	0	0	oppressive
oppressor	1	0	0	1	0	1	0	1	0	0	oppressore
optic	0	0	0	0	0	0	0	0	0	0	otticu
optical	0	0	0	0	0	0	0	0	0	0	otticu
optics	0	0	0	0	0	0	0	0	0	0	ottica
optimism	0	1	0	0	1	0	1	0	1	1	ottimisimu
optimist	0	0	0	0	0	0	1	0	0	1	ottimista
option	0	0	0	0	0	0	1	0	0	0	opzione
optional	0	0	0	0	0	0	1	0	0	0	facultativu
optionally	0	0	0	0	0	0	0	0	0	0	opzione
options	0	0	0	0	0	0	0	0	0	0	opzioni
optometrist	0	0	0	0	0	0	0	0	0	0	optometrista
opulence	0	0	0	0	0	0	0	0	0	0	opulenza
opulent	0	0	0	0	0	0	0	0	0	0	opulente
opus	0	0	0	0	0	0	0	0	0	0	opus
oracle	0	1	0	0	0	0	1	0	0	1	oraculu
oral	0	0	0	0	0	0	0	0	0	0	orale
orange	0	0	0	0	0	0	0	0	0	0	aranciu
oration	0	0	0	0	0	0	1	0	0	0	orazione
orator	0	0	0	0	0	0	0	0	0	0	oratore
oratory	0	0	0	0	0	0	0	0	0	0	oratoriu
orb	0	0	0	0	0	0	0	0	0	0	orb
orbit	0	0	0	0	0	0	0	0	0	0	orbita
orbiting	0	0	0	0	0	0	0	0	0	0	in orbita
orbs	0	0	0	0	0	0	0	0	0	0	orbi
orc	1	0	1	1	0	1	0	0	0	0	orcu
orchard	0	0	0	0	0	0	0	0	0	0	ortu
orchestra	1	0	0	0	1	0	1	1	0	1	orchestra
ordained	0	0	0	0	0	0	1	0	0	1	urdinatu
ordeal	1	0	0	0	0	1	0	0	1	0	prova
order	0	0	0	0	0	0	0	0	0	0	ordine
orderly	0	0	0	0	0	0	1	0	0	0	ordinatu
ordinance	0	0	0	0	0	0	0	0	0	1	ordinanza
ordinary	0	0	0	0	0	0	0	0	0	0	ordinariu
ordination	0	1	0	0	1	0	1	0	0	1	ordinazione
ordnance	0	0	0	1	0	1	0	0	0	0	urdinamentu
ore	0	0	0	0	0	0	0	0	0	0	minerale
oregano	0	0	0	0	0	0	0	0	0	0	oregano
organ	0	1	0	0	1	0	0	0	0	0	organu
organic	0	0	0	0	0	0	1	0	0	0	organicu
organism	0	0	0	0	0	0	0	0	0	0	urganismu
organist	0	0	0	0	0	0	0	0	0	0	organistu
organization	0	1	0	0	1	0	1	0	1	1	urganizazione
organize	0	0	0	0	0	0	1	0	0	0	urganizà
organized	0	0	0	0	0	0	1	0	0	0	urganizata
orgasm	0	1	0	0	1	0	1	0	0	0	orgasmu
orgies	0	0	0	0	0	0	0	0	0	0	orgie
orient	0	0	0	0	0	0	0	0	0	0	orientà
oriental	0	0	0	0	0	0	0	0	0	0	orientali
orientation	0	0	0	0	0	0	0	0	0	0	orientazione
orifice	0	0	0	0	0	0	0	0	0	0	orifiziu
origin	0	0	0	0	0	0	0	0	0	0	origine
originality	0	0	0	0	0	0	1	0	1	0	uriginale
originate	0	0	0	0	0	0	0	0	0	0	origine
origination	0	0	0	0	0	0	0	0	0	0	origine
originator	0	0	0	0	0	0	0	0	0	0	uriginale
ornament	0	0	0	0	0	0	0	0	0	0	ornamentu
ornamental	0	0	0	0	0	0	0	0	0	0	ornamentali
ornamentation	0	0	0	0	0	0	0	0	0	0	ornamentu
ornamented	0	0	0	0	0	0	1	0	0	0	ornatu
ornate	0	0	0	0	0	0	1	0	0	0	ornatu
orphan	0	0	0	1	0	1	0	1	0	0	orfanu
orthodox	0	0	0	0	0	0	0	0	0	0	ortodossu
orthodoxy	0	0	0	0	0	0	0	0	0	1	ortodossia
orthogonal	0	0	0	0	0	0	0	0	0	0	ortogonale
oscillate	0	0	0	0	0	0	0	0	0	0	oscillate
oscillating	0	0	0	0	0	0	0	0	0	0	oscillante
oscillation	0	0	0	0	0	0	0	0	0	0	oscillazione
oscillatory	0	0	0	0	0	0	0	0	0	0	oscillatori
ostensible	0	0	0	0	0	0	0	0	0	0	ostensible
ostensibly	0	0	0	0	0	1	0	0	0	0	apparentemente
ostrich	0	0	0	0	0	0	0	0	0	0	struzzu
otto	0	0	0	0	0	0	0	0	0	0	ottu
ottoman	0	0	0	0	0	0	0	0	0	0	pouf
ounce	0	0	0	0	0	0	0	0	0	0	uncia
oust	1	0	0	0	0	1	0	1	0	0	scacciate
outbreak	0	0	0	0	0	0	0	0	0	0	epidemia
outburst	1	0	0	1	1	1	1	1	1	0	scoppiu
outcast	0	0	1	1	0	1	0	1	0	0	emarginatu
outcome	0	0	0	0	0	0	1	0	0	0	risultatu
outcry	1	0	0	1	0	1	0	0	1	0	grida
outdo	0	1	0	0	0	0	1	0	0	0	fora
outdoor	0	0	0	0	0	0	0	0	0	0	fora
outfit	0	0	0	0	0	0	0	0	0	0	vestitu
outgrow	0	0	0	0	0	0	0	0	0	0	cresce
outgrowth	0	0	0	0	0	0	0	0	0	0	crescita
outhouse	0	0	1	0	0	1	0	0	0	0	outhouse
outing	0	0	0	0	0	0	0	0	0	0	uscita
outlandish	0	0	0	0	0	1	0	0	0	0	stravagante
outlast	0	0	0	0	0	0	0	0	0	0	sopravvivere
outlaw	0	0	0	0	0	1	0	0	0	0	fuorilegge
outlet	0	0	0	0	0	0	0	0	0	0	outlet
outline	0	0	0	0	0	0	0	0	0	0	contornu
outlines	0	0	0	0	0	0	0	0	0	0	contorni
outlook	0	0	0	0	0	0	0	0	0	0	prospettiva
outlying	0	0	0	0	0	0	0	0	0	0	fora
outnumber	0	0	0	0	0	0	0	0	0	0	in più
outpost	0	0	0	1	0	0	0	0	0	0	avanzata
outpouring	0	0	0	0	0	0	0	0	0	0	effusione
output	0	0	0	0	0	0	0	0	0	0	output
outrage	1	0	1	0	0	1	0	0	0	0	indignazione
outrageous	0	0	0	0	0	0	0	0	1	0	scandaloso
outright	0	0	0	0	0	0	0	0	0	0	à dritta
outrun	0	0	0	0	0	0	0	0	0	0	scappà
outset	0	0	0	0	0	0	0	0	0	0	principiu
outsider	0	0	0	1	0	0	0	0	0	0	fora
outskirts	0	0	0	0	0	0	0	0	0	0	periferia
outspoken	0	0	0	0	0	0	0	0	0	0	francu
outstanding	0	0	0	0	1	1	1	0	0	0	eccezziunale
outstretched	0	0	0	0	0	0	0	0	0	0	allungatu
outward	0	0	0	0	0	0	1	0	0	0	fora
outwards	0	0	0	0	0	0	0	0	0	0	fora
outweigh	0	0	0	0	0	0	0	0	0	0	supera
oval	0	0	0	0	0	0	0	0	0	0	ovale
ovary	0	0	0	0	0	0	0	0	0	0	ovariu
ovate	0	0	0	0	0	0	0	0	0	0	ovatu
ovation	0	0	0	0	0	1	0	1	0	0	ovazione
oven	0	0	0	0	0	0	0	0	0	0	fornu
overalls	0	0	0	0	0	0	0	0	0	0	tuta
overbearing	1	0	0	0	0	1	0	0	0	0	prepotente
overburden	0	0	0	0	0	1	0	0	0	0	overburden
overcast	0	0	0	0	0	1	0	0	0	0	nuvoloso
overcharged	0	0	0	0	0	0	0	0	0	0	overcharged
overcoat	0	0	0	0	0	0	0	0	0	0	mantellu
overdo	0	0	0	0	0	1	0	0	0	0	overdo
overdose	0	0	0	0	0	1	0	0	0	0	overdose
overdue	0	1	0	0	0	1	0	1	1	0	ritardata
overestimate	0	0	0	0	0	0	0	0	1	0	sopravvalutà
overestimated	0	0	0	0	0	1	0	0	0	0	sopravvalutatu
overflow	0	0	0	0	0	1	0	0	0	0	overflow
overflowing	0	0	0	0	0	0	0	0	0	0	traboccante
overgrown	0	0	0	0	0	1	0	0	0	0	invasatu
overgrowth	0	0	0	0	0	0	0	0	0	0	crescita eccessiva
overhanging	0	0	0	0	0	0	0	0	0	0	sovrapposte
overhaul	0	0	0	0	0	0	0	0	0	0	rivisione
overhead	0	0	0	0	0	0	0	0	0	0	sopra
overjoyed	0	0	0	0	1	0	1	0	0	0	felicità
overlaid	0	0	0	0	0	0	0	0	0	0	sovrapposti
overlap	0	0	0	0	0	0	0	0	0	0	sovrappone
overlay	0	0	0	0	0	0	0	0	0	0	overlay
overload	0	0	0	0	0	1	0	1	0	0	overload
overlying	0	0	0	0	0	0	0	0	0	0	sovrastante
overpaid	0	0	0	0	0	1	0	0	0	0	overpaid
overpass	0	0	0	0	0	0	0	0	0	0	cavalcavia
overpower	0	0	0	0	0	1	0	0	0	0	overpower
overpowering	1	0	0	1	0	1	0	0	0	0	sopravviventi
overpriced	1	0	1	0	0	1	0	1	0	0	overpriced
override	0	0	0	0	0	0	0	0	0	0	override
overrule	0	0	0	0	0	0	0	0	0	0	overrule
overseer	0	0	0	0	0	0	0	0	0	0	surveillante
overshadow	0	0	0	0	0	0	0	0	0	0	ombra
oversight	0	0	0	0	0	1	0	0	0	0	sorveglianza
overstate	0	0	0	0	0	0	0	0	0	0	sopravalutà
overstock	0	0	0	0	0	0	0	0	0	0	overstock
overt	0	0	0	1	0	0	0	0	0	0	palesa
overtake	0	0	0	0	0	0	0	0	0	0	superà
overtaken	0	0	0	0	0	0	0	0	0	0	superatu
overthrow	0	1	0	1	0	1	0	0	0	0	rinvià
overture	0	1	0	0	0	0	0	0	0	0	ouverture
overturn	0	0	0	0	0	1	0	0	0	0	ribalta
overwhelm	0	0	0	0	0	1	0	0	0	0	sopravvive
overwhelmed	0	0	0	0	0	1	0	1	0	0	sopraffattu
overwhelming	0	0	0	0	0	0	1	0	0	0	travolgente
overzealous	0	0	0	0	0	0	0	0	0	0	eccessivamente zelosu
owe	0	0	0	0	0	0	0	0	0	0	deve
owing	1	1	1	1	0	1	0	1	0	1	duvutu
owner	0	0	0	0	0	0	0	0	0	0	pruprietariu
ownership	0	0	0	0	0	0	1	0	0	0	pruprietà
ox	0	0	0	0	0	0	0	0	0	0	boe
oxidation	0	0	0	0	0	1	0	0	0	0	ossidazione
oxygen	0	0	0	0	0	0	0	0	0	0	ossigenu
oxymoron	0	0	0	0	0	0	0	0	0	0	ossimoru
oyster	0	0	0	0	0	0	0	0	0	0	ostriche
pace	0	0	0	0	0	0	0	0	0	0	ritmu
pacific	0	0	0	0	0	0	1	0	0	0	pacificu
pacify	0	0	0	0	0	0	0	0	0	0	pacificà
pack	0	0	0	0	0	0	0	0	0	0	pacchettu
package	0	0	0	0	0	0	0	0	0	0	pacchettu
packer	0	0	0	0	0	0	0	0	0	0	imballatore
packet	0	0	0	0	0	0	0	0	0	0	pacchettu
pact	0	0	0	0	0	0	0	0	0	1	pattu
pad	0	0	0	0	0	0	1	0	0	0	pad
padding	0	0	0	0	0	0	1	0	0	0	imbottitura
paddle	0	1	0	0	0	0	1	0	0	0	pagaia
paddock	0	0	0	0	0	0	0	0	0	0	paddock
paddy	0	0	0	0	0	0	0	0	0	0	paddy
padlock	0	0	0	0	0	0	0	0	0	0	luccatu
padre	0	0	0	0	0	0	0	0	0	0	padre
pagan	0	0	0	0	0	0	0	0	0	0	paganu
paganism	0	0	0	0	0	0	0	0	0	0	paganisimu
page	0	0	0	0	0	0	0	0	0	0	pagina
pageant	0	0	0	0	0	0	0	0	0	0	spettaculu
pagination	0	0	0	0	0	0	0	0	0	0	paginazione
pagoda	0	0	0	0	0	0	0	0	0	0	pagoda
pail	0	0	0	0	0	0	0	0	0	0	seccu
pain	0	0	0	1	0	1	0	1	0	0	dulore
pained	0	0	0	1	0	1	0	1	0	0	dulore
painful	1	0	1	1	0	1	0	1	0	0	doloroso
painfully	0	0	0	0	0	1	0	1	0	0	dulorosamente
painless	0	0	0	0	0	0	0	0	0	0	indolore
pains	0	0	0	0	0	1	0	0	0	0	dulori
painstaking	0	0	0	0	0	0	0	0	0	0	meticulosa
paint	0	0	0	0	0	0	0	0	0	0	pittura
painted	0	0	0	0	0	0	0	0	0	0	pittatu
painter	0	0	0	0	0	0	0	0	0	0	pittore
painting	0	0	0	0	0	0	0	0	0	0	pittura
pair	0	0	0	0	0	0	0	0	0	0	coppia
pajamas	0	0	0	0	0	0	0	0	0	0	pigiami
pal	0	0	0	0	0	0	0	0	0	0	amicu
palace	0	0	0	0	0	0	0	0	0	0	palazzu
palatable	0	0	0	0	0	0	1	0	0	0	gustativu
palate	0	0	0	0	0	0	0	0	0	0	palati
paleontology	0	0	0	0	0	0	0	0	0	0	paleontologia
palette	0	0	0	0	0	0	0	0	0	0	paleta
pall	0	0	0	0	0	0	0	0	0	0	palla
palladium	0	0	0	0	0	0	0	0	0	0	paladiu
pallet	0	0	0	0	0	0	0	0	0	0	pallet
palliative	0	0	0	0	0	0	1	0	0	0	palliativu
palm	0	0	0	0	0	0	0	0	0	0	palma
palmer	0	0	0	0	0	0	0	0	0	0	palmer
palpable	0	0	0	0	0	0	0	0	1	0	palpabile
palsy	0	0	1	1	0	1	0	1	0	0	paralisi
paltry	0	0	0	0	0	0	0	0	0	0	mischinu
pamper	0	0	0	0	0	0	0	0	0	0	coccolare
pamphlet	0	0	0	0	0	0	0	0	0	0	pamphlet
pan	0	0	0	0	0	0	0	0	0	0	pan
panacea	0	0	0	0	0	0	1	0	0	0	panacea
panache	0	0	0	0	0	0	1	0	0	0	panache
pancake	0	0	0	0	0	0	0	0	0	0	pancake
pandemic	0	0	0	1	0	1	0	1	0	0	pandemia
panel	0	0	0	0	0	0	0	0	0	0	pannellu
pang	0	0	0	0	0	1	0	0	1	0	pang
panic	0	0	0	1	0	1	0	0	0	0	panicu
panier	0	0	0	0	0	0	1	0	0	0	panier
panorama	0	0	0	0	0	0	0	0	0	0	panorama
panoramic	0	0	0	0	0	0	0	0	0	0	panoramica
pant	0	0	0	0	0	0	0	0	0	0	pantalone
pantheon	0	0	0	0	0	0	0	0	0	0	pantheon
panther	0	0	0	0	0	0	0	0	0	0	pantera
panties	0	0	0	0	0	0	0	0	0	0	mutandine
pantomime	0	0	0	0	0	0	0	0	0	0	pantomima
pantry	0	0	0	0	0	0	0	0	0	0	despensa
pants	0	0	0	0	0	0	0	0	0	0	pantaloni
pap	0	0	0	0	0	0	0	0	0	0	pap
papacy	0	0	0	0	0	0	0	0	0	0	papatu
papal	0	0	0	0	0	0	0	0	0	0	papale
paper	0	0	0	0	0	0	0	0	0	0	carta
paprika	0	0	0	0	0	0	1	0	0	0	paprika
papyrus	0	0	0	0	0	0	0	0	0	0	papirus
par	0	0	0	0	0	0	0	0	0	0	par
parable	0	0	0	0	0	0	0	0	0	0	paràbula
parabola	0	0	0	0	0	0	0	0	0	0	parabola
parabolic	0	0	0	0	0	0	0	0	0	0	parabolicu
parachute	0	0	0	1	0	0	0	0	0	0	parachute
parade	0	1	0	1	1	1	1	0	1	0	parata
paradigm	0	0	0	0	0	0	0	0	0	0	paradigma
paradox	0	0	0	0	0	0	0	0	0	0	paradossu
paradoxical	0	0	0	0	0	0	0	0	0	0	paradossale
paraffin	0	0	0	0	0	0	0	0	0	0	paraffina
paragon	0	1	0	0	1	0	1	0	0	1	paragon
paragraph	0	0	0	0	0	0	0	0	0	0	paragrafu
parallax	0	0	0	0	0	0	0	0	0	0	parallax
parallel	0	0	0	0	0	0	0	0	0	0	parallella
parallelism	0	0	0	0	0	0	0	0	0	0	parallelismu
paralysis	1	1	0	1	0	1	0	1	0	0	paralisi
paramount	0	0	0	0	0	0	1	0	0	0	primurosu
paranoia	0	0	0	1	0	1	0	0	0	0	paranoia
parapet	0	0	0	0	0	0	0	0	0	0	parapettu
paraphernalia	0	0	0	0	0	0	0	0	0	0	parafernalia
paraphrase	0	0	0	0	0	1	1	0	0	0	parafrasi
parasite	0	0	1	1	0	1	0	0	0	0	parasite
parasol	0	0	0	0	0	0	0	0	0	0	parasole
parcel	0	0	0	0	0	0	0	0	0	0	pacchettu
parcels	0	0	0	0	0	0	0	0	0	0	pacchi
parchment	0	0	0	0	0	0	0	0	0	0	pergamena
pardon	0	0	0	0	0	0	1	0	0	0	perdona
pare	1	1	0	1	0	1	0	1	0	0	pare
parenchyma	0	0	0	0	0	0	0	0	0	0	parenchima
parent	0	0	0	0	0	0	0	0	0	0	parenti
parentage	0	0	0	0	0	0	1	0	0	0	parentela
parental	0	0	0	0	0	0	0	0	0	0	parenti
parenthesis	0	0	0	0	0	0	0	0	0	0	parentesi
parenthetical	0	0	0	0	0	0	0	0	0	0	parentesi
parietal	0	0	0	0	0	0	1	0	0	1	parietale
paring	0	0	0	0	0	0	0	0	0	0	paring
parish	0	0	0	0	0	0	0	0	0	1	parrocchia
parity	0	0	0	0	0	0	0	0	0	0	parità
