English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Thai Word
newspaper	0	0	0	0	0	0	0	0	0	0	หนังสือพิมพ์
newsstand	0	0	0	0	0	0	0	0	0	0	แผงขายหนังสือพิมพ์
nib	0	0	0	0	0	0	0	0	0	0	ปลายปากกา
nibble	0	0	0	0	0	0	0	0	0	0	แทะ
niche	0	0	0	0	0	0	0	0	0	0	ซอก
nichts	0	0	0	0	0	0	0	0	0	0	nichts
nick	0	0	0	0	0	0	0	0	0	0	นิค
nickel	0	0	0	0	0	0	0	0	0	0	นิกเกิล
nickname	0	0	0	0	0	0	0	0	0	0	ชื่อเล่น
nicotine	0	0	1	0	0	1	0	0	0	0	นิโคติน
niece	0	0	0	0	0	0	0	0	0	0	หลานสาว
nigh	0	0	0	0	0	0	0	0	0	0	ใกล้
night	0	0	0	0	0	0	0	0	0	0	กลางคืน
nightfall	0	0	0	0	0	0	0	0	0	0	ค่ำ
nightingale	0	0	0	0	0	0	0	0	0	0	นกไนติงเกล
nightmare	0	0	0	1	0	1	0	0	0	0	ฝันร้าย
nihilism	0	0	0	0	0	1	0	0	0	0	การทำลายล้าง
nil	0	0	0	0	0	0	0	0	0	0	ไม่มี
nimble	0	0	0	0	0	0	0	0	0	0	ว่องไว
ninety	0	0	0	0	0	0	0	0	0	0	เก้าสิบ
ninth	0	0	0	0	0	0	0	0	0	0	เก้า
nip	0	0	0	0	0	0	0	0	0	0	หยิก
nipple	0	0	0	0	0	0	0	0	0	0	หัวนม
nix	0	0	0	0	0	0	0	0	0	0	ห้าม
nobility	0	1	0	0	0	0	1	0	0	1	ขุนนาง
noble	0	0	0	0	0	0	1	0	0	1	มีคุณธรรมสูง
nobleman	0	0	0	0	0	0	1	0	0	1	ขุนนาง
nocturnal	0	0	0	0	0	0	0	0	0	0	กลางคืน
nod	0	0	0	0	0	0	0	0	0	0	พยักหน้า
nodding	0	0	0	0	0	0	0	0	0	0	พยักหน้า
node	0	0	0	0	0	0	0	0	0	0	โหนด
nodular	0	0	0	0	0	0	0	0	0	0	ก้อนกลม
nodule	0	0	0	0	0	0	0	0	0	0	ก้อนกลม
noise	0	0	0	0	0	1	0	0	0	0	เสียงรบกวน
noisy	1	0	0	0	0	1	0	0	0	0	เสียงดัง
nomad	0	0	0	0	0	0	0	0	0	0	เร่ร่อน
nomadic	0	0	0	0	0	0	0	0	0	0	เร่ร่อน
nomenclature	0	0	0	0	0	0	0	0	0	0	ระบบการตั้งชื่อ
nominal	0	0	0	0	0	0	0	0	0	0	เล็กน้อย
nominate	0	0	0	0	0	0	0	0	0	0	เสนอชื่อ
nomination	0	0	0	0	0	0	1	0	0	0	การเสนอชื่อ
nominee	0	0	0	0	0	0	0	0	0	0	ผู้ได้รับการเสนอชื่อ
nonce	0	0	0	0	0	0	0	0	0	0	nonce
noncompliance	1	1	0	1	0	1	0	1	0	0	ไม่ปฏิบัติตาม
nondescript	0	0	0	0	0	0	0	0	0	0	ไร้สาระ
nonexistent	0	0	0	0	0	0	0	0	0	0	ไม่มีอยู่จริง
nonpayment	0	0	0	0	0	0	0	0	0	0	ไม่จ่าย
nonresident	0	0	0	0	0	0	0	0	0	0	ผู้ไม่มีถิ่นที่อยู่
nonsense	0	0	0	0	0	1	0	0	0	0	เรื่องไร้สาระ
nonsensical	0	0	0	0	0	1	0	1	0	0	ไร้สาระ
noodle	0	0	0	0	0	0	0	0	0	0	ก๋วยเตี๋ยว
nook	0	0	0	0	0	0	0	0	0	0	ซอก
noon	0	0	0	0	0	0	0	0	0	0	กลางวัน
noose	0	0	0	0	0	1	0	1	0	0	ห่วง
norm	0	0	0	0	0	0	0	0	0	0	บรรทัดฐาน
normal	0	0	0	0	0	0	0	0	0	0	ปกติ
normalcy	0	0	0	0	0	0	0	0	0	0	ความปกติ
normality	0	0	0	0	0	0	1	0	0	0	ความปกติ
nose	0	0	1	0	0	0	0	0	0	0	จมูก
nostalgia	0	0	0	0	0	0	0	0	0	0	ความคิดถึง
nostril	0	0	0	0	0	0	0	0	0	0	รูจมูก
notable	0	0	0	0	1	0	1	0	0	1	เด่น
notables	0	0	0	0	0	0	1	0	0	0	จุดเด่น
notably	0	0	0	0	0	0	0	0	0	0	สะดุดตา
notary	0	0	0	0	0	0	0	0	0	1	ทนายความ
notation	0	0	0	0	0	0	0	0	0	0	สัญกรณ์
notch	0	0	0	0	0	0	0	0	0	0	รอยบาก
notched	0	0	0	0	0	0	0	0	0	0	มีรอยบาก
note	0	0	0	0	0	0	0	0	0	0	บันทึก
notebook	0	0	0	0	0	0	0	0	0	0	สมุดบันทึก
noted	0	0	0	0	0	0	1	0	0	0	เข้าใจแล้ว
noteworthy	0	0	0	0	0	0	0	0	0	0	น่าจดจำ
nothingness	0	0	0	0	0	1	0	1	0	0	ความว่างเปล่า
notice	0	0	0	0	0	0	0	0	0	0	สังเกต
noticeable	0	0	0	0	0	0	0	0	0	0	เห็นได้ชัด
notification	0	1	0	0	0	0	0	0	0	0	การแจ้งเตือน
notify	0	0	0	0	0	0	0	0	0	0	แจ้ง
notion	0	0	0	0	0	0	1	0	0	0	ความคิด
notional	0	0	0	0	0	0	0	0	0	0	สมมติ
notoriety	1	0	1	1	0	1	1	0	0	0	ความอื้อฉาว
notwithstanding	0	0	0	0	0	0	0	0	0	0	อย่างไรก็ตาม
nought	0	0	0	0	0	0	0	0	0	0	ไม่มีอะไร
noun	0	0	0	0	0	0	0	0	0	0	คำนาม
nourish	0	0	0	0	0	0	0	0	0	0	หล่อเลี้ยง
nourishment	0	0	0	0	0	0	1	0	0	0	สารอาหาร
nouveau	0	0	0	0	0	0	0	0	0	0	นูโว
novelty	0	0	0	0	0	0	0	0	0	0	ความแปลกใหม่
novice	0	0	0	0	0	0	0	0	0	0	สามเณร
nowadays	0	0	0	0	0	0	0	0	0	0	ทุกวันนี้
noxious	0	0	1	1	0	1	0	0	0	0	เป็นพิษ
nozzle	0	0	0	0	0	0	0	0	0	0	หัวฉีด
nuance	0	0	0	0	0	0	0	0	0	0	แตกต่างกันนิดหน่อย
nuances	0	0	0	0	0	0	0	0	0	0	ความแตกต่าง
nucleus	0	0	0	0	0	0	0	0	0	0	นิวเคลียส
nude	0	0	0	0	0	0	0	0	0	0	เปลือย
nudge	0	0	0	0	0	0	0	0	0	0	ดุน
nudity	0	0	0	0	0	0	0	0	0	0	ภาพเปลือย
nugget	0	0	0	0	0	0	0	0	0	0	นักเก็ต
nuisance	1	0	0	0	0	1	0	0	0	0	รำคาญ
nul	0	0	0	0	0	1	0	0	0	0	nul
null	0	0	0	0	0	0	0	0	0	0	โมฆะ
nullify	0	0	0	0	0	1	0	0	1	0	nullify
numb	0	0	0	0	0	1	0	0	0	0	มึน
number	0	0	0	0	0	0	0	0	0	0	ตัวเลข
numbering	0	0	0	0	0	0	0	0	0	0	การนับ
numbers	0	0	0	0	0	0	1	0	0	0	ตัวเลข
numbness	0	0	0	0	0	1	0	1	0	0	ชา
numeral	0	0	0	0	0	0	0	0	0	0	ตัวเลข
numerator	0	0	0	0	0	0	0	0	0	0	เศษ
numerical	0	0	0	0	0	0	0	0	0	0	ตัวเลข
numerically	0	0	0	0	0	0	0	0	0	0	ตัวเลข
numerous	0	0	0	0	0	0	0	0	0	0	มากมาย
nun	0	0	0	0	0	1	0	0	0	1	แม่ชี
nurse	0	0	0	0	0	0	1	0	0	1	พยาบาล
nursery	0	0	0	0	1	0	1	0	0	1	สถานรับเลี้ยงเด็ก
nurture	1	1	1	1	1	0	1	0	0	1	หล่อเลี้ยง
nutmeg	0	0	0	0	0	0	0	0	0	0	จันทน์เทศ
nutrition	0	0	0	0	0	0	0	0	0	0	โภชนาการ
nutritious	0	0	0	0	0	0	1	1	0	0	มีคุณค่าทางโภชนาการ
nutritive	0	0	0	0	0	0	0	0	0	0	มีคุณค่าทางโภชนาการ
nuts	0	0	0	0	0	0	0	0	0	0	ถั่ว
nymph	0	0	0	0	0	0	0	0	0	0	นางไม้
oaf	0	0	0	0	0	1	0	0	0	0	oaf
oak	0	0	0	0	0	0	1	0	0	0	ต้นโอ๊ก
oar	0	0	0	0	0	0	0	0	0	0	พาย
oasis	0	1	0	0	1	0	1	0	0	1	โอเอซิส
oath	0	0	0	0	0	0	1	0	0	1	คำสาบาน
oatmeal	0	0	0	0	0	0	0	0	0	0	ข้าวโอ๊ต
obedience	0	0	0	0	0	0	1	0	0	1	การเชื่อฟัง
obedient	0	0	0	0	0	0	0	0	0	0	เชื่อฟัง
obediently	0	0	0	0	0	0	0	0	0	0	เชื่อฟัง
obelisk	0	0	0	0	0	0	0	0	0	0	เสาโอเบลิสก์
obese	0	0	1	0	0	1	0	0	0	0	อ้วน
obesity	0	0	1	0	0	1	0	1	0	0	ความอ้วน
obey	0	0	0	1	0	0	0	0	0	1	เชื่อฟัง
obi	0	0	1	1	0	1	0	0	0	0	โอบิ
obit	0	0	0	0	0	1	0	1	1	0	โอบิต
obituary	0	0	0	0	0	1	0	1	0	0	ข่าวมรณกรรม
object	0	0	0	0	0	0	0	0	0	0	วัตถุ
objection	1	0	0	0	0	1	0	0	0	0	คัดค้าน
objectionable	0	0	0	0	0	1	0	0	0	0	น่ารังเกียจ
objective	0	1	0	0	0	0	1	0	0	1	วัตถุประสงค์
obligation	0	0	0	0	0	0	0	0	0	0	ภาระผูกพัน
obligatory	0	0	0	0	0	0	0	0	0	0	บังคับ
oblige	0	0	0	0	0	1	0	0	0	1	บังคับ
obliged	0	0	0	0	0	0	0	0	0	0	บังคับ
obliging	1	1	1	1	1	0	1	0	1	1	มีน้ำใจ
obligor	0	0	0	1	0	1	0	0	0	0	ผู้ผูกมัด
oblique	0	0	0	0	0	0	0	0	0	0	เฉียง
obliterate	1	0	0	1	0	1	0	1	0	0	ลบล้าง
obliterated	1	0	0	1	0	1	0	0	0	0	หายไป
obliteration	0	0	0	1	0	1	0	1	0	0	การลบล้าง
oblivion	1	0	0	1	0	1	0	0	0	0	การลืมเลือน
oblivious	0	0	0	0	0	0	0	0	0	0	หลงลืม
oblong	0	0	0	0	0	0	0	0	0	0	รูปสี่เหลี่ยมผืนผ้า
obnoxious	1	0	1	0	0	1	0	1	0	0	น่ารังเกียจ
oboe	0	0	0	0	0	0	0	0	0	0	โอโบ
obscene	0	0	1	0	0	1	0	0	0	0	ลามก
obscenity	1	0	1	0	0	1	0	0	0	0	ลามกอนาจาร
obscure	0	0	0	0	0	0	0	0	0	0	ปิดบัง
obscured	0	0	0	0	0	0	0	0	0	0	บดบัง
obscurity	0	0	0	0	0	1	0	0	0	0	ความสับสน
observance	0	0	0	0	0	0	0	0	0	0	การปฏิบัติตาม
observant	0	0	0	0	0	0	1	0	0	0	ช่างสังเกต
observation	0	0	0	0	0	0	0	0	0	0	การสังเกต
observatory	0	0	0	0	0	0	0	0	0	0	หอดูดาว
observe	0	0	0	0	0	0	0	0	0	0	สังเกต
observer	0	0	0	0	0	0	0	0	0	0	ผู้สังเกตการณ์
observing	0	0	0	0	0	0	0	0	0	0	การสังเกต
obsession	0	0	0	0	0	0	0	0	0	0	ความหลงใหล
obsolescence	0	0	0	0	0	0	0	0	0	0	ล้าสมัย
obstacle	1	0	0	1	0	1	0	1	0	0	อุปสรรค
obstetrician	0	0	0	0	0	0	0	0	0	1	สูติแพทย์
obstetrics	0	0	0	0	0	0	0	0	0	0	สูติศาสตร์
obstinate	0	0	0	0	0	1	0	0	0	0	ดื้อรั้น
obstruct	1	0	0	1	0	1	0	0	0	0	ขัดขวาง
obstruction	0	0	0	0	0	1	0	0	0	0	สิ่งกีดขวาง
obstructive	1	0	0	0	0	1	0	0	0	0	สิ่งกีดขวาง
obtain	0	0	0	0	0	0	0	0	0	0	รับ
obtainable	0	0	0	0	1	0	1	0	0	0	หาได้
obtuse	0	0	0	0	0	1	0	0	0	0	ป้าน
obverse	0	0	0	0	0	0	0	0	0	0	หน้า
obvious	0	0	0	0	0	0	1	0	0	1	ชัดเจน
ocarina	0	0	0	0	0	0	0	0	0	0	ขลุ่ยขลุ่ย
occasion	0	0	0	0	0	0	0	0	0	0	โอกาส
occasional	0	0	0	0	0	0	0	0	1	0	เป็นครั้งคราว
occasionally	0	0	0	0	0	0	0	0	0	0	เป็นครั้งคราว
occlusion	0	0	0	0	0	0	0	0	0	0	การบดเคี้ยว
occult	0	0	1	1	0	1	0	0	0	0	ไสย
occupancy	0	0	0	0	0	0	0	0	0	0	occupancy
occupant	0	0	0	0	0	0	1	0	0	1	ผู้อยู่อาศัย
occupation	0	0	0	0	0	0	1	0	0	0	อาชีพ
occupied	0	0	0	0	0	0	0	0	0	0	ไม่ว่าง
occupier	0	0	0	0	0	0	0	0	0	0	ผู้ครอบครอง
occupy	0	0	0	0	0	0	1	0	0	0	ครอบครอง
occupying	0	0	0	0	0	0	0	0	0	0	ครอบครอง
occur	0	0	0	0	0	0	0	0	0	0	เกิดขึ้น
occurrence	0	0	0	0	0	0	0	0	0	0	เหตุการณ์
ocean	0	0	0	0	0	0	0	0	0	0	มหาสมุทร
oceanic	0	0	0	0	0	0	0	0	0	0	มหาสมุทร
octagon	0	0	0	0	0	0	0	0	0	0	แปดเหลี่ยม
octave	0	0	0	0	0	0	0	0	0	0	อ็อกเทฟ
octopus	0	0	1	0	0	0	0	0	0	0	ปลาหมึกยักษ์
ocular	0	0	0	0	0	0	0	0	0	0	ตา
oddity	0	0	1	0	0	1	0	1	1	0	ความแปลกประหลาด
odds	0	0	0	0	0	0	0	0	0	0	อัตราต่อรอง
ode	0	0	0	0	0	0	0	0	0	0	ode
odious	1	0	1	1	0	1	0	0	0	0	น่ารังเกียจ
odometer	0	0	0	0	0	0	0	0	0	0	เครื่องวัดระยะทาง
odor	0	0	0	0	0	1	0	0	0	0	กลิ่น
oestrogen	0	0	0	0	0	0	0	0	0	0	เอสโตรเจน
oeuvre	0	0	0	0	0	0	0	0	0	0	ผลงาน
offal	0	0	0	0	0	0	0	0	0	0	เครื่องใน
offend	1	0	1	0	0	1	0	0	0	0	ทำให้ขุ่นเคือง
offended	1	0	0	0	0	1	0	1	0	0	โกรธเคือง
offender	1	0	1	1	0	1	0	1	0	0	ผู้กระทำความผิด
offense	1	0	1	1	0	1	0	1	0	0	ความผิด
offensive	1	0	1	0	0	1	0	0	0	0	ก้าวร้าว
offer	0	0	0	0	0	0	1	0	0	0	เสนอ
offered	0	0	0	0	0	0	0	0	0	0	นำเสนอ
offering	0	0	0	0	0	0	0	0	0	1	ถวาย
offhand	0	0	0	0	0	1	0	0	0	0	มือเปล่า
office	0	0	0	0	0	0	0	0	0	0	สำนักงาน
officer	0	0	0	0	0	0	1	0	0	1	เจ้าหน้าที่
offices	0	0	0	0	0	0	0	0	0	0	สำนักงาน
official	0	0	0	0	0	0	0	0	0	1	เป็นทางการ
officiate	0	0	0	0	0	0	0	0	0	0	ทำหน้าที่
offing	0	0	0	0	0	1	0	0	0	0	offing
offload	0	0	0	0	0	0	0	0	0	0	offload
offset	0	1	0	0	0	0	1	0	0	0	offset
offshoot	0	0	0	0	0	0	1	0	0	0	หน่อ
offside	0	0	0	0	0	0	0	0	0	0	ล้ำหน้า
oft	0	0	0	0	0	0	0	0	0	0	บ่อยครั้ง
oftentimes	0	0	0	0	0	0	0	0	0	0	บ่อยครั้ง
ogre	0	0	1	1	0	1	0	0	0	0	ยักษ์
oil	0	0	0	0	0	0	0	0	0	0	น้ำมัน
oils	0	0	0	0	0	0	0	0	0	0	น้ำมัน
ointment	0	0	0	0	0	0	0	0	0	0	ครีม
olfactory	0	1	0	0	0	1	0	0	0	0	ดมกลิ่น
oligarchy	0	0	0	0	0	1	0	0	0	0	คณาธิปไตย
olive	0	0	0	0	0	0	0	0	0	0	มะกอก
omega	0	0	0	0	0	0	0	0	0	0	โอเมก้า
omelet	0	0	0	0	0	0	0	0	0	0	ไข่เจียว
omen	0	1	0	1	0	1	0	0	0	0	ลาง
ominous	0	1	0	1	0	1	0	0	0	0	เป็นลางร้าย
omission	0	0	0	0	0	0	0	0	0	0	ละเลย
omit	0	0	0	0	0	1	0	0	0	0	ละเว้น
omitted	0	0	0	0	0	0	0	0	0	0	ละเว้น
omnibus	0	0	0	0	0	0	0	0	0	0	รถโดยสาร
omnipotence	0	0	0	1	0	1	1	0	0	0	มีอำนาจทุกอย่าง
omnipotent	0	0	0	0	0	0	0	0	0	0	มีอำนาจทุกอย่าง
omnipresent	0	0	0	0	0	0	0	0	0	0	อยู่ทั่วไปทุกหนทุกแห่ง
omniscient	0	0	0	0	0	0	1	0	0	1	รอบรู้
oncologist	0	0	0	0	0	0	0	0	0	0	เนื้องอกวิทยา
oneness	0	0	0	0	0	0	0	0	0	0	ความเป็นหนึ่งเดียวกัน
onerous	1	0	0	0	0	1	0	1	0	0	ลำบาก
oneself	0	0	0	0	0	0	0	0	0	0	ตัวเอง
ongoing	0	1	0	0	0	0	0	0	0	0	ต่อเนื่อง
onion	0	0	0	0	0	0	0	0	0	0	หัวหอม
onset	0	1	0	0	0	0	0	0	0	0	เริ่มมีอาการ
onslaught	0	0	0	0	0	0	0	0	0	0	การโจมตี
ontology	0	0	0	0	0	0	0	0	0	0	อภิปรัชญา
onus	0	0	0	0	0	1	0	0	0	0	ภาระหน้าที่
onward	0	0	0	0	0	0	0	0	0	0	ต่อไปข้างหน้า
onyx	0	0	0	0	0	0	0	0	0	0	โอนิกซ์
ooze	0	0	1	0	0	1	0	0	0	0	ooze
oozing	0	0	0	0	0	0	0	0	0	0	ไหลซึม
opacity	0	0	0	0	0	0	0	0	0	0	ความทึบ
opal	0	0	0	0	0	0	0	0	0	0	โอปอล์
opaque	0	0	0	0	0	1	0	0	0	0	ทึบแสง
ope	0	0	0	0	0	0	0	0	0	0	เปิด
open	0	0	0	0	0	0	0	0	0	0	เปิด
opener	0	0	0	0	0	0	0	0	0	0	ที่เปิด
opening	0	0	0	0	0	0	0	0	0	0	เปิด
openly	0	0	0	0	0	0	0	0	0	0	อย่างเปิดเผย
openness	0	0	0	0	0	0	1	0	0	0	การเปิดกว้าง
opera	1	1	0	1	1	0	1	1	1	1	โอเปร่า
operatic	0	0	0	0	0	1	0	0	0	0	โอเปร่า
operation	0	0	0	1	0	0	0	0	0	1	การดำเนินการ
operations	0	0	0	0	0	0	0	0	0	0	การดำเนินงาน
operative	0	0	0	0	0	0	0	0	0	0	หัตถการ
operator	0	0	0	0	0	0	0	0	0	0	โอเปอเรเตอร์
ophthalmic	0	0	0	0	0	0	0	0	0	0	จักษุ
ophthalmologist	0	0	0	0	0	0	0	0	0	0	จักษุแพทย์
opiate	0	0	0	0	0	1	0	0	0	0	ฝิ่น
opinion	0	0	0	0	0	0	0	0	0	0	ความคิดเห็น
opinionated	1	0	0	0	0	1	0	0	0	0	คิดเห็น
opium	1	0	1	1	0	1	0	1	0	0	ฝิ่น
opponent	1	1	1	1	0	1	0	0	0	0	ฝ่ายตรงข้าม
opportune	0	0	0	0	1	0	1	0	0	0	โอกาส
opportunism	0	0	0	0	0	0	0	0	0	0	ฉวยโอกาส
opportunity	0	1	0	0	0	0	1	0	0	0	โอกาส
oppose	0	0	0	0	0	1	0	0	0	0	ต่อต้าน
opposed	1	0	0	1	0	1	0	0	0	0	ต่อต้าน
opposing	0	0	0	0	0	0	0	0	0	0	ฝ่ายตรงข้าม
opposite	0	0	0	0	0	0	0	0	0	0	ตรงข้าม
opposites	0	0	0	0	0	0	0	0	0	0	ตรงกันข้าม
opposition	1	0	0	0	0	1	0	0	0	0	ฝ่ายค้าน
oppress	1	0	1	1	0	1	0	1	0	0	กดขี่
oppression	1	0	1	1	0	1	0	1	0	0	การกดขี่
oppressive	1	0	1	1	0	1	0	1	0	0	กดขี่
oppressor	1	0	0	1	0	1	0	1	0	0	ผู้กดขี่
optic	0	0	0	0	0	0	0	0	0	0	จักษุ
optical	0	0	0	0	0	0	0	0	0	0	ออปติคัล
optics	0	0	0	0	0	0	0	0	0	0	เลนส์
optimism	0	1	0	0	1	0	1	0	1	1	มองในแง่ดี
optimist	0	0	0	0	0	0	1	0	0	1	คนมองโลกในแง่ดี
option	0	0	0	0	0	0	1	0	0	0	ตัวเลือก
optional	0	0	0	0	0	0	1	0	0	0	ไม่จำเป็น
optionally	0	0	0	0	0	0	0	0	0	0	ทางเลือก
options	0	0	0	0	0	0	0	0	0	0	ตัวเลือก
optometrist	0	0	0	0	0	0	0	0	0	0	จักษุแพทย์
opulence	0	0	0	0	0	0	0	0	0	0	ความมั่งคั่ง
opulent	0	0	0	0	0	0	0	0	0	0	มั่งคั่ง
opus	0	0	0	0	0	0	0	0	0	0	บทประพันธ์
oracle	0	1	0	0	0	0	1	0	0	1	oracle
oral	0	0	0	0	0	0	0	0	0	0	ทางปาก
orange	0	0	0	0	0	0	0	0	0	0	ส้ม
oration	0	0	0	0	0	0	1	0	0	0	คำปราศรัย
orator	0	0	0	0	0	0	0	0	0	0	นักพูด
oratory	0	0	0	0	0	0	0	0	0	0	วาทศิลป์
orb	0	0	0	0	0	0	0	0	0	0	orb
orbit	0	0	0	0	0	0	0	0	0	0	วงโคจร
orbiting	0	0	0	0	0	0	0	0	0	0	โคจร
orbs	0	0	0	0	0	0	0	0	0	0	ลูกกลม
orc	1	0	1	1	0	1	0	0	0	0	orc
orchard	0	0	0	0	0	0	0	0	0	0	สวนผลไม้
orchestra	1	0	0	0	1	0	1	1	0	1	วงออเคสตรา
ordained	0	0	0	0	0	0	1	0	0	1	อุปสมบท
ordeal	1	0	0	0	0	1	0	0	1	0	ความเจ็บปวด
order	0	0	0	0	0	0	0	0	0	0	คำสั่ง
orderly	0	0	0	0	0	0	1	0	0	0	เป็นระเบียบ
ordinance	0	0	0	0	0	0	0	0	0	1	พระราชกฤษฎีกา
ordinary	0	0	0	0	0	0	0	0	0	0	สามัญ
ordination	0	1	0	0	1	0	1	0	0	1	อุปสมบท
ordnance	0	0	0	1	0	1	0	0	0	0	สรรพาวุธ
ore	0	0	0	0	0	0	0	0	0	0	แร่
oregano	0	0	0	0	0	0	0	0	0	0	ออริกาโน่
organ	0	1	0	0	1	0	0	0	0	0	อวัยวะ
organic	0	0	0	0	0	0	1	0	0	0	โดยธรรมชาติ
organism	0	0	0	0	0	0	0	0	0	0	สิ่งมีชีวิต
organist	0	0	0	0	0	0	0	0	0	0	นักออร์แกน
organization	0	1	0	0	1	0	1	0	1	1	องค์กร
organize	0	0	0	0	0	0	1	0	0	0	จัดระเบียบ
organized	0	0	0	0	0	0	1	0	0	0	เป็นระเบียบ
orgasm	0	1	0	0	1	0	1	0	0	0	ถึงจุดสุดยอด
orgies	0	0	0	0	0	0	0	0	0	0	เซ็กซ์หมู่
orient	0	0	0	0	0	0	0	0	0	0	orient
oriental	0	0	0	0	0	0	0	0	0	0	โอเรียนเต็ล
orientation	0	0	0	0	0	0	0	0	0	0	ปฐมนิเทศ
orifice	0	0	0	0	0	0	0	0	0	0	ปาก
origin	0	0	0	0	0	0	0	0	0	0	ต้นทาง
originality	0	0	0	0	0	0	1	0	1	0	ความคิดริเริ่ม
originate	0	0	0	0	0	0	0	0	0	0	กำเนิด
origination	0	0	0	0	0	0	0	0	0	0	กำเนิด
originator	0	0	0	0	0	0	0	0	0	0	ผู้ริเริ่ม
ornament	0	0	0	0	0	0	0	0	0	0	เครื่องประดับ
ornamental	0	0	0	0	0	0	0	0	0	0	ไม้ประดับ
ornamentation	0	0	0	0	0	0	0	0	0	0	เครื่องประดับ
ornamented	0	0	0	0	0	0	1	0	0	0	ประดับ
ornate	0	0	0	0	0	0	1	0	0	0	หรูหรา
orphan	0	0	0	1	0	1	0	1	0	0	เด็กกำพร้า
orthodox	0	0	0	0	0	0	0	0	0	0	ดั้งเดิม
orthodoxy	0	0	0	0	0	0	0	0	0	1	orthodoxy
orthogonal	0	0	0	0	0	0	0	0	0	0	มุมฉาก
oscillate	0	0	0	0	0	0	0	0	0	0	สั่น
oscillating	0	0	0	0	0	0	0	0	0	0	สั่น
oscillation	0	0	0	0	0	0	0	0	0	0	การสั่น
oscillatory	0	0	0	0	0	0	0	0	0	0	ออสซิลเลเตอร์
ostensible	0	0	0	0	0	0	0	0	0	0	เด่นชัด
ostensibly	0	0	0	0	0	1	0	0	0	0	อย่างเห็นได้ชัด
ostrich	0	0	0	0	0	0	0	0	0	0	นกกระจอกเทศ
otto	0	0	0	0	0	0	0	0	0	0	otto
ottoman	0	0	0	0	0	0	0	0	0	0	ชาวเติร์ก
ounce	0	0	0	0	0	0	0	0	0	0	ออนซ์
oust	1	0	0	0	0	1	0	1	0	0	ขับไล่
outbreak	0	0	0	0	0	0	0	0	0	0	การระบาด
outburst	1	0	0	1	1	1	1	1	1	0	ระเบิด
outcast	0	0	1	1	0	1	0	1	0	0	จัณฑาล
outcome	0	0	0	0	0	0	1	0	0	0	ผล
outcry	1	0	0	1	0	1	0	0	1	0	โวยวาย
outdo	0	1	0	0	0	0	1	0	0	0	เอาชนะ
outdoor	0	0	0	0	0	0	0	0	0	0	กลางแจ้ง
outfit	0	0	0	0	0	0	0	0	0	0	ชุดเสื้อผ้า
outgrow	0	0	0	0	0	0	0	0	0	0	เจริญเร็วกว่า
outgrowth	0	0	0	0	0	0	0	0	0	0	ผลพลอยได้
outhouse	0	0	1	0	0	1	0	0	0	0	นอกบ้าน
outing	0	0	0	0	0	0	0	0	0	0	ออกนอกบ้าน
outlandish	0	0	0	0	0	1	0	0	0	0	ต่างชาติ
outlast	0	0	0	0	0	0	0	0	0	0	อยู่ได้นานกว่า
outlaw	0	0	0	0	0	1	0	0	0	0	นอกกฎหมาย
outlet	0	0	0	0	0	0	0	0	0	0	ทางออก
outline	0	0	0	0	0	0	0	0	0	0	เค้าร่าง
outlines	0	0	0	0	0	0	0	0	0	0	เค้าร่าง
outlook	0	0	0	0	0	0	0	0	0	0	แนวโน้ม
outlying	0	0	0	0	0	0	0	0	0	0	ภายนอก
outnumber	0	0	0	0	0	0	0	0	0	0	มากกว่า
outpost	0	0	0	1	0	0	0	0	0	0	ด่านหน้า
outpouring	0	0	0	0	0	0	0	0	0	0	เท
output	0	0	0	0	0	0	0	0	0	0	ผลผลิต
outrage	1	0	1	0	0	1	0	0	0	0	ความขุ่นเคือง
outrageous	0	0	0	0	0	0	0	0	1	0	อุกอาจ
outright	0	0	0	0	0	0	0	0	0	0	ทันที
outrun	0	0	0	0	0	0	0	0	0	0	วิ่งเร็วกว่า
outset	0	0	0	0	0	0	0	0	0	0	เริ่มแรก
outsider	0	0	0	1	0	0	0	0	0	0	คนนอก
outskirts	0	0	0	0	0	0	0	0	0	0	ชานเมือง
outspoken	0	0	0	0	0	0	0	0	0	0	พูดตรงไปตรงมา
outstanding	0	0	0	0	1	1	1	0	0	0	โดดเด่น
outstretched	0	0	0	0	0	0	0	0	0	0	กางออก
outward	0	0	0	0	0	0	1	0	0	0	ภายนอก
outwards	0	0	0	0	0	0	0	0	0	0	ภายนอก
outweigh	0	0	0	0	0	0	0	0	0	0	เกินดุล
oval	0	0	0	0	0	0	0	0	0	0	วงรี
ovary	0	0	0	0	0	0	0	0	0	0	รังไข่
ovate	0	0	0	0	0	0	0	0	0	0	ไข่ตก
ovation	0	0	0	0	0	1	0	1	0	0	การปรบมือ
oven	0	0	0	0	0	0	0	0	0	0	เตาอบ
overalls	0	0	0	0	0	0	0	0	0	0	ชุดหลวม
overbearing	1	0	0	0	0	1	0	0	0	0	เอาแต่ใจ
overburden	0	0	0	0	0	1	0	0	0	0	ภาระหนักเกินไป
overcast	0	0	0	0	0	1	0	0	0	0	มืดครึ้ม
overcharged	0	0	0	0	0	0	0	0	0	0	แพงเกินไป
overcoat	0	0	0	0	0	0	0	0	0	0	เสื้อคลุม
overdo	0	0	0	0	0	1	0	0	0	0	หักโหม
