English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Lithuanian Word
lab	0	0	0	0	0	0	0	0	0	0	lab
label	0	0	0	0	0	0	0	0	0	1	etiketė
labor	0	1	0	0	1	0	1	0	1	1	darbo
laboratory	0	0	0	0	0	0	0	0	0	0	laboratorija
labored	0	0	0	0	0	1	0	1	0	0	dirbo
laborer	0	0	0	0	0	0	0	0	0	0	darbininkas
laboring	0	0	0	0	0	0	0	0	0	0	darbingas
laborious	0	0	0	0	0	1	0	0	0	0	varginantis
labyrinth	0	1	0	0	0	1	0	0	0	0	labirintas
lac	0	0	0	0	0	0	0	0	0	0	lac
lace	1	0	0	1	0	1	1	1	0	1	nėriniai
lack	0	0	0	0	0	1	0	0	0	0	trūkumas
lacking	0	0	0	0	0	1	0	0	0	0	trūksta
lackluster	0	0	0	0	0	1	0	0	0	0	blankus
lacquer	0	0	0	0	0	0	0	0	0	0	lakas
lacrosse	0	0	0	0	0	0	0	0	0	0	lakrosas
lad	0	0	0	0	0	0	0	0	0	0	vaikinas
ladder	0	0	0	0	0	0	0	0	0	0	kopėčios
laden	0	0	0	0	0	1	0	0	0	0	pakrautas
lading	0	0	0	0	0	0	0	0	0	0	pakrovimas
ladle	0	0	0	0	0	0	0	0	0	0	kaušas
lady	0	0	0	0	0	0	0	0	0	0	ponia
lag	0	0	0	0	0	1	0	0	0	0	atsilikimas
lagging	1	1	1	0	0	1	0	1	0	0	atsilieka
lagoon	0	0	0	0	0	0	0	0	0	0	lagūnos
lair	0	0	0	0	0	1	0	0	0	0	guolis
laity	0	0	0	0	0	0	0	0	0	0	pasauliečiai
lake	0	0	0	0	0	0	0	0	0	0	ežeras
lama	0	0	0	0	0	0	0	0	0	0	lama
lamb	0	0	0	0	1	0	1	0	0	1	ėriena
lament	0	0	1	1	0	1	0	1	0	0	dejuoti
lamenting	0	0	0	0	0	0	0	1	0	0	dejuojantis
lamina	0	0	0	0	0	0	0	0	0	0	lamina
laminated	0	0	0	0	0	0	0	0	0	0	laminuotas
lamp	0	0	0	0	0	0	0	0	0	0	lempa
lance	0	0	0	0	0	0	0	0	0	0	lance
lancer	0	0	0	0	0	0	0	0	0	0	pistoletas
land	0	0	0	0	0	0	1	0	0	0	žemė
landed	0	0	0	0	0	0	1	0	0	0	nusileido
landing	0	0	0	0	0	0	0	0	0	0	nusileidimas
landlocked	0	0	0	0	0	0	0	0	0	0	neturintis prieigos prie jūros
landlord	0	0	0	0	0	0	0	0	0	0	šeimininkas
landmark	0	0	0	0	0	0	0	0	0	1	orientyras
lands	0	0	0	0	0	0	0	0	0	0	žemes
landscape	0	0	0	0	0	0	0	0	0	0	kraštovaizdis
landscaping	0	0	0	0	0	0	0	0	0	0	apželdinimas
landslide	0	0	0	1	0	1	0	1	0	0	nuošliauža
lane	0	0	0	0	0	0	0	0	0	0	juosta
language	0	0	0	0	0	0	0	0	0	0	kalba
languid	0	0	0	0	0	1	0	0	0	0	vangus
languish	0	0	0	0	0	1	0	0	0	0	merdėti
languishing	0	0	0	1	0	1	0	1	0	0	merdėdamas
lanky	0	0	0	0	0	0	0	0	0	0	išsekęs
lantern	0	0	0	0	0	0	0	0	0	0	žibintas
lap	0	0	0	0	0	0	0	0	0	0	juosmens
lapel	0	0	0	0	0	0	0	0	0	0	atlapas
lapse	0	0	0	0	0	1	0	0	0	0	galioti
lapsed	0	0	0	0	0	0	0	0	0	0	pasibaigė
larceny	0	0	1	0	0	1	0	0	0	0	vagystės
lard	0	0	0	0	0	0	0	0	0	0	taukai
larder	0	0	0	0	0	0	0	0	0	0	sandėliukas
large	0	0	0	0	0	0	0	0	0	0	didelis
larger	0	0	1	0	0	0	0	0	1	1	didesnis
largo	0	0	0	0	0	0	0	0	0	0	Largo
lark	0	0	0	0	0	0	0	0	0	0	lervas
larva	0	0	0	0	0	0	0	0	0	0	lerva
larynx	0	0	0	0	0	0	0	0	0	0	gerklų
laser	0	0	0	0	0	0	1	0	0	1	lazeris
lash	1	0	0	1	0	1	0	0	0	0	blakstiena
lass	0	0	0	0	0	0	0	0	0	0	mergina
lasso	0	0	0	0	0	0	0	0	0	0	laso
lasting	0	0	0	0	0	0	0	0	0	0	ilgalaikis
latch	0	0	0	0	0	0	0	0	0	0	skląstis
late	0	0	0	0	0	1	0	1	0	0	vėlai
lateness	0	0	0	0	0	1	0	0	0	0	vėlavimas
latent	1	1	1	0	0	1	0	0	1	0	latentinis
lateral	0	0	0	0	0	0	0	0	0	0	šoninis
laterally	0	0	0	0	0	0	0	0	0	0	į šoną
latex	0	0	0	0	0	0	0	0	0	0	latekso
lathe	0	0	0	0	0	0	0	0	0	0	tekinimo staklės
lather	0	0	0	0	0	0	0	0	0	0	putoti
latitude	0	0	0	0	0	0	0	0	0	0	platumos
latrines	0	0	1	0	0	1	0	0	0	0	tualetai
lattice	0	0	0	0	0	0	0	0	0	0	grotelės
laudable	0	0	0	0	0	0	1	0	0	0	pagirtina
laugh	0	0	0	0	1	0	1	0	1	0	juoktis
laughable	0	0	1	0	0	1	0	0	0	0	juokinga
laughing	0	0	0	0	1	0	1	0	0	0	juokdamasis
laughter	0	1	0	0	1	0	1	0	1	0	juokas
launch	0	1	0	0	0	0	1	0	0	0	paleisti
laundry	0	0	0	0	0	0	0	0	0	0	skalbiniai
laureate	0	0	0	0	0	0	1	0	0	1	laureatas
laurel	0	0	0	0	0	0	1	0	0	0	lauras
laurels	0	0	0	0	1	0	1	0	0	0	laurus
lava	1	0	0	1	0	1	0	0	0	0	lava
lavage	0	0	0	0	0	0	0	0	0	0	plovimas
lavatory	0	0	1	0	0	0	0	0	0	0	tualetas
lavender	0	0	0	0	0	0	0	0	0	0	levandos
lavish	0	0	0	0	0	0	1	0	0	0	prabangus
law	0	0	0	0	0	0	0	0	0	1	įstatymas
lawful	0	0	0	0	0	0	1	0	0	1	teisėta
lawlessness	1	0	0	1	0	1	0	0	0	0	neteisėtumas
lawn	0	0	0	0	0	0	0	0	0	0	veja
lawsuit	1	0	1	1	0	1	0	1	1	0	ieškinys
lawyer	1	0	1	1	0	1	0	0	0	0	teisininkas
lax	0	0	0	0	0	1	0	1	0	0	atsainiai
laxative	0	0	1	1	0	1	0	0	0	0	vidurius laisvinantis
lay	0	0	0	0	0	0	0	0	0	0	gulėti
layer	0	0	0	0	0	0	0	0	0	0	sluoksnis
layered	0	0	0	0	0	0	0	0	0	0	sluoksniuotas
layman	0	0	0	0	0	0	0	0	0	0	pasaulietis
lazy	0	0	0	0	0	1	0	0	0	0	tinginys
lea	0	0	0	0	0	0	0	0	0	0	lea
lead	0	0	0	0	0	0	1	0	0	0	vadovauti
leader	0	0	0	0	0	0	1	0	0	1	lyderis
leading	0	0	0	0	0	0	0	0	0	1	pirmaujantis
leads	0	0	0	0	0	0	0	0	0	0	veda
leaf	0	0	0	0	0	0	0	0	0	0	lapelis
leaflet	0	0	0	0	0	0	0	0	0	0	lapelis
leafy	0	0	0	0	0	0	0	0	0	0	lapuotas
league	0	0	0	0	0	0	1	0	0	0	lyga
leak	0	0	0	0	0	1	0	0	0	0	nutekėjimas
leakage	0	0	0	0	0	1	0	0	0	0	nuotėkis
leaky	0	0	0	0	0	1	0	0	0	0	nesandarus
lean	0	0	0	0	0	0	0	0	0	0	liesas
leaned	0	0	0	0	0	0	0	0	0	0	palinko
leaning	0	0	0	0	0	0	0	0	0	1	pasviręs
leap	0	0	0	0	0	0	0	0	0	0	šuolis
learn	0	0	0	0	0	0	1	0	0	0	mokytis
learned	0	0	0	0	0	0	0	0	0	0	išmoko
learner	0	0	0	0	0	0	0	0	0	0	besimokantis
learning	0	0	0	0	0	0	1	0	0	0	mokymasis
lease	0	0	0	0	0	0	0	0	0	0	nuoma
leash	0	0	0	0	0	0	0	0	0	0	pavadėlis
leather	0	0	0	0	0	0	0	0	0	0	oda
leathery	0	0	0	0	0	0	0	0	0	0	odiniai
leave	0	0	0	0	0	1	0	1	1	0	palikti
lecture	0	0	0	0	0	0	0	0	0	0	paskaita
lecturer	0	0	0	0	0	0	1	0	0	0	dėstytojas
ledge	0	0	0	0	0	0	0	0	0	0	atbraila
ledger	0	0	0	0	0	0	0	0	0	0	knyga
lee	0	0	0	0	0	0	0	0	0	0	lee
leech	0	0	0	0	0	1	0	0	0	0	dėlės
leeches	0	0	1	1	0	1	0	0	0	0	dėlės
leer	0	0	1	0	0	1	0	0	0	0	laiškas
leery	0	0	0	0	0	0	0	0	1	0	liūdnas
lees	0	0	0	0	0	0	0	0	0	0	nuosėdos
leeway	0	0	0	0	0	0	1	0	0	0	laisvę
left	0	0	0	0	0	0	0	0	0	0	paliko
leg	0	0	0	0	0	0	0	0	0	0	koja
legacy	0	0	0	0	0	0	0	0	0	0	palikimas
legal	0	0	0	0	0	0	1	0	0	1	legalus
legality	0	0	0	0	0	0	0	0	0	0	teisėtumo
legalize	0	0	0	0	0	0	0	0	0	0	legalizuoti
legalized	1	0	0	1	1	0	1	0	0	1	legalizuotas
legally	0	0	0	0	0	0	0	0	0	0	legaliai
legend	0	0	0	0	0	0	0	0	0	0	legenda
legendary	0	0	0	0	0	0	1	0	0	0	legendinis
legibility	0	0	0	0	0	0	1	0	0	0	įskaitomumą
legible	0	0	0	0	0	0	1	0	0	0	įskaitomas
legion	0	0	0	0	0	0	0	0	0	0	legionas
legislate	0	0	0	0	0	0	0	0	0	0	leisti įstatymus
legislation	0	0	0	0	0	0	0	0	0	0	teisės aktų
legislative	0	0	0	0	0	0	0	0	0	0	teisėkūros
legislator	0	0	0	0	0	0	0	0	0	1	įstatymų leidėjas
legislature	0	0	0	0	0	0	0	0	0	1	įstatymų leidėjas
legitimacy	0	0	0	0	0	0	0	0	0	1	teisėtumo
legs	0	0	0	0	0	0	0	0	0	0	kojos
legume	0	0	0	0	0	0	0	0	0	0	ankštiniai augalai
leisure	0	1	0	0	1	0	1	0	1	1	laisvalaikis
leisurely	0	0	0	0	0	0	1	0	0	0	neskubėdamas
lemma	0	0	0	0	0	0	1	0	0	0	lema
lemon	0	0	1	0	0	1	0	0	0	0	citrina
lend	0	0	0	0	0	0	0	0	0	0	paskolinti
lender	0	0	0	0	0	0	0	0	0	1	skolintojas
lending	0	0	0	0	0	0	0	0	0	0	skolinimas
length	0	0	0	0	0	0	0	0	0	0	ilgio
lengthen	0	0	0	0	0	0	0	0	0	0	pailginti
lengthened	0	0	0	0	0	0	0	0	0	0	pailgėjo
lengthening	0	0	0	0	0	0	0	0	0	0	pailgėjimas
lengthwise	0	0	0	0	0	0	0	0	0	0	išilgai
lengthy	0	0	0	0	0	0	0	0	0	0	ilgas
leniency	0	0	0	0	0	0	0	0	0	0	atlaidumo
lenient	0	0	0	0	0	0	1	0	0	0	atlaidus
lens	0	0	0	0	0	0	0	0	0	0	objektyvas
leopard	0	0	0	0	0	0	0	0	0	0	leopardas
leprosy	0	0	1	1	0	1	0	1	0	0	raupsai
lessee	0	0	0	0	0	0	0	0	0	0	nuomininkas
lessen	0	1	0	0	0	1	0	0	0	0	sumažinti
lessening	0	0	0	0	0	0	0	0	0	0	mažėjimas
lesser	0	0	1	0	0	1	0	0	0	0	mažesnis
lesson	0	1	0	0	0	0	1	0	0	1	pamoka
lessor	0	0	0	0	0	0	0	0	0	0	nuomotojas
lethal	0	0	1	1	0	1	0	1	0	0	mirtinas
lethargic	0	0	0	0	0	0	0	0	0	0	mieguistas
lethargy	0	0	0	0	0	1	0	1	0	0	letargija
letter	0	1	0	0	0	0	0	0	0	0	laišką
lettered	0	1	0	0	0	0	1	0	0	1	raidėmis
letters	0	0	0	0	0	0	0	0	0	0	laiškus
lettuce	0	0	0	0	0	0	0	0	0	0	salotos
leukemia	1	0	0	1	0	1	0	1	0	0	leukemija
levee	0	0	0	0	0	0	0	0	0	1	užtvanka
level	0	0	0	0	0	0	1	0	0	1	lygiu
lever	0	0	0	0	0	0	0	0	0	0	svirtis
leverage	0	0	0	0	0	0	1	0	0	0	svertas
levy	0	0	0	0	0	1	0	0	0	0	rinkliava
lewd	0	0	1	0	0	1	0	0	0	0	niekingas
lexicon	0	0	0	0	0	0	0	0	0	0	leksika
ley	0	0	0	0	0	0	0	0	0	0	ley
liabilities	0	0	0	0	0	0	0	0	0	0	įsipareigojimai
liability	0	0	0	0	0	0	0	0	0	0	atsakomybė
liaison	0	0	0	0	0	1	0	0	0	0	ryšininkas
liar	0	0	1	0	0	1	0	0	0	0	melagis
libel	1	0	0	1	0	1	0	0	0	1	šmeižtas
libelous	0	0	0	0	0	0	0	0	0	0	šmeižtas
liberal	0	0	0	0	0	1	1	0	0	0	liberalus
liberalism	0	0	0	0	0	0	0	0	0	0	liberalizmas
liberate	1	1	0	0	1	0	1	0	1	1	išlaisvinti
liberation	0	1	0	0	1	0	1	0	1	0	išsivadavimas
liberty	0	1	0	0	1	0	1	0	1	1	laisvė
libido	0	0	0	0	0	0	0	0	0	0	libido
librarian	0	0	0	0	0	0	0	0	0	0	bibliotekininkė
library	0	0	0	0	0	0	1	0	0	0	biblioteka
libretto	0	0	0	0	0	0	0	0	0	0	libretas
license	0	0	0	0	0	0	0	0	0	0	licencija
lichen	0	0	0	0	0	0	0	0	0	0	kerpės
lick	0	0	1	0	0	1	0	0	0	0	laižyti
lid	0	0	0	0	0	0	0	0	0	0	dangtelis
lie	1	0	1	0	0	1	0	1	0	0	meluoti
liege	0	0	0	0	0	0	0	0	0	0	liege
lien	0	0	0	0	0	0	0	0	0	0	areštas
lieu	0	0	0	0	0	0	0	0	0	0	lieu
lieutenant	0	0	0	0	0	0	0	0	0	1	leitenantas
life	0	0	0	0	0	0	0	0	0	0	gyvenimą
lifeblood	0	0	0	0	0	0	1	0	0	0	gyvybės šaltinis
lifeboat	0	0	0	0	0	0	0	0	0	0	gelbėjimosi valtis
lifeless	0	0	0	1	0	1	0	1	0	0	negyvas
lifelike	0	0	0	0	0	0	0	0	0	0	gyvenimiškas
lifelong	0	0	0	0	0	0	0	0	0	0	visą gyvenimą
lifetime	0	0	0	0	0	0	0	0	0	0	gyvenimas
lift	0	0	0	0	0	0	0	0	0	0	pakelti
ligament	0	0	0	0	0	0	0	0	0	0	raištis
ligation	0	0	0	0	0	0	0	0	0	0	perrišimas
light	0	0	0	0	0	0	0	0	0	0	šviesos
lighten	0	0	0	0	0	0	0	0	0	0	pašviesinti
lighthouse	0	0	0	0	0	0	1	0	0	0	švyturys
lightness	0	0	0	0	0	0	0	0	0	0	lengvumas
lightning	1	0	0	1	0	0	0	0	1	0	žaibas
likelihood	0	0	0	0	0	0	0	0	0	0	tikimybė
likeness	0	0	0	0	0	0	0	0	0	0	panašumo
likewise	0	0	0	0	0	0	0	0	0	0	taip pat
liking	0	0	0	0	1	0	1	0	0	1	patiko
lilac	0	0	0	0	0	0	0	0	0	0	alyvinė
lily	0	0	0	0	0	0	0	0	0	0	lelija
limb	0	0	0	0	0	0	0	0	0	0	galūnė
limbo	0	0	0	0	0	0	0	0	0	0	nežinioje
limit	0	0	0	0	0	0	0	0	0	0	riba
limitation	0	0	0	0	0	0	0	0	0	0	apribojimas
limited	1	0	0	0	0	1	0	1	0	0	ribotas
limitless	0	0	0	0	0	0	0	0	0	0	beribis
limousine	0	0	0	0	0	0	0	0	0	0	limuzinas
limp	0	0	0	0	0	1	0	0	0	0	šlubuoti
lin	0	0	0	0	0	0	0	0	0	0	lin
line	0	0	0	0	0	0	0	0	0	0	linija
lineage	0	0	0	0	0	0	0	0	0	0	giminė
lineal	0	0	0	0	0	0	0	0	0	0	linijinis
linear	0	0	0	0	0	0	0	0	0	0	linijinis
lined	0	0	0	0	0	0	0	0	0	0	pamušalu
linen	0	0	0	0	0	0	0	0	0	0	Linas
liner	0	0	0	0	0	0	0	0	0	0	pamušalas
lines	0	0	0	1	0	0	0	0	0	0	linijos
linger	0	1	0	0	0	0	0	0	0	0	pasilikti
lingo	0	0	0	0	0	0	0	0	0	0	lingo
lingual	0	0	0	0	0	0	0	0	0	0	kalbinis
linguist	0	0	0	0	0	0	1	0	0	1	kalbininkas
linguistic	0	0	0	0	0	0	0	0	0	0	lingvistinės
linguistics	0	0	0	0	0	0	0	0	0	0	lingvistika
lining	0	0	0	0	0	0	0	0	0	0	pamušalas
link	0	0	0	0	0	0	0	0	0	0	nuoroda
linoleum	0	0	0	0	0	0	0	0	0	0	linoleumas
lint	0	0	0	0	0	1	0	0	0	0	pūkelių
lion	0	0	0	1	0	0	1	0	0	0	liūtas
lip	0	0	0	0	0	0	0	0	0	0	lūpa
lipstick	0	0	0	0	0	0	0	0	0	0	lūpų dažai
liquefaction	0	0	0	0	0	0	0	0	0	0	suskystinimas
liquefied	0	0	0	0	0	0	0	0	0	0	suskystintas
liqueur	0	0	0	0	0	0	0	0	0	0	likeris
liquid	0	0	0	0	0	0	0	0	0	0	skystis
liquidate	0	0	0	0	0	0	0	0	0	0	likviduoti
liquidation	0	0	0	0	0	0	0	0	0	0	likvidavimas
liquidator	0	0	0	0	0	0	0	0	0	0	likvidatorius
liquidity	0	0	0	0	0	0	0	0	0	0	likvidumo
liquor	1	0	0	0	1	1	0	1	0	0	likeris
lisp	0	0	0	0	0	0	0	0	0	0	lisp
list	0	0	0	0	0	0	0	0	0	0	sąrašą
listen	0	0	0	0	0	0	0	0	0	0	klausyk
listener	0	0	0	0	0	0	0	0	0	0	klausytojas
listing	0	0	0	0	0	0	0	0	0	0	sąrašą
listless	0	0	0	0	0	1	0	1	0	0	abejingas
litany	0	0	0	0	0	0	0	0	0	0	litanija
literally	0	0	0	0	0	0	0	0	0	0	tiesiogine prasme
literary	0	0	0	0	0	0	0	0	0	0	literatūrinis
literature	0	0	0	0	0	0	0	0	0	0	literatūra
lithe	0	0	0	0	0	0	1	0	0	0	lankstus
lithograph	0	0	0	0	0	0	0	0	0	0	litografija
lithography	0	0	0	0	0	0	0	0	0	0	litografija
lithology	0	0	0	0	0	0	0	0	0	0	litologija
lithosphere	0	0	0	0	0	0	0	0	0	0	litosfera
litigant	0	0	0	0	0	1	0	0	0	0	besibylinėjantis
litigate	1	1	1	1	0	1	0	1	0	0	bylinėtis
litigation	0	0	0	0	0	1	0	0	0	0	bylinėjimosi
litigious	1	0	1	0	0	1	0	0	0	0	bylinėtis
litter	0	0	0	0	0	1	0	0	0	0	šiukšlių
littoral	0	0	0	0	0	0	0	0	0	0	pakrantės
liturgy	0	0	0	0	0	0	0	0	0	0	liturgija
livelihood	0	0	0	0	0	0	0	0	0	0	pragyvenimo šaltinį
livery	0	0	0	0	0	0	0	0	0	0	dažymas
livid	1	0	1	0	0	1	0	0	0	0	liūdnas
living	0	0	0	0	0	0	0	0	0	0	gyvenantys
llama	0	0	0	0	0	0	0	0	0	0	lama
load	0	0	0	0	0	0	0	0	0	0	apkrova
loaf	0	0	0	0	0	1	0	0	0	0	kepalas
loafer	0	0	0	0	0	1	0	0	0	0	loaferis
loam	0	0	0	0	0	0	0	0	0	0	priemolis
loan	0	0	0	0	0	0	0	0	0	0	paskola
loath	1	0	0	0	0	1	0	0	0	0	bjaurėtis
loathe	1	0	1	0	0	1	0	0	0	0	bjaurėtis
loathing	0	0	1	0	0	1	0	0	0	0	bjaurėjimasis
loathsome	1	0	1	0	0	1	0	0	0	0	bjaurus
lobby	0	0	0	0	0	0	0	0	0	0	lobis
lobbyist	0	0	0	0	0	1	0	0	0	0	lobistas
lobe	0	0	0	0	0	0	0	0	0	0	skiltis
local	0	0	0	0	0	0	0	0	0	0	vietinis
locale	0	0	0	0	0	0	0	0	0	0	lokale
locality	0	0	0	0	0	0	0	0	0	0	vietovė
localization	0	0	0	0	0	0	0	0	0	0	lokalizacija
localize	0	1	0	0	0	0	0	0	0	0	lokalizuoti
locate	0	0	0	0	0	0	0	0	0	0	surasti
location	0	0	0	0	0	0	0	0	0	0	vieta
loch	0	0	0	0	0	0	0	0	0	0	loch
lock	0	0	0	0	0	0	0	0	0	0	užraktas
locker	0	0	0	0	0	0	0	0	0	0	spintelė
locksmith	0	0	0	0	0	0	0	0	0	0	šaltkalvis
lockup	0	0	0	1	0	1	0	1	0	0	užrakinti
locomotion	0	0	0	0	0	0	0	0	0	0	judėjimas
locomotive	0	0	0	0	0	0	0	0	0	0	lokomotyvas
locust	0	0	0	1	0	1	0	0	0	0	skėriai
lodge	0	0	0	0	0	0	0	0	0	0	namelis
lodger	0	0	0	0	0	0	0	0	0	0	nuomotojas
lodging	0	0	0	0	0	0	0	0	0	1	nakvynę
loft	0	0	0	0	0	0	0	0	0	0	palėpėje
lofty	0	0	0	0	0	1	0	0	0	0	kilnus
log	0	0	0	0	0	0	0	0	0	0	žurnalas
logarithm	0	0	0	0	0	0	0	0	0	0	logaritmas
logarithmic	0	0	0	0	0	0	0	0	0	0	logaritminis
logic	0	0	0	0	0	0	0	0	0	0	logika
logical	0	0	0	0	0	0	1	0	0	0	logiška
logistics	0	0	0	0	0	0	0	0	0	0	Logistika
logotype	0	0	0	0	0	0	0	0	0	0	logotipas
loin	0	0	0	0	0	0	0	0	0	0	nugarinė
lollipop	0	0	0	0	0	0	0	0	0	0	ledinukas
lone	0	0	0	0	0	0	0	1	0	0	vienišas
loneliness	0	0	0	1	0	1	0	1	0	0	vienatvė
lonely	1	0	1	1	0	1	0	1	0	0	vienišas
lonesome	0	0	0	0	0	1	0	1	0	0	vienišas
long	0	1	0	0	0	0	0	0	0	0	ilgai
longevity	0	0	0	0	0	0	1	0	0	0	ilgaamžiškumas
longing	0	1	0	0	0	0	0	1	0	0	ilgesys
longitude	0	0	0	0	0	0	0	0	0	0	ilguma
longitudinal	0	0	0	0	0	0	0	0	0	0	išilginis
longitudinally	0	0	0	0	0	0	0	0	0	0	išilgai
loo	0	0	1	0	0	1	0	0	0	0	loo
lookout	0	0	0	0	0	0	0	0	0	0	saugokis
loom	0	1	0	1	0	1	0	0	0	0	staklės
looming	0	0	0	0	0	0	0	0	0	0	stūksantis
loon	0	0	1	0	0	1	0	0	0	0	lošimas
loony	0	0	0	0	0	1	0	0	0	0	kvailas
loop	0	0	0	0	0	0	0	0	0	0	kilpa
loophole	0	0	0	0	0	0	0	0	0	0	spraga
loosen	0	0	0	0	0	0	0	0	0	0	atlaisvinti
loosening	0	0	0	0	0	0	0	0	0	0	atsipalaidavimas
loot	0	0	0	0	0	1	0	0	0	0	grobį
lop	0	0	0	0	0	0	0	0	0	0	lop
lopsided	0	0	0	0	0	0	0	0	0	0	nukrypęs
lord	0	0	1	0	0	1	1	0	0	1	viešpatie
lords	0	0	0	0	0	0	0	0	0	0	lordai
lordship	0	0	0	0	0	0	1	0	0	0	viešpatystę
lore	0	0	0	0	0	0	0	0	0	0	pamokslas
lorry	0	0	0	0	0	0	0	0	0	0	sunkvežimis
lose	1	0	1	1	0	1	0	1	1	0	prarasti
losing	1	0	0	0	0	1	0	1	0	0	pralaimi
loss	1	0	0	1	0	1	0	1	0	0	praradimas
lost	0	0	0	0	0	1	0	1	0	0	prarado
lot	0	0	0	0	0	0	0	0	0	0	daug
lotion	0	0	0	0	0	0	0	0	0	0	losjonas
lots	0	0	0	0	0	0	0	0	0	0	daug
lottery	0	1	0	0	0	0	0	0	0	0	loterija
lotto	0	0	0	0	0	0	0	0	0	0	loto
loud	0	0	0	0	0	0	0	0	0	0	garsiai
loudly	0	0	0	0	0	0	0	0	0	0	garsiai
loudness	1	0	0	0	0	1	0	0	0	0	garsumo
lounge	0	0	0	0	0	1	0	0	0	0	holas
louse	0	0	1	0	0	1	0	0	0	0	utėlė
lovable	0	0	0	0	1	0	1	0	0	1	mielas
love	0	0	0	0	1	0	1	0	0	0	meilė
lovely	0	1	0	0	1	0	1	1	1	1	miela
lovemaking	0	0	0	0	1	0	1	0	0	1	mylėtis
lover	0	1	0	0	1	0	1	0	0	1	meilužis
loving	0	0	0	0	1	0	1	0	0	1	mylintis
lower	0	0	0	0	0	1	0	1	0	0	žemesnė
lowering	0	0	0	0	0	1	0	0	0	0	nuleidimas
lowest	0	0	0	0	0	1	0	1	0	0	Žemiausia
lowlands	0	0	0	0	0	1	0	0	0	0	žemumos
lowly	0	0	0	0	0	1	0	1	0	0	žemas
loyal	0	0	0	1	1	0	1	0	1	1	ištikimas
loyalty	0	0	0	0	0	0	1	0	0	1	lojalumas
lubricate	0	0	0	0	0	0	0	0	0	0	sutepti
lubrication	0	0	0	0	0	0	0	0	0	0	tepimas
luck	0	1	0	0	1	0	1	0	1	0	sėkmė
lucky	0	0	0	0	1	0	1	0	1	0	pasisekė
ludicrous	0	0	0	0	0	1	0	0	0	0	juokinga
lug	0	0	0	0	0	0	0	0	0	0	ąsa
luggage	0	0	0	0	0	0	0	0	0	0	bagažas
lull	0	1	0	0	0	0	0	0	0	0	užliūliuoti
lullaby	0	0	0	0	0	0	0	0	0	0	lopšinė
lumbar	0	0	0	0	0	0	0	0	0	0	juosmens
lumber	0	0	0	0	0	0	0	0	0	0	mediena
lumbering	0	0	0	0	0	1	0	0	0	0	medienos ruoša
luminescent	0	0	0	0	0	0	0	0	0	0	liuminescencinė
luminous	0	0	0	0	0	0	0	0	0	0	šviečiantys
lump	0	0	0	0	0	1	0	0	0	0	gumulas
lumpy	0	0	1	0	0	1	0	0	0	0	gumbuotas
lunacy	1	0	1	1	0	1	0	1	0	0	beprotybė
lunar	0	0	0	0	0	0	0	0	0	0	mėnulio
lunatic	1	0	1	1	0	1	0	0	0	0	pamišėlis
lunch	0	0	0	0	0	0	0	0	0	0	pietūs
luncheon	0	0	0	0	0	0	0	0	0	0	pietūs
lunge	0	0	0	0	0	0	0	0	1	0	įtūpstas
lungs	0	0	0	0	0	0	0	0	0	0	plaučiai
lurch	0	0	0	0	0	1	0	0	0	0	šlubuoti
lure	0	0	0	0	0	1	0	0	0	0	vilioti
lurid	0	0	1	0	0	1	0	0	0	0	šlykštus
lurk	0	0	0	0	0	1	0	0	0	0	tykoti
lurking	0	0	0	0	0	1	0	0	0	0	tykojantis
luscious	0	1	0	0	1	0	1	0	0	0	saldus
lush	0	0	1	0	0	1	0	1	0	0	sodrus
lust	0	1	0	0	0	1	0	0	0	0	geismas
luster	0	0	0	0	1	0	1	0	0	0	blizgesys
lustful	0	0	0	0	0	1	0	0	0	0	geidulingas
lustrous	0	0	0	0	0	0	1	0	0	0	blizgus
lusty	0	0	1	0	0	0	0	0	0	0	geidulingas
lute	0	0	0	0	0	0	0	0	0	0	liutnia
luxuriant	0	0	0	0	0	0	1	0	0	0	vešli
luxurious	0	0	0	0	1	0	1	0	0	0	prabangus
luxury	0	0	0	0	1	0	1	0	0	0	prabanga
lying	1	0	1	0	0	1	0	0	0	0	meluoja
lymph	0	0	0	0	0	0	0	0	0	0	limfa
lymphatic	0	0	0	0	0	0	0	0	0	0	limfinės
lynch	1	0	1	1	0	1	0	1	0	0	linčas
lynx	0	0	0	0	0	0	0	0	0	0	lūšis
lyre	0	0	0	0	1	0	1	0	0	0	lyra
lyric	0	0	0	0	0	0	0	0	0	0	lyrika
lyrical	0	0	0	0	1	0	1	0	0	0	lyriškas
mace	0	0	0	1	0	1	0	0	0	0	mace
machine	0	0	0	0	0	0	0	0	0	1	mašina
machinery	0	0	0	0	0	0	0	0	0	0	mašinos
machinist	0	0	0	0	0	0	0	0	0	0	mašinistas
mackerel	0	0	0	0	0	0	0	0	0	0	skumbrės
mad	1	0	1	1	0	1	0	1	0	0	piktas
madam	0	0	0	0	0	0	0	0	0	0	ponia
madame	0	0	0	0	0	0	0	0	0	0	Madam
madden	1	0	0	1	0	1	0	0	0	0	išprotėjęs
madman	1	0	0	1	0	1	0	0	0	0	beprotis
madness	1	0	0	1	0	1	0	0	0	0	beprotybė
mafia	0	0	0	1	0	1	0	0	0	0	mafija
magazine	0	0	0	0	0	0	0	0	0	0	žurnalas
