English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Igbo Word
leeches	0	0	1	1	0	1	0	0	0	0	leeches
leer	0	0	1	0	0	1	0	0	0	0	leer
leery	0	0	0	0	0	0	0	0	1	0	leri
lees	0	0	0	0	0	0	0	0	0	0	lee
leeway	0	0	0	0	0	0	1	0	0	0	leeway
left	0	0	0	0	0	0	0	0	0	0	aka ekpe
leg	0	0	0	0	0	0	0	0	0	0	ukwu
legacy	0	0	0	0	0	0	0	0	0	0	ihe nketa
legal	0	0	0	0	0	0	1	0	0	1	iwu
legality	0	0	0	0	0	0	0	0	0	0	iwu kwadoro
legalize	0	0	0	0	0	0	0	0	0	0	mee ka iwu kwadoro
legalized	1	0	0	1	1	0	1	0	0	1	kwadoro iwu
legally	0	0	0	0	0	0	0	0	0	0	n'ụzọ iwu kwadoro
legend	0	0	0	0	0	0	0	0	0	0	akụkọ ifo
legendary	0	0	0	0	0	0	1	0	0	0	kpara
legibility	0	0	0	0	0	0	1	0	0	0	legibility
legible	0	0	0	0	0	0	1	0	0	0	ziri ezi
legion	0	0	0	0	0	0	0	0	0	0	legion
legislate	0	0	0	0	0	0	0	0	0	0	mee iwu
legislation	0	0	0	0	0	0	0	0	0	0	iwu
legislative	0	0	0	0	0	0	0	0	0	0	omebe iwu
legislator	0	0	0	0	0	0	0	0	0	1	onye omebe iwu
legislature	0	0	0	0	0	0	0	0	0	1	ụlọ omebe iwu
legitimacy	0	0	0	0	0	0	0	0	0	1	ziri ezi
legs	0	0	0	0	0	0	0	0	0	0	ụkwụ
legume	0	0	0	0	0	0	0	0	0	0	legume
leisure	0	1	0	0	1	0	1	0	1	1	ntụrụndụ
leisurely	0	0	0	0	0	0	1	0	0	0	na ntụrụndụ
lemma	0	0	0	0	0	0	1	0	0	0	lemma
lemon	0	0	1	0	0	1	0	0	0	0	oroma nkịrịsị
lend	0	0	0	0	0	0	0	0	0	0	binye
lender	0	0	0	0	0	0	0	0	0	1	onye nbinye
lending	0	0	0	0	0	0	0	0	0	0	ịgbazinye ego
length	0	0	0	0	0	0	0	0	0	0	ogologo
lengthen	0	0	0	0	0	0	0	0	0	0	gbatịa
lengthened	0	0	0	0	0	0	0	0	0	0	ogologo
lengthening	0	0	0	0	0	0	0	0	0	0	ịgbatị
lengthwise	0	0	0	0	0	0	0	0	0	0	ogologo ogologo
lengthy	0	0	0	0	0	0	0	0	0	0	ogologo
leniency	0	0	0	0	0	0	0	0	0	0	ịdị nwayọọ
lenient	0	0	0	0	0	0	1	0	0	0	ịdị nwayọọ
lens	0	0	0	0	0	0	0	0	0	0	oghere
leopard	0	0	0	0	0	0	0	0	0	0	agụ owuru
leprosy	0	0	1	1	0	1	0	1	0	0	ekpenta
lessee	0	0	0	0	0	0	0	0	0	0	onye mgbazinye
lessen	0	1	0	0	0	1	0	0	0	0	belata
lessening	0	0	0	0	0	0	0	0	0	0	ibelata
lesser	0	0	1	0	0	1	0	0	0	0	ntakiri
lesson	0	1	0	0	0	0	1	0	0	1	nkuzi
lessor	0	0	0	0	0	0	0	0	0	0	onye nta
lethal	0	0	1	1	0	1	0	1	0	0	na-egbu egbu
lethargic	0	0	0	0	0	0	0	0	0	0	lethargic
lethargy	0	0	0	0	0	1	0	1	0	0	ike ọgwụgwụ
letter	0	1	0	0	0	0	0	0	0	0	leta
lettered	0	1	0	0	0	0	1	0	0	1	edeputara
letters	0	0	0	0	0	0	0	0	0	0	leta
lettuce	0	0	0	0	0	0	0	0	0	0	letus
leukemia	1	0	0	1	0	1	0	1	0	0	leukemia
levee	0	0	0	0	0	0	0	0	0	1	levee
level	0	0	0	0	0	0	1	0	0	1	ọkwa
lever	0	0	0	0	0	0	0	0	0	0	lever
leverage	0	0	0	0	0	0	1	0	0	0	leverage
levy	0	0	0	0	0	1	0	0	0	0	levy
lewd	0	0	1	0	0	1	0	0	0	0	rụrụ arụ
lexicon	0	0	0	0	0	0	0	0	0	0	lexicon
ley	0	0	0	0	0	0	0	0	0	0	lee
liabilities	0	0	0	0	0	0	0	0	0	0	ibu
liability	0	0	0	0	0	0	0	0	0	0	ibu
liaison	0	0	0	0	0	1	0	0	0	0	njikọ
liar	0	0	1	0	0	1	0	0	0	0	onye ugha
libel	1	0	0	1	0	1	0	0	0	1	nkwutọ
libelous	0	0	0	0	0	0	0	0	0	0	onye nkwutọ
liberal	0	0	0	0	0	1	1	0	0	0	liberal
liberalism	0	0	0	0	0	0	0	0	0	0	liberalism
liberate	1	1	0	0	1	0	1	0	1	1	tọhapụ
liberation	0	1	0	0	1	0	1	0	1	0	ntọhapụ
liberty	0	1	0	0	1	0	1	0	1	1	nnwere onwe
libido	0	0	0	0	0	0	0	0	0	0	libido
librarian	0	0	0	0	0	0	0	0	0	0	onye na-agụ akwụkwọ
library	0	0	0	0	0	0	1	0	0	0	ụlọ akwụkwọ
libretto	0	0	0	0	0	0	0	0	0	0	libertto
license	0	0	0	0	0	0	0	0	0	0	ikike
lichen	0	0	0	0	0	0	0	0	0	0	lichen
lick	0	0	1	0	0	1	0	0	0	0	ira ihe
lid	0	0	0	0	0	0	0	0	0	0	mkpuchi
lie	1	0	1	0	0	1	0	1	0	0	ịgha ụgha
liege	0	0	0	0	0	0	0	0	0	0	liege
lien	0	0	0	0	0	0	0	0	0	0	ikwu okwu
lieu	0	0	0	0	0	0	0	0	0	0	dochie
lieutenant	0	0	0	0	0	0	0	0	0	1	onye isi ala
life	0	0	0	0	0	0	0	0	0	0	ndu
lifeblood	0	0	0	0	0	0	1	0	0	0	ọbara ndu
lifeboat	0	0	0	0	0	0	0	0	0	0	ụgbọ mmiri ndụ
lifeless	0	0	0	1	0	1	0	1	0	0	adịghị ndụ
lifelike	0	0	0	0	0	0	0	0	0	0	dị ka ndụ
lifelong	0	0	0	0	0	0	0	0	0	0	ogologo ndụ
lifetime	0	0	0	0	0	0	0	0	0	0	oge ndu
lift	0	0	0	0	0	0	0	0	0	0	ebuli
ligament	0	0	0	0	0	0	0	0	0	0	akwara
ligation	0	0	0	0	0	0	0	0	0	0	ligation
light	0	0	0	0	0	0	0	0	0	0	ìhè
lighten	0	0	0	0	0	0	0	0	0	0	mee ka ọ dị mfe
lighthouse	0	0	0	0	0	0	1	0	0	0	ụlọ ọkụ
lightness	0	0	0	0	0	0	0	0	0	0	ìhè
lightning	1	0	0	1	0	0	0	0	1	0	àmụmà
likelihood	0	0	0	0	0	0	0	0	0	0	enwere ike
likeness	0	0	0	0	0	0	0	0	0	0	oyiyi
likewise	0	0	0	0	0	0	0	0	0	0	n'otu aka ahụ
liking	0	0	0	0	1	0	1	0	0	1	mmasị
lilac	0	0	0	0	0	0	0	0	0	0	lilac
lily	0	0	0	0	0	0	0	0	0	0	lily
limb	0	0	0	0	0	0	0	0	0	0	ukwu
limbo	0	0	0	0	0	0	0	0	0	0	limbo
limit	0	0	0	0	0	0	0	0	0	0	oke
limitation	0	0	0	0	0	0	0	0	0	0	mmachi
limited	1	0	0	0	0	1	0	1	0	0	oke
limitless	0	0	0	0	0	0	0	0	0	0	enweghị oke
limousine	0	0	0	0	0	0	0	0	0	0	limousine
limp	0	0	0	0	0	1	0	0	0	0	ngwongwo
lin	0	0	0	0	0	0	0	0	0	0	lin
line	0	0	0	0	0	0	0	0	0	0	ahịrị
lineage	0	0	0	0	0	0	0	0	0	0	agbụrụ
lineal	0	0	0	0	0	0	0	0	0	0	lineal
linear	0	0	0	0	0	0	0	0	0	0	ahịrị
lined	0	0	0	0	0	0	0	0	0	0	ahịrị
linen	0	0	0	0	0	0	0	0	0	0	linen
liner	0	0	0	0	0	0	0	0	0	0	akara
lines	0	0	0	1	0	0	0	0	0	0	ahịrị
linger	0	1	0	0	0	0	0	0	0	0	na-adịte aka
lingo	0	0	0	0	0	0	0	0	0	0	lingo
lingual	0	0	0	0	0	0	0	0	0	0	asụsụ
linguist	0	0	0	0	0	0	1	0	0	1	ọkà mmụta asụsụ
linguistic	0	0	0	0	0	0	0	0	0	0	asụsụ
linguistics	0	0	0	0	0	0	0	0	0	0	mmụta asụsụ
lining	0	0	0	0	0	0	0	0	0	0	mkpuchi
link	0	0	0	0	0	0	0	0	0	0	njikọ
linoleum	0	0	0	0	0	0	0	0	0	0	linoleum
lint	0	0	0	0	0	1	0	0	0	0	lint
lion	0	0	0	1	0	0	1	0	0	0	ọdụm
lip	0	0	0	0	0	0	0	0	0	0	egbugbere ọnụ
lipstick	0	0	0	0	0	0	0	0	0	0	lipstick
liquefaction	0	0	0	0	0	0	0	0	0	0	mmanya mmanya
liquefied	0	0	0	0	0	0	0	0	0	0	mmiri ara ehi
liqueur	0	0	0	0	0	0	0	0	0	0	mmanya ogbugbu
liquid	0	0	0	0	0	0	0	0	0	0	mmiri mmiri
liquidate	0	0	0	0	0	0	0	0	0	0	mmiri mmiri
liquidation	0	0	0	0	0	0	0	0	0	0	mmiri mmiri
liquidator	0	0	0	0	0	0	0	0	0	0	mmiri mmiri
liquidity	0	0	0	0	0	0	0	0	0	0	mmiri mmiri
liquor	1	0	0	0	1	1	0	1	0	0	mmanya
lisp	0	0	0	0	0	0	0	0	0	0	egbu egbu
list	0	0	0	0	0	0	0	0	0	0	ndepụta
listen	0	0	0	0	0	0	0	0	0	0	gee ntị
listener	0	0	0	0	0	0	0	0	0	0	onye na-ege ntị
listing	0	0	0	0	0	0	0	0	0	0	ndepụta
listless	0	0	0	0	0	1	0	1	0	0	enweghị aha
litany	0	0	0	0	0	0	0	0	0	0	litany
literally	0	0	0	0	0	0	0	0	0	0	n'ezie
literary	0	0	0	0	0	0	0	0	0	0	edemede
literature	0	0	0	0	0	0	0	0	0	0	akwụkwọ
lithe	0	0	0	0	0	0	1	0	0	0	lithe
lithograph	0	0	0	0	0	0	0	0	0	0	lithograph
lithography	0	0	0	0	0	0	0	0	0	0	lithography
lithology	0	0	0	0	0	0	0	0	0	0	lithology
lithosphere	0	0	0	0	0	0	0	0	0	0	lithosphere
litigant	0	0	0	0	0	1	0	0	0	0	onye gbara akwụkwọ
litigate	1	1	1	1	0	1	0	1	0	0	ikpe ikpe
litigation	0	0	0	0	0	1	0	0	0	0	ikpe
litigious	1	0	1	0	0	1	0	0	0	0	ikpe ikpe
litter	0	0	0	0	0	1	0	0	0	0	awụba n'oké osimiri
littoral	0	0	0	0	0	0	0	0	0	0	littoral
liturgy	0	0	0	0	0	0	0	0	0	0	liturgy
livelihood	0	0	0	0	0	0	0	0	0	0	ibi ndụ
livery	0	0	0	0	0	0	0	0	0	0	imeju
livid	1	0	1	0	0	1	0	0	0	0	livid
living	0	0	0	0	0	0	0	0	0	0	ibi
llama	0	0	0	0	0	0	0	0	0	0	llama
load	0	0	0	0	0	0	0	0	0	0	ibu
loaf	0	0	0	0	0	1	0	0	0	0	ogbe achịcha
loafer	0	0	0	0	0	1	0	0	0	0	loafer
loam	0	0	0	0	0	0	0	0	0	0	loam
loan	0	0	0	0	0	0	0	0	0	0	mbinye ego
loath	1	0	0	0	0	1	0	0	0	0	ịkpọasị
loathe	1	0	1	0	0	1	0	0	0	0	kpọrọ asị
loathing	0	0	1	0	0	1	0	0	0	0	ịkpọasị
loathsome	1	0	1	0	0	1	0	0	0	0	na-asọ oyi
lobby	0	0	0	0	0	0	0	0	0	0	ọnụ ụlọ
lobbyist	0	0	0	0	0	1	0	0	0	0	lobbyist
lobe	0	0	0	0	0	0	0	0	0	0	lobe
local	0	0	0	0	0	0	0	0	0	0	mpaghara
locale	0	0	0	0	0	0	0	0	0	0	mpaghara
locality	0	0	0	0	0	0	0	0	0	0	mpaghara
localization	0	0	0	0	0	0	0	0	0	0	localization
localize	0	1	0	0	0	0	0	0	0	0	localize
locate	0	0	0	0	0	0	0	0	0	0	chọta
location	0	0	0	0	0	0	0	0	0	0	ebe
loch	0	0	0	0	0	0	0	0	0	0	loch
lock	0	0	0	0	0	0	0	0	0	0	igbachi
locker	0	0	0	0	0	0	0	0	0	0	mkpuchi
locksmith	0	0	0	0	0	0	0	0	0	0	onye nkuchi
lockup	0	0	0	1	0	1	0	1	0	0	mkpọchi
locomotion	0	0	0	0	0	0	0	0	0	0	locomotion
locomotive	0	0	0	0	0	0	0	0	0	0	locomotive
locust	0	0	0	1	0	1	0	0	0	0	igurube
lodge	0	0	0	0	0	0	0	0	0	0	ulo
lodger	0	0	0	0	0	0	0	0	0	0	onye ọbịa
lodging	0	0	0	0	0	0	0	0	0	1	ebe obibi
loft	0	0	0	0	0	0	0	0	0	0	ụlọ elu
lofty	0	0	0	0	0	1	0	0	0	0	dị elu
log	0	0	0	0	0	0	0	0	0	0	ndekọ
logarithm	0	0	0	0	0	0	0	0	0	0	logarithm
logarithmic	0	0	0	0	0	0	0	0	0	0	logarithmic
logic	0	0	0	0	0	0	0	0	0	0	mgbagha
logical	0	0	0	0	0	0	1	0	0	0	ezi uche
logistics	0	0	0	0	0	0	0	0	0	0	ngwa ngwa
logotype	0	0	0	0	0	0	0	0	0	0	logotype
loin	0	0	0	0	0	0	0	0	0	0	úkwù
lollipop	0	0	0	0	0	0	0	0	0	0	lollipop
lone	0	0	0	0	0	0	0	1	0	0	owu
loneliness	0	0	0	1	0	1	0	1	0	0	owu ọmụma
lonely	1	0	1	1	0	1	0	1	0	0	owu ọmụma
lonesome	0	0	0	0	0	1	0	1	0	0	owu ọmụma
long	0	1	0	0	0	0	0	0	0	0	ogologo
longevity	0	0	0	0	0	0	1	0	0	0	ogologo ndụ
longing	0	1	0	0	0	0	0	1	0	0	agụụ
longitude	0	0	0	0	0	0	0	0	0	0	lonjituudu
longitudinal	0	0	0	0	0	0	0	0	0	0	ogologo oge
longitudinally	0	0	0	0	0	0	0	0	0	0	ogologo oge
loo	0	0	1	0	0	1	0	0	0	0	loo
lookout	0	0	0	0	0	0	0	0	0	0	lebe anya
loom	0	1	0	1	0	1	0	0	0	0	loom
looming	0	0	0	0	0	0	0	0	0	0	na-achọsi ike
loon	0	0	1	0	0	1	0	0	0	0	loon
loony	0	0	0	0	0	1	0	0	0	0	loony
loop	0	0	0	0	0	0	0	0	0	0	loop
loophole	0	0	0	0	0	0	0	0	0	0	loophole
loosen	0	0	0	0	0	0	0	0	0	0	tọhapụrụ
loosening	0	0	0	0	0	0	0	0	0	0	atọpụ
loot	0	0	0	0	0	1	0	0	0	0	ịkwakọrọ ihe
lop	0	0	0	0	0	0	0	0	0	0	lop
lopsided	0	0	0	0	0	0	0	0	0	0	gbadoro ụkwụ
lord	0	0	1	0	0	1	1	0	0	1	onyenweayi
lords	0	0	0	0	0	0	0	0	0	0	ndị nwenụ
lordship	0	0	0	0	0	0	1	0	0	0	eze
lore	0	0	0	0	0	0	0	0	0	0	akụkọ ifo
lorry	0	0	0	0	0	0	0	0	0	0	ụgbọ ala
lose	1	0	1	1	0	1	0	1	1	0	tụfuo
losing	1	0	0	0	0	1	0	1	0	0	na-efunahụ
loss	1	0	0	1	0	1	0	1	0	0	mfu
lost	0	0	0	0	0	1	0	1	0	0	furu efu
lot	0	0	0	0	0	0	0	0	0	0	otutu
lotion	0	0	0	0	0	0	0	0	0	0	ude mmiri
lots	0	0	0	0	0	0	0	0	0	0	otutu
lottery	0	1	0	0	0	0	0	0	0	0	lọtrị
lotto	0	0	0	0	0	0	0	0	0	0	loto
loud	0	0	0	0	0	0	0	0	0	0	dara ụda
loudly	0	0	0	0	0	0	0	0	0	0	n'olu dara ụda
loudness	1	0	0	0	0	1	0	0	0	0	olu ike
lounge	0	0	0	0	0	1	0	0	0	0	ụlọ ezumike
louse	0	0	1	0	0	1	0	0	0	0	uwu
lovable	0	0	0	0	1	0	1	0	0	1	hụrụ n'anya
love	0	0	0	0	1	0	1	0	0	0	ihunanya
lovely	0	1	0	0	1	0	1	1	1	1	mara mma
lovemaking	0	0	0	0	1	0	1	0	0	1	ime ịhụnanya
lover	0	1	0	0	1	0	1	0	0	1	onye hụrụ n'anya
loving	0	0	0	0	1	0	1	0	0	1	ihunanya
lower	0	0	0	0	0	1	0	1	0	0	ala
lowering	0	0	0	0	0	1	0	0	0	0	na-eweda ala
lowest	0	0	0	0	0	1	0	1	0	0	kacha ala
lowlands	0	0	0	0	0	1	0	0	0	0	ala dị larịị
lowly	0	0	0	0	0	1	0	1	0	0	dị ala
loyal	0	0	0	1	1	0	1	0	1	1	iguzosi ike n'ihe
loyalty	0	0	0	0	0	0	1	0	0	1	iguzosi ike n'ihe
lubricate	0	0	0	0	0	0	0	0	0	0	mmanu
lubrication	0	0	0	0	0	0	0	0	0	0	mmanu mmanu
luck	0	1	0	0	1	0	1	0	1	0	chioma
lucky	0	0	0	0	1	0	1	0	1	0	kechioma
ludicrous	0	0	0	0	0	1	0	0	0	0	obi ụtọ
lug	0	0	0	0	0	0	0	0	0	0	lug
luggage	0	0	0	0	0	0	0	0	0	0	akpa
lull	0	1	0	0	0	0	0	0	0	0	lull
lullaby	0	0	0	0	0	0	0	0	0	0	lullaby
lumbar	0	0	0	0	0	0	0	0	0	0	lumbar
lumber	0	0	0	0	0	0	0	0	0	0	osisi
lumbering	0	0	0	0	0	1	0	0	0	0	ịkụ osisi
luminescent	0	0	0	0	0	0	0	0	0	0	luminescent
luminous	0	0	0	0	0	0	0	0	0	0	na-egbuke egbuke
lump	0	0	0	0	0	1	0	0	0	0	akpụ
lumpy	0	0	1	0	0	1	0	0	0	0	lumpy
lunacy	1	0	1	1	0	1	0	1	0	0	ara
lunar	0	0	0	0	0	0	0	0	0	0	ọnwa
lunatic	1	0	1	1	0	1	0	0	0	0	onye ara
lunch	0	0	0	0	0	0	0	0	0	0	nri ehihie
luncheon	0	0	0	0	0	0	0	0	0	0	nri ehihie
lunge	0	0	0	0	0	0	0	0	1	0	ngụgụ
lungs	0	0	0	0	0	0	0	0	0	0	ngụgụ
lurch	0	0	0	0	0	1	0	0	0	0	lurch
lure	0	0	0	0	0	1	0	0	0	0	ịrata
lurid	0	0	1	0	0	1	0	0	0	0	lurid
lurk	0	0	0	0	0	1	0	0	0	0	zoo
lurking	0	0	0	0	0	1	0	0	0	0	na-ezo
luscious	0	1	0	0	1	0	1	0	0	0	na-atọ ụtọ
lush	0	0	1	0	0	1	0	1	0	0	lush
lust	0	1	0	0	0	1	0	0	0	0	agụụ mmekọahụ
luster	0	0	0	0	1	0	1	0	0	0	luster
lustful	0	0	0	0	0	1	0	0	0	0	agụụ mmekọahụ
lustrous	0	0	0	0	0	0	1	0	0	0	na-adọrọ adọrọ
lusty	0	0	1	0	0	0	0	0	0	0	agụụ mmekọahụ
lute	0	0	0	0	0	0	0	0	0	0	lute
luxuriant	0	0	0	0	0	0	1	0	0	0	okomoko
luxurious	0	0	0	0	1	0	1	0	0	0	okomoko
luxury	0	0	0	0	1	0	1	0	0	0	okomoko
lying	1	0	1	0	0	1	0	0	0	0	ịgha ụgha
lymph	0	0	0	0	0	0	0	0	0	0	lymph
lymphatic	0	0	0	0	0	0	0	0	0	0	lymphatic
lynch	1	0	1	1	0	1	0	1	0	0	lynch
lynx	0	0	0	0	0	0	0	0	0	0	lynx
lyre	0	0	0	0	1	0	1	0	0	0	uda
lyric	0	0	0	0	0	0	0	0	0	0	egwu
lyrical	0	0	0	0	1	0	1	0	0	0	egwu egwu
mace	0	0	0	1	0	1	0	0	0	0	nwanyi
machine	0	0	0	0	0	0	0	0	0	1	igwe
machinery	0	0	0	0	0	0	0	0	0	0	igwe
machinist	0	0	0	0	0	0	0	0	0	0	igwe igwe
mackerel	0	0	0	0	0	0	0	0	0	0	makarel
mad	1	0	1	1	0	1	0	1	0	0	ara
madam	0	0	0	0	0	0	0	0	0	0	nne
madame	0	0	0	0	0	0	0	0	0	0	nwaanyi
madden	1	0	0	1	0	1	0	0	0	0	ara ara
madman	1	0	0	1	0	1	0	0	0	0	onye ara
madness	1	0	0	1	0	1	0	0	0	0	ara
mafia	0	0	0	1	0	1	0	0	0	0	mafia
magazine	0	0	0	0	0	0	0	0	0	0	magazin
mage	0	0	0	1	0	0	0	0	0	0	mage
magenta	0	0	0	0	0	0	0	0	0	0	magenta
maggot	0	0	1	0	0	1	0	0	0	0	ikpuru
magic	0	0	0	0	0	0	0	0	0	0	anwansi
magical	0	1	0	0	1	0	1	0	1	0	anwansị
magician	0	0	0	0	0	0	0	0	1	0	onye anwansi
magistrate	0	0	0	0	0	0	0	0	0	0	onye ọka ikpe
magma	0	0	0	0	0	0	0	0	0	0	magma
magnate	0	0	0	0	0	0	0	0	0	0	ukwu
magnet	0	0	0	0	0	0	1	0	0	1	magnet
magnetism	0	0	0	0	0	0	1	0	0	0	magnetism
magnetite	0	0	0	0	0	0	1	0	0	0	magnetite
magnificence	0	1	0	0	1	0	1	0	0	1	ịdị ebube
magnificent	0	1	0	0	1	0	1	0	1	1	magburu onwe ya
magnifier	0	0	0	0	0	0	0	0	0	0	ihe na-ebuwanye ibu
magnify	0	0	0	0	0	0	0	0	0	0	bulie elu
magnitude	0	0	0	0	0	0	0	0	0	0	ịdị ukwuu
magpie	0	0	0	0	0	0	0	0	0	0	magpi
maid	0	0	0	0	0	0	0	0	0	0	odibo
maiden	0	0	0	0	0	0	1	0	0	0	nwa agbọghọ
mail	0	1	0	0	0	0	0	0	0	0	ozi
main	0	0	0	0	0	0	1	0	0	0	isi
mainland	0	0	0	0	0	0	0	0	0	0	ala ala
mainstay	0	0	0	0	0	0	1	0	0	1	isi
maintenance	0	0	0	0	0	0	0	0	0	1	mmezi
majestic	0	1	0	0	1	0	1	0	1	1	ịdị ebube
majesty	0	0	0	0	0	0	1	0	0	1	ebube
major	0	0	0	0	0	0	1	0	0	0	isi
majority	0	0	0	0	1	0	1	0	0	1	ọtụtụ
make	0	0	0	0	0	0	0	0	0	0	mee
maker	0	0	0	0	0	0	0	0	0	0	onye na-eme ihe
makeshift	0	0	0	0	0	1	0	0	0	0	ime ihe
makeup	0	0	0	0	0	0	0	0	0	0	techaa
malady	0	0	0	0	0	1	0	0	0	0	ọrịa
malaise	0	0	0	0	0	1	0	1	0	0	ahụ erughị ala
malaria	0	0	1	1	0	1	0	1	0	0	ịba
malevolent	1	0	1	1	0	1	0	1	0	0	obi ọjọọ
malfeasance	0	0	1	0	0	1	0	0	0	0	mmebi iwu
malformation	0	0	0	0	0	1	0	0	0	0	adịghị mma
malice	1	0	0	1	0	1	0	0	0	0	obi ojoo
malicious	1	0	1	1	0	1	0	1	0	0	obi ojoo
malign	1	0	1	0	0	1	0	0	0	0	njọ
malignancy	0	0	0	1	0	1	0	1	0	0	malignancy
malignant	1	0	0	1	0	1	0	0	0	0	ọjọọ
mall	0	0	0	0	0	0	0	0	0	0	nnukwu ụlọ ahịa
malleable	0	0	0	0	0	0	0	0	0	0	enwere ike ime ya
mallet	0	0	0	0	0	0	0	0	0	0	mallet
malpractice	1	0	0	0	0	1	0	0	0	0	mmejọ
mamma	0	0	0	0	0	0	0	0	0	1	nne
mammal	0	0	0	0	0	0	0	0	0	0	anu ara
mammoth	0	0	0	0	0	0	0	0	0	0	mammoth
manage	0	0	0	0	0	0	1	0	0	1	jikwaa
management	0	0	0	0	0	0	1	0	0	1	njikwa
manager	0	0	0	0	0	0	0	0	0	0	onye njikwa
mandamus	0	0	0	1	0	1	0	0	0	0	mandamus
mandarin	0	0	0	0	0	0	1	0	0	1	mandarin
mandate	0	0	0	0	0	0	0	0	0	0	iwu
mandible	0	0	0	0	0	0	0	0	0	0	mandible
mandolin	0	0	0	0	0	0	0	0	0	0	mandolin
mandrel	0	0	0	0	0	0	0	0	0	0	mandrel
mane	0	0	0	0	0	0	0	0	0	0	nwoke
maneuver	0	0	0	0	0	0	0	0	0	0	imeghari
maneuvering	0	0	0	0	0	0	0	0	0	0	imeghari
mange	0	0	1	1	0	1	0	0	0	0	mange
manger	0	0	0	0	0	0	0	0	0	0	anụ ụlọ
mangle	1	0	1	1	0	1	0	1	0	0	mangle
mango	0	0	0	0	0	0	0	0	0	0	mango
mangosteen	0	0	0	0	0	0	0	0	0	0	mangosteen
manhood	0	0	0	0	0	0	1	0	0	0	nwoke
mania	0	0	0	0	0	1	0	0	0	0	mania
maniac	1	0	0	1	0	1	0	0	0	0	maniac
maniacal	0	0	0	0	0	1	0	0	0	0	maniacal
manicure	0	0	0	0	0	0	0	0	0	0	ịkpụcha mbọ aka
manifest	0	0	0	0	0	0	0	0	0	0	gosi
manifestation	0	0	0	1	0	0	0	0	0	0	ngosipụta
manifested	0	0	0	0	0	0	1	0	0	0	gosiputara
manifestly	0	0	0	0	0	0	0	0	0	0	n'ụzọ doro anya
manifesto	0	0	0	0	0	0	0	0	0	0	ihe ngosi
manifold	0	0	0	0	0	0	0	0	0	0	otutu
manipulate	0	0	0	0	0	1	0	0	0	0	imeghari
manipulation	1	0	0	1	0	1	0	0	0	0	aghụghọ
mankind	0	0	0	0	0	0	0	0	0	0	mmadụ
manly	0	0	0	0	0	0	1	0	0	0	nwoke
manna	0	0	0	0	0	0	1	0	0	0	mana
manner	0	0	0	0	0	0	0	0	0	0	uzo
mannered	0	0	0	0	0	0	1	0	0	0	ụkpụrụ
manners	0	0	0	0	0	0	1	0	0	0	omume
manor	0	0	0	0	0	0	0	0	0	0	manor
mansion	0	0	0	0	0	0	0	0	0	0	nnukwu ụlọ
manslaughter	1	0	1	1	0	1	0	1	1	0	ogbugbu
mantle	0	0	0	0	0	0	0	0	0	0	uwe mwụda
manual	0	0	0	0	0	0	0	0	0	1	akwụkwọ ntuziaka
manufacture	0	0	0	0	0	0	0	0	0	0	imeputa
manufacturer	0	0	0	0	0	0	1	0	0	0	emeputa
manure	0	0	1	0	0	1	0	0	0	0	nri
manuscript	0	0	0	0	0	0	0	0	0	0	ihe odide
map	0	0	0	0	0	0	0	0	0	0	map
mar	0	0	0	0	0	1	0	0	0	0	mar
marble	0	0	0	0	0	0	0	0	0	0	marble
marbled	0	0	0	0	0	0	0	0	0	0	marbled
marbles	0	0	0	0	0	0	0	0	0	0	marble
march	0	0	0	0	0	0	1	0	0	0	ije
mare	0	0	0	0	0	0	0	0	0	0	nne
margin	0	0	0	0	0	1	0	1	0	0	oke
marginal	0	0	0	0	0	0	0	0	0	0	oke
marijuana	0	0	0	0	0	0	0	0	0	0	wii wii
marine	0	0	0	0	0	0	0	0	0	1	mmiri mmiri
mariner	0	0	0	0	0	0	0	0	0	0	onye na-akwọ ụgbọ mmiri
maritime	0	0	0	0	0	0	0	0	0	0	mmiri mmiri
mark	0	0	0	0	0	0	0	0	0	0	akara
marked	0	0	0	0	0	0	1	0	0	0	akara
market	0	0	0	0	0	0	0	0	0	0	ahịa
marketable	0	0	0	0	0	0	1	0	0	0	ahịa
marketplace	0	0	0	0	0	0	0	0	0	0	ahịa
marks	0	0	0	0	0	0	0	0	0	0	akara
marl	0	0	0	0	0	0	0	0	0	0	marl
marmalade	0	0	0	0	0	0	0	0	0	0	marmalade
maroon	0	0	0	0	0	1	0	0	0	0	maroon
marquee	0	0	0	0	0	0	0	0	0	0	marquee
marquis	0	0	0	0	0	0	1	0	0	0	marquis
marriage	0	1	0	0	1	0	1	0	0	1	alụmdi na nwunye
married	0	0	0	0	0	0	0	0	0	0	lụrụ di na nwunye
marrow	0	0	0	0	1	0	1	0	0	1	umi
marry	0	1	0	1	1	0	1	0	1	1	lụọ nwunye
marsh	0	0	0	0	0	0	0	0	0	0	azuzuzu
marshal	0	0	0	0	0	0	1	0	0	1	marshal
mart	0	0	0	0	0	0	0	0	0	0	mart
martial	1	0	0	0	0	0	0	0	0	0	agha
martingale	0	0	0	0	0	1	0	0	0	0	martingale
martyr	0	0	0	1	0	1	0	1	0	0	okwukwe
martyrdom	0	0	0	1	0	1	0	1	0	0	okwukwe
marvel	0	0	0	0	0	0	1	0	1	0	ijuanya
