English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	German Word
intelligibility	0	0	0	0	0	0	0	0	0	0	Verständlichkeit
intelligible	0	0	0	0	0	0	0	0	0	0	verständlich
intend	0	0	0	0	0	0	0	0	0	1	beabsichtigen
intended	0	1	0	0	0	0	1	0	0	0	beabsichtigt
intending	0	0	0	0	0	0	0	0	0	0	beabsichtigen
intense	1	0	1	1	1	1	1	0	1	1	heftig
intensely	0	0	0	0	0	0	0	0	0	0	intensiv
intensify	0	0	0	0	0	0	0	0	0	0	intensivieren
intensity	0	0	0	0	0	0	0	0	0	0	Intensität
intent	0	0	0	0	0	0	0	0	0	0	Absicht
intention	0	0	0	0	0	0	0	0	0	0	Absicht
intentional	0	0	0	0	0	0	0	0	0	0	absichtlich
intentionally	0	0	0	0	0	0	0	0	0	0	absichtlich
inter	0	0	0	0	0	1	0	1	0	0	inter
interaction	0	0	0	0	0	0	0	0	0	0	Interaktion
intercede	0	0	0	1	0	0	0	1	0	0	intervenieren
intercept	0	0	0	0	0	0	0	0	0	0	abfangen
interception	0	0	0	0	0	0	0	0	0	0	Abfangen
intercession	0	0	0	0	0	0	0	0	0	1	Fürbitte
interchange	0	0	0	0	0	0	0	0	0	0	Austausch
interchangeable	0	0	0	0	0	0	0	0	0	0	austauschbar
interchanged	0	0	0	0	0	0	0	0	0	0	ausgetauscht
intercom	0	0	0	0	0	0	0	0	0	0	Gegensprechanlage
intercourse	0	0	0	0	0	0	1	0	0	0	Verkehr
interdependence	0	0	0	0	0	0	0	0	0	0	Interdependenz
interdependent	0	0	0	0	0	0	0	0	0	0	voneinander abhängig
interdiction	0	0	0	0	0	1	0	0	0	0	Verbot
interest	0	0	0	0	0	0	1	0	0	0	Interesse
interested	0	0	1	0	0	0	1	1	0	0	interessiert
interesting	0	0	0	0	0	0	1	0	0	0	interessant
interference	0	0	0	0	0	1	0	0	0	0	Interferenz
interferometer	0	0	0	0	0	0	0	0	0	0	Interferometer
interim	0	1	0	0	0	0	0	0	0	0	vorläufig
interior	0	0	1	0	0	0	1	0	0	1	Innere
interlocutory	0	0	0	0	0	0	1	0	0	0	Zwischensprache
interlude	0	0	0	0	0	0	1	0	0	0	Zwischenspiel
intermediary	0	0	0	0	0	0	0	0	0	0	Vermittler
intermediate	0	0	0	0	0	0	0	0	0	0	dazwischenliegend
interment	0	0	0	0	0	1	0	1	0	0	Begräbnis
interminable	1	1	0	0	0	1	1	0	0	0	endlos
intermission	0	1	0	0	0	0	0	0	0	0	Pause
intermittent	0	0	0	0	0	0	0	0	0	0	wechselnd
intern	0	0	0	0	0	0	0	0	0	0	Praktikant
internal	0	0	0	0	0	0	0	0	0	0	intern
internally	0	0	0	0	0	0	0	0	0	0	im Inneren
international	0	0	0	0	0	0	0	0	0	0	International
interpolate	0	0	0	0	0	0	0	0	0	0	interpolieren
interpolation	0	0	0	0	0	0	0	0	0	0	Interpolation
interpret	0	0	0	0	0	0	0	0	0	0	interpretieren
interpretation	0	0	0	0	0	0	0	0	0	0	Deutung
interpreter	0	0	0	0	0	0	0	0	0	0	Dolmetscher
interrelated	0	0	0	0	0	0	0	0	0	0	miteinander verbunden
interrogate	0	0	0	1	0	0	0	0	0	0	abfragen
interrogation	0	0	0	1	0	0	0	0	0	0	Verhör
interrupt	1	0	0	0	0	1	0	0	1	0	unterbrechen
interrupted	0	0	0	0	0	1	0	1	0	0	unterbrochen
interruption	0	0	0	0	0	0	0	0	0	0	Unterbrechung
intersect	0	0	0	0	0	0	0	0	0	0	schneiden
intersection	0	0	0	0	0	0	0	0	0	0	Überschneidung
interstitial	0	0	0	0	0	0	0	0	0	0	interstitiell
interval	0	0	0	0	0	0	0	0	0	0	Intervall
intervening	0	0	0	0	0	0	0	0	0	0	eingreifen
intervention	0	0	0	0	0	1	1	1	0	0	Intervention
interview	0	0	0	0	0	0	0	0	0	0	Interview
interviewer	0	0	0	1	0	0	0	0	0	0	Interviewer
interworking	0	0	0	0	0	0	0	0	0	0	Zusammenarbeit
intestate	0	0	0	0	0	1	0	0	0	0	Testament
intestinal	0	0	1	0	0	0	0	0	0	0	Darm-
intestine	0	0	0	0	0	0	0	0	0	0	Darm
intestines	0	0	0	0	0	0	0	0	0	0	Innereien
intimacy	0	0	0	0	0	0	0	0	0	0	Intimität
intimate	0	1	0	0	1	0	1	0	0	1	intim
intimately	0	1	0	1	1	0	0	0	0	0	intim
intimation	0	0	0	0	0	0	0	0	0	0	Andeutung
intimidate	0	0	0	1	0	1	0	0	0	0	einschüchtern
intimidation	1	0	0	1	0	1	0	0	0	0	Einschüchterung
intolerable	1	0	0	0	0	1	0	0	0	0	unerträglich
intolerance	1	0	1	1	0	1	0	0	0	0	Intoleranz
intolerant	1	0	1	1	0	1	0	1	0	0	intolerant
intonation	0	0	0	0	0	0	1	0	0	0	Intonation
intoxicated	0	0	1	0	0	1	0	0	0	0	berauscht
intoxication	0	0	0	0	0	0	0	0	0	0	Rausch
intractable	1	0	0	0	0	1	0	0	0	0	unlösbar
intramural	0	0	0	0	0	0	0	0	0	0	intramural
intrepid	0	0	0	0	0	0	1	0	0	0	unerschrocken
intricate	0	0	0	0	0	0	0	0	0	0	kompliziert
intrigue	0	1	0	1	0	1	0	0	1	0	Intrigen
intriguing	0	0	0	0	0	0	0	0	0	0	faszinierend
intrinsic	0	0	0	0	0	0	0	0	0	0	intrinsisch
intrinsically	0	0	0	0	0	0	0	0	0	0	intrinsisch
introduction	0	0	0	0	0	0	0	0	0	0	Einleitung
introductory	0	0	0	0	0	0	0	0	0	0	einleitend
introspection	0	0	0	0	0	0	0	0	0	0	Selbstbeobachtung
introspective	0	0	0	0	0	0	0	0	0	0	introspektiv
intruder	1	0	0	1	0	1	0	0	1	0	Eindringling
intrusion	0	0	0	1	0	1	0	0	0	0	Einbruch
intrusive	1	0	1	1	0	1	0	0	1	0	aufdringlich
intuition	0	0	0	0	0	0	1	0	0	1	Intuition
intuitive	0	0	0	0	0	0	1	0	0	0	intuitiv
intuitively	0	1	0	0	0	0	0	0	0	0	intuitiv
inundation	0	0	0	0	0	0	0	0	0	0	Überschwemmung
invade	1	0	0	1	0	1	0	1	1	0	einfallen
invader	1	0	0	1	0	1	0	1	0	0	Eindringling
invalid	0	0	0	0	0	0	0	1	0	0	ungültig
invalidate	0	0	0	0	0	1	0	0	0	0	ungültig machen
invalidation	0	0	0	0	0	1	0	0	0	0	Ungültigkeitserklärung
invalidity	0	0	0	0	0	1	0	0	0	0	Nichtigkeit
invaluable	0	0	0	0	0	0	0	0	0	0	unschätzbar
invariably	0	0	0	0	0	0	1	0	0	0	ausnahmslos
invasion	1	0	0	0	0	1	0	0	0	0	Invasion
invent	0	0	0	0	0	0	0	0	0	0	erfinden
invention	0	0	0	0	0	0	0	0	0	0	Erfindung
inventive	0	0	0	0	0	0	1	0	0	0	erfinderisch
inventor	0	0	0	0	0	0	1	0	0	0	Erfinder
inventory	0	0	0	0	0	0	0	0	0	0	Inventar
inverse	0	0	0	0	0	0	0	0	0	0	umgekehrt
inversely	0	0	0	0	0	0	0	0	0	0	umgekehrt
inversion	0	0	0	0	0	0	0	0	0	0	Umkehrung
invert	0	0	0	0	0	0	0	0	0	0	umkehren
inverted	0	0	0	0	0	0	0	0	0	0	invertiert
investigate	0	0	0	0	0	0	1	0	0	0	untersuchen
investigation	0	1	0	0	0	0	0	0	0	0	Ermittlung
investigator	0	0	0	0	0	0	0	0	0	0	Ermittler
investor	0	0	0	0	0	0	0	0	0	0	Investor
invigorate	0	0	0	0	0	0	1	0	0	0	beleben
invincible	0	0	0	0	0	0	0	0	0	0	unbesiegbar
invisibility	0	0	0	0	0	0	0	0	0	0	Unsichtbarkeit
invisible	0	0	0	0	0	0	0	0	0	0	unsichtbar
invitation	0	1	0	0	0	0	1	0	0	0	Einladung
invite	0	1	0	0	1	0	1	0	1	1	einladen
inviting	0	1	0	0	1	0	1	0	1	1	einladend
invocation	0	1	0	0	0	0	0	0	0	1	Aufruf
invoice	0	0	0	0	0	0	0	0	0	0	Rechnung
invoke	0	1	0	0	0	0	0	0	0	0	aufrufen
involuntary	0	0	0	0	0	1	0	0	0	0	unfreiwillig
involution	1	0	0	0	0	1	0	0	0	0	Involution
involvement	1	0	0	0	0	0	0	0	0	0	Beteiligung
inwards	0	0	0	0	0	0	0	0	0	0	nach innen
iota	0	0	0	0	0	0	0	0	0	0	Jota
irate	1	0	0	0	0	1	0	0	0	0	wütend
ire	1	0	0	0	0	1	0	0	0	0	Zorn
iridescent	0	0	0	0	0	0	0	0	0	0	irisierend
iris	0	0	0	1	0	0	0	0	0	0	Iris
iron	0	0	0	0	0	0	1	0	0	1	Eisen
ironic	0	0	0	0	0	0	0	0	0	0	ironisch
irons	0	0	0	0	0	1	0	0	0	0	Bügeleisen
irony	0	0	0	0	0	0	0	0	0	0	Ironie
irradiation	0	0	0	0	0	0	0	0	0	0	Bestrahlung
irrational	0	0	1	1	0	1	0	0	0	0	irrational
irrationality	0	0	0	0	0	1	0	0	0	0	Irrationalität
irreconcilable	1	0	0	1	0	1	0	1	0	0	unvereinbar
irreducible	0	0	0	0	0	0	1	0	0	0	irreduzibel
irrefutable	0	0	0	0	0	0	1	0	0	1	unwiderlegbar
irregular	0	0	0	0	0	1	0	0	0	0	irregulär
irregularity	0	0	0	0	0	1	0	0	0	0	Unregelmäßigkeit
irregularly	0	0	0	0	0	0	0	0	0	0	unregelmäßig
irrelevant	0	0	0	0	0	1	0	0	0	0	irrelevant
irreparable	0	0	0	1	0	1	0	1	0	0	nicht reparierbar
irrepressible	0	0	0	0	0	0	0	0	0	0	unbändig
irresistible	0	0	0	0	0	0	0	0	0	0	unwiderstehlich
irrespective	0	0	0	0	0	0	0	0	0	0	unabhängig
irresponsible	0	0	0	0	0	1	0	0	0	0	unverantwortlich
irreverent	0	0	0	0	0	1	0	0	0	0	respektlos
irreversible	0	0	0	0	0	0	0	0	0	0	irreversibel
irrevocable	0	0	0	0	0	1	0	0	0	0	unwiderruflich
irrigate	0	0	0	0	0	0	0	0	0	0	bewässern
irrigation	0	0	0	0	0	0	0	0	0	0	Bewässerung
irritability	1	0	0	0	0	1	0	0	0	0	Reizbarkeit
irritable	1	0	0	0	0	1	0	0	0	0	reizbar
irritating	1	0	1	0	0	1	0	0	0	0	irritierend
irritation	1	0	1	0	0	1	0	1	0	0	Reizung
island	0	0	0	0	0	0	0	0	0	0	Insel
isle	0	0	0	0	0	0	0	0	0	0	Insel
islet	0	0	0	0	0	0	0	0	0	0	Inselchen
isolate	0	0	0	0	0	0	0	1	0	0	isolieren
isolated	0	0	0	1	0	1	0	1	0	0	isoliert
isolation	0	0	0	0	0	1	0	1	0	0	Isolation
isomorphism	0	0	0	0	0	0	0	0	0	0	Isomorphismus
isothermal	0	0	0	0	0	0	0	0	0	0	isotherm
issue	0	0	0	0	0	0	0	0	0	0	Ausgabe
itch	0	0	0	0	0	0	0	0	0	0	jucken
itching	0	0	0	0	0	0	0	0	0	0	Juckreiz
item	0	0	0	0	0	0	0	0	0	0	Artikel
itemize	0	0	0	0	0	0	0	0	0	0	auflisten
items	0	0	0	0	0	0	0	0	0	0	Artikel
iterate	0	0	0	0	0	0	0	0	0	0	iterieren
iteration	0	0	0	0	0	0	0	0	0	0	Wiederholung
iterative	0	0	0	0	0	0	0	0	0	0	iterativ
itinerant	0	0	0	0	0	0	0	0	0	0	Wander-
itinerary	0	0	0	0	0	0	0	0	0	0	Route
ivory	0	0	0	0	0	0	0	0	0	0	Elfenbein
jab	1	0	0	0	0	0	0	0	0	0	Jab
jabber	0	0	0	0	0	1	0	0	0	0	quasseln
jack	0	0	0	0	0	0	0	0	0	0	Jack
jackass	0	0	0	0	0	0	0	0	0	0	Esel
jackpot	0	1	0	0	1	0	1	0	1	0	Jackpot
jacks	0	0	0	0	0	0	0	0	0	0	Buchsen
jade	0	0	0	0	0	0	0	0	0	0	Jade
jag	0	0	0	0	0	0	0	0	0	0	Zacke
jagged	0	0	0	0	0	0	0	0	0	0	gezackt
jaguar	0	0	0	0	0	0	0	0	0	0	Jaguar
jail	0	0	0	1	0	1	0	1	0	0	Gefängnis
jam	0	0	0	0	0	0	1	0	0	0	Marmelade
jammed	0	0	0	0	0	0	0	0	0	0	verklemmt
janitor	0	0	1	0	0	0	0	0	0	0	Hausmeister
japan	0	0	0	0	0	0	0	0	0	0	Japan
jar	0	0	0	0	0	0	0	0	0	0	Krug
jargon	0	0	0	0	0	1	0	0	0	0	Jargon
jarring	0	0	0	1	0	1	0	1	0	0	erschütternd
jasper	0	0	0	0	0	0	0	0	0	0	Jaspis
jaundice	0	0	0	1	0	1	0	0	0	0	Gelbsucht
jaunt	0	0	0	0	0	0	0	0	0	0	Ausflug
javelin	0	0	0	0	0	0	0	0	0	0	Speer
jaw	0	0	0	0	0	0	0	0	0	0	Kiefer
jaws	0	0	0	1	0	0	0	0	0	0	Kiefer
jay	0	0	0	0	0	0	0	0	0	0	Jay
jealous	1	0	1	0	0	1	0	0	0	0	neidisch
jealousy	1	0	1	1	0	1	0	1	0	0	Eifersucht
jeans	0	0	0	0	0	0	0	0	0	0	Jeans
jeep	0	0	0	0	0	0	0	0	0	0	Jeep
jelly	0	0	0	0	0	0	0	0	0	0	Gelee
jenny	0	0	0	0	0	0	0	0	0	0	Jenny
jeopardize	1	0	0	1	0	1	0	0	0	0	gefährden
jeopardy	0	1	0	1	0	1	0	0	0	0	Gefahr
jerk	1	0	0	0	0	0	0	0	1	0	Ruck
jersey	0	0	0	0	0	0	0	0	0	0	Jersey
jest	0	0	0	0	1	0	1	0	1	0	Scherz
jester	0	0	0	0	0	0	0	0	0	0	Narr
jet	0	0	0	0	0	0	0	0	0	0	Jet
jetty	0	0	0	0	0	0	0	0	0	0	Steg
jewel	0	0	0	0	0	0	0	0	0	0	Juwel
jeweler	0	0	0	0	0	0	0	0	0	0	Juwelier
jewelry	0	0	0	0	0	0	0	0	0	0	Schmuck
jib	0	0	0	0	0	0	0	0	0	0	Ausleger
jiffy	0	0	0	0	0	0	0	0	0	0	im Handumdrehen
jimmy	0	0	0	0	0	0	0	0	0	0	Jimmy
jingle	0	0	0	0	0	0	0	0	0	0	klimpern
job	0	0	0	0	0	0	1	0	0	0	Arbeit
jock	0	0	0	0	0	0	0	0	0	0	Jock
jockey	0	0	0	0	0	0	0	0	0	0	Jockey
jog	0	0	0	0	0	0	0	0	0	0	laufen
john	0	0	1	0	0	1	0	0	0	0	John
join	0	0	0	0	0	0	1	0	0	0	beitreten
joined	0	0	0	0	0	0	1	0	0	0	trat bei
joining	0	0	0	0	0	0	0	0	0	0	beitreten
joint	0	0	0	0	0	0	0	0	0	0	gemeinsam
jointly	0	0	0	0	0	0	0	0	0	0	gemeinsam
joke	0	0	0	0	0	1	0	0	0	0	scherzen
joker	0	0	0	0	1	0	1	0	1	0	Joker
joking	0	0	0	0	0	0	1	0	0	0	scherzen
jolt	0	0	0	0	0	0	0	0	1	0	Ruck
jornada	0	0	0	0	0	1	0	0	0	0	Jornada
jot	0	0	0	0	0	0	0	0	0	0	Jota
journal	0	0	0	0	0	0	0	0	0	0	Tagebuch
journalism	0	0	0	0	0	0	0	0	0	1	Journalismus
journalist	0	0	0	0	0	0	1	0	0	0	Journalist
journey	0	1	0	1	1	0	1	0	0	0	Reise
journeyman	0	0	0	0	0	0	0	0	0	1	Geselle
jovial	0	0	0	0	1	0	1	0	0	0	fröhlich
joy	0	0	0	0	1	0	1	0	0	0	Freude
joyful	0	0	0	0	1	0	1	0	0	1	froh
joyous	0	0	0	0	1	0	1	0	0	0	fröhlich
jubilant	0	0	0	0	1	0	1	0	1	1	jubelnd
jubilee	0	0	0	0	1	0	1	0	1	0	Jubiläum
judge	0	0	0	0	0	0	0	0	0	0	Richter
judging	0	0	0	0	0	0	0	0	0	0	beurteilen
judgment	0	0	0	0	0	0	0	0	1	0	Beurteilung
judicial	0	1	0	0	0	0	1	0	0	1	gerichtlich
judiciary	0	1	0	0	0	0	0	0	0	1	Justiz
judicious	0	0	0	0	0	0	1	0	0	1	vernünftig
jug	0	0	0	0	0	0	0	0	0	0	Krug
juggle	0	0	0	0	0	0	0	0	0	0	jonglieren
juggling	0	0	0	0	0	0	0	0	0	0	Jonglieren
juice	0	0	0	0	0	0	0	0	0	0	Saft
juicy	0	0	0	0	0	0	0	0	0	0	saftig
jumble	0	0	0	0	0	1	0	0	0	0	Durcheinander
jumbled	0	0	0	0	0	0	0	0	0	0	durcheinander
jumbo	0	0	0	0	0	0	0	0	0	0	Jumbo
jump	0	0	0	0	1	0	1	0	0	0	springen
junction	0	0	0	0	0	0	0	0	0	0	Kreuzung
juncture	0	0	0	0	0	0	0	0	0	0	Kreuzung
jungle	0	0	0	1	0	0	0	0	0	0	Urwald
junior	0	0	0	0	0	0	0	0	0	0	Junior
junk	0	0	0	0	0	1	0	0	0	0	Müll
junta	0	0	0	0	0	1	0	0	0	0	Junta
juridical	0	0	0	0	0	0	0	0	0	0	rechtlich
jurisdiction	0	0	0	0	0	0	0	0	0	0	Zuständigkeit
jurisprudence	0	0	0	0	0	0	0	1	0	0	Jurisprudenz
jurist	0	0	0	0	0	0	0	0	0	1	Jurist
jury	0	0	0	0	0	0	0	0	0	1	Jury
justice	0	0	0	0	0	0	1	0	0	1	Gerechtigkeit
justifiable	0	0	0	0	0	0	1	0	0	1	gerechtfertigt
justification	0	0	0	0	0	0	1	0	0	0	Rechtfertigung
justify	0	0	0	0	0	0	0	0	0	0	rechtfertigen
jute	0	0	0	0	0	0	0	0	0	0	Jute
juvenile	0	0	0	0	0	1	0	0	0	0	jugendlich
juxtaposition	0	0	0	0	0	0	0	0	0	0	Nebeneinander
kaiser	0	0	0	0	0	0	0	0	0	0	Kaiser
kaleidoscope	0	0	0	0	0	0	0	0	0	0	Kaleidoskop
kangaroo	0	0	0	0	0	0	0	0	0	0	Känguru
kanji	0	0	0	0	0	0	0	0	0	0	Kanji
karma	0	0	0	0	0	0	0	0	0	0	Karma
kayak	0	0	0	0	0	0	0	0	0	0	Kajak
keel	0	0	0	0	0	0	0	0	0	0	Kiel
keeper	0	0	0	0	0	0	0	0	0	0	Wächter
keeping	0	0	0	0	0	0	0	0	0	0	halten
keepsake	0	0	0	0	0	0	1	0	0	0	Andenken
keg	0	0	0	0	0	0	0	0	0	0	Fass
ken	0	0	0	0	0	0	1	0	0	0	Ken
kennel	0	0	0	0	0	0	0	1	0	0	Zwinger
kern	0	0	0	0	0	1	0	0	0	0	Kern
kernel	0	0	0	0	0	0	0	0	0	0	Kernel
kerosene	0	0	0	1	0	0	0	0	0	0	Kerosin
kettle	0	0	0	0	0	0	0	0	0	0	Wasserkocher
key	0	0	0	0	0	0	0	0	0	0	Schlüssel
keyhole	0	0	0	0	0	0	0	0	0	0	Schlüsselloch
keynote	0	0	0	0	0	0	1	0	0	0	Grundsatz
keystone	0	0	0	0	0	0	1	0	0	0	Schlussstein
khaki	0	0	0	0	0	0	0	0	0	0	khaki
khan	0	0	0	1	0	0	0	0	0	1	Khan
kick	1	0	0	0	0	1	0	0	0	0	trete
kicking	1	0	0	0	0	0	0	0	0	0	treten
kid	0	0	0	0	0	0	0	0	0	0	Kind
kidding	0	0	0	0	0	0	0	0	0	0	scherzhaft
kidnap	1	0	0	1	0	1	0	1	1	0	entführen
kill	0	0	0	1	0	1	0	1	0	0	töten
killing	1	0	0	1	0	1	0	1	0	0	Tötung
kiln	0	0	0	0	0	0	0	0	0	0	Ofen
kilogram	0	0	0	0	0	0	0	0	0	0	Kilogramm
kilometer	0	0	0	0	0	0	0	0	0	0	Kilometer
kilt	0	0	0	0	0	0	0	0	0	0	Kilt
kimono	0	0	0	0	0	0	0	0	0	0	Kimono
kin	0	0	0	0	0	0	0	0	0	0	Verwandtschaft
kind	0	0	0	0	1	0	1	0	0	1	nett
kindergarten	0	0	0	0	0	0	0	0	0	0	Kindergarten
kindness	0	0	0	0	0	0	1	0	0	0	Freundlichkeit
kindred	0	1	0	0	1	0	1	0	0	1	Verwandtschaft
kinematics	0	0	0	0	0	0	0	0	0	0	Kinematik
king	0	0	0	0	0	0	1	0	0	0	König
kingdom	0	0	0	0	0	0	0	0	0	0	Königreich
kink	0	0	0	0	0	0	0	0	0	0	Knick
kinky	0	0	0	0	0	0	0	0	0	0	pervers
kiosk	0	0	0	0	0	0	0	0	0	0	Kiosk
kirk	0	0	0	0	0	0	0	0	0	0	Kirche
kiss	0	1	0	0	1	0	1	0	1	0	Kuss
kit	0	0	0	0	0	0	0	0	0	0	Bausatz
kitchen	0	0	0	0	0	0	0	0	0	0	Küche
kite	0	0	1	0	0	1	0	0	0	0	Drachen
kitten	0	0	0	0	1	0	1	0	0	1	Kätzchen
knack	0	0	0	0	0	0	1	0	0	0	Talent
knapsack	0	0	0	0	0	0	0	0	0	0	Tornister
knead	0	0	0	0	0	0	0	0	0	0	kneten
knee	0	0	0	0	0	0	0	0	0	0	Knie
kneel	0	0	0	0	0	0	0	0	0	0	knien
kneeling	0	0	0	0	0	0	0	0	0	0	kniend
knell	0	0	0	1	0	1	0	1	0	0	Totenglocke
knickers	0	0	0	0	0	0	0	0	0	1	Unterhose
knife	0	0	0	0	0	0	0	0	0	0	Messer
knight	0	0	0	0	0	0	1	0	0	0	Ritter
knit	0	0	0	0	0	0	0	0	0	0	stricken
knob	0	0	0	0	0	0	0	0	0	0	Knopf
knock	0	0	0	0	0	0	0	0	0	0	klopfen
knoll	0	0	0	0	0	0	0	0	0	0	Hügel
knot	0	0	0	0	0	0	0	0	0	0	Knoten
knotted	0	0	0	0	0	1	0	0	0	0	verknotet
knowing	0	0	0	0	0	0	1	0	0	0	wissen
knowingly	0	0	0	0	0	0	0	0	0	0	wissentlich
knowledge	0	0	0	0	0	0	1	0	0	0	Wissen
knuckle	0	0	0	0	0	0	0	0	0	0	Knöchel
kos	0	0	0	0	0	0	0	0	0	0	Kos
kris	0	0	0	0	0	0	0	0	0	0	kris
kudos	0	0	0	0	1	0	1	0	0	0	Respekt
lab	0	0	0	0	0	0	0	0	0	0	Labor
label	0	0	0	0	0	0	0	0	0	1	Etikett
labor	0	1	0	0	1	0	1	0	1	1	Arbeit
laboratory	0	0	0	0	0	0	0	0	0	0	Labor
labored	0	0	0	0	0	1	0	1	0	0	gearbeitet
laborer	0	0	0	0	0	0	0	0	0	0	Arbeiter
laboring	0	0	0	0	0	0	0	0	0	0	arbeiten
laborious	0	0	0	0	0	1	0	0	0	0	mühsam
labyrinth	0	1	0	0	0	1	0	0	0	0	Labyrinth
lac	0	0	0	0	0	0	0	0	0	0	Lack
lace	1	0	0	1	0	1	1	1	0	1	Spitze
lack	0	0	0	0	0	1	0	0	0	0	Mangel
lacking	0	0	0	0	0	1	0	0	0	0	fehlt
lackluster	0	0	0	0	0	1	0	0	0	0	glanzlos
lacquer	0	0	0	0	0	0	0	0	0	0	Lack
lacrosse	0	0	0	0	0	0	0	0	0	0	Lacrosse
lad	0	0	0	0	0	0	0	0	0	0	Junge
ladder	0	0	0	0	0	0	0	0	0	0	Leiter
laden	0	0	0	0	0	1	0	0	0	0	beladen
lading	0	0	0	0	0	0	0	0	0	0	Ladung
ladle	0	0	0	0	0	0	0	0	0	0	Kelle
lady	0	0	0	0	0	0	0	0	0	0	Dame
lag	0	0	0	0	0	1	0	0	0	0	Verzögerung
lagging	1	1	1	0	0	1	0	1	0	0	zurückbleibend
lagoon	0	0	0	0	0	0	0	0	0	0	Lagune
lair	0	0	0	0	0	1	0	0	0	0	Höhle
laity	0	0	0	0	0	0	0	0	0	0	Laien
lake	0	0	0	0	0	0	0	0	0	0	See
lama	0	0	0	0	0	0	0	0	0	0	Lama
lamb	0	0	0	0	1	0	1	0	0	1	Lamm
lament	0	0	1	1	0	1	0	1	0	0	Klage
lamenting	0	0	0	0	0	0	0	1	0	0	jammern
lamina	0	0	0	0	0	0	0	0	0	0	Schicht
laminated	0	0	0	0	0	0	0	0	0	0	laminiert
lamp	0	0	0	0	0	0	0	0	0	0	Lampe
lance	0	0	0	0	0	0	0	0	0	0	Lanze
lancer	0	0	0	0	0	0	0	0	0	0	Lanzenträger
land	0	0	0	0	0	0	1	0	0	0	Land
landed	0	0	0	0	0	0	1	0	0	0	gelandet
landing	0	0	0	0	0	0	0	0	0	0	Landung
landlocked	0	0	0	0	0	0	0	0	0	0	Binnenland
landlord	0	0	0	0	0	0	0	0	0	0	Vermieter
landmark	0	0	0	0	0	0	0	0	0	1	Wahrzeichen
lands	0	0	0	0	0	0	0	0	0	0	landet
landscape	0	0	0	0	0	0	0	0	0	0	Landschaft
landscaping	0	0	0	0	0	0	0	0	0	0	Landschaftsbau
landslide	0	0	0	1	0	1	0	1	0	0	Erdrutsch
lane	0	0	0	0	0	0	0	0	0	0	Fahrbahn
language	0	0	0	0	0	0	0	0	0	0	Sprache
languid	0	0	0	0	0	1	0	0	0	0	matt
languish	0	0	0	0	0	1	0	0	0	0	schmachten
languishing	0	0	0	1	0	1	0	1	0	0	schmachten
lanky	0	0	0	0	0	0	0	0	0	0	schlaksig
lantern	0	0	0	0	0	0	0	0	0	0	Laterne
lap	0	0	0	0	0	0	0	0	0	0	Schoß
lapel	0	0	0	0	0	0	0	0	0	0	Revers
lapse	0	0	0	0	0	1	0	0	0	0	Ablauf
lapsed	0	0	0	0	0	0	0	0	0	0	abgelaufen
larceny	0	0	1	0	0	1	0	0	0	0	Diebstahl
lard	0	0	0	0	0	0	0	0	0	0	Schmalz
larder	0	0	0	0	0	0	0	0	0	0	Speisekammer
large	0	0	0	0	0	0	0	0	0	0	groß
larger	0	0	1	0	0	0	0	0	1	1	größer
largo	0	0	0	0	0	0	0	0	0	0	Largo
lark	0	0	0	0	0	0	0	0	0	0	Lerche
larva	0	0	0	0	0	0	0	0	0	0	Larve
larynx	0	0	0	0	0	0	0	0	0	0	Larynx
laser	0	0	0	0	0	0	1	0	0	1	Laser-
lash	1	0	0	1	0	1	0	0	0	0	Peitsche
lass	0	0	0	0	0	0	0	0	0	0	Mädel
lasso	0	0	0	0	0	0	0	0	0	0	Lasso
lasting	0	0	0	0	0	0	0	0	0	0	dauerhaft
latch	0	0	0	0	0	0	0	0	0	0	verriegeln
late	0	0	0	0	0	1	0	1	0	0	spät
lateness	0	0	0	0	0	1	0	0	0	0	Verspätung
latent	1	1	1	0	0	1	0	0	1	0	latent
lateral	0	0	0	0	0	0	0	0	0	0	seitlich
laterally	0	0	0	0	0	0	0	0	0	0	seitlich
latex	0	0	0	0	0	0	0	0	0	0	Latex
lathe	0	0	0	0	0	0	0	0	0	0	Drehbank
lather	0	0	0	0	0	0	0	0	0	0	Schaum
latitude	0	0	0	0	0	0	0	0	0	0	Breite
latrines	0	0	1	0	0	1	0	0	0	0	Latrinen
lattice	0	0	0	0	0	0	0	0	0	0	Gitter
laudable	0	0	0	0	0	0	1	0	0	0	lobenswert
laugh	0	0	0	0	1	0	1	0	1	0	Lachen
laughable	0	0	1	0	0	1	0	0	0	0	lächerlich
laughing	0	0	0	0	1	0	1	0	0	0	Lachen
laughter	0	1	0	0	1	0	1	0	1	0	Lachen
launch	0	1	0	0	0	0	1	0	0	0	Start
laundry	0	0	0	0	0	0	0	0	0	0	Wäscherei
laureate	0	0	0	0	0	0	1	0	0	1	Preisträger
laurel	0	0	0	0	0	0	1	0	0	0	Lorbeer
laurels	0	0	0	0	1	0	1	0	0	0	Lorbeeren
lava	1	0	0	1	0	1	0	0	0	0	Lava
lavage	0	0	0	0	0	0	0	0	0	0	Spülung
lavatory	0	0	1	0	0	0	0	0	0	0	Toilette
lavender	0	0	0	0	0	0	0	0	0	0	Lavendel
lavish	0	0	0	0	0	0	1	0	0	0	verschwenderisch
