English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Icelandic Word
gruesome	0	0	1	0	0	1	0	0	0	0	hryllilegt
gruff	1	0	1	0	0	1	0	0	0	0	gróft
grumble	1	0	1	0	0	1	0	0	0	0	nöldra
grumpy	1	0	1	0	0	1	0	1	0	0	pirraður
grunt	0	0	0	0	0	0	0	0	0	0	nöldur
guarantee	0	0	0	0	0	0	1	0	0	1	ábyrgð
guaranty	0	0	0	0	0	0	0	0	0	0	ábyrgð
guard	0	0	0	1	0	0	1	0	0	1	vörður
guarded	0	0	0	0	0	0	0	0	0	1	vörður
guardian	0	0	0	0	0	0	1	0	0	1	forráðamaður
guardianship	0	0	0	0	0	0	1	0	0	1	forsjárhyggju
guards	0	0	0	0	0	0	0	0	0	0	verðir
gubernatorial	0	0	0	0	0	0	1	0	0	1	ríkisstjóra
guerilla	0	0	0	1	0	1	0	0	0	0	skæruliða
guess	0	0	0	0	0	0	0	0	1	0	giska á
guesswork	0	0	0	0	0	0	0	0	0	0	getgátur
guest	0	0	0	0	0	0	0	0	0	0	gestur
guidance	0	0	0	0	0	0	1	0	0	1	leiðsögn
guide	0	0	0	0	0	0	1	0	0	1	leiðarvísir
guidebook	0	0	0	0	0	0	1	0	0	1	leiðarbók
guild	0	0	0	0	0	0	0	0	0	0	iðngreinasamtök
guile	0	0	0	0	0	1	0	0	0	0	svik
guillotine	1	1	1	1	0	1	0	1	0	0	guillotine
guilt	0	0	1	0	0	1	0	1	0	0	sektarkennd
guilty	1	0	0	0	0	1	0	1	0	0	sekur
guinea	0	0	0	0	0	0	0	0	0	0	gíneu
guise	0	0	0	0	0	1	0	0	0	0	búningi
guitar	0	0	0	0	0	0	0	0	0	0	gítar
gules	0	0	0	0	0	0	0	0	0	0	gules
gulf	0	0	0	0	0	0	0	0	0	0	flóa
gull	0	0	0	0	0	1	0	0	0	0	máv
gullible	0	0	0	0	0	1	0	1	0	1	trúlaus
gully	0	0	0	0	0	0	0	0	0	0	gil
gulp	0	0	0	1	0	0	0	0	1	0	gúffa
gum	0	0	0	0	0	0	0	0	0	0	tyggjó
gummy	0	0	0	0	0	0	0	0	0	0	gúmmí
gun	1	0	0	1	0	1	0	0	0	0	byssu
gunner	0	0	0	0	0	0	0	0	0	0	byssumaður
gunpowder	0	0	0	1	0	0	0	0	0	0	byssupúður
guru	0	0	0	0	0	0	1	0	0	1	sérfræðingur
gush	0	0	1	0	1	1	0	0	0	0	gusa
gusset	0	0	0	0	0	0	0	0	0	1	gúmmí
gust	0	0	0	0	0	0	0	0	0	0	gustur
gusty	0	0	0	0	0	0	0	0	0	0	hvasst
gut	0	0	1	0	0	0	0	0	0	0	þörmum
guts	0	0	0	0	0	0	1	0	0	0	þörmum
gutter	0	0	1	0	0	0	0	0	0	0	þakrennu
guy	0	0	0	0	0	0	0	0	0	0	gaur
guzzling	0	0	0	0	0	1	0	0	0	0	gusuandi
gymnasium	0	0	0	0	0	0	0	0	0	0	íþróttahús
gymnast	0	0	0	0	0	0	1	0	0	0	fimleikakona
gymnastic	0	0	0	0	0	0	0	0	0	0	leikfimi
gymnastics	0	0	0	0	0	0	0	0	0	0	leikfimi
gynecology	0	0	0	0	0	0	0	0	0	0	kvensjúkdómafræði
gypsy	0	0	0	0	0	1	0	0	0	0	sígauna
gyroscope	0	0	0	0	0	0	0	0	0	0	gyroscope
habit	0	0	0	0	0	0	0	0	0	0	venja
habitat	0	0	0	0	0	0	1	0	0	0	búsvæði
habitation	0	0	0	0	0	0	0	0	0	0	búsetu
habitual	0	1	0	0	0	0	0	0	0	0	venjulegur
habitually	0	0	0	0	0	0	0	0	0	0	vanalega
hacienda	0	0	0	0	0	0	0	0	0	0	hacienda
hag	0	0	1	1	0	1	0	0	0	0	hag
haggard	0	0	0	0	0	1	0	1	0	0	hrörlegur
haggle	0	0	0	0	0	0	0	0	0	0	prútta
hail	0	0	0	0	0	1	1	0	0	1	haglél
hair	0	0	0	0	0	0	0	0	0	0	hár
hairy	0	0	1	0	0	1	0	0	0	0	loðinn
hale	0	0	0	0	0	0	1	0	0	0	hale
half	0	0	0	0	0	0	0	0	0	0	helming
halfway	0	0	0	0	0	1	0	0	0	0	hálfa leið
hall	0	0	0	0	0	0	0	0	0	0	sal
hallowed	0	0	0	0	0	0	0	0	0	0	helgaður
hallucination	0	0	0	1	0	1	0	0	0	0	ofskynjanir
halo	0	0	0	0	0	0	0	0	0	0	geislabaugur
halt	0	0	0	0	0	0	0	0	0	0	stöðva
halter	1	0	0	1	0	1	0	1	0	0	grimmur
halting	0	0	0	1	0	1	0	1	0	0	stöðva
halve	0	0	0	0	0	0	0	0	0	0	helminga
halving	0	0	0	0	0	0	0	0	0	0	helmingun
ham	0	0	0	0	0	0	0	0	0	0	skinku
hamlet	0	0	0	0	0	0	0	0	0	0	lítið þorp
hammer	0	0	0	0	0	0	0	0	0	0	hamar
hammering	0	0	0	0	0	0	0	0	0	0	hamra
hammock	0	0	0	0	0	0	0	0	0	0	hengirúmi
hamper	0	0	0	0	0	1	0	0	0	0	hamla
hamstring	1	0	0	0	0	1	0	1	0	0	hamstring
hand	0	0	0	0	0	0	0	0	0	0	hönd
handbook	0	0	0	0	0	0	0	0	0	1	handbók
handful	0	0	0	0	0	0	0	0	0	0	handfylli
handicap	0	0	0	0	0	1	0	1	0	0	forgjöf
handicraft	0	0	0	0	0	0	0	0	0	0	handavinnu
handiwork	0	0	0	0	0	0	0	0	0	0	handavinnu
handkerchief	0	0	0	0	0	0	0	0	0	0	vasaklútur
handle	0	0	0	0	0	0	0	0	0	0	höndla
handsome	0	0	0	0	0	0	0	0	0	0	myndarlegur
handwriting	0	0	0	0	0	0	0	0	0	0	rithönd
handy	0	0	0	0	0	0	1	0	0	0	Handlaginn
hang	0	0	0	0	0	0	0	0	0	0	hanga
hangar	0	0	0	0	0	0	0	0	0	0	flugskýli
hanging	1	0	1	1	0	1	0	1	0	0	hangandi
hangman	0	0	0	1	0	1	0	0	0	0	timburmaður
hangout	0	0	0	0	0	0	0	0	0	0	hanga
hank	0	0	0	0	0	0	0	0	0	0	hank
hankering	0	1	0	0	0	0	0	0	0	0	þrá
hap	0	1	0	0	0	0	0	0	1	0	happ
haphazard	0	0	0	0	0	0	0	0	0	0	tilviljunarkennd
happen	0	1	0	0	0	0	0	0	0	0	gerast
happening	0	0	0	0	0	0	0	0	0	0	gerast
happily	0	0	0	0	1	0	1	0	0	0	hamingjusamlega
happiness	0	1	0	0	1	0	1	0	0	0	hamingju
happy	0	1	0	0	1	0	1	0	0	1	ánægður
harass	1	0	1	0	0	1	0	0	0	0	áreita
harassing	1	0	0	0	0	0	0	0	0	0	áreiti
harbinger	1	1	0	1	0	1	0	0	0	0	fyrirboði
harbor	0	0	0	0	0	0	0	0	0	1	höfn
harden	0	0	0	0	0	0	0	0	0	0	herða
hardened	1	0	1	1	0	1	0	0	0	0	harðnað
hardening	0	0	0	0	0	0	0	0	0	0	hersla
hardness	0	0	0	0	0	1	0	0	0	0	hörku
hardship	0	0	0	0	0	1	0	1	0	0	erfiðleika
hardware	0	0	0	0	0	0	0	0	0	0	vélbúnaður
hardy	0	0	0	0	1	0	1	0	0	1	harðgert
hare	0	0	0	0	0	0	0	0	0	0	héri
harem	0	0	0	0	0	0	0	0	0	0	harem
harlot	0	0	1	0	0	1	0	0	0	0	skækju
harm	0	0	0	1	0	1	0	0	0	0	skaða
harmful	1	0	1	1	0	1	0	1	0	0	skaðlegt
harmonica	0	0	0	0	0	0	0	0	0	0	harmonikka
harmonics	0	0	0	0	0	0	0	0	0	0	harmonika
harmoniously	0	0	0	0	1	0	1	0	0	1	samhljóða
harmonize	0	0	0	0	0	0	0	0	0	0	samræma
harmony	0	0	0	0	1	0	1	0	0	1	sátt
harness	0	0	0	0	0	0	0	0	0	0	beisli
harper	0	0	0	0	0	0	0	0	0	0	harpa
harpsichord	0	0	0	0	0	0	0	0	0	0	sembal
harrowing	0	0	0	1	0	1	0	0	0	0	hrífandi
harry	1	0	0	0	0	1	0	1	0	0	harry
harshness	1	0	0	1	0	1	0	0	0	0	hörku
hart	0	0	0	0	0	0	0	0	0	0	hart
harvest	0	1	0	0	1	0	1	0	0	0	uppskeru
hash	0	0	0	0	0	1	0	0	0	0	hass
hashish	0	0	0	0	0	1	0	0	0	0	hass
haste	0	1	0	0	0	0	0	0	0	0	fljótfærni
hasten	0	0	0	0	0	0	0	0	0	0	flýta fyrir
hastily	0	0	0	0	0	0	0	0	0	0	í flýti
hasty	0	0	0	0	0	1	0	0	0	0	fljótfær
hat	0	0	0	0	0	0	0	0	0	0	hattur
hatch	0	0	0	0	0	0	0	0	0	0	lúga
hatchet	0	0	0	0	0	0	0	0	0	0	öxl
hate	1	0	1	1	0	1	0	1	0	0	hata
hateful	1	0	1	1	0	1	0	1	0	0	hatursfullur
hating	1	0	0	0	0	1	0	0	0	0	hata
hatred	1	0	1	1	0	1	0	1	0	0	hatri
haughty	1	0	0	0	0	1	0	0	0	0	hrokafullur
haul	0	0	0	0	0	0	0	0	0	0	dráttur
haulage	0	0	0	0	0	0	0	0	0	0	flutninga
haunt	0	0	0	1	0	1	0	0	0	0	ásækja
haunted	0	0	0	1	0	1	0	1	0	0	reimt
haven	0	0	0	0	0	0	1	0	0	1	griðastaður
havoc	1	0	0	1	0	1	0	0	0	0	eyðilegging
haw	0	0	0	0	0	0	0	0	0	0	haw
hawk	0	0	0	1	0	0	0	0	0	0	haukur
hawking	0	0	0	0	0	0	0	0	0	0	hauk
hazard	0	0	0	1	0	1	0	0	0	0	hættu
hazardous	0	0	0	1	0	1	0	0	0	0	hættulegt
haze	0	0	0	1	0	1	0	0	0	0	þoka
hazy	0	0	0	0	0	0	0	0	0	0	þokukennt
head	0	0	0	0	0	0	0	0	0	0	höfuð
headache	0	0	0	0	0	1	0	0	0	0	höfuðverkur
headdress	0	0	0	0	0	0	0	0	0	0	höfuðfat
header	0	0	0	0	0	0	0	0	0	0	haus
headgear	0	0	0	0	0	0	0	0	0	0	höfuðfatnaður
heading	0	0	0	0	0	0	0	0	0	0	fyrirsögn
headland	0	0	0	0	0	0	0	0	0	0	nes
headlight	0	1	0	0	0	0	0	0	0	0	framljós
headline	0	0	0	0	0	0	0	0	0	0	fyrirsögn
headlong	0	0	0	0	0	0	0	0	0	0	á hausinn
headquarters	0	0	0	0	0	0	0	0	0	0	höfuðstöðvar
headstone	0	0	0	0	0	0	0	0	0	0	legsteinn
headway	0	0	0	0	0	0	1	0	0	0	leið
heady	0	0	0	0	0	1	0	0	0	0	hausinn
heal	0	0	0	0	1	0	1	0	0	1	lækna
healing	0	1	0	0	1	0	1	0	0	1	lækningu
health	0	0	0	0	0	0	0	0	0	0	heilsu
healthful	0	0	0	0	1	0	1	0	0	0	heilbrigt
healthy	0	0	0	0	0	0	1	0	0	0	heilbrigt
heap	0	0	0	0	0	0	0	0	0	0	hrúga
hear	0	0	0	0	0	0	0	0	0	0	heyra
hearer	0	0	0	0	0	0	0	0	0	0	heyranda
hearing	0	0	0	1	0	1	0	0	0	0	heyrn
hearsay	0	0	0	0	0	1	0	0	0	0	sögusagnir
hearse	0	0	0	1	0	1	0	1	0	0	Líkbíll
heart	0	0	0	0	0	0	0	0	0	0	hjarta
heartache	0	0	0	0	0	1	0	1	0	0	hjartaverk
heartburn	0	0	0	0	0	1	0	0	0	0	brjóstsviða
heartfelt	0	0	0	0	1	0	1	1	0	1	hjartnæm
hearth	0	0	0	0	0	0	1	0	0	0	aflinn
heartily	0	0	0	0	1	0	1	0	0	0	hjartanlega
heartless	0	0	0	0	0	1	0	1	0	0	hjartalaus
hearts	0	0	0	0	0	0	0	0	0	0	hjörtu
heartworm	0	0	1	0	0	0	0	0	0	0	hjartaormur
heat	0	0	0	0	0	0	0	0	0	0	hita
heated	0	0	0	0	0	0	0	0	0	0	hitað
heater	0	0	0	0	0	0	0	0	0	0	hitari
heath	0	0	0	0	0	0	0	0	0	0	heiði
heathen	0	0	0	1	0	1	0	0	0	0	heiðinn
heather	0	0	0	0	0	0	0	0	0	0	lyng
heating	0	0	0	0	0	0	0	0	0	0	upphitun
heave	0	0	0	0	0	0	0	0	0	0	lyfta
heavenly	0	1	0	0	1	0	1	0	0	1	himneskt
heavens	0	0	0	0	1	0	1	0	0	1	himnaríki
heavily	0	0	0	0	0	1	0	0	0	0	þungt
heaviness	0	0	0	0	0	0	0	0	0	0	þyngsli
heaving	0	0	0	0	0	0	0	0	0	0	lyftist
hectares	0	0	0	0	0	0	0	0	0	0	hektara
hectic	0	0	0	0	0	0	0	0	0	0	erilsamt
hedge	0	0	0	0	0	0	0	0	0	0	verja
hedgehog	0	0	0	0	0	0	0	0	0	0	Broddgöltur
hedonism	0	0	0	0	1	1	1	0	0	0	hedonismi
heed	0	0	0	0	0	0	0	0	0	0	gaumgæfið
heel	0	0	0	0	0	1	0	0	0	0	hæl
heels	0	0	0	0	0	0	0	0	0	0	hæla
heft	0	1	0	1	0	0	1	0	0	0	þungt
hegemonic	0	0	0	0	0	0	0	0	0	0	yfirvalda
heifer	0	0	0	0	0	0	0	0	0	0	kvígu
height	0	0	0	0	0	0	0	0	0	0	hæð
heighten	0	0	0	1	0	1	0	0	0	0	hækka
heinous	0	0	0	0	0	1	0	0	0	0	viðbjóðslegur
heir	0	0	0	0	0	0	0	0	0	0	erfingi
heiress	0	0	0	0	0	0	0	0	0	0	erfingja
heirloom	0	0	0	0	0	0	0	0	0	0	arfleifð
heirs	0	0	0	0	0	0	0	0	0	0	erfingja
helical	0	0	0	0	0	0	0	0	0	0	þyrillaga
helix	0	0	0	0	0	0	0	0	0	0	helix
hell	1	0	1	1	0	1	0	1	0	0	helvíti
hellish	1	0	1	1	0	1	0	1	0	0	helvítis
helm	0	0	0	0	0	0	0	0	0	0	hjálm
helmet	0	0	0	1	0	0	1	0	0	0	hjálm
helper	0	0	0	0	0	0	1	0	0	1	aðstoðarmaður
helpful	0	0	0	0	1	0	1	0	0	1	hjálpsamur
helpless	0	0	0	1	0	1	0	1	0	0	hjálparvana
helplessness	0	0	0	1	0	1	0	1	0	0	hjálparleysi
hem	0	0	0	0	0	0	0	0	0	0	faldi
hematite	0	0	0	0	0	0	0	0	0	0	hematít
hemi	0	0	0	0	0	0	0	0	0	0	hemi
hemisphere	0	0	0	0	0	0	0	0	0	0	heilahvel
hemispheric	0	0	0	0	0	0	0	0	0	0	hálfkúlulaga
hemlock	0	0	0	0	0	0	0	0	0	0	Þöll
hemorrhage	0	0	1	1	0	1	0	1	0	0	blæðing
hemorrhoids	0	0	0	0	0	1	0	0	0	0	gyllinæð
hemp	0	0	0	0	0	0	0	0	0	0	hampi
hen	0	0	0	0	0	0	0	0	0	0	hæna
henceforth	0	0	0	0	0	0	0	0	0	0	héðan í frá
herald	0	0	0	0	0	0	0	0	0	0	boðara
heraldry	0	0	0	0	0	0	0	0	0	0	skjaldarfræði
herb	0	0	0	0	0	0	0	0	0	0	jurt
herbaceous	0	0	0	0	0	0	0	0	0	0	jurtaríkur
herbal	0	0	0	0	0	0	1	0	0	0	náttúrulyf
herbarium	0	0	0	0	0	0	0	0	0	0	herbarium
herd	0	0	0	0	0	0	0	0	0	0	hjörð
hereditary	0	0	0	0	0	0	0	0	0	0	arfgengur
heredity	0	0	0	0	0	0	0	0	0	0	erfðir
heresy	0	0	0	0	0	1	0	0	0	0	villutrú
heretic	0	0	1	0	0	1	0	0	0	0	villutrúarmaður
heretical	0	0	0	0	0	0	0	0	0	0	villutrúar
heretofore	0	0	0	0	0	0	0	0	0	0	hingað til
hereunto	0	0	0	0	0	0	0	0	0	0	hingað til
herewith	0	0	0	0	0	0	0	0	0	0	hér með
heritage	0	0	0	0	0	0	0	0	0	1	arfleifð
hermaphrodite	0	0	0	0	0	1	0	0	1	0	hermafrodíta
hermeneutics	0	0	0	0	0	0	0	0	0	0	túlkunarfræði
hermit	0	0	0	0	0	0	0	1	0	1	einsetumaður
hernia	0	0	0	0	0	0	0	0	0	0	kviðslit
hero	0	1	0	0	1	0	1	0	1	1	hetja
heroic	0	0	0	0	1	0	1	0	1	1	hetjulegur
heroics	0	0	0	0	0	0	1	0	0	0	hetjudáðir
heroin	0	0	0	0	0	1	0	0	0	0	heróín
heroine	0	0	0	0	0	0	1	0	0	1	kvenhetja
heroism	0	1	0	0	1	0	1	0	1	1	hetjudáð
herpes	0	0	1	0	0	1	0	0	0	0	herpes
herpesvirus	0	0	1	0	0	1	0	0	0	0	herpesveiru
hesitating	0	0	0	0	0	0	0	0	0	0	hikandi
hesitation	0	0	0	1	0	1	0	0	0	0	hik
heterogeneity	0	0	0	0	0	0	0	0	0	0	misleitni
hew	0	0	0	0	0	0	0	0	0	0	högg
hexagon	0	0	0	0	0	0	0	0	0	0	sexhyrningur
heyday	0	1	0	0	1	0	1	0	0	1	blómaskeið
hiatus	0	0	0	0	0	0	0	0	0	0	hlé
hibernate	0	0	0	0	0	0	0	0	0	0	leggjast í dvala
hibernation	0	0	0	0	0	0	0	0	0	0	dvala
hiccup	0	0	0	0	0	0	0	0	0	0	hiksti
hidden	0	0	0	0	0	1	0	0	0	0	falið
hide	0	0	0	1	0	0	0	0	0	0	fela sig
hideous	0	0	1	1	0	1	0	1	0	0	forljótur
hiding	0	0	0	1	0	0	0	0	0	0	fela sig
hierarchical	0	0	0	0	0	0	0	0	0	0	stigveldi
high	0	0	0	0	0	0	0	0	0	0	hár
higher	0	0	0	0	0	0	0	0	0	0	hærri
highest	0	1	0	1	1	1	1	0	1	0	hæsta
highland	0	0	0	0	0	0	0	0	0	0	hálendi
highlands	0	0	0	0	0	0	0	0	0	0	hálendi
hight	0	0	0	0	0	0	0	0	0	0	hæð
highway	0	0	0	0	0	0	0	0	0	0	hraðbraut
hiker	0	0	0	0	0	0	0	0	0	0	göngumaður
hilarious	0	0	0	0	1	0	1	0	1	0	fyndið
hilarity	0	0	0	0	1	0	1	0	0	0	glettni
hill	0	0	0	0	0	0	0	0	0	0	hæð
hilly	0	0	0	0	0	0	0	0	0	0	hæðótt
hilt	0	0	0	0	0	0	0	0	0	0	hjalt
hind	0	0	0	0	0	0	0	0	0	0	hind
hindering	0	0	0	0	0	1	0	1	0	0	hindra
hindrance	0	0	0	0	0	1	0	0	0	0	hindrun
hinge	0	0	0	0	0	0	0	0	0	0	löm
hint	0	0	0	0	0	0	0	0	0	0	vísbending
hinterland	0	0	0	0	0	0	0	0	0	0	bakland
hip	0	0	0	0	0	0	0	0	0	0	mjöðm
hippie	0	0	0	0	0	1	0	0	0	0	hippa
hire	0	1	0	0	1	0	1	0	0	1	ráða
hirsute	0	0	0	0	0	0	0	0	0	0	hirðlaus
hiss	1	0	0	1	0	1	0	0	0	0	hvæs
hissing	0	0	0	0	0	1	0	0	0	0	hvæsandi
histology	0	0	0	0	0	0	0	0	0	0	vefjafræði
historian	0	0	0	0	0	0	0	0	0	0	sagnfræðingur
historic	0	0	0	0	0	0	0	0	0	0	söguleg
historiography	0	0	0	0	0	0	0	0	0	0	sagnfræði
history	0	0	0	0	0	0	0	0	0	0	sögu
hit	1	0	0	0	0	1	0	0	0	0	högg
hitherto	0	0	0	0	0	1	0	0	0	0	hingað til
hive	0	0	0	0	0	1	0	0	0	0	býflugnabú
hoard	0	0	0	0	0	0	0	0	0	0	að hamstra
hoarse	0	0	0	0	0	1	0	0	0	0	hás
hoary	0	0	0	0	0	1	0	1	0	0	grýtt
hoax	1	0	1	0	0	1	0	1	1	0	gabb
hob	0	0	0	0	0	0	0	0	0	0	helluborð
hobby	0	0	0	0	1	0	1	0	0	0	áhugamál
hobo	0	0	0	0	0	1	0	1	0	0	hobo
hockey	0	0	0	0	0	0	0	0	0	0	íshokkí
hoe	0	0	0	0	0	0	0	0	0	0	hakk
hog	0	0	1	0	0	1	0	0	0	0	göltur
hoist	0	0	0	0	0	0	0	0	0	0	hífa
hold	0	0	0	0	0	0	0	0	0	0	halda
holder	0	0	0	0	0	0	0	0	0	0	handhafa
holding	0	0	0	0	0	0	0	0	0	0	halda
hole	0	0	0	0	0	0	0	0	0	0	holu
holiday	0	1	0	0	1	0	1	0	0	0	frí
holiness	0	1	0	1	1	0	1	0	1	1	heilagleika
hollow	0	0	0	0	0	1	0	1	0	0	holur
holocaust	1	0	1	1	0	1	0	1	0	0	helför
holy	0	0	0	0	0	0	1	0	0	0	heilagur
homage	0	0	0	0	0	0	1	0	0	0	virðing
homeless	1	1	1	1	0	1	0	1	0	0	heimilislaus
homeopathic	0	0	0	0	0	0	0	0	0	0	hómópatísk
homeopathy	0	0	0	0	0	0	0	0	0	0	hómópatíu
homesick	0	0	0	0	0	1	0	1	0	0	heimþrá
homestead	0	0	0	0	0	0	0	0	0	0	heimabyggð
homework	0	0	0	1	0	0	0	0	0	0	heimavinna
homicidal	1	0	0	1	0	1	0	0	0	0	manndráp
homicide	1	0	1	1	0	1	0	1	0	0	manndráp
homily	0	0	0	0	0	0	0	0	0	0	predikun
homogeneity	0	0	0	0	0	0	0	0	0	0	einsleitni
homogeneous	0	0	0	0	0	0	0	0	0	0	einsleitur
homologous	0	0	0	0	0	0	0	0	0	0	einsleitur
homologue	0	0	0	0	0	0	0	0	0	0	samhljóða
homology	0	0	0	0	0	0	1	0	0	0	homology
hone	0	0	0	0	0	0	0	0	0	0	skerpa á
honest	1	0	1	1	1	0	1	1	0	1	heiðarlegur
honesty	0	0	0	0	0	0	1	0	0	1	heiðarleika
honey	0	0	0	0	0	0	1	0	0	0	hunang
honeycomb	0	0	0	0	0	0	0	0	0	0	hunangsseimur
honeymoon	0	1	0	0	1	0	1	0	1	1	brúðkaupsferð
honeysuckle	0	0	0	0	0	0	0	0	0	0	honeysuckle
honor	0	0	0	0	0	0	1	0	0	1	heiður
honorable	0	0	0	0	0	0	1	0	0	1	virðulegur
honorarium	0	0	0	0	0	0	0	0	0	0	heiðurslaun
hood	1	0	1	1	0	1	0	0	0	0	hetta
hooded	0	0	0	1	0	0	0	0	0	0	hettuklæddur
hoof	0	0	0	0	0	0	0	0	0	0	hófur
hook	0	0	0	0	0	0	0	0	0	0	krókur
hooked	0	0	0	0	0	1	0	0	0	0	háður
hooker	0	0	0	0	0	0	0	0	0	0	krókur
hoop	0	0	0	0	0	0	0	0	0	0	hring
hoot	1	0	1	0	0	1	0	0	0	0	úff
hop	0	0	0	0	0	0	0	0	0	0	hoppa
hope	0	1	0	0	1	0	1	0	1	1	von
hopeful	0	1	0	0	1	0	1	0	1	1	vongóð
hopeless	0	0	0	1	0	1	0	1	0	0	vonlaus
hopelessness	1	0	1	1	0	1	0	1	0	0	vonleysi
hopes	0	0	0	0	0	0	0	0	0	0	vonir
hoping	0	0	0	0	0	0	0	0	0	0	vonandi
hopper	0	0	0	0	0	0	0	0	0	0	hopper
horde	0	0	0	0	0	1	0	0	1	0	hjörð
horizon	0	1	0	0	0	0	1	0	0	0	sjóndeildarhring
horizontal	0	0	0	0	0	0	0	0	0	0	lárétt
horizontally	0	0	0	0	0	0	0	0	0	0	lárétt
horn	0	0	0	0	0	0	0	0	0	0	horn
hornet	0	0	0	0	0	0	0	0	0	0	háhyrningur
horny	0	0	0	0	0	0	0	0	0	0	horaður
horoscope	0	1	0	0	0	0	0	0	0	0	stjörnuspá
horrible	1	0	1	1	0	1	0	0	0	0	hræðilegt
horribly	0	0	0	0	0	1	0	0	0	0	hræðilega
horrid	1	0	1	1	0	1	0	1	0	0	hræðilegt
horrific	1	0	1	1	0	1	0	1	0	0	hræðilegt
horrified	0	0	0	1	0	1	0	0	0	0	skelfingu lostinn
horrifying	0	0	1	1	0	1	0	1	0	0	skelfilegt
horror	1	0	1	1	0	1	0	1	1	0	hryllingur
horrors	0	0	0	1	0	1	0	1	0	0	hryllingur
horse	0	0	0	0	0	0	0	0	0	1	hestur
horseman	0	0	0	0	0	0	0	0	0	0	hestamaður
horseshoe	0	0	0	0	0	0	0	0	0	0	hestaskór
horticultural	0	0	0	0	0	0	0	0	0	0	garðyrkju
horticulture	0	0	0	0	0	0	0	0	0	0	garðyrkju
hose	0	0	0	0	0	0	0	0	0	0	slönguna
hosiery	0	0	0	0	0	0	0	0	0	0	sokkabuxur
hospice	0	0	0	0	0	0	0	1	0	0	sjúkrahús
hospital	0	0	0	1	0	0	0	1	0	1	sjúkrahús
hospitality	0	0	0	0	0	0	1	0	0	0	gestrisni
hostage	1	0	0	1	0	1	0	0	0	0	í gíslingu
hostel	0	0	0	0	0	0	0	0	0	0	farfuglaheimili
hostile	1	0	1	1	0	1	0	0	0	0	fjandsamlegur
hostilities	1	0	0	1	0	1	0	0	0	0	ófriði
hostility	1	0	1	0	0	1	0	0	0	0	fjandskapur
hot	1	0	0	0	0	0	0	0	0	0	heitt
hotbed	0	0	0	0	0	0	0	0	0	0	heitabekk
hotel	0	0	0	0	0	0	0	0	0	0	hóteli
hour	0	0	0	0	0	0	0	0	0	0	klukkustund
hourglass	0	0	0	0	0	0	0	0	0	0	stundaglas
hourly	0	0	0	0	0	0	0	0	0	0	á klukkutíma fresti
house	0	0	0	0	0	0	0	0	0	0	hús
household	0	0	0	0	0	0	1	0	0	0	heimilishald
householder	0	0	0	0	0	0	0	0	0	0	húsráðandi
housekeeper	0	0	0	0	0	0	0	0	0	0	húsvörður
housekeeping	0	0	0	0	0	0	1	0	0	0	heimilishald
housewife	0	0	0	0	0	0	0	0	0	0	húsmóðir
housing	0	0	0	0	0	0	0	0	0	0	húsnæði
hovercraft	0	0	0	0	0	0	0	0	0	0	svifflugur
howl	1	0	1	1	0	1	0	1	1	0	væla
howsoever	0	0	0	0	0	0	0	0	0	0	hvernig sem það er
hoy	0	0	0	0	0	0	0	0	0	0	hey
hub	0	0	0	0	0	0	0	0	0	0	miðstöð
huddle	0	0	0	0	0	0	0	0	0	0	kúra
hue	0	0	0	0	0	0	0	0	0	0	litblær
huff	1	0	1	0	0	1	0	0	0	0	huff
hug	0	0	0	0	1	0	1	0	0	1	knúsa
huge	0	0	0	0	0	0	0	0	0	0	risastórt
hulk	0	0	1	0	0	0	0	0	0	0	hulkur
hull	0	0	0	0	0	0	0	0	0	0	skrokkur
hum	0	0	0	0	0	0	0	0	0	0	hum
human	0	0	0	0	0	0	0	0	0	0	manna
humane	0	0	0	0	0	0	1	0	0	0	mannúðlegt
humanitarian	0	1	0	0	1	0	1	0	1	1	mannúðar
humanities	0	0	0	0	0	0	0	0	0	0	hugvísindum
humanity	0	0	0	0	1	0	1	0	0	1	mannkynið
humble	0	0	1	0	0	1	1	1	0	0	auðmjúkur
humbled	0	0	0	0	0	0	1	1	0	0	auðmjúkur
humbly	0	0	0	0	0	0	1	0	0	0	auðmjúklega
humbug	1	0	1	0	0	1	0	1	0	0	humbug
humid	0	0	0	0	0	0	0	0	0	0	rakt
humidity	0	0	0	0	0	0	0	0	0	0	rakastig
humiliate	1	0	0	0	0	1	0	1	0	0	niðurlægja
humiliating	0	0	1	0	0	1	0	0	0	0	niðurlægjandi
humiliation	0	0	1	0	0	1	0	1	0	0	niðurlægingu
humility	0	0	0	0	0	0	1	0	0	1	auðmýkt
hummer	0	0	0	0	0	0	0	0	0	0	hummer
hummingbird	0	0	0	0	0	0	0	0	0	0	kolibrífugl
humongous	0	0	0	0	0	0	0	0	0	0	gríðarlegur
humorist	0	0	0	0	0	0	1	0	0	0	húmoristi
humorous	0	0	0	0	1	0	1	0	0	0	gamansamur
hump	0	0	0	0	0	0	0	0	0	0	hnúkur
hunch	0	0	0	0	0	1	0	0	0	0	giska
hundred	0	0	0	0	0	0	0	0	0	0	hundrað
hundredth	0	0	0	0	0	0	0	0	0	0	hundraðasta
hunger	0	0	0	0	0	0	0	0	0	0	hungur
hungry	0	1	0	0	0	1	0	0	0	0	svangur
