English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Macedonian Word
incubus	0	0	1	1	0	1	0	0	0	0	инкубус
incur	0	0	0	0	0	1	0	0	0	0	настанат
incurable	1	0	1	1	0	1	0	1	0	0	неизлечива
incursion	0	0	0	1	0	1	0	0	0	0	упад
indebted	0	0	0	0	0	0	0	0	0	0	задолжени
indecency	1	0	1	0	0	0	0	0	0	0	непристојност
indecent	0	0	1	0	0	1	0	0	0	0	непристојни
indecision	0	0	0	0	0	1	0	0	0	0	неодлучност
indecisive	0	0	0	0	0	1	0	0	0	0	неодлучни
indefensible	0	0	0	1	0	1	0	0	0	0	неодбранлив
indelible	0	0	0	0	0	0	1	0	0	1	неизбришливи
indemnification	0	0	0	0	0	0	0	0	0	0	обесштетување
indemnify	0	0	0	0	0	1	0	0	0	0	обештети
indemnity	0	0	0	0	0	0	1	0	0	1	обештетување
indent	0	0	0	0	0	0	0	0	0	1	алинеја
indentation	0	0	0	0	0	0	0	0	0	0	вовлекување
indenture	1	0	0	0	0	1	0	0	0	0	залог
independence	0	1	0	0	1	0	1	0	1	1	независност
independent	0	0	0	0	0	0	0	0	0	0	независна
indescribable	0	0	0	0	0	0	0	0	0	0	неописливо
indestructible	0	0	0	0	0	0	1	0	0	1	неуништливи
indeterminate	0	0	0	0	0	1	0	0	0	0	неопределен
index	0	0	0	0	0	0	0	0	0	0	индекс
indicating	0	0	0	0	0	0	0	0	0	0	што укажува
indication	0	0	0	0	0	0	0	0	0	0	индикација
indicative	0	0	0	0	0	0	0	0	0	0	индикативно
indicator	0	0	0	0	0	0	0	0	0	0	индикатор
indice	0	0	0	0	0	0	0	0	0	0	индекс
indict	1	0	0	1	0	1	0	0	0	0	обвинение
indictment	0	0	0	1	0	1	0	0	0	0	обвинение
indifference	1	0	1	1	0	1	0	1	0	0	рамнодушност
indigenous	0	0	0	0	0	0	0	0	0	0	автохтони
indigent	0	0	0	0	0	1	0	1	0	0	сиромашни
indigestion	0	0	0	0	0	0	0	0	0	0	варење
indignant	1	0	0	0	0	1	0	0	0	0	огорчен
indignation	1	0	1	0	0	1	0	0	0	0	огорченост
indigo	0	0	0	0	0	0	0	0	0	0	индиго
indirect	0	0	0	0	0	0	0	0	0	0	индиректно
indispensable	0	0	0	0	0	0	0	0	0	0	незаменлив
indistinct	0	0	0	0	0	1	0	0	0	0	нејасно
indistinguishable	0	0	0	0	0	0	0	0	0	0	не се разликуваат
individuality	0	0	0	0	0	0	1	0	0	0	индивидуалност
indivisible	0	0	0	0	0	0	0	0	0	1	неделиви
indoctrination	1	0	0	1	0	1	0	0	0	0	индоктринација
indolent	0	0	0	0	0	1	0	0	0	0	индолентен
indomitable	0	0	0	1	0	0	1	0	0	0	неукротим
indoor	0	0	0	0	0	0	0	0	0	0	затворен
induce	0	0	0	0	0	0	0	0	0	0	поттикнуваат
induced	0	0	0	0	0	0	0	0	0	0	индуцирана
inducement	0	0	0	0	0	0	0	0	0	0	поттикнување
induction	0	0	0	0	0	0	0	0	0	0	индукција
indulge	0	0	0	0	0	0	0	0	0	0	се занесе
indulgence	0	0	0	0	0	0	0	0	0	0	уживање
indulgent	0	0	0	0	0	0	0	0	0	0	попустлив
industrious	0	0	0	0	0	0	0	0	0	0	трудољубив
industry	0	0	0	0	0	0	0	0	0	0	индустријата
ineffable	0	0	0	0	0	0	1	0	0	0	неискажливи
ineffective	0	0	0	0	0	1	0	0	0	0	неефективни
ineffectual	0	0	1	0	0	1	0	0	0	0	неефективен
inefficiency	0	0	1	0	0	1	0	1	0	0	неефикасност
inefficient	0	0	0	0	0	1	0	1	0	0	неефикасен
inelastic	0	0	0	0	0	0	0	0	0	0	нееластичен
ineligible	0	0	0	0	0	0	0	0	0	0	неподобни
inept	1	0	1	0	0	1	0	0	0	0	неспособен
ineptitude	0	0	1	1	0	1	0	1	0	0	неспособност
inequality	1	0	0	1	0	1	0	1	0	0	нееднаквост
inequitable	0	0	0	0	0	1	0	0	0	0	неправедна
inert	0	0	0	0	0	1	0	0	0	0	инертен
inertia	0	0	0	0	0	0	0	0	0	0	инерција
inevitable	0	0	0	0	0	0	0	0	0	0	неизбежен
inexact	0	0	0	0	0	0	0	0	0	0	неточно
inexcusable	1	0	1	0	0	1	0	1	0	0	неоправдано
inexhaustible	0	0	0	0	0	0	0	0	0	0	неисцрпна
inexpensive	0	0	0	0	0	0	1	0	0	0	ефтин
inexperience	0	0	0	0	0	1	0	0	0	0	неискуство
inexperienced	0	0	0	0	0	1	0	0	0	0	неискусен
inexplicable	0	0	0	0	0	1	0	0	1	0	необјасниво
infallibility	0	0	0	0	0	0	0	0	0	1	непогрешливост
infallible	0	0	0	0	0	0	1	0	0	0	непогрешлив
infamous	1	0	1	1	0	1	0	0	0	0	озлогласен
infamy	0	0	0	0	0	1	0	1	0	0	срамота
infancy	0	0	0	0	0	0	0	0	0	0	детството
infant	0	1	0	1	1	0	1	0	1	0	доенче
infanticide	1	1	1	1	0	1	0	1	0	0	чедоморство
infantile	1	0	1	0	0	1	0	0	0	0	инфантилна
infantry	0	0	0	0	0	0	0	0	0	0	пешадија
infarct	0	0	0	1	0	1	0	0	1	0	инфаркт
infatuation	0	0	0	0	0	0	0	0	0	0	занес
infeasible	0	0	0	0	0	0	0	0	0	0	неостварлив
infect	0	0	1	0	0	1	0	0	0	0	зарази
infection	0	0	0	1	0	1	0	0	0	0	инфекција
infectious	0	0	1	1	0	1	0	1	0	0	заразни
infer	0	0	0	0	0	0	0	0	0	0	заклучи
inference	0	0	0	0	0	0	0	0	0	0	заклучување
inferential	0	0	0	0	0	0	0	0	0	0	инференцијални
inferior	0	0	0	0	0	1	0	1	0	0	инфериорен
inferiority	0	0	0	0	0	1	0	0	0	0	инфериорност
inferno	1	0	0	1	0	1	0	0	0	0	пекол
infertile	0	0	0	0	0	0	0	0	0	0	неплодни
infertility	0	0	0	0	0	1	0	1	0	0	неплодност
infestation	0	0	1	1	0	1	0	0	0	0	наезда
infidel	1	0	1	1	0	1	0	0	0	0	неверник
infidelity	1	0	1	1	0	1	0	1	0	0	неверство
infiltration	0	0	0	0	0	1	1	0	0	0	инфилтрација
infinite	0	0	0	0	0	0	1	0	0	0	бесконечна
infinitely	0	0	0	0	0	0	0	0	0	0	бесконечно
infinitesimal	0	0	0	0	0	0	0	0	0	0	бесконечно мало
infinity	0	1	0	0	1	0	1	0	0	1	бесконечност
infirm	0	0	0	0	0	1	0	0	0	0	изнемоштени
infirmary	0	0	0	0	0	0	0	0	0	0	амбуланта
infirmity	0	0	0	1	0	1	0	0	0	0	немоќ
inflammation	0	0	0	0	0	1	0	0	0	0	воспаление
inflated	0	0	0	0	0	1	0	0	0	0	надуени
inflation	0	0	0	1	0	1	0	0	0	0	инфлација
inflection	0	0	0	0	0	0	0	0	0	0	флексија
inflict	1	0	0	1	0	1	0	1	0	0	нанесете
infliction	0	0	0	1	0	1	0	1	0	0	нанесување
inflorescence	0	0	0	0	0	0	0	0	0	0	соцветие
influence	0	0	0	0	0	1	1	0	0	0	влијание
influential	0	0	0	0	0	0	1	0	0	1	влијателен
influenza	0	0	0	0	0	1	0	0	0	0	грип
influx	0	0	0	0	0	0	0	0	0	0	прилив
inform	0	0	0	0	0	0	0	0	0	1	информираат
informal	0	0	0	0	0	0	0	0	0	0	неформални
informant	0	0	0	0	0	0	0	0	0	0	информатор
information	0	0	0	0	0	0	1	0	0	0	информации
informed	0	0	0	0	0	0	0	0	0	0	информирани
informer	0	0	0	0	0	1	0	0	0	0	информатор
infraction	1	0	0	0	0	1	0	0	0	0	прекршок
infrequent	0	0	0	0	0	0	0	0	1	0	ретко
infrequently	0	0	0	0	0	1	0	0	0	0	ретко
infringement	0	0	0	0	0	1	0	0	0	0	прекршување
infuse	0	0	0	0	0	0	0	0	0	0	кисна
infused	0	0	0	0	0	0	0	0	0	0	внесе
infusion	0	0	0	0	0	0	0	0	0	0	инфузија
ingenious	0	0	0	0	0	0	1	0	0	0	генијален
ingenuity	0	0	0	0	0	0	0	0	0	0	генијалност
ingest	0	0	0	0	0	0	0	0	0	0	внесува
ingestion	0	0	0	0	0	0	0	0	0	0	голтање
ingot	0	0	0	0	0	0	0	0	0	0	ингот
ingrained	0	0	0	0	0	0	0	0	0	0	вкоренети
ingredient	0	0	0	0	0	0	0	0	0	0	состојка
ingress	0	0	0	0	0	0	0	0	0	0	навлегување
inhabit	0	0	0	0	0	0	0	0	0	0	населуваат
inhabitant	0	0	0	0	0	0	0	0	0	0	жител
inhabited	0	0	0	0	0	0	0	0	0	0	населени
inhabiting	0	0	0	0	0	0	0	0	0	0	населува
inhalation	0	0	0	0	0	0	0	0	0	0	вдишување
inhale	0	0	0	0	0	0	0	0	0	0	вдишуваат
inherent	0	0	0	0	0	0	0	0	0	0	својствени
inherit	0	0	0	0	0	0	0	0	0	0	наследуваат
inheritance	0	1	0	0	1	0	1	0	1	1	наследство
inhibit	1	0	1	0	0	1	0	1	0	0	инхибираат
inhibition	0	0	0	0	0	0	0	0	0	0	инхибиција
inhospitable	0	0	0	0	0	1	0	1	0	0	негостољубив
inhuman	1	0	1	1	0	1	0	1	0	0	нечовечки
inhumanity	0	0	0	0	0	1	0	1	0	0	нечовечност
inimical	1	0	0	0	0	1	0	1	0	0	непријателски
inimitable	0	0	0	0	0	0	1	0	0	1	неповторлив
iniquity	0	0	1	0	0	1	0	0	0	0	беззаконие
initial	0	0	0	0	0	0	0	0	0	0	почетна
initiate	0	0	0	0	0	0	0	0	0	0	иницираат
initiated	0	0	0	0	0	0	0	0	0	0	иницирана
initiative	0	0	0	0	0	0	0	0	0	0	иницијатива
inject	0	0	0	0	0	0	0	0	0	0	инјектира
injection	0	0	0	1	0	0	0	0	0	0	инјекција
injunction	0	0	0	0	0	1	0	0	0	0	наредба
injure	1	0	0	1	0	1	0	1	0	0	повреди
injured	0	0	0	1	0	1	0	1	0	0	повреден
injurious	1	0	0	1	0	1	0	1	0	0	повреден
injury	1	0	0	1	0	1	0	1	0	0	повреда
injustice	1	0	0	0	0	1	0	0	0	0	неправда
ink	0	0	0	0	0	0	0	0	0	0	мастило
inkling	0	0	0	0	0	0	0	0	0	0	искажување
inland	0	0	0	0	0	0	0	0	0	0	во внатрешноста на земјата
inlay	0	0	0	0	0	0	0	0	0	0	влошка
inlet	0	0	0	0	0	0	0	0	0	0	довод
inmate	0	0	1	1	0	1	0	0	0	0	затвореник
inn	0	0	0	0	0	0	0	0	0	0	гостилница
innate	0	0	0	0	0	0	0	0	0	0	вродени
innermost	0	0	0	0	0	0	0	0	0	0	највнатрешниот
innings	0	0	0	0	0	0	0	0	0	0	ининги
innkeeper	0	0	0	0	0	0	0	0	0	0	гостилничар
innocence	0	0	0	0	0	0	1	0	0	0	невиност
innocent	0	0	0	0	0	0	1	0	0	1	невини
innocently	0	0	0	0	0	0	1	0	0	0	невино
innocuous	0	0	0	0	0	0	1	0	0	0	безопасен
innovate	0	0	0	0	0	0	1	0	0	0	иновираат
innovation	0	0	0	0	0	0	1	0	0	0	иновации
innuendo	0	0	0	0	0	0	0	0	0	0	инсинуации
innumerable	0	0	0	0	0	0	0	0	0	0	безброј
inoculation	0	1	0	0	0	0	0	0	0	1	инокулација
inoperative	1	0	0	0	0	1	0	0	0	0	неоперативна
inordinate	0	0	0	0	0	0	0	0	0	0	неуреден
inorganic	0	0	0	0	0	0	0	0	0	0	неоргански
inquest	0	0	0	0	0	0	0	0	0	0	истрага
inquire	0	0	0	0	0	0	0	0	0	0	распрашувај
inquirer	0	0	0	0	0	0	1	0	0	0	прашувач
inquiring	0	0	0	0	0	0	0	0	0	0	прашувајќи се
inquiry	0	1	0	0	0	0	1	0	0	0	истрага
inquisitive	0	0	0	0	0	0	1	0	0	0	испитувачки
insane	1	0	0	1	0	1	0	0	0	0	луд
insanity	1	0	1	1	0	1	0	1	0	0	лудило
inscription	0	0	0	0	0	0	0	0	0	0	натпис
inscrutable	0	0	0	0	0	0	0	0	0	0	неуки
insect	0	0	0	0	0	0	0	0	0	0	инсект
insecure	1	0	0	1	0	1	0	1	0	0	несигурни
insecurity	0	0	0	1	0	1	0	0	0	0	несигурност
inseparable	0	0	0	0	1	0	1	0	0	1	неразделни
insert	0	0	0	0	0	0	0	0	0	0	вметнете
inserted	0	0	0	0	0	0	0	0	0	0	вметната
insertion	0	0	0	0	0	0	0	0	0	0	вметнување
inside	0	0	0	0	0	0	0	0	0	0	внатре
insidious	1	0	1	1	0	1	0	0	0	0	подмолно
insight	0	0	0	0	0	0	0	0	0	0	увид
insignia	0	0	0	0	0	0	1	0	0	0	ознаки
insignificance	0	0	0	0	0	1	0	0	0	0	безначајност
insignificant	1	0	0	0	0	1	0	1	0	0	незначителен
insipid	0	0	0	0	0	1	0	0	0	0	безобразен
insist	0	0	0	0	0	0	0	0	0	0	инсистираат
insolent	0	0	0	0	0	1	0	0	0	0	дрски
insoluble	0	0	0	0	0	0	0	0	0	0	нерастворливи
insolvency	0	0	0	1	0	1	0	1	1	0	несолвентност
insolvent	0	0	0	1	0	1	0	1	0	1	несолвентен
inspect	0	0	0	0	0	0	0	0	0	0	увид
inspector	0	0	0	0	0	0	1	0	0	0	инспектор
inspiration	0	1	0	0	1	0	1	0	0	0	инспирација
inspire	0	1	0	0	1	0	1	0	0	1	инспирира
inspired	0	0	0	0	1	0	1	0	1	1	инспириран
instability	0	0	1	1	0	1	0	0	0	0	нестабилност
install	0	1	0	0	0	0	0	0	0	0	инсталирај
installation	0	0	0	0	0	0	0	0	0	0	инсталација
installment	0	0	0	0	0	0	0	0	0	0	рата
instance	0	0	0	0	0	0	0	0	0	0	пример
instant	0	0	0	0	0	0	0	0	0	0	инстант
instantaneous	0	0	0	0	0	0	0	0	0	0	моментален
instantaneously	0	0	0	0	0	0	0	0	0	0	моментално
instigate	0	0	0	0	0	1	0	0	0	0	поттикнуваат
instigation	0	0	0	0	0	1	0	0	0	0	поттикнување
instill	0	0	0	0	0	0	0	0	0	0	всади
instinct	0	0	0	0	0	0	0	0	0	0	инстинкт
instinctive	1	0	1	1	0	0	1	0	0	0	инстинктивно
institute	0	0	0	0	0	0	0	0	0	1	институт
institution	0	0	0	0	0	0	0	0	0	0	институција
instruct	0	0	0	0	0	0	1	0	0	1	упатува
instructed	0	0	0	0	0	0	0	0	0	0	наложено
instruction	0	0	0	0	0	0	1	0	0	1	инструкција
instructional	0	0	0	0	0	0	0	0	0	0	наставни
instructions	0	1	0	0	0	0	0	0	0	1	инструкции
instructive	0	0	0	0	0	0	0	0	0	0	поучни
instructor	0	1	0	0	0	0	1	0	0	1	инструктор
instrument	0	0	0	0	0	0	0	0	0	0	инструмент
instrumental	0	0	0	0	0	0	1	0	0	0	инструментална
instrumentalist	0	0	0	0	0	0	0	0	0	0	инструменталист
instrumentality	0	0	0	0	0	0	0	0	0	0	инструменталност
insufficiency	1	0	0	0	0	1	0	0	0	0	инсуфициенција
insufficient	0	0	0	0	0	1	0	0	0	0	недоволно
insufficiently	0	0	0	0	0	1	0	0	0	0	недоволно
insular	0	0	0	0	0	0	0	0	0	0	островски
insulate	0	0	0	0	0	0	0	0	0	0	изолираат
insulation	0	0	0	0	0	0	0	0	0	1	изолација
insult	1	0	1	0	0	1	0	1	1	0	навреда
insulting	1	0	1	1	0	1	0	1	0	0	навредлив
insurance	0	0	0	0	0	0	0	0	0	0	осигурување
insure	0	0	0	0	0	0	1	0	0	1	осигуруваат
insurgent	0	0	0	0	0	1	0	0	0	0	востаник
insurmountable	0	0	0	1	0	1	0	1	0	0	непремостлив
insurrection	1	0	0	0	0	1	0	0	0	0	востание
intact	0	0	0	0	0	0	1	0	0	1	недопрена
intangible	0	0	0	0	0	0	0	0	0	0	нематеријални
integer	0	0	0	0	0	0	0	0	0	0	цел број
integral	0	0	0	0	0	0	0	0	0	0	интегрален
integrate	0	0	0	0	0	0	0	0	0	0	интегрираат
integration	0	0	0	0	0	0	0	0	0	0	интеграција
integrity	0	0	0	0	0	0	1	0	0	1	интегритет
intellect	0	0	0	0	0	0	1	0	0	0	интелект
intellectual	0	0	0	0	0	0	1	0	0	0	интелектуална
intelligence	0	0	0	1	1	0	1	0	0	1	интелигенција
intelligent	0	0	0	0	0	0	1	0	0	1	интелигентни
intelligibility	0	0	0	0	0	0	0	0	0	0	разбирливост
intelligible	0	0	0	0	0	0	0	0	0	0	разбирлив
intend	0	0	0	0	0	0	0	0	0	1	имаат намера
intended	0	1	0	0	0	0	1	0	0	0	наменети
intending	0	0	0	0	0	0	0	0	0	0	со намера
intense	1	0	1	1	1	1	1	0	1	1	интензивна
intensely	0	0	0	0	0	0	0	0	0	0	интензивно
intensify	0	0	0	0	0	0	0	0	0	0	интензивираат
intensity	0	0	0	0	0	0	0	0	0	0	интензитет
intent	0	0	0	0	0	0	0	0	0	0	намера
intention	0	0	0	0	0	0	0	0	0	0	намера
intentional	0	0	0	0	0	0	0	0	0	0	намерно
intentionally	0	0	0	0	0	0	0	0	0	0	намерно
inter	0	0	0	0	0	1	0	1	0	0	меѓу
interaction	0	0	0	0	0	0	0	0	0	0	интеракција
intercede	0	0	0	1	0	0	0	1	0	0	посредува
intercept	0	0	0	0	0	0	0	0	0	0	пресретне
interception	0	0	0	0	0	0	0	0	0	0	пресретнување
intercession	0	0	0	0	0	0	0	0	0	1	посредување
interchange	0	0	0	0	0	0	0	0	0	0	размена
interchangeable	0	0	0	0	0	0	0	0	0	0	заменливи
interchanged	0	0	0	0	0	0	0	0	0	0	разменети
intercom	0	0	0	0	0	0	0	0	0	0	домофон
intercourse	0	0	0	0	0	0	1	0	0	0	сексуален однос
interdependence	0	0	0	0	0	0	0	0	0	0	меѓузависност
interdependent	0	0	0	0	0	0	0	0	0	0	меѓусебно зависни
interdiction	0	0	0	0	0	1	0	0	0	0	забрана
interest	0	0	0	0	0	0	1	0	0	0	интерес
interested	0	0	1	0	0	0	1	1	0	0	заинтересирани
interesting	0	0	0	0	0	0	1	0	0	0	интересен
interference	0	0	0	0	0	1	0	0	0	0	мешање
interferometer	0	0	0	0	0	0	0	0	0	0	интерферометар
interim	0	1	0	0	0	0	0	0	0	0	привремена
interior	0	0	1	0	0	0	1	0	0	1	внатрешни работи
interlocutory	0	0	0	0	0	0	1	0	0	0	меѓусебно
interlude	0	0	0	0	0	0	1	0	0	0	интермедија
intermediary	0	0	0	0	0	0	0	0	0	0	посредник
intermediate	0	0	0	0	0	0	0	0	0	0	средно
interment	0	0	0	0	0	1	0	1	0	0	погребување
interminable	1	1	0	0	0	1	1	0	0	0	бесконечна
intermission	0	1	0	0	0	0	0	0	0	0	прекин
intermittent	0	0	0	0	0	0	0	0	0	0	повремен
intern	0	0	0	0	0	0	0	0	0	0	практикант
internal	0	0	0	0	0	0	0	0	0	0	внатрешен
internally	0	0	0	0	0	0	0	0	0	0	внатрешно
international	0	0	0	0	0	0	0	0	0	0	меѓународни
interpolate	0	0	0	0	0	0	0	0	0	0	интерполираат
interpolation	0	0	0	0	0	0	0	0	0	0	интерполација
interpret	0	0	0	0	0	0	0	0	0	0	толкуваат
interpretation	0	0	0	0	0	0	0	0	0	0	толкување
interpreter	0	0	0	0	0	0	0	0	0	0	преведувач
interrelated	0	0	0	0	0	0	0	0	0	0	меѓусебно поврзани
interrogate	0	0	0	1	0	0	0	0	0	0	испрашува
interrogation	0	0	0	1	0	0	0	0	0	0	испрашување
interrupt	1	0	0	0	0	1	0	0	1	0	прекинат
interrupted	0	0	0	0	0	1	0	1	0	0	прекината
interruption	0	0	0	0	0	0	0	0	0	0	прекин
intersect	0	0	0	0	0	0	0	0	0	0	се вкрстуваат
intersection	0	0	0	0	0	0	0	0	0	0	раскрсница
interstitial	0	0	0	0	0	0	0	0	0	0	интерстицијален
interval	0	0	0	0	0	0	0	0	0	0	интервал
intervening	0	0	0	0	0	0	0	0	0	0	интервенирајќи
intervention	0	0	0	0	0	1	1	1	0	0	интервенција
interview	0	0	0	0	0	0	0	0	0	0	интервју
interviewer	0	0	0	1	0	0	0	0	0	0	интервјуер
interworking	0	0	0	0	0	0	0	0	0	0	меѓусебно работење
intestate	0	0	0	0	0	1	0	0	0	0	без оставина
intestinal	0	0	1	0	0	0	0	0	0	0	цревни
intestine	0	0	0	0	0	0	0	0	0	0	црево
intestines	0	0	0	0	0	0	0	0	0	0	цревата
intimacy	0	0	0	0	0	0	0	0	0	0	интимност
intimate	0	1	0	0	1	0	1	0	0	1	интимно
intimately	0	1	0	1	1	0	0	0	0	0	интимно
intimation	0	0	0	0	0	0	0	0	0	0	интимација
intimidate	0	0	0	1	0	1	0	0	0	0	заплашуваат
intimidation	1	0	0	1	0	1	0	0	0	0	заплашување
intolerable	1	0	0	0	0	1	0	0	0	0	неподнослива
intolerance	1	0	1	1	0	1	0	0	0	0	нетолеранција
intolerant	1	0	1	1	0	1	0	1	0	0	нетолерантен
intonation	0	0	0	0	0	0	1	0	0	0	интонација
intoxicated	0	0	1	0	0	1	0	0	0	0	опиен
intoxication	0	0	0	0	0	0	0	0	0	0	интоксикација
intractable	1	0	0	0	0	1	0	0	0	0	нерешливи
intramural	0	0	0	0	0	0	0	0	0	0	интрамурален
intrepid	0	0	0	0	0	0	1	0	0	0	смел
intricate	0	0	0	0	0	0	0	0	0	0	сложена
intrigue	0	1	0	1	0	1	0	0	1	0	интрига
intriguing	0	0	0	0	0	0	0	0	0	0	интригантна
intrinsic	0	0	0	0	0	0	0	0	0	0	внатрешен
intrinsically	0	0	0	0	0	0	0	0	0	0	суштински
introduction	0	0	0	0	0	0	0	0	0	0	вовед
introductory	0	0	0	0	0	0	0	0	0	0	воведен
introspection	0	0	0	0	0	0	0	0	0	0	интроспекција
introspective	0	0	0	0	0	0	0	0	0	0	интроспективна
intruder	1	0	0	1	0	1	0	0	1	0	натрапник
intrusion	0	0	0	1	0	1	0	0	0	0	упад
intrusive	1	0	1	1	0	1	0	0	1	0	нападни
intuition	0	0	0	0	0	0	1	0	0	1	интуиција
intuitive	0	0	0	0	0	0	1	0	0	0	интуитивен
intuitively	0	1	0	0	0	0	0	0	0	0	интуитивно
inundation	0	0	0	0	0	0	0	0	0	0	поплавување
invade	1	0	0	1	0	1	0	1	1	0	нападне
invader	1	0	0	1	0	1	0	1	0	0	напаѓач
invalid	0	0	0	0	0	0	0	1	0	0	неважечки
invalidate	0	0	0	0	0	1	0	0	0	0	поништи
invalidation	0	0	0	0	0	1	0	0	0	0	поништување
invalidity	0	0	0	0	0	1	0	0	0	0	инвалидност
invaluable	0	0	0	0	0	0	0	0	0	0	непроценливо
invariably	0	0	0	0	0	0	1	0	0	0	непроменливо
invasion	1	0	0	0	0	1	0	0	0	0	инвазија
invent	0	0	0	0	0	0	0	0	0	0	измисли
invention	0	0	0	0	0	0	0	0	0	0	изум
inventive	0	0	0	0	0	0	1	0	0	0	инвентивни
inventor	0	0	0	0	0	0	1	0	0	0	пронаоѓач
inventory	0	0	0	0	0	0	0	0	0	0	инвентар
inverse	0	0	0	0	0	0	0	0	0	0	инверзна
inversely	0	0	0	0	0	0	0	0	0	0	обратно
inversion	0	0	0	0	0	0	0	0	0	0	инверзија
invert	0	0	0	0	0	0	0	0	0	0	превртете
inverted	0	0	0	0	0	0	0	0	0	0	превртена
investigate	0	0	0	0	0	0	1	0	0	0	истражуваат
investigation	0	1	0	0	0	0	0	0	0	0	истрага
investigator	0	0	0	0	0	0	0	0	0	0	иследник
investor	0	0	0	0	0	0	0	0	0	0	инвеститор
invigorate	0	0	0	0	0	0	1	0	0	0	оживуваат
invincible	0	0	0	0	0	0	0	0	0	0	непобедлива
invisibility	0	0	0	0	0	0	0	0	0	0	невидливост
invisible	0	0	0	0	0	0	0	0	0	0	невидливи
invitation	0	1	0	0	0	0	1	0	0	0	покана
invite	0	1	0	0	1	0	1	0	1	1	покани
inviting	0	1	0	0	1	0	1	0	1	1	поканува
invocation	0	1	0	0	0	0	0	0	0	1	повикување
invoice	0	0	0	0	0	0	0	0	0	0	фактура
invoke	0	1	0	0	0	0	0	0	0	0	повикуваат
involuntary	0	0	0	0	0	1	0	0	0	0	неволни
involution	1	0	0	0	0	1	0	0	0	0	инволуција
involvement	1	0	0	0	0	0	0	0	0	0	вклучување
inwards	0	0	0	0	0	0	0	0	0	0	навнатре
iota	0	0	0	0	0	0	0	0	0	0	јота
irate	1	0	0	0	0	1	0	0	0	0	лути
ire	1	0	0	0	0	1	0	0	0	0	гнев
iridescent	0	0	0	0	0	0	0	0	0	0	iridescent
iris	0	0	0	1	0	0	0	0	0	0	ирис
iron	0	0	0	0	0	0	1	0	0	1	железо
ironic	0	0	0	0	0	0	0	0	0	0	ироничен
irons	0	0	0	0	0	1	0	0	0	0	пегли
irony	0	0	0	0	0	0	0	0	0	0	иронија
irradiation	0	0	0	0	0	0	0	0	0	0	зрачење
irrational	0	0	1	1	0	1	0	0	0	0	ирационален
irrationality	0	0	0	0	0	1	0	0	0	0	ирационалност
irreconcilable	1	0	0	1	0	1	0	1	0	0	непомирлив
irreducible	0	0	0	0	0	0	1	0	0	0	ненамалување
irrefutable	0	0	0	0	0	0	1	0	0	1	непобитен
irregular	0	0	0	0	0	1	0	0	0	0	неправилни
irregularity	0	0	0	0	0	1	0	0	0	0	неправилност
irregularly	0	0	0	0	0	0	0	0	0	0	нередовно
irrelevant	0	0	0	0	0	1	0	0	0	0	ирелевантни
irreparable	0	0	0	1	0	1	0	1	0	0	непоправлива
irrepressible	0	0	0	0	0	0	0	0	0	0	незадржлив
irresistible	0	0	0	0	0	0	0	0	0	0	неодолив
irrespective	0	0	0	0	0	0	0	0	0	0	без разлика
irresponsible	0	0	0	0	0	1	0	0	0	0	неодговорно
irreverent	0	0	0	0	0	1	0	0	0	0	непочитуван
irreversible	0	0	0	0	0	0	0	0	0	0	неповратен
irrevocable	0	0	0	0	0	1	0	0	0	0	неотповиклива
irrigate	0	0	0	0	0	0	0	0	0	0	наводнуваат
irrigation	0	0	0	0	0	0	0	0	0	0	наводнување
irritability	1	0	0	0	0	1	0	0	0	0	раздразливост
irritable	1	0	0	0	0	1	0	0	0	0	раздразлив
irritating	1	0	1	0	0	1	0	0	0	0	иритирачки
irritation	1	0	1	0	0	1	0	1	0	0	иритација
island	0	0	0	0	0	0	0	0	0	0	островот
isle	0	0	0	0	0	0	0	0	0	0	остров
islet	0	0	0	0	0	0	0	0	0	0	островче
isolate	0	0	0	0	0	0	0	1	0	0	изолираат
isolated	0	0	0	1	0	1	0	1	0	0	изолирани
isolation	0	0	0	0	0	1	0	1	0	0	изолација
isomorphism	0	0	0	0	0	0	0	0	0	0	изоморфизам
isothermal	0	0	0	0	0	0	0	0	0	0	изотермална
issue	0	0	0	0	0	0	0	0	0	0	проблем
itch	0	0	0	0	0	0	0	0	0	0	чешање
itching	0	0	0	0	0	0	0	0	0	0	чешање
item	0	0	0	0	0	0	0	0	0	0	ставка
itemize	0	0	0	0	0	0	0	0	0	0	детализираат
items	0	0	0	0	0	0	0	0	0	0	предмети
iterate	0	0	0	0	0	0	0	0	0	0	повторуваат
iteration	0	0	0	0	0	0	0	0	0	0	повторување
iterative	0	0	0	0	0	0	0	0	0	0	итеративен
itinerant	0	0	0	0	0	0	0	0	0	0	патувачки
itinerary	0	0	0	0	0	0	0	0	0	0	маршрутата
ivory	0	0	0	0	0	0	0	0	0	0	слонова коска
jab	1	0	0	0	0	0	0	0	0	0	удар
jabber	0	0	0	0	0	1	0	0	0	0	џагор
jack	0	0	0	0	0	0	0	0	0	0	џек
jackass	0	0	0	0	0	0	0	0	0	0	Магаре
jackpot	0	1	0	0	1	0	1	0	1	0	џекпот
jacks	0	0	0	0	0	0	0	0	0	0	дигалки
jade	0	0	0	0	0	0	0	0	0	0	жад
