English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Zulu Word
kos	0	0	0	0	0	0	0	0	0	0	kos
kris	0	0	0	0	0	0	0	0	0	0	kris
kudos	0	0	0	0	1	0	1	0	0	0	ukuncoma
lab	0	0	0	0	0	0	0	0	0	0	ilebhu
label	0	0	0	0	0	0	0	0	0	1	ilebula
labor	0	1	0	0	1	0	1	0	1	1	umsebenzi
laboratory	0	0	0	0	0	0	0	0	0	0	ilabhorethri
labored	0	0	0	0	0	1	0	1	0	0	ngikhandlekile
laborer	0	0	0	0	0	0	0	0	0	0	isisebenzi
laboring	0	0	0	0	0	0	0	0	0	0	ukusebenza kanzima
laborious	0	0	0	0	0	1	0	0	0	0	kuyakhandleka
labyrinth	0	1	0	0	0	1	0	0	0	0	i-labyrinth
lac	0	0	0	0	0	0	0	0	0	0	lac
lace	1	0	0	1	0	1	1	1	0	1	uleyisi
lack	0	0	0	0	0	1	0	0	0	0	ukuntula
lacking	0	0	0	0	0	1	0	0	0	0	ukuntula
lackluster	0	0	0	0	0	1	0	0	0	0	ukuntula
lacquer	0	0	0	0	0	0	0	0	0	0	i-lacquer
lacrosse	0	0	0	0	0	0	0	0	0	0	i-lacrosse
lad	0	0	0	0	0	0	0	0	0	0	umfana
ladder	0	0	0	0	0	0	0	0	0	0	iladi
laden	0	0	0	0	0	1	0	0	0	0	elithwele
lading	0	0	0	0	0	0	0	0	0	0	ukuthwala
ladle	0	0	0	0	0	0	0	0	0	0	ladle
lady	0	0	0	0	0	0	0	0	0	0	ntokazi
lag	0	0	0	0	0	1	0	0	0	0	ukubambezeleka
lagging	1	1	1	0	0	1	0	1	0	0	ukusalela
lagoon	0	0	0	0	0	0	0	0	0	0	ichibi
lair	0	0	0	0	0	1	0	0	0	0	indawo yokuhlala
laity	0	0	0	0	0	0	0	0	0	0	abantu abavamile
lake	0	0	0	0	0	0	0	0	0	0	ichibi
lama	0	0	0	0	0	0	0	0	0	0	lama
lamb	0	0	0	0	1	0	1	0	0	1	inyama yemvu
lament	0	0	1	1	0	1	0	1	0	0	khala
lamenting	0	0	0	0	0	0	0	1	0	0	ekhala
lamina	0	0	0	0	0	0	0	0	0	0	lamina
laminated	0	0	0	0	0	0	0	0	0	0	i-laminated
lamp	0	0	0	0	0	0	0	0	0	0	isibani
lance	0	0	0	0	0	0	0	0	0	0	umkhonto
lancer	0	0	0	0	0	0	0	0	0	0	i-lancer
land	0	0	0	0	0	0	1	0	0	0	umhlaba
landed	0	0	0	0	0	0	1	0	0	0	yahlala
landing	0	0	0	0	0	0	0	0	0	0	ukufika
landlocked	0	0	0	0	0	0	0	0	0	0	ivaliwe
landlord	0	0	0	0	0	0	0	0	0	0	umninindlu
landmark	0	0	0	0	0	0	0	0	0	1	uphawu lwezwe
lands	0	0	0	0	0	0	0	0	0	0	amazwe
landscape	0	0	0	0	0	0	0	0	0	0	indawo
landscaping	0	0	0	0	0	0	0	0	0	0	ukulungiswa kwezwe
landslide	0	0	0	1	0	1	0	1	0	0	ukudilika komhlaba
lane	0	0	0	0	0	0	0	0	0	0	umzila
language	0	0	0	0	0	0	0	0	0	0	ulimi
languid	0	0	0	0	0	1	0	0	0	0	ukhathele
languish	0	0	0	0	0	1	0	0	0	0	phelelwa amandla
languishing	0	0	0	1	0	1	0	1	0	0	ephelelwa amandla
lanky	0	0	0	0	0	0	0	0	0	0	lankiy
lantern	0	0	0	0	0	0	0	0	0	0	isibani
lap	0	0	0	0	0	0	0	0	0	0	ithanga
lapel	0	0	0	0	0	0	0	0	0	0	lapel
lapse	0	0	0	0	0	1	0	0	0	0	ukuphelelwa yisikhathi
lapsed	0	0	0	0	0	0	0	0	0	0	iphelile
larceny	0	0	1	0	0	1	0	0	0	0	ubugebengu
lard	0	0	0	0	0	0	0	0	0	0	isinqumelo
larder	0	0	0	0	0	0	0	0	0	0	lard
large	0	0	0	0	0	0	0	0	0	0	enkulu
larger	0	0	1	0	0	0	0	0	1	1	ezinkulu
largo	0	0	0	0	0	0	0	0	0	0	i-largo
lark	0	0	0	0	0	0	0	0	0	0	i-lark
larva	0	0	0	0	0	0	0	0	0	0	isibungu
larynx	0	0	0	0	0	0	0	0	0	0	umphimbo
laser	0	0	0	0	0	0	1	0	0	1	laser
lash	1	0	0	1	0	1	0	0	0	0	ukuqhuma
lass	0	0	0	0	0	0	0	0	0	0	intombi
lasso	0	0	0	0	0	0	0	0	0	0	i-lasso
lasting	0	0	0	0	0	0	0	0	0	0	ehlala njalo
latch	0	0	0	0	0	0	0	0	0	0	latch
late	0	0	0	0	0	1	0	1	0	0	sekwephuzile
lateness	0	0	0	0	0	1	0	0	0	0	ukubambezeleka
latent	1	1	1	0	0	1	0	0	1	0	kufihlile
lateral	0	0	0	0	0	0	0	0	0	0	eceleni
laterally	0	0	0	0	0	0	0	0	0	0	ngaseceleni
latex	0	0	0	0	0	0	0	0	0	0	i-latex
lathe	0	0	0	0	0	0	0	0	0	0	lathi
lather	0	0	0	0	0	0	0	0	0	0	i-lather
latitude	0	0	0	0	0	0	0	0	0	0	i-latitude
latrines	0	0	1	0	0	1	0	0	0	0	izindlu zangasese
lattice	0	0	0	0	0	0	0	0	0	0	uthayela
laudable	0	0	0	0	0	0	1	0	0	0	encomekayo
laugh	0	0	0	0	1	0	1	0	1	0	hleka
laughable	0	0	1	0	0	1	0	0	0	0	kuhlekwa
laughing	0	0	0	0	1	0	1	0	0	0	ehleka
laughter	0	1	0	0	1	0	1	0	1	0	ukuhleka
launch	0	1	0	0	0	0	1	0	0	0	qalisa
laundry	0	0	0	0	0	0	0	0	0	0	ilondolo
laureate	0	0	0	0	0	0	1	0	0	1	owawina indondo
laurel	0	0	0	0	0	0	1	0	0	0	i-laurel
laurels	0	0	0	0	1	0	1	0	0	0	ama-laurels
lava	1	0	0	1	0	1	0	0	0	0	udaka
lavage	0	0	0	0	0	0	0	0	0	0	hlanza
lavatory	0	0	1	0	0	0	0	0	0	0	indlu yangasese
lavender	0	0	0	0	0	0	0	0	0	0	i-lavender
lavish	0	0	0	0	0	0	1	0	0	0	ewubukhazikhazi
law	0	0	0	0	0	0	0	0	0	1	umthetho
lawful	0	0	0	0	0	0	1	0	0	1	okusemthethweni
lawlessness	1	0	0	1	0	1	0	0	0	0	ukungabi namthetho
lawn	0	0	0	0	0	0	0	0	0	0	utshani
lawsuit	1	0	1	1	0	1	0	1	1	0	icala
lawyer	1	0	1	1	0	1	0	0	0	0	ummeli
lax	0	0	0	0	0	1	0	1	0	0	lethezeka
laxative	0	0	1	1	0	1	0	0	0	0	i-laxative
lay	0	0	0	0	0	0	0	0	0	0	lala
layer	0	0	0	0	0	0	0	0	0	0	ungqimba
layered	0	0	0	0	0	0	0	0	0	0	okugqinsiwe
layman	0	0	0	0	0	0	0	0	0	0	umuntu ovamile
lazy	0	0	0	0	0	1	0	0	0	0	livila
lea	0	0	0	0	0	0	0	0	0	0	leya
lead	0	0	0	0	0	0	1	0	0	0	ukuhola
leader	0	0	0	0	0	0	1	0	0	1	umholi
leading	0	0	0	0	0	0	0	0	0	1	ehamba phambili
leads	0	0	0	0	0	0	0	0	0	0	ihola
leaf	0	0	0	0	0	0	0	0	0	0	iqabunga
leaflet	0	0	0	0	0	0	0	0	0	0	ipheshana
leafy	0	0	0	0	0	0	0	0	0	0	enamahlamvu
league	0	0	0	0	0	0	1	0	0	0	iligi
leak	0	0	0	0	0	1	0	0	0	0	ukuvuza
leakage	0	0	0	0	0	1	0	0	0	0	ukuvuza
leaky	0	0	0	0	0	1	0	0	0	0	evuzayo
lean	0	0	0	0	0	0	0	0	0	0	ncipha
leaned	0	0	0	0	0	0	0	0	0	0	incike
leaning	0	0	0	0	0	0	0	0	0	1	ukuncika
leap	0	0	0	0	0	0	0	0	0	0	gxuma
learn	0	0	0	0	0	0	1	0	0	0	funda
learned	0	0	0	0	0	0	0	0	0	0	wafunda
learner	0	0	0	0	0	0	0	0	0	0	umfundi
learning	0	0	0	0	0	0	1	0	0	0	ukufunda
lease	0	0	0	0	0	0	0	0	0	0	ukuqasha
leash	0	0	0	0	0	0	0	0	0	0	intambo
leather	0	0	0	0	0	0	0	0	0	0	isikhumba
leathery	0	0	0	0	0	0	0	0	0	0	isikhumba
leave	0	0	0	0	0	1	0	1	1	0	hamba
lecture	0	0	0	0	0	0	0	0	0	0	inkulumo
lecturer	0	0	0	0	0	0	1	0	0	0	umfundisi
ledge	0	0	0	0	0	0	0	0	0	0	umphetho
ledger	0	0	0	0	0	0	0	0	0	0	incwadi
lee	0	0	0	0	0	0	0	0	0	0	lee
leech	0	0	0	0	0	1	0	0	0	0	i-leech
leeches	0	0	1	1	0	1	0	0	0	0	iminyundu
leer	0	0	1	0	0	1	0	0	0	0	leer
leery	0	0	0	0	0	0	0	0	1	0	leery
lees	0	0	0	0	0	0	0	0	0	0	lees
leeway	0	0	0	0	0	0	1	0	0	0	leeway
left	0	0	0	0	0	0	0	0	0	0	kwesokunxele
leg	0	0	0	0	0	0	0	0	0	0	umlenze
legacy	0	0	0	0	0	0	0	0	0	0	ifa
legal	0	0	0	0	0	0	1	0	0	1	okusemthethweni
legality	0	0	0	0	0	0	0	0	0	0	okusemthethweni
legalize	0	0	0	0	0	0	0	0	0	0	semthethweni
legalized	1	0	0	1	1	0	1	0	0	1	kusemthethweni
legally	0	0	0	0	0	0	0	0	0	0	ngokomthetho
legend	0	0	0	0	0	0	0	0	0	0	inganekwane
legendary	0	0	0	0	0	0	1	0	0	0	inganekwane
legibility	0	0	0	0	0	0	1	0	0	0	ukufaneleka
legible	0	0	0	0	0	0	1	0	0	0	kuyafundeka
legion	0	0	0	0	0	0	0	0	0	0	ibutho
legislate	0	0	0	0	0	0	0	0	0	0	shaya umthetho
legislation	0	0	0	0	0	0	0	0	0	0	umthetho
legislative	0	0	0	0	0	0	0	0	0	0	umthetho
legislator	0	0	0	0	0	0	0	0	0	1	isishayamthetho
legislature	0	0	0	0	0	0	0	0	0	1	isishayamthetho
legitimacy	0	0	0	0	0	0	0	0	0	1	ukuba semthethweni
legs	0	0	0	0	0	0	0	0	0	0	imilenze
legume	0	0	0	0	0	0	0	0	0	0	umdumba
leisure	0	1	0	0	1	0	1	0	1	1	ezokungcebeleka
leisurely	0	0	0	0	0	0	1	0	0	0	ngokukhululeka
lemma	0	0	0	0	0	0	1	0	0	0	lema
lemon	0	0	1	0	0	1	0	0	0	0	ilamuna
lend	0	0	0	0	0	0	0	0	0	0	boleka
lender	0	0	0	0	0	0	0	0	0	1	umbolekisi
lending	0	0	0	0	0	0	0	0	0	0	ukuboleka
length	0	0	0	0	0	0	0	0	0	0	ubude
lengthen	0	0	0	0	0	0	0	0	0	0	andisa
lengthened	0	0	0	0	0	0	0	0	0	0	inwetshiwe
lengthening	0	0	0	0	0	0	0	0	0	0	ukunweba
lengthwise	0	0	0	0	0	0	0	0	0	0	ngobude
lengthy	0	0	0	0	0	0	0	0	0	0	ubude
leniency	0	0	0	0	0	0	0	0	0	0	ububele
lenient	0	0	0	0	0	0	1	0	0	0	ethambile
lens	0	0	0	0	0	0	0	0	0	0	ilensi
leopard	0	0	0	0	0	0	0	0	0	0	ingwe
leprosy	0	0	1	1	0	1	0	1	0	0	uchoko
lessee	0	0	0	0	0	0	0	0	0	0	umqashi
lessen	0	1	0	0	0	1	0	0	0	0	nciphisa
lessening	0	0	0	0	0	0	0	0	0	0	ukuncipha
lesser	0	0	1	0	0	1	0	0	0	0	kancane
lesson	0	1	0	0	0	0	1	0	0	1	isifundo
lessor	0	0	0	0	0	0	0	0	0	0	umqashi
lethal	0	0	1	1	0	1	0	1	0	0	ezibulalayo
lethargic	0	0	0	0	0	0	0	0	0	0	i-lethargic
lethargy	0	0	0	0	0	1	0	1	0	0	ukukhathala
letter	0	1	0	0	0	0	0	0	0	0	incwadi
lettered	0	1	0	0	0	0	1	0	0	1	enezinhlamvu
letters	0	0	0	0	0	0	0	0	0	0	izincwadi
lettuce	0	0	0	0	0	0	0	0	0	0	ulethisi
leukemia	1	0	0	1	0	1	0	1	0	0	i-leukemia
levee	0	0	0	0	0	0	0	0	0	1	levee
level	0	0	0	0	0	0	1	0	0	1	izinga
lever	0	0	0	0	0	0	0	0	0	0	i-lever
leverage	0	0	0	0	0	0	1	0	0	0	zuza
levy	0	0	0	0	0	1	0	0	0	0	intela
lewd	0	0	1	0	0	1	0	0	0	0	amanyala
lexicon	0	0	0	0	0	0	0	0	0	0	isichazamazwi
ley	0	0	0	0	0	0	0	0	0	0	ley
liabilities	0	0	0	0	0	0	0	0	0	0	izikweletu
liability	0	0	0	0	0	0	0	0	0	0	icala
liaison	0	0	0	0	0	1	0	0	0	0	ukuxhumana
liar	0	0	1	0	0	1	0	0	0	0	umqambimanga
libel	1	0	0	1	0	1	0	0	0	1	hlambalaza
libelous	0	0	0	0	0	0	0	0	0	0	libelous
liberal	0	0	0	0	0	1	1	0	0	0	inkululeko
liberalism	0	0	0	0	0	0	0	0	0	0	inkululeko
liberate	1	1	0	0	1	0	1	0	1	1	khulula
liberation	0	1	0	0	1	0	1	0	1	0	inkululeko
liberty	0	1	0	0	1	0	1	0	1	1	inkululeko
libido	0	0	0	0	0	0	0	0	0	0	libido
librarian	0	0	0	0	0	0	0	0	0	0	umsebenzi womtapo wolwazi
library	0	0	0	0	0	0	1	0	0	0	umtapo wolwazi
libretto	0	0	0	0	0	0	0	0	0	0	libretto
license	0	0	0	0	0	0	0	0	0	0	ilayisense
lichen	0	0	0	0	0	0	0	0	0	0	ulele
lick	0	0	1	0	0	1	0	0	0	0	khotha
lid	0	0	0	0	0	0	0	0	0	0	isivalo
lie	1	0	1	0	0	1	0	1	0	0	amanga
liege	0	0	0	0	0	0	0	0	0	0	lige
lien	0	0	0	0	0	0	0	0	0	0	isiqandisi
lieu	0	0	0	0	0	0	0	0	0	0	esikhundleni
lieutenant	0	0	0	0	0	0	0	0	0	1	uLieutenant
life	0	0	0	0	0	0	0	0	0	0	ukuphila
lifeblood	0	0	0	0	0	0	1	0	0	0	igazi lokuphila
lifeboat	0	0	0	0	0	0	0	0	0	0	isikebhe sokuphila
lifeless	0	0	0	1	0	1	0	1	0	0	engenakuphila
lifelike	0	0	0	0	0	0	0	0	0	0	njengempilo
lifelong	0	0	0	0	0	0	0	0	0	0	impilo yonke
lifetime	0	0	0	0	0	0	0	0	0	0	ukuphila konke
lift	0	0	0	0	0	0	0	0	0	0	phakamisa
ligament	0	0	0	0	0	0	0	0	0	0	umsipha
ligation	0	0	0	0	0	0	0	0	0	0	ligation
light	0	0	0	0	0	0	0	0	0	0	ukukhanya
lighten	0	0	0	0	0	0	0	0	0	0	khanyisa
lighthouse	0	0	0	0	0	0	1	0	0	0	indlu yesibani
lightness	0	0	0	0	0	0	0	0	0	0	ubulula
lightning	1	0	0	1	0	0	0	0	1	0	umbani
likelihood	0	0	0	0	0	0	0	0	0	0	amathuba
likeness	0	0	0	0	0	0	0	0	0	0	ukufana
likewise	0	0	0	0	0	0	0	0	0	0	ngokunjalo
liking	0	0	0	0	1	0	1	0	0	1	ukuthanda
lilac	0	0	0	0	0	0	0	0	0	0	i-lilac
lily	0	0	0	0	0	0	0	0	0	0	umnduze
limb	0	0	0	0	0	0	0	0	0	0	isitho
limbo	0	0	0	0	0	0	0	0	0	0	limbo
limit	0	0	0	0	0	0	0	0	0	0	umkhawulo
limitation	0	0	0	0	0	0	0	0	0	0	umkhawulo
limited	1	0	0	0	0	1	0	1	0	0	okulinganiselwe
limitless	0	0	0	0	0	0	0	0	0	0	angenamkhawulo
limousine	0	0	0	0	0	0	0	0	0	0	i-limousine
limp	0	0	0	0	0	1	0	0	0	0	xhuga
lin	0	0	0	0	0	0	0	0	0	0	lin
line	0	0	0	0	0	0	0	0	0	0	umugqa
lineage	0	0	0	0	0	0	0	0	0	0	uzalo
lineal	0	0	0	0	0	0	0	0	0	0	umugqa
linear	0	0	0	0	0	0	0	0	0	0	umugqa
lined	0	0	0	0	0	0	0	0	0	0	kulayini
linen	0	0	0	0	0	0	0	0	0	0	ilineni
liner	0	0	0	0	0	0	0	0	0	0	liner
lines	0	0	0	1	0	0	0	0	0	0	imigqa
linger	0	1	0	0	0	0	0	0	0	0	hlala
lingo	0	0	0	0	0	0	0	0	0	0	ulimi
lingual	0	0	0	0	0	0	0	0	0	0	ulimi
linguist	0	0	0	0	0	0	1	0	0	1	isazi sezilimi
linguistic	0	0	0	0	0	0	0	0	0	0	ngokolimi
linguistics	0	0	0	0	0	0	0	0	0	0	izilimi
lining	0	0	0	0	0	0	0	0	0	0	ulwelwesi
link	0	0	0	0	0	0	0	0	0	0	isixhumanisi
linoleum	0	0	0	0	0	0	0	0	0	0	linoleum
lint	0	0	0	0	0	1	0	0	0	0	lint
lion	0	0	0	1	0	0	1	0	0	0	ibhubesi
lip	0	0	0	0	0	0	0	0	0	0	udebe
lipstick	0	0	0	0	0	0	0	0	0	0	i-lipstick
liquefaction	0	0	0	0	0	0	0	0	0	0	uketshezi
liquefied	0	0	0	0	0	0	0	0	0	0	oketshezi
liqueur	0	0	0	0	0	0	0	0	0	0	utshwala
liquid	0	0	0	0	0	0	0	0	0	0	uketshezi
liquidate	0	0	0	0	0	0	0	0	0	0	qeda
liquidation	0	0	0	0	0	0	0	0	0	0	ukuqedwa
liquidator	0	0	0	0	0	0	0	0	0	0	umthengisi
liquidity	0	0	0	0	0	0	0	0	0	0	umnotho
liquor	1	0	0	0	1	1	0	1	0	0	utshwala
lisp	0	0	0	0	0	0	0	0	0	0	lalela
list	0	0	0	0	0	0	0	0	0	0	uhlu
listen	0	0	0	0	0	0	0	0	0	0	lalela
listener	0	0	0	0	0	0	0	0	0	0	umlaleli
listing	0	0	0	0	0	0	0	0	0	0	uhlu
listless	0	0	0	0	0	1	0	1	0	0	abangenalo uhlu
litany	0	0	0	0	0	0	0	0	0	0	i-litany
literally	0	0	0	0	0	0	0	0	0	0	ngokwezwi nezwi
literary	0	0	0	0	0	0	0	0	0	0	yemibhalo
literature	0	0	0	0	0	0	0	0	0	0	izincwadi
lithe	0	0	0	0	0	0	1	0	0	0	lithe
lithograph	0	0	0	0	0	0	0	0	0	0	i-lithograph
lithography	0	0	0	0	0	0	0	0	0	0	i-lithography
lithology	0	0	0	0	0	0	0	0	0	0	i-thology
lithosphere	0	0	0	0	0	0	0	0	0	0	lithosphere
litigant	0	0	0	0	0	1	0	0	0	0	ummangalelwa
litigate	1	1	1	1	0	1	0	1	0	0	icala
litigation	0	0	0	0	0	1	0	0	0	0	ukuqulwa kwecala
litigious	1	0	1	0	0	1	0	0	0	0	amacala
litter	0	0	0	0	0	1	0	0	0	0	udoti
littoral	0	0	0	0	0	0	0	0	0	0	i-littoral
liturgy	0	0	0	0	0	0	0	0	0	0	izinkonzo
livelihood	0	0	0	0	0	0	0	0	0	0	ukuziphilisa
livery	0	0	0	0	0	0	0	0	0	0	i-livery
livid	1	0	1	0	0	1	0	0	0	0	livid
living	0	0	0	0	0	0	0	0	0	0	abaphilayo
llama	0	0	0	0	0	0	0	0	0	0	lala
load	0	0	0	0	0	0	0	0	0	0	umthwalo
loaf	0	0	0	0	0	1	0	0	0	0	isinkwa
loafer	0	0	0	0	0	1	0	0	0	0	isinkwa
loam	0	0	0	0	0	0	0	0	0	0	luma
loan	0	0	0	0	0	0	0	0	0	0	imalimboleko
loath	1	0	0	0	0	1	0	0	0	0	inzondo
loathe	1	0	1	0	0	1	0	0	0	0	nyanya
loathing	0	0	1	0	0	1	0	0	0	0	ukwenyanya
loathsome	1	0	1	0	0	1	0	0	0	0	enyanyekayo
lobby	0	0	0	0	0	0	0	0	0	0	indawo yokungena
lobbyist	0	0	0	0	0	1	0	0	0	0	i-lobbyist
lobe	0	0	0	0	0	0	0	0	0	0	lobe
local	0	0	0	0	0	0	0	0	0	0	wendawo
locale	0	0	0	0	0	0	0	0	0	0	indawo
locality	0	0	0	0	0	0	0	0	0	0	indawo
localization	0	0	0	0	0	0	0	0	0	0	ukwenziwa kwasendaweni
localize	0	1	0	0	0	0	0	0	0	0	yenza okwasendaweni
locate	0	0	0	0	0	0	0	0	0	0	thola
location	0	0	0	0	0	0	0	0	0	0	indawo
loch	0	0	0	0	0	0	0	0	0	0	lokh
lock	0	0	0	0	0	0	0	0	0	0	khiya
locker	0	0	0	0	0	0	0	0	0	0	ilokha
locksmith	0	0	0	0	0	0	0	0	0	0	umkhandi wezikhiye
lockup	0	0	0	1	0	1	0	1	0	0	ukukhiya
locomotion	0	0	0	0	0	0	0	0	0	0	ukuhamba
locomotive	0	0	0	0	0	0	0	0	0	0	isitimela
locust	0	0	0	1	0	1	0	0	0	0	isikhonyane
lodge	0	0	0	0	0	0	0	0	0	0	indawo yokulala
lodger	0	0	0	0	0	0	0	0	0	0	umhlali
lodging	0	0	0	0	0	0	0	0	0	1	indawo yokulala
loft	0	0	0	0	0	0	0	0	0	0	phezulu
lofty	0	0	0	0	0	1	0	0	0	0	phezulu
log	0	0	0	0	0	0	0	0	0	0	log
logarithm	0	0	0	0	0	0	0	0	0	0	i-logarithm
logarithmic	0	0	0	0	0	0	0	0	0	0	i-logarithmic
logic	0	0	0	0	0	0	0	0	0	0	logic
logical	0	0	0	0	0	0	1	0	0	0	okunengqondo
logistics	0	0	0	0	0	0	0	0	0	0	logistics
logotype	0	0	0	0	0	0	0	0	0	0	uhlobo lwelogo
loin	0	0	0	0	0	0	0	0	0	0	okhalweni
lollipop	0	0	0	0	0	0	0	0	0	0	ilolipop
lone	0	0	0	0	0	0	0	1	0	0	yedwa
loneliness	0	0	0	1	0	1	0	1	0	0	isizungu
lonely	1	0	1	1	0	1	0	1	0	0	isizungu
lonesome	0	0	0	0	0	1	0	1	0	0	unesizungu
long	0	1	0	0	0	0	0	0	0	0	eside
longevity	0	0	0	0	0	0	1	0	0	0	ukuphila isikhathi eside
longing	0	1	0	0	0	0	0	1	0	0	ukulangazelela
longitude	0	0	0	0	0	0	0	0	0	0	ubude
longitudinal	0	0	0	0	0	0	0	0	0	0	i-longitudinal
longitudinally	0	0	0	0	0	0	0	0	0	0	ngobude
loo	0	0	1	0	0	1	0	0	0	0	loo
lookout	0	0	0	0	0	0	0	0	0	0	Qapha
loom	0	1	0	1	0	1	0	0	0	0	uhlaka
looming	0	0	0	0	0	0	0	0	0	0	ezayo
loon	0	0	1	0	0	1	0	0	0	0	i-loon
loony	0	0	0	0	0	1	0	0	0	0	i-lony
loop	0	0	0	0	0	0	0	0	0	0	iluphu
loophole	0	0	0	0	0	0	0	0	0	0	i-lophole
loosen	0	0	0	0	0	0	0	0	0	0	khulula
loosening	0	0	0	0	0	0	0	0	0	0	ukuxega
loot	0	0	0	0	0	1	0	0	0	0	phanga
lop	0	0	0	0	0	0	0	0	0	0	lop
lopsided	0	0	0	0	0	0	0	0	0	0	elahliwe
lord	0	0	1	0	0	1	1	0	0	1	nkosi
lords	0	0	0	0	0	0	0	0	0	0	makhosi
lordship	0	0	0	0	0	0	1	0	0	0	ubukhosi
lore	0	0	0	0	0	0	0	0	0	0	imfundiso
lorry	0	0	0	0	0	0	0	0	0	0	iloli
lose	1	0	1	1	0	1	0	1	1	0	lahlekelwa
losing	1	0	0	0	0	1	0	1	0	0	ukulahlekelwa
loss	1	0	0	1	0	1	0	1	0	0	ukulahlekelwa
lost	0	0	0	0	0	1	0	1	0	0	ilahlekile
lot	0	0	0	0	0	0	0	0	0	0	okuningi
lotion	0	0	0	0	0	0	0	0	0	0	amafutha okugcoba
lots	0	0	0	0	0	0	0	0	0	0	inkatho
lottery	0	1	0	0	0	0	0	0	0	0	ilotho
lotto	0	0	0	0	0	0	0	0	0	0	ilotho
loud	0	0	0	0	0	0	0	0	0	0	phezulu
loudly	0	0	0	0	0	0	0	0	0	0	ngokuzwakalayo
loudness	1	0	0	0	0	1	0	0	0	0	umsindo omkhulu
lounge	0	0	0	0	0	1	0	0	0	0	indawo yokuphumula
louse	0	0	1	0	0	1	0	0	0	0	intwala
lovable	0	0	0	0	1	0	1	0	0	1	ezithandekayo
love	0	0	0	0	1	0	1	0	0	0	uthando
lovely	0	1	0	0	1	0	1	1	1	1	enhle
lovemaking	0	0	0	0	1	0	1	0	0	1	ukwenza uthando
lover	0	1	0	0	1	0	1	0	0	1	isithandwa
loving	0	0	0	0	1	0	1	0	0	1	uthando
lower	0	0	0	0	0	1	0	1	0	0	ngaphansi
lowering	0	0	0	0	0	1	0	0	0	0	ukwehlisa
lowest	0	0	0	0	0	1	0	1	0	0	ephansi kakhulu
lowlands	0	0	0	0	0	1	0	0	0	0	izindawo eziphansi
lowly	0	0	0	0	0	1	0	1	0	0	phansi
loyal	0	0	0	1	1	0	1	0	1	1	qotho
loyalty	0	0	0	0	0	0	1	0	0	1	ukwethembeka
lubricate	0	0	0	0	0	0	0	0	0	0	gcoba
lubrication	0	0	0	0	0	0	0	0	0	0	ukuthambisa
luck	0	1	0	0	1	0	1	0	1	0	inhlanhla
lucky	0	0	0	0	1	0	1	0	1	0	unenhlanhla
ludicrous	0	0	0	0	0	1	0	0	0	0	ezihlekisayo
lug	0	0	0	0	0	0	0	0	0	0	lug
luggage	0	0	0	0	0	0	0	0	0	0	imithwalo
lull	0	1	0	0	0	0	0	0	0	0	thula
lullaby	0	0	0	0	0	0	0	0	0	0	iculo
lumbar	0	0	0	0	0	0	0	0	0	0	i-lumbar
lumber	0	0	0	0	0	0	0	0	0	0	izingodo
lumbering	0	0	0	0	0	1	0	0	0	0	ukugawula amapulangwe
luminescent	0	0	0	0	0	0	0	0	0	0	i-luminescent
luminous	0	0	0	0	0	0	0	0	0	0	elikhanyayo
lump	0	0	0	0	0	1	0	0	0	0	isigaxa
lumpy	0	0	1	0	0	1	0	0	0	0	iqhubu
lunacy	1	0	1	1	0	1	0	1	0	0	ubuhlanya
lunar	0	0	0	0	0	0	0	0	0	0	okwenyanga
lunatic	1	0	1	1	0	1	0	0	0	0	uhlanya
lunch	0	0	0	0	0	0	0	0	0	0	isidlo sasemini
luncheon	0	0	0	0	0	0	0	0	0	0	isidlo sasemini
lunge	0	0	0	0	0	0	0	0	1	0	lunge
lungs	0	0	0	0	0	0	0	0	0	0	amaphaphu
lurch	0	0	0	0	0	1	0	0	0	0	lurch
lure	0	0	0	0	0	1	0	0	0	0	ukuyenga
lurid	0	0	1	0	0	1	0	0	0	0	lurid
lurk	0	0	0	0	0	1	0	0	0	0	lalela
lurking	0	0	0	0	0	1	0	0	0	0	ukucathama
luscious	0	1	0	0	1	0	1	0	0	0	luscious
lush	0	0	1	0	0	1	0	1	0	0	luhlaza
lust	0	1	0	0	0	1	0	0	0	0	inkanuko
luster	0	0	0	0	1	0	1	0	0	0	ukucwebezela
lustful	0	0	0	0	0	1	0	0	0	0	nenkanuko
lustrous	0	0	0	0	0	0	1	0	0	0	elikhazimulayo
lusty	0	0	1	0	0	0	0	0	0	0	nenkanuko
lute	0	0	0	0	0	0	0	0	0	0	iluthi
luxuriant	0	0	0	0	0	0	1	0	0	0	luhlaza
luxurious	0	0	0	0	1	0	1	0	0	0	zikanokusho
luxury	0	0	0	0	1	0	1	0	0	0	ukunethezeka
lying	1	0	1	0	0	1	0	0	0	0	ukuqamba amanga
lymph	0	0	0	0	0	0	0	0	0	0	i-lymph
lymphatic	0	0	0	0	0	0	0	0	0	0	i-lymphatic
lynch	1	0	1	1	0	1	0	1	0	0	i-lynch
lynx	0	0	0	0	0	0	0	0	0	0	i-lynx
lyre	0	0	0	0	1	0	1	0	0	0	ihabhu
lyric	0	0	0	0	0	0	0	0	0	0	ingoma
lyrical	0	0	0	0	1	0	1	0	0	0	okomculo
mace	0	0	0	1	0	1	0	0	0	0	inkungu
machine	0	0	0	0	0	0	0	0	0	1	umshini
