English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Indonesian Word
individuality	0	0	0	0	0	0	1	0	0	0	individualitas
indivisible	0	0	0	0	0	0	0	0	0	1	tak terpisahkan
indoctrination	1	0	0	1	0	1	0	0	0	0	indoktrinasi
indolent	0	0	0	0	0	1	0	0	0	0	malas
indomitable	0	0	0	1	0	0	1	0	0	0	gigih
indoor	0	0	0	0	0	0	0	0	0	0	dalam
induce	0	0	0	0	0	0	0	0	0	0	menyebabkan
induced	0	0	0	0	0	0	0	0	0	0	diinduksi
inducement	0	0	0	0	0	0	0	0	0	0	bujukan
induction	0	0	0	0	0	0	0	0	0	0	induksi
indulge	0	0	0	0	0	0	0	0	0	0	memanjakan
indulgence	0	0	0	0	0	0	0	0	0	0	kesenangan
indulgent	0	0	0	0	0	0	0	0	0	0	sabar
industrious	0	0	0	0	0	0	0	0	0	0	rajin
industry	0	0	0	0	0	0	0	0	0	0	industri
ineffable	0	0	0	0	0	0	1	0	0	0	tak terlukiskan
ineffective	0	0	0	0	0	1	0	0	0	0	tidak efektif
ineffectual	0	0	1	0	0	1	0	0	0	0	tidak efektif
inefficiency	0	0	1	0	0	1	0	1	0	0	ketidakefisienan
inefficient	0	0	0	0	0	1	0	1	0	0	tidak efisien
inelastic	0	0	0	0	0	0	0	0	0	0	tidak elastis
ineligible	0	0	0	0	0	0	0	0	0	0	tidak memenuhi syarat
inept	1	0	1	0	0	1	0	0	0	0	tidak kompeten
ineptitude	0	0	1	1	0	1	0	1	0	0	tindakan yg bodoh
inequality	1	0	0	1	0	1	0	1	0	0	ketidaksamaan
inequitable	0	0	0	0	0	1	0	0	0	0	tidak adil
inert	0	0	0	0	0	1	0	0	0	0	lembam
inertia	0	0	0	0	0	0	0	0	0	0	kelembaman
inevitable	0	0	0	0	0	0	0	0	0	0	tidak bisa dihindari
inexact	0	0	0	0	0	0	0	0	0	0	tdk tepat
inexcusable	1	0	1	0	0	1	0	1	0	0	tidak bisa dimaafkan
inexhaustible	0	0	0	0	0	0	0	0	0	0	tak habis-habisnya
inexpensive	0	0	0	0	0	0	1	0	0	0	murah
inexperience	0	0	0	0	0	1	0	0	0	0	kurang pengalaman
inexperienced	0	0	0	0	0	1	0	0	0	0	tidak berpengalaman
inexplicable	0	0	0	0	0	1	0	0	1	0	tidak bisa dijelaskan
infallibility	0	0	0	0	0	0	0	0	0	1	infalibilitas
infallible	0	0	0	0	0	0	1	0	0	0	sempurna
infamous	1	0	1	1	0	1	0	0	0	0	terkenal jahat
infamy	0	0	0	0	0	1	0	1	0	0	keburukan
infancy	0	0	0	0	0	0	0	0	0	0	masa bayi
infant	0	1	0	1	1	0	1	0	1	0	bayi
infanticide	1	1	1	1	0	1	0	1	0	0	pembunuhan anak
infantile	1	0	1	0	0	1	0	0	0	0	kekanak-kanakan
infantry	0	0	0	0	0	0	0	0	0	0	infanteri
infarct	0	0	0	1	0	1	0	0	1	0	infark
infatuation	0	0	0	0	0	0	0	0	0	0	keberahian
infeasible	0	0	0	0	0	0	0	0	0	0	tidak mungkin
infect	0	0	1	0	0	1	0	0	0	0	menulari
infection	0	0	0	1	0	1	0	0	0	0	infeksi
infectious	0	0	1	1	0	1	0	1	0	0	menular
infer	0	0	0	0	0	0	0	0	0	0	menyimpulkan
inference	0	0	0	0	0	0	0	0	0	0	kesimpulan
inferential	0	0	0	0	0	0	0	0	0	0	inferensial
inferior	0	0	0	0	0	1	0	1	0	0	lebih rendah
inferiority	0	0	0	0	0	1	0	0	0	0	rendah diri
inferno	1	0	0	1	0	1	0	0	0	0	neraka
infertile	0	0	0	0	0	0	0	0	0	0	infertil
infertility	0	0	0	0	0	1	0	1	0	0	kemandulan
infestation	0	0	1	1	0	1	0	0	0	0	kutu
infidel	1	0	1	1	0	1	0	0	0	0	kafir
infidelity	1	0	1	1	0	1	0	1	0	0	ketidaksetiaan
infiltration	0	0	0	0	0	1	1	0	0	0	infiltrasi
infinite	0	0	0	0	0	0	1	0	0	0	tak terbatas
infinitely	0	0	0	0	0	0	0	0	0	0	tak terhingga
infinitesimal	0	0	0	0	0	0	0	0	0	0	kecil sekali
infinity	0	1	0	0	1	0	1	0	0	1	ketakterbatasan
infirm	0	0	0	0	0	1	0	0	0	0	lemah
infirmary	0	0	0	0	0	0	0	0	0	0	rumah sakit
infirmity	0	0	0	1	0	1	0	0	0	0	kelemahan
inflammation	0	0	0	0	0	1	0	0	0	0	peradangan
inflated	0	0	0	0	0	1	0	0	0	0	meningkat
inflation	0	0	0	1	0	1	0	0	0	0	inflasi
inflection	0	0	0	0	0	0	0	0	0	0	infleksi
inflict	1	0	0	1	0	1	0	1	0	0	menimbulkan
infliction	0	0	0	1	0	1	0	1	0	0	penderitaan
inflorescence	0	0	0	0	0	0	0	0	0	0	hal berkembang
influence	0	0	0	0	0	1	1	0	0	0	pengaruh
influential	0	0	0	0	0	0	1	0	0	1	berpengaruh
influenza	0	0	0	0	0	1	0	0	0	0	influensa
influx	0	0	0	0	0	0	0	0	0	0	arus
inform	0	0	0	0	0	0	0	0	0	1	memberitahukan
informal	0	0	0	0	0	0	0	0	0	0	tidak resmi
informant	0	0	0	0	0	0	0	0	0	0	informan
information	0	0	0	0	0	0	1	0	0	0	informasi
informed	0	0	0	0	0	0	0	0	0	0	diberitahukan
informer	0	0	0	0	0	1	0	0	0	0	pelapor
infraction	1	0	0	0	0	1	0	0	0	0	pelanggaran
infrequent	0	0	0	0	0	0	0	0	1	0	jarang
infrequently	0	0	0	0	0	1	0	0	0	0	jarang
infringement	0	0	0	0	0	1	0	0	0	0	pelanggaran
infuse	0	0	0	0	0	0	0	0	0	0	menanamkan
infused	0	0	0	0	0	0	0	0	0	0	diresapi
infusion	0	0	0	0	0	0	0	0	0	0	infusi
ingenious	0	0	0	0	0	0	1	0	0	0	berbakat
ingenuity	0	0	0	0	0	0	0	0	0	0	kecerdikan
ingest	0	0	0	0	0	0	0	0	0	0	menelan
ingestion	0	0	0	0	0	0	0	0	0	0	proses menelan
ingot	0	0	0	0	0	0	0	0	0	0	batangan
ingrained	0	0	0	0	0	0	0	0	0	0	mendarah daging
ingredient	0	0	0	0	0	0	0	0	0	0	bahan
ingress	0	0	0	0	0	0	0	0	0	0	masuknya
inhabit	0	0	0	0	0	0	0	0	0	0	menghuni
inhabitant	0	0	0	0	0	0	0	0	0	0	penduduk
inhabited	0	0	0	0	0	0	0	0	0	0	berpenghuni
inhabiting	0	0	0	0	0	0	0	0	0	0	menghuni
inhalation	0	0	0	0	0	0	0	0	0	0	inhalasi
inhale	0	0	0	0	0	0	0	0	0	0	menghirup
inherent	0	0	0	0	0	0	0	0	0	0	sifat yang permanen
inherit	0	0	0	0	0	0	0	0	0	0	mewarisi
inheritance	0	1	0	0	1	0	1	0	1	1	warisan
inhibit	1	0	1	0	0	1	0	1	0	0	menghalangi
inhibition	0	0	0	0	0	0	0	0	0	0	inhibisi
inhospitable	0	0	0	0	0	1	0	1	0	0	tidak ramah
inhuman	1	0	1	1	0	1	0	1	0	0	tidak manusiawi
inhumanity	0	0	0	0	0	1	0	1	0	0	kebiadaban
inimical	1	0	0	0	0	1	0	1	0	0	bermusuhan
inimitable	0	0	0	0	0	0	1	0	0	1	yg tak ada bandingannya
iniquity	0	0	1	0	0	1	0	0	0	0	kesalahan
initial	0	0	0	0	0	0	0	0	0	0	awal
initiate	0	0	0	0	0	0	0	0	0	0	memulai
initiated	0	0	0	0	0	0	0	0	0	0	dimulai
initiative	0	0	0	0	0	0	0	0	0	0	prakarsa
inject	0	0	0	0	0	0	0	0	0	0	menyuntikkan
injection	0	0	0	1	0	0	0	0	0	0	injeksi
injunction	0	0	0	0	0	1	0	0	0	0	perintah
injure	1	0	0	1	0	1	0	1	0	0	melukai
injured	0	0	0	1	0	1	0	1	0	0	terluka
injurious	1	0	0	1	0	1	0	1	0	0	berbahaya
injury	1	0	0	1	0	1	0	1	0	0	cedera
injustice	1	0	0	0	0	1	0	0	0	0	ketidakadilan
ink	0	0	0	0	0	0	0	0	0	0	tinta
inkling	0	0	0	0	0	0	0	0	0	0	firasat
inland	0	0	0	0	0	0	0	0	0	0	pedalaman
inlay	0	0	0	0	0	0	0	0	0	0	tatahan
inlet	0	0	0	0	0	0	0	0	0	0	masuk
inmate	0	0	1	1	0	1	0	0	0	0	tahanan
inn	0	0	0	0	0	0	0	0	0	0	penginapan
innate	0	0	0	0	0	0	0	0	0	0	bawaan
innermost	0	0	0	0	0	0	0	0	0	0	paling dalam
innings	0	0	0	0	0	0	0	0	0	0	babak
innkeeper	0	0	0	0	0	0	0	0	0	0	pemilik penginapan
innocence	0	0	0	0	0	0	1	0	0	0	kepolosan
innocent	0	0	0	0	0	0	1	0	0	1	polos
innocently	0	0	0	0	0	0	1	0	0	0	polos
innocuous	0	0	0	0	0	0	1	0	0	0	tidak berbahaya
innovate	0	0	0	0	0	0	1	0	0	0	berinovasi
innovation	0	0	0	0	0	0	1	0	0	0	inovasi
innuendo	0	0	0	0	0	0	0	0	0	0	sindiran
innumerable	0	0	0	0	0	0	0	0	0	0	banyak sekali
inoculation	0	1	0	0	0	0	0	0	0	1	inokulasi
inoperative	1	0	0	0	0	1	0	0	0	0	yg tdk berlaku
inordinate	0	0	0	0	0	0	0	0	0	0	banyak sekali
inorganic	0	0	0	0	0	0	0	0	0	0	anorganik
inquest	0	0	0	0	0	0	0	0	0	0	pemeriksaan resmi
inquire	0	0	0	0	0	0	0	0	0	0	menanyakan
inquirer	0	0	0	0	0	0	1	0	0	0	penanya
inquiring	0	0	0	0	0	0	0	0	0	0	bertanya
inquiry	0	1	0	0	0	0	1	0	0	0	pertanyaan
inquisitive	0	0	0	0	0	0	1	0	0	0	ingin tahu
insane	1	0	0	1	0	1	0	0	0	0	gila
insanity	1	0	1	1	0	1	0	1	0	0	penyakit jiwa
inscription	0	0	0	0	0	0	0	0	0	0	prasasti
inscrutable	0	0	0	0	0	0	0	0	0	0	gaib
insect	0	0	0	0	0	0	0	0	0	0	serangga
insecure	1	0	0	1	0	1	0	1	0	0	merasa tidak aman
insecurity	0	0	0	1	0	1	0	0	0	0	ketidakamanan
inseparable	0	0	0	0	1	0	1	0	0	1	tak terpisahkan
insert	0	0	0	0	0	0	0	0	0	0	memasukkan
inserted	0	0	0	0	0	0	0	0	0	0	dimasukkan
insertion	0	0	0	0	0	0	0	0	0	0	insersi
inside	0	0	0	0	0	0	0	0	0	0	dalam
insidious	1	0	1	1	0	1	0	0	0	0	berbahaya
insight	0	0	0	0	0	0	0	0	0	0	wawasan
insignia	0	0	0	0	0	0	1	0	0	0	lencana
insignificance	0	0	0	0	0	1	0	0	0	0	tidak penting
insignificant	1	0	0	0	0	1	0	1	0	0	tidak penting
insipid	0	0	0	0	0	1	0	0	0	0	hambar
insist	0	0	0	0	0	0	0	0	0	0	bersikeras
insolent	0	0	0	0	0	1	0	0	0	0	kurang ajar
insoluble	0	0	0	0	0	0	0	0	0	0	tidak larut
insolvency	0	0	0	1	0	1	0	1	1	0	keadaan bangkrut
insolvent	0	0	0	1	0	1	0	1	0	1	bangkrut
inspect	0	0	0	0	0	0	0	0	0	0	memeriksa
inspector	0	0	0	0	0	0	1	0	0	0	inspektur
inspiration	0	1	0	0	1	0	1	0	0	0	inspirasi
inspire	0	1	0	0	1	0	1	0	0	1	mengilhami
inspired	0	0	0	0	1	0	1	0	1	1	terinspirasi
instability	0	0	1	1	0	1	0	0	0	0	ketidakstabilan
install	0	1	0	0	0	0	0	0	0	0	Install
installation	0	0	0	0	0	0	0	0	0	0	instalasi
installment	0	0	0	0	0	0	0	0	0	0	cicilan
instance	0	0	0	0	0	0	0	0	0	0	contoh
instant	0	0	0	0	0	0	0	0	0	0	instan
instantaneous	0	0	0	0	0	0	0	0	0	0	seketika
instantaneously	0	0	0	0	0	0	0	0	0	0	seketika
instigate	0	0	0	0	0	1	0	0	0	0	menghasut
instigation	0	0	0	0	0	1	0	0	0	0	dorongan
instill	0	0	0	0	0	0	0	0	0	0	menanamkan
instinct	0	0	0	0	0	0	0	0	0	0	naluri
instinctive	1	0	1	1	0	0	1	0	0	0	naluriah
institute	0	0	0	0	0	0	0	0	0	1	lembaga
institution	0	0	0	0	0	0	0	0	0	0	lembaga
instruct	0	0	0	0	0	0	1	0	0	1	menginstruksikan
instructed	0	0	0	0	0	0	0	0	0	0	diinstruksikan
instruction	0	0	0	0	0	0	1	0	0	1	petunjuk
instructional	0	0	0	0	0	0	0	0	0	0	instruksional
instructions	0	1	0	0	0	0	0	0	0	1	instruksi
instructive	0	0	0	0	0	0	0	0	0	0	edukatif
instructor	0	1	0	0	0	0	1	0	0	1	pengajar
instrument	0	0	0	0	0	0	0	0	0	0	instrumen
instrumental	0	0	0	0	0	0	1	0	0	0	instrumental
instrumentalist	0	0	0	0	0	0	0	0	0	0	pemain musik
instrumentality	0	0	0	0	0	0	0	0	0	0	perantaraan
insufficiency	1	0	0	0	0	1	0	0	0	0	ketidakcukupan
insufficient	0	0	0	0	0	1	0	0	0	0	tidak memadai
insufficiently	0	0	0	0	0	1	0	0	0	0	tidak cukup
insular	0	0	0	0	0	0	0	0	0	0	picik
insulate	0	0	0	0	0	0	0	0	0	0	menyekat
insulation	0	0	0	0	0	0	0	0	0	1	isolasi
insult	1	0	1	0	0	1	0	1	1	0	menyinggung
insulting	1	0	1	1	0	1	0	1	0	0	menghina
insurance	0	0	0	0	0	0	0	0	0	0	Pertanggungan
insure	0	0	0	0	0	0	1	0	0	1	memastikan
insurgent	0	0	0	0	0	1	0	0	0	0	pemberontak
insurmountable	0	0	0	1	0	1	0	1	0	0	tidak dapat diatasi
insurrection	1	0	0	0	0	1	0	0	0	0	pemberontakan
intact	0	0	0	0	0	0	1	0	0	1	utuh
intangible	0	0	0	0	0	0	0	0	0	0	tidak berwujud
integer	0	0	0	0	0	0	0	0	0	0	bilangan bulat
integral	0	0	0	0	0	0	0	0	0	0	integral
integrate	0	0	0	0	0	0	0	0	0	0	mengintegrasikan
integration	0	0	0	0	0	0	0	0	0	0	integrasi
integrity	0	0	0	0	0	0	1	0	0	1	integritas
intellect	0	0	0	0	0	0	1	0	0	0	intelek
intellectual	0	0	0	0	0	0	1	0	0	0	intelektual
intelligence	0	0	0	1	1	0	1	0	0	1	intelijen
intelligent	0	0	0	0	0	0	1	0	0	1	cerdas
intelligibility	0	0	0	0	0	0	0	0	0	0	kejelasan
intelligible	0	0	0	0	0	0	0	0	0	0	jelas
intend	0	0	0	0	0	0	0	0	0	1	bermaksud
intended	0	1	0	0	0	0	1	0	0	0	disengaja
intending	0	0	0	0	0	0	0	0	0	0	berniat
intense	1	0	1	1	1	1	1	0	1	1	intens
intensely	0	0	0	0	0	0	0	0	0	0	sangat
intensify	0	0	0	0	0	0	0	0	0	0	mengintensifkan
intensity	0	0	0	0	0	0	0	0	0	0	intensitas
intent	0	0	0	0	0	0	0	0	0	0	maksud
intention	0	0	0	0	0	0	0	0	0	0	maksud
intentional	0	0	0	0	0	0	0	0	0	0	disengaja
intentionally	0	0	0	0	0	0	0	0	0	0	dengan sengaja
inter	0	0	0	0	0	1	0	1	0	0	antar
interaction	0	0	0	0	0	0	0	0	0	0	interaksi
intercede	0	0	0	1	0	0	0	1	0	0	menengahi
intercept	0	0	0	0	0	0	0	0	0	0	mencegat
interception	0	0	0	0	0	0	0	0	0	0	penangkapan
intercession	0	0	0	0	0	0	0	0	0	1	perantaraan
interchange	0	0	0	0	0	0	0	0	0	0	pertukaran
interchangeable	0	0	0	0	0	0	0	0	0	0	dapat dipertukarkan
interchanged	0	0	0	0	0	0	0	0	0	0	dipertukarkan
intercom	0	0	0	0	0	0	0	0	0	0	interkom
intercourse	0	0	0	0	0	0	1	0	0	0	hubungan
interdependence	0	0	0	0	0	0	0	0	0	0	saling ketergantungan
interdependent	0	0	0	0	0	0	0	0	0	0	saling bergantung
interdiction	0	0	0	0	0	1	0	0	0	0	larangan
interest	0	0	0	0	0	0	1	0	0	0	minat
interested	0	0	1	0	0	0	1	1	0	0	tertarik
interesting	0	0	0	0	0	0	1	0	0	0	menarik
interference	0	0	0	0	0	1	0	0	0	0	gangguan
interferometer	0	0	0	0	0	0	0	0	0	0	interferometer
interim	0	1	0	0	0	0	0	0	0	0	interim
interior	0	0	1	0	0	0	1	0	0	1	pedalaman
interlocutory	0	0	0	0	0	0	1	0	0	0	sela
interlude	0	0	0	0	0	0	1	0	0	0	selingan
intermediary	0	0	0	0	0	0	0	0	0	0	perantara
intermediate	0	0	0	0	0	0	0	0	0	0	intermediat
interment	0	0	0	0	0	1	0	1	0	0	pemakaman
interminable	1	1	0	0	0	1	1	0	0	0	tak berkesudahan
intermission	0	1	0	0	0	0	0	0	0	0	istirahat
intermittent	0	0	0	0	0	0	0	0	0	0	berselang
intern	0	0	0	0	0	0	0	0	0	0	magang
internal	0	0	0	0	0	0	0	0	0	0	intern
internally	0	0	0	0	0	0	0	0	0	0	secara internal
international	0	0	0	0	0	0	0	0	0	0	internasional
interpolate	0	0	0	0	0	0	0	0	0	0	menambah
interpolation	0	0	0	0	0	0	0	0	0	0	interpolasi
interpret	0	0	0	0	0	0	0	0	0	0	menafsirkan
interpretation	0	0	0	0	0	0	0	0	0	0	penafsiran
interpreter	0	0	0	0	0	0	0	0	0	0	penerjemah
interrelated	0	0	0	0	0	0	0	0	0	0	saling berhubungan
interrogate	0	0	0	1	0	0	0	0	0	0	menanyai
interrogation	0	0	0	1	0	0	0	0	0	0	interogasi
interrupt	1	0	0	0	0	1	0	0	1	0	mengganggu
interrupted	0	0	0	0	0	1	0	1	0	0	terganggu
interruption	0	0	0	0	0	0	0	0	0	0	gangguan
intersect	0	0	0	0	0	0	0	0	0	0	memotong
intersection	0	0	0	0	0	0	0	0	0	0	persimpangan
interstitial	0	0	0	0	0	0	0	0	0	0	pengantara
interval	0	0	0	0	0	0	0	0	0	0	selang
intervening	0	0	0	0	0	0	0	0	0	0	campur tangan
intervention	0	0	0	0	0	1	1	1	0	0	intervensi
interview	0	0	0	0	0	0	0	0	0	0	wawancara
interviewer	0	0	0	1	0	0	0	0	0	0	pewawancara
interworking	0	0	0	0	0	0	0	0	0	0	bekerja sama
intestate	0	0	0	0	0	1	0	0	0	0	tanpa berwasiat
intestinal	0	0	1	0	0	0	0	0	0	0	usus
intestine	0	0	0	0	0	0	0	0	0	0	usus
intestines	0	0	0	0	0	0	0	0	0	0	usus
intimacy	0	0	0	0	0	0	0	0	0	0	keintiman
intimate	0	1	0	0	1	0	1	0	0	1	intim
intimately	0	1	0	1	1	0	0	0	0	0	secara intim
intimation	0	0	0	0	0	0	0	0	0	0	isyarat
intimidate	0	0	0	1	0	1	0	0	0	0	mengancam
intimidation	1	0	0	1	0	1	0	0	0	0	intimidasi
intolerable	1	0	0	0	0	1	0	0	0	0	tak tertahankan
intolerance	1	0	1	1	0	1	0	0	0	0	intoleransi
intolerant	1	0	1	1	0	1	0	1	0	0	intoleran
intonation	0	0	0	0	0	0	1	0	0	0	intonasi
intoxicated	0	0	1	0	0	1	0	0	0	0	mabuk
intoxication	0	0	0	0	0	0	0	0	0	0	kemabukan
intractable	1	0	0	0	0	1	0	0	0	0	keras kepala
intramural	0	0	0	0	0	0	0	0	0	0	intramural
intrepid	0	0	0	0	0	0	1	0	0	0	pemberani
intricate	0	0	0	0	0	0	0	0	0	0	rumit
intrigue	0	1	0	1	0	1	0	0	1	0	intrik
intriguing	0	0	0	0	0	0	0	0	0	0	membuat penasaran
intrinsic	0	0	0	0	0	0	0	0	0	0	hakiki
intrinsically	0	0	0	0	0	0	0	0	0	0	secara intrinsik
introduction	0	0	0	0	0	0	0	0	0	0	pengantar
introductory	0	0	0	0	0	0	0	0	0	0	pengantar
introspection	0	0	0	0	0	0	0	0	0	0	introspeksi
introspective	0	0	0	0	0	0	0	0	0	0	mawas diri
intruder	1	0	0	1	0	1	0	0	1	0	pengacau
intrusion	0	0	0	1	0	1	0	0	0	0	intrusi
intrusive	1	0	1	1	0	1	0	0	1	0	mengganggu
intuition	0	0	0	0	0	0	1	0	0	1	intuisi
intuitive	0	0	0	0	0	0	1	0	0	0	intuitif
intuitively	0	1	0	0	0	0	0	0	0	0	secara intuitif
inundation	0	0	0	0	0	0	0	0	0	0	penggenangan
invade	1	0	0	1	0	1	0	1	1	0	menyerbu
invader	1	0	0	1	0	1	0	1	0	0	penyerbu
invalid	0	0	0	0	0	0	0	1	0	0	tidak sah
invalidate	0	0	0	0	0	1	0	0	0	0	membatalkan
invalidation	0	0	0	0	0	1	0	0	0	0	penghapusan
invalidity	0	0	0	0	0	1	0	0	0	0	ketidakabsahan
invaluable	0	0	0	0	0	0	0	0	0	0	tak ternilai
invariably	0	0	0	0	0	0	1	0	0	0	selalu
invasion	1	0	0	0	0	1	0	0	0	0	invasi
invent	0	0	0	0	0	0	0	0	0	0	menciptakan
invention	0	0	0	0	0	0	0	0	0	0	penemuan
inventive	0	0	0	0	0	0	1	0	0	0	inventif
inventor	0	0	0	0	0	0	1	0	0	0	penemu
inventory	0	0	0	0	0	0	0	0	0	0	inventaris
inverse	0	0	0	0	0	0	0	0	0	0	terbalik
inversely	0	0	0	0	0	0	0	0	0	0	terbalik
inversion	0	0	0	0	0	0	0	0	0	0	inversi
invert	0	0	0	0	0	0	0	0	0	0	membalikkan
inverted	0	0	0	0	0	0	0	0	0	0	terbalik
investigate	0	0	0	0	0	0	1	0	0	0	menyelidiki
investigation	0	1	0	0	0	0	0	0	0	0	penyelidikan
investigator	0	0	0	0	0	0	0	0	0	0	peneliti
investor	0	0	0	0	0	0	0	0	0	0	investor
invigorate	0	0	0	0	0	0	1	0	0	0	memperkuat
invincible	0	0	0	0	0	0	0	0	0	0	tak terkalahkan
invisibility	0	0	0	0	0	0	0	0	0	0	tembus pandang
invisible	0	0	0	0	0	0	0	0	0	0	tak terlihat
invitation	0	1	0	0	0	0	1	0	0	0	undangan
invite	0	1	0	0	1	0	1	0	1	1	mengundang
inviting	0	1	0	0	1	0	1	0	1	1	mengundang
invocation	0	1	0	0	0	0	0	0	0	1	doa
invoice	0	0	0	0	0	0	0	0	0	0	faktur
invoke	0	1	0	0	0	0	0	0	0	0	memohon
involuntary	0	0	0	0	0	1	0	0	0	0	tidak disengaja
involution	1	0	0	0	0	1	0	0	0	0	kerumitan
involvement	1	0	0	0	0	0	0	0	0	0	keterlibatan
inwards	0	0	0	0	0	0	0	0	0	0	isi perut
iota	0	0	0	0	0	0	0	0	0	0	sedikit pun
irate	1	0	0	0	0	1	0	0	0	0	marah
ire	1	0	0	0	0	1	0	0	0	0	kemarahan
iridescent	0	0	0	0	0	0	0	0	0	0	warnawarni
iris	0	0	0	1	0	0	0	0	0	0	iris
iron	0	0	0	0	0	0	1	0	0	1	besi
ironic	0	0	0	0	0	0	0	0	0	0	ironis
irons	0	0	0	0	0	1	0	0	0	0	besi
irony	0	0	0	0	0	0	0	0	0	0	ironi
irradiation	0	0	0	0	0	0	0	0	0	0	penyinaran
irrational	0	0	1	1	0	1	0	0	0	0	irasional
irrationality	0	0	0	0	0	1	0	0	0	0	irasionalitas
irreconcilable	1	0	0	1	0	1	0	1	0	0	tidak dapat didamaikan
irreducible	0	0	0	0	0	0	1	0	0	0	tidak dapat direduksi
irrefutable	0	0	0	0	0	0	1	0	0	1	tak terbantahkan
irregular	0	0	0	0	0	1	0	0	0	0	tidak teratur
irregularity	0	0	0	0	0	1	0	0	0	0	ketidakteraturan
irregularly	0	0	0	0	0	0	0	0	0	0	tidak teratur
irrelevant	0	0	0	0	0	1	0	0	0	0	tidak relevan
irreparable	0	0	0	1	0	1	0	1	0	0	tidak dapat diperbaiki
irrepressible	0	0	0	0	0	0	0	0	0	0	tak tertahankan
irresistible	0	0	0	0	0	0	0	0	0	0	sangat menarik
irrespective	0	0	0	0	0	0	0	0	0	0	terlepas dari
irresponsible	0	0	0	0	0	1	0	0	0	0	tidak bertanggung jawab
irreverent	0	0	0	0	0	1	0	0	0	0	kurang sopan
irreversible	0	0	0	0	0	0	0	0	0	0	ireversibel
irrevocable	0	0	0	0	0	1	0	0	0	0	tidak dapat dibatalkan
irrigate	0	0	0	0	0	0	0	0	0	0	mengairi
irrigation	0	0	0	0	0	0	0	0	0	0	irigasi
irritability	1	0	0	0	0	1	0	0	0	0	sifat lekas marah
irritable	1	0	0	0	0	1	0	0	0	0	rongseng
irritating	1	0	1	0	0	1	0	0	0	0	menjengkelkan
irritation	1	0	1	0	0	1	0	1	0	0	gangguan
island	0	0	0	0	0	0	0	0	0	0	pulau
isle	0	0	0	0	0	0	0	0	0	0	pulau kecil
islet	0	0	0	0	0	0	0	0	0	0	pulau kecil
isolate	0	0	0	0	0	0	0	1	0	0	memisahkan
isolated	0	0	0	1	0	1	0	1	0	0	terpencil
isolation	0	0	0	0	0	1	0	1	0	0	isolasi
isomorphism	0	0	0	0	0	0	0	0	0	0	isomorfisme
isothermal	0	0	0	0	0	0	0	0	0	0	isotermal
issue	0	0	0	0	0	0	0	0	0	0	masalah
itch	0	0	0	0	0	0	0	0	0	0	gatal
itching	0	0	0	0	0	0	0	0	0	0	gatal
item	0	0	0	0	0	0	0	0	0	0	barang
itemize	0	0	0	0	0	0	0	0	0	0	memperinci
items	0	0	0	0	0	0	0	0	0	0	item
iterate	0	0	0	0	0	0	0	0	0	0	pengulangan
iteration	0	0	0	0	0	0	0	0	0	0	pengulangan
iterative	0	0	0	0	0	0	0	0	0	0	berulang-ulang
itinerant	0	0	0	0	0	0	0	0	0	0	berkeliling
itinerary	0	0	0	0	0	0	0	0	0	0	rencana perjalanan
ivory	0	0	0	0	0	0	0	0	0	0	gading
jab	1	0	0	0	0	0	0	0	0	0	tusukan
jabber	0	0	0	0	0	1	0	0	0	0	mengoceh
jack	0	0	0	0	0	0	0	0	0	0	mendongkrak
jackass	0	0	0	0	0	0	0	0	0	0	keledai
jackpot	0	1	0	0	1	0	1	0	1	0	jackpot
jacks	0	0	0	0	0	0	0	0	0	0	jack
jade	0	0	0	0	0	0	0	0	0	0	giok
jag	0	0	0	0	0	0	0	0	0	0	perasaan
jagged	0	0	0	0	0	0	0	0	0	0	bergerigi
jaguar	0	0	0	0	0	0	0	0	0	0	jaguar
jail	0	0	0	1	0	1	0	1	0	0	penjara
jam	0	0	0	0	0	0	1	0	0	0	selai
jammed	0	0	0	0	0	0	0	0	0	0	macet
janitor	0	0	1	0	0	0	0	0	0	0	pesuruh
japan	0	0	0	0	0	0	0	0	0	0	Jepang
jar	0	0	0	0	0	0	0	0	0	0	stoples
jargon	0	0	0	0	0	1	0	0	0	0	jargon
jarring	0	0	0	1	0	1	0	1	0	0	menggelegar
jasper	0	0	0	0	0	0	0	0	0	0	jasper
jaundice	0	0	0	1	0	1	0	0	0	0	penyakit kuning
jaunt	0	0	0	0	0	0	0	0	0	0	bertamasya
javelin	0	0	0	0	0	0	0	0	0	0	lembing
jaw	0	0	0	0	0	0	0	0	0	0	rahang
jaws	0	0	0	1	0	0	0	0	0	0	mulut
jay	0	0	0	0	0	0	0	0	0	0	jay
jealous	1	0	1	0	0	1	0	0	0	0	cemburu
jealousy	1	0	1	1	0	1	0	1	0	0	kecemburuan
jeans	0	0	0	0	0	0	0	0	0	0	jeans
jeep	0	0	0	0	0	0	0	0	0	0	jip
jelly	0	0	0	0	0	0	0	0	0	0	jeli
jenny	0	0	0	0	0	0	0	0	0	0	jenny
jeopardize	1	0	0	1	0	1	0	0	0	0	membahayakan
jeopardy	0	1	0	1	0	1	0	0	0	0	bahaya
jerk	1	0	0	0	0	0	0	0	1	0	berengsek
jersey	0	0	0	0	0	0	0	0	0	0	baju kaos
jest	0	0	0	0	1	0	1	0	1	0	bersenda gurau
