English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Nepali Word
jute	0	0	0	0	0	0	0	0	0	0	जुट
juvenile	0	0	0	0	0	1	0	0	0	0	किशोर
juxtaposition	0	0	0	0	0	0	0	0	0	0	संयोजन
kaiser	0	0	0	0	0	0	0	0	0	0	kaiser
kaleidoscope	0	0	0	0	0	0	0	0	0	0	क्यालिडोस्कोप
kangaroo	0	0	0	0	0	0	0	0	0	0	कंगारु
kanji	0	0	0	0	0	0	0	0	0	0	कान्जी
karma	0	0	0	0	0	0	0	0	0	0	कर्म
kayak	0	0	0	0	0	0	0	0	0	0	कयाक
keel	0	0	0	0	0	0	0	0	0	0	हिला
keeper	0	0	0	0	0	0	0	0	0	0	रक्षक
keeping	0	0	0	0	0	0	0	0	0	0	राख्दै
keepsake	0	0	0	0	0	0	1	0	0	0	उपहार
keg	0	0	0	0	0	0	0	0	0	0	केग
ken	0	0	0	0	0	0	1	0	0	0	केन
kennel	0	0	0	0	0	0	0	1	0	0	केनेल
kern	0	0	0	0	0	1	0	0	0	0	कर्न
kernel	0	0	0	0	0	0	0	0	0	0	कर्नेल
kerosene	0	0	0	1	0	0	0	0	0	0	केरोसिन
kettle	0	0	0	0	0	0	0	0	0	0	केतली
key	0	0	0	0	0	0	0	0	0	0	कुञ्जी
keyhole	0	0	0	0	0	0	0	0	0	0	किहोल
keynote	0	0	0	0	0	0	1	0	0	0	मुख्य नोट
keystone	0	0	0	0	0	0	1	0	0	0	किस्टोन
khaki	0	0	0	0	0	0	0	0	0	0	खाकी
khan	0	0	0	1	0	0	0	0	0	1	खान
kick	1	0	0	0	0	1	0	0	0	0	लात
kicking	1	0	0	0	0	0	0	0	0	0	लात मार्दै
kid	0	0	0	0	0	0	0	0	0	0	बच्चा
kidding	0	0	0	0	0	0	0	0	0	0	जिस्केकाे
kidnap	1	0	0	1	0	1	0	1	1	0	अपहरण
kill	0	0	0	1	0	1	0	1	0	0	मार्नु
killing	1	0	0	1	0	1	0	1	0	0	हत्या
kiln	0	0	0	0	0	0	0	0	0	0	भट्टा
kilogram	0	0	0	0	0	0	0	0	0	0	किलोग्राम
kilometer	0	0	0	0	0	0	0	0	0	0	किलोमिटर
kilt	0	0	0	0	0	0	0	0	0	0	किल्ट
kimono	0	0	0	0	0	0	0	0	0	0	किमोनो
kin	0	0	0	0	0	0	0	0	0	0	आफन्त
kind	0	0	0	0	1	0	1	0	0	1	प्रकारको
kindergarten	0	0	0	0	0	0	0	0	0	0	बाल सदन
kindness	0	0	0	0	0	0	1	0	0	0	दया
kindred	0	1	0	0	1	0	1	0	0	1	आफन्त
kinematics	0	0	0	0	0	0	0	0	0	0	गतिशास्त्र
king	0	0	0	0	0	0	1	0	0	0	राजा
kingdom	0	0	0	0	0	0	0	0	0	0	राज्य
kink	0	0	0	0	0	0	0	0	0	0	किंक
kinky	0	0	0	0	0	0	0	0	0	0	किंकी
kiosk	0	0	0	0	0	0	0	0	0	0	किओस्क
kirk	0	0	0	0	0	0	0	0	0	0	कर्क
kiss	0	1	0	0	1	0	1	0	1	0	चुम्बन
kit	0	0	0	0	0	0	0	0	0	0	किट
kitchen	0	0	0	0	0	0	0	0	0	0	भान्सा
kite	0	0	1	0	0	1	0	0	0	0	पतंग
kitten	0	0	0	0	1	0	1	0	0	1	बिरालोको बच्चा
knack	0	0	0	0	0	0	1	0	0	0	सीप
knapsack	0	0	0	0	0	0	0	0	0	0	झोला
knead	0	0	0	0	0	0	0	0	0	0	मुछ्नु
knee	0	0	0	0	0	0	0	0	0	0	घुँडा
kneel	0	0	0	0	0	0	0	0	0	0	घुँडा टेक्नु
kneeling	0	0	0	0	0	0	0	0	0	0	घुँडा टेक्दै
knell	0	0	0	1	0	1	0	1	0	0	knell
knickers	0	0	0	0	0	0	0	0	0	1	निकरहरू
knife	0	0	0	0	0	0	0	0	0	0	चक्कु
knight	0	0	0	0	0	0	1	0	0	0	नाइट
knit	0	0	0	0	0	0	0	0	0	0	बुन्नु
knob	0	0	0	0	0	0	0	0	0	0	घुँडा
knock	0	0	0	0	0	0	0	0	0	0	ढकढक
knoll	0	0	0	0	0	0	0	0	0	0	knoll
knot	0	0	0	0	0	0	0	0	0	0	गाँठ
knotted	0	0	0	0	0	1	0	0	0	0	गाँठिएको
knowing	0	0	0	0	0	0	1	0	0	0	थाहा छ
knowingly	0	0	0	0	0	0	0	0	0	0	जानाजान
knowledge	0	0	0	0	0	0	1	0	0	0	ज्ञान
knuckle	0	0	0	0	0	0	0	0	0	0	घुँडा
kos	0	0	0	0	0	0	0	0	0	0	कोस
kris	0	0	0	0	0	0	0	0	0	0	kris
kudos	0	0	0	0	1	0	1	0	0	0	धन्यबाद
lab	0	0	0	0	0	0	0	0	0	0	प्रयोगशाला
label	0	0	0	0	0	0	0	0	0	1	लेबल
labor	0	1	0	0	1	0	1	0	1	1	श्रम
laboratory	0	0	0	0	0	0	0	0	0	0	प्रयोगशाला
labored	0	0	0	0	0	1	0	1	0	0	परिश्रम गरेको
laborer	0	0	0	0	0	0	0	0	0	0	मजदुर
laboring	0	0	0	0	0	0	0	0	0	0	श्रम गर्ने
laborious	0	0	0	0	0	1	0	0	0	0	मेहनती
labyrinth	0	1	0	0	0	1	0	0	0	0	भूलभुलैया
lac	0	0	0	0	0	0	0	0	0	0	लाख
lace	1	0	0	1	0	1	1	1	0	1	फीता
lack	0	0	0	0	0	1	0	0	0	0	अभाव
lacking	0	0	0	0	0	1	0	0	0	0	अभाव
lackluster	0	0	0	0	0	1	0	0	0	0	कमजोर
lacquer	0	0	0	0	0	0	0	0	0	0	लाह
lacrosse	0	0	0	0	0	0	0	0	0	0	ल्याक्रोस
lad	0	0	0	0	0	0	0	0	0	0	केटा
ladder	0	0	0	0	0	0	0	0	0	0	सीढी
laden	0	0	0	0	0	1	0	0	0	0	लादेन
lading	0	0	0	0	0	0	0	0	0	0	लडिङ्ग
ladle	0	0	0	0	0	0	0	0	0	0	करछुल
lady	0	0	0	0	0	0	0	0	0	0	महिला
lag	0	0	0	0	0	1	0	0	0	0	ढिलो
lagging	1	1	1	0	0	1	0	1	0	0	ढिलो
lagoon	0	0	0	0	0	0	0	0	0	0	ताल
lair	0	0	0	0	0	1	0	0	0	0	खोह
laity	0	0	0	0	0	0	0	0	0	0	समाज
lake	0	0	0	0	0	0	0	0	0	0	ताल
lama	0	0	0	0	0	0	0	0	0	0	लामा
lamb	0	0	0	0	1	0	1	0	0	1	भेडा
lament	0	0	1	1	0	1	0	1	0	0	विलाप
lamenting	0	0	0	0	0	0	0	1	0	0	विलाप गर्दै
lamina	0	0	0	0	0	0	0	0	0	0	लामिना
laminated	0	0	0	0	0	0	0	0	0	0	लेमिनेटेड
lamp	0	0	0	0	0	0	0	0	0	0	बत्ती
lance	0	0	0	0	0	0	0	0	0	0	लान्स
lancer	0	0	0	0	0	0	0	0	0	0	लान्सर
land	0	0	0	0	0	0	1	0	0	0	भूमि
landed	0	0	0	0	0	0	1	0	0	0	अवतरण गरियो
landing	0	0	0	0	0	0	0	0	0	0	अवतरण
landlocked	0	0	0	0	0	0	0	0	0	0	भूपरिवेष्ठित
landlord	0	0	0	0	0	0	0	0	0	0	जग्गा मालिक
landmark	0	0	0	0	0	0	0	0	0	1	ल्यान्डमार्क
lands	0	0	0	0	0	0	0	0	0	0	भूमिहरू
landscape	0	0	0	0	0	0	0	0	0	0	परिदृश्य
landscaping	0	0	0	0	0	0	0	0	0	0	भूनिर्माण
landslide	0	0	0	1	0	1	0	1	0	0	पहिरो
lane	0	0	0	0	0	0	0	0	0	0	लेन
language	0	0	0	0	0	0	0	0	0	0	भाषा
languid	0	0	0	0	0	1	0	0	0	0	सुस्त
languish	0	0	0	0	0	1	0	0	0	0	सुस्त हुनु
languishing	0	0	0	1	0	1	0	1	0	0	सुस्त
lanky	0	0	0	0	0	0	0	0	0	0	कमजोर
lantern	0	0	0	0	0	0	0	0	0	0	लालटेन
lap	0	0	0	0	0	0	0	0	0	0	ल्याप
lapel	0	0	0	0	0	0	0	0	0	0	lapel
lapse	0	0	0	0	0	1	0	0	0	0	चुक्नु
lapsed	0	0	0	0	0	0	0	0	0	0	चुक्यो
larceny	0	0	1	0	0	1	0	0	0	0	चोरी
lard	0	0	0	0	0	0	0	0	0	0	चिकना
larder	0	0	0	0	0	0	0	0	0	0	लर्डर
large	0	0	0	0	0	0	0	0	0	0	ठूलो
larger	0	0	1	0	0	0	0	0	1	1	ठूलो
largo	0	0	0	0	0	0	0	0	0	0	largo
lark	0	0	0	0	0	0	0	0	0	0	लार्क
larva	0	0	0	0	0	0	0	0	0	0	लार्भा
larynx	0	0	0	0	0	0	0	0	0	0	larynx
laser	0	0	0	0	0	0	1	0	0	1	लेजर
lash	1	0	0	1	0	1	0	0	0	0	प्रहार
lass	0	0	0	0	0	0	0	0	0	0	केटी
lasso	0	0	0	0	0	0	0	0	0	0	लासो
lasting	0	0	0	0	0	0	0	0	0	0	स्थायी
latch	0	0	0	0	0	0	0	0	0	0	कुंडी
late	0	0	0	0	0	1	0	1	0	0	ढिलो
lateness	0	0	0	0	0	1	0	0	0	0	ढिलाइ
latent	1	1	1	0	0	1	0	0	1	0	अव्यक्त
lateral	0	0	0	0	0	0	0	0	0	0	पार्श्व
laterally	0	0	0	0	0	0	0	0	0	0	पछिल्ला रूपमा
latex	0	0	0	0	0	0	0	0	0	0	लेटेक्स
lathe	0	0	0	0	0	0	0	0	0	0	खराद
lather	0	0	0	0	0	0	0	0	0	0	साबुन
latitude	0	0	0	0	0	0	0	0	0	0	अक्षांश
latrines	0	0	1	0	0	1	0	0	0	0	शौचालय
lattice	0	0	0	0	0	0	0	0	0	0	जाली
laudable	0	0	0	0	0	0	1	0	0	0	प्रशंसनीय
laugh	0	0	0	0	1	0	1	0	1	0	हाँस्न
laughable	0	0	1	0	0	1	0	0	0	0	हास्यास्पद
laughing	0	0	0	0	1	0	1	0	0	0	हास्नु
laughter	0	1	0	0	1	0	1	0	1	0	हाँसो
launch	0	1	0	0	0	0	1	0	0	0	प्रक्षेपण
laundry	0	0	0	0	0	0	0	0	0	0	लुगा धुने
laureate	0	0	0	0	0	0	1	0	0	1	विजेता
laurel	0	0	0	0	0	0	1	0	0	0	laurel
laurels	0	0	0	0	1	0	1	0	0	0	laurels
lava	1	0	0	1	0	1	0	0	0	0	लाभा
lavage	0	0	0	0	0	0	0	0	0	0	lavage
lavatory	0	0	1	0	0	0	0	0	0	0	शौचालय
lavender	0	0	0	0	0	0	0	0	0	0	ल्याभेन्डर
lavish	0	0	0	0	0	0	1	0	0	0	भव्य
law	0	0	0	0	0	0	0	0	0	1	कानुन
lawful	0	0	0	0	0	0	1	0	0	1	वैध
lawlessness	1	0	0	1	0	1	0	0	0	0	अराजकता
lawn	0	0	0	0	0	0	0	0	0	0	ल्यान
lawsuit	1	0	1	1	0	1	0	1	1	0	मुद्दा
lawyer	1	0	1	1	0	1	0	0	0	0	वकिल
lax	0	0	0	0	0	1	0	1	0	0	ढिलो
laxative	0	0	1	1	0	1	0	0	0	0	रेचक
lay	0	0	0	0	0	0	0	0	0	0	बिछ्याउनु
layer	0	0	0	0	0	0	0	0	0	0	तह
layered	0	0	0	0	0	0	0	0	0	0	स्तरित
layman	0	0	0	0	0	0	0	0	0	0	सामान्य मानिस
lazy	0	0	0	0	0	1	0	0	0	0	अल्छी
lea	0	0	0	0	0	0	0	0	0	0	lea
lead	0	0	0	0	0	0	1	0	0	0	नेतृत्व
leader	0	0	0	0	0	0	1	0	0	1	नेता
leading	0	0	0	0	0	0	0	0	0	1	अग्रणी
leads	0	0	0	0	0	0	0	0	0	0	नेतृत्व गर्दछ
leaf	0	0	0	0	0	0	0	0	0	0	पात
leaflet	0	0	0	0	0	0	0	0	0	0	पर्चा
leafy	0	0	0	0	0	0	0	0	0	0	पातदार
league	0	0	0	0	0	0	1	0	0	0	लिग
leak	0	0	0	0	0	1	0	0	0	0	चुहावट
leakage	0	0	0	0	0	1	0	0	0	0	चुहावट
leaky	0	0	0	0	0	1	0	0	0	0	चुहावट
lean	0	0	0	0	0	0	0	0	0	0	दुबला
leaned	0	0	0	0	0	0	0	0	0	0	झुक्यो
leaning	0	0	0	0	0	0	0	0	0	1	झुकाव
leap	0	0	0	0	0	0	0	0	0	0	छलांग
learn	0	0	0	0	0	0	1	0	0	0	सिक्नुहोस्
learned	0	0	0	0	0	0	0	0	0	0	सिकेका
learner	0	0	0	0	0	0	0	0	0	0	शिक्षार्थी
learning	0	0	0	0	0	0	1	0	0	0	सिक्ने
lease	0	0	0	0	0	0	0	0	0	0	भाडा
leash	0	0	0	0	0	0	0	0	0	0	पट्टा
leather	0	0	0	0	0	0	0	0	0	0	छाला
leathery	0	0	0	0	0	0	0	0	0	0	छालाको
leave	0	0	0	0	0	1	0	1	1	0	छोड
lecture	0	0	0	0	0	0	0	0	0	0	व्याख्यान
lecturer	0	0	0	0	0	0	1	0	0	0	व्याख्याता
ledge	0	0	0	0	0	0	0	0	0	0	किनारा
ledger	0	0	0	0	0	0	0	0	0	0	लेजर
lee	0	0	0	0	0	0	0	0	0	0	ली
leech	0	0	0	0	0	1	0	0	0	0	जोंक
leeches	0	0	1	1	0	1	0	0	0	0	जोंक
leer	0	0	1	0	0	1	0	0	0	0	leer
leery	0	0	0	0	0	0	0	0	1	0	लचिलो
lees	0	0	0	0	0	0	0	0	0	0	lees
leeway	0	0	0	0	0	0	1	0	0	0	छूट
left	0	0	0	0	0	0	0	0	0	0	बायाँ
leg	0	0	0	0	0	0	0	0	0	0	खुट्टा
legacy	0	0	0	0	0	0	0	0	0	0	विरासत
legal	0	0	0	0	0	0	1	0	0	1	कानूनी
legality	0	0	0	0	0	0	0	0	0	0	वैधानिकता
legalize	0	0	0	0	0	0	0	0	0	0	वैधानिकीकरण
legalized	1	0	0	1	1	0	1	0	0	1	वैधानिक
legally	0	0	0	0	0	0	0	0	0	0	कानूनी रूपमा
legend	0	0	0	0	0	0	0	0	0	0	पौराणिक कथा
legendary	0	0	0	0	0	0	1	0	0	0	पौराणिक
legibility	0	0	0	0	0	0	1	0	0	0	स्पष्टता
legible	0	0	0	0	0	0	1	0	0	0	पढ्न सकिने
legion	0	0	0	0	0	0	0	0	0	0	सेना
legislate	0	0	0	0	0	0	0	0	0	0	कानून बनाउने
legislation	0	0	0	0	0	0	0	0	0	0	विधान
legislative	0	0	0	0	0	0	0	0	0	0	विधायी
legislator	0	0	0	0	0	0	0	0	0	1	विधायक
legislature	0	0	0	0	0	0	0	0	0	1	विधायिका
legitimacy	0	0	0	0	0	0	0	0	0	1	वैधता
legs	0	0	0	0	0	0	0	0	0	0	खुट्टा
legume	0	0	0	0	0	0	0	0	0	0	फलियाँ
leisure	0	1	0	0	1	0	1	0	1	1	फुर्सद
leisurely	0	0	0	0	0	0	1	0	0	0	फुर्सदमा
lemma	0	0	0	0	0	0	1	0	0	0	lemma
lemon	0	0	1	0	0	1	0	0	0	0	कागती
lend	0	0	0	0	0	0	0	0	0	0	उधारो
lender	0	0	0	0	0	0	0	0	0	1	ऋणदाता
lending	0	0	0	0	0	0	0	0	0	0	उधारो
length	0	0	0	0	0	0	0	0	0	0	लम्बाइ
lengthen	0	0	0	0	0	0	0	0	0	0	लम्ब्याउने
lengthened	0	0	0	0	0	0	0	0	0	0	लम्बाइयो
lengthening	0	0	0	0	0	0	0	0	0	0	लम्बाइँदै
lengthwise	0	0	0	0	0	0	0	0	0	0	लम्बाइमा
lengthy	0	0	0	0	0	0	0	0	0	0	लामो
leniency	0	0	0	0	0	0	0	0	0	0	उदारता
lenient	0	0	0	0	0	0	1	0	0	0	उदार
lens	0	0	0	0	0	0	0	0	0	0	लेन्स
leopard	0	0	0	0	0	0	0	0	0	0	चितुवा
leprosy	0	0	1	1	0	1	0	1	0	0	कुष्ठरोग
lessee	0	0	0	0	0	0	0	0	0	0	भाडामा लिने
lessen	0	1	0	0	0	1	0	0	0	0	घटाउनु
lessening	0	0	0	0	0	0	0	0	0	0	कम गर्दै
lesser	0	0	1	0	0	1	0	0	0	0	कम
lesson	0	1	0	0	0	0	1	0	0	1	पाठ
lessor	0	0	0	0	0	0	0	0	0	0	पट्टादाता
lethal	0	0	1	1	0	1	0	1	0	0	घातक
lethargic	0	0	0	0	0	0	0	0	0	0	सुस्त
lethargy	0	0	0	0	0	1	0	1	0	0	सुस्ती
letter	0	1	0	0	0	0	0	0	0	0	पत्र
lettered	0	1	0	0	0	0	1	0	0	1	पत्र लेखिएको
letters	0	0	0	0	0	0	0	0	0	0	अक्षरहरू
lettuce	0	0	0	0	0	0	0	0	0	0	सलाद
leukemia	1	0	0	1	0	1	0	1	0	0	ल्युकेमिया
levee	0	0	0	0	0	0	0	0	0	1	levee
level	0	0	0	0	0	0	1	0	0	1	स्तर
lever	0	0	0	0	0	0	0	0	0	0	लीभर
leverage	0	0	0	0	0	0	1	0	0	0	लाभ उठाउने
levy	0	0	0	0	0	1	0	0	0	0	लेवी
lewd	0	0	1	0	0	1	0	0	0	0	अश्लील
lexicon	0	0	0	0	0	0	0	0	0	0	शब्दकोश
ley	0	0	0	0	0	0	0	0	0	0	ley
liabilities	0	0	0	0	0	0	0	0	0	0	दायित्वहरू
liability	0	0	0	0	0	0	0	0	0	0	दायित्व
liaison	0	0	0	0	0	1	0	0	0	0	सम्पर्क
liar	0	0	1	0	0	1	0	0	0	0	झूटो
libel	1	0	0	1	0	1	0	0	0	1	मानहानि
libelous	0	0	0	0	0	0	0	0	0	0	अपमानजनक
liberal	0	0	0	0	0	1	1	0	0	0	उदार
liberalism	0	0	0	0	0	0	0	0	0	0	उदारवाद
liberate	1	1	0	0	1	0	1	0	1	1	मुक्त गर्ने
liberation	0	1	0	0	1	0	1	0	1	0	मुक्ति
liberty	0	1	0	0	1	0	1	0	1	1	स्वतन्त्रता
libido	0	0	0	0	0	0	0	0	0	0	कामवासना
librarian	0	0	0	0	0	0	0	0	0	0	लाइब्रेरियन
library	0	0	0	0	0	0	1	0	0	0	पुस्तकालय
libretto	0	0	0	0	0	0	0	0	0	0	libretto
license	0	0	0	0	0	0	0	0	0	0	इजाजतपत्र
lichen	0	0	0	0	0	0	0	0	0	0	लाइकेन
lick	0	0	1	0	0	1	0	0	0	0	चाट्नु
lid	0	0	0	0	0	0	0	0	0	0	ढक्कन
lie	1	0	1	0	0	1	0	1	0	0	झूट
liege	0	0	0	0	0	0	0	0	0	0	liege
lien	0	0	0	0	0	0	0	0	0	0	ग्रहणाधिकार
lieu	0	0	0	0	0	0	0	0	0	0	lieu
lieutenant	0	0	0	0	0	0	0	0	0	1	लेफ्टिनेन्ट
life	0	0	0	0	0	0	0	0	0	0	जीवन
lifeblood	0	0	0	0	0	0	1	0	0	0	जीवन रगत
lifeboat	0	0	0	0	0	0	0	0	0	0	लाइफबोट
lifeless	0	0	0	1	0	1	0	1	0	0	निर्जीव
lifelike	0	0	0	0	0	0	0	0	0	0	जीवन जस्तो
lifelong	0	0	0	0	0	0	0	0	0	0	आजीवन
lifetime	0	0	0	0	0	0	0	0	0	0	जीवन भरि
lift	0	0	0	0	0	0	0	0	0	0	लिफ्ट
ligament	0	0	0	0	0	0	0	0	0	0	लिगामेन्ट
ligation	0	0	0	0	0	0	0	0	0	0	बंधन
light	0	0	0	0	0	0	0	0	0	0	प्रकाश
lighten	0	0	0	0	0	0	0	0	0	0	हल्का पार्नु
lighthouse	0	0	0	0	0	0	1	0	0	0	लाइटहाउस
lightness	0	0	0	0	0	0	0	0	0	0	हल्कापन
lightning	1	0	0	1	0	0	0	0	1	0	बिजुली
likelihood	0	0	0	0	0	0	0	0	0	0	सम्भावना
likeness	0	0	0	0	0	0	0	0	0	0	समानता
likewise	0	0	0	0	0	0	0	0	0	0	त्यस्तै गरी
liking	0	0	0	0	1	0	1	0	0	1	मनपर्ने
lilac	0	0	0	0	0	0	0	0	0	0	लिलाक
lily	0	0	0	0	0	0	0	0	0	0	लिली
limb	0	0	0	0	0	0	0	0	0	0	अंग
limbo	0	0	0	0	0	0	0	0	0	0	लिम्बो
limit	0	0	0	0	0	0	0	0	0	0	सीमा
limitation	0	0	0	0	0	0	0	0	0	0	सीमा
limited	1	0	0	0	0	1	0	1	0	0	सीमित
limitless	0	0	0	0	0	0	0	0	0	0	असीमित
limousine	0	0	0	0	0	0	0	0	0	0	लिमोसिन
limp	0	0	0	0	0	1	0	0	0	0	लङ्गडा
lin	0	0	0	0	0	0	0	0	0	0	लिन
line	0	0	0	0	0	0	0	0	0	0	रेखा
lineage	0	0	0	0	0	0	0	0	0	0	वंश
lineal	0	0	0	0	0	0	0	0	0	0	रेखात्मक
linear	0	0	0	0	0	0	0	0	0	0	रेखीय
lined	0	0	0	0	0	0	0	0	0	0	लाइन लगाइएको
linen	0	0	0	0	0	0	0	0	0	0	लिनेन
liner	0	0	0	0	0	0	0	0	0	0	लाइनर
lines	0	0	0	1	0	0	0	0	0	0	रेखाहरू
linger	0	1	0	0	0	0	0	0	0	0	ढिलो
lingo	0	0	0	0	0	0	0	0	0	0	lingo
lingual	0	0	0	0	0	0	0	0	0	0	भाषिक
linguist	0	0	0	0	0	0	1	0	0	1	भाषाविद्
linguistic	0	0	0	0	0	0	0	0	0	0	भाषिक
linguistics	0	0	0	0	0	0	0	0	0	0	भाषाविज्ञान
lining	0	0	0	0	0	0	0	0	0	0	अस्तर
link	0	0	0	0	0	0	0	0	0	0	लिङ्क
linoleum	0	0	0	0	0	0	0	0	0	0	लिनोलियम
lint	0	0	0	0	0	1	0	0	0	0	लिन्ट
lion	0	0	0	1	0	0	1	0	0	0	सिंह
lip	0	0	0	0	0	0	0	0	0	0	ओठ
lipstick	0	0	0	0	0	0	0	0	0	0	लिपस्टिक
liquefaction	0	0	0	0	0	0	0	0	0	0	द्रवीकरण
liquefied	0	0	0	0	0	0	0	0	0	0	तरलित
liqueur	0	0	0	0	0	0	0	0	0	0	रक्सी
liquid	0	0	0	0	0	0	0	0	0	0	तरल पदार्थ
liquidate	0	0	0	0	0	0	0	0	0	0	परिसमापन
liquidation	0	0	0	0	0	0	0	0	0	0	परिसमापन
liquidator	0	0	0	0	0	0	0	0	0	0	लिक्विडेटर
liquidity	0	0	0	0	0	0	0	0	0	0	तरलता
liquor	1	0	0	0	1	1	0	1	0	0	रक्सी
lisp	0	0	0	0	0	0	0	0	0	0	lisp
list	0	0	0	0	0	0	0	0	0	0	सूची
listen	0	0	0	0	0	0	0	0	0	0	सुन्नुहोस्
listener	0	0	0	0	0	0	0	0	0	0	श्रोता
listing	0	0	0	0	0	0	0	0	0	0	सूचीकरण
listless	0	0	0	0	0	1	0	1	0	0	सुचीविहीन
litany	0	0	0	0	0	0	0	0	0	0	litany
literally	0	0	0	0	0	0	0	0	0	0	शाब्दिक रूपमा
literary	0	0	0	0	0	0	0	0	0	0	साहित्यिक
literature	0	0	0	0	0	0	0	0	0	0	साहित्य
lithe	0	0	0	0	0	0	1	0	0	0	lithe
lithograph	0	0	0	0	0	0	0	0	0	0	लिथोग्राफ
lithography	0	0	0	0	0	0	0	0	0	0	लिथोग्राफी
lithology	0	0	0	0	0	0	0	0	0	0	लिथोलोजी
lithosphere	0	0	0	0	0	0	0	0	0	0	लिथोस्फियर
litigant	0	0	0	0	0	1	0	0	0	0	मुद्दा चलाउने
litigate	1	1	1	1	0	1	0	1	0	0	मुद्दा हाल्ने
litigation	0	0	0	0	0	1	0	0	0	0	मुद्दा
litigious	1	0	1	0	0	1	0	0	0	0	विवादास्पद
litter	0	0	0	0	0	1	0	0	0	0	फोहोर
littoral	0	0	0	0	0	0	0	0	0	0	तटीय
liturgy	0	0	0	0	0	0	0	0	0	0	पूजाआजा
livelihood	0	0	0	0	0	0	0	0	0	0	आजीविका
livery	0	0	0	0	0	0	0	0	0	0	लिभरी
livid	1	0	1	0	0	1	0	0	0	0	जीन्दगी
living	0	0	0	0	0	0	0	0	0	0	जीवित
llama	0	0	0	0	0	0	0	0	0	0	लामा
load	0	0	0	0	0	0	0	0	0	0	लोड
loaf	0	0	0	0	0	1	0	0	0	0	रोटी
loafer	0	0	0	0	0	1	0	0	0	0	लोफर
loam	0	0	0	0	0	0	0	0	0	0	दोमट
loan	0	0	0	0	0	0	0	0	0	0	ऋण
loath	1	0	0	0	0	1	0	0	0	0	घृणा
loathe	1	0	1	0	0	1	0	0	0	0	घृणा
loathing	0	0	1	0	0	1	0	0	0	0	घृणा
loathsome	1	0	1	0	0	1	0	0	0	0	घृणित
lobby	0	0	0	0	0	0	0	0	0	0	लबी
lobbyist	0	0	0	0	0	1	0	0	0	0	लबीस्ट
lobe	0	0	0	0	0	0	0	0	0	0	लोब
local	0	0	0	0	0	0	0	0	0	0	स्थानिय
locale	0	0	0	0	0	0	0	0	0	0	लोकेल
locality	0	0	0	0	0	0	0	0	0	0	इलाका
localization	0	0	0	0	0	0	0	0	0	0	स्थानीयकरण
localize	0	1	0	0	0	0	0	0	0	0	स्थानीयकरण
locate	0	0	0	0	0	0	0	0	0	0	पत्ता लगाउनुहोस्
location	0	0	0	0	0	0	0	0	0	0	स्थान
loch	0	0	0	0	0	0	0	0	0	0	लोच
lock	0	0	0	0	0	0	0	0	0	0	ताला
locker	0	0	0	0	0	0	0	0	0	0	लकर
locksmith	0	0	0	0	0	0	0	0	0	0	ताला बनाउने
lockup	0	0	0	1	0	1	0	1	0	0	तालाबन्दी
locomotion	0	0	0	0	0	0	0	0	0	0	लोकोमोशन
locomotive	0	0	0	0	0	0	0	0	0	0	लोकोमोटिभ
locust	0	0	0	1	0	1	0	0	0	0	सलह
lodge	0	0	0	0	0	0	0	0	0	0	लज
lodger	0	0	0	0	0	0	0	0	0	0	लजर
lodging	0	0	0	0	0	0	0	0	0	1	आवास
loft	0	0	0	0	0	0	0	0	0	0	माचा
lofty	0	0	0	0	0	1	0	0	0	0	उच्च
log	0	0	0	0	0	0	0	0	0	0	लग
logarithm	0	0	0	0	0	0	0	0	0	0	लोगारिदम
logarithmic	0	0	0	0	0	0	0	0	0	0	लॉगरिदमिक
logic	0	0	0	0	0	0	0	0	0	0	तर्क
logical	0	0	0	0	0	0	1	0	0	0	तार्किक
logistics	0	0	0	0	0	0	0	0	0	0	रसद
logotype	0	0	0	0	0	0	0	0	0	0	लोगोटाइप
loin	0	0	0	0	0	0	0	0	0	0	कमर
lollipop	0	0	0	0	0	0	0	0	0	0	ललीपप
lone	0	0	0	0	0	0	0	1	0	0	एक्लो
loneliness	0	0	0	1	0	1	0	1	0	0	एक्लोपन
lonely	1	0	1	1	0	1	0	1	0	0	एक्लो
lonesome	0	0	0	0	0	1	0	1	0	0	एक्लो
long	0	1	0	0	0	0	0	0	0	0	लामो
longevity	0	0	0	0	0	0	1	0	0	0	दीर्घायु
longing	0	1	0	0	0	0	0	1	0	0	लालसा
longitude	0	0	0	0	0	0	0	0	0	0	देशान्तर
longitudinal	0	0	0	0	0	0	0	0	0	0	अनुदैर्ध्य
longitudinally	0	0	0	0	0	0	0	0	0	0	लामो समयसम्म
loo	0	0	1	0	0	1	0	0	0	0	loo
lookout	0	0	0	0	0	0	0	0	0	0	बाहिर हेर
loom	0	1	0	1	0	1	0	0	0	0	करघा
looming	0	0	0	0	0	0	0	0	0	0	लुमिङ
loon	0	0	1	0	0	1	0	0	0	0	लुन
loony	0	0	0	0	0	1	0	0	0	0	मूर्ख
loop	0	0	0	0	0	0	0	0	0	0	लुप
loophole	0	0	0	0	0	0	0	0	0	0	लूपोल
loosen	0	0	0	0	0	0	0	0	0	0	ढिलो गर्नु
loosening	0	0	0	0	0	0	0	0	0	0	ढिलो गर्दै
loot	0	0	0	0	0	1	0	0	0	0	लुट
lop	0	0	0	0	0	0	0	0	0	0	लप
