English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Portuguese Word
improve	0	1	0	0	1	0	1	0	0	1	melhorar
improved	0	0	0	0	0	0	1	0	0	0	melhorou
improvement	0	0	0	0	1	0	1	0	0	1	melhoria
improving	0	0	0	0	0	0	1	0	0	0	melhorando
improvisation	0	0	0	0	0	0	0	0	1	0	improvisação
improvise	0	1	0	0	0	0	1	0	1	0	improvisar
improvised	0	0	0	0	0	0	0	0	0	0	improvisado
imprudent	0	0	0	0	0	1	0	1	0	0	imprudente
impulse	0	0	0	0	0	0	0	0	0	0	impulso
impunity	0	0	0	0	0	0	0	0	0	0	impunidade
impure	0	0	1	0	0	1	0	0	0	0	impuro
impurity	0	0	1	0	0	1	0	0	0	0	impureza
imputation	0	0	0	0	0	1	0	0	0	0	imputação
inability	0	0	0	0	0	1	0	1	0	0	incapacidade
inaccessible	0	0	0	0	0	1	0	0	0	0	inacessível
inaccurate	0	0	0	0	0	1	0	0	0	0	impreciso
inaction	0	0	0	0	0	1	0	0	0	0	inação
inactivate	0	0	0	0	0	0	0	0	0	0	inativar
inactivation	0	0	0	0	0	0	0	0	0	0	inativação
inactive	0	0	0	0	0	0	0	0	0	0	inativo
inactivity	0	0	0	0	0	1	0	0	0	0	inatividade
inadequacy	0	0	0	0	0	1	0	0	0	0	inadequação
inadequate	0	0	0	0	0	1	0	1	0	0	inadequado
inadmissible	1	0	1	0	0	1	0	0	0	0	inadmissível
inadvertent	0	0	0	0	0	0	0	0	0	0	inadvertido
inadvertently	0	0	0	0	0	0	0	0	0	0	inadvertidamente
inalienable	0	0	0	0	0	0	1	0	0	0	inalienável
inane	0	0	0	0	0	1	0	0	0	0	fútil
inanimate	0	0	0	0	0	0	0	0	0	0	inanimado
inapplicable	0	0	0	0	0	1	0	0	0	0	inaplicável
inappropriate	1	0	1	0	0	1	0	1	0	0	inapropriado
inattention	1	0	0	0	0	1	0	0	0	0	desatenção
inaudible	0	0	0	0	0	1	0	0	0	0	inaudível
inaugural	0	1	0	0	0	0	0	0	0	0	inaugural
inaugurate	0	0	0	0	0	0	0	0	0	0	inaugurar
inauguration	0	1	0	0	1	0	1	0	0	1	inauguração
inborn	0	0	0	0	0	0	0	0	0	0	inato
inbred	0	0	0	0	0	0	0	0	0	0	puro
incalculable	0	0	0	0	0	1	0	0	0	0	incalculável
incandescent	0	0	0	0	0	0	0	0	0	0	incandescente
incapable	0	0	0	0	0	0	0	0	0	0	incapaz
incapacity	0	0	0	0	0	1	0	0	0	0	incapacidade
incarceration	1	0	1	1	0	1	0	1	0	0	encarceramento
incase	1	0	1	1	0	1	0	1	0	0	em caso
incendiary	1	0	0	1	0	1	0	0	1	0	incendiário
incense	1	0	0	0	0	1	0	0	0	0	incenso
incentive	0	0	0	0	0	0	0	0	0	0	incentivo
inception	0	0	0	0	0	0	0	0	0	0	começo
incessant	0	0	0	0	0	1	0	0	0	0	incessante
incessantly	0	0	0	0	0	0	0	0	0	0	incessantemente
incest	1	0	1	1	0	1	0	1	0	0	incesto
incestuous	0	0	1	0	0	1	0	0	0	0	incestuoso
inch	0	0	0	0	0	0	0	0	0	0	polegada
incidence	0	0	0	0	0	0	0	0	0	0	incidência
incident	0	0	0	0	0	0	0	0	1	0	incidente
incidentally	0	0	0	0	0	0	0	0	0	0	incidentalmente
incineration	0	0	0	0	0	1	0	0	0	0	incineração
incipient	0	0	0	0	0	0	0	0	0	0	incipiente
incision	0	0	0	0	0	0	0	0	0	0	incisão
incisive	0	0	0	0	0	0	1	0	0	0	incisivo
incite	1	1	0	1	0	1	0	0	0	0	incitar
incitement	0	0	0	0	0	0	0	0	0	0	incitamento
inclement	0	0	0	0	0	1	0	0	0	0	inclemente
inclination	0	0	0	0	0	0	0	0	0	0	inclinação
incline	0	0	0	0	0	0	0	0	0	1	inclinar
inclined	0	0	0	0	0	0	0	0	0	0	inclinado
include	0	0	0	0	0	0	1	0	0	0	incluir
included	0	0	0	0	0	0	1	0	0	0	incluído
including	0	0	0	0	0	0	1	0	0	0	Incluindo
inclusion	0	0	0	0	0	0	0	0	0	1	inclusão
inclusive	0	0	0	0	0	0	1	0	0	0	inclusivo
incognito	0	0	0	0	0	0	0	0	0	0	incógnito
incoherent	0	0	0	0	0	1	0	0	0	0	incoerente
income	0	1	0	0	1	1	1	1	0	1	renda
incoming	0	0	0	0	0	0	0	0	0	0	entrada
incompatible	1	0	1	0	0	1	0	1	0	0	incompatível
incompetence	0	0	0	0	0	1	0	0	0	0	incompetência
incompetent	1	0	0	0	0	1	0	1	0	0	incompetente
incompletely	0	0	0	0	0	0	0	0	0	0	incompleto
incompleteness	0	0	0	0	0	1	0	0	0	0	incompletude
incomprehensible	0	0	0	0	0	1	0	0	0	0	incompreensível
inconclusive	0	0	0	0	0	0	0	0	0	0	inconclusivo
incongruous	1	0	0	0	0	1	0	0	0	0	incongruente
inconsequential	0	0	0	0	0	1	0	1	0	0	inconsequente
inconsiderate	1	0	1	0	0	1	0	1	0	0	inconsiderado
inconsistency	0	0	0	0	0	1	0	0	0	0	inconsistência
inconspicuous	0	0	0	0	0	0	0	0	0	0	imperceptível
incontinence	0	0	0	0	0	0	0	0	1	0	incontinência
inconvenient	1	0	1	0	0	1	0	1	0	0	inconveniente
incorporate	0	0	0	0	0	0	0	0	0	0	incorporar
incorporation	0	0	0	0	0	0	0	0	0	0	incorporação
incorrect	0	0	0	0	0	1	0	0	0	0	incorreta
increase	0	0	0	0	0	0	1	0	0	0	aumentar
increased	0	0	0	0	0	0	0	0	0	0	aumentou
incredulous	1	0	1	0	0	1	0	0	0	0	incrédulo
increment	0	0	0	0	0	0	0	0	0	0	incremento
incrimination	0	0	0	1	0	1	0	1	0	0	incriminação
incubation	0	0	0	0	0	0	0	0	0	0	incubação
incubus	0	0	1	1	0	1	0	0	0	0	íncubo
incur	0	0	0	0	0	1	0	0	0	0	incorrer
incurable	1	0	1	1	0	1	0	1	0	0	incurável
incursion	0	0	0	1	0	1	0	0	0	0	incursão
indebted	0	0	0	0	0	0	0	0	0	0	endividado
indecency	1	0	1	0	0	0	0	0	0	0	indecência
indecent	0	0	1	0	0	1	0	0	0	0	indecente
indecision	0	0	0	0	0	1	0	0	0	0	indecisão
indecisive	0	0	0	0	0	1	0	0	0	0	indeciso
indefensible	0	0	0	1	0	1	0	0	0	0	indefensável
indelible	0	0	0	0	0	0	1	0	0	1	indelével
indemnification	0	0	0	0	0	0	0	0	0	0	indenização
indemnify	0	0	0	0	0	1	0	0	0	0	indenizar
indemnity	0	0	0	0	0	0	1	0	0	1	indenização
indent	0	0	0	0	0	0	0	0	0	1	recuar
indentation	0	0	0	0	0	0	0	0	0	0	recuo
indenture	1	0	0	0	0	1	0	0	0	0	escritura
independence	0	1	0	0	1	0	1	0	1	1	independência
independent	0	0	0	0	0	0	0	0	0	0	independente
indescribable	0	0	0	0	0	0	0	0	0	0	indescritível
indestructible	0	0	0	0	0	0	1	0	0	1	indestrutível
indeterminate	0	0	0	0	0	1	0	0	0	0	indeterminado
index	0	0	0	0	0	0	0	0	0	0	índice
indicating	0	0	0	0	0	0	0	0	0	0	indicando
indication	0	0	0	0	0	0	0	0	0	0	indicação
indicative	0	0	0	0	0	0	0	0	0	0	indicativo
indicator	0	0	0	0	0	0	0	0	0	0	indicador
indice	0	0	0	0	0	0	0	0	0	0	índice
indict	1	0	0	1	0	1	0	0	0	0	indiciar
indictment	0	0	0	1	0	1	0	0	0	0	acusação
indifference	1	0	1	1	0	1	0	1	0	0	indiferença
indigenous	0	0	0	0	0	0	0	0	0	0	indígena
indigent	0	0	0	0	0	1	0	1	0	0	indigente
indigestion	0	0	0	0	0	0	0	0	0	0	indigestão
indignant	1	0	0	0	0	1	0	0	0	0	indignado
indignation	1	0	1	0	0	1	0	0	0	0	indignação
indigo	0	0	0	0	0	0	0	0	0	0	índigo
indirect	0	0	0	0	0	0	0	0	0	0	indireto
indispensable	0	0	0	0	0	0	0	0	0	0	indispensável
indistinct	0	0	0	0	0	1	0	0	0	0	indistinto
indistinguishable	0	0	0	0	0	0	0	0	0	0	indistinguível
individuality	0	0	0	0	0	0	1	0	0	0	individualidade
indivisible	0	0	0	0	0	0	0	0	0	1	indivisível
indoctrination	1	0	0	1	0	1	0	0	0	0	doutrinação
indolent	0	0	0	0	0	1	0	0	0	0	indolente
indomitable	0	0	0	1	0	0	1	0	0	0	indomável
indoor	0	0	0	0	0	0	0	0	0	0	interior
induce	0	0	0	0	0	0	0	0	0	0	induzir
induced	0	0	0	0	0	0	0	0	0	0	induzido
inducement	0	0	0	0	0	0	0	0	0	0	indução
induction	0	0	0	0	0	0	0	0	0	0	indução
indulge	0	0	0	0	0	0	0	0	0	0	saciar
indulgence	0	0	0	0	0	0	0	0	0	0	indulgência
indulgent	0	0	0	0	0	0	0	0	0	0	indulgente
industrious	0	0	0	0	0	0	0	0	0	0	trabalhador
industry	0	0	0	0	0	0	0	0	0	0	indústria
ineffable	0	0	0	0	0	0	1	0	0	0	inefável
ineffective	0	0	0	0	0	1	0	0	0	0	ineficaz
ineffectual	0	0	1	0	0	1	0	0	0	0	ineficaz
inefficiency	0	0	1	0	0	1	0	1	0	0	ineficiência
inefficient	0	0	0	0	0	1	0	1	0	0	ineficiente
inelastic	0	0	0	0	0	0	0	0	0	0	inelástico
ineligible	0	0	0	0	0	0	0	0	0	0	inelegível
inept	1	0	1	0	0	1	0	0	0	0	inepto
ineptitude	0	0	1	1	0	1	0	1	0	0	inépcia
inequality	1	0	0	1	0	1	0	1	0	0	desigualdade
inequitable	0	0	0	0	0	1	0	0	0	0	desigual
inert	0	0	0	0	0	1	0	0	0	0	inerte
inertia	0	0	0	0	0	0	0	0	0	0	inércia
inevitable	0	0	0	0	0	0	0	0	0	0	inevitável
inexact	0	0	0	0	0	0	0	0	0	0	inexato
inexcusable	1	0	1	0	0	1	0	1	0	0	indesculpável
inexhaustible	0	0	0	0	0	0	0	0	0	0	inesgotável
inexpensive	0	0	0	0	0	0	1	0	0	0	barato
inexperience	0	0	0	0	0	1	0	0	0	0	inexperiência
inexperienced	0	0	0	0	0	1	0	0	0	0	inexperiente
inexplicable	0	0	0	0	0	1	0	0	1	0	inexplicável
infallibility	0	0	0	0	0	0	0	0	0	1	infalibilidade
infallible	0	0	0	0	0	0	1	0	0	0	infalível
infamous	1	0	1	1	0	1	0	0	0	0	infame
infamy	0	0	0	0	0	1	0	1	0	0	infâmia
infancy	0	0	0	0	0	0	0	0	0	0	infância
infant	0	1	0	1	1	0	1	0	1	0	infantil
infanticide	1	1	1	1	0	1	0	1	0	0	infanticídio
infantile	1	0	1	0	0	1	0	0	0	0	infantil
infantry	0	0	0	0	0	0	0	0	0	0	infantaria
infarct	0	0	0	1	0	1	0	0	1	0	infarto
infatuation	0	0	0	0	0	0	0	0	0	0	paixão
infeasible	0	0	0	0	0	0	0	0	0	0	inviável
infect	0	0	1	0	0	1	0	0	0	0	infectar
infection	0	0	0	1	0	1	0	0	0	0	infecção
infectious	0	0	1	1	0	1	0	1	0	0	infeccioso
infer	0	0	0	0	0	0	0	0	0	0	inferir
inference	0	0	0	0	0	0	0	0	0	0	inferência
inferential	0	0	0	0	0	0	0	0	0	0	inferencial
inferior	0	0	0	0	0	1	0	1	0	0	inferior
inferiority	0	0	0	0	0	1	0	0	0	0	inferioridade
inferno	1	0	0	1	0	1	0	0	0	0	inferno
infertile	0	0	0	0	0	0	0	0	0	0	infértil
infertility	0	0	0	0	0	1	0	1	0	0	infertilidade
infestation	0	0	1	1	0	1	0	0	0	0	infestação
infidel	1	0	1	1	0	1	0	0	0	0	infiel
infidelity	1	0	1	1	0	1	0	1	0	0	infidelidade
infiltration	0	0	0	0	0	1	1	0	0	0	infiltração
infinite	0	0	0	0	0	0	1	0	0	0	infinito
infinitely	0	0	0	0	0	0	0	0	0	0	infinitamente
infinitesimal	0	0	0	0	0	0	0	0	0	0	infinitesimal
infinity	0	1	0	0	1	0	1	0	0	1	infinidade
infirm	0	0	0	0	0	1	0	0	0	0	enfermo
infirmary	0	0	0	0	0	0	0	0	0	0	enfermaria
infirmity	0	0	0	1	0	1	0	0	0	0	enfermidade
inflammation	0	0	0	0	0	1	0	0	0	0	inflamação
inflated	0	0	0	0	0	1	0	0	0	0	inflado
inflation	0	0	0	1	0	1	0	0	0	0	inflação
inflection	0	0	0	0	0	0	0	0	0	0	inflexão
inflict	1	0	0	1	0	1	0	1	0	0	infligir
infliction	0	0	0	1	0	1	0	1	0	0	imposição
inflorescence	0	0	0	0	0	0	0	0	0	0	inflorescência
influence	0	0	0	0	0	1	1	0	0	0	influência
influential	0	0	0	0	0	0	1	0	0	1	influente
influenza	0	0	0	0	0	1	0	0	0	0	gripe
influx	0	0	0	0	0	0	0	0	0	0	influxo
inform	0	0	0	0	0	0	0	0	0	1	informar
informal	0	0	0	0	0	0	0	0	0	0	informal
informant	0	0	0	0	0	0	0	0	0	0	informante
information	0	0	0	0	0	0	1	0	0	0	em formação
informed	0	0	0	0	0	0	0	0	0	0	informado
informer	0	0	0	0	0	1	0	0	0	0	informante
infraction	1	0	0	0	0	1	0	0	0	0	infração
infrequent	0	0	0	0	0	0	0	0	1	0	pouco frequente
infrequently	0	0	0	0	0	1	0	0	0	0	raramente
infringement	0	0	0	0	0	1	0	0	0	0	violação
infuse	0	0	0	0	0	0	0	0	0	0	infundir
infused	0	0	0	0	0	0	0	0	0	0	infundido
infusion	0	0	0	0	0	0	0	0	0	0	infusão
ingenious	0	0	0	0	0	0	1	0	0	0	engenhoso
ingenuity	0	0	0	0	0	0	0	0	0	0	criatividade
ingest	0	0	0	0	0	0	0	0	0	0	ingerir
ingestion	0	0	0	0	0	0	0	0	0	0	ingestão
ingot	0	0	0	0	0	0	0	0	0	0	lingote
ingrained	0	0	0	0	0	0	0	0	0	0	arraigado
ingredient	0	0	0	0	0	0	0	0	0	0	ingrediente
ingress	0	0	0	0	0	0	0	0	0	0	entrada
inhabit	0	0	0	0	0	0	0	0	0	0	habitar
inhabitant	0	0	0	0	0	0	0	0	0	0	habitante
inhabited	0	0	0	0	0	0	0	0	0	0	habitado
inhabiting	0	0	0	0	0	0	0	0	0	0	habitando
inhalation	0	0	0	0	0	0	0	0	0	0	inalação
inhale	0	0	0	0	0	0	0	0	0	0	inalar
inherent	0	0	0	0	0	0	0	0	0	0	inerente
inherit	0	0	0	0	0	0	0	0	0	0	herdar
inheritance	0	1	0	0	1	0	1	0	1	1	herança
inhibit	1	0	1	0	0	1	0	1	0	0	inibir
inhibition	0	0	0	0	0	0	0	0	0	0	inibição
inhospitable	0	0	0	0	0	1	0	1	0	0	inóspito
inhuman	1	0	1	1	0	1	0	1	0	0	desumano
inhumanity	0	0	0	0	0	1	0	1	0	0	desumanidade
inimical	1	0	0	0	0	1	0	1	0	0	hostil
inimitable	0	0	0	0	0	0	1	0	0	1	inimitável
iniquity	0	0	1	0	0	1	0	0	0	0	iniquidade
initial	0	0	0	0	0	0	0	0	0	0	inicial
initiate	0	0	0	0	0	0	0	0	0	0	iniciar
initiated	0	0	0	0	0	0	0	0	0	0	iniciado
initiative	0	0	0	0	0	0	0	0	0	0	iniciativa
inject	0	0	0	0	0	0	0	0	0	0	injetar
injection	0	0	0	1	0	0	0	0	0	0	injeção
injunction	0	0	0	0	0	1	0	0	0	0	liminar
injure	1	0	0	1	0	1	0	1	0	0	ferir
injured	0	0	0	1	0	1	0	1	0	0	ferido
injurious	1	0	0	1	0	1	0	1	0	0	prejudicial
injury	1	0	0	1	0	1	0	1	0	0	prejuízo
injustice	1	0	0	0	0	1	0	0	0	0	injustiça
ink	0	0	0	0	0	0	0	0	0	0	tinta
inkling	0	0	0	0	0	0	0	0	0	0	pressentimento
inland	0	0	0	0	0	0	0	0	0	0	interior
inlay	0	0	0	0	0	0	0	0	0	0	embutir
inlet	0	0	0	0	0	0	0	0	0	0	entrada
inmate	0	0	1	1	0	1	0	0	0	0	preso
inn	0	0	0	0	0	0	0	0	0	0	Pousada
innate	0	0	0	0	0	0	0	0	0	0	inato
innermost	0	0	0	0	0	0	0	0	0	0	íntimo
innings	0	0	0	0	0	0	0	0	0	0	turnos
innkeeper	0	0	0	0	0	0	0	0	0	0	estalajadeiro
innocence	0	0	0	0	0	0	1	0	0	0	inocência
innocent	0	0	0	0	0	0	1	0	0	1	inocente
innocently	0	0	0	0	0	0	1	0	0	0	inocentemente
innocuous	0	0	0	0	0	0	1	0	0	0	inócuo
innovate	0	0	0	0	0	0	1	0	0	0	inovar
innovation	0	0	0	0	0	0	1	0	0	0	inovação
innuendo	0	0	0	0	0	0	0	0	0	0	sugestão
innumerable	0	0	0	0	0	0	0	0	0	0	inumeráveis
inoculation	0	1	0	0	0	0	0	0	0	1	inoculação
inoperative	1	0	0	0	0	1	0	0	0	0	inoperante
inordinate	0	0	0	0	0	0	0	0	0	0	desordenado
inorganic	0	0	0	0	0	0	0	0	0	0	inorgânico
inquest	0	0	0	0	0	0	0	0	0	0	inquérito
inquire	0	0	0	0	0	0	0	0	0	0	investigar
inquirer	0	0	0	0	0	0	1	0	0	0	inquiridor
inquiring	0	0	0	0	0	0	0	0	0	0	indagando
inquiry	0	1	0	0	0	0	1	0	0	0	investigação
inquisitive	0	0	0	0	0	0	1	0	0	0	inquisitivo
insane	1	0	0	1	0	1	0	0	0	0	insano
insanity	1	0	1	1	0	1	0	1	0	0	insanidade
inscription	0	0	0	0	0	0	0	0	0	0	inscrição
inscrutable	0	0	0	0	0	0	0	0	0	0	inescrutável
insect	0	0	0	0	0	0	0	0	0	0	inseto
insecure	1	0	0	1	0	1	0	1	0	0	inseguro
insecurity	0	0	0	1	0	1	0	0	0	0	insegurança
inseparable	0	0	0	0	1	0	1	0	0	1	inseparável
insert	0	0	0	0	0	0	0	0	0	0	inserir
inserted	0	0	0	0	0	0	0	0	0	0	inserido
insertion	0	0	0	0	0	0	0	0	0	0	inserção
inside	0	0	0	0	0	0	0	0	0	0	lado de dentro
insidious	1	0	1	1	0	1	0	0	0	0	insidioso
insight	0	0	0	0	0	0	0	0	0	0	entendimento
insignia	0	0	0	0	0	0	1	0	0	0	insígnia
insignificance	0	0	0	0	0	1	0	0	0	0	insignificância
insignificant	1	0	0	0	0	1	0	1	0	0	insignificante
insipid	0	0	0	0	0	1	0	0	0	0	insípido
insist	0	0	0	0	0	0	0	0	0	0	insistir
insolent	0	0	0	0	0	1	0	0	0	0	insolente
insoluble	0	0	0	0	0	0	0	0	0	0	insolúvel
insolvency	0	0	0	1	0	1	0	1	1	0	insolvência
insolvent	0	0	0	1	0	1	0	1	0	1	insolvente
inspect	0	0	0	0	0	0	0	0	0	0	inspecionar
inspector	0	0	0	0	0	0	1	0	0	0	inspetor
inspiration	0	1	0	0	1	0	1	0	0	0	inspiração
inspire	0	1	0	0	1	0	1	0	0	1	inspirar
inspired	0	0	0	0	1	0	1	0	1	1	inspirado
instability	0	0	1	1	0	1	0	0	0	0	instabilidade
install	0	1	0	0	0	0	0	0	0	0	instalar
installation	0	0	0	0	0	0	0	0	0	0	instalação
installment	0	0	0	0	0	0	0	0	0	0	prestação
instance	0	0	0	0	0	0	0	0	0	0	instância
instant	0	0	0	0	0	0	0	0	0	0	instante
instantaneous	0	0	0	0	0	0	0	0	0	0	instantâneo
instantaneously	0	0	0	0	0	0	0	0	0	0	instantaneamente
instigate	0	0	0	0	0	1	0	0	0	0	instigar
instigation	0	0	0	0	0	1	0	0	0	0	instigação
instill	0	0	0	0	0	0	0	0	0	0	instilar
instinct	0	0	0	0	0	0	0	0	0	0	instinto
instinctive	1	0	1	1	0	0	1	0	0	0	instintivo
institute	0	0	0	0	0	0	0	0	0	1	instituto
institution	0	0	0	0	0	0	0	0	0	0	instituição
instruct	0	0	0	0	0	0	1	0	0	1	instruir
instructed	0	0	0	0	0	0	0	0	0	0	instruído
instruction	0	0	0	0	0	0	1	0	0	1	instrução
instructional	0	0	0	0	0	0	0	0	0	0	instrutivo
instructions	0	1	0	0	0	0	0	0	0	1	instruções
instructive	0	0	0	0	0	0	0	0	0	0	instrutivo
instructor	0	1	0	0	0	0	1	0	0	1	instrutor
instrument	0	0	0	0	0	0	0	0	0	0	instrumento
instrumental	0	0	0	0	0	0	1	0	0	0	instrumental
instrumentalist	0	0	0	0	0	0	0	0	0	0	instrumentalista
instrumentality	0	0	0	0	0	0	0	0	0	0	instrumentalidade
insufficiency	1	0	0	0	0	1	0	0	0	0	insuficiência
insufficient	0	0	0	0	0	1	0	0	0	0	insuficiente
insufficiently	0	0	0	0	0	1	0	0	0	0	insuficientemente
insular	0	0	0	0	0	0	0	0	0	0	insular
insulate	0	0	0	0	0	0	0	0	0	0	isolar
insulation	0	0	0	0	0	0	0	0	0	1	isolamento
insult	1	0	1	0	0	1	0	1	1	0	insulto
insulting	1	0	1	1	0	1	0	1	0	0	insultante
insurance	0	0	0	0	0	0	0	0	0	0	seguro
insure	0	0	0	0	0	0	1	0	0	1	garantir
insurgent	0	0	0	0	0	1	0	0	0	0	insurgente
insurmountable	0	0	0	1	0	1	0	1	0	0	intransponível
insurrection	1	0	0	0	0	1	0	0	0	0	insurreição
intact	0	0	0	0	0	0	1	0	0	1	intacto
intangible	0	0	0	0	0	0	0	0	0	0	intangível
integer	0	0	0	0	0	0	0	0	0	0	inteiro
integral	0	0	0	0	0	0	0	0	0	0	integrante
integrate	0	0	0	0	0	0	0	0	0	0	integrar
integration	0	0	0	0	0	0	0	0	0	0	integração
integrity	0	0	0	0	0	0	1	0	0	1	integridade
intellect	0	0	0	0	0	0	1	0	0	0	intelecto
intellectual	0	0	0	0	0	0	1	0	0	0	intelectual
intelligence	0	0	0	1	1	0	1	0	0	1	inteligência
intelligent	0	0	0	0	0	0	1	0	0	1	inteligente
intelligibility	0	0	0	0	0	0	0	0	0	0	inteligibilidade
intelligible	0	0	0	0	0	0	0	0	0	0	inteligível
intend	0	0	0	0	0	0	0	0	0	1	pretende
intended	0	1	0	0	0	0	1	0	0	0	pretendido
intending	0	0	0	0	0	0	0	0	0	0	pretendendo
intense	1	0	1	1	1	1	1	0	1	1	intenso
intensely	0	0	0	0	0	0	0	0	0	0	intensamente
intensify	0	0	0	0	0	0	0	0	0	0	intensificar
intensity	0	0	0	0	0	0	0	0	0	0	intensidade
intent	0	0	0	0	0	0	0	0	0	0	intenção
intention	0	0	0	0	0	0	0	0	0	0	intenção
intentional	0	0	0	0	0	0	0	0	0	0	intencional
intentionally	0	0	0	0	0	0	0	0	0	0	intencionalmente
inter	0	0	0	0	0	1	0	1	0	0	entre
interaction	0	0	0	0	0	0	0	0	0	0	interação
intercede	0	0	0	1	0	0	0	1	0	0	interceder
intercept	0	0	0	0	0	0	0	0	0	0	interceptar
interception	0	0	0	0	0	0	0	0	0	0	interceptação
intercession	0	0	0	0	0	0	0	0	0	1	intercessão
interchange	0	0	0	0	0	0	0	0	0	0	intercâmbio
interchangeable	0	0	0	0	0	0	0	0	0	0	intercambiável
interchanged	0	0	0	0	0	0	0	0	0	0	trocado
intercom	0	0	0	0	0	0	0	0	0	0	interfone
intercourse	0	0	0	0	0	0	1	0	0	0	relação sexual
interdependence	0	0	0	0	0	0	0	0	0	0	interdependência
interdependent	0	0	0	0	0	0	0	0	0	0	interdependente
interdiction	0	0	0	0	0	1	0	0	0	0	interdição
interest	0	0	0	0	0	0	1	0	0	0	interesse
interested	0	0	1	0	0	0	1	1	0	0	interessado
interesting	0	0	0	0	0	0	1	0	0	0	interessante
interference	0	0	0	0	0	1	0	0	0	0	interferência
interferometer	0	0	0	0	0	0	0	0	0	0	interferômetro
interim	0	1	0	0	0	0	0	0	0	0	provisório
interior	0	0	1	0	0	0	1	0	0	1	interior
interlocutory	0	0	0	0	0	0	1	0	0	0	interlocutório
interlude	0	0	0	0	0	0	1	0	0	0	interlúdio
intermediary	0	0	0	0	0	0	0	0	0	0	intermediário
intermediate	0	0	0	0	0	0	0	0	0	0	intermediário
interment	0	0	0	0	0	1	0	1	0	0	enterro
interminable	1	1	0	0	0	1	1	0	0	0	interminável
intermission	0	1	0	0	0	0	0	0	0	0	intervalo
intermittent	0	0	0	0	0	0	0	0	0	0	intermitente
intern	0	0	0	0	0	0	0	0	0	0	estagiário
internal	0	0	0	0	0	0	0	0	0	0	interno
internally	0	0	0	0	0	0	0	0	0	0	internamente
international	0	0	0	0	0	0	0	0	0	0	internacional
interpolate	0	0	0	0	0	0	0	0	0	0	interpolar
interpolation	0	0	0	0	0	0	0	0	0	0	interpolação
interpret	0	0	0	0	0	0	0	0	0	0	interpretar
interpretation	0	0	0	0	0	0	0	0	0	0	interpretação
interpreter	0	0	0	0	0	0	0	0	0	0	intérprete
interrelated	0	0	0	0	0	0	0	0	0	0	inter-relacionado
interrogate	0	0	0	1	0	0	0	0	0	0	interrogar
interrogation	0	0	0	1	0	0	0	0	0	0	interrogatório
interrupt	1	0	0	0	0	1	0	0	1	0	interromper
interrupted	0	0	0	0	0	1	0	1	0	0	interrompido
interruption	0	0	0	0	0	0	0	0	0	0	interrupção
intersect	0	0	0	0	0	0	0	0	0	0	cruzar
intersection	0	0	0	0	0	0	0	0	0	0	interseção
interstitial	0	0	0	0	0	0	0	0	0	0	intersticial
interval	0	0	0	0	0	0	0	0	0	0	intervalo
intervening	0	0	0	0	0	0	0	0	0	0	intervir
intervention	0	0	0	0	0	1	1	1	0	0	intervenção
interview	0	0	0	0	0	0	0	0	0	0	entrevista
interviewer	0	0	0	1	0	0	0	0	0	0	entrevistador
interworking	0	0	0	0	0	0	0	0	0	0	interfuncionamento
intestate	0	0	0	0	0	1	0	0	0	0	sem testamento
intestinal	0	0	1	0	0	0	0	0	0	0	intestinal
intestine	0	0	0	0	0	0	0	0	0	0	intestino
intestines	0	0	0	0	0	0	0	0	0	0	intestinos
intimacy	0	0	0	0	0	0	0	0	0	0	intimidade
intimate	0	1	0	0	1	0	1	0	0	1	íntimo
intimately	0	1	0	1	1	0	0	0	0	0	intimamente
intimation	0	0	0	0	0	0	0	0	0	0	intimação
intimidate	0	0	0	1	0	1	0	0	0	0	intimidar
intimidation	1	0	0	1	0	1	0	0	0	0	intimidação
intolerable	1	0	0	0	0	1	0	0	0	0	intolerável
intolerance	1	0	1	1	0	1	0	0	0	0	intolerância
intolerant	1	0	1	1	0	1	0	1	0	0	intolerante
intonation	0	0	0	0	0	0	1	0	0	0	entonação
intoxicated	0	0	1	0	0	1	0	0	0	0	embriagado
intoxication	0	0	0	0	0	0	0	0	0	0	intoxicação
intractable	1	0	0	0	0	1	0	0	0	0	intratável
intramural	0	0	0	0	0	0	0	0	0	0	intramuros
intrepid	0	0	0	0	0	0	1	0	0	0	intrépido
intricate	0	0	0	0	0	0	0	0	0	0	intrincado
intrigue	0	1	0	1	0	1	0	0	1	0	intriga
intriguing	0	0	0	0	0	0	0	0	0	0	intrigante
intrinsic	0	0	0	0	0	0	0	0	0	0	intrínseco
intrinsically	0	0	0	0	0	0	0	0	0	0	intrinsecamente
introduction	0	0	0	0	0	0	0	0	0	0	introdução
introductory	0	0	0	0	0	0	0	0	0	0	introdutório
introspection	0	0	0	0	0	0	0	0	0	0	introspecção
introspective	0	0	0	0	0	0	0	0	0	0	introspectivo
intruder	1	0	0	1	0	1	0	0	1	0	intruso
intrusion	0	0	0	1	0	1	0	0	0	0	intrusão
intrusive	1	0	1	1	0	1	0	0	1	0	intrusivo
intuition	0	0	0	0	0	0	1	0	0	1	intuição
intuitive	0	0	0	0	0	0	1	0	0	0	intuitivo
intuitively	0	1	0	0	0	0	0	0	0	0	intuitivamente
inundation	0	0	0	0	0	0	0	0	0	0	inundação
invade	1	0	0	1	0	1	0	1	1	0	invadir
invader	1	0	0	1	0	1	0	1	0	0	invasor
