English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Albanian Word
horrifying	0	0	1	1	0	1	0	1	0	0	tmerruese
horror	1	0	1	1	0	1	0	1	1	0	tmerri
horrors	0	0	0	1	0	1	0	1	0	0	tmerret
horse	0	0	0	0	0	0	0	0	0	1	kalë
horseman	0	0	0	0	0	0	0	0	0	0	kalorës
horseshoe	0	0	0	0	0	0	0	0	0	0	patkua
horticultural	0	0	0	0	0	0	0	0	0	0	hortikulturore
horticulture	0	0	0	0	0	0	0	0	0	0	hortikulturës
hose	0	0	0	0	0	0	0	0	0	0	zorrë
hosiery	0	0	0	0	0	0	0	0	0	0	çorape
hospice	0	0	0	0	0	0	0	1	0	0	bujtinë
hospital	0	0	0	1	0	0	0	1	0	1	spitali
hospitality	0	0	0	0	0	0	1	0	0	0	mikpritjen
hostage	1	0	0	1	0	1	0	0	0	0	Peng
hostel	0	0	0	0	0	0	0	0	0	0	bujtinë
hostile	1	0	1	1	0	1	0	0	0	0	armiqësore
hostilities	1	0	0	1	0	1	0	0	0	0	armiqësitë
hostility	1	0	1	0	0	1	0	0	0	0	armiqësi
hot	1	0	0	0	0	0	0	0	0	0	nxehtë
hotbed	0	0	0	0	0	0	0	0	0	0	vatër
hotel	0	0	0	0	0	0	0	0	0	0	hotel
hour	0	0	0	0	0	0	0	0	0	0	orë
hourglass	0	0	0	0	0	0	0	0	0	0	orë rëre
hourly	0	0	0	0	0	0	0	0	0	0	për orë
house	0	0	0	0	0	0	0	0	0	0	shtëpi
household	0	0	0	0	0	0	1	0	0	0	amvisëri
householder	0	0	0	0	0	0	0	0	0	0	pronar i shtëpisë
housekeeper	0	0	0	0	0	0	0	0	0	0	kujdestare e shtëpisë
housekeeping	0	0	0	0	0	0	1	0	0	0	mirëmbajtjen e shtëpisë
housewife	0	0	0	0	0	0	0	0	0	0	amvise
housing	0	0	0	0	0	0	0	0	0	0	strehimit
hovercraft	0	0	0	0	0	0	0	0	0	0	hovercraft
howl	1	0	1	1	0	1	0	1	1	0	ulërimë
howsoever	0	0	0	0	0	0	0	0	0	0	megjithatë
hoy	0	0	0	0	0	0	0	0	0	0	hoy
hub	0	0	0	0	0	0	0	0	0	0	qendër
huddle	0	0	0	0	0	0	0	0	0	0	grumbullohem
hue	0	0	0	0	0	0	0	0	0	0	nuancë
huff	1	0	1	0	0	1	0	0	0	0	huff
hug	0	0	0	0	1	0	1	0	0	1	përqafim
huge	0	0	0	0	0	0	0	0	0	0	i madh
hulk	0	0	1	0	0	0	0	0	0	0	kaba
hull	0	0	0	0	0	0	0	0	0	0	byk
hum	0	0	0	0	0	0	0	0	0	0	gumëzhimë
human	0	0	0	0	0	0	0	0	0	0	njerëzore
humane	0	0	0	0	0	0	1	0	0	0	humane
humanitarian	0	1	0	0	1	0	1	0	1	1	humanitare
humanities	0	0	0	0	0	0	0	0	0	0	shkencat humane
humanity	0	0	0	0	1	0	1	0	0	1	njerëzimi
humble	0	0	1	0	0	1	1	1	0	0	i përulur
humbled	0	0	0	0	0	0	1	1	0	0	i përulur
humbly	0	0	0	0	0	0	1	0	0	0	me përulësi
humbug	1	0	1	0	0	1	0	1	0	0	i përulur
humid	0	0	0	0	0	0	0	0	0	0	i lagësht
humidity	0	0	0	0	0	0	0	0	0	0	lagështia
humiliate	1	0	0	0	0	1	0	1	0	0	poshtëroj
humiliating	0	0	1	0	0	1	0	0	0	0	poshtëruese
humiliation	0	0	1	0	0	1	0	1	0	0	poshtërimit
humility	0	0	0	0	0	0	1	0	0	1	përulësi
hummer	0	0	0	0	0	0	0	0	0	0	hummer
hummingbird	0	0	0	0	0	0	0	0	0	0	kolibri
humongous	0	0	0	0	0	0	0	0	0	0	gjigante
humorist	0	0	0	0	0	0	1	0	0	0	humorist
humorous	0	0	0	0	1	0	1	0	0	0	me humor
hump	0	0	0	0	0	0	0	0	0	0	gunga
hunch	0	0	0	0	0	1	0	0	0	0	prerje
hundred	0	0	0	0	0	0	0	0	0	0	njëqind
hundredth	0	0	0	0	0	0	0	0	0	0	e qindta
hunger	0	0	0	0	0	0	0	0	0	0	uria
hungry	0	1	0	0	0	1	0	0	0	0	i uritur
hunk	0	0	0	0	0	0	0	0	0	0	copë
hunks	0	0	0	0	0	0	0	0	0	0	copëza
hunt	0	0	0	0	0	0	0	0	0	0	gjueti
hunter	0	1	0	1	0	1	0	1	0	0	gjahtar
hunting	1	1	0	1	0	1	0	0	0	0	gjuetia
hurl	0	0	0	0	0	0	0	0	0	0	gjuaj
hurrah	0	0	0	0	1	0	1	0	0	0	shpejt
hurricane	0	0	0	1	0	1	0	0	0	0	stuhi
hurried	0	1	0	0	0	1	0	0	0	0	nxitoi
hurry	0	1	0	0	0	0	0	0	0	0	nxitoni
hurt	1	0	0	1	0	1	0	1	0	0	lënduar
hurtful	1	0	1	1	0	1	0	1	0	0	lënduese
hurting	1	0	0	1	0	1	0	1	0	0	duke lënduar
husbandry	0	0	0	0	0	0	1	0	0	1	blegtoria
hush	0	0	0	0	0	0	1	0	0	0	hesht
hushed	0	0	0	0	0	0	0	0	0	0	i heshtur
husk	0	0	0	0	0	0	0	0	0	0	lëvore
husky	0	0	0	0	0	0	0	0	0	0	husky
hustle	0	0	0	0	0	0	0	0	0	0	ngutje
hustler	0	0	0	0	0	1	0	0	0	0	vrapues
hut	0	0	0	0	0	0	1	1	0	0	kasolle
hutch	0	0	0	0	0	0	0	0	0	0	kasolle
hyacinth	0	0	0	0	0	0	0	0	0	0	zymbyl
hybrid	0	0	0	0	0	0	0	0	0	0	hibrid
hydra	0	0	0	1	0	1	0	0	0	0	hidra
hydraulics	0	0	0	0	0	0	0	0	0	0	hidraulikë
hydrocephalus	0	0	1	1	0	1	0	1	0	0	hidrocefalus
hydrodynamics	0	0	0	0	0	0	0	0	0	0	hidrodinamika
hydrogen	0	0	0	0	0	0	0	0	0	0	hidrogjeni
hydrographic	0	0	0	0	0	0	0	0	0	0	hidrografike
hydrology	0	0	0	0	0	0	0	0	0	0	hidrologjia
hygiene	0	0	0	0	0	0	0	0	0	0	higjienës
hygienic	0	0	0	0	0	0	1	0	0	0	higjienike
hymn	0	1	0	0	1	0	1	1	0	1	himn
hype	0	1	0	0	0	1	0	0	0	0	hype
hyperbole	0	0	0	0	0	1	0	0	0	0	hiperbolë
hypertrophy	0	0	1	1	0	0	0	0	1	0	hipertrofi
hyphen	0	0	0	0	0	0	0	0	0	0	vizë ndarëse
hypnotic	0	0	0	0	0	0	0	0	0	0	hipnotike
hypnotized	0	0	0	0	0	0	0	0	0	0	i hipnotizuar
hypocrisy	0	0	0	0	0	1	0	0	0	0	hipokrizi
hypocrite	0	0	1	0	0	1	0	0	0	0	hipokrit
hypocritical	0	0	1	0	0	1	0	0	0	0	hipokrite
hypothesis	0	1	0	0	0	0	0	0	1	0	hipoteza
hypothetical	0	0	0	0	0	0	0	0	0	0	hipotetike
hysteria	0	0	0	1	0	1	0	0	0	0	histeri
hysterical	1	0	0	1	0	1	0	0	0	0	histerike
ice	0	0	0	0	0	0	0	0	0	0	akull
iceberg	0	0	0	0	0	0	0	0	0	0	ajsbergu
icon	0	0	0	0	0	0	0	0	0	0	ikonën
iconic	0	0	0	0	0	0	0	0	0	0	ikonike
iconography	0	0	0	0	0	0	0	0	0	0	ikonografi
icy	0	0	0	0	0	0	0	0	0	0	i akullt
idea	0	0	0	0	0	0	0	0	0	0	ideja
idealism	0	0	0	0	0	0	1	0	0	0	idealizmi
idealist	0	0	0	0	0	0	0	0	0	0	idealist
identical	0	0	0	0	0	0	0	0	0	0	identike
identically	0	0	0	0	0	0	0	0	0	0	në mënyrë identike
identification	0	0	0	0	0	0	0	0	0	0	identifikimi
identify	0	0	0	0	0	0	0	0	0	0	identifikojnë
identity	0	0	0	0	0	0	0	0	0	0	identiteti
ideology	0	0	0	0	0	0	0	0	0	0	ideologjisë
idiocy	1	0	1	0	0	1	0	1	0	0	idiotësia
idiom	0	0	0	0	0	0	0	0	0	0	idiomë
idiomatic	0	0	0	0	0	0	0	0	0	0	idiomatike
idiot	0	0	1	0	0	1	0	0	0	0	idiot
idiotic	1	0	1	0	0	1	0	0	0	0	idiot
idle	0	0	0	0	0	0	0	0	0	0	boshe
idleness	0	0	0	0	0	0	0	0	0	0	përtacia
idler	0	0	0	0	0	1	0	0	0	0	përtaci
idol	0	0	0	0	0	0	1	0	0	0	idhull
idolatry	0	0	1	1	0	1	0	0	0	0	idhujtaria
igloo	0	0	0	0	0	0	0	0	0	0	igloo
igneous	0	0	0	0	0	0	0	0	0	0	magmatike
ignite	0	0	0	0	0	0	0	0	0	0	ndezin
ignition	0	0	0	0	0	0	0	0	0	0	ndezjen
ignorance	0	0	0	0	0	1	0	0	0	0	injoranca
ignorant	0	0	1	0	0	1	0	0	0	0	injorant
ignore	0	0	0	0	0	1	0	0	0	0	injorojnë
ilk	0	0	0	0	0	0	0	0	0	0	i ngjashëm
ill	1	0	1	1	0	1	0	1	0	0	i sëmurë
illegal	1	0	1	1	0	1	0	1	0	0	ilegale
illegality	1	0	1	1	0	1	0	0	0	0	paligjshmërisë
illegally	0	0	0	0	0	0	0	0	0	0	në mënyrë të paligjshme
illegible	0	0	0	0	0	1	0	0	0	0	e palexueshme
illegitimate	1	0	1	1	0	1	0	1	1	0	jolegjitime
illicit	1	0	1	1	0	1	0	0	0	0	të paligjshme
illiterate	0	0	1	0	0	1	0	0	0	0	analfabete
illness	0	0	0	1	0	1	0	1	0	0	sëmundje
illogical	0	0	0	0	0	1	0	0	0	0	e palogjikshme
illuminate	0	1	0	0	1	0	1	0	1	0	ndriçoj
illumination	0	0	0	0	1	0	1	0	1	1	ndriçim
illuminator	0	0	0	0	0	0	0	0	0	0	ndriçues
illusion	0	0	0	0	0	1	0	0	1	0	iluzion
illustrate	0	0	0	0	0	0	1	0	0	0	ilustrojnë
illustration	0	0	0	0	0	0	0	0	0	0	ilustrim
illustrative	0	0	0	0	0	0	0	0	0	0	ilustruese
illustrious	0	0	0	0	0	0	1	0	0	0	ilustrues
image	0	0	0	0	0	0	0	0	0	0	imazh
imagery	0	0	0	0	0	0	0	0	0	0	imazhet
imaginary	0	0	0	0	0	0	0	0	0	0	imagjinare
imagination	0	0	0	0	0	0	0	0	0	0	imagjinatës
imaginative	0	0	0	0	0	0	1	0	0	0	imagjinative
imagine	0	0	0	0	0	0	0	0	0	0	imagjinoni
imagined	0	0	0	0	0	0	0	0	0	0	imagjinuar
imagining	0	0	0	0	0	0	0	0	0	0	duke imagjinuar
imam	0	0	0	0	0	0	0	0	0	0	imam
imbedded	0	0	0	0	0	0	0	0	0	0	të ngulitura
imitate	0	0	0	0	0	0	0	0	0	0	imitoj
imitated	0	0	0	0	0	1	0	0	0	0	imituar
imitation	0	0	0	0	0	1	0	0	0	0	imitim
immaculate	0	0	0	0	1	0	1	0	0	1	i papërlyer
immaterial	0	0	0	0	0	0	0	0	0	0	jomateriale
immature	0	1	0	0	0	1	0	0	0	0	i papjekur
immaturity	1	1	0	0	0	1	0	0	0	0	papjekuri
immeasurable	0	0	0	0	0	0	0	0	0	0	të pamatshme
immeasurably	0	0	0	0	0	0	0	0	0	0	në mënyrë të pamatshme
immediacy	0	0	0	0	0	0	0	0	1	0	imediate
immediately	0	1	0	0	0	1	1	0	0	0	menjëherë
immemorial	0	0	0	0	0	0	0	0	0	0	të pakujtuar
immense	0	0	0	0	0	0	1	0	0	0	pamasë
immerse	0	1	0	1	1	0	1	0	1	1	zhyt
immersion	0	0	0	0	0	0	0	0	0	0	zhytje
immigrant	0	0	0	1	0	0	0	0	0	0	emigrant
immigration	0	0	0	0	0	0	0	0	0	0	emigracionin
imminent	0	1	0	1	0	0	0	0	0	0	i pashmangshëm
immoral	1	0	1	1	0	1	0	1	0	0	imorale
immorality	1	0	1	0	0	1	0	0	0	0	imoraliteti
immortal	0	0	0	0	0	0	1	0	0	0	i pavdekshëm
immortality	0	1	0	0	0	0	0	0	0	0	pavdekësi
immovable	0	0	0	0	0	1	1	0	0	1	e paluajtshme
immune	0	0	0	0	0	0	0	0	0	0	imune
immunity	0	0	0	0	0	0	0	0	0	0	imuniteti
immunization	0	0	0	0	0	0	0	0	0	1	imunizimi
immutable	0	0	0	0	0	0	0	0	0	0	i pandryshueshëm
imp	0	0	0	0	0	0	0	0	0	0	dreq
impact	0	0	0	0	0	0	0	0	0	0	ndikimi
impair	0	0	0	0	0	1	0	0	0	0	dëmtojnë
impairment	0	0	0	0	0	1	0	0	0	0	dëmtimi
impart	0	0	0	0	0	0	1	0	0	1	jap
impartial	0	0	0	0	0	0	1	0	0	1	i paanshëm
impartiality	0	0	0	0	0	0	1	0	0	1	paanshmëria
impassable	0	0	0	0	0	1	0	0	0	0	e pakalueshme
impassioned	0	0	0	0	0	0	0	0	0	0	i pasionuar
impatience	0	0	0	0	0	1	0	0	0	0	padurimi
impatient	0	1	0	0	0	1	0	0	0	0	i paduruar
impeach	0	0	1	1	0	1	0	0	0	0	fajësim
impeachment	0	0	0	0	0	1	0	0	0	0	fajësimi
impeccable	0	0	0	0	0	0	1	0	0	1	i patëmetë
impede	0	0	0	0	0	1	0	0	0	0	pengojnë
impediment	0	0	0	0	0	0	0	0	0	0	pengesë
impelled	0	0	0	0	0	0	0	0	0	0	i shtyrë
impending	0	1	0	1	0	0	0	0	0	0	i afërt
impenetrable	0	0	0	0	0	0	0	0	0	1	i padepërtueshëm
imperative	0	0	0	0	0	0	0	0	0	0	imperativ
imperceptible	0	0	0	0	0	0	0	0	0	0	e padukshme
imperfection	0	0	0	0	0	1	0	0	0	0	papërsosmëri
imperfectly	0	0	0	0	0	1	0	0	0	0	në mënyrë të papërsosur
imperial	0	0	0	0	0	0	0	0	0	0	perandorake
impermeable	1	0	0	1	0	0	0	0	0	0	i papërshkueshëm
impermissible	0	0	0	0	0	0	0	0	0	0	e palejueshme
impersonal	0	0	0	0	0	0	0	0	0	0	jopersonale
impersonate	0	0	0	0	0	1	0	0	0	0	imitoj
impersonation	0	0	0	0	0	1	0	0	0	0	imitim
impervious	0	0	0	0	0	0	1	0	0	0	i papërshkueshëm
impetus	0	0	0	0	0	0	0	0	0	0	shtysë
implacable	0	0	0	0	0	1	0	0	0	0	i paepur
implant	0	0	0	0	0	0	0	0	0	0	implant
implantation	0	0	0	0	0	0	0	0	0	0	implantimi
implanted	0	0	0	0	0	0	0	0	0	0	të implantuara
implement	0	0	0	0	0	0	0	0	0	0	zbatojnë
implicate	1	0	0	0	0	1	0	0	0	0	implikojnë
implicated	0	0	0	0	0	0	0	0	0	0	i implikuar
implication	0	0	0	0	0	0	0	0	0	0	nënkuptim
implied	0	0	0	0	0	0	0	0	0	0	të nënkuptuara
implore	0	0	0	0	0	0	0	0	0	0	përgjërohem
implosion	0	0	0	0	0	0	0	0	0	0	shpërthimi
imply	0	0	0	0	0	0	0	0	0	0	nënkuptojnë
impolite	0	0	1	0	0	1	0	0	0	0	i pasjellshëm
import	0	0	0	0	0	0	0	0	0	0	importit
importance	0	1	0	0	0	0	1	0	0	0	rëndësi
important	0	0	0	0	0	0	1	0	0	1	e rëndësishme
importation	0	0	0	0	0	0	0	0	0	0	importimi
impose	0	0	0	0	0	0	0	0	0	0	imponoj
imposing	0	0	0	0	0	0	0	0	0	0	imponuese
imposition	0	0	0	0	0	1	0	0	0	0	imponimi
impossibility	0	0	0	0	0	0	0	0	0	0	pamundësia
impossible	0	0	0	0	0	1	0	1	0	0	e pamundur
impotence	1	0	0	1	0	1	0	1	0	0	impotencë
impotent	0	0	0	0	0	1	0	0	0	0	impotent
impound	0	0	0	0	0	1	0	0	0	0	konfiskimi
impracticable	0	0	0	0	0	1	0	0	0	0	i parealizueshëm
impress	0	0	0	0	0	0	1	0	0	0	lë përshtypje
impression	0	0	0	0	0	0	1	0	0	0	përshtypje
impressionable	0	0	0	0	0	0	0	0	0	1	mbresëlënëse
imprint	0	0	0	0	0	0	0	0	0	0	gjurmë
imprison	0	0	0	0	0	1	0	0	0	0	burgos
imprisoned	1	0	1	1	0	1	0	1	0	0	i burgosur
imprisonment	1	0	1	1	0	1	0	1	0	0	burgim
improbable	0	0	0	0	0	0	0	0	0	0	e pamundur
impromptu	0	0	0	0	0	0	0	0	0	0	i improvizuar
impropriety	0	0	0	0	0	1	0	0	0	0	parregullsi
improve	0	1	0	0	1	0	1	0	0	1	përmirësuar
improved	0	0	0	0	0	0	1	0	0	0	të përmirësuara
improvement	0	0	0	0	1	0	1	0	0	1	përmirësim
improving	0	0	0	0	0	0	1	0	0	0	duke u përmirësuar
improvisation	0	0	0	0	0	0	0	0	1	0	improvizimi
improvise	0	1	0	0	0	0	1	0	1	0	improvizoj
improvised	0	0	0	0	0	0	0	0	0	0	të improvizuara
imprudent	0	0	0	0	0	1	0	1	0	0	i pakujdesshëm
impulse	0	0	0	0	0	0	0	0	0	0	impuls
impunity	0	0	0	0	0	0	0	0	0	0	mosndëshkueshmërisë
impure	0	0	1	0	0	1	0	0	0	0	i papastër
impurity	0	0	1	0	0	1	0	0	0	0	papastërti
imputation	0	0	0	0	0	1	0	0	0	0	imputimi
inability	0	0	0	0	0	1	0	1	0	0	paaftësia
inaccessible	0	0	0	0	0	1	0	0	0	0	i paarritshëm
inaccurate	0	0	0	0	0	1	0	0	0	0	i pasaktë
inaction	0	0	0	0	0	1	0	0	0	0	mosveprimi
inactivate	0	0	0	0	0	0	0	0	0	0	çaktivizoj
inactivation	0	0	0	0	0	0	0	0	0	0	inaktivizimi
inactive	0	0	0	0	0	0	0	0	0	0	joaktive
inactivity	0	0	0	0	0	1	0	0	0	0	pasiviteti
inadequacy	0	0	0	0	0	1	0	0	0	0	pamjaftueshmëria
inadequate	0	0	0	0	0	1	0	1	0	0	joadekuate
inadmissible	1	0	1	0	0	1	0	0	0	0	e papranueshme
inadvertent	0	0	0	0	0	0	0	0	0	0	e paqëllimshme
inadvertently	0	0	0	0	0	0	0	0	0	0	pa dashje
inalienable	0	0	0	0	0	0	1	0	0	0	të patjetërsueshme
inane	0	0	0	0	0	1	0	0	0	0	i pamend
inanimate	0	0	0	0	0	0	0	0	0	0	i pajetë
inapplicable	0	0	0	0	0	1	0	0	0	0	të pazbatueshme
inappropriate	1	0	1	0	0	1	0	1	0	0	të papërshtatshme
inattention	1	0	0	0	0	1	0	0	0	0	pavëmendje
inaudible	0	0	0	0	0	1	0	0	0	0	e padëgjueshme
inaugural	0	1	0	0	0	0	0	0	0	0	inauguruese
inaugurate	0	0	0	0	0	0	0	0	0	0	përuroj
inauguration	0	1	0	0	1	0	1	0	0	1	përurimi
inborn	0	0	0	0	0	0	0	0	0	0	të lindura
inbred	0	0	0	0	0	0	0	0	0	0	të lindura
incalculable	0	0	0	0	0	1	0	0	0	0	të pallogaritshme
incandescent	0	0	0	0	0	0	0	0	0	0	inkandeshente
incapable	0	0	0	0	0	0	0	0	0	0	të paaftë
incapacity	0	0	0	0	0	1	0	0	0	0	paaftësia
incarceration	1	0	1	1	0	1	0	1	0	0	burgosje
incase	1	0	1	1	0	1	0	1	0	0	në rast se
incendiary	1	0	0	1	0	1	0	0	1	0	ndezëse
incense	1	0	0	0	0	1	0	0	0	0	temjan
incentive	0	0	0	0	0	0	0	0	0	0	nxitje
inception	0	0	0	0	0	0	0	0	0	0	fillimi
incessant	0	0	0	0	0	1	0	0	0	0	pandërprerë
incessantly	0	0	0	0	0	0	0	0	0	0	pandërprerë
incest	1	0	1	1	0	1	0	1	0	0	inçesti
incestuous	0	0	1	0	0	1	0	0	0	0	incestues
inch	0	0	0	0	0	0	0	0	0	0	inç
incidence	0	0	0	0	0	0	0	0	0	0	incidenca
incident	0	0	0	0	0	0	0	0	1	0	incidenti
incidentally	0	0	0	0	0	0	0	0	0	0	rastësisht
incineration	0	0	0	0	0	1	0	0	0	0	djegia
incipient	0	0	0	0	0	0	0	0	0	0	fillestare
incision	0	0	0	0	0	0	0	0	0	0	prerje
incisive	0	0	0	0	0	0	1	0	0	0	prerëse
incite	1	1	0	1	0	1	0	0	0	0	nxisin
incitement	0	0	0	0	0	0	0	0	0	0	nxitje
inclement	0	0	0	0	0	1	0	0	0	0	i pafuqishëm
inclination	0	0	0	0	0	0	0	0	0	0	prirje
incline	0	0	0	0	0	0	0	0	0	1	anoj
inclined	0	0	0	0	0	0	0	0	0	0	të prirur
include	0	0	0	0	0	0	1	0	0	0	përfshijnë
included	0	0	0	0	0	0	1	0	0	0	përfshirë
including	0	0	0	0	0	0	1	0	0	0	duke përfshirë
inclusion	0	0	0	0	0	0	0	0	0	1	përfshirjes
inclusive	0	0	0	0	0	0	1	0	0	0	përfshirëse
incognito	0	0	0	0	0	0	0	0	0	0	i fshehtë
incoherent	0	0	0	0	0	1	0	0	0	0	jokoherente
income	0	1	0	0	1	1	1	1	0	1	të ardhura
incoming	0	0	0	0	0	0	0	0	0	0	hyrëse
incompatible	1	0	1	0	0	1	0	1	0	0	të papajtueshme
incompetence	0	0	0	0	0	1	0	0	0	0	paaftësia
incompetent	1	0	0	0	0	1	0	1	0	0	të paaftë
incompletely	0	0	0	0	0	0	0	0	0	0	në mënyrë jo të plotë
incompleteness	0	0	0	0	0	1	0	0	0	0	paplotësi
incomprehensible	0	0	0	0	0	1	0	0	0	0	e pakuptueshme
inconclusive	0	0	0	0	0	0	0	0	0	0	jopërfundimtare
incongruous	1	0	0	0	0	1	0	0	0	0	i papërputhshëm
inconsequential	0	0	0	0	0	1	0	1	0	0	të parëndësishme
inconsiderate	1	0	1	0	0	1	0	1	0	0	i pavëmendshëm
inconsistency	0	0	0	0	0	1	0	0	0	0	mospërputhje
inconspicuous	0	0	0	0	0	0	0	0	0	0	i padukshëm
incontinence	0	0	0	0	0	0	0	0	1	0	mosmbajtjeje
inconvenient	1	0	1	0	0	1	0	1	0	0	i papërshtatshëm
incorporate	0	0	0	0	0	0	0	0	0	0	inkorporojnë
incorporation	0	0	0	0	0	0	0	0	0	0	inkorporimi
incorrect	0	0	0	0	0	1	0	0	0	0	e pasaktë
increase	0	0	0	0	0	0	1	0	0	0	rrit
increased	0	0	0	0	0	0	0	0	0	0	rritur
incredulous	1	0	1	0	0	1	0	0	0	0	mosbesues
increment	0	0	0	0	0	0	0	0	0	0	rritje
incrimination	0	0	0	1	0	1	0	1	0	0	inkriminimi
incubation	0	0	0	0	0	0	0	0	0	0	inkubacioni
incubus	0	0	1	1	0	1	0	0	0	0	inkubus
incur	0	0	0	0	0	1	0	0	0	0	pësoj
incurable	1	0	1	1	0	1	0	1	0	0	e pashërueshme
incursion	0	0	0	1	0	1	0	0	0	0	inkursioni
indebted	0	0	0	0	0	0	0	0	0	0	borxhli
indecency	1	0	1	0	0	0	0	0	0	0	paturpësi
indecent	0	0	1	0	0	1	0	0	0	0	e pahijshme
indecision	0	0	0	0	0	1	0	0	0	0	pavendosmëri
indecisive	0	0	0	0	0	1	0	0	0	0	i pavendosur
indefensible	0	0	0	1	0	1	0	0	0	0	i pambrojtur
indelible	0	0	0	0	0	0	1	0	0	1	të pashlyeshme
indemnification	0	0	0	0	0	0	0	0	0	0	dëmshpërblim
indemnify	0	0	0	0	0	1	0	0	0	0	dëmshpërblej
indemnity	0	0	0	0	0	0	1	0	0	1	dëmshpërblim
indent	0	0	0	0	0	0	0	0	0	1	dhëmbëzimi
indentation	0	0	0	0	0	0	0	0	0	0	dhëmbëzimi
indenture	1	0	0	0	0	1	0	0	0	0	kontratë
independence	0	1	0	0	1	0	1	0	1	1	pavarësinë
independent	0	0	0	0	0	0	0	0	0	0	të pavarur
indescribable	0	0	0	0	0	0	0	0	0	0	e papërshkrueshme
indestructible	0	0	0	0	0	0	1	0	0	1	i pathyeshëm
indeterminate	0	0	0	0	0	1	0	0	0	0	i papërcaktuar
index	0	0	0	0	0	0	0	0	0	0	indeks
indicating	0	0	0	0	0	0	0	0	0	0	duke treguar
indication	0	0	0	0	0	0	0	0	0	0	tregues
indicative	0	0	0	0	0	0	0	0	0	0	tregues
indicator	0	0	0	0	0	0	0	0	0	0	tregues
indice	0	0	0	0	0	0	0	0	0	0	indeks
indict	1	0	0	1	0	1	0	0	0	0	aktakuzë
indictment	0	0	0	1	0	1	0	0	0	0	aktakuzë
indifference	1	0	1	1	0	1	0	1	0	0	indiferencë
indigenous	0	0	0	0	0	0	0	0	0	0	autokton
indigent	0	0	0	0	0	1	0	1	0	0	i varfër
indigestion	0	0	0	0	0	0	0	0	0	0	dispepsi
indignant	1	0	0	0	0	1	0	0	0	0	i indinjuar
indignation	1	0	1	0	0	1	0	0	0	0	indinjatë
indigo	0	0	0	0	0	0	0	0	0	0	indigo
indirect	0	0	0	0	0	0	0	0	0	0	indirekte
indispensable	0	0	0	0	0	0	0	0	0	0	e domosdoshme
indistinct	0	0	0	0	0	1	0	0	0	0	i paqartë
indistinguishable	0	0	0	0	0	0	0	0	0	0	i padallueshëm
individuality	0	0	0	0	0	0	1	0	0	0	individualiteti
indivisible	0	0	0	0	0	0	0	0	0	1	i pandashëm
indoctrination	1	0	0	1	0	1	0	0	0	0	indoktrinimi
indolent	0	0	0	0	0	1	0	0	0	0	indolent
indomitable	0	0	0	1	0	0	1	0	0	0	i paepur
indoor	0	0	0	0	0	0	0	0	0	0	të brendshme
induce	0	0	0	0	0	0	0	0	0	0	nxisin
induced	0	0	0	0	0	0	0	0	0	0	i nxitur
inducement	0	0	0	0	0	0	0	0	0	0	nxitje
induction	0	0	0	0	0	0	0	0	0	0	induksioni
indulge	0	0	0	0	0	0	0	0	0	0	kënaqem
indulgence	0	0	0	0	0	0	0	0	0	0	kënaqje
indulgent	0	0	0	0	0	0	0	0	0	0	tolerant
industrious	0	0	0	0	0	0	0	0	0	0	punëtor
industry	0	0	0	0	0	0	0	0	0	0	industrisë
ineffable	0	0	0	0	0	0	1	0	0	0	e pashprehur
ineffective	0	0	0	0	0	1	0	0	0	0	joefektive
ineffectual	0	0	1	0	0	1	0	0	0	0	i paefektshëm
inefficiency	0	0	1	0	0	1	0	1	0	0	joefikasiteti
inefficient	0	0	0	0	0	1	0	1	0	0	joefikase
inelastic	0	0	0	0	0	0	0	0	0	0	joelastike
ineligible	0	0	0	0	0	0	0	0	0	0	të papërshtatshëm
inept	1	0	1	0	0	1	0	0	0	0	i paaftë
ineptitude	0	0	1	1	0	1	0	1	0	0	paaftësia
inequality	1	0	0	1	0	1	0	1	0	0	pabarazia
inequitable	0	0	0	0	0	1	0	0	0	0	të pabarabartë
inert	0	0	0	0	0	1	0	0	0	0	inerte
inertia	0	0	0	0	0	0	0	0	0	0	inercia
inevitable	0	0	0	0	0	0	0	0	0	0	e pashmangshme
inexact	0	0	0	0	0	0	0	0	0	0	i pasaktë
inexcusable	1	0	1	0	0	1	0	1	0	0	e pafalshme
inexhaustible	0	0	0	0	0	0	0	0	0	0	i pashtershëm
inexpensive	0	0	0	0	0	0	1	0	0	0	të lira
inexperience	0	0	0	0	0	1	0	0	0	0	papërvojë
inexperienced	0	0	0	0	0	1	0	0	0	0	të papërvojë
inexplicable	0	0	0	0	0	1	0	0	1	0	e pashpjegueshme
infallibility	0	0	0	0	0	0	0	0	0	1	pagabueshmëria
infallible	0	0	0	0	0	0	1	0	0	0	i pagabueshëm
infamous	1	0	1	1	0	1	0	0	0	0	famëkeq
infamy	0	0	0	0	0	1	0	1	0	0	turp
infancy	0	0	0	0	0	0	0	0	0	0	foshnjëria
infant	0	1	0	1	1	0	1	0	1	0	foshnjë
infanticide	1	1	1	1	0	1	0	1	0	0	foshnjavrasje
infantile	1	0	1	0	0	1	0	0	0	0	infantile
infantry	0	0	0	0	0	0	0	0	0	0	këmbësorisë
infarct	0	0	0	1	0	1	0	0	1	0	infarkt
infatuation	0	0	0	0	0	0	0	0	0	0	pasion
