English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Latvian Word
honorable	0	0	0	0	0	0	1	0	0	1	godājams
honorarium	0	0	0	0	0	0	0	0	0	0	honorārs
hood	1	0	1	1	0	1	0	0	0	0	kapuci
hooded	0	0	0	1	0	0	0	0	0	0	ar kapuci
hoof	0	0	0	0	0	0	0	0	0	0	nags
hook	0	0	0	0	0	0	0	0	0	0	āķis
hooked	0	0	0	0	0	1	0	0	0	0	līks
hooker	0	0	0	0	0	0	0	0	0	0	āķis
hoop	0	0	0	0	0	0	0	0	0	0	stīpa
hoot	1	0	1	0	0	1	0	0	0	0	brēkt
hop	0	0	0	0	0	0	0	0	0	0	hop
hope	0	1	0	0	1	0	1	0	1	1	ceru
hopeful	0	1	0	0	1	0	1	0	1	1	cerīgs
hopeless	0	0	0	1	0	1	0	1	0	0	bezcerīgi
hopelessness	1	0	1	1	0	1	0	1	0	0	bezcerība
hopes	0	0	0	0	0	0	0	0	0	0	cerības
hoping	0	0	0	0	0	0	0	0	0	0	cerot
hopper	0	0	0	0	0	0	0	0	0	0	piltuve
horde	0	0	0	0	0	1	0	0	1	0	orda
horizon	0	1	0	0	0	0	1	0	0	0	horizonts
horizontal	0	0	0	0	0	0	0	0	0	0	horizontāli
horizontally	0	0	0	0	0	0	0	0	0	0	horizontāli
horn	0	0	0	0	0	0	0	0	0	0	rags
hornet	0	0	0	0	0	0	0	0	0	0	sirsenis
horny	0	0	0	0	0	0	0	0	0	0	ragveida
horoscope	0	1	0	0	0	0	0	0	0	0	horoskops
horrible	1	0	1	1	0	1	0	0	0	0	šausmīgi
horribly	0	0	0	0	0	1	0	0	0	0	šausmīgi
horrid	1	0	1	1	0	1	0	1	0	0	šausmīgi
horrific	1	0	1	1	0	1	0	1	0	0	šausminoši
horrified	0	0	0	1	0	1	0	0	0	0	šausminās
horrifying	0	0	1	1	0	1	0	1	0	0	šausminoši
horror	1	0	1	1	0	1	0	1	1	0	šausmas
horrors	0	0	0	1	0	1	0	1	0	0	šausmas
horse	0	0	0	0	0	0	0	0	0	1	zirgs
horseman	0	0	0	0	0	0	0	0	0	0	jātnieks
horseshoe	0	0	0	0	0	0	0	0	0	0	pakavs
horticultural	0	0	0	0	0	0	0	0	0	0	dārzkopība
horticulture	0	0	0	0	0	0	0	0	0	0	dārzkopība
hose	0	0	0	0	0	0	0	0	0	0	šļūtene
hosiery	0	0	0	0	0	0	0	0	0	0	zeķes
hospice	0	0	0	0	0	0	0	1	0	0	patversme
hospital	0	0	0	1	0	0	0	1	0	1	slimnīca
hospitality	0	0	0	0	0	0	1	0	0	0	viesmīlība
hostage	1	0	0	1	0	1	0	0	0	0	ķīlnieks
hostel	0	0	0	0	0	0	0	0	0	0	hostelis
hostile	1	0	1	1	0	1	0	0	0	0	naidīgs
hostilities	1	0	0	1	0	1	0	0	0	0	karadarbība
hostility	1	0	1	0	0	1	0	0	0	0	naidīgums
hot	1	0	0	0	0	0	0	0	0	0	karsts
hotbed	0	0	0	0	0	0	0	0	0	0	perēklis
hotel	0	0	0	0	0	0	0	0	0	0	viesnīca
hour	0	0	0	0	0	0	0	0	0	0	stunda
hourglass	0	0	0	0	0	0	0	0	0	0	smilšu pulkstenis
hourly	0	0	0	0	0	0	0	0	0	0	stundu
house	0	0	0	0	0	0	0	0	0	0	māja
household	0	0	0	0	0	0	1	0	0	0	mājsaimniecība
householder	0	0	0	0	0	0	0	0	0	0	mājinieks
housekeeper	0	0	0	0	0	0	0	0	0	0	mājkalpotāja
housekeeping	0	0	0	0	0	0	1	0	0	0	mājturība
housewife	0	0	0	0	0	0	0	0	0	0	mājsaimniece
housing	0	0	0	0	0	0	0	0	0	0	mājoklis
hovercraft	0	0	0	0	0	0	0	0	0	0	gaisa kuģi
howl	1	0	1	1	0	1	0	1	1	0	gaudot
howsoever	0	0	0	0	0	0	0	0	0	0	lai nu kā
hoy	0	0	0	0	0	0	0	0	0	0	čau
hub	0	0	0	0	0	0	0	0	0	0	centrs
huddle	0	0	0	0	0	0	0	0	0	0	sapulcēties
hue	0	0	0	0	0	0	0	0	0	0	nokrāsa
huff	1	0	1	0	0	1	0	0	0	0	čuč
hug	0	0	0	0	1	0	1	0	0	1	apskāviens
huge	0	0	0	0	0	0	0	0	0	0	milzīgs
hulk	0	0	1	0	0	0	0	0	0	0	hulk
hull	0	0	0	0	0	0	0	0	0	0	korpuss
hum	0	0	0	0	0	0	0	0	0	0	hum
human	0	0	0	0	0	0	0	0	0	0	cilvēks
humane	0	0	0	0	0	0	1	0	0	0	humāns
humanitarian	0	1	0	0	1	0	1	0	1	1	humanitārais
humanities	0	0	0	0	0	0	0	0	0	0	humanitārās zinātnes
humanity	0	0	0	0	1	0	1	0	0	1	cilvēce
humble	0	0	1	0	0	1	1	1	0	0	pazemīgs
humbled	0	0	0	0	0	0	1	1	0	0	pazemots
humbly	0	0	0	0	0	0	1	0	0	0	pazemīgi
humbug	1	0	1	0	0	1	0	1	0	0	humbug
humid	0	0	0	0	0	0	0	0	0	0	mitrs
humidity	0	0	0	0	0	0	0	0	0	0	mitrums
humiliate	1	0	0	0	0	1	0	1	0	0	pazemot
humiliating	0	0	1	0	0	1	0	0	0	0	pazemojoši
humiliation	0	0	1	0	0	1	0	1	0	0	pazemojums
humility	0	0	0	0	0	0	1	0	0	1	pazemība
hummer	0	0	0	0	0	0	0	0	0	0	hummer
hummingbird	0	0	0	0	0	0	0	0	0	0	kolibri
humongous	0	0	0	0	0	0	0	0	0	0	humongous
humorist	0	0	0	0	0	0	1	0	0	0	humorists
humorous	0	0	0	0	1	0	1	0	0	0	humoristisks
hump	0	0	0	0	0	0	0	0	0	0	kupris
hunch	0	0	0	0	0	1	0	0	0	0	nojauta
hundred	0	0	0	0	0	0	0	0	0	0	simts
hundredth	0	0	0	0	0	0	0	0	0	0	simtā
hunger	0	0	0	0	0	0	0	0	0	0	izsalkums
hungry	0	1	0	0	0	1	0	0	0	0	izsalcis
hunk	0	0	0	0	0	0	0	0	0	0	gabals
hunks	0	0	0	0	0	0	0	0	0	0	gabalos
hunt	0	0	0	0	0	0	0	0	0	0	medības
hunter	0	1	0	1	0	1	0	1	0	0	mednieks
hunting	1	1	0	1	0	1	0	0	0	0	medības
hurl	0	0	0	0	0	0	0	0	0	0	mest
hurrah	0	0	0	0	1	0	1	0	0	0	urrā
hurricane	0	0	0	1	0	1	0	0	0	0	viesuļvētra
hurried	0	1	0	0	0	1	0	0	0	0	steidzās
hurry	0	1	0	0	0	0	0	0	0	0	pasteidzies
hurt	1	0	0	1	0	1	0	1	0	0	ievainot
hurtful	1	0	1	1	0	1	0	1	0	0	aizvainojoši
hurting	1	0	0	1	0	1	0	1	0	0	sāpot
husbandry	0	0	0	0	0	0	1	0	0	1	lopkopība
hush	0	0	0	0	0	0	1	0	0	0	klusēt
hushed	0	0	0	0	0	0	0	0	0	0	apklususi
husk	0	0	0	0	0	0	0	0	0	0	miziņa
husky	0	0	0	0	0	0	0	0	0	0	haskijs
hustle	0	0	0	0	0	0	0	0	0	0	grūstīšanās
hustler	0	0	0	0	0	1	0	0	0	0	grūstītājs
hut	0	0	0	0	0	0	1	1	0	0	būda
hutch	0	0	0	0	0	0	0	0	0	0	būda
hyacinth	0	0	0	0	0	0	0	0	0	0	hiacinte
hybrid	0	0	0	0	0	0	0	0	0	0	hibrīds
hydra	0	0	0	1	0	1	0	0	0	0	hidra
hydraulics	0	0	0	0	0	0	0	0	0	0	hidraulika
hydrocephalus	0	0	1	1	0	1	0	1	0	0	hidrocefālija
hydrodynamics	0	0	0	0	0	0	0	0	0	0	hidrodinamika
hydrogen	0	0	0	0	0	0	0	0	0	0	ūdeņradis
hydrographic	0	0	0	0	0	0	0	0	0	0	hidrogrāfiskais
hydrology	0	0	0	0	0	0	0	0	0	0	hidroloģija
hygiene	0	0	0	0	0	0	0	0	0	0	higiēna
hygienic	0	0	0	0	0	0	1	0	0	0	higiēnisks
hymn	0	1	0	0	1	0	1	1	0	1	himna
hype	0	1	0	0	0	1	0	0	0	0	ažiotāža
hyperbole	0	0	0	0	0	1	0	0	0	0	hiperbola
hypertrophy	0	0	1	1	0	0	0	0	1	0	hipertrofija
hyphen	0	0	0	0	0	0	0	0	0	0	defise
hypnotic	0	0	0	0	0	0	0	0	0	0	hipnotisks
hypnotized	0	0	0	0	0	0	0	0	0	0	hipnotizēts
hypocrisy	0	0	0	0	0	1	0	0	0	0	liekulība
hypocrite	0	0	1	0	0	1	0	0	0	0	liekulis
hypocritical	0	0	1	0	0	1	0	0	0	0	liekulīgs
hypothesis	0	1	0	0	0	0	0	0	1	0	hipotēze
hypothetical	0	0	0	0	0	0	0	0	0	0	hipotētisks
hysteria	0	0	0	1	0	1	0	0	0	0	histērija
hysterical	1	0	0	1	0	1	0	0	0	0	histērisks
ice	0	0	0	0	0	0	0	0	0	0	ledus
iceberg	0	0	0	0	0	0	0	0	0	0	aisbergs
icon	0	0	0	0	0	0	0	0	0	0	ikonu
iconic	0	0	0	0	0	0	0	0	0	0	ikonisks
iconography	0	0	0	0	0	0	0	0	0	0	ikonogrāfija
icy	0	0	0	0	0	0	0	0	0	0	ledains
idea	0	0	0	0	0	0	0	0	0	0	ideja
idealism	0	0	0	0	0	0	1	0	0	0	ideālisms
idealist	0	0	0	0	0	0	0	0	0	0	ideālists
identical	0	0	0	0	0	0	0	0	0	0	identisks
identically	0	0	0	0	0	0	0	0	0	0	identiski
identification	0	0	0	0	0	0	0	0	0	0	identifikācija
identify	0	0	0	0	0	0	0	0	0	0	identificēt
identity	0	0	0	0	0	0	0	0	0	0	identitāte
ideology	0	0	0	0	0	0	0	0	0	0	ideoloģija
idiocy	1	0	1	0	0	1	0	1	0	0	idiotisms
idiom	0	0	0	0	0	0	0	0	0	0	idioma
idiomatic	0	0	0	0	0	0	0	0	0	0	idiomātisks
idiot	0	0	1	0	0	1	0	0	0	0	idiots
idiotic	1	0	1	0	0	1	0	0	0	0	idiotisks
idle	0	0	0	0	0	0	0	0	0	0	dīkstāvē
idleness	0	0	0	0	0	0	0	0	0	0	dīkstāve
idler	0	0	0	0	0	1	0	0	0	0	dīkdienis
idol	0	0	0	0	0	0	1	0	0	0	elks
idolatry	0	0	1	1	0	1	0	0	0	0	elkdievība
igloo	0	0	0	0	0	0	0	0	0	0	iglu
igneous	0	0	0	0	0	0	0	0	0	0	magmatisks
ignite	0	0	0	0	0	0	0	0	0	0	aizdegties
ignition	0	0	0	0	0	0	0	0	0	0	aizdedze
ignorance	0	0	0	0	0	1	0	0	0	0	vienaldzība
ignorant	0	0	1	0	0	1	0	0	0	0	nezinošs
ignore	0	0	0	0	0	1	0	0	0	0	ignorēt
ilk	0	0	0	0	0	0	0	0	0	0	lk
ill	1	0	1	1	0	1	0	1	0	0	slim
illegal	1	0	1	1	0	1	0	1	0	0	pretlikumīgs
illegality	1	0	1	1	0	1	0	0	0	0	nelikumību
illegally	0	0	0	0	0	0	0	0	0	0	nelikumīgi
illegible	0	0	0	0	0	1	0	0	0	0	nesalasāms
illegitimate	1	0	1	1	0	1	0	1	1	0	neleģitīms
illicit	1	0	1	1	0	1	0	0	0	0	nelikumīgi
illiterate	0	0	1	0	0	1	0	0	0	0	analfabēti
illness	0	0	0	1	0	1	0	1	0	0	slimība
illogical	0	0	0	0	0	1	0	0	0	0	neloģiski
illuminate	0	1	0	0	1	0	1	0	1	0	apgaismot
illumination	0	0	0	0	1	0	1	0	1	1	apgaismojums
illuminator	0	0	0	0	0	0	0	0	0	0	apgaismotājs
illusion	0	0	0	0	0	1	0	0	1	0	ilūzija
illustrate	0	0	0	0	0	0	1	0	0	0	ilustrēt
illustration	0	0	0	0	0	0	0	0	0	0	ilustrācija
illustrative	0	0	0	0	0	0	0	0	0	0	ilustratīvs
illustrious	0	0	0	0	0	0	1	0	0	0	izcils
image	0	0	0	0	0	0	0	0	0	0	attēlu
imagery	0	0	0	0	0	0	0	0	0	0	tēlainība
imaginary	0	0	0	0	0	0	0	0	0	0	iedomāts
imagination	0	0	0	0	0	0	0	0	0	0	iztēle
imaginative	0	0	0	0	0	0	1	0	0	0	tēlains
imagine	0	0	0	0	0	0	0	0	0	0	iedomājies
imagined	0	0	0	0	0	0	0	0	0	0	iedomājies
imagining	0	0	0	0	0	0	0	0	0	0	iedomājoties
imam	0	0	0	0	0	0	0	0	0	0	imāms
imbedded	0	0	0	0	0	0	0	0	0	0	iestrādāts
imitate	0	0	0	0	0	0	0	0	0	0	atdarināt
imitated	0	0	0	0	0	1	0	0	0	0	atdarināts
imitation	0	0	0	0	0	1	0	0	0	0	imitācija
immaculate	0	0	0	0	1	0	1	0	0	1	nevainojams
immaterial	0	0	0	0	0	0	0	0	0	0	nebūtisks
immature	0	1	0	0	0	1	0	0	0	0	nenobriedis
immaturity	1	1	0	0	0	1	0	0	0	0	nenobriedums
immeasurable	0	0	0	0	0	0	0	0	0	0	neizmērojams
immeasurably	0	0	0	0	0	0	0	0	0	0	neizmērojami
immediacy	0	0	0	0	0	0	0	0	1	0	tūlītējums
immediately	0	1	0	0	0	1	1	0	0	0	nekavējoties
immemorial	0	0	0	0	0	0	0	0	0	0	neatmiņai
immense	0	0	0	0	0	0	1	0	0	0	milzīgs
immerse	0	1	0	1	1	0	1	0	1	1	iegremdēt
immersion	0	0	0	0	0	0	0	0	0	0	iegremdēšana
immigrant	0	0	0	1	0	0	0	0	0	0	imigrants
immigration	0	0	0	0	0	0	0	0	0	0	imigrācija
imminent	0	1	0	1	0	0	0	0	0	0	nenovēršami
immoral	1	0	1	1	0	1	0	1	0	0	amorāls
immorality	1	0	1	0	0	1	0	0	0	0	netikums
immortal	0	0	0	0	0	0	1	0	0	0	nemirstīgs
immortality	0	1	0	0	0	0	0	0	0	0	nemirstība
immovable	0	0	0	0	0	1	1	0	0	1	nekustams
immune	0	0	0	0	0	0	0	0	0	0	imūns
immunity	0	0	0	0	0	0	0	0	0	0	imunitāte
immunization	0	0	0	0	0	0	0	0	0	1	imunizācija
immutable	0	0	0	0	0	0	0	0	0	0	nemainīgs
imp	0	0	0	0	0	0	0	0	0	0	imp
impact	0	0	0	0	0	0	0	0	0	0	ietekme
impair	0	0	0	0	0	1	0	0	0	0	pasliktināt
impairment	0	0	0	0	0	1	0	0	0	0	pasliktināšanās
impart	0	0	0	0	0	0	1	0	0	1	nodot
impartial	0	0	0	0	0	0	1	0	0	1	objektīvs
impartiality	0	0	0	0	0	0	1	0	0	1	objektivitāte
impassable	0	0	0	0	0	1	0	0	0	0	neizbraucams
impassioned	0	0	0	0	0	0	0	0	0	0	kaislīgi
impatience	0	0	0	0	0	1	0	0	0	0	nepacietība
impatient	0	1	0	0	0	1	0	0	0	0	nepacietīgs
impeach	0	0	1	1	0	1	0	0	0	0	impīčs
impeachment	0	0	0	0	0	1	0	0	0	0	impīčments
impeccable	0	0	0	0	0	0	1	0	0	1	nevainojams
impede	0	0	0	0	0	1	0	0	0	0	kavēt
impediment	0	0	0	0	0	0	0	0	0	0	šķērslis
impelled	0	0	0	0	0	0	0	0	0	0	uzmundrināts
impending	0	1	0	1	0	0	0	0	0	0	gaidāmo
impenetrable	0	0	0	0	0	0	0	0	0	1	necaurejams
imperative	0	0	0	0	0	0	0	0	0	0	obligāti
imperceptible	0	0	0	0	0	0	0	0	0	0	nemanāms
imperfection	0	0	0	0	0	1	0	0	0	0	nepilnība
imperfectly	0	0	0	0	0	1	0	0	0	0	nepilnīgi
imperial	0	0	0	0	0	0	0	0	0	0	impērijas
impermeable	1	0	0	1	0	0	0	0	0	0	necaurlaidīgs
impermissible	0	0	0	0	0	0	0	0	0	0	nepieļaujami
impersonal	0	0	0	0	0	0	0	0	0	0	bezpersonisks
impersonate	0	0	0	0	0	1	0	0	0	0	uzdoties
impersonation	0	0	0	0	0	1	0	0	0	0	uzdošanās par citu personu
impervious	0	0	0	0	0	0	1	0	0	0	necaurlaidīgs
impetus	0	0	0	0	0	0	0	0	0	0	stimuls
implacable	0	0	0	0	0	1	0	0	0	0	nepielūdzams
implant	0	0	0	0	0	0	0	0	0	0	implants
implantation	0	0	0	0	0	0	0	0	0	0	implantācija
implanted	0	0	0	0	0	0	0	0	0	0	implantēts
implement	0	0	0	0	0	0	0	0	0	0	īstenot
implicate	1	0	0	0	0	1	0	0	0	0	iesaistīt
implicated	0	0	0	0	0	0	0	0	0	0	iesaistīts
implication	0	0	0	0	0	0	0	0	0	0	netieši
implied	0	0	0	0	0	0	0	0	0	0	netieši
implore	0	0	0	0	0	0	0	0	0	0	lūgt
implosion	0	0	0	0	0	0	0	0	0	0	sabrukums
imply	0	0	0	0	0	0	0	0	0	0	nozīmē
impolite	0	0	1	0	0	1	0	0	0	0	nepieklājīgs
import	0	0	0	0	0	0	0	0	0	0	imports
importance	0	1	0	0	0	0	1	0	0	0	nozīmi
important	0	0	0	0	0	0	1	0	0	1	svarīgs
importation	0	0	0	0	0	0	0	0	0	0	ievešana
impose	0	0	0	0	0	0	0	0	0	0	uzlikt
imposing	0	0	0	0	0	0	0	0	0	0	iespaidīgs
imposition	0	0	0	0	0	1	0	0	0	0	uzlikšana
impossibility	0	0	0	0	0	0	0	0	0	0	neiespējamība
impossible	0	0	0	0	0	1	0	1	0	0	neiespējami
impotence	1	0	0	1	0	1	0	1	0	0	impotence
impotent	0	0	0	0	0	1	0	0	0	0	impotents
impound	0	0	0	0	0	1	0	0	0	0	konfiscēt
impracticable	0	0	0	0	0	1	0	0	0	0	nepraktiski
impress	0	0	0	0	0	0	1	0	0	0	atstāt iespaidu
impression	0	0	0	0	0	0	1	0	0	0	Iespaids
impressionable	0	0	0	0	0	0	0	0	0	1	iespaidojams
imprint	0	0	0	0	0	0	0	0	0	0	nospiedums
imprison	0	0	0	0	0	1	0	0	0	0	cietumā
imprisoned	1	0	1	1	0	1	0	1	0	0	ieslodzīts
imprisonment	1	0	1	1	0	1	0	1	0	0	ieslodzījums
improbable	0	0	0	0	0	0	0	0	0	0	neticami
impromptu	0	0	0	0	0	0	0	0	0	0	ekspromts
impropriety	0	0	0	0	0	1	0	0	0	0	nepiedienība
improve	0	1	0	0	1	0	1	0	0	1	uzlabot
improved	0	0	0	0	0	0	1	0	0	0	uzlabota
improvement	0	0	0	0	1	0	1	0	0	1	uzlabošanu
improving	0	0	0	0	0	0	1	0	0	0	uzlabošanu
improvisation	0	0	0	0	0	0	0	0	1	0	improvizācija
improvise	0	1	0	0	0	0	1	0	1	0	improvizēt
improvised	0	0	0	0	0	0	0	0	0	0	improvizēts
imprudent	0	0	0	0	0	1	0	1	0	0	neapdomīgi
impulse	0	0	0	0	0	0	0	0	0	0	impulss
impunity	0	0	0	0	0	0	0	0	0	0	nesodāmība
impure	0	0	1	0	0	1	0	0	0	0	netīrs
impurity	0	0	1	0	0	1	0	0	0	0	piemaisījums
imputation	0	0	0	0	0	1	0	0	0	0	imputācija
inability	0	0	0	0	0	1	0	1	0	0	nespēja
inaccessible	0	0	0	0	0	1	0	0	0	0	nepieejami
inaccurate	0	0	0	0	0	1	0	0	0	0	neprecīzi
inaction	0	0	0	0	0	1	0	0	0	0	bezdarbība
inactivate	0	0	0	0	0	0	0	0	0	0	deaktivizēt
inactivation	0	0	0	0	0	0	0	0	0	0	inaktivācija
inactive	0	0	0	0	0	0	0	0	0	0	neaktīvs
inactivity	0	0	0	0	0	1	0	0	0	0	neaktivitāte
inadequacy	0	0	0	0	0	1	0	0	0	0	neatbilstība
inadequate	0	0	0	0	0	1	0	1	0	0	neadekvāti
inadmissible	1	0	1	0	0	1	0	0	0	0	nepieņemami
inadvertent	0	0	0	0	0	0	0	0	0	0	netīšām
inadvertently	0	0	0	0	0	0	0	0	0	0	netīšām
inalienable	0	0	0	0	0	0	1	0	0	0	neatņemama
inane	0	0	0	0	0	1	0	0	0	0	neprātīgs
inanimate	0	0	0	0	0	0	0	0	0	0	nedzīvs
inapplicable	0	0	0	0	0	1	0	0	0	0	nepiemērojams
inappropriate	1	0	1	0	0	1	0	1	0	0	nepiemērots
inattention	1	0	0	0	0	1	0	0	0	0	neuzmanība
inaudible	0	0	0	0	0	1	0	0	0	0	nedzirdams
inaugural	0	1	0	0	0	0	0	0	0	0	atklāšanas
inaugurate	0	0	0	0	0	0	0	0	0	0	atklāt
inauguration	0	1	0	0	1	0	1	0	0	1	inaugurācija
inborn	0	0	0	0	0	0	0	0	0	0	iedzimts
inbred	0	0	0	0	0	0	0	0	0	0	inbred
incalculable	0	0	0	0	0	1	0	0	0	0	neaprēķināms
incandescent	0	0	0	0	0	0	0	0	0	0	kvēlspuldze
incapable	0	0	0	0	0	0	0	0	0	0	nespējīgs
incapacity	0	0	0	0	0	1	0	0	0	0	nespēja
incarceration	1	0	1	1	0	1	0	1	0	0	ieslodzījums
incase	1	0	1	1	0	1	0	1	0	0	gadījumā
incendiary	1	0	0	1	0	1	0	0	1	0	aizdedzinošs
incense	1	0	0	0	0	1	0	0	0	0	vīraks
incentive	0	0	0	0	0	0	0	0	0	0	stimuls
inception	0	0	0	0	0	0	0	0	0	0	pirmsākums
incessant	0	0	0	0	0	1	0	0	0	0	nemitīgs
incessantly	0	0	0	0	0	0	0	0	0	0	nemitīgi
incest	1	0	1	1	0	1	0	1	0	0	incests
incestuous	0	0	1	0	0	1	0	0	0	0	incestīvs
inch	0	0	0	0	0	0	0	0	0	0	collu
incidence	0	0	0	0	0	0	0	0	0	0	biežums
incident	0	0	0	0	0	0	0	0	1	0	incidents
incidentally	0	0	0	0	0	0	0	0	0	0	starp citu
incineration	0	0	0	0	0	1	0	0	0	0	sadedzināšana
incipient	0	0	0	0	0	0	0	0	0	0	sākas
incision	0	0	0	0	0	0	0	0	0	0	iegriezums
incisive	0	0	0	0	0	0	1	0	0	0	griezīgs
incite	1	1	0	1	0	1	0	0	0	0	mudināt
incitement	0	0	0	0	0	0	0	0	0	0	kūdīšana
inclement	0	0	0	0	0	1	0	0	0	0	slikts
inclination	0	0	0	0	0	0	0	0	0	0	slīpums
incline	0	0	0	0	0	0	0	0	0	1	slīpums
inclined	0	0	0	0	0	0	0	0	0	0	slīpi
include	0	0	0	0	0	0	1	0	0	0	ietver
included	0	0	0	0	0	0	1	0	0	0	iekļauts
including	0	0	0	0	0	0	1	0	0	0	ieskaitot
inclusion	0	0	0	0	0	0	0	0	0	1	iekļaušana
inclusive	0	0	0	0	0	0	1	0	0	0	ieskaitot
incognito	0	0	0	0	0	0	0	0	0	0	inkognito režīmā
incoherent	0	0	0	0	0	1	0	0	0	0	nesakarīgi
income	0	1	0	0	1	1	1	1	0	1	ienākumiem
incoming	0	0	0	0	0	0	0	0	0	0	ienākošais
incompatible	1	0	1	0	0	1	0	1	0	0	nesaderīgi
incompetence	0	0	0	0	0	1	0	0	0	0	nekompetence
incompetent	1	0	0	0	0	1	0	1	0	0	nekompetents
incompletely	0	0	0	0	0	0	0	0	0	0	nepilnīgi
incompleteness	0	0	0	0	0	1	0	0	0	0	nepabeigtība
incomprehensible	0	0	0	0	0	1	0	0	0	0	nesaprotami
inconclusive	0	0	0	0	0	0	0	0	0	0	nepārliecinošs
incongruous	1	0	0	0	0	1	0	0	0	0	neatbilstošs
inconsequential	0	0	0	0	0	1	0	1	0	0	nenozīmīgs
inconsiderate	1	0	1	0	0	1	0	1	0	0	neapdomīgs
inconsistency	0	0	0	0	0	1	0	0	0	0	neatbilstība
inconspicuous	0	0	0	0	0	0	0	0	0	0	neuzkrītošs
incontinence	0	0	0	0	0	0	0	0	1	0	nesaturēšana
inconvenient	1	0	1	0	0	1	0	1	0	0	neērti
incorporate	0	0	0	0	0	0	0	0	0	0	iekļaut
incorporation	0	0	0	0	0	0	0	0	0	0	iekļaušana
incorrect	0	0	0	0	0	1	0	0	0	0	nepareizi
increase	0	0	0	0	0	0	1	0	0	0	palielināt
increased	0	0	0	0	0	0	0	0	0	0	palielinājies
incredulous	1	0	1	0	0	1	0	0	0	0	neticīgs
increment	0	0	0	0	0	0	0	0	0	0	pieaugums
incrimination	0	0	0	1	0	1	0	1	0	0	apsūdzība
incubation	0	0	0	0	0	0	0	0	0	0	inkubācija
incubus	0	0	1	1	0	1	0	0	0	0	inkubuss
incur	0	0	0	0	0	1	0	0	0	0	ciest
incurable	1	0	1	1	0	1	0	1	0	0	neārstējams
incursion	0	0	0	1	0	1	0	0	0	0	iebrukums
indebted	0	0	0	0	0	0	0	0	0	0	parādā
indecency	1	0	1	0	0	0	0	0	0	0	nepieklājība
indecent	0	0	1	0	0	1	0	0	0	0	nepiedienīgi
indecision	0	0	0	0	0	1	0	0	0	0	neizlēmība
indecisive	0	0	0	0	0	1	0	0	0	0	neizlēmīgs
indefensible	0	0	0	1	0	1	0	0	0	0	neaizsargājami
indelible	0	0	0	0	0	0	1	0	0	1	neizdzēšams
indemnification	0	0	0	0	0	0	0	0	0	0	zaudējumu atlīdzināšana
indemnify	0	0	0	0	0	1	0	0	0	0	atlīdzināt
indemnity	0	0	0	0	0	0	1	0	0	1	atlīdzība
indent	0	0	0	0	0	0	0	0	0	1	ievilkums
indentation	0	0	0	0	0	0	0	0	0	0	ievilkums
indenture	1	0	0	0	0	1	0	0	0	0	ievilkums
independence	0	1	0	0	1	0	1	0	1	1	neatkarība
independent	0	0	0	0	0	0	0	0	0	0	neatkarīgs
indescribable	0	0	0	0	0	0	0	0	0	0	neaprakstāmi
indestructible	0	0	0	0	0	0	1	0	0	1	neiznīcināms
indeterminate	0	0	0	0	0	1	0	0	0	0	nenoteikts
index	0	0	0	0	0	0	0	0	0	0	rādītājs
indicating	0	0	0	0	0	0	0	0	0	0	norādot
indication	0	0	0	0	0	0	0	0	0	0	norāde
indicative	0	0	0	0	0	0	0	0	0	0	indikatīvs
indicator	0	0	0	0	0	0	0	0	0	0	indikators
indice	0	0	0	0	0	0	0	0	0	0	indekss
indict	1	0	0	1	0	1	0	0	0	0	apsūdzēt
indictment	0	0	0	1	0	1	0	0	0	0	apsūdzības rakstu
indifference	1	0	1	1	0	1	0	1	0	0	vienaldzība
indigenous	0	0	0	0	0	0	0	0	0	0	pamatiedzīvotāji
indigent	0	0	0	0	0	1	0	1	0	0	trūcīgs
indigestion	0	0	0	0	0	0	0	0	0	0	gremošanas traucējumi
indignant	1	0	0	0	0	1	0	0	0	0	sašutis
indignation	1	0	1	0	0	1	0	0	0	0	sašutumu
indigo	0	0	0	0	0	0	0	0	0	0	indigo
indirect	0	0	0	0	0	0	0	0	0	0	netiešs
indispensable	0	0	0	0	0	0	0	0	0	0	neaizstājams
indistinct	0	0	0	0	0	1	0	0	0	0	neskaidrs
indistinguishable	0	0	0	0	0	0	0	0	0	0	neatšķirami
individuality	0	0	0	0	0	0	1	0	0	0	individualitāte
indivisible	0	0	0	0	0	0	0	0	0	1	nedalāms
indoctrination	1	0	0	1	0	1	0	0	0	0	indoktrinācija
indolent	0	0	0	0	0	1	0	0	0	0	kūtrs
indomitable	0	0	0	1	0	0	1	0	0	0	nepielūdzams
indoor	0	0	0	0	0	0	0	0	0	0	iekštelpās
induce	0	0	0	0	0	0	0	0	0	0	izraisīt
induced	0	0	0	0	0	0	0	0	0	0	izraisīts
inducement	0	0	0	0	0	0	0	0	0	0	pamudinājumu
induction	0	0	0	0	0	0	0	0	0	0	indukcija
indulge	0	0	0	0	0	0	0	0	0	0	izdabāt
indulgence	0	0	0	0	0	0	0	0	0	0	indulgence
indulgent	0	0	0	0	0	0	0	0	0	0	iecietīgs
industrious	0	0	0	0	0	0	0	0	0	0	strādīgs
industry	0	0	0	0	0	0	0	0	0	0	nozare
ineffable	0	0	0	0	0	0	1	0	0	0	neizsakāms
ineffective	0	0	0	0	0	1	0	0	0	0	neefektīvi
ineffectual	0	0	1	0	0	1	0	0	0	0	neefektīvs
