English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Afrikaans Word
lover	0	1	0	0	1	0	1	0	0	1	minnaar
loving	0	0	0	0	1	0	1	0	0	1	liefdevol
lower	0	0	0	0	0	1	0	1	0	0	laer
lowering	0	0	0	0	0	1	0	0	0	0	verlaging
lowest	0	0	0	0	0	1	0	1	0	0	laagste
lowlands	0	0	0	0	0	1	0	0	0	0	laaglande
lowly	0	0	0	0	0	1	0	1	0	0	nederig
loyal	0	0	0	1	1	0	1	0	1	1	lojaal
loyalty	0	0	0	0	0	0	1	0	0	1	lojaliteit
lubricate	0	0	0	0	0	0	0	0	0	0	smeer
lubrication	0	0	0	0	0	0	0	0	0	0	smering
luck	0	1	0	0	1	0	1	0	1	0	geluk
lucky	0	0	0	0	1	0	1	0	1	0	gelukkig
ludicrous	0	0	0	0	0	1	0	0	0	0	belaglik
lug	0	0	0	0	0	0	0	0	0	0	sleep
luggage	0	0	0	0	0	0	0	0	0	0	bagasie
lull	0	1	0	0	0	0	0	0	0	0	stilte
lullaby	0	0	0	0	0	0	0	0	0	0	wiegeliedjie
lumbar	0	0	0	0	0	0	0	0	0	0	lumbale
lumber	0	0	0	0	0	0	0	0	0	0	hout
lumbering	0	0	0	0	0	1	0	0	0	0	timmerman
luminescent	0	0	0	0	0	0	0	0	0	0	luminescent
luminous	0	0	0	0	0	0	0	0	0	0	lig
lump	0	0	0	0	0	1	0	0	0	0	knop
lumpy	0	0	1	0	0	1	0	0	0	0	knopperig
lunacy	1	0	1	1	0	1	0	1	0	0	waansin
lunar	0	0	0	0	0	0	0	0	0	0	maan
lunatic	1	0	1	1	0	1	0	0	0	0	gek
lunch	0	0	0	0	0	0	0	0	0	0	middagete
luncheon	0	0	0	0	0	0	0	0	0	0	middagete
lunge	0	0	0	0	0	0	0	0	1	0	uitval
lungs	0	0	0	0	0	0	0	0	0	0	longe
lurch	0	0	0	0	0	1	0	0	0	0	swaai
lure	0	0	0	0	0	1	0	0	0	0	lok
lurid	0	0	1	0	0	1	0	0	0	0	onheilspellend
lurk	0	0	0	0	0	1	0	0	0	0	loer
lurking	0	0	0	0	0	1	0	0	0	0	loer
luscious	0	1	0	0	1	0	1	0	0	0	heerlik
lush	0	0	1	0	0	1	0	1	0	0	welig
lust	0	1	0	0	0	1	0	0	0	0	wellus
luster	0	0	0	0	1	0	1	0	0	0	glans
lustful	0	0	0	0	0	1	0	0	0	0	jags
lustrous	0	0	0	0	0	0	1	0	0	0	glansryk
lusty	0	0	1	0	0	0	0	0	0	0	wellustig
lute	0	0	0	0	0	0	0	0	0	0	luit
luxuriant	0	0	0	0	0	0	1	0	0	0	weelderig
luxurious	0	0	0	0	1	0	1	0	0	0	luuks
luxury	0	0	0	0	1	0	1	0	0	0	luukse
lying	1	0	1	0	0	1	0	0	0	0	lieg
lymph	0	0	0	0	0	0	0	0	0	0	limf
lymphatic	0	0	0	0	0	0	0	0	0	0	limfatiese
lynch	1	0	1	1	0	1	0	1	0	0	lynch
lynx	0	0	0	0	0	0	0	0	0	0	lynx
lyre	0	0	0	0	1	0	1	0	0	0	lier
lyric	0	0	0	0	0	0	0	0	0	0	lirieke
lyrical	0	0	0	0	1	0	1	0	0	0	liries
mace	0	0	0	1	0	1	0	0	0	0	foelie
machine	0	0	0	0	0	0	0	0	0	1	masjien
machinery	0	0	0	0	0	0	0	0	0	0	masjinerie
machinist	0	0	0	0	0	0	0	0	0	0	masjinis
mackerel	0	0	0	0	0	0	0	0	0	0	makriel
mad	1	0	1	1	0	1	0	1	0	0	mal
madam	0	0	0	0	0	0	0	0	0	0	mevrou
madame	0	0	0	0	0	0	0	0	0	0	mevrou
madden	1	0	0	1	0	1	0	0	0	0	mal
madman	1	0	0	1	0	1	0	0	0	0	mal man
madness	1	0	0	1	0	1	0	0	0	0	waansin
mafia	0	0	0	1	0	1	0	0	0	0	mafia
magazine	0	0	0	0	0	0	0	0	0	0	tydskrif
mage	0	0	0	1	0	0	0	0	0	0	towenaar
magenta	0	0	0	0	0	0	0	0	0	0	magenta
maggot	0	0	1	0	0	1	0	0	0	0	maaier
magic	0	0	0	0	0	0	0	0	0	0	towerkuns
magical	0	1	0	0	1	0	1	0	1	0	magies
magician	0	0	0	0	0	0	0	0	1	0	towenaar
magistrate	0	0	0	0	0	0	0	0	0	0	landdros
magma	0	0	0	0	0	0	0	0	0	0	magma
magnate	0	0	0	0	0	0	0	0	0	0	magnaat
magnet	0	0	0	0	0	0	1	0	0	1	magneet
magnetism	0	0	0	0	0	0	1	0	0	0	magnetisme
magnetite	0	0	0	0	0	0	1	0	0	0	magnetiet
magnificence	0	1	0	0	1	0	1	0	0	1	grootsheid
magnificent	0	1	0	0	1	0	1	0	1	1	manjifiek
magnifier	0	0	0	0	0	0	0	0	0	0	vergrootglas
magnify	0	0	0	0	0	0	0	0	0	0	vergroot
magnitude	0	0	0	0	0	0	0	0	0	0	grootte
magpie	0	0	0	0	0	0	0	0	0	0	ekster
maid	0	0	0	0	0	0	0	0	0	0	bediende
maiden	0	0	0	0	0	0	1	0	0	0	meisie
mail	0	1	0	0	0	0	0	0	0	0	pos
main	0	0	0	0	0	0	1	0	0	0	hoof
mainland	0	0	0	0	0	0	0	0	0	0	vasteland
mainstay	0	0	0	0	0	0	1	0	0	1	steunpilaar
maintenance	0	0	0	0	0	0	0	0	0	1	onderhoud
majestic	0	1	0	0	1	0	1	0	1	1	majestueus
majesty	0	0	0	0	0	0	1	0	0	1	majesteit
major	0	0	0	0	0	0	1	0	0	0	hoofvak
majority	0	0	0	0	1	0	1	0	0	1	meerderheid
make	0	0	0	0	0	0	0	0	0	0	maak
maker	0	0	0	0	0	0	0	0	0	0	maker
makeshift	0	0	0	0	0	1	0	0	0	0	tydelike
makeup	0	0	0	0	0	0	0	0	0	0	grimering
malady	0	0	0	0	0	1	0	0	0	0	siekte
malaise	0	0	0	0	0	1	0	1	0	0	malaise
malaria	0	0	1	1	0	1	0	1	0	0	malaria
malevolent	1	0	1	1	0	1	0	1	0	0	kwaadwillig
malfeasance	0	0	1	0	0	1	0	0	0	0	wangedrag
malformation	0	0	0	0	0	1	0	0	0	0	misvorming
malice	1	0	0	1	0	1	0	0	0	0	kwaadwilligheid
malicious	1	0	1	1	0	1	0	1	0	0	kwaadwillig
malign	1	0	1	0	0	1	0	0	0	0	kwaadaardig
malignancy	0	0	0	1	0	1	0	1	0	0	kwaadaardigheid
malignant	1	0	0	1	0	1	0	0	0	0	kwaadaardig
mall	0	0	0	0	0	0	0	0	0	0	winkelsentrum
malleable	0	0	0	0	0	0	0	0	0	0	smeebaar
mallet	0	0	0	0	0	0	0	0	0	0	hamer
malpractice	1	0	0	0	0	1	0	0	0	0	wanpraktyke
mamma	0	0	0	0	0	0	0	0	0	1	mamma
mammal	0	0	0	0	0	0	0	0	0	0	soogdier
mammoth	0	0	0	0	0	0	0	0	0	0	mammoet
manage	0	0	0	0	0	0	1	0	0	1	bestuur
management	0	0	0	0	0	0	1	0	0	1	bestuur
manager	0	0	0	0	0	0	0	0	0	0	bestuurder
mandamus	0	0	0	1	0	1	0	0	0	0	mandamus
mandarin	0	0	0	0	0	0	1	0	0	1	mandaryns
mandate	0	0	0	0	0	0	0	0	0	0	mandaat
mandible	0	0	0	0	0	0	0	0	0	0	mandibel
mandolin	0	0	0	0	0	0	0	0	0	0	mandolien
mandrel	0	0	0	0	0	0	0	0	0	0	deurn
mane	0	0	0	0	0	0	0	0	0	0	maanhare
maneuver	0	0	0	0	0	0	0	0	0	0	maneuver
maneuvering	0	0	0	0	0	0	0	0	0	0	maneuvering
mange	0	0	1	1	0	1	0	0	0	0	mang
manger	0	0	0	0	0	0	0	0	0	0	krip
mangle	1	0	1	1	0	1	0	1	0	0	mangle
mango	0	0	0	0	0	0	0	0	0	0	mango
mangosteen	0	0	0	0	0	0	0	0	0	0	mangosteen
manhood	0	0	0	0	0	0	1	0	0	0	manlikheid
mania	0	0	0	0	0	1	0	0	0	0	manie
maniac	1	0	0	1	0	1	0	0	0	0	maniak
maniacal	0	0	0	0	0	1	0	0	0	0	manies
manicure	0	0	0	0	0	0	0	0	0	0	manikuur
manifest	0	0	0	0	0	0	0	0	0	0	manifesteer
manifestation	0	0	0	1	0	0	0	0	0	0	manifestasie
manifested	0	0	0	0	0	0	1	0	0	0	gemanifesteer
manifestly	0	0	0	0	0	0	0	0	0	0	duidelik
manifesto	0	0	0	0	0	0	0	0	0	0	manifes
manifold	0	0	0	0	0	0	0	0	0	0	veelvuldig
manipulate	0	0	0	0	0	1	0	0	0	0	manipuleer
manipulation	1	0	0	1	0	1	0	0	0	0	manipulasie
mankind	0	0	0	0	0	0	0	0	0	0	mensdom
manly	0	0	0	0	0	0	1	0	0	0	manlik
manna	0	0	0	0	0	0	1	0	0	0	manna
manner	0	0	0	0	0	0	0	0	0	0	wyse
mannered	0	0	0	0	0	0	1	0	0	0	gemanierd
manners	0	0	0	0	0	0	1	0	0	0	maniere
manor	0	0	0	0	0	0	0	0	0	0	herehuis
mansion	0	0	0	0	0	0	0	0	0	0	herehuis
manslaughter	1	0	1	1	0	1	0	1	1	0	manslag
mantle	0	0	0	0	0	0	0	0	0	0	mantel
manual	0	0	0	0	0	0	0	0	0	1	handleiding
manufacture	0	0	0	0	0	0	0	0	0	0	vervaardig
manufacturer	0	0	0	0	0	0	1	0	0	0	vervaardiger
manure	0	0	1	0	0	1	0	0	0	0	mis
manuscript	0	0	0	0	0	0	0	0	0	0	manuskrip
map	0	0	0	0	0	0	0	0	0	0	kaart
mar	0	0	0	0	0	1	0	0	0	0	mar
marble	0	0	0	0	0	0	0	0	0	0	marmer
marbled	0	0	0	0	0	0	0	0	0	0	gemarmer
marbles	0	0	0	0	0	0	0	0	0	0	albasters
march	0	0	0	0	0	0	1	0	0	0	optog
mare	0	0	0	0	0	0	0	0	0	0	merrie
margin	0	0	0	0	0	1	0	1	0	0	marge
marginal	0	0	0	0	0	0	0	0	0	0	marginaal
marijuana	0	0	0	0	0	0	0	0	0	0	dagga
marine	0	0	0	0	0	0	0	0	0	1	mariene
mariner	0	0	0	0	0	0	0	0	0	0	seevaarder
maritime	0	0	0	0	0	0	0	0	0	0	maritiem
mark	0	0	0	0	0	0	0	0	0	0	merk
marked	0	0	0	0	0	0	1	0	0	0	gemerk
market	0	0	0	0	0	0	0	0	0	0	mark
marketable	0	0	0	0	0	0	1	0	0	0	bemarkbaar
marketplace	0	0	0	0	0	0	0	0	0	0	markplek
marks	0	0	0	0	0	0	0	0	0	0	punte
marl	0	0	0	0	0	0	0	0	0	0	mergel
marmalade	0	0	0	0	0	0	0	0	0	0	marmelade
maroon	0	0	0	0	0	1	0	0	0	0	maroen
marquee	0	0	0	0	0	0	0	0	0	0	markiestent
marquis	0	0	0	0	0	0	1	0	0	0	markies
marriage	0	1	0	0	1	0	1	0	0	1	huwelik
married	0	0	0	0	0	0	0	0	0	0	getroud
marrow	0	0	0	0	1	0	1	0	0	1	murg
marry	0	1	0	1	1	0	1	0	1	1	trou
marsh	0	0	0	0	0	0	0	0	0	0	moeras
marshal	0	0	0	0	0	0	1	0	0	1	maarskalk
mart	0	0	0	0	0	0	0	0	0	0	mart
martial	1	0	0	0	0	0	0	0	0	0	martial
martingale	0	0	0	0	0	1	0	0	0	0	martingale
martyr	0	0	0	1	0	1	0	1	0	0	martelaar
martyrdom	0	0	0	1	0	1	0	1	0	0	martelaarskap
marvel	0	0	0	0	0	0	1	0	1	0	bewonder
marvelous	0	0	0	0	1	0	1	0	0	0	wonderlike
marvelously	0	0	0	0	1	0	1	0	0	0	wonderlik
masculine	0	0	0	0	0	0	1	0	0	0	manlik
masculinity	0	0	0	0	0	0	0	0	0	0	manlikheid
mash	0	0	0	0	0	0	0	0	0	0	mash
mask	0	0	0	0	0	0	0	0	0	0	masker
masochism	1	0	1	1	0	1	0	0	0	0	masochisme
mason	0	0	0	0	0	0	0	0	0	0	messelaar
masquerade	0	0	0	0	0	0	0	0	0	0	maskerade
mass	0	0	0	0	0	0	0	0	0	0	massa
massacre	1	0	1	1	0	1	0	1	0	0	bloedbad
massage	0	0	0	0	1	0	1	0	0	0	Masseer
massive	0	0	0	0	0	0	0	0	0	0	massief
master	0	0	0	0	0	0	1	0	0	0	meester
mastermind	0	0	0	0	0	0	0	0	0	0	meesterbrein
masterpiece	0	0	0	0	1	0	1	0	0	0	meesterstuk
mastery	1	0	0	0	1	0	1	0	0	1	bemeestering
masturbate	0	0	0	0	0	0	0	0	0	0	masturbeer
masturbation	0	0	0	0	0	0	0	0	0	0	masturbasie
mat	0	0	0	0	0	0	0	0	0	0	mat
match	0	0	0	0	0	0	0	0	0	0	pas
matching	0	0	0	0	0	0	0	0	0	0	ooreenstem
matchmaker	0	1	0	0	0	0	0	0	0	0	pasmaat
mate	0	0	0	0	0	0	1	0	0	1	maat
material	0	0	0	0	0	0	0	0	0	0	materiaal
materialism	0	0	0	0	0	1	0	0	0	0	materialisme
materialist	0	0	1	0	0	1	0	0	0	0	materialis
materialistic	0	0	0	0	0	0	0	0	0	0	materialisties
materiality	0	0	0	0	0	0	0	0	0	0	wesenlikheid
materialize	0	0	0	0	0	0	0	0	0	0	realiseer
materially	0	0	0	0	0	0	0	0	0	0	materieel
materials	0	0	0	0	0	0	0	0	0	0	materiaal
materiel	0	0	0	0	0	0	0	0	0	0	materiaal
maternal	0	1	0	0	0	1	1	0	0	0	moederlike
maternity	0	0	0	0	0	0	0	0	0	0	kraam
mathematical	0	0	0	0	0	0	0	0	0	1	wiskundig
mathematician	0	0	0	0	0	0	0	0	0	0	wiskundige
mathematics	0	0	0	0	0	0	0	0	0	0	wiskunde
matriculation	0	0	0	0	0	0	0	0	0	0	matriek
matrimony	0	1	0	0	1	0	1	0	0	1	huwelik
matrix	0	0	0	0	0	0	0	0	0	0	matriks
matron	0	0	0	0	0	0	1	0	0	1	matrone
matted	0	0	0	0	0	0	0	0	0	0	gemat
matter	0	0	0	0	0	0	0	0	0	0	saak
matting	0	0	0	0	0	0	0	0	0	0	matte
mattress	0	0	0	0	0	0	0	0	0	0	matras
maturation	0	0	0	0	0	0	0	0	0	0	rypwording
maturity	0	0	0	0	0	0	0	0	0	0	volwassenheid
mausoleum	0	0	0	0	0	0	0	1	0	0	mausoleum
mauve	0	0	0	0	0	0	0	0	0	0	mauve
maxim	0	0	0	0	0	0	0	0	0	1	maksimum
maximum	0	0	0	0	0	0	1	0	0	0	maksimum
mayor	0	0	0	0	0	0	1	0	0	0	burgemeester
maze	0	0	0	0	0	0	0	0	0	0	doolhof
mead	0	0	0	0	0	0	0	0	0	0	mede
meadow	0	0	0	0	0	0	1	0	0	0	weide
meal	0	0	0	0	0	0	0	0	0	0	ete
meander	0	0	0	0	0	0	0	0	0	0	kronkel
meandering	0	0	0	0	0	1	0	0	0	0	kronkelend
meaning	0	0	0	0	0	0	0	0	0	0	betekenis
meaningless	0	0	0	0	0	1	0	1	0	0	betekenisloos
means	0	0	0	0	0	0	0	0	0	0	beteken
meantime	0	0	0	0	0	0	0	0	0	0	Intussen
measles	0	0	1	1	0	1	0	1	0	0	masels
measurable	0	0	0	0	0	0	0	0	0	0	meetbaar
measure	0	0	0	0	0	0	0	0	0	1	meet
measured	0	0	0	0	0	0	1	0	0	1	gemeet
measurement	0	0	0	0	0	0	0	0	0	0	meting
measuring	0	0	0	0	0	0	0	0	0	0	meet
meat	0	0	0	0	0	0	0	0	0	0	vleis
mechanic	0	0	0	0	0	0	0	0	0	0	werktuigkundige
mechanical	0	0	0	0	0	0	0	0	0	0	meganies
mechanism	0	0	0	0	0	0	0	0	0	0	meganisme
medal	0	1	0	0	1	0	1	0	1	1	medalje
medallion	0	0	0	0	0	0	0	0	0	0	medalje
medallist	0	0	0	0	0	0	0	0	0	0	medaljewenner
meddle	1	0	0	0	0	1	0	0	0	0	inmeng
meddling	0	0	0	0	0	0	0	0	0	0	inmenging
media	0	0	0	0	0	0	0	0	0	0	media
medial	0	0	0	0	0	0	0	0	0	0	mediaal
median	0	0	0	0	0	0	0	0	0	0	mediaan
mediate	0	1	0	0	0	0	1	0	0	1	bemiddel
mediation	0	0	0	0	0	0	1	0	0	0	bemiddeling
mediator	0	1	0	0	0	0	1	0	0	1	bemiddelaar
medical	0	1	0	1	0	0	1	0	0	1	medies
medicinal	0	0	0	0	0	0	0	0	0	0	medisinaal
medicine	0	0	0	0	0	0	0	0	0	0	medisyne
medieval	0	0	0	0	0	0	0	0	0	0	middeleeuse
mediocre	0	0	0	0	0	1	0	0	0	0	middelmatig
mediocrity	0	0	0	0	0	1	0	0	0	0	middelmatigheid
meditate	0	1	0	0	1	0	1	0	0	1	mediteer
meditation	0	0	0	0	0	0	0	0	0	0	meditasie
meditative	0	0	0	0	0	0	0	0	0	0	meditatiewe
mediterranean	0	0	0	0	0	0	1	0	0	0	Mediterreense
medium	0	0	0	0	0	0	0	0	0	0	medium
medley	0	0	0	0	0	0	1	0	0	0	medley
meek	0	0	0	0	0	0	0	1	0	0	sagmoedig
meet	0	0	0	0	0	0	0	0	0	0	ontmoet
meeting	0	0	0	0	0	0	0	0	0	0	vergadering
melancholic	0	0	0	0	0	1	0	1	0	0	melancholies
melancholy	0	0	0	0	0	1	0	1	0	0	melancholie
melee	0	0	0	1	0	1	0	0	0	0	nabygeveg
melodious	0	0	0	0	0	0	0	0	0	0	melodieus
melodrama	1	0	0	0	0	1	0	1	0	0	melodrama
melodramatic	0	0	0	0	0	0	0	0	0	0	melodramaties
melody	0	0	0	0	0	0	0	0	0	0	melodie
melt	0	0	0	0	0	0	0	0	0	0	smelt
meltdown	0	0	0	0	0	1	0	1	0	0	ineenstorting
melting	0	0	0	0	0	0	0	0	0	0	smelt
member	0	0	0	0	0	0	0	0	0	0	lid
membrane	0	0	0	0	0	0	0	0	0	0	membraan
memento	0	0	0	0	0	0	1	0	0	0	aandenking
memo	0	0	0	0	0	0	0	0	0	0	memo
memoir	0	0	0	0	0	0	0	0	0	0	memoires
memorabilia	0	0	0	0	0	0	0	0	0	0	memorabilia
memorable	0	0	0	0	1	0	1	0	1	1	onvergeetlik
memorandum	0	0	0	0	0	0	0	0	0	0	memorandum
memorial	0	0	0	0	0	0	0	0	0	0	gedenkteken
memorials	0	0	0	0	0	0	0	1	0	0	gedenktekens
memorize	0	0	0	0	0	0	0	0	0	0	memoriseer
memory	0	0	0	0	0	0	0	0	0	0	geheue
menace	1	0	0	1	0	1	0	0	0	0	bedreiging
menacing	1	0	0	1	0	1	0	0	0	0	dreigend
menagerie	0	0	0	0	0	0	0	0	0	0	menasie
mend	0	0	0	0	0	0	0	0	0	0	herstel
mending	0	0	0	0	0	0	1	0	0	0	herstel
menial	0	0	0	0	0	1	0	0	0	0	minlik
meniscus	0	0	0	0	0	0	0	0	0	0	meniskus
menses	0	0	0	0	0	0	1	0	0	0	menstruasie
menstrual	0	0	0	0	0	0	0	0	0	0	menstruele
mental	0	0	0	0	0	0	0	0	0	0	verstandelike
mention	0	0	0	0	0	0	0	0	0	0	noem
mentor	0	0	0	0	0	0	1	0	0	1	mentor
menu	0	0	0	0	0	0	0	0	0	0	spyskaart
meow	0	0	0	0	0	0	0	0	0	0	miaau
mercantile	0	0	0	0	0	0	0	0	0	0	merkantiel
mercenary	0	0	0	1	0	1	0	0	0	0	huursoldaat
merchandise	0	0	0	0	0	0	0	0	0	0	handelsware
merchant	0	0	0	0	0	0	0	0	0	1	handelaar
merciful	0	0	0	0	0	0	1	0	0	0	genadig
merciless	0	0	0	1	0	1	0	0	0	0	genadeloos
mercurial	0	0	0	0	0	0	0	0	0	0	kwik
mercy	0	0	0	0	0	0	1	0	0	0	genade
mere	0	0	0	0	0	0	0	0	0	0	bloot
merge	0	1	0	0	0	0	1	0	0	0	saamsmelt
meridian	0	0	0	0	0	0	0	0	0	0	meridiaan
meridional	0	0	0	0	0	0	0	0	0	0	meridional
merit	0	0	0	0	0	0	1	0	0	1	meriete
meritorious	0	0	0	0	1	0	1	0	0	1	verdienstelik
mermaid	0	0	0	0	0	0	0	0	0	0	meermin
merriment	0	0	0	0	1	0	1	0	1	0	vrolikheid
merry	0	0	0	0	1	0	1	0	0	0	vrolik
mesa	0	0	0	0	0	0	0	0	0	0	mesa
mesh	0	0	0	0	0	0	0	0	0	0	gaas
meshes	0	0	0	0	0	0	0	0	0	0	maas
mesmerized	0	0	0	0	0	0	0	0	0	0	betower
mess	0	0	1	0	0	1	0	0	0	0	gemors
message	0	0	0	0	0	0	0	0	0	0	boodskap
messenger	0	0	0	0	0	0	0	0	0	1	boodskapper
messy	0	0	1	0	0	1	0	0	0	0	morsig
metabolism	0	0	0	0	0	0	0	0	0	0	metabolisme
metal	0	0	0	0	0	0	0	0	0	0	metaal
metallurgy	0	0	0	0	0	0	0	0	0	0	metallurgie
metamorphosis	0	0	0	0	0	0	0	0	0	0	metamorfose
metaphor	0	0	0	0	0	0	0	0	0	0	metafoor
metaphorical	0	0	0	0	0	0	0	0	0	0	metafories
metaphysical	0	0	0	0	0	0	0	0	0	0	metafisiese
metaphysics	0	0	0	0	0	0	0	0	0	0	metafisika
metastasis	0	0	0	0	0	1	0	0	0	0	metastase
meteor	0	0	0	0	0	0	0	0	0	0	meteoor
meteoric	0	0	0	0	0	0	0	0	0	0	meteories
meteorite	0	0	0	0	0	0	0	0	0	0	meteoriet
meteorological	0	0	0	0	0	0	0	0	0	0	meteorologiese
meteorology	0	0	0	0	0	0	0	0	0	0	meteorologie
meter	0	0	0	0	0	0	0	0	0	0	meter
methanol	0	0	0	0	0	1	0	0	0	0	metanol
method	0	0	0	0	0	0	0	0	0	0	metode
methodical	0	0	0	0	0	0	0	0	0	0	metodies
meticulous	0	0	0	0	0	0	0	0	0	0	noukeurig
metric	0	0	0	0	0	0	0	0	0	0	metrieke
metrical	0	0	0	0	0	0	0	0	0	0	metriese
metrology	0	0	0	0	0	0	0	0	0	0	metrologie
metropolis	0	0	0	0	0	0	0	0	0	0	metropool
metropolitan	0	0	0	0	0	0	1	0	0	0	metropolitaanse
mettle	0	0	0	0	0	0	1	0	0	0	moed
mew	0	0	0	0	0	0	0	0	0	0	mew
mica	0	0	0	0	0	0	0	0	0	0	mika
mick	0	0	0	0	0	0	0	0	0	0	mik
microbe	0	0	0	0	0	0	0	0	0	0	mikrobe
microbiology	0	0	0	0	0	0	0	0	0	0	mikrobiologie
microcosm	0	0	0	0	0	0	0	0	0	0	mikrokosmos
microgram	0	0	0	0	0	0	0	0	0	0	mikrogram
micrometer	0	0	0	0	0	0	0	0	0	0	mikrometer
micron	0	0	0	0	0	0	0	0	0	0	mikron
microphone	0	0	0	0	0	0	0	0	0	0	mikrofoon
microscope	0	0	0	0	0	0	0	0	0	1	mikroskoop
microscopic	0	0	0	0	0	0	0	0	0	0	mikroskopies
microscopically	0	0	0	0	0	0	0	0	0	0	mikroskopies
microscopy	0	0	0	0	0	0	1	0	0	0	mikroskopie
mid	0	0	0	0	0	0	0	0	0	0	middel
midday	0	0	0	0	0	0	0	0	0	0	middag
middle	0	0	0	0	0	0	0	0	0	0	middel
middleman	0	0	0	0	0	0	0	0	0	0	middelman
midland	0	0	0	0	0	0	0	0	0	0	middelland
midnight	0	0	0	0	0	0	0	0	0	0	middernag
midst	0	0	0	0	0	0	0	0	0	0	midde
midsummer	0	0	0	0	0	0	0	0	0	0	midsomer
midway	0	0	0	0	0	0	0	0	0	0	halfpad
midwife	0	1	0	0	1	1	1	0	0	1	vroedvrou
midwifery	0	0	0	0	0	0	1	0	0	0	vroedvrou
mien	0	0	0	0	0	0	0	0	0	0	mien
mighty	1	0	0	1	1	0	1	0	0	1	magtig
migrate	0	0	0	0	0	0	0	0	0	0	migreer
migration	0	0	0	0	0	0	0	0	0	0	migrasie
migratory	0	0	0	0	0	0	0	0	0	0	migrerende
mike	0	0	0	0	0	0	0	0	0	0	mike
mildew	0	0	1	0	0	1	0	0	0	0	skimmel
mile	0	0	0	0	0	0	0	0	0	0	myl
mileage	0	0	0	0	0	0	0	0	0	0	kilometers
milestone	0	0	0	0	0	0	0	0	0	0	mylpaal
militant	0	0	0	0	0	0	0	0	0	0	militant
military	0	0	0	1	0	0	0	0	0	0	militêre
militia	1	0	0	1	0	1	0	1	0	0	burgermag
milk	0	0	0	0	0	0	0	0	0	0	melk
milky	0	0	0	0	0	0	0	0	0	0	melkerig
mill	0	1	0	0	0	0	0	0	0	0	meul
millennium	0	0	0	0	0	0	0	0	0	0	millennium
milligram	0	0	0	0	0	0	0	0	0	0	milligram
millimeter	0	0	0	0	0	0	0	0	0	0	millimeter
million	0	0	0	0	0	0	0	0	0	0	miljoen
millionaire	0	0	0	0	0	0	0	0	0	0	miljoenêr
mime	0	0	0	0	0	0	1	0	0	0	mimiek
mimic	0	0	0	0	0	0	0	0	0	0	naboots
mimicking	0	0	0	0	0	0	0	0	0	0	naboots
mimicry	0	0	0	0	0	1	0	0	1	0	nabootsing
mind	0	0	0	0	0	0	0	0	0	0	verstand
minded	0	0	0	0	0	0	0	0	0	0	gesind
mindful	0	0	0	0	0	0	1	0	0	0	bedagsaam
mindfulness	0	0	0	0	0	0	1	0	0	0	bewustheid
mine	0	0	0	0	0	0	0	0	0	0	myne
miner	0	0	0	0	0	0	0	0	0	0	mynwerker
mineral	0	0	0	0	0	0	0	0	0	0	mineraal
mineralogy	0	0	0	0	0	0	0	0	0	0	mineralogie
mingle	0	0	0	0	0	0	0	0	0	0	meng
mingled	0	0	0	0	0	0	0	0	0	0	vermeng
miniature	0	0	0	0	0	0	0	0	0	0	miniatuur
minibus	0	0	0	0	0	0	0	0	0	0	minibus
minim	0	0	0	0	0	0	0	0	0	0	minimum
minimize	0	0	0	0	0	1	0	0	0	0	minimaliseer
minimum	0	0	0	0	0	1	0	0	0	0	minimum
minister	0	0	0	0	0	0	0	0	0	0	minister
ministerial	0	0	0	0	0	0	0	0	0	0	ministeriële
ministry	0	0	0	0	1	0	1	0	0	1	bediening
minivan	0	0	0	0	0	0	0	0	0	0	minibussie
minnow	0	0	0	0	0	0	0	0	0	0	minnow
minor	0	0	0	0	0	0	0	0	0	0	minderjarige
minority	0	0	0	0	0	1	0	0	0	0	minderheid
minstrel	0	0	0	0	0	0	0	0	0	0	minstreel
mint	0	0	0	0	0	0	0	0	0	0	kruisement
minuscule	0	0	0	0	0	0	0	0	0	0	minuskule
minute	0	0	0	0	0	0	0	0	0	0	minuut
minutiae	0	0	0	0	0	0	0	0	0	0	minutiae
mir	0	0	0	0	0	0	0	0	0	0	mir
miracle	0	1	0	0	1	0	1	0	1	1	wonderwerk
miraculous	0	0	0	0	1	0	1	0	1	0	wonderbaarlik
mirage	0	0	0	0	0	0	0	0	0	0	lugspieëling
mire	0	0	1	0	0	1	0	0	0	0	moeras
mirror	0	0	0	0	0	0	0	0	0	0	spieël
mirth	0	0	0	0	1	0	1	0	0	0	vrolikheid
misappropriation	0	0	0	0	0	0	0	0	0	0	wanbesteding
misbehavior	1	0	1	0	0	1	0	0	1	0	wangedrag
miscarriage	0	0	0	1	0	1	0	1	0	0	miskraam
miscellaneous	0	0	0	0	0	0	0	0	0	0	diverse
miscellany	0	0	0	0	0	0	0	0	0	0	diverse
mischief	0	0	0	0	0	1	0	0	0	0	onheil
mischievous	0	0	0	0	0	1	0	0	0	0	ondeund
misconception	1	0	1	1	0	1	0	0	0	0	wanopvatting
misconduct	0	0	1	0	0	1	0	0	0	0	wangedrag
misdemeanor	0	0	0	0	0	0	0	0	0	0	misdryf
miserable	1	0	1	0	0	1	0	1	0	0	ellendig
miserably	0	0	0	0	0	1	0	1	0	0	ellendig
misery	1	0	1	1	0	1	0	1	0	0	ellende
misfortune	0	0	0	1	0	1	0	1	0	0	ongeluk
