English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Haitian-Creole Word
newspaper	0	0	0	0	0	0	0	0	0	0	jounal
newsstand	0	0	0	0	0	0	0	0	0	0	kiosan
nib	0	0	0	0	0	0	0	0	0	0	nib
nibble	0	0	0	0	0	0	0	0	0	0	griye
niche	0	0	0	0	0	0	0	0	0	0	nich
nichts	0	0	0	0	0	0	0	0	0	0	nichts
nick	0	0	0	0	0	0	0	0	0	0	nick
nickel	0	0	0	0	0	0	0	0	0	0	nikèl
nickname	0	0	0	0	0	0	0	0	0	0	tinon
nicotine	0	0	1	0	0	1	0	0	0	0	nikotin
niece	0	0	0	0	0	0	0	0	0	0	nyès
nigh	0	0	0	0	0	0	0	0	0	0	pre
night	0	0	0	0	0	0	0	0	0	0	lannwit
nightfall	0	0	0	0	0	0	0	0	0	0	lannwit tonbe
nightingale	0	0	0	0	0	0	0	0	0	0	rossinyol
nightmare	0	0	0	1	0	1	0	0	0	0	kochma
nihilism	0	0	0	0	0	1	0	0	0	0	nihilism
nil	0	0	0	0	0	0	0	0	0	0	nil
nimble	0	0	0	0	0	0	0	0	0	0	ajil
ninety	0	0	0	0	0	0	0	0	0	0	katrevendis
ninth	0	0	0	0	0	0	0	0	0	0	nevyèm
nip	0	0	0	0	0	0	0	0	0	0	nip
nipple	0	0	0	0	0	0	0	0	0	0	pwent tete
nix	0	0	0	0	0	0	0	0	0	0	nix
nobility	0	1	0	0	0	0	1	0	0	1	noblès
noble	0	0	0	0	0	0	1	0	0	1	nòb
nobleman	0	0	0	0	0	0	1	0	0	1	nòb
nocturnal	0	0	0	0	0	0	0	0	0	0	nocturne
nod	0	0	0	0	0	0	0	0	0	0	souke tèt
nodding	0	0	0	0	0	0	0	0	0	0	souke tèt
node	0	0	0	0	0	0	0	0	0	0	ne
nodular	0	0	0	0	0	0	0	0	0	0	nodilè
nodule	0	0	0	0	0	0	0	0	0	0	nodil
noise	0	0	0	0	0	1	0	0	0	0	bri
noisy	1	0	0	0	0	1	0	0	0	0	fè bwi
nomad	0	0	0	0	0	0	0	0	0	0	nomad
nomadic	0	0	0	0	0	0	0	0	0	0	nomad
nomenclature	0	0	0	0	0	0	0	0	0	0	nomenklati
nominal	0	0	0	0	0	0	0	0	0	0	nominal
nominate	0	0	0	0	0	0	0	0	0	0	nonmen
nomination	0	0	0	0	0	0	1	0	0	0	nominasyon
nominee	0	0	0	0	0	0	0	0	0	0	kandida
nonce	0	0	0	0	0	0	0	0	0	0	nonce
noncompliance	1	1	0	1	0	1	0	1	0	0	non-konpliyans
nondescript	0	0	0	0	0	0	0	0	0	0	endeskriptif
nonexistent	0	0	0	0	0	0	0	0	0	0	ki pa egziste
nonpayment	0	0	0	0	0	0	0	0	0	0	pa peman
nonresident	0	0	0	0	0	0	0	0	0	0	ki pa rezidan
nonsense	0	0	0	0	0	1	0	0	0	0	tenten
nonsensical	0	0	0	0	0	1	0	1	0	0	san sans
noodle	0	0	0	0	0	0	0	0	0	0	nouy
nook	0	0	0	0	0	0	0	0	0	0	kwen
noon	0	0	0	0	0	0	0	0	0	0	midi
noose	0	0	0	0	0	1	0	1	0	0	nekoulan
norm	0	0	0	0	0	0	0	0	0	0	nòmal
normal	0	0	0	0	0	0	0	0	0	0	nòmal
normalcy	0	0	0	0	0	0	0	0	0	0	nòmal
normality	0	0	0	0	0	0	1	0	0	0	nòmalite
nose	0	0	1	0	0	0	0	0	0	0	nen
nostalgia	0	0	0	0	0	0	0	0	0	0	nostalji
nostril	0	0	0	0	0	0	0	0	0	0	twou nen
notable	0	0	0	0	1	0	1	0	0	1	remakab
notables	0	0	0	0	0	0	1	0	0	0	remakab
notably	0	0	0	0	0	0	0	0	0	0	miyò
notary	0	0	0	0	0	0	0	0	0	1	notè
notation	0	0	0	0	0	0	0	0	0	0	notasyon
notch	0	0	0	0	0	0	0	0	0	0	dan
notched	0	0	0	0	0	0	0	0	0	0	krache
note	0	0	0	0	0	0	0	0	0	0	Remak
notebook	0	0	0	0	0	0	0	0	0	0	kaye
noted	0	0	0	0	0	0	1	0	0	0	te note
noteworthy	0	0	0	0	0	0	0	0	0	0	remakab
nothingness	0	0	0	0	0	1	0	1	0	0	anyen
notice	0	0	0	0	0	0	0	0	0	0	avi
noticeable	0	0	0	0	0	0	0	0	0	0	aparan
notification	0	1	0	0	0	0	0	0	0	0	notifikasyon
notify	0	0	0	0	0	0	0	0	0	0	notifye
notion	0	0	0	0	0	0	1	0	0	0	nosyon
notional	0	0	0	0	0	0	0	0	0	0	nosyonèl
notoriety	1	0	1	1	0	1	1	0	0	0	notoryete
notwithstanding	0	0	0	0	0	0	0	0	0	0	malgre
nought	0	0	0	0	0	0	0	0	0	0	anyen
noun	0	0	0	0	0	0	0	0	0	0	non
nourish	0	0	0	0	0	0	0	0	0	0	nouri
nourishment	0	0	0	0	0	0	1	0	0	0	nouriti
nouveau	0	0	0	0	0	0	0	0	0	0	nouvo
novelty	0	0	0	0	0	0	0	0	0	0	kado
novice	0	0	0	0	0	0	0	0	0	0	inisyasyon
nowadays	0	0	0	0	0	0	0	0	0	0	sèjousi
noxious	0	0	1	1	0	1	0	0	0	0	danjere
nozzle	0	0	0	0	0	0	0	0	0	0	bouch
nuance	0	0	0	0	0	0	0	0	0	0	nuans
nuances	0	0	0	0	0	0	0	0	0	0	nuans
nucleus	0	0	0	0	0	0	0	0	0	0	nwayo
nude	0	0	0	0	0	0	0	0	0	0	toutouni
nudge	0	0	0	0	0	0	0	0	0	0	koude
nudity	0	0	0	0	0	0	0	0	0	0	nidite
nugget	0	0	0	0	0	0	0	0	0	0	pepit
nuisance	1	0	0	0	0	1	0	0	0	0	nwuizans
nul	0	0	0	0	0	1	0	0	0	0	nul
null	0	0	0	0	0	0	0	0	0	0	nil
nullify	0	0	0	0	0	1	0	0	1	0	anile
numb	0	0	0	0	0	1	0	0	0	0	angoudi
number	0	0	0	0	0	0	0	0	0	0	nimewo
numbering	0	0	0	0	0	0	0	0	0	0	nimero
numbers	0	0	0	0	0	0	1	0	0	0	nimewo
numbness	0	0	0	0	0	1	0	1	0	0	pèt sansasyon
numeral	0	0	0	0	0	0	0	0	0	0	nimeral
numerator	0	0	0	0	0	0	0	0	0	0	nimeratè
numerical	0	0	0	0	0	0	0	0	0	0	nimerik
numerically	0	0	0	0	0	0	0	0	0	0	nimerikman
numerous	0	0	0	0	0	0	0	0	0	0	anpil
nun	0	0	0	0	0	1	0	0	0	1	mè
nurse	0	0	0	0	0	0	1	0	0	1	enfimyè
nursery	0	0	0	0	1	0	1	0	0	1	pepinyè
nurture	1	1	1	1	1	0	1	0	0	1	nouri
nutmeg	0	0	0	0	0	0	0	0	0	0	noutmèg
nutrition	0	0	0	0	0	0	0	0	0	0	nitrisyon
nutritious	0	0	0	0	0	0	1	1	0	0	nourisan
nutritive	0	0	0	0	0	0	0	0	0	0	nitritif
nuts	0	0	0	0	0	0	0	0	0	0	nwa
nymph	0	0	0	0	0	0	0	0	0	0	nenf
oaf	0	0	0	0	0	1	0	0	0	0	oaf
oak	0	0	0	0	0	0	1	0	0	0	pye bwadchenn
oar	0	0	0	0	0	0	0	0	0	0	zaviwon
oasis	0	1	0	0	1	0	1	0	0	1	oasis
oath	0	0	0	0	0	0	1	0	0	1	sèman
oatmeal	0	0	0	0	0	0	0	0	0	0	farin avwàn
obedience	0	0	0	0	0	0	1	0	0	1	obeyisans
obedient	0	0	0	0	0	0	0	0	0	0	obeyisan
obediently	0	0	0	0	0	0	0	0	0	0	obeyisan
obelisk	0	0	0	0	0	0	0	0	0	0	obelisk
obese	0	0	1	0	0	1	0	0	0	0	obèz
obesity	0	0	1	0	0	1	0	1	0	0	obezite
obey	0	0	0	1	0	0	0	0	0	1	obeyi
obi	0	0	1	1	0	1	0	0	0	0	obi
obit	0	0	0	0	0	1	0	1	1	0	obit
obituary	0	0	0	0	0	1	0	1	0	0	nekroloji
object	0	0	0	0	0	0	0	0	0	0	objè
objection	1	0	0	0	0	1	0	0	0	0	objeksyon
objectionable	0	0	0	0	0	1	0	0	0	0	objeksyon
objective	0	1	0	0	0	0	1	0	0	1	objektif
obligation	0	0	0	0	0	0	0	0	0	0	obligasyon
obligatory	0	0	0	0	0	0	0	0	0	0	obligatwa
oblige	0	0	0	0	0	1	0	0	0	1	oblije
obliged	0	0	0	0	0	0	0	0	0	0	oblije
obliging	1	1	1	1	1	0	1	0	1	1	obliyan
obligor	0	0	0	1	0	1	0	0	0	0	obligatè
oblique	0	0	0	0	0	0	0	0	0	0	oblik
obliterate	1	0	0	1	0	1	0	1	0	0	efase
obliterated	1	0	0	1	0	1	0	0	0	0	efase
obliteration	0	0	0	1	0	1	0	1	0	0	obliterasyon
oblivion	1	0	0	1	0	1	0	0	0	0	oubli
oblivious	0	0	0	0	0	0	0	0	0	0	enkonsyan
oblong	0	0	0	0	0	0	0	0	0	0	Oblong
obnoxious	1	0	1	0	0	1	0	1	0	0	dezagreyab
oboe	0	0	0	0	0	0	0	0	0	0	obois
obscene	0	0	1	0	0	1	0	0	0	0	obsèn
obscenity	1	0	1	0	0	1	0	0	0	0	obscenite
obscure	0	0	0	0	0	0	0	0	0	0	fènwa
obscured	0	0	0	0	0	0	0	0	0	0	bouche
obscurity	0	0	0	0	0	1	0	0	0	0	fènwa
observance	0	0	0	0	0	0	0	0	0	0	obsèvans
observant	0	0	0	0	0	0	1	0	0	0	obsèvatè
observation	0	0	0	0	0	0	0	0	0	0	obsèvasyon
observatory	0	0	0	0	0	0	0	0	0	0	obsèvatwa
observe	0	0	0	0	0	0	0	0	0	0	obsève
observer	0	0	0	0	0	0	0	0	0	0	obsèvatè
observing	0	0	0	0	0	0	0	0	0	0	obsève
obsession	0	0	0	0	0	0	0	0	0	0	mani
obsolescence	0	0	0	0	0	0	0	0	0	0	obsolesans
obstacle	1	0	0	1	0	1	0	1	0	0	obstak
obstetrician	0	0	0	0	0	0	0	0	0	1	obstetrisyen
obstetrics	0	0	0	0	0	0	0	0	0	0	obstetrik
obstinate	0	0	0	0	0	1	0	0	0	0	obstiné
obstruct	1	0	0	1	0	1	0	0	0	0	obstrue
obstruction	0	0	0	0	0	1	0	0	0	0	obstakl
obstructive	1	0	0	0	0	1	0	0	0	0	obstriktif
obtain	0	0	0	0	0	0	0	0	0	0	jwenn
obtainable	0	0	0	0	1	0	1	0	0	0	ka jwenn
obtuse	0	0	0	0	0	1	0	0	0	0	obti
obverse	0	0	0	0	0	0	0	0	0	0	anvè
obvious	0	0	0	0	0	0	1	0	0	1	evidan
ocarina	0	0	0	0	0	0	0	0	0	0	okarin
occasion	0	0	0	0	0	0	0	0	0	0	okazyon
occasional	0	0	0	0	0	0	0	0	1	0	okazyonèl
occasionally	0	0	0	0	0	0	0	0	0	0	detanzantan
occlusion	0	0	0	0	0	0	0	0	0	0	okluzyon
occult	0	0	1	1	0	1	0	0	0	0	occult
occupancy	0	0	0	0	0	0	0	0	0	0	lokatè
occupant	0	0	0	0	0	0	1	0	0	1	okipan
occupation	0	0	0	0	0	0	1	0	0	0	okipasyon
occupied	0	0	0	0	0	0	0	0	0	0	okipe
occupier	0	0	0	0	0	0	0	0	0	0	okipan
occupy	0	0	0	0	0	0	1	0	0	0	okipe
occupying	0	0	0	0	0	0	0	0	0	0	okipe
occur	0	0	0	0	0	0	0	0	0	0	rive
occurrence	0	0	0	0	0	0	0	0	0	0	ensidan
ocean	0	0	0	0	0	0	0	0	0	0	oseyan
oceanic	0	0	0	0	0	0	0	0	0	0	oseyanik
octagon	0	0	0	0	0	0	0	0	0	0	oktagòn
octave	0	0	0	0	0	0	0	0	0	0	oktav
octopus	0	0	1	0	0	0	0	0	0	0	poulp
ocular	0	0	0	0	0	0	0	0	0	0	okulèr
oddity	0	0	1	0	0	1	0	1	1	0	etranj
odds	0	0	0	0	0	0	0	0	0	0	chans
ode	0	0	0	0	0	0	0	0	0	0	od
odious	1	0	1	1	0	1	0	0	0	0	odiyan
odometer	0	0	0	0	0	0	0	0	0	0	odomètr
odor	0	0	0	0	0	1	0	0	0	0	odè
oestrogen	0	0	0	0	0	0	0	0	0	0	estwojèn
oeuvre	0	0	0	0	0	0	0	0	0	0	zèv
offal	0	0	0	0	0	0	0	0	0	0	detriye
offend	1	0	1	0	0	1	0	0	0	0	ofanse
offended	1	0	0	0	0	1	0	1	0	0	ofanse
offender	1	0	1	1	0	1	0	1	0	0	delenkan
offense	1	0	1	1	0	1	0	1	0	0	ofans
offensive	1	0	1	0	0	1	0	0	0	0	ofansif
offer	0	0	0	0	0	0	1	0	0	0	ofri
offered	0	0	0	0	0	0	0	0	0	0	ofri
offering	0	0	0	0	0	0	0	0	0	1	ofrann
offhand	0	0	0	0	0	1	0	0	0	0	dezagreyab
office	0	0	0	0	0	0	0	0	0	0	biwo
officer	0	0	0	0	0	0	1	0	0	1	ofisye
offices	0	0	0	0	0	0	0	0	0	0	biwo yo
official	0	0	0	0	0	0	0	0	0	1	ofisyèl
officiate	0	0	0	0	0	0	0	0	0	0	ofisye
offing	0	0	0	0	0	1	0	0	0	0	offing
offload	0	0	0	0	0	0	0	0	0	0	dechaje
offset	0	1	0	0	0	0	1	0	0	0	konpanse
offshoot	0	0	0	0	0	0	1	0	0	0	branch
offside	0	0	0	0	0	0	0	0	0	0	nan offside
oft	0	0	0	0	0	0	0	0	0	0	souvan
oftentimes	0	0	0	0	0	0	0	0	0	0	souvan
ogre	0	0	1	1	0	1	0	0	0	0	ogr
oil	0	0	0	0	0	0	0	0	0	0	lwil oliv
oils	0	0	0	0	0	0	0	0	0	0	lwil
ointment	0	0	0	0	0	0	0	0	0	0	odè
olfactory	0	1	0	0	0	1	0	0	0	0	olfactif
oligarchy	0	0	0	0	0	1	0	0	0	0	oligachi
olive	0	0	0	0	0	0	0	0	0	0	oliv
omega	0	0	0	0	0	0	0	0	0	0	omega
omelet	0	0	0	0	0	0	0	0	0	0	omlèt
omen	0	1	0	1	0	1	0	0	0	0	presan
ominous	0	1	0	1	0	1	0	0	0	0	menasan
omission	0	0	0	0	0	0	0	0	0	0	omisyon
omit	0	0	0	0	0	1	0	0	0	0	omite
omitted	0	0	0	0	0	0	0	0	0	0	omisyon
omnibus	0	0	0	0	0	0	0	0	0	0	omnibus
omnipotence	0	0	0	1	0	1	1	0	0	0	omnipotans
omnipotent	0	0	0	0	0	0	0	0	0	0	omnipoten
omnipresent	0	0	0	0	0	0	0	0	0	0	omniprezan
omniscient	0	0	0	0	0	0	1	0	0	1	omnisyan
oncologist	0	0	0	0	0	0	0	0	0	0	onkolojist
oneness	0	0	0	0	0	0	0	0	0	0	inite
onerous	1	0	0	0	0	1	0	1	0	0	onèr
oneself	0	0	0	0	0	0	0	0	0	0	tèt li
ongoing	0	1	0	0	0	0	0	0	0	0	kontinyèl
onion	0	0	0	0	0	0	0	0	0	0	zonyon
onset	0	1	0	0	0	0	0	0	0	0	aparisyon
onslaught	0	0	0	0	0	0	0	0	0	0	ofansiv
ontology	0	0	0	0	0	0	0	0	0	0	ontoloji
onus	0	0	0	0	0	1	0	0	0	0	onus
onward	0	0	0	0	0	0	0	0	0	0	pi devan
onyx	0	0	0	0	0	0	0	0	0	0	oniks
ooze	0	0	1	0	0	1	0	0	0	0	oze
oozing	0	0	0	0	0	0	0	0	0	0	koule
opacity	0	0	0	0	0	0	0	0	0	0	opakite
opal	0	0	0	0	0	0	0	0	0	0	opal
opaque	0	0	0	0	0	1	0	0	0	0	opak
ope	0	0	0	0	0	0	0	0	0	0	ope
open	0	0	0	0	0	0	0	0	0	0	louvri
opener	0	0	0	0	0	0	0	0	0	0	ouvèti
opening	0	0	0	0	0	0	0	0	0	0	ouvèti
openly	0	0	0	0	0	0	0	0	0	0	ouvètman
openness	0	0	0	0	0	0	1	0	0	0	ouvèti
opera	1	1	0	1	1	0	1	1	1	1	opera
operatic	0	0	0	0	0	1	0	0	0	0	opéras
operation	0	0	0	1	0	0	0	0	0	1	operasyon
operations	0	0	0	0	0	0	0	0	0	0	operasyon yo
operative	0	0	0	0	0	0	0	0	0	0	opere
operator	0	0	0	0	0	0	0	0	0	0	operatè
ophthalmic	0	0	0	0	0	0	0	0	0	0	oftalmik
ophthalmologist	0	0	0	0	0	0	0	0	0	0	oftalmològ
opiate	0	0	0	0	0	1	0	0	0	0	opiate
opinion	0	0	0	0	0	0	0	0	0	0	opinyon
opinionated	1	0	0	0	0	1	0	0	0	0	opinyon
opium	1	0	1	1	0	1	0	1	0	0	opyòm
opponent	1	1	1	1	0	1	0	0	0	0	advèsè
opportune	0	0	0	0	1	0	1	0	0	0	apwopriye
opportunism	0	0	0	0	0	0	0	0	0	0	opòtinis
opportunity	0	1	0	0	0	0	1	0	0	0	opòtinite
oppose	0	0	0	0	0	1	0	0	0	0	opoze
opposed	1	0	0	1	0	1	0	0	0	0	opoze
opposing	0	0	0	0	0	0	0	0	0	0	opoze
opposite	0	0	0	0	0	0	0	0	0	0	kontrè
opposites	0	0	0	0	0	0	0	0	0	0	opoze
opposition	1	0	0	0	0	1	0	0	0	0	opozisyon
oppress	1	0	1	1	0	1	0	1	0	0	toupizi
oppression	1	0	1	1	0	1	0	1	0	0	opresyon
oppressive	1	0	1	1	0	1	0	1	0	0	opresyon
oppressor	1	0	0	1	0	1	0	1	0	0	opresè
optic	0	0	0	0	0	0	0	0	0	0	optik
optical	0	0	0	0	0	0	0	0	0	0	optik
optics	0	0	0	0	0	0	0	0	0	0	optik
optimism	0	1	0	0	1	0	1	0	1	1	optimis
optimist	0	0	0	0	0	0	1	0	0	1	optimis
option	0	0	0	0	0	0	1	0	0	0	opsyon
optional	0	0	0	0	0	0	1	0	0	0	opsyonèl
optionally	0	0	0	0	0	0	0	0	0	0	opsyonèlman
options	0	0	0	0	0	0	0	0	0	0	opsyon
optometrist	0	0	0	0	0	0	0	0	0	0	optometris
opulence	0	0	0	0	0	0	0	0	0	0	opulans
opulent	0	0	0	0	0	0	0	0	0	0	abondan
opus	0	0	0	0	0	0	0	0	0	0	opus
oracle	0	1	0	0	0	0	1	0	0	1	oracle
oral	0	0	0	0	0	0	0	0	0	0	oral
orange	0	0	0	0	0	0	0	0	0	0	zoranj
oration	0	0	0	0	0	0	1	0	0	0	orasyon
orator	0	0	0	0	0	0	0	0	0	0	oratè
oratory	0	0	0	0	0	0	0	0	0	0	oratwa
orb	0	0	0	0	0	0	0	0	0	0	orb
orbit	0	0	0	0	0	0	0	0	0	0	òbit
orbiting	0	0	0	0	0	0	0	0	0	0	òbit
orbs	0	0	0	0	0	0	0	0	0	0	orb
orc	1	0	1	1	0	1	0	0	0	0	ork
orchard	0	0	0	0	0	0	0	0	0	0	orchard
orchestra	1	0	0	0	1	0	1	1	0	1	òkès
ordained	0	0	0	0	0	0	1	0	0	1	òdone
ordeal	1	0	0	0	0	1	0	0	1	0	apwè move moman
order	0	0	0	0	0	0	0	0	0	0	lòd
orderly	0	0	0	0	0	0	1	0	0	0	lòd
ordinance	0	0	0	0	0	0	0	0	0	1	òdonans
ordinary	0	0	0	0	0	0	0	0	0	0	òdinè
ordination	0	1	0	0	1	0	1	0	0	1	òdinasyon
ordnance	0	0	0	1	0	1	0	0	0	0	òdonans
ore	0	0	0	0	0	0	0	0	0	0	minrè
oregano	0	0	0	0	0	0	0	0	0	0	origan
organ	0	1	0	0	1	0	0	0	0	0	ògàn
organic	0	0	0	0	0	0	1	0	0	0	òganik
organism	0	0	0	0	0	0	0	0	0	0	òganis
organist	0	0	0	0	0	0	0	0	0	0	òganis
organization	0	1	0	0	1	0	1	0	1	1	òganizasyon
organize	0	0	0	0	0	0	1	0	0	0	òganize
organized	0	0	0	0	0	0	1	0	0	0	òganize
orgasm	0	1	0	0	1	0	1	0	0	0	orgasme
orgies	0	0	0	0	0	0	0	0	0	0	òji
orient	0	0	0	0	0	0	0	0	0	0	oryante
oriental	0	0	0	0	0	0	0	0	0	0	oriental
orientation	0	0	0	0	0	0	0	0	0	0	oryantasyon
orifice	0	0	0	0	0	0	0	0	0	0	orifis
origin	0	0	0	0	0	0	0	0	0	0	orijin
originality	0	0	0	0	0	0	1	0	1	0	orijinalite
originate	0	0	0	0	0	0	0	0	0	0	orijine
origination	0	0	0	0	0	0	0	0	0	0	orijin
originator	0	0	0	0	0	0	0	0	0	0	orijinè
ornament	0	0	0	0	0	0	0	0	0	0	orneman
ornamental	0	0	0	0	0	0	0	0	0	0	dekoratif
ornamentation	0	0	0	0	0	0	0	0	0	0	dekorasyon
ornamented	0	0	0	0	0	0	1	0	0	0	dekore
ornate	0	0	0	0	0	0	1	0	0	0	òneman
orphan	0	0	0	1	0	1	0	1	0	0	òfelen
orthodox	0	0	0	0	0	0	0	0	0	0	òtodòks
orthodoxy	0	0	0	0	0	0	0	0	0	1	òtodoksi
orthogonal	0	0	0	0	0	0	0	0	0	0	òtogonal
oscillate	0	0	0	0	0	0	0	0	0	0	osile
oscillating	0	0	0	0	0	0	0	0	0	0	osile
oscillation	0	0	0	0	0	0	0	0	0	0	osilasyon
oscillatory	0	0	0	0	0	0	0	0	0	0	osilatif
ostensible	0	0	0	0	0	0	0	0	0	0	aparan
ostensibly	0	0	0	0	0	1	0	0	0	0	swadizan
ostrich	0	0	0	0	0	0	0	0	0	0	otrich
otto	0	0	0	0	0	0	0	0	0	0	otto
ottoman	0	0	0	0	0	0	0	0	0	0	otoman
ounce	0	0	0	0	0	0	0	0	0	0	ons
oust	1	0	0	0	0	1	0	1	0	0	chase
outbreak	0	0	0	0	0	0	0	0	0	0	pwopagasyon
outburst	1	0	0	1	1	1	1	1	1	0	eklate
outcast	0	0	1	1	0	1	0	1	0	0	dezole
outcome	0	0	0	0	0	0	1	0	0	0	rezilta
outcry	1	0	0	1	0	1	0	0	1	0	kriye
outdo	0	1	0	0	0	0	1	0	0	0	depase
outdoor	0	0	0	0	0	0	0	0	0	0	deyò
outfit	0	0	0	0	0	0	0	0	0	0	ekipe
outgrow	0	0	0	0	0	0	0	0	0	0	depase
outgrowth	0	0	0	0	0	0	0	0	0	0	kwasans
outhouse	0	0	1	0	0	1	0	0	0	0	anvwaye
outing	0	0	0	0	0	0	0	0	0	0	pwomnad
outlandish	0	0	0	0	0	1	0	0	0	0	etranj
outlast	0	0	0	0	0	0	0	0	0	0	depase
outlaw	0	0	0	0	0	1	0	0	0	0	òlalwa
outlet	0	0	0	0	0	0	0	0	0	0	priz
outline	0	0	0	0	0	0	0	0	0	0	deskripsyon
outlines	0	0	0	0	0	0	0	0	0	0	deskripsyon yo
outlook	0	0	0	0	0	0	0	0	0	0	pespektiv
outlying	0	0	0	0	0	0	0	0	0	0	andeyò
outnumber	0	0	0	0	0	0	0	0	0	0	depase kantite
outpost	0	0	0	1	0	0	0	0	0	0	avanpòs
outpouring	0	0	0	0	0	0	0	0	0	0	koule
output	0	0	0	0	0	0	0	0	0	0	pwodiksyon
outrage	1	0	1	0	0	1	0	0	0	0	outraj
outrageous	0	0	0	0	0	0	0	0	1	0	ekzòbitan
outright	0	0	0	0	0	0	0	0	0	0	kareman
outrun	0	0	0	0	0	0	0	0	0	0	depase
outset	0	0	0	0	0	0	0	0	0	0	kòmansman
outsider	0	0	0	1	0	0	0	0	0	0	andeyò
outskirts	0	0	0	0	0	0	0	0	0	0	katye
outspoken	0	0	0	0	0	0	0	0	0	0	franse
outstanding	0	0	0	0	1	1	1	0	0	0	eksepsyonel
outstretched	0	0	0	0	0	0	0	0	0	0	lonje
outward	0	0	0	0	0	0	1	0	0	0	deyò
outwards	0	0	0	0	0	0	0	0	0	0	deyò
outweigh	0	0	0	0	0	0	0	0	0	0	depase
oval	0	0	0	0	0	0	0	0	0	0	oval
ovary	0	0	0	0	0	0	0	0	0	0	ovè
ovate	0	0	0	0	0	0	0	0	0	0	ovate
ovation	0	0	0	0	0	1	0	1	0	0	ovasyon
oven	0	0	0	0	0	0	0	0	0	0	fou
overalls	0	0	0	0	0	0	0	0	0	0	konbinazon
overbearing	1	0	0	0	0	1	0	0	0	0	enpotan
overburden	0	0	0	0	0	1	0	0	0	0	debòde
overcast	0	0	0	0	0	1	0	0	0	0	nwaj
overcharged	0	0	0	0	0	0	0	0	0	0	chaje twòp
overcoat	0	0	0	0	0	0	0	0	0	0	manto
overdo	0	0	0	0	0	1	0	0	0	0	twòp
overdose	0	0	0	0	0	1	0	0	0	0	surdozaj
overdue	0	1	0	0	0	1	0	1	1	0	anreta
overestimate	0	0	0	0	0	0	0	0	1	0	overestimate
overestimated	0	0	0	0	0	1	0	0	0	0	surestime
overflow	0	0	0	0	0	1	0	0	0	0	debòde
overflowing	0	0	0	0	0	0	0	0	0	0	debòde
overgrown	0	0	0	0	0	1	0	0	0	0	anvayi
overgrowth	0	0	0	0	0	0	0	0	0	0	kwasans twòp
overhanging	0	0	0	0	0	0	0	0	0	0	anlèv
overhaul	0	0	0	0	0	0	0	0	0	0	revizyon
overhead	0	0	0	0	0	0	0	0	0	0	anlè
overjoyed	0	0	0	0	1	0	1	0	0	0	kontan anpil
overlaid	0	0	0	0	0	0	0	0	0	0	kouvri
overlap	0	0	0	0	0	0	0	0	0	0	sipèpoze
overlay	0	0	0	0	0	0	0	0	0	0	kouvri
overload	0	0	0	0	0	1	0	1	0	0	surcharge
overlying	0	0	0	0	0	0	0	0	0	0	anlè
overpaid	0	0	0	0	0	1	0	0	0	0	peye anplis
overpass	0	0	0	0	0	0	0	0	0	0	pasaj siperyè
overpower	0	0	0	0	0	1	0	0	0	0	depase
overpowering	1	0	0	1	0	1	0	0	0	0	overpowering
overpriced	1	0	1	0	0	1	0	1	0	0	chè
override	0	0	0	0	0	0	0	0	0	0	pase sou plas
overrule	0	0	0	0	0	0	0	0	0	0	anile
overseer	0	0	0	0	0	0	0	0	0	0	siveyan
overshadow	0	0	0	0	0	0	0	0	0	0	kouvri lonbraj
oversight	0	0	0	0	0	1	0	0	0	0	sipèvizyon
overstate	0	0	0	0	0	0	0	0	0	0	egzajere
overstock	0	0	0	0	0	0	0	0	0	0	overstock
overt	0	0	0	1	0	0	0	0	0	0	ouvè
overtake	0	0	0	0	0	0	0	0	0	0	rapouswiv
overtaken	0	0	0	0	0	0	0	0	0	0	depase
overthrow	0	1	0	1	0	1	0	0	0	0	ranvèse
overture	0	1	0	0	0	0	0	0	0	0	ouverture
overturn	0	0	0	0	0	1	0	0	0	0	ranvèse
overwhelm	0	0	0	0	0	1	0	0	0	0	akable
overwhelmed	0	0	0	0	0	1	0	1	0	0	akable
overwhelming	0	0	0	0	0	0	1	0	0	0	akablan
overzealous	0	0	0	0	0	0	0	0	0	0	twò zele
owe	0	0	0	0	0	0	0	0	0	0	dwe
owing	1	1	1	1	0	1	0	1	0	1	dwe
owner	0	0	0	0	0	0	0	0	0	0	pwopriyetè
ownership	0	0	0	0	0	0	1	0	0	0	pwopriyetè
ox	0	0	0	0	0	0	0	0	0	0	bèf
oxidation	0	0	0	0	0	1	0	0	0	0	oksidasyon
oxygen	0	0	0	0	0	0	0	0	0	0	oksijèn
oxymoron	0	0	0	0	0	0	0	0	0	0	oksimòn
oyster	0	0	0	0	0	0	0	0	0	0	zuit
pace	0	0	0	0	0	0	0	0	0	0	vitès
pacific	0	0	0	0	0	0	1	0	0	0	pasifik
pacify	0	0	0	0	0	0	0	0	0	0	pasifye
pack	0	0	0	0	0	0	0	0	0	0	pake
package	0	0	0	0	0	0	0	0	0	0	pake
packer	0	0	0	0	0	0	0	0	0	0	pake
packet	0	0	0	0	0	0	0	0	0	0	pakèt
pact	0	0	0	0	0	0	0	0	0	1	pak
pad	0	0	0	0	0	0	1	0	0	0	pad
padding	0	0	0	0	0	0	1	0	0	0	padding
paddle	0	1	0	0	0	0	1	0	0	0	pagay
