English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Serbian Word
giving	0	0	0	0	0	0	1	0	0	0	давање
glabrous	0	0	0	0	0	0	0	0	0	0	глаброус
glacial	0	0	0	0	0	1	0	0	0	0	глацијални
glacier	0	0	0	0	0	0	0	0	0	0	глечер
glad	0	1	0	0	1	0	1	0	0	0	драго
glade	0	0	0	0	0	0	0	0	0	0	пропланак
gladiator	0	0	0	1	0	0	0	0	0	0	гладијатор
gladness	0	0	0	0	1	0	1	0	0	0	весеље
glance	0	0	0	0	0	0	0	0	0	0	поглед
glare	1	0	0	1	0	1	0	0	0	0	одсјај
glaring	1	0	0	0	0	1	0	0	0	0	блиставо
glass	0	0	0	0	0	0	0	0	0	0	стакло
glasses	0	0	0	0	0	0	0	0	0	0	наочаре
glassware	0	0	0	0	0	0	0	0	0	0	стаклени производи
glaze	0	0	0	0	0	0	0	0	0	0	глазура
gleam	0	0	0	0	0	0	0	0	0	0	сјај
glean	0	0	0	0	0	0	0	0	0	0	скупљати
glee	0	0	0	0	1	0	1	0	0	0	раздраганост
glen	0	0	0	0	0	0	0	0	0	0	глен
glib	0	0	0	0	0	1	0	0	0	0	глиб
glide	0	1	0	0	1	0	1	0	0	0	клизити
glimmer	0	1	0	0	1	0	1	0	1	0	светлуцање
glimpse	0	0	0	0	0	0	0	0	0	0	поглед
glint	0	0	0	0	0	0	0	0	0	0	сјај
glitter	0	0	1	0	1	0	0	0	0	0	глиттер
glittering	0	0	0	0	0	0	1	0	0	0	блиставе
globe	0	0	0	0	0	0	0	0	0	0	глобус
globular	0	0	0	0	0	0	0	0	0	0	глобуларни
gloom	0	0	0	0	0	1	0	1	0	0	мрак
gloomy	0	0	0	0	0	1	0	1	0	0	суморна
glorification	0	0	0	0	1	0	1	0	0	0	величање
glorify	0	1	0	0	1	0	1	0	1	1	величати
glory	0	1	0	0	1	0	1	0	0	1	слава
gloss	0	0	0	0	0	0	1	0	0	0	сјај
glossary	0	0	0	0	0	0	0	0	0	0	речник
glossy	0	0	0	0	0	0	0	0	0	0	глосси
glove	0	0	0	0	0	0	0	0	0	0	рукавица
glow	0	1	0	0	1	0	1	0	0	1	сјај
glowing	0	0	0	0	0	0	1	0	0	0	светлећи
glucose	0	0	0	0	0	0	0	0	0	0	глукозе
glue	0	0	0	0	0	0	0	0	0	0	лепак
glum	0	0	0	0	0	1	0	1	0	0	мрко
glut	0	0	1	0	0	1	0	0	0	0	презасићеност
gluten	0	0	0	0	0	0	0	0	0	0	глутен
gluttony	0	0	1	0	0	1	0	0	0	0	прождрљивост
glycerin	0	0	0	0	0	0	0	0	0	0	глицерин
gnat	0	0	0	0	0	0	0	0	0	0	гнат
gnome	1	0	1	1	0	1	0	0	0	0	гноме
goat	0	0	0	0	0	0	0	0	0	0	коза
goatee	0	0	0	0	0	0	0	0	0	0	козја брадица
gob	0	0	1	0	0	0	0	0	0	0	гоб
gobble	0	0	0	0	0	0	0	0	0	0	ждерати
goblet	0	0	0	0	0	0	0	0	0	0	пехар
goblin	0	0	1	1	0	1	0	0	0	0	гоблин
god	0	1	0	1	1	0	1	0	0	1	Бог
goddess	0	0	0	0	0	0	0	0	0	0	богиња
godfather	0	0	0	0	0	0	0	0	0	0	кум
godless	1	0	0	0	0	1	0	0	0	0	безбожник
godly	0	0	0	0	1	0	1	0	0	1	побожан
godsend	0	0	0	0	1	0	1	0	1	0	божји дар
goggle	0	0	0	0	0	0	0	0	0	0	наочаре
goggles	0	0	0	0	0	0	0	0	0	0	заштитне наочари
gold	0	0	0	0	0	0	1	0	0	0	злато
golden	0	0	0	0	0	0	0	0	0	0	Златан
golf	0	0	0	0	0	0	0	0	0	0	голф
gondola	0	0	0	0	0	0	0	0	0	0	гондола
gong	0	0	0	0	0	0	0	0	0	0	гонг
gonorrhea	1	0	1	1	0	1	0	1	0	0	гонореја
goo	0	0	1	0	0	1	0	0	0	0	гоо
good	0	1	0	0	1	0	1	0	1	1	Добро
goodbye	0	0	0	0	0	0	0	0	0	0	збогом
goodly	0	0	0	0	0	0	1	0	0	0	добро
goodness	0	1	0	0	1	0	1	0	1	1	доброта
goods	0	0	0	0	0	0	1	0	0	0	робе
goodwill	0	0	0	0	0	0	1	0	0	0	добра воља
goody	0	0	0	0	0	0	0	0	0	0	добро
gooey	0	0	0	0	0	0	0	0	0	0	гњецав
goose	0	0	0	0	0	0	0	0	0	0	гуска
gopher	0	0	0	0	0	0	0	0	0	0	гопхер
gore	1	0	1	1	0	1	0	1	0	0	горе
gorge	0	0	1	0	0	1	0	0	0	0	клисура
gorgeous	0	0	0	0	1	0	1	0	0	0	диван
gorilla	0	0	0	0	0	1	0	0	0	0	горила
gory	1	0	1	1	0	1	0	1	0	0	гори
gospel	0	0	0	0	0	0	1	0	0	1	Госпел
gossip	0	0	0	0	0	1	0	0	0	0	оговарање
gouge	0	0	0	0	0	1	0	0	0	0	гоуге
gourmet	0	0	0	0	0	0	0	0	0	0	гурмански
gout	0	0	0	0	0	1	0	0	0	0	гихт
govern	0	0	0	0	0	0	1	0	0	1	управљати
governess	0	0	0	0	0	0	0	0	0	1	гувернанта
governing	0	0	0	0	0	0	0	0	0	0	владајући
government	0	0	0	1	0	1	0	0	0	0	влада
governor	0	0	0	0	0	0	0	0	0	1	гувернера
gown	0	0	0	0	0	0	0	0	0	0	хаљина
grab	1	0	0	0	0	1	0	0	0	0	граб
grace	0	0	0	0	0	0	1	0	0	0	грациозност
graceful	0	0	0	0	0	0	1	0	0	0	грациозан
gracious	0	0	0	0	0	0	1	0	0	0	милостив
graciously	0	0	0	0	0	0	1	0	0	0	милостиво
gradation	0	0	0	0	0	0	0	0	0	0	градација
grade	0	0	0	0	0	0	0	0	0	0	разред
grader	0	0	0	0	0	0	0	0	0	0	грејдер
gradient	0	0	0	0	0	0	0	0	0	0	градијент
gradual	0	1	0	0	0	0	0	0	0	0	постепен
gradually	0	0	0	0	0	0	0	0	0	0	постепено
graduation	0	1	0	1	1	0	1	0	1	1	дипломирање
grain	0	0	0	0	0	0	0	0	0	0	жито
gram	0	0	0	0	0	0	0	0	0	0	грам
grammar	0	0	0	0	0	0	0	0	0	1	граматика
grand	0	0	0	0	0	0	0	0	0	0	гранд
grandchildren	0	1	0	0	1	0	1	0	0	1	унуци
grandeur	0	0	0	0	0	0	1	0	0	0	грандеур
grandfather	0	0	0	0	0	0	0	0	0	1	деда
grandiose	0	0	0	0	0	0	0	0	0	0	грандиозан
grandmother	0	0	0	0	0	0	1	0	0	0	бака
grange	0	0	0	0	0	0	0	0	0	0	Гранге
granite	0	0	0	0	0	0	0	0	0	0	гранит
grant	0	1	0	0	1	0	1	0	0	1	одобрити
granted	0	0	0	0	0	0	1	0	0	0	одобрено
grantee	0	0	0	0	0	0	0	0	0	0	прималац гранта
grantor	0	0	0	0	0	0	0	0	0	0	концедент
granular	0	0	0	0	0	0	0	0	0	0	зрнастог
granule	0	0	0	0	0	0	0	0	0	0	гранула
grapes	0	0	0	0	0	0	0	0	0	0	грожђе
graphics	0	0	0	0	0	0	0	0	0	0	графике
grapple	0	0	0	0	0	0	0	0	0	0	хватати се
grasp	0	0	0	0	0	0	0	0	0	0	Разумети
grasping	0	1	0	0	0	1	0	0	0	0	хватање
grass	0	0	0	0	0	0	0	0	0	0	трава
grasshopper	0	0	0	0	0	0	0	0	0	0	Скакавац
grassy	0	0	0	0	0	0	0	0	0	0	травнатог
grate	0	0	0	0	0	1	0	0	0	0	решетка
grated	1	0	0	0	0	1	0	0	0	0	рендани
grateful	0	0	0	0	0	0	1	0	0	0	захвалан
gratify	0	0	0	0	1	0	1	0	1	0	задовољити
grating	1	0	1	0	0	1	0	0	0	0	рибање
gratis	0	0	0	0	0	0	0	0	0	0	гратис
gratitude	0	0	0	0	1	0	1	0	0	0	захвалност
gratuitous	0	0	1	0	0	0	0	0	0	0	бесплатан
gratuity	0	0	0	0	0	0	0	0	0	0	напојница
grave	0	0	0	1	0	1	0	1	0	0	гроб
gravel	0	0	0	0	0	0	0	0	0	0	шљунак
graver	0	0	0	0	0	0	0	0	0	0	гравер
gravitate	0	1	0	0	0	0	0	0	0	0	гравитирати
gravitation	0	0	0	0	0	0	0	0	0	0	гравитације
gravity	0	0	0	0	0	0	0	0	0	0	гравитације
gravy	0	0	0	0	0	0	0	0	0	0	сос
gray	0	0	1	0	0	0	0	1	0	0	сива
graze	0	0	0	0	0	0	0	0	0	0	пасати
grease	0	0	0	0	0	0	0	0	0	0	маст
greasy	0	0	1	0	0	0	0	0	0	0	масно
greater	0	0	0	0	0	0	1	0	0	0	већи
greatest	0	0	0	0	0	0	0	0	0	0	највећи
greatly	0	0	0	0	0	0	0	0	0	0	у великој мери
greatness	0	0	0	0	1	0	1	0	1	1	величина
greed	1	0	1	0	0	1	0	0	0	0	похлепа
greedy	0	0	1	0	0	1	0	0	0	0	похлепан
green	0	0	0	0	1	0	1	0	0	1	зелен
greenhouse	0	0	0	0	0	0	0	0	0	0	стаклена башта
greenish	0	0	0	0	0	0	0	0	0	0	зеленкаста
greenwood	0	0	0	0	0	0	0	0	0	0	греенвоод
greet	0	0	0	0	0	0	0	0	0	0	поздравити
greeting	0	0	0	0	0	0	1	0	1	0	Поздрав
gregarious	0	0	0	0	0	0	1	0	0	0	друштвен
grenade	0	0	0	1	0	1	0	0	0	0	граната
grey	0	0	0	0	0	0	0	0	0	0	сива
greyhound	0	0	0	0	0	0	0	0	0	0	хрт
gridiron	0	0	0	0	0	0	0	0	0	0	решетка
grief	0	0	0	0	0	1	0	1	0	0	тугу
grievance	1	0	1	0	0	1	0	1	0	0	притужба
grieve	0	0	0	1	0	1	0	1	0	0	туговати
grievous	1	0	0	1	0	1	0	1	0	0	тужан
griffin	0	0	0	0	0	0	0	0	0	0	гриффин
grill	0	0	0	0	0	0	0	0	0	0	роштиљ
grille	0	0	0	0	0	0	0	0	0	0	решетка
grim	1	1	1	1	0	1	0	1	0	0	мрачан
grime	0	0	1	0	0	1	0	0	0	0	прљавштина
grimy	0	0	1	0	0	1	0	0	0	0	прљав
grin	0	1	0	0	1	0	1	0	1	1	осмех
grind	0	0	0	0	0	0	0	0	0	0	млевење
grinder	0	0	0	0	0	0	0	0	0	0	брусилица
grinding	0	0	0	0	0	1	0	0	0	0	млевење
grip	0	0	0	0	0	0	0	0	0	0	дршка
grisly	0	0	1	1	0	1	0	0	0	0	језиво
grist	0	0	0	0	0	0	1	0	0	0	грист
grit	0	0	0	0	0	0	1	0	0	1	грит
gritty	0	0	0	0	0	0	0	0	0	0	шљунковит
grizzly	0	0	0	1	0	1	0	0	0	0	гризли
groan	0	0	1	0	0	1	0	1	0	0	стењати
grocer	0	0	0	0	0	0	0	0	0	0	бакалин
groceries	0	0	0	0	0	0	0	0	0	0	намирнице
grocery	0	0	0	0	0	0	0	0	0	0	намирнице
groggy	0	0	0	0	0	0	0	0	0	0	гроги
groin	0	0	0	0	0	0	0	0	0	0	препоне
groom	0	0	0	0	0	0	0	0	0	0	младожења
groove	0	0	0	0	0	0	0	0	0	0	жлеб
grope	1	0	1	1	0	1	0	0	0	0	опипати
gross	0	0	1	0	0	1	0	0	0	0	бруто
grotesque	0	0	1	0	0	1	0	0	0	0	гротескно
grotto	0	0	0	0	0	0	0	0	0	0	гротто
ground	0	0	0	0	0	0	0	0	0	1	тло
grounded	0	0	0	1	0	1	0	1	0	0	утемељено
groundless	0	0	0	0	0	1	0	0	0	0	без основа
grounds	0	0	0	0	0	0	0	0	0	0	основе
groundwork	0	0	0	0	0	0	1	0	0	0	основе
group	0	0	0	0	0	0	0	0	0	0	група
grouping	0	0	0	0	0	0	0	0	0	0	груписање
grouse	0	0	0	0	0	0	0	0	0	0	тетријеб
grout	0	0	0	0	0	0	0	0	0	0	малтер
grove	0	0	0	0	0	0	0	0	0	0	грове
grow	0	1	0	0	1	0	1	0	0	1	расти
growl	1	0	0	1	0	1	0	0	0	0	режати
growling	1	0	1	1	0	1	0	0	0	0	режање
growth	0	0	0	0	0	0	1	0	0	0	раст
grub	0	0	0	0	0	0	0	0	0	0	груб
grudge	1	0	0	0	0	1	0	0	0	0	зловоља
grudgingly	0	0	0	0	0	1	0	0	0	0	невољно
gruesome	0	0	1	0	0	1	0	0	0	0	језиво
gruff	1	0	1	0	0	1	0	0	0	0	грубо
grumble	1	0	1	0	0	1	0	0	0	0	зановетати
grumpy	1	0	1	0	0	1	0	1	0	0	мрзовољан
grunt	0	0	0	0	0	0	0	0	0	0	грунт
guarantee	0	0	0	0	0	0	1	0	0	1	гаранција
guaranty	0	0	0	0	0	0	0	0	0	0	гаранција
guard	0	0	0	1	0	0	1	0	0	1	стражар
guarded	0	0	0	0	0	0	0	0	0	1	чуван
guardian	0	0	0	0	0	0	1	0	0	1	старатељ
guardianship	0	0	0	0	0	0	1	0	0	1	старатељство
guards	0	0	0	0	0	0	0	0	0	0	чувари
gubernatorial	0	0	0	0	0	0	1	0	0	1	губернаторски
guerilla	0	0	0	1	0	1	0	0	0	0	герила
guess	0	0	0	0	0	0	0	0	1	0	погоди
guesswork	0	0	0	0	0	0	0	0	0	0	нагађања
guest	0	0	0	0	0	0	0	0	0	0	гост
guidance	0	0	0	0	0	0	1	0	0	1	вођење
guide	0	0	0	0	0	0	1	0	0	1	Водич
guidebook	0	0	0	0	0	0	1	0	0	1	водич
guild	0	0	0	0	0	0	0	0	0	0	цех
guile	0	0	0	0	0	1	0	0	0	0	лукавство
guillotine	1	1	1	1	0	1	0	1	0	0	гиљотина
guilt	0	0	1	0	0	1	0	1	0	0	кривице
guilty	1	0	0	0	0	1	0	1	0	0	крив
guinea	0	0	0	0	0	0	0	0	0	0	гвинеја
guise	0	0	0	0	0	1	0	0	0	0	маском
guitar	0	0	0	0	0	0	0	0	0	0	гитара
gules	0	0	0	0	0	0	0	0	0	0	гулес
gulf	0	0	0	0	0	0	0	0	0	0	залив
gull	0	0	0	0	0	1	0	0	0	0	галеб
gullible	0	0	0	0	0	1	0	1	0	1	лаковеран
gully	0	0	0	0	0	0	0	0	0	0	гулли
gulp	0	0	0	1	0	0	0	0	1	0	гутљај
gum	0	0	0	0	0	0	0	0	0	0	звакаца гума
gummy	0	0	0	0	0	0	0	0	0	0	гумени
gun	1	0	0	1	0	1	0	0	0	0	пиштољ
gunner	0	0	0	0	0	0	0	0	0	0	топник
gunpowder	0	0	0	1	0	0	0	0	0	0	барут
guru	0	0	0	0	0	0	1	0	0	1	гуру
gush	0	0	1	0	1	1	0	0	0	0	гусх
gusset	0	0	0	0	0	0	0	0	0	1	гуссет
gust	0	0	0	0	0	0	0	0	0	0	густ
gusty	0	0	0	0	0	0	0	0	0	0	ветровит
gut	0	0	1	0	0	0	0	0	0	0	гут
guts	0	0	0	0	0	0	1	0	0	0	црева
gutter	0	0	1	0	0	0	0	0	0	0	дно
guy	0	0	0	0	0	0	0	0	0	0	момак
guzzling	0	0	0	0	0	1	0	0	0	0	гуззлинг
gymnasium	0	0	0	0	0	0	0	0	0	0	гимназија
gymnast	0	0	0	0	0	0	1	0	0	0	гимнастичарка
gymnastic	0	0	0	0	0	0	0	0	0	0	гимнастичке
gymnastics	0	0	0	0	0	0	0	0	0	0	гимнастику
gynecology	0	0	0	0	0	0	0	0	0	0	гинекологија
gypsy	0	0	0	0	0	1	0	0	0	0	циганин
gyroscope	0	0	0	0	0	0	0	0	0	0	жироскоп
habit	0	0	0	0	0	0	0	0	0	0	навика
habitat	0	0	0	0	0	0	1	0	0	0	станиште
habitation	0	0	0	0	0	0	0	0	0	0	становање
habitual	0	1	0	0	0	0	0	0	0	0	хабитуал
habitually	0	0	0	0	0	0	0	0	0	0	по навици
hacienda	0	0	0	0	0	0	0	0	0	0	хацијенда
hag	0	0	1	1	0	1	0	0	0	0	хаг
haggard	0	0	0	0	0	1	0	1	0	0	хаггард
haggle	0	0	0	0	0	0	0	0	0	0	цјенкати се
hail	0	0	0	0	0	1	1	0	0	1	туча
hair	0	0	0	0	0	0	0	0	0	0	коса
hairy	0	0	1	0	0	1	0	0	0	0	длакав
hale	0	0	0	0	0	0	1	0	0	0	хале
half	0	0	0	0	0	0	0	0	0	0	пола
halfway	0	0	0	0	0	1	0	0	0	0	на пола пута
hall	0	0	0	0	0	0	0	0	0	0	халл
hallowed	0	0	0	0	0	0	0	0	0	0	посвећени
hallucination	0	0	0	1	0	1	0	0	0	0	халуцинације
halo	0	0	0	0	0	0	0	0	0	0	Хало
halt	0	0	0	0	0	0	0	0	0	0	застој
halter	1	0	0	1	0	1	0	1	0	0	улар
halting	0	0	0	1	0	1	0	1	0	0	заустављање
halve	0	0	0	0	0	0	0	0	0	0	преполовити
halving	0	0	0	0	0	0	0	0	0	0	преполовљење
ham	0	0	0	0	0	0	0	0	0	0	шунка
hamlet	0	0	0	0	0	0	0	0	0	0	заселак
hammer	0	0	0	0	0	0	0	0	0	0	чекић
hammering	0	0	0	0	0	0	0	0	0	0	чекићем
hammock	0	0	0	0	0	0	0	0	0	0	висећа мрежа
hamper	0	0	0	0	0	1	0	0	0	0	ометати
hamstring	1	0	0	0	0	1	0	1	0	0	тетиве кољена
hand	0	0	0	0	0	0	0	0	0	0	руку
handbook	0	0	0	0	0	0	0	0	0	1	приручник
handful	0	0	0	0	0	0	0	0	0	0	прегршт
handicap	0	0	0	0	0	1	0	1	0	0	хендикеп
handicraft	0	0	0	0	0	0	0	0	0	0	ручни рад
handiwork	0	0	0	0	0	0	0	0	0	0	ручни рад
handkerchief	0	0	0	0	0	0	0	0	0	0	марамицу
handle	0	0	0	0	0	0	0	0	0	0	ручка
handsome	0	0	0	0	0	0	0	0	0	0	згодан
handwriting	0	0	0	0	0	0	0	0	0	0	рукопис
handy	0	0	0	0	0	0	1	0	0	0	згодно
hang	0	0	0	0	0	0	0	0	0	0	ханг
hangar	0	0	0	0	0	0	0	0	0	0	хангар
hanging	1	0	1	1	0	1	0	1	0	0	висећи
hangman	0	0	0	1	0	1	0	0	0	0	обешењака
hangout	0	0	0	0	0	0	0	0	0	0	висити
hank	0	0	0	0	0	0	0	0	0	0	Ханк
hankering	0	1	0	0	0	0	0	0	0	0	жудња
hap	0	1	0	0	0	0	0	0	1	0	хап
haphazard	0	0	0	0	0	0	0	0	0	0	насумично
happen	0	1	0	0	0	0	0	0	0	0	десити се
happening	0	0	0	0	0	0	0	0	0	0	догађај
happily	0	0	0	0	1	0	1	0	0	0	срећно
happiness	0	1	0	0	1	0	1	0	0	0	срећа
happy	0	1	0	0	1	0	1	0	0	1	срећна
harass	1	0	1	0	0	1	0	0	0	0	узнемиравати
harassing	1	0	0	0	0	0	0	0	0	0	узнемиравање
harbinger	1	1	0	1	0	1	0	0	0	0	претеча
harbor	0	0	0	0	0	0	0	0	0	1	лука
harden	0	0	0	0	0	0	0	0	0	0	очврснути
hardened	1	0	1	1	0	1	0	0	0	0	очврснуо
hardening	0	0	0	0	0	0	0	0	0	0	каљење
hardness	0	0	0	0	0	1	0	0	0	0	тврдоћа
hardship	0	0	0	0	0	1	0	1	0	0	тешкоћа
hardware	0	0	0	0	0	0	0	0	0	0	хардвера
hardy	0	0	0	0	1	0	1	0	0	1	издржљив
hare	0	0	0	0	0	0	0	0	0	0	харе
harem	0	0	0	0	0	0	0	0	0	0	харем
harlot	0	0	1	0	0	1	0	0	0	0	блудница
harm	0	0	0	1	0	1	0	0	0	0	штета
harmful	1	0	1	1	0	1	0	1	0	0	штетно
harmonica	0	0	0	0	0	0	0	0	0	0	хармоника
harmonics	0	0	0	0	0	0	0	0	0	0	хармонике
harmoniously	0	0	0	0	1	0	1	0	0	1	складно
harmonize	0	0	0	0	0	0	0	0	0	0	ускладити
harmony	0	0	0	0	1	0	1	0	0	1	хармонија
harness	0	0	0	0	0	0	0	0	0	0	упрегнути
harper	0	0	0	0	0	0	0	0	0	0	харпер
harpsichord	0	0	0	0	0	0	0	0	0	0	чембало
harrowing	0	0	0	1	0	1	0	0	0	0	дрљање
harry	1	0	0	0	0	1	0	1	0	0	харри
harshness	1	0	0	1	0	1	0	0	0	0	грубост
hart	0	0	0	0	0	0	0	0	0	0	харт
harvest	0	1	0	0	1	0	1	0	0	0	жетва
hash	0	0	0	0	0	1	0	0	0	0	хасх
hashish	0	0	0	0	0	1	0	0	0	0	хашиш
haste	0	1	0	0	0	0	0	0	0	0	журба
hasten	0	0	0	0	0	0	0	0	0	0	убрзати
hastily	0	0	0	0	0	0	0	0	0	0	на брзину
hasty	0	0	0	0	0	1	0	0	0	0	нагао
hat	0	0	0	0	0	0	0	0	0	0	шешир
hatch	0	0	0	0	0	0	0	0	0	0	хатцх
hatchet	0	0	0	0	0	0	0	0	0	0	секире
hate	1	0	1	1	0	1	0	1	0	0	мржња
hateful	1	0	1	1	0	1	0	1	0	0	мрски
hating	1	0	0	0	0	1	0	0	0	0	мрзећи
hatred	1	0	1	1	0	1	0	1	0	0	мржње
haughty	1	0	0	0	0	1	0	0	0	0	охоло
haul	0	0	0	0	0	0	0	0	0	0	вући
haulage	0	0	0	0	0	0	0	0	0	0	вучу
haunt	0	0	0	1	0	1	0	0	0	0	утвара
haunted	0	0	0	1	0	1	0	1	0	0	уклет
haven	0	0	0	0	0	0	1	0	0	1	пристаниште
havoc	1	0	0	1	0	1	0	0	0	0	хаос
haw	0	0	0	0	0	0	0	0	0	0	хав
hawk	0	0	0	1	0	0	0	0	0	0	Јастреб
hawking	0	0	0	0	0	0	0	0	0	0	хокинг
hazard	0	0	0	1	0	1	0	0	0	0	Опасност
hazardous	0	0	0	1	0	1	0	0	0	0	опасан
haze	0	0	0	1	0	1	0	0	0	0	измаглица
hazy	0	0	0	0	0	0	0	0	0	0	магловито
head	0	0	0	0	0	0	0	0	0	0	глава
headache	0	0	0	0	0	1	0	0	0	0	главобоља
headdress	0	0	0	0	0	0	0	0	0	0	покривала за главу
header	0	0	0	0	0	0	0	0	0	0	заглавље
headgear	0	0	0	0	0	0	0	0	0	0	покривала за главу
heading	0	0	0	0	0	0	0	0	0	0	наслова
headland	0	0	0	0	0	0	0	0	0	0	рт
headlight	0	1	0	0	0	0	0	0	0	0	фар
headline	0	0	0	0	0	0	0	0	0	0	наслов
headlong	0	0	0	0	0	0	0	0	0	0	стрмоглаво
headquarters	0	0	0	0	0	0	0	0	0	0	штаб
headstone	0	0	0	0	0	0	0	0	0	0	надгробни споменик
headway	0	0	0	0	0	0	1	0	0	0	напредовање
heady	0	0	0	0	0	1	0	0	0	0	опојно
heal	0	0	0	0	1	0	1	0	0	1	излечити
healing	0	1	0	0	1	0	1	0	0	1	исцељење
health	0	0	0	0	0	0	0	0	0	0	здравље
healthful	0	0	0	0	1	0	1	0	0	0	здраво
healthy	0	0	0	0	0	0	1	0	0	0	здрав
heap	0	0	0	0	0	0	0	0	0	0	гомила
hear	0	0	0	0	0	0	0	0	0	0	чуј
hearer	0	0	0	0	0	0	0	0	0	0	слушалац
hearing	0	0	0	1	0	1	0	0	0	0	слух
hearsay	0	0	0	0	0	1	0	0	0	0	из друге руке
hearse	0	0	0	1	0	1	0	1	0	0	мртвачка кола
heart	0	0	0	0	0	0	0	0	0	0	срце
heartache	0	0	0	0	0	1	0	1	0	0	бол у срцу
heartburn	0	0	0	0	0	1	0	0	0	0	горушица
heartfelt	0	0	0	0	1	0	1	1	0	1	од срца
hearth	0	0	0	0	0	0	1	0	0	0	огњиште
heartily	0	0	0	0	1	0	1	0	0	0	од срца
heartless	0	0	0	0	0	1	0	1	0	0	бездушни
hearts	0	0	0	0	0	0	0	0	0	0	срца
heartworm	0	0	1	0	0	0	0	0	0	0	срчани црв
heat	0	0	0	0	0	0	0	0	0	0	топлота
heated	0	0	0	0	0	0	0	0	0	0	загрејан
heater	0	0	0	0	0	0	0	0	0	0	грејач
heath	0	0	0	0	0	0	0	0	0	0	Пустара
heathen	0	0	0	1	0	1	0	0	0	0	пагански
heather	0	0	0	0	0	0	0	0	0	0	хеатхер
heating	0	0	0	0	0	0	0	0	0	0	грејање
heave	0	0	0	0	0	0	0	0	0	0	хеаве
heavenly	0	1	0	0	1	0	1	0	0	1	небески
heavens	0	0	0	0	1	0	1	0	0	1	небеса
heavily	0	0	0	0	0	1	0	0	0	0	јако
heaviness	0	0	0	0	0	0	0	0	0	0	тежина
heaving	0	0	0	0	0	0	0	0	0	0	дизање
hectares	0	0	0	0	0	0	0	0	0	0	хектара
hectic	0	0	0	0	0	0	0	0	0	0	ужурбано
hedge	0	0	0	0	0	0	0	0	0	0	живе ограде
hedgehog	0	0	0	0	0	0	0	0	0	0	јеж
hedonism	0	0	0	0	1	1	1	0	0	0	хедонизам
heed	0	0	0	0	0	0	0	0	0	0	пажње
heel	0	0	0	0	0	1	0	0	0	0	пета
heels	0	0	0	0	0	0	0	0	0	0	потпетице
heft	0	1	0	1	0	0	1	0	0	0	хефт
hegemonic	0	0	0	0	0	0	0	0	0	0	хегемонистички
heifer	0	0	0	0	0	0	0	0	0	0	јуница
height	0	0	0	0	0	0	0	0	0	0	висина
heighten	0	0	0	1	0	1	0	0	0	0	појачати
heinous	0	0	0	0	0	1	0	0	0	0	гнусно
heir	0	0	0	0	0	0	0	0	0	0	наследник
heiress	0	0	0	0	0	0	0	0	0	0	наследница
heirloom	0	0	0	0	0	0	0	0	0	0	наследство
heirs	0	0	0	0	0	0	0	0	0	0	наследници
helical	0	0	0	0	0	0	0	0	0	0	спирални
helix	0	0	0	0	0	0	0	0	0	0	хелик
hell	1	0	1	1	0	1	0	1	0	0	пакао
hellish	1	0	1	1	0	1	0	1	0	0	паклено
helm	0	0	0	0	0	0	0	0	0	0	кормило
helmet	0	0	0	1	0	0	1	0	0	0	Кацига
helper	0	0	0	0	0	0	1	0	0	1	помоћник
helpful	0	0	0	0	1	0	1	0	0	1	користан
helpless	0	0	0	1	0	1	0	1	0	0	беспомоћан
helplessness	0	0	0	1	0	1	0	1	0	0	беспомоћности
hem	0	0	0	0	0	0	0	0	0	0	хем
hematite	0	0	0	0	0	0	0	0	0	0	хематит
hemi	0	0	0	0	0	0	0	0	0	0	хеми
hemisphere	0	0	0	0	0	0	0	0	0	0	хемисфера
hemispheric	0	0	0	0	0	0	0	0	0	0	хемисферни
hemlock	0	0	0	0	0	0	0	0	0	0	хемлоцк
hemorrhage	0	0	1	1	0	1	0	1	0	0	хеморагија
hemorrhoids	0	0	0	0	0	1	0	0	0	0	хемороиди
hemp	0	0	0	0	0	0	0	0	0	0	конопље
hen	0	0	0	0	0	0	0	0	0	0	кокошка
henceforth	0	0	0	0	0	0	0	0	0	0	од сада
herald	0	0	0	0	0	0	0	0	0	0	гласник
heraldry	0	0	0	0	0	0	0	0	0	0	хералдика
herb	0	0	0	0	0	0	0	0	0	0	трава
herbaceous	0	0	0	0	0	0	0	0	0	0	зељаста
herbal	0	0	0	0	0	0	1	0	0	0	биљни
herbarium	0	0	0	0	0	0	0	0	0	0	хербаријум
herd	0	0	0	0	0	0	0	0	0	0	стадо
hereditary	0	0	0	0	0	0	0	0	0	0	наследан
heredity	0	0	0	0	0	0	0	0	0	0	наследност
heresy	0	0	0	0	0	1	0	0	0	0	јерес
heretic	0	0	1	0	0	1	0	0	0	0	јеретик
heretical	0	0	0	0	0	0	0	0	0	0	јеретички
heretofore	0	0	0	0	0	0	0	0	0	0	до сада
hereunto	0	0	0	0	0	0	0	0	0	0	овоме
herewith	0	0	0	0	0	0	0	0	0	0	са овим
heritage	0	0	0	0	0	0	0	0	0	1	наслеђе
hermaphrodite	0	0	0	0	0	1	0	0	1	0	хермафродит
hermeneutics	0	0	0	0	0	0	0	0	0	0	херменеутике
hermit	0	0	0	0	0	0	0	1	0	1	Пустиња
hernia	0	0	0	0	0	0	0	0	0	0	кила
hero	0	1	0	0	1	0	1	0	1	1	јунак
