English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Finnish Word
hiatus	0	0	0	0	0	0	0	0	0	0	tauko
hibernate	0	0	0	0	0	0	0	0	0	0	lepotilaan
hibernation	0	0	0	0	0	0	0	0	0	0	lepotilaan
hiccup	0	0	0	0	0	0	0	0	0	0	hikka
hidden	0	0	0	0	0	1	0	0	0	0	piilotettu
hide	0	0	0	1	0	0	0	0	0	0	piilottaa
hideous	0	0	1	1	0	1	0	1	0	0	hirveä
hiding	0	0	0	1	0	0	0	0	0	0	piilossa
hierarchical	0	0	0	0	0	0	0	0	0	0	hierarkkinen
high	0	0	0	0	0	0	0	0	0	0	korkea
higher	0	0	0	0	0	0	0	0	0	0	korkeampi
highest	0	1	0	1	1	1	1	0	1	0	korkein
highland	0	0	0	0	0	0	0	0	0	0	ylämaa
highlands	0	0	0	0	0	0	0	0	0	0	ylänkö
hight	0	0	0	0	0	0	0	0	0	0	korkeus
highway	0	0	0	0	0	0	0	0	0	0	valtatie
hiker	0	0	0	0	0	0	0	0	0	0	retkeilijä
hilarious	0	0	0	0	1	0	1	0	1	0	hilpeä
hilarity	0	0	0	0	1	0	1	0	0	0	iloisuus
hill	0	0	0	0	0	0	0	0	0	0	kukkula
hilly	0	0	0	0	0	0	0	0	0	0	mäkinen
hilt	0	0	0	0	0	0	0	0	0	0	kahva
hind	0	0	0	0	0	0	0	0	0	0	takaosa
hindering	0	0	0	0	0	1	0	1	0	0	estää
hindrance	0	0	0	0	0	1	0	0	0	0	esteenä
hinge	0	0	0	0	0	0	0	0	0	0	sarana
hint	0	0	0	0	0	0	0	0	0	0	vihje
hinterland	0	0	0	0	0	0	0	0	0	0	sisämaahan
hip	0	0	0	0	0	0	0	0	0	0	lonkka
hippie	0	0	0	0	0	1	0	0	0	0	hippi
hire	0	1	0	0	1	0	1	0	0	1	vuokraus
hirsute	0	0	0	0	0	0	0	0	0	0	karvainen
hiss	1	0	0	1	0	1	0	0	0	0	viheltää
hissing	0	0	0	0	0	1	0	0	0	0	viheltää
histology	0	0	0	0	0	0	0	0	0	0	histologia
historian	0	0	0	0	0	0	0	0	0	0	historioitsija
historic	0	0	0	0	0	0	0	0	0	0	historiallinen
historiography	0	0	0	0	0	0	0	0	0	0	historiografia
history	0	0	0	0	0	0	0	0	0	0	historia
hit	1	0	0	0	0	1	0	0	0	0	osuma
hitherto	0	0	0	0	0	1	0	0	0	0	tähän asti
hive	0	0	0	0	0	1	0	0	0	0	pesä
hoard	0	0	0	0	0	0	0	0	0	0	hamstrata
hoarse	0	0	0	0	0	1	0	0	0	0	käheä
hoary	0	0	0	0	0	1	0	1	0	0	hirveä
hoax	1	0	1	0	0	1	0	1	1	0	huijaus
hob	0	0	0	0	0	0	0	0	0	0	liesi
hobby	0	0	0	0	1	0	1	0	0	0	harrastus
hobo	0	0	0	0	0	1	0	1	0	0	kulkuri
hockey	0	0	0	0	0	0	0	0	0	0	jääkiekko
hoe	0	0	0	0	0	0	0	0	0	0	kuokka
hog	0	0	1	0	0	1	0	0	0	0	sika
hoist	0	0	0	0	0	0	0	0	0	0	nostin
hold	0	0	0	0	0	0	0	0	0	0	pidä
holder	0	0	0	0	0	0	0	0	0	0	pidin
holding	0	0	0	0	0	0	0	0	0	0	pitämällä
hole	0	0	0	0	0	0	0	0	0	0	reikä
holiday	0	1	0	0	1	0	1	0	0	0	loma-
holiness	0	1	0	1	1	0	1	0	1	1	pyhyyttä
hollow	0	0	0	0	0	1	0	1	0	0	ontto
holocaust	1	0	1	1	0	1	0	1	0	0	holokausti
holy	0	0	0	0	0	0	1	0	0	0	pyhä
homage	0	0	0	0	0	0	1	0	0	0	kunnianosoitus
homeless	1	1	1	1	0	1	0	1	0	0	kodittomia
homeopathic	0	0	0	0	0	0	0	0	0	0	homeopaattinen
homeopathy	0	0	0	0	0	0	0	0	0	0	homeopatia
homesick	0	0	0	0	0	1	0	1	0	0	koti-ikävä
homestead	0	0	0	0	0	0	0	0	0	0	kotitila
homework	0	0	0	1	0	0	0	0	0	0	kotitehtävät
homicidal	1	0	0	1	0	1	0	0	0	0	tappava
homicide	1	0	1	1	0	1	0	1	0	0	murha
homily	0	0	0	0	0	0	0	0	0	0	saarna
homogeneity	0	0	0	0	0	0	0	0	0	0	homogeenisuus
homogeneous	0	0	0	0	0	0	0	0	0	0	homogeeninen
homologous	0	0	0	0	0	0	0	0	0	0	homologinen
homologue	0	0	0	0	0	0	0	0	0	0	homologi
homology	0	0	0	0	0	0	1	0	0	0	homologiaa
hone	0	0	0	0	0	0	0	0	0	0	hioa
honest	1	0	1	1	1	0	1	1	0	1	rehellinen
honesty	0	0	0	0	0	0	1	0	0	1	rehellisyys
honey	0	0	0	0	0	0	1	0	0	0	hunaja
honeycomb	0	0	0	0	0	0	0	0	0	0	hunajakenno
honeymoon	0	1	0	0	1	0	1	0	1	1	häämatka
honeysuckle	0	0	0	0	0	0	0	0	0	0	kuusama
honor	0	0	0	0	0	0	1	0	0	1	kunnia
honorable	0	0	0	0	0	0	1	0	0	1	kunniallinen
honorarium	0	0	0	0	0	0	0	0	0	0	palkkio
hood	1	0	1	1	0	1	0	0	0	0	huppu
hooded	0	0	0	1	0	0	0	0	0	0	hupullinen
hoof	0	0	0	0	0	0	0	0	0	0	kavio
hook	0	0	0	0	0	0	0	0	0	0	koukku
hooked	0	0	0	0	0	1	0	0	0	0	koukussa
hooker	0	0	0	0	0	0	0	0	0	0	huora
hoop	0	0	0	0	0	0	0	0	0	0	vanne
hoot	1	0	1	0	0	1	0	0	0	0	viheltää
hop	0	0	0	0	0	0	0	0	0	0	hypätä
hope	0	1	0	0	1	0	1	0	1	1	toivoa
hopeful	0	1	0	0	1	0	1	0	1	1	toiveikas
hopeless	0	0	0	1	0	1	0	1	0	0	toivoton
hopelessness	1	0	1	1	0	1	0	1	0	0	toivottomuutta
hopes	0	0	0	0	0	0	0	0	0	0	toivoo
hoping	0	0	0	0	0	0	0	0	0	0	toivoen
hopper	0	0	0	0	0	0	0	0	0	0	suppilo
horde	0	0	0	0	0	1	0	0	1	0	lauma
horizon	0	1	0	0	0	0	1	0	0	0	horisontti
horizontal	0	0	0	0	0	0	0	0	0	0	vaakasuoraan
horizontally	0	0	0	0	0	0	0	0	0	0	vaakatasossa
horn	0	0	0	0	0	0	0	0	0	0	sarvi
hornet	0	0	0	0	0	0	0	0	0	0	hornet
horny	0	0	0	0	0	0	0	0	0	0	kiimainen
horoscope	0	1	0	0	0	0	0	0	0	0	horoskooppi
horrible	1	0	1	1	0	1	0	0	0	0	kamalaa
horribly	0	0	0	0	0	1	0	0	0	0	kauheasti
horrid	1	0	1	1	0	1	0	1	0	0	hirveä
horrific	1	0	1	1	0	1	0	1	0	0	kauheaa
horrified	0	0	0	1	0	1	0	0	0	0	kauhistuneena
horrifying	0	0	1	1	0	1	0	1	0	0	kauhistuttava
horror	1	0	1	1	0	1	0	1	1	0	kauhu
horrors	0	0	0	1	0	1	0	1	0	0	kauhuja
horse	0	0	0	0	0	0	0	0	0	1	hevonen
horseman	0	0	0	0	0	0	0	0	0	0	ratsastaja
horseshoe	0	0	0	0	0	0	0	0	0	0	hevosenkenkä
horticultural	0	0	0	0	0	0	0	0	0	0	puutarhanhoito
horticulture	0	0	0	0	0	0	0	0	0	0	puutarhanhoito
hose	0	0	0	0	0	0	0	0	0	0	letku
hosiery	0	0	0	0	0	0	0	0	0	0	sukat
hospice	0	0	0	0	0	0	0	1	0	0	saattohoito
hospital	0	0	0	1	0	0	0	1	0	1	sairaala
hospitality	0	0	0	0	0	0	1	0	0	0	vieraanvaraisuus
hostage	1	0	0	1	0	1	0	0	0	0	panttivangiksi
hostel	0	0	0	0	0	0	0	0	0	0	hostelli
hostile	1	0	1	1	0	1	0	0	0	0	vihamielinen
hostilities	1	0	0	1	0	1	0	0	0	0	vihollisuudet
hostility	1	0	1	0	0	1	0	0	0	0	vihamielisyys
hot	1	0	0	0	0	0	0	0	0	0	kuuma
hotbed	0	0	0	0	0	0	0	0	0	0	pesäpaikka
hotel	0	0	0	0	0	0	0	0	0	0	hotelli
hour	0	0	0	0	0	0	0	0	0	0	tunnin
hourglass	0	0	0	0	0	0	0	0	0	0	tiimalasi
hourly	0	0	0	0	0	0	0	0	0	0	tunnin välein
house	0	0	0	0	0	0	0	0	0	0	talo
household	0	0	0	0	0	0	1	0	0	0	kotitalous
householder	0	0	0	0	0	0	0	0	0	0	talonmies
housekeeper	0	0	0	0	0	0	0	0	0	0	taloudenhoitaja
housekeeping	0	0	0	0	0	0	1	0	0	0	taloudenhoito
housewife	0	0	0	0	0	0	0	0	0	0	kotivaimo
housing	0	0	0	0	0	0	0	0	0	0	asuminen
hovercraft	0	0	0	0	0	0	0	0	0	0	ilmatyynyalus
howl	1	0	1	1	0	1	0	1	1	0	ulvoa
howsoever	0	0	0	0	0	0	0	0	0	0	kuinka tahansa
hoy	0	0	0	0	0	0	0	0	0	0	hei
hub	0	0	0	0	0	0	0	0	0	0	keskitin
huddle	0	0	0	0	0	0	0	0	0	0	värjötellä
hue	0	0	0	0	0	0	0	0	0	0	värisävy
huff	1	0	1	0	0	1	0	0	0	0	puuskahtaa
hug	0	0	0	0	1	0	1	0	0	1	halata
huge	0	0	0	0	0	0	0	0	0	0	valtava
hulk	0	0	1	0	0	0	0	0	0	0	hulk
hull	0	0	0	0	0	0	0	0	0	0	runko
hum	0	0	0	0	0	0	0	0	0	0	hyräillä
human	0	0	0	0	0	0	0	0	0	0	ihmisen
humane	0	0	0	0	0	0	1	0	0	0	inhimillistä
humanitarian	0	1	0	0	1	0	1	0	1	1	humanitaarinen
humanities	0	0	0	0	0	0	0	0	0	0	humanistiset tieteet
humanity	0	0	0	0	1	0	1	0	0	1	ihmiskunta
humble	0	0	1	0	0	1	1	1	0	0	nöyrä
humbled	0	0	0	0	0	0	1	1	0	0	nöyryytettynä
humbly	0	0	0	0	0	0	1	0	0	0	nöyrästi
humbug	1	0	1	0	0	1	0	1	0	0	humbug
humid	0	0	0	0	0	0	0	0	0	0	kostea
humidity	0	0	0	0	0	0	0	0	0	0	kosteus
humiliate	1	0	0	0	0	1	0	1	0	0	nöyryyttää
humiliating	0	0	1	0	0	1	0	0	0	0	nöyryyttävä
humiliation	0	0	1	0	0	1	0	1	0	0	nöyryytystä
humility	0	0	0	0	0	0	1	0	0	1	nöyryys
hummer	0	0	0	0	0	0	0	0	0	0	hummeri
hummingbird	0	0	0	0	0	0	0	0	0	0	kolibri
humongous	0	0	0	0	0	0	0	0	0	0	humongous
humorist	0	0	0	0	0	0	1	0	0	0	humoristi
humorous	0	0	0	0	1	0	1	0	0	0	humoristinen
hump	0	0	0	0	0	0	0	0	0	0	kyhmy
hunch	0	0	0	0	0	1	0	0	0	0	aavistus
hundred	0	0	0	0	0	0	0	0	0	0	sata
hundredth	0	0	0	0	0	0	0	0	0	0	sadasosa
hunger	0	0	0	0	0	0	0	0	0	0	nälkä
hungry	0	1	0	0	0	1	0	0	0	0	nälkäinen
hunk	0	0	0	0	0	0	0	0	0	0	kimpale
hunks	0	0	0	0	0	0	0	0	0	0	kourat
hunt	0	0	0	0	0	0	0	0	0	0	metsästää
hunter	0	1	0	1	0	1	0	1	0	0	metsästäjä
hunting	1	1	0	1	0	1	0	0	0	0	metsästys
hurl	0	0	0	0	0	0	0	0	0	0	heittää
hurrah	0	0	0	0	1	0	1	0	0	0	Hurraa
hurricane	0	0	0	1	0	1	0	0	0	0	Hurrikaani
hurried	0	1	0	0	0	1	0	0	0	0	kiirehtii
hurry	0	1	0	0	0	0	0	0	0	0	kiire
hurt	1	0	0	1	0	1	0	1	0	0	satuttaa
hurtful	1	0	1	1	0	1	0	1	0	0	loukkaavaa
hurting	1	0	0	1	0	1	0	1	0	0	satuttaa
husbandry	0	0	0	0	0	0	1	0	0	1	karjanhoito
hush	0	0	0	0	0	0	1	0	0	0	hiljaa
hushed	0	0	0	0	0	0	0	0	0	0	hiljaa
husk	0	0	0	0	0	0	0	0	0	0	kuori
husky	0	0	0	0	0	0	0	0	0	0	husky
hustle	0	0	0	0	0	0	0	0	0	0	touhu
hustler	0	0	0	0	0	1	0	0	0	0	hustler
hut	0	0	0	0	0	0	1	1	0	0	kota
hutch	0	0	0	0	0	0	0	0	0	0	häkki
hyacinth	0	0	0	0	0	0	0	0	0	0	hyasintti
hybrid	0	0	0	0	0	0	0	0	0	0	hybridi
hydra	0	0	0	1	0	1	0	0	0	0	hydra
hydraulics	0	0	0	0	0	0	0	0	0	0	hydrauliikka
hydrocephalus	0	0	1	1	0	1	0	1	0	0	vesipää
hydrodynamics	0	0	0	0	0	0	0	0	0	0	hydrodynamiikka
hydrogen	0	0	0	0	0	0	0	0	0	0	vety
hydrographic	0	0	0	0	0	0	0	0	0	0	hydrografinen
hydrology	0	0	0	0	0	0	0	0	0	0	hydrologia
hygiene	0	0	0	0	0	0	0	0	0	0	hygienia
hygienic	0	0	0	0	0	0	1	0	0	0	hygieeninen
hymn	0	1	0	0	1	0	1	1	0	1	hymni
hype	0	1	0	0	0	1	0	0	0	0	hype
hyperbole	0	0	0	0	0	1	0	0	0	0	hyperbolia
hypertrophy	0	0	1	1	0	0	0	0	1	0	hypertrofia
hyphen	0	0	0	0	0	0	0	0	0	0	tavuviiva
hypnotic	0	0	0	0	0	0	0	0	0	0	hypnoottinen
hypnotized	0	0	0	0	0	0	0	0	0	0	hypnotisoitu
hypocrisy	0	0	0	0	0	1	0	0	0	0	tekopyhyyttä
hypocrite	0	0	1	0	0	1	0	0	0	0	tekopyhä
hypocritical	0	0	1	0	0	1	0	0	0	0	tekopyhä
hypothesis	0	1	0	0	0	0	0	0	1	0	hypoteesi
hypothetical	0	0	0	0	0	0	0	0	0	0	hypoteettinen
hysteria	0	0	0	1	0	1	0	0	0	0	hysteria
hysterical	1	0	0	1	0	1	0	0	0	0	hysteerinen
ice	0	0	0	0	0	0	0	0	0	0	jäätä
iceberg	0	0	0	0	0	0	0	0	0	0	jäävuori
icon	0	0	0	0	0	0	0	0	0	0	kuvake
iconic	0	0	0	0	0	0	0	0	0	0	ikoninen
iconography	0	0	0	0	0	0	0	0	0	0	ikonografia
icy	0	0	0	0	0	0	0	0	0	0	jäinen
idea	0	0	0	0	0	0	0	0	0	0	idea
idealism	0	0	0	0	0	0	1	0	0	0	idealismi
idealist	0	0	0	0	0	0	0	0	0	0	idealisti
identical	0	0	0	0	0	0	0	0	0	0	identtinen
identically	0	0	0	0	0	0	0	0	0	0	identtisesti
identification	0	0	0	0	0	0	0	0	0	0	henkilöllisyystodistus
identify	0	0	0	0	0	0	0	0	0	0	tunnistaa
identity	0	0	0	0	0	0	0	0	0	0	identiteetti
ideology	0	0	0	0	0	0	0	0	0	0	ideologia
idiocy	1	0	1	0	0	1	0	1	0	0	typeryys
idiom	0	0	0	0	0	0	0	0	0	0	idioomi
idiomatic	0	0	0	0	0	0	0	0	0	0	idiomaattinen
idiot	0	0	1	0	0	1	0	0	0	0	idiootti
idiotic	1	0	1	0	0	1	0	0	0	0	typerä
idle	0	0	0	0	0	0	0	0	0	0	tyhjäkäynnillä
idleness	0	0	0	0	0	0	0	0	0	0	joutilaisuus
idler	0	0	0	0	0	1	0	0	0	0	laiskuri
idol	0	0	0	0	0	0	1	0	0	0	idoli
idolatry	0	0	1	1	0	1	0	0	0	0	epäjumalanpalvelus
igloo	0	0	0	0	0	0	0	0	0	0	iglu
igneous	0	0	0	0	0	0	0	0	0	0	vulkaaninen
ignite	0	0	0	0	0	0	0	0	0	0	sytyttää
ignition	0	0	0	0	0	0	0	0	0	0	sytytys
ignorance	0	0	0	0	0	1	0	0	0	0	tietämättömyys
ignorant	0	0	1	0	0	1	0	0	0	0	tietämätön
ignore	0	0	0	0	0	1	0	0	0	0	jättää huomiotta
ilk	0	0	0	0	0	0	0	0	0	0	ilk
ill	1	0	1	1	0	1	0	1	0	0	sairas
illegal	1	0	1	1	0	1	0	1	0	0	laitonta
illegality	1	0	1	1	0	1	0	0	0	0	laittomuus
illegally	0	0	0	0	0	0	0	0	0	0	laittomasti
illegible	0	0	0	0	0	1	0	0	0	0	lukukelvoton
illegitimate	1	0	1	1	0	1	0	1	1	0	laitonta
illicit	1	0	1	1	0	1	0	0	0	0	laitonta
illiterate	0	0	1	0	0	1	0	0	0	0	lukutaidoton
illness	0	0	0	1	0	1	0	1	0	0	sairaus
illogical	0	0	0	0	0	1	0	0	0	0	epäloogista
illuminate	0	1	0	0	1	0	1	0	1	0	valaista
illumination	0	0	0	0	1	0	1	0	1	1	valaistus
illuminator	0	0	0	0	0	0	0	0	0	0	valaisin
illusion	0	0	0	0	0	1	0	0	1	0	illuusio
illustrate	0	0	0	0	0	0	1	0	0	0	havainnollistaa
illustration	0	0	0	0	0	0	0	0	0	0	kuva
illustrative	0	0	0	0	0	0	0	0	0	0	havainnollistava
illustrious	0	0	0	0	0	0	1	0	0	0	maineikas
image	0	0	0	0	0	0	0	0	0	0	kuva
imagery	0	0	0	0	0	0	0	0	0	0	kuvastoa
imaginary	0	0	0	0	0	0	0	0	0	0	kuvitteellinen
imagination	0	0	0	0	0	0	0	0	0	0	mielikuvitus
imaginative	0	0	0	0	0	0	1	0	0	0	mielikuvituksellinen
imagine	0	0	0	0	0	0	0	0	0	0	kuvitella
imagined	0	0	0	0	0	0	0	0	0	0	kuvitellut
imagining	0	0	0	0	0	0	0	0	0	0	kuvitella
imam	0	0	0	0	0	0	0	0	0	0	imaami
imbedded	0	0	0	0	0	0	0	0	0	0	upotettu
imitate	0	0	0	0	0	0	0	0	0	0	jäljitellä
imitated	0	0	0	0	0	1	0	0	0	0	jäljitelty
imitation	0	0	0	0	0	1	0	0	0	0	jäljitelmä
immaculate	0	0	0	0	1	0	1	0	0	1	virheetön
immaterial	0	0	0	0	0	0	0	0	0	0	aineettomia
immature	0	1	0	0	0	1	0	0	0	0	kehittymätön
immaturity	1	1	0	0	0	1	0	0	0	0	kypsymättömyyttä
immeasurable	0	0	0	0	0	0	0	0	0	0	mittaamaton
immeasurably	0	0	0	0	0	0	0	0	0	0	mittaamattomasti
immediacy	0	0	0	0	0	0	0	0	1	0	välittömyys
immediately	0	1	0	0	0	1	1	0	0	0	heti
immemorial	0	0	0	0	0	0	0	0	0	0	ikimuistoinen
immense	0	0	0	0	0	0	1	0	0	0	valtava
immerse	0	1	0	1	1	0	1	0	1	1	upota
immersion	0	0	0	0	0	0	0	0	0	0	upotus
immigrant	0	0	0	1	0	0	0	0	0	0	maahanmuuttaja
immigration	0	0	0	0	0	0	0	0	0	0	maahanmuutto
imminent	0	1	0	1	0	0	0	0	0	0	välitön
immoral	1	0	1	1	0	1	0	1	0	0	moraalitonta
immorality	1	0	1	0	0	1	0	0	0	0	moraalittomuus
immortal	0	0	0	0	0	0	1	0	0	0	kuolematon
immortality	0	1	0	0	0	0	0	0	0	0	kuolemattomuus
immovable	0	0	0	0	0	1	1	0	0	1	kiinteä
immune	0	0	0	0	0	0	0	0	0	0	immuuni
immunity	0	0	0	0	0	0	0	0	0	0	immuniteetti
immunization	0	0	0	0	0	0	0	0	0	1	immunisointi
immutable	0	0	0	0	0	0	0	0	0	0	muuttumaton
imp	0	0	0	0	0	0	0	0	0	0	imp
impact	0	0	0	0	0	0	0	0	0	0	vaikutus
impair	0	0	0	0	0	1	0	0	0	0	heikentää
impairment	0	0	0	0	0	1	0	0	0	0	heikkeneminen
impart	0	0	0	0	0	0	1	0	0	1	antaa
impartial	0	0	0	0	0	0	1	0	0	1	puolueeton
impartiality	0	0	0	0	0	0	1	0	0	1	puolueettomuus
impassable	0	0	0	0	0	1	0	0	0	0	läpipääsemätön
impassioned	0	0	0	0	0	0	0	0	0	0	kiihkeä
impatience	0	0	0	0	0	1	0	0	0	0	kärsimättömyys
impatient	0	1	0	0	0	1	0	0	0	0	kärsimätön
impeach	0	0	1	1	0	1	0	0	0	0	syyttää virkavirheestä
impeachment	0	0	0	0	0	1	0	0	0	0	virkasyyte
impeccable	0	0	0	0	0	0	1	0	0	1	moitteeton
impede	0	0	0	0	0	1	0	0	0	0	haitata
impediment	0	0	0	0	0	0	0	0	0	0	esteenä
impelled	0	0	0	0	0	0	0	0	0	0	pakotettu
impending	0	1	0	1	0	0	0	0	0	0	lähestyvä
impenetrable	0	0	0	0	0	0	0	0	0	1	käsittämätön
imperative	0	0	0	0	0	0	0	0	0	0	välttämätöntä
imperceptible	0	0	0	0	0	0	0	0	0	0	huomaamaton
imperfection	0	0	0	0	0	1	0	0	0	0	epätäydellisyys
imperfectly	0	0	0	0	0	1	0	0	0	0	epätäydellisesti
imperial	0	0	0	0	0	0	0	0	0	0	keisarillinen
impermeable	1	0	0	1	0	0	0	0	0	0	läpäisemätön
impermissible	0	0	0	0	0	0	0	0	0	0	kiellettyä
impersonal	0	0	0	0	0	0	0	0	0	0	persoonaton
impersonate	0	0	0	0	0	1	0	0	0	0	esiintyä
impersonation	0	0	0	0	0	1	0	0	0	0	toisena henkilönä esiintyminen
impervious	0	0	0	0	0	0	1	0	0	0	läpäisemätön
impetus	0	0	0	0	0	0	0	0	0	0	sysäys
implacable	0	0	0	0	0	1	0	0	0	0	leppymätön
implant	0	0	0	0	0	0	0	0	0	0	istuttaa
implantation	0	0	0	0	0	0	0	0	0	0	implantaatio
implanted	0	0	0	0	0	0	0	0	0	0	istutettu
implement	0	0	0	0	0	0	0	0	0	0	toteuttaa
implicate	1	0	0	0	0	1	0	0	0	0	syyttää
implicated	0	0	0	0	0	0	0	0	0	0	sekaantunut
implication	0	0	0	0	0	0	0	0	0	0	seuraamus
implied	0	0	0	0	0	0	0	0	0	0	oletettu
implore	0	0	0	0	0	0	0	0	0	0	rukoilla
implosion	0	0	0	0	0	0	0	0	0	0	räjähdys
imply	0	0	0	0	0	0	0	0	0	0	tarkoittaa
impolite	0	0	1	0	0	1	0	0	0	0	epäkohtelias
import	0	0	0	0	0	0	0	0	0	0	tuonti
importance	0	1	0	0	0	0	1	0	0	0	merkitys
important	0	0	0	0	0	0	1	0	0	1	tärkeä
importation	0	0	0	0	0	0	0	0	0	0	tuonti
impose	0	0	0	0	0	0	0	0	0	0	määrätä
imposing	0	0	0	0	0	0	0	0	0	0	vaikuttava
imposition	0	0	0	0	0	1	0	0	0	0	määrääminen
impossibility	0	0	0	0	0	0	0	0	0	0	mahdottomuus
impossible	0	0	0	0	0	1	0	1	0	0	mahdotonta
impotence	1	0	0	1	0	1	0	1	0	0	impotenssi
impotent	0	0	0	0	0	1	0	0	0	0	impotentti
impound	0	0	0	0	0	1	0	0	0	0	takavarikoida
impracticable	0	0	0	0	0	1	0	0	0	0	mahdotonta
impress	0	0	0	0	0	0	1	0	0	0	tehdä vaikutus
impression	0	0	0	0	0	0	1	0	0	0	vaikutelma
impressionable	0	0	0	0	0	0	0	0	0	1	vaikutuksellinen
imprint	0	0	0	0	0	0	0	0	0	0	painatus
imprison	0	0	0	0	0	1	0	0	0	0	vangita
imprisoned	1	0	1	1	0	1	0	1	0	0	vangittu
imprisonment	1	0	1	1	0	1	0	1	0	0	vankeutta
improbable	0	0	0	0	0	0	0	0	0	0	epätodennäköistä
impromptu	0	0	0	0	0	0	0	0	0	0	improvisoitu
impropriety	0	0	0	0	0	1	0	0	0	0	sopimattomuus
improve	0	1	0	0	1	0	1	0	0	1	parantaa
improved	0	0	0	0	0	0	1	0	0	0	parantunut
improvement	0	0	0	0	1	0	1	0	0	1	parannus
improving	0	0	0	0	0	0	1	0	0	0	parantaa
improvisation	0	0	0	0	0	0	0	0	1	0	improvisaatio
improvise	0	1	0	0	0	0	1	0	1	0	improvisoida
improvised	0	0	0	0	0	0	0	0	0	0	improvisoitua
imprudent	0	0	0	0	0	1	0	1	0	0	harkitsematon
impulse	0	0	0	0	0	0	0	0	0	0	impulssi
impunity	0	0	0	0	0	0	0	0	0	0	rankaisemattomuutta
impure	0	0	1	0	0	1	0	0	0	0	epäpuhdasta
impurity	0	0	1	0	0	1	0	0	0	0	epäpuhtaudet
imputation	0	0	0	0	0	1	0	0	0	0	imputointi
inability	0	0	0	0	0	1	0	1	0	0	kyvyttömyys
inaccessible	0	0	0	0	0	1	0	0	0	0	saavuttamattomissa
inaccurate	0	0	0	0	0	1	0	0	0	0	epätarkka
inaction	0	0	0	0	0	1	0	0	0	0	toimimattomuus
inactivate	0	0	0	0	0	0	0	0	0	0	deaktivoida
inactivation	0	0	0	0	0	0	0	0	0	0	inaktivointi
inactive	0	0	0	0	0	0	0	0	0	0	epäaktiivinen
inactivity	0	0	0	0	0	1	0	0	0	0	passiivisuus
inadequacy	0	0	0	0	0	1	0	0	0	0	riittämättömyys
inadequate	0	0	0	0	0	1	0	1	0	0	epäpätevä
inadmissible	1	0	1	0	0	1	0	0	0	0	tutkimatta
inadvertent	0	0	0	0	0	0	0	0	0	0	vahingossa
inadvertently	0	0	0	0	0	0	0	0	0	0	vahingossa
inalienable	0	0	0	0	0	0	1	0	0	0	luovuttamaton
inane	0	0	0	0	0	1	0	0	0	0	typerä
inanimate	0	0	0	0	0	0	0	0	0	0	eloton
inapplicable	0	0	0	0	0	1	0	0	0	0	soveltumaton
inappropriate	1	0	1	0	0	1	0	1	0	0	sopimatonta
inattention	1	0	0	0	0	1	0	0	0	0	tarkkaamattomuus
inaudible	0	0	0	0	0	1	0	0	0	0	kuulumaton
inaugural	0	1	0	0	0	0	0	0	0	0	avajaisia
inaugurate	0	0	0	0	0	0	0	0	0	0	vihkiä käyttöön
inauguration	0	1	0	0	1	0	1	0	0	1	avajaisia
inborn	0	0	0	0	0	0	0	0	0	0	synnynnäinen
inbred	0	0	0	0	0	0	0	0	0	0	sisäsiittoinen
incalculable	0	0	0	0	0	1	0	0	0	0	arvaamaton
incandescent	0	0	0	0	0	0	0	0	0	0	hehkulamppu
incapable	0	0	0	0	0	0	0	0	0	0	kykenemätön
incapacity	0	0	0	0	0	1	0	0	0	0	työkyvyttömyys
incarceration	1	0	1	1	0	1	0	1	0	0	vangitseminen
incase	1	0	1	1	0	1	0	1	0	0	varalta
incendiary	1	0	0	1	0	1	0	0	1	0	sytyttävä
incense	1	0	0	0	0	1	0	0	0	0	suitsukkeita
incentive	0	0	0	0	0	0	0	0	0	0	kannustin
inception	0	0	0	0	0	0	0	0	0	0	alusta
incessant	0	0	0	0	0	1	0	0	0	0	lakkaamaton
incessantly	0	0	0	0	0	0	0	0	0	0	lakkaamatta
incest	1	0	1	1	0	1	0	1	0	0	insesti
incestuous	0	0	1	0	0	1	0	0	0	0	insesti-
inch	0	0	0	0	0	0	0	0	0	0	tuumaa
incidence	0	0	0	0	0	0	0	0	0	0	ilmaantuvuus
incident	0	0	0	0	0	0	0	0	1	0	tapaus
incidentally	0	0	0	0	0	0	0	0	0	0	muuten
incineration	0	0	0	0	0	1	0	0	0	0	polttaminen
incipient	0	0	0	0	0	0	0	0	0	0	alkava
incision	0	0	0	0	0	0	0	0	0	0	viilto
incisive	0	0	0	0	0	0	1	0	0	0	terävä
incite	1	1	0	1	0	1	0	0	0	0	yllyttää
incitement	0	0	0	0	0	0	0	0	0	0	yllyttäminen
inclement	0	0	0	0	0	1	0	0	0	0	kolea
inclination	0	0	0	0	0	0	0	0	0	0	kaltevuus
incline	0	0	0	0	0	0	0	0	0	1	kaltevuus
inclined	0	0	0	0	0	0	0	0	0	0	taipuvainen
include	0	0	0	0	0	0	1	0	0	0	sisältää
included	0	0	0	0	0	0	1	0	0	0	mukana
including	0	0	0	0	0	0	1	0	0	0	mukaan lukien
inclusion	0	0	0	0	0	0	0	0	0	1	sisällyttäminen
inclusive	0	0	0	0	0	0	1	0	0	0	mukaan lukien
incognito	0	0	0	0	0	0	0	0	0	0	incognito-tilassa
