English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Hawaiian Word
mercenary	0	0	0	1	0	1	0	0	0	0	mercenary
merchandise	0	0	0	0	0	0	0	0	0	0	mea kuai
merchant	0	0	0	0	0	0	0	0	0	1	mea kalepa
merciful	0	0	0	0	0	0	1	0	0	0	aloha
merciless	0	0	0	1	0	1	0	0	0	0	aloha ole
mercurial	0	0	0	0	0	0	0	0	0	0	mercurial
mercy	0	0	0	0	0	0	1	0	0	0	aloha
mere	0	0	0	0	0	0	0	0	0	0	wale
merge	0	1	0	0	0	0	1	0	0	0	hui
meridian	0	0	0	0	0	0	0	0	0	0	meridiana
meridional	0	0	0	0	0	0	0	0	0	0	meridional
merit	0	0	0	0	0	0	1	0	0	1	pono
meritorious	0	0	0	0	1	0	1	0	0	1	hanohano
mermaid	0	0	0	0	0	0	0	0	0	0	mermaid
merriment	0	0	0	0	1	0	1	0	1	0	hauʻoli
merry	0	0	0	0	1	0	1	0	0	0	hauʻoli
mesa	0	0	0	0	0	0	0	0	0	0	mesa
mesh	0	0	0	0	0	0	0	0	0	0	makaʻu
meshes	0	0	0	0	0	0	0	0	0	0	nā maka
mesmerized	0	0	0	0	0	0	0	0	0	0	mesmerized
mess	0	0	1	0	0	1	0	0	0	0	huikau
message	0	0	0	0	0	0	0	0	0	0	memo
messenger	0	0	0	0	0	0	0	0	0	1	ʻelele
messy	0	0	1	0	0	1	0	0	0	0	huikau
metabolism	0	0	0	0	0	0	0	0	0	0	metabolism
metal	0	0	0	0	0	0	0	0	0	0	metala
metallurgy	0	0	0	0	0	0	0	0	0	0	mea hao
metamorphosis	0	0	0	0	0	0	0	0	0	0	metamorphosis
metaphor	0	0	0	0	0	0	0	0	0	0	hoʻohālikelike
metaphorical	0	0	0	0	0	0	0	0	0	0	hoʻohālikelike
metaphysical	0	0	0	0	0	0	0	0	0	0	metaphysical
metaphysics	0	0	0	0	0	0	0	0	0	0	metaphysics
metastasis	0	0	0	0	0	1	0	0	0	0	metastasis
meteor	0	0	0	0	0	0	0	0	0	0	meteoro
meteoric	0	0	0	0	0	0	0	0	0	0	meteoric
meteorite	0	0	0	0	0	0	0	0	0	0	meteorite
meteorological	0	0	0	0	0	0	0	0	0	0	meteorological
meteorology	0	0	0	0	0	0	0	0	0	0	meteorology
meter	0	0	0	0	0	0	0	0	0	0	mika
methanol	0	0	0	0	0	1	0	0	0	0	methanol
method	0	0	0	0	0	0	0	0	0	0	ʻano hana
methodical	0	0	0	0	0	0	0	0	0	0	ʻano hana
meticulous	0	0	0	0	0	0	0	0	0	0	meticulous
metric	0	0	0	0	0	0	0	0	0	0	metric
metrical	0	0	0	0	0	0	0	0	0	0	metrical
metrology	0	0	0	0	0	0	0	0	0	0	metrology
metropolis	0	0	0	0	0	0	0	0	0	0	metropolis
metropolitan	0	0	0	0	0	0	1	0	0	0	metropolitan
mettle	0	0	0	0	0	0	1	0	0	0	mettle
mew	0	0	0	0	0	0	0	0	0	0	mew
mica	0	0	0	0	0	0	0	0	0	0	mika
mick	0	0	0	0	0	0	0	0	0	0	miki
microbe	0	0	0	0	0	0	0	0	0	0	microbe
microbiology	0	0	0	0	0	0	0	0	0	0	microbiology
microcosm	0	0	0	0	0	0	0	0	0	0	microcosm
microgram	0	0	0	0	0	0	0	0	0	0	microgram
micrometer	0	0	0	0	0	0	0	0	0	0	micrometer
micron	0	0	0	0	0	0	0	0	0	0	micron
microphone	0	0	0	0	0	0	0	0	0	0	microphone
microscope	0	0	0	0	0	0	0	0	0	1	microscope
microscopic	0	0	0	0	0	0	0	0	0	0	microscopic
microscopically	0	0	0	0	0	0	0	0	0	0	microscopically
microscopy	0	0	0	0	0	0	1	0	0	0	microscopy
mid	0	0	0	0	0	0	0	0	0	0	waena
midday	0	0	0	0	0	0	0	0	0	0	awakea
middle	0	0	0	0	0	0	0	0	0	0	waena
middleman	0	0	0	0	0	0	0	0	0	0	kanaka waena
midland	0	0	0	0	0	0	0	0	0	0	ʻāina waena
midnight	0	0	0	0	0	0	0	0	0	0	aumoe
midst	0	0	0	0	0	0	0	0	0	0	waena
midsummer	0	0	0	0	0	0	0	0	0	0	waena o ke kauwela
midway	0	0	0	0	0	0	0	0	0	0	waena
midwife	0	1	0	0	1	1	1	0	0	1	pale keiki
midwifery	0	0	0	0	0	0	1	0	0	0	pale keiki
mien	0	0	0	0	0	0	0	0	0	0	mien
mighty	1	0	0	1	1	0	1	0	0	1	ikaika loa
migrate	0	0	0	0	0	0	0	0	0	0	neʻe
migration	0	0	0	0	0	0	0	0	0	0	ka neʻe ʻana
migratory	0	0	0	0	0	0	0	0	0	0	neʻe
mike	0	0	0	0	0	0	0	0	0	0	mike
mildew	0	0	1	0	0	1	0	0	0	0	pulupulu
mile	0	0	0	0	0	0	0	0	0	0	mile
mileage	0	0	0	0	0	0	0	0	0	0	mile mile
milestone	0	0	0	0	0	0	0	0	0	0	milestone
militant	0	0	0	0	0	0	0	0	0	0	mea kaua
military	0	0	0	1	0	0	0	0	0	0	pūʻali koa
militia	1	0	0	1	0	1	0	1	0	0	militia
milk	0	0	0	0	0	0	0	0	0	0	waiu
milky	0	0	0	0	0	0	0	0	0	0	waiu
mill	0	1	0	0	0	0	0	0	0	0	wili
millennium	0	0	0	0	0	0	0	0	0	0	millennium
milligram	0	0	0	0	0	0	0	0	0	0	miligrama
millimeter	0	0	0	0	0	0	0	0	0	0	milimita
million	0	0	0	0	0	0	0	0	0	0	miliona
millionaire	0	0	0	0	0	0	0	0	0	0	milionaaire
mime	0	0	0	0	0	0	1	0	0	0	mime
mimic	0	0	0	0	0	0	0	0	0	0	mimic
mimicking	0	0	0	0	0	0	0	0	0	0	mimicking
mimicry	0	0	0	0	0	1	0	0	1	0	mimicry
mind	0	0	0	0	0	0	0	0	0	0	noonoo
minded	0	0	0	0	0	0	0	0	0	0	noonoo
mindful	0	0	0	0	0	0	1	0	0	0	noonoo
mindfulness	0	0	0	0	0	0	1	0	0	0	ka noonoo ana
mine	0	0	0	0	0	0	0	0	0	0	na'u
miner	0	0	0	0	0	0	0	0	0	0	mea mina
mineral	0	0	0	0	0	0	0	0	0	0	minerala
mineralogy	0	0	0	0	0	0	0	0	0	0	mineralogy
mingle	0	0	0	0	0	0	0	0	0	0	huikau
mingled	0	0	0	0	0	0	0	0	0	0	huikau
miniature	0	0	0	0	0	0	0	0	0	0	liʻiliʻi
minibus	0	0	0	0	0	0	0	0	0	0	kaʻaahi liʻiliʻi
minim	0	0	0	0	0	0	0	0	0	0	minim
minimize	0	0	0	0	0	1	0	0	0	0	hoemi
minimum	0	0	0	0	0	1	0	0	0	0	palena iki
minister	0	0	0	0	0	0	0	0	0	0	kuhina
ministerial	0	0	0	0	0	0	0	0	0	0	kuhina
ministry	0	0	0	0	1	0	1	0	0	1	oihana lawelawe
minivan	0	0	0	0	0	0	0	0	0	0	kaʻa kaʻa
minnow	0	0	0	0	0	0	0	0	0	0	minnow
minor	0	0	0	0	0	0	0	0	0	0	ʻuʻuku
minority	0	0	0	0	0	1	0	0	0	0	liʻiliʻi
minstrel	0	0	0	0	0	0	0	0	0	0	mea kani
mint	0	0	0	0	0	0	0	0	0	0	mint
minuscule	0	0	0	0	0	0	0	0	0	0	liʻiliʻi
minute	0	0	0	0	0	0	0	0	0	0	minuke
minutiae	0	0	0	0	0	0	0	0	0	0	minutiae
mir	0	0	0	0	0	0	0	0	0	0	mir
miracle	0	1	0	0	1	0	1	0	1	1	hana mana
miraculous	0	0	0	0	1	0	1	0	1	0	hana mana
mirage	0	0	0	0	0	0	0	0	0	0	mirage
mire	0	0	1	0	0	1	0	0	0	0	ʻeleʻele
mirror	0	0	0	0	0	0	0	0	0	0	aniani
mirth	0	0	0	0	1	0	1	0	0	0	ʻoliʻoli
misappropriation	0	0	0	0	0	0	0	0	0	0	kuhi hewa
misbehavior	1	0	1	0	0	1	0	0	1	0	kolohe
miscarriage	0	0	0	1	0	1	0	1	0	0	hāʻule hāʻule
miscellaneous	0	0	0	0	0	0	0	0	0	0	mea like ole
miscellany	0	0	0	0	0	0	0	0	0	0	mea like ole
mischief	0	0	0	0	0	1	0	0	0	0	kolohe
mischievous	0	0	0	0	0	1	0	0	0	0	kolohe
misconception	1	0	1	1	0	1	0	0	0	0	kuhi hewa
misconduct	0	0	1	0	0	1	0	0	0	0	kolohe
misdemeanor	0	0	0	0	0	0	0	0	0	0	kolohe
miserable	1	0	1	0	0	1	0	1	0	0	poino
miserably	0	0	0	0	0	1	0	1	0	0	poino
misery	1	0	1	1	0	1	0	1	0	0	poino
misfortune	0	0	0	1	0	1	0	1	0	0	poino
misguided	0	0	1	0	0	1	0	0	0	0	alakai hewa
mishap	0	0	1	1	0	1	0	1	1	0	pōʻino
misinformed	0	0	0	0	0	0	0	0	0	0	kuhi hewa
misinterpretation	0	0	0	0	0	1	0	0	0	0	kuhi hewa
mislead	1	0	0	1	0	1	0	0	0	1	alakai hewa
misleading	1	0	1	0	0	1	0	0	0	0	alakai hewa
mismanagement	0	0	0	0	0	1	0	0	0	0	hooponopono hewa
mismatch	0	0	0	0	0	1	0	0	0	0	like ole
mismatched	0	0	0	0	0	0	0	0	0	0	like ole
misnomer	0	0	0	0	0	1	0	0	0	0	kuhi hewa
misplace	1	0	1	0	0	1	0	0	0	0	kuhi hewa
misplaced	0	0	0	0	0	1	0	0	0	0	kuhi hewa
misrepresent	0	0	0	0	0	1	0	0	0	0	kuhi hewa
misrepresentation	0	0	0	0	0	1	0	1	0	0	kuhi hewa
misrepresented	1	0	0	0	0	1	0	0	0	0	kuhi hewa
miss	0	0	0	0	0	0	0	0	0	0	hala
missile	0	0	0	1	0	0	0	0	0	0	missile
missing	0	0	0	1	0	1	0	1	0	0	nalowale
mission	0	0	0	0	0	0	0	0	0	0	misionari
missionary	0	0	0	0	0	0	1	0	0	0	misionari
misstatement	1	0	1	0	0	1	0	0	0	0	kuhi hewa
mist	0	0	0	0	0	0	0	0	0	0	noe
mistake	0	0	0	0	0	1	0	1	0	0	kuhi hewa
mistaken	0	0	0	1	0	1	0	0	0	0	kuhihewa
mister	0	0	0	0	0	0	0	0	0	0	haku
mistress	1	0	1	0	0	1	0	0	0	0	haku wahine
mistrust	0	0	1	1	0	1	0	0	0	0	paulele ole
misty	0	0	0	0	0	0	0	0	0	0	noe
misunderstand	0	0	0	0	0	1	0	0	0	0	kuhi hewa
misunderstanding	1	0	0	0	0	1	0	1	0	0	hoomaopopo ole
misuse	0	0	0	0	0	1	0	0	0	0	hoohana hewa
mite	0	0	1	0	0	1	0	0	0	0	mite
miter	0	0	0	0	0	0	0	0	0	0	miter
mitigation	0	0	0	0	0	0	0	0	0	0	hoʻohaʻahaʻa
mix	0	0	0	0	0	0	0	0	0	0	huikau
mixed	0	0	0	0	0	0	0	0	0	0	huikau
mixture	0	0	0	0	0	0	0	0	0	0	huikau
moan	0	0	0	1	0	0	0	1	0	0	kanikau
moat	0	0	0	0	0	0	0	0	0	1	moat
mob	1	0	0	1	0	1	0	0	0	0	poʻe pōʻino
mobile	0	1	0	0	0	0	0	0	0	0	lawe lima
mobility	0	0	0	0	0	0	0	0	0	0	ka neʻe ʻana
mobilization	0	0	0	0	0	0	0	0	0	0	hoʻouluulu
mobilize	0	0	0	0	0	0	0	0	0	0	hoʻouluulu
mockery	0	0	1	0	0	1	0	0	0	0	hoohenehene
mocking	1	0	1	0	0	1	0	1	0	0	hoohenehene
modal	0	0	0	0	0	0	0	0	0	0	modal
modality	0	0	0	0	0	0	0	0	0	0	ʻano ʻano
mode	0	0	0	0	0	0	0	0	0	0	ʻano hana
model	0	0	0	0	0	0	1	0	0	0	kumu hoʻohālike
modeler	0	0	0	0	0	0	0	0	0	0	mea hoʻohālike
moderate	0	0	0	0	0	0	1	0	0	0	haahaa
moderately	0	0	0	0	0	0	0	0	0	0	me ke akahai
moderating	0	0	0	0	0	0	0	0	0	0	hooponopono ana
moderation	0	0	0	0	0	0	0	0	0	0	ka hooponopono ana
moderator	0	0	0	0	0	0	1	0	0	1	mea hooponopono
modern	0	0	0	0	0	0	0	0	0	0	hou
modernism	0	0	0	0	0	0	0	0	0	0	ʻano hou
modest	0	0	0	0	0	0	1	0	0	1	haahaa
modesty	0	0	0	0	0	0	1	0	0	0	haahaa
modicum	0	0	0	0	0	0	0	0	0	0	liʻiliʻi
modifiable	0	0	0	0	0	0	0	0	0	0	hiki ke hoololiia
modification	0	0	0	0	0	0	0	0	0	0	hoʻololi
modified	0	0	0	0	0	0	0	0	0	0	hoʻololi ʻia
modify	0	0	0	0	0	0	0	0	1	0	hoʻololi
modulate	0	0	0	0	0	0	0	0	0	0	hoʻololi
modulation	0	0	0	0	0	0	0	0	0	0	hoʻololi ʻana
module	0	0	0	0	0	0	0	0	0	0	module
modulus	0	0	0	0	0	0	0	0	0	0	modulus
mogul	0	0	0	0	0	0	0	0	0	0	mogul
moiety	0	0	0	0	0	0	0	0	0	0	ʻāpana
moist	0	0	0	0	0	0	0	0	0	0	pulu
moisture	0	0	0	0	0	0	0	0	0	0	mākū
molar	0	0	0	0	0	0	0	0	0	0	mola
molasses	0	0	0	0	0	0	0	0	0	0	molasses
mold	0	0	0	0	0	0	0	0	0	0	poʻo
molded	0	0	0	0	0	0	0	0	0	0	hoʻoheheʻe ʻia
molding	0	0	0	0	0	0	0	0	0	0	hoʻoheheʻe ʻia
moldy	0	0	0	0	0	0	0	0	0	0	popopo
molecular	0	0	0	0	0	0	0	0	0	0	molekole
molecule	0	0	0	0	0	0	0	0	0	0	mole mole
molestation	1	0	1	1	0	1	0	1	0	0	hoʻomāinoino
molten	0	0	0	0	0	0	0	0	0	0	hooheheeia
moment	0	0	0	0	0	0	0	0	0	0	manawa
momentary	0	0	0	0	0	0	0	0	0	0	manawa pōkole
momentous	0	0	0	0	0	0	0	0	0	0	mea nui
momentum	0	1	0	0	0	0	1	0	0	0	ka manawa
monad	0	0	0	0	0	0	0	0	0	0	monad
monarch	0	0	0	0	0	0	0	0	0	0	mōʻī
monarchy	0	0	0	0	0	0	0	0	0	0	aupuni mōʻī
monastery	0	0	0	0	0	0	0	0	0	0	hale mōneka
monastic	0	0	0	0	0	0	0	0	0	0	monastic
monetary	0	1	0	0	0	0	1	0	0	0	kālā
money	1	1	0	0	1	0	1	0	1	1	kālā
monk	0	0	0	0	0	0	1	0	0	1	mōneka
monkey	0	0	0	0	0	0	0	0	0	0	monkey
monochrome	0	0	1	0	0	1	0	0	0	0	monochrome
monogamy	0	0	0	0	0	0	0	0	0	1	monogamy
monogram	0	0	0	0	0	0	0	0	0	0	monogram
monograph	0	0	0	0	0	0	0	0	0	0	monograph
monolayer	0	0	0	0	0	0	0	0	0	0	ʻāpala hoʻokahi
monologue	0	0	0	0	0	0	0	0	0	0	monologue
monopolist	0	0	0	0	0	1	0	0	0	0	monopoli
monopoly	0	0	0	0	0	0	0	0	0	0	monopoli
monotony	0	0	0	0	0	0	0	0	0	0	monotony
monsoon	0	0	0	0	0	1	0	1	0	0	kau ʻana
monster	0	0	0	1	0	1	0	0	0	0	monster
monstrosity	1	0	1	1	0	1	0	0	1	0	ʻinoʻino
monte	0	0	0	0	0	0	0	0	0	0	monte
month	0	0	0	0	0	0	0	0	0	0	mahina
monthly	0	0	0	0	0	0	0	0	0	0	mahina
monument	0	0	0	0	0	0	1	0	0	0	kia hoʻomanaʻo
monumental	0	0	0	0	0	0	0	0	0	0	monumental
moo	0	0	0	0	0	0	0	0	0	0	moo
moods	0	0	0	0	0	0	0	0	0	0	nā manaʻo
moody	1	0	0	0	0	1	0	1	0	0	ʻoluʻolu
moon	0	0	0	0	0	0	0	0	0	0	mahina
moonlight	0	0	0	0	0	0	0	0	0	0	malamalama mahina
moored	0	0	0	0	0	0	0	0	0	0	hoʻopaʻa ʻia
mooring	0	0	0	0	0	0	0	0	0	0	kau ana
moorings	0	0	0	0	0	0	0	0	0	1	nā moorings
moorland	0	0	0	0	0	0	0	0	0	0	moorland
moose	0	0	0	0	0	0	0	0	0	0	moose
moot	0	0	0	0	0	1	0	0	0	0	moot
mooted	0	0	0	0	0	0	0	0	0	0	kuʻi ʻia
mop	0	0	0	0	0	0	0	0	0	0	mop
moral	1	0	0	0	0	0	1	0	0	1	pono
morality	0	0	0	0	0	0	1	0	0	1	ka pono
morals	1	1	1	0	1	0	1	0	1	1	ka pono
morass	0	0	0	0	0	0	0	0	0	0	moʻa
moratorium	0	0	0	0	0	0	0	0	0	0	moratorium
morbid	0	0	0	0	0	1	0	1	0	0	ʻehaʻeha
morbidity	1	0	1	1	0	1	0	1	0	0	maʻi maʻi
morgue	0	0	1	1	0	1	0	1	0	0	morgue
moribund	0	0	0	0	0	1	0	1	0	0	make loa
morn	0	1	0	0	0	0	0	0	0	0	kakahiaka
morning	0	0	0	0	0	0	0	0	0	0	kakahiaka
moron	0	0	0	0	0	1	0	0	0	0	moron
moronic	0	0	0	0	0	1	0	0	0	0	hoʻohenehene
morphine	0	0	0	0	0	0	0	0	0	0	morphine
morphism	0	0	0	0	0	0	0	0	0	0	morphism
morphology	0	0	0	0	0	0	0	0	0	0	morphology
morrow	0	1	0	0	0	0	0	0	0	0	ʻapōpō
morsel	0	0	0	0	0	1	0	0	0	0	ʻāpana
mortal	0	0	0	0	0	1	0	0	0	0	make
mortality	1	0	0	1	0	1	0	1	0	0	make ana
mortar	0	0	0	0	0	0	1	0	0	0	moka
mortgage	0	0	0	1	0	0	0	0	0	0	moraki
mortgagee	0	0	0	0	0	0	0	0	0	1	mea moraki
mortgagor	0	0	0	1	0	0	0	0	0	0	mea moraki
mortification	0	1	1	1	0	1	0	1	0	0	hoʻomāʻewaʻewa
mortuary	0	0	0	1	0	1	0	1	0	0	hale kupapaʻu
mosaic	0	0	0	0	0	0	0	0	0	0	mosaic
mosquito	1	0	1	0	0	1	0	0	0	0	namu
moss	0	0	0	0	0	0	0	0	0	0	ʻohu
mossy	0	0	0	0	0	0	0	0	0	0	puʻupuʻu
mote	0	0	0	0	0	0	0	0	0	0	mote
moth	0	0	0	0	0	0	0	0	0	0	muhu
mother	0	1	0	0	1	1	1	1	0	1	makuahine
motherhood	0	0	0	0	1	0	1	0	0	1	noho makuahine
motion	0	1	0	0	0	0	0	0	0	0	ʻoni
motionless	0	0	0	0	0	0	0	0	0	0	oni ole
motive	0	0	0	0	0	0	1	0	0	0	kumu
motley	0	0	0	0	0	0	0	0	0	0	motley
motor	0	0	0	0	0	0	0	0	0	0	kaʻa kaʻa
motorbike	0	0	0	0	0	0	0	0	0	0	kaʻa kaʻa
motorcycle	0	0	0	0	0	0	0	0	0	0	kaʻa kaʻa
motte	0	0	0	0	0	0	0	0	0	0	motte
mottled	0	0	0	0	0	0	0	0	0	0	mottled
motto	0	0	0	0	0	0	0	0	0	0	huaʻōlelo
mould	0	0	0	0	0	0	0	0	0	0	poʻo
mound	0	0	0	0	0	0	0	0	0	0	puʻu
mount	0	0	0	0	0	0	0	0	0	0	mauna
mountain	0	1	0	0	0	0	0	0	0	0	mauna
mountaineer	0	0	0	0	0	0	0	0	0	0	kanaka pii mauna
mountainous	0	0	0	0	0	0	0	0	0	0	mauna
mourn	0	0	0	0	0	1	0	1	0	0	kanikau
mournful	1	0	0	1	0	1	0	1	0	0	kanikau
mourning	0	0	0	0	0	1	0	1	0	0	kanikau
mouse	0	0	0	0	0	0	0	0	0	0	iole
moustache	0	0	0	0	0	0	0	0	0	0	ʻumiumi
mouth	0	0	0	0	0	0	0	0	1	0	waha
mouthful	0	0	1	0	0	0	0	0	0	0	waha waha
mouthpiece	0	0	0	0	0	0	0	0	0	0	waha waha
movable	0	0	0	0	0	0	1	0	0	0	hoʻoneʻe
move	0	0	0	0	0	0	0	0	0	0	neʻe
movement	0	0	0	0	0	0	0	0	0	0	ka neʻe ʻana
mover	0	0	0	0	0	0	1	0	0	0	mea hoʻoneʻe
movie	0	0	0	0	0	0	0	0	0	0	kiʻiʻoniʻoni
moving	0	0	0	0	0	0	0	0	0	0	e neʻe ana
mow	0	0	0	0	0	0	0	0	0	0	mow
muck	0	0	1	0	0	1	0	0	0	0	ʻōpala
mucous	0	0	1	0	0	0	0	0	0	0	mucous
mucus	0	0	1	0	0	0	0	0	0	0	ʻūhū
mud	0	0	0	0	0	1	0	0	0	0	lepo
muddle	0	0	0	0	0	1	0	0	0	0	pupule
muddled	0	0	0	0	0	1	0	0	0	0	huikau
muddy	0	0	1	0	0	1	0	0	0	0	lepo lepo
muff	1	0	1	0	0	1	0	0	0	0	muff
muffled	0	0	0	0	0	0	0	0	0	0	ʻūhū
muffler	0	0	0	0	0	0	0	0	0	0	puʻupuʻu
mug	1	0	0	1	0	1	1	1	0	0	mug
mule	1	0	0	0	0	1	0	0	0	1	miula
multilateral	0	0	0	0	0	0	0	0	0	0	multilateral
multiple	0	0	0	0	0	0	0	0	0	0	lehulehu
multiplex	0	0	0	0	0	0	0	0	0	0	multiplex
multiplication	0	0	0	0	0	0	0	0	0	0	hoonui
multiplicity	0	0	0	0	0	0	0	0	0	0	ka lehulehu
multiplied	0	0	0	0	0	0	0	0	0	0	māhuahua
multiplier	0	0	0	0	0	0	0	0	0	0	mea hoonui
multiply	0	0	0	0	0	0	0	0	0	0	e hoonui
multitude	0	0	0	0	0	0	0	0	0	0	lehulehu
mum	0	0	0	1	0	1	0	0	0	0	makuahine
mumble	0	0	0	0	0	1	0	0	0	0	ʻōhumu
mummy	0	0	0	0	0	0	0	0	0	0	mummy
mumps	0	0	0	0	0	1	0	0	0	0	mumps
munch	0	0	0	0	0	0	0	0	0	0	ʻai
mundane	0	0	0	0	0	0	0	0	0	0	maʻamau
municipal	0	0	0	0	0	0	0	0	0	0	municipal
municipality	0	0	0	0	0	0	0	0	0	0	kaona
mural	0	0	0	0	0	0	0	0	0	0	kiʻi kiʻi kiʻi
murder	1	0	1	1	0	1	0	1	1	0	pepehi kanaka
murderer	1	0	1	1	0	1	0	1	0	0	pepehi kanaka
murderous	1	0	1	1	0	1	0	1	1	0	pepehi kanaka
murky	0	0	1	0	0	1	0	1	0	0	pohu
murmur	0	0	0	0	0	0	0	0	0	0	ʻōhumu
muscle	0	0	0	0	0	0	0	0	0	0	ʻiʻo
muscular	0	0	0	0	0	0	1	0	0	0	ʻiʻo kino
muse	0	0	0	0	0	0	0	0	0	0	muse
muses	0	0	0	0	0	0	0	0	0	0	muses
museum	0	0	0	0	0	0	0	0	0	0	hale hōʻikeʻike
mush	0	0	0	0	0	0	0	0	0	0	mush
mushroom	0	0	0	0	0	0	0	0	0	0	haloʻo
music	0	0	0	0	1	0	1	1	0	0	mele
musical	1	1	0	0	1	0	1	1	1	1	mele
musician	0	0	0	0	0	0	0	0	0	0	mea hookani pila
musing	0	0	0	0	0	0	0	0	0	0	ka noonoo ana
musk	0	0	0	0	0	0	0	0	0	0	musk
musket	0	0	0	1	0	0	0	0	0	0	pū
muslin	0	0	0	0	0	0	0	0	0	0	muslin
muss	0	0	0	0	0	1	0	0	0	0	muss
mustang	0	0	0	0	0	0	0	0	0	0	mustang
mustard	0	0	0	0	0	0	0	0	0	0	sinapi
muster	0	0	0	0	0	0	0	0	0	0	huikau
musty	0	0	1	0	0	1	0	0	0	0	pulupulu
mutable	0	1	0	0	0	0	1	0	0	0	hiki ke loli
mutant	0	0	0	0	0	1	0	0	0	0	mutant
mutation	0	0	0	0	0	0	0	0	0	0	hoʻololi ʻana
mutilated	0	0	1	0	0	1	0	0	0	0	ʻoki ʻia
mutilation	1	0	1	1	0	1	0	1	0	0	ʻoki ʻana
mutiny	1	0	1	1	0	1	0	0	1	0	kipi
mutter	1	0	0	0	0	1	0	0	0	0	ʻōhumu
mutton	0	0	0	0	0	0	0	0	0	0	ʻiʻo hipa
mutual	0	0	0	0	0	0	1	0	0	0	pili like
mutually	0	0	0	0	0	0	0	0	0	0	pili like
muzzle	0	0	0	1	0	1	0	0	0	0	waha
myopia	1	0	0	0	0	1	0	1	0	0	myopia
myopic	0	0	0	0	0	0	0	0	0	0	ʻāʻī
myriad	0	0	0	0	0	0	0	0	0	0	lehulehu
mysterious	0	1	0	1	0	0	0	0	1	0	pohihihi
mystery	0	1	0	0	0	0	0	0	1	0	mea pohihihi
mystic	0	0	0	0	0	0	0	0	1	0	pohihihi
mystical	0	0	0	0	0	0	0	0	0	0	pohihihi
mysticism	0	0	0	0	0	0	0	0	0	0	hoomanamana
myth	0	0	0	0	0	0	0	0	0	0	kaao
mythic	0	0	0	0	0	0	0	0	0	0	moʻomanaʻo
mythical	0	0	0	0	0	0	0	0	0	0	moʻomanaʻo
mythological	0	0	0	0	0	0	0	0	0	0	moʻomanaʻo
mythology	0	0	0	0	0	0	0	0	0	0	moolelo moolelo
nab	0	0	0	0	0	1	0	0	1	0	nab
nadir	0	0	0	0	0	1	0	0	0	0	nadir
nag	1	0	0	0	0	1	0	0	0	0	nahu
nail	0	0	0	0	0	0	0	0	0	0	kui kui
naive	0	0	0	0	0	1	0	0	0	0	naʻaupō
naked	0	0	0	0	0	0	0	0	0	0	olohelohe
named	0	0	0	0	0	0	0	0	0	0	inoa ʻia
nameless	0	0	1	0	0	1	0	0	0	0	inoa ole
namesake	0	0	0	0	0	0	0	0	0	0	inoa inoa
naming	0	0	0	0	0	0	0	0	0	0	kapa inoa
nanny	0	0	0	0	0	0	0	0	0	0	kahu hānai
nanometer	0	0	0	0	0	0	0	0	0	0	nanometer
nap	0	0	0	0	1	0	1	0	0	0	hiamoe
nape	0	0	0	0	0	0	0	0	0	0	nape
napkin	0	0	0	0	0	0	0	1	0	0	napkin
napping	0	0	0	0	0	0	0	0	0	0	hiamoe
nappy	0	0	1	0	0	1	0	0	0	0	nape
narcotic	0	0	0	0	0	1	0	0	0	0	narkotika
narrate	0	0	0	0	0	0	0	0	0	0	haʻiʻōlelo
narration	0	0	0	0	0	0	0	0	0	0	moʻolelo
narrative	0	0	0	0	0	0	0	0	0	0	moʻolelo
narrator	0	0	0	0	0	0	0	0	0	0	mea haiolelo
narrow	0	0	0	0	0	0	0	0	0	0	haiki
narrowing	0	0	0	0	0	0	0	0	0	0	hoemi ana
nascent	0	1	0	0	0	0	0	0	0	0	hānau ʻana
nasty	1	0	1	1	0	1	0	1	0	0	ʻinoʻino
natal	0	0	0	0	0	0	0	0	0	0	hānau hānau
nation	0	0	0	0	0	0	0	0	0	1	lāhui
national	0	0	0	0	0	0	0	0	0	0	lahui
nationality	0	0	0	0	0	0	0	0	0	0	lāhui kanaka
native	0	0	0	0	0	0	0	0	0	0	kamaaina
nativity	0	0	0	0	0	0	0	0	0	0	hānau hānau
naturalist	0	0	0	0	0	0	1	0	0	0	mea ʻike kūlohelohe
naturalization	0	0	0	0	0	0	0	0	0	0	hoʻonaʻauao
naturalized	0	0	0	0	0	0	0	0	0	0	hoʻokohuʻa
naturally	0	0	0	0	0	0	0	0	0	0	kūlohelohe
nature	0	0	0	0	0	0	0	0	0	0	ʻano ʻano
naught	0	0	0	0	0	0	0	0	0	0	mea ole
naughty	0	0	0	0	0	1	0	0	0	0	ʻinoʻino
nausea	0	0	1	0	0	1	0	0	0	0	nausea
nauseous	0	0	1	0	0	1	0	1	0	0	nausea
nautical	0	0	0	0	0	0	0	0	0	0	kai moana
naval	0	0	0	0	0	0	0	0	0	0	moana moana
nave	0	0	0	0	0	0	0	0	0	0	nave
navel	0	0	0	0	0	0	0	0	0	0	piko
navigable	0	1	0	0	0	0	1	0	0	0	hiki ke hoʻokele
navigate	0	0	0	0	0	0	0	0	0	0	hoʻokele
navigation	0	0	0	0	0	0	0	0	0	0	hoʻokele
navigator	0	1	0	0	0	0	0	0	0	1	mea hoʻokele
navy	0	0	0	0	0	0	0	0	0	0	moana moana
