English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Kannada Word
grassy	0	0	0	0	0	0	0	0	0	0	ಹುಲ್ಲಿನ
grate	0	0	0	0	0	1	0	0	0	0	ತುರಿ
grated	1	0	0	0	0	1	0	0	0	0	ತುರಿದ
grateful	0	0	0	0	0	0	1	0	0	0	ಕೃತಜ್ಞರಾಗಿರಬೇಕು
gratify	0	0	0	0	1	0	1	0	1	0	ತೃಪ್ತಿಪಡಿಸು
grating	1	0	1	0	0	1	0	0	0	0	ತುರಿಯುವ
gratis	0	0	0	0	0	0	0	0	0	0	ಉಚಿತವಾಗಿ
gratitude	0	0	0	0	1	0	1	0	0	0	ಕೃತಜ್ಞತೆ
gratuitous	0	0	1	0	0	0	0	0	0	0	ಅನಪೇಕ್ಷಿತ
gratuity	0	0	0	0	0	0	0	0	0	0	ಗ್ರಾಚ್ಯುಟಿ
grave	0	0	0	1	0	1	0	1	0	0	ಸಮಾಧಿ
gravel	0	0	0	0	0	0	0	0	0	0	ಜಲ್ಲಿಕಲ್ಲು
graver	0	0	0	0	0	0	0	0	0	0	ಸಮಾಧಿ
gravitate	0	1	0	0	0	0	0	0	0	0	ಗುರುತ್ವಾಕರ್ಷಣೆ
gravitation	0	0	0	0	0	0	0	0	0	0	ಗುರುತ್ವಾಕರ್ಷಣೆ
gravity	0	0	0	0	0	0	0	0	0	0	ಗುರುತ್ವಾಕರ್ಷಣೆ
gravy	0	0	0	0	0	0	0	0	0	0	ಮಾಂಸರಸ
gray	0	0	1	0	0	0	0	1	0	0	ಬೂದು
graze	0	0	0	0	0	0	0	0	0	0	ಮೇಯುವುದಕ್ಕೆ
grease	0	0	0	0	0	0	0	0	0	0	ಗ್ರೀಸ್
greasy	0	0	1	0	0	0	0	0	0	0	ಜಿಡ್ಡಿನ
greater	0	0	0	0	0	0	1	0	0	0	ಹೆಚ್ಚಿನ
greatest	0	0	0	0	0	0	0	0	0	0	ಶ್ರೇಷ್ಠ
greatly	0	0	0	0	0	0	0	0	0	0	ಬಹಳವಾಗಿ
greatness	0	0	0	0	1	0	1	0	1	1	ಹಿರಿಮೆ
greed	1	0	1	0	0	1	0	0	0	0	ದುರಾಸೆ
greedy	0	0	1	0	0	1	0	0	0	0	ದುರಾಸೆಯ
green	0	0	0	0	1	0	1	0	0	1	ಹಸಿರು
greenhouse	0	0	0	0	0	0	0	0	0	0	ಹಸಿರುಮನೆ
greenish	0	0	0	0	0	0	0	0	0	0	ಹಸಿರುಮಯ
greenwood	0	0	0	0	0	0	0	0	0	0	ಹಸಿರು ಮರ
greet	0	0	0	0	0	0	0	0	0	0	ನಮಸ್ಕಾರ
greeting	0	0	0	0	0	0	1	0	1	0	ಶುಭಾಶಯ
gregarious	0	0	0	0	0	0	1	0	0	0	ಗುಂಪುಗೂಡಿದ
grenade	0	0	0	1	0	1	0	0	0	0	ಗ್ರೆನೇಡ್
grey	0	0	0	0	0	0	0	0	0	0	ಬೂದು
greyhound	0	0	0	0	0	0	0	0	0	0	ಗ್ರೇಹೌಂಡ್
gridiron	0	0	0	0	0	0	0	0	0	0	ಗ್ರಿಡಿರಾನ್
grief	0	0	0	0	0	1	0	1	0	0	ದುಃಖ
grievance	1	0	1	0	0	1	0	1	0	0	ಕುಂದುಕೊರತೆ
grieve	0	0	0	1	0	1	0	1	0	0	ದುಃಖಿಸುತ್ತಾರೆ
grievous	1	0	0	1	0	1	0	1	0	0	ದುಃಖಕರ
griffin	0	0	0	0	0	0	0	0	0	0	ಗ್ರಿಫಿನ್
grill	0	0	0	0	0	0	0	0	0	0	ಗ್ರಿಲ್
grille	0	0	0	0	0	0	0	0	0	0	ಗ್ರಿಲ್
grim	1	1	1	1	0	1	0	1	0	0	ಕಠೋರ
grime	0	0	1	0	0	1	0	0	0	0	ಕೊಳಕು
grimy	0	0	1	0	0	1	0	0	0	0	ಕಠೋರ
grin	0	1	0	0	1	0	1	0	1	1	ನಕ್ಕ
grind	0	0	0	0	0	0	0	0	0	0	ಪುಡಿಮಾಡಿ
grinder	0	0	0	0	0	0	0	0	0	0	ಗ್ರೈಂಡರ್
grinding	0	0	0	0	0	1	0	0	0	0	ರುಬ್ಬುವ
grip	0	0	0	0	0	0	0	0	0	0	ಹಿಡಿತ
grisly	0	0	1	1	0	1	0	0	0	0	ಕಠೋರವಾಗಿ
grist	0	0	0	0	0	0	1	0	0	0	ಗ್ರಿಸ್ಟ್
grit	0	0	0	0	0	0	1	0	0	1	ಗ್ರಿಟ್
gritty	0	0	0	0	0	0	0	0	0	0	ಸಮಗ್ರವಾದ
grizzly	0	0	0	1	0	1	0	0	0	0	ಗ್ರಿಜ್ಲಿ
groan	0	0	1	0	0	1	0	1	0	0	ನರಳುತ್ತಾರೆ
grocer	0	0	0	0	0	0	0	0	0	0	ದಿನಸಿ ವ್ಯಾಪಾರಿ
groceries	0	0	0	0	0	0	0	0	0	0	ದಿನಸಿ
grocery	0	0	0	0	0	0	0	0	0	0	ದಿನಸಿ
groggy	0	0	0	0	0	0	0	0	0	0	ಗೊಗ್ಗಿ
groin	0	0	0	0	0	0	0	0	0	0	ತೊಡೆಸಂದು
groom	0	0	0	0	0	0	0	0	0	0	ವರ
groove	0	0	0	0	0	0	0	0	0	0	ತೋಡು
grope	1	0	1	1	0	1	0	0	0	0	ತಡಕಾಡುತ್ತಾರೆ
gross	0	0	1	0	0	1	0	0	0	0	ಒಟ್ಟು
grotesque	0	0	1	0	0	1	0	0	0	0	ವಿಡಂಬನಾತ್ಮಕ
grotto	0	0	0	0	0	0	0	0	0	0	ಗ್ರೊಟ್ಟೊ
ground	0	0	0	0	0	0	0	0	0	1	ನೆಲ
grounded	0	0	0	1	0	1	0	1	0	0	ತಳಹದಿ
groundless	0	0	0	0	0	1	0	0	0	0	ಆಧಾರರಹಿತ
grounds	0	0	0	0	0	0	0	0	0	0	ಮೈದಾನಗಳು
groundwork	0	0	0	0	0	0	1	0	0	0	ತಳಹದಿ
group	0	0	0	0	0	0	0	0	0	0	ಗುಂಪು
grouping	0	0	0	0	0	0	0	0	0	0	ಗುಂಪುಗಾರಿಕೆ
grouse	0	0	0	0	0	0	0	0	0	0	ಗ್ರೌಸ್
grout	0	0	0	0	0	0	0	0	0	0	ಗ್ರೌಟ್
grove	0	0	0	0	0	0	0	0	0	0	ತೋಪು
grow	0	1	0	0	1	0	1	0	0	1	ಬೆಳೆಯುತ್ತವೆ
growl	1	0	0	1	0	1	0	0	0	0	ಗೊಣಗುತ್ತಾರೆ
growling	1	0	1	1	0	1	0	0	0	0	ಗೊಣಗುತ್ತಿದ್ದ
growth	0	0	0	0	0	0	1	0	0	0	ಬೆಳವಣಿಗೆ
grub	0	0	0	0	0	0	0	0	0	0	ಗ್ರಬ್
grudge	1	0	0	0	0	1	0	0	0	0	ದ್ವೇಷವನ್ನು
grudgingly	0	0	0	0	0	1	0	0	0	0	ಅಸಡ್ಡೆಯಿಂದ
gruesome	0	0	1	0	0	1	0	0	0	0	ಭಯಾನಕ
gruff	1	0	1	0	0	1	0	0	0	0	ಕಠೋರ
grumble	1	0	1	0	0	1	0	0	0	0	ಗೊಣಗುತ್ತಾರೆ
grumpy	1	0	1	0	0	1	0	1	0	0	ಮುಂಗೋಪದ
grunt	0	0	0	0	0	0	0	0	0	0	ಗೊಣಗುತ್ತಾರೆ
guarantee	0	0	0	0	0	0	1	0	0	1	ಖಾತರಿ
guaranty	0	0	0	0	0	0	0	0	0	0	ಗ್ಯಾರಂಟಿ
guard	0	0	0	1	0	0	1	0	0	1	ಕಾವಲುಗಾರ
guarded	0	0	0	0	0	0	0	0	0	1	ಕಾವಲು ಕಾಯುತ್ತಿದ್ದರು
guardian	0	0	0	0	0	0	1	0	0	1	ರಕ್ಷಕ
guardianship	0	0	0	0	0	0	1	0	0	1	ರಕ್ಷಕತ್ವ
guards	0	0	0	0	0	0	0	0	0	0	ಕಾವಲುಗಾರರು
gubernatorial	0	0	0	0	0	0	1	0	0	1	ರಾಜ್ಯಪಾಲ
guerilla	0	0	0	1	0	1	0	0	0	0	ಗೆರಿಲ್ಲಾ
guess	0	0	0	0	0	0	0	0	1	0	ಊಹೆ
guesswork	0	0	0	0	0	0	0	0	0	0	ಊಹೆ
guest	0	0	0	0	0	0	0	0	0	0	ಅತಿಥಿ
guidance	0	0	0	0	0	0	1	0	0	1	ಮಾರ್ಗದರ್ಶನ
guide	0	0	0	0	0	0	1	0	0	1	ಮಾರ್ಗದರ್ಶಿ
guidebook	0	0	0	0	0	0	1	0	0	1	ಮಾರ್ಗದರ್ಶಿ ಪುಸ್ತಕ
guild	0	0	0	0	0	0	0	0	0	0	ಗಿಲ್ಡ್
guile	0	0	0	0	0	1	0	0	0	0	ವಂಚನೆ
guillotine	1	1	1	1	0	1	0	1	0	0	ಗಿಲ್ಲೊಟಿನ್
guilt	0	0	1	0	0	1	0	1	0	0	ಅಪರಾಧ
guilty	1	0	0	0	0	1	0	1	0	0	ತಪ್ಪಿತಸ್ಥ
guinea	0	0	0	0	0	0	0	0	0	0	ಗಿನಿ
guise	0	0	0	0	0	1	0	0	0	0	ವೇಷ
guitar	0	0	0	0	0	0	0	0	0	0	ಗಿಟಾರ್
gules	0	0	0	0	0	0	0	0	0	0	ಗುಲ್ಗಳು
gulf	0	0	0	0	0	0	0	0	0	0	ಕೊಲ್ಲಿ
gull	0	0	0	0	0	1	0	0	0	0	ಗಲ್ಲು
gullible	0	0	0	0	0	1	0	1	0	1	ಮೋಸಗಾರ
gully	0	0	0	0	0	0	0	0	0	0	ಗಲ್ಲಿ
gulp	0	0	0	1	0	0	0	0	1	0	ಗುಟುಕು
gum	0	0	0	0	0	0	0	0	0	0	ಗಮ್
gummy	0	0	0	0	0	0	0	0	0	0	ಅಂಟಂಟಾದ
gun	1	0	0	1	0	1	0	0	0	0	ಬಂದೂಕು
gunner	0	0	0	0	0	0	0	0	0	0	ಕೋವಿಗಾರ
gunpowder	0	0	0	1	0	0	0	0	0	0	ಗನ್ಪೌಡರ್
guru	0	0	0	0	0	0	1	0	0	1	ಗುರು
gush	0	0	1	0	1	1	0	0	0	0	ಚಿಮ್ಮು
gusset	0	0	0	0	0	0	0	0	0	1	ಗುಸ್ಸೆಟ್
gust	0	0	0	0	0	0	0	0	0	0	ಬಿರುಗಾಳಿ
gusty	0	0	0	0	0	0	0	0	0	0	ಉತ್ಸಾಹಭರಿತ
gut	0	0	1	0	0	0	0	0	0	0	ಕರುಳು
guts	0	0	0	0	0	0	1	0	0	0	ಕರುಳು
gutter	0	0	1	0	0	0	0	0	0	0	ಗಟಾರ
guy	0	0	0	0	0	0	0	0	0	0	ವ್ಯಕ್ತಿ
guzzling	0	0	0	0	0	1	0	0	0	0	ಗುಸ್ಲಿಂಗ್
gymnasium	0	0	0	0	0	0	0	0	0	0	ಜಿಮ್ನಾಷಿಯಂ
gymnast	0	0	0	0	0	0	1	0	0	0	ಜಿಮ್ನಾಸ್ಟ್
gymnastic	0	0	0	0	0	0	0	0	0	0	ಜಿಮ್ನಾಸ್ಟಿಕ್
gymnastics	0	0	0	0	0	0	0	0	0	0	ಜಿಮ್ನಾಸ್ಟಿಕ್ಸ್
gynecology	0	0	0	0	0	0	0	0	0	0	ಸ್ತ್ರೀರೋಗ ಶಾಸ್ತ್ರ
gypsy	0	0	0	0	0	1	0	0	0	0	ಜಿಪ್ಸಿ
gyroscope	0	0	0	0	0	0	0	0	0	0	ಗೈರೊಸ್ಕೋಪ್
habit	0	0	0	0	0	0	0	0	0	0	ಅಭ್ಯಾಸ
habitat	0	0	0	0	0	0	1	0	0	0	ಆವಾಸಸ್ಥಾನ
habitation	0	0	0	0	0	0	0	0	0	0	ವಸತಿ
habitual	0	1	0	0	0	0	0	0	0	0	ಅಭ್ಯಾಸವಾದ
habitually	0	0	0	0	0	0	0	0	0	0	ಅಭ್ಯಾಸವಾಗಿ
hacienda	0	0	0	0	0	0	0	0	0	0	ಹಸೀಂಡಾ
hag	0	0	1	1	0	1	0	0	0	0	ಹಾಗ್
haggard	0	0	0	0	0	1	0	1	0	0	ಹಗ್ಗದ
haggle	0	0	0	0	0	0	0	0	0	0	ಚೌಕಾಸಿ ಮಾಡು
hail	0	0	0	0	0	1	1	0	0	1	ಆಲಿಕಲ್ಲು
hair	0	0	0	0	0	0	0	0	0	0	ಕೂದಲು
hairy	0	0	1	0	0	1	0	0	0	0	ಕೂದಲುಳ್ಳ
hale	0	0	0	0	0	0	1	0	0	0	ಹೇಲ್
half	0	0	0	0	0	0	0	0	0	0	ಅರ್ಧ
halfway	0	0	0	0	0	1	0	0	0	0	ಅರ್ಧದಾರಿಯಲ್ಲೇ
hall	0	0	0	0	0	0	0	0	0	0	ಸಭಾಂಗಣ
hallowed	0	0	0	0	0	0	0	0	0	0	ಪವಿತ್ರವಾದ
hallucination	0	0	0	1	0	1	0	0	0	0	ಭ್ರಮೆ
halo	0	0	0	0	0	0	0	0	0	0	ಪ್ರಭಾವಲಯ
halt	0	0	0	0	0	0	0	0	0	0	ನಿಲುಗಡೆ
halter	1	0	0	1	0	1	0	1	0	0	ನಿಲುಗಡೆ
halting	0	0	0	1	0	1	0	1	0	0	ನಿಲ್ಲಿಸುವುದು
halve	0	0	0	0	0	0	0	0	0	0	ಅರ್ಧದಷ್ಟು
halving	0	0	0	0	0	0	0	0	0	0	ಅರ್ಧಕ್ಕೆ ಇಳಿಸುವುದು
ham	0	0	0	0	0	0	0	0	0	0	ಹ್ಯಾಮ್
hamlet	0	0	0	0	0	0	0	0	0	0	ಕುಗ್ರಾಮ
hammer	0	0	0	0	0	0	0	0	0	0	ಸುತ್ತಿಗೆ
hammering	0	0	0	0	0	0	0	0	0	0	ಸುತ್ತಿಗೆ
hammock	0	0	0	0	0	0	0	0	0	0	ಆರಾಮ
hamper	0	0	0	0	0	1	0	0	0	0	ಅಡ್ಡಿ
hamstring	1	0	0	0	0	1	0	1	0	0	ಮಂಡಿರಜ್ಜು
hand	0	0	0	0	0	0	0	0	0	0	ಕೈ
handbook	0	0	0	0	0	0	0	0	0	1	ಕೈಪಿಡಿ
handful	0	0	0	0	0	0	0	0	0	0	ಕೈತುಂಬ
handicap	0	0	0	0	0	1	0	1	0	0	ಅಂಗವಿಕಲತೆ
handicraft	0	0	0	0	0	0	0	0	0	0	ಕರಕುಶಲ
handiwork	0	0	0	0	0	0	0	0	0	0	ಕರಕುಶಲ
handkerchief	0	0	0	0	0	0	0	0	0	0	ಕರವಸ್ತ್ರ
handle	0	0	0	0	0	0	0	0	0	0	ಹ್ಯಾಂಡಲ್
handsome	0	0	0	0	0	0	0	0	0	0	ಸುಂದರ
handwriting	0	0	0	0	0	0	0	0	0	0	ಕೈಬರಹ
handy	0	0	0	0	0	0	1	0	0	0	ಸೂಕ್ತ
hang	0	0	0	0	0	0	0	0	0	0	ತೂಗುಹಾಕು
hangar	0	0	0	0	0	0	0	0	0	0	ಹ್ಯಾಂಗರ್
hanging	1	0	1	1	0	1	0	1	0	0	ನೇತಾಡುತ್ತಿದೆ
hangman	0	0	0	1	0	1	0	0	0	0	ನೇತಾಡುವವನು
hangout	0	0	0	0	0	0	0	0	0	0	hangout
hank	0	0	0	0	0	0	0	0	0	0	ಹಾಂಕ್
hankering	0	1	0	0	0	0	0	0	0	0	ಹಾತೊರೆಯುವ
hap	0	1	0	0	0	0	0	0	1	0	ಸಂತೋಷ
haphazard	0	0	0	0	0	0	0	0	0	0	ಅಡ್ಡಾದಿಡ್ಡಿಯಾಗಿ
happen	0	1	0	0	0	0	0	0	0	0	ಸಂಭವಿಸುತ್ತವೆ
happening	0	0	0	0	0	0	0	0	0	0	ನಡೆಯುತ್ತಿದೆ
happily	0	0	0	0	1	0	1	0	0	0	ಸಂತೋಷದಿಂದ
happiness	0	1	0	0	1	0	1	0	0	0	ಸಂತೋಷ
happy	0	1	0	0	1	0	1	0	0	1	ಸಂತೋಷ
harass	1	0	1	0	0	1	0	0	0	0	ಕಿರುಕುಳ ನೀಡುತ್ತವೆ
harassing	1	0	0	0	0	0	0	0	0	0	ಕಿರುಕುಳ ನೀಡುತ್ತಿದ್ದಾರೆ
harbinger	1	1	0	1	0	1	0	0	0	0	ಮುನ್ಸೂಚಕ
harbor	0	0	0	0	0	0	0	0	0	1	ಬಂದರು
harden	0	0	0	0	0	0	0	0	0	0	ಗಟ್ಟಿಯಾಗುತ್ತದೆ
hardened	1	0	1	1	0	1	0	0	0	0	ಗಟ್ಟಿಯಾಯಿತು
hardening	0	0	0	0	0	0	0	0	0	0	ಗಟ್ಟಿಯಾಗುವುದು
hardness	0	0	0	0	0	1	0	0	0	0	ಗಡಸುತನ
hardship	0	0	0	0	0	1	0	1	0	0	ಕಷ್ಟ
hardware	0	0	0	0	0	0	0	0	0	0	ಯಂತ್ರಾಂಶ
hardy	0	0	0	0	1	0	1	0	0	1	ಹಾರ್ಡಿ
hare	0	0	0	0	0	0	0	0	0	0	ಮೊಲ
harem	0	0	0	0	0	0	0	0	0	0	ಜನಾನ
harlot	0	0	1	0	0	1	0	0	0	0	ವೇಶ್ಯೆ
harm	0	0	0	1	0	1	0	0	0	0	ಹಾನಿ
harmful	1	0	1	1	0	1	0	1	0	0	ಹಾನಿಕಾರಕ
harmonica	0	0	0	0	0	0	0	0	0	0	ಹಾರ್ಮೋನಿಕಾ
harmonics	0	0	0	0	0	0	0	0	0	0	ಹಾರ್ಮೋನಿಕ್ಸ್
harmoniously	0	0	0	0	1	0	1	0	0	1	ಸಾಮರಸ್ಯದಿಂದ
harmonize	0	0	0	0	0	0	0	0	0	0	ಸಮನ್ವಯಗೊಳಿಸು
harmony	0	0	0	0	1	0	1	0	0	1	ಸಾಮರಸ್ಯ
harness	0	0	0	0	0	0	0	0	0	0	ಸರಂಜಾಮು
harper	0	0	0	0	0	0	0	0	0	0	ಹಾರ್ಪರ್
harpsichord	0	0	0	0	0	0	0	0	0	0	ಹಾರ್ಪ್ಸಿಕಾರ್ಡ್
harrowing	0	0	0	1	0	1	0	0	0	0	ಘಾಸಿಗೊಳಿಸುವ
harry	1	0	0	0	0	1	0	1	0	0	ಹ್ಯಾರಿ
harshness	1	0	0	1	0	1	0	0	0	0	ಕಠೋರತೆ
hart	0	0	0	0	0	0	0	0	0	0	ಹಾರ್ಟ್
harvest	0	1	0	0	1	0	1	0	0	0	ಕೊಯ್ಲು
hash	0	0	0	0	0	1	0	0	0	0	ಹ್ಯಾಶ್
hashish	0	0	0	0	0	1	0	0	0	0	ಹ್ಯಾಶಿಶ್
haste	0	1	0	0	0	0	0	0	0	0	ಆತುರ
hasten	0	0	0	0	0	0	0	0	0	0	ಅವಸರವಾಗಿ
hastily	0	0	0	0	0	0	0	0	0	0	ತರಾತುರಿಯಿಂದ
hasty	0	0	0	0	0	1	0	0	0	0	ಅವಸರದ
hat	0	0	0	0	0	0	0	0	0	0	ಟೋಪಿ
hatch	0	0	0	0	0	0	0	0	0	0	ಮೊಟ್ಟೆಯೊಡೆಯುತ್ತವೆ
hatchet	0	0	0	0	0	0	0	0	0	0	ಹಟ್ಟಿ
hate	1	0	1	1	0	1	0	1	0	0	ದ್ವೇಷಿಸುತ್ತೇನೆ
hateful	1	0	1	1	0	1	0	1	0	0	ದ್ವೇಷಪೂರಿತ
hating	1	0	0	0	0	1	0	0	0	0	ದ್ವೇಷಿಸುತ್ತಿದ್ದಾನೆ
hatred	1	0	1	1	0	1	0	1	0	0	ದ್ವೇಷ
haughty	1	0	0	0	0	1	0	0	0	0	ಅಹಂಕಾರಿ
haul	0	0	0	0	0	0	0	0	0	0	ಎಳೆಯಿರಿ
haulage	0	0	0	0	0	0	0	0	0	0	ಸಾಗಿಸುವುದು
haunt	0	0	0	1	0	1	0	0	0	0	ಕಾಡುತ್ತವೆ
haunted	0	0	0	1	0	1	0	1	0	0	ದೆವ್ವ
haven	0	0	0	0	0	0	1	0	0	1	ಸ್ವರ್ಗ
havoc	1	0	0	1	0	1	0	0	0	0	ವಿನಾಶ
haw	0	0	0	0	0	0	0	0	0	0	ಹಾವ್
hawk	0	0	0	1	0	0	0	0	0	0	ಗಿಡುಗ
hawking	0	0	0	0	0	0	0	0	0	0	ಹಾಕಿಂಗ್
hazard	0	0	0	1	0	1	0	0	0	0	ಅಪಾಯ
hazardous	0	0	0	1	0	1	0	0	0	0	ಅಪಾಯಕಾರಿ
haze	0	0	0	1	0	1	0	0	0	0	ಮಬ್ಬು
hazy	0	0	0	0	0	0	0	0	0	0	ಮಸುಕಾದ
head	0	0	0	0	0	0	0	0	0	0	ತಲೆ
headache	0	0	0	0	0	1	0	0	0	0	ತಲೆನೋವು
headdress	0	0	0	0	0	0	0	0	0	0	ಶಿರಸ್ತ್ರಾಣ
header	0	0	0	0	0	0	0	0	0	0	ಹೆಡರ್
headgear	0	0	0	0	0	0	0	0	0	0	ಶಿರಸ್ತ್ರಾಣ
heading	0	0	0	0	0	0	0	0	0	0	ಶಿರೋನಾಮೆ
headland	0	0	0	0	0	0	0	0	0	0	ಹೆಡ್ಲ್ಯಾಂಡ್
headlight	0	1	0	0	0	0	0	0	0	0	ಹೆಡ್ಲೈಟ್
headline	0	0	0	0	0	0	0	0	0	0	ಶೀರ್ಷಿಕೆ
headlong	0	0	0	0	0	0	0	0	0	0	ತಲೆತಲಾಂತರದಿಂದ
headquarters	0	0	0	0	0	0	0	0	0	0	ಪ್ರಧಾನ ಕಚೇರಿ
headstone	0	0	0	0	0	0	0	0	0	0	ತಲೆಗಲ್ಲು
headway	0	0	0	0	0	0	1	0	0	0	ಮುನ್ನಡೆ
heady	0	0	0	0	0	1	0	0	0	0	ತಲೆತಗ್ಗಿಸಿದ
heal	0	0	0	0	1	0	1	0	0	1	ಸರಿಪಡಿಸಲು
healing	0	1	0	0	1	0	1	0	0	1	ಗುಣಪಡಿಸುವುದು
health	0	0	0	0	0	0	0	0	0	0	ಆರೋಗ್ಯ
healthful	0	0	0	0	1	0	1	0	0	0	ಆರೋಗ್ಯಕರ
healthy	0	0	0	0	0	0	1	0	0	0	ಆರೋಗ್ಯಕರ
heap	0	0	0	0	0	0	0	0	0	0	ರಾಶಿ
hear	0	0	0	0	0	0	0	0	0	0	ಕೇಳು
hearer	0	0	0	0	0	0	0	0	0	0	ಕೇಳುಗ
hearing	0	0	0	1	0	1	0	0	0	0	ಕೇಳಿ
hearsay	0	0	0	0	0	1	0	0	0	0	ಕೇಳಿದ ಮಾತು
hearse	0	0	0	1	0	1	0	1	0	0	ಶವಗಾರ
heart	0	0	0	0	0	0	0	0	0	0	ಹೃದಯ
heartache	0	0	0	0	0	1	0	1	0	0	ಹೃದಯ ನೋವು
heartburn	0	0	0	0	0	1	0	0	0	0	ಎದೆಯುರಿ
heartfelt	0	0	0	0	1	0	1	1	0	1	ಹೃತ್ಪೂರ್ವಕ
hearth	0	0	0	0	0	0	1	0	0	0	ಒಲೆ
heartily	0	0	0	0	1	0	1	0	0	0	ಹೃತ್ಪೂರ್ವಕವಾಗಿ
heartless	0	0	0	0	0	1	0	1	0	0	ಹೃದಯಹೀನ
hearts	0	0	0	0	0	0	0	0	0	0	ಹೃದಯಗಳು
heartworm	0	0	1	0	0	0	0	0	0	0	ಹೃದಯ ಹುಳು
heat	0	0	0	0	0	0	0	0	0	0	ಶಾಖ
heated	0	0	0	0	0	0	0	0	0	0	ಬಿಸಿಮಾಡಲಾಗಿದೆ
heater	0	0	0	0	0	0	0	0	0	0	ಹೀಟರ್
heath	0	0	0	0	0	0	0	0	0	0	ಹೀತ್
heathen	0	0	0	1	0	1	0	0	0	0	ಅನ್ಯಧರ್ಮೀಯರು
heather	0	0	0	0	0	0	0	0	0	0	ಹೀದರ್
heating	0	0	0	0	0	0	0	0	0	0	ಬಿಸಿ
heave	0	0	0	0	0	0	0	0	0	0	ಹೀವ್
heavenly	0	1	0	0	1	0	1	0	0	1	ಸ್ವರ್ಗೀಯ
heavens	0	0	0	0	1	0	1	0	0	1	ಸ್ವರ್ಗಗಳು
heavily	0	0	0	0	0	1	0	0	0	0	ಅತೀವವಾಗಿ
heaviness	0	0	0	0	0	0	0	0	0	0	ಭಾರ
heaving	0	0	0	0	0	0	0	0	0	0	ಹೆವಿಂಗ್
hectares	0	0	0	0	0	0	0	0	0	0	ಹೆಕ್ಟೇರ್
hectic	0	0	0	0	0	0	0	0	0	0	ವಿಪರೀತ
hedge	0	0	0	0	0	0	0	0	0	0	ಹೆಡ್ಜ್
hedgehog	0	0	0	0	0	0	0	0	0	0	ಮುಳ್ಳುಹಂದಿ
hedonism	0	0	0	0	1	1	1	0	0	0	ಸುಖವಾದ
heed	0	0	0	0	0	0	0	0	0	0	ಗಮನಿಸು
heel	0	0	0	0	0	1	0	0	0	0	ಹಿಮ್ಮಡಿ
heels	0	0	0	0	0	0	0	0	0	0	ನೆರಳಿನಲ್ಲೇ
heft	0	1	0	1	0	0	1	0	0	0	ಹೆಫ್ಟ್
hegemonic	0	0	0	0	0	0	0	0	0	0	ಪ್ರಾಬಲ್ಯದ
heifer	0	0	0	0	0	0	0	0	0	0	ಹಸುಗೂಸು
height	0	0	0	0	0	0	0	0	0	0	ಎತ್ತರ
heighten	0	0	0	1	0	1	0	0	0	0	ಎತ್ತರಿಸಿ
heinous	0	0	0	0	0	1	0	0	0	0	ಹೇಯ
heir	0	0	0	0	0	0	0	0	0	0	ಉತ್ತರಾಧಿಕಾರಿ
heiress	0	0	0	0	0	0	0	0	0	0	ಉತ್ತರಾಧಿಕಾರಿ
heirloom	0	0	0	0	0	0	0	0	0	0	ಚರಾಸ್ತಿ
heirs	0	0	0	0	0	0	0	0	0	0	ಉತ್ತರಾಧಿಕಾರಿಗಳು
helical	0	0	0	0	0	0	0	0	0	0	ಸುರುಳಿಯಾಕಾರದ
helix	0	0	0	0	0	0	0	0	0	0	ಹೆಲಿಕ್ಸ್
hell	1	0	1	1	0	1	0	1	0	0	ನರಕ
hellish	1	0	1	1	0	1	0	1	0	0	ನರಕಸದೃಶ
helm	0	0	0	0	0	0	0	0	0	0	ಚುಕ್ಕಾಣಿಯನ್ನು
helmet	0	0	0	1	0	0	1	0	0	0	ಹೆಲ್ಮೆಟ್
helper	0	0	0	0	0	0	1	0	0	1	ಸಹಾಯಕ
helpful	0	0	0	0	1	0	1	0	0	1	ಸಹಾಯಕವಾಗಿದೆ
helpless	0	0	0	1	0	1	0	1	0	0	ಅಸಹಾಯಕ
helplessness	0	0	0	1	0	1	0	1	0	0	ಅಸಹಾಯಕತೆ
hem	0	0	0	0	0	0	0	0	0	0	ಅರಗು
hematite	0	0	0	0	0	0	0	0	0	0	ಹೆಮಟೈಟ್
hemi	0	0	0	0	0	0	0	0	0	0	ಅರ್ಧ
hemisphere	0	0	0	0	0	0	0	0	0	0	ಗೋಳಾರ್ಧದಲ್ಲಿ
hemispheric	0	0	0	0	0	0	0	0	0	0	ಅರ್ಧಗೋಳದ
hemlock	0	0	0	0	0	0	0	0	0	0	ಹೆಮ್ಲಾಕ್
hemorrhage	0	0	1	1	0	1	0	1	0	0	ರಕ್ತಸ್ರಾವ
hemorrhoids	0	0	0	0	0	1	0	0	0	0	ಮೂಲವ್ಯಾಧಿ
hemp	0	0	0	0	0	0	0	0	0	0	ಸೆಣಬಿನ
hen	0	0	0	0	0	0	0	0	0	0	ಕೋಳಿ
henceforth	0	0	0	0	0	0	0	0	0	0	ಇನ್ನು ಮುಂದೆ
herald	0	0	0	0	0	0	0	0	0	0	ಹೆರಾಲ್ಡ್
heraldry	0	0	0	0	0	0	0	0	0	0	ಹೆರಾಲ್ಡ್ರಿ
herb	0	0	0	0	0	0	0	0	0	0	ಮೂಲಿಕೆ
herbaceous	0	0	0	0	0	0	0	0	0	0	ಮೂಲಿಕಾಸಸ್ಯಗಳು
