English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Maori Word
impression	0	0	0	0	0	0	1	0	0	0	mana'o
impressionable	0	0	0	0	0	0	0	0	0	1	whakaawe
imprint	0	0	0	0	0	0	0	0	0	0	tohu
imprison	0	0	0	0	0	1	0	0	0	0	whare herehere
imprisoned	1	0	1	1	0	1	0	1	0	0	ka mauheretia
imprisonment	1	0	1	1	0	1	0	1	0	0	whare herehere
improbable	0	0	0	0	0	0	0	0	0	0	e kore e taea
impromptu	0	0	0	0	0	0	0	0	0	0	ohorere
impropriety	0	0	0	0	0	1	0	0	0	0	he koretake
improve	0	1	0	0	1	0	1	0	0	1	whakapai ake
improved	0	0	0	0	0	0	1	0	0	0	whakapai ake
improvement	0	0	0	0	1	0	1	0	0	1	whakapai ake
improving	0	0	0	0	0	0	1	0	0	0	whakapai ake
improvisation	0	0	0	0	0	0	0	0	1	0	whakangao
improvise	0	1	0	0	0	0	1	0	1	0	whakapai
improvised	0	0	0	0	0	0	0	0	0	0	hangai
imprudent	0	0	0	0	0	1	0	1	0	0	whakaarokore
impulse	0	0	0	0	0	0	0	0	0	0	whakahihiri
impunity	0	0	0	0	0	0	0	0	0	0	whakawhiu
impure	0	0	1	0	0	1	0	0	0	0	poke
impurity	0	0	1	0	0	1	0	0	0	0	poke
imputation	0	0	0	0	0	1	0	0	0	0	whakapae
inability	0	0	0	0	0	1	0	1	0	0	kore kaha
inaccessible	0	0	0	0	0	1	0	0	0	0	kore e taea
inaccurate	0	0	0	0	0	1	0	0	0	0	hē
inaction	0	0	0	0	0	1	0	0	0	0	kore mahi
inactivate	0	0	0	0	0	0	0	0	0	0	whakakorekore
inactivation	0	0	0	0	0	0	0	0	0	0	whakahohenga
inactive	0	0	0	0	0	0	0	0	0	0	hohekore
inactivity	0	0	0	0	0	1	0	0	0	0	kore mahi
inadequacy	0	0	0	0	0	1	0	0	0	0	koretake
inadequate	0	0	0	0	0	1	0	1	0	0	takarepa
inadmissible	1	0	1	0	0	1	0	0	0	0	e kore e whakaaetia
inadvertent	0	0	0	0	0	0	0	0	0	0	pohehe
inadvertently	0	0	0	0	0	0	0	0	0	0	pohehe
inalienable	0	0	0	0	0	0	1	0	0	0	e kore e taea te tango
inane	0	0	0	0	0	1	0	0	0	0	inane
inanimate	0	0	0	0	0	0	0	0	0	0	kore ora
inapplicable	0	0	0	0	0	1	0	0	0	0	kore e tika
inappropriate	1	0	1	0	0	1	0	1	0	0	tano ore
inattention	1	0	0	0	0	1	0	0	0	0	kore aro
inaudible	0	0	0	0	0	1	0	0	0	0	kore e rangona
inaugural	0	1	0	0	0	0	0	0	0	0	whakatuwheratanga
inaugurate	0	0	0	0	0	0	0	0	0	0	whakatapua
inauguration	0	1	0	0	1	0	1	0	0	1	whakapuaretanga
inborn	0	0	0	0	0	0	0	0	0	0	whanau
inbred	0	0	0	0	0	0	0	0	0	0	whanaua
incalculable	0	0	0	0	0	1	0	0	0	0	e kore e taea te tatau
incandescent	0	0	0	0	0	0	0	0	0	0	kākā
incapable	0	0	0	0	0	0	0	0	0	0	kore e taea
incapacity	0	0	0	0	0	1	0	0	0	0	ngoikoretanga
incarceration	1	0	1	1	0	1	0	1	0	0	mauhere
incase	1	0	1	1	0	1	0	1	0	0	whakamaua
incendiary	1	0	0	1	0	1	0	0	1	0	tahu ahi
incense	1	0	0	0	0	1	0	0	0	0	whakakakara
incentive	0	0	0	0	0	0	0	0	0	0	whakahihiri
inception	0	0	0	0	0	0	0	0	0	0	timatanga
incessant	0	0	0	0	0	1	0	0	0	0	mau tonu
incessantly	0	0	0	0	0	0	0	0	0	0	mau tonu
incest	1	0	1	1	0	1	0	1	0	0	iramutu
incestuous	0	0	1	0	0	1	0	0	0	0	puremu
inch	0	0	0	0	0	0	0	0	0	0	inihi
incidence	0	0	0	0	0	0	0	0	0	0	paheketanga
incident	0	0	0	0	0	0	0	0	1	0	aitua
incidentally	0	0	0	0	0	0	0	0	0	0	ohorere
incineration	0	0	0	0	0	1	0	0	0	0	tahutahu
incipient	0	0	0	0	0	0	0	0	0	0	timata
incision	0	0	0	0	0	0	0	0	0	0	kohanga
incisive	0	0	0	0	0	0	1	0	0	0	whakahihiri
incite	1	1	0	1	0	1	0	0	0	0	whakahihiri
incitement	0	0	0	0	0	0	0	0	0	0	whakahihiri
inclement	0	0	0	0	0	1	0	0	0	0	kino
inclination	0	0	0	0	0	0	0	0	0	0	henga
incline	0	0	0	0	0	0	0	0	0	1	heke
inclined	0	0	0	0	0	0	0	0	0	0	anga
include	0	0	0	0	0	0	1	0	0	0	whakauru
included	0	0	0	0	0	0	1	0	0	0	whakaurua
including	0	0	0	0	0	0	1	0	0	0	tae atu ki
inclusion	0	0	0	0	0	0	0	0	0	1	whakauru
inclusive	0	0	0	0	0	0	1	0	0	0	whakauru
incognito	0	0	0	0	0	0	0	0	0	0	incognito
incoherent	0	0	0	0	0	1	0	0	0	0	koretake
income	0	1	0	0	1	1	1	1	0	1	moni whiwhi
incoming	0	0	0	0	0	0	0	0	0	0	taumai
incompatible	1	0	1	0	0	1	0	1	0	0	hotokore
incompetence	0	0	0	0	0	1	0	0	0	0	ngoikoretanga
incompetent	1	0	0	0	0	1	0	1	0	0	karekau
incompletely	0	0	0	0	0	0	0	0	0	0	kore rawa
incompleteness	0	0	0	0	0	1	0	0	0	0	te kore e oti
incomprehensible	0	0	0	0	0	1	0	0	0	0	kore e marama
inconclusive	0	0	0	0	0	0	0	0	0	0	korekore
incongruous	1	0	0	0	0	1	0	0	0	0	koretake
inconsequential	0	0	0	0	0	1	0	1	0	0	koretake
inconsiderate	1	0	1	0	0	1	0	1	0	0	whakaarokore
inconsistency	0	0	0	0	0	1	0	0	0	0	koretake
inconspicuous	0	0	0	0	0	0	0	0	0	0	kore e kitea
incontinence	0	0	0	0	0	0	0	0	1	0	korekore
inconvenient	1	0	1	0	0	1	0	1	0	0	whakararuraru
incorporate	0	0	0	0	0	0	0	0	0	0	whakauru
incorporation	0	0	0	0	0	0	0	0	0	0	kaporeihana
incorrect	0	0	0	0	0	1	0	0	0	0	hē
increase	0	0	0	0	0	0	1	0	0	0	piki
increased	0	0	0	0	0	0	0	0	0	0	nui haere
incredulous	1	0	1	0	0	1	0	0	0	0	whakaponokore
increment	0	0	0	0	0	0	0	0	0	0	pikinga
incrimination	0	0	0	1	0	1	0	1	0	0	whakaparahako
incubation	0	0	0	0	0	0	0	0	0	0	whakakoroki
incubus	0	0	1	1	0	1	0	0	0	0	incubus
incur	0	0	0	0	0	1	0	0	0	0	puta
incurable	1	0	1	1	0	1	0	1	0	0	e kore e taea te rongoa
incursion	0	0	0	1	0	1	0	0	0	0	whakaekenga
indebted	0	0	0	0	0	0	0	0	0	0	nama
indecency	1	0	1	0	0	0	0	0	0	0	whakakino
indecent	0	0	1	0	0	1	0	0	0	0	kino
indecision	0	0	0	0	0	1	0	0	0	0	kore whakaaro
indecisive	0	0	0	0	0	1	0	0	0	0	kore whakaaro
indefensible	0	0	0	1	0	1	0	0	0	0	korekore
indelible	0	0	0	0	0	0	1	0	0	1	mau tonu
indemnification	0	0	0	0	0	0	0	0	0	0	utunga
indemnify	0	0	0	0	0	1	0	0	0	0	utu
indemnity	0	0	0	0	0	0	1	0	0	1	utunga
indent	0	0	0	0	0	0	0	0	0	1	nuku
indentation	0	0	0	0	0	0	0	0	0	0	nuku
indenture	1	0	0	0	0	1	0	0	0	0	whakaurunga
independence	0	1	0	0	1	0	1	0	1	1	mana motuhake
independent	0	0	0	0	0	0	0	0	0	0	motuhake
indescribable	0	0	0	0	0	0	0	0	0	0	e kore e taea te korero
indestructible	0	0	0	0	0	0	1	0	0	1	korekore
indeterminate	0	0	0	0	0	1	0	0	0	0	korekore
index	0	0	0	0	0	0	0	0	0	0	taupū
indicating	0	0	0	0	0	0	0	0	0	0	tohu
indication	0	0	0	0	0	0	0	0	0	0	tohu
indicative	0	0	0	0	0	0	0	0	0	0	tohu
indicator	0	0	0	0	0	0	0	0	0	0	tohu
indice	0	0	0	0	0	0	0	0	0	0	tohu
indict	1	0	0	1	0	1	0	0	0	0	whakapae
indictment	0	0	0	1	0	1	0	0	0	0	whakawakanga
indifference	1	0	1	1	0	1	0	1	0	0	kore whakaaro
indigenous	0	0	0	0	0	0	0	0	0	0	tangata whenua
indigent	0	0	0	0	0	1	0	1	0	0	rawakore
indigestion	0	0	0	0	0	0	0	0	0	0	korenga
indignant	1	0	0	0	0	1	0	0	0	0	riri
indignation	1	0	1	0	0	1	0	0	0	0	riri
indigo	0	0	0	0	0	0	0	0	0	0	indigo
indirect	0	0	0	0	0	0	0	0	0	0	autaki
indispensable	0	0	0	0	0	0	0	0	0	0	mea nui
indistinct	0	0	0	0	0	1	0	0	0	0	kore marama
indistinguishable	0	0	0	0	0	0	0	0	0	0	e kore e taea te wehewehe
individuality	0	0	0	0	0	0	1	0	0	0	takitahi
indivisible	0	0	0	0	0	0	0	0	0	1	e kore e taea te wehewehe
indoctrination	1	0	0	1	0	1	0	0	0	0	whakaakoranga
indolent	0	0	0	0	0	1	0	0	0	0	mangere
indomitable	0	0	0	1	0	0	1	0	0	0	mau tonu
indoor	0	0	0	0	0	0	0	0	0	0	roto
induce	0	0	0	0	0	0	0	0	0	0	whakaawe
induced	0	0	0	0	0	0	0	0	0	0	whakaawe
inducement	0	0	0	0	0	0	0	0	0	0	whakahihiri
induction	0	0	0	0	0	0	0	0	0	0	whakaurunga
indulge	0	0	0	0	0	0	0	0	0	0	whakapuare
indulgence	0	0	0	0	0	0	0	0	0	0	tukunga
indulgent	0	0	0	0	0	0	0	0	0	0	whakamihi
industrious	0	0	0	0	0	0	0	0	0	0	pukumahi
industry	0	0	0	0	0	0	0	0	0	0	ahumahi
ineffable	0	0	0	0	0	0	1	0	0	0	kore e taea te korero
ineffective	0	0	0	0	0	1	0	0	0	0	kore whai hua
ineffectual	0	0	1	0	0	1	0	0	0	0	kore whai hua
inefficiency	0	0	1	0	0	1	0	1	0	0	koretake
inefficient	0	0	0	0	0	1	0	1	0	0	koretake
inelastic	0	0	0	0	0	0	0	0	0	0	korekore
ineligible	0	0	0	0	0	0	0	0	0	0	kore e tika
inept	1	0	1	0	0	1	0	0	0	0	koretake
ineptitude	0	0	1	1	0	1	0	1	0	0	koretake
inequality	1	0	0	1	0	1	0	1	0	0	kore ōritenga
inequitable	0	0	0	0	0	1	0	0	0	0	koretake
inert	0	0	0	0	0	1	0	0	0	0	korekore
inertia	0	0	0	0	0	0	0	0	0	0	inertia
inevitable	0	0	0	0	0	0	0	0	0	0	e kore e taea
inexact	0	0	0	0	0	0	0	0	0	0	hē
inexcusable	1	0	1	0	0	1	0	1	0	0	korekore
inexhaustible	0	0	0	0	0	0	0	0	0	0	e kore e pau
inexpensive	0	0	0	0	0	0	1	0	0	0	utu iti
inexperience	0	0	0	0	0	1	0	0	0	0	kore wheako
inexperienced	0	0	0	0	0	1	0	0	0	0	tauhou
inexplicable	0	0	0	0	0	1	0	0	1	0	kore e taea te whakamarama
infallibility	0	0	0	0	0	0	0	0	0	1	te hape
infallible	0	0	0	0	0	0	1	0	0	0	korekore
infamous	1	0	1	1	0	1	0	0	0	0	kino
infamy	0	0	0	0	0	1	0	1	0	0	kino
infancy	0	0	0	0	0	0	0	0	0	0	kohungahunga
infant	0	1	0	1	1	0	1	0	1	0	kohungahunga
infanticide	1	1	1	1	0	1	0	1	0	0	kohungahunga
infantile	1	0	1	0	0	1	0	0	0	0	kohungahunga
infantry	0	0	0	0	0	0	0	0	0	0	hoia haere
infarct	0	0	0	1	0	1	0	0	1	0	whakakino
infatuation	0	0	0	0	0	0	0	0	0	0	whakapoapoa
infeasible	0	0	0	0	0	0	0	0	0	0	kore e taea
infect	0	0	1	0	0	1	0	0	0	0	whakakino
infection	0	0	0	1	0	1	0	0	0	0	mate
infectious	0	0	1	1	0	1	0	1	0	0	hopuhopu
infer	0	0	0	0	0	0	0	0	0	0	whakatau
inference	0	0	0	0	0	0	0	0	0	0	whakatau
inferential	0	0	0	0	0	0	0	0	0	0	huatau
inferior	0	0	0	0	0	1	0	1	0	0	iti iho
inferiority	0	0	0	0	0	1	0	0	0	0	te whakaiti
inferno	1	0	0	1	0	1	0	0	0	0	rewharewha
infertile	0	0	0	0	0	0	0	0	0	0	kore tamariki
infertility	0	0	0	0	0	1	0	1	0	0	te kore tamariki
infestation	0	0	1	1	0	1	0	0	0	0	whakakinotanga
infidel	1	0	1	1	0	1	0	0	0	0	tangata whakaponokore
infidelity	1	0	1	1	0	1	0	1	0	0	whakateka
infiltration	0	0	0	0	0	1	1	0	0	0	kuhutanga
infinite	0	0	0	0	0	0	1	0	0	0	mutunga kore
infinitely	0	0	0	0	0	0	0	0	0	0	mutunga kore
infinitesimal	0	0	0	0	0	0	0	0	0	0	iti rawa
infinity	0	1	0	0	1	0	1	0	0	1	mutunga kore
infirm	0	0	0	0	0	1	0	0	0	0	ngoikore
infirmary	0	0	0	0	0	0	0	0	0	0	whare hauora
infirmity	0	0	0	1	0	1	0	0	0	0	ngoikoretanga
inflammation	0	0	0	0	0	1	0	0	0	0	mumura
inflated	0	0	0	0	0	1	0	0	0	0	whakakake
inflation	0	0	0	1	0	1	0	0	0	0	pikinga
inflection	0	0	0	0	0	0	0	0	0	0	whakakorikori
inflict	1	0	0	1	0	1	0	1	0	0	whakawhiu
infliction	0	0	0	1	0	1	0	1	0	0	whakawhiu
inflorescence	0	0	0	0	0	0	0	0	0	0	puinga
influence	0	0	0	0	0	1	1	0	0	0	whakaawe
influential	0	0	0	0	0	0	1	0	0	1	whai mana
influenza	0	0	0	0	0	1	0	0	0	0	rewharewha
influx	0	0	0	0	0	0	0	0	0	0	urunga
inform	0	0	0	0	0	0	0	0	0	1	whakamohio
informal	0	0	0	0	0	0	0	0	0	0	ōpaki
informant	0	0	0	0	0	0	0	0	0	0	kaiwhakarongo
information	0	0	0	0	0	0	1	0	0	0	nga korero
informed	0	0	0	0	0	0	0	0	0	0	whakamohiotia
informer	0	0	0	0	0	1	0	0	0	0	kaiwhakarongo
infraction	1	0	0	0	0	1	0	0	0	0	hara
infrequent	0	0	0	0	0	0	0	0	1	0	iti noa
infrequently	0	0	0	0	0	1	0	0	0	0	he iti noa
infringement	0	0	0	0	0	1	0	0	0	0	takahi
infuse	0	0	0	0	0	0	0	0	0	0	whaowhia
infused	0	0	0	0	0	0	0	0	0	0	whaowhia
infusion	0	0	0	0	0	0	0	0	0	0	whaowhia
ingenious	0	0	0	0	0	0	1	0	0	0	mohio
ingenuity	0	0	0	0	0	0	0	0	0	0	te mohio
ingest	0	0	0	0	0	0	0	0	0	0	whakauru
ingestion	0	0	0	0	0	0	0	0	0	0	horonga
ingot	0	0	0	0	0	0	0	0	0	0	ingot
ingrained	0	0	0	0	0	0	0	0	0	0	kua mau
ingredient	0	0	0	0	0	0	0	0	0	0	whakauru
ingress	0	0	0	0	0	0	0	0	0	0	urunga
inhabit	0	0	0	0	0	0	0	0	0	0	noho
inhabitant	0	0	0	0	0	0	0	0	0	0	tangata noho
inhabited	0	0	0	0	0	0	0	0	0	0	nohoia
inhabiting	0	0	0	0	0	0	0	0	0	0	noho ana
inhalation	0	0	0	0	0	0	0	0	0	0	whakangohanga
inhale	0	0	0	0	0	0	0	0	0	0	whakangohu
inherent	0	0	0	0	0	0	0	0	0	0	tūturu
inherit	0	0	0	0	0	0	0	0	0	0	tuku iho
inheritance	0	1	0	0	1	0	1	0	1	1	tuku iho
inhibit	1	0	1	0	0	1	0	1	0	0	aukati
inhibition	0	0	0	0	0	0	0	0	0	0	aukati
inhospitable	0	0	0	0	0	1	0	1	0	0	kore manaaki
inhuman	1	0	1	1	0	1	0	1	0	0	kore tangata
inhumanity	0	0	0	0	0	1	0	1	0	0	kino tangata
inimical	1	0	0	0	0	1	0	1	0	0	kino
inimitable	0	0	0	0	0	0	1	0	0	1	korekore
iniquity	0	0	1	0	0	1	0	0	0	0	kino
initial	0	0	0	0	0	0	0	0	0	0	tuatahi
initiate	0	0	0	0	0	0	0	0	0	0	kōkiri
initiated	0	0	0	0	0	0	0	0	0	0	i timataria
initiative	0	0	0	0	0	0	0	0	0	0	kaupapa
inject	0	0	0	0	0	0	0	0	0	0	werohia
injection	0	0	0	1	0	0	0	0	0	0	werohanga
injunction	0	0	0	0	0	1	0	0	0	0	whakahaunga
injure	1	0	0	1	0	1	0	1	0	0	whara
injured	0	0	0	1	0	1	0	1	0	0	whara
injurious	1	0	0	1	0	1	0	1	0	0	kino
injury	1	0	0	1	0	1	0	1	0	0	wharanga
injustice	1	0	0	0	0	1	0	0	0	0	te hee
ink	0	0	0	0	0	0	0	0	0	0	waituhi
inkling	0	0	0	0	0	0	0	0	0	0	waituhi
inland	0	0	0	0	0	0	0	0	0	0	ki uta
inlay	0	0	0	0	0	0	0	0	0	0	whakaroto
inlet	0	0	0	0	0	0	0	0	0	0	urunga
inmate	0	0	1	1	0	1	0	0	0	0	mauhere
inn	0	0	0	0	0	0	0	0	0	0	whare whare
innate	0	0	0	0	0	0	0	0	0	0	whanau
innermost	0	0	0	0	0	0	0	0	0	0	o roto rawa
innings	0	0	0	0	0	0	0	0	0	0	whakaurunga
innkeeper	0	0	0	0	0	0	0	0	0	0	rangatira whare
innocence	0	0	0	0	0	0	1	0	0	0	harakore
innocent	0	0	0	0	0	0	1	0	0	1	harakore
innocently	0	0	0	0	0	0	1	0	0	0	harakore
innocuous	0	0	0	0	0	0	1	0	0	0	harakore
innovate	0	0	0	0	0	0	1	0	0	0	auaha
innovation	0	0	0	0	0	0	1	0	0	0	auahatanga
innuendo	0	0	0	0	0	0	0	0	0	0	whakapae
innumerable	0	0	0	0	0	0	0	0	0	0	e kore e taea te tatau
inoculation	0	1	0	0	0	0	0	0	0	1	werohanga
inoperative	1	0	0	0	0	1	0	0	0	0	kore mahi
inordinate	0	0	0	0	0	0	0	0	0	0	pōharahara
inorganic	0	0	0	0	0	0	0	0	0	0	parakore
inquest	0	0	0	0	0	0	0	0	0	0	uiuinga
inquire	0	0	0	0	0	0	0	0	0	0	uiui
inquirer	0	0	0	0	0	0	1	0	0	0	kai uiui
inquiring	0	0	0	0	0	0	0	0	0	0	te uiui
inquiry	0	1	0	0	0	0	1	0	0	0	pakirehua
inquisitive	0	0	0	0	0	0	1	0	0	0	patapatai
insane	1	0	0	1	0	1	0	0	0	0	porangi
insanity	1	0	1	1	0	1	0	1	0	0	porangi
inscription	0	0	0	0	0	0	0	0	0	0	tuhituhinga
inscrutable	0	0	0	0	0	0	0	0	0	0	e kore e kitea
insect	0	0	0	0	0	0	0	0	0	0	ngarara
insecure	1	0	0	1	0	1	0	1	0	0	korekore
insecurity	0	0	0	1	0	1	0	0	0	0	korekore
inseparable	0	0	0	0	1	0	1	0	0	1	e kore e taea te wehe
insert	0	0	0	0	0	0	0	0	0	0	whakauru
inserted	0	0	0	0	0	0	0	0	0	0	whakaurua
insertion	0	0	0	0	0	0	0	0	0	0	whakaurunga
inside	0	0	0	0	0	0	0	0	0	0	roto
insidious	1	0	1	1	0	1	0	0	0	0	hianga
insight	0	0	0	0	0	0	0	0	0	0	matauranga
insignia	0	0	0	0	0	0	1	0	0	0	tohu tohu
insignificance	0	0	0	0	0	1	0	0	0	0	iti
insignificant	1	0	0	0	0	1	0	1	0	0	iti
insipid	0	0	0	0	0	1	0	0	0	0	korekore
insist	0	0	0	0	0	0	0	0	0	0	tohe
insolent	0	0	0	0	0	1	0	0	0	0	whakahihi
insoluble	0	0	0	0	0	0	0	0	0	0	korekore
insolvency	0	0	0	1	0	1	0	1	1	0	kore moni
insolvent	0	0	0	1	0	1	0	1	0	1	kore utu
inspect	0	0	0	0	0	0	0	0	0	0	tirotirohia
inspector	0	0	0	0	0	0	1	0	0	0	kaitirotiro
inspiration	0	1	0	0	1	0	1	0	0	0	whakahihiri
inspire	0	1	0	0	1	0	1	0	0	1	whakahihiri
inspired	0	0	0	0	1	0	1	0	1	1	faauruhia
instability	0	0	1	1	0	1	0	0	0	0	koretake
install	0	1	0	0	0	0	0	0	0	0	tāuta
installation	0	0	0	0	0	0	0	0	0	0	tāutanga
installment	0	0	0	0	0	0	0	0	0	0	instalment
instance	0	0	0	0	0	0	0	0	0	0	tauira
instant	0	0	0	0	0	0	0	0	0	0	inamata
instantaneous	0	0	0	0	0	0	0	0	0	0	inamata
instantaneously	0	0	0	0	0	0	0	0	0	0	inamata
instigate	0	0	0	0	0	1	0	0	0	0	whakakorikori
instigation	0	0	0	0	0	1	0	0	0	0	whakahihiri
instill	0	0	0	0	0	0	0	0	0	0	whakatō
instinct	0	0	0	0	0	0	0	0	0	0	parapara
instinctive	1	0	1	1	0	0	1	0	0	0	parapara
institute	0	0	0	0	0	0	0	0	0	1	whare wananga
institution	0	0	0	0	0	0	0	0	0	0	whare whakahaere
instruct	0	0	0	0	0	0	1	0	0	1	tohutohu
instructed	0	0	0	0	0	0	0	0	0	0	whakaakona
instruction	0	0	0	0	0	0	1	0	0	1	tohutohu
instructional	0	0	0	0	0	0	0	0	0	0	tohutohu
instructions	0	1	0	0	0	0	0	0	0	1	tohutohu
instructive	0	0	0	0	0	0	0	0	0	0	whakaako
instructor	0	1	0	0	0	0	1	0	0	1	kaiwhakaako
instrument	0	0	0	0	0	0	0	0	0	0	taputapu
instrumental	0	0	0	0	0	0	1	0	0	0	mauhaa
instrumentalist	0	0	0	0	0	0	0	0	0	0	kaiwhakatangitangi
instrumentality	0	0	0	0	0	0	0	0	0	0	taputapu
insufficiency	1	0	0	0	0	1	0	0	0	0	ngoikoretanga
insufficient	0	0	0	0	0	1	0	0	0	0	iti rawa
insufficiently	0	0	0	0	0	1	0	0	0	0	iti rawa
insular	0	0	0	0	0	0	0	0	0	0	insular
insulate	0	0	0	0	0	0	0	0	0	0	whakaweto
insulation	0	0	0	0	0	0	0	0	0	1	whakawetiweti
insult	1	0	1	0	0	1	0	1	1	0	tawai
insulting	1	0	1	1	0	1	0	1	0	0	whakakino
insurance	0	0	0	0	0	0	0	0	0	0	inihua
insure	0	0	0	0	0	0	1	0	0	1	inihua
insurgent	0	0	0	0	0	1	0	0	0	0	tutu
insurmountable	0	0	0	1	0	1	0	1	0	0	e kore e taea
insurrection	1	0	0	0	0	1	0	0	0	0	tutu
intact	0	0	0	0	0	0	1	0	0	1	mau tonu
intangible	0	0	0	0	0	0	0	0	0	0	kore kitea
integer	0	0	0	0	0	0	0	0	0	0	tauoti
integral	0	0	0	0	0	0	0	0	0	0	whai wāhi
integrate	0	0	0	0	0	0	0	0	0	0	whakauru
integration	0	0	0	0	0	0	0	0	0	0	whakauru
integrity	0	0	0	0	0	0	1	0	0	1	tapatahi
intellect	0	0	0	0	0	0	1	0	0	0	hinengaro
intellectual	0	0	0	0	0	0	1	0	0	0	hinengaro
intelligence	0	0	0	1	1	0	1	0	0	1	matauranga
intelligent	0	0	0	0	0	0	1	0	0	1	mohio
intelligibility	0	0	0	0	0	0	0	0	0	0	te maramatanga
intelligible	0	0	0	0	0	0	0	0	0	0	mohio
intend	0	0	0	0	0	0	0	0	0	1	whakaaro
intended	0	1	0	0	0	0	1	0	0	0	kua whakaritea
intending	0	0	0	0	0	0	0	0	0	0	e whakaaro ana
intense	1	0	1	1	1	1	1	0	1	1	kaha
intensely	0	0	0	0	0	0	0	0	0	0	kaha
intensify	0	0	0	0	0	0	0	0	0	0	whakakaha
intensity	0	0	0	0	0	0	0	0	0	0	kaha
intent	0	0	0	0	0	0	0	0	0	0	koronga
intention	0	0	0	0	0	0	0	0	0	0	whakaaro
intentional	0	0	0	0	0	0	0	0	0	0	whakaaro
intentionally	0	0	0	0	0	0	0	0	0	0	ma te whakaaro
inter	0	0	0	0	0	1	0	1	0	0	inter
interaction	0	0	0	0	0	0	0	0	0	0	taunekeneke
intercede	0	0	0	1	0	0	0	1	0	0	wawao
intercept	0	0	0	0	0	0	0	0	0	0	haukoti
interception	0	0	0	0	0	0	0	0	0	0	haukoti
intercession	0	0	0	0	0	0	0	0	0	1	wawao
interchange	0	0	0	0	0	0	0	0	0	0	whakawhiti
interchangeable	0	0	0	0	0	0	0	0	0	0	whakawhiti
interchanged	0	0	0	0	0	0	0	0	0	0	whakawhiti
intercom	0	0	0	0	0	0	0	0	0	0	intercom
intercourse	0	0	0	0	0	0	1	0	0	0	moepuku
interdependence	0	0	0	0	0	0	0	0	0	0	te ti'aturi
interdependent	0	0	0	0	0	0	0	0	0	0	whakawhirinaki tahi
interdiction	0	0	0	0	0	1	0	0	0	0	aukatinga
interest	0	0	0	0	0	0	1	0	0	0	huanga
interested	0	0	1	0	0	0	1	1	0	0	hiahia
interesting	0	0	0	0	0	0	1	0	0	0	whakamere
interference	0	0	0	0	0	1	0	0	0	0	pokanoa
interferometer	0	0	0	0	0	0	0	0	0	0	interferometer
interim	0	1	0	0	0	0	0	0	0	0	wā
interior	0	0	1	0	0	0	1	0	0	1	roto
interlocutory	0	0	0	0	0	0	1	0	0	0	whakawhitiwhiti korero
interlude	0	0	0	0	0	0	1	0	0	0	wawao
intermediary	0	0	0	0	0	0	0	0	0	0	takawaenga
intermediate	0	0	0	0	0	0	0	0	0	0	takawaenga
interment	0	0	0	0	0	1	0	1	0	0	takahanga
interminable	1	1	0	0	0	1	1	0	0	0	mutunga kore
intermission	0	1	0	0	0	0	0	0	0	0	wawaotanga
intermittent	0	0	0	0	0	0	0	0	0	0	mokowhiti
intern	0	0	0	0	0	0	0	0	0	0	kaitaunaki
internal	0	0	0	0	0	0	0	0	0	0	roto
internally	0	0	0	0	0	0	0	0	0	0	o roto
international	0	0	0	0	0	0	0	0	0	0	ao
interpolate	0	0	0	0	0	0	0	0	0	0	whakawhiti
interpolation	0	0	0	0	0	0	0	0	0	0	wawaotanga
interpret	0	0	0	0	0	0	0	0	0	0	whakamaori
interpretation	0	0	0	0	0	0	0	0	0	0	whakamaoritanga
interpreter	0	0	0	0	0	0	0	0	0	0	kaiwhakamaori
interrelated	0	0	0	0	0	0	0	0	0	0	hono tahi
interrogate	0	0	0	1	0	0	0	0	0	0	uiui
interrogation	0	0	0	1	0	0	0	0	0	0	uiuinga
interrupt	1	0	0	0	0	1	0	0	1	0	haukotia
interrupted	0	0	0	0	0	1	0	1	0	0	haukotia
interruption	0	0	0	0	0	0	0	0	0	0	aukatinga
intersect	0	0	0	0	0	0	0	0	0	0	kopikopiko
intersection	0	0	0	0	0	0	0	0	0	0	whakawhitinga
interstitial	0	0	0	0	0	0	0	0	0	0	takawaenga
interval	0	0	0	0	0	0	0	0	0	0	wā
intervening	0	0	0	0	0	0	0	0	0	0	wawao
intervention	0	0	0	0	0	1	1	1	0	0	wawaotanga
interview	0	0	0	0	0	0	0	0	0	0	uiuinga
interviewer	0	0	0	1	0	0	0	0	0	0	kai uiui
interworking	0	0	0	0	0	0	0	0	0	0	mahi tahi
intestate	0	0	0	0	0	1	0	0	0	0	kore ripeneta
intestinal	0	0	1	0	0	0	0	0	0	0	whekau
intestine	0	0	0	0	0	0	0	0	0	0	whekau
intestines	0	0	0	0	0	0	0	0	0	0	whekau
intimacy	0	0	0	0	0	0	0	0	0	0	whakawhanaungatanga
intimate	0	1	0	0	1	0	1	0	0	1	pirihono
intimately	0	1	0	1	1	0	0	0	0	0	tata
intimation	0	0	0	0	0	0	0	0	0	0	whakamohiotanga
intimidate	0	0	0	1	0	1	0	0	0	0	whakawetiweti
intimidation	1	0	0	1	0	1	0	0	0	0	whakawetiweti
intolerable	1	0	0	0	0	1	0	0	0	0	kare e taea
intolerance	1	0	1	1	0	1	0	0	0	0	te manawanui
intolerant	1	0	1	1	0	1	0	1	0	0	kārekau
intonation	0	0	0	0	0	0	1	0	0	0	okeoke
