English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Xhosa Word
idealist	0	0	0	0	0	0	0	0	0	0	umntu ocingayo
identical	0	0	0	0	0	0	0	0	0	0	efanayo
identically	0	0	0	0	0	0	0	0	0	0	ngokufanayo
identification	0	0	0	0	0	0	0	0	0	0	ukuchongwa
identify	0	0	0	0	0	0	0	0	0	0	chonga
identity	0	0	0	0	0	0	0	0	0	0	isazisi
ideology	0	0	0	0	0	0	0	0	0	0	ingcamango
idiocy	1	0	1	0	0	1	0	1	0	0	isidenge
idiom	0	0	0	0	0	0	0	0	0	0	isaci
idiomatic	0	0	0	0	0	0	0	0	0	0	isandi
idiot	0	0	1	0	0	1	0	0	0	0	isidenge
idiotic	1	0	1	0	0	1	0	0	0	0	isidenge
idle	0	0	0	0	0	0	0	0	0	0	engasebenziyo
idleness	0	0	0	0	0	0	0	0	0	0	ubuvila
idler	0	0	0	0	0	1	0	0	0	0	ongenamsebenzi
idol	0	0	0	0	0	0	1	0	0	0	isithixo
idolatry	0	0	1	1	0	1	0	0	0	0	unqulo-zithixo
igloo	0	0	0	0	0	0	0	0	0	0	igloo
igneous	0	0	0	0	0	0	0	0	0	0	igneous
ignite	0	0	0	0	0	0	0	0	0	0	ukutshisa
ignition	0	0	0	0	0	0	0	0	0	0	Umlilo
ignorance	0	0	0	0	0	1	0	0	0	0	ukungazi
ignorant	0	0	1	0	0	1	0	0	0	0	abangenalwazi
ignore	0	0	0	0	0	1	0	0	0	0	ungahoyi
ilk	0	0	0	0	0	0	0	0	0	0	ilk
ill	1	0	1	1	0	1	0	1	0	0	uyagula
illegal	1	0	1	1	0	1	0	1	0	0	engekho mthethweni
illegality	1	0	1	1	0	1	0	0	0	0	ukungabikho mthethweni
illegally	0	0	0	0	0	0	0	0	0	0	ngokungekho mthethweni
illegible	0	0	0	0	0	1	0	0	0	0	ayifundeki
illegitimate	1	0	1	1	0	1	0	1	1	0	abangekho mthethweni
illicit	1	0	1	1	0	1	0	0	0	0	ngokungekho mthethweni
illiterate	0	0	1	0	0	1	0	0	0	0	abangafundanga
illness	0	0	0	1	0	1	0	1	0	0	isigulo
illogical	0	0	0	0	0	1	0	0	0	0	akukho ngqiqweni
illuminate	0	1	0	0	1	0	1	0	1	0	khanyisa
illumination	0	0	0	0	1	0	1	0	1	1	isikhanyiso
illuminator	0	0	0	0	0	0	0	0	0	0	isikhanyisi
illusion	0	0	0	0	0	1	0	0	1	0	inkohliso
illustrate	0	0	0	0	0	0	1	0	0	0	bonisa
illustration	0	0	0	0	0	0	0	0	0	0	umzekeliso
illustrative	0	0	0	0	0	0	0	0	0	0	bonisa
illustrious	0	0	0	0	0	0	1	0	0	0	ezukileyo
image	0	0	0	0	0	0	0	0	0	0	umfanekiso
imagery	0	0	0	0	0	0	0	0	0	0	umfanekiso
imaginary	0	0	0	0	0	0	0	0	0	0	yentelekelelo
imagination	0	0	0	0	0	0	0	0	0	0	ukucinga
imaginative	0	0	0	0	0	0	1	0	0	0	nentelekelelo
imagine	0	0	0	0	0	0	0	0	0	0	khawufane ucinge
imagined	0	0	0	0	0	0	0	0	0	0	cingela
imagining	0	0	0	0	0	0	0	0	0	0	ukucinga
imam	0	0	0	0	0	0	0	0	0	0	imam
imbedded	0	0	0	0	0	0	0	0	0	0	ifakwe
imitate	0	0	0	0	0	0	0	0	0	0	xelisa
imitated	0	0	0	0	0	1	0	0	0	0	xelisa
imitation	0	0	0	0	0	1	0	0	0	0	ukulinganisa
immaculate	0	0	0	0	1	0	1	0	0	1	emsulwa
immaterial	0	0	0	0	0	0	0	0	0	0	engabalulekanga
immature	0	1	0	0	0	1	0	0	0	0	engekavuthwa
immaturity	1	1	0	0	0	1	0	0	0	0	ukungakhuli
immeasurable	0	0	0	0	0	0	0	0	0	0	ayinakulinganiswa
immeasurably	0	0	0	0	0	0	0	0	0	0	ngokungenakulinganiswa
immediacy	0	0	0	0	0	0	0	0	1	0	ngokukhawuleza
immediately	0	1	0	0	0	1	1	0	0	0	ngoko nangoko
immemorial	0	0	0	0	0	0	0	0	0	0	mandulo
immense	0	0	0	0	0	0	1	0	0	0	mkhulu
immerse	0	1	0	1	1	0	1	0	1	1	ntywilisela
immersion	0	0	0	0	0	0	0	0	0	0	ukuntywiliselwa
immigrant	0	0	0	1	0	0	0	0	0	0	umphambukeli
immigration	0	0	0	0	0	0	0	0	0	0	ukufudukela kwelinye ilizwe
imminent	0	1	0	1	0	0	0	0	0	0	isondele
immoral	1	0	1	1	0	1	0	1	0	0	eziphethe kakubi
immorality	1	0	1	0	0	1	0	0	0	0	ukuziphatha okubi
immortal	0	0	0	0	0	0	1	0	0	0	ukungafi
immortality	0	1	0	0	0	0	0	0	0	0	ukuphila kwam ngonaphakade
immovable	0	0	0	0	0	1	1	0	0	1	ayinakususwa
immune	0	0	0	0	0	0	0	0	0	0	amajoni omzimba
immunity	0	0	0	0	0	0	0	0	0	0	ukungakhuseleki
immunization	0	0	0	0	0	0	0	0	0	1	ugonyo
immutable	0	0	0	0	0	0	0	0	0	0	ayinakuguqulwa
imp	0	0	0	0	0	0	0	0	0	0	imp
impact	0	0	0	0	0	0	0	0	0	0	impembelelo
impair	0	0	0	0	0	1	0	0	0	0	yonakalisa
impairment	0	0	0	0	0	1	0	0	0	0	ukonakala
impart	0	0	0	0	0	0	1	0	0	1	nika
impartial	0	0	0	0	0	0	1	0	0	1	ngokungakhethi buso
impartiality	0	0	0	0	0	0	1	0	0	1	ukungakhethi buso
impassable	0	0	0	0	0	1	0	0	0	0	ayihambeki
impassioned	0	0	0	0	0	0	0	0	0	0	novelwano
impatience	0	0	0	0	0	1	0	0	0	0	ukungabi namonde
impatient	0	1	0	0	0	1	0	0	0	0	ukungabi namonde
impeach	0	0	1	1	0	1	0	0	0	0	ukumangalela
impeachment	0	0	0	0	0	1	0	0	0	0	ukubekwa ityala
impeccable	0	0	0	0	0	0	1	0	0	1	ongenabala
impede	0	0	0	0	0	1	0	0	0	0	thintela
impediment	0	0	0	0	0	0	0	0	0	0	isithintelo
impelled	0	0	0	0	0	0	0	0	0	0	inyanzelekile
impending	0	1	0	1	0	0	0	0	0	0	ezayo
impenetrable	0	0	0	0	0	0	0	0	0	1	engangeneki
imperative	0	0	0	0	0	0	0	0	0	0	kunyanzelekile
imperceptible	0	0	0	0	0	0	0	0	0	0	engabonakali
imperfection	0	0	0	0	0	1	0	0	0	0	ukungafezeki
imperfectly	0	0	0	0	0	1	0	0	0	0	ngokungafezekanga
imperial	0	0	0	0	0	0	0	0	0	0	ubukhosi
impermeable	1	0	0	1	0	0	0	0	0	0	engangeneki
impermissible	0	0	0	0	0	0	0	0	0	0	akuvumelekanga
impersonal	0	0	0	0	0	0	0	0	0	0	ongenabuntu
impersonate	0	0	0	0	0	1	0	0	0	0	linganisa
impersonation	0	0	0	0	0	1	0	0	0	0	ukulinganisa
impervious	0	0	0	0	0	0	1	0	0	0	ayinakungena
impetus	0	0	0	0	0	0	0	0	0	0	umfutho
implacable	0	0	0	0	0	1	0	0	0	0	ayinakwenzeka
implant	0	0	0	0	0	0	0	0	0	0	ukufakelwa
implantation	0	0	0	0	0	0	0	0	0	0	ukufakelwa
implanted	0	0	0	0	0	0	0	0	0	0	ifakiwe
implement	0	0	0	0	0	0	0	0	0	0	phumeza
implicate	1	0	0	0	0	1	0	0	0	0	bandakanya
implicated	0	0	0	0	0	0	0	0	0	0	iyabandakanyeka
implication	0	0	0	0	0	0	0	0	0	0	intsingiselo
implied	0	0	0	0	0	0	0	0	0	0	echaziweyo
implore	0	0	0	0	0	0	0	0	0	0	cenga
implosion	0	0	0	0	0	0	0	0	0	0	implosion
imply	0	0	0	0	0	0	0	0	0	0	kuthetha
impolite	0	0	1	0	0	1	0	0	0	0	ukungabi nambeko
import	0	0	0	0	0	0	0	0	0	0	ngenisa
importance	0	1	0	0	0	0	1	0	0	0	ukubaluleka
important	0	0	0	0	0	0	1	0	0	1	kubalulekile
importation	0	0	0	0	0	0	0	0	0	0	ukungenisa elizweni
impose	0	0	0	0	0	0	0	0	0	0	nyanzelisa
imposing	0	0	0	0	0	0	0	0	0	0	ibeka
imposition	0	0	0	0	0	1	0	0	0	0	ukunyanzeliswa
impossibility	0	0	0	0	0	0	0	0	0	0	akunakwenzeka
impossible	0	0	0	0	0	1	0	1	0	0	akunakwenzeka
impotence	1	0	0	1	0	1	0	1	0	0	ukungabi namandla
impotent	0	0	0	0	0	1	0	0	0	0	anamandla
impound	0	0	0	0	0	1	0	0	0	0	impound
impracticable	0	0	0	0	0	1	0	0	0	0	ayinakwenzeka
impress	0	0	0	0	0	0	1	0	0	0	chukumisa
impression	0	0	0	0	0	0	1	0	0	0	umbono
impressionable	0	0	0	0	0	0	0	0	0	1	iyachukumiseka
imprint	0	0	0	0	0	0	0	0	0	0	ushicilelo
imprison	0	0	0	0	0	1	0	0	0	0	entolongweni
imprisoned	1	0	1	1	0	1	0	1	0	0	uvalelwe
imprisonment	1	0	1	1	0	1	0	1	0	0	ukuvalelwa
improbable	0	0	0	0	0	0	0	0	0	0	akunakwenzeka
impromptu	0	0	0	0	0	0	0	0	0	0	impromptu
impropriety	0	0	0	0	0	1	0	0	0	0	ukungafanelekanga
improve	0	1	0	0	1	0	1	0	0	1	ukuphucula
improved	0	0	0	0	0	0	1	0	0	0	iphuculwe
improvement	0	0	0	0	1	0	1	0	0	1	ukuphuculwa
improving	0	0	0	0	0	0	1	0	0	0	ukuphucula
improvisation	0	0	0	0	0	0	0	0	1	0	ukuphucula
improvise	0	1	0	0	0	0	1	0	1	0	phucula
improvised	0	0	0	0	0	0	0	0	0	0	iphuculwe
imprudent	0	0	0	0	0	1	0	1	0	0	engenangqondo
impulse	0	0	0	0	0	0	0	0	0	0	impembelelo
impunity	0	0	0	0	0	0	0	0	0	0	ukungohlwaywa
impure	0	0	1	0	0	1	0	0	0	0	ungcolile
impurity	0	0	1	0	0	1	0	0	0	0	ukungcola
imputation	0	0	0	0	0	1	0	0	0	0	ukubekwa ityala
inability	0	0	0	0	0	1	0	1	0	0	ukungakwazi
inaccessible	0	0	0	0	0	1	0	0	0	0	engafikelelekiyo
inaccurate	0	0	0	0	0	1	0	0	0	0	ayichanekanga
inaction	0	0	0	0	0	1	0	0	0	0	ukungasebenzi
inactivate	0	0	0	0	0	0	0	0	0	0	vula
inactivation	0	0	0	0	0	0	0	0	0	0	ukungasebenzi
inactive	0	0	0	0	0	0	0	0	0	0	engasebenziyo
inactivity	0	0	0	0	0	1	0	0	0	0	ukungasebenzi
inadequacy	0	0	0	0	0	1	0	0	0	0	ukungoneli
inadequate	0	0	0	0	0	1	0	1	0	0	akwanelanga
inadmissible	1	0	1	0	0	1	0	0	0	0	engavumelekanga
inadvertent	0	0	0	0	0	0	0	0	0	0	engazi
inadvertently	0	0	0	0	0	0	0	0	0	0	ngempazamo
inalienable	0	0	0	0	0	0	1	0	0	0	ayinakoxuthwa
inane	0	0	0	0	0	1	0	0	0	0	inane
inanimate	0	0	0	0	0	0	0	0	0	0	ezingaphiliyo
inapplicable	0	0	0	0	0	1	0	0	0	0	engasebenziyo
inappropriate	1	0	1	0	0	1	0	1	0	0	engafanelekanga
inattention	1	0	0	0	0	1	0	0	0	0	ukungabi nangqalelo
inaudible	0	0	0	0	0	1	0	0	0	0	engavakaliyo
inaugural	0	1	0	0	0	0	0	0	0	0	yokuqala
inaugurate	0	0	0	0	0	0	0	0	0	0	sungula
inauguration	0	1	0	0	1	0	1	0	0	1	ukumiselwa
inborn	0	0	0	0	0	0	0	0	0	0	ezelwe
inbred	0	0	0	0	0	0	0	0	0	0	inbred
incalculable	0	0	0	0	0	1	0	0	0	0	engenakubalwa
incandescent	0	0	0	0	0	0	0	0	0	0	incandescent
incapable	0	0	0	0	0	0	0	0	0	0	akanakukwazi
incapacity	0	0	0	0	0	1	0	0	0	0	ukungabi namandla
incarceration	1	0	1	1	0	1	0	1	0	0	ukuvalelwa
incase	1	0	1	1	0	1	0	1	0	0	mhlawumbi
incendiary	1	0	0	1	0	1	0	0	1	0	incendiary
incense	1	0	0	0	0	1	0	0	0	0	isiqhumiso
incentive	0	0	0	0	0	0	0	0	0	0	inkuthazo
inception	0	0	0	0	0	0	0	0	0	0	ukuqala
incessant	0	0	0	0	0	1	0	0	0	0	ngokungapheliyo
incessantly	0	0	0	0	0	0	0	0	0	0	ngokungapheziyo
incest	1	0	1	1	0	1	0	1	0	0	umbulo
incestuous	0	0	1	0	0	1	0	0	0	0	umbulo
inch	0	0	0	0	0	0	0	0	0	0	intshi
incidence	0	0	0	0	0	0	0	0	0	0	isiganeko
incident	0	0	0	0	0	0	0	0	1	0	isiganeko
incidentally	0	0	0	0	0	0	0	0	0	0	ngengozi
incineration	0	0	0	0	0	1	0	0	0	0	ukutshiswa
incipient	0	0	0	0	0	0	0	0	0	0	umqalisi
incision	0	0	0	0	0	0	0	0	0	0	ukusika
incisive	0	0	0	0	0	0	1	0	0	0	ehlabayo
incite	1	1	0	1	0	1	0	0	0	0	vuselela
incitement	0	0	0	0	0	0	0	0	0	0	inkuthazo
inclement	0	0	0	0	0	1	0	0	0	0	inclement
inclination	0	0	0	0	0	0	0	0	0	0	utyekelo
incline	0	0	0	0	0	0	0	0	0	1	tyekela
inclined	0	0	0	0	0	0	0	0	0	0	ityekele
include	0	0	0	0	0	0	1	0	0	0	ziquka
included	0	0	0	0	0	0	1	0	0	0	ifakiwe
including	0	0	0	0	0	0	1	0	0	0	kuquka
inclusion	0	0	0	0	0	0	0	0	0	1	ukubandakanywa
inclusive	0	0	0	0	0	0	1	0	0	0	equkayo
incognito	0	0	0	0	0	0	0	0	0	0	I-incognito
incoherent	0	0	0	0	0	1	0	0	0	0	ngokungahambelaniyo
income	0	1	0	0	1	1	1	1	0	1	umvuzo
incoming	0	0	0	0	0	0	0	0	0	0	engenayo
incompatible	1	0	1	0	0	1	0	1	0	0	engahambelaniyo
incompetence	0	0	0	0	0	1	0	0	0	0	ukungakwazi
incompetent	1	0	0	0	0	1	0	1	0	0	ukungakwazi
incompletely	0	0	0	0	0	0	0	0	0	0	ngokungaphelelanga
incompleteness	0	0	0	0	0	1	0	0	0	0	ukungagqibeki
incomprehensible	0	0	0	0	0	1	0	0	0	0	engaqondakaliyo
inconclusive	0	0	0	0	0	0	0	0	0	0	engagqibekanga
incongruous	1	0	0	0	0	1	0	0	0	0	engangqinelaniyo
inconsequential	0	0	0	0	0	1	0	1	0	0	kungenamsebenzi
inconsiderate	1	0	1	0	0	1	0	1	0	0	ngokungakhathali
inconsistency	0	0	0	0	0	1	0	0	0	0	ukungangqinelani
inconspicuous	0	0	0	0	0	0	0	0	0	0	engacacanga
incontinence	0	0	0	0	0	0	0	0	1	0	ukungakwazi ukuzibamba
inconvenient	1	0	1	0	0	1	0	1	0	0	engalunganga
incorporate	0	0	0	0	0	0	0	0	0	0	bandakanya
incorporation	0	0	0	0	0	0	0	0	0	0	ukufakwa
incorrect	0	0	0	0	0	1	0	0	0	0	ayichanekanga
increase	0	0	0	0	0	0	1	0	0	0	Nyusa
increased	0	0	0	0	0	0	0	0	0	0	anda
incredulous	1	0	1	0	0	1	0	0	0	0	ngokungakholelwa
increment	0	0	0	0	0	0	0	0	0	0	ukwanda
incrimination	0	0	0	1	0	1	0	1	0	0	ukumangalela
incubation	0	0	0	0	0	0	0	0	0	0	ekufukameni
incubus	0	0	1	1	0	1	0	0	0	0	Incubus
incur	0	0	0	0	0	1	0	0	0	0	ngena
incurable	1	0	1	1	0	1	0	1	0	0	enganyangekiyo
incursion	0	0	0	1	0	1	0	0	0	0	ukuhlasela
indebted	0	0	0	0	0	0	0	0	0	0	unetyala
indecency	1	0	1	0	0	0	0	0	0	0	amanyala
indecent	0	0	1	0	0	1	0	0	0	0	engafanelekanga
indecision	0	0	0	0	0	1	0	0	0	0	ukwenza isigqibo
indecisive	0	0	0	0	0	1	0	0	0	0	ngokungaqinisekiyo
indefensible	0	0	0	1	0	1	0	0	0	0	ongenakuzikhusela
indelible	0	0	0	0	0	0	1	0	0	1	ayicimekiyo
indemnification	0	0	0	0	0	0	0	0	0	0	imbuyekezo
indemnify	0	0	0	0	0	1	0	0	0	0	khulula
indemnity	0	0	0	0	0	0	1	0	0	1	imbuyekezo
indent	0	0	0	0	0	0	0	0	0	1	i-indent
indentation	0	0	0	0	0	0	0	0	0	0	ukuhlenga
indenture	1	0	0	0	0	1	0	0	0	0	indeture
independence	0	1	0	0	1	0	1	0	1	1	ukuzimela
independent	0	0	0	0	0	0	0	0	0	0	ezizimeleyo
indescribable	0	0	0	0	0	0	0	0	0	0	ayichazeki
indestructible	0	0	0	0	0	0	1	0	0	1	engenakonakala
indeterminate	0	0	0	0	0	1	0	0	0	0	engamiselwanga
index	0	0	0	0	0	0	0	0	0	0	isalathisi
indicating	0	0	0	0	0	0	0	0	0	0	ebonisa
indication	0	0	0	0	0	0	0	0	0	0	umqondiso
indicative	0	0	0	0	0	0	0	0	0	0	umqondiso
indicator	0	0	0	0	0	0	0	0	0	0	isalathisi
indice	0	0	0	0	0	0	0	0	0	0	indice
indict	1	0	0	1	0	1	0	0	0	0	ityala
indictment	0	0	0	1	0	1	0	0	0	0	ityala
indifference	1	0	1	1	0	1	0	1	0	0	ukungakhathali
indigenous	0	0	0	0	0	0	0	0	0	0	yemveli
indigent	0	0	0	0	0	1	0	1	0	0	abasweleyo
indigestion	0	0	0	0	0	0	0	0	0	0	ukungatyibiliki
indignant	1	0	0	0	0	1	0	0	0	0	nomsindo
indignation	1	0	1	0	0	1	0	0	0	0	ukucaphuka
indigo	0	0	0	0	0	0	0	0	0	0	indigo
indirect	0	0	0	0	0	0	0	0	0	0	ngokungathanga ngqo
indispensable	0	0	0	0	0	0	0	0	0	0	yimfuneko
indistinct	0	0	0	0	0	1	0	0	0	0	engacacanga
indistinguishable	0	0	0	0	0	0	0	0	0	0	ayibonakali
individuality	0	0	0	0	0	0	1	0	0	0	ubuntu
indivisible	0	0	0	0	0	0	0	0	0	1	ayinakwahlulwa
indoctrination	1	0	0	1	0	1	0	0	0	0	ukufundisa
indolent	0	0	0	0	0	1	0	0	0	0	mavila
indomitable	0	0	0	1	0	0	1	0	0	0	ayinakoyiswa
indoor	0	0	0	0	0	0	0	0	0	0	ngaphakathi
induce	0	0	0	0	0	0	0	0	0	0	khuthaza
induced	0	0	0	0	0	0	0	0	0	0	enziwe
inducement	0	0	0	0	0	0	0	0	0	0	inkuthazo
induction	0	0	0	0	0	0	0	0	0	0	uqhelaniso
indulge	0	0	0	0	0	0	0	0	0	0	zonwabisa
indulgence	0	0	0	0	0	0	0	0	0	0	ukuzifica
indulgent	0	0	0	0	0	0	0	0	0	0	ukuziyekelela
industrious	0	0	0	0	0	0	0	0	0	0	ekhutheleyo
industry	0	0	0	0	0	0	0	0	0	0	ishishini
ineffable	0	0	0	0	0	0	1	0	0	0	ayinakuthethwa
ineffective	0	0	0	0	0	1	0	0	0	0	engasebenziyo
ineffectual	0	0	1	0	0	1	0	0	0	0	engasebenziyo
inefficiency	0	0	1	0	0	1	0	1	0	0	ukungasebenzi kakuhle
inefficient	0	0	0	0	0	1	0	1	0	0	engasebenziyo
inelastic	0	0	0	0	0	0	0	0	0	0	inelastic
ineligible	0	0	0	0	0	0	0	0	0	0	engafanelekanga
inept	1	0	1	0	0	1	0	0	0	0	engenamsebenzi
ineptitude	0	0	1	1	0	1	0	1	0	0	ukungabi nabuchule
inequality	1	0	0	1	0	1	0	1	0	0	ukungalingani
inequitable	0	0	0	0	0	1	0	0	0	0	ukungalingani
inert	0	0	0	0	0	1	0	0	0	0	inert
inertia	0	0	0	0	0	0	0	0	0	0	inertia
inevitable	0	0	0	0	0	0	0	0	0	0	ngokungenakuthintelwa
inexact	0	0	0	0	0	0	0	0	0	0	engachanekanga
inexcusable	1	0	1	0	0	1	0	1	0	0	engenakuxolelwa
inexhaustible	0	0	0	0	0	0	0	0	0	0	engenakuphela
inexpensive	0	0	0	0	0	0	1	0	0	0	ezingabizi
inexperience	0	0	0	0	0	1	0	0	0	0	ukungabi namava
inexperienced	0	0	0	0	0	1	0	0	0	0	abanamava
inexplicable	0	0	0	0	0	1	0	0	1	0	ayichazeki
infallibility	0	0	0	0	0	0	0	0	0	1	ukungafezeki
infallible	0	0	0	0	0	0	1	0	0	0	ongenakusilela
infamous	1	0	1	1	0	1	0	0	0	0	edume kakubi
infamy	0	0	0	0	0	1	0	1	0	0	indumasi
infancy	0	0	0	0	0	0	0	0	0	0	ebuntwaneni
infant	0	1	0	1	1	0	1	0	1	0	usana
infanticide	1	1	1	1	0	1	0	1	0	0	ukubulala iintsana
infantile	1	0	1	0	0	1	0	0	0	0	usana
infantry	0	0	0	0	0	0	0	0	0	0	ulutsha
infarct	0	0	0	1	0	1	0	0	1	0	infarct
infatuation	0	0	0	0	0	0	0	0	0	0	intabatheko
infeasible	0	0	0	0	0	0	0	0	0	0	ayinakwenzeka
infect	0	0	1	0	0	1	0	0	0	0	ukosulela
infection	0	0	0	1	0	1	0	0	0	0	usulelo
infectious	0	0	1	1	0	1	0	1	0	0	eyosulelayo
infer	0	0	0	0	0	0	0	0	0	0	cacisa
inference	0	0	0	0	0	0	0	0	0	0	uthelekiso
inferential	0	0	0	0	0	0	0	0	0	0	intsingiselo
inferior	0	0	0	0	0	1	0	1	0	0	ngaphantsi
inferiority	0	0	0	0	0	1	0	0	0	0	ubuphantsi
inferno	1	0	0	1	0	1	0	0	0	0	umlillo omkhulu
infertile	0	0	0	0	0	0	0	0	0	0	ubudlolo
infertility	0	0	0	0	0	1	0	1	0	0	ubudlolo
infestation	0	0	1	1	0	1	0	0	0	0	uhlaselo
infidel	1	0	1	1	0	1	0	0	0	0	ongakholwayo
infidelity	1	0	1	1	0	1	0	1	0	0	ukungathembeki
infiltration	0	0	0	0	0	1	1	0	0	0	ukungena
infinite	0	0	0	0	0	0	1	0	0	0	engenasiphelo
infinitely	0	0	0	0	0	0	0	0	0	0	ngokungenasiphelo
infinitesimal	0	0	0	0	0	0	0	0	0	0	into engenasiphelo
infinity	0	1	0	0	1	0	1	0	0	1	ngokungenasiphelo
infirm	0	0	0	0	0	1	0	0	0	0	buthathaka
infirmary	0	0	0	0	0	0	0	0	0	0	indawo yokugula
infirmity	0	0	0	1	0	1	0	0	0	0	ubulwelwe
inflammation	0	0	0	0	0	1	0	0	0	0	ukudumba
inflated	0	0	0	0	0	1	0	0	0	0	inyuswe
inflation	0	0	0	1	0	1	0	0	0	0	ukunyuka kwamaxabiso
inflection	0	0	0	0	0	0	0	0	0	0	inflection
inflict	1	0	0	1	0	1	0	1	0	0	bangela
infliction	0	0	0	1	0	1	0	1	0	0	ulwaphulo-mthetho
inflorescence	0	0	0	0	0	0	0	0	0	0	inflorescence
influence	0	0	0	0	0	1	1	0	0	0	impembelelo
influential	0	0	0	0	0	0	1	0	0	1	ezinempembelelo
influenza	0	0	0	0	0	1	0	0	0	0	umkhuhlane
influx	0	0	0	0	0	0	0	0	0	0	ukungena
inform	0	0	0	0	0	0	0	0	0	1	yazisa
informal	0	0	0	0	0	0	0	0	0	0	ngokungekho sikweni
informant	0	0	0	0	0	0	0	0	0	0	ulwazi
information	0	0	0	0	0	0	1	0	0	0	ulwazi
informed	0	0	0	0	0	0	0	0	0	0	ukwaziswa
informer	0	0	0	0	0	1	0	0	0	0	unolwazi
infraction	1	0	0	0	0	1	0	0	0	0	ulwaphulo-mthetho
infrequent	0	0	0	0	0	0	0	0	1	0	qho
infrequently	0	0	0	0	0	1	0	0	0	0	qho
infringement	0	0	0	0	0	1	0	0	0	0	ulwaphulo-mthetho
infuse	0	0	0	0	0	0	0	0	0	0	faka
infused	0	0	0	0	0	0	0	0	0	0	ifakelwe
infusion	0	0	0	0	0	0	0	0	0	0	ukufakwa
ingenious	0	0	0	0	0	0	1	0	0	0	ngobukrelekrele
ingenuity	0	0	0	0	0	0	0	0	0	0	ubuchule
ingest	0	0	0	0	0	0	0	0	0	0	ngenisa
ingestion	0	0	0	0	0	0	0	0	0	0	ukungeniswa
ingot	0	0	0	0	0	0	0	0	0	0	into
ingrained	0	0	0	0	0	0	0	0	0	0	imiliselwe
ingredient	0	0	0	0	0	0	0	0	0	0	isithako
ingress	0	0	0	0	0	0	0	0	0	0	ukungena
inhabit	0	0	0	0	0	0	0	0	0	0	hlala
inhabitant	0	0	0	0	0	0	0	0	0	0	ummi
inhabited	0	0	0	0	0	0	0	0	0	0	imiwe
inhabiting	0	0	0	0	0	0	0	0	0	0	ukuhlala
inhalation	0	0	0	0	0	0	0	0	0	0	ukuphefumla
inhale	0	0	0	0	0	0	0	0	0	0	phefumlela umoya
inherent	0	0	0	0	0	0	0	0	0	0	ngokwendalo
inherit	0	0	0	0	0	0	0	0	0	0	ilifa
inheritance	0	1	0	0	1	0	1	0	1	1	ilifa
inhibit	1	0	1	0	0	1	0	1	0	0	thintela
inhibition	0	0	0	0	0	0	0	0	0	0	isithintelo
inhospitable	0	0	0	0	0	1	0	1	0	0	ukungabi nabubele
inhuman	1	0	1	1	0	1	0	1	0	0	engenabuntu
inhumanity	0	0	0	0	0	1	0	1	0	0	ukungabi nabuntu
inimical	1	0	0	0	0	1	0	1	0	0	i-inimical
inimitable	0	0	0	0	0	0	1	0	0	1	engenakulinganiswa
iniquity	0	0	1	0	0	1	0	0	0	0	ubugwenxa
initial	0	0	0	0	0	0	0	0	0	0	yokuqala
initiate	0	0	0	0	0	0	0	0	0	0	qalisa
initiated	0	0	0	0	0	0	0	0	0	0	yaqalwa
initiative	0	0	0	0	0	0	0	0	0	0	inyathelo
inject	0	0	0	0	0	0	0	0	0	0	tofa
injection	0	0	0	1	0	0	0	0	0	0	isitofu
injunction	0	0	0	0	0	1	0	0	0	0	umyalelo
injure	1	0	0	1	0	1	0	1	0	0	ukwenzakalisa
injured	0	0	0	1	0	1	0	1	0	0	wonzakele
injurious	1	0	0	1	0	1	0	1	0	0	eyingozi
injury	1	0	0	1	0	1	0	1	0	0	ukwenzakala
injustice	1	0	0	0	0	1	0	0	0	0	okungekho sikweni
ink	0	0	0	0	0	0	0	0	0	0	i-inki
inkling	0	0	0	0	0	0	0	0	0	0	inkling
inland	0	0	0	0	0	0	0	0	0	0	phakathi elizweni
inlay	0	0	0	0	0	0	0	0	0	0	inlay
inlet	0	0	0	0	0	0	0	0	0	0	indawo yokungena
inmate	0	0	1	1	0	1	0	0	0	0	ibanjwa
inn	0	0	0	0	0	0	0	0	0	0	phakathi
innate	0	0	0	0	0	0	0	0	0	0	ngokwemvelo
innermost	0	0	0	0	0	0	0	0	0	0	ingaphakathi
innings	0	0	0	0	0	0	0	0	0	0	amangeno
innkeeper	0	0	0	0	0	0	0	0	0	0	umgcini wendlu yabahambi
innocence	0	0	0	0	0	0	1	0	0	0	ubumsulwa
innocent	0	0	0	0	0	0	1	0	0	1	msulwa
innocently	0	0	0	0	0	0	1	0	0	0	msulwa
innocuous	0	0	0	0	0	0	1	0	0	0	msulwa
innovate	0	0	0	0	0	0	1	0	0	0	sungula izinto ezintsha
innovation	0	0	0	0	0	0	1	0	0	0	ukusungula izinto ezintsha
innuendo	0	0	0	0	0	0	0	0	0	0	innuendo
innumerable	0	0	0	0	0	0	0	0	0	0	ezingenakubalwa
inoculation	0	1	0	0	0	0	0	0	0	1	ukugonywa
inoperative	1	0	0	0	0	1	0	0	0	0	engasebenziyo
inordinate	0	0	0	0	0	0	0	0	0	0	ngokugqithisileyo
inorganic	0	0	0	0	0	0	0	0	0	0	inorganic
inquest	0	0	0	0	0	0	0	0	0	0	uphando
inquire	0	0	0	0	0	0	0	0	0	0	buza
inquirer	0	0	0	0	0	0	1	0	0	0	umntu obuzayo
