English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Spanish Word
hateful	1	0	1	1	0	1	0	1	0	0	odioso
hating	1	0	0	0	0	1	0	0	0	0	odiando
hatred	1	0	1	1	0	1	0	1	0	0	odio
haughty	1	0	0	0	0	1	0	0	0	0	arrogante
haul	0	0	0	0	0	0	0	0	0	0	transportar
haulage	0	0	0	0	0	0	0	0	0	0	acarreo
haunt	0	0	0	1	0	1	0	0	0	0	guarida
haunted	0	0	0	1	0	1	0	1	0	0	obsesionado
haven	0	0	0	0	0	0	1	0	0	1	refugio
havoc	1	0	0	1	0	1	0	0	0	0	estragos
haw	0	0	0	0	0	0	0	0	0	0	baya de espino
hawk	0	0	0	1	0	0	0	0	0	0	halcón
hawking	0	0	0	0	0	0	0	0	0	0	cetrería
hazard	0	0	0	1	0	1	0	0	0	0	peligro
hazardous	0	0	0	1	0	1	0	0	0	0	peligroso
haze	0	0	0	1	0	1	0	0	0	0	bruma
hazy	0	0	0	0	0	0	0	0	0	0	brumoso
head	0	0	0	0	0	0	0	0	0	0	cabeza
headache	0	0	0	0	0	1	0	0	0	0	dolor de cabeza
headdress	0	0	0	0	0	0	0	0	0	0	tocado
header	0	0	0	0	0	0	0	0	0	0	encabezamiento
headgear	0	0	0	0	0	0	0	0	0	0	sombrerería
heading	0	0	0	0	0	0	0	0	0	0	Bóveda
headland	0	0	0	0	0	0	0	0	0	0	promontorio
headlight	0	1	0	0	0	0	0	0	0	0	faro
headline	0	0	0	0	0	0	0	0	0	0	titular
headlong	0	0	0	0	0	0	0	0	0	0	de cabeza
headquarters	0	0	0	0	0	0	0	0	0	0	sede
headstone	0	0	0	0	0	0	0	0	0	0	lápida mortuoria
headway	0	0	0	0	0	0	1	0	0	0	progreso
heady	0	0	0	0	0	1	0	0	0	0	embriagador
heal	0	0	0	0	1	0	1	0	0	1	sanar
healing	0	1	0	0	1	0	1	0	0	1	cicatrización
health	0	0	0	0	0	0	0	0	0	0	salud
healthful	0	0	0	0	1	0	1	0	0	0	sano
healthy	0	0	0	0	0	0	1	0	0	0	saludable
heap	0	0	0	0	0	0	0	0	0	0	montón
hear	0	0	0	0	0	0	0	0	0	0	oír
hearer	0	0	0	0	0	0	0	0	0	0	oyente
hearing	0	0	0	1	0	1	0	0	0	0	audiencia
hearsay	0	0	0	0	0	1	0	0	0	0	rumores
hearse	0	0	0	1	0	1	0	1	0	0	coche fúnebre
heart	0	0	0	0	0	0	0	0	0	0	corazón
heartache	0	0	0	0	0	1	0	1	0	0	angustia
heartburn	0	0	0	0	0	1	0	0	0	0	acidez
heartfelt	0	0	0	0	1	0	1	1	0	1	sentido
hearth	0	0	0	0	0	0	1	0	0	0	hogar
heartily	0	0	0	0	1	0	1	0	0	0	sinceramente
heartless	0	0	0	0	0	1	0	1	0	0	cruel
hearts	0	0	0	0	0	0	0	0	0	0	corazones
heartworm	0	0	1	0	0	0	0	0	0	0	gusano del corazón
heat	0	0	0	0	0	0	0	0	0	0	calor
heated	0	0	0	0	0	0	0	0	0	0	calentado
heater	0	0	0	0	0	0	0	0	0	0	calentador
heath	0	0	0	0	0	0	0	0	0	0	brezo
heathen	0	0	0	1	0	1	0	0	0	0	pagano
heather	0	0	0	0	0	0	0	0	0	0	brezo
heating	0	0	0	0	0	0	0	0	0	0	calefacción
heave	0	0	0	0	0	0	0	0	0	0	tirón
heavenly	0	1	0	0	1	0	1	0	0	1	celestial
heavens	0	0	0	0	1	0	1	0	0	1	Cielos
heavily	0	0	0	0	0	1	0	0	0	0	fuertemente
heaviness	0	0	0	0	0	0	0	0	0	0	pesadez
heaving	0	0	0	0	0	0	0	0	0	0	agitado
hectares	0	0	0	0	0	0	0	0	0	0	hectáreas
hectic	0	0	0	0	0	0	0	0	0	0	agitado
hedge	0	0	0	0	0	0	0	0	0	0	cobertura
hedgehog	0	0	0	0	0	0	0	0	0	0	erizo
hedonism	0	0	0	0	1	1	1	0	0	0	hedonismo
heed	0	0	0	0	0	0	0	0	0	0	atención
heel	0	0	0	0	0	1	0	0	0	0	tacón
heels	0	0	0	0	0	0	0	0	0	0	tacones
heft	0	1	0	1	0	0	1	0	0	0	peso
hegemonic	0	0	0	0	0	0	0	0	0	0	hegemónico
heifer	0	0	0	0	0	0	0	0	0	0	novilla
height	0	0	0	0	0	0	0	0	0	0	altura
heighten	0	0	0	1	0	1	0	0	0	0	aumentar
heinous	0	0	0	0	0	1	0	0	0	0	atroz
heir	0	0	0	0	0	0	0	0	0	0	heredero
heiress	0	0	0	0	0	0	0	0	0	0	heredera
heirloom	0	0	0	0	0	0	0	0	0	0	reliquia de familia
heirs	0	0	0	0	0	0	0	0	0	0	herederos
helical	0	0	0	0	0	0	0	0	0	0	helicoidal
helix	0	0	0	0	0	0	0	0	0	0	hélice
hell	1	0	1	1	0	1	0	1	0	0	infierno
hellish	1	0	1	1	0	1	0	1	0	0	infernal
helm	0	0	0	0	0	0	0	0	0	0	timón
helmet	0	0	0	1	0	0	1	0	0	0	casco
helper	0	0	0	0	0	0	1	0	0	1	ayudante
helpful	0	0	0	0	1	0	1	0	0	1	útil
helpless	0	0	0	1	0	1	0	1	0	0	indefenso
helplessness	0	0	0	1	0	1	0	1	0	0	impotencia
hem	0	0	0	0	0	0	0	0	0	0	dobladillo
hematite	0	0	0	0	0	0	0	0	0	0	hematites
hemi	0	0	0	0	0	0	0	0	0	0	hemi
hemisphere	0	0	0	0	0	0	0	0	0	0	hemisferio
hemispheric	0	0	0	0	0	0	0	0	0	0	hemisférico
hemlock	0	0	0	0	0	0	0	0	0	0	cicuta
hemorrhage	0	0	1	1	0	1	0	1	0	0	hemorragia
hemorrhoids	0	0	0	0	0	1	0	0	0	0	hemorroides
hemp	0	0	0	0	0	0	0	0	0	0	cáñamo
hen	0	0	0	0	0	0	0	0	0	0	gallina
henceforth	0	0	0	0	0	0	0	0	0	0	de ahora en adelante
herald	0	0	0	0	0	0	0	0	0	0	heraldo
heraldry	0	0	0	0	0	0	0	0	0	0	heráldica
herb	0	0	0	0	0	0	0	0	0	0	hierba
herbaceous	0	0	0	0	0	0	0	0	0	0	herbáceo
herbal	0	0	0	0	0	0	1	0	0	0	herbario
herbarium	0	0	0	0	0	0	0	0	0	0	herbario
herd	0	0	0	0	0	0	0	0	0	0	rebaño
hereditary	0	0	0	0	0	0	0	0	0	0	hereditario
heredity	0	0	0	0	0	0	0	0	0	0	herencia
heresy	0	0	0	0	0	1	0	0	0	0	herejía
heretic	0	0	1	0	0	1	0	0	0	0	hereje
heretical	0	0	0	0	0	0	0	0	0	0	herético
heretofore	0	0	0	0	0	0	0	0	0	0	hasta ahora
hereunto	0	0	0	0	0	0	0	0	0	0	hasta aquí
herewith	0	0	0	0	0	0	0	0	0	0	adjunto
heritage	0	0	0	0	0	0	0	0	0	1	herencia
hermaphrodite	0	0	0	0	0	1	0	0	1	0	hermafrodita
hermeneutics	0	0	0	0	0	0	0	0	0	0	hermenéutica
hermit	0	0	0	0	0	0	0	1	0	1	ermitaño
hernia	0	0	0	0	0	0	0	0	0	0	hernia
hero	0	1	0	0	1	0	1	0	1	1	héroe
heroic	0	0	0	0	1	0	1	0	1	1	heroico
heroics	0	0	0	0	0	0	1	0	0	0	heroísmo
heroin	0	0	0	0	0	1	0	0	0	0	heroína
heroine	0	0	0	0	0	0	1	0	0	1	heroína
heroism	0	1	0	0	1	0	1	0	1	1	heroísmo
herpes	0	0	1	0	0	1	0	0	0	0	herpes
herpesvirus	0	0	1	0	0	1	0	0	0	0	virus del herpes
hesitating	0	0	0	0	0	0	0	0	0	0	dudando
hesitation	0	0	0	1	0	1	0	0	0	0	vacilación
heterogeneity	0	0	0	0	0	0	0	0	0	0	heterogeneidad
hew	0	0	0	0	0	0	0	0	0	0	Él w
hexagon	0	0	0	0	0	0	0	0	0	0	hexágono
heyday	0	1	0	0	1	0	1	0	0	1	apogeo
hiatus	0	0	0	0	0	0	0	0	0	0	hiato
hibernate	0	0	0	0	0	0	0	0	0	0	hibernar
hibernation	0	0	0	0	0	0	0	0	0	0	hibernación
hiccup	0	0	0	0	0	0	0	0	0	0	hipo
hidden	0	0	0	0	0	1	0	0	0	0	oculto
hide	0	0	0	1	0	0	0	0	0	0	ocultar
hideous	0	0	1	1	0	1	0	1	0	0	horrible
hiding	0	0	0	1	0	0	0	0	0	0	ocultación
hierarchical	0	0	0	0	0	0	0	0	0	0	jerárquico
high	0	0	0	0	0	0	0	0	0	0	alto
higher	0	0	0	0	0	0	0	0	0	0	más alto
highest	0	1	0	1	1	1	1	0	1	0	más alto
highland	0	0	0	0	0	0	0	0	0	0	tierras altas
highlands	0	0	0	0	0	0	0	0	0	0	tierras altas
hight	0	0	0	0	0	0	0	0	0	0	altura
highway	0	0	0	0	0	0	0	0	0	0	carretera
hiker	0	0	0	0	0	0	0	0	0	0	caminante
hilarious	0	0	0	0	1	0	1	0	1	0	divertidísimo
hilarity	0	0	0	0	1	0	1	0	0	0	hilaridad
hill	0	0	0	0	0	0	0	0	0	0	Cerro
hilly	0	0	0	0	0	0	0	0	0	0	montañoso
hilt	0	0	0	0	0	0	0	0	0	0	empuñadura
hind	0	0	0	0	0	0	0	0	0	0	posterior
hindering	0	0	0	0	0	1	0	1	0	0	estorbador
hindrance	0	0	0	0	0	1	0	0	0	0	obstáculo
hinge	0	0	0	0	0	0	0	0	0	0	bisagra
hint	0	0	0	0	0	0	0	0	0	0	insinuación
hinterland	0	0	0	0	0	0	0	0	0	0	retaguardia
hip	0	0	0	0	0	0	0	0	0	0	cadera
hippie	0	0	0	0	0	1	0	0	0	0	hippie
hire	0	1	0	0	1	0	1	0	0	1	contratar
hirsute	0	0	0	0	0	0	0	0	0	0	hirsuto
hiss	1	0	0	1	0	1	0	0	0	0	silbido
hissing	0	0	0	0	0	1	0	0	0	0	silbido
histology	0	0	0	0	0	0	0	0	0	0	histología
historian	0	0	0	0	0	0	0	0	0	0	historiador
historic	0	0	0	0	0	0	0	0	0	0	histórico
historiography	0	0	0	0	0	0	0	0	0	0	historiografía
history	0	0	0	0	0	0	0	0	0	0	historia
hit	1	0	0	0	0	1	0	0	0	0	pegar
hitherto	0	0	0	0	0	1	0	0	0	0	hasta ahora
hive	0	0	0	0	0	1	0	0	0	0	colmena
hoard	0	0	0	0	0	0	0	0	0	0	acumular
hoarse	0	0	0	0	0	1	0	0	0	0	ronco
hoary	0	0	0	0	0	1	0	1	0	0	canoso
hoax	1	0	1	0	0	1	0	1	1	0	broma
hob	0	0	0	0	0	0	0	0	0	0	quemador
hobby	0	0	0	0	1	0	1	0	0	0	Hobby
hobo	0	0	0	0	0	1	0	1	0	0	obrero temporal
hockey	0	0	0	0	0	0	0	0	0	0	hockey
hoe	0	0	0	0	0	0	0	0	0	0	azada
hog	0	0	1	0	0	1	0	0	0	0	cerdo
hoist	0	0	0	0	0	0	0	0	0	0	izar
hold	0	0	0	0	0	0	0	0	0	0	mantener
holder	0	0	0	0	0	0	0	0	0	0	poseedor
holding	0	0	0	0	0	0	0	0	0	0	tenencia
hole	0	0	0	0	0	0	0	0	0	0	agujero
holiday	0	1	0	0	1	0	1	0	0	0	fiesta
holiness	0	1	0	1	1	0	1	0	1	1	santidad
hollow	0	0	0	0	0	1	0	1	0	0	hueco
holocaust	1	0	1	1	0	1	0	1	0	0	holocausto
holy	0	0	0	0	0	0	1	0	0	0	santo
homage	0	0	0	0	0	0	1	0	0	0	homenaje
homeless	1	1	1	1	0	1	0	1	0	0	Vagabundo
homeopathic	0	0	0	0	0	0	0	0	0	0	homeopático
homeopathy	0	0	0	0	0	0	0	0	0	0	homeopatía
homesick	0	0	0	0	0	1	0	1	0	0	nostálgico
homestead	0	0	0	0	0	0	0	0	0	0	granja
homework	0	0	0	1	0	0	0	0	0	0	tareas para el hogar
homicidal	1	0	0	1	0	1	0	0	0	0	homicida
homicide	1	0	1	1	0	1	0	1	0	0	homicidio
homily	0	0	0	0	0	0	0	0	0	0	homilía
homogeneity	0	0	0	0	0	0	0	0	0	0	homogeneidad
homogeneous	0	0	0	0	0	0	0	0	0	0	homogéneo
homologous	0	0	0	0	0	0	0	0	0	0	homólogo
homologue	0	0	0	0	0	0	0	0	0	0	homólogo
homology	0	0	0	0	0	0	1	0	0	0	homología
hone	0	0	0	0	0	0	0	0	0	0	piedra de afilar
honest	1	0	1	1	1	0	1	1	0	1	honesto
honesty	0	0	0	0	0	0	1	0	0	1	honestidad
honey	0	0	0	0	0	0	1	0	0	0	miel
honeycomb	0	0	0	0	0	0	0	0	0	0	panal
honeymoon	0	1	0	0	1	0	1	0	1	1	Luna de miel
honeysuckle	0	0	0	0	0	0	0	0	0	0	madreselva
honor	0	0	0	0	0	0	1	0	0	1	honor
honorable	0	0	0	0	0	0	1	0	0	1	honorable
honorarium	0	0	0	0	0	0	0	0	0	0	honorarios
hood	1	0	1	1	0	1	0	0	0	0	capucha
hooded	0	0	0	1	0	0	0	0	0	0	encapuchado
hoof	0	0	0	0	0	0	0	0	0	0	casco
hook	0	0	0	0	0	0	0	0	0	0	gancho
hooked	0	0	0	0	0	1	0	0	0	0	enganchado
hooker	0	0	0	0	0	0	0	0	0	0	puta
hoop	0	0	0	0	0	0	0	0	0	0	aro
hoot	1	0	1	0	0	1	0	0	0	0	ulular
hop	0	0	0	0	0	0	0	0	0	0	saltar
hope	0	1	0	0	1	0	1	0	1	1	esperar
hopeful	0	1	0	0	1	0	1	0	1	1	esperanzado
hopeless	0	0	0	1	0	1	0	1	0	0	desesperanzado
hopelessness	1	0	1	1	0	1	0	1	0	0	desesperación
hopes	0	0	0	0	0	0	0	0	0	0	esperanzas
hoping	0	0	0	0	0	0	0	0	0	0	esperando
hopper	0	0	0	0	0	0	0	0	0	0	tolva
horde	0	0	0	0	0	1	0	0	1	0	horda
horizon	0	1	0	0	0	0	1	0	0	0	horizonte
horizontal	0	0	0	0	0	0	0	0	0	0	horizontal
horizontally	0	0	0	0	0	0	0	0	0	0	horizontalmente
horn	0	0	0	0	0	0	0	0	0	0	bocina
hornet	0	0	0	0	0	0	0	0	0	0	avispón
horny	0	0	0	0	0	0	0	0	0	0	córneo
horoscope	0	1	0	0	0	0	0	0	0	0	horóscopo
horrible	1	0	1	1	0	1	0	0	0	0	horrible
horribly	0	0	0	0	0	1	0	0	0	0	terriblemente
horrid	1	0	1	1	0	1	0	1	0	0	horrible
horrific	1	0	1	1	0	1	0	1	0	0	horrendo
horrified	0	0	0	1	0	1	0	0	0	0	horrorizado
horrifying	0	0	1	1	0	1	0	1	0	0	horripilante
horror	1	0	1	1	0	1	0	1	1	0	horror
horrors	0	0	0	1	0	1	0	1	0	0	horrores
horse	0	0	0	0	0	0	0	0	0	1	caballo
horseman	0	0	0	0	0	0	0	0	0	0	jinete
horseshoe	0	0	0	0	0	0	0	0	0	0	herradura
horticultural	0	0	0	0	0	0	0	0	0	0	hortícola
horticulture	0	0	0	0	0	0	0	0	0	0	horticultura
hose	0	0	0	0	0	0	0	0	0	0	manguera
hosiery	0	0	0	0	0	0	0	0	0	0	calcetería
hospice	0	0	0	0	0	0	0	1	0	0	hospicio
hospital	0	0	0	1	0	0	0	1	0	1	hospital
hospitality	0	0	0	0	0	0	1	0	0	0	hospitalidad
hostage	1	0	0	1	0	1	0	0	0	0	rehén
hostel	0	0	0	0	0	0	0	0	0	0	Hostal
hostile	1	0	1	1	0	1	0	0	0	0	hostil
hostilities	1	0	0	1	0	1	0	0	0	0	hostilidades
hostility	1	0	1	0	0	1	0	0	0	0	hostilidad
hot	1	0	0	0	0	0	0	0	0	0	caliente
hotbed	0	0	0	0	0	0	0	0	0	0	semillero
hotel	0	0	0	0	0	0	0	0	0	0	hotel
hour	0	0	0	0	0	0	0	0	0	0	hora
hourglass	0	0	0	0	0	0	0	0	0	0	reloj de arena
hourly	0	0	0	0	0	0	0	0	0	0	cada hora
house	0	0	0	0	0	0	0	0	0	0	casa
household	0	0	0	0	0	0	1	0	0	0	familiar
householder	0	0	0	0	0	0	0	0	0	0	cabeza de familia
housekeeper	0	0	0	0	0	0	0	0	0	0	ama de casa
housekeeping	0	0	0	0	0	0	1	0	0	0	limpieza interna
housewife	0	0	0	0	0	0	0	0	0	0	ama de casa
housing	0	0	0	0	0	0	0	0	0	0	alojamiento
hovercraft	0	0	0	0	0	0	0	0	0	0	aerodeslizador
howl	1	0	1	1	0	1	0	1	1	0	aullido
howsoever	0	0	0	0	0	0	0	0	0	0	comoquiera que
hoy	0	0	0	0	0	0	0	0	0	0	hoy
hub	0	0	0	0	0	0	0	0	0	0	centro
huddle	0	0	0	0	0	0	0	0	0	0	grupo
hue	0	0	0	0	0	0	0	0	0	0	matiz
huff	1	0	1	0	0	1	0	0	0	0	Suspiro
hug	0	0	0	0	1	0	1	0	0	1	abrazo
huge	0	0	0	0	0	0	0	0	0	0	enorme
hulk	0	0	1	0	0	0	0	0	0	0	casco
hull	0	0	0	0	0	0	0	0	0	0	cáscara
hum	0	0	0	0	0	0	0	0	0	0	tararear
human	0	0	0	0	0	0	0	0	0	0	humano
humane	0	0	0	0	0	0	1	0	0	0	humano
humanitarian	0	1	0	0	1	0	1	0	1	1	humanitario
humanities	0	0	0	0	0	0	0	0	0	0	humanidades
humanity	0	0	0	0	1	0	1	0	0	1	humanidad
humble	0	0	1	0	0	1	1	1	0	0	humilde
humbled	0	0	0	0	0	0	1	1	0	0	humillado
humbly	0	0	0	0	0	0	1	0	0	0	humildemente
humbug	1	0	1	0	0	1	0	1	0	0	farsante
humid	0	0	0	0	0	0	0	0	0	0	húmedo
humidity	0	0	0	0	0	0	0	0	0	0	humedad
humiliate	1	0	0	0	0	1	0	1	0	0	humillar
humiliating	0	0	1	0	0	1	0	0	0	0	humillante
humiliation	0	0	1	0	0	1	0	1	0	0	humillación
humility	0	0	0	0	0	0	1	0	0	1	humildad
hummer	0	0	0	0	0	0	0	0	0	0	hummer
hummingbird	0	0	0	0	0	0	0	0	0	0	colibrí
humongous	0	0	0	0	0	0	0	0	0	0	gigantesco
humorist	0	0	0	0	0	0	1	0	0	0	humorista
humorous	0	0	0	0	1	0	1	0	0	0	humorístico
hump	0	0	0	0	0	0	0	0	0	0	joroba
hunch	0	0	0	0	0	1	0	0	0	0	corazonada
hundred	0	0	0	0	0	0	0	0	0	0	ciento
hundredth	0	0	0	0	0	0	0	0	0	0	centésimo
hunger	0	0	0	0	0	0	0	0	0	0	hambre
hungry	0	1	0	0	0	1	0	0	0	0	hambriento
hunk	0	0	0	0	0	0	0	0	0	0	pedazo
hunks	0	0	0	0	0	0	0	0	0	0	tíos buenos
hunt	0	0	0	0	0	0	0	0	0	0	caza
hunter	0	1	0	1	0	1	0	1	0	0	cazador
hunting	1	1	0	1	0	1	0	0	0	0	caza
hurl	0	0	0	0	0	0	0	0	0	0	lanzar
hurrah	0	0	0	0	1	0	1	0	0	0	Hurra
hurricane	0	0	0	1	0	1	0	0	0	0	huracán
hurried	0	1	0	0	0	1	0	0	0	0	apresurado
hurry	0	1	0	0	0	0	0	0	0	0	apuro
hurt	1	0	0	1	0	1	0	1	0	0	herir
hurtful	1	0	1	1	0	1	0	1	0	0	hiriente
hurting	1	0	0	1	0	1	0	1	0	0	lastimando
husbandry	0	0	0	0	0	0	1	0	0	1	agricultura
hush	0	0	0	0	0	0	1	0	0	0	Cállate
hushed	0	0	0	0	0	0	0	0	0	0	callado
husk	0	0	0	0	0	0	0	0	0	0	cáscara
husky	0	0	0	0	0	0	0	0	0	0	fornido
hustle	0	0	0	0	0	0	0	0	0	0	ajetreo
hustler	0	0	0	0	0	1	0	0	0	0	estafador
hut	0	0	0	0	0	0	1	1	0	0	cabaña
hutch	0	0	0	0	0	0	0	0	0	0	conejera
hyacinth	0	0	0	0	0	0	0	0	0	0	jacinto
hybrid	0	0	0	0	0	0	0	0	0	0	híbrido
hydra	0	0	0	1	0	1	0	0	0	0	hidra
hydraulics	0	0	0	0	0	0	0	0	0	0	hidráulica
hydrocephalus	0	0	1	1	0	1	0	1	0	0	hidrocefalia
hydrodynamics	0	0	0	0	0	0	0	0	0	0	hidrodinámica
hydrogen	0	0	0	0	0	0	0	0	0	0	hidrógeno
hydrographic	0	0	0	0	0	0	0	0	0	0	hidrográfico
hydrology	0	0	0	0	0	0	0	0	0	0	hidrología
hygiene	0	0	0	0	0	0	0	0	0	0	higiene
hygienic	0	0	0	0	0	0	1	0	0	0	higiénico
hymn	0	1	0	0	1	0	1	1	0	1	himno
hype	0	1	0	0	0	1	0	0	0	0	bombo publicitario
hyperbole	0	0	0	0	0	1	0	0	0	0	hipérbole
hypertrophy	0	0	1	1	0	0	0	0	1	0	hipertrofia
hyphen	0	0	0	0	0	0	0	0	0	0	guión
hypnotic	0	0	0	0	0	0	0	0	0	0	hipnótico
hypnotized	0	0	0	0	0	0	0	0	0	0	hipnotizado
hypocrisy	0	0	0	0	0	1	0	0	0	0	hipocresía
hypocrite	0	0	1	0	0	1	0	0	0	0	hipócrita
hypocritical	0	0	1	0	0	1	0	0	0	0	hipócrita
hypothesis	0	1	0	0	0	0	0	0	1	0	hipótesis
hypothetical	0	0	0	0	0	0	0	0	0	0	hipotético
hysteria	0	0	0	1	0	1	0	0	0	0	histeria
hysterical	1	0	0	1	0	1	0	0	0	0	histérico
ice	0	0	0	0	0	0	0	0	0	0	hielo
iceberg	0	0	0	0	0	0	0	0	0	0	iceberg
icon	0	0	0	0	0	0	0	0	0	0	icono
iconic	0	0	0	0	0	0	0	0	0	0	icónico
iconography	0	0	0	0	0	0	0	0	0	0	iconografía
icy	0	0	0	0	0	0	0	0	0	0	glacial
idea	0	0	0	0	0	0	0	0	0	0	ocurrencia
idealism	0	0	0	0	0	0	1	0	0	0	idealismo
idealist	0	0	0	0	0	0	0	0	0	0	idealista
identical	0	0	0	0	0	0	0	0	0	0	idéntico
identically	0	0	0	0	0	0	0	0	0	0	idénticamente
identification	0	0	0	0	0	0	0	0	0	0	identificación
identify	0	0	0	0	0	0	0	0	0	0	identificar
identity	0	0	0	0	0	0	0	0	0	0	identidad
ideology	0	0	0	0	0	0	0	0	0	0	ideología
idiocy	1	0	1	0	0	1	0	1	0	0	idiotez
idiom	0	0	0	0	0	0	0	0	0	0	modismo
idiomatic	0	0	0	0	0	0	0	0	0	0	idiomático
idiot	0	0	1	0	0	1	0	0	0	0	estúpido
idiotic	1	0	1	0	0	1	0	0	0	0	idiota
idle	0	0	0	0	0	0	0	0	0	0	inactivo
idleness	0	0	0	0	0	0	0	0	0	0	ociosidad
idler	0	0	0	0	0	1	0	0	0	0	ocioso
idol	0	0	0	0	0	0	1	0	0	0	ídolo
idolatry	0	0	1	1	0	1	0	0	0	0	idolatría
igloo	0	0	0	0	0	0	0	0	0	0	iglú
igneous	0	0	0	0	0	0	0	0	0	0	ígneo
ignite	0	0	0	0	0	0	0	0	0	0	encender
ignition	0	0	0	0	0	0	0	0	0	0	encendido
ignorance	0	0	0	0	0	1	0	0	0	0	ignorancia
ignorant	0	0	1	0	0	1	0	0	0	0	ignorante
ignore	0	0	0	0	0	1	0	0	0	0	pasar por alto
ilk	0	0	0	0	0	0	0	0	0	0	calaña
ill	1	0	1	1	0	1	0	1	0	0	enfermo
illegal	1	0	1	1	0	1	0	1	0	0	ilegal
illegality	1	0	1	1	0	1	0	0	0	0	ilegalidad
illegally	0	0	0	0	0	0	0	0	0	0	ilegalmente
illegible	0	0	0	0	0	1	0	0	0	0	ilegible
illegitimate	1	0	1	1	0	1	0	1	1	0	ilegítimo
illicit	1	0	1	1	0	1	0	0	0	0	ilícito
illiterate	0	0	1	0	0	1	0	0	0	0	analfabeto
illness	0	0	0	1	0	1	0	1	0	0	enfermedad
illogical	0	0	0	0	0	1	0	0	0	0	ilógico
illuminate	0	1	0	0	1	0	1	0	1	0	iluminar
illumination	0	0	0	0	1	0	1	0	1	1	iluminación
illuminator	0	0	0	0	0	0	0	0	0	0	iluminador
illusion	0	0	0	0	0	1	0	0	1	0	espejismo
illustrate	0	0	0	0	0	0	1	0	0	0	ilustrar
illustration	0	0	0	0	0	0	0	0	0	0	ilustración
illustrative	0	0	0	0	0	0	0	0	0	0	ilustrativo
illustrious	0	0	0	0	0	0	1	0	0	0	ilustre
image	0	0	0	0	0	0	0	0	0	0	imagen
imagery	0	0	0	0	0	0	0	0	0	0	imágenes
imaginary	0	0	0	0	0	0	0	0	0	0	imaginario
imagination	0	0	0	0	0	0	0	0	0	0	imaginación
imaginative	0	0	0	0	0	0	1	0	0	0	imaginativo
imagine	0	0	0	0	0	0	0	0	0	0	imaginar
imagined	0	0	0	0	0	0	0	0	0	0	imaginado
imagining	0	0	0	0	0	0	0	0	0	0	imaginando
imam	0	0	0	0	0	0	0	0	0	0	imán
imbedded	0	0	0	0	0	0	0	0	0	0	incrustado
imitate	0	0	0	0	0	0	0	0	0	0	imitar
imitated	0	0	0	0	0	1	0	0	0	0	imitado
imitation	0	0	0	0	0	1	0	0	0	0	imitación
immaculate	0	0	0	0	1	0	1	0	0	1	inmaculado
immaterial	0	0	0	0	0	0	0	0	0	0	inmaterial
immature	0	1	0	0	0	1	0	0	0	0	inmaduro
immaturity	1	1	0	0	0	1	0	0	0	0	inmadurez
immeasurable	0	0	0	0	0	0	0	0	0	0	inconmensurable
immeasurably	0	0	0	0	0	0	0	0	0	0	inconmensurablemente
immediacy	0	0	0	0	0	0	0	0	1	0	inmediación
immediately	0	1	0	0	0	1	1	0	0	0	inmediatamente
immemorial	0	0	0	0	0	0	0	0	0	0	inmemorial
immense	0	0	0	0	0	0	1	0	0	0	inmenso
immerse	0	1	0	1	1	0	1	0	1	1	sumergirse
immersion	0	0	0	0	0	0	0	0	0	0	inmersión
immigrant	0	0	0	1	0	0	0	0	0	0	inmigrante
immigration	0	0	0	0	0	0	0	0	0	0	inmigración
imminent	0	1	0	1	0	0	0	0	0	0	inminente
immoral	1	0	1	1	0	1	0	1	0	0	inmoral
immorality	1	0	1	0	0	1	0	0	0	0	inmoralidad
immortal	0	0	0	0	0	0	1	0	0	0	inmortal
immortality	0	1	0	0	0	0	0	0	0	0	inmortalidad
immovable	0	0	0	0	0	1	1	0	0	1	inamovible
immune	0	0	0	0	0	0	0	0	0	0	inmune
immunity	0	0	0	0	0	0	0	0	0	0	inmunidad
immunization	0	0	0	0	0	0	0	0	0	1	inmunización
immutable	0	0	0	0	0	0	0	0	0	0	inmutable
imp	0	0	0	0	0	0	0	0	0	0	diablillo
impact	0	0	0	0	0	0	0	0	0	0	impacto
impair	0	0	0	0	0	1	0	0	0	0	perjudicar
impairment	0	0	0	0	0	1	0	0	0	0	discapacidad
impart	0	0	0	0	0	0	1	0	0	1	impartir
impartial	0	0	0	0	0	0	1	0	0	1	imparcial
impartiality	0	0	0	0	0	0	1	0	0	1	imparcialidad
impassable	0	0	0	0	0	1	0	0	0	0	infranqueable
impassioned	0	0	0	0	0	0	0	0	0	0	apasionado
impatience	0	0	0	0	0	1	0	0	0	0	impaciencia
impatient	0	1	0	0	0	1	0	0	0	0	impaciente
impeach	0	0	1	1	0	1	0	0	0	0	procesar
impeachment	0	0	0	0	0	1	0	0	0	0	el proceso de destitución
impeccable	0	0	0	0	0	0	1	0	0	1	impecable
impede	0	0	0	0	0	1	0	0	0	0	impedir
impediment	0	0	0	0	0	0	0	0	0	0	impedimento
impelled	0	0	0	0	0	0	0	0	0	0	impulsado
impending	0	1	0	1	0	0	0	0	0	0	inminente
impenetrable	0	0	0	0	0	0	0	0	0	1	impenetrable
imperative	0	0	0	0	0	0	0	0	0	0	imperativo
imperceptible	0	0	0	0	0	0	0	0	0	0	imperceptible
imperfection	0	0	0	0	0	1	0	0	0	0	imperfección
imperfectly	0	0	0	0	0	1	0	0	0	0	imperfectamente
