English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Tatar Word
loosen	0	0	0	0	0	0	0	0	0	0	йомшарту
loosening	0	0	0	0	0	0	0	0	0	0	йомшарту
loot	0	0	0	0	0	1	0	0	0	0	талау
lop	0	0	0	0	0	0	0	0	0	0	lop
lopsided	0	0	0	0	0	0	0	0	0	0	бер яклы
lord	0	0	1	0	0	1	1	0	0	1	Хуҗа
lords	0	0	0	0	0	0	0	0	0	0	лордлар
lordship	0	0	0	0	0	0	1	0	0	0	Хуҗалык
lore	0	0	0	0	0	0	0	0	0	0	лор
lorry	0	0	0	0	0	0	0	0	0	0	йөк машинасы
lose	1	0	1	1	0	1	0	1	1	0	югалту
losing	1	0	0	0	0	1	0	1	0	0	югалту
loss	1	0	0	1	0	1	0	1	0	0	югалту
lost	0	0	0	0	0	1	0	1	0	0	югалды
lot	0	0	0	0	0	0	0	0	0	0	күп
lotion	0	0	0	0	0	0	0	0	0	0	лосьон
lots	0	0	0	0	0	0	0	0	0	0	лот
lottery	0	1	0	0	0	0	0	0	0	0	лотерея
lotto	0	0	0	0	0	0	0	0	0	0	лотто
loud	0	0	0	0	0	0	0	0	0	0	көчле
loudly	0	0	0	0	0	0	0	0	0	0	кычкырып
loudness	1	0	0	0	0	1	0	0	0	0	каты тавыш
lounge	0	0	0	0	0	1	0	0	0	0	зал
louse	0	0	1	0	0	1	0	0	0	0	лус
lovable	0	0	0	0	1	0	1	0	0	1	сөйкемле
love	0	0	0	0	1	0	1	0	0	0	мәхәббәт
lovely	0	1	0	0	1	0	1	1	1	1	матур
lovemaking	0	0	0	0	1	0	1	0	0	1	ярату
lover	0	1	0	0	1	0	1	0	0	1	гашыйк
loving	0	0	0	0	1	0	1	0	0	1	ярату
lower	0	0	0	0	0	1	0	1	0	0	түбән
lowering	0	0	0	0	0	1	0	0	0	0	төшерү
lowest	0	0	0	0	0	1	0	1	0	0	иң түбән
lowlands	0	0	0	0	0	1	0	0	0	0	түбәнлекләр
lowly	0	0	0	0	0	1	0	1	0	0	түбән
loyal	0	0	0	1	1	0	1	0	1	1	тугры
loyalty	0	0	0	0	0	0	1	0	0	1	тугрылык
lubricate	0	0	0	0	0	0	0	0	0	0	майлау
lubrication	0	0	0	0	0	0	0	0	0	0	майлау
luck	0	1	0	0	1	0	1	0	1	0	уңыш
lucky	0	0	0	0	1	0	1	0	1	0	бәхетле
ludicrous	0	0	0	0	0	1	0	0	0	0	көлке
lug	0	0	0	0	0	0	0	0	0	0	кочаклау
luggage	0	0	0	0	0	0	0	0	0	0	багаж
lull	0	1	0	0	0	0	0	0	0	0	lull
lullaby	0	0	0	0	0	0	0	0	0	0	lullaby
lumbar	0	0	0	0	0	0	0	0	0	0	ломбард
lumber	0	0	0	0	0	0	0	0	0	0	агач
lumbering	0	0	0	0	0	1	0	0	0	0	утын
luminescent	0	0	0	0	0	0	0	0	0	0	люминесцент
luminous	0	0	0	0	0	0	0	0	0	0	якты
lump	0	0	0	0	0	1	0	0	0	0	бер кисәк
lumpy	0	0	1	0	0	1	0	0	0	0	шомлы
lunacy	1	0	1	1	0	1	0	1	0	0	lunacy
lunar	0	0	0	0	0	0	0	0	0	0	ай
lunatic	1	0	1	1	0	1	0	0	0	0	лунатик
lunch	0	0	0	0	0	0	0	0	0	0	төшке аш
luncheon	0	0	0	0	0	0	0	0	0	0	төшке аш
lunge	0	0	0	0	0	0	0	0	1	0	lunge
lungs	0	0	0	0	0	0	0	0	0	0	үпкә
lurch	0	0	0	0	0	1	0	0	0	0	.әр сүзнең
lure	0	0	0	0	0	1	0	0	0	0	вәсвәсә
lurid	0	0	1	0	0	1	0	0	0	0	лурид
lurk	0	0	0	0	0	1	0	0	0	0	яшерен
lurking	0	0	0	0	0	1	0	0	0	0	яшеренү
luscious	0	1	0	0	1	0	1	0	0	0	ләззәтле
lush	0	0	1	0	0	1	0	1	0	0	рәхәт
lust	0	1	0	0	0	1	0	0	0	0	нәфес
luster	0	0	0	0	1	0	1	0	0	0	якты
lustful	0	0	0	0	0	1	0	0	0	0	нәфес
lustrous	0	0	0	0	0	0	1	0	0	0	якты
lusty	0	0	1	0	0	0	0	0	0	0	нәфес
lute	0	0	0	0	0	0	0	0	0	0	lute
luxuriant	0	0	0	0	0	0	1	0	0	0	люкс
luxurious	0	0	0	0	1	0	1	0	0	0	люкс
luxury	0	0	0	0	1	0	1	0	0	0	люкс
lying	1	0	1	0	0	1	0	0	0	0	ялган
lymph	0	0	0	0	0	0	0	0	0	0	лимфа
lymphatic	0	0	0	0	0	0	0	0	0	0	лимфатик
lynch	1	0	1	1	0	1	0	1	0	0	линч
lynx	0	0	0	0	0	0	0	0	0	0	линкс
lyre	0	0	0	0	1	0	1	0	0	0	лир
lyric	0	0	0	0	0	0	0	0	0	0	лирик
lyrical	0	0	0	0	1	0	1	0	0	0	лирик
mace	0	0	0	1	0	1	0	0	0	0	краска
machine	0	0	0	0	0	0	0	0	0	1	машина
machinery	0	0	0	0	0	0	0	0	0	0	техника
machinist	0	0	0	0	0	0	0	0	0	0	машинист
mackerel	0	0	0	0	0	0	0	0	0	0	макрель
mad	1	0	1	1	0	1	0	1	0	0	акылдан язган
madam	0	0	0	0	0	0	0	0	0	0	ханым
madame	0	0	0	0	0	0	0	0	0	0	ханым
madden	1	0	0	1	0	1	0	0	0	0	акылдан язган
madman	1	0	0	1	0	1	0	0	0	0	акылдан язган
madness	1	0	0	1	0	1	0	0	0	0	акылсызлык
mafia	0	0	0	1	0	1	0	0	0	0	мафия
magazine	0	0	0	0	0	0	0	0	0	0	журнал
mage	0	0	0	1	0	0	0	0	0	0	маг
magenta	0	0	0	0	0	0	0	0	0	0	тылсым
maggot	0	0	1	0	0	1	0	0	0	0	магот
magic	0	0	0	0	0	0	0	0	0	0	тылсым
magical	0	1	0	0	1	0	1	0	1	0	тылсымлы
magician	0	0	0	0	0	0	0	0	1	0	тылсымчы
magistrate	0	0	0	0	0	0	0	0	0	0	җәмәгать судьясы
magma	0	0	0	0	0	0	0	0	0	0	магма
magnate	0	0	0	0	0	0	0	0	0	0	магнат
magnet	0	0	0	0	0	0	1	0	0	1	магнит
magnetism	0	0	0	0	0	0	1	0	0	0	магнитизм
magnetite	0	0	0	0	0	0	1	0	0	0	магнитит
magnificence	0	1	0	0	1	0	1	0	0	1	мәһабәтлек
magnificent	0	1	0	0	1	0	1	0	1	1	искиткеч
magnifier	0	0	0	0	0	0	0	0	0	0	зурайткыч
magnify	0	0	0	0	0	0	0	0	0	0	зурлау
magnitude	0	0	0	0	0	0	0	0	0	0	зурлык
magpie	0	0	0	0	0	0	0	0	0	0	магия
maid	0	0	0	0	0	0	0	0	0	0	хезмәтче
maiden	0	0	0	0	0	0	1	0	0	0	кыз
mail	0	1	0	0	0	0	0	0	0	0	почта
main	0	0	0	0	0	0	1	0	0	0	төп
mainland	0	0	0	0	0	0	0	0	0	0	материк
mainstay	0	0	0	0	0	0	1	0	0	1	төп юл
maintenance	0	0	0	0	0	0	0	0	0	1	хезмәт күрсәтү
majestic	0	1	0	0	1	0	1	0	1	1	мәһабәт
majesty	0	0	0	0	0	0	1	0	0	1	бөеклек
major	0	0	0	0	0	0	1	0	0	0	майор
majority	0	0	0	0	1	0	1	0	0	1	күпчелек
make	0	0	0	0	0	0	0	0	0	0	ясарга
maker	0	0	0	0	0	0	0	0	0	0	ясаучы
makeshift	0	0	0	0	0	1	0	0	0	0	ясалма
makeup	0	0	0	0	0	0	0	0	0	0	макияж
malady	0	0	0	0	0	1	0	0	0	0	чир
malaise	0	0	0	0	0	1	0	1	0	0	бозыклык
malaria	0	0	1	1	0	1	0	1	0	0	безгек
malevolent	1	0	1	1	0	1	0	1	0	0	явызлык
malfeasance	0	0	1	0	0	1	0	0	0	0	бозыклык
malformation	0	0	0	0	0	1	0	0	0	0	малформация
malice	1	0	0	1	0	1	0	0	0	0	явызлык
malicious	1	0	1	1	0	1	0	1	0	0	явыз
malign	1	0	1	0	0	1	0	0	0	0	яман
malignancy	0	0	0	1	0	1	0	1	0	0	яманлык
malignant	1	0	0	1	0	1	0	0	0	0	яман
mall	0	0	0	0	0	0	0	0	0	0	сәүдә үзәге
malleable	0	0	0	0	0	0	0	0	0	0	уңайлы
mallet	0	0	0	0	0	0	0	0	0	0	сәүдә
malpractice	1	0	0	0	0	1	0	0	0	0	хокук бозу
mamma	0	0	0	0	0	0	0	0	0	1	әни
mammal	0	0	0	0	0	0	0	0	0	0	имезүчеләр
mammoth	0	0	0	0	0	0	0	0	0	0	мамонт
manage	0	0	0	0	0	0	1	0	0	1	идарә итү
management	0	0	0	0	0	0	1	0	0	1	идарә итү
manager	0	0	0	0	0	0	0	0	0	0	менеджер
mandamus	0	0	0	1	0	1	0	0	0	0	мандам
mandarin	0	0	0	0	0	0	1	0	0	1	мандарин
mandate	0	0	0	0	0	0	0	0	0	0	мандат
mandible	0	0	0	0	0	0	0	0	0	0	мәҗбүри
mandolin	0	0	0	0	0	0	0	0	0	0	мандолин
mandrel	0	0	0	0	0	0	0	0	0	0	мандрель
mane	0	0	0	0	0	0	0	0	0	0	мане
maneuver	0	0	0	0	0	0	0	0	0	0	маневр
maneuvering	0	0	0	0	0	0	0	0	0	0	маневр
mange	0	0	1	1	0	1	0	0	0	0	манге
manger	0	0	0	0	0	0	0	0	0	0	утар
mangle	1	0	1	1	0	1	0	1	0	0	мангле
mango	0	0	0	0	0	0	0	0	0	0	манго
mangosteen	0	0	0	0	0	0	0	0	0	0	мангосте
manhood	0	0	0	0	0	0	1	0	0	0	ирлек
mania	0	0	0	0	0	1	0	0	0	0	мания
maniac	1	0	0	1	0	1	0	0	0	0	маньяк
maniacal	0	0	0	0	0	1	0	0	0	0	маниакаль
manicure	0	0	0	0	0	0	0	0	0	0	маникюр
manifest	0	0	0	0	0	0	0	0	0	0	манифест
manifestation	0	0	0	1	0	0	0	0	0	0	күренеше
manifested	0	0	0	0	0	0	1	0	0	0	күренде
manifestly	0	0	0	0	0	0	0	0	0	0	ачык
manifesto	0	0	0	0	0	0	0	0	0	0	манифест
manifold	0	0	0	0	0	0	0	0	0	0	манифольд
manipulate	0	0	0	0	0	1	0	0	0	0	манипуляция
manipulation	1	0	0	1	0	1	0	0	0	0	манипуляция
mankind	0	0	0	0	0	0	0	0	0	0	кешелек
manly	0	0	0	0	0	0	1	0	0	0	ир
manna	0	0	0	0	0	0	1	0	0	0	манна
manner	0	0	0	0	0	0	0	0	0	0	тәртибе
mannered	0	0	0	0	0	0	1	0	0	0	тәртипле
manners	0	0	0	0	0	0	1	0	0	0	әдәп
manor	0	0	0	0	0	0	0	0	0	0	манор
mansion	0	0	0	0	0	0	0	0	0	0	сарай
manslaughter	1	0	1	1	0	1	0	1	1	0	кеше үтерү
mantle	0	0	0	0	0	0	0	0	0	0	мантия
manual	0	0	0	0	0	0	0	0	0	1	кулланма
manufacture	0	0	0	0	0	0	0	0	0	0	җитештерү
manufacturer	0	0	0	0	0	0	1	0	0	0	җитештерүче
manure	0	0	1	0	0	1	0	0	0	0	кык
manuscript	0	0	0	0	0	0	0	0	0	0	кулъязма
map	0	0	0	0	0	0	0	0	0	0	карта
mar	0	0	0	0	0	1	0	0	0	0	март
marble	0	0	0	0	0	0	0	0	0	0	мәрмәр
marbled	0	0	0	0	0	0	0	0	0	0	мәрмәр
marbles	0	0	0	0	0	0	0	0	0	0	мәрмәр
march	0	0	0	0	0	0	1	0	0	0	марш
mare	0	0	0	0	0	0	0	0	0	0	кымыз
margin	0	0	0	0	0	1	0	1	0	0	маржа
marginal	0	0	0	0	0	0	0	0	0	0	маргиналь
marijuana	0	0	0	0	0	0	0	0	0	0	марихуана
marine	0	0	0	0	0	0	0	0	0	1	диңгез
mariner	0	0	0	0	0	0	0	0	0	0	диңгезче
maritime	0	0	0	0	0	0	0	0	0	0	диңгез
mark	0	0	0	0	0	0	0	0	0	0	билгесе
marked	0	0	0	0	0	0	1	0	0	0	билгеләнгән
market	0	0	0	0	0	0	0	0	0	0	базар
marketable	0	0	0	0	0	0	1	0	0	0	базар
marketplace	0	0	0	0	0	0	0	0	0	0	базар
marks	0	0	0	0	0	0	0	0	0	0	билгеләре
marl	0	0	0	0	0	0	0	0	0	0	marl
marmalade	0	0	0	0	0	0	0	0	0	0	мармелад
maroon	0	0	0	0	0	1	0	0	0	0	марун
marquee	0	0	0	0	0	0	0	0	0	0	марк
marquis	0	0	0	0	0	0	1	0	0	0	Маркис
marriage	0	1	0	0	1	0	1	0	0	1	никах
married	0	0	0	0	0	0	0	0	0	0	өйләнгән
marrow	0	0	0	0	1	0	1	0	0	1	чучка
marry	0	1	0	1	1	0	1	0	1	1	өйләнеш
marsh	0	0	0	0	0	0	0	0	0	0	сазлык
marshal	0	0	0	0	0	0	1	0	0	1	маршал
mart	0	0	0	0	0	0	0	0	0	0	март
martial	1	0	0	0	0	0	0	0	0	0	сугыш
martingale	0	0	0	0	0	1	0	0	0	0	Мартингал
martyr	0	0	0	1	0	1	0	1	0	0	шәһит
martyrdom	0	0	0	1	0	1	0	1	0	0	шәһитлек
marvel	0	0	0	0	0	0	1	0	1	0	гаҗәпләнү
marvelous	0	0	0	0	1	0	1	0	0	0	искиткеч
marvelously	0	0	0	0	1	0	1	0	0	0	искиткеч
masculine	0	0	0	0	0	0	1	0	0	0	ир-ат
masculinity	0	0	0	0	0	0	0	0	0	0	ирлек
mash	0	0	0	0	0	0	0	0	0	0	пеш
mask	0	0	0	0	0	0	0	0	0	0	маска
masochism	1	0	1	1	0	1	0	0	0	0	масохизм
mason	0	0	0	0	0	0	0	0	0	0	масон
masquerade	0	0	0	0	0	0	0	0	0	0	маскарад
mass	0	0	0	0	0	0	0	0	0	0	масса
massacre	1	0	1	1	0	1	0	1	0	0	үтерү
massage	0	0	0	0	1	0	1	0	0	0	массаж
massive	0	0	0	0	0	0	0	0	0	0	массив
master	0	0	0	0	0	0	1	0	0	0	мастер
mastermind	0	0	0	0	0	0	0	0	0	0	мастер-мастер
masterpiece	0	0	0	0	1	0	1	0	0	0	шедевр
mastery	1	0	0	0	1	0	1	0	0	1	осталык
masturbate	0	0	0	0	0	0	0	0	0	0	мастурбация
masturbation	0	0	0	0	0	0	0	0	0	0	мастурбация
mat	0	0	0	0	0	0	0	0	0	0	мат
match	0	0	0	0	0	0	0	0	0	0	матч
matching	0	0	0	0	0	0	0	0	0	0	туры килү
matchmaker	0	1	0	0	0	0	0	0	0	0	матч ясаучы
mate	0	0	0	0	0	0	1	0	0	1	тормыш иптәше
material	0	0	0	0	0	0	0	0	0	0	материал
materialism	0	0	0	0	0	1	0	0	0	0	материализм
materialist	0	0	1	0	0	1	0	0	0	0	материалист
materialistic	0	0	0	0	0	0	0	0	0	0	материалистик
materiality	0	0	0	0	0	0	0	0	0	0	материализм
materialize	0	0	0	0	0	0	0	0	0	0	материализация
materially	0	0	0	0	0	0	0	0	0	0	матди яктан
materials	0	0	0	0	0	0	0	0	0	0	материаллар
materiel	0	0	0	0	0	0	0	0	0	0	материя
maternal	0	1	0	0	0	1	1	0	0	0	ана
maternity	0	0	0	0	0	0	0	0	0	0	ана
mathematical	0	0	0	0	0	0	0	0	0	1	математик
mathematician	0	0	0	0	0	0	0	0	0	0	математик
mathematics	0	0	0	0	0	0	0	0	0	0	математика
matriculation	0	0	0	0	0	0	0	0	0	0	матрикуляция
matrimony	0	1	0	0	1	0	1	0	0	1	никах
matrix	0	0	0	0	0	0	0	0	0	0	матрица
matron	0	0	0	0	0	0	1	0	0	1	матрон
matted	0	0	0	0	0	0	0	0	0	0	туры килгән
matter	0	0	0	0	0	0	0	0	0	0	материя
matting	0	0	0	0	0	0	0	0	0	0	кавышу
mattress	0	0	0	0	0	0	0	0	0	0	матрас
maturation	0	0	0	0	0	0	0	0	0	0	җитлеккәнлек
maturity	0	0	0	0	0	0	0	0	0	0	җитлеккәнлек
mausoleum	0	0	0	0	0	0	0	1	0	0	төрбә
mauve	0	0	0	0	0	0	0	0	0	0	mauve
maxim	0	0	0	0	0	0	0	0	0	1	максим
maximum	0	0	0	0	0	0	1	0	0	0	максимум
mayor	0	0	0	0	0	0	1	0	0	0	мэр
maze	0	0	0	0	0	0	0	0	0	0	лабиринт
mead	0	0	0	0	0	0	0	0	0	0	болын
meadow	0	0	0	0	0	0	1	0	0	0	болын
meal	0	0	0	0	0	0	0	0	0	0	ашау
meander	0	0	0	0	0	0	0	0	0	0	миандер
meandering	0	0	0	0	0	1	0	0	0	0	адашу
meaning	0	0	0	0	0	0	0	0	0	0	мәгънәсе
meaningless	0	0	0	0	0	1	0	1	0	0	мәгънәсез
means	0	0	0	0	0	0	0	0	0	0	дигән сүз
meantime	0	0	0	0	0	0	0	0	0	0	Шул арада
measles	0	0	1	1	0	1	0	1	0	0	кызамык
measurable	0	0	0	0	0	0	0	0	0	0	үлчәнә торган
measure	0	0	0	0	0	0	0	0	0	1	үлчәү
measured	0	0	0	0	0	0	1	0	0	1	үлчәнгән
measurement	0	0	0	0	0	0	0	0	0	0	үлчәү
measuring	0	0	0	0	0	0	0	0	0	0	үлчәү
meat	0	0	0	0	0	0	0	0	0	0	ит
mechanic	0	0	0	0	0	0	0	0	0	0	механизатор
mechanical	0	0	0	0	0	0	0	0	0	0	механик
mechanism	0	0	0	0	0	0	0	0	0	0	механизм
medal	0	1	0	0	1	0	1	0	1	1	медаль
medallion	0	0	0	0	0	0	0	0	0	0	медальон
medallist	0	0	0	0	0	0	0	0	0	0	медаль иясе
meddle	1	0	0	0	0	1	0	0	0	0	аралашу
meddling	0	0	0	0	0	0	0	0	0	0	аралашу
media	0	0	0	0	0	0	0	0	0	0	массакүләм мәгълүмат чаралары
medial	0	0	0	0	0	0	0	0	0	0	медаль
median	0	0	0	0	0	0	0	0	0	0	уртача
mediate	0	1	0	0	0	0	1	0	0	1	арадашчы
mediation	0	0	0	0	0	0	1	0	0	0	медиация
mediator	0	1	0	0	0	0	1	0	0	1	арадашчы
medical	0	1	0	1	0	0	1	0	0	1	медицина
medicinal	0	0	0	0	0	0	0	0	0	0	дару
medicine	0	0	0	0	0	0	0	0	0	0	медицина
medieval	0	0	0	0	0	0	0	0	0	0	урта гасыр
mediocre	0	0	0	0	0	1	0	0	0	0	урта
mediocrity	0	0	0	0	0	1	0	0	0	0	уртачалык
meditate	0	1	0	0	1	0	1	0	0	1	уйлану
meditation	0	0	0	0	0	0	0	0	0	0	уйлану
meditative	0	0	0	0	0	0	0	0	0	0	уйлану
mediterranean	0	0	0	0	0	0	1	0	0	0	Урта диңгез
medium	0	0	0	0	0	0	0	0	0	0	урта
medley	0	0	0	0	0	0	1	0	0	0	Медли
meek	0	0	0	0	0	0	0	1	0	0	юаш
meet	0	0	0	0	0	0	0	0	0	0	очрашу
meeting	0	0	0	0	0	0	0	0	0	0	очрашу
melancholic	0	0	0	0	0	1	0	1	0	0	меланхолик
melancholy	0	0	0	0	0	1	0	1	0	0	меланхолия
melee	0	0	0	1	0	1	0	0	0	0	милег
melodious	0	0	0	0	0	0	0	0	0	0	моңлы
melodrama	1	0	0	0	0	1	0	1	0	0	мелодрама
melodramatic	0	0	0	0	0	0	0	0	0	0	мелодраматик
melody	0	0	0	0	0	0	0	0	0	0	көй
melt	0	0	0	0	0	0	0	0	0	0	эретү
meltdown	0	0	0	0	0	1	0	1	0	0	эретү
melting	0	0	0	0	0	0	0	0	0	0	эрү
member	0	0	0	0	0	0	0	0	0	0	әгъзасы
membrane	0	0	0	0	0	0	0	0	0	0	мембрана
memento	0	0	0	0	0	0	1	0	0	0	истәлек
memo	0	0	0	0	0	0	0	0	0	0	истәлек
memoir	0	0	0	0	0	0	0	0	0	0	истәлек
memorabilia	0	0	0	0	0	0	0	0	0	0	истәлекләр
memorable	0	0	0	0	1	0	1	0	1	1	истә калырлык
memorandum	0	0	0	0	0	0	0	0	0	0	меморандум
memorial	0	0	0	0	0	0	0	0	0	0	мемориал
memorials	0	0	0	0	0	0	0	1	0	0	истәлекләр
memorize	0	0	0	0	0	0	0	0	0	0	ятлау
memory	0	0	0	0	0	0	0	0	0	0	хәтер
menace	1	0	0	1	0	1	0	0	0	0	куркыныч
menacing	1	0	0	1	0	1	0	0	0	0	куркыныч
menagerie	0	0	0	0	0	0	0	0	0	0	менгери
mend	0	0	0	0	0	0	0	0	0	0	төзәтү
mending	0	0	0	0	0	0	1	0	0	0	төзәтү
menial	0	0	0	0	0	1	0	0	0	0	мениаль
meniscus	0	0	0	0	0	0	0	0	0	0	менискус
menses	0	0	0	0	0	0	1	0	0	0	ирләр
menstrual	0	0	0	0	0	0	0	0	0	0	айлык
mental	0	0	0	0	0	0	0	0	0	0	психик
mention	0	0	0	0	0	0	0	0	0	0	искә алыгыз
mentor	0	0	0	0	0	0	1	0	0	1	остаз
menu	0	0	0	0	0	0	0	0	0	0	меню
meow	0	0	0	0	0	0	0	0	0	0	Мияу
mercantile	0	0	0	0	0	0	0	0	0	0	сәүдәгәр
mercenary	0	0	0	1	0	1	0	0	0	0	яллы
merchandise	0	0	0	0	0	0	0	0	0	0	товар
merchant	0	0	0	0	0	0	0	0	0	1	сәүдәгәр
merciful	0	0	0	0	0	0	1	0	0	0	шәфкатьле
merciless	0	0	0	1	0	1	0	0	0	0	рәхимсез
mercurial	0	0	0	0	0	0	0	0	0	0	меркуриаль
mercy	0	0	0	0	0	0	1	0	0	0	шәфкать
mere	0	0	0	0	0	0	0	0	0	0	гади
merge	0	1	0	0	0	0	1	0	0	0	кушылу
meridian	0	0	0	0	0	0	0	0	0	0	меридиан
meridional	0	0	0	0	0	0	0	0	0	0	меридиональ
merit	0	0	0	0	0	0	1	0	0	1	мактау
meritorious	0	0	0	0	1	0	1	0	0	1	мактаулы
mermaid	0	0	0	0	0	0	0	0	0	0	су суы
merriment	0	0	0	0	1	0	1	0	1	0	күңел ачу
merry	0	0	0	0	1	0	1	0	0	0	күңелле
mesa	0	0	0	0	0	0	0	0	0	0	меса
mesh	0	0	0	0	0	0	0	0	0	0	меш
meshes	0	0	0	0	0	0	0	0	0	0	мешлар
mesmerized	0	0	0	0	0	0	0	0	0	0	гаҗәпләнде
mess	0	0	1	0	0	1	0	0	0	0	тәртипсезлек
message	0	0	0	0	0	0	0	0	0	0	хәбәр
messenger	0	0	0	0	0	0	0	0	0	1	хәбәрче
messy	0	0	1	0	0	1	0	0	0	0	тәртипсез
metabolism	0	0	0	0	0	0	0	0	0	0	метаболизм
metal	0	0	0	0	0	0	0	0	0	0	металл
metallurgy	0	0	0	0	0	0	0	0	0	0	металлургия
metamorphosis	0	0	0	0	0	0	0	0	0	0	метаморфоз
metaphor	0	0	0	0	0	0	0	0	0	0	метафора
metaphorical	0	0	0	0	0	0	0	0	0	0	метафорик
metaphysical	0	0	0	0	0	0	0	0	0	0	метафизик
metaphysics	0	0	0	0	0	0	0	0	0	0	метафизика
metastasis	0	0	0	0	0	1	0	0	0	0	метастаз
meteor	0	0	0	0	0	0	0	0	0	0	метеор
meteoric	0	0	0	0	0	0	0	0	0	0	метеорик
meteorite	0	0	0	0	0	0	0	0	0	0	метеорит
meteorological	0	0	0	0	0	0	0	0	0	0	метеорология
meteorology	0	0	0	0	0	0	0	0	0	0	метеорология
meter	0	0	0	0	0	0	0	0	0	0	метр
methanol	0	0	0	0	0	1	0	0	0	0	метанол
method	0	0	0	0	0	0	0	0	0	0	ысулы
methodical	0	0	0	0	0	0	0	0	0	0	методик
meticulous	0	0	0	0	0	0	0	0	0	0	җентекләп
metric	0	0	0	0	0	0	0	0	0	0	метрика
metrical	0	0	0	0	0	0	0	0	0	0	метрик
metrology	0	0	0	0	0	0	0	0	0	0	метрология
metropolis	0	0	0	0	0	0	0	0	0	0	метрополис
metropolitan	0	0	0	0	0	0	1	0	0	0	митрополит
mettle	0	0	0	0	0	0	1	0	0	0	нечкә
mew	0	0	0	0	0	0	0	0	0	0	mew
mica	0	0	0	0	0	0	0	0	0	0	мика
mick	0	0	0	0	0	0	0	0	0	0	мик
microbe	0	0	0	0	0	0	0	0	0	0	микроб
microbiology	0	0	0	0	0	0	0	0	0	0	микробиология
microcosm	0	0	0	0	0	0	0	0	0	0	микрокосм
microgram	0	0	0	0	0	0	0	0	0	0	микрограмма
micrometer	0	0	0	0	0	0	0	0	0	0	микрометр
micron	0	0	0	0	0	0	0	0	0	0	микрон
microphone	0	0	0	0	0	0	0	0	0	0	микрофон
microscope	0	0	0	0	0	0	0	0	0	1	микроскоп
microscopic	0	0	0	0	0	0	0	0	0	0	микроскопик
microscopically	0	0	0	0	0	0	0	0	0	0	микроскопик
microscopy	0	0	0	0	0	0	1	0	0	0	микроскопия
mid	0	0	0	0	0	0	0	0	0	0	уртасы
midday	0	0	0	0	0	0	0	0	0	0	көндез
middle	0	0	0	0	0	0	0	0	0	0	урта
middleman	0	0	0	0	0	0	0	0	0	0	арадашчы
midland	0	0	0	0	0	0	0	0	0	0	Мидленд
midnight	0	0	0	0	0	0	0	0	0	0	төн уртасы
midst	0	0	0	0	0	0	0	0	0	0	арасында
midsummer	0	0	0	0	0	0	0	0	0	0	уртача
midway	0	0	0	0	0	0	0	0	0	0	уртада
midwife	0	1	0	0	1	1	1	0	0	1	акушер
midwifery	0	0	0	0	0	0	1	0	0	0	акушерлык
mien	0	0	0	0	0	0	0	0	0	0	миен
mighty	1	0	0	1	1	0	1	0	0	1	көчле
migrate	0	0	0	0	0	0	0	0	0	0	күченү
migration	0	0	0	0	0	0	0	0	0	0	миграция
migratory	0	0	0	0	0	0	0	0	0	0	күченү
mike	0	0	0	0	0	0	0	0	0	0	Майк
mildew	0	0	1	0	0	1	0	0	0	0	пычрак
mile	0	0	0	0	0	0	0	0	0	0	миль
mileage	0	0	0	0	0	0	0	0	0	0	километр
milestone	0	0	0	0	0	0	0	0	0	0	мөһим вакыйга
militant	0	0	0	0	0	0	0	0	0	0	сугышчы
military	0	0	0	1	0	0	0	0	0	0	хәрби
militia	1	0	0	1	0	1	0	1	0	0	милиция
milk	0	0	0	0	0	0	0	0	0	0	саварга
milky	0	0	0	0	0	0	0	0	0	0	сөтле
mill	0	1	0	0	0	0	0	0	0	0	тегермән
millennium	0	0	0	0	0	0	0	0	0	0	меңьеллык
milligram	0	0	0	0	0	0	0	0	0	0	миллиграм
millimeter	0	0	0	0	0	0	0	0	0	0	миллиметр
million	0	0	0	0	0	0	0	0	0	0	миллион
millionaire	0	0	0	0	0	0	0	0	0	0	миллионер
mime	0	0	0	0	0	0	1	0	0	0	мим
mimic	0	0	0	0	0	0	0	0	0	0	охшату
mimicking	0	0	0	0	0	0	0	0	0	0	охшату
mimicry	0	0	0	0	0	1	0	0	1	0	охшату
mind	0	0	0	0	0	0	0	0	0	0	акыл
minded	0	0	0	0	0	0	0	0	0	0	фикерле
mindful	0	0	0	0	0	0	1	0	0	0	акыллы
mindfulness	0	0	0	0	0	0	1	0	0	0	уйлау
mine	0	0	0	0	0	0	0	0	0	0	минеке
miner	0	0	0	0	0	0	0	0	0	0	шахтер
mineral	0	0	0	0	0	0	0	0	0	0	минерал
mineralogy	0	0	0	0	0	0	0	0	0	0	минералогия
mingle	0	0	0	0	0	0	0	0	0	0	аралашу
mingled	0	0	0	0	0	0	0	0	0	0	кушылган
miniature	0	0	0	0	0	0	0	0	0	0	миниатюр
minibus	0	0	0	0	0	0	0	0	0	0	микроавтобус
minim	0	0	0	0	0	0	0	0	0	0	миним
minimize	0	0	0	0	0	1	0	0	0	0	минимум
minimum	0	0	0	0	0	1	0	0	0	0	минимум
minister	0	0	0	0	0	0	0	0	0	0	Министр
ministerial	0	0	0	0	0	0	0	0	0	0	Министр
ministry	0	0	0	0	1	0	1	0	0	1	Министрлык
minivan	0	0	0	0	0	0	0	0	0	0	микроавтобус
