English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Hausa Word
hazy	0	0	0	0	0	0	0	0	0	0	m
head	0	0	0	0	0	0	0	0	0	0	kai
headache	0	0	0	0	0	1	0	0	0	0	ciwon kai
headdress	0	0	0	0	0	0	0	0	0	0	rigar kai
header	0	0	0	0	0	0	0	0	0	0	kai
headgear	0	0	0	0	0	0	0	0	0	0	rigar kai
heading	0	0	0	0	0	0	0	0	0	0	tafiya
headland	0	0	0	0	0	0	0	0	0	0	shugaban kasa
headlight	0	1	0	0	0	0	0	0	0	0	fitilar mota
headline	0	0	0	0	0	0	0	0	0	0	kanun labarai
headlong	0	0	0	0	0	0	0	0	0	0	kai tsaye
headquarters	0	0	0	0	0	0	0	0	0	0	hedkwatar
headstone	0	0	0	0	0	0	0	0	0	0	babban dutse
headway	0	0	0	0	0	0	1	0	0	0	kan hanya
heady	0	0	0	0	0	1	0	0	0	0	kan kai
heal	0	0	0	0	1	0	1	0	0	1	waraka
healing	0	1	0	0	1	0	1	0	0	1	waraka
health	0	0	0	0	0	0	0	0	0	0	lafiya
healthful	0	0	0	0	1	0	1	0	0	0	lafiya
healthy	0	0	0	0	0	0	1	0	0	0	lafiya
heap	0	0	0	0	0	0	0	0	0	0	tsiri
hear	0	0	0	0	0	0	0	0	0	0	ji
hearer	0	0	0	0	0	0	0	0	0	0	mai ji
hearing	0	0	0	1	0	1	0	0	0	0	ji
hearsay	0	0	0	0	0	1	0	0	0	0	jin labari
hearse	0	0	0	1	0	1	0	1	0	0	ji
heart	0	0	0	0	0	0	0	0	0	0	zuciya
heartache	0	0	0	0	0	1	0	1	0	0	ciwon zuciya
heartburn	0	0	0	0	0	1	0	0	0	0	ƙwannafi
heartfelt	0	0	0	0	1	0	1	1	0	1	zuciya
hearth	0	0	0	0	0	0	1	0	0	0	zuciya
heartily	0	0	0	0	1	0	1	0	0	0	da zuciya ɗaya
heartless	0	0	0	0	0	1	0	1	0	0	marar zuciya
hearts	0	0	0	0	0	0	0	0	0	0	zukata
heartworm	0	0	1	0	0	0	0	0	0	0	ciwon zuciya
heat	0	0	0	0	0	0	0	0	0	0	zafi
heated	0	0	0	0	0	0	0	0	0	0	mai zafi
heater	0	0	0	0	0	0	0	0	0	0	hita
heath	0	0	0	0	0	0	0	0	0	0	zafi
heathen	0	0	0	1	0	1	0	0	0	0	arna
heather	0	0	0	0	0	0	0	0	0	0	zafi
heating	0	0	0	0	0	0	0	0	0	0	dumama
heave	0	0	0	0	0	0	0	0	0	0	tashi
heavenly	0	1	0	0	1	0	1	0	0	1	na sama
heavens	0	0	0	0	1	0	1	0	0	1	sammai
heavily	0	0	0	0	0	1	0	0	0	0	da yawa
heaviness	0	0	0	0	0	0	0	0	0	0	nauyi
heaving	0	0	0	0	0	0	0	0	0	0	hawa hawa
hectares	0	0	0	0	0	0	0	0	0	0	kadada
hectic	0	0	0	0	0	0	0	0	0	0	m
hedge	0	0	0	0	0	0	0	0	0	0	shinge
hedgehog	0	0	0	0	0	0	0	0	0	0	bushiya
hedonism	0	0	0	0	1	1	1	0	0	0	hedonism
heed	0	0	0	0	0	0	0	0	0	0	ku kula
heel	0	0	0	0	0	1	0	0	0	0	diddige
heels	0	0	0	0	0	0	0	0	0	0	sheqa
heft	0	1	0	1	0	0	1	0	0	0	girma
hegemonic	0	0	0	0	0	0	0	0	0	0	hegemonic
heifer	0	0	0	0	0	0	0	0	0	0	karsana
height	0	0	0	0	0	0	0	0	0	0	tsawo
heighten	0	0	0	1	0	1	0	0	0	0	girma
heinous	0	0	0	0	0	1	0	0	0	0	m
heir	0	0	0	0	0	0	0	0	0	0	magaji
heiress	0	0	0	0	0	0	0	0	0	0	magajiya
heirloom	0	0	0	0	0	0	0	0	0	0	gadon sarauta
heirs	0	0	0	0	0	0	0	0	0	0	magada
helical	0	0	0	0	0	0	0	0	0	0	helical
helix	0	0	0	0	0	0	0	0	0	0	helix
hell	1	0	1	1	0	1	0	1	0	0	jahannama
hellish	1	0	1	1	0	1	0	1	0	0	jahannama
helm	0	0	0	0	0	0	0	0	0	0	kwalkwali
helmet	0	0	0	1	0	0	1	0	0	0	kwalkwali
helper	0	0	0	0	0	0	1	0	0	1	mataimaki
helpful	0	0	0	0	1	0	1	0	0	1	taimako
helpless	0	0	0	1	0	1	0	1	0	0	m
helplessness	0	0	0	1	0	1	0	1	0	0	rashin taimako
hem	0	0	0	0	0	0	0	0	0	0	hem
hematite	0	0	0	0	0	0	0	0	0	0	hematite
hemi	0	0	0	0	0	0	0	0	0	0	hemi
hemisphere	0	0	0	0	0	0	0	0	0	0	hemispheres
hemispheric	0	0	0	0	0	0	0	0	0	0	hemispheric
hemlock	0	0	0	0	0	0	0	0	0	0	hammata
hemorrhage	0	0	1	1	0	1	0	1	0	0	zubar jini
hemorrhoids	0	0	0	0	0	1	0	0	0	0	basur
hemp	0	0	0	0	0	0	0	0	0	0	hemp
hen	0	0	0	0	0	0	0	0	0	0	kaza
henceforth	0	0	0	0	0	0	0	0	0	0	daga yanzu
herald	0	0	0	0	0	0	0	0	0	0	mai shela
heraldry	0	0	0	0	0	0	0	0	0	0	heraldry
herb	0	0	0	0	0	0	0	0	0	0	ganye
herbaceous	0	0	0	0	0	0	0	0	0	0	ciyawa
herbal	0	0	0	0	0	0	1	0	0	0	na ganye
herbarium	0	0	0	0	0	0	0	0	0	0	herbarium
herd	0	0	0	0	0	0	0	0	0	0	garken
hereditary	0	0	0	0	0	0	0	0	0	0	na gado
heredity	0	0	0	0	0	0	0	0	0	0	gado
heresy	0	0	0	0	0	1	0	0	0	0	bidi'a
heretic	0	0	1	0	0	1	0	0	0	0	bidi'a
heretical	0	0	0	0	0	0	0	0	0	0	bidi'a
heretofore	0	0	0	0	0	0	0	0	0	0	a baya
hereunto	0	0	0	0	0	0	0	0	0	0	a nan
herewith	0	0	0	0	0	0	0	0	0	0	da nan
heritage	0	0	0	0	0	0	0	0	0	1	gado
hermaphrodite	0	0	0	0	0	1	0	0	1	0	hermaphrodite
hermeneutics	0	0	0	0	0	0	0	0	0	0	ilmin fassara
hermit	0	0	0	0	0	0	0	1	0	1	uwar garke
hernia	0	0	0	0	0	0	0	0	0	0	hernia
hero	0	1	0	0	1	0	1	0	1	1	jarumi
heroic	0	0	0	0	1	0	1	0	1	1	jarumtaka
heroics	0	0	0	0	0	0	1	0	0	0	jarumai
heroin	0	0	0	0	0	1	0	0	0	0	heroin
heroine	0	0	0	0	0	0	1	0	0	1	jaruma
heroism	0	1	0	0	1	0	1	0	1	1	jarumtaka
herpes	0	0	1	0	0	1	0	0	0	0	herpes
herpesvirus	0	0	1	0	0	1	0	0	0	0	herpesvirus
hesitating	0	0	0	0	0	0	0	0	0	0	jinkiri
hesitation	0	0	0	1	0	1	0	0	0	0	shakka
heterogeneity	0	0	0	0	0	0	0	0	0	0	iri-iri
hew	0	0	0	0	0	0	0	0	0	0	jaro
hexagon	0	0	0	0	0	0	0	0	0	0	hexagon
heyday	0	1	0	0	1	0	1	0	0	1	sannu
hiatus	0	0	0	0	0	0	0	0	0	0	hiatus
hibernate	0	0	0	0	0	0	0	0	0	0	hibernate
hibernation	0	0	0	0	0	0	0	0	0	0	hibernation
hiccup	0	0	0	0	0	0	0	0	0	0	tashin hankali
hidden	0	0	0	0	0	1	0	0	0	0	boye
hide	0	0	0	1	0	0	0	0	0	0	boye
hideous	0	0	1	1	0	1	0	1	0	0	m
hiding	0	0	0	1	0	0	0	0	0	0	boyewa
hierarchical	0	0	0	0	0	0	0	0	0	0	matsayi
high	0	0	0	0	0	0	0	0	0	0	babba
higher	0	0	0	0	0	0	0	0	0	0	mafi girma
highest	0	1	0	1	1	1	1	0	1	0	mafi girma
highland	0	0	0	0	0	0	0	0	0	0	highland
highlands	0	0	0	0	0	0	0	0	0	0	tsaunuka
hight	0	0	0	0	0	0	0	0	0	0	hight
highway	0	0	0	0	0	0	0	0	0	0	babbar hanya
hiker	0	0	0	0	0	0	0	0	0	0	mai tafiya
hilarious	0	0	0	0	1	0	1	0	1	0	m
hilarity	0	0	0	0	1	0	1	0	0	0	hilarity
hill	0	0	0	0	0	0	0	0	0	0	tudu
hilly	0	0	0	0	0	0	0	0	0	0	tudu
hilt	0	0	0	0	0	0	0	0	0	0	huta
hind	0	0	0	0	0	0	0	0	0	0	hinda
hindering	0	0	0	0	0	1	0	1	0	0	hanawa
hindrance	0	0	0	0	0	1	0	0	0	0	cikas
hinge	0	0	0	0	0	0	0	0	0	0	hinge
hint	0	0	0	0	0	0	0	0	0	0	ambato
hinterland	0	0	0	0	0	0	0	0	0	0	qasar qasa
hip	0	0	0	0	0	0	0	0	0	0	hip
hippie	0	0	0	0	0	1	0	0	0	0	hippie
hire	0	1	0	0	1	0	1	0	0	1	haya
hirsute	0	0	0	0	0	0	0	0	0	0	hirsute
hiss	1	0	0	1	0	1	0	0	0	0	hissa
hissing	0	0	0	0	0	1	0	0	0	0	hushi
histology	0	0	0	0	0	0	0	0	0	0	histology
historian	0	0	0	0	0	0	0	0	0	0	masanin tarihi
historic	0	0	0	0	0	0	0	0	0	0	tarihi
historiography	0	0	0	0	0	0	0	0	0	0	tarihin tarihi
history	0	0	0	0	0	0	0	0	0	0	tarihi
hit	1	0	0	0	0	1	0	0	0	0	buga
hitherto	0	0	0	0	0	1	0	0	0	0	har yanzu
hive	0	0	0	0	0	1	0	0	0	0	amya
hoard	0	0	0	0	0	0	0	0	0	0	tara
hoarse	0	0	0	0	0	1	0	0	0	0	m
hoary	0	0	0	0	0	1	0	1	0	0	haurayi
hoax	1	0	1	0	0	1	0	1	1	0	yaudara
hob	0	0	0	0	0	0	0	0	0	0	hob
hobby	0	0	0	0	1	0	1	0	0	0	sha'awa
hobo	0	0	0	0	0	1	0	1	0	0	hobo
hockey	0	0	0	0	0	0	0	0	0	0	hockey
hoe	0	0	0	0	0	0	0	0	0	0	fartanya
hog	0	0	1	0	0	1	0	0	0	0	alade
hoist	0	0	0	0	0	0	0	0	0	0	tashin hankali
hold	0	0	0	0	0	0	0	0	0	0	rike
holder	0	0	0	0	0	0	0	0	0	0	mariƙin
holding	0	0	0	0	0	0	0	0	0	0	rike
hole	0	0	0	0	0	0	0	0	0	0	rami
holiday	0	1	0	0	1	0	1	0	0	0	biki
holiness	0	1	0	1	1	0	1	0	1	1	tsarki
hollow	0	0	0	0	0	1	0	1	0	0	m
holocaust	1	0	1	1	0	1	0	1	0	0	Holocaust
holy	0	0	0	0	0	0	1	0	0	0	mai tsarki
homage	0	0	0	0	0	0	1	0	0	0	girmamawa
homeless	1	1	1	1	0	1	0	1	0	0	marasa gida
homeopathic	0	0	0	0	0	0	0	0	0	0	homeopathic
homeopathy	0	0	0	0	0	0	0	0	0	0	homeopathy
homesick	0	0	0	0	0	1	0	1	0	0	rashin gida
homestead	0	0	0	0	0	0	0	0	0	0	gidan gida
homework	0	0	0	1	0	0	0	0	0	0	aikin gida
homicidal	1	0	0	1	0	1	0	0	0	0	kisan kai
homicide	1	0	1	1	0	1	0	1	0	0	kisan kai
homily	0	0	0	0	0	0	0	0	0	0	homily
homogeneity	0	0	0	0	0	0	0	0	0	0	homogenity
homogeneous	0	0	0	0	0	0	0	0	0	0	m
homologous	0	0	0	0	0	0	0	0	0	0	m
homologue	0	0	0	0	0	0	0	0	0	0	ɗan luwaɗi
homology	0	0	0	0	0	0	1	0	0	0	homology
hone	0	0	0	0	0	0	0	0	0	0	kyau
honest	1	0	1	1	1	0	1	1	0	1	gaskiya
honesty	0	0	0	0	0	0	1	0	0	1	gaskiya
honey	0	0	0	0	0	0	1	0	0	0	zuma
honeycomb	0	0	0	0	0	0	0	0	0	0	zumar zuma
honeymoon	0	1	0	0	1	0	1	0	1	1	gudun amarci
honeysuckle	0	0	0	0	0	0	0	0	0	0	honeysuckle
honor	0	0	0	0	0	0	1	0	0	1	girmamawa
honorable	0	0	0	0	0	0	1	0	0	1	mai daraja
honorarium	0	0	0	0	0	0	0	0	0	0	girmamawa
hood	1	0	1	1	0	1	0	0	0	0	kaho
hooded	0	0	0	1	0	0	0	0	0	0	kaho
hoof	0	0	0	0	0	0	0	0	0	0	kofato
hook	0	0	0	0	0	0	0	0	0	0	ƙugiya
hooked	0	0	0	0	0	1	0	0	0	0	kamu
hooker	0	0	0	0	0	0	0	0	0	0	dan iska
hoop	0	0	0	0	0	0	0	0	0	0	hufa
hoot	1	0	1	0	0	1	0	0	0	0	huta
hop	0	0	0	0	0	0	0	0	0	0	hop
hope	0	1	0	0	1	0	1	0	1	1	fata
hopeful	0	1	0	0	1	0	1	0	1	1	m
hopeless	0	0	0	1	0	1	0	1	0	0	rashin bege
hopelessness	1	0	1	1	0	1	0	1	0	0	rashin bege
hopes	0	0	0	0	0	0	0	0	0	0	fatan
hoping	0	0	0	0	0	0	0	0	0	0	fatan
hopper	0	0	0	0	0	0	0	0	0	0	hopper
horde	0	0	0	0	0	1	0	0	1	0	horde
horizon	0	1	0	0	0	0	1	0	0	0	sararin sama
horizontal	0	0	0	0	0	0	0	0	0	0	a kwance
horizontally	0	0	0	0	0	0	0	0	0	0	a kwance
horn	0	0	0	0	0	0	0	0	0	0	kaho
hornet	0	0	0	0	0	0	0	0	0	0	kaho
horny	0	0	0	0	0	0	0	0	0	0	m
horoscope	0	1	0	0	0	0	0	0	0	0	horoscope
horrible	1	0	1	1	0	1	0	0	0	0	m
horribly	0	0	0	0	0	1	0	0	0	0	mai ban tsoro
horrid	1	0	1	1	0	1	0	1	0	0	tsoro
horrific	1	0	1	1	0	1	0	1	0	0	m
horrified	0	0	0	1	0	1	0	0	0	0	firgita
horrifying	0	0	1	1	0	1	0	1	0	0	mai ban tsoro
horror	1	0	1	1	0	1	0	1	1	0	tsoro
horrors	0	0	0	1	0	1	0	1	0	0	ban tsoro
horse	0	0	0	0	0	0	0	0	0	1	doki
horseman	0	0	0	0	0	0	0	0	0	0	mahayin doki
horseshoe	0	0	0	0	0	0	0	0	0	0	takalmin doki
horticultural	0	0	0	0	0	0	0	0	0	0	kayan lambu
horticulture	0	0	0	0	0	0	0	0	0	0	noman noma
hose	0	0	0	0	0	0	0	0	0	0	tiyo
hosiery	0	0	0	0	0	0	0	0	0	0	hosiery
hospice	0	0	0	0	0	0	0	1	0	0	asibiti
hospital	0	0	0	1	0	0	0	1	0	1	asibiti
hospitality	0	0	0	0	0	0	1	0	0	0	karimci
hostage	1	0	0	1	0	1	0	0	0	0	garkuwa
hostel	0	0	0	0	0	0	0	0	0	0	masauki
hostile	1	0	1	1	0	1	0	0	0	0	m
hostilities	1	0	0	1	0	1	0	0	0	0	tashin hankali
hostility	1	0	1	0	0	1	0	0	0	0	adawa
hot	1	0	0	0	0	0	0	0	0	0	zafi
hotbed	0	0	0	0	0	0	0	0	0	0	zafi
hotel	0	0	0	0	0	0	0	0	0	0	otal
hour	0	0	0	0	0	0	0	0	0	0	awa
hourglass	0	0	0	0	0	0	0	0	0	0	gilashin awa
hourly	0	0	0	0	0	0	0	0	0	0	awa daya
house	0	0	0	0	0	0	0	0	0	0	gida
household	0	0	0	0	0	0	1	0	0	0	gida
householder	0	0	0	0	0	0	0	0	0	0	mai gida
housekeeper	0	0	0	0	0	0	0	0	0	0	mai aikin gida
housekeeping	0	0	0	0	0	0	1	0	0	0	aikin gida
housewife	0	0	0	0	0	0	0	0	0	0	uwar gida
housing	0	0	0	0	0	0	0	0	0	0	gidaje
hovercraft	0	0	0	0	0	0	0	0	0	0	hovercraft
howl	1	0	1	1	0	1	0	1	1	0	kuka
howsoever	0	0	0	0	0	0	0	0	0	0	duk da haka
hoy	0	0	0	0	0	0	0	0	0	0	ku
hub	0	0	0	0	0	0	0	0	0	0	hubba
huddle	0	0	0	0	0	0	0	0	0	0	runguma
hue	0	0	0	0	0	0	0	0	0	0	launi
huff	1	0	1	0	0	1	0	0	0	0	huff
hug	0	0	0	0	1	0	1	0	0	1	runguma
huge	0	0	0	0	0	0	0	0	0	0	babba
hulk	0	0	1	0	0	0	0	0	0	0	huk
hull	0	0	0	0	0	0	0	0	0	0	runguma
hum	0	0	0	0	0	0	0	0	0	0	hum
human	0	0	0	0	0	0	0	0	0	0	mutum
humane	0	0	0	0	0	0	1	0	0	0	ɗan adam
humanitarian	0	1	0	0	1	0	1	0	1	1	jin kai
humanities	0	0	0	0	0	0	0	0	0	0	bil'adama
humanity	0	0	0	0	1	0	1	0	0	1	ɗan adam
humble	0	0	1	0	0	1	1	1	0	0	tawali'u
humbled	0	0	0	0	0	0	1	1	0	0	kaskantar da kai
humbly	0	0	0	0	0	0	1	0	0	0	cikin tawali'u
humbug	1	0	1	0	0	1	0	1	0	0	humbug
humid	0	0	0	0	0	0	0	0	0	0	m
humidity	0	0	0	0	0	0	0	0	0	0	zafi
humiliate	1	0	0	0	0	1	0	1	0	0	wulakantacce
humiliating	0	0	1	0	0	1	0	0	0	0	wulakanci
humiliation	0	0	1	0	0	1	0	1	0	0	wulakanci
humility	0	0	0	0	0	0	1	0	0	1	tawali'u
hummer	0	0	0	0	0	0	0	0	0	0	humaira
hummingbird	0	0	0	0	0	0	0	0	0	0	hummingbird
humongous	0	0	0	0	0	0	0	0	0	0	humongous
humorist	0	0	0	0	0	0	1	0	0	0	mai ban dariya
humorous	0	0	0	0	1	0	1	0	0	0	m
hump	0	0	0	0	0	0	0	0	0	0	hump
hunch	0	0	0	0	0	1	0	0	0	0	huci
hundred	0	0	0	0	0	0	0	0	0	0	dari
hundredth	0	0	0	0	0	0	0	0	0	0	dari
hunger	0	0	0	0	0	0	0	0	0	0	yunwa
hungry	0	1	0	0	0	1	0	0	0	0	yunwa
hunk	0	0	0	0	0	0	0	0	0	0	huk
hunks	0	0	0	0	0	0	0	0	0	0	hunks
hunt	0	0	0	0	0	0	0	0	0	0	farauta
hunter	0	1	0	1	0	1	0	1	0	0	mafarauci
hunting	1	1	0	1	0	1	0	0	0	0	farauta
hurl	0	0	0	0	0	0	0	0	0	0	jifa
hurrah	0	0	0	0	1	0	1	0	0	0	gagara
hurricane	0	0	0	1	0	1	0	0	0	0	guguwa
hurried	0	1	0	0	0	1	0	0	0	0	sauri
hurry	0	1	0	0	0	0	0	0	0	0	sauri
hurt	1	0	0	1	0	1	0	1	0	0	ciwo
hurtful	1	0	1	1	0	1	0	1	0	0	m
hurting	1	0	0	1	0	1	0	1	0	0	ciwo
husbandry	0	0	0	0	0	0	1	0	0	1	kiwo
hush	0	0	0	0	0	0	1	0	0	0	shiru
hushed	0	0	0	0	0	0	0	0	0	0	shiru
husk	0	0	0	0	0	0	0	0	0	0	husk
husky	0	0	0	0	0	0	0	0	0	0	husky
hustle	0	0	0	0	0	0	0	0	0	0	yi sauri
hustler	0	0	0	0	0	1	0	0	0	0	hustler
hut	0	0	0	0	0	0	1	1	0	0	bukka
hutch	0	0	0	0	0	0	0	0	0	0	bukka
hyacinth	0	0	0	0	0	0	0	0	0	0	hyacinth
hybrid	0	0	0	0	0	0	0	0	0	0	matasan
hydra	0	0	0	1	0	1	0	0	0	0	hydar
hydraulics	0	0	0	0	0	0	0	0	0	0	na'ura mai aiki da karfin ruwa
hydrocephalus	0	0	1	1	0	1	0	1	0	0	hydrocephalus
hydrodynamics	0	0	0	0	0	0	0	0	0	0	hydrodynamics
hydrogen	0	0	0	0	0	0	0	0	0	0	hydrogen
hydrographic	0	0	0	0	0	0	0	0	0	0	hydrographic
hydrology	0	0	0	0	0	0	0	0	0	0	ilimin ruwa
hygiene	0	0	0	0	0	0	0	0	0	0	tsafta
hygienic	0	0	0	0	0	0	1	0	0	0	mai tsafta
hymn	0	1	0	0	1	0	1	1	0	1	yabo
hype	0	1	0	0	0	1	0	0	0	0	zato
hyperbole	0	0	0	0	0	1	0	0	0	0	hyperbole
hypertrophy	0	0	1	1	0	0	0	0	1	0	hypertrophy
hyphen	0	0	0	0	0	0	0	0	0	0	jaki
hypnotic	0	0	0	0	0	0	0	0	0	0	hypnotic
hypnotized	0	0	0	0	0	0	0	0	0	0	hypnotized
hypocrisy	0	0	0	0	0	1	0	0	0	0	munafunci
hypocrite	0	0	1	0	0	1	0	0	0	0	munafuki
hypocritical	0	0	1	0	0	1	0	0	0	0	munafunci
hypothesis	0	1	0	0	0	0	0	0	1	0	hasashe
hypothetical	0	0	0	0	0	0	0	0	0	0	hasashe
hysteria	0	0	0	1	0	1	0	0	0	0	hysteria
hysterical	1	0	0	1	0	1	0	0	0	0	na haila
ice	0	0	0	0	0	0	0	0	0	0	kankara
iceberg	0	0	0	0	0	0	0	0	0	0	kankara
icon	0	0	0	0	0	0	0	0	0	0	ikon
iconic	0	0	0	0	0	0	0	0	0	0	wurin hutawa
iconography	0	0	0	0	0	0	0	0	0	0	iconography
icy	0	0	0	0	0	0	0	0	0	0	kankara
idea	0	0	0	0	0	0	0	0	0	0	ra'ayi
idealism	0	0	0	0	0	0	1	0	0	0	manufa
idealist	0	0	0	0	0	0	0	0	0	0	manufa
identical	0	0	0	0	0	0	0	0	0	0	m
identically	0	0	0	0	0	0	0	0	0	0	kama
identification	0	0	0	0	0	0	0	0	0	0	ganewa
identify	0	0	0	0	0	0	0	0	0	0	gane
identity	0	0	0	0	0	0	0	0	0	0	ainihi
ideology	0	0	0	0	0	0	0	0	0	0	akida
idiocy	1	0	1	0	0	1	0	1	0	0	rashin hankali
idiom	0	0	0	0	0	0	0	0	0	0	magana
idiomatic	0	0	0	0	0	0	0	0	0	0	idiomatic
idiot	0	0	1	0	0	1	0	0	0	0	wawa
idiotic	1	0	1	0	0	1	0	0	0	0	wawa
idle	0	0	0	0	0	0	0	0	0	0	zaman banza
idleness	0	0	0	0	0	0	0	0	0	0	zaman banza
idler	0	0	0	0	0	1	0	0	0	0	banza
idol	0	0	0	0	0	0	1	0	0	0	tsafi
idolatry	0	0	1	1	0	1	0	0	0	0	bautar gumaka
igloo	0	0	0	0	0	0	0	0	0	0	igloo
igneous	0	0	0	0	0	0	0	0	0	0	m
ignite	0	0	0	0	0	0	0	0	0	0	kunna wuta
ignition	0	0	0	0	0	0	0	0	0	0	kunna wuta
ignorance	0	0	0	0	0	1	0	0	0	0	jahilci
ignorant	0	0	1	0	0	1	0	0	0	0	jahilai
ignore	0	0	0	0	0	1	0	0	0	0	watsi
ilk	0	0	0	0	0	0	0	0	0	0	kama
ill	1	0	1	1	0	1	0	1	0	0	rashin lafiya
illegal	1	0	1	1	0	1	0	1	0	0	haramun ne
illegality	1	0	1	1	0	1	0	0	0	0	haramun
illegally	0	0	0	0	0	0	0	0	0	0	ba bisa ka'ida ba
illegible	0	0	0	0	0	1	0	0	0	0	m
illegitimate	1	0	1	1	0	1	0	1	1	0	shege
illicit	1	0	1	1	0	1	0	0	0	0	haram
illiterate	0	0	1	0	0	1	0	0	0	0	m
illness	0	0	0	1	0	1	0	1	0	0	rashin lafiya
illogical	0	0	0	0	0	1	0	0	0	0	rashin ma'ana
illuminate	0	1	0	0	1	0	1	0	1	0	haskakawa
illumination	0	0	0	0	1	0	1	0	1	1	haskakawa
illuminator	0	0	0	0	0	0	0	0	0	0	mai haskakawa
illusion	0	0	0	0	0	1	0	0	1	0	rudu
illustrate	0	0	0	0	0	0	1	0	0	0	kwatanta
illustration	0	0	0	0	0	0	0	0	0	0	misali
illustrative	0	0	0	0	0	0	0	0	0	0	m
illustrious	0	0	0	0	0	0	1	0	0	0	m
image	0	0	0	0	0	0	0	0	0	0	hoto
imagery	0	0	0	0	0	0	0	0	0	0	hoto
imaginary	0	0	0	0	0	0	0	0	0	0	na tunanin
imagination	0	0	0	0	0	0	0	0	0	0	tunani
imaginative	0	0	0	0	0	0	1	0	0	0	m
imagine	0	0	0	0	0	0	0	0	0	0	tunanin
imagined	0	0	0	0	0	0	0	0	0	0	tunanin
imagining	0	0	0	0	0	0	0	0	0	0	tunanin
imam	0	0	0	0	0	0	0	0	0	0	imam
imbedded	0	0	0	0	0	0	0	0	0	0	imbedded
imitate	0	0	0	0	0	0	0	0	0	0	koyi
imitated	0	0	0	0	0	1	0	0	0	0	koyi
imitation	0	0	0	0	0	1	0	0	0	0	kwaikwayo
immaculate	0	0	0	0	1	0	1	0	0	1	m
immaterial	0	0	0	0	0	0	0	0	0	0	m
immature	0	1	0	0	0	1	0	0	0	0	rashin balaga
immaturity	1	1	0	0	0	1	0	0	0	0	rashin balaga
immeasurable	0	0	0	0	0	0	0	0	0	0	m
immeasurably	0	0	0	0	0	0	0	0	0	0	m
immediacy	0	0	0	0	0	0	0	0	1	0	gaggawa
immediately	0	1	0	0	0	1	1	0	0	0	nan da nan
immemorial	0	0	0	0	0	0	0	0	0	0	na tarihi
immense	0	0	0	0	0	0	1	0	0	0	m
immerse	0	1	0	1	1	0	1	0	1	1	nutsewa
immersion	0	0	0	0	0	0	0	0	0	0	nutsewa
immigrant	0	0	0	1	0	0	0	0	0	0	bakin haure
immigration	0	0	0	0	0	0	0	0	0	0	shige da fice
imminent	0	1	0	1	0	0	0	0	0	0	m
immoral	1	0	1	1	0	1	0	1	0	0	m
immorality	1	0	1	0	0	1	0	0	0	0	lalata
immortal	0	0	0	0	0	0	1	0	0	0	m
immortality	0	1	0	0	0	0	0	0	0	0	rashin mutuwa
immovable	0	0	0	0	0	1	1	0	0	1	m
immune	0	0	0	0	0	0	0	0	0	0	rigakafi
immunity	0	0	0	0	0	0	0	0	0	0	rigakafi
immunization	0	0	0	0	0	0	0	0	0	1	rigakafi
immutable	0	0	0	0	0	0	0	0	0	0	m
imp	0	0	0	0	0	0	0	0	0	0	imp
impact	0	0	0	0	0	0	0	0	0	0	tasiri
impair	0	0	0	0	0	1	0	0	0	0	raunana
impairment	0	0	0	0	0	1	0	0	0	0	nakasa
impart	0	0	0	0	0	0	1	0	0	1	ba da
impartial	0	0	0	0	0	0	1	0	0	1	rashin son kai
impartiality	0	0	0	0	0	0	1	0	0	1	rashin son kai
impassable	0	0	0	0	0	1	0	0	0	0	m
impassioned	0	0	0	0	0	0	0	0	0	0	m
impatience	0	0	0	0	0	1	0	0	0	0	rashin hakuri
impatient	0	1	0	0	0	1	0	0	0	0	rashin hakuri
impeach	0	0	1	1	0	1	0	0	0	0	tsigewa
impeachment	0	0	0	0	0	1	0	0	0	0	tsigewa
impeccable	0	0	0	0	0	0	1	0	0	1	m
impede	0	0	0	0	0	1	0	0	0	0	hana
impediment	0	0	0	0	0	0	0	0	0	0	cikas
impelled	0	0	0	0	0	0	0	0	0	0	tursasawa
impending	0	1	0	1	0	0	0	0	0	0	mai zuwa
impenetrable	0	0	0	0	0	0	0	0	0	1	wanda ba zai iya shiga ba
imperative	0	0	0	0	0	0	0	0	0	0	wajibi
imperceptible	0	0	0	0	0	0	0	0	0	0	rashin fahimta
imperfection	0	0	0	0	0	1	0	0	0	0	ajizanci
imperfectly	0	0	0	0	0	1	0	0	0	0	ba daidai ba
imperial	0	0	0	0	0	0	0	0	0	0	daular
impermeable	1	0	0	1	0	0	0	0	0	0	wanda ba zai iya jurewa ba
impermissible	0	0	0	0	0	0	0	0	0	0	wanda bai halatta ba
impersonal	0	0	0	0	0	0	0	0	0	0	na rashin mutumci
impersonate	0	0	0	0	0	1	0	0	0	0	yi koyi da shi
impersonation	0	0	0	0	0	1	0	0	0	0	kwaikwayo
impervious	0	0	0	0	0	0	1	0	0	0	m
impetus	0	0	0	0	0	0	0	0	0	0	kuzari
implacable	0	0	0	0	0	1	0	0	0	0	m
implant	0	0	0	0	0	0	0	0	0	0	dasa
implantation	0	0	0	0	0	0	0	0	0	0	shigarwa
implanted	0	0	0	0	0	0	0	0	0	0	dasa
implement	0	0	0	0	0	0	0	0	0	0	aiwatar
implicate	1	0	0	0	0	1	0	0	0	0	m
implicated	0	0	0	0	0	0	0	0	0	0	shafi
