English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Kurdish-Kurmanji Word
interested	0	0	1	0	0	0	1	1	0	0	bala
interesting	0	0	0	0	0	0	1	0	0	0	balkêş
interference	0	0	0	0	0	1	0	0	0	0	acizkirin
interferometer	0	0	0	0	0	0	0	0	0	0	interferometer
interim	0	1	0	0	0	0	0	0	0	0	navber
interior	0	0	1	0	0	0	1	0	0	1	navî
interlocutory	0	0	0	0	0	0	1	0	0	0	navberî
interlude	0	0	0	0	0	0	1	0	0	0	navberê
intermediary	0	0	0	0	0	0	0	0	0	0	navbeynkar
intermediate	0	0	0	0	0	0	0	0	0	0	di nav
interment	0	0	0	0	0	1	0	1	0	0	navberkirin
interminable	1	1	0	0	0	1	1	0	0	0	bêdawî
intermission	0	1	0	0	0	0	0	0	0	0	rawestanî
intermittent	0	0	0	0	0	0	0	0	0	0	intermittent
intern	0	0	0	0	0	0	0	0	0	0	pizişka destpêker
internal	0	0	0	0	0	0	0	0	0	0	navbend
internally	0	0	0	0	0	0	0	0	0	0	navxweyî
international	0	0	0	0	0	0	0	0	0	0	navnetewî
interpolate	0	0	0	0	0	0	0	0	0	0	interpolate
interpolation	0	0	0	0	0	0	0	0	0	0	interpolation
interpret	0	0	0	0	0	0	0	0	0	0	jêderxistin
interpretation	0	0	0	0	0	0	0	0	0	0	jêfêhmî
interpreter	0	0	0	0	0	0	0	0	0	0	werger
interrelated	0	0	0	0	0	0	0	0	0	0	bihevgrêdayî
interrogate	0	0	0	1	0	0	0	0	0	0	îfadegirtin
interrogation	0	0	0	1	0	0	0	0	0	0	îfade
interrupt	1	0	0	0	0	1	0	0	1	0	devjêberdan
interrupted	0	0	0	0	0	1	0	1	0	0	qut kirin
interruption	0	0	0	0	0	0	0	0	0	0	rawesta
intersect	0	0	0	0	0	0	0	0	0	0	jêkirin
intersection	0	0	0	0	0	0	0	0	0	0	xaç
interstitial	0	0	0	0	0	0	0	0	0	0	navberî
interval	0	0	0	0	0	0	0	0	0	0	navber
intervening	0	0	0	0	0	0	0	0	0	0	mudaxele kirin
intervention	0	0	0	0	0	1	1	1	0	0	êriş
interview	0	0	0	0	0	0	0	0	0	0	hevpeyvîn
interviewer	0	0	0	1	0	0	0	0	0	0	hevpeyvîner
interworking	0	0	0	0	0	0	0	0	0	0	bi hev re dixebitin
intestate	0	0	0	0	0	1	0	0	0	0	nexwestî
intestinal	0	0	1	0	0	0	0	0	0	0	rovî
intestine	0	0	0	0	0	0	0	0	0	0	rêvî
intestines	0	0	0	0	0	0	0	0	0	0	rovî
intimacy	0	0	0	0	0	0	0	0	0	0	nasî
intimate	0	1	0	0	1	0	1	0	0	1	nas
intimately	0	1	0	1	1	0	0	0	0	0	ji nêz ve
intimation	0	0	0	0	0	0	0	0	0	0	intimation
intimidate	0	0	0	1	0	1	0	0	0	0	tirsavêtin
intimidation	1	0	0	1	0	1	0	0	0	0	tirsavêtinî
intolerable	1	0	0	0	0	1	0	0	0	0	nakêş
intolerance	1	0	1	1	0	1	0	0	0	0	bêtoleransê
intolerant	1	0	1	1	0	1	0	1	0	0	dilteng
intonation	0	0	0	0	0	0	1	0	0	0	deng
intoxicated	0	0	1	0	0	1	0	0	0	0	serxweş
intoxication	0	0	0	0	0	0	0	0	0	0	serxweşî
intractable	1	0	0	0	0	1	0	0	0	0	neçarî
intramural	0	0	0	0	0	0	0	0	0	0	intramural
intrepid	0	0	0	0	0	0	1	0	0	0	intrepid
intricate	0	0	0	0	0	0	0	0	0	0	tevlihev
intrigue	0	1	0	1	0	1	0	0	1	0	fen
intriguing	0	0	0	0	0	0	0	0	0	0	balkêş
intrinsic	0	0	0	0	0	0	0	0	0	0	intrinsic
intrinsically	0	0	0	0	0	0	0	0	0	0	bi xweber
introduction	0	0	0	0	0	0	0	0	0	0	pêşkêş
introductory	0	0	0	0	0	0	0	0	0	0	danasînê
introspection	0	0	0	0	0	0	0	0	0	0	introspection
introspective	0	0	0	0	0	0	0	0	0	0	introspective
intruder	1	0	0	1	0	1	0	0	1	0	binavket
intrusion	0	0	0	1	0	1	0	0	0	0	intrusion
intrusive	1	0	1	1	0	1	0	0	1	0	intrusive
intuition	0	0	0	0	0	0	1	0	0	1	fikir
intuitive	0	0	0	0	0	0	1	0	0	0	fikrî
intuitively	0	1	0	0	0	0	0	0	0	0	intuitive
inundation	0	0	0	0	0	0	0	0	0	0	inundation
invade	1	0	0	1	0	1	0	1	1	0	bîrketin
invader	1	0	0	1	0	1	0	1	0	0	êrişker
invalid	0	0	0	0	0	0	0	1	0	0	seqet
invalidate	0	0	0	0	0	1	0	0	0	0	betal kirin
invalidation	0	0	0	0	0	1	0	0	0	0	betalkirin
invalidity	0	0	0	0	0	1	0	0	0	0	betalî
invaluable	0	0	0	0	0	0	0	0	0	0	bênirx
invariably	0	0	0	0	0	0	1	0	0	0	hergav
invasion	1	0	0	0	0	1	0	0	0	0	dagirî
invent	0	0	0	0	0	0	0	0	0	0	îcad bikin
invention	0	0	0	0	0	0	0	0	0	0	kişif
inventive	0	0	0	0	0	0	1	0	0	0	dahêner
inventor	0	0	0	0	0	0	1	0	0	0	nûhdît
inventory	0	0	0	0	0	0	0	0	0	0	envanterê
inverse	0	0	0	0	0	0	0	0	0	0	berevajî
inversely	0	0	0	0	0	0	0	0	0	0	berevajî
inversion	0	0	0	0	0	0	0	0	0	0	berevajîkirin
invert	0	0	0	0	0	0	0	0	0	0	berevajî kirin
inverted	0	0	0	0	0	0	0	0	0	0	berevajî kirin
investigate	0	0	0	0	0	0	1	0	0	0	lêkolîn
investigation	0	1	0	0	0	0	0	0	0	0	lêkolînî
investigator	0	0	0	0	0	0	0	0	0	0	lêpirsîner
investor	0	0	0	0	0	0	0	0	0	0	veberhêner
invigorate	0	0	0	0	0	0	1	0	0	0	xurtkirin
invincible	0	0	0	0	0	0	0	0	0	0	têknare
invisibility	0	0	0	0	0	0	0	0	0	0	nedîtîbûn
invisible	0	0	0	0	0	0	0	0	0	0	nedît
invitation	0	1	0	0	0	0	1	0	0	0	ezimanî
invite	0	1	0	0	1	0	1	0	1	1	ezimanden
inviting	0	1	0	0	1	0	1	0	1	1	vexwendin
invocation	0	1	0	0	0	0	0	0	0	1	bangkirin
invoice	0	0	0	0	0	0	0	0	0	0	biha
invoke	0	1	0	0	0	0	0	0	0	0	gazî kirin
involuntary	0	0	0	0	0	1	0	0	0	0	neçarî
involution	1	0	0	0	0	1	0	0	0	0	involution
involvement	1	0	0	0	0	0	0	0	0	0	linavketinî
inwards	0	0	0	0	0	0	0	0	0	0	berbinav
iota	0	0	0	0	0	0	0	0	0	0	iota
irate	1	0	0	0	0	1	0	0	0	0	irate
ire	1	0	0	0	0	1	0	0	0	0	ire
iridescent	0	0	0	0	0	0	0	0	0	0	iridescent
iris	0	0	0	1	0	0	0	0	0	0	iris
iron	0	0	0	0	0	0	1	0	0	1	hesin
ironic	0	0	0	0	0	0	0	0	0	0	bi mane
irons	0	0	0	0	0	1	0	0	0	0	hesinkaran
irony	0	0	0	0	0	0	0	0	0	0	îronî
irradiation	0	0	0	0	0	0	0	0	0	0	tîrêjkirin
irrational	0	0	1	1	0	1	0	0	0	0	bêaqil
irrationality	0	0	0	0	0	1	0	0	0	0	bêaqilî
irreconcilable	1	0	0	1	0	1	0	1	0	0	nelihevhatî
irreducible	0	0	0	0	0	0	1	0	0	0	nayê kêmkirin
irrefutable	0	0	0	0	0	0	1	0	0	1	irrefutable
irregular	0	0	0	0	0	1	0	0	0	0	nerast
irregularity	0	0	0	0	0	1	0	0	0	0	irregularity
irregularly	0	0	0	0	0	0	0	0	0	0	irregularly
irrelevant	0	0	0	0	0	1	0	0	0	0	bêqîmet
irreparable	0	0	0	1	0	1	0	1	0	0	nereparable
irrepressible	0	0	0	0	0	0	0	0	0	0	bêserûber
irresistible	0	0	0	0	0	0	0	0	0	0	irresistible
irrespective	0	0	0	0	0	0	0	0	0	0	bêhemdî
irresponsible	0	0	0	0	0	1	0	0	0	0	bêpersîyar
irreverent	0	0	0	0	0	1	0	0	0	0	bêrûmet
irreversible	0	0	0	0	0	0	0	0	0	0	bêveger
irrevocable	0	0	0	0	0	1	0	0	0	0	bêveger
irrigate	0	0	0	0	0	0	0	0	0	0	avdan
irrigation	0	0	0	0	0	0	0	0	0	0	avdanî
irritability	1	0	0	0	0	1	0	0	0	0	hêrsbûn
irritable	1	0	0	0	0	1	0	0	0	0	hêcber
irritating	1	0	1	0	0	1	0	0	0	0	irritating
irritation	1	0	1	0	0	1	0	1	0	0	qehirandin
island	0	0	0	0	0	0	0	0	0	0	girav
isle	0	0	0	0	0	0	0	0	0	0	isle
islet	0	0	0	0	0	0	0	0	0	0	giravê
isolate	0	0	0	0	0	0	0	1	0	0	dorgirtin
isolated	0	0	0	1	0	1	0	1	0	0	îzole kirin
isolation	0	0	0	0	0	1	0	1	0	0	cudakirin
isomorphism	0	0	0	0	0	0	0	0	0	0	îzomorfîzm
isothermal	0	0	0	0	0	0	0	0	0	0	îzotermîk
issue	0	0	0	0	0	0	0	0	0	0	pirs
itch	0	0	0	0	0	0	0	0	0	0	xûrandi
itching	0	0	0	0	0	0	0	0	0	0	xurîn
item	0	0	0	0	0	0	0	0	0	0	şanî
itemize	0	0	0	0	0	0	0	0	0	0	itemize
items	0	0	0	0	0	0	0	0	0	0	tiştên
iterate	0	0	0	0	0	0	0	0	0	0	iterate
iteration	0	0	0	0	0	0	0	0	0	0	dubarekirin
iterative	0	0	0	0	0	0	0	0	0	0	iterative
itinerant	0	0	0	0	0	0	0	0	0	0	gerok
itinerary	0	0	0	0	0	0	0	0	0	0	rêya gerrê
ivory	0	0	0	0	0	0	0	0	0	0	hestîyê fîl
jab	1	0	0	0	0	0	0	0	0	0	jab
jabber	0	0	0	0	0	1	0	0	0	0	jabber
jack	0	0	0	0	0	0	0	0	0	0	jack
jackass	0	0	0	0	0	0	0	0	0	0	jackass
jackpot	0	1	0	0	1	0	1	0	1	0	Jackpot
jacks	0	0	0	0	0	0	0	0	0	0	jacks
jade	0	0	0	0	0	0	0	0	0	0	jade
jag	0	0	0	0	0	0	0	0	0	0	jag
jagged	0	0	0	0	0	0	0	0	0	0	jagged
jaguar	0	0	0	0	0	0	0	0	0	0	jaguar
jail	0	0	0	1	0	1	0	1	0	0	girtîgeh
jam	0	0	0	0	0	0	1	0	0	0	rîçal
jammed	0	0	0	0	0	0	0	0	0	0	tengket
janitor	0	0	1	0	0	0	0	0	0	0	sûxrekar
japan	0	0	0	0	0	0	0	0	0	0	Japonya
jar	0	0	0	0	0	0	0	0	0	0	kodik
jargon	0	0	0	0	0	1	0	0	0	0	jargon
jarring	0	0	0	1	0	1	0	1	0	0	jarring
jasper	0	0	0	0	0	0	0	0	0	0	jasper
jaundice	0	0	0	1	0	1	0	0	0	0	zerikê
jaunt	0	0	0	0	0	0	0	0	0	0	jaunt
javelin	0	0	0	0	0	0	0	0	0	0	javelin
jaw	0	0	0	0	0	0	0	0	0	0	hestîyê çengê
jaws	0	0	0	1	0	0	0	0	0	0	çeneyên
jay	0	0	0	0	0	0	0	0	0	0	jay
jealous	1	0	1	0	0	1	0	0	0	0	beecok
jealousy	1	0	1	1	0	1	0	1	0	0	nekêşî
jeans	0	0	0	0	0	0	0	0	0	0	jeans
jeep	0	0	0	0	0	0	0	0	0	0	cîp
jelly	0	0	0	0	0	0	0	0	0	0	keşke
jenny	0	0	0	0	0	0	0	0	0	0	jenny
jeopardize	1	0	0	1	0	1	0	0	0	0	tehlûke kirin
jeopardy	0	1	0	1	0	1	0	0	0	0	xeter
jerk	1	0	0	0	0	0	0	0	1	0	jerk
jersey	0	0	0	0	0	0	0	0	0	0	jersey
jest	0	0	0	0	1	0	1	0	1	0	jest
jester	0	0	0	0	0	0	0	0	0	0	jester
jet	0	0	0	0	0	0	0	0	0	0	bêhnok
jetty	0	0	0	0	0	0	0	0	0	0	erdê balafirdaket
jewel	0	0	0	0	0	0	0	0	0	0	cewher
jeweler	0	0	0	0	0	0	0	0	0	0	cewherfiroş
jewelry	0	0	0	0	0	0	0	0	0	0	xemil
jib	0	0	0	0	0	0	0	0	0	0	jib
jiffy	0	0	0	0	0	0	0	0	0	0	jiffy
jimmy	0	0	0	0	0	0	0	0	0	0	jimmy
jingle	0	0	0	0	0	0	0	0	0	0	jingle
job	0	0	0	0	0	0	1	0	0	0	kar
jock	0	0	0	0	0	0	0	0	0	0	jock
jockey	0	0	0	0	0	0	0	0	0	0	jockey
jog	0	0	0	0	0	0	0	0	0	0	jog
john	0	0	1	0	0	1	0	0	0	0	john
join	0	0	0	0	0	0	1	0	0	0	bihevgirêdan
joined	0	0	0	0	0	0	1	0	0	0	tevlî bûn
joining	0	0	0	0	0	0	0	0	0	0	tevlîbûn
joint	0	0	0	0	0	0	0	0	0	0	movirk
jointly	0	0	0	0	0	0	0	0	0	0	bi hev re
joke	0	0	0	0	0	1	0	0	0	0	henek
joker	0	0	0	0	1	0	1	0	1	0	joker
joking	0	0	0	0	0	0	1	0	0	0	henek dikin
jolt	0	0	0	0	0	0	0	0	1	0	jolt
jornada	0	0	0	0	0	1	0	0	0	0	jornada
jot	0	0	0	0	0	0	0	0	0	0	jot
journal	0	0	0	0	0	0	0	0	0	0	rojname
journalism	0	0	0	0	0	0	0	0	0	1	rojnamevanî
journalist	0	0	0	0	0	0	1	0	0	0	rojnamevan
journey	0	1	0	1	1	0	1	0	0	0	gerr
journeyman	0	0	0	0	0	0	0	0	0	1	rêwî
jovial	0	0	0	0	1	0	1	0	0	0	şahî
joy	0	0	0	0	1	0	1	0	0	0	kêf
joyful	0	0	0	0	1	0	1	0	0	1	dilfireh
joyous	0	0	0	0	1	0	1	0	0	0	şahî
jubilant	0	0	0	0	1	0	1	0	1	1	şahî
jubilee	0	0	0	0	1	0	1	0	1	0	jubilee
judge	0	0	0	0	0	0	0	0	0	0	dadmend
judging	0	0	0	0	0	0	0	0	0	0	dadbarkirin
judgment	0	0	0	0	0	0	0	0	1	0	biryar
judicial	0	1	0	0	0	0	1	0	0	1	dadwerî
judiciary	0	1	0	0	0	0	0	0	0	1	dadwerî
judicious	0	0	0	0	0	0	1	0	0	1	dadmend
jug	0	0	0	0	0	0	0	0	0	0	jug
juggle	0	0	0	0	0	0	0	0	0	0	juggle
juggling	0	0	0	0	0	0	0	0	0	0	juggling
juice	0	0	0	0	0	0	0	0	0	0	av
juicy	0	0	0	0	0	0	0	0	0	0	avî
jumble	0	0	0	0	0	1	0	0	0	0	jumble
jumbled	0	0	0	0	0	0	0	0	0	0	tevlihev kirin
jumbo	0	0	0	0	0	0	0	0	0	0	jumbo
jump	0	0	0	0	1	0	1	0	0	0	helperkîn
junction	0	0	0	0	0	0	0	0	0	0	xaçî
juncture	0	0	0	0	0	0	0	0	0	0	juncture
jungle	0	0	0	1	0	0	0	0	0	0	daristan
junior	0	0	0	0	0	0	0	0	0	0	ciwantir
junk	0	0	0	0	0	1	0	0	0	0	junk
junta	0	0	0	0	0	1	0	0	0	0	cûnta
juridical	0	0	0	0	0	0	0	0	0	0	hiqûqî
jurisdiction	0	0	0	0	0	0	0	0	0	0	dadî
jurisprudence	0	0	0	0	0	0	0	1	0	0	hiqûqnasî
jurist	0	0	0	0	0	0	0	0	0	1	hiqûqnas
jury	0	0	0	0	0	0	0	0	0	1	şêwre
justice	0	0	0	0	0	0	1	0	0	1	mafî
justifiable	0	0	0	0	0	0	1	0	0	1	rewa
justification	0	0	0	0	0	0	1	0	0	0	bersivkirinî
justify	0	0	0	0	0	0	0	0	0	0	bersivkirin
jute	0	0	0	0	0	0	0	0	0	0	jute
juvenile	0	0	0	0	0	1	0	0	0	0	ciwan
juxtaposition	0	0	0	0	0	0	0	0	0	0	hevbendî
kaiser	0	0	0	0	0	0	0	0	0	0	kaiser
kaleidoscope	0	0	0	0	0	0	0	0	0	0	kaleidoscope
kangaroo	0	0	0	0	0	0	0	0	0	0	kengûrû
kanji	0	0	0	0	0	0	0	0	0	0	kanji
karma	0	0	0	0	0	0	0	0	0	0	karma
kayak	0	0	0	0	0	0	0	0	0	0	kayak
keel	0	0	0	0	0	0	0	0	0	0	keel
keeper	0	0	0	0	0	0	0	0	0	0	parêzger
keeping	0	0	0	0	0	0	0	0	0	0	parastin
keepsake	0	0	0	0	0	0	1	0	0	0	bîranîn
keg	0	0	0	0	0	0	0	0	0	0	keg
ken	0	0	0	0	0	0	1	0	0	0	ken
kennel	0	0	0	0	0	0	0	1	0	0	holîka seh
kern	0	0	0	0	0	1	0	0	0	0	kern
kernel	0	0	0	0	0	0	0	0	0	0	kernel
kerosene	0	0	0	1	0	0	0	0	0	0	kerosene
kettle	0	0	0	0	0	0	0	0	0	0	teşt
key	0	0	0	0	0	0	0	0	0	0	qûfle
keyhole	0	0	0	0	0	0	0	0	0	0	keyhole
keynote	0	0	0	0	0	0	1	0	0	0	keynote
keystone	0	0	0	0	0	0	1	0	0	0	keystone
khaki	0	0	0	0	0	0	0	0	0	0	khaki
khan	0	0	0	1	0	0	0	0	0	1	xan
kick	1	0	0	0	0	1	0	0	0	0	peîn
kicking	1	0	0	0	0	0	0	0	0	0	kicking
kid	0	0	0	0	0	0	0	0	0	0	zarok
kidding	0	0	0	0	0	0	0	0	0	0	henek kirin
kidnap	1	0	0	1	0	1	0	1	1	0	revandin
kill	0	0	0	1	0	1	0	1	0	0	kûştin
killing	1	0	0	1	0	1	0	1	0	0	kuştin
kiln	0	0	0	0	0	0	0	0	0	0	kiln
kilogram	0	0	0	0	0	0	0	0	0	0	kilogram
kilometer	0	0	0	0	0	0	0	0	0	0	kîlometr
kilt	0	0	0	0	0	0	0	0	0	0	kilt
kimono	0	0	0	0	0	0	0	0	0	0	kimono
kin	0	0	0	0	0	0	0	0	0	0	kin
kind	0	0	0	0	1	0	1	0	0	1	hevalbend
kindergarten	0	0	0	0	0	0	0	0	0	0	baxçeyê zarokan
kindness	0	0	0	0	0	0	1	0	0	0	hevalbend
kindred	0	1	0	0	1	0	1	0	0	1	xizm
kinematics	0	0	0	0	0	0	0	0	0	0	kinematics
king	0	0	0	0	0	0	1	0	0	0	qiral
kingdom	0	0	0	0	0	0	0	0	0	0	qiralî
kink	0	0	0	0	0	0	0	0	0	0	kink
kinky	0	0	0	0	0	0	0	0	0	0	kinky
kiosk	0	0	0	0	0	0	0	0	0	0	kiosk
kirk	0	0	0	0	0	0	0	0	0	0	kirk
kiss	0	1	0	0	1	0	1	0	1	0	maç
kit	0	0	0	0	0	0	0	0	0	0	kit
kitchen	0	0	0	0	0	0	0	0	0	0	aşxane
kite	0	0	1	0	0	1	0	0	0	0	zîha
kitten	0	0	0	0	1	0	1	0	0	1	pişîlek
knack	0	0	0	0	0	0	1	0	0	0	knack
knapsack	0	0	0	0	0	0	0	0	0	0	knapsck
knead	0	0	0	0	0	0	0	0	0	0	sitiran
knee	0	0	0	0	0	0	0	0	0	0	çog
kneel	0	0	0	0	0	0	0	0	0	0	biçogçûn
kneeling	0	0	0	0	0	0	0	0	0	0	çok kirin
knell	0	0	0	1	0	1	0	1	0	0	knell
knickers	0	0	0	0	0	0	0	0	0	1	knickers
knife	0	0	0	0	0	0	0	0	0	0	kêr
knight	0	0	0	0	0	0	1	0	0	0	sûwar
knit	0	0	0	0	0	0	0	0	0	0	hûnan
knob	0	0	0	0	0	0	0	0	0	0	biçkov
knock	0	0	0	0	0	0	0	0	0	0	lêdan
knoll	0	0	0	0	0	0	0	0	0	0	knoll
knot	0	0	0	0	0	0	0	0	0	0	girêkkirin
knotted	0	0	0	0	0	1	0	0	0	0	girêk kirin
knowing	0	0	0	0	0	0	1	0	0	0	zanîn
knowingly	0	0	0	0	0	0	0	0	0	0	bi zanebûn
knowledge	0	0	0	0	0	0	1	0	0	0	zanyarîn
knuckle	0	0	0	0	0	0	0	0	0	0	gûzok
kos	0	0	0	0	0	0	0	0	0	0	kos
kris	0	0	0	0	0	0	0	0	0	0	kris
kudos	0	0	0	0	1	0	1	0	0	0	spas
lab	0	0	0	0	0	0	0	0	0	0	lab
label	0	0	0	0	0	0	0	0	0	1	awanasî
labor	0	1	0	0	1	0	1	0	1	1	kar
laboratory	0	0	0	0	0	0	0	0	0	0	lêkolînxane
labored	0	0	0	0	0	1	0	1	0	0	xebitî
laborer	0	0	0	0	0	0	0	0	0	0	karker
laboring	0	0	0	0	0	0	0	0	0	0	dixebitin
laborious	0	0	0	0	0	1	0	0	0	0	xebatkar
labyrinth	0	1	0	0	0	1	0	0	0	0	labîrent
lac	0	0	0	0	0	0	0	0	0	0	lac
lace	1	0	0	1	0	1	1	1	0	1	ser
lack	0	0	0	0	0	1	0	0	0	0	kêmasî
lacking	0	0	0	0	0	1	0	0	0	0	kêmbûn
lackluster	0	0	0	0	0	1	0	0	0	0	bêhêz
lacquer	0	0	0	0	0	0	0	0	0	0	lacquer
lacrosse	0	0	0	0	0	0	0	0	0	0	lacrosse
lad	0	0	0	0	0	0	0	0	0	0	lad
ladder	0	0	0	0	0	0	0	0	0	0	serok
laden	0	0	0	0	0	1	0	0	0	0	barkirin
lading	0	0	0	0	0	0	0	0	0	0	barkirin
ladle	0	0	0	0	0	0	0	0	0	0	ladle
lady	0	0	0	0	0	0	0	0	0	0	sitê
lag	0	0	0	0	0	1	0	0	0	0	lag
lagging	1	1	1	0	0	1	0	1	0	0	lagging
lagoon	0	0	0	0	0	0	0	0	0	0	berav
lair	0	0	0	0	0	1	0	0	0	0	lair
laity	0	0	0	0	0	0	0	0	0	0	laîk
lake	0	0	0	0	0	0	0	0	0	0	gol
lama	0	0	0	0	0	0	0	0	0	0	lama
lamb	0	0	0	0	1	0	1	0	0	1	pez
lament	0	0	1	1	0	1	0	1	0	0	nalîn
lamenting	0	0	0	0	0	0	0	1	0	0	lamenting
lamina	0	0	0	0	0	0	0	0	0	0	lamina
laminated	0	0	0	0	0	0	0	0	0	0	laminated
lamp	0	0	0	0	0	0	0	0	0	0	çira
lance	0	0	0	0	0	0	0	0	0	0	lance
lancer	0	0	0	0	0	0	0	0	0	0	lancer
land	0	0	0	0	0	0	1	0	0	0	welat
landed	0	0	0	0	0	0	1	0	0	0	erd kirin
landing	0	0	0	0	0	0	0	0	0	0	daketin
landlocked	0	0	0	0	0	0	0	0	0	0	bejêkirî
landlord	0	0	0	0	0	0	0	0	0	0	mazûban
landmark	0	0	0	0	0	0	0	0	0	1	nasî
lands	0	0	0	0	0	0	0	0	0	0	erdan
landscape	0	0	0	0	0	0	0	0	0	0	dorhalî
landscaping	0	0	0	0	0	0	0	0	0	0	peyzaja
landslide	0	0	0	1	0	1	0	1	0	0	erdherrik
lane	0	0	0	0	0	0	0	0	0	0	kûçe
language	0	0	0	0	0	0	0	0	0	0	ziman
languid	0	0	0	0	0	1	0	0	0	0	languid
languish	0	0	0	0	0	1	0	0	0	0	hejandin
languishing	0	0	0	1	0	1	0	1	0	0	lerizandin
lanky	0	0	0	0	0	0	0	0	0	0	lanky
lantern	0	0	0	0	0	0	0	0	0	0	fener
lap	0	0	0	0	0	0	0	0	0	0	himbêz
lapel	0	0	0	0	0	0	0	0	0	0	lapel
lapse	0	0	0	0	0	1	0	0	0	0	lapse
lapsed	0	0	0	0	0	0	0	0	0	0	derbas bû
larceny	0	0	1	0	0	1	0	0	0	0	dizî
lard	0	0	0	0	0	0	0	0	0	0	dohn
larder	0	0	0	0	0	0	0	0	0	0	larder
large	0	0	0	0	0	0	0	0	0	0	mezin
larger	0	0	1	0	0	0	0	0	1	1	mezintir
largo	0	0	0	0	0	0	0	0	0	0	largo
lark	0	0	0	0	0	0	0	0	0	0	lark
larva	0	0	0	0	0	0	0	0	0	0	kûrmik
larynx	0	0	0	0	0	0	0	0	0	0	ximximk
laser	0	0	0	0	0	0	1	0	0	1	laser
lash	1	0	0	1	0	1	0	0	0	0	lash
lass	0	0	0	0	0	0	0	0	0	0	keçik
lasso	0	0	0	0	0	0	0	0	0	0	lasso
lasting	0	0	0	0	0	0	0	0	0	0	berdewam
latch	0	0	0	0	0	0	0	0	0	0	girtok
late	0	0	0	0	0	1	0	1	0	0	dereng
lateness	0	0	0	0	0	1	0	0	0	0	derengbûn
latent	1	1	1	0	0	1	0	0	1	0	latent
lateral	0	0	0	0	0	0	0	0	0	0	lateral
laterally	0	0	0	0	0	0	0	0	0	0	laterally
latex	0	0	0	0	0	0	0	0	0	0	latex
lathe	0	0	0	0	0	0	0	0	0	0	lathe
lather	0	0	0	0	0	0	0	0	0	0	lather
latitude	0	0	0	0	0	0	0	0	0	0	firehî
latrines	0	0	1	0	0	1	0	0	0	0	latrines
lattice	0	0	0	0	0	0	0	0	0	0	lat
laudable	0	0	0	0	0	0	1	0	0	0	laudable
laugh	0	0	0	0	1	0	1	0	1	0	ken
laughable	0	0	1	0	0	1	0	0	0	0	pêkenok
laughing	0	0	0	0	1	0	1	0	0	0	dikene
laughter	0	1	0	0	1	0	1	0	1	0	pêkenîn
launch	0	1	0	0	0	0	1	0	0	0	destpêkirin
laundry	0	0	0	0	0	0	0	0	0	0	cil
laureate	0	0	0	0	0	0	1	0	0	1	laureate
laurel	0	0	0	0	0	0	1	0	0	0	laurel
laurels	0	0	0	0	1	0	1	0	0	0	laurels
lava	1	0	0	1	0	1	0	0	0	0	lawa
lavage	0	0	0	0	0	0	0	0	0	0	lavage
lavatory	0	0	1	0	0	0	0	0	0	0	lavatory
lavender	0	0	0	0	0	0	0	0	0	0	lavender
lavish	0	0	0	0	0	0	1	0	0	0	lavish
law	0	0	0	0	0	0	0	0	0	1	qanûn
lawful	0	0	0	0	0	0	1	0	0	1	qanûnî
lawlessness	1	0	0	1	0	1	0	0	0	0	bêqanûnî
lawn	0	0	0	0	0	0	0	0	0	0	lawn
lawsuit	1	0	1	1	0	1	0	1	1	0	doz
lawyer	1	0	1	1	0	1	0	0	0	0	parêzkar
lax	0	0	0	0	0	1	0	1	0	0	lax
laxative	0	0	1	1	0	1	0	0	0	0	laxative
lay	0	0	0	0	0	0	0	0	0	0	danîn
layer	0	0	0	0	0	0	0	0	0	0	pel
layered	0	0	0	0	0	0	0	0	0	0	qatkirî
layman	0	0	0	0	0	0	0	0	0	0	layman
lazy	0	0	0	0	0	1	0	0	0	0	qelp
lea	0	0	0	0	0	0	0	0	0	0	lea
lead	0	0	0	0	0	0	1	0	0	0	gûlle
leader	0	0	0	0	0	0	1	0	0	1	birêvebir
leading	0	0	0	0	0	0	0	0	0	1	pêşeng
leads	0	0	0	0	0	0	0	0	0	0	rê dide
leaf	0	0	0	0	0	0	0	0	0	0	pel
leaflet	0	0	0	0	0	0	0	0	0	0	belavok
leafy	0	0	0	0	0	0	0	0	0	0	pelgeyî
league	0	0	0	0	0	0	1	0	0	0	league
leak	0	0	0	0	0	1	0	0	0	0	qûl
leakage	0	0	0	0	0	1	0	0	0	0	leakage
leaky	0	0	0	0	0	1	0	0	0	0	leaky
lean	0	0	0	0	0	0	0	0	0	0	paldan
leaned	0	0	0	0	0	0	0	0	0	0	tewand
leaning	0	0	0	0	0	0	0	0	0	1	tewandin
leap	0	0	0	0	0	0	0	0	0	0	perkîn
learn	0	0	0	0	0	0	1	0	0	0	fêrbûn
learned	0	0	0	0	0	0	0	0	0	0	hîn bûn
learner	0	0	0	0	0	0	0	0	0	0	hînker
learning	0	0	0	0	0	0	1	0	0	0	fêrbûn
lease	0	0	0	0	0	0	0	0	0	0	kirêkirin
leash	0	0	0	0	0	0	0	0	0	0	leash
leather	0	0	0	0	0	0	0	0	0	0	çerm
leathery	0	0	0	0	0	0	0	0	0	0	çermî
leave	0	0	0	0	0	1	0	1	1	0	terikandin
lecture	0	0	0	0	0	0	0	0	0	0	axaftin
lecturer	0	0	0	0	0	0	1	0	0	0	dersdar
