English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Persian Word
heading	0	0	0	0	0	0	0	0	0	0	عنوان
headland	0	0	0	0	0	0	0	0	0	0	سردر
headlight	0	1	0	0	0	0	0	0	0	0	چراغ جلو
headline	0	0	0	0	0	0	0	0	0	0	عنوان
headlong	0	0	0	0	0	0	0	0	0	0	سر به سر
headquarters	0	0	0	0	0	0	0	0	0	0	مرکز فرماندهی
headstone	0	0	0	0	0	0	0	0	0	0	سنگ قبر
headway	0	0	0	0	0	0	1	0	0	0	پیشروی
heady	0	0	0	0	0	1	0	0	0	0	سرگیجه
heal	0	0	0	0	1	0	1	0	0	1	شفا دادن
healing	0	1	0	0	1	0	1	0	0	1	شفا
health	0	0	0	0	0	0	0	0	0	0	سلامتی
healthful	0	0	0	0	1	0	1	0	0	0	سالم
healthy	0	0	0	0	0	0	1	0	0	0	سالم
heap	0	0	0	0	0	0	0	0	0	0	پشته
hear	0	0	0	0	0	0	0	0	0	0	شنیدن
hearer	0	0	0	0	0	0	0	0	0	0	شنونده
hearing	0	0	0	1	0	1	0	0	0	0	شنیدن
hearsay	0	0	0	0	0	1	0	0	0	0	شایعه
hearse	0	0	0	1	0	1	0	1	0	0	نعش کش
heart	0	0	0	0	0	0	0	0	0	0	قلب
heartache	0	0	0	0	0	1	0	1	0	0	درد دل
heartburn	0	0	0	0	0	1	0	0	0	0	سوزش سردل
heartfelt	0	0	0	0	1	0	1	1	0	1	از صمیم قلب
hearth	0	0	0	0	0	0	1	0	0	0	اجاق
heartily	0	0	0	0	1	0	1	0	0	0	از صمیم قلب
heartless	0	0	0	0	0	1	0	1	0	0	بی دل
hearts	0	0	0	0	0	0	0	0	0	0	قلبها
heartworm	0	0	1	0	0	0	0	0	0	0	کرم قلب
heat	0	0	0	0	0	0	0	0	0	0	حرارت
heated	0	0	0	0	0	0	0	0	0	0	گرم شده است
heater	0	0	0	0	0	0	0	0	0	0	بخاری
heath	0	0	0	0	0	0	0	0	0	0	سلامتی
heathen	0	0	0	1	0	1	0	0	0	0	بت پرست
heather	0	0	0	0	0	0	0	0	0	0	هدر
heating	0	0	0	0	0	0	0	0	0	0	گرمایش
heave	0	0	0	0	0	0	0	0	0	0	بالا بردن
heavenly	0	1	0	0	1	0	1	0	0	1	بهشتی
heavens	0	0	0	0	1	0	1	0	0	1	بهشت
heavily	0	0	0	0	0	1	0	0	0	0	به شدت
heaviness	0	0	0	0	0	0	0	0	0	0	سنگینی
heaving	0	0	0	0	0	0	0	0	0	0	بالا بردن
hectares	0	0	0	0	0	0	0	0	0	0	هکتار
hectic	0	0	0	0	0	0	0	0	0	0	گیج کننده
hedge	0	0	0	0	0	0	0	0	0	0	پرچین
hedgehog	0	0	0	0	0	0	0	0	0	0	جوجه تيغي
hedonism	0	0	0	0	1	1	1	0	0	0	لذت گرایی
heed	0	0	0	0	0	0	0	0	0	0	توجه
heel	0	0	0	0	0	1	0	0	0	0	پاشنه
heels	0	0	0	0	0	0	0	0	0	0	پاشنه
heft	0	1	0	1	0	0	1	0	0	0	سنگین
hegemonic	0	0	0	0	0	0	0	0	0	0	هژمونیک
heifer	0	0	0	0	0	0	0	0	0	0	تلیسه
height	0	0	0	0	0	0	0	0	0	0	ارتفاع
heighten	0	0	0	1	0	1	0	0	0	0	بالا بردن
heinous	0	0	0	0	0	1	0	0	0	0	شنیع
heir	0	0	0	0	0	0	0	0	0	0	وارث
heiress	0	0	0	0	0	0	0	0	0	0	وارث
heirloom	0	0	0	0	0	0	0	0	0	0	ارثیه
heirs	0	0	0	0	0	0	0	0	0	0	وارثان
helical	0	0	0	0	0	0	0	0	0	0	مارپیچ
helix	0	0	0	0	0	0	0	0	0	0	مارپیچ
hell	1	0	1	1	0	1	0	1	0	0	جهنم
hellish	1	0	1	1	0	1	0	1	0	0	جهنمی
helm	0	0	0	0	0	0	0	0	0	0	سکان
helmet	0	0	0	1	0	0	1	0	0	0	کلاه ایمنی
helper	0	0	0	0	0	0	1	0	0	1	یاور
helpful	0	0	0	0	1	0	1	0	0	1	مفید
helpless	0	0	0	1	0	1	0	1	0	0	درمانده
helplessness	0	0	0	1	0	1	0	1	0	0	درماندگی
hem	0	0	0	0	0	0	0	0	0	0	سجاف
hematite	0	0	0	0	0	0	0	0	0	0	هماتیت
hemi	0	0	0	0	0	0	0	0	0	0	همی
hemisphere	0	0	0	0	0	0	0	0	0	0	نیمکره
hemispheric	0	0	0	0	0	0	0	0	0	0	نیمکره ای
hemlock	0	0	0	0	0	0	0	0	0	0	شوکران
hemorrhage	0	0	1	1	0	1	0	1	0	0	خونریزی
hemorrhoids	0	0	0	0	0	1	0	0	0	0	هموروئید
hemp	0	0	0	0	0	0	0	0	0	0	کنف
hen	0	0	0	0	0	0	0	0	0	0	مرغ
henceforth	0	0	0	0	0	0	0	0	0	0	از حالا به بعد
herald	0	0	0	0	0	0	0	0	0	0	قاصد
heraldry	0	0	0	0	0	0	0	0	0	0	هرالدیکی
herb	0	0	0	0	0	0	0	0	0	0	گیاه دارویی
herbaceous	0	0	0	0	0	0	0	0	0	0	علفی
herbal	0	0	0	0	0	0	1	0	0	0	گیاهی
herbarium	0	0	0	0	0	0	0	0	0	0	هرباریوم
herd	0	0	0	0	0	0	0	0	0	0	گله
hereditary	0	0	0	0	0	0	0	0	0	0	ارثی
heredity	0	0	0	0	0	0	0	0	0	0	وراثت
heresy	0	0	0	0	0	1	0	0	0	0	ارتداد
heretic	0	0	1	0	0	1	0	0	0	0	ملحد و مرتد
heretical	0	0	0	0	0	0	0	0	0	0	بدعت گذار
heretofore	0	0	0	0	0	0	0	0	0	0	تا کنون
hereunto	0	0	0	0	0	0	0	0	0	0	در اینجا
herewith	0	0	0	0	0	0	0	0	0	0	بدین وسیله
heritage	0	0	0	0	0	0	0	0	0	1	میراث
hermaphrodite	0	0	0	0	0	1	0	0	1	0	هرمافرودیت
hermeneutics	0	0	0	0	0	0	0	0	0	0	هرمنوتیک
hermit	0	0	0	0	0	0	0	1	0	1	گوشه نشین
hernia	0	0	0	0	0	0	0	0	0	0	فتق
hero	0	1	0	0	1	0	1	0	1	1	قهرمان
heroic	0	0	0	0	1	0	1	0	1	1	قهرمانانه
heroics	0	0	0	0	0	0	1	0	0	0	قهرمانی ها
heroin	0	0	0	0	0	1	0	0	0	0	هروئین
heroine	0	0	0	0	0	0	1	0	0	1	قهرمان
heroism	0	1	0	0	1	0	1	0	1	1	قهرمانی
herpes	0	0	1	0	0	1	0	0	0	0	تبخال
herpesvirus	0	0	1	0	0	1	0	0	0	0	ویروس هرپس
hesitating	0	0	0	0	0	0	0	0	0	0	مردد
hesitation	0	0	0	1	0	1	0	0	0	0	تردید
heterogeneity	0	0	0	0	0	0	0	0	0	0	ناهمگونی
hew	0	0	0	0	0	0	0	0	0	0	چو
hexagon	0	0	0	0	0	0	0	0	0	0	شش ضلعی
heyday	0	1	0	0	1	0	1	0	0	1	اوج
hiatus	0	0	0	0	0	0	0	0	0	0	وقفه
hibernate	0	0	0	0	0	0	0	0	0	0	خواب زمستانی
hibernation	0	0	0	0	0	0	0	0	0	0	خواب زمستانی
hiccup	0	0	0	0	0	0	0	0	0	0	سکسکه
hidden	0	0	0	0	0	1	0	0	0	0	پنهان شده است
hide	0	0	0	1	0	0	0	0	0	0	پنهان شدن
hideous	0	0	1	1	0	1	0	1	0	0	زشت و زننده
hiding	0	0	0	1	0	0	0	0	0	0	قایم شدن
hierarchical	0	0	0	0	0	0	0	0	0	0	بر اساس سلسله مراتب
high	0	0	0	0	0	0	0	0	0	0	بالا
higher	0	0	0	0	0	0	0	0	0	0	بالاتر
highest	0	1	0	1	1	1	1	0	1	0	بالاترین
highland	0	0	0	0	0	0	0	0	0	0	ارتفاعات
highlands	0	0	0	0	0	0	0	0	0	0	ارتفاعات
hight	0	0	0	0	0	0	0	0	0	0	ارتفاع
highway	0	0	0	0	0	0	0	0	0	0	بزرگراه
hiker	0	0	0	0	0	0	0	0	0	0	کوهنورد
hilarious	0	0	0	0	1	0	1	0	1	0	خنده دار
hilarity	0	0	0	0	1	0	1	0	0	0	شادی
hill	0	0	0	0	0	0	0	0	0	0	تپه
hilly	0	0	0	0	0	0	0	0	0	0	تپه ای
hilt	0	0	0	0	0	0	0	0	0	0	دسته
hind	0	0	0	0	0	0	0	0	0	0	عقب
hindering	0	0	0	0	0	1	0	1	0	0	مانع
hindrance	0	0	0	0	0	1	0	0	0	0	مانع
hinge	0	0	0	0	0	0	0	0	0	0	لولا
hint	0	0	0	0	0	0	0	0	0	0	اشاره
hinterland	0	0	0	0	0	0	0	0	0	0	سرزمین داخلی
hip	0	0	0	0	0	0	0	0	0	0	باسن
hippie	0	0	0	0	0	1	0	0	0	0	هیپی
hire	0	1	0	0	1	0	1	0	0	1	استخدام
hirsute	0	0	0	0	0	0	0	0	0	0	هیرسوت
hiss	1	0	0	1	0	1	0	0	0	0	هیس
hissing	0	0	0	0	0	1	0	0	0	0	خش خش
histology	0	0	0	0	0	0	0	0	0	0	بافت شناسی
historian	0	0	0	0	0	0	0	0	0	0	تاریخ شناس
historic	0	0	0	0	0	0	0	0	0	0	تاریخی
historiography	0	0	0	0	0	0	0	0	0	0	تاریخ نگاری
history	0	0	0	0	0	0	0	0	0	0	تاریخ
hit	1	0	0	0	0	1	0	0	0	0	اصابت
hitherto	0	0	0	0	0	1	0	0	0	0	تا کنون
hive	0	0	0	0	0	1	0	0	0	0	کندو
hoard	0	0	0	0	0	0	0	0	0	0	احتکار
hoarse	0	0	0	0	0	1	0	0	0	0	خشن
hoary	0	0	0	0	0	1	0	1	0	0	هوس انگیز
hoax	1	0	1	0	0	1	0	1	1	0	حقه
hob	0	0	0	0	0	0	0	0	0	0	اجاق گاز
hobby	0	0	0	0	1	0	1	0	0	0	سرگرمی
hobo	0	0	0	0	0	1	0	1	0	0	دوره گرد
hockey	0	0	0	0	0	0	0	0	0	0	هاکی
hoe	0	0	0	0	0	0	0	0	0	0	بیل زدن
hog	0	0	1	0	0	1	0	0	0	0	گراز
hoist	0	0	0	0	0	0	0	0	0	0	بالابر
hold	0	0	0	0	0	0	0	0	0	0	نگه دارید
holder	0	0	0	0	0	0	0	0	0	0	دارنده
holding	0	0	0	0	0	0	0	0	0	0	برگزاری
hole	0	0	0	0	0	0	0	0	0	0	سوراخ
holiday	0	1	0	0	1	0	1	0	0	0	تعطیلات
holiness	0	1	0	1	1	0	1	0	1	1	تقدس
hollow	0	0	0	0	0	1	0	1	0	0	توخالی
holocaust	1	0	1	1	0	1	0	1	0	0	هولوکاست
holy	0	0	0	0	0	0	1	0	0	0	مقدس
homage	0	0	0	0	0	0	1	0	0	0	ادای احترام
homeless	1	1	1	1	0	1	0	1	0	0	بی خانمان
homeopathic	0	0	0	0	0	0	0	0	0	0	هومیوپاتی
homeopathy	0	0	0	0	0	0	0	0	0	0	هومیوپاتی
homesick	0	0	0	0	0	1	0	1	0	0	دلتنگ
homestead	0	0	0	0	0	0	0	0	0	0	خانه
homework	0	0	0	1	0	0	0	0	0	0	مشق شب
homicidal	1	0	0	1	0	1	0	0	0	0	قتل
homicide	1	0	1	1	0	1	0	1	0	0	قتل
homily	0	0	0	0	0	0	0	0	0	0	موعظه
homogeneity	0	0	0	0	0	0	0	0	0	0	همگنی
homogeneous	0	0	0	0	0	0	0	0	0	0	همگن
homologous	0	0	0	0	0	0	0	0	0	0	همولوگ
homologue	0	0	0	0	0	0	0	0	0	0	همولوگ
homology	0	0	0	0	0	0	1	0	0	0	همسانی
hone	0	0	0	0	0	0	0	0	0	0	با سنگ تیز کردن
honest	1	0	1	1	1	0	1	1	0	1	صادقانه
honesty	0	0	0	0	0	0	1	0	0	1	صداقت
honey	0	0	0	0	0	0	1	0	0	0	عسل
honeycomb	0	0	0	0	0	0	0	0	0	0	شانه عسل
honeymoon	0	1	0	0	1	0	1	0	1	1	ماه عسل
honeysuckle	0	0	0	0	0	0	0	0	0	0	پیچ امین الدوله
honor	0	0	0	0	0	0	1	0	0	1	افتخار و احترام
honorable	0	0	0	0	0	0	1	0	0	1	محترم
honorarium	0	0	0	0	0	0	0	0	0	0	افتخاری
hood	1	0	1	1	0	1	0	0	0	0	کاپوت ماشین
hooded	0	0	0	1	0	0	0	0	0	0	کلاه دار
hoof	0	0	0	0	0	0	0	0	0	0	سم
hook	0	0	0	0	0	0	0	0	0	0	قلاب
hooked	0	0	0	0	0	1	0	0	0	0	قلاب شده
hooker	0	0	0	0	0	0	0	0	0	0	هوکر
hoop	0	0	0	0	0	0	0	0	0	0	حلقه
hoot	1	0	1	0	0	1	0	0	0	0	داغ کردن
hop	0	0	0	0	0	0	0	0	0	0	هاپ
hope	0	1	0	0	1	0	1	0	1	1	امید
hopeful	0	1	0	0	1	0	1	0	1	1	امیدوار کننده
hopeless	0	0	0	1	0	1	0	1	0	0	نومید
hopelessness	1	0	1	1	0	1	0	1	0	0	ناامیدی
hopes	0	0	0	0	0	0	0	0	0	0	امیدها
hoping	0	0	0	0	0	0	0	0	0	0	امید
hopper	0	0	0	0	0	0	0	0	0	0	قیف
horde	0	0	0	0	0	1	0	0	1	0	گروه ترکان و مغولان
horizon	0	1	0	0	0	0	1	0	0	0	افق
horizontal	0	0	0	0	0	0	0	0	0	0	افقی
horizontally	0	0	0	0	0	0	0	0	0	0	به صورت افقی
horn	0	0	0	0	0	0	0	0	0	0	شیپور
hornet	0	0	0	0	0	0	0	0	0	0	هورنت
horny	0	0	0	0	0	0	0	0	0	0	شاخدار
horoscope	0	1	0	0	0	0	0	0	0	0	طالع بینی
horrible	1	0	1	1	0	1	0	0	0	0	ناگوار
horribly	0	0	0	0	0	1	0	0	0	0	به طرز وحشتناکی
horrid	1	0	1	1	0	1	0	1	0	0	وحشتناک
horrific	1	0	1	1	0	1	0	1	0	0	دلهره آور
horrified	0	0	0	1	0	1	0	0	0	0	وحشت زده
horrifying	0	0	1	1	0	1	0	1	0	0	وحشتناک
horror	1	0	1	1	0	1	0	1	1	0	وحشت
horrors	0	0	0	1	0	1	0	1	0	0	وحشت
horse	0	0	0	0	0	0	0	0	0	1	اسب
horseman	0	0	0	0	0	0	0	0	0	0	سوارکار
horseshoe	0	0	0	0	0	0	0	0	0	0	نعل اسب
horticultural	0	0	0	0	0	0	0	0	0	0	باغبانی
horticulture	0	0	0	0	0	0	0	0	0	0	باغبانی
hose	0	0	0	0	0	0	0	0	0	0	شلنگ
hosiery	0	0	0	0	0	0	0	0	0	0	جوراب بافی
hospice	0	0	0	0	0	0	0	1	0	0	آسایشگاه
hospital	0	0	0	1	0	0	0	1	0	1	بیمارستان
hospitality	0	0	0	0	0	0	1	0	0	0	مهمان نوازی
hostage	1	0	0	1	0	1	0	0	0	0	گروگان
hostel	0	0	0	0	0	0	0	0	0	0	خوابگاه
hostile	1	0	1	1	0	1	0	0	0	0	خصومت آمیز
hostilities	1	0	0	1	0	1	0	0	0	0	خصومت ها
hostility	1	0	1	0	0	1	0	0	0	0	خصومت
hot	1	0	0	0	0	0	0	0	0	0	داغ
hotbed	0	0	0	0	0	0	0	0	0	0	داغ
hotel	0	0	0	0	0	0	0	0	0	0	هتل
hour	0	0	0	0	0	0	0	0	0	0	ساعت
hourglass	0	0	0	0	0	0	0	0	0	0	ساعت شنی
hourly	0	0	0	0	0	0	0	0	0	0	ساعتی
house	0	0	0	0	0	0	0	0	0	0	خانه
household	0	0	0	0	0	0	1	0	0	0	خانواده
householder	0	0	0	0	0	0	0	0	0	0	صاحب خانه
housekeeper	0	0	0	0	0	0	0	0	0	0	خانه دار
housekeeping	0	0	0	0	0	0	1	0	0	0	خانه داری
housewife	0	0	0	0	0	0	0	0	0	0	خانم خانه دار
housing	0	0	0	0	0	0	0	0	0	0	مسکن
hovercraft	0	0	0	0	0	0	0	0	0	0	هاورکرفت
howl	1	0	1	1	0	1	0	1	1	0	زوزه کشیدن
howsoever	0	0	0	0	0	0	0	0	0	0	به هر حال
hoy	0	0	0	0	0	0	0	0	0	0	هوی
hub	0	0	0	0	0	0	0	0	0	0	هاب
huddle	0	0	0	0	0	0	0	0	0	0	جمع شدن
hue	0	0	0	0	0	0	0	0	0	0	رنگ
huff	1	0	1	0	0	1	0	0	0	0	هوف
hug	0	0	0	0	1	0	1	0	0	1	در آغوش گرفتن
huge	0	0	0	0	0	0	0	0	0	0	بزرگ
hulk	0	0	1	0	0	0	0	0	0	0	هالک
hull	0	0	0	0	0	0	0	0	0	0	بدنە ضد آب شناور
hum	0	0	0	0	0	0	0	0	0	0	زمزمه
human	0	0	0	0	0	0	0	0	0	0	انسان
humane	0	0	0	0	0	0	1	0	0	0	انسانی
humanitarian	0	1	0	0	1	0	1	0	1	1	بشردوستانه
humanities	0	0	0	0	0	0	0	0	0	0	علوم انسانی
humanity	0	0	0	0	1	0	1	0	0	1	بشریت
humble	0	0	1	0	0	1	1	1	0	0	فروتن
humbled	0	0	0	0	0	0	1	1	0	0	متواضع
humbly	0	0	0	0	0	0	1	0	0	0	فروتنانه
humbug	1	0	1	0	0	1	0	1	0	0	فروتن
humid	0	0	0	0	0	0	0	0	0	0	مرطوب
humidity	0	0	0	0	0	0	0	0	0	0	رطوبت
humiliate	1	0	0	0	0	1	0	1	0	0	تحقیر کردن
humiliating	0	0	1	0	0	1	0	0	0	0	تحقیر کننده
humiliation	0	0	1	0	0	1	0	1	0	0	حقارت
humility	0	0	0	0	0	0	1	0	0	1	فروتنی
hummer	0	0	0	0	0	0	0	0	0	0	هامر
hummingbird	0	0	0	0	0	0	0	0	0	0	زرین پر، زرین بال
humongous	0	0	0	0	0	0	0	0	0	0	انبوه
humorist	0	0	0	0	0	0	1	0	0	0	طنزپرداز
humorous	0	0	0	0	1	0	1	0	0	0	طنز
hump	0	0	0	0	0	0	0	0	0	0	قوز
hunch	0	0	0	0	0	1	0	0	0	0	قوز کردن
hundred	0	0	0	0	0	0	0	0	0	0	صد
hundredth	0	0	0	0	0	0	0	0	0	0	صدم
hunger	0	0	0	0	0	0	0	0	0	0	گرسنگی
hungry	0	1	0	0	0	1	0	0	0	0	گرسنه
hunk	0	0	0	0	0	0	0	0	0	0	تکه تکه
hunks	0	0	0	0	0	0	0	0	0	0	تکه ها
hunt	0	0	0	0	0	0	0	0	0	0	شکار کردن
hunter	0	1	0	1	0	1	0	1	0	0	شکارچی
hunting	1	1	0	1	0	1	0	0	0	0	شکار
hurl	0	0	0	0	0	0	0	0	0	0	پرتاب کردن
hurrah	0	0	0	0	1	0	1	0	0	0	هورای
hurricane	0	0	0	1	0	1	0	0	0	0	طوفان
hurried	0	1	0	0	0	1	0	0	0	0	عجله کرد
hurry	0	1	0	0	0	0	0	0	0	0	عجله کن
hurt	1	0	0	1	0	1	0	1	0	0	صدمه
hurtful	1	0	1	1	0	1	0	1	0	0	آسیب زا
hurting	1	0	0	1	0	1	0	1	0	0	صدمه زدن
husbandry	0	0	0	0	0	0	1	0	0	1	دامداری
hush	0	0	0	0	0	0	1	0	0	0	ساکت کردن
hushed	0	0	0	0	0	0	0	0	0	0	ساکت شد
husk	0	0	0	0	0	0	0	0	0	0	پوسته
husky	0	0	0	0	0	0	0	0	0	0	هاسکی
hustle	0	0	0	0	0	0	0	0	0	0	فشار
hustler	0	0	0	0	0	1	0	0	0	0	مزاحم
hut	0	0	0	0	0	0	1	1	0	0	کلبه
hutch	0	0	0	0	0	0	0	0	0	0	کلبه
hyacinth	0	0	0	0	0	0	0	0	0	0	سنبل
hybrid	0	0	0	0	0	0	0	0	0	0	ترکیبی
hydra	0	0	0	1	0	1	0	0	0	0	هیدرا
hydraulics	0	0	0	0	0	0	0	0	0	0	هیدرولیک
hydrocephalus	0	0	1	1	0	1	0	1	0	0	هیدروسفالی
hydrodynamics	0	0	0	0	0	0	0	0	0	0	هیدرودینامیک
hydrogen	0	0	0	0	0	0	0	0	0	0	هیدروژن
hydrographic	0	0	0	0	0	0	0	0	0	0	هیدروگرافی
hydrology	0	0	0	0	0	0	0	0	0	0	هیدرولوژی
hygiene	0	0	0	0	0	0	0	0	0	0	بهداشت
hygienic	0	0	0	0	0	0	1	0	0	0	بهداشتی
hymn	0	1	0	0	1	0	1	1	0	1	سرود
hype	0	1	0	0	0	1	0	0	0	0	هیپ
hyperbole	0	0	0	0	0	1	0	0	0	0	هایپربولی
hypertrophy	0	0	1	1	0	0	0	0	1	0	هیپرتروفی
hyphen	0	0	0	0	0	0	0	0	0	0	خط ربط
hypnotic	0	0	0	0	0	0	0	0	0	0	خواب آور
hypnotized	0	0	0	0	0	0	0	0	0	0	هیپنوتیزم شده
hypocrisy	0	0	0	0	0	1	0	0	0	0	دورویی
hypocrite	0	0	1	0	0	1	0	0	0	0	منافق
hypocritical	0	0	1	0	0	1	0	0	0	0	ریاکارانه
hypothesis	0	1	0	0	0	0	0	0	1	0	فرضیه
hypothetical	0	0	0	0	0	0	0	0	0	0	فرضی
hysteria	0	0	0	1	0	1	0	0	0	0	هیستری
hysterical	1	0	0	1	0	1	0	0	0	0	هیستریک
ice	0	0	0	0	0	0	0	0	0	0	یخ
iceberg	0	0	0	0	0	0	0	0	0	0	کوه یخ
icon	0	0	0	0	0	0	0	0	0	0	آیکون
iconic	0	0	0	0	0	0	0	0	0	0	نمادین
iconography	0	0	0	0	0	0	0	0	0	0	شمایل نگاری
icy	0	0	0	0	0	0	0	0	0	0	یخی
idea	0	0	0	0	0	0	0	0	0	0	اندیشه
idealism	0	0	0	0	0	0	1	0	0	0	ایده آلیسم
idealist	0	0	0	0	0	0	0	0	0	0	ایده آلیست
identical	0	0	0	0	0	0	0	0	0	0	همسان
identically	0	0	0	0	0	0	0	0	0	0	به طور یکسان
identification	0	0	0	0	0	0	0	0	0	0	شناسایی
identify	0	0	0	0	0	0	0	0	0	0	شناسایی
identity	0	0	0	0	0	0	0	0	0	0	هویت
ideology	0	0	0	0	0	0	0	0	0	0	ایدئولوژی
idiocy	1	0	1	0	0	1	0	1	0	0	حماقت
idiom	0	0	0	0	0	0	0	0	0	0	اصطلاح
idiomatic	0	0	0	0	0	0	0	0	0	0	اصطلاحی
idiot	0	0	1	0	0	1	0	0	0	0	ادم سفیه و احمق
idiotic	1	0	1	0	0	1	0	0	0	0	احمق
idle	0	0	0	0	0	0	0	0	0	0	بیکار
idleness	0	0	0	0	0	0	0	0	0	0	بیکاری، تنبلی
idler	0	0	0	0	0	1	0	0	0	0	بیکار
idol	0	0	0	0	0	0	1	0	0	0	بت
idolatry	0	0	1	1	0	1	0	0	0	0	بت پرستی
igloo	0	0	0	0	0	0	0	0	0	0	ایگلو
igneous	0	0	0	0	0	0	0	0	0	0	آذرین
ignite	0	0	0	0	0	0	0	0	0	0	مشتعل شدن
ignition	0	0	0	0	0	0	0	0	0	0	آتش گرفتن
ignorance	0	0	0	0	0	1	0	0	0	0	جهل
ignorant	0	0	1	0	0	1	0	0	0	0	نادان
ignore	0	0	0	0	0	1	0	0	0	0	چشم پوشی
ilk	0	0	0	0	0	0	0	0	0	0	شبیه
ill	1	0	1	1	0	1	0	1	0	0	بیمار
illegal	1	0	1	1	0	1	0	1	0	0	غیر مجاز
illegality	1	0	1	1	0	1	0	0	0	0	غیر قانونی بودن
illegally	0	0	0	0	0	0	0	0	0	0	به صورت غیر قانونی
illegible	0	0	0	0	0	1	0	0	0	0	ناخوانا
illegitimate	1	0	1	1	0	1	0	1	1	0	نامشروع
illicit	1	0	1	1	0	1	0	0	0	0	قاچاق
illiterate	0	0	1	0	0	1	0	0	0	0	بی سواد
illness	0	0	0	1	0	1	0	1	0	0	بیماری
illogical	0	0	0	0	0	1	0	0	0	0	غیر منطقی
illuminate	0	1	0	0	1	0	1	0	1	0	روشن کردن
illumination	0	0	0	0	1	0	1	0	1	1	روشنایی
illuminator	0	0	0	0	0	0	0	0	0	0	روشنگر
illusion	0	0	0	0	0	1	0	0	1	0	توهم
illustrate	0	0	0	0	0	0	1	0	0	0	نشان دادن
illustration	0	0	0	0	0	0	0	0	0	0	تصویر
illustrative	0	0	0	0	0	0	0	0	0	0	گویا
illustrious	0	0	0	0	0	0	1	0	0	0	برجسته
image	0	0	0	0	0	0	0	0	0	0	تصویر
imagery	0	0	0	0	0	0	0	0	0	0	تصویرسازی
imaginary	0	0	0	0	0	0	0	0	0	0	خیالی
imagination	0	0	0	0	0	0	0	0	0	0	خیال پردازی
imaginative	0	0	0	0	0	0	1	0	0	0	تخیلی
imagine	0	0	0	0	0	0	0	0	0	0	تصور کنید
imagined	0	0	0	0	0	0	0	0	0	0	تصور کرد
imagining	0	0	0	0	0	0	0	0	0	0	تصور کردن
imam	0	0	0	0	0	0	0	0	0	0	امام
imbedded	0	0	0	0	0	0	0	0	0	0	تعبیه شده است
imitate	0	0	0	0	0	0	0	0	0	0	تقلید کنید
imitated	0	0	0	0	0	1	0	0	0	0	تقلید کرد
imitation	0	0	0	0	0	1	0	0	0	0	تقلید
immaculate	0	0	0	0	1	0	1	0	0	1	معصوم
immaterial	0	0	0	0	0	0	0	0	0	0	غیر مادی
immature	0	1	0	0	0	1	0	0	0	0	نابالغ
immaturity	1	1	0	0	0	1	0	0	0	0	نابالغی
immeasurable	0	0	0	0	0	0	0	0	0	0	غیر قابل اندازه گیری
immeasurably	0	0	0	0	0	0	0	0	0	0	بی اندازه
immediacy	0	0	0	0	0	0	0	0	1	0	بی واسطه بودن
immediately	0	1	0	0	0	1	1	0	0	0	بلافاصله. مستقیما
immemorial	0	0	0	0	0	0	0	0	0	0	به یاد ماندنی
immense	0	0	0	0	0	0	1	0	0	0	عظیم
immerse	0	1	0	1	1	0	1	0	1	1	غوطه ور کردن
immersion	0	0	0	0	0	0	0	0	0	0	غوطه وری
immigrant	0	0	0	1	0	0	0	0	0	0	مهاجر
immigration	0	0	0	0	0	0	0	0	0	0	مهاجرت
imminent	0	1	0	1	0	0	0	0	0	0	قریب الوقوع
immoral	1	0	1	1	0	1	0	1	0	0	غیر اخلاقی
immorality	1	0	1	0	0	1	0	0	0	0	بی اخلاقی
immortal	0	0	0	0	0	0	1	0	0	0	جاویدان
immortality	0	1	0	0	0	0	0	0	0	0	جاودانگی
immovable	0	0	0	0	0	1	1	0	0	1	غیر منقول
immune	0	0	0	0	0	0	0	0	0	0	مصون
immunity	0	0	0	0	0	0	0	0	0	0	مصونیت
immunization	0	0	0	0	0	0	0	0	0	1	ایمن سازی
immutable	0	0	0	0	0	0	0	0	0	0	تغییرناپذیر
imp	0	0	0	0	0	0	0	0	0	0	بد
impact	0	0	0	0	0	0	0	0	0	0	تأثیر
impair	0	0	0	0	0	1	0	0	0	0	خدشه دار کردن
impairment	0	0	0	0	0	1	0	0	0	0	اختلال
impart	0	0	0	0	0	0	1	0	0	1	به اشتراک بگذارند
impartial	0	0	0	0	0	0	1	0	0	1	بی طرف
impartiality	0	0	0	0	0	0	1	0	0	1	بی طرفی
impassable	0	0	0	0	0	1	0	0	0	0	صعب العبور
impassioned	0	0	0	0	0	0	0	0	0	0	پرشور
impatience	0	0	0	0	0	1	0	0	0	0	بی حوصلگی
impatient	0	1	0	0	0	1	0	0	0	0	بی صبر
impeach	0	0	1	1	0	1	0	0	0	0	استیضاح
impeachment	0	0	0	0	0	1	0	0	0	0	استیضاح
impeccable	0	0	0	0	0	0	1	0	0	1	بی عیب و نقص
impede	0	0	0	0	0	1	0	0	0	0	مانع
impediment	0	0	0	0	0	0	0	0	0	0	مانع
impelled	0	0	0	0	0	0	0	0	0	0	رانده شده است
impending	0	1	0	1	0	0	0	0	0	0	قریب الوقوع
impenetrable	0	0	0	0	0	0	0	0	0	1	غیر قابل نفوذ
imperative	0	0	0	0	0	0	0	0	0	0	ضروری
imperceptible	0	0	0	0	0	0	0	0	0	0	نامحسوس
