English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Filipino Word
jurisdiction	0	0	0	0	0	0	0	0	0	0	hurisdiksyon
jurisprudence	0	0	0	0	0	0	0	1	0	0	jurisprudence
jurist	0	0	0	0	0	0	0	0	0	1	hukom
jury	0	0	0	0	0	0	0	0	0	1	hurado
justice	0	0	0	0	0	0	1	0	0	1	hustisya
justifiable	0	0	0	0	0	0	1	0	0	1	makatwiran
justification	0	0	0	0	0	0	1	0	0	0	katwiran
justify	0	0	0	0	0	0	0	0	0	0	bigyang-katwiran
jute	0	0	0	0	0	0	0	0	0	0	dyut
juvenile	0	0	0	0	0	1	0	0	0	0	kabataan
juxtaposition	0	0	0	0	0	0	0	0	0	0	pagkakatugma
kaiser	0	0	0	0	0	0	0	0	0	0	kaiser
kaleidoscope	0	0	0	0	0	0	0	0	0	0	kaleidoscope
kangaroo	0	0	0	0	0	0	0	0	0	0	kangaroo
kanji	0	0	0	0	0	0	0	0	0	0	kanji
karma	0	0	0	0	0	0	0	0	0	0	karma
kayak	0	0	0	0	0	0	0	0	0	0	kayak
keel	0	0	0	0	0	0	0	0	0	0	kilya
keeper	0	0	0	0	0	0	0	0	0	0	tagabantay
keeping	0	0	0	0	0	0	0	0	0	0	pag-iingat
keepsake	0	0	0	0	0	0	1	0	0	0	alaala
keg	0	0	0	0	0	0	0	0	0	0	keg
ken	0	0	0	0	0	0	1	0	0	0	ken
kennel	0	0	0	0	0	0	0	1	0	0	kulungan ng aso
kern	0	0	0	0	0	1	0	0	0	0	kern
kernel	0	0	0	0	0	0	0	0	0	0	kernel
kerosene	0	0	0	1	0	0	0	0	0	0	kerosene
kettle	0	0	0	0	0	0	0	0	0	0	takure
key	0	0	0	0	0	0	0	0	0	0	susi
keyhole	0	0	0	0	0	0	0	0	0	0	butas ng susian
keynote	0	0	0	0	0	0	1	0	0	0	pangunahing tono
keystone	0	0	0	0	0	0	1	0	0	0	keystone
khaki	0	0	0	0	0	0	0	0	0	0	khaki
khan	0	0	0	1	0	0	0	0	0	1	khan
kick	1	0	0	0	0	1	0	0	0	0	sipa
kicking	1	0	0	0	0	0	0	0	0	0	pagsipa
kid	0	0	0	0	0	0	0	0	0	0	bata
kidding	0	0	0	0	0	0	0	0	0	0	nagbibiro
kidnap	1	0	0	1	0	1	0	1	1	0	kidnap
kill	0	0	0	1	0	1	0	1	0	0	pumatay
killing	1	0	0	1	0	1	0	1	0	0	pagpatay
kiln	0	0	0	0	0	0	0	0	0	0	tapahan
kilogram	0	0	0	0	0	0	0	0	0	0	kilo
kilometer	0	0	0	0	0	0	0	0	0	0	kilometro
kilt	0	0	0	0	0	0	0	0	0	0	kilt
kimono	0	0	0	0	0	0	0	0	0	0	kimono
kin	0	0	0	0	0	0	0	0	0	0	kamag-anak
kind	0	0	0	0	1	0	1	0	0	1	mabait
kindergarten	0	0	0	0	0	0	0	0	0	0	kindergarten
kindness	0	0	0	0	0	0	1	0	0	0	kabaitan
kindred	0	1	0	0	1	0	1	0	0	1	kamag-anak
kinematics	0	0	0	0	0	0	0	0	0	0	kinematika
king	0	0	0	0	0	0	1	0	0	0	hari
kingdom	0	0	0	0	0	0	0	0	0	0	kaharian
kink	0	0	0	0	0	0	0	0	0	0	kink
kinky	0	0	0	0	0	0	0	0	0	0	kulot
kiosk	0	0	0	0	0	0	0	0	0	0	kiosk
kirk	0	0	0	0	0	0	0	0	0	0	kirk
kiss	0	1	0	0	1	0	1	0	1	0	halikan
kit	0	0	0	0	0	0	0	0	0	0	kit
kitchen	0	0	0	0	0	0	0	0	0	0	kusina
kite	0	0	1	0	0	1	0	0	0	0	saranggola
kitten	0	0	0	0	1	0	1	0	0	1	kuting
knack	0	0	0	0	0	0	1	0	0	0	galing
knapsack	0	0	0	0	0	0	0	0	0	0	knapsack
knead	0	0	0	0	0	0	0	0	0	0	masahin
knee	0	0	0	0	0	0	0	0	0	0	tuhod
kneel	0	0	0	0	0	0	0	0	0	0	lumuhod
kneeling	0	0	0	0	0	0	0	0	0	0	nakaluhod
knell	0	0	0	1	0	1	0	1	0	0	lumuhod
knickers	0	0	0	0	0	0	0	0	0	1	mga knickers
knife	0	0	0	0	0	0	0	0	0	0	kutsilyo
knight	0	0	0	0	0	0	1	0	0	0	kabalyero
knit	0	0	0	0	0	0	0	0	0	0	mangunot
knob	0	0	0	0	0	0	0	0	0	0	knob
knock	0	0	0	0	0	0	0	0	0	0	kumatok
knoll	0	0	0	0	0	0	0	0	0	0	knoll
knot	0	0	0	0	0	0	0	0	0	0	buhol
knotted	0	0	0	0	0	1	0	0	0	0	buhol-buhol
knowing	0	0	0	0	0	0	1	0	0	0	nakakaalam
knowingly	0	0	0	0	0	0	0	0	0	0	alam
knowledge	0	0	0	0	0	0	1	0	0	0	kaalaman
knuckle	0	0	0	0	0	0	0	0	0	0	buko
kos	0	0	0	0	0	0	0	0	0	0	kos
kris	0	0	0	0	0	0	0	0	0	0	kris
kudos	0	0	0	0	1	0	1	0	0	0	kudos
lab	0	0	0	0	0	0	0	0	0	0	lab
label	0	0	0	0	0	0	0	0	0	1	label
labor	0	1	0	0	1	0	1	0	1	1	paggawa
laboratory	0	0	0	0	0	0	0	0	0	0	laboratoryo
labored	0	0	0	0	0	1	0	1	0	0	pinaghirapan
laborer	0	0	0	0	0	0	0	0	0	0	manggagawa
laboring	0	0	0	0	0	0	0	0	0	0	nagpapagal
laborious	0	0	0	0	0	1	0	0	0	0	matrabaho
labyrinth	0	1	0	0	0	1	0	0	0	0	labirint
lac	0	0	0	0	0	0	0	0	0	0	lac
lace	1	0	0	1	0	1	1	1	0	1	puntas
lack	0	0	0	0	0	1	0	0	0	0	kulang
lacking	0	0	0	0	0	1	0	0	0	0	kulang
lackluster	0	0	0	0	0	1	0	0	0	0	walang kinang
lacquer	0	0	0	0	0	0	0	0	0	0	may kakulangan
lacrosse	0	0	0	0	0	0	0	0	0	0	lacrosse
lad	0	0	0	0	0	0	0	0	0	0	batang lalaki
ladder	0	0	0	0	0	0	0	0	0	0	hagdan
laden	0	0	0	0	0	1	0	0	0	0	kargado
lading	0	0	0	0	0	0	0	0	0	0	pagkarga
ladle	0	0	0	0	0	0	0	0	0	0	sandok
lady	0	0	0	0	0	0	0	0	0	0	ginang
lag	0	0	0	0	0	1	0	0	0	0	lag
lagging	1	1	1	0	0	1	0	1	0	0	nahuhuli
lagoon	0	0	0	0	0	0	0	0	0	0	lagoon
lair	0	0	0	0	0	1	0	0	0	0	pugad
laity	0	0	0	0	0	0	0	0	0	0	karaniwang tao
lake	0	0	0	0	0	0	0	0	0	0	lawa
lama	0	0	0	0	0	0	0	0	0	0	lama
lamb	0	0	0	0	1	0	1	0	0	1	tupa
lament	0	0	1	1	0	1	0	1	0	0	managhoy
lamenting	0	0	0	0	0	0	0	1	0	0	nananaghoy
lamina	0	0	0	0	0	0	0	0	0	0	lamina
laminated	0	0	0	0	0	0	0	0	0	0	nakalamina
lamp	0	0	0	0	0	0	0	0	0	0	lampara
lance	0	0	0	0	0	0	0	0	0	0	si lance
lancer	0	0	0	0	0	0	0	0	0	0	lancer
land	0	0	0	0	0	0	1	0	0	0	lupain
landed	0	0	0	0	0	0	1	0	0	0	nakarating
landing	0	0	0	0	0	0	0	0	0	0	landing
landlocked	0	0	0	0	0	0	0	0	0	0	landlocked
landlord	0	0	0	0	0	0	0	0	0	0	panginoong maylupa
landmark	0	0	0	0	0	0	0	0	0	1	palatandaan
lands	0	0	0	0	0	0	0	0	0	0	lupain
landscape	0	0	0	0	0	0	0	0	0	0	tanawin
landscaping	0	0	0	0	0	0	0	0	0	0	landscaping
landslide	0	0	0	1	0	1	0	1	0	0	pagguho ng lupa
lane	0	0	0	0	0	0	0	0	0	0	lane
language	0	0	0	0	0	0	0	0	0	0	wika
languid	0	0	0	0	0	1	0	0	0	0	matamlay
languish	0	0	0	0	0	1	0	0	0	0	nanghihina
languishing	0	0	0	1	0	1	0	1	0	0	nanghihina
lanky	0	0	0	0	0	0	0	0	0	0	matangkad
lantern	0	0	0	0	0	0	0	0	0	0	parol
lap	0	0	0	0	0	0	0	0	0	0	lap
lapel	0	0	0	0	0	0	0	0	0	0	lapel
lapse	0	0	0	0	0	1	0	0	0	0	pagkalipas
lapsed	0	0	0	0	0	0	0	0	0	0	lipas na
larceny	0	0	1	0	0	1	0	0	0	0	pandarambong
lard	0	0	0	0	0	0	0	0	0	0	mantika
larder	0	0	0	0	0	0	0	0	0	0	larder
large	0	0	0	0	0	0	0	0	0	0	malaki
larger	0	0	1	0	0	0	0	0	1	1	mas malaki
largo	0	0	0	0	0	0	0	0	0	0	largo
lark	0	0	0	0	0	0	0	0	0	0	lark
larva	0	0	0	0	0	0	0	0	0	0	larva
larynx	0	0	0	0	0	0	0	0	0	0	larynx
laser	0	0	0	0	0	0	1	0	0	1	laser
lash	1	0	0	1	0	1	0	0	0	0	hagupit
lass	0	0	0	0	0	0	0	0	0	0	babae
lasso	0	0	0	0	0	0	0	0	0	0	laso
lasting	0	0	0	0	0	0	0	0	0	0	nagtatagal
latch	0	0	0	0	0	0	0	0	0	0	trangka
late	0	0	0	0	0	1	0	1	0	0	huli na
lateness	0	0	0	0	0	1	0	0	0	0	pagkahuli
latent	1	1	1	0	0	1	0	0	1	0	tago
lateral	0	0	0	0	0	0	0	0	0	0	lateral
laterally	0	0	0	0	0	0	0	0	0	0	sa gilid
latex	0	0	0	0	0	0	0	0	0	0	latex
lathe	0	0	0	0	0	0	0	0	0	0	makinang panlalik
lather	0	0	0	0	0	0	0	0	0	0	magsabon
latitude	0	0	0	0	0	0	0	0	0	0	latitude
latrines	0	0	1	0	0	1	0	0	0	0	mga palikuran
lattice	0	0	0	0	0	0	0	0	0	0	sala-sala
laudable	0	0	0	0	0	0	1	0	0	0	kapuri-puri
laugh	0	0	0	0	1	0	1	0	1	0	tumawa
laughable	0	0	1	0	0	1	0	0	0	0	nakakatuwa
laughing	0	0	0	0	1	0	1	0	0	0	tumatawa
laughter	0	1	0	0	1	0	1	0	1	0	tawa
launch	0	1	0	0	0	0	1	0	0	0	ilunsad
laundry	0	0	0	0	0	0	0	0	0	0	paglalaba
laureate	0	0	0	0	0	0	1	0	0	1	laureate
laurel	0	0	0	0	0	0	1	0	0	0	laurel
laurels	0	0	0	0	1	0	1	0	0	0	mga laurel
lava	1	0	0	1	0	1	0	0	0	0	lava
lavage	0	0	0	0	0	0	0	0	0	0	paghuhugas
lavatory	0	0	1	0	0	0	0	0	0	0	banyo
lavender	0	0	0	0	0	0	0	0	0	0	lavender
lavish	0	0	0	0	0	0	1	0	0	0	labis-labis
law	0	0	0	0	0	0	0	0	0	1	batas
lawful	0	0	0	0	0	0	1	0	0	1	ayon sa batas
lawlessness	1	0	0	1	0	1	0	0	0	0	kawalan ng batas
lawn	0	0	0	0	0	0	0	0	0	0	damuhan
lawsuit	1	0	1	1	0	1	0	1	1	0	kaso
lawyer	1	0	1	1	0	1	0	0	0	0	abogado
lax	0	0	0	0	0	1	0	1	0	0	maluwag
laxative	0	0	1	1	0	1	0	0	0	0	laxative
lay	0	0	0	0	0	0	0	0	0	0	maglatag
layer	0	0	0	0	0	0	0	0	0	0	layer
layered	0	0	0	0	0	0	0	0	0	0	patong-patong
layman	0	0	0	0	0	0	0	0	0	0	karaniwang tao
lazy	0	0	0	0	0	1	0	0	0	0	tamad
lea	0	0	0	0	0	0	0	0	0	0	lea
lead	0	0	0	0	0	0	1	0	0	0	nangunguna
leader	0	0	0	0	0	0	1	0	0	1	pinuno
leading	0	0	0	0	0	0	0	0	0	1	nangunguna
leads	0	0	0	0	0	0	0	0	0	0	nangunguna
leaf	0	0	0	0	0	0	0	0	0	0	dahon
leaflet	0	0	0	0	0	0	0	0	0	0	leaflet
leafy	0	0	0	0	0	0	0	0	0	0	madahon
league	0	0	0	0	0	0	1	0	0	0	liga
leak	0	0	0	0	0	1	0	0	0	0	tumagas
leakage	0	0	0	0	0	1	0	0	0	0	pagtagas
leaky	0	0	0	0	0	1	0	0	0	0	tumutulo
lean	0	0	0	0	0	0	0	0	0	0	sandalan
leaned	0	0	0	0	0	0	0	0	0	0	nakasandal
leaning	0	0	0	0	0	0	0	0	0	1	nakasandal
leap	0	0	0	0	0	0	0	0	0	0	tumalon
learn	0	0	0	0	0	0	1	0	0	0	matuto
learned	0	0	0	0	0	0	0	0	0	0	natutunan
learner	0	0	0	0	0	0	0	0	0	0	mag-aaral
learning	0	0	0	0	0	0	1	0	0	0	pag-aaral
lease	0	0	0	0	0	0	0	0	0	0	paupahan
leash	0	0	0	0	0	0	0	0	0	0	tali
leather	0	0	0	0	0	0	0	0	0	0	balat
leathery	0	0	0	0	0	0	0	0	0	0	parang balat
leave	0	0	0	0	0	1	0	1	1	0	umalis
lecture	0	0	0	0	0	0	0	0	0	0	panayam
lecturer	0	0	0	0	0	0	1	0	0	0	lektor
ledge	0	0	0	0	0	0	0	0	0	0	ungos
ledger	0	0	0	0	0	0	0	0	0	0	ledger
lee	0	0	0	0	0	0	0	0	0	0	lee
leech	0	0	0	0	0	1	0	0	0	0	linta
leeches	0	0	1	1	0	1	0	0	0	0	mga linta
leer	0	0	1	0	0	1	0	0	0	0	leer
leery	0	0	0	0	0	0	0	0	1	0	mapanlinlang
lees	0	0	0	0	0	0	0	0	0	0	lees
leeway	0	0	0	0	0	0	1	0	0	0	luwag
left	0	0	0	0	0	0	0	0	0	0	umalis
leg	0	0	0	0	0	0	0	0	0	0	binti
legacy	0	0	0	0	0	0	0	0	0	0	pamana
legal	0	0	0	0	0	0	1	0	0	1	legal
legality	0	0	0	0	0	0	0	0	0	0	legalidad
legalize	0	0	0	0	0	0	0	0	0	0	gawing legal
legalized	1	0	0	1	1	0	1	0	0	1	ginawang legal
legally	0	0	0	0	0	0	0	0	0	0	legal
legend	0	0	0	0	0	0	0	0	0	0	alamat
legendary	0	0	0	0	0	0	1	0	0	0	maalamat
legibility	0	0	0	0	0	0	1	0	0	0	pagiging madaling mabasa
legible	0	0	0	0	0	0	1	0	0	0	nababasa
legion	0	0	0	0	0	0	0	0	0	0	legion
legislate	0	0	0	0	0	0	0	0	0	0	gumawa ng batas
legislation	0	0	0	0	0	0	0	0	0	0	batas
legislative	0	0	0	0	0	0	0	0	0	0	pambatasan
legislator	0	0	0	0	0	0	0	0	0	1	mambabatas
legislature	0	0	0	0	0	0	0	0	0	1	lehislatura
legitimacy	0	0	0	0	0	0	0	0	0	1	pagkalehitimo
legs	0	0	0	0	0	0	0	0	0	0	binti
legume	0	0	0	0	0	0	0	0	0	0	munggo
leisure	0	1	0	0	1	0	1	0	1	1	paglilibang
leisurely	0	0	0	0	0	0	1	0	0	0	maluwag
lemma	0	0	0	0	0	0	1	0	0	0	lemma
lemon	0	0	1	0	0	1	0	0	0	0	limon
lend	0	0	0	0	0	0	0	0	0	0	magpahiram
lender	0	0	0	0	0	0	0	0	0	1	nagpapahiram
lending	0	0	0	0	0	0	0	0	0	0	pagpapautang
length	0	0	0	0	0	0	0	0	0	0	haba
lengthen	0	0	0	0	0	0	0	0	0	0	pahabain
lengthened	0	0	0	0	0	0	0	0	0	0	pinahaba
lengthening	0	0	0	0	0	0	0	0	0	0	pagpapahaba
lengthwise	0	0	0	0	0	0	0	0	0	0	pahaba
lengthy	0	0	0	0	0	0	0	0	0	0	mahaba
leniency	0	0	0	0	0	0	0	0	0	0	kaluwagan
lenient	0	0	0	0	0	0	1	0	0	0	maluwag
lens	0	0	0	0	0	0	0	0	0	0	lente
leopard	0	0	0	0	0	0	0	0	0	0	leopardo
leprosy	0	0	1	1	0	1	0	1	0	0	ketong
lessee	0	0	0	0	0	0	0	0	0	0	nangungupahan
lessen	0	1	0	0	0	1	0	0	0	0	bawasan
lessening	0	0	0	0	0	0	0	0	0	0	nababawasan
lesser	0	0	1	0	0	1	0	0	0	0	mas mababa
lesson	0	1	0	0	0	0	1	0	0	1	aralin
lessor	0	0	0	0	0	0	0	0	0	0	nagpapaupa
lethal	0	0	1	1	0	1	0	1	0	0	nakamamatay
lethargic	0	0	0	0	0	0	0	0	0	0	matamlay
lethargy	0	0	0	0	0	1	0	1	0	0	pagkahilo
letter	0	1	0	0	0	0	0	0	0	0	sulat
lettered	0	1	0	0	0	0	1	0	0	1	may sulat
letters	0	0	0	0	0	0	0	0	0	0	mga titik
lettuce	0	0	0	0	0	0	0	0	0	0	litsugas
leukemia	1	0	0	1	0	1	0	1	0	0	leukemia
levee	0	0	0	0	0	0	0	0	0	1	levee
level	0	0	0	0	0	0	1	0	0	1	antas
lever	0	0	0	0	0	0	0	0	0	0	pingga
leverage	0	0	0	0	0	0	1	0	0	0	pakikinabangan
levy	0	0	0	0	0	1	0	0	0	0	pataw
lewd	0	0	1	0	0	1	0	0	0	0	mahalay
lexicon	0	0	0	0	0	0	0	0	0	0	leksikon
ley	0	0	0	0	0	0	0	0	0	0	ley
liabilities	0	0	0	0	0	0	0	0	0	0	pananagutan
liability	0	0	0	0	0	0	0	0	0	0	pananagutan
liaison	0	0	0	0	0	1	0	0	0	0	pag-uugnayan
liar	0	0	1	0	0	1	0	0	0	0	sinungaling
libel	1	0	0	1	0	1	0	0	0	1	libelo
libelous	0	0	0	0	0	0	0	0	0	0	libelous
liberal	0	0	0	0	0	1	1	0	0	0	liberal
liberalism	0	0	0	0	0	0	0	0	0	0	liberalismo
liberate	1	1	0	0	1	0	1	0	1	1	palayain
liberation	0	1	0	0	1	0	1	0	1	0	pagpapalaya
liberty	0	1	0	0	1	0	1	0	1	1	kalayaan
libido	0	0	0	0	0	0	0	0	0	0	libido
librarian	0	0	0	0	0	0	0	0	0	0	librarian
library	0	0	0	0	0	0	1	0	0	0	aklatan
libretto	0	0	0	0	0	0	0	0	0	0	libretto
license	0	0	0	0	0	0	0	0	0	0	lisensya
lichen	0	0	0	0	0	0	0	0	0	0	lichen
lick	0	0	1	0	0	1	0	0	0	0	dilaan
lid	0	0	0	0	0	0	0	0	0	0	takip
lie	1	0	1	0	0	1	0	1	0	0	kasinungalingan
liege	0	0	0	0	0	0	0	0	0	0	liege
lien	0	0	0	0	0	0	0	0	0	0	lien
lieu	0	0	0	0	0	0	0	0	0	0	kapalit
lieutenant	0	0	0	0	0	0	0	0	0	1	tinyente
life	0	0	0	0	0	0	0	0	0	0	buhay
lifeblood	0	0	0	0	0	0	1	0	0	0	dugong-buhay
lifeboat	0	0	0	0	0	0	0	0	0	0	lifeboat
lifeless	0	0	0	1	0	1	0	1	0	0	walang buhay
lifelike	0	0	0	0	0	0	0	0	0	0	parang buhay
lifelong	0	0	0	0	0	0	0	0	0	0	habang buhay
lifetime	0	0	0	0	0	0	0	0	0	0	habang buhay
lift	0	0	0	0	0	0	0	0	0	0	angat
ligament	0	0	0	0	0	0	0	0	0	0	ligament
ligation	0	0	0	0	0	0	0	0	0	0	ligasyon
light	0	0	0	0	0	0	0	0	0	0	liwanag
lighten	0	0	0	0	0	0	0	0	0	0	gumaan
lighthouse	0	0	0	0	0	0	1	0	0	0	parola
lightness	0	0	0	0	0	0	0	0	0	0	kagaanan
lightning	1	0	0	1	0	0	0	0	1	0	kidlat
likelihood	0	0	0	0	0	0	0	0	0	0	posibilidad
likeness	0	0	0	0	0	0	0	0	0	0	pagkakahawig
likewise	0	0	0	0	0	0	0	0	0	0	gayundin
liking	0	0	0	0	1	0	1	0	0	1	pagkagusto
lilac	0	0	0	0	0	0	0	0	0	0	lilac
lily	0	0	0	0	0	0	0	0	0	0	liryo
limb	0	0	0	0	0	0	0	0	0	0	paa
limbo	0	0	0	0	0	0	0	0	0	0	limbo
limit	0	0	0	0	0	0	0	0	0	0	limitasyon
limitation	0	0	0	0	0	0	0	0	0	0	limitasyon
limited	1	0	0	0	0	1	0	1	0	0	limitado
limitless	0	0	0	0	0	0	0	0	0	0	walang limitasyon
limousine	0	0	0	0	0	0	0	0	0	0	limousine
limp	0	0	0	0	0	1	0	0	0	0	malata
lin	0	0	0	0	0	0	0	0	0	0	lin
line	0	0	0	0	0	0	0	0	0	0	linya
lineage	0	0	0	0	0	0	0	0	0	0	angkan
lineal	0	0	0	0	0	0	0	0	0	0	lineal
linear	0	0	0	0	0	0	0	0	0	0	linear
lined	0	0	0	0	0	0	0	0	0	0	may linya
linen	0	0	0	0	0	0	0	0	0	0	linen
liner	0	0	0	0	0	0	0	0	0	0	liner
lines	0	0	0	1	0	0	0	0	0	0	mga linya
linger	0	1	0	0	0	0	0	0	0	0	magtagal
lingo	0	0	0	0	0	0	0	0	0	0	lingo
lingual	0	0	0	0	0	0	0	0	0	0	lingual
linguist	0	0	0	0	0	0	1	0	0	1	dalubwika
linguistic	0	0	0	0	0	0	0	0	0	0	linguistic
linguistics	0	0	0	0	0	0	0	0	0	0	linggwistika
lining	0	0	0	0	0	0	0	0	0	0	lining
link	0	0	0	0	0	0	0	0	0	0	link
linoleum	0	0	0	0	0	0	0	0	0	0	linoleum
lint	0	0	0	0	0	1	0	0	0	0	lint
lion	0	0	0	1	0	0	1	0	0	0	leon
lip	0	0	0	0	0	0	0	0	0	0	labi
lipstick	0	0	0	0	0	0	0	0	0	0	lipstick
liquefaction	0	0	0	0	0	0	0	0	0	0	pagkatunaw
liquefied	0	0	0	0	0	0	0	0	0	0	natunaw
liqueur	0	0	0	0	0	0	0	0	0	0	alak
liquid	0	0	0	0	0	0	0	0	0	0	likido
liquidate	0	0	0	0	0	0	0	0	0	0	likidahin
liquidation	0	0	0	0	0	0	0	0	0	0	pagpuksa
liquidator	0	0	0	0	0	0	0	0	0	0	liquidator
liquidity	0	0	0	0	0	0	0	0	0	0	pagkatubig
liquor	1	0	0	0	1	1	0	1	0	0	alak
lisp	0	0	0	0	0	0	0	0	0	0	pagkasabik
list	0	0	0	0	0	0	0	0	0	0	listahan
listen	0	0	0	0	0	0	0	0	0	0	makinig ka
listener	0	0	0	0	0	0	0	0	0	0	tagapakinig
listing	0	0	0	0	0	0	0	0	0	0	listahan
listless	0	0	0	0	0	1	0	1	0	0	walang sigla
litany	0	0	0	0	0	0	0	0	0	0	litanya
literally	0	0	0	0	0	0	0	0	0	0	literal
literary	0	0	0	0	0	0	0	0	0	0	pampanitikan
literature	0	0	0	0	0	0	0	0	0	0	panitikan
lithe	0	0	0	0	0	0	1	0	0	0	masigla
lithograph	0	0	0	0	0	0	0	0	0	0	lithograph
lithography	0	0	0	0	0	0	0	0	0	0	litograpiya
lithology	0	0	0	0	0	0	0	0	0	0	litolohiya
lithosphere	0	0	0	0	0	0	0	0	0	0	lithosphere
litigant	0	0	0	0	0	1	0	0	0	0	litigante
litigate	1	1	1	1	0	1	0	1	0	0	litisin
litigation	0	0	0	0	0	1	0	0	0	0	litigasyon
litigious	1	0	1	0	0	1	0	0	0	0	litigasyon
litter	0	0	0	0	0	1	0	0	0	0	magkalat
littoral	0	0	0	0	0	0	0	0	0	0	litoral
liturgy	0	0	0	0	0	0	0	0	0	0	liturhiya
livelihood	0	0	0	0	0	0	0	0	0	0	kabuhayan
livery	0	0	0	0	0	0	0	0	0	0	livery
livid	1	0	1	0	0	1	0	0	0	0	galit na galit
living	0	0	0	0	0	0	0	0	0	0	nabubuhay
llama	0	0	0	0	0	0	0	0	0	0	llama
load	0	0	0	0	0	0	0	0	0	0	load
loaf	0	0	0	0	0	1	0	0	0	0	tinapay
loafer	0	0	0	0	0	1	0	0	0	0	loafer
loam	0	0	0	0	0	0	0	0	0	0	loam
loan	0	0	0	0	0	0	0	0	0	0	pautang
loath	1	0	0	0	0	1	0	0	0	0	kasuklam-suklam
loathe	1	0	1	0	0	1	0	0	0	0	kinasusuklaman
loathing	0	0	1	0	0	1	0	0	0	0	nasusuklam
loathsome	1	0	1	0	0	1	0	0	0	0	kasuklam-suklam
lobby	0	0	0	0	0	0	0	0	0	0	lobby
lobbyist	0	0	0	0	0	1	0	0	0	0	tagalobi
lobe	0	0	0	0	0	0	0	0	0	0	lobe
local	0	0	0	0	0	0	0	0	0	0	lokal
locale	0	0	0	0	0	0	0	0	0	0	lokal
locality	0	0	0	0	0	0	0	0	0	0	lokalidad
localization	0	0	0	0	0	0	0	0	0	0	lokalisasyon
localize	0	1	0	0	0	0	0	0	0	0	i-localize
locate	0	0	0	0	0	0	0	0	0	0	hanapin
location	0	0	0	0	0	0	0	0	0	0	lokasyon
loch	0	0	0	0	0	0	0	0	0	0	loch
lock	0	0	0	0	0	0	0	0	0	0	kandado
locker	0	0	0	0	0	0	0	0	0	0	locker
locksmith	0	0	0	0	0	0	0	0	0	0	locksmith
lockup	0	0	0	1	0	1	0	1	0	0	lockup
locomotion	0	0	0	0	0	0	0	0	0	0	lokomosyon
locomotive	0	0	0	0	0	0	0	0	0	0	makina ng tren
locust	0	0	0	1	0	1	0	0	0	0	balang
lodge	0	0	0	0	0	0	0	0	0	0	tutuluyan
lodger	0	0	0	0	0	0	0	0	0	0	nanunuluyan
lodging	0	0	0	0	0	0	0	0	0	1	panuluyan
loft	0	0	0	0	0	0	0	0	0	0	loft
lofty	0	0	0	0	0	1	0	0	0	0	matayog
log	0	0	0	0	0	0	0	0	0	0	log
logarithm	0	0	0	0	0	0	0	0	0	0	logarithm
logarithmic	0	0	0	0	0	0	0	0	0	0	logarithmic
logic	0	0	0	0	0	0	0	0	0	0	lohika
logical	0	0	0	0	0	0	1	0	0	0	lohikal
logistics	0	0	0	0	0	0	0	0	0	0	logistik
logotype	0	0	0	0	0	0	0	0	0	0	logotype
loin	0	0	0	0	0	0	0	0	0	0	baywang
lollipop	0	0	0	0	0	0	0	0	0	0	lollipop
lone	0	0	0	0	0	0	0	1	0	0	nag-iisa
loneliness	0	0	0	1	0	1	0	1	0	0	kalungkutan
lonely	1	0	1	1	0	1	0	1	0	0	nag-iisa
lonesome	0	0	0	0	0	1	0	1	0	0	nag-iisa
long	0	1	0	0	0	0	0	0	0	0	mahaba
longevity	0	0	0	0	0	0	1	0	0	0	mahabang buhay
longing	0	1	0	0	0	0	0	1	0	0	pananabik
longitude	0	0	0	0	0	0	0	0	0	0	longitude
longitudinal	0	0	0	0	0	0	0	0	0	0	pahaba
longitudinally	0	0	0	0	0	0	0	0	0	0	paayon
loo	0	0	1	0	0	1	0	0	0	0	loo
lookout	0	0	0	0	0	0	0	0	0	0	pagbabantay
loom	0	1	0	1	0	1	0	0	0	0	habihan
looming	0	0	0	0	0	0	0	0	0	0	nagbabadya
loon	0	0	1	0	0	1	0	0	0	0	loon
loony	0	0	0	0	0	1	0	0	0	0	baliw
loop	0	0	0	0	0	0	0	0	0	0	loop
loophole	0	0	0	0	0	0	0	0	0	0	butas
loosen	0	0	0	0	0	0	0	0	0	0	lumuwag
loosening	0	0	0	0	0	0	0	0	0	0	lumuluwag
loot	0	0	0	0	0	1	0	0	0	0	pagnakawan
lop	0	0	0	0	0	0	0	0	0	0	lop
lopsided	0	0	0	0	0	0	0	0	0	0	tagilid
lord	0	0	1	0	0	1	1	0	0	1	panginoon
lords	0	0	0	0	0	0	0	0	0	0	mga panginoon
lordship	0	0	0	0	0	0	1	0	0	0	panginoon
lore	0	0	0	0	0	0	0	0	0	0	alamat
lorry	0	0	0	0	0	0	0	0	0	0	trak
lose	1	0	1	1	0	1	0	1	1	0	mawala
losing	1	0	0	0	0	1	0	1	0	0	natatalo
loss	1	0	0	1	0	1	0	1	0	0	pagkawala
lost	0	0	0	0	0	1	0	1	0	0	nawala
lot	0	0	0	0	0	0	0	0	0	0	marami
lotion	0	0	0	0	0	0	0	0	0	0	losyon
lots	0	0	0	0	0	0	0	0	0	0	marami
lottery	0	1	0	0	0	0	0	0	0	0	lottery
lotto	0	0	0	0	0	0	0	0	0	0	lotto
loud	0	0	0	0	0	0	0	0	0	0	malakas
