English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Pashto Word
gravy	0	0	0	0	0	0	0	0	0	0	غوښه
gray	0	0	1	0	0	0	0	1	0	0	خړ
graze	0	0	0	0	0	0	0	0	0	0	څړ
grease	0	0	0	0	0	0	0	0	0	0	غوړ
greasy	0	0	1	0	0	0	0	0	0	0	غوړ
greater	0	0	0	0	0	0	1	0	0	0	ډیر
greatest	0	0	0	0	0	0	0	0	0	0	تر ټولو لوی
greatly	0	0	0	0	0	0	0	0	0	0	ډیر
greatness	0	0	0	0	1	0	1	0	1	1	عظمت
greed	1	0	1	0	0	1	0	0	0	0	حرص
greedy	0	0	1	0	0	1	0	0	0	0	لالچی
green	0	0	0	0	1	0	1	0	0	1	شین
greenhouse	0	0	0	0	0	0	0	0	0	0	شنه خونه
greenish	0	0	0	0	0	0	0	0	0	0	شنه
greenwood	0	0	0	0	0	0	0	0	0	0	شنه لرګي
greet	0	0	0	0	0	0	0	0	0	0	سلام
greeting	0	0	0	0	0	0	1	0	1	0	سلام
gregarious	0	0	0	0	0	0	1	0	0	0	ګډوډ
grenade	0	0	0	1	0	1	0	0	0	0	لاسي بم
grey	0	0	0	0	0	0	0	0	0	0	خړ
greyhound	0	0	0	0	0	0	0	0	0	0	ګری هاونډ
gridiron	0	0	0	0	0	0	0	0	0	0	ګریډیرون
grief	0	0	0	0	0	1	0	1	0	0	غم
grievance	1	0	1	0	0	1	0	1	0	0	شکایت
grieve	0	0	0	1	0	1	0	1	0	0	غم
grievous	1	0	0	1	0	1	0	1	0	0	دردناک
griffin	0	0	0	0	0	0	0	0	0	0	ګریفین
grill	0	0	0	0	0	0	0	0	0	0	گرل
grille	0	0	0	0	0	0	0	0	0	0	گرل
grim	1	1	1	1	0	1	0	1	0	0	سخت
grime	0	0	1	0	0	1	0	0	0	0	ګرم
grimy	0	0	1	0	0	1	0	0	0	0	خړ
grin	0	1	0	0	1	0	1	0	1	1	خندا
grind	0	0	0	0	0	0	0	0	0	0	پیس
grinder	0	0	0	0	0	0	0	0	0	0	گرانډر
grinding	0	0	0	0	0	1	0	0	0	0	پیسیدل
grip	0	0	0	0	0	0	0	0	0	0	گرفت
grisly	0	0	1	1	0	1	0	0	0	0	په خندا سره
grist	0	0	0	0	0	0	1	0	0	0	grist
grit	0	0	0	0	0	0	1	0	0	1	grit
gritty	0	0	0	0	0	0	0	0	0	0	خړ
grizzly	0	0	0	1	0	1	0	0	0	0	خړ
groan	0	0	1	0	0	1	0	1	0	0	ژړا
grocer	0	0	0	0	0	0	0	0	0	0	پرچون پلورونکی
groceries	0	0	0	0	0	0	0	0	0	0	خوراکي توکي
grocery	0	0	0	0	0	0	0	0	0	0	خوراکي توکي
groggy	0	0	0	0	0	0	0	0	0	0	خندا
groin	0	0	0	0	0	0	0	0	0	0	کمر
groom	0	0	0	0	0	0	0	0	0	0	زوم
groove	0	0	0	0	0	0	0	0	0	0	نالی
grope	1	0	1	1	0	1	0	0	0	0	لاس وهل
gross	0	0	1	0	0	1	0	0	0	0	ناخالص
grotesque	0	0	1	0	0	1	0	0	0	0	عجیبه
grotto	0	0	0	0	0	0	0	0	0	0	ګرټو
ground	0	0	0	0	0	0	0	0	0	1	ځمکه
grounded	0	0	0	1	0	1	0	1	0	0	ځمکنی
groundless	0	0	0	0	0	1	0	0	0	0	بې بنسټه
grounds	0	0	0	0	0	0	0	0	0	0	ځمکې
groundwork	0	0	0	0	0	0	1	0	0	0	بنسټیز کار
group	0	0	0	0	0	0	0	0	0	0	ډله
grouping	0	0	0	0	0	0	0	0	0	0	ډله کول
grouse	0	0	0	0	0	0	0	0	0	0	خندا
grout	0	0	0	0	0	0	0	0	0	0	grout
grove	0	0	0	0	0	0	0	0	0	0	ګل
grow	0	1	0	0	1	0	1	0	0	1	وده کول
growl	1	0	0	1	0	1	0	0	0	0	ژړل
growling	1	0	1	1	0	1	0	0	0	0	ژړل
growth	0	0	0	0	0	0	1	0	0	0	وده
grub	0	0	0	0	0	0	0	0	0	0	ګروب
grudge	1	0	0	0	0	1	0	0	0	0	کرکه
grudgingly	0	0	0	0	0	1	0	0	0	0	په کرکه سره
gruesome	0	0	1	0	0	1	0	0	0	0	وحشتناک
gruff	1	0	1	0	0	1	0	0	0	0	کرکه
grumble	1	0	1	0	0	1	0	0	0	0	ژړل
grumpy	1	0	1	0	0	1	0	1	0	0	خپه
grunt	0	0	0	0	0	0	0	0	0	0	ژړا
guarantee	0	0	0	0	0	0	1	0	0	1	تضمین
guaranty	0	0	0	0	0	0	0	0	0	0	تضمین
guard	0	0	0	1	0	0	1	0	0	1	ساتونکی
guarded	0	0	0	0	0	0	0	0	0	1	ساتل
guardian	0	0	0	0	0	0	1	0	0	1	ساتونکی
guardianship	0	0	0	0	0	0	1	0	0	1	سرپرستي
guards	0	0	0	0	0	0	0	0	0	0	ساتونکي
gubernatorial	0	0	0	0	0	0	1	0	0	1	والي
guerilla	0	0	0	1	0	1	0	0	0	0	ګوریلا
guess	0	0	0	0	0	0	0	0	1	0	اټکل
guesswork	0	0	0	0	0	0	0	0	0	0	اټکل
guest	0	0	0	0	0	0	0	0	0	0	ميلمه
guidance	0	0	0	0	0	0	1	0	0	1	لارښود
guide	0	0	0	0	0	0	1	0	0	1	لارښود
guidebook	0	0	0	0	0	0	1	0	0	1	لارښود کتاب
guild	0	0	0	0	0	0	0	0	0	0	ټولنه
guile	0	0	0	0	0	1	0	0	0	0	چل
guillotine	1	1	1	1	0	1	0	1	0	0	ګیلوټین
guilt	0	0	1	0	0	1	0	1	0	0	ګناه
guilty	1	0	0	0	0	1	0	1	0	0	مجرم
guinea	0	0	0	0	0	0	0	0	0	0	ګینه
guise	0	0	0	0	0	1	0	0	0	0	بهانه
guitar	0	0	0	0	0	0	0	0	0	0	ګیتار
gules	0	0	0	0	0	0	0	0	0	0	ګول
gulf	0	0	0	0	0	0	0	0	0	0	خلیج
gull	0	0	0	0	0	1	0	0	0	0	ګل
gullible	0	0	0	0	0	1	0	1	0	1	د سپکاوي وړ
gully	0	0	0	0	0	0	0	0	0	0	نالی
gulp	0	0	0	1	0	0	0	0	1	0	غوټه
gum	0	0	0	0	0	0	0	0	0	0	ګوم
gummy	0	0	0	0	0	0	0	0	0	0	غوړ
gun	1	0	0	1	0	1	0	0	0	0	ټوپک
gunner	0	0	0	0	0	0	0	0	0	0	ټوپک والا
gunpowder	0	0	0	1	0	0	0	0	0	0	ټوپک
guru	0	0	0	0	0	0	1	0	0	1	ګورو
gush	0	0	1	0	1	1	0	0	0	0	غوسه
gusset	0	0	0	0	0	0	0	0	0	1	ګوسیټ
gust	0	0	0	0	0	0	0	0	0	0	ټوخه
gusty	0	0	0	0	0	0	0	0	0	0	ګرم
gut	0	0	1	0	0	0	0	0	0	0	کولمو
guts	0	0	0	0	0	0	1	0	0	0	همت
gutter	0	0	1	0	0	0	0	0	0	0	نالی
guy	0	0	0	0	0	0	0	0	0	0	هلک
guzzling	0	0	0	0	0	1	0	0	0	0	ګوزلی
gymnasium	0	0	0	0	0	0	0	0	0	0	جمنازیم
gymnast	0	0	0	0	0	0	1	0	0	0	جمناسټ
gymnastic	0	0	0	0	0	0	0	0	0	0	جمناسټیک
gymnastics	0	0	0	0	0	0	0	0	0	0	جمناسټیک
gynecology	0	0	0	0	0	0	0	0	0	0	د نسایی علومو
gypsy	0	0	0	0	0	1	0	0	0	0	جپسي
gyroscope	0	0	0	0	0	0	0	0	0	0	gyroscope
habit	0	0	0	0	0	0	0	0	0	0	عادت
habitat	0	0	0	0	0	0	1	0	0	0	استوګنځی
habitation	0	0	0	0	0	0	0	0	0	0	استوګنځی
habitual	0	1	0	0	0	0	0	0	0	0	عادت
habitually	0	0	0	0	0	0	0	0	0	0	په عادي توګه
hacienda	0	0	0	0	0	0	0	0	0	0	hacienda
hag	0	0	1	1	0	1	0	0	0	0	هګ
haggard	0	0	0	0	0	1	0	1	0	0	خندا
haggle	0	0	0	0	0	0	0	0	0	0	لاس وهنه
hail	0	0	0	0	0	1	1	0	0	1	ږلۍ
hair	0	0	0	0	0	0	0	0	0	0	ویښتان
hairy	0	0	1	0	0	1	0	0	0	0	ویښتان
hale	0	0	0	0	0	0	1	0	0	0	هیل
half	0	0	0	0	0	0	0	0	0	0	نیم
halfway	0	0	0	0	0	1	0	0	0	0	نیمه لار
hall	0	0	0	0	0	0	0	0	0	0	تالار
hallowed	0	0	0	0	0	0	0	0	0	0	مقدس
hallucination	0	0	0	1	0	1	0	0	0	0	هیلوسینیشن
halo	0	0	0	0	0	0	0	0	0	0	هیلو
halt	0	0	0	0	0	0	0	0	0	0	ودرول
halter	1	0	0	1	0	1	0	1	0	0	درول
halting	0	0	0	1	0	1	0	1	0	0	درول
halve	0	0	0	0	0	0	0	0	0	0	نیمه برخه
halving	0	0	0	0	0	0	0	0	0	0	نیمه کول
ham	0	0	0	0	0	0	0	0	0	0	خنزير
hamlet	0	0	0	0	0	0	0	0	0	0	کلی
hammer	0	0	0	0	0	0	0	0	0	0	هامر
hammering	0	0	0	0	0	0	0	0	0	0	لاس وهل
hammock	0	0	0	0	0	0	0	0	0	0	hammock
hamper	0	0	0	0	0	1	0	0	0	0	خنډ
hamstring	1	0	0	0	0	1	0	1	0	0	لاسونه
hand	0	0	0	0	0	0	0	0	0	0	لاس
handbook	0	0	0	0	0	0	0	0	0	1	لاسي کتاب
handful	0	0	0	0	0	0	0	0	0	0	لاسي
handicap	0	0	0	0	0	1	0	1	0	0	معیوب
handicraft	0	0	0	0	0	0	0	0	0	0	لاسي صنایع
handiwork	0	0	0	0	0	0	0	0	0	0	لاسي کار
handkerchief	0	0	0	0	0	0	0	0	0	0	رومال
handle	0	0	0	0	0	0	0	0	0	0	سمبالول
handsome	0	0	0	0	0	0	0	0	0	0	ښکلی
handwriting	0	0	0	0	0	0	0	0	0	0	لاس لیک
handy	0	0	0	0	0	0	1	0	0	0	لاسي
hang	0	0	0	0	0	0	0	0	0	0	ځړول
hangar	0	0	0	0	0	0	0	0	0	0	هنګر
hanging	1	0	1	1	0	1	0	1	0	0	ځړول
hangman	0	0	0	1	0	1	0	0	0	0	ځړونکی
hangout	0	0	0	0	0	0	0	0	0	0	ساعت تیری کول
hank	0	0	0	0	0	0	0	0	0	0	هانک
hankering	0	1	0	0	0	0	0	0	0	0	غوسه کول
hap	0	1	0	0	0	0	0	0	1	0	هپ
haphazard	0	0	0	0	0	0	0	0	0	0	ناڅاپي
happen	0	1	0	0	0	0	0	0	0	0	پیښیږي
happening	0	0	0	0	0	0	0	0	0	0	پیښیږي
happily	0	0	0	0	1	0	1	0	0	0	په خوښۍ سره
happiness	0	1	0	0	1	0	1	0	0	0	خوښي
happy	0	1	0	0	1	0	1	0	0	1	خوشحاله
harass	1	0	1	0	0	1	0	0	0	0	ځورول
harassing	1	0	0	0	0	0	0	0	0	0	ځورول
harbinger	1	1	0	1	0	1	0	0	0	0	هاربینر
harbor	0	0	0	0	0	0	0	0	0	1	بندر
harden	0	0	0	0	0	0	0	0	0	0	سخت
hardened	1	0	1	1	0	1	0	0	0	0	سخت
hardening	0	0	0	0	0	0	0	0	0	0	سختول
hardness	0	0	0	0	0	1	0	0	0	0	سختۍ
hardship	0	0	0	0	0	1	0	1	0	0	سختۍ
hardware	0	0	0	0	0	0	0	0	0	0	هارډویر
hardy	0	0	0	0	1	0	1	0	0	1	سخت
hare	0	0	0	0	0	0	0	0	0	0	سوى
harem	0	0	0	0	0	0	0	0	0	0	حرم
harlot	0	0	1	0	0	1	0	0	0	0	زنا
harm	0	0	0	1	0	1	0	0	0	0	زیان
harmful	1	0	1	1	0	1	0	1	0	0	زیان رسونکی
harmonica	0	0	0	0	0	0	0	0	0	0	هارمونیکا
harmonics	0	0	0	0	0	0	0	0	0	0	هارمونیک
harmoniously	0	0	0	0	1	0	1	0	0	1	په همغږي توګه
harmonize	0	0	0	0	0	0	0	0	0	0	همغږي کول
harmony	0	0	0	0	1	0	1	0	0	1	همغږي
harness	0	0	0	0	0	0	0	0	0	0	زغره
harper	0	0	0	0	0	0	0	0	0	0	هارپر
harpsichord	0	0	0	0	0	0	0	0	0	0	هارپسیکورډ
harrowing	0	0	0	1	0	1	0	0	0	0	ځوروونکی
harry	1	0	0	0	0	1	0	1	0	0	هیري
harshness	1	0	0	1	0	1	0	0	0	0	سختۍ
hart	0	0	0	0	0	0	0	0	0	0	هارټ
harvest	0	1	0	0	1	0	1	0	0	0	حاصل
hash	0	0	0	0	0	1	0	0	0	0	هش
hashish	0	0	0	0	0	1	0	0	0	0	چرس
haste	0	1	0	0	0	0	0	0	0	0	ګړندی
hasten	0	0	0	0	0	0	0	0	0	0	ګړندی کول
hastily	0	0	0	0	0	0	0	0	0	0	په چټکۍ سره
hasty	0	0	0	0	0	1	0	0	0	0	ګړندی
hat	0	0	0	0	0	0	0	0	0	0	خولۍ
hatch	0	0	0	0	0	0	0	0	0	0	خولۍ
hatchet	0	0	0	0	0	0	0	0	0	0	خولۍ
hate	1	0	1	1	0	1	0	1	0	0	کرکه
hateful	1	0	1	1	0	1	0	1	0	0	کرکه لرونکی
hating	1	0	0	0	0	1	0	0	0	0	کرکه
hatred	1	0	1	1	0	1	0	1	0	0	نفرت
haughty	1	0	0	0	0	1	0	0	0	0	غرور
haul	0	0	0	0	0	0	0	0	0	0	وړل
haulage	0	0	0	0	0	0	0	0	0	0	بار وړل
haunt	0	0	0	1	0	1	0	0	0	0	ځړول
haunted	0	0	0	1	0	1	0	1	0	0	ځړول شوی
haven	0	0	0	0	0	0	1	0	0	1	پټنځای
havoc	1	0	0	1	0	1	0	0	0	0	تباهي
haw	0	0	0	0	0	0	0	0	0	0	هو
hawk	0	0	0	1	0	0	0	0	0	0	باز
hawking	0	0	0	0	0	0	0	0	0	0	هاوکینګ
hazard	0	0	0	1	0	1	0	0	0	0	خطر
hazardous	0	0	0	1	0	1	0	0	0	0	خطرناک
haze	0	0	0	1	0	1	0	0	0	0	دوړې
hazy	0	0	0	0	0	0	0	0	0	0	خړ
head	0	0	0	0	0	0	0	0	0	0	سر
headache	0	0	0	0	0	1	0	0	0	0	سر درد
headdress	0	0	0	0	0	0	0	0	0	0	سرپوښ
header	0	0	0	0	0	0	0	0	0	0	سرلیک
headgear	0	0	0	0	0	0	0	0	0	0	سرپوښ
heading	0	0	0	0	0	0	0	0	0	0	سرلیک
headland	0	0	0	0	0	0	0	0	0	0	سر زمینه
headlight	0	1	0	0	0	0	0	0	0	0	سر څراغ
headline	0	0	0	0	0	0	0	0	0	0	سرټکی
headlong	0	0	0	0	0	0	0	0	0	0	سر په سر
headquarters	0	0	0	0	0	0	0	0	0	0	مرکزي دفتر
headstone	0	0	0	0	0	0	0	0	0	0	سر ډبره
headway	0	0	0	0	0	0	1	0	0	0	پرمخ
heady	0	0	0	0	0	1	0	0	0	0	سرخوږی
heal	0	0	0	0	1	0	1	0	0	1	شفا ورکول
healing	0	1	0	0	1	0	1	0	0	1	شفا ورکول
health	0	0	0	0	0	0	0	0	0	0	روغتیا
healthful	0	0	0	0	1	0	1	0	0	0	صحي
healthy	0	0	0	0	0	0	1	0	0	0	روغ
heap	0	0	0	0	0	0	0	0	0	0	ټوپ
hear	0	0	0	0	0	0	0	0	0	0	اوریدل
hearer	0	0	0	0	0	0	0	0	0	0	اوریدونکی
hearing	0	0	0	1	0	1	0	0	0	0	اوریدل
hearsay	0	0	0	0	0	1	0	0	0	0	اوریدل
hearse	0	0	0	1	0	1	0	1	0	0	اورېدل
heart	0	0	0	0	0	0	0	0	0	0	هرات
heartache	0	0	0	0	0	1	0	1	0	0	د زړه درد
heartburn	0	0	0	0	0	1	0	0	0	0	د زړه سوځیدنه
heartfelt	0	0	0	0	1	0	1	1	0	1	په زړه پوری
hearth	0	0	0	0	0	0	1	0	0	0	چوله
heartily	0	0	0	0	1	0	1	0	0	0	په زړه پوری
heartless	0	0	0	0	0	1	0	1	0	0	بې زړه
hearts	0	0	0	0	0	0	0	0	0	0	زړونه
heartworm	0	0	1	0	0	0	0	0	0	0	د زړه درد
heat	0	0	0	0	0	0	0	0	0	0	تودوخه
heated	0	0	0	0	0	0	0	0	0	0	ګرم شوی
heater	0	0	0	0	0	0	0	0	0	0	ګرم
heath	0	0	0	0	0	0	0	0	0	0	روغتیا
heathen	0	0	0	1	0	1	0	0	0	0	غیرت
heather	0	0	0	0	0	0	0	0	0	0	هیدر
heating	0	0	0	0	0	0	0	0	0	0	ګرمول
heave	0	0	0	0	0	0	0	0	0	0	توده
heavenly	0	1	0	0	1	0	1	0	0	1	آسماني
heavens	0	0	0	0	1	0	1	0	0	1	آسمانونه
heavily	0	0	0	0	0	1	0	0	0	0	په دروند ډول
heaviness	0	0	0	0	0	0	0	0	0	0	دروندوالی
heaving	0	0	0	0	0	0	0	0	0	0	درول
hectares	0	0	0	0	0	0	0	0	0	0	هکتاره
hectic	0	0	0	0	0	0	0	0	0	0	بوخت
hedge	0	0	0	0	0	0	0	0	0	0	هیج
hedgehog	0	0	0	0	0	0	0	0	0	0	هیج هاګ
hedonism	0	0	0	0	1	1	1	0	0	0	هیډونیزم
heed	0	0	0	0	0	0	0	0	0	0	غوږ نیول
heel	0	0	0	0	0	1	0	0	0	0	پښه
heels	0	0	0	0	0	0	0	0	0	0	پښې
heft	0	1	0	1	0	0	1	0	0	0	heft
hegemonic	0	0	0	0	0	0	0	0	0	0	hegemonic
heifer	0	0	0	0	0	0	0	0	0	0	چرګ
height	0	0	0	0	0	0	0	0	0	0	لوړوالی
heighten	0	0	0	1	0	1	0	0	0	0	لوړول
heinous	0	0	0	0	0	1	0	0	0	0	ناوړه
heir	0	0	0	0	0	0	0	0	0	0	وارث
heiress	0	0	0	0	0	0	0	0	0	0	وارث
heirloom	0	0	0	0	0	0	0	0	0	0	میراث
heirs	0	0	0	0	0	0	0	0	0	0	وارثان
helical	0	0	0	0	0	0	0	0	0	0	هیلیکل
helix	0	0	0	0	0	0	0	0	0	0	هیلکس
hell	1	0	1	1	0	1	0	1	0	0	دوزخ
hellish	1	0	1	1	0	1	0	1	0	0	دوزخي
helm	0	0	0	0	0	0	0	0	0	0	هیلم
helmet	0	0	0	1	0	0	1	0	0	0	هیلمټ
helper	0	0	0	0	0	0	1	0	0	1	مرسته کوونکی
helpful	0	0	0	0	1	0	1	0	0	1	ګټور
helpless	0	0	0	1	0	1	0	1	0	0	بې وسه
helplessness	0	0	0	1	0	1	0	1	0	0	بې وسۍ
hem	0	0	0	0	0	0	0	0	0	0	هیم
hematite	0	0	0	0	0	0	0	0	0	0	hematite
hemi	0	0	0	0	0	0	0	0	0	0	hemi
hemisphere	0	0	0	0	0	0	0	0	0	0	نیمه کره
hemispheric	0	0	0	0	0	0	0	0	0	0	نیم کره
hemlock	0	0	0	0	0	0	0	0	0	0	hemlock
hemorrhage	0	0	1	1	0	1	0	1	0	0	خونریزي
hemorrhoids	0	0	0	0	0	1	0	0	0	0	بواسیر
hemp	0	0	0	0	0	0	0	0	0	0	بانګ
hen	0	0	0	0	0	0	0	0	0	0	چرګه
henceforth	0	0	0	0	0	0	0	0	0	0	له دې وروسته
herald	0	0	0	0	0	0	0	0	0	0	خبرتیا
heraldry	0	0	0	0	0	0	0	0	0	0	هیرالډری
herb	0	0	0	0	0	0	0	0	0	0	بوټي
herbaceous	0	0	0	0	0	0	0	0	0	0	بوټي لرونکی
herbal	0	0	0	0	0	0	1	0	0	0	بوټي
herbarium	0	0	0	0	0	0	0	0	0	0	herbarium
herd	0	0	0	0	0	0	0	0	0	0	رمه
hereditary	0	0	0	0	0	0	0	0	0	0	میراثي
heredity	0	0	0	0	0	0	0	0	0	0	وراثت
heresy	0	0	0	0	0	1	0	0	0	0	بدعت
heretic	0	0	1	0	0	1	0	0	0	0	متعصب
heretical	0	0	0	0	0	0	0	0	0	0	بدعت
heretofore	0	0	0	0	0	0	0	0	0	0	له دې وړاندې
hereunto	0	0	0	0	0	0	0	0	0	0	دلته
herewith	0	0	0	0	0	0	0	0	0	0	له دې سره
heritage	0	0	0	0	0	0	0	0	0	1	میراث
hermaphrodite	0	0	0	0	0	1	0	0	1	0	hermaphrodite
hermeneutics	0	0	0	0	0	0	0	0	0	0	hermeneutics
hermit	0	0	0	0	0	0	0	1	0	1	همت
hernia	0	0	0	0	0	0	0	0	0	0	هرنیا
hero	0	1	0	0	1	0	1	0	1	1	اتل
heroic	0	0	0	0	1	0	1	0	1	1	اتل
heroics	0	0	0	0	0	0	1	0	0	0	اتلان
heroin	0	0	0	0	0	1	0	0	0	0	هیروین
heroine	0	0	0	0	0	0	1	0	0	1	اتل
heroism	0	1	0	0	1	0	1	0	1	1	اتل
herpes	0	0	1	0	0	1	0	0	0	0	هرپس
herpesvirus	0	0	1	0	0	1	0	0	0	0	herpesvirus
hesitating	0	0	0	0	0	0	0	0	0	0	هېچ کول
hesitation	0	0	0	1	0	1	0	0	0	0	شک
heterogeneity	0	0	0	0	0	0	0	0	0	0	متفاوتتوب
hew	0	0	0	0	0	0	0	0	0	0	هغ
hexagon	0	0	0	0	0	0	0	0	0	0	مسدس
heyday	0	1	0	0	1	0	1	0	0	1	ښه ورځ
hiatus	0	0	0	0	0	0	0	0	0	0	وقفه
hibernate	0	0	0	0	0	0	0	0	0	0	هیبرنیټ
hibernation	0	0	0	0	0	0	0	0	0	0	hibernation
hiccup	0	0	0	0	0	0	0	0	0	0	هچکی
hidden	0	0	0	0	0	1	0	0	0	0	پټ
hide	0	0	0	1	0	0	0	0	0	0	پټول
hideous	0	0	1	1	0	1	0	1	0	0	وحشتناک
hiding	0	0	0	1	0	0	0	0	0	0	پټول
hierarchical	0	0	0	0	0	0	0	0	0	0	درجه بندي
high	0	0	0	0	0	0	0	0	0	0	لوړ
higher	0	0	0	0	0	0	0	0	0	0	لوړ
highest	0	1	0	1	1	1	1	0	1	0	لوړ
highland	0	0	0	0	0	0	0	0	0	0	غرنۍ
highlands	0	0	0	0	0	0	0	0	0	0	لوړې ځمکې
hight	0	0	0	0	0	0	0	0	0	0	لوړ
highway	0	0	0	0	0	0	0	0	0	0	لویه لار
hiker	0	0	0	0	0	0	0	0	0	0	مسافر
hilarious	0	0	0	0	1	0	1	0	1	0	خندونکی
hilarity	0	0	0	0	1	0	1	0	0	0	خندا
hill	0	0	0	0	0	0	0	0	0	0	غونډۍ
hilly	0	0	0	0	0	0	0	0	0	0	غره
hilt	0	0	0	0	0	0	0	0	0	0	پټه
hind	0	0	0	0	0	0	0	0	0	0	هند
hindering	0	0	0	0	0	1	0	1	0	0	خنډ کول
hindrance	0	0	0	0	0	1	0	0	0	0	خنډ
hinge	0	0	0	0	0	0	0	0	0	0	قبضه
hint	0	0	0	0	0	0	0	0	0	0	اشاره
hinterland	0	0	0	0	0	0	0	0	0	0	وچه
hip	0	0	0	0	0	0	0	0	0	0	هپ
hippie	0	0	0	0	0	1	0	0	0	0	هپی
hire	0	1	0	0	1	0	1	0	0	1	ګمارل
hirsute	0	0	0	0	0	0	0	0	0	0	hirsute
hiss	1	0	0	1	0	1	0	0	0	0	موسکا
hissing	0	0	0	0	0	1	0	0	0	0	چیغې وهل
histology	0	0	0	0	0	0	0	0	0	0	هسټولوژي
historian	0	0	0	0	0	0	0	0	0	0	تاریخ لیکونکی
historic	0	0	0	0	0	0	0	0	0	0	تاریخي
historiography	0	0	0	0	0	0	0	0	0	0	تاریخ لیکونکی
history	0	0	0	0	0	0	0	0	0	0	تاریخ
hit	1	0	0	0	0	1	0	0	0	0	وهل
hitherto	0	0	0	0	0	1	0	0	0	0	تر اوسه
hive	0	0	0	0	0	1	0	0	0	0	پټۍ
hoard	0	0	0	0	0	0	0	0	0	0	ذخیره
hoarse	0	0	0	0	0	1	0	0	0	0	خړ
hoary	0	0	0	0	0	1	0	1	0	0	hoary
hoax	1	0	1	0	0	1	0	1	1	0	چلکی
hob	0	0	0	0	0	0	0	0	0	0	hob
hobby	0	0	0	0	1	0	1	0	0	0	شوق
hobo	0	0	0	0	0	1	0	1	0	0	هوبو
hockey	0	0	0	0	0	0	0	0	0	0	هاکي
hoe	0	0	0	0	0	0	0	0	0	0	hoe
hog	0	0	1	0	0	1	0	0	0	0	hog
hoist	0	0	0	0	0	0	0	0	0	0	پورته کول
hold	0	0	0	0	0	0	0	0	0	0	ساتل
holder	0	0	0	0	0	0	0	0	0	0	لرونکی
holding	0	0	0	0	0	0	0	0	0	0	ساتل
hole	0	0	0	0	0	0	0	0	0	0	سوری
holiday	0	1	0	0	1	0	1	0	0	0	رخصتي
holiness	0	1	0	1	1	0	1	0	1	1	تقدس
hollow	0	0	0	0	0	1	0	1	0	0	خال
holocaust	1	0	1	1	0	1	0	1	0	0	هولوکاسټ
holy	0	0	0	0	0	0	1	0	0	0	مقدس
homage	0	0	0	0	0	0	1	0	0	0	درناوی
homeless	1	1	1	1	0	1	0	1	0	0	بې کوره
homeopathic	0	0	0	0	0	0	0	0	0	0	هومیوپیتیک
homeopathy	0	0	0	0	0	0	0	0	0	0	هومیوپیتي
homesick	0	0	0	0	0	1	0	1	0	0	کورنی
homestead	0	0	0	0	0	0	0	0	0	0	کور
homework	0	0	0	1	0	0	0	0	0	0	کورنی دنده
homicidal	1	0	0	1	0	1	0	0	0	0	وژونکی
homicide	1	0	1	1	0	1	0	1	0	0	وژنه
homily	0	0	0	0	0	0	0	0	0	0	په عزت سره
homogeneity	0	0	0	0	0	0	0	0	0	0	یو شان والی
homogeneous	0	0	0	0	0	0	0	0	0	0	یو شان
homologous	0	0	0	0	0	0	0	0	0	0	همجنسباز
homologue	0	0	0	0	0	0	0	0	0	0	homologue
homology	0	0	0	0	0	0	1	0	0	0	هومولوژي
hone	0	0	0	0	0	0	0	0	0	0	هون
honest	1	0	1	1	1	0	1	1	0	1	صادق
honesty	0	0	0	0	0	0	1	0	0	1	صداقت
honey	0	0	0	0	0	0	1	0	0	0	شات
honeycomb	0	0	0	0	0	0	0	0	0	0	د شاتو چت
honeymoon	0	1	0	0	1	0	1	0	1	1	شاتو
honeysuckle	0	0	0	0	0	0	0	0	0	0	honeysuckle
honor	0	0	0	0	0	0	1	0	0	1	عزت
honorable	0	0	0	0	0	0	1	0	0	1	عزتمند
honorarium	0	0	0	0	0	0	0	0	0	0	معاش
hood	1	0	1	1	0	1	0	0	0	0	پوښ
hooded	0	0	0	1	0	0	0	0	0	0	پوښلی
hoof	0	0	0	0	0	0	0	0	0	0	خر
hook	0	0	0	0	0	0	0	0	0	0	هک
hooked	0	0	0	0	0	1	0	0	0	0	ځوړند
hooker	0	0	0	0	0	0	0	0	0	0	ټوکر
hoop	0	0	0	0	0	0	0	0	0	0	هوپ
hoot	1	0	1	0	0	1	0	0	0	0	وهل
hop	0	0	0	0	0	0	0	0	0	0	هپ
hope	0	1	0	0	1	0	1	0	1	1	هیله
hopeful	0	1	0	0	1	0	1	0	1	1	هیله مند
hopeless	0	0	0	1	0	1	0	1	0	0	نا امیده
hopelessness	1	0	1	1	0	1	0	1	0	0	نا امیدي
hopes	0	0	0	0	0	0	0	0	0	0	امیدونه
hoping	0	0	0	0	0	0	0	0	0	0	هیله
hopper	0	0	0	0	0	0	0	0	0	0	کوپر
horde	0	0	0	0	0	1	0	0	1	0	ډله
horizon	0	1	0	0	0	0	1	0	0	0	افق
horizontal	0	0	0	0	0	0	0	0	0	0	افقي
horizontally	0	0	0	0	0	0	0	0	0	0	په افقي ډول
horn	0	0	0	0	0	0	0	0	0	0	سینګ
hornet	0	0	0	0	0	0	0	0	0	0	هارنیټ
horny	0	0	0	0	0	0	0	0	0	0	سینګ
horoscope	0	1	0	0	0	0	0	0	0	0	افق
horrible	1	0	1	1	0	1	0	0	0	0	وحشتناک
