English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Lao Word
irons	0	0	0	0	0	1	0	0	0	0	ທາດເຫຼັກ
irony	0	0	0	0	0	0	0	0	0	0	irony
irradiation	0	0	0	0	0	0	0	0	0	0	ການ irradiation
irrational	0	0	1	1	0	1	0	0	0	0	ບໍ່ສົມເຫດສົມຜົນ
irrationality	0	0	0	0	0	1	0	0	0	0	ຄວາມບໍ່ສົມເຫດສົມຜົນ
irreconcilable	1	0	0	1	0	1	0	1	0	0	irreconcilable
irreducible	0	0	0	0	0	0	1	0	0	0	ບໍ່​ສາ​ມາດ​ຫຼຸດ​ຜ່ອນ​ໄດ້​
irrefutable	0	0	0	0	0	0	1	0	0	1	ປະຕິເສດບໍ່ໄດ້
irregular	0	0	0	0	0	1	0	0	0	0	ບໍ່ສະຫມໍ່າສະເຫມີ
irregularity	0	0	0	0	0	1	0	0	0	0	ຄວາມບໍ່ສະຫມໍ່າສະເຫມີ
irregularly	0	0	0	0	0	0	0	0	0	0	ບໍ່ສະຫມໍ່າສະເຫມີ
irrelevant	0	0	0	0	0	1	0	0	0	0	ບໍ່ກ່ຽວຂ້ອງ
irreparable	0	0	0	1	0	1	0	1	0	0	ແກ້ບໍ່ໄດ້
irrepressible	0	0	0	0	0	0	0	0	0	0	irrepressible
irresistible	0	0	0	0	0	0	0	0	0	0	ທົນບໍ່ໄດ້
irrespective	0	0	0	0	0	0	0	0	0	0	ໂດຍບໍ່ຄໍານຶງ
irresponsible	0	0	0	0	0	1	0	0	0	0	ບໍ່ມີຄວາມຮັບຜິດຊອບ
irreverent	0	0	0	0	0	1	0	0	0	0	ບໍ່ນັບຖື
irreversible	0	0	0	0	0	0	0	0	0	0	ບໍ່ສາມາດປີ້ນກັບກັນໄດ້
irrevocable	0	0	0	0	0	1	0	0	0	0	ຖອນຄືນບໍ່ໄດ້
irrigate	0	0	0	0	0	0	0	0	0	0	ຊົນລະປະທານ
irrigation	0	0	0	0	0	0	0	0	0	0	ຊົນລະປະທານ
irritability	1	0	0	0	0	1	0	0	0	0	ອາການຄັນຄາຍ
irritable	1	0	0	0	0	1	0	0	0	0	ລະຄາຍເຄືອງ
irritating	1	0	1	0	0	1	0	0	0	0	ລະຄາຍເຄືອງ
irritation	1	0	1	0	0	1	0	1	0	0	ການລະຄາຍເຄືອງ
island	0	0	0	0	0	0	0	0	0	0	ເກາະ
isle	0	0	0	0	0	0	0	0	0	0	ເກາະ
islet	0	0	0	0	0	0	0	0	0	0	ເກາະດອນ
isolate	0	0	0	0	0	0	0	1	0	0	ໂດດດ່ຽວ
isolated	0	0	0	1	0	1	0	1	0	0	ໂດດດ່ຽວ
isolation	0	0	0	0	0	1	0	1	0	0	​ການ​ແຍກ​ດ່ຽວ
isomorphism	0	0	0	0	0	0	0	0	0	0	isomorphism
isothermal	0	0	0	0	0	0	0	0	0	0	isothermal
issue	0	0	0	0	0	0	0	0	0	0	ບັນຫາ
itch	0	0	0	0	0	0	0	0	0	0	ອາການຄັນ
itching	0	0	0	0	0	0	0	0	0	0	ອາການຄັນ
item	0	0	0	0	0	0	0	0	0	0	ລາຍການ
itemize	0	0	0	0	0	0	0	0	0	0	ຈັດລາຍການ
items	0	0	0	0	0	0	0	0	0	0	ລາຍການ
iterate	0	0	0	0	0	0	0	0	0	0	ເຮັດຊ້ຳ
iteration	0	0	0	0	0	0	0	0	0	0	ຊ້ຳ
iterative	0	0	0	0	0	0	0	0	0	0	ຊ້ຳ
itinerant	0	0	0	0	0	0	0	0	0	0	ນັກເດີນທາງ
itinerary	0	0	0	0	0	0	0	0	0	0	ເສັ້ນທາງ
ivory	0	0	0	0	0	0	0	0	0	0	ງາຊ້າງ
jab	1	0	0	0	0	0	0	0	0	0	ກະດ້າງ
jabber	0	0	0	0	0	1	0	0	0	0	jabber
jack	0	0	0	0	0	0	0	0	0	0	jack
jackass	0	0	0	0	0	0	0	0	0	0	jackass
jackpot	0	1	0	0	1	0	1	0	1	0	jackpot
jacks	0	0	0	0	0	0	0	0	0	0	jacks
jade	0	0	0	0	0	0	0	0	0	0	jade
jag	0	0	0	0	0	0	0	0	0	0	jag
jagged	0	0	0	0	0	0	0	0	0	0	ໜຽວ
jaguar	0	0	0	0	0	0	0	0	0	0	ຈາກົວ
jail	0	0	0	1	0	1	0	1	0	0	ຄຸກ
jam	0	0	0	0	0	0	1	0	0	0	jam
jammed	0	0	0	0	0	0	0	0	0	0	ຕິດຂັດ
janitor	0	0	1	0	0	0	0	0	0	0	ພະນັກງານອະນາໄມ
japan	0	0	0	0	0	0	0	0	0	0	ຍີ່ປຸ່ນ
jar	0	0	0	0	0	0	0	0	0	0	ກະປ໋ອງ
jargon	0	0	0	0	0	1	0	0	0	0	ພາສາສາດ
jarring	0	0	0	1	0	1	0	1	0	0	ກະຕຸກ
jasper	0	0	0	0	0	0	0	0	0	0	jasper
jaundice	0	0	0	1	0	1	0	0	0	0	ພະຍາດເຫຼືອງ
jaunt	0	0	0	0	0	0	0	0	0	0	jaunt
javelin	0	0	0	0	0	0	0	0	0	0	ກ້ານ
jaw	0	0	0	0	0	0	0	0	0	0	ຄາງກະໄຕ
jaws	0	0	0	1	0	0	0	0	0	0	ຄາງກະໄຕ
jay	0	0	0	0	0	0	0	0	0	0	ເຈ
jealous	1	0	1	0	0	1	0	0	0	0	ອິດ​ສາ
jealousy	1	0	1	1	0	1	0	1	0	0	ອິດສາ
jeans	0	0	0	0	0	0	0	0	0	0	ໂສ້ງຢີນ
jeep	0	0	0	0	0	0	0	0	0	0	ລົດຈິບ
jelly	0	0	0	0	0	0	0	0	0	0	ວຸ້ນ
jenny	0	0	0	0	0	0	0	0	0	0	ເຈນນີ
jeopardize	1	0	0	1	0	1	0	0	0	0	ອັນຕະລາຍ
jeopardy	0	1	0	1	0	1	0	0	0	0	ອັນຕະລາຍ
jerk	1	0	0	0	0	0	0	0	1	0	ກະຕຸກ
jersey	0	0	0	0	0	0	0	0	0	0	ເສື້ອ
jest	0	0	0	0	1	0	1	0	1	0	ຢອກ
jester	0	0	0	0	0	0	0	0	0	0	jester
jet	0	0	0	0	0	0	0	0	0	0	jet
jetty	0	0	0	0	0	0	0	0	0	0	ທ່າເຮືອ
jewel	0	0	0	0	0	0	0	0	0	0	ເພັດ
jeweler	0	0	0	0	0	0	0	0	0	0	ຊ່າງເພັດ
jewelry	0	0	0	0	0	0	0	0	0	0	ເຄື່ອງປະດັບ
jib	0	0	0	0	0	0	0	0	0	0	ຈິບ
jiffy	0	0	0	0	0	0	0	0	0	0	jiffy
jimmy	0	0	0	0	0	0	0	0	0	0	ຈິມມີ
jingle	0	0	0	0	0	0	0	0	0	0	ສຽງດັງ
job	0	0	0	0	0	0	1	0	0	0	ວຽກ
jock	0	0	0	0	0	0	0	0	0	0	ແຈ໊ກ
jockey	0	0	0	0	0	0	0	0	0	0	jockey
jog	0	0	0	0	0	0	0	0	0	0	ແລ່ນ
john	0	0	1	0	0	1	0	0	0	0	ຈອນ
join	0	0	0	0	0	0	1	0	0	0	ເຂົ້າຮ່ວມ
joined	0	0	0	0	0	0	1	0	0	0	ເຂົ້າຮ່ວມ
joining	0	0	0	0	0	0	0	0	0	0	ເຂົ້າຮ່ວມ
joint	0	0	0	0	0	0	0	0	0	0	ຮ່ວມ
jointly	0	0	0	0	0	0	0	0	0	0	ຮ່ວມກັນ
joke	0	0	0	0	0	1	0	0	0	0	ຕະຫລົກ
joker	0	0	0	0	1	0	1	0	1	0	ໂຈກເກີ
joking	0	0	0	0	0	0	1	0	0	0	ເວົ້າຕະຫຼົກ
jolt	0	0	0	0	0	0	0	0	1	0	ຈູດ
jornada	0	0	0	0	0	1	0	0	0	0	ຈໍນາດາ
jot	0	0	0	0	0	0	0	0	0	0	ໂຈດ
journal	0	0	0	0	0	0	0	0	0	0	ວາລະສານ
journalism	0	0	0	0	0	0	0	0	0	1	ນັກຂ່າວ
journalist	0	0	0	0	0	0	1	0	0	0	ນັກຂ່າວ
journey	0	1	0	1	1	0	1	0	0	0	ການເດີນທາງ
journeyman	0	0	0	0	0	0	0	0	0	1	ນັກເດີນທາງ
jovial	0	0	0	0	1	0	1	0	0	0	ມ່ວນຊື່ນ
joy	0	0	0	0	1	0	1	0	0	0	ຄວາມສຸກ
joyful	0	0	0	0	1	0	1	0	0	1	ມີຄວາມສຸກ
joyous	0	0	0	0	1	0	1	0	0	0	ມີຄວາມສຸກ
jubilant	0	0	0	0	1	0	1	0	1	1	ມ່ວນຊື່ນ
jubilee	0	0	0	0	1	0	1	0	1	0	ຈູບີລີ
judge	0	0	0	0	0	0	0	0	0	0	ຜູ້ພິພາກສາ
judging	0	0	0	0	0	0	0	0	0	0	ຕັດສິນ
judgment	0	0	0	0	0	0	0	0	1	0	ຄໍາຕັດສິນ
judicial	0	1	0	0	0	0	1	0	0	1	ຕຸລາການ
judiciary	0	1	0	0	0	0	0	0	0	1	ຕຸລາການ
judicious	0	0	0	0	0	0	1	0	0	1	ຍຸຕິທຳ
jug	0	0	0	0	0	0	0	0	0	0	ໄຫ
juggle	0	0	0	0	0	0	0	0	0	0	ຈູດ
juggling	0	0	0	0	0	0	0	0	0	0	ຫຼີ້ນກິ່ວ
juice	0	0	0	0	0	0	0	0	0	0	ນ້ໍາ
juicy	0	0	0	0	0	0	0	0	0	0	ມີນ້ໍາ
jumble	0	0	0	0	0	1	0	0	0	0	ຈູບ
jumbled	0	0	0	0	0	0	0	0	0	0	ໂດດ
jumbo	0	0	0	0	0	0	0	0	0	0	ຈູມໂບ
jump	0	0	0	0	1	0	1	0	0	0	ໂດດ
junction	0	0	0	0	0	0	0	0	0	0	ທາງແຍກ
juncture	0	0	0	0	0	0	0	0	0	0	ຈຸດເຊື່ອມຕໍ່
jungle	0	0	0	1	0	0	0	0	0	0	ປ່າ
junior	0	0	0	0	0	0	0	0	0	0	ນ້ອງໆ
junk	0	0	0	0	0	1	0	0	0	0	ຂີ້ເຫຍື້ອ
junta	0	0	0	0	0	1	0	0	0	0	ຣັຖບານ
juridical	0	0	0	0	0	0	0	0	0	0	ນິຕິກຳ
jurisdiction	0	0	0	0	0	0	0	0	0	0	ສິດອຳນາດ
jurisprudence	0	0	0	0	0	0	0	1	0	0	ນິຕິສາດ
jurist	0	0	0	0	0	0	0	0	0	1	ນິຕິບຸກຄົນ
jury	0	0	0	0	0	0	0	0	0	1	ຄະນະລູກຂຸນ
justice	0	0	0	0	0	0	1	0	0	1	ຄວາມຍຸດຕິທໍາ
justifiable	0	0	0	0	0	0	1	0	0	1	ສົມເຫດສົມຜົນ
justification	0	0	0	0	0	0	1	0	0	0	ເຫດຜົນ
justify	0	0	0	0	0	0	0	0	0	0	ປັບຕົວ
jute	0	0	0	0	0	0	0	0	0	0	ກະເປົ໋າ
juvenile	0	0	0	0	0	1	0	0	0	0	ເຍົາວະຊົນ
juxtaposition	0	0	0	0	0	0	0	0	0	0	ກົງກັນ
kaiser	0	0	0	0	0	0	0	0	0	0	ໄກເຊີ
kaleidoscope	0	0	0	0	0	0	0	0	0	0	ກ້ອງໃບຕາ
kangaroo	0	0	0	0	0	0	0	0	0	0	ກຸ້ງ
kanji	0	0	0	0	0	0	0	0	0	0	kanji
karma	0	0	0	0	0	0	0	0	0	0	ກັມ
kayak	0	0	0	0	0	0	0	0	0	0	ເຮືອຄາຍັກ
keel	0	0	0	0	0	0	0	0	0	0	keel
keeper	0	0	0	0	0	0	0	0	0	0	ຜູ້ຮັກສາ
keeping	0	0	0	0	0	0	0	0	0	0	ຮັກສາ
keepsake	0	0	0	0	0	0	1	0	0	0	ຂອງຂວັນ
keg	0	0	0	0	0	0	0	0	0	0	ກະຕຸກ
ken	0	0	0	0	0	0	1	0	0	0	ເຄນ
kennel	0	0	0	0	0	0	0	1	0	0	ເຄນ
kern	0	0	0	0	0	1	0	0	0	0	ເຄນ
kernel	0	0	0	0	0	0	0	0	0	0	ແກ່ນ
kerosene	0	0	0	1	0	0	0	0	0	0	ນ້ຳມັນກາຊວນ
kettle	0	0	0	0	0	0	0	0	0	0	ໝໍ້
key	0	0	0	0	0	0	0	0	0	0	ກະແຈ
keyhole	0	0	0	0	0	0	0	0	0	0	ຮູກະແຈ
keynote	0	0	0	0	0	0	1	0	0	0	ສຳຄັນ
keystone	0	0	0	0	0	0	1	0	0	0	ກຸນແຈ
khaki	0	0	0	0	0	0	0	0	0	0	ສີກາກີ
khan	0	0	0	1	0	0	0	0	0	1	ຄານ
kick	1	0	0	0	0	1	0	0	0	0	ເຕະ
kicking	1	0	0	0	0	0	0	0	0	0	ເຕະ
kid	0	0	0	0	0	0	0	0	0	0	ເດັກນ້ອຍ
kidding	0	0	0	0	0	0	0	0	0	0	ເວົ້າຫຼີ້ນ
kidnap	1	0	0	1	0	1	0	1	1	0	ລັກພາຕົວ
kill	0	0	0	1	0	1	0	1	0	0	ຂ້າ
killing	1	0	0	1	0	1	0	1	0	0	ຂ້າ
kiln	0	0	0	0	0	0	0	0	0	0	ເຕົາ
kilogram	0	0	0	0	0	0	0	0	0	0	ກິໂລກຣາມ
kilometer	0	0	0	0	0	0	0	0	0	0	ກິໂລແມັດ
kilt	0	0	0	0	0	0	0	0	0	0	ກິໂລ
kimono	0	0	0	0	0	0	0	0	0	0	ກິໂມໂນ
kin	0	0	0	0	0	0	0	0	0	0	ຍາດຕິພີ່ນ້ອງ
kind	0	0	0	0	1	0	1	0	0	1	ປະເພດ
kindergarten	0	0	0	0	0	0	0	0	0	0	ໂຮງຮຽນອະນຸບານ
kindness	0	0	0	0	0	0	1	0	0	0	ຄວາມເມດຕາ
kindred	0	1	0	0	1	0	1	0	0	1	ພີ່ນ້ອງ
kinematics	0	0	0	0	0	0	0	0	0	0	Kinematics
king	0	0	0	0	0	0	1	0	0	0	ກະສັດ
kingdom	0	0	0	0	0	0	0	0	0	0	ອານາຈັກ
kink	0	0	0	0	0	0	0	0	0	0	ກະວົນກະວາຍ
kinky	0	0	0	0	0	0	0	0	0	0	ຂີ້ຄ້ານ
kiosk	0	0	0	0	0	0	0	0	0	0	kiosk
kirk	0	0	0	0	0	0	0	0	0	0	ກິກ
kiss	0	1	0	0	1	0	1	0	1	0	ຈູບ
kit	0	0	0	0	0	0	0	0	0	0	ຊຸດ
kitchen	0	0	0	0	0	0	0	0	0	0	ເຮືອນຄົວ
kite	0	0	1	0	0	1	0	0	0	0	ວ່າວ
kitten	0	0	0	0	1	0	1	0	0	1	ແມວ
knack	0	0	0	0	0	0	1	0	0	0	ເກັ່ງ
knapsack	0	0	0	0	0	0	0	0	0	0	ກະເປົ໋າ
knead	0	0	0	0	0	0	0	0	0	0	ນວດ
knee	0	0	0	0	0	0	0	0	0	0	ຫົວ​ເຂົ່າ
kneel	0	0	0	0	0	0	0	0	0	0	ຄຸເຂົ່າ
kneeling	0	0	0	0	0	0	0	0	0	0	ຄຸເຂົ່າ
knell	0	0	0	1	0	1	0	1	0	0	ຄຸເຂົ່າ
knickers	0	0	0	0	0	0	0	0	0	1	knickers
knife	0	0	0	0	0	0	0	0	0	0	ມີດ
knight	0	0	0	0	0	0	1	0	0	0	knight
knit	0	0	0	0	0	0	0	0	0	0	ຖັກ
knob	0	0	0	0	0	0	0	0	0	0	ລູກບິດ
knock	0	0	0	0	0	0	0	0	0	0	ເຄາະ
knoll	0	0	0	0	0	0	0	0	0	0	knoll
knot	0	0	0	0	0	0	0	0	0	0	ມັດ
knotted	0	0	0	0	0	1	0	0	0	0	ຜູກມັດ
knowing	0	0	0	0	0	0	1	0	0	0	ຮູ້
knowingly	0	0	0	0	0	0	0	0	0	0	ໂດຍເຈດຕະນາ
knowledge	0	0	0	0	0	0	1	0	0	0	ຄວາມຮູ້
knuckle	0	0	0	0	0	0	0	0	0	0	ນິ້ວມື
kos	0	0	0	0	0	0	0	0	0	0	kos
kris	0	0	0	0	0	0	0	0	0	0	ຄຣິສ
kudos	0	0	0	0	1	0	1	0	0	0	ຂໍສະແດງຄວາມຍິນດີ
lab	0	0	0	0	0	0	0	0	0	0	ຫ້ອງທົດລອງ
label	0	0	0	0	0	0	0	0	0	1	ປ້າຍຊື່
labor	0	1	0	0	1	0	1	0	1	1	ແຮງ​ງານ
laboratory	0	0	0	0	0	0	0	0	0	0	ຫ້ອງທົດລອງ
labored	0	0	0	0	0	1	0	1	0	0	ອອກແຮງງານ
laborer	0	0	0	0	0	0	0	0	0	0	ຄົນງານ
laboring	0	0	0	0	0	0	0	0	0	0	ການອອກແຮງງານ
laborious	0	0	0	0	0	1	0	0	0	0	ດຸໝັ່ນ
labyrinth	0	1	0	0	0	1	0	0	0	0	labyrinth
lac	0	0	0	0	0	0	0	0	0	0	lac
lace	1	0	0	1	0	1	1	1	0	1	lace
lack	0	0	0	0	0	1	0	0	0	0	ຂາດ
lacking	0	0	0	0	0	1	0	0	0	0	ຂາດ
lackluster	0	0	0	0	0	1	0	0	0	0	ຂາດແຄນ
lacquer	0	0	0	0	0	0	0	0	0	0	lacquer
lacrosse	0	0	0	0	0	0	0	0	0	0	lacrosse
lad	0	0	0	0	0	0	0	0	0	0	ເດັກນ້ອຍ
ladder	0	0	0	0	0	0	0	0	0	0	ຂັ້ນໄດ
laden	0	0	0	0	0	1	0	0	0	0	ພາລະ
lading	0	0	0	0	0	0	0	0	0	0	ລຳລຽງ
ladle	0	0	0	0	0	0	0	0	0	0	ກະພິບ
lady	0	0	0	0	0	0	0	0	0	0	ຜູ້ຍິງ
lag	0	0	0	0	0	1	0	0	0	0	ຊ້າ
lagging	1	1	1	0	0	1	0	1	0	0	ຊັກຊ້າ
lagoon	0	0	0	0	0	0	0	0	0	0	ທະເລສາບ
lair	0	0	0	0	0	1	0	0	0	0	ປູ່
laity	0	0	0	0	0	0	0	0	0	0	ຄົນຂີ້ຕົວະ
lake	0	0	0	0	0	0	0	0	0	0	ທະເລສາບ
lama	0	0	0	0	0	0	0	0	0	0	ລາມະ
lamb	0	0	0	0	1	0	1	0	0	1	ລູກແກະ
lament	0	0	1	1	0	1	0	1	0	0	ຈົ່ມ
lamenting	0	0	0	0	0	0	0	1	0	0	ໂສກເສົ້າ
lamina	0	0	0	0	0	0	0	0	0	0	ລາມີນາ
laminated	0	0	0	0	0	0	0	0	0	0	laminated
lamp	0	0	0	0	0	0	0	0	0	0	ໂຄມໄຟ
lance	0	0	0	0	0	0	0	0	0	0	ໃບລານ
lancer	0	0	0	0	0	0	0	0	0	0	ທະນູ
land	0	0	0	0	0	0	1	0	0	0	ທີ່ດິນ
landed	0	0	0	0	0	0	1	0	0	0	ລົງຈອດ
landing	0	0	0	0	0	0	0	0	0	0	ລົງຈອດ
landlocked	0	0	0	0	0	0	0	0	0	0	ບໍ່ມີທາງອອກສູ່ທະເລ
landlord	0	0	0	0	0	0	0	0	0	0	ເຈົ້າ​ຂອງ​ທີ່​ດິນ
landmark	0	0	0	0	0	0	0	0	0	1	ສະຖານທີ່ສຳຄັນ
lands	0	0	0	0	0	0	0	0	0	0	ທີ່ດິນ
landscape	0	0	0	0	0	0	0	0	0	0	ພູມສັນຖານ
landscaping	0	0	0	0	0	0	0	0	0	0	ພູມສັນຖານ
landslide	0	0	0	1	0	1	0	1	0	0	ດິນເຈື່ອນ
lane	0	0	0	0	0	0	0	0	0	0	ເລນ
language	0	0	0	0	0	0	0	0	0	0	ພາສາ
languid	0	0	0	0	0	1	0	0	0	0	ເມື່ອຍລ້າ
languish	0	0	0	0	0	1	0	0	0	0	ອ່ອນເພຍ
languishing	0	0	0	1	0	1	0	1	0	0	ອ່ອນເພຍ
lanky	0	0	0	0	0	0	0	0	0	0	ຂີ້ຄ້ານ
lantern	0	0	0	0	0	0	0	0	0	0	ໂຄມໄຟ
lap	0	0	0	0	0	0	0	0	0	0	lap
lapel	0	0	0	0	0	0	0	0	0	0	ຜ້າກັ້ງ
lapse	0	0	0	0	0	1	0	0	0	0	lapse
lapsed	0	0	0	0	0	0	0	0	0	0	ລ້າໆ
larceny	0	0	1	0	0	1	0	0	0	0	ການລັກລອບ
lard	0	0	0	0	0	0	0	0	0	0	ນໍ້າມັນ
larder	0	0	0	0	0	0	0	0	0	0	ໜໍ່ໄມ້
large	0	0	0	0	0	0	0	0	0	0	ໃຫຍ່
larger	0	0	1	0	0	0	0	0	1	1	ໃຫຍ່ກວ່າ
largo	0	0	0	0	0	0	0	0	0	0	largo
lark	0	0	0	0	0	0	0	0	0	0	ລາກ
larva	0	0	0	0	0	0	0	0	0	0	ຕົວອ່ອນ
larynx	0	0	0	0	0	0	0	0	0	0	ທໍ່ສຽງ
laser	0	0	0	0	0	0	1	0	0	1	ເລເຊີ
lash	1	0	0	1	0	1	0	0	0	0	ຂົນຕາ
lass	0	0	0	0	0	0	0	0	0	0	ຍິງສາວ
lasso	0	0	0	0	0	0	0	0	0	0	lasso
lasting	0	0	0	0	0	0	0	0	0	0	ທົນທານ
latch	0	0	0	0	0	0	0	0	0	0	ສອກ
late	0	0	0	0	0	1	0	1	0	0	ຊ້າ
lateness	0	0	0	0	0	1	0	0	0	0	ຄວາມລ່າຊ້າ
latent	1	1	1	0	0	1	0	0	1	0	แฝง
lateral	0	0	0	0	0	0	0	0	0	0	ຂ້າງ
laterally	0	0	0	0	0	0	0	0	0	0	ຂ້າງ
latex	0	0	0	0	0	0	0	0	0	0	ນ້ຳຢາງ
lathe	0	0	0	0	0	0	0	0	0	0	ເຄື່ອງກຶງ
lather	0	0	0	0	0	0	0	0	0	0	ຫນັງ
latitude	0	0	0	0	0	0	0	0	0	0	ເສັ້ນຂະໜານ
latrines	0	0	1	0	0	1	0	0	0	0	ຫ້ອງນ້ຳ
lattice	0	0	0	0	0	0	0	0	0	0	ເສັ້ນດ່າງ
laudable	0	0	0	0	0	0	1	0	0	0	ຊົມເຊີຍ
laugh	0	0	0	0	1	0	1	0	1	0	ຫົວ
laughable	0	0	1	0	0	1	0	0	0	0	ໜ້າຫົວ
laughing	0	0	0	0	1	0	1	0	0	0	ຫົວ
laughter	0	1	0	0	1	0	1	0	1	0	ຫົວເລາະ
launch	0	1	0	0	0	0	1	0	0	0	ເປີດຕົວ
laundry	0	0	0	0	0	0	0	0	0	0	ຊັກ
laureate	0	0	0	0	0	0	1	0	0	1	ລາງວັນ
laurel	0	0	0	0	0	0	1	0	0	0	laurel
laurels	0	0	0	0	1	0	1	0	0	0	laurels
lava	1	0	0	1	0	1	0	0	0	0	ລາວາ
lavage	0	0	0	0	0	0	0	0	0	0	ລ້າງ
lavatory	0	0	1	0	0	0	0	0	0	0	ຫ້ອງນ້ຳ
lavender	0	0	0	0	0	0	0	0	0	0	lavender
lavish	0	0	0	0	0	0	1	0	0	0	ຟຸ່ມເຟືອຍ
law	0	0	0	0	0	0	0	0	0	1	ກົດໝາຍ
lawful	0	0	0	0	0	0	1	0	0	1	ຖືກຕ້ອງຕາມກົດໝາຍ
lawlessness	1	0	0	1	0	1	0	0	0	0	ຄວາມ​ບໍ່​ມີ​ກົດ​ໝາຍ
lawn	0	0	0	0	0	0	0	0	0	0	ສະໜາມຫຍ້າ
lawsuit	1	0	1	1	0	1	0	1	1	0	ຟ້ອງ
lawyer	1	0	1	1	0	1	0	0	0	0	ທະ​ນາຍ​ຄວາມ
lax	0	0	0	0	0	1	0	1	0	0	ວ່າງ
laxative	0	0	1	1	0	1	0	0	0	0	ຢາລະບາຍ
lay	0	0	0	0	0	0	0	0	0	0	ວາງ
layer	0	0	0	0	0	0	0	0	0	0	ຊັ້ນ
layered	0	0	0	0	0	0	0	0	0	0	ຊັ້ນ
layman	0	0	0	0	0	0	0	0	0	0	ຄົນທຳມະດາ
lazy	0	0	0	0	0	1	0	0	0	0	ຄົນຂີ້ຄ້ານ
lea	0	0	0	0	0	0	0	0	0	0	ເລ
lead	0	0	0	0	0	0	1	0	0	0	ນໍາ
leader	0	0	0	0	0	0	1	0	0	1	ຜູ້ນໍາ
leading	0	0	0	0	0	0	0	0	0	1	ນໍາພາ
leads	0	0	0	0	0	0	0	0	0	0	ນໍາພາ
leaf	0	0	0	0	0	0	0	0	0	0	ໃບ
leaflet	0	0	0	0	0	0	0	0	0	0	ໃບຍ່ອຍ
leafy	0	0	0	0	0	0	0	0	0	0	ໃບ
league	0	0	0	0	0	0	1	0	0	0	ລີກ
leak	0	0	0	0	0	1	0	0	0	0	ຮົ່ວ
leakage	0	0	0	0	0	1	0	0	0	0	ການຮົ່ວໄຫຼ
leaky	0	0	0	0	0	1	0	0	0	0	ຮົ່ວ
lean	0	0	0	0	0	0	0	0	0	0	ເນີ້ງ
leaned	0	0	0	0	0	0	0	0	0	0	ເນີ້ງ
leaning	0	0	0	0	0	0	0	0	0	1	ເນີ້ງ
leap	0	0	0	0	0	0	0	0	0	0	ໂດດ
learn	0	0	0	0	0	0	1	0	0	0	ຮຽນ​ຮູ້
learned	0	0	0	0	0	0	0	0	0	0	ໄດ້ຮຽນຮູ້
learner	0	0	0	0	0	0	0	0	0	0	ຜູ້ຮຽນ
learning	0	0	0	0	0	0	1	0	0	0	ການຮຽນຮູ້
lease	0	0	0	0	0	0	0	0	0	0	ເຊົ່າ
leash	0	0	0	0	0	0	0	0	0	0	ສາຍຮັດ
leather	0	0	0	0	0	0	0	0	0	0	ຫນັງ
leathery	0	0	0	0	0	0	0	0	0	0	ໜັງ
leave	0	0	0	0	0	1	0	1	1	0	ອອກໄປ
lecture	0	0	0	0	0	0	0	0	0	0	ບັນຍາຍ
lecturer	0	0	0	0	0	0	1	0	0	0	ອາຈານ
ledge	0	0	0	0	0	0	0	0	0	0	ຊັ້ນ
ledger	0	0	0	0	0	0	0	0	0	0	ບັນຊີລາຍການ
lee	0	0	0	0	0	0	0	0	0	0	ລີ
leech	0	0	0	0	0	1	0	0	0	0	ລີງ
leeches	0	0	1	1	0	1	0	0	0	0	ຂີ້ແຮ້
leer	0	0	1	0	0	1	0	0	0	0	leer
leery	0	0	0	0	0	0	0	0	1	0	leery
lees	0	0	0	0	0	0	0	0	0	0	ເລສ
leeway	0	0	0	0	0	0	1	0	0	0	ເສັ້ນທາງ
left	0	0	0	0	0	0	0	0	0	0	ຊ້າຍ
leg	0	0	0	0	0	0	0	0	0	0	ຂາ
legacy	0	0	0	0	0	0	0	0	0	0	ມໍລະດົກ
legal	0	0	0	0	0	0	1	0	0	1	ທາງດ້ານກົດໝາຍ
legality	0	0	0	0	0	0	0	0	0	0	ກົດໝາຍ
legalize	0	0	0	0	0	0	0	0	0	0	ຖືກຕ້ອງຕາມກົດໝາຍ
legalized	1	0	0	1	1	0	1	0	0	1	ຖືກກົດໝາຍ
legally	0	0	0	0	0	0	0	0	0	0	ຕາມກົດໝາຍ
legend	0	0	0	0	0	0	0	0	0	0	ນິທານ
legendary	0	0	0	0	0	0	1	0	0	0	ນິທານ
legibility	0	0	0	0	0	0	1	0	0	0	ຄວາມຖືກຕ້ອງ
legible	0	0	0	0	0	0	1	0	0	0	ສາມາດອ່ານໄດ້
legion	0	0	0	0	0	0	0	0	0	0	ທະຫານ
legislate	0	0	0	0	0	0	0	0	0	0	ນິຕິກຳ
legislation	0	0	0	0	0	0	0	0	0	0	ກົດໝາຍ
legislative	0	0	0	0	0	0	0	0	0	0	ນິຕິບັນຍັດ
legislator	0	0	0	0	0	0	0	0	0	1	ນິຕິບັນຍັດ
legislature	0	0	0	0	0	0	0	0	0	1	ສະພານິຕິບັນຍັດ
legitimacy	0	0	0	0	0	0	0	0	0	1	ຖືກຕ້ອງຕາມກົດໝາຍ
legs	0	0	0	0	0	0	0	0	0	0	ຂາ
legume	0	0	0	0	0	0	0	0	0	0	legume
leisure	0	1	0	0	1	0	1	0	1	1	ພັກຜ່ອນ
leisurely	0	0	0	0	0	0	1	0	0	0	ສະບາຍໆ
