English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Irish Word
needy	0	0	0	0	0	1	0	0	0	0	i ngéarghá
nefarious	0	0	1	1	0	1	0	1	1	0	nimhneach
negation	1	0	0	0	0	1	0	0	0	0	diúltachas
negative	0	0	0	0	0	1	0	1	0	0	diúltach
neglect	0	0	0	0	0	1	0	0	0	0	faillí
neglected	1	0	1	0	0	1	0	1	0	0	faillí
neglecting	0	0	0	0	0	1	0	0	0	0	faillí
negligence	0	0	0	0	0	1	0	0	0	0	fhaillí
negligent	0	0	0	0	0	1	0	0	0	0	faillíoch
negligently	0	0	0	0	0	1	0	0	0	0	go faillíoch
negligible	0	0	0	0	0	0	0	0	0	0	diomaibhseach
negotiate	0	0	0	0	0	0	1	0	0	1	idirbheartaíocht
negotiation	0	0	0	0	0	0	0	0	0	0	idirbheartaíocht
negotiator	0	0	0	0	0	0	1	0	0	0	idirbheartaí
negro	0	0	0	0	0	1	0	1	0	0	negro
neigh	0	0	0	0	0	0	0	0	0	0	comharsa
neighbor	0	1	0	0	0	0	1	0	0	1	comharsa
neighborhood	0	1	0	0	0	0	0	0	0	0	comharsanacht
neighboring	0	0	0	0	0	0	0	0	0	0	comharsa
neonatal	0	0	0	0	0	0	0	0	0	0	nuabheirthe
neophyte	0	0	0	0	0	0	0	0	0	0	neophyte
neoprene	0	0	0	0	0	0	0	0	0	0	neoprene
nephew	0	0	0	0	0	0	0	0	0	0	nia
nepotism	1	0	1	0	0	1	0	1	0	0	nepotism
nerve	0	0	0	0	0	0	1	0	0	0	nerve
nervous	0	1	0	1	0	1	0	0	0	0	neirbhíseach
nervousness	0	0	0	1	0	0	0	0	0	0	neirbhís
ness	0	0	0	0	0	0	0	0	0	0	gnás
nest	0	0	0	0	0	0	0	0	0	1	nead
nestle	0	0	0	0	0	0	1	0	0	1	nead
nestling	0	0	0	0	0	0	0	0	0	0	neadaithe
net	0	0	0	0	0	0	0	0	0	0	glan
nether	1	0	0	1	0	1	0	1	0	0	ísle
netting	0	0	0	0	0	0	0	0	0	0	líontán
nettle	1	0	1	0	0	1	0	0	0	0	neantóg
network	0	1	0	0	0	0	0	0	0	0	líonra
neuralgia	0	0	0	1	0	1	0	1	0	0	neuralgia
neurology	0	0	0	0	0	0	0	0	0	0	néareolaíocht
neurosis	0	0	0	1	0	1	0	1	0	0	neacróis
neurotic	0	0	1	1	0	1	0	0	0	0	neurotic
neuter	0	0	0	0	0	0	0	0	0	0	neodrach
neutral	0	1	0	0	0	0	0	0	0	1	neodrach
neutrality	0	0	0	0	0	0	0	0	0	1	neodracht
neutralize	0	0	0	0	0	0	0	0	0	0	neodrú
newborn	0	0	0	0	0	0	0	0	0	0	nuabheirthe
newcomer	0	0	0	1	0	0	0	0	1	0	núíosach
newly	0	0	0	0	0	0	0	0	0	0	nua
newness	0	0	0	0	0	0	0	0	0	0	úire
news	0	0	0	0	0	0	0	0	0	0	nuacht
newspaper	0	0	0	0	0	0	0	0	0	0	nuachtán
newsstand	0	0	0	0	0	0	0	0	0	0	seastán nuachta
nib	0	0	0	0	0	0	0	0	0	0	niab
nibble	0	0	0	0	0	0	0	0	0	0	nibble
niche	0	0	0	0	0	0	0	0	0	0	nideoige
nichts	0	0	0	0	0	0	0	0	0	0	nichts
nick	0	0	0	0	0	0	0	0	0	0	leasainm
nickel	0	0	0	0	0	0	0	0	0	0	nicil
nickname	0	0	0	0	0	0	0	0	0	0	leasainm
nicotine	0	0	1	0	0	1	0	0	0	0	nicotín
niece	0	0	0	0	0	0	0	0	0	0	neacht
nigh	0	0	0	0	0	0	0	0	0	0	ngar
night	0	0	0	0	0	0	0	0	0	0	oíche
nightfall	0	0	0	0	0	0	0	0	0	0	choidhche
nightingale	0	0	0	0	0	0	0	0	0	0	nightingale
nightmare	0	0	0	1	0	1	0	0	0	0	tromluí
nihilism	0	0	0	0	0	1	0	0	0	0	nihilism
nil	0	0	0	0	0	0	0	0	0	0	nialas
nimble	0	0	0	0	0	0	0	0	0	0	nimh
ninety	0	0	0	0	0	0	0	0	0	0	nócha
ninth	0	0	0	0	0	0	0	0	0	0	naoú
nip	0	0	0	0	0	0	0	0	0	0	nip
nipple	0	0	0	0	0	0	0	0	0	0	clúidín
nix	0	0	0	0	0	0	0	0	0	0	nix
nobility	0	1	0	0	0	0	1	0	0	1	uaisle
noble	0	0	0	0	0	0	1	0	0	1	uasal
nobleman	0	0	0	0	0	0	1	0	0	1	uasal
nocturnal	0	0	0	0	0	0	0	0	0	0	oícheanta
nod	0	0	0	0	0	0	0	0	0	0	nod
nodding	0	0	0	0	0	0	0	0	0	0	nocht
node	0	0	0	0	0	0	0	0	0	0	nód
nodular	0	0	0	0	0	0	0	0	0	0	nodular
nodule	0	0	0	0	0	0	0	0	0	0	nodule
noise	0	0	0	0	0	1	0	0	0	0	torann
noisy	1	0	0	0	0	1	0	0	0	0	nois
nomad	0	0	0	0	0	0	0	0	0	0	nomad
nomadic	0	0	0	0	0	0	0	0	0	0	fánaíochta
nomenclature	0	0	0	0	0	0	0	0	0	0	ainmníocht
nominal	0	0	0	0	0	0	0	0	0	0	ainmniúil
nominate	0	0	0	0	0	0	0	0	0	0	ainmniú
nomination	0	0	0	0	0	0	1	0	0	0	ainmniúchán
nominee	0	0	0	0	0	0	0	0	0	0	ainmní
nonce	0	0	0	0	0	0	0	0	0	0	nocht
noncompliance	1	1	0	1	0	1	0	1	0	0	neamhchomhlíonadh
nondescript	0	0	0	0	0	0	0	0	0	0	neamhthuairisc
nonexistent	0	0	0	0	0	0	0	0	0	0	nach bhfuil ann
nonpayment	0	0	0	0	0	0	0	0	0	0	neamhíocaíocht
nonresident	0	0	0	0	0	0	0	0	0	0	neamhchónaitheach
nonsense	0	0	0	0	0	1	0	0	0	0	nonsense
nonsensical	0	0	0	0	0	1	0	1	0	0	nonsensical
noodle	0	0	0	0	0	0	0	0	0	0	núdail
nook	0	0	0	0	0	0	0	0	0	0	noc
noon	0	0	0	0	0	0	0	0	0	0	meán lae
noose	0	0	0	0	0	1	0	1	0	0	srón
norm	0	0	0	0	0	0	0	0	0	0	gnáth
normal	0	0	0	0	0	0	0	0	0	0	gnáth
normalcy	0	0	0	0	0	0	0	0	0	0	normáltacht
normality	0	0	0	0	0	0	1	0	0	0	normáltacht
nose	0	0	1	0	0	0	0	0	0	0	srón
nostalgia	0	0	0	0	0	0	0	0	0	0	cumha
nostril	0	0	0	0	0	0	0	0	0	0	nostril
notable	0	0	0	0	1	0	1	0	0	1	suntasach
notables	0	0	0	0	0	0	1	0	0	0	suntais
notably	0	0	0	0	0	0	0	0	0	0	go háirithe
notary	0	0	0	0	0	0	0	0	0	1	nótaire
notation	0	0	0	0	0	0	0	0	0	0	nodaireacht
notch	0	0	0	0	0	0	0	0	0	0	notch
notched	0	0	0	0	0	0	0	0	0	0	notched
note	0	0	0	0	0	0	0	0	0	0	Nóta
notebook	0	0	0	0	0	0	0	0	0	0	leabhar nótaí
noted	0	0	0	0	0	0	1	0	0	0	faoi deara
noteworthy	0	0	0	0	0	0	0	0	0	0	iomráiteach
nothingness	0	0	0	0	0	1	0	1	0	0	rud ar bith
notice	0	0	0	0	0	0	0	0	0	0	Fógra
noticeable	0	0	0	0	0	0	0	0	0	0	faoi deara
notification	0	1	0	0	0	0	0	0	0	0	fógra
notify	0	0	0	0	0	0	0	0	0	0	fógra a thabhairt
notion	0	0	0	0	0	0	1	0	0	0	nóisean
notional	0	0	0	0	0	0	0	0	0	0	barúlach
notoriety	1	0	1	1	0	1	1	0	0	0	clú
notwithstanding	0	0	0	0	0	0	0	0	0	0	ainneoin
nought	0	0	0	0	0	0	0	0	0	0	dána
noun	0	0	0	0	0	0	0	0	0	0	ainmfhocal
nourish	0	0	0	0	0	0	0	0	0	0	cothaigh
nourishment	0	0	0	0	0	0	1	0	0	0	cothú
nouveau	0	0	0	0	0	0	0	0	0	0	nouveau
novelty	0	0	0	0	0	0	0	0	0	0	núíosach
novice	0	0	0	0	0	0	0	0	0	0	novice
nowadays	0	0	0	0	0	0	0	0	0	0	lá atá inniu ann
noxious	0	0	1	1	0	1	0	0	0	0	urchóideach
nozzle	0	0	0	0	0	0	0	0	0	0	nozzle
nuance	0	0	0	0	0	0	0	0	0	0	nuance
nuances	0	0	0	0	0	0	0	0	0	0	nuances
nucleus	0	0	0	0	0	0	0	0	0	0	núicléas
nude	0	0	0	0	0	0	0	0	0	0	nocht
nudge	0	0	0	0	0	0	0	0	0	0	nocht
nudity	0	0	0	0	0	0	0	0	0	0	néaltacht
nugget	0	0	0	0	0	0	0	0	0	0	cnapán
nuisance	1	0	0	0	0	1	0	0	0	0	núis
nul	0	0	0	0	0	1	0	0	0	0	null
null	0	0	0	0	0	0	0	0	0	0	null
nullify	0	0	0	0	0	1	0	0	1	0	neamhniú
numb	0	0	0	0	0	1	0	0	0	0	nimhneach
number	0	0	0	0	0	0	0	0	0	0	uimhir
numbering	0	0	0	0	0	0	0	0	0	0	uimhrithe
numbers	0	0	0	0	0	0	1	0	0	0	uimhreacha
numbness	0	0	0	0	0	1	0	1	0	0	numbness
numeral	0	0	0	0	0	0	0	0	0	0	uimhir
numerator	0	0	0	0	0	0	0	0	0	0	uimhreoir
numerical	0	0	0	0	0	0	0	0	0	0	uimhriúil
numerically	0	0	0	0	0	0	0	0	0	0	go huimhriúil
numerous	0	0	0	0	0	0	0	0	0	0	iomadúla
nun	0	0	0	0	0	1	0	0	0	1	bean rialta
nurse	0	0	0	0	0	0	1	0	0	1	banaltra
nursery	0	0	0	0	1	0	1	0	0	1	naíonra
nurture	1	1	1	1	1	0	1	0	0	1	chothú
nutmeg	0	0	0	0	0	0	0	0	0	0	cnómag
nutrition	0	0	0	0	0	0	0	0	0	0	cothú
nutritious	0	0	0	0	0	0	1	1	0	0	cothaitheach
nutritive	0	0	0	0	0	0	0	0	0	0	cothaitheach
nuts	0	0	0	0	0	0	0	0	0	0	cnónna
nymph	0	0	0	0	0	0	0	0	0	0	nimfeach
oaf	0	0	0	0	0	1	0	0	0	0	damh
oak	0	0	0	0	0	0	1	0	0	0	darach
oar	0	0	0	0	0	0	0	0	0	0	maimh
oasis	0	1	0	0	1	0	1	0	0	1	ósais
oath	0	0	0	0	0	0	1	0	0	1	mionn
oatmeal	0	0	0	0	0	0	0	0	0	0	mhin choirce
obedience	0	0	0	0	0	0	1	0	0	1	géillsine
obedient	0	0	0	0	0	0	0	0	0	0	géilliúil
obediently	0	0	0	0	0	0	0	0	0	0	obediently
obelisk	0	0	0	0	0	0	0	0	0	0	oibilisc
obese	0	0	1	0	0	1	0	0	0	0	murtallach
obesity	0	0	1	0	0	1	0	1	0	0	raimhre
obey	0	0	0	1	0	0	0	0	0	1	géilleadh
obi	0	0	1	1	0	1	0	0	0	0	obi
obit	0	0	0	0	0	1	0	1	1	0	obit
obituary	0	0	0	0	0	1	0	1	0	0	marbhna
object	0	0	0	0	0	0	0	0	0	0	réad
objection	1	0	0	0	0	1	0	0	0	0	agóid
objectionable	0	0	0	0	0	1	0	0	0	0	dothuigthe
objective	0	1	0	0	0	0	1	0	0	1	cuspóir
obligation	0	0	0	0	0	0	0	0	0	0	oibleagáid
obligatory	0	0	0	0	0	0	0	0	0	0	éigeantach
oblige	0	0	0	0	0	1	0	0	0	1	iallach
obliged	0	0	0	0	0	0	0	0	0	0	oibleagáid
obliging	1	1	1	1	1	0	1	0	1	1	oibleagáid
obligor	0	0	0	1	0	1	0	0	0	0	oibleagáideoir
oblique	0	0	0	0	0	0	0	0	0	0	fiar
obliterate	1	0	0	1	0	1	0	1	0	0	scriosta
obliterated	1	0	0	1	0	1	0	0	0	0	scriosta
obliteration	0	0	0	1	0	1	0	1	0	0	díothú
oblivion	1	0	0	1	0	1	0	0	0	0	dearmad
oblivious	0	0	0	0	0	0	0	0	0	0	doiléir
oblong	0	0	0	0	0	0	0	0	0	0	fadálach
obnoxious	1	0	1	0	0	1	0	1	0	0	dothuigthe
oboe	0	0	0	0	0	0	0	0	0	0	óbó
obscene	0	0	1	0	0	1	0	0	0	0	gáirsiúil
obscenity	1	0	1	0	0	1	0	0	0	0	graostacht
obscure	0	0	0	0	0	0	0	0	0	0	doiléir
obscured	0	0	0	0	0	0	0	0	0	0	doiléir
obscurity	0	0	0	0	0	1	0	0	0	0	doiléire
observance	0	0	0	0	0	0	0	0	0	0	urramú
observant	0	0	0	0	0	0	1	0	0	0	amhairc
observation	0	0	0	0	0	0	0	0	0	0	breathnadóireacht
observatory	0	0	0	0	0	0	0	0	0	0	réadlann
observe	0	0	0	0	0	0	0	0	0	0	breathnaigh
observer	0	0	0	0	0	0	0	0	0	0	bhreathnadóir
observing	0	0	0	0	0	0	0	0	0	0	ag breathnú
obsession	0	0	0	0	0	0	0	0	0	0	obsession
obsolescence	0	0	0	0	0	0	0	0	0	0	dífheidhmeacht
obstacle	1	0	0	1	0	1	0	1	0	0	bac
obstetrician	0	0	0	0	0	0	0	0	0	1	cnáimhseach
obstetrics	0	0	0	0	0	0	0	0	0	0	cnáimhseach
obstinate	0	0	0	0	0	1	0	0	0	0	bacach
obstruct	1	0	0	1	0	1	0	0	0	0	bac
obstruction	0	0	0	0	0	1	0	0	0	0	bac
obstructive	1	0	0	0	0	1	0	0	0	0	bacach
obtain	0	0	0	0	0	0	0	0	0	0	fuair
obtainable	0	0	0	0	1	0	1	0	0	0	infhaighte
obtuse	0	0	0	0	0	1	0	0	0	0	maoluillinneacha
obverse	0	0	0	0	0	0	0	0	0	0	mhalartach
obvious	0	0	0	0	0	0	1	0	0	1	soiléir
ocarina	0	0	0	0	0	0	0	0	0	0	ócairín
occasion	0	0	0	0	0	0	0	0	0	0	ócáid
occasional	0	0	0	0	0	0	0	0	1	0	ó am go chéile
occasionally	0	0	0	0	0	0	0	0	0	0	ó am go chéile
occlusion	0	0	0	0	0	0	0	0	0	0	occlusion
occult	0	0	1	1	0	1	0	0	0	0	asarlaíochta
occupancy	0	0	0	0	0	0	0	0	0	0	áitíochta
occupant	0	0	0	0	0	0	1	0	0	1	áititheoir
occupation	0	0	0	0	0	0	1	0	0	0	slí bheatha
occupied	0	0	0	0	0	0	0	0	0	0	áitithe
occupier	0	0	0	0	0	0	0	0	0	0	áititheoir
occupy	0	0	0	0	0	0	1	0	0	0	áitiú
occupying	0	0	0	0	0	0	0	0	0	0	ag áitiú
occur	0	0	0	0	0	0	0	0	0	0	tarlú
occurrence	0	0	0	0	0	0	0	0	0	0	tarlúint
ocean	0	0	0	0	0	0	0	0	0	0	aigéan
oceanic	0	0	0	0	0	0	0	0	0	0	aigéanach
octagon	0	0	0	0	0	0	0	0	0	0	ochtagán
octave	0	0	0	0	0	0	0	0	0	0	ochtar
octopus	0	0	1	0	0	0	0	0	0	0	ochtapas
ocular	0	0	0	0	0	0	0	0	0	0	súilíneach
oddity	0	0	1	0	0	1	0	1	1	0	aisteach
odds	0	0	0	0	0	0	0	0	0	0	corr
ode	0	0	0	0	0	0	0	0	0	0	óid
odious	1	0	1	1	0	1	0	0	0	0	suarach
odometer	0	0	0	0	0	0	0	0	0	0	odaiméadair
odor	0	0	0	0	0	1	0	0	0	0	boladh
oestrogen	0	0	0	0	0	0	0	0	0	0	estrogen
oeuvre	0	0	0	0	0	0	0	0	0	0	oeuvre
offal	0	0	0	0	0	0	0	0	0	0	scartach
offend	1	0	1	0	0	1	0	0	0	0	chiontaíonn
offended	1	0	0	0	0	1	0	1	0	0	ciontaigh
offender	1	0	1	1	0	1	0	1	0	0	ciontóir
offense	1	0	1	1	0	1	0	1	0	0	cion
offensive	1	0	1	0	0	1	0	0	0	0	maslach
offer	0	0	0	0	0	0	1	0	0	0	tairiscint
offered	0	0	0	0	0	0	0	0	0	0	tairgeadh
offering	0	0	0	0	0	0	0	0	0	1	ag tairiscint
offhand	0	0	0	0	0	1	0	0	0	0	as lámh
office	0	0	0	0	0	0	0	0	0	0	oifig
officer	0	0	0	0	0	0	1	0	0	1	oifigeach
offices	0	0	0	0	0	0	0	0	0	0	oifigí
official	0	0	0	0	0	0	0	0	0	1	oifigeach
officiate	0	0	0	0	0	0	0	0	0	0	oifigeach
offing	0	0	0	0	0	1	0	0	0	0	as
offload	0	0	0	0	0	0	0	0	0	0	offload
offset	0	1	0	0	0	0	1	0	0	0	fhritháireamh
offshoot	0	0	0	0	0	0	1	0	0	0	seachrán
offside	0	0	0	0	0	0	0	0	0	0	offside
oft	0	0	0	0	0	0	0	0	0	0	minic
oftentimes	0	0	0	0	0	0	0	0	0	0	go minic
ogre	0	0	1	1	0	1	0	0	0	0	ogre
oil	0	0	0	0	0	0	0	0	0	0	ola
oils	0	0	0	0	0	0	0	0	0	0	olaí
ointment	0	0	0	0	0	0	0	0	0	0	ointment
olfactory	0	1	0	0	0	1	0	0	0	0	olfactory
oligarchy	0	0	0	0	0	1	0	0	0	0	oligarchy
olive	0	0	0	0	0	0	0	0	0	0	olóige
omega	0	0	0	0	0	0	0	0	0	0	óimige
omelet	0	0	0	0	0	0	0	0	0	0	óiméad
omen	0	1	0	1	0	1	0	0	0	0	manadh
ominous	0	1	0	1	0	1	0	0	0	0	ominous
omission	0	0	0	0	0	0	0	0	0	0	easnamh
omit	0	0	0	0	0	1	0	0	0	0	fág ar lár
omitted	0	0	0	0	0	0	0	0	0	0	fágtha ar lár
omnibus	0	0	0	0	0	0	0	0	0	0	omnibus
omnipotence	0	0	0	1	0	1	1	0	0	0	uilechumhachtach
omnipotent	0	0	0	0	0	0	0	0	0	0	uilechumhachtach
omnipresent	0	0	0	0	0	0	0	0	0	0	uileláithreacha
omniscient	0	0	0	0	0	0	1	0	0	1	omniscient
oncologist	0	0	0	0	0	0	0	0	0	0	oinceolaí
oneness	0	0	0	0	0	0	0	0	0	0	aontacht
onerous	1	0	0	0	0	1	0	1	0	0	trom
oneself	0	0	0	0	0	0	0	0	0	0	féin
ongoing	0	1	0	0	0	0	0	0	0	0	leanúnach
onion	0	0	0	0	0	0	0	0	0	0	oinniún
onset	0	1	0	0	0	0	0	0	0	0	tosaigh
onslaught	0	0	0	0	0	0	0	0	0	0	maraithe
ontology	0	0	0	0	0	0	0	0	0	0	ontology
onus	0	0	0	0	0	1	0	0	0	0	dualgas
onward	0	0	0	0	0	0	0	0	0	0	ar aghaidh
onyx	0	0	0	0	0	0	0	0	0	0	onics
ooze	0	0	1	0	0	1	0	0	0	0	ooze
oozing	0	0	0	0	0	0	0	0	0	0	oozing
opacity	0	0	0	0	0	0	0	0	0	0	teimhneacht
opal	0	0	0	0	0	0	0	0	0	0	ópal
opaque	0	0	0	0	0	1	0	0	0	0	teimhneach
ope	0	0	0	0	0	0	0	0	0	0	ope
open	0	0	0	0	0	0	0	0	0	0	oscailt
opener	0	0	0	0	0	0	0	0	0	0	oscailteoir
opening	0	0	0	0	0	0	0	0	0	0	oscailt
openly	0	0	0	0	0	0	0	0	0	0	go hoscailte
openness	0	0	0	0	0	0	1	0	0	0	oscailteacht
opera	1	1	0	1	1	0	1	1	1	1	ceoldráma
operatic	0	0	0	0	0	1	0	0	0	0	operatic
operation	0	0	0	1	0	0	0	0	0	1	oibríocht
operations	0	0	0	0	0	0	0	0	0	0	oibríochtaí
operative	0	0	0	0	0	0	0	0	0	0	oibríoch
operator	0	0	0	0	0	0	0	0	0	0	oibreoir
ophthalmic	0	0	0	0	0	0	0	0	0	0	oftalmach
ophthalmologist	0	0	0	0	0	0	0	0	0	0	oftailmeolaí
opiate	0	0	0	0	0	1	0	0	0	0	codlaidín
opinion	0	0	0	0	0	0	0	0	0	0	tuairim
opinionated	1	0	0	0	0	1	0	0	0	0	tuairim
opium	1	0	1	1	0	1	0	1	0	0	codlaidín
opponent	1	1	1	1	0	1	0	0	0	0	comhraic
opportune	0	0	0	0	1	0	1	0	0	0	tráthúil
opportunism	0	0	0	0	0	0	0	0	0	0	caoithiúlacht
opportunity	0	1	0	0	0	0	1	0	0	0	deis
oppose	0	0	0	0	0	1	0	0	0	0	cur i gcoinne
opposed	1	0	0	1	0	1	0	0	0	0	ina choinne
opposing	0	0	0	0	0	0	0	0	0	0	ag cur ina choinne
opposite	0	0	0	0	0	0	0	0	0	0	os coinne
opposites	0	0	0	0	0	0	0	0	0	0	codarsnacha
opposition	1	0	0	0	0	1	0	0	0	0	freasúra
oppress	1	0	1	1	0	1	0	1	0	0	leatrom
oppression	1	0	1	1	0	1	0	1	0	0	cos ar bolg
oppressive	1	0	1	1	0	1	0	1	0	0	leatromach
oppressor	1	0	0	1	0	1	0	1	0	0	leatromach
optic	0	0	0	0	0	0	0	0	0	0	snáthoptaice
optical	0	0	0	0	0	0	0	0	0	0	optúil
optics	0	0	0	0	0	0	0	0	0	0	optaic
optimism	0	1	0	0	1	0	1	0	1	1	dóchas
optimist	0	0	0	0	0	0	1	0	0	1	dóchasach
option	0	0	0	0	0	0	1	0	0	0	rogha
optional	0	0	0	0	0	0	1	0	0	0	roghnach
optionally	0	0	0	0	0	0	0	0	0	0	go roghnach
options	0	0	0	0	0	0	0	0	0	0	roghanna
optometrist	0	0	0	0	0	0	0	0	0	0	radharceolaí
opulence	0	0	0	0	0	0	0	0	0	0	opulence
opulent	0	0	0	0	0	0	0	0	0	0	opulent
opus	0	0	0	0	0	0	0	0	0	0	opus
oracle	0	1	0	0	0	0	1	0	0	1	oracle
oral	0	0	0	0	0	0	0	0	0	0	béil
orange	0	0	0	0	0	0	0	0	0	0	Oráiste
oration	0	0	0	0	0	0	1	0	0	0	óráid
orator	0	0	0	0	0	0	0	0	0	0	óráidí
oratory	0	0	0	0	0	0	0	0	0	0	aireagal
orb	0	0	0	0	0	0	0	0	0	0	orb
orbit	0	0	0	0	0	0	0	0	0	0	fithis
orbiting	0	0	0	0	0	0	0	0	0	0	orbiting
orbs	0	0	0	0	0	0	0	0	0	0	orbs
orc	1	0	1	1	0	1	0	0	0	0	orc
orchard	0	0	0	0	0	0	0	0	0	0	úllord
orchestra	1	0	0	0	1	0	1	1	0	1	ceolfhoirne
ordained	0	0	0	0	0	0	1	0	0	1	ordaithe
ordeal	1	0	0	0	0	1	0	0	1	0	ordeal
order	0	0	0	0	0	0	0	0	0	0	ordú
orderly	0	0	0	0	0	0	1	0	0	0	ordúil
ordinance	0	0	0	0	0	0	0	0	0	1	ordanás
ordinary	0	0	0	0	0	0	0	0	0	0	gnáth
ordination	0	1	0	0	1	0	1	0	0	1	ordú
ordnance	0	0	0	1	0	1	0	0	0	0	ordanás
ore	0	0	0	0	0	0	0	0	0	0	méine
oregano	0	0	0	0	0	0	0	0	0	0	oregano
organ	0	1	0	0	1	0	0	0	0	0	orgán
organic	0	0	0	0	0	0	1	0	0	0	orgánach
organism	0	0	0	0	0	0	0	0	0	0	orgánach
organist	0	0	0	0	0	0	0	0	0	0	orgánaí
organization	0	1	0	0	1	0	1	0	1	1	eagraíocht
organize	0	0	0	0	0	0	1	0	0	0	eagrú
organized	0	0	0	0	0	0	1	0	0	0	eagraithe
orgasm	0	1	0	0	1	0	1	0	0	0	orgasm
orgies	0	0	0	0	0	0	0	0	0	0	orgies
orient	0	0	0	0	0	0	0	0	0	0	oirthearach
oriental	0	0	0	0	0	0	0	0	0	0	oirthearach
orientation	0	0	0	0	0	0	0	0	0	0	treoshuíomh
orifice	0	0	0	0	0	0	0	0	0	0	orifice
origin	0	0	0	0	0	0	0	0	0	0	bunadh
originality	0	0	0	0	0	0	1	0	1	0	úrnuacht
originate	0	0	0	0	0	0	0	0	0	0	tionscnaimh
origination	0	0	0	0	0	0	0	0	0	0	tionscnaimh
originator	0	0	0	0	0	0	0	0	0	0	tionscnóir
ornament	0	0	0	0	0	0	0	0	0	0	ornáid
ornamental	0	0	0	0	0	0	0	0	0	0	ornáideach
ornamentation	0	0	0	0	0	0	0	0	0	0	ornáideacht
ornamented	0	0	0	0	0	0	1	0	0	0	ornáideach
ornate	0	0	0	0	0	0	1	0	0	0	ornáideach
orphan	0	0	0	1	0	1	0	1	0	0	dílleachta
orthodox	0	0	0	0	0	0	0	0	0	0	orthodox
orthodoxy	0	0	0	0	0	0	0	0	0	1	orthodoxy
orthogonal	0	0	0	0	0	0	0	0	0	0	orthogonal
oscillate	0	0	0	0	0	0	0	0	0	0	ascalach
oscillating	0	0	0	0	0	0	0	0	0	0	ascalach
oscillation	0	0	0	0	0	0	0	0	0	0	ascalaithe
oscillatory	0	0	0	0	0	0	0	0	0	0	ascalach
ostensible	0	0	0	0	0	0	0	0	0	0	dofheicthe
ostensibly	0	0	0	0	0	1	0	0	0	0	de réir dealraimh
ostrich	0	0	0	0	0	0	0	0	0	0	ostrais
otto	0	0	0	0	0	0	0	0	0	0	otto
ottoman	0	0	0	0	0	0	0	0	0	0	ottoman
ounce	0	0	0	0	0	0	0	0	0	0	unsa
oust	1	0	0	0	0	1	0	1	0	0	oust
outbreak	0	0	0	0	0	0	0	0	0	0	ráig
outburst	1	0	0	1	1	1	1	1	1	0	sceith
outcast	0	0	1	1	0	1	0	1	0	0	outcast
outcome	0	0	0	0	0	0	1	0	0	0	toradh
outcry	1	0	0	1	0	1	0	0	1	0	outcry
outdo	0	1	0	0	0	0	1	0	0	0	amuigh
outdoor	0	0	0	0	0	0	0	0	0	0	amuigh faoin aer
outfit	0	0	0	0	0	0	0	0	0	0	chulaith
outgrow	0	0	0	0	0	0	0	0	0	0	éirí amach
outgrowth	0	0	0	0	0	0	0	0	0	0	fás amach
outhouse	0	0	1	0	0	1	0	0	0	0	teach amuigh
outing	0	0	0	0	0	0	0	0	0	0	turas
outlandish	0	0	0	0	0	1	0	0	0	0	outlandish
outlast	0	0	0	0	0	0	0	0	0	0	thar barr
outlaw	0	0	0	0	0	1	0	0	0	0	eisreachtú
outlet	0	0	0	0	0	0	0	0	0	0	asraon
outline	0	0	0	0	0	0	0	0	0	0	imlíne
outlines	0	0	0	0	0	0	0	0	0	0	imlíne
outlook	0	0	0	0	0	0	0	0	0	0	dearcadh
outlying	0	0	0	0	0	0	0	0	0	0	forimeallach
outnumber	0	0	0	0	0	0	0	0	0	0	líon níos airde
outpost	0	0	0	1	0	0	0	0	0	0	outpost
outpouring	0	0	0	0	0	0	0	0	0	0	racht
output	0	0	0	0	0	0	0	0	0	0	aschur
outrage	1	0	1	0	0	1	0	0	0	0	feall
outrageous	0	0	0	0	0	0	0	0	1	0	fealltach
outright	0	0	0	0	0	0	0	0	0	0	amach is amach
outrun	0	0	0	0	0	0	0	0	0	0	outrun
outset	0	0	0	0	0	0	0	0	0	0	tús
outsider	0	0	0	1	0	0	0	0	0	0	coimhthíoch
outskirts	0	0	0	0	0	0	0	0	0	0	imeall
outspoken	0	0	0	0	0	0	0	0	0	0	as cainte
outstanding	0	0	0	0	1	1	1	0	0	0	ar fheabhas
outstretched	0	0	0	0	0	0	0	0	0	0	sínte
outward	0	0	0	0	0	0	1	0	0	0	amach
outwards	0	0	0	0	0	0	0	0	0	0	amach
outweigh	0	0	0	0	0	0	0	0	0	0	treise
oval	0	0	0	0	0	0	0	0	0	0	ubhchruthach
ovary	0	0	0	0	0	0	0	0	0	0	ubhagán
ovate	0	0	0	0	0	0	0	0	0	0	ubhagán
ovation	0	0	0	0	0	1	0	1	0	0	ubhagán
oven	0	0	0	0	0	0	0	0	0	0	oigheann
overalls	0	0	0	0	0	0	0	0	0	0	rabhlaeir
overbearing	1	0	0	0	0	1	0	0	0	0	overbearing
overburden	0	0	0	0	0	1	0	0	0	0	ró-ualach
overcast	0	0	0	0	0	1	0	0	0	0	doiléir
overcharged	0	0	0	0	0	0	0	0	0	0	rómhuirearaithe
overcoat	0	0	0	0	0	0	0	0	0	0	cóta mór
overdo	0	0	0	0	0	1	0	0	0	0	ródhéanamh
overdose	0	0	0	0	0	1	0	0	0	0	ródháileog
