English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Dutch Word
lin	0	0	0	0	0	0	0	0	0	0	lin
line	0	0	0	0	0	0	0	0	0	0	lijn
lineage	0	0	0	0	0	0	0	0	0	0	afstamming
lineal	0	0	0	0	0	0	0	0	0	0	lineair
linear	0	0	0	0	0	0	0	0	0	0	lineair
lined	0	0	0	0	0	0	0	0	0	0	gevoerd
linen	0	0	0	0	0	0	0	0	0	0	linnen
liner	0	0	0	0	0	0	0	0	0	0	voering
lines	0	0	0	1	0	0	0	0	0	0	lijnen
linger	0	1	0	0	0	0	0	0	0	0	treuzelen
lingo	0	0	0	0	0	0	0	0	0	0	jargon
lingual	0	0	0	0	0	0	0	0	0	0	linguïstisch
linguist	0	0	0	0	0	0	1	0	0	1	linguïst
linguistic	0	0	0	0	0	0	0	0	0	0	taalkundig
linguistics	0	0	0	0	0	0	0	0	0	0	taalkunde
lining	0	0	0	0	0	0	0	0	0	0	voering
link	0	0	0	0	0	0	0	0	0	0	koppeling
linoleum	0	0	0	0	0	0	0	0	0	0	linoleum
lint	0	0	0	0	0	1	0	0	0	0	lint
lion	0	0	0	1	0	0	1	0	0	0	leeuw
lip	0	0	0	0	0	0	0	0	0	0	lip-
lipstick	0	0	0	0	0	0	0	0	0	0	lippenstift
liquefaction	0	0	0	0	0	0	0	0	0	0	vloeibaar maken
liquefied	0	0	0	0	0	0	0	0	0	0	vloeibaar gemaakt
liqueur	0	0	0	0	0	0	0	0	0	0	likeur
liquid	0	0	0	0	0	0	0	0	0	0	vloeistof
liquidate	0	0	0	0	0	0	0	0	0	0	liquideren
liquidation	0	0	0	0	0	0	0	0	0	0	liquidatie
liquidator	0	0	0	0	0	0	0	0	0	0	vereffenaar
liquidity	0	0	0	0	0	0	0	0	0	0	liquiditeit
liquor	1	0	0	0	1	1	0	1	0	0	likeur
lisp	0	0	0	0	0	0	0	0	0	0	lisp
list	0	0	0	0	0	0	0	0	0	0	lijst
listen	0	0	0	0	0	0	0	0	0	0	luister
listener	0	0	0	0	0	0	0	0	0	0	luisteraar
listing	0	0	0	0	0	0	0	0	0	0	vermelding
listless	0	0	0	0	0	1	0	1	0	0	lusteloos
litany	0	0	0	0	0	0	0	0	0	0	litanie
literally	0	0	0	0	0	0	0	0	0	0	letterlijk
literary	0	0	0	0	0	0	0	0	0	0	literair
literature	0	0	0	0	0	0	0	0	0	0	literatuur
lithe	0	0	0	0	0	0	1	0	0	0	lenig
lithograph	0	0	0	0	0	0	0	0	0	0	lithografie
lithography	0	0	0	0	0	0	0	0	0	0	lithografie
lithology	0	0	0	0	0	0	0	0	0	0	lithologie
lithosphere	0	0	0	0	0	0	0	0	0	0	lithosfeer
litigant	0	0	0	0	0	1	0	0	0	0	rechtzoekende
litigate	1	1	1	1	0	1	0	1	0	0	procederen
litigation	0	0	0	0	0	1	0	0	0	0	geschil
litigious	1	0	1	0	0	1	0	0	0	0	litigieuze
litter	0	0	0	0	0	1	0	0	0	0	afval
littoral	0	0	0	0	0	0	0	0	0	0	kust-
liturgy	0	0	0	0	0	0	0	0	0	0	liturgie
livelihood	0	0	0	0	0	0	0	0	0	0	levensonderhoud
livery	0	0	0	0	0	0	0	0	0	0	livrei
livid	1	0	1	0	0	1	0	0	0	0	boos
living	0	0	0	0	0	0	0	0	0	0	levend
llama	0	0	0	0	0	0	0	0	0	0	lama
load	0	0	0	0	0	0	0	0	0	0	laden
loaf	0	0	0	0	0	1	0	0	0	0	brood
loafer	0	0	0	0	0	1	0	0	0	0	leegloper
loam	0	0	0	0	0	0	0	0	0	0	leem
loan	0	0	0	0	0	0	0	0	0	0	lening
loath	1	0	0	0	0	1	0	0	0	0	afkerig
loathe	1	0	1	0	0	1	0	0	0	0	verafschuwen
loathing	0	0	1	0	0	1	0	0	0	0	afkeer
loathsome	1	0	1	0	0	1	0	0	0	0	walgelijk
lobby	0	0	0	0	0	0	0	0	0	0	lobby
lobbyist	0	0	0	0	0	1	0	0	0	0	lobbyist
lobe	0	0	0	0	0	0	0	0	0	0	kwab
local	0	0	0	0	0	0	0	0	0	0	lokaal
locale	0	0	0	0	0	0	0	0	0	0	locale
locality	0	0	0	0	0	0	0	0	0	0	plaats
localization	0	0	0	0	0	0	0	0	0	0	lokalisatie
localize	0	1	0	0	0	0	0	0	0	0	lokaliseren
locate	0	0	0	0	0	0	0	0	0	0	bevind zich
location	0	0	0	0	0	0	0	0	0	0	plaats
loch	0	0	0	0	0	0	0	0	0	0	loch
lock	0	0	0	0	0	0	0	0	0	0	op slot doen
locker	0	0	0	0	0	0	0	0	0	0	kluisje
locksmith	0	0	0	0	0	0	0	0	0	0	slotenmaker
lockup	0	0	0	1	0	1	0	1	0	0	opsluiten
locomotion	0	0	0	0	0	0	0	0	0	0	voortbeweging
locomotive	0	0	0	0	0	0	0	0	0	0	locomotief
locust	0	0	0	1	0	1	0	0	0	0	sprinkhaan
lodge	0	0	0	0	0	0	0	0	0	0	logeren
lodger	0	0	0	0	0	0	0	0	0	0	huurder
lodging	0	0	0	0	0	0	0	0	0	1	onderdak
loft	0	0	0	0	0	0	0	0	0	0	zolder
lofty	0	0	0	0	0	1	0	0	0	0	verheven
log	0	0	0	0	0	0	0	0	0	0	log
logarithm	0	0	0	0	0	0	0	0	0	0	logaritme
logarithmic	0	0	0	0	0	0	0	0	0	0	logaritmisch
logic	0	0	0	0	0	0	0	0	0	0	logica
logical	0	0	0	0	0	0	1	0	0	0	logisch
logistics	0	0	0	0	0	0	0	0	0	0	logistiek
logotype	0	0	0	0	0	0	0	0	0	0	logotype
loin	0	0	0	0	0	0	0	0	0	0	lendenen
lollipop	0	0	0	0	0	0	0	0	0	0	lolly
lone	0	0	0	0	0	0	0	1	0	0	eenzaam
loneliness	0	0	0	1	0	1	0	1	0	0	eenzaamheid
lonely	1	0	1	1	0	1	0	1	0	0	alleen
lonesome	0	0	0	0	0	1	0	1	0	0	eenzaam
long	0	1	0	0	0	0	0	0	0	0	lang
longevity	0	0	0	0	0	0	1	0	0	0	levensduur
longing	0	1	0	0	0	0	0	1	0	0	verlangen
longitude	0	0	0	0	0	0	0	0	0	0	Lengtegraad
longitudinal	0	0	0	0	0	0	0	0	0	0	longitudinaal
longitudinally	0	0	0	0	0	0	0	0	0	0	longitudinaal
loo	0	0	1	0	0	1	0	0	0	0	wc
lookout	0	0	0	0	0	0	0	0	0	0	pas op
loom	0	1	0	1	0	1	0	0	0	0	weefgetouw
looming	0	0	0	0	0	0	0	0	0	0	dreigend
loon	0	0	1	0	0	1	0	0	0	0	gek
loony	0	0	0	0	0	1	0	0	0	0	gek
loop	0	0	0	0	0	0	0	0	0	0	lus
loophole	0	0	0	0	0	0	0	0	0	0	uitvlucht
loosen	0	0	0	0	0	0	0	0	0	0	losmaken
loosening	0	0	0	0	0	0	0	0	0	0	losmaken
loot	0	0	0	0	0	1	0	0	0	0	buit
lop	0	0	0	0	0	0	0	0	0	0	lop
lopsided	0	0	0	0	0	0	0	0	0	0	scheef
lord	0	0	1	0	0	1	1	0	0	1	heer
lords	0	0	0	0	0	0	0	0	0	0	heren
lordship	0	0	0	0	0	0	1	0	0	0	heerschappij
lore	0	0	0	0	0	0	0	0	0	0	overlevering
lorry	0	0	0	0	0	0	0	0	0	0	vrachtwagen
lose	1	0	1	1	0	1	0	1	1	0	verliezen
losing	1	0	0	0	0	1	0	1	0	0	verliezen
loss	1	0	0	1	0	1	0	1	0	0	verlies
lost	0	0	0	0	0	1	0	1	0	0	kwijt
lot	0	0	0	0	0	0	0	0	0	0	kavel
lotion	0	0	0	0	0	0	0	0	0	0	lotion
lots	0	0	0	0	0	0	0	0	0	0	veel
lottery	0	1	0	0	0	0	0	0	0	0	loterij
lotto	0	0	0	0	0	0	0	0	0	0	lotto
loud	0	0	0	0	0	0	0	0	0	0	luid
loudly	0	0	0	0	0	0	0	0	0	0	luid
loudness	1	0	0	0	0	1	0	0	0	0	luidheid
lounge	0	0	0	0	0	1	0	0	0	0	lounge
louse	0	0	1	0	0	1	0	0	0	0	luis
lovable	0	0	0	0	1	0	1	0	0	1	lief
love	0	0	0	0	1	0	1	0	0	0	liefde
lovely	0	1	0	0	1	0	1	1	1	1	lief
lovemaking	0	0	0	0	1	0	1	0	0	1	vrijen
lover	0	1	0	0	1	0	1	0	0	1	minnaar
loving	0	0	0	0	1	0	1	0	0	1	liefdevol
lower	0	0	0	0	0	1	0	1	0	0	lager
lowering	0	0	0	0	0	1	0	0	0	0	verlagen
lowest	0	0	0	0	0	1	0	1	0	0	laagste
lowlands	0	0	0	0	0	1	0	0	0	0	Lowlands
lowly	0	0	0	0	0	1	0	1	0	0	nederig
loyal	0	0	0	1	1	0	1	0	1	1	loyaal
loyalty	0	0	0	0	0	0	1	0	0	1	loyaliteit
lubricate	0	0	0	0	0	0	0	0	0	0	smeren
lubrication	0	0	0	0	0	0	0	0	0	0	smering
luck	0	1	0	0	1	0	1	0	1	0	geluk
lucky	0	0	0	0	1	0	1	0	1	0	gelukkig
ludicrous	0	0	0	0	0	1	0	0	0	0	belachelijk
lug	0	0	0	0	0	0	0	0	0	0	lug
luggage	0	0	0	0	0	0	0	0	0	0	bagage
lull	0	1	0	0	0	0	0	0	0	0	wiegen
lullaby	0	0	0	0	0	0	0	0	0	0	slaapliedje
lumbar	0	0	0	0	0	0	0	0	0	0	lumbaal
lumber	0	0	0	0	0	0	0	0	0	0	timmerhout
lumbering	0	0	0	0	0	1	0	0	0	0	houthakken
luminescent	0	0	0	0	0	0	0	0	0	0	lichtgevend
luminous	0	0	0	0	0	0	0	0	0	0	lichtgevend
lump	0	0	0	0	0	1	0	0	0	0	klont
lumpy	0	0	1	0	0	1	0	0	0	0	klonterig
lunacy	1	0	1	1	0	1	0	1	0	0	waanzin
lunar	0	0	0	0	0	0	0	0	0	0	maan-
lunatic	1	0	1	1	0	1	0	0	0	0	gek
lunch	0	0	0	0	0	0	0	0	0	0	lunch
luncheon	0	0	0	0	0	0	0	0	0	0	lunch
lunge	0	0	0	0	0	0	0	0	1	0	uithaal
lungs	0	0	0	0	0	0	0	0	0	0	longen
lurch	0	0	0	0	0	1	0	0	0	0	slingeren
lure	0	0	0	0	0	1	0	0	0	0	lokken
lurid	0	0	1	0	0	1	0	0	0	0	luguber
lurk	0	0	0	0	0	1	0	0	0	0	op de loer liggen
lurking	0	0	0	0	0	1	0	0	0	0	op de loer
luscious	0	1	0	0	1	0	1	0	0	0	heerlijk
lush	0	0	1	0	0	1	0	1	0	0	weelderig
lust	0	1	0	0	0	1	0	0	0	0	lust
luster	0	0	0	0	1	0	1	0	0	0	glans
lustful	0	0	0	0	0	1	0	0	0	0	wellustige
lustrous	0	0	0	0	0	0	1	0	0	0	glanzend
lusty	0	0	1	0	0	0	0	0	0	0	wellustige
lute	0	0	0	0	0	0	0	0	0	0	luit
luxuriant	0	0	0	0	0	0	1	0	0	0	weelderig
luxurious	0	0	0	0	1	0	1	0	0	0	luxueus
luxury	0	0	0	0	1	0	1	0	0	0	luxe
lying	1	0	1	0	0	1	0	0	0	0	liegen
lymph	0	0	0	0	0	0	0	0	0	0	lymfe
lymphatic	0	0	0	0	0	0	0	0	0	0	lymfatisch
lynch	1	0	1	1	0	1	0	1	0	0	lynchen
lynx	0	0	0	0	0	0	0	0	0	0	lynx
lyre	0	0	0	0	1	0	1	0	0	0	lier
lyric	0	0	0	0	0	0	0	0	0	0	lyrisch
lyrical	0	0	0	0	1	0	1	0	0	0	lyrisch
mace	0	0	0	1	0	1	0	0	0	0	foelie
machine	0	0	0	0	0	0	0	0	0	1	machine
machinery	0	0	0	0	0	0	0	0	0	0	machines
machinist	0	0	0	0	0	0	0	0	0	0	machinist
mackerel	0	0	0	0	0	0	0	0	0	0	makreel
mad	1	0	1	1	0	1	0	1	0	0	boos
madam	0	0	0	0	0	0	0	0	0	0	mevrouw
madame	0	0	0	0	0	0	0	0	0	0	mevrouw
madden	1	0	0	1	0	1	0	0	0	0	gek geworden
madman	1	0	0	1	0	1	0	0	0	0	gek
madness	1	0	0	1	0	1	0	0	0	0	krankzinnigheid
mafia	0	0	0	1	0	1	0	0	0	0	maffia
magazine	0	0	0	0	0	0	0	0	0	0	tijdschrift
mage	0	0	0	1	0	0	0	0	0	0	magiër
magenta	0	0	0	0	0	0	0	0	0	0	magenta
maggot	0	0	1	0	0	1	0	0	0	0	made
magic	0	0	0	0	0	0	0	0	0	0	magie
magical	0	1	0	0	1	0	1	0	1	0	magisch
magician	0	0	0	0	0	0	0	0	1	0	goochelaar
magistrate	0	0	0	0	0	0	0	0	0	0	magistraat
magma	0	0	0	0	0	0	0	0	0	0	magma
magnate	0	0	0	0	0	0	0	0	0	0	magnaat
magnet	0	0	0	0	0	0	1	0	0	1	magneet
magnetism	0	0	0	0	0	0	1	0	0	0	magnetisme
magnetite	0	0	0	0	0	0	1	0	0	0	magnetiet
magnificence	0	1	0	0	1	0	1	0	0	1	pracht
magnificent	0	1	0	0	1	0	1	0	1	1	magnifiek
magnifier	0	0	0	0	0	0	0	0	0	0	vergrootglas
magnify	0	0	0	0	0	0	0	0	0	0	vergroten
magnitude	0	0	0	0	0	0	0	0	0	0	grootte
magpie	0	0	0	0	0	0	0	0	0	0	ekster
maid	0	0	0	0	0	0	0	0	0	0	hulp in de huishouding
maiden	0	0	0	0	0	0	1	0	0	0	meisje
mail	0	1	0	0	0	0	0	0	0	0	mail
main	0	0	0	0	0	0	1	0	0	0	hoofd
mainland	0	0	0	0	0	0	0	0	0	0	vasteland
mainstay	0	0	0	0	0	0	1	0	0	1	steunpilaar
maintenance	0	0	0	0	0	0	0	0	0	1	onderhoud
majestic	0	1	0	0	1	0	1	0	1	1	majestueus
majesty	0	0	0	0	0	0	1	0	0	1	majesteit
major	0	0	0	0	0	0	1	0	0	0	belangrijk
majority	0	0	0	0	1	0	1	0	0	1	meerderheid
make	0	0	0	0	0	0	0	0	0	0	maken
maker	0	0	0	0	0	0	0	0	0	0	maker
makeshift	0	0	0	0	0	1	0	0	0	0	geïmproviseerde
makeup	0	0	0	0	0	0	0	0	0	0	verzinnen
malady	0	0	0	0	0	1	0	0	0	0	ziekte
malaise	0	0	0	0	0	1	0	1	0	0	malaise
malaria	0	0	1	1	0	1	0	1	0	0	malaria-
malevolent	1	0	1	1	0	1	0	1	0	0	kwaadaardig
malfeasance	0	0	1	0	0	1	0	0	0	0	misdrijf
malformation	0	0	0	0	0	1	0	0	0	0	misvorming
malice	1	0	0	1	0	1	0	0	0	0	kwaadaardigheid
malicious	1	0	1	1	0	1	0	1	0	0	kwaadwillend
malign	1	0	1	0	0	1	0	0	0	0	kwaadaardig
malignancy	0	0	0	1	0	1	0	1	0	0	maligniteit
malignant	1	0	0	1	0	1	0	0	0	0	kwaadaardig
mall	0	0	0	0	0	0	0	0	0	0	winkelcentrum
malleable	0	0	0	0	0	0	0	0	0	0	kneedbaar
mallet	0	0	0	0	0	0	0	0	0	0	hamer
malpractice	1	0	0	0	0	1	0	0	0	0	wanpraktijken
mamma	0	0	0	0	0	0	0	0	0	1	mamma
mammal	0	0	0	0	0	0	0	0	0	0	zoogdier
mammoth	0	0	0	0	0	0	0	0	0	0	mammoet-
manage	0	0	0	0	0	0	1	0	0	1	beheren
management	0	0	0	0	0	0	1	0	0	1	beheer
manager	0	0	0	0	0	0	0	0	0	0	manager
mandamus	0	0	0	1	0	1	0	0	0	0	mandamus
mandarin	0	0	0	0	0	0	1	0	0	1	mandarijn-
mandate	0	0	0	0	0	0	0	0	0	0	mandaat
mandible	0	0	0	0	0	0	0	0	0	0	onderkaak
mandolin	0	0	0	0	0	0	0	0	0	0	mandoline
mandrel	0	0	0	0	0	0	0	0	0	0	doorn
mane	0	0	0	0	0	0	0	0	0	0	manen
maneuver	0	0	0	0	0	0	0	0	0	0	manoeuvreren
maneuvering	0	0	0	0	0	0	0	0	0	0	manoeuvreren
mange	0	0	1	1	0	1	0	0	0	0	schurft
manger	0	0	0	0	0	0	0	0	0	0	kribbe
mangle	1	0	1	1	0	1	0	1	0	0	mangel
mango	0	0	0	0	0	0	0	0	0	0	mango-
mangosteen	0	0	0	0	0	0	0	0	0	0	mangosteen
manhood	0	0	0	0	0	0	1	0	0	0	mannelijkheid
mania	0	0	0	0	0	1	0	0	0	0	manie
maniac	1	0	0	1	0	1	0	0	0	0	maniac
maniacal	0	0	0	0	0	1	0	0	0	0	maniakaal
manicure	0	0	0	0	0	0	0	0	0	0	manicure
manifest	0	0	0	0	0	0	0	0	0	0	manifest
manifestation	0	0	0	1	0	0	0	0	0	0	manifestatie
manifested	0	0	0	0	0	0	1	0	0	0	gemanifesteerd
manifestly	0	0	0	0	0	0	0	0	0	0	duidelijk
manifesto	0	0	0	0	0	0	0	0	0	0	manifest
manifold	0	0	0	0	0	0	0	0	0	0	verdeelstuk
manipulate	0	0	0	0	0	1	0	0	0	0	manipuleren
manipulation	1	0	0	1	0	1	0	0	0	0	manipulatie
mankind	0	0	0	0	0	0	0	0	0	0	mensheid
manly	0	0	0	0	0	0	1	0	0	0	mannelijk
manna	0	0	0	0	0	0	1	0	0	0	manna
manner	0	0	0	0	0	0	0	0	0	0	manier
mannered	0	0	0	0	0	0	1	0	0	0	gemanierd
manners	0	0	0	0	0	0	1	0	0	0	manieren
manor	0	0	0	0	0	0	0	0	0	0	landhuis
mansion	0	0	0	0	0	0	0	0	0	0	herenhuis
manslaughter	1	0	1	1	0	1	0	1	1	0	doodslag
mantle	0	0	0	0	0	0	0	0	0	0	mantel
manual	0	0	0	0	0	0	0	0	0	1	handleiding
manufacture	0	0	0	0	0	0	0	0	0	0	vervaardiging
manufacturer	0	0	0	0	0	0	1	0	0	0	fabrikant
manure	0	0	1	0	0	1	0	0	0	0	mest
manuscript	0	0	0	0	0	0	0	0	0	0	manuscript
map	0	0	0	0	0	0	0	0	0	0	kaart
mar	0	0	0	0	0	1	0	0	0	0	mar
marble	0	0	0	0	0	0	0	0	0	0	marmer
marbled	0	0	0	0	0	0	0	0	0	0	gemarmerd
marbles	0	0	0	0	0	0	0	0	0	0	knikkers
march	0	0	0	0	0	0	1	0	0	0	maart
mare	0	0	0	0	0	0	0	0	0	0	merrie
margin	0	0	0	0	0	1	0	1	0	0	marge
marginal	0	0	0	0	0	0	0	0	0	0	marginaal
marijuana	0	0	0	0	0	0	0	0	0	0	marihuana
marine	0	0	0	0	0	0	0	0	0	1	marinier
mariner	0	0	0	0	0	0	0	0	0	0	zeeman
maritime	0	0	0	0	0	0	0	0	0	0	maritiem
mark	0	0	0	0	0	0	0	0	0	0	markering
marked	0	0	0	0	0	0	1	0	0	0	gemarkeerd
market	0	0	0	0	0	0	0	0	0	0	markt
marketable	0	0	0	0	0	0	1	0	0	0	verhandelbaar
marketplace	0	0	0	0	0	0	0	0	0	0	marktplaats
marks	0	0	0	0	0	0	0	0	0	0	merken
marl	0	0	0	0	0	0	0	0	0	0	mergel
marmalade	0	0	0	0	0	0	0	0	0	0	marmelade
maroon	0	0	0	0	0	1	0	0	0	0	kastanjebruin
marquee	0	0	0	0	0	0	0	0	0	0	feesttent
marquis	0	0	0	0	0	0	1	0	0	0	markies
marriage	0	1	0	0	1	0	1	0	0	1	huwelijk
married	0	0	0	0	0	0	0	0	0	0	getrouwd
marrow	0	0	0	0	1	0	1	0	0	1	merg
marry	0	1	0	1	1	0	1	0	1	1	trouwen
marsh	0	0	0	0	0	0	0	0	0	0	moeras
marshal	0	0	0	0	0	0	1	0	0	1	maarschalk
mart	0	0	0	0	0	0	0	0	0	0	mart
martial	1	0	0	0	0	0	0	0	0	0	krijgshaftig
martingale	0	0	0	0	0	1	0	0	0	0	martingaal
martyr	0	0	0	1	0	1	0	1	0	0	martelaar
martyrdom	0	0	0	1	0	1	0	1	0	0	martelaarschap
marvel	0	0	0	0	0	0	1	0	1	0	wonder
marvelous	0	0	0	0	1	0	1	0	0	0	geweldig
marvelously	0	0	0	0	1	0	1	0	0	0	wonderbaarlijk
masculine	0	0	0	0	0	0	1	0	0	0	mannelijk
masculinity	0	0	0	0	0	0	0	0	0	0	mannelijkheid
mash	0	0	0	0	0	0	0	0	0	0	puree
mask	0	0	0	0	0	0	0	0	0	0	masker
masochism	1	0	1	1	0	1	0	0	0	0	masochisme
mason	0	0	0	0	0	0	0	0	0	0	metselaar
masquerade	0	0	0	0	0	0	0	0	0	0	maskerade
mass	0	0	0	0	0	0	0	0	0	0	massa-
massacre	1	0	1	1	0	1	0	1	0	0	bloedbad
massage	0	0	0	0	1	0	1	0	0	0	massage
massive	0	0	0	0	0	0	0	0	0	0	enorm
master	0	0	0	0	0	0	1	0	0	0	meester
mastermind	0	0	0	0	0	0	0	0	0	0	brein
masterpiece	0	0	0	0	1	0	1	0	0	0	meesterwerk
mastery	1	0	0	0	1	0	1	0	0	1	meesterschap
masturbate	0	0	0	0	0	0	0	0	0	0	masturberen
masturbation	0	0	0	0	0	0	0	0	0	0	masturbatie
mat	0	0	0	0	0	0	0	0	0	0	mat
match	0	0	0	0	0	0	0	0	0	0	wedstrijd
matching	0	0	0	0	0	0	0	0	0	0	passen bij
matchmaker	0	1	0	0	0	0	0	0	0	0	koppelaar
mate	0	0	0	0	0	0	1	0	0	1	maat
material	0	0	0	0	0	0	0	0	0	0	materiaal
materialism	0	0	0	0	0	1	0	0	0	0	materialisme
materialist	0	0	1	0	0	1	0	0	0	0	materialist
materialistic	0	0	0	0	0	0	0	0	0	0	materialistisch
materiality	0	0	0	0	0	0	0	0	0	0	materialiteit
materialize	0	0	0	0	0	0	0	0	0	0	materialiseren
materially	0	0	0	0	0	0	0	0	0	0	materieel
materials	0	0	0	0	0	0	0	0	0	0	materialen
materiel	0	0	0	0	0	0	0	0	0	0	materieel
maternal	0	1	0	0	0	1	1	0	0	0	moederlijk
maternity	0	0	0	0	0	0	0	0	0	0	moederschap
mathematical	0	0	0	0	0	0	0	0	0	1	wiskundig
mathematician	0	0	0	0	0	0	0	0	0	0	wiskundige
mathematics	0	0	0	0	0	0	0	0	0	0	wiskunde
matriculation	0	0	0	0	0	0	0	0	0	0	toelatingsexamen
matrimony	0	1	0	0	1	0	1	0	0	1	huwelijk
matrix	0	0	0	0	0	0	0	0	0	0	Matrix
matron	0	0	0	0	0	0	1	0	0	1	matrone
matted	0	0	0	0	0	0	0	0	0	0	gematteerd
matter	0	0	0	0	0	0	0	0	0	0	er toe doen
matting	0	0	0	0	0	0	0	0	0	0	matten
mattress	0	0	0	0	0	0	0	0	0	0	matras
maturation	0	0	0	0	0	0	0	0	0	0	rijping
maturity	0	0	0	0	0	0	0	0	0	0	volwassenheid
mausoleum	0	0	0	0	0	0	0	1	0	0	mausoleum
mauve	0	0	0	0	0	0	0	0	0	0	mauve
maxim	0	0	0	0	0	0	0	0	0	1	Maxim
maximum	0	0	0	0	0	0	1	0	0	0	maximum
mayor	0	0	0	0	0	0	1	0	0	0	burgemeester
maze	0	0	0	0	0	0	0	0	0	0	doolhof
mead	0	0	0	0	0	0	0	0	0	0	mede
meadow	0	0	0	0	0	0	1	0	0	0	weide
meal	0	0	0	0	0	0	0	0	0	0	maaltijd
meander	0	0	0	0	0	0	0	0	0	0	dwalen
meandering	0	0	0	0	0	1	0	0	0	0	meanderend
meaning	0	0	0	0	0	0	0	0	0	0	betekenis
meaningless	0	0	0	0	0	1	0	1	0	0	zinloos
means	0	0	0	0	0	0	0	0	0	0	middelen
meantime	0	0	0	0	0	0	0	0	0	0	ondertussen
measles	0	0	1	1	0	1	0	1	0	0	mazelen
measurable	0	0	0	0	0	0	0	0	0	0	meetbaar
measure	0	0	0	0	0	0	0	0	0	1	meeteenheid
measured	0	0	0	0	0	0	1	0	0	1	gemeten
measurement	0	0	0	0	0	0	0	0	0	0	meting
measuring	0	0	0	0	0	0	0	0	0	0	meten
meat	0	0	0	0	0	0	0	0	0	0	vlees
mechanic	0	0	0	0	0	0	0	0	0	0	monteur
mechanical	0	0	0	0	0	0	0	0	0	0	mechanisch
mechanism	0	0	0	0	0	0	0	0	0	0	mechanisme
medal	0	1	0	0	1	0	1	0	1	1	medaille
medallion	0	0	0	0	0	0	0	0	0	0	medaillon
medallist	0	0	0	0	0	0	0	0	0	0	medaillewinnaar
meddle	1	0	0	0	0	1	0	0	0	0	bemoeien met
meddling	0	0	0	0	0	0	0	0	0	0	bemoeienis
media	0	0	0	0	0	0	0	0	0	0	media
medial	0	0	0	0	0	0	0	0	0	0	mediaal
median	0	0	0	0	0	0	0	0	0	0	mediaan-
mediate	0	1	0	0	0	0	1	0	0	1	bemiddelen
mediation	0	0	0	0	0	0	1	0	0	0	bemiddeling
mediator	0	1	0	0	0	0	1	0	0	1	bemiddelaar
medical	0	1	0	1	0	0	1	0	0	1	medisch
medicinal	0	0	0	0	0	0	0	0	0	0	medicinaal
medicine	0	0	0	0	0	0	0	0	0	0	geneesmiddel
medieval	0	0	0	0	0	0	0	0	0	0	middeleeuws
mediocre	0	0	0	0	0	1	0	0	0	0	middelmatig
mediocrity	0	0	0	0	0	1	0	0	0	0	middelmatigheid
meditate	0	1	0	0	1	0	1	0	0	1	mediteren
meditation	0	0	0	0	0	0	0	0	0	0	meditatie
meditative	0	0	0	0	0	0	0	0	0	0	meditatief
mediterranean	0	0	0	0	0	0	1	0	0	0	mediterraan
medium	0	0	0	0	0	0	0	0	0	0	medium
medley	0	0	0	0	0	0	1	0	0	0	medley
meek	0	0	0	0	0	0	0	1	0	0	bescheiden
meet	0	0	0	0	0	0	0	0	0	0	voldoen aan
meeting	0	0	0	0	0	0	0	0	0	0	ontmoeting
melancholic	0	0	0	0	0	1	0	1	0	0	melancholisch
melancholy	0	0	0	0	0	1	0	1	0	0	melancholie
melee	0	0	0	1	0	1	0	0	0	0	melee
melodious	0	0	0	0	0	0	0	0	0	0	melodieus
melodrama	1	0	0	0	0	1	0	1	0	0	melodrama
melodramatic	0	0	0	0	0	0	0	0	0	0	melodramatisch
melody	0	0	0	0	0	0	0	0	0	0	melodie
melt	0	0	0	0	0	0	0	0	0	0	smelten
meltdown	0	0	0	0	0	1	0	1	0	0	kernsmelting
melting	0	0	0	0	0	0	0	0	0	0	smeltend
member	0	0	0	0	0	0	0	0	0	0	lid
membrane	0	0	0	0	0	0	0	0	0	0	membraan
memento	0	0	0	0	0	0	1	0	0	0	aandenken
memo	0	0	0	0	0	0	0	0	0	0	memo
memoir	0	0	0	0	0	0	0	0	0	0	memoires
memorabilia	0	0	0	0	0	0	0	0	0	0	memorabilia
memorable	0	0	0	0	1	0	1	0	1	1	gedenkwaardig
memorandum	0	0	0	0	0	0	0	0	0	0	memorandum
memorial	0	0	0	0	0	0	0	0	0	0	gedenkteken
memorials	0	0	0	0	0	0	0	1	0	0	gedenktekens
memorize	0	0	0	0	0	0	0	0	0	0	memoriseren
memory	0	0	0	0	0	0	0	0	0	0	geheugen
menace	1	0	0	1	0	1	0	0	0	0	bedreiging
menacing	1	0	0	1	0	1	0	0	0	0	dreigend
menagerie	0	0	0	0	0	0	0	0	0	0	menagerie
mend	0	0	0	0	0	0	0	0	0	0	herstellen
mending	0	0	0	0	0	0	1	0	0	0	herstellen
menial	0	0	0	0	0	1	0	0	0	0	ondergeschikt
meniscus	0	0	0	0	0	0	0	0	0	0	meniscus
menses	0	0	0	0	0	0	1	0	0	0	menstruatie
menstrual	0	0	0	0	0	0	0	0	0	0	menstruatie-
mental	0	0	0	0	0	0	0	0	0	0	mentaal
mention	0	0	0	0	0	0	0	0	0	0	noemen
mentor	0	0	0	0	0	0	1	0	0	1	mentor
menu	0	0	0	0	0	0	0	0	0	0	menu
meow	0	0	0	0	0	0	0	0	0	0	mauw
mercantile	0	0	0	0	0	0	0	0	0	0	mercantiele
mercenary	0	0	0	1	0	1	0	0	0	0	huurling
