English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Malay Word
indefensible	0	0	0	1	0	1	0	0	0	0	tidak dapat dipertahankan
indelible	0	0	0	0	0	0	1	0	0	1	kekal
indemnification	0	0	0	0	0	0	0	0	0	0	ganti rugi
indemnify	0	0	0	0	0	1	0	0	0	0	menanggung rugi
indemnity	0	0	0	0	0	0	1	0	0	1	pampasan
indent	0	0	0	0	0	0	0	0	0	1	inden
indentation	0	0	0	0	0	0	0	0	0	0	lekukan
indenture	1	0	0	0	0	1	0	0	0	0	inden
independence	0	1	0	0	1	0	1	0	1	1	kemerdekaan
independent	0	0	0	0	0	0	0	0	0	0	bebas
indescribable	0	0	0	0	0	0	0	0	0	0	tak terkata
indestructible	0	0	0	0	0	0	1	0	0	1	tidak boleh dihancurkan
indeterminate	0	0	0	0	0	1	0	0	0	0	tidak tentu
index	0	0	0	0	0	0	0	0	0	0	indeks
indicating	0	0	0	0	0	0	0	0	0	0	menunjukkan
indication	0	0	0	0	0	0	0	0	0	0	petunjuk
indicative	0	0	0	0	0	0	0	0	0	0	indikatif
indicator	0	0	0	0	0	0	0	0	0	0	penunjuk
indice	0	0	0	0	0	0	0	0	0	0	indeks
indict	1	0	0	1	0	1	0	0	0	0	dakwa
indictment	0	0	0	1	0	1	0	0	0	0	dakwaan
indifference	1	0	1	1	0	1	0	1	0	0	sikap acuh tak acuh
indigenous	0	0	0	0	0	0	0	0	0	0	orang asli
indigent	0	0	0	0	0	1	0	1	0	0	miskin
indigestion	0	0	0	0	0	0	0	0	0	0	senak perut
indignant	1	0	0	0	0	1	0	0	0	0	geram
indignation	1	0	1	0	0	1	0	0	0	0	kemarahan
indigo	0	0	0	0	0	0	0	0	0	0	nila
indirect	0	0	0	0	0	0	0	0	0	0	tidak langsung
indispensable	0	0	0	0	0	0	0	0	0	0	amat diperlukan
indistinct	0	0	0	0	0	1	0	0	0	0	kurang jelas
indistinguishable	0	0	0	0	0	0	0	0	0	0	tidak dapat dibezakan
individuality	0	0	0	0	0	0	1	0	0	0	keperibadian
indivisible	0	0	0	0	0	0	0	0	0	1	tidak dapat dipisahkan
indoctrination	1	0	0	1	0	1	0	0	0	0	indoktrinasi
indolent	0	0	0	0	0	1	0	0	0	0	lembam
indomitable	0	0	0	1	0	0	1	0	0	0	tidak berdaya
indoor	0	0	0	0	0	0	0	0	0	0	dalaman
induce	0	0	0	0	0	0	0	0	0	0	mendorong
induced	0	0	0	0	0	0	0	0	0	0	teraruh
inducement	0	0	0	0	0	0	0	0	0	0	dorongan
induction	0	0	0	0	0	0	0	0	0	0	induksi
indulge	0	0	0	0	0	0	0	0	0	0	memanjakan diri
indulgence	0	0	0	0	0	0	0	0	0	0	kemanjaan
indulgent	0	0	0	0	0	0	0	0	0	0	memanjakan
industrious	0	0	0	0	0	0	0	0	0	0	rajin
industry	0	0	0	0	0	0	0	0	0	0	industri
ineffable	0	0	0	0	0	0	1	0	0	0	tak terkata
ineffective	0	0	0	0	0	1	0	0	0	0	tidak berkesan
ineffectual	0	0	1	0	0	1	0	0	0	0	tidak berkesan
inefficiency	0	0	1	0	0	1	0	1	0	0	ketidakcekapan
inefficient	0	0	0	0	0	1	0	1	0	0	tidak cekap
inelastic	0	0	0	0	0	0	0	0	0	0	tidak anjal
ineligible	0	0	0	0	0	0	0	0	0	0	tidak layak
inept	1	0	1	0	0	1	0	0	0	0	tidak cekap
ineptitude	0	0	1	1	0	1	0	1	0	0	ketidakmampuan
inequality	1	0	0	1	0	1	0	1	0	0	ketidaksamaan
inequitable	0	0	0	0	0	1	0	0	0	0	tidak saksama
inert	0	0	0	0	0	1	0	0	0	0	lengai
inertia	0	0	0	0	0	0	0	0	0	0	inersia
inevitable	0	0	0	0	0	0	0	0	0	0	tidak dapat dielakkan
inexact	0	0	0	0	0	0	0	0	0	0	tidak tepat
inexcusable	1	0	1	0	0	1	0	1	0	0	tidak boleh dimaafkan
inexhaustible	0	0	0	0	0	0	0	0	0	0	tak habis-habis
inexpensive	0	0	0	0	0	0	1	0	0	0	murah
inexperience	0	0	0	0	0	1	0	0	0	0	kurang pengalaman
inexperienced	0	0	0	0	0	1	0	0	0	0	tidak berpengalaman
inexplicable	0	0	0	0	0	1	0	0	1	0	tidak dapat dijelaskan
infallibility	0	0	0	0	0	0	0	0	0	1	maksum
infallible	0	0	0	0	0	0	1	0	0	0	maksum
infamous	1	0	1	1	0	1	0	0	0	0	tidak terkenal
infamy	0	0	0	0	0	1	0	1	0	0	keburukan
infancy	0	0	0	0	0	0	0	0	0	0	masa bayi
infant	0	1	0	1	1	0	1	0	1	0	bayi
infanticide	1	1	1	1	0	1	0	1	0	0	pembunuhan bayi
infantile	1	0	1	0	0	1	0	0	0	0	kekanak-kanakan
infantry	0	0	0	0	0	0	0	0	0	0	infantri
infarct	0	0	0	1	0	1	0	0	1	0	infark
infatuation	0	0	0	0	0	0	0	0	0	0	keberahian
infeasible	0	0	0	0	0	0	0	0	0	0	tidak boleh dilaksanakan
infect	0	0	1	0	0	1	0	0	0	0	menjangkiti
infection	0	0	0	1	0	1	0	0	0	0	jangkitan
infectious	0	0	1	1	0	1	0	1	0	0	berjangkit
infer	0	0	0	0	0	0	0	0	0	0	membuat kesimpulan
inference	0	0	0	0	0	0	0	0	0	0	inferens
inferential	0	0	0	0	0	0	0	0	0	0	inferens
inferior	0	0	0	0	0	1	0	1	0	0	rendah diri
inferiority	0	0	0	0	0	1	0	0	0	0	rendah diri
inferno	1	0	0	1	0	1	0	0	0	0	neraka
infertile	0	0	0	0	0	0	0	0	0	0	tidak subur
infertility	0	0	0	0	0	1	0	1	0	0	ketidaksuburan
infestation	0	0	1	1	0	1	0	0	0	0	serangan
infidel	1	0	1	1	0	1	0	0	0	0	kafir
infidelity	1	0	1	1	0	1	0	1	0	0	kafir
infiltration	0	0	0	0	0	1	1	0	0	0	penyusupan
infinite	0	0	0	0	0	0	1	0	0	0	tak terhingga
infinitely	0	0	0	0	0	0	0	0	0	0	tak terhingga
infinitesimal	0	0	0	0	0	0	0	0	0	0	sangat kecil
infinity	0	1	0	0	1	0	1	0	0	1	infiniti
infirm	0	0	0	0	0	1	0	0	0	0	lemah
infirmary	0	0	0	0	0	0	0	0	0	0	rumah sakit
infirmity	0	0	0	1	0	1	0	0	0	0	kelemahan
inflammation	0	0	0	0	0	1	0	0	0	0	keradangan
inflated	0	0	0	0	0	1	0	0	0	0	melambung
inflation	0	0	0	1	0	1	0	0	0	0	inflasi
inflection	0	0	0	0	0	0	0	0	0	0	infleksi
inflict	1	0	0	1	0	1	0	1	0	0	menimpakan
infliction	0	0	0	1	0	1	0	1	0	0	infliction
inflorescence	0	0	0	0	0	0	0	0	0	0	perbungaan
influence	0	0	0	0	0	1	1	0	0	0	pengaruh
influential	0	0	0	0	0	0	1	0	0	1	berpengaruh
influenza	0	0	0	0	0	1	0	0	0	0	influenza
influx	0	0	0	0	0	0	0	0	0	0	kemasukan
inform	0	0	0	0	0	0	0	0	0	1	maklumkan
informal	0	0	0	0	0	0	0	0	0	0	tidak formal
informant	0	0	0	0	0	0	0	0	0	0	pemberi maklumat
information	0	0	0	0	0	0	1	0	0	0	maklumat
informed	0	0	0	0	0	0	0	0	0	0	dimaklumkan
informer	0	0	0	0	0	1	0	0	0	0	pemberi maklumat
infraction	1	0	0	0	0	1	0	0	0	0	pelanggaran
infrequent	0	0	0	0	0	0	0	0	1	0	jarang
infrequently	0	0	0	0	0	1	0	0	0	0	jarang-jarang
infringement	0	0	0	0	0	1	0	0	0	0	pelanggaran
infuse	0	0	0	0	0	0	0	0	0	0	infusi
infused	0	0	0	0	0	0	0	0	0	0	diselitkan
infusion	0	0	0	0	0	0	0	0	0	0	infusi
ingenious	0	0	0	0	0	0	1	0	0	0	cerdik pandai
ingenuity	0	0	0	0	0	0	0	0	0	0	kepintaran
ingest	0	0	0	0	0	0	0	0	0	0	termakan
ingestion	0	0	0	0	0	0	0	0	0	0	pengambilan
ingot	0	0	0	0	0	0	0	0	0	0	jongkong
ingrained	0	0	0	0	0	0	0	0	0	0	sebati
ingredient	0	0	0	0	0	0	0	0	0	0	bahan
ingress	0	0	0	0	0	0	0	0	0	0	kemasukan
inhabit	0	0	0	0	0	0	0	0	0	0	menghuni
inhabitant	0	0	0	0	0	0	0	0	0	0	penduduk
inhabited	0	0	0	0	0	0	0	0	0	0	didiami
inhabiting	0	0	0	0	0	0	0	0	0	0	mendiami
inhalation	0	0	0	0	0	0	0	0	0	0	penyedutan
inhale	0	0	0	0	0	0	0	0	0	0	sedut
inherent	0	0	0	0	0	0	0	0	0	0	wujud
inherit	0	0	0	0	0	0	0	0	0	0	mewarisi
inheritance	0	1	0	0	1	0	1	0	1	1	harta pusaka
inhibit	1	0	1	0	0	1	0	1	0	0	menghalang
inhibition	0	0	0	0	0	0	0	0	0	0	perencatan
inhospitable	0	0	0	0	0	1	0	1	0	0	tidak mesra
inhuman	1	0	1	1	0	1	0	1	0	0	tidak berperikemanusiaan
inhumanity	0	0	0	0	0	1	0	1	0	0	tidak berperikemanusiaan
inimical	1	0	0	0	0	1	0	1	0	0	bermusuhan
inimitable	0	0	0	0	0	0	1	0	0	1	tiada tandingan
iniquity	0	0	1	0	0	1	0	0	0	0	kemungkaran
initial	0	0	0	0	0	0	0	0	0	0	permulaan
initiate	0	0	0	0	0	0	0	0	0	0	memulakan
initiated	0	0	0	0	0	0	0	0	0	0	dimulakan
initiative	0	0	0	0	0	0	0	0	0	0	inisiatif
inject	0	0	0	0	0	0	0	0	0	0	menyuntik
injection	0	0	0	1	0	0	0	0	0	0	suntikan
injunction	0	0	0	0	0	1	0	0	0	0	injunksi
injure	1	0	0	1	0	1	0	1	0	0	mencederakan
injured	0	0	0	1	0	1	0	1	0	0	tercedera
injurious	1	0	0	1	0	1	0	1	0	0	mencederakan
injury	1	0	0	1	0	1	0	1	0	0	kecederaan
injustice	1	0	0	0	0	1	0	0	0	0	ketidakadilan
ink	0	0	0	0	0	0	0	0	0	0	dakwat
inkling	0	0	0	0	0	0	0	0	0	0	firasat
inland	0	0	0	0	0	0	0	0	0	0	pedalaman
inlay	0	0	0	0	0	0	0	0	0	0	tatahan
inlet	0	0	0	0	0	0	0	0	0	0	salur masuk
inmate	0	0	1	1	0	1	0	0	0	0	banduan
inn	0	0	0	0	0	0	0	0	0	0	rumah penginapan
innate	0	0	0	0	0	0	0	0	0	0	bawaan
innermost	0	0	0	0	0	0	0	0	0	0	paling dalam
innings	0	0	0	0	0	0	0	0	0	0	inning
innkeeper	0	0	0	0	0	0	0	0	0	0	pemilik penginapan
innocence	0	0	0	0	0	0	1	0	0	0	tidak bersalah
innocent	0	0	0	0	0	0	1	0	0	1	tidak bersalah
innocently	0	0	0	0	0	0	1	0	0	0	dengan tidak bersalah
innocuous	0	0	0	0	0	0	1	0	0	0	tidak berbahaya
innovate	0	0	0	0	0	0	1	0	0	0	berinovasi
innovation	0	0	0	0	0	0	1	0	0	0	inovasi
innuendo	0	0	0	0	0	0	0	0	0	0	sindiran
innumerable	0	0	0	0	0	0	0	0	0	0	tak terkira
inoculation	0	1	0	0	0	0	0	0	0	1	inokulasi
inoperative	1	0	0	0	0	1	0	0	0	0	tidak berfungsi
inordinate	0	0	0	0	0	0	0	0	0	0	melampaui batas
inorganic	0	0	0	0	0	0	0	0	0	0	bukan organik
inquest	0	0	0	0	0	0	0	0	0	0	inkues
inquire	0	0	0	0	0	0	0	0	0	0	bertanya
inquirer	0	0	0	0	0	0	1	0	0	0	penyiasat
inquiring	0	0	0	0	0	0	0	0	0	0	menyiasat
inquiry	0	1	0	0	0	0	1	0	0	0	siasatan
inquisitive	0	0	0	0	0	0	1	0	0	0	ingin tahu
insane	1	0	0	1	0	1	0	0	0	0	gila
insanity	1	0	1	1	0	1	0	1	0	0	kegilaan
inscription	0	0	0	0	0	0	0	0	0	0	inskripsi
inscrutable	0	0	0	0	0	0	0	0	0	0	sukar difahami
insect	0	0	0	0	0	0	0	0	0	0	serangga
insecure	1	0	0	1	0	1	0	1	0	0	tidak selamat
insecurity	0	0	0	1	0	1	0	0	0	0	rasa tidak selamat
inseparable	0	0	0	0	1	0	1	0	0	1	tidak dapat dipisahkan
insert	0	0	0	0	0	0	0	0	0	0	masukkan
inserted	0	0	0	0	0	0	0	0	0	0	dimasukkan
insertion	0	0	0	0	0	0	0	0	0	0	sisipan
inside	0	0	0	0	0	0	0	0	0	0	dalam
insidious	1	0	1	1	0	1	0	0	0	0	licik
insight	0	0	0	0	0	0	0	0	0	0	wawasan
insignia	0	0	0	0	0	0	1	0	0	0	lencana
insignificance	0	0	0	0	0	1	0	0	0	0	tidak penting
insignificant	1	0	0	0	0	1	0	1	0	0	tidak penting
insipid	0	0	0	0	0	1	0	0	0	0	hambar
insist	0	0	0	0	0	0	0	0	0	0	menegaskan
insolent	0	0	0	0	0	1	0	0	0	0	kurang ajar
insoluble	0	0	0	0	0	0	0	0	0	0	tidak larut
insolvency	0	0	0	1	0	1	0	1	1	0	insolvensi
insolvent	0	0	0	1	0	1	0	1	0	1	tidak mampu bayar
inspect	0	0	0	0	0	0	0	0	0	0	periksa
inspector	0	0	0	0	0	0	1	0	0	0	pemeriksa
inspiration	0	1	0	0	1	0	1	0	0	0	inspirasi
inspire	0	1	0	0	1	0	1	0	0	1	memberi inspirasi
inspired	0	0	0	0	1	0	1	0	1	1	diilhamkan
instability	0	0	1	1	0	1	0	0	0	0	ketidakstabilan
install	0	1	0	0	0	0	0	0	0	0	pasang
installation	0	0	0	0	0	0	0	0	0	0	pemasangan
installment	0	0	0	0	0	0	0	0	0	0	ansuran
instance	0	0	0	0	0	0	0	0	0	0	contoh
instant	0	0	0	0	0	0	0	0	0	0	segera
instantaneous	0	0	0	0	0	0	0	0	0	0	serta merta
instantaneously	0	0	0	0	0	0	0	0	0	0	serta merta
instigate	0	0	0	0	0	1	0	0	0	0	menghasut
instigation	0	0	0	0	0	1	0	0	0	0	hasutan
instill	0	0	0	0	0	0	0	0	0	0	tanamkan
instinct	0	0	0	0	0	0	0	0	0	0	naluri
instinctive	1	0	1	1	0	0	1	0	0	0	naluri
institute	0	0	0	0	0	0	0	0	0	1	institut
institution	0	0	0	0	0	0	0	0	0	0	institusi
instruct	0	0	0	0	0	0	1	0	0	1	mengarahkan
instructed	0	0	0	0	0	0	0	0	0	0	disuruh
instruction	0	0	0	0	0	0	1	0	0	1	arahan
instructional	0	0	0	0	0	0	0	0	0	0	pengajaran
instructions	0	1	0	0	0	0	0	0	0	1	arahan
instructive	0	0	0	0	0	0	0	0	0	0	memberi pengajaran
instructor	0	1	0	0	0	0	1	0	0	1	pengajar
instrument	0	0	0	0	0	0	0	0	0	0	alat
instrumental	0	0	0	0	0	0	1	0	0	0	instrumental
instrumentalist	0	0	0	0	0	0	0	0	0	0	pemain instrumental
instrumentality	0	0	0	0	0	0	0	0	0	0	instrumentaliti
insufficiency	1	0	0	0	0	1	0	0	0	0	ketidakcukupan
insufficient	0	0	0	0	0	1	0	0	0	0	tidak mencukupi
insufficiently	0	0	0	0	0	1	0	0	0	0	tidak mencukupi
insular	0	0	0	0	0	0	0	0	0	0	insular
insulate	0	0	0	0	0	0	0	0	0	0	penebat
insulation	0	0	0	0	0	0	0	0	0	1	penebat
insult	1	0	1	0	0	1	0	1	1	0	penghinaan
insulting	1	0	1	1	0	1	0	1	0	0	menghina
insurance	0	0	0	0	0	0	0	0	0	0	insurans
insure	0	0	0	0	0	0	1	0	0	1	menginsuranskan
insurgent	0	0	0	0	0	1	0	0	0	0	pemberontak
insurmountable	0	0	0	1	0	1	0	1	0	0	tidak dapat diatasi
insurrection	1	0	0	0	0	1	0	0	0	0	pemberontakan
intact	0	0	0	0	0	0	1	0	0	1	utuh
intangible	0	0	0	0	0	0	0	0	0	0	tidak ketara
integer	0	0	0	0	0	0	0	0	0	0	integer
integral	0	0	0	0	0	0	0	0	0	0	integral
integrate	0	0	0	0	0	0	0	0	0	0	mengintegrasikan
integration	0	0	0	0	0	0	0	0	0	0	integrasi
integrity	0	0	0	0	0	0	1	0	0	1	integriti
intellect	0	0	0	0	0	0	1	0	0	0	intelek
intellectual	0	0	0	0	0	0	1	0	0	0	intelektual
intelligence	0	0	0	1	1	0	1	0	0	1	kecerdasan
intelligent	0	0	0	0	0	0	1	0	0	1	bijak pandai
intelligibility	0	0	0	0	0	0	0	0	0	0	kefahaman
intelligible	0	0	0	0	0	0	0	0	0	0	boleh difahami
intend	0	0	0	0	0	0	0	0	0	1	berniat
intended	0	1	0	0	0	0	1	0	0	0	dimaksudkan
intending	0	0	0	0	0	0	0	0	0	0	berniat
intense	1	0	1	1	1	1	1	0	1	1	tegang
intensely	0	0	0	0	0	0	0	0	0	0	secara intensif
intensify	0	0	0	0	0	0	0	0	0	0	memperhebatkan
intensity	0	0	0	0	0	0	0	0	0	0	keamatan
intent	0	0	0	0	0	0	0	0	0	0	niat
intention	0	0	0	0	0	0	0	0	0	0	niat
intentional	0	0	0	0	0	0	0	0	0	0	sengaja
intentionally	0	0	0	0	0	0	0	0	0	0	dengan sengaja
inter	0	0	0	0	0	1	0	1	0	0	antara
interaction	0	0	0	0	0	0	0	0	0	0	interaksi
intercede	0	0	0	1	0	0	0	1	0	0	memberi syafaat
intercept	0	0	0	0	0	0	0	0	0	0	memintas
interception	0	0	0	0	0	0	0	0	0	0	pemintasan
intercession	0	0	0	0	0	0	0	0	0	1	syafaat
interchange	0	0	0	0	0	0	0	0	0	0	pertukaran
interchangeable	0	0	0	0	0	0	0	0	0	0	boleh ditukar ganti
interchanged	0	0	0	0	0	0	0	0	0	0	bertukar-tukar
intercom	0	0	0	0	0	0	0	0	0	0	interkom
intercourse	0	0	0	0	0	0	1	0	0	0	persetubuhan
interdependence	0	0	0	0	0	0	0	0	0	0	saling bergantung
interdependent	0	0	0	0	0	0	0	0	0	0	saling bergantung
interdiction	0	0	0	0	0	1	0	0	0	0	larangan
interest	0	0	0	0	0	0	1	0	0	0	minat
interested	0	0	1	0	0	0	1	1	0	0	berminat
interesting	0	0	0	0	0	0	1	0	0	0	menarik
interference	0	0	0	0	0	1	0	0	0	0	gangguan
interferometer	0	0	0	0	0	0	0	0	0	0	interferometer
interim	0	1	0	0	0	0	0	0	0	0	sementara
interior	0	0	1	0	0	0	1	0	0	1	dalaman
interlocutory	0	0	0	0	0	0	1	0	0	0	interlokutori
interlude	0	0	0	0	0	0	1	0	0	0	selingan
intermediary	0	0	0	0	0	0	0	0	0	0	perantara
intermediate	0	0	0	0	0	0	0	0	0	0	perantaraan
interment	0	0	0	0	0	1	0	1	0	0	perkuburan
interminable	1	1	0	0	0	1	1	0	0	0	tidak berkesudahan
intermission	0	1	0	0	0	0	0	0	0	0	rehat
intermittent	0	0	0	0	0	0	0	0	0	0	terputus-putus
intern	0	0	0	0	0	0	0	0	0	0	pelatih
internal	0	0	0	0	0	0	0	0	0	0	dalaman
internally	0	0	0	0	0	0	0	0	0	0	secara dalaman
international	0	0	0	0	0	0	0	0	0	0	antarabangsa
interpolate	0	0	0	0	0	0	0	0	0	0	interpolasi
interpolation	0	0	0	0	0	0	0	0	0	0	interpolasi
interpret	0	0	0	0	0	0	0	0	0	0	mentafsir
interpretation	0	0	0	0	0	0	0	0	0	0	tafsiran
interpreter	0	0	0	0	0	0	0	0	0	0	jurubahasa
interrelated	0	0	0	0	0	0	0	0	0	0	saling berkaitan
interrogate	0	0	0	1	0	0	0	0	0	0	menyoal siasat
interrogation	0	0	0	1	0	0	0	0	0	0	soal siasat
interrupt	1	0	0	0	0	1	0	0	1	0	menyampuk
interrupted	0	0	0	0	0	1	0	1	0	0	tergendala
interruption	0	0	0	0	0	0	0	0	0	0	gangguan
intersect	0	0	0	0	0	0	0	0	0	0	bersilang
intersection	0	0	0	0	0	0	0	0	0	0	persimpangan
interstitial	0	0	0	0	0	0	0	0	0	0	interstisial
interval	0	0	0	0	0	0	0	0	0	0	selang waktu
intervening	0	0	0	0	0	0	0	0	0	0	campur tangan
intervention	0	0	0	0	0	1	1	1	0	0	campur tangan
interview	0	0	0	0	0	0	0	0	0	0	temuduga
interviewer	0	0	0	1	0	0	0	0	0	0	penemuduga
interworking	0	0	0	0	0	0	0	0	0	0	saling bekerja
intestate	0	0	0	0	0	1	0	0	0	0	tidak berwasiat
intestinal	0	0	1	0	0	0	0	0	0	0	usus
intestine	0	0	0	0	0	0	0	0	0	0	usus
intestines	0	0	0	0	0	0	0	0	0	0	usus
intimacy	0	0	0	0	0	0	0	0	0	0	keintiman
intimate	0	1	0	0	1	0	1	0	0	1	intim
intimately	0	1	0	1	1	0	0	0	0	0	secara intim
intimation	0	0	0	0	0	0	0	0	0	0	intimasi
intimidate	0	0	0	1	0	1	0	0	0	0	menakut-nakutkan
intimidation	1	0	0	1	0	1	0	0	0	0	ugutan
intolerable	1	0	0	0	0	1	0	0	0	0	tak boleh tahan
intolerance	1	0	1	1	0	1	0	0	0	0	sikap tidak bertoleransi
intolerant	1	0	1	1	0	1	0	1	0	0	tidak bertoleransi
intonation	0	0	0	0	0	0	1	0	0	0	intonasi
intoxicated	0	0	1	0	0	1	0	0	0	0	mabuk
intoxication	0	0	0	0	0	0	0	0	0	0	mabuk
intractable	1	0	0	0	0	1	0	0	0	0	sukar dikawal
intramural	0	0	0	0	0	0	0	0	0	0	intramural
intrepid	0	0	0	0	0	0	1	0	0	0	berani
intricate	0	0	0	0	0	0	0	0	0	0	rumit
intrigue	0	1	0	1	0	1	0	0	1	0	tipu daya
intriguing	0	0	0	0	0	0	0	0	0	0	menarik
intrinsic	0	0	0	0	0	0	0	0	0	0	intrinsik
intrinsically	0	0	0	0	0	0	0	0	0	0	secara intrinsik
introduction	0	0	0	0	0	0	0	0	0	0	pengenalan
introductory	0	0	0	0	0	0	0	0	0	0	pengenalan
introspection	0	0	0	0	0	0	0	0	0	0	introspeksi
introspective	0	0	0	0	0	0	0	0	0	0	introspektif
intruder	1	0	0	1	0	1	0	0	1	0	penceroboh
intrusion	0	0	0	1	0	1	0	0	0	0	pencerobohan
intrusive	1	0	1	1	0	1	0	0	1	0	mengganggu
intuition	0	0	0	0	0	0	1	0	0	1	gerak hati
intuitive	0	0	0	0	0	0	1	0	0	0	intuitif
intuitively	0	1	0	0	0	0	0	0	0	0	secara intuitif
inundation	0	0	0	0	0	0	0	0	0	0	banjir
invade	1	0	0	1	0	1	0	1	1	0	menceroboh
invader	1	0	0	1	0	1	0	1	0	0	penceroboh
invalid	0	0	0	0	0	0	0	1	0	0	tidak sah
invalidate	0	0	0	0	0	1	0	0	0	0	tidak sah
invalidation	0	0	0	0	0	1	0	0	0	0	terbatal
invalidity	0	0	0	0	0	1	0	0	0	0	ketidaksahan
invaluable	0	0	0	0	0	0	0	0	0	0	tidak ternilai
invariably	0	0	0	0	0	0	1	0	0	0	sentiasa
invasion	1	0	0	0	0	1	0	0	0	0	pencerobohan
invent	0	0	0	0	0	0	0	0	0	0	mencipta
invention	0	0	0	0	0	0	0	0	0	0	ciptaan
inventive	0	0	0	0	0	0	1	0	0	0	inventif
inventor	0	0	0	0	0	0	1	0	0	0	pencipta
inventory	0	0	0	0	0	0	0	0	0	0	inventori
inverse	0	0	0	0	0	0	0	0	0	0	songsang
inversely	0	0	0	0	0	0	0	0	0	0	secara songsang
inversion	0	0	0	0	0	0	0	0	0	0	penyongsangan
invert	0	0	0	0	0	0	0	0	0	0	songsang
inverted	0	0	0	0	0	0	0	0	0	0	terbalik
investigate	0	0	0	0	0	0	1	0	0	0	menyiasat
investigation	0	1	0	0	0	0	0	0	0	0	penyiasatan
investigator	0	0	0	0	0	0	0	0	0	0	penyiasat
investor	0	0	0	0	0	0	0	0	0	0	pelabur
invigorate	0	0	0	0	0	0	1	0	0	0	mencergaskan
invincible	0	0	0	0	0	0	0	0	0	0	tak terkalahkan
invisibility	0	0	0	0	0	0	0	0	0	0	halimunan
invisible	0	0	0	0	0	0	0	0	0	0	tidak kelihatan
invitation	0	1	0	0	0	0	1	0	0	0	jemputan
invite	0	1	0	0	1	0	1	0	1	1	jemput
inviting	0	1	0	0	1	0	1	0	1	1	mengundang
invocation	0	1	0	0	0	0	0	0	0	1	seruan
invoice	0	0	0	0	0	0	0	0	0	0	invois
invoke	0	1	0	0	0	0	0	0	0	0	menyeru
involuntary	0	0	0	0	0	1	0	0	0	0	secara sukarela
involution	1	0	0	0	0	1	0	0	0	0	involusi
involvement	1	0	0	0	0	0	0	0	0	0	penglibatan
inwards	0	0	0	0	0	0	0	0	0	0	ke dalam
iota	0	0	0	0	0	0	0	0	0	0	sedikit pun
irate	1	0	0	0	0	1	0	0	0	0	marah
ire	1	0	0	0	0	1	0	0	0	0	kemarahan
iridescent	0	0	0	0	0	0	0	0	0	0	berwarna-warni
iris	0	0	0	1	0	0	0	0	0	0	iris
iron	0	0	0	0	0	0	1	0	0	1	besi
ironic	0	0	0	0	0	0	0	0	0	0	ironik
irons	0	0	0	0	0	1	0	0	0	0	seterika
irony	0	0	0	0	0	0	0	0	0	0	ironi
irradiation	0	0	0	0	0	0	0	0	0	0	penyinaran
irrational	0	0	1	1	0	1	0	0	0	0	tidak rasional
irrationality	0	0	0	0	0	1	0	0	0	0	tidak rasional
irreconcilable	1	0	0	1	0	1	0	1	0	0	tidak dapat didamaikan
irreducible	0	0	0	0	0	0	1	0	0	0	tidak dapat dikurangkan
irrefutable	0	0	0	0	0	0	1	0	0	1	tidak dapat disangkal lagi
irregular	0	0	0	0	0	1	0	0	0	0	tidak teratur
irregularity	0	0	0	0	0	1	0	0	0	0	ketidakteraturan
irregularly	0	0	0	0	0	0	0	0	0	0	secara tidak teratur
irrelevant	0	0	0	0	0	1	0	0	0	0	tidak relevan
irreparable	0	0	0	1	0	1	0	1	0	0	tidak boleh diperbaiki
irrepressible	0	0	0	0	0	0	0	0	0	0	tak tertahan
irresistible	0	0	0	0	0	0	0	0	0	0	sangat menarik
irrespective	0	0	0	0	0	0	0	0	0	0	tanpa mengira
irresponsible	0	0	0	0	0	1	0	0	0	0	tidak bertanggungjawab
irreverent	0	0	0	0	0	1	0	0	0	0	tidak sopan
irreversible	0	0	0	0	0	0	0	0	0	0	tidak dapat dipulihkan
irrevocable	0	0	0	0	0	1	0	0	0	0	tidak boleh ditarik balik
irrigate	0	0	0	0	0	0	0	0	0	0	mengairi
irrigation	0	0	0	0	0	0	0	0	0	0	pengairan
irritability	1	0	0	0	0	1	0	0	0	0	mudah marah
irritable	1	0	0	0	0	1	0	0	0	0	mudah marah
irritating	1	0	1	0	0	1	0	0	0	0	menjengkelkan
irritation	1	0	1	0	0	1	0	1	0	0	kerengsaan
island	0	0	0	0	0	0	0	0	0	0	pulau
isle	0	0	0	0	0	0	0	0	0	0	pulau
islet	0	0	0	0	0	0	0	0	0	0	pulau kecil
isolate	0	0	0	0	0	0	0	1	0	0	mengasingkan
isolated	0	0	0	1	0	1	0	1	0	0	terpencil
isolation	0	0	0	0	0	1	0	1	0	0	pengasingan
isomorphism	0	0	0	0	0	0	0	0	0	0	isomorfisme
isothermal	0	0	0	0	0	0	0	0	0	0	isoterma
issue	0	0	0	0	0	0	0	0	0	0	isu
itch	0	0	0	0	0	0	0	0	0	0	gatal
itching	0	0	0	0	0	0	0	0	0	0	gatal-gatal
item	0	0	0	0	0	0	0	0	0	0	item
itemize	0	0	0	0	0	0	0	0	0	0	merincikan
items	0	0	0	0	0	0	0	0	0	0	barang
iterate	0	0	0	0	0	0	0	0	0	0	berulang
iteration	0	0	0	0	0	0	0	0	0	0	lelaran
iterative	0	0	0	0	0	0	0	0	0	0	berulang
itinerant	0	0	0	0	0	0	0	0	0	0	perjalanan
itinerary	0	0	0	0	0	0	0	0	0	0	jadual perjalanan
