English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Esperanto Word
keystone	0	0	0	0	0	0	1	0	0	0	ŝlosilŝtono
khaki	0	0	0	0	0	0	0	0	0	0	kaki
khan	0	0	0	1	0	0	0	0	0	1	ĥano
kick	1	0	0	0	0	1	0	0	0	0	piedbato
kicking	1	0	0	0	0	0	0	0	0	0	piedbati
kid	0	0	0	0	0	0	0	0	0	0	infano
kidding	0	0	0	0	0	0	0	0	0	0	ŝercante
kidnap	1	0	0	1	0	1	0	1	1	0	kidnapo
kill	0	0	0	1	0	1	0	1	0	0	mortigi
killing	1	0	0	1	0	1	0	1	0	0	mortigo
kiln	0	0	0	0	0	0	0	0	0	0	forno
kilogram	0	0	0	0	0	0	0	0	0	0	kilogramo
kilometer	0	0	0	0	0	0	0	0	0	0	kilometro
kilt	0	0	0	0	0	0	0	0	0	0	kilt
kimono	0	0	0	0	0	0	0	0	0	0	kimono
kin	0	0	0	0	0	0	0	0	0	0	kin
kind	0	0	0	0	1	0	1	0	0	1	afabla
kindergarten	0	0	0	0	0	0	0	0	0	0	infanĝardeno
kindness	0	0	0	0	0	0	1	0	0	0	bonkoreco
kindred	0	1	0	0	1	0	1	0	0	1	parencaro
kinematics	0	0	0	0	0	0	0	0	0	0	kinematiko
king	0	0	0	0	0	0	1	0	0	0	reĝo
kingdom	0	0	0	0	0	0	0	0	0	0	regno
kink	0	0	0	0	0	0	0	0	0	0	kinki
kinky	0	0	0	0	0	0	0	0	0	0	kinky
kiosk	0	0	0	0	0	0	0	0	0	0	kiosko
kirk	0	0	0	0	0	0	0	0	0	0	kirk
kiss	0	1	0	0	1	0	1	0	1	0	kiso
kit	0	0	0	0	0	0	0	0	0	0	ilaro
kitchen	0	0	0	0	0	0	0	0	0	0	kuirejo
kite	0	0	1	0	0	1	0	0	0	0	Kajto
kitten	0	0	0	0	1	0	1	0	0	1	katido
knack	0	0	0	0	0	0	1	0	0	0	knack
knapsack	0	0	0	0	0	0	0	0	0	0	tornistro
knead	0	0	0	0	0	0	0	0	0	0	knedi
knee	0	0	0	0	0	0	0	0	0	0	genuo
kneel	0	0	0	0	0	0	0	0	0	0	genuiĝi
kneeling	0	0	0	0	0	0	0	0	0	0	genuante
knell	0	0	0	1	0	1	0	1	0	0	knell
knickers	0	0	0	0	0	0	0	0	0	1	knickers
knife	0	0	0	0	0	0	0	0	0	0	tranĉilo
knight	0	0	0	0	0	0	1	0	0	0	kavaliro
knit	0	0	0	0	0	0	0	0	0	0	triki
knob	0	0	0	0	0	0	0	0	0	0	tenilo
knock	0	0	0	0	0	0	0	0	0	0	frapi
knoll	0	0	0	0	0	0	0	0	0	0	monteto
knot	0	0	0	0	0	0	0	0	0	0	nodo
knotted	0	0	0	0	0	1	0	0	0	0	nodis
knowing	0	0	0	0	0	0	1	0	0	0	sciante
knowingly	0	0	0	0	0	0	0	0	0	0	konscie
knowledge	0	0	0	0	0	0	1	0	0	0	scio
knuckle	0	0	0	0	0	0	0	0	0	0	knuckle
kos	0	0	0	0	0	0	0	0	0	0	kos
kris	0	0	0	0	0	0	0	0	0	0	kris
kudos	0	0	0	0	1	0	1	0	0	0	gratulon
lab	0	0	0	0	0	0	0	0	0	0	laboratorio
label	0	0	0	0	0	0	0	0	0	1	etikedo
labor	0	1	0	0	1	0	1	0	1	1	laboro
laboratory	0	0	0	0	0	0	0	0	0	0	laboratorio
labored	0	0	0	0	0	1	0	1	0	0	laboris
laborer	0	0	0	0	0	0	0	0	0	0	laboristo
laboring	0	0	0	0	0	0	0	0	0	0	laboranta
laborious	0	0	0	0	0	1	0	0	0	0	peniga
labyrinth	0	1	0	0	0	1	0	0	0	0	labirinto
lac	0	0	0	0	0	0	0	0	0	0	lako
lace	1	0	0	1	0	1	1	1	0	1	punto
lack	0	0	0	0	0	1	0	0	0	0	manko
lacking	0	0	0	0	0	1	0	0	0	0	mankas
lackluster	0	0	0	0	0	1	0	0	0	0	malbrila
lacquer	0	0	0	0	0	0	0	0	0	0	lako
lacrosse	0	0	0	0	0	0	0	0	0	0	lakroso
lad	0	0	0	0	0	0	0	0	0	0	knabo
ladder	0	0	0	0	0	0	0	0	0	0	ŝtupetaro
laden	0	0	0	0	0	1	0	0	0	0	ŝarĝita
lading	0	0	0	0	0	0	0	0	0	0	lading
ladle	0	0	0	0	0	0	0	0	0	0	laleto
lady	0	0	0	0	0	0	0	0	0	0	sinjorino
lag	0	0	0	0	0	1	0	0	0	0	lag
lagging	1	1	1	0	0	1	0	1	0	0	postrestinte
lagoon	0	0	0	0	0	0	0	0	0	0	laguno
lair	0	0	0	0	0	1	0	0	0	0	kaverno
laity	0	0	0	0	0	0	0	0	0	0	laikoj
lake	0	0	0	0	0	0	0	0	0	0	lago
lama	0	0	0	0	0	0	0	0	0	0	lamao
lamb	0	0	0	0	1	0	1	0	0	1	ŝafido
lament	0	0	1	1	0	1	0	1	0	0	lamenti
lamenting	0	0	0	0	0	0	0	1	0	0	lamentante
lamina	0	0	0	0	0	0	0	0	0	0	plakaĵo
laminated	0	0	0	0	0	0	0	0	0	0	lamenigita
lamp	0	0	0	0	0	0	0	0	0	0	lampo
lance	0	0	0	0	0	0	0	0	0	0	lanco
lancer	0	0	0	0	0	0	0	0	0	0	lancisto
land	0	0	0	0	0	0	1	0	0	0	tero
landed	0	0	0	0	0	0	1	0	0	0	alteriĝis
landing	0	0	0	0	0	0	0	0	0	0	surteriĝo
landlocked	0	0	0	0	0	0	0	0	0	0	senhavena
landlord	0	0	0	0	0	0	0	0	0	0	mastro
landmark	0	0	0	0	0	0	0	0	0	1	orientilo
lands	0	0	0	0	0	0	0	0	0	0	teroj
landscape	0	0	0	0	0	0	0	0	0	0	pejzaĝo
landscaping	0	0	0	0	0	0	0	0	0	0	pejzaĝigado
landslide	0	0	0	1	0	1	0	1	0	0	terglito
lane	0	0	0	0	0	0	0	0	0	0	lane
language	0	0	0	0	0	0	0	0	0	0	lingvo
languid	0	0	0	0	0	1	0	0	0	0	languida
languish	0	0	0	0	0	1	0	0	0	0	languigi
languishing	0	0	0	1	0	1	0	1	0	0	langanta
lanky	0	0	0	0	0	0	0	0	0	0	malgrasa
lantern	0	0	0	0	0	0	0	0	0	0	lanterno
lap	0	0	0	0	0	0	0	0	0	0	rondiro
lapel	0	0	0	0	0	0	0	0	0	0	reverso
lapse	0	0	0	0	0	1	0	0	0	0	lapso
lapsed	0	0	0	0	0	0	0	0	0	0	forpasis
larceny	0	0	1	0	0	1	0	0	0	0	ŝtelo
lard	0	0	0	0	0	0	0	0	0	0	lardo
larder	0	0	0	0	0	0	0	0	0	0	larder
large	0	0	0	0	0	0	0	0	0	0	granda
larger	0	0	1	0	0	0	0	0	1	1	pli granda
largo	0	0	0	0	0	0	0	0	0	0	largo
lark	0	0	0	0	0	0	0	0	0	0	alaŭdo
larva	0	0	0	0	0	0	0	0	0	0	larvo
larynx	0	0	0	0	0	0	0	0	0	0	laringo
laser	0	0	0	0	0	0	1	0	0	1	lasero
lash	1	0	0	1	0	1	0	0	0	0	vipo
lass	0	0	0	0	0	0	0	0	0	0	knabino
lasso	0	0	0	0	0	0	0	0	0	0	laso
lasting	0	0	0	0	0	0	0	0	0	0	daŭra
latch	0	0	0	0	0	0	0	0	0	0	riglilo
late	0	0	0	0	0	1	0	1	0	0	malfrue
lateness	0	0	0	0	0	1	0	0	0	0	malfrueco
latent	1	1	1	0	0	1	0	0	1	0	latenta
lateral	0	0	0	0	0	0	0	0	0	0	laterala
laterally	0	0	0	0	0	0	0	0	0	0	flanke
latex	0	0	0	0	0	0	0	0	0	0	latekso
lathe	0	0	0	0	0	0	0	0	0	0	tornilo
lather	0	0	0	0	0	0	0	0	0	0	ŝaŭmo
latitude	0	0	0	0	0	0	0	0	0	0	latitudo
latrines	0	0	1	0	0	1	0	0	0	0	latrinoj
lattice	0	0	0	0	0	0	0	0	0	0	krado
laudable	0	0	0	0	0	0	1	0	0	0	laŭdinda
laugh	0	0	0	0	1	0	1	0	1	0	ridu
laughable	0	0	1	0	0	1	0	0	0	0	ridinda
laughing	0	0	0	0	1	0	1	0	0	0	ridante
laughter	0	1	0	0	1	0	1	0	1	0	ridado
launch	0	1	0	0	0	0	1	0	0	0	lanĉo
laundry	0	0	0	0	0	0	0	0	0	0	lavejo
laureate	0	0	0	0	0	0	1	0	0	1	laŭreato
laurel	0	0	0	0	0	0	1	0	0	0	laŭro
laurels	0	0	0	0	1	0	1	0	0	0	laŭroj
lava	1	0	0	1	0	1	0	0	0	0	lafo
lavage	0	0	0	0	0	0	0	0	0	0	lavado
lavatory	0	0	1	0	0	0	0	0	0	0	necesejo
lavender	0	0	0	0	0	0	0	0	0	0	lavendo
lavish	0	0	0	0	0	0	1	0	0	0	abundega
law	0	0	0	0	0	0	0	0	0	1	leĝo
lawful	0	0	0	0	0	0	1	0	0	1	laŭleĝe
lawlessness	1	0	0	1	0	1	0	0	0	0	senleĝeco
lawn	0	0	0	0	0	0	0	0	0	0	gazono
lawsuit	1	0	1	1	0	1	0	1	1	0	proceso
lawyer	1	0	1	1	0	1	0	0	0	0	advokato
lax	0	0	0	0	0	1	0	1	0	0	malstreĉa
laxative	0	0	1	1	0	1	0	0	0	0	laksativo
lay	0	0	0	0	0	0	0	0	0	0	kuŝi
layer	0	0	0	0	0	0	0	0	0	0	tavolo
layered	0	0	0	0	0	0	0	0	0	0	tavoligitaj
layman	0	0	0	0	0	0	0	0	0	0	laiko
lazy	0	0	0	0	0	1	0	0	0	0	maldiligenta
lea	0	0	0	0	0	0	0	0	0	0	lea
lead	0	0	0	0	0	0	1	0	0	0	konduki
leader	0	0	0	0	0	0	1	0	0	1	gvidanto
leading	0	0	0	0	0	0	0	0	0	1	gvidante
leads	0	0	0	0	0	0	0	0	0	0	kondukas
leaf	0	0	0	0	0	0	0	0	0	0	folio
leaflet	0	0	0	0	0	0	0	0	0	0	flugfolio
leafy	0	0	0	0	0	0	0	0	0	0	folieca
league	0	0	0	0	0	0	1	0	0	0	ligo
leak	0	0	0	0	0	1	0	0	0	0	liko
leakage	0	0	0	0	0	1	0	0	0	0	elfluo
leaky	0	0	0	0	0	1	0	0	0	0	likaj
lean	0	0	0	0	0	0	0	0	0	0	malgrasa
leaned	0	0	0	0	0	0	0	0	0	0	kliniĝis
leaning	0	0	0	0	0	0	0	0	0	1	klinanta
leap	0	0	0	0	0	0	0	0	0	0	salto
learn	0	0	0	0	0	0	1	0	0	0	lerni
learned	0	0	0	0	0	0	0	0	0	0	lernis
learner	0	0	0	0	0	0	0	0	0	0	lernanto
learning	0	0	0	0	0	0	1	0	0	0	lernado
lease	0	0	0	0	0	0	0	0	0	0	luo
leash	0	0	0	0	0	0	0	0	0	0	ŝnuro
leather	0	0	0	0	0	0	0	0	0	0	ledo
leathery	0	0	0	0	0	0	0	0	0	0	ledeca
leave	0	0	0	0	0	1	0	1	1	0	foriru
lecture	0	0	0	0	0	0	0	0	0	0	prelego
lecturer	0	0	0	0	0	0	1	0	0	0	preleganto
ledge	0	0	0	0	0	0	0	0	0	0	kornico
ledger	0	0	0	0	0	0	0	0	0	0	ĉeflibro
lee	0	0	0	0	0	0	0	0	0	0	lee
leech	0	0	0	0	0	1	0	0	0	0	hirudo
leeches	0	0	1	1	0	1	0	0	0	0	hirudoj
leer	0	0	1	0	0	1	0	0	0	0	leer
leery	0	0	0	0	0	0	0	0	1	0	malkontenta
lees	0	0	0	0	0	0	0	0	0	0	feĉoj
leeway	0	0	0	0	0	0	1	0	0	0	libereco
left	0	0	0	0	0	0	0	0	0	0	foriris
leg	0	0	0	0	0	0	0	0	0	0	kruro
legacy	0	0	0	0	0	0	0	0	0	0	heredaĵo
legal	0	0	0	0	0	0	1	0	0	1	jura
legality	0	0	0	0	0	0	0	0	0	0	laŭleĝeco
legalize	0	0	0	0	0	0	0	0	0	0	legalizi
legalized	1	0	0	1	1	0	1	0	0	1	leĝigita
legally	0	0	0	0	0	0	0	0	0	0	laŭleĝe
legend	0	0	0	0	0	0	0	0	0	0	legendo
legendary	0	0	0	0	0	0	1	0	0	0	legenda
legibility	0	0	0	0	0	0	1	0	0	0	legebleco
legible	0	0	0	0	0	0	1	0	0	0	legebla
legion	0	0	0	0	0	0	0	0	0	0	legio
legislate	0	0	0	0	0	0	0	0	0	0	leĝdoni
legislation	0	0	0	0	0	0	0	0	0	0	leĝaro
legislative	0	0	0	0	0	0	0	0	0	0	leĝdona
legislator	0	0	0	0	0	0	0	0	0	1	leĝdonanto
legislature	0	0	0	0	0	0	0	0	0	1	parlamento
legitimacy	0	0	0	0	0	0	0	0	0	1	legitimeco
legs	0	0	0	0	0	0	0	0	0	0	kruroj
legume	0	0	0	0	0	0	0	0	0	0	guŝo
leisure	0	1	0	0	1	0	1	0	1	1	libertempo
leisurely	0	0	0	0	0	0	1	0	0	0	trankvile
lemma	0	0	0	0	0	0	1	0	0	0	lemo
lemon	0	0	1	0	0	1	0	0	0	0	citrono
lend	0	0	0	0	0	0	0	0	0	0	pruntedoni
lender	0	0	0	0	0	0	0	0	0	1	pruntedoninto
lending	0	0	0	0	0	0	0	0	0	0	pruntedonado
length	0	0	0	0	0	0	0	0	0	0	longeco
lengthen	0	0	0	0	0	0	0	0	0	0	plilongigi
lengthened	0	0	0	0	0	0	0	0	0	0	plilongigis
lengthening	0	0	0	0	0	0	0	0	0	0	plilongigante
lengthwise	0	0	0	0	0	0	0	0	0	0	laŭlonge
lengthy	0	0	0	0	0	0	0	0	0	0	longedaŭra
leniency	0	0	0	0	0	0	0	0	0	0	mildeco
lenient	0	0	0	0	0	0	1	0	0	0	indulgema
lens	0	0	0	0	0	0	0	0	0	0	lenso
leopard	0	0	0	0	0	0	0	0	0	0	leopardo
leprosy	0	0	1	1	0	1	0	1	0	0	lepro
lessee	0	0	0	0	0	0	0	0	0	0	luiganto
lessen	0	1	0	0	0	1	0	0	0	0	malpliigi
lessening	0	0	0	0	0	0	0	0	0	0	malpliiĝanta
lesser	0	0	1	0	0	1	0	0	0	0	malpli granda
lesson	0	1	0	0	0	0	1	0	0	1	leciono
lessor	0	0	0	0	0	0	0	0	0	0	luiganto
lethal	0	0	1	1	0	1	0	1	0	0	mortiga
lethargic	0	0	0	0	0	0	0	0	0	0	letargia
lethargy	0	0	0	0	0	1	0	1	0	0	letargio
letter	0	1	0	0	0	0	0	0	0	0	litero
lettered	0	1	0	0	0	0	1	0	0	1	literigita
letters	0	0	0	0	0	0	0	0	0	0	literoj
lettuce	0	0	0	0	0	0	0	0	0	0	laktuko
leukemia	1	0	0	1	0	1	0	1	0	0	leŭkemio
levee	0	0	0	0	0	0	0	0	0	1	digo
level	0	0	0	0	0	0	1	0	0	1	nivelo
lever	0	0	0	0	0	0	0	0	0	0	levilo
leverage	0	0	0	0	0	0	1	0	0	0	levilforto
levy	0	0	0	0	0	1	0	0	0	0	imposto
lewd	0	0	1	0	0	1	0	0	0	0	lasciva
lexicon	0	0	0	0	0	0	0	0	0	0	leksikono
ley	0	0	0	0	0	0	0	0	0	0	ley
liabilities	0	0	0	0	0	0	0	0	0	0	pasivoj
liability	0	0	0	0	0	0	0	0	0	0	respondeco
liaison	0	0	0	0	0	1	0	0	0	0	ligo
liar	0	0	1	0	0	1	0	0	0	0	mensoganto
libel	1	0	0	1	0	1	0	0	0	1	kalumnio
libelous	0	0	0	0	0	0	0	0	0	0	kalumnia
liberal	0	0	0	0	0	1	1	0	0	0	liberalulo
liberalism	0	0	0	0	0	0	0	0	0	0	liberalismo
liberate	1	1	0	0	1	0	1	0	1	1	liberigi
liberation	0	1	0	0	1	0	1	0	1	0	liberigo
liberty	0	1	0	0	1	0	1	0	1	1	libereco
libido	0	0	0	0	0	0	0	0	0	0	libido
librarian	0	0	0	0	0	0	0	0	0	0	bibliotekisto
library	0	0	0	0	0	0	1	0	0	0	biblioteko
libretto	0	0	0	0	0	0	0	0	0	0	libreto
license	0	0	0	0	0	0	0	0	0	0	permesilo
lichen	0	0	0	0	0	0	0	0	0	0	likeno
lick	0	0	1	0	0	1	0	0	0	0	leki
lid	0	0	0	0	0	0	0	0	0	0	kovrilo
lie	1	0	1	0	0	1	0	1	0	0	mensogi
liege	0	0	0	0	0	0	0	0	0	0	sieĝo
lien	0	0	0	0	0	0	0	0	0	0	lien
lieu	0	0	0	0	0	0	0	0	0	0	lieu
lieutenant	0	0	0	0	0	0	0	0	0	1	leŭtenanto
life	0	0	0	0	0	0	0	0	0	0	vivo
lifeblood	0	0	0	0	0	0	1	0	0	0	vivsango
lifeboat	0	0	0	0	0	0	0	0	0	0	savboato
lifeless	0	0	0	1	0	1	0	1	0	0	senviva
lifelike	0	0	0	0	0	0	0	0	0	0	vivsimila
lifelong	0	0	0	0	0	0	0	0	0	0	dumvive
lifetime	0	0	0	0	0	0	0	0	0	0	vivdaŭro
lift	0	0	0	0	0	0	0	0	0	0	levi
ligament	0	0	0	0	0	0	0	0	0	0	ligamento
ligation	0	0	0	0	0	0	0	0	0	0	ligado
light	0	0	0	0	0	0	0	0	0	0	lumo
lighten	0	0	0	0	0	0	0	0	0	0	malpezigi
lighthouse	0	0	0	0	0	0	1	0	0	0	lumturo
lightness	0	0	0	0	0	0	0	0	0	0	malpezeco
lightning	1	0	0	1	0	0	0	0	1	0	fulmo
likelihood	0	0	0	0	0	0	0	0	0	0	verŝajneco
likeness	0	0	0	0	0	0	0	0	0	0	simileco
likewise	0	0	0	0	0	0	0	0	0	0	same
liking	0	0	0	0	1	0	1	0	0	1	ŝatado
lilac	0	0	0	0	0	0	0	0	0	0	siringo
lily	0	0	0	0	0	0	0	0	0	0	lilio
limb	0	0	0	0	0	0	0	0	0	0	membro
limbo	0	0	0	0	0	0	0	0	0	0	limbo
limit	0	0	0	0	0	0	0	0	0	0	limo
limitation	0	0	0	0	0	0	0	0	0	0	limigo
limited	1	0	0	0	0	1	0	1	0	0	limigita
limitless	0	0	0	0	0	0	0	0	0	0	senlima
limousine	0	0	0	0	0	0	0	0	0	0	limuzino
limp	0	0	0	0	0	1	0	0	0	0	lama
lin	0	0	0	0	0	0	0	0	0	0	lin
line	0	0	0	0	0	0	0	0	0	0	linio
lineage	0	0	0	0	0	0	0	0	0	0	genlinio
lineal	0	0	0	0	0	0	0	0	0	0	linia
linear	0	0	0	0	0	0	0	0	0	0	lineara
lined	0	0	0	0	0	0	0	0	0	0	tegita
linen	0	0	0	0	0	0	0	0	0	0	tolaĵo
liner	0	0	0	0	0	0	0	0	0	0	ekskursoŝipo
lines	0	0	0	1	0	0	0	0	0	0	linioj
linger	0	1	0	0	0	0	0	0	0	0	restadi
lingo	0	0	0	0	0	0	0	0	0	0	lingvo
lingual	0	0	0	0	0	0	0	0	0	0	lingual
linguist	0	0	0	0	0	0	1	0	0	1	lingvisto
linguistic	0	0	0	0	0	0	0	0	0	0	lingvaj
linguistics	0	0	0	0	0	0	0	0	0	0	lingvistiko
lining	0	0	0	0	0	0	0	0	0	0	tegaĵo
link	0	0	0	0	0	0	0	0	0	0	ligilo
linoleum	0	0	0	0	0	0	0	0	0	0	linoleumo
lint	0	0	0	0	0	1	0	0	0	0	lint
lion	0	0	0	1	0	0	1	0	0	0	leono
lip	0	0	0	0	0	0	0	0	0	0	lipo
lipstick	0	0	0	0	0	0	0	0	0	0	lipruĝo
liquefaction	0	0	0	0	0	0	0	0	0	0	likvigo
liquefied	0	0	0	0	0	0	0	0	0	0	likvigita
liqueur	0	0	0	0	0	0	0	0	0	0	likvoro
liquid	0	0	0	0	0	0	0	0	0	0	likva
liquidate	0	0	0	0	0	0	0	0	0	0	likvidi
liquidation	0	0	0	0	0	0	0	0	0	0	likvido
liquidator	0	0	0	0	0	0	0	0	0	0	likvidanto
liquidity	0	0	0	0	0	0	0	0	0	0	likvideco
liquor	1	0	0	0	1	1	0	1	0	0	likvoro
lisp	0	0	0	0	0	0	0	0	0	0	lisp
list	0	0	0	0	0	0	0	0	0	0	listo
listen	0	0	0	0	0	0	0	0	0	0	aŭskultu
listener	0	0	0	0	0	0	0	0	0	0	aŭskultanto
listing	0	0	0	0	0	0	0	0	0	0	listigo
listless	0	0	0	0	0	1	0	1	0	0	malvigla
litany	0	0	0	0	0	0	0	0	0	0	litanio
literally	0	0	0	0	0	0	0	0	0	0	laŭvorte
literary	0	0	0	0	0	0	0	0	0	0	literatura
literature	0	0	0	0	0	0	0	0	0	0	literaturo
lithe	0	0	0	0	0	0	1	0	0	0	lerta
lithograph	0	0	0	0	0	0	0	0	0	0	litografio
lithography	0	0	0	0	0	0	0	0	0	0	litografio
lithology	0	0	0	0	0	0	0	0	0	0	litologio
lithosphere	0	0	0	0	0	0	0	0	0	0	litosfero
litigant	0	0	0	0	0	1	0	0	0	0	procesanto
litigate	1	1	1	1	0	1	0	1	0	0	procesi
litigation	0	0	0	0	0	1	0	0	0	0	proceso
litigious	1	0	1	0	0	1	0	0	0	0	procesiĝema
litter	0	0	0	0	0	1	0	0	0	0	portilo
littoral	0	0	0	0	0	0	0	0	0	0	marbordo
liturgy	0	0	0	0	0	0	0	0	0	0	liturgio
livelihood	0	0	0	0	0	0	0	0	0	0	porvivaĵo
livery	0	0	0	0	0	0	0	0	0	0	livreo
livid	1	0	1	0	0	1	0	0	0	0	livid
living	0	0	0	0	0	0	0	0	0	0	vivanta
llama	0	0	0	0	0	0	0	0	0	0	lamo
load	0	0	0	0	0	0	0	0	0	0	ŝarĝo
loaf	0	0	0	0	0	1	0	0	0	0	pano
loafer	0	0	0	0	0	1	0	0	0	0	loafer
loam	0	0	0	0	0	0	0	0	0	0	argilo
loan	0	0	0	0	0	0	0	0	0	0	prunto
loath	1	0	0	0	0	1	0	0	0	0	abomeno
loathe	1	0	1	0	0	1	0	0	0	0	abomenas
loathing	0	0	1	0	0	1	0	0	0	0	abomeno
loathsome	1	0	1	0	0	1	0	0	0	0	abomeninda
lobby	0	0	0	0	0	0	0	0	0	0	vestiblo
lobbyist	0	0	0	0	0	1	0	0	0	0	lobiisto
lobe	0	0	0	0	0	0	0	0	0	0	lobo
local	0	0	0	0	0	0	0	0	0	0	loka
locale	0	0	0	0	0	0	0	0	0	0	loko
locality	0	0	0	0	0	0	0	0	0	0	loko
localization	0	0	0	0	0	0	0	0	0	0	lokalizo
localize	0	1	0	0	0	0	0	0	0	0	lokalizi
locate	0	0	0	0	0	0	0	0	0	0	lokalizi
location	0	0	0	0	0	0	0	0	0	0	loko
loch	0	0	0	0	0	0	0	0	0	0	lago
lock	0	0	0	0	0	0	0	0	0	0	seruro
locker	0	0	0	0	0	0	0	0	0	0	ŝranko
locksmith	0	0	0	0	0	0	0	0	0	0	seruristo
lockup	0	0	0	1	0	1	0	1	0	0	ŝlosi
locomotion	0	0	0	0	0	0	0	0	0	0	movado
locomotive	0	0	0	0	0	0	0	0	0	0	lokomotivo
locust	0	0	0	1	0	1	0	0	0	0	akrido
lodge	0	0	0	0	0	0	0	0	0	0	logi
lodger	0	0	0	0	0	0	0	0	0	0	loĝanto
lodging	0	0	0	0	0	0	0	0	0	1	tranoktejo
loft	0	0	0	0	0	0	0	0	0	0	subtegmento
lofty	0	0	0	0	0	1	0	0	0	0	altega
log	0	0	0	0	0	0	0	0	0	0	ŝtipo
logarithm	0	0	0	0	0	0	0	0	0	0	logaritmo
logarithmic	0	0	0	0	0	0	0	0	0	0	logaritma
logic	0	0	0	0	0	0	0	0	0	0	logiko
logical	0	0	0	0	0	0	1	0	0	0	logike
logistics	0	0	0	0	0	0	0	0	0	0	loĝistiko
logotype	0	0	0	0	0	0	0	0	0	0	logotipo
loin	0	0	0	0	0	0	0	0	0	0	lumbo
lollipop	0	0	0	0	0	0	0	0	0	0	lollipop
lone	0	0	0	0	0	0	0	1	0	0	soleca
loneliness	0	0	0	1	0	1	0	1	0	0	soleco
lonely	1	0	1	1	0	1	0	1	0	0	soleca
lonesome	0	0	0	0	0	1	0	1	0	0	soleca
long	0	1	0	0	0	0	0	0	0	0	longa
longevity	0	0	0	0	0	0	1	0	0	0	longviveco
longing	0	1	0	0	0	0	0	1	0	0	sopiro
longitude	0	0	0	0	0	0	0	0	0	0	longitudo
longitudinal	0	0	0	0	0	0	0	0	0	0	laŭlonge
longitudinally	0	0	0	0	0	0	0	0	0	0	laŭlonge
loo	0	0	1	0	0	1	0	0	0	0	loo
lookout	0	0	0	0	0	0	0	0	0	0	Atentu
loom	0	1	0	1	0	1	0	0	0	0	teksilo
looming	0	0	0	0	0	0	0	0	0	0	minacanta
loon	0	0	1	0	0	1	0	0	0	0	kolimbo
loony	0	0	0	0	0	1	0	0	0	0	loony
loop	0	0	0	0	0	0	0	0	0	0	buklo
loophole	0	0	0	0	0	0	0	0	0	0	kaŝpasejo
loosen	0	0	0	0	0	0	0	0	0	0	malfiksi
loosening	0	0	0	0	0	0	0	0	0	0	malfiksi
loot	0	0	0	0	0	1	0	0	0	0	rabadon
lop	0	0	0	0	0	0	0	0	0	0	lop
lopsided	0	0	0	0	0	0	0	0	0	0	deforma
lord	0	0	1	0	0	1	1	0	0	1	sinjoro
lords	0	0	0	0	0	0	0	0	0	0	sinjoroj
lordship	0	0	0	0	0	0	1	0	0	0	sinjoro
lore	0	0	0	0	0	0	0	0	0	0	lore
lorry	0	0	0	0	0	0	0	0	0	0	kamiono
lose	1	0	1	1	0	1	0	1	1	0	perdi
losing	1	0	0	0	0	1	0	1	0	0	perdanta
loss	1	0	0	1	0	1	0	1	0	0	perdo
lost	0	0	0	0	0	1	0	1	0	0	perdita
lot	0	0	0	0	0	0	0	0	0	0	multo
lotion	0	0	0	0	0	0	0	0	0	0	locio
lots	0	0	0	0	0	0	0	0	0	0	multe
lottery	0	1	0	0	0	0	0	0	0	0	loterio
lotto	0	0	0	0	0	0	0	0	0	0	lotto
loud	0	0	0	0	0	0	0	0	0	0	laŭta
loudly	0	0	0	0	0	0	0	0	0	0	laŭte
loudness	1	0	0	0	0	1	0	0	0	0	sonoro
lounge	0	0	0	0	0	1	0	0	0	0	salono
louse	0	0	1	0	0	1	0	0	0	0	pediko
lovable	0	0	0	0	1	0	1	0	0	1	aminda
love	0	0	0	0	1	0	1	0	0	0	amo
lovely	0	1	0	0	1	0	1	1	1	1	Amindaj
lovemaking	0	0	0	0	1	0	1	0	0	1	amorfarado
lover	0	1	0	0	1	0	1	0	0	1	amanto
loving	0	0	0	0	1	0	1	0	0	1	amanta
lower	0	0	0	0	0	1	0	1	0	0	pli malalta
lowering	0	0	0	0	0	1	0	0	0	0	malsuprenirante
lowest	0	0	0	0	0	1	0	1	0	0	plej malalta
lowlands	0	0	0	0	0	1	0	0	0	0	malaltaj teroj
lowly	0	0	0	0	0	1	0	1	0	0	humila
loyal	0	0	0	1	1	0	1	0	1	1	lojala
loyalty	0	0	0	0	0	0	1	0	0	1	lojaleco
lubricate	0	0	0	0	0	0	0	0	0	0	lubriki
lubrication	0	0	0	0	0	0	0	0	0	0	lubrikado
luck	0	1	0	0	1	0	1	0	1	0	ŝanco
lucky	0	0	0	0	1	0	1	0	1	0	bonŝanca
ludicrous	0	0	0	0	0	1	0	0	0	0	ridinda
lug	0	0	0	0	0	0	0	0	0	0	lug
luggage	0	0	0	0	0	0	0	0	0	0	bagaĝo
lull	0	1	0	0	0	0	0	0	0	0	paŭzo
lullaby	0	0	0	0	0	0	0	0	0	0	lulkanto
lumbar	0	0	0	0	0	0	0	0	0	0	lumbar
lumber	0	0	0	0	0	0	0	0	0	0	ligno
lumbering	0	0	0	0	0	1	0	0	0	0	ŝarĝi
luminescent	0	0	0	0	0	0	0	0	0	0	lumineska
luminous	0	0	0	0	0	0	0	0	0	0	luma
lump	0	0	0	0	0	1	0	0	0	0	bulo
lumpy	0	0	1	0	0	1	0	0	0	0	bulplena
