English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Slovenian Word
jelly	0	0	0	0	0	0	0	0	0	0	žele
jenny	0	0	0	0	0	0	0	0	0	0	jenny
jeopardize	1	0	0	1	0	1	0	0	0	0	ogroziti
jeopardy	0	1	0	1	0	1	0	0	0	0	ogroženost
jerk	1	0	0	0	0	0	0	0	1	0	kreten
jersey	0	0	0	0	0	0	0	0	0	0	dres
jest	0	0	0	0	1	0	1	0	1	0	šala
jester	0	0	0	0	0	0	0	0	0	0	norček
jet	0	0	0	0	0	0	0	0	0	0	curek
jetty	0	0	0	0	0	0	0	0	0	0	pomol
jewel	0	0	0	0	0	0	0	0	0	0	dragulj
jeweler	0	0	0	0	0	0	0	0	0	0	draguljar
jewelry	0	0	0	0	0	0	0	0	0	0	nakit
jib	0	0	0	0	0	0	0	0	0	0	krak
jiffy	0	0	0	0	0	0	0	0	0	0	hipno
jimmy	0	0	0	0	0	0	0	0	0	0	jimmy
jingle	0	0	0	0	0	0	0	0	0	0	žvenketati
job	0	0	0	0	0	0	1	0	0	0	služba
jock	0	0	0	0	0	0	0	0	0	0	jock
jockey	0	0	0	0	0	0	0	0	0	0	džokej
jog	0	0	0	0	0	0	0	0	0	0	tek
john	0	0	1	0	0	1	0	0	0	0	Janez
join	0	0	0	0	0	0	1	0	0	0	pridruži se
joined	0	0	0	0	0	0	1	0	0	0	pridružil
joining	0	0	0	0	0	0	0	0	0	0	pridružitev
joint	0	0	0	0	0	0	0	0	0	0	sklep
jointly	0	0	0	0	0	0	0	0	0	0	skupno
joke	0	0	0	0	0	1	0	0	0	0	Šala
joker	0	0	0	0	1	0	1	0	1	0	šaljivec
joking	0	0	0	0	0	0	1	0	0	0	šali se
jolt	0	0	0	0	0	0	0	0	1	0	sunek
jornada	0	0	0	0	0	1	0	0	0	0	jornada
jot	0	0	0	0	0	0	0	0	0	0	jot
journal	0	0	0	0	0	0	0	0	0	0	dnevnik
journalism	0	0	0	0	0	0	0	0	0	1	novinarstvo
journalist	0	0	0	0	0	0	1	0	0	0	novinar
journey	0	1	0	1	1	0	1	0	0	0	potovanje
journeyman	0	0	0	0	0	0	0	0	0	1	popotnik
jovial	0	0	0	0	1	0	1	0	0	0	veseljak
joy	0	0	0	0	1	0	1	0	0	0	veselje
joyful	0	0	0	0	1	0	1	0	0	1	veselo
joyous	0	0	0	0	1	0	1	0	0	0	veselo
jubilant	0	0	0	0	1	0	1	0	1	1	jubilant
jubilee	0	0	0	0	1	0	1	0	1	0	jubilejni
judge	0	0	0	0	0	0	0	0	0	0	sodnik
judging	0	0	0	0	0	0	0	0	0	0	sojenje
judgment	0	0	0	0	0	0	0	0	1	0	obsodba
judicial	0	1	0	0	0	0	1	0	0	1	sodni
judiciary	0	1	0	0	0	0	0	0	0	1	sodstvo
judicious	0	0	0	0	0	0	1	0	0	1	razsoden
jug	0	0	0	0	0	0	0	0	0	0	vrč
juggle	0	0	0	0	0	0	0	0	0	0	žonglirati
juggling	0	0	0	0	0	0	0	0	0	0	žongliranje
juice	0	0	0	0	0	0	0	0	0	0	sok
juicy	0	0	0	0	0	0	0	0	0	0	sočno
jumble	0	0	0	0	0	1	0	0	0	0	zmešati
jumbled	0	0	0	0	0	0	0	0	0	0	zmešana
jumbo	0	0	0	0	0	0	0	0	0	0	jumbo
jump	0	0	0	0	1	0	1	0	0	0	skok
junction	0	0	0	0	0	0	0	0	0	0	križišče
juncture	0	0	0	0	0	0	0	0	0	0	stičišče
jungle	0	0	0	1	0	0	0	0	0	0	džungla
junior	0	0	0	0	0	0	0	0	0	0	mlajši
junk	0	0	0	0	0	1	0	0	0	0	smeti
junta	0	0	0	0	0	1	0	0	0	0	hunta
juridical	0	0	0	0	0	0	0	0	0	0	pravno
jurisdiction	0	0	0	0	0	0	0	0	0	0	pristojnosti
jurisprudence	0	0	0	0	0	0	0	1	0	0	sodna praksa
jurist	0	0	0	0	0	0	0	0	0	1	pravnik
jury	0	0	0	0	0	0	0	0	0	1	žirija
justice	0	0	0	0	0	0	1	0	0	1	pravičnost
justifiable	0	0	0	0	0	0	1	0	0	1	opravičljivo
justification	0	0	0	0	0	0	1	0	0	0	utemeljitev
justify	0	0	0	0	0	0	0	0	0	0	utemeljiti
jute	0	0	0	0	0	0	0	0	0	0	juta
juvenile	0	0	0	0	0	1	0	0	0	0	mladoletnik
juxtaposition	0	0	0	0	0	0	0	0	0	0	jukstapozicija
kaiser	0	0	0	0	0	0	0	0	0	0	kaiser
kaleidoscope	0	0	0	0	0	0	0	0	0	0	kalejdoskop
kangaroo	0	0	0	0	0	0	0	0	0	0	kenguru
kanji	0	0	0	0	0	0	0	0	0	0	kanji
karma	0	0	0	0	0	0	0	0	0	0	karma
kayak	0	0	0	0	0	0	0	0	0	0	kajak
keel	0	0	0	0	0	0	0	0	0	0	kobilica
keeper	0	0	0	0	0	0	0	0	0	0	lastnik
keeping	0	0	0	0	0	0	0	0	0	0	ohranjanje
keepsake	0	0	0	0	0	0	1	0	0	0	spominek
keg	0	0	0	0	0	0	0	0	0	0	sod
ken	0	0	0	0	0	0	1	0	0	0	ken
kennel	0	0	0	0	0	0	0	1	0	0	psarna
kern	0	0	0	0	0	1	0	0	0	0	kern
kernel	0	0	0	0	0	0	0	0	0	0	jedro
kerosene	0	0	0	1	0	0	0	0	0	0	kerozin
kettle	0	0	0	0	0	0	0	0	0	0	Grelnik vode
key	0	0	0	0	0	0	0	0	0	0	ključ
keyhole	0	0	0	0	0	0	0	0	0	0	ključavnica
keynote	0	0	0	0	0	0	1	0	0	0	osrednji govor
keystone	0	0	0	0	0	0	1	0	0	0	ključni kamen
khaki	0	0	0	0	0	0	0	0	0	0	kaki
khan	0	0	0	1	0	0	0	0	0	1	kan
kick	1	0	0	0	0	1	0	0	0	0	brcati
kicking	1	0	0	0	0	0	0	0	0	0	brcanje
kid	0	0	0	0	0	0	0	0	0	0	otrok
kidding	0	0	0	0	0	0	0	0	0	0	hecam se
kidnap	1	0	0	1	0	1	0	1	1	0	ugrabiti
kill	0	0	0	1	0	1	0	1	0	0	ubiti
killing	1	0	0	1	0	1	0	1	0	0	ubijanje
kiln	0	0	0	0	0	0	0	0	0	0	peč
kilogram	0	0	0	0	0	0	0	0	0	0	kilogram
kilometer	0	0	0	0	0	0	0	0	0	0	kilometer
kilt	0	0	0	0	0	0	0	0	0	0	kilt
kimono	0	0	0	0	0	0	0	0	0	0	kimono
kin	0	0	0	0	0	0	0	0	0	0	sorodnik
kind	0	0	0	0	1	0	1	0	0	1	prijazen
kindergarten	0	0	0	0	0	0	0	0	0	0	vrtec
kindness	0	0	0	0	0	0	1	0	0	0	prijaznost
kindred	0	1	0	0	1	0	1	0	0	1	sorodstvo
kinematics	0	0	0	0	0	0	0	0	0	0	kinematika
king	0	0	0	0	0	0	1	0	0	0	kralj
kingdom	0	0	0	0	0	0	0	0	0	0	kraljestvo
kink	0	0	0	0	0	0	0	0	0	0	kink
kinky	0	0	0	0	0	0	0	0	0	0	kinky
kiosk	0	0	0	0	0	0	0	0	0	0	kiosk
kirk	0	0	0	0	0	0	0	0	0	0	kirk
kiss	0	1	0	0	1	0	1	0	1	0	poljub
kit	0	0	0	0	0	0	0	0	0	0	komplet
kitchen	0	0	0	0	0	0	0	0	0	0	kuhinja
kite	0	0	1	0	0	1	0	0	0	0	zmaj
kitten	0	0	0	0	1	0	1	0	0	1	mucek
knack	0	0	0	0	0	0	1	0	0	0	spretnost
knapsack	0	0	0	0	0	0	0	0	0	0	nahrbtnik
knead	0	0	0	0	0	0	0	0	0	0	oblikovati
knee	0	0	0	0	0	0	0	0	0	0	koleno
kneel	0	0	0	0	0	0	0	0	0	0	poklekniti
kneeling	0	0	0	0	0	0	0	0	0	0	klečanje
knell	0	0	0	1	0	1	0	1	0	0	klečati
knickers	0	0	0	0	0	0	0	0	0	1	spodnje hlače
knife	0	0	0	0	0	0	0	0	0	0	nož
knight	0	0	0	0	0	0	1	0	0	0	vitez
knit	0	0	0	0	0	0	0	0	0	0	plesti
knob	0	0	0	0	0	0	0	0	0	0	gumb
knock	0	0	0	0	0	0	0	0	0	0	potrkati
knoll	0	0	0	0	0	0	0	0	0	0	grič
knot	0	0	0	0	0	0	0	0	0	0	vozel
knotted	0	0	0	0	0	1	0	0	0	0	zavozlan
knowing	0	0	0	0	0	0	1	0	0	0	vedenje
knowingly	0	0	0	0	0	0	0	0	0	0	zavestno
knowledge	0	0	0	0	0	0	1	0	0	0	znanja
knuckle	0	0	0	0	0	0	0	0	0	0	členek
kos	0	0	0	0	0	0	0	0	0	0	kos
kris	0	0	0	0	0	0	0	0	0	0	kris
kudos	0	0	0	0	1	0	1	0	0	0	pohvale
lab	0	0	0	0	0	0	0	0	0	0	lab
label	0	0	0	0	0	0	0	0	0	1	oznaka
labor	0	1	0	0	1	0	1	0	1	1	porod
laboratory	0	0	0	0	0	0	0	0	0	0	laboratorij
labored	0	0	0	0	0	1	0	1	0	0	truden
laborer	0	0	0	0	0	0	0	0	0	0	delavec
laboring	0	0	0	0	0	0	0	0	0	0	trudno
laborious	0	0	0	0	0	1	0	0	0	0	naporen
labyrinth	0	1	0	0	0	1	0	0	0	0	labirint
lac	0	0	0	0	0	0	0	0	0	0	lac
lace	1	0	0	1	0	1	1	1	0	1	čipke
lack	0	0	0	0	0	1	0	0	0	0	pomanjkanje
lacking	0	0	0	0	0	1	0	0	0	0	primanjkuje
lackluster	0	0	0	0	0	1	0	0	0	0	brez sijaja
lacquer	0	0	0	0	0	0	0	0	0	0	lak
lacrosse	0	0	0	0	0	0	0	0	0	0	lacrosse
lad	0	0	0	0	0	0	0	0	0	0	fant
ladder	0	0	0	0	0	0	0	0	0	0	lestev
laden	0	0	0	0	0	1	0	0	0	0	obremenjeno
lading	0	0	0	0	0	0	0	0	0	0	nakladanje
ladle	0	0	0	0	0	0	0	0	0	0	zajemalka
lady	0	0	0	0	0	0	0	0	0	0	gospa
lag	0	0	0	0	0	1	0	0	0	0	zaostanek
lagging	1	1	1	0	0	1	0	1	0	0	zaostajanje
lagoon	0	0	0	0	0	0	0	0	0	0	laguna
lair	0	0	0	0	0	1	0	0	0	0	brlog
laity	0	0	0	0	0	0	0	0	0	0	laiki
lake	0	0	0	0	0	0	0	0	0	0	jezero
lama	0	0	0	0	0	0	0	0	0	0	lama
lamb	0	0	0	0	1	0	1	0	0	1	jagnjetina
lament	0	0	1	1	0	1	0	1	0	0	objokovati
lamenting	0	0	0	0	0	0	0	1	0	0	objokovanje
lamina	0	0	0	0	0	0	0	0	0	0	lamina
laminated	0	0	0	0	0	0	0	0	0	0	laminiran
lamp	0	0	0	0	0	0	0	0	0	0	svetilka
lance	0	0	0	0	0	0	0	0	0	0	sulica
lancer	0	0	0	0	0	0	0	0	0	0	lancer
land	0	0	0	0	0	0	1	0	0	0	zemljišče
landed	0	0	0	0	0	0	1	0	0	0	pristal
landing	0	0	0	0	0	0	0	0	0	0	pristanek
landlocked	0	0	0	0	0	0	0	0	0	0	brez izhoda na morje
landlord	0	0	0	0	0	0	0	0	0	0	najemodajalec
landmark	0	0	0	0	0	0	0	0	0	1	mejnik
lands	0	0	0	0	0	0	0	0	0	0	zemljišča
landscape	0	0	0	0	0	0	0	0	0	0	pokrajina
landscaping	0	0	0	0	0	0	0	0	0	0	urejanje okolice
landslide	0	0	0	1	0	1	0	1	0	0	zemeljski plaz
lane	0	0	0	0	0	0	0	0	0	0	vozni pas
language	0	0	0	0	0	0	0	0	0	0	jezik
languid	0	0	0	0	0	1	0	0	0	0	dolgočasen
languish	0	0	0	0	0	1	0	0	0	0	omahniti
languishing	0	0	0	1	0	1	0	1	0	0	hrepenenje
lanky	0	0	0	0	0	0	0	0	0	0	suh
lantern	0	0	0	0	0	0	0	0	0	0	svetilka
lap	0	0	0	0	0	0	0	0	0	0	naročje
lapel	0	0	0	0	0	0	0	0	0	0	rever
lapse	0	0	0	0	0	1	0	0	0	0	zamuda
lapsed	0	0	0	0	0	0	0	0	0	0	zastaral
larceny	0	0	1	0	0	1	0	0	0	0	tatvina
lard	0	0	0	0	0	0	0	0	0	0	mast
larder	0	0	0	0	0	0	0	0	0	0	shramba
large	0	0	0	0	0	0	0	0	0	0	velik
larger	0	0	1	0	0	0	0	0	1	1	večji
largo	0	0	0	0	0	0	0	0	0	0	largo
lark	0	0	0	0	0	0	0	0	0	0	škrjanček
larva	0	0	0	0	0	0	0	0	0	0	ličinka
larynx	0	0	0	0	0	0	0	0	0	0	grlo
laser	0	0	0	0	0	0	1	0	0	1	laser
lash	1	0	0	1	0	1	0	0	0	0	trepalnica
lass	0	0	0	0	0	0	0	0	0	0	dekle
lasso	0	0	0	0	0	0	0	0	0	0	laso
lasting	0	0	0	0	0	0	0	0	0	0	trajna
latch	0	0	0	0	0	0	0	0	0	0	zapah
late	0	0	0	0	0	1	0	1	0	0	pozen
lateness	0	0	0	0	0	1	0	0	0	0	zamuda
latent	1	1	1	0	0	1	0	0	1	0	latentno
lateral	0	0	0	0	0	0	0	0	0	0	bočna
laterally	0	0	0	0	0	0	0	0	0	0	bočno
latex	0	0	0	0	0	0	0	0	0	0	lateks
lathe	0	0	0	0	0	0	0	0	0	0	stružnica
lather	0	0	0	0	0	0	0	0	0	0	pena
latitude	0	0	0	0	0	0	0	0	0	0	zemljepisna širina
latrines	0	0	1	0	0	1	0	0	0	0	stranišča
lattice	0	0	0	0	0	0	0	0	0	0	mreža
laudable	0	0	0	0	0	0	1	0	0	0	hvalevredno
laugh	0	0	0	0	1	0	1	0	1	0	smeh
laughable	0	0	1	0	0	1	0	0	0	0	smešno
laughing	0	0	0	0	1	0	1	0	0	0	smeh
laughter	0	1	0	0	1	0	1	0	1	0	smeh
launch	0	1	0	0	0	0	1	0	0	0	kosilo
laundry	0	0	0	0	0	0	0	0	0	0	pranje perila
laureate	0	0	0	0	0	0	1	0	0	1	nagrajenec
laurel	0	0	0	0	0	0	1	0	0	0	lovor
laurels	0	0	0	0	1	0	1	0	0	0	lovorike
lava	1	0	0	1	0	1	0	0	0	0	lava
lavage	0	0	0	0	0	0	0	0	0	0	izpiranje
lavatory	0	0	1	0	0	0	0	0	0	0	stranišče
lavender	0	0	0	0	0	0	0	0	0	0	sivka
lavish	0	0	0	0	0	0	1	0	0	0	razkošno
law	0	0	0	0	0	0	0	0	0	1	pravo
lawful	0	0	0	0	0	0	1	0	0	1	zakonito
lawlessness	1	0	0	1	0	1	0	0	0	0	brezpravnost
lawn	0	0	0	0	0	0	0	0	0	0	travnik
lawsuit	1	0	1	1	0	1	0	1	1	0	tožba
lawyer	1	0	1	1	0	1	0	0	0	0	odvetnik
lax	0	0	0	0	0	1	0	1	0	0	ohlapen
laxative	0	0	1	1	0	1	0	0	0	0	odvajalo
lay	0	0	0	0	0	0	0	0	0	0	položiti
layer	0	0	0	0	0	0	0	0	0	0	plast
layered	0	0	0	0	0	0	0	0	0	0	plastno
layman	0	0	0	0	0	0	0	0	0	0	laik
lazy	0	0	0	0	0	1	0	0	0	0	len
lea	0	0	0	0	0	0	0	0	0	0	lea
lead	0	0	0	0	0	0	1	0	0	0	svinec
leader	0	0	0	0	0	0	1	0	0	1	vodja
leading	0	0	0	0	0	0	0	0	0	1	vodilni
leads	0	0	0	0	0	0	0	0	0	0	vodi
leaf	0	0	0	0	0	0	0	0	0	0	list
leaflet	0	0	0	0	0	0	0	0	0	0	brošura
leafy	0	0	0	0	0	0	0	0	0	0	listnato
league	0	0	0	0	0	0	1	0	0	0	liga
leak	0	0	0	0	0	1	0	0	0	0	puščanje
leakage	0	0	0	0	0	1	0	0	0	0	puščanje
leaky	0	0	0	0	0	1	0	0	0	0	pušča
lean	0	0	0	0	0	0	0	0	0	0	vitka
leaned	0	0	0	0	0	0	0	0	0	0	nagnjen
leaning	0	0	0	0	0	0	0	0	0	1	nagnjen
leap	0	0	0	0	0	0	0	0	0	0	skok
learn	0	0	0	0	0	0	1	0	0	0	učiti se
learned	0	0	0	0	0	0	0	0	0	0	naučil
learner	0	0	0	0	0	0	0	0	0	0	učenec
learning	0	0	0	0	0	0	1	0	0	0	učenje
lease	0	0	0	0	0	0	0	0	0	0	najem
leash	0	0	0	0	0	0	0	0	0	0	povodec
leather	0	0	0	0	0	0	0	0	0	0	usnje
leathery	0	0	0	0	0	0	0	0	0	0	usnjata
leave	0	0	0	0	0	1	0	1	1	0	zapustiti
lecture	0	0	0	0	0	0	0	0	0	0	predavanje
lecturer	0	0	0	0	0	0	1	0	0	0	predavateljica
ledge	0	0	0	0	0	0	0	0	0	0	ledge
ledger	0	0	0	0	0	0	0	0	0	0	glavna knjiga
lee	0	0	0	0	0	0	0	0	0	0	lee
leech	0	0	0	0	0	1	0	0	0	0	pijavka
leeches	0	0	1	1	0	1	0	0	0	0	pijavke
leer	0	0	1	0	0	1	0	0	0	0	leer
leery	0	0	0	0	0	0	0	0	1	0	sumljiv
lees	0	0	0	0	0	0	0	0	0	0	droži
leeway	0	0	0	0	0	0	1	0	0	0	manevrski prostor
left	0	0	0	0	0	0	0	0	0	0	levo
leg	0	0	0	0	0	0	0	0	0	0	noga
legacy	0	0	0	0	0	0	0	0	0	0	zapuščina
legal	0	0	0	0	0	0	1	0	0	1	pravni
legality	0	0	0	0	0	0	0	0	0	0	zakonitost
legalize	0	0	0	0	0	0	0	0	0	0	legalizirati
legalized	1	0	0	1	1	0	1	0	0	1	legalizirana
legally	0	0	0	0	0	0	0	0	0	0	zakonito
legend	0	0	0	0	0	0	0	0	0	0	legenda
legendary	0	0	0	0	0	0	1	0	0	0	legendarni
legibility	0	0	0	0	0	0	1	0	0	0	čitljivost
legible	0	0	0	0	0	0	1	0	0	0	berljiv
legion	0	0	0	0	0	0	0	0	0	0	legija
legislate	0	0	0	0	0	0	0	0	0	0	uzakoniti
legislation	0	0	0	0	0	0	0	0	0	0	legalizacija
legislative	0	0	0	0	0	0	0	0	0	0	zakonodajni
legislator	0	0	0	0	0	0	0	0	0	1	zakonodajalec
legislature	0	0	0	0	0	0	0	0	0	1	zakonodajalec
legitimacy	0	0	0	0	0	0	0	0	0	1	legitimnost
legs	0	0	0	0	0	0	0	0	0	0	noge
legume	0	0	0	0	0	0	0	0	0	0	stročnice
leisure	0	1	0	0	1	0	1	0	1	1	prosti čas
leisurely	0	0	0	0	0	0	1	0	0	0	lagodno
lemma	0	0	0	0	0	0	1	0	0	0	lema
lemon	0	0	1	0	0	1	0	0	0	0	limona
lend	0	0	0	0	0	0	0	0	0	0	posoditi
lender	0	0	0	0	0	0	0	0	0	1	posojilodajalec
lending	0	0	0	0	0	0	0	0	0	0	posojanje
length	0	0	0	0	0	0	0	0	0	0	dolžina
lengthen	0	0	0	0	0	0	0	0	0	0	podaljšati
lengthened	0	0	0	0	0	0	0	0	0	0	podaljšan
lengthening	0	0	0	0	0	0	0	0	0	0	podaljševanje
lengthwise	0	0	0	0	0	0	0	0	0	0	po dolžini
lengthy	0	0	0	0	0	0	0	0	0	0	dolgotrajen
leniency	0	0	0	0	0	0	0	0	0	0	prizanesljivost
lenient	0	0	0	0	0	0	1	0	0	0	prizanesljiv
lens	0	0	0	0	0	0	0	0	0	0	objektiv
leopard	0	0	0	0	0	0	0	0	0	0	Leopard
leprosy	0	0	1	1	0	1	0	1	0	0	gobavost
lessee	0	0	0	0	0	0	0	0	0	0	najemnik
lessen	0	1	0	0	0	1	0	0	0	0	zmanjšati
lessening	0	0	0	0	0	0	0	0	0	0	zmanjševanje
lesser	0	0	1	0	0	1	0	0	0	0	manjša
lesson	0	1	0	0	0	0	1	0	0	1	lekcija
lessor	0	0	0	0	0	0	0	0	0	0	najemodajalec
lethal	0	0	1	1	0	1	0	1	0	0	smrtonosno
lethargic	0	0	0	0	0	0	0	0	0	0	letargičen
lethargy	0	0	0	0	0	1	0	1	0	0	letargija
letter	0	1	0	0	0	0	0	0	0	0	pismo
lettered	0	1	0	0	0	0	1	0	0	1	s črkami
letters	0	0	0	0	0	0	0	0	0	0	pisma
lettuce	0	0	0	0	0	0	0	0	0	0	zelena solata
leukemia	1	0	0	1	0	1	0	1	0	0	levkemija
levee	0	0	0	0	0	0	0	0	0	1	nasip
level	0	0	0	0	0	0	1	0	0	1	raven
lever	0	0	0	0	0	0	0	0	0	0	vzvod
leverage	0	0	0	0	0	0	1	0	0	0	finančni vzvod
levy	0	0	0	0	0	1	0	0	0	0	dajatev
lewd	0	0	1	0	0	1	0	0	0	0	razvratno
lexicon	0	0	0	0	0	0	0	0	0	0	leksikon
ley	0	0	0	0	0	0	0	0	0	0	ley
liabilities	0	0	0	0	0	0	0	0	0	0	obveznosti
liability	0	0	0	0	0	0	0	0	0	0	odgovornost
liaison	0	0	0	0	0	1	0	0	0	0	zveza
liar	0	0	1	0	0	1	0	0	0	0	lažnivec
libel	1	0	0	1	0	1	0	0	0	1	obrekovanje
libelous	0	0	0	0	0	0	0	0	0	0	klevetniški
liberal	0	0	0	0	0	1	1	0	0	0	liberalen
liberalism	0	0	0	0	0	0	0	0	0	0	liberalizem
liberate	1	1	0	0	1	0	1	0	1	1	osvoboditi
liberation	0	1	0	0	1	0	1	0	1	0	osvoboditev
liberty	0	1	0	0	1	0	1	0	1	1	svoboda
libido	0	0	0	0	0	0	0	0	0	0	libido
librarian	0	0	0	0	0	0	0	0	0	0	knjižničarka
library	0	0	0	0	0	0	1	0	0	0	knjižnica
libretto	0	0	0	0	0	0	0	0	0	0	libreto
license	0	0	0	0	0	0	0	0	0	0	dovoljenje
lichen	0	0	0	0	0	0	0	0	0	0	lišaji
lick	0	0	1	0	0	1	0	0	0	0	lizati
lid	0	0	0	0	0	0	0	0	0	0	pokrov
lie	1	0	1	0	0	1	0	1	0	0	laž
liege	0	0	0	0	0	0	0	0	0	0	podložnik
lien	0	0	0	0	0	0	0	0	0	0	zastavna pravica
lieu	0	0	0	0	0	0	0	0	0	0	lieu
lieutenant	0	0	0	0	0	0	0	0	0	1	poročnik
life	0	0	0	0	0	0	0	0	0	0	življenje
lifeblood	0	0	0	0	0	0	1	0	0	0	življenjska krv
lifeboat	0	0	0	0	0	0	0	0	0	0	rešilni čoln
lifeless	0	0	0	1	0	1	0	1	0	0	brez življenja
lifelike	0	0	0	0	0	0	0	0	0	0	življenjska
lifelong	0	0	0	0	0	0	0	0	0	0	vseživljenjsko
lifetime	0	0	0	0	0	0	0	0	0	0	življenska doba
lift	0	0	0	0	0	0	0	0	0	0	dvig
ligament	0	0	0	0	0	0	0	0	0	0	ligament
ligation	0	0	0	0	0	0	0	0	0	0	podvezovanje
light	0	0	0	0	0	0	0	0	0	0	svetloba
lighten	0	0	0	0	0	0	0	0	0	0	osvetliti
lighthouse	0	0	0	0	0	0	1	0	0	0	svetilnik
lightness	0	0	0	0	0	0	0	0	0	0	lahkotnost
lightning	1	0	0	1	0	0	0	0	1	0	strela
likelihood	0	0	0	0	0	0	0	0	0	0	verjetnost
likeness	0	0	0	0	0	0	0	0	0	0	podobnost
likewise	0	0	0	0	0	0	0	0	0	0	prav tako
liking	0	0	0	0	1	0	1	0	0	1	všečnost
lilac	0	0	0	0	0	0	0	0	0	0	lila
lily	0	0	0	0	0	0	0	0	0	0	lilija
limb	0	0	0	0	0	0	0	0	0	0	ud
limbo	0	0	0	0	0	0	0	0	0	0	limbo
limit	0	0	0	0	0	0	0	0	0	0	omejitev
limitation	0	0	0	0	0	0	0	0	0	0	omejitev
limited	1	0	0	0	0	1	0	1	0	0	omejeno
limitless	0	0	0	0	0	0	0	0	0	0	neomejeno
limousine	0	0	0	0	0	0	0	0	0	0	limuzina
limp	0	0	0	0	0	1	0	0	0	0	mlahav
lin	0	0	0	0	0	0	0	0	0	0	lin
line	0	0	0	0	0	0	0	0	0	0	linija
lineage	0	0	0	0	0	0	0	0	0	0	rodbina
lineal	0	0	0	0	0	0	0	0	0	0	linearno
linear	0	0	0	0	0	0	0	0	0	0	linearni
lined	0	0	0	0	0	0	0	0	0	0	podložena
linen	0	0	0	0	0	0	0	0	0	0	perilo
liner	0	0	0	0	0	0	0	0	0	0	podloga
lines	0	0	0	1	0	0	0	0	0	0	vrstice
linger	0	1	0	0	0	0	0	0	0	0	zadrževati se
lingo	0	0	0	0	0	0	0	0	0	0	žargon
lingual	0	0	0	0	0	0	0	0	0	0	jezikovni
linguist	0	0	0	0	0	0	1	0	0	1	jezikoslovec
linguistic	0	0	0	0	0	0	0	0	0	0	jezikovni
linguistics	0	0	0	0	0	0	0	0	0	0	jezikoslovje
lining	0	0	0	0	0	0	0	0	0	0	podloga
link	0	0	0	0	0	0	0	0	0	0	povezava
linoleum	0	0	0	0	0	0	0	0	0	0	linolej
lint	0	0	0	0	0	1	0	0	0	0	vlakna
lion	0	0	0	1	0	0	1	0	0	0	lev
lip	0	0	0	0	0	0	0	0	0	0	ustnica
lipstick	0	0	0	0	0	0	0	0	0	0	šminka
liquefaction	0	0	0	0	0	0	0	0	0	0	utekočinjenje
liquefied	0	0	0	0	0	0	0	0	0	0	utekočinjen
liqueur	0	0	0	0	0	0	0	0	0	0	liker
liquid	0	0	0	0	0	0	0	0	0	0	tekočina
liquidate	0	0	0	0	0	0	0	0	0	0	likvidirati
liquidation	0	0	0	0	0	0	0	0	0	0	likvidacija
liquidator	0	0	0	0	0	0	0	0	0	0	likvidator
liquidity	0	0	0	0	0	0	0	0	0	0	likvidnost
liquor	1	0	0	0	1	1	0	1	0	0	alkoholne pijače
lisp	0	0	0	0	0	0	0	0	0	0	lisp
list	0	0	0	0	0	0	0	0	0	0	seznam
listen	0	0	0	0	0	0	0	0	0	0	poslušaj
listener	0	0	0	0	0	0	0	0	0	0	poslušalec
listing	0	0	0	0	0	0	0	0	0	0	seznam
listless	0	0	0	0	0	1	0	1	0	0	brezvoljni
litany	0	0	0	0	0	0	0	0	0	0	litanije
literally	0	0	0	0	0	0	0	0	0	0	dobesedno
literary	0	0	0	0	0	0	0	0	0	0	literarni
literature	0	0	0	0	0	0	0	0	0	0	literature
lithe	0	0	0	0	0	0	1	0	0	0	prožen
lithograph	0	0	0	0	0	0	0	0	0	0	litografija
lithography	0	0	0	0	0	0	0	0	0	0	litografija
lithology	0	0	0	0	0	0	0	0	0	0	litologija
lithosphere	0	0	0	0	0	0	0	0	0	0	litosfera
litigant	0	0	0	0	0	1	0	0	0	0	pravdna stranka
litigate	1	1	1	1	0	1	0	1	0	0	soditi
litigation	0	0	0	0	0	1	0	0	0	0	pravdanje
litigious	1	0	1	0	0	1	0	0	0	0	pravdni
litter	0	0	0	0	0	1	0	0	0	0	leglo
littoral	0	0	0	0	0	0	0	0	0	0	primorje
liturgy	0	0	0	0	0	0	0	0	0	0	liturgija
livelihood	0	0	0	0	0	0	0	0	0	0	preživetje
livery	0	0	0	0	0	0	0	0	0	0	livreja
livid	1	0	1	0	0	1	0	0	0	0	lividen
living	0	0	0	0	0	0	0	0	0	0	živeti
llama	0	0	0	0	0	0	0	0	0	0	lama
load	0	0	0	0	0	0	0	0	0	0	obremenitev
loaf	0	0	0	0	0	1	0	0	0	0	štruca
loafer	0	0	0	0	0	1	0	0	0	0	loafer
loam	0	0	0	0	0	0	0	0	0	0	ilovica
loan	0	0	0	0	0	0	0	0	0	0	posojilo
loath	1	0	0	0	0	1	0	0	0	0	sovraštvo
loathe	1	0	1	0	0	1	0	0	0	0	prezirati
loathing	0	0	1	0	0	1	0	0	0	0	sovraštvo
loathsome	1	0	1	0	0	1	0	0	0	0	odurno
lobby	0	0	0	0	0	0	0	0	0	0	preddverje
lobbyist	0	0	0	0	0	1	0	0	0	0	lobist
lobe	0	0	0	0	0	0	0	0	0	0	reženj
local	0	0	0	0	0	0	0	0	0	0	lokalni
locale	0	0	0	0	0	0	0	0	0	0	locale
