English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Sesotho Word
mathematician	0	0	0	0	0	0	0	0	0	0	setsebi sa lipalo
mathematics	0	0	0	0	0	0	0	0	0	0	lipalo
matriculation	0	0	0	0	0	0	0	0	0	0	materiki
matrimony	0	1	0	0	1	0	1	0	0	1	lenyalo
matrix	0	0	0	0	0	0	0	0	0	0	matrix
matron	0	0	0	0	0	0	1	0	0	1	matron
matted	0	0	0	0	0	0	0	0	0	0	matted
matter	0	0	0	0	0	0	0	0	0	0	taba
matting	0	0	0	0	0	0	0	0	0	0	matting
mattress	0	0	0	0	0	0	0	0	0	0	materase
maturation	0	0	0	0	0	0	0	0	0	0	kgolofatso
maturity	0	0	0	0	0	0	0	0	0	0	kholofalo
mausoleum	0	0	0	0	0	0	0	1	0	0	moaho
mauve	0	0	0	0	0	0	0	0	0	0	mauve
maxim	0	0	0	0	0	0	0	0	0	1	boholo
maximum	0	0	0	0	0	0	1	0	0	0	boholo
mayor	0	0	0	0	0	0	1	0	0	0	ramotse
maze	0	0	0	0	0	0	0	0	0	0	matse
mead	0	0	0	0	0	0	0	0	0	0	mead
meadow	0	0	0	0	0	0	1	0	0	0	lekhulo
meal	0	0	0	0	0	0	0	0	0	0	sejo
meander	0	0	0	0	0	0	0	0	0	0	meander
meandering	0	0	0	0	0	1	0	0	0	0	ho sotha
meaning	0	0	0	0	0	0	0	0	0	0	moelelo
meaningless	0	0	0	0	0	1	0	1	0	0	e hlokang moelelo
means	0	0	0	0	0	0	0	0	0	0	bolela
meantime	0	0	0	0	0	0	0	0	0	0	khabareng
measles	0	0	1	1	0	1	0	1	0	0	maselese
measurable	0	0	0	0	0	0	0	0	0	0	e lekanyang
measure	0	0	0	0	0	0	0	0	0	1	lekanya
measured	0	0	0	0	0	0	1	0	0	1	lekantsoeng
measurement	0	0	0	0	0	0	0	0	0	0	tekanyo
measuring	0	0	0	0	0	0	0	0	0	0	ho lekanya
meat	0	0	0	0	0	0	0	0	0	0	nama
mechanic	0	0	0	0	0	0	0	0	0	0	mak'henike
mechanical	0	0	0	0	0	0	0	0	0	0	mochine
mechanism	0	0	0	0	0	0	0	0	0	0	mochine
medal	0	1	0	0	1	0	1	0	1	1	khau
medallion	0	0	0	0	0	0	0	0	0	0	khau
medallist	0	0	0	0	0	0	0	0	0	0	motho ya hapileng moputso
meddle	1	0	0	0	0	1	0	0	0	0	kena-kenana
meddling	0	0	0	0	0	0	0	0	0	0	ho kena-kenana
media	0	0	0	0	0	0	0	0	0	0	mecha ea litaba
medial	0	0	0	0	0	0	0	0	0	0	tsa mahareng
median	0	0	0	0	0	0	0	0	0	0	mahareng
mediate	0	1	0	0	0	0	1	0	0	1	kena lipakeng
mediation	0	0	0	0	0	0	1	0	0	0	poelano
mediator	0	1	0	0	0	0	1	0	0	1	motsereganyi
medical	0	1	0	1	0	0	1	0	0	1	tsa bongaka
medicinal	0	0	0	0	0	0	0	0	0	0	moriana
medicine	0	0	0	0	0	0	0	0	0	0	moriana
medieval	0	0	0	0	0	0	0	0	0	0	mehleng e bohareng
mediocre	0	0	0	0	0	1	0	0	0	0	mahareng
mediocrity	0	0	0	0	0	1	0	0	0	0	mediocrity
meditate	0	1	0	0	1	0	1	0	0	1	thuisa
meditation	0	0	0	0	0	0	0	0	0	0	ho thuisa
meditative	0	0	0	0	0	0	0	0	0	0	thuisa
mediterranean	0	0	0	0	0	0	1	0	0	0	mediterranean
medium	0	0	0	0	0	0	0	0	0	0	mahareng
medley	0	0	0	0	0	0	1	0	0	0	medley
meek	0	0	0	0	0	0	0	1	0	0	bonolo
meet	0	0	0	0	0	0	0	0	0	0	kopana
meeting	0	0	0	0	0	0	0	0	0	0	kopano
melancholic	0	0	0	0	0	1	0	1	0	0	melancholic
melancholy	0	0	0	0	0	1	0	1	0	0	melancholy
melee	0	0	0	1	0	1	0	0	0	0	melee
melodious	0	0	0	0	0	0	0	0	0	0	tse monate
melodrama	1	0	0	0	0	1	0	1	0	0	melodrama
melodramatic	0	0	0	0	0	0	0	0	0	0	melodramatic
melody	0	0	0	0	0	0	0	0	0	0	melodi
melt	0	0	0	0	0	0	0	0	0	0	qhibilihisa
meltdown	0	0	0	0	0	1	0	1	0	0	qhibiliha
melting	0	0	0	0	0	0	0	0	0	0	ho qhibiliha
member	0	0	0	0	0	0	0	0	0	0	setho
membrane	0	0	0	0	0	0	0	0	0	0	lera
memento	0	0	0	0	0	0	1	0	0	0	memento
memo	0	0	0	0	0	0	0	0	0	0	memo
memoir	0	0	0	0	0	0	0	0	0	0	sehopotso
memorabilia	0	0	0	0	0	0	0	0	0	0	memorabilia
memorable	0	0	0	0	1	0	1	0	1	1	sa lebaleheng
memorandum	0	0	0	0	0	0	0	0	0	0	memorantamo
memorial	0	0	0	0	0	0	0	0	0	0	sehopotso
memorials	0	0	0	0	0	0	0	1	0	0	lihopotso
memorize	0	0	0	0	0	0	0	0	0	0	tšoara ka hlooho
memory	0	0	0	0	0	0	0	0	0	0	mohopolo
menace	1	0	0	1	0	1	0	0	0	0	kotsi
menacing	1	0	0	1	0	1	0	0	0	0	ho tshosetsa
menagerie	0	0	0	0	0	0	0	0	0	0	menagerie
mend	0	0	0	0	0	0	0	0	0	0	lokisa
mending	0	0	0	0	0	0	1	0	0	0	ho lokisa
menial	0	0	0	0	0	1	0	0	0	0	e nyatsehang
meniscus	0	0	0	0	0	0	0	0	0	0	meniscus
menses	0	0	0	0	0	0	1	0	0	0	khoeli
menstrual	0	0	0	0	0	0	0	0	0	0	ho ilela khoeli
mental	0	0	0	0	0	0	0	0	0	0	kelello
mention	0	0	0	0	0	0	0	0	0	0	bolela
mentor	0	0	0	0	0	0	1	0	0	1	motataisi
menu	0	0	0	0	0	0	0	0	0	0	menu
meow	0	0	0	0	0	0	0	0	0	0	meow
mercantile	0	0	0	0	0	0	0	0	0	0	mercantile
mercenary	0	0	0	1	0	1	0	0	0	0	mercenary
merchandise	0	0	0	0	0	0	0	0	0	0	thepa
merchant	0	0	0	0	0	0	0	0	0	1	mohoebi
merciful	0	0	0	0	0	0	1	0	0	0	mohau
merciless	0	0	0	1	0	1	0	0	0	0	hlokang mohau
mercurial	0	0	0	0	0	0	0	0	0	0	mercurial
mercy	0	0	0	0	0	0	1	0	0	0	mohau
mere	0	0	0	0	0	0	0	0	0	0	feela
merge	0	1	0	0	0	0	1	0	0	0	kopanya
meridian	0	0	0	0	0	0	0	0	0	0	meridian
meridional	0	0	0	0	0	0	0	0	0	0	meridional
merit	0	0	0	0	0	0	1	0	0	1	boleng
meritorious	0	0	0	0	1	0	1	0	0	1	meritorious
mermaid	0	0	0	0	0	0	0	0	0	0	mokgoahlapi
merriment	0	0	0	0	1	0	1	0	1	0	monyaka
merry	0	0	0	0	1	0	1	0	0	0	thabileng
mesa	0	0	0	0	0	0	0	0	0	0	mesa
mesh	0	0	0	0	0	0	0	0	0	0	letlooeng
meshes	0	0	0	0	0	0	0	0	0	0	marapo
mesmerized	0	0	0	0	0	0	0	0	0	0	mesmerized
mess	0	0	1	0	0	1	0	0	0	0	bohlasoa
message	0	0	0	0	0	0	0	0	0	0	molaetsa
messenger	0	0	0	0	0	0	0	0	0	1	moromuwa
messy	0	0	1	0	0	1	0	0	0	0	bohlasoa
metabolism	0	0	0	0	0	0	0	0	0	0	metabolism
metal	0	0	0	0	0	0	0	0	0	0	tšepe
metallurgy	0	0	0	0	0	0	0	0	0	0	metallurgy
metamorphosis	0	0	0	0	0	0	0	0	0	0	metamorphosis
metaphor	0	0	0	0	0	0	0	0	0	0	papiso
metaphorical	0	0	0	0	0	0	0	0	0	0	mokhabo-puo
metaphysical	0	0	0	0	0	0	0	0	0	0	metaphysical
metaphysics	0	0	0	0	0	0	0	0	0	0	metaphysics
metastasis	0	0	0	0	0	1	0	0	0	0	metastases
meteor	0	0	0	0	0	0	0	0	0	0	meteor
meteoric	0	0	0	0	0	0	0	0	0	0	meteoric
meteorite	0	0	0	0	0	0	0	0	0	0	meteorite
meteorological	0	0	0	0	0	0	0	0	0	0	boemo ba leholimo
meteorology	0	0	0	0	0	0	0	0	0	0	thuto ea leholimo
meter	0	0	0	0	0	0	0	0	0	0	metara
methanol	0	0	0	0	0	1	0	0	0	0	methanol
method	0	0	0	0	0	0	0	0	0	0	mokhoa
methodical	0	0	0	0	0	0	0	0	0	0	mekhoa e metle
meticulous	0	0	0	0	0	0	0	0	0	0	e hlokolosi
metric	0	0	0	0	0	0	0	0	0	0	metric
metrical	0	0	0	0	0	0	0	0	0	0	metrical
metrology	0	0	0	0	0	0	0	0	0	0	metrology
metropolis	0	0	0	0	0	0	0	0	0	0	motse-moholo
metropolitan	0	0	0	0	0	0	1	0	0	0	motse-moholo
mettle	0	0	0	0	0	0	1	0	0	0	mettle
mew	0	0	0	0	0	0	0	0	0	0	mew
mica	0	0	0	0	0	0	0	0	0	0	mica
mick	0	0	0	0	0	0	0	0	0	0	mick
microbe	0	0	0	0	0	0	0	0	0	0	microbe
microbiology	0	0	0	0	0	0	0	0	0	0	microbiology
microcosm	0	0	0	0	0	0	0	0	0	0	microcosm
microgram	0	0	0	0	0	0	0	0	0	0	microgram
micrometer	0	0	0	0	0	0	0	0	0	0	micrometer
micron	0	0	0	0	0	0	0	0	0	0	micron
microphone	0	0	0	0	0	0	0	0	0	0	maekerofounu
microscope	0	0	0	0	0	0	0	0	0	1	microscope
microscopic	0	0	0	0	0	0	0	0	0	0	microscopic
microscopically	0	0	0	0	0	0	0	0	0	0	ka microscopically
microscopy	0	0	0	0	0	0	1	0	0	0	microscope
mid	0	0	0	0	0	0	0	0	0	0	bohareng
midday	0	0	0	0	0	0	0	0	0	0	mots'ehare
middle	0	0	0	0	0	0	0	0	0	0	bohareng
middleman	0	0	0	0	0	0	0	0	0	0	motho ya mahareng
midland	0	0	0	0	0	0	0	0	0	0	bohareng ba naha
midnight	0	0	0	0	0	0	0	0	0	0	khitla
midst	0	0	0	0	0	0	0	0	0	0	mahareng
midsummer	0	0	0	0	0	0	0	0	0	0	mahareng a selemo
midway	0	0	0	0	0	0	0	0	0	0	bohareng
midwife	0	1	0	0	1	1	1	0	0	1	mmelehisi
midwifery	0	0	0	0	0	0	1	0	0	0	bobelehisi
mien	0	0	0	0	0	0	0	0	0	0	mien
mighty	1	0	0	1	1	0	1	0	0	1	e matla
migrate	0	0	0	0	0	0	0	0	0	0	fallang
migration	0	0	0	0	0	0	0	0	0	0	ho falla
migratory	0	0	0	0	0	0	0	0	0	0	e fallang
mike	0	0	0	0	0	0	0	0	0	0	mike
mildew	0	0	1	0	0	1	0	0	0	0	hlobo
mile	0	0	0	0	0	0	0	0	0	0	maele
mileage	0	0	0	0	0	0	0	0	0	0	mileage
milestone	0	0	0	0	0	0	0	0	0	0	ketsahalo ea bohlokoahali
militant	0	0	0	0	0	0	0	0	0	0	mohlabani
military	0	0	0	1	0	0	0	0	0	0	sesole
militia	1	0	0	1	0	1	0	1	0	0	sesole
milk	0	0	0	0	0	0	0	0	0	0	lebese
milky	0	0	0	0	0	0	0	0	0	0	lebese
mill	0	1	0	0	0	0	0	0	0	0	leloala
millennium	0	0	0	0	0	0	0	0	0	0	lilemo tse sekete
milligram	0	0	0	0	0	0	0	0	0	0	milligram
millimeter	0	0	0	0	0	0	0	0	0	0	millimeter
million	0	0	0	0	0	0	0	0	0	0	milione
millionaire	0	0	0	0	0	0	0	0	0	0	ramilione
mime	0	0	0	0	0	0	1	0	0	0	nketsane
mimic	0	0	0	0	0	0	0	0	0	0	etsisa
mimicking	0	0	0	0	0	0	0	0	0	0	ho etsisa
mimicry	0	0	0	0	0	1	0	0	1	0	etsisa
mind	0	0	0	0	0	0	0	0	0	0	kelello
minded	0	0	0	0	0	0	0	0	0	0	kelello
mindful	0	0	0	0	0	0	1	0	0	0	ela hloko
mindfulness	0	0	0	0	0	0	1	0	0	0	kelello
mine	0	0	0	0	0	0	0	0	0	0	ea ka
miner	0	0	0	0	0	0	0	0	0	0	morafo
mineral	0	0	0	0	0	0	0	0	0	0	minerale
mineralogy	0	0	0	0	0	0	0	0	0	0	mineralogy
mingle	0	0	0	0	0	0	0	0	0	0	kopanya
mingled	0	0	0	0	0	0	0	0	0	0	kopanetsoe
miniature	0	0	0	0	0	0	0	0	0	0	e nyane
minibus	0	0	0	0	0	0	0	0	0	0	minibus
minim	0	0	0	0	0	0	0	0	0	0	bonyane
minimize	0	0	0	0	0	1	0	0	0	0	fokotsa
minimum	0	0	0	0	0	1	0	0	0	0	bonyane
minister	0	0	0	0	0	0	0	0	0	0	mosebeletsi
ministerial	0	0	0	0	0	0	0	0	0	0	mosebeletsi
ministry	0	0	0	0	1	0	1	0	0	1	tshebeletso
minivan	0	0	0	0	0	0	0	0	0	0	minivan
minnow	0	0	0	0	0	0	0	0	0	0	minnow
minor	0	0	0	0	0	0	0	0	0	0	nyane
minority	0	0	0	0	0	1	0	0	0	0	bonyane
minstrel	0	0	0	0	0	0	0	0	0	0	sebini
mint	0	0	0	0	0	0	0	0	0	0	koena
minuscule	0	0	0	0	0	0	0	0	0	0	minuscule
minute	0	0	0	0	0	0	0	0	0	0	motsotso
minutiae	0	0	0	0	0	0	0	0	0	0	minutiae
mir	0	0	0	0	0	0	0	0	0	0	mir
miracle	0	1	0	0	1	0	1	0	1	1	mohlolo
miraculous	0	0	0	0	1	0	1	0	1	0	mohlolo
mirage	0	0	0	0	0	0	0	0	0	0	mirage
mire	0	0	1	0	0	1	0	0	0	0	leretse
mirror	0	0	0	0	0	0	0	0	0	0	seipone
mirth	0	0	0	0	1	0	1	0	0	0	thabo
misappropriation	0	0	0	0	0	0	0	0	0	0	tšebeliso e mpe
misbehavior	1	0	1	0	0	1	0	0	1	0	boitsoaro bo bobe
miscarriage	0	0	0	1	0	1	0	1	0	0	ho senyeheloa ke mpa
miscellaneous	0	0	0	0	0	0	0	0	0	0	tse fapaneng
miscellany	0	0	0	0	0	0	0	0	0	0	mefuta e fapaneng
mischief	0	0	0	0	0	1	0	0	0	0	bosoasoi
mischievous	0	0	0	0	0	1	0	0	0	0	makgoahlapi
misconception	1	0	1	1	0	1	0	0	0	0	maikutlo a fosahetseng
misconduct	0	0	1	0	0	1	0	0	0	0	boitšoaro bo bobe
misdemeanor	0	0	0	0	0	0	0	0	0	0	phoso
miserable	1	0	1	0	0	1	0	1	0	0	mahlomoleng
miserably	0	0	0	0	0	1	0	1	0	0	ka bomalimabe
misery	1	0	1	1	0	1	0	1	0	0	mahlomola
misfortune	0	0	0	1	0	1	0	1	0	0	bomalimabe
misguided	0	0	1	0	0	1	0	0	0	0	khelohile
mishap	0	0	1	1	0	1	0	1	1	0	tsietsi
misinformed	0	0	0	0	0	0	0	0	0	0	tsebisitsoe hampe
misinterpretation	0	0	0	0	0	1	0	0	0	0	tlhaloso e fosahetseng
mislead	1	0	0	1	0	1	0	0	0	1	kgelosa
misleading	1	0	1	0	0	1	0	0	0	0	kgelosa
mismanagement	0	0	0	0	0	1	0	0	0	0	taolo e mpe
mismatch	0	0	0	0	0	1	0	0	0	0	phapanyetsano
mismatched	0	0	0	0	0	0	0	0	0	0	fosatsana
misnomer	0	0	0	0	0	1	0	0	0	0	lebitso le fosahetseng
misplace	1	0	1	0	0	1	0	0	0	0	sebaka se fosahetseng
misplaced	0	0	0	0	0	1	0	0	0	0	sebakeng se fosahetseng
misrepresent	0	0	0	0	0	1	0	0	0	0	hlahisa hampe
misrepresentation	0	0	0	0	0	1	0	1	0	0	puo e fosahetseng
misrepresented	1	0	0	0	0	1	0	0	0	0	butsoe hampe
miss	0	0	0	0	0	0	0	0	0	0	hloloheloa
missile	0	0	0	1	0	0	0	0	0	0	misaele
missing	0	0	0	1	0	1	0	1	0	0	e hlokang
mission	0	0	0	0	0	0	0	0	0	0	thomo
missionary	0	0	0	0	0	0	1	0	0	0	moromuwa
misstatement	1	0	1	0	0	1	0	0	0	0	phoso
mist	0	0	0	0	0	0	0	0	0	0	mouwane
mistake	0	0	0	0	0	1	0	1	0	0	phoso
mistaken	0	0	0	1	0	1	0	0	0	0	phoso
mister	0	0	0	0	0	0	0	0	0	0	monghadi
mistress	1	0	1	0	0	1	0	0	0	0	mofumahadi
mistrust	0	0	1	1	0	1	0	0	0	0	ho se tshepe
misty	0	0	0	0	0	0	0	0	0	0	moferefere
misunderstand	0	0	0	0	0	1	0	0	0	0	ho se utlwisise
misunderstanding	1	0	0	0	0	1	0	1	0	0	ho se utlwisise
misuse	0	0	0	0	0	1	0	0	0	0	tshebediso e mpe
mite	0	0	1	0	0	1	0	0	0	0	mite
miter	0	0	0	0	0	0	0	0	0	0	miter
mitigation	0	0	0	0	0	0	0	0	0	0	phokotso
mix	0	0	0	0	0	0	0	0	0	0	kopanya
mixed	0	0	0	0	0	0	0	0	0	0	kopanetsoe
mixture	0	0	0	0	0	0	0	0	0	0	motsoako
moan	0	0	0	1	0	0	0	1	0	0	bobola
moat	0	0	0	0	0	0	0	0	0	1	moat
mob	1	0	0	1	0	1	0	0	0	0	mokhopi
mobile	0	1	0	0	0	0	0	0	0	0	selefouno
mobility	0	0	0	0	0	0	0	0	0	0	motsamao
mobilization	0	0	0	0	0	0	0	0	0	0	ho bokella
mobilize	0	0	0	0	0	0	0	0	0	0	bokella
mockery	0	0	1	0	0	1	0	0	0	0	tshotlo
mocking	1	0	1	0	0	1	0	1	0	0	tshotlo
modal	0	0	0	0	0	0	0	0	0	0	modal
modality	0	0	0	0	0	0	0	0	0	0	mokgoa
mode	0	0	0	0	0	0	0	0	0	0	mokgoa
model	0	0	0	0	0	0	1	0	0	0	mohlala
modeler	0	0	0	0	0	0	0	0	0	0	moetsi oa mohlala
moderate	0	0	0	0	0	0	1	0	0	0	e leka-lekaneng
moderately	0	0	0	0	0	0	0	0	0	0	ka tekano
moderating	0	0	0	0	0	0	0	0	0	0	ho lekanyetsa
moderation	0	0	0	0	0	0	0	0	0	0	tekanyetso
moderator	0	0	0	0	0	0	1	0	0	1	mookameli
modern	0	0	0	0	0	0	0	0	0	0	mehleng ena
modernism	0	0	0	0	0	0	0	0	0	0	mehleng ea kajeno
modest	0	0	0	0	0	0	1	0	0	1	boitlhompho
modesty	0	0	0	0	0	0	1	0	0	0	boitlhompho
modicum	0	0	0	0	0	0	0	0	0	0	modicum
modifiable	0	0	0	0	0	0	0	0	0	0	fetohang
modification	0	0	0	0	0	0	0	0	0	0	phetoho
modified	0	0	0	0	0	0	0	0	0	0	fetotsoe
modify	0	0	0	0	0	0	0	0	1	0	fetola
modulate	0	0	0	0	0	0	0	0	0	0	modulate
modulation	0	0	0	0	0	0	0	0	0	0	modulation
module	0	0	0	0	0	0	0	0	0	0	mojule
modulus	0	0	0	0	0	0	0	0	0	0	modulus
mogul	0	0	0	0	0	0	0	0	0	0	mogul
moiety	0	0	0	0	0	0	0	0	0	0	moiety
moist	0	0	0	0	0	0	0	0	0	0	mongobo
moisture	0	0	0	0	0	0	0	0	0	0	mongobo
molar	0	0	0	0	0	0	0	0	0	0	mola
molasses	0	0	0	0	0	0	0	0	0	0	molasses
mold	0	0	0	0	0	0	0	0	0	0	hlobo
molded	0	0	0	0	0	0	0	0	0	0	bopetsoe
molding	0	0	0	0	0	0	0	0	0	0	ho bopa
moldy	0	0	0	0	0	0	0	0	0	0	hlobotse
molecular	0	0	0	0	0	0	0	0	0	0	molek'hule
molecule	0	0	0	0	0	0	0	0	0	0	molek'hule
molestation	1	0	1	1	0	1	0	1	0	0	hlekefetsa
molten	0	0	0	0	0	0	0	0	0	0	tshetsoeng
moment	0	0	0	0	0	0	0	0	0	0	motsotsoana
momentary	0	0	0	0	0	0	0	0	0	0	motsotsoana
momentous	0	0	0	0	0	0	0	0	0	0	ea bohlokoahali
momentum	0	1	0	0	0	0	1	0	0	0	lebelo
monad	0	0	0	0	0	0	0	0	0	0	monad
monarch	0	0	0	0	0	0	0	0	0	0	morena
monarchy	0	0	0	0	0	0	0	0	0	0	borena
monastery	0	0	0	0	0	0	0	0	0	0	ntlo ea baitlami
monastic	0	0	0	0	0	0	0	0	0	0	tsa boitlami
monetary	0	1	0	0	0	0	1	0	0	0	chelete
money	1	1	0	0	1	0	1	0	1	1	chelete
monk	0	0	0	0	0	0	1	0	0	1	moitlami
monkey	0	0	0	0	0	0	0	0	0	0	tšoene
monochrome	0	0	1	0	0	1	0	0	0	0	monochrome
monogamy	0	0	0	0	0	0	0	0	0	1	molekane a le mong
monogram	0	0	0	0	0	0	0	0	0	0	monogram
monograph	0	0	0	0	0	0	0	0	0	0	monograph
monolayer	0	0	0	0	0	0	0	0	0	0	monolayer
monologue	0	0	0	0	0	0	0	0	0	0	monologue
monopolist	0	0	0	0	0	1	0	0	0	0	mohatelli
monopoly	0	0	0	0	0	0	0	0	0	0	monopoly
monotony	0	0	0	0	0	0	0	0	0	0	monotony
monsoon	0	0	0	0	0	1	0	1	0	0	monsoon
monster	0	0	0	1	0	1	0	0	0	0	setshosa
monstrosity	1	0	1	1	0	1	0	0	1	0	monstrosity
monte	0	0	0	0	0	0	0	0	0	0	monte
month	0	0	0	0	0	0	0	0	0	0	khoeli
monthly	0	0	0	0	0	0	0	0	0	0	khoeli le khoeli
monument	0	0	0	0	0	0	1	0	0	0	sefika
monumental	0	0	0	0	0	0	0	0	0	0	monumental
moo	0	0	0	0	0	0	0	0	0	0	moo
moods	0	0	0	0	0	0	0	0	0	0	maikutlo
moody	1	0	0	0	0	1	0	1	0	0	moody
moon	0	0	0	0	0	0	0	0	0	0	khoeli
moonlight	0	0	0	0	0	0	0	0	0	0	khanya ea khoeli
moored	0	0	0	0	0	0	0	0	0	0	mooretsoe
mooring	0	0	0	0	0	0	0	0	0	0	mooring
moorings	0	0	0	0	0	0	0	0	0	1	moorings
moorland	0	0	0	0	0	0	0	0	0	0	moorland
moose	0	0	0	0	0	0	0	0	0	0	moose
moot	0	0	0	0	0	1	0	0	0	0	moot
mooted	0	0	0	0	0	0	0	0	0	0	hlohlelletse
mop	0	0	0	0	0	0	0	0	0	0	mopopa
moral	1	0	0	0	0	0	1	0	0	1	boitšoaro
morality	0	0	0	0	0	0	1	0	0	1	boitšoaro
morals	1	1	1	0	1	0	1	0	1	1	boitšoaro
morass	0	0	0	0	0	0	0	0	0	0	morass
moratorium	0	0	0	0	0	0	0	0	0	0	moratorium
morbid	0	0	0	0	0	1	0	1	0	0	morbid
morbidity	1	0	1	1	0	1	0	1	0	0	ho kula
morgue	0	0	1	1	0	1	0	1	0	0	setopo sa setopo
moribund	0	0	0	0	0	1	0	1	0	0	moribund
morn	0	1	0	0	0	0	0	0	0	0	hoseng
morning	0	0	0	0	0	0	0	0	0	0	hoseng
moron	0	0	0	0	0	1	0	0	0	0	sephoqo
moronic	0	0	0	0	0	1	0	0	0	0	moroki
morphine	0	0	0	0	0	0	0	0	0	0	morphine
morphism	0	0	0	0	0	0	0	0	0	0	morphism
morphology	0	0	0	0	0	0	0	0	0	0	morphology
morrow	0	1	0	0	0	0	0	0	0	0	mosong
morsel	0	0	0	0	0	1	0	0	0	0	sengoathoana
mortal	0	0	0	0	0	1	0	0	0	0	ea shoang
mortality	1	0	0	1	0	1	0	1	0	0	ho shoa
mortar	0	0	0	0	0	0	1	0	0	0	seretse
mortgage	0	0	0	1	0	0	0	0	0	0	sekoloto sa ntlo
mortgagee	0	0	0	0	0	0	0	0	0	1	mortgage
mortgagor	0	0	0	1	0	0	0	0	0	0	mokoloto
mortification	0	1	1	1	0	1	0	1	0	0	mortification
mortuary	0	0	0	1	0	1	0	1	0	0	setsi sa bafu
mosaic	0	0	0	0	0	0	0	0	0	0	mosaic
mosquito	1	0	1	0	0	1	0	0	0	0	monoang
moss	0	0	0	0	0	0	0	0	0	0	moss
mossy	0	0	0	0	0	0	0	0	0	0	moss
mote	0	0	0	0	0	0	0	0	0	0	mote
moth	0	0	0	0	0	0	0	0	0	0	tšoele
mother	0	1	0	0	1	1	1	1	0	1	mme
motherhood	0	0	0	0	1	0	1	0	0	1	bomme
motion	0	1	0	0	0	0	0	0	0	0	tshisinyo
motionless	0	0	0	0	0	0	0	0	0	0	e sa sisinyeheng
motive	0	0	0	0	0	0	1	0	0	0	sepheo
motley	0	0	0	0	0	0	0	0	0	0	motley
motor	0	0	0	0	0	0	0	0	0	0	koloi
motorbike	0	0	0	0	0	0	0	0	0	0	sethuthuthu
motorcycle	0	0	0	0	0	0	0	0	0	0	sethuthuthu
motte	0	0	0	0	0	0	0	0	0	0	motte
mottled	0	0	0	0	0	0	0	0	0	0	mottled
motto	0	0	0	0	0	0	0	0	0	0	lepetjo
mould	0	0	0	0	0	0	0	0	0	0	hlobo
mound	0	0	0	0	0	0	0	0	0	0	tutulu
mount	0	0	0	0	0	0	0	0	0	0	thaba
mountain	0	1	0	0	0	0	0	0	0	0	thaba
mountaineer	0	0	0	0	0	0	0	0	0	0	mohloa lithaba
mountainous	0	0	0	0	0	0	0	0	0	0	thabaneng
mourn	0	0	0	0	0	1	0	1	0	0	lla
mournful	1	0	0	1	0	1	0	1	0	0	soabile
mourning	0	0	0	0	0	1	0	1	0	0	sello
mouse	0	0	0	0	0	0	0	0	0	0	toeba
moustache	0	0	0	0	0	0	0	0	0	0	litelu
mouth	0	0	0	0	0	0	0	0	1	0	molomo
mouthful	0	0	1	0	0	0	0	0	0	0	molomo
mouthpiece	0	0	0	0	0	0	0	0	0	0	molomo
movable	0	0	0	0	0	0	1	0	0	0	e suthehang
move	0	0	0	0	0	0	0	0	0	0	suthisa
movement	0	0	0	0	0	0	0	0	0	0	motsamao
mover	0	0	0	0	0	0	1	0	0	0	motsamaisi
movie	0	0	0	0	0	0	0	0	0	0	filimi
moving	0	0	0	0	0	0	0	0	0	0	ho tsamaya
mow	0	0	0	0	0	0	0	0	0	0	moma
muck	0	0	1	0	0	1	0	0	0	0	muck
mucous	0	0	1	0	0	0	0	0	0	0	matsoapo
mucus	0	0	1	0	0	0	0	0	0	0	mucus
mud	0	0	0	0	0	1	0	0	0	0	seretse
muddle	0	0	0	0	0	1	0	0	0	0	pherekano
muddled	0	0	0	0	0	1	0	0	0	0	pherekano
muddy	0	0	1	0	0	1	0	0	0	0	seretse
muff	1	0	1	0	0	1	0	0	0	0	mofu
muffled	0	0	0	0	0	0	0	0	0	0	butsoetse
muffler	0	0	0	0	0	0	0	0	0	0	moferefere
mug	1	0	0	1	0	1	1	1	0	0	nkho
mule	1	0	0	0	0	1	0	0	0	1	mule
multilateral	0	0	0	0	0	0	0	0	0	0	lichaba tse ngata
multiple	0	0	0	0	0	0	0	0	0	0	ngatafatsi
multiplex	0	0	0	0	0	0	0	0	0	0	multiplex
multiplication	0	0	0	0	0	0	0	0	0	0	katiso
multiplicity	0	0	0	0	0	0	0	0	0	0	ngatafatso
multiplied	0	0	0	0	0	0	0	0	0	0	atisitse
multiplier	0	0	0	0	0	0	0	0	0	0	ngatafatsa
multiply	0	0	0	0	0	0	0	0	0	0	ngatafatsa
multitude	0	0	0	0	0	0	0	0	0	0	bongata
mum	0	0	0	1	0	1	0	0	0	0	mme
mumble	0	0	0	0	0	1	0	0	0	0	koenya
mummy	0	0	0	0	0	0	0	0	0	0	mme
mumps	0	0	0	0	0	1	0	0	0	0	mumps
munch	0	0	0	0	0	0	0	0	0	0	munch
mundane	0	0	0	0	0	0	0	0	0	0	tse tloaelehileng
municipal	0	0	0	0	0	0	0	0	0	0	mmasepala
municipality	0	0	0	0	0	0	0	0	0	0	masepala
mural	0	0	0	0	0	0	0	0	0	0	moralleng
murder	1	0	1	1	0	1	0	1	1	0	polao
murderer	1	0	1	1	0	1	0	1	0	0	mmolai
murderous	1	0	1	1	0	1	0	1	1	0	mmolai
murky	0	0	1	0	0	1	0	1	0	0	bohlasoa
