English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Swedish Word
ingest	0	0	0	0	0	0	0	0	0	0	inta
ingestion	0	0	0	0	0	0	0	0	0	0	förtäring
ingot	0	0	0	0	0	0	0	0	0	0	göt
ingrained	0	0	0	0	0	0	0	0	0	0	ingrodd
ingredient	0	0	0	0	0	0	0	0	0	0	ingrediens
ingress	0	0	0	0	0	0	0	0	0	0	inträde
inhabit	0	0	0	0	0	0	0	0	0	0	bebo
inhabitant	0	0	0	0	0	0	0	0	0	0	invånare
inhabited	0	0	0	0	0	0	0	0	0	0	bebodd
inhabiting	0	0	0	0	0	0	0	0	0	0	bebo
inhalation	0	0	0	0	0	0	0	0	0	0	inandning
inhale	0	0	0	0	0	0	0	0	0	0	andas in
inherent	0	0	0	0	0	0	0	0	0	0	inneboende
inherit	0	0	0	0	0	0	0	0	0	0	ärva
inheritance	0	1	0	0	1	0	1	0	1	1	arv
inhibit	1	0	1	0	0	1	0	1	0	0	hämma
inhibition	0	0	0	0	0	0	0	0	0	0	hämning
inhospitable	0	0	0	0	0	1	0	1	0	0	ogästvänlig
inhuman	1	0	1	1	0	1	0	1	0	0	omänsklig
inhumanity	0	0	0	0	0	1	0	1	0	0	omänsklighet
inimical	1	0	0	0	0	1	0	1	0	0	fientlig
inimitable	0	0	0	0	0	0	1	0	0	1	oefterhärmlig
iniquity	0	0	1	0	0	1	0	0	0	0	orättfärdighet
initial	0	0	0	0	0	0	0	0	0	0	första
initiate	0	0	0	0	0	0	0	0	0	0	inleda
initiated	0	0	0	0	0	0	0	0	0	0	initierade
initiative	0	0	0	0	0	0	0	0	0	0	initiativ
inject	0	0	0	0	0	0	0	0	0	0	injicera
injection	0	0	0	1	0	0	0	0	0	0	injektion
injunction	0	0	0	0	0	1	0	0	0	0	åläggande
injure	1	0	0	1	0	1	0	1	0	0	skada
injured	0	0	0	1	0	1	0	1	0	0	skadade
injurious	1	0	0	1	0	1	0	1	0	0	skadlig
injury	1	0	0	1	0	1	0	1	0	0	skada
injustice	1	0	0	0	0	1	0	0	0	0	orättvisa
ink	0	0	0	0	0	0	0	0	0	0	bläck
inkling	0	0	0	0	0	0	0	0	0	0	aning
inland	0	0	0	0	0	0	0	0	0	0	inåt landet
inlay	0	0	0	0	0	0	0	0	0	0	intarsia
inlet	0	0	0	0	0	0	0	0	0	0	inlopp
inmate	0	0	1	1	0	1	0	0	0	0	intagen
inn	0	0	0	0	0	0	0	0	0	0	värdshus
innate	0	0	0	0	0	0	0	0	0	0	medfödd
innermost	0	0	0	0	0	0	0	0	0	0	innerst
innings	0	0	0	0	0	0	0	0	0	0	omgångar
innkeeper	0	0	0	0	0	0	0	0	0	0	gästgivare
innocence	0	0	0	0	0	0	1	0	0	0	oskuld
innocent	0	0	0	0	0	0	1	0	0	1	oskyldig
innocently	0	0	0	0	0	0	1	0	0	0	oskyldigt
innocuous	0	0	0	0	0	0	1	0	0	0	ofarlig
innovate	0	0	0	0	0	0	1	0	0	0	förnya
innovation	0	0	0	0	0	0	1	0	0	0	innovation
innuendo	0	0	0	0	0	0	0	0	0	0	insinuation
innumerable	0	0	0	0	0	0	0	0	0	0	oräknelig
inoculation	0	1	0	0	0	0	0	0	0	1	ympning
inoperative	1	0	0	0	0	1	0	0	0	0	verkningslös
inordinate	0	0	0	0	0	0	0	0	0	0	omåttlig
inorganic	0	0	0	0	0	0	0	0	0	0	oorganisk
inquest	0	0	0	0	0	0	0	0	0	0	utredning
inquire	0	0	0	0	0	0	0	0	0	0	fråga
inquirer	0	0	0	0	0	0	1	0	0	0	förfrågan
inquiring	0	0	0	0	0	0	0	0	0	0	frågande
inquiry	0	1	0	0	0	0	1	0	0	0	förfrågan
inquisitive	0	0	0	0	0	0	1	0	0	0	frågvis
insane	1	0	0	1	0	1	0	0	0	0	sinnessjuk
insanity	1	0	1	1	0	1	0	1	0	0	vansinne
inscription	0	0	0	0	0	0	0	0	0	0	inskrift
inscrutable	0	0	0	0	0	0	0	0	0	0	outgrundlig
insect	0	0	0	0	0	0	0	0	0	0	insekt
insecure	1	0	0	1	0	1	0	1	0	0	osäker
insecurity	0	0	0	1	0	1	0	0	0	0	osäkerhet
inseparable	0	0	0	0	1	0	1	0	0	1	oskiljaktig
insert	0	0	0	0	0	0	0	0	0	0	Föra in
inserted	0	0	0	0	0	0	0	0	0	0	insatt
insertion	0	0	0	0	0	0	0	0	0	0	införande
inside	0	0	0	0	0	0	0	0	0	0	inuti
insidious	1	0	1	1	0	1	0	0	0	0	smygande
insight	0	0	0	0	0	0	0	0	0	0	insikt
insignia	0	0	0	0	0	0	1	0	0	0	insignier
insignificance	0	0	0	0	0	1	0	0	0	0	obetydlighet
insignificant	1	0	0	0	0	1	0	1	0	0	obetydlig
insipid	0	0	0	0	0	1	0	0	0	0	fadd
insist	0	0	0	0	0	0	0	0	0	0	insistera
insolent	0	0	0	0	0	1	0	0	0	0	oförskämd
insoluble	0	0	0	0	0	0	0	0	0	0	olöslig
insolvency	0	0	0	1	0	1	0	1	1	0	insolvens
insolvent	0	0	0	1	0	1	0	1	0	1	insolvent
inspect	0	0	0	0	0	0	0	0	0	0	inspektera
inspector	0	0	0	0	0	0	1	0	0	0	inspektör
inspiration	0	1	0	0	1	0	1	0	0	0	inspiration
inspire	0	1	0	0	1	0	1	0	0	1	inspirera
inspired	0	0	0	0	1	0	1	0	1	1	inspirerad
instability	0	0	1	1	0	1	0	0	0	0	instabilitet
install	0	1	0	0	0	0	0	0	0	0	Installera
installation	0	0	0	0	0	0	0	0	0	0	installation
installment	0	0	0	0	0	0	0	0	0	0	avbetalning
instance	0	0	0	0	0	0	0	0	0	0	exempel
instant	0	0	0	0	0	0	0	0	0	0	omedelbar
instantaneous	0	0	0	0	0	0	0	0	0	0	momentan
instantaneously	0	0	0	0	0	0	0	0	0	0	ögonblickligen
instigate	0	0	0	0	0	1	0	0	0	0	anstifta
instigation	0	0	0	0	0	1	0	0	0	0	anstiftan
instill	0	0	0	0	0	0	0	0	0	0	ingjuta
instinct	0	0	0	0	0	0	0	0	0	0	instinkt
instinctive	1	0	1	1	0	0	1	0	0	0	instinktiv
institute	0	0	0	0	0	0	0	0	0	1	inleda
institution	0	0	0	0	0	0	0	0	0	0	institution
instruct	0	0	0	0	0	0	1	0	0	1	instruera
instructed	0	0	0	0	0	0	0	0	0	0	instruerade
instruction	0	0	0	0	0	0	1	0	0	1	instruktion
instructional	0	0	0	0	0	0	0	0	0	0	instruktions-
instructions	0	1	0	0	0	0	0	0	0	1	instruktioner
instructive	0	0	0	0	0	0	0	0	0	0	lärorik
instructor	0	1	0	0	0	0	1	0	0	1	instruktör
instrument	0	0	0	0	0	0	0	0	0	0	instrument
instrumental	0	0	0	0	0	0	1	0	0	0	instrumental
instrumentalist	0	0	0	0	0	0	0	0	0	0	instrumentalist
instrumentality	0	0	0	0	0	0	0	0	0	0	instrumentalitet
insufficiency	1	0	0	0	0	1	0	0	0	0	insufficiens
insufficient	0	0	0	0	0	1	0	0	0	0	otillräcklig
insufficiently	0	0	0	0	0	1	0	0	0	0	otillräckligt
insular	0	0	0	0	0	0	0	0	0	0	trångsynt
insulate	0	0	0	0	0	0	0	0	0	0	isolera
insulation	0	0	0	0	0	0	0	0	0	1	isolering
insult	1	0	1	0	0	1	0	1	1	0	förolämpning
insulting	1	0	1	1	0	1	0	1	0	0	förolämpande
insurance	0	0	0	0	0	0	0	0	0	0	försäkring
insure	0	0	0	0	0	0	1	0	0	1	försäkra
insurgent	0	0	0	0	0	1	0	0	0	0	rebellisk
insurmountable	0	0	0	1	0	1	0	1	0	0	oöverstiglig
insurrection	1	0	0	0	0	1	0	0	0	0	uppror
intact	0	0	0	0	0	0	1	0	0	1	intakt
intangible	0	0	0	0	0	0	0	0	0	0	immateriella
integer	0	0	0	0	0	0	0	0	0	0	heltal
integral	0	0	0	0	0	0	0	0	0	0	väsentlig
integrate	0	0	0	0	0	0	0	0	0	0	integrera
integration	0	0	0	0	0	0	0	0	0	0	integration
integrity	0	0	0	0	0	0	1	0	0	1	integritet
intellect	0	0	0	0	0	0	1	0	0	0	intellekt
intellectual	0	0	0	0	0	0	1	0	0	0	intellektuell
intelligence	0	0	0	1	1	0	1	0	0	1	intelligens
intelligent	0	0	0	0	0	0	1	0	0	1	intelligent
intelligibility	0	0	0	0	0	0	0	0	0	0	begriplighet
intelligible	0	0	0	0	0	0	0	0	0	0	begriplig
intend	0	0	0	0	0	0	0	0	0	1	avser
intended	0	1	0	0	0	0	1	0	0	0	avsedd
intending	0	0	0	0	0	0	0	0	0	0	avser
intense	1	0	1	1	1	1	1	0	1	1	intensiv
intensely	0	0	0	0	0	0	0	0	0	0	intensivt
intensify	0	0	0	0	0	0	0	0	0	0	intensifiera
intensity	0	0	0	0	0	0	0	0	0	0	intensitet
intent	0	0	0	0	0	0	0	0	0	0	avsikt
intention	0	0	0	0	0	0	0	0	0	0	avsikt
intentional	0	0	0	0	0	0	0	0	0	0	avsiktlig
intentionally	0	0	0	0	0	0	0	0	0	0	avsiktligt
inter	0	0	0	0	0	1	0	1	0	0	inter
interaction	0	0	0	0	0	0	0	0	0	0	samspel
intercede	0	0	0	1	0	0	0	1	0	0	medla
intercept	0	0	0	0	0	0	0	0	0	0	genskjuta
interception	0	0	0	0	0	0	0	0	0	0	uppsnappande
intercession	0	0	0	0	0	0	0	0	0	1	förbön
interchange	0	0	0	0	0	0	0	0	0	0	utbyte
interchangeable	0	0	0	0	0	0	0	0	0	0	utbytbar
interchanged	0	0	0	0	0	0	0	0	0	0	utbytt
intercom	0	0	0	0	0	0	0	0	0	0	intercom
intercourse	0	0	0	0	0	0	1	0	0	0	umgänge
interdependence	0	0	0	0	0	0	0	0	0	0	ömsesidigt beroende
interdependent	0	0	0	0	0	0	0	0	0	0	beroende av varandra
interdiction	0	0	0	0	0	1	0	0	0	0	förbud
interest	0	0	0	0	0	0	1	0	0	0	intressera
interested	0	0	1	0	0	0	1	1	0	0	intresserad
interesting	0	0	0	0	0	0	1	0	0	0	intressant
interference	0	0	0	0	0	1	0	0	0	0	interferens
interferometer	0	0	0	0	0	0	0	0	0	0	interferometer
interim	0	1	0	0	0	0	0	0	0	0	tillfällig
interior	0	0	1	0	0	0	1	0	0	1	interiör
interlocutory	0	0	0	0	0	0	1	0	0	0	interlocutory
interlude	0	0	0	0	0	0	1	0	0	0	mellanspel
intermediary	0	0	0	0	0	0	0	0	0	0	mellanhand
intermediate	0	0	0	0	0	0	0	0	0	0	mellanliggande
interment	0	0	0	0	0	1	0	1	0	0	begravning
interminable	1	1	0	0	0	1	1	0	0	0	oändlig
intermission	0	1	0	0	0	0	0	0	0	0	paus
intermittent	0	0	0	0	0	0	0	0	0	0	intermittent
intern	0	0	0	0	0	0	0	0	0	0	internera
internal	0	0	0	0	0	0	0	0	0	0	inre
internally	0	0	0	0	0	0	0	0	0	0	internt
international	0	0	0	0	0	0	0	0	0	0	internationell
interpolate	0	0	0	0	0	0	0	0	0	0	interpolera
interpolation	0	0	0	0	0	0	0	0	0	0	interpolation
interpret	0	0	0	0	0	0	0	0	0	0	tolka
interpretation	0	0	0	0	0	0	0	0	0	0	tolkning
interpreter	0	0	0	0	0	0	0	0	0	0	tolk
interrelated	0	0	0	0	0	0	0	0	0	0	sammanhängande
interrogate	0	0	0	1	0	0	0	0	0	0	förhöra
interrogation	0	0	0	1	0	0	0	0	0	0	förhör
interrupt	1	0	0	0	0	1	0	0	1	0	avbryta
interrupted	0	0	0	0	0	1	0	1	0	0	avbröts
interruption	0	0	0	0	0	0	0	0	0	0	avbrott
intersect	0	0	0	0	0	0	0	0	0	0	korsas
intersection	0	0	0	0	0	0	0	0	0	0	genomskärning
interstitial	0	0	0	0	0	0	0	0	0	0	interstitial
interval	0	0	0	0	0	0	0	0	0	0	intervall
intervening	0	0	0	0	0	0	0	0	0	0	ingripande
intervention	0	0	0	0	0	1	1	1	0	0	intervention
interview	0	0	0	0	0	0	0	0	0	0	intervju
interviewer	0	0	0	1	0	0	0	0	0	0	intervjuare
interworking	0	0	0	0	0	0	0	0	0	0	samverkande
intestate	0	0	0	0	0	1	0	0	0	0	intestata
intestinal	0	0	1	0	0	0	0	0	0	0	tarm-
intestine	0	0	0	0	0	0	0	0	0	0	inälvor
intestines	0	0	0	0	0	0	0	0	0	0	tarmar
intimacy	0	0	0	0	0	0	0	0	0	0	intimitet
intimate	0	1	0	0	1	0	1	0	0	1	intim
intimately	0	1	0	1	1	0	0	0	0	0	intimt
intimation	0	0	0	0	0	0	0	0	0	0	antydan
intimidate	0	0	0	1	0	1	0	0	0	0	skrämma
intimidation	1	0	0	1	0	1	0	0	0	0	skrämsel
intolerable	1	0	0	0	0	1	0	0	0	0	outhärdlig
intolerance	1	0	1	1	0	1	0	0	0	0	intolerans
intolerant	1	0	1	1	0	1	0	1	0	0	intolerant
intonation	0	0	0	0	0	0	1	0	0	0	intonation
intoxicated	0	0	1	0	0	1	0	0	0	0	berusade
intoxication	0	0	0	0	0	0	0	0	0	0	berusning
intractable	1	0	0	0	0	1	0	0	0	0	svårhanterliga
intramural	0	0	0	0	0	0	0	0	0	0	intramural
intrepid	0	0	0	0	0	0	1	0	0	0	orädda
intricate	0	0	0	0	0	0	0	0	0	0	invecklad
intrigue	0	1	0	1	0	1	0	0	1	0	intrig
intriguing	0	0	0	0	0	0	0	0	0	0	fängslande
intrinsic	0	0	0	0	0	0	0	0	0	0	inneboende
intrinsically	0	0	0	0	0	0	0	0	0	0	i sig själv
introduction	0	0	0	0	0	0	0	0	0	0	introduktion
introductory	0	0	0	0	0	0	0	0	0	0	inledande
introspection	0	0	0	0	0	0	0	0	0	0	introspektion
introspective	0	0	0	0	0	0	0	0	0	0	introspektiv
intruder	1	0	0	1	0	1	0	0	1	0	inkräktare
intrusion	0	0	0	1	0	1	0	0	0	0	intrång
intrusive	1	0	1	1	0	1	0	0	1	0	påträngande
intuition	0	0	0	0	0	0	1	0	0	1	intuition
intuitive	0	0	0	0	0	0	1	0	0	0	intuitiv
intuitively	0	1	0	0	0	0	0	0	0	0	intuitivt
inundation	0	0	0	0	0	0	0	0	0	0	översvämning
invade	1	0	0	1	0	1	0	1	1	0	invadera
invader	1	0	0	1	0	1	0	1	0	0	inkräktare
invalid	0	0	0	0	0	0	0	1	0	0	ogiltig
invalidate	0	0	0	0	0	1	0	0	0	0	ogiltigförklara
invalidation	0	0	0	0	0	1	0	0	0	0	annullering
invalidity	0	0	0	0	0	1	0	0	0	0	invaliditet
invaluable	0	0	0	0	0	0	0	0	0	0	ovärderlig
invariably	0	0	0	0	0	0	1	0	0	0	ständigt
invasion	1	0	0	0	0	1	0	0	0	0	invasion
invent	0	0	0	0	0	0	0	0	0	0	uppfinna
invention	0	0	0	0	0	0	0	0	0	0	uppfinning
inventive	0	0	0	0	0	0	1	0	0	0	uppfinningsrik
inventor	0	0	0	0	0	0	1	0	0	0	uppfinnare
inventory	0	0	0	0	0	0	0	0	0	0	lager
inverse	0	0	0	0	0	0	0	0	0	0	omvänd
inversely	0	0	0	0	0	0	0	0	0	0	omvänt
inversion	0	0	0	0	0	0	0	0	0	0	inversion
invert	0	0	0	0	0	0	0	0	0	0	invertera
inverted	0	0	0	0	0	0	0	0	0	0	omvänd
investigate	0	0	0	0	0	0	1	0	0	0	undersöka
investigation	0	1	0	0	0	0	0	0	0	0	undersökning
investigator	0	0	0	0	0	0	0	0	0	0	forskare
investor	0	0	0	0	0	0	0	0	0	0	investerare
invigorate	0	0	0	0	0	0	1	0	0	0	stärka
invincible	0	0	0	0	0	0	0	0	0	0	oövervinnerlig
invisibility	0	0	0	0	0	0	0	0	0	0	osynlighet
invisible	0	0	0	0	0	0	0	0	0	0	osynlig
invitation	0	1	0	0	0	0	1	0	0	0	inbjudan
invite	0	1	0	0	1	0	1	0	1	1	inbjudan
inviting	0	1	0	0	1	0	1	0	1	1	inbjudande
invocation	0	1	0	0	0	0	0	0	0	1	åkallan
invoice	0	0	0	0	0	0	0	0	0	0	faktura
invoke	0	1	0	0	0	0	0	0	0	0	åberopa
involuntary	0	0	0	0	0	1	0	0	0	0	oavsiktlig
involution	1	0	0	0	0	1	0	0	0	0	involution
involvement	1	0	0	0	0	0	0	0	0	0	medverkan
inwards	0	0	0	0	0	0	0	0	0	0	inåt
iota	0	0	0	0	0	0	0	0	0	0	iota
irate	1	0	0	0	0	1	0	0	0	0	ilsken
ire	1	0	0	0	0	1	0	0	0	0	vrede
iridescent	0	0	0	0	0	0	0	0	0	0	iriserande
iris	0	0	0	1	0	0	0	0	0	0	iris
iron	0	0	0	0	0	0	1	0	0	1	järn
ironic	0	0	0	0	0	0	0	0	0	0	Ironisk
irons	0	0	0	0	0	1	0	0	0	0	järn
irony	0	0	0	0	0	0	0	0	0	0	ironi
irradiation	0	0	0	0	0	0	0	0	0	0	bestrålning
irrational	0	0	1	1	0	1	0	0	0	0	irrationell
irrationality	0	0	0	0	0	1	0	0	0	0	irrationalitet
irreconcilable	1	0	0	1	0	1	0	1	0	0	oförenlig
irreducible	0	0	0	0	0	0	1	0	0	0	oreducerbar
irrefutable	0	0	0	0	0	0	1	0	0	1	obestridlig
irregular	0	0	0	0	0	1	0	0	0	0	oregelbunden
irregularity	0	0	0	0	0	1	0	0	0	0	oegentlighet
irregularly	0	0	0	0	0	0	0	0	0	0	oregelbundet
irrelevant	0	0	0	0	0	1	0	0	0	0	irrelevant
irreparable	0	0	0	1	0	1	0	1	0	0	irreparabel
irrepressible	0	0	0	0	0	0	0	0	0	0	okuvlig
irresistible	0	0	0	0	0	0	0	0	0	0	oemotståndligt
irrespective	0	0	0	0	0	0	0	0	0	0	oavsett
irresponsible	0	0	0	0	0	1	0	0	0	0	oansvarig
irreverent	0	0	0	0	0	1	0	0	0	0	vanvördig
irreversible	0	0	0	0	0	0	0	0	0	0	irreversibel
irrevocable	0	0	0	0	0	1	0	0	0	0	oåterkallelig
irrigate	0	0	0	0	0	0	0	0	0	0	bevattna
irrigation	0	0	0	0	0	0	0	0	0	0	bevattning
irritability	1	0	0	0	0	1	0	0	0	0	irritabilitet
irritable	1	0	0	0	0	1	0	0	0	0	irritabel
irritating	1	0	1	0	0	1	0	0	0	0	irriterande
irritation	1	0	1	0	0	1	0	1	0	0	irritation
island	0	0	0	0	0	0	0	0	0	0	ö
isle	0	0	0	0	0	0	0	0	0	0	ö
islet	0	0	0	0	0	0	0	0	0	0	holme
isolate	0	0	0	0	0	0	0	1	0	0	isolera
isolated	0	0	0	1	0	1	0	1	0	0	isolerat
isolation	0	0	0	0	0	1	0	1	0	0	isolering
isomorphism	0	0	0	0	0	0	0	0	0	0	isomorfi
isothermal	0	0	0	0	0	0	0	0	0	0	isotermisk
issue	0	0	0	0	0	0	0	0	0	0	problem
itch	0	0	0	0	0	0	0	0	0	0	klia
itching	0	0	0	0	0	0	0	0	0	0	klåda
item	0	0	0	0	0	0	0	0	0	0	Artikel
itemize	0	0	0	0	0	0	0	0	0	0	specificera
items	0	0	0	0	0	0	0	0	0	0	föremål
iterate	0	0	0	0	0	0	0	0	0	0	iterera
iteration	0	0	0	0	0	0	0	0	0	0	iteration
iterative	0	0	0	0	0	0	0	0	0	0	iterativ
itinerant	0	0	0	0	0	0	0	0	0	0	ambulerande
itinerary	0	0	0	0	0	0	0	0	0	0	resväg
ivory	0	0	0	0	0	0	0	0	0	0	elfenben
jab	1	0	0	0	0	0	0	0	0	0	stöt
jabber	0	0	0	0	0	1	0	0	0	0	pladder
jack	0	0	0	0	0	0	0	0	0	0	jack
jackass	0	0	0	0	0	0	0	0	0	0	åsna
jackpot	0	1	0	0	1	0	1	0	1	0	jackpott
jacks	0	0	0	0	0	0	0	0	0	0	domkrafter
jade	0	0	0	0	0	0	0	0	0	0	jade
jag	0	0	0	0	0	0	0	0	0	0	jag
jagged	0	0	0	0	0	0	0	0	0	0	ojämn
jaguar	0	0	0	0	0	0	0	0	0	0	jaguar
jail	0	0	0	1	0	1	0	1	0	0	fängelse
jam	0	0	0	0	0	0	1	0	0	0	sylt
jammed	0	0	0	0	0	0	0	0	0	0	fastnat
janitor	0	0	1	0	0	0	0	0	0	0	vaktmästare
japan	0	0	0	0	0	0	0	0	0	0	japan
jar	0	0	0	0	0	0	0	0	0	0	burk
jargon	0	0	0	0	0	1	0	0	0	0	jargong
jarring	0	0	0	1	0	1	0	1	0	0	skärande
jasper	0	0	0	0	0	0	0	0	0	0	jaspis
jaundice	0	0	0	1	0	1	0	0	0	0	gulsot
jaunt	0	0	0	0	0	0	0	0	0	0	utfärd
javelin	0	0	0	0	0	0	0	0	0	0	spjut
jaw	0	0	0	0	0	0	0	0	0	0	käke
jaws	0	0	0	1	0	0	0	0	0	0	käftar
jay	0	0	0	0	0	0	0	0	0	0	jay
jealous	1	0	1	0	0	1	0	0	0	0	svartsjuk
jealousy	1	0	1	1	0	1	0	1	0	0	svartsjuka
jeans	0	0	0	0	0	0	0	0	0	0	jeans
jeep	0	0	0	0	0	0	0	0	0	0	jeep
jelly	0	0	0	0	0	0	0	0	0	0	gelé
jenny	0	0	0	0	0	0	0	0	0	0	jenny
jeopardize	1	0	0	1	0	1	0	0	0	0	äventyra
jeopardy	0	1	0	1	0	1	0	0	0	0	Jeopardy
jerk	1	0	0	0	0	0	0	0	1	0	rycka
jersey	0	0	0	0	0	0	0	0	0	0	jersey
jest	0	0	0	0	1	0	1	0	1	0	skoj
jester	0	0	0	0	0	0	0	0	0	0	gycklare
jet	0	0	0	0	0	0	0	0	0	0	jet
jetty	0	0	0	0	0	0	0	0	0	0	brygga
jewel	0	0	0	0	0	0	0	0	0	0	juvel
jeweler	0	0	0	0	0	0	0	0	0	0	juvelerare
jewelry	0	0	0	0	0	0	0	0	0	0	Smycken
jib	0	0	0	0	0	0	0	0	0	0	fock
jiffy	0	0	0	0	0	0	0	0	0	0	ögonblick
jimmy	0	0	0	0	0	0	0	0	0	0	jimmy
jingle	0	0	0	0	0	0	0	0	0	0	klingande
job	0	0	0	0	0	0	1	0	0	0	jobb
jock	0	0	0	0	0	0	0	0	0	0	jock
jockey	0	0	0	0	0	0	0	0	0	0	jockey
jog	0	0	0	0	0	0	0	0	0	0	jogga
john	0	0	1	0	0	1	0	0	0	0	john
join	0	0	0	0	0	0	1	0	0	0	Ansluta sig
joined	0	0	0	0	0	0	1	0	0	0	gick med
joining	0	0	0	0	0	0	0	0	0	0	sammanfogning
joint	0	0	0	0	0	0	0	0	0	0	gemensam
jointly	0	0	0	0	0	0	0	0	0	0	gemensamt
joke	0	0	0	0	0	1	0	0	0	0	skämt
joker	0	0	0	0	1	0	1	0	1	0	joker
joking	0	0	0	0	0	0	1	0	0	0	skojar
jolt	0	0	0	0	0	0	0	0	1	0	ryck
jornada	0	0	0	0	0	1	0	0	0	0	jornada
jot	0	0	0	0	0	0	0	0	0	0	anteckna
journal	0	0	0	0	0	0	0	0	0	0	tidning
journalism	0	0	0	0	0	0	0	0	0	1	journalistik
journalist	0	0	0	0	0	0	1	0	0	0	journalist
journey	0	1	0	1	1	0	1	0	0	0	resa
journeyman	0	0	0	0	0	0	0	0	0	1	gesäll
jovial	0	0	0	0	1	0	1	0	0	0	gemytlig
joy	0	0	0	0	1	0	1	0	0	0	glädje
joyful	0	0	0	0	1	0	1	0	0	1	glad
joyous	0	0	0	0	1	0	1	0	0	0	glad
jubilant	0	0	0	0	1	0	1	0	1	1	jublande
jubilee	0	0	0	0	1	0	1	0	1	0	jubileum
judge	0	0	0	0	0	0	0	0	0	0	bedöma
judging	0	0	0	0	0	0	0	0	0	0	bedömning
judgment	0	0	0	0	0	0	0	0	1	0	dom
judicial	0	1	0	0	0	0	1	0	0	1	rättslig
judiciary	0	1	0	0	0	0	0	0	0	1	dömande
judicious	0	0	0	0	0	0	1	0	0	1	klok
jug	0	0	0	0	0	0	0	0	0	0	kanna
juggle	0	0	0	0	0	0	0	0	0	0	jonglera
juggling	0	0	0	0	0	0	0	0	0	0	jonglering
juice	0	0	0	0	0	0	0	0	0	0	juice
juicy	0	0	0	0	0	0	0	0	0	0	saftig
jumble	0	0	0	0	0	1	0	0	0	0	virrvarr
jumbled	0	0	0	0	0	0	0	0	0	0	virrvarr
jumbo	0	0	0	0	0	0	0	0	0	0	jumbo
jump	0	0	0	0	1	0	1	0	0	0	hoppa
junction	0	0	0	0	0	0	0	0	0	0	korsning
juncture	0	0	0	0	0	0	0	0	0	0	tidpunkt
jungle	0	0	0	1	0	0	0	0	0	0	djungel
junior	0	0	0	0	0	0	0	0	0	0	junior
junk	0	0	0	0	0	1	0	0	0	0	skräp
junta	0	0	0	0	0	1	0	0	0	0	junta
juridical	0	0	0	0	0	0	0	0	0	0	juridisk
jurisdiction	0	0	0	0	0	0	0	0	0	0	jurisdiktion
jurisprudence	0	0	0	0	0	0	0	1	0	0	juridik
jurist	0	0	0	0	0	0	0	0	0	1	jurist
jury	0	0	0	0	0	0	0	0	0	1	jury
justice	0	0	0	0	0	0	1	0	0	1	rättvisa
justifiable	0	0	0	0	0	0	1	0	0	1	berättigad
justification	0	0	0	0	0	0	1	0	0	0	berättigande
justify	0	0	0	0	0	0	0	0	0	0	rättfärdiga
jute	0	0	0	0	0	0	0	0	0	0	jute
juvenile	0	0	0	0	0	1	0	0	0	0	juvenil
juxtaposition	0	0	0	0	0	0	0	0	0	0	sammanställning
kaiser	0	0	0	0	0	0	0	0	0	0	kaiser
kaleidoscope	0	0	0	0	0	0	0	0	0	0	kalejdoskop
kangaroo	0	0	0	0	0	0	0	0	0	0	känguru
kanji	0	0	0	0	0	0	0	0	0	0	kanji
karma	0	0	0	0	0	0	0	0	0	0	karma
kayak	0	0	0	0	0	0	0	0	0	0	kajak
keel	0	0	0	0	0	0	0	0	0	0	köl
keeper	0	0	0	0	0	0	0	0	0	0	vårdare
keeping	0	0	0	0	0	0	0	0	0	0	förvaring
keepsake	0	0	0	0	0	0	1	0	0	0	minnessak
keg	0	0	0	0	0	0	0	0	0	0	kagge
ken	0	0	0	0	0	0	1	0	0	0	ken
kennel	0	0	0	0	0	0	0	1	0	0	kennel
kern	0	0	0	0	0	1	0	0	0	0	kern
kernel	0	0	0	0	0	0	0	0	0	0	kärna
kerosene	0	0	0	1	0	0	0	0	0	0	fotogen
kettle	0	0	0	0	0	0	0	0	0	0	vattenkokare
key	0	0	0	0	0	0	0	0	0	0	nyckel-
keyhole	0	0	0	0	0	0	0	0	0	0	nyckelhål
keynote	0	0	0	0	0	0	1	0	0	0	grundton
keystone	0	0	0	0	0	0	1	0	0	0	hörnsten
khaki	0	0	0	0	0	0	0	0	0	0	kaki
khan	0	0	0	1	0	0	0	0	0	1	khan
kick	1	0	0	0	0	1	0	0	0	0	sparka
kicking	1	0	0	0	0	0	0	0	0	0	sparkar
kid	0	0	0	0	0	0	0	0	0	0	unge
kidding	0	0	0	0	0	0	0	0	0	0	skojar
kidnap	1	0	0	1	0	1	0	1	1	0	kidnappa
kill	0	0	0	1	0	1	0	1	0	0	döda
killing	1	0	0	1	0	1	0	1	0	0	dödande
kiln	0	0	0	0	0	0	0	0	0	0	ugn
kilogram	0	0	0	0	0	0	0	0	0	0	kilogram
kilometer	0	0	0	0	0	0	0	0	0	0	kilometer
kilt	0	0	0	0	0	0	0	0	0	0	kilt
kimono	0	0	0	0	0	0	0	0	0	0	kimono
kin	0	0	0	0	0	0	0	0	0	0	släkt
kind	0	0	0	0	1	0	1	0	0	1	snäll
kindergarten	0	0	0	0	0	0	0	0	0	0	dagis
kindness	0	0	0	0	0	0	1	0	0	0	vänlighet
kindred	0	1	0	0	1	0	1	0	0	1	släkt
kinematics	0	0	0	0	0	0	0	0	0	0	kinematik
king	0	0	0	0	0	0	1	0	0	0	kung
