English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Bulgarian Word
latrines	0	0	1	0	0	1	0	0	0	0	тоалетни
lattice	0	0	0	0	0	0	0	0	0	0	решетка
laudable	0	0	0	0	0	0	1	0	0	0	похвално
laugh	0	0	0	0	1	0	1	0	1	0	смея се
laughable	0	0	1	0	0	1	0	0	0	0	смешно
laughing	0	0	0	0	1	0	1	0	0	0	смее се
laughter	0	1	0	0	1	0	1	0	1	0	смях
launch	0	1	0	0	0	0	1	0	0	0	стартиране
laundry	0	0	0	0	0	0	0	0	0	0	пералня
laureate	0	0	0	0	0	0	1	0	0	1	лауреат
laurel	0	0	0	0	0	0	1	0	0	0	лавър
laurels	0	0	0	0	1	0	1	0	0	0	лаври
lava	1	0	0	1	0	1	0	0	0	0	лава
lavage	0	0	0	0	0	0	0	0	0	0	промиване
lavatory	0	0	1	0	0	0	0	0	0	0	тоалетна
lavender	0	0	0	0	0	0	0	0	0	0	лавандула
lavish	0	0	0	0	0	0	1	0	0	0	пищен
law	0	0	0	0	0	0	0	0	0	1	закон
lawful	0	0	0	0	0	0	1	0	0	1	законен
lawlessness	1	0	0	1	0	1	0	0	0	0	беззаконие
lawn	0	0	0	0	0	0	0	0	0	0	морава
lawsuit	1	0	1	1	0	1	0	1	1	0	съдебен процес
lawyer	1	0	1	1	0	1	0	0	0	0	адвокат
lax	0	0	0	0	0	1	0	1	0	0	отпуснат
laxative	0	0	1	1	0	1	0	0	0	0	слабително
lay	0	0	0	0	0	0	0	0	0	0	лежи
layer	0	0	0	0	0	0	0	0	0	0	слой
layered	0	0	0	0	0	0	0	0	0	0	наслоен
layman	0	0	0	0	0	0	0	0	0	0	лаик
lazy	0	0	0	0	0	1	0	0	0	0	мързелив
lea	0	0	0	0	0	0	0	0	0	0	леа
lead	0	0	0	0	0	0	1	0	0	0	водя
leader	0	0	0	0	0	0	1	0	0	1	лидер
leading	0	0	0	0	0	0	0	0	0	1	водещи
leads	0	0	0	0	0	0	0	0	0	0	води
leaf	0	0	0	0	0	0	0	0	0	0	листо
leaflet	0	0	0	0	0	0	0	0	0	0	брошура
leafy	0	0	0	0	0	0	0	0	0	0	листен
league	0	0	0	0	0	0	1	0	0	0	лига
leak	0	0	0	0	0	1	0	0	0	0	теч
leakage	0	0	0	0	0	1	0	0	0	0	изтичане
leaky	0	0	0	0	0	1	0	0	0	0	спукан
lean	0	0	0	0	0	0	0	0	0	0	постно
leaned	0	0	0	0	0	0	0	0	0	0	облегна се
leaning	0	0	0	0	0	0	0	0	0	1	облегнат
leap	0	0	0	0	0	0	0	0	0	0	скок
learn	0	0	0	0	0	0	1	0	0	0	уча
learned	0	0	0	0	0	0	0	0	0	0	научих
learner	0	0	0	0	0	0	0	0	0	0	учащ се
learning	0	0	0	0	0	0	1	0	0	0	изучаване на
lease	0	0	0	0	0	0	0	0	0	0	лизинг
leash	0	0	0	0	0	0	0	0	0	0	каишка
leather	0	0	0	0	0	0	0	0	0	0	Кожа
leathery	0	0	0	0	0	0	0	0	0	0	жилав
leave	0	0	0	0	0	1	0	1	1	0	напускам
lecture	0	0	0	0	0	0	0	0	0	0	лекция
lecturer	0	0	0	0	0	0	1	0	0	0	лектор
ledge	0	0	0	0	0	0	0	0	0	0	перваза
ledger	0	0	0	0	0	0	0	0	0	0	счетоводна книга
lee	0	0	0	0	0	0	0	0	0	0	Лий
leech	0	0	0	0	0	1	0	0	0	0	пиявица
leeches	0	0	1	1	0	1	0	0	0	0	пиявици
leer	0	0	1	0	0	1	0	0	0	0	подигравателно
leery	0	0	0	0	0	0	0	0	1	0	подозрителен
lees	0	0	0	0	0	0	0	0	0	0	утайка
leeway	0	0	0	0	0	0	1	0	0	0	свобода на действие
left	0	0	0	0	0	0	0	0	0	0	наляво
leg	0	0	0	0	0	0	0	0	0	0	крак
legacy	0	0	0	0	0	0	0	0	0	0	наследство
legal	0	0	0	0	0	0	1	0	0	1	правен
legality	0	0	0	0	0	0	0	0	0	0	законност
legalize	0	0	0	0	0	0	0	0	0	0	легализирам
legalized	1	0	0	1	1	0	1	0	0	1	легализирани
legally	0	0	0	0	0	0	0	0	0	0	законно
legend	0	0	0	0	0	0	0	0	0	0	легенда
legendary	0	0	0	0	0	0	1	0	0	0	легендарен
legibility	0	0	0	0	0	0	1	0	0	0	четливост
legible	0	0	0	0	0	0	1	0	0	0	четлив
legion	0	0	0	0	0	0	0	0	0	0	легион
legislate	0	0	0	0	0	0	0	0	0	0	законодателствам
legislation	0	0	0	0	0	0	0	0	0	0	законодателство
legislative	0	0	0	0	0	0	0	0	0	0	законодателна
legislator	0	0	0	0	0	0	0	0	0	1	законодател
legislature	0	0	0	0	0	0	0	0	0	1	законодателна власт
legitimacy	0	0	0	0	0	0	0	0	0	1	легитимност
legs	0	0	0	0	0	0	0	0	0	0	крака
legume	0	0	0	0	0	0	0	0	0	0	бобово растение
leisure	0	1	0	0	1	0	1	0	1	1	свободно време
leisurely	0	0	0	0	0	0	1	0	0	0	лежерно
lemma	0	0	0	0	0	0	1	0	0	0	лема
lemon	0	0	1	0	0	1	0	0	0	0	лимон
lend	0	0	0	0	0	0	0	0	0	0	заемаш
lender	0	0	0	0	0	0	0	0	0	1	кредитор
lending	0	0	0	0	0	0	0	0	0	0	кредитиране
length	0	0	0	0	0	0	0	0	0	0	дължина
lengthen	0	0	0	0	0	0	0	0	0	0	удължавам
lengthened	0	0	0	0	0	0	0	0	0	0	удължен
lengthening	0	0	0	0	0	0	0	0	0	0	удължаване
lengthwise	0	0	0	0	0	0	0	0	0	0	по дължина
lengthy	0	0	0	0	0	0	0	0	0	0	дълъг
leniency	0	0	0	0	0	0	0	0	0	0	снизходителност
lenient	0	0	0	0	0	0	1	0	0	0	снизходителен
lens	0	0	0	0	0	0	0	0	0	0	лещи
leopard	0	0	0	0	0	0	0	0	0	0	леопард
leprosy	0	0	1	1	0	1	0	1	0	0	проказа
lessee	0	0	0	0	0	0	0	0	0	0	лизингополучател
lessen	0	1	0	0	0	1	0	0	0	0	намалявам
lessening	0	0	0	0	0	0	0	0	0	0	намаляване
lesser	0	0	1	0	0	1	0	0	0	0	по-малък
lesson	0	1	0	0	0	0	1	0	0	1	урок
lessor	0	0	0	0	0	0	0	0	0	0	лизингодател
lethal	0	0	1	1	0	1	0	1	0	0	смъртоносен
lethargic	0	0	0	0	0	0	0	0	0	0	летаргичен
lethargy	0	0	0	0	0	1	0	1	0	0	летаргия
letter	0	1	0	0	0	0	0	0	0	0	писмо
lettered	0	1	0	0	0	0	1	0	0	1	с букви
letters	0	0	0	0	0	0	0	0	0	0	писма
lettuce	0	0	0	0	0	0	0	0	0	0	маруля
leukemia	1	0	0	1	0	1	0	1	0	0	левкемия
levee	0	0	0	0	0	0	0	0	0	1	дига
level	0	0	0	0	0	0	1	0	0	1	ниво
lever	0	0	0	0	0	0	0	0	0	0	лост
leverage	0	0	0	0	0	0	1	0	0	0	ливъридж
levy	0	0	0	0	0	1	0	0	0	0	такса
lewd	0	0	1	0	0	1	0	0	0	0	похотлив
lexicon	0	0	0	0	0	0	0	0	0	0	лексикон
ley	0	0	0	0	0	0	0	0	0	0	лей
liabilities	0	0	0	0	0	0	0	0	0	0	пасиви
liability	0	0	0	0	0	0	0	0	0	0	отговорност
liaison	0	0	0	0	0	1	0	0	0	0	връзкар
liar	0	0	1	0	0	1	0	0	0	0	лъжец
libel	1	0	0	1	0	1	0	0	0	1	клевета
libelous	0	0	0	0	0	0	0	0	0	0	клеветнически
liberal	0	0	0	0	0	1	1	0	0	0	либерален
liberalism	0	0	0	0	0	0	0	0	0	0	либерализъм
liberate	1	1	0	0	1	0	1	0	1	1	освобождавам
liberation	0	1	0	0	1	0	1	0	1	0	освобождаване
liberty	0	1	0	0	1	0	1	0	1	1	свобода
libido	0	0	0	0	0	0	0	0	0	0	либидото
librarian	0	0	0	0	0	0	0	0	0	0	библиотекар
library	0	0	0	0	0	0	1	0	0	0	библиотека
libretto	0	0	0	0	0	0	0	0	0	0	либрето
license	0	0	0	0	0	0	0	0	0	0	Разрешително
lichen	0	0	0	0	0	0	0	0	0	0	лишеи
lick	0	0	1	0	0	1	0	0	0	0	облизвам
lid	0	0	0	0	0	0	0	0	0	0	капак
lie	1	0	1	0	0	1	0	1	0	0	лъжа
liege	0	0	0	0	0	0	0	0	0	0	обитател
lien	0	0	0	0	0	0	0	0	0	0	право на задържане
lieu	0	0	0	0	0	0	0	0	0	0	заместник
lieutenant	0	0	0	0	0	0	0	0	0	1	лейтенант
life	0	0	0	0	0	0	0	0	0	0	живот
lifeblood	0	0	0	0	0	0	1	0	0	0	жизнена кръв
lifeboat	0	0	0	0	0	0	0	0	0	0	спасителна лодка
lifeless	0	0	0	1	0	1	0	1	0	0	безжизнен
lifelike	0	0	0	0	0	0	0	0	0	0	реалистичен
lifelong	0	0	0	0	0	0	0	0	0	0	цял живот
lifetime	0	0	0	0	0	0	0	0	0	0	живот
lift	0	0	0	0	0	0	0	0	0	0	вдигам
ligament	0	0	0	0	0	0	0	0	0	0	лигамент
ligation	0	0	0	0	0	0	0	0	0	0	лигиране
light	0	0	0	0	0	0	0	0	0	0	светлина
lighten	0	0	0	0	0	0	0	0	0	0	изсветлявам
lighthouse	0	0	0	0	0	0	1	0	0	0	фар
lightness	0	0	0	0	0	0	0	0	0	0	лекота
lightning	1	0	0	1	0	0	0	0	1	0	мълния
likelihood	0	0	0	0	0	0	0	0	0	0	вероятност
likeness	0	0	0	0	0	0	0	0	0	0	подобие
likewise	0	0	0	0	0	0	0	0	0	0	по същия начин
liking	0	0	0	0	1	0	1	0	0	1	харесване
lilac	0	0	0	0	0	0	0	0	0	0	люляк
lily	0	0	0	0	0	0	0	0	0	0	лилия
limb	0	0	0	0	0	0	0	0	0	0	крайник
limbo	0	0	0	0	0	0	0	0	0	0	неопределеност
limit	0	0	0	0	0	0	0	0	0	0	лимит
limitation	0	0	0	0	0	0	0	0	0	0	ограничение
limited	1	0	0	0	0	1	0	1	0	0	ограничен
limitless	0	0	0	0	0	0	0	0	0	0	неограничен
limousine	0	0	0	0	0	0	0	0	0	0	лимузина
limp	0	0	0	0	0	1	0	0	0	0	накуцвам
lin	0	0	0	0	0	0	0	0	0	0	лин
line	0	0	0	0	0	0	0	0	0	0	линия
lineage	0	0	0	0	0	0	0	0	0	0	родословие
lineal	0	0	0	0	0	0	0	0	0	0	линеен
linear	0	0	0	0	0	0	0	0	0	0	линеен
lined	0	0	0	0	0	0	0	0	0	0	подплатени
linen	0	0	0	0	0	0	0	0	0	0	бельо
liner	0	0	0	0	0	0	0	0	0	0	подложка
lines	0	0	0	1	0	0	0	0	0	0	линии
linger	0	1	0	0	0	0	0	0	0	0	задържам се
lingo	0	0	0	0	0	0	0	0	0	0	жаргон
lingual	0	0	0	0	0	0	0	0	0	0	лингвална
linguist	0	0	0	0	0	0	1	0	0	1	лингвист
linguistic	0	0	0	0	0	0	0	0	0	0	лингвистичен
linguistics	0	0	0	0	0	0	0	0	0	0	лингвистика
lining	0	0	0	0	0	0	0	0	0	0	подплата
link	0	0	0	0	0	0	0	0	0	0	връзка
linoleum	0	0	0	0	0	0	0	0	0	0	линолеум
lint	0	0	0	0	0	1	0	0	0	0	мъх
lion	0	0	0	1	0	0	1	0	0	0	лъв
lip	0	0	0	0	0	0	0	0	0	0	устна
lipstick	0	0	0	0	0	0	0	0	0	0	червило
liquefaction	0	0	0	0	0	0	0	0	0	0	втечняване
liquefied	0	0	0	0	0	0	0	0	0	0	втечнен
liqueur	0	0	0	0	0	0	0	0	0	0	ликьор
liquid	0	0	0	0	0	0	0	0	0	0	течност
liquidate	0	0	0	0	0	0	0	0	0	0	ликвидирам
liquidation	0	0	0	0	0	0	0	0	0	0	ликвидация
liquidator	0	0	0	0	0	0	0	0	0	0	ликвидатор
liquidity	0	0	0	0	0	0	0	0	0	0	ликвидност
liquor	1	0	0	0	1	1	0	1	0	0	алкохол
lisp	0	0	0	0	0	0	0	0	0	0	прошепвам
list	0	0	0	0	0	0	0	0	0	0	списък
listen	0	0	0	0	0	0	0	0	0	0	слушам
listener	0	0	0	0	0	0	0	0	0	0	слушател
listing	0	0	0	0	0	0	0	0	0	0	листване
listless	0	0	0	0	0	1	0	1	0	0	апатичен
litany	0	0	0	0	0	0	0	0	0	0	литания
literally	0	0	0	0	0	0	0	0	0	0	буквално
literary	0	0	0	0	0	0	0	0	0	0	литературен
literature	0	0	0	0	0	0	0	0	0	0	литература
lithe	0	0	0	0	0	0	1	0	0	0	гъвкав
lithograph	0	0	0	0	0	0	0	0	0	0	литография
lithography	0	0	0	0	0	0	0	0	0	0	литография
lithology	0	0	0	0	0	0	0	0	0	0	литология
lithosphere	0	0	0	0	0	0	0	0	0	0	литосфера
litigant	0	0	0	0	0	1	0	0	0	0	участник в делото
litigate	1	1	1	1	0	1	0	1	0	0	водя дела
litigation	0	0	0	0	0	1	0	0	0	0	съдебни спорове
litigious	1	0	1	0	0	1	0	0	0	0	съдебен
litter	0	0	0	0	0	1	0	0	0	0	носилка
littoral	0	0	0	0	0	0	0	0	0	0	крайбрежие
liturgy	0	0	0	0	0	0	0	0	0	0	литургия
livelihood	0	0	0	0	0	0	0	0	0	0	поминък
livery	0	0	0	0	0	0	0	0	0	0	ливрея
livid	1	0	1	0	0	1	0	0	0	0	сивкав
living	0	0	0	0	0	0	0	0	0	0	жив
llama	0	0	0	0	0	0	0	0	0	0	лама
load	0	0	0	0	0	0	0	0	0	0	натоварване
loaf	0	0	0	0	0	1	0	0	0	0	питка
loafer	0	0	0	0	0	1	0	0	0	0	безделник
loam	0	0	0	0	0	0	0	0	0	0	глинеста почва
loan	0	0	0	0	0	0	0	0	0	0	заем
loath	1	0	0	0	0	1	0	0	0	0	отвращение
loathe	1	0	1	0	0	1	0	0	0	0	ненавиждам
loathing	0	0	1	0	0	1	0	0	0	0	омраза
loathsome	1	0	1	0	0	1	0	0	0	0	отвратителен
lobby	0	0	0	0	0	0	0	0	0	0	лоби
lobbyist	0	0	0	0	0	1	0	0	0	0	лобист
lobe	0	0	0	0	0	0	0	0	0	0	лоб
local	0	0	0	0	0	0	0	0	0	0	местен
locale	0	0	0	0	0	0	0	0	0	0	локал
locality	0	0	0	0	0	0	0	0	0	0	местност
localization	0	0	0	0	0	0	0	0	0	0	локализация
localize	0	1	0	0	0	0	0	0	0	0	локализирам
locate	0	0	0	0	0	0	0	0	0	0	локализирам
location	0	0	0	0	0	0	0	0	0	0	местоположение
loch	0	0	0	0	0	0	0	0	0	0	езеро
lock	0	0	0	0	0	0	0	0	0	0	ключалка
locker	0	0	0	0	0	0	0	0	0	0	шкафче
locksmith	0	0	0	0	0	0	0	0	0	0	ключар
lockup	0	0	0	1	0	1	0	1	0	0	заключване
locomotion	0	0	0	0	0	0	0	0	0	0	придвижване
locomotive	0	0	0	0	0	0	0	0	0	0	локомотив
locust	0	0	0	1	0	1	0	0	0	0	скакалец
lodge	0	0	0	0	0	0	0	0	0	0	ложа
lodger	0	0	0	0	0	0	0	0	0	0	квартирант
lodging	0	0	0	0	0	0	0	0	0	1	настаняване
loft	0	0	0	0	0	0	0	0	0	0	таванско помещение
lofty	0	0	0	0	0	1	0	0	0	0	възвишен
log	0	0	0	0	0	0	0	0	0	0	дневник
logarithm	0	0	0	0	0	0	0	0	0	0	логаритъм
logarithmic	0	0	0	0	0	0	0	0	0	0	логаритмичен
logic	0	0	0	0	0	0	0	0	0	0	логика
logical	0	0	0	0	0	0	1	0	0	0	логично
logistics	0	0	0	0	0	0	0	0	0	0	логистиката
logotype	0	0	0	0	0	0	0	0	0	0	лого
loin	0	0	0	0	0	0	0	0	0	0	Филе
lollipop	0	0	0	0	0	0	0	0	0	0	близалка
lone	0	0	0	0	0	0	0	1	0	0	самотен
loneliness	0	0	0	1	0	1	0	1	0	0	самота
lonely	1	0	1	1	0	1	0	1	0	0	самотен
lonesome	0	0	0	0	0	1	0	1	0	0	самотен
long	0	1	0	0	0	0	0	0	0	0	дълго
longevity	0	0	0	0	0	0	1	0	0	0	дълголетие
longing	0	1	0	0	0	0	0	1	0	0	копнеж
longitude	0	0	0	0	0	0	0	0	0	0	географска дължина
longitudinal	0	0	0	0	0	0	0	0	0	0	надлъжно
longitudinally	0	0	0	0	0	0	0	0	0	0	надлъжно
loo	0	0	1	0	0	1	0	0	0	0	тоалетна
lookout	0	0	0	0	0	0	0	0	0	0	внимавай
loom	0	1	0	1	0	1	0	0	0	0	стан
looming	0	0	0	0	0	0	0	0	0	0	задаващ се
loon	0	0	1	0	0	1	0	0	0	0	луна
loony	0	0	0	0	0	1	0	0	0	0	луд
loop	0	0	0	0	0	0	0	0	0	0	цикъл
loophole	0	0	0	0	0	0	0	0	0	0	вратичка
loosen	0	0	0	0	0	0	0	0	0	0	разхлабвам
loosening	0	0	0	0	0	0	0	0	0	0	разхлабване
loot	0	0	0	0	0	1	0	0	0	0	плячка
lop	0	0	0	0	0	0	0	0	0	0	lop
lopsided	0	0	0	0	0	0	0	0	0	0	накриво
lord	0	0	1	0	0	1	1	0	0	1	господарю
lords	0	0	0	0	0	0	0	0	0	0	господари
lordship	0	0	0	0	0	0	1	0	0	0	господство
lore	0	0	0	0	0	0	0	0	0	0	знание
lorry	0	0	0	0	0	0	0	0	0	0	камион
lose	1	0	1	1	0	1	0	1	1	0	губя
losing	1	0	0	0	0	1	0	1	0	0	губещ
loss	1	0	0	1	0	1	0	1	0	0	загуба
lost	0	0	0	0	0	1	0	1	0	0	изгубен
lot	0	0	0	0	0	0	0	0	0	0	много
lotion	0	0	0	0	0	0	0	0	0	0	лосион
lots	0	0	0	0	0	0	0	0	0	0	много
lottery	0	1	0	0	0	0	0	0	0	0	лотария
lotto	0	0	0	0	0	0	0	0	0	0	лото
loud	0	0	0	0	0	0	0	0	0	0	силен
loudly	0	0	0	0	0	0	0	0	0	0	силно
loudness	1	0	0	0	0	1	0	0	0	0	гръмкост
lounge	0	0	0	0	0	1	0	0	0	0	салон
louse	0	0	1	0	0	1	0	0	0	0	въшка
lovable	0	0	0	0	1	0	1	0	0	1	обичлив
love	0	0	0	0	1	0	1	0	0	0	любов
lovely	0	1	0	0	1	0	1	1	1	1	прекрасно
lovemaking	0	0	0	0	1	0	1	0	0	1	правене на любов
lover	0	1	0	0	1	0	1	0	0	1	любовник
loving	0	0	0	0	1	0	1	0	0	1	любящ
lower	0	0	0	0	0	1	0	1	0	0	нисък
lowering	0	0	0	0	0	1	0	0	0	0	понижаване
lowest	0	0	0	0	0	1	0	1	0	0	най-нисък
lowlands	0	0	0	0	0	1	0	0	0	0	низини
lowly	0	0	0	0	0	1	0	1	0	0	смирен
loyal	0	0	0	1	1	0	1	0	1	1	лоялен
loyalty	0	0	0	0	0	0	1	0	0	1	лоялност
lubricate	0	0	0	0	0	0	0	0	0	0	смазвам
lubrication	0	0	0	0	0	0	0	0	0	0	смазване
luck	0	1	0	0	1	0	1	0	1	0	късмет
lucky	0	0	0	0	1	0	1	0	1	0	късметлия
ludicrous	0	0	0	0	0	1	0	0	0	0	нелепо
lug	0	0	0	0	0	0	0	0	0	0	ухо
luggage	0	0	0	0	0	0	0	0	0	0	багаж
lull	0	1	0	0	0	0	0	0	0	0	затишие
lullaby	0	0	0	0	0	0	0	0	0	0	приспивна песен
lumbar	0	0	0	0	0	0	0	0	0	0	лумбален
lumber	0	0	0	0	0	0	0	0	0	0	дървен материал
lumbering	0	0	0	0	0	1	0	0	0	0	дърводобив
luminescent	0	0	0	0	0	0	0	0	0	0	луминесцентни
luminous	0	0	0	0	0	0	0	0	0	0	светещ
lump	0	0	0	0	0	1	0	0	0	0	бучка
lumpy	0	0	1	0	0	1	0	0	0	0	на бучки
lunacy	1	0	1	1	0	1	0	1	0	0	лудост
lunar	0	0	0	0	0	0	0	0	0	0	лунен
lunatic	1	0	1	1	0	1	0	0	0	0	лунатик
lunch	0	0	0	0	0	0	0	0	0	0	обяд
luncheon	0	0	0	0	0	0	0	0	0	0	обяд
lunge	0	0	0	0	0	0	0	0	1	0	скок
lungs	0	0	0	0	0	0	0	0	0	0	бели дробове
lurch	0	0	0	0	0	1	0	0	0	0	клатушкане
lure	0	0	0	0	0	1	0	0	0	0	примамка
lurid	0	0	1	0	0	1	0	0	0	0	зловещ
lurk	0	0	0	0	0	1	0	0	0	0	дебнат
lurking	0	0	0	0	0	1	0	0	0	0	дебнещ
luscious	0	1	0	0	1	0	1	0	0	0	пищен
lush	0	0	1	0	0	1	0	1	0	0	буйни
lust	0	1	0	0	0	1	0	0	0	0	похот
luster	0	0	0	0	1	0	1	0	0	0	блясък
lustful	0	0	0	0	0	1	0	0	0	0	похотлив
lustrous	0	0	0	0	0	0	1	0	0	0	лъскав
lusty	0	0	1	0	0	0	0	0	0	0	похотлив
lute	0	0	0	0	0	0	0	0	0	0	лютня
luxuriant	0	0	0	0	0	0	1	0	0	0	пищен
luxurious	0	0	0	0	1	0	1	0	0	0	луксозен
luxury	0	0	0	0	1	0	1	0	0	0	лукс
lying	1	0	1	0	0	1	0	0	0	0	лъжа
lymph	0	0	0	0	0	0	0	0	0	0	лимфа
lymphatic	0	0	0	0	0	0	0	0	0	0	лимфен
lynch	1	0	1	1	0	1	0	1	0	0	линч
lynx	0	0	0	0	0	0	0	0	0	0	рис
lyre	0	0	0	0	1	0	1	0	0	0	лира
lyric	0	0	0	0	0	0	0	0	0	0	лирика
lyrical	0	0	0	0	1	0	1	0	0	0	лиричен
mace	0	0	0	1	0	1	0	0	0	0	боздуган
machine	0	0	0	0	0	0	0	0	0	1	машина
machinery	0	0	0	0	0	0	0	0	0	0	машини
machinist	0	0	0	0	0	0	0	0	0	0	машинист
mackerel	0	0	0	0	0	0	0	0	0	0	скумрия
mad	1	0	1	1	0	1	0	1	0	0	луд
madam	0	0	0	0	0	0	0	0	0	0	Мадам
madame	0	0	0	0	0	0	0	0	0	0	мадам
madden	1	0	0	1	0	1	0	0	0	0	полудял
madman	1	0	0	1	0	1	0	0	0	0	луд човек
madness	1	0	0	1	0	1	0	0	0	0	лудост
mafia	0	0	0	1	0	1	0	0	0	0	мафия
magazine	0	0	0	0	0	0	0	0	0	0	списание
mage	0	0	0	1	0	0	0	0	0	0	магьосник
magenta	0	0	0	0	0	0	0	0	0	0	магента
maggot	0	0	1	0	0	1	0	0	0	0	личинка
magic	0	0	0	0	0	0	0	0	0	0	магия
magical	0	1	0	0	1	0	1	0	1	0	магически
magician	0	0	0	0	0	0	0	0	1	0	магьосник
magistrate	0	0	0	0	0	0	0	0	0	0	магистрат
magma	0	0	0	0	0	0	0	0	0	0	магма
magnate	0	0	0	0	0	0	0	0	0	0	магнат
magnet	0	0	0	0	0	0	1	0	0	1	магнит
magnetism	0	0	0	0	0	0	1	0	0	0	магнетизъм
magnetite	0	0	0	0	0	0	1	0	0	0	магнетит
magnificence	0	1	0	0	1	0	1	0	0	1	великолепие
magnificent	0	1	0	0	1	0	1	0	1	1	великолепен
magnifier	0	0	0	0	0	0	0	0	0	0	лупа
magnify	0	0	0	0	0	0	0	0	0	0	увеличавам
magnitude	0	0	0	0	0	0	0	0	0	0	величина
magpie	0	0	0	0	0	0	0	0	0	0	сврака
maid	0	0	0	0	0	0	0	0	0	0	домашна прислужница
maiden	0	0	0	0	0	0	1	0	0	0	девойка
mail	0	1	0	0	0	0	0	0	0	0	поща
main	0	0	0	0	0	0	1	0	0	0	основен
mainland	0	0	0	0	0	0	0	0	0	0	континентална част
mainstay	0	0	0	0	0	0	1	0	0	1	опора
maintenance	0	0	0	0	0	0	0	0	0	1	поддръжка
majestic	0	1	0	0	1	0	1	0	1	1	величествен
majesty	0	0	0	0	0	0	1	0	0	1	величие
major	0	0	0	0	0	0	1	0	0	0	майор
majority	0	0	0	0	1	0	1	0	0	1	мнозинство
make	0	0	0	0	0	0	0	0	0	0	направи
maker	0	0	0	0	0	0	0	0	0	0	производител
makeshift	0	0	0	0	0	1	0	0	0	0	импровизиран
makeup	0	0	0	0	0	0	0	0	0	0	грим
malady	0	0	0	0	0	1	0	0	0	0	неразположение
malaise	0	0	0	0	0	1	0	1	0	0	неразположение
malaria	0	0	1	1	0	1	0	1	0	0	малария
malevolent	1	0	1	1	0	1	0	1	0	0	злонамерен
malfeasance	0	0	1	0	0	1	0	0	0	0	длъжностно престъпление
malformation	0	0	0	0	0	1	0	0	0	0	малформация
malice	1	0	0	1	0	1	0	0	0	0	злоба
malicious	1	0	1	1	0	1	0	1	0	0	злонамерен
malign	1	0	1	0	0	1	0	0	0	0	злокачествен
malignancy	0	0	0	1	0	1	0	1	0	0	злокачествено заболяване
malignant	1	0	0	1	0	1	0	0	0	0	злокачествен
mall	0	0	0	0	0	0	0	0	0	0	търговски център
malleable	0	0	0	0	0	0	0	0	0	0	ковък
mallet	0	0	0	0	0	0	0	0	0	0	чук
malpractice	1	0	0	0	0	1	0	0	0	0	злоупотреба
mamma	0	0	0	0	0	0	0	0	0	1	мама
mammal	0	0	0	0	0	0	0	0	0	0	бозайник
mammoth	0	0	0	0	0	0	0	0	0	0	мамут
manage	0	0	0	0	0	0	1	0	0	1	управлявам
management	0	0	0	0	0	0	1	0	0	1	управление
manager	0	0	0	0	0	0	0	0	0	0	мениджър
mandamus	0	0	0	1	0	1	0	0	0	0	мандамус
mandarin	0	0	0	0	0	0	1	0	0	1	мандарина
mandate	0	0	0	0	0	0	0	0	0	0	мандат
mandible	0	0	0	0	0	0	0	0	0	0	долна челюст
mandolin	0	0	0	0	0	0	0	0	0	0	мандолина
mandrel	0	0	0	0	0	0	0	0	0	0	дорник
mane	0	0	0	0	0	0	0	0	0	0	грива
maneuver	0	0	0	0	0	0	0	0	0	0	маневра
maneuvering	0	0	0	0	0	0	0	0	0	0	маневриране
mange	0	0	1	1	0	1	0	0	0	0	краста
manger	0	0	0	0	0	0	0	0	0	0	ясла
mangle	1	0	1	1	0	1	0	1	0	0	изкривявам
mango	0	0	0	0	0	0	0	0	0	0	манго
mangosteen	0	0	0	0	0	0	0	0	0	0	мангостин
manhood	0	0	0	0	0	0	1	0	0	0	мъжество
mania	0	0	0	0	0	1	0	0	0	0	мания
maniac	1	0	0	1	0	1	0	0	0	0	маниак
maniacal	0	0	0	0	0	1	0	0	0	0	маниакален
manicure	0	0	0	0	0	0	0	0	0	0	маникюр
manifest	0	0	0	0	0	0	0	0	0	0	манифест
manifestation	0	0	0	1	0	0	0	0	0	0	проявление
manifested	0	0	0	0	0	0	1	0	0	0	проявени
manifestly	0	0	0	0	0	0	0	0	0	0	явно
manifesto	0	0	0	0	0	0	0	0	0	0	манифест
manifold	0	0	0	0	0	0	0	0	0	0	колектор
manipulate	0	0	0	0	0	1	0	0	0	0	манипулирам
manipulation	1	0	0	1	0	1	0	0	0	0	манипулация
mankind	0	0	0	0	0	0	0	0	0	0	човечеството
manly	0	0	0	0	0	0	1	0	0	0	мъжествен
manna	0	0	0	0	0	0	1	0	0	0	мана
manner	0	0	0	0	0	0	0	0	0	0	начин
mannered	0	0	0	0	0	0	1	0	0	0	възпитан
manners	0	0	0	0	0	0	1	0	0	0	маниери
manor	0	0	0	0	0	0	0	0	0	0	имение
mansion	0	0	0	0	0	0	0	0	0	0	имение
manslaughter	1	0	1	1	0	1	0	1	1	0	непредумишлено убийство
mantle	0	0	0	0	0	0	0	0	0	0	мантия
manual	0	0	0	0	0	0	0	0	0	1	ръководство
manufacture	0	0	0	0	0	0	0	0	0	0	производство
manufacturer	0	0	0	0	0	0	1	0	0	0	производител
manure	0	0	1	0	0	1	0	0	0	0	тор
manuscript	0	0	0	0	0	0	0	0	0	0	ръкопис
map	0	0	0	0	0	0	0	0	0	0	карта
mar	0	0	0	0	0	1	0	0	0	0	март
