English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Slovak Word
hurry	0	1	0	0	0	0	0	0	0	0	ponáhľaj sa
hurt	1	0	0	1	0	1	0	1	0	0	ublížiť
hurtful	1	0	1	1	0	1	0	1	0	0	zraňujúci
hurting	1	0	0	1	0	1	0	1	0	0	bolieť
husbandry	0	0	0	0	0	0	1	0	0	1	chov
hush	0	0	0	0	0	0	1	0	0	0	ticho
hushed	0	0	0	0	0	0	0	0	0	0	utíšil
husk	0	0	0	0	0	0	0	0	0	0	šupka
husky	0	0	0	0	0	0	0	0	0	0	husky
hustle	0	0	0	0	0	0	0	0	0	0	zhon
hustler	0	0	0	0	0	1	0	0	0	0	podvodník
hut	0	0	0	0	0	0	1	1	0	0	chatrč
hutch	0	0	0	0	0	0	0	0	0	0	chatrč
hyacinth	0	0	0	0	0	0	0	0	0	0	hyacint
hybrid	0	0	0	0	0	0	0	0	0	0	Hybrid
hydra	0	0	0	1	0	1	0	0	0	0	hydra
hydraulics	0	0	0	0	0	0	0	0	0	0	hydraulika
hydrocephalus	0	0	1	1	0	1	0	1	0	0	hydrocefalus
hydrodynamics	0	0	0	0	0	0	0	0	0	0	hydrodynamika
hydrogen	0	0	0	0	0	0	0	0	0	0	vodík
hydrographic	0	0	0	0	0	0	0	0	0	0	hydrografický
hydrology	0	0	0	0	0	0	0	0	0	0	hydrológie
hygiene	0	0	0	0	0	0	0	0	0	0	hygiena
hygienic	0	0	0	0	0	0	1	0	0	0	hygienické
hymn	0	1	0	0	1	0	1	1	0	1	hymna
hype	0	1	0	0	0	1	0	0	0	0	humbuk
hyperbole	0	0	0	0	0	1	0	0	0	0	hyperbola
hypertrophy	0	0	1	1	0	0	0	0	1	0	hypertrofia
hyphen	0	0	0	0	0	0	0	0	0	0	spojovník
hypnotic	0	0	0	0	0	0	0	0	0	0	hypnotikum
hypnotized	0	0	0	0	0	0	0	0	0	0	zhypnotizovaný
hypocrisy	0	0	0	0	0	1	0	0	0	0	pokrytectvo
hypocrite	0	0	1	0	0	1	0	0	0	0	pokrytec
hypocritical	0	0	1	0	0	1	0	0	0	0	pokrytecký
hypothesis	0	1	0	0	0	0	0	0	1	0	hypotéza
hypothetical	0	0	0	0	0	0	0	0	0	0	hypotetický
hysteria	0	0	0	1	0	1	0	0	0	0	hystéria
hysterical	1	0	0	1	0	1	0	0	0	0	hysterický
ice	0	0	0	0	0	0	0	0	0	0	ľad
iceberg	0	0	0	0	0	0	0	0	0	0	ľadovca
icon	0	0	0	0	0	0	0	0	0	0	ikonu
iconic	0	0	0	0	0	0	0	0	0	0	ikonický
iconography	0	0	0	0	0	0	0	0	0	0	ikonografia
icy	0	0	0	0	0	0	0	0	0	0	ľadový
idea	0	0	0	0	0	0	0	0	0	0	nápad
idealism	0	0	0	0	0	0	1	0	0	0	idealizmus
idealist	0	0	0	0	0	0	0	0	0	0	idealista
identical	0	0	0	0	0	0	0	0	0	0	identické
identically	0	0	0	0	0	0	0	0	0	0	identicky
identification	0	0	0	0	0	0	0	0	0	0	identifikácia
identify	0	0	0	0	0	0	0	0	0	0	identifikovať
identity	0	0	0	0	0	0	0	0	0	0	identity
ideology	0	0	0	0	0	0	0	0	0	0	ideológie
idiocy	1	0	1	0	0	1	0	1	0	0	idiocie
idiom	0	0	0	0	0	0	0	0	0	0	idiom
idiomatic	0	0	0	0	0	0	0	0	0	0	idiomatický
idiot	0	0	1	0	0	1	0	0	0	0	idiot
idiotic	1	0	1	0	0	1	0	0	0	0	idiotský
idle	0	0	0	0	0	0	0	0	0	0	nečinný
idleness	0	0	0	0	0	0	0	0	0	0	nečinnosť
idler	0	0	0	0	0	1	0	0	0	0	nečinný
idol	0	0	0	0	0	0	1	0	0	0	idol
idolatry	0	0	1	1	0	1	0	0	0	0	modlárstvo
igloo	0	0	0	0	0	0	0	0	0	0	iglu
igneous	0	0	0	0	0	0	0	0	0	0	magmatický
ignite	0	0	0	0	0	0	0	0	0	0	zapáliť
ignition	0	0	0	0	0	0	0	0	0	0	zapálenie
ignorance	0	0	0	0	0	1	0	0	0	0	nevedomosť
ignorant	0	0	1	0	0	1	0	0	0	0	neznalý
ignore	0	0	0	0	0	1	0	0	0	0	ignorovať
ilk	0	0	0	0	0	0	0	0	0	0	podobne
ill	1	0	1	1	0	1	0	1	0	0	chorý
illegal	1	0	1	1	0	1	0	1	0	0	nezákonné
illegality	1	0	1	1	0	1	0	0	0	0	nezákonnosti
illegally	0	0	0	0	0	0	0	0	0	0	nelegálne
illegible	0	0	0	0	0	1	0	0	0	0	nečitateľné
illegitimate	1	0	1	1	0	1	0	1	1	0	nelegitímne
illicit	1	0	1	1	0	1	0	0	0	0	nedovolené
illiterate	0	0	1	0	0	1	0	0	0	0	negramotný
illness	0	0	0	1	0	1	0	1	0	0	choroba
illogical	0	0	0	0	0	1	0	0	0	0	nelogické
illuminate	0	1	0	0	1	0	1	0	1	0	osvetliť
illumination	0	0	0	0	1	0	1	0	1	1	osvetlenie
illuminator	0	0	0	0	0	0	0	0	0	0	iluminátor
illusion	0	0	0	0	0	1	0	0	1	0	ilúzia
illustrate	0	0	0	0	0	0	1	0	0	0	ilustrovať
illustration	0	0	0	0	0	0	0	0	0	0	ilustrácie
illustrative	0	0	0	0	0	0	0	0	0	0	ilustratívny
illustrious	0	0	0	0	0	0	1	0	0	0	preslávený
image	0	0	0	0	0	0	0	0	0	0	obrázok
imagery	0	0	0	0	0	0	0	0	0	0	obraznosť
imaginary	0	0	0	0	0	0	0	0	0	0	imaginárny
imagination	0	0	0	0	0	0	0	0	0	0	predstavivosť
imaginative	0	0	0	0	0	0	1	0	0	0	nápadité
imagine	0	0	0	0	0	0	0	0	0	0	predstavte si
imagined	0	0	0	0	0	0	0	0	0	0	si predstavoval
imagining	0	0	0	0	0	0	0	0	0	0	predstavovať si
imam	0	0	0	0	0	0	0	0	0	0	imám
imbedded	0	0	0	0	0	0	0	0	0	0	vložené
imitate	0	0	0	0	0	0	0	0	0	0	imitovať
imitated	0	0	0	0	0	1	0	0	0	0	napodobnil
imitation	0	0	0	0	0	1	0	0	0	0	imitácia
immaculate	0	0	0	0	1	0	1	0	0	1	nepoškvrnený
immaterial	0	0	0	0	0	0	0	0	0	0	nehmotný
immature	0	1	0	0	0	1	0	0	0	0	nevyspelý
immaturity	1	1	0	0	0	1	0	0	0	0	nezrelosť
immeasurable	0	0	0	0	0	0	0	0	0	0	nemerateľný
immeasurably	0	0	0	0	0	0	0	0	0	0	nezmerateľne
immediacy	0	0	0	0	0	0	0	0	1	0	bezprostrednosť
immediately	0	1	0	0	0	1	1	0	0	0	okamžite
immemorial	0	0	0	0	0	0	0	0	0	0	nepamätný
immense	0	0	0	0	0	0	1	0	0	0	nesmierny
immerse	0	1	0	1	1	0	1	0	1	1	ponoriť
immersion	0	0	0	0	0	0	0	0	0	0	ponorenie
immigrant	0	0	0	1	0	0	0	0	0	0	prisťahovalec
immigration	0	0	0	0	0	0	0	0	0	0	imigrácia
imminent	0	1	0	1	0	0	0	0	0	0	hroziacej
immoral	1	0	1	1	0	1	0	1	0	0	nemorálny
immorality	1	0	1	0	0	1	0	0	0	0	nemravnosť
immortal	0	0	0	0	0	0	1	0	0	0	nesmrteľný
immortality	0	1	0	0	0	0	0	0	0	0	nesmrteľnosť
immovable	0	0	0	0	0	1	1	0	0	1	nepojazdný
immune	0	0	0	0	0	0	0	0	0	0	imúnny
immunity	0	0	0	0	0	0	0	0	0	0	imunita
immunization	0	0	0	0	0	0	0	0	0	1	imunizácia
immutable	0	0	0	0	0	0	0	0	0	0	nemenný
imp	0	0	0	0	0	0	0	0	0	0	imp
impact	0	0	0	0	0	0	0	0	0	0	vplyv
impair	0	0	0	0	0	1	0	0	0	0	zhoršiť
impairment	0	0	0	0	0	1	0	0	0	0	oslabenie
impart	0	0	0	0	0	0	1	0	0	1	odovzdať
impartial	0	0	0	0	0	0	1	0	0	1	nestranný
impartiality	0	0	0	0	0	0	1	0	0	1	nestrannosť
impassable	0	0	0	0	0	1	0	0	0	0	nepriechodné
impassioned	0	0	0	0	0	0	0	0	0	0	vášnivý
impatience	0	0	0	0	0	1	0	0	0	0	netrpezlivosť
impatient	0	1	0	0	0	1	0	0	0	0	netrpezlivý
impeach	0	0	1	1	0	1	0	0	0	0	obžalovať
impeachment	0	0	0	0	0	1	0	0	0	0	obvinenie
impeccable	0	0	0	0	0	0	1	0	0	1	bezvadný
impede	0	0	0	0	0	1	0	0	0	0	prekážať
impediment	0	0	0	0	0	0	0	0	0	0	prekážka
impelled	0	0	0	0	0	0	0	0	0	0	poháňaný
impending	0	1	0	1	0	0	0	0	0	0	blížiace sa
impenetrable	0	0	0	0	0	0	0	0	0	1	nepreniknuteľný
imperative	0	0	0	0	0	0	0	0	0	0	imperatív
imperceptible	0	0	0	0	0	0	0	0	0	0	nepostrehnuteľný
imperfection	0	0	0	0	0	1	0	0	0	0	nedokonalosť
imperfectly	0	0	0	0	0	1	0	0	0	0	nedokonale
imperial	0	0	0	0	0	0	0	0	0	0	cisársky
impermeable	1	0	0	1	0	0	0	0	0	0	nepriepustný
impermissible	0	0	0	0	0	0	0	0	0	0	neprípustné
impersonal	0	0	0	0	0	0	0	0	0	0	neosobný
impersonate	0	0	0	0	0	1	0	0	0	0	zosobniť sa
impersonation	0	0	0	0	0	1	0	0	0	0	zosobnenie
impervious	0	0	0	0	0	0	1	0	0	0	nepriepustný
impetus	0	0	0	0	0	0	0	0	0	0	impulz
implacable	0	0	0	0	0	1	0	0	0	0	nezmieriteľný
implant	0	0	0	0	0	0	0	0	0	0	implantát
implantation	0	0	0	0	0	0	0	0	0	0	implantácia
implanted	0	0	0	0	0	0	0	0	0	0	implantované
implement	0	0	0	0	0	0	0	0	0	0	realizovať
implicate	1	0	0	0	0	1	0	0	0	0	implikovať
implicated	0	0	0	0	0	0	0	0	0	0	zapletený
implication	0	0	0	0	0	0	0	0	0	0	implikácia
implied	0	0	0	0	0	0	0	0	0	0	implicitne
implore	0	0	0	0	0	0	0	0	0	0	prosiť
implosion	0	0	0	0	0	0	0	0	0	0	implózia
imply	0	0	0	0	0	0	0	0	0	0	naznačovať
impolite	0	0	1	0	0	1	0	0	0	0	nezdvorilý
import	0	0	0	0	0	0	0	0	0	0	importovať
importance	0	1	0	0	0	0	1	0	0	0	dôležitosti
important	0	0	0	0	0	0	1	0	0	1	dôležité
importation	0	0	0	0	0	0	0	0	0	0	dovoz
impose	0	0	0	0	0	0	0	0	0	0	uložiť
imposing	0	0	0	0	0	0	0	0	0	0	impozantný
imposition	0	0	0	0	0	1	0	0	0	0	uloženie
impossibility	0	0	0	0	0	0	0	0	0	0	nemožnosť
impossible	0	0	0	0	0	1	0	1	0	0	nemožné
impotence	1	0	0	1	0	1	0	1	0	0	impotencia
impotent	0	0	0	0	0	1	0	0	0	0	impotentný
impound	0	0	0	0	0	1	0	0	0	0	zabaviť
impracticable	0	0	0	0	0	1	0	0	0	0	neuskutočniteľné
impress	0	0	0	0	0	0	1	0	0	0	zapôsobiť
impression	0	0	0	0	0	0	1	0	0	0	dojem
impressionable	0	0	0	0	0	0	0	0	0	1	ovplyvniteľný
imprint	0	0	0	0	0	0	0	0	0	0	odtlačok
imprison	0	0	0	0	0	1	0	0	0	0	uväzniť
imprisoned	1	0	1	1	0	1	0	1	0	0	uväznený
imprisonment	1	0	1	1	0	1	0	1	0	0	uväznenie
improbable	0	0	0	0	0	0	0	0	0	0	nepravdepodobné
impromptu	0	0	0	0	0	0	0	0	0	0	improvizovaný
impropriety	0	0	0	0	0	1	0	0	0	0	nevhodnosť
improve	0	1	0	0	1	0	1	0	0	1	zlepšiť
improved	0	0	0	0	0	0	1	0	0	0	vylepšený
improvement	0	0	0	0	1	0	1	0	0	1	zlepšenie
improving	0	0	0	0	0	0	1	0	0	0	zlepšenie
improvisation	0	0	0	0	0	0	0	0	1	0	improvizácia
improvise	0	1	0	0	0	0	1	0	1	0	improvizovať
improvised	0	0	0	0	0	0	0	0	0	0	improvizované
imprudent	0	0	0	0	0	1	0	1	0	0	nerozvážny
impulse	0	0	0	0	0	0	0	0	0	0	impulz
impunity	0	0	0	0	0	0	0	0	0	0	beztrestnosť
impure	0	0	1	0	0	1	0	0	0	0	nečistý
impurity	0	0	1	0	0	1	0	0	0	0	nečistoty
imputation	0	0	0	0	0	1	0	0	0	0	imputácia
inability	0	0	0	0	0	1	0	1	0	0	neschopnosť
inaccessible	0	0	0	0	0	1	0	0	0	0	neprístupné
inaccurate	0	0	0	0	0	1	0	0	0	0	nepresné
inaction	0	0	0	0	0	1	0	0	0	0	nečinnosti
inactivate	0	0	0	0	0	0	0	0	0	0	inaktivovať
inactivation	0	0	0	0	0	0	0	0	0	0	inaktivácia
inactive	0	0	0	0	0	0	0	0	0	0	neaktívne
inactivity	0	0	0	0	0	1	0	0	0	0	nečinnosti
inadequacy	0	0	0	0	0	1	0	0	0	0	nedostatočnosť
inadequate	0	0	0	0	0	1	0	1	0	0	nedostačujúca
inadmissible	1	0	1	0	0	1	0	0	0	0	neprípustné
inadvertent	0	0	0	0	0	0	0	0	0	0	neúmyselné
inadvertently	0	0	0	0	0	0	0	0	0	0	omylom
inalienable	0	0	0	0	0	0	1	0	0	0	neodňateľný
inane	0	0	0	0	0	1	0	0	0	0	hlúpy
inanimate	0	0	0	0	0	0	0	0	0	0	neživý
inapplicable	0	0	0	0	0	1	0	0	0	0	nepoužiteľné
inappropriate	1	0	1	0	0	1	0	1	0	0	nevhodný
inattention	1	0	0	0	0	1	0	0	0	0	nepozornosť
inaudible	0	0	0	0	0	1	0	0	0	0	nepočuteľné
inaugural	0	1	0	0	0	0	0	0	0	0	inauguračný
inaugurate	0	0	0	0	0	0	0	0	0	0	inaugurovať
inauguration	0	1	0	0	1	0	1	0	0	1	inaugurácia
inborn	0	0	0	0	0	0	0	0	0	0	vrodený
inbred	0	0	0	0	0	0	0	0	0	0	inbredné
incalculable	0	0	0	0	0	1	0	0	0	0	nevyčísliteľné
incandescent	0	0	0	0	0	0	0	0	0	0	žiarovka
incapable	0	0	0	0	0	0	0	0	0	0	neschopný
incapacity	0	0	0	0	0	1	0	0	0	0	nespôsobilosť
incarceration	1	0	1	1	0	1	0	1	0	0	uväznenie
incase	1	0	1	1	0	1	0	1	0	0	v prípade
incendiary	1	0	0	1	0	1	0	0	1	0	zápalný
incense	1	0	0	0	0	1	0	0	0	0	kadidlo
incentive	0	0	0	0	0	0	0	0	0	0	stimul
inception	0	0	0	0	0	0	0	0	0	0	vznik
incessant	0	0	0	0	0	1	0	0	0	0	neustály
incessantly	0	0	0	0	0	0	0	0	0	0	neprestajne
incest	1	0	1	1	0	1	0	1	0	0	incest
incestuous	0	0	1	0	0	1	0	0	0	0	incestný
inch	0	0	0	0	0	0	0	0	0	0	palec
incidence	0	0	0	0	0	0	0	0	0	0	výskyt
incident	0	0	0	0	0	0	0	0	1	0	incident
incidentally	0	0	0	0	0	0	0	0	0	0	mimochodom
incineration	0	0	0	0	0	1	0	0	0	0	spálenie
incipient	0	0	0	0	0	0	0	0	0	0	začínajúci
incision	0	0	0	0	0	0	0	0	0	0	rez
incisive	0	0	0	0	0	0	1	0	0	0	prenikavý
incite	1	1	0	1	0	1	0	0	0	0	podnecovať
incitement	0	0	0	0	0	0	0	0	0	0	podnecovanie
inclement	0	0	0	0	0	1	0	0	0	0	neprajný
inclination	0	0	0	0	0	0	0	0	0	0	sklon
incline	0	0	0	0	0	0	0	0	0	1	sklon
inclined	0	0	0	0	0	0	0	0	0	0	naklonený
include	0	0	0	0	0	0	1	0	0	0	zahŕňajú
included	0	0	0	0	0	0	1	0	0	0	zahrnuté
including	0	0	0	0	0	0	1	0	0	0	počítajúc do toho
inclusion	0	0	0	0	0	0	0	0	0	1	začlenenie
inclusive	0	0	0	0	0	0	1	0	0	0	vrátane
incognito	0	0	0	0	0	0	0	0	0	0	inkognito
incoherent	0	0	0	0	0	1	0	0	0	0	nesúvislý
income	0	1	0	0	1	1	1	1	0	1	príjem
incoming	0	0	0	0	0	0	0	0	0	0	prichádzajúce
incompatible	1	0	1	0	0	1	0	1	0	0	nezlučiteľné
incompetence	0	0	0	0	0	1	0	0	0	0	nekompetentnosť
incompetent	1	0	0	0	0	1	0	1	0	0	neschopný
incompletely	0	0	0	0	0	0	0	0	0	0	neúplne
incompleteness	0	0	0	0	0	1	0	0	0	0	neúplnosť
incomprehensible	0	0	0	0	0	1	0	0	0	0	nezrozumiteľné
inconclusive	0	0	0	0	0	0	0	0	0	0	nepresvedčivá
incongruous	1	0	0	0	0	1	0	0	0	0	nesúrodé
inconsequential	0	0	0	0	0	1	0	1	0	0	bezvýznamný
inconsiderate	1	0	1	0	0	1	0	1	0	0	bezohľadný
inconsistency	0	0	0	0	0	1	0	0	0	0	nesúlad
inconspicuous	0	0	0	0	0	0	0	0	0	0	nenápadný
incontinence	0	0	0	0	0	0	0	0	1	0	inkontinencia
inconvenient	1	0	1	0	0	1	0	1	0	0	nepohodlné
incorporate	0	0	0	0	0	0	0	0	0	0	začleniť
incorporation	0	0	0	0	0	0	0	0	0	0	začlenenie
incorrect	0	0	0	0	0	1	0	0	0	0	nesprávne
increase	0	0	0	0	0	0	1	0	0	0	zvýšiť
increased	0	0	0	0	0	0	0	0	0	0	zvýšená
incredulous	1	0	1	0	0	1	0	0	0	0	neveriaci
increment	0	0	0	0	0	0	0	0	0	0	prírastok
incrimination	0	0	0	1	0	1	0	1	0	0	inkriminácia
incubation	0	0	0	0	0	0	0	0	0	0	inkubácia
incubus	0	0	1	1	0	1	0	0	0	0	incubus
incur	0	0	0	0	0	1	0	0	0	0	spôsobiť
incurable	1	0	1	1	0	1	0	1	0	0	nevyliečiteľná
incursion	0	0	0	1	0	1	0	0	0	0	vpád
indebted	0	0	0	0	0	0	0	0	0	0	zadlžený
indecency	1	0	1	0	0	0	0	0	0	0	neslušnosť
indecent	0	0	1	0	0	1	0	0	0	0	neslušné
indecision	0	0	0	0	0	1	0	0	0	0	nerozhodnosť
indecisive	0	0	0	0	0	1	0	0	0	0	nerozhodný
indefensible	0	0	0	1	0	1	0	0	0	0	neobhájiteľné
indelible	0	0	0	0	0	0	1	0	0	1	nezmazateľný
indemnification	0	0	0	0	0	0	0	0	0	0	odškodnenie
indemnify	0	0	0	0	0	1	0	0	0	0	odškodniť
indemnity	0	0	0	0	0	0	1	0	0	1	odškodnenie
indent	0	0	0	0	0	0	0	0	0	1	zarážka
indentation	0	0	0	0	0	0	0	0	0	0	odsadenie
indenture	1	0	0	0	0	1	0	0	0	0	indentúra
independence	0	1	0	0	1	0	1	0	1	1	nezávislosť
independent	0	0	0	0	0	0	0	0	0	0	nezávislý
indescribable	0	0	0	0	0	0	0	0	0	0	neopísateľné
indestructible	0	0	0	0	0	0	1	0	0	1	nezničiteľné
indeterminate	0	0	0	0	0	1	0	0	0	0	neurčitý
index	0	0	0	0	0	0	0	0	0	0	index
indicating	0	0	0	0	0	0	0	0	0	0	označujúci
indication	0	0	0	0	0	0	0	0	0	0	indikáciou
indicative	0	0	0	0	0	0	0	0	0	0	orientačné
indicator	0	0	0	0	0	0	0	0	0	0	indikátor
indice	0	0	0	0	0	0	0	0	0	0	index
indict	1	0	0	1	0	1	0	0	0	0	obžalovať
indictment	0	0	0	1	0	1	0	0	0	0	obžaloba
indifference	1	0	1	1	0	1	0	1	0	0	ľahostajnosť
indigenous	0	0	0	0	0	0	0	0	0	0	domorodý
indigent	0	0	0	0	0	1	0	1	0	0	nemajetný
indigestion	0	0	0	0	0	0	0	0	0	0	tráviace ťažkosti
indignant	1	0	0	0	0	1	0	0	0	0	rozhorčený
indignation	1	0	1	0	0	1	0	0	0	0	rozhorčenie
indigo	0	0	0	0	0	0	0	0	0	0	indigo
indirect	0	0	0	0	0	0	0	0	0	0	nepriamy
indispensable	0	0	0	0	0	0	0	0	0	0	nepostrádateľný
indistinct	0	0	0	0	0	1	0	0	0	0	nevýrazný
indistinguishable	0	0	0	0	0	0	0	0	0	0	nerozoznateľný
individuality	0	0	0	0	0	0	1	0	0	0	individualita
indivisible	0	0	0	0	0	0	0	0	0	1	nedeliteľné
indoctrination	1	0	0	1	0	1	0	0	0	0	indoktrinácia
indolent	0	0	0	0	0	1	0	0	0	0	indolentný
indomitable	0	0	0	1	0	0	1	0	0	0	neodbytný
indoor	0	0	0	0	0	0	0	0	0	0	v interiéri
induce	0	0	0	0	0	0	0	0	0	0	vyvolať
induced	0	0	0	0	0	0	0	0	0	0	vyvolané
inducement	0	0	0	0	0	0	0	0	0	0	podnecovanie
induction	0	0	0	0	0	0	0	0	0	0	indukcia
indulge	0	0	0	0	0	0	0	0	0	0	dopriať si
indulgence	0	0	0	0	0	0	0	0	0	0	zhovievavosť
indulgent	0	0	0	0	0	0	0	0	0	0	zhovievavý
industrious	0	0	0	0	0	0	0	0	0	0	pracovitý
industry	0	0	0	0	0	0	0	0	0	0	priemyslu
ineffable	0	0	0	0	0	0	1	0	0	0	nevysloviteľné
ineffective	0	0	0	0	0	1	0	0	0	0	neúčinné
ineffectual	0	0	1	0	0	1	0	0	0	0	neúspešný
inefficiency	0	0	1	0	0	1	0	1	0	0	neefektívnosť
inefficient	0	0	0	0	0	1	0	1	0	0	neefektívne
inelastic	0	0	0	0	0	0	0	0	0	0	nepružný
ineligible	0	0	0	0	0	0	0	0	0	0	nespôsobilé
inept	1	0	1	0	0	1	0	0	0	0	nešikovný
ineptitude	0	0	1	1	0	1	0	1	0	0	neschopnosť
inequality	1	0	0	1	0	1	0	1	0	0	nerovnosť
inequitable	0	0	0	0	0	1	0	0	0	0	nespravodlivé
inert	0	0	0	0	0	1	0	0	0	0	inertný
inertia	0	0	0	0	0	0	0	0	0	0	zotrvačnosť
inevitable	0	0	0	0	0	0	0	0	0	0	nevyhnutné
inexact	0	0	0	0	0	0	0	0	0	0	nepresné
inexcusable	1	0	1	0	0	1	0	1	0	0	neospravedlniteľné
inexhaustible	0	0	0	0	0	0	0	0	0	0	nevyčerpateľné
inexpensive	0	0	0	0	0	0	1	0	0	0	lacný
inexperience	0	0	0	0	0	1	0	0	0	0	neskúsenosť
inexperienced	0	0	0	0	0	1	0	0	0	0	neskúsený
inexplicable	0	0	0	0	0	1	0	0	1	0	nevysvetliteľné
infallibility	0	0	0	0	0	0	0	0	0	1	neomylnosť
infallible	0	0	0	0	0	0	1	0	0	0	neomylný
infamous	1	0	1	1	0	1	0	0	0	0	neslávne známy
infamy	0	0	0	0	0	1	0	1	0	0	hanba
infancy	0	0	0	0	0	0	0	0	0	0	detstvo
infant	0	1	0	1	1	0	1	0	1	0	dojča
infanticide	1	1	1	1	0	1	0	1	0	0	zabitie novorodencov
infantile	1	0	1	0	0	1	0	0	0	0	infantilný
infantry	0	0	0	0	0	0	0	0	0	0	pechoty
infarct	0	0	0	1	0	1	0	0	1	0	infarkt
infatuation	0	0	0	0	0	0	0	0	0	0	zaľúbenosť
infeasible	0	0	0	0	0	0	0	0	0	0	neuskutočniteľné
infect	0	0	1	0	0	1	0	0	0	0	infikovať
infection	0	0	0	1	0	1	0	0	0	0	infekcia
infectious	0	0	1	1	0	1	0	1	0	0	infekčné
infer	0	0	0	0	0	0	0	0	0	0	vyvodiť
inference	0	0	0	0	0	0	0	0	0	0	záver
inferential	0	0	0	0	0	0	0	0	0	0	inferenčný
inferior	0	0	0	0	0	1	0	1	0	0	menejcenný
inferiority	0	0	0	0	0	1	0	0	0	0	menejcennosť
inferno	1	0	0	1	0	1	0	0	0	0	peklo
infertile	0	0	0	0	0	0	0	0	0	0	neplodný
infertility	0	0	0	0	0	1	0	1	0	0	neplodnosť
infestation	0	0	1	1	0	1	0	0	0	0	zamorenie
infidel	1	0	1	1	0	1	0	0	0	0	neverník
infidelity	1	0	1	1	0	1	0	1	0	0	nevera
infiltration	0	0	0	0	0	1	1	0	0	0	infiltrácia
infinite	0	0	0	0	0	0	1	0	0	0	nekonečné
infinitely	0	0	0	0	0	0	0	0	0	0	nekonečne
infinitesimal	0	0	0	0	0	0	0	0	0	0	nekonečne malý
infinity	0	1	0	0	1	0	1	0	0	1	nekonečno
infirm	0	0	0	0	0	1	0	0	0	0	neduživý
infirmary	0	0	0	0	0	0	0	0	0	0	ošetrovňa
infirmity	0	0	0	1	0	1	0	0	0	0	invalidita
inflammation	0	0	0	0	0	1	0	0	0	0	zápal
inflated	0	0	0	0	0	1	0	0	0	0	nafúknutý
inflation	0	0	0	1	0	1	0	0	0	0	inflácie
inflection	0	0	0	0	0	0	0	0	0	0	skloňovanie
inflict	1	0	0	1	0	1	0	1	0	0	spôsobiť
infliction	0	0	0	1	0	1	0	1	0	0	spôsobenie
inflorescence	0	0	0	0	0	0	0	0	0	0	kvetenstvo
influence	0	0	0	0	0	1	1	0	0	0	vplyv
influential	0	0	0	0	0	0	1	0	0	1	vplyvný
influenza	0	0	0	0	0	1	0	0	0	0	chrípka
influx	0	0	0	0	0	0	0	0	0	0	prílev
inform	0	0	0	0	0	0	0	0	0	1	informovať
informal	0	0	0	0	0	0	0	0	0	0	neformálne
informant	0	0	0	0	0	0	0	0	0	0	informátor
information	0	0	0	0	0	0	1	0	0	0	informácie
informed	0	0	0	0	0	0	0	0	0	0	informovaný
informer	0	0	0	0	0	1	0	0	0	0	informátor
infraction	1	0	0	0	0	1	0	0	0	0	priestupok
infrequent	0	0	0	0	0	0	0	0	1	0	zriedkavé
infrequently	0	0	0	0	0	1	0	0	0	0	zriedkavo
infringement	0	0	0	0	0	1	0	0	0	0	porušenie
infuse	0	0	0	0	0	0	0	0	0	0	vylúhovať
infused	0	0	0	0	0	0	0	0	0	0	infúziou
infusion	0	0	0	0	0	0	0	0	0	0	infúzie
ingenious	0	0	0	0	0	0	1	0	0	0	vynaliezavý
ingenuity	0	0	0	0	0	0	0	0	0	0	vynaliezavosť
ingest	0	0	0	0	0	0	0	0	0	0	prehltnúť
ingestion	0	0	0	0	0	0	0	0	0	0	požití
ingot	0	0	0	0	0	0	0	0	0	0	ingot
ingrained	0	0	0	0	0	0	0	0	0	0	zakorenené
ingredient	0	0	0	0	0	0	0	0	0	0	prísada
ingress	0	0	0	0	0	0	0	0	0	0	vniknutie
inhabit	0	0	0	0	0	0	0	0	0	0	obývať
inhabitant	0	0	0	0	0	0	0	0	0	0	obyvateľ
inhabited	0	0	0	0	0	0	0	0	0	0	obývaný
inhabiting	0	0	0	0	0	0	0	0	0	0	obývajúci
inhalation	0	0	0	0	0	0	0	0	0	0	inhalácia
inhale	0	0	0	0	0	0	0	0	0	0	nadýchnuť sa
inherent	0	0	0	0	0	0	0	0	0	0	inherentný
inherit	0	0	0	0	0	0	0	0	0	0	dediť
inheritance	0	1	0	0	1	0	1	0	1	1	dedičstvo
inhibit	1	0	1	0	0	1	0	1	0	0	inhibovať
inhibition	0	0	0	0	0	0	0	0	0	0	inhibícia
inhospitable	0	0	0	0	0	1	0	1	0	0	nehostinný
inhuman	1	0	1	1	0	1	0	1	0	0	neľudské
inhumanity	0	0	0	0	0	1	0	1	0	0	neľudskosť
inimical	1	0	0	0	0	1	0	1	0	0	nepriateľský
inimitable	0	0	0	0	0	0	1	0	0	1	nenapodobiteľný
iniquity	0	0	1	0	0	1	0	0	0	0	neprávosť
initial	0	0	0	0	0	0	0	0	0	0	počiatočné
initiate	0	0	0	0	0	0	0	0	0	0	iniciovať
initiated	0	0	0	0	0	0	0	0	0	0	začaté
initiative	0	0	0	0	0	0	0	0	0	0	iniciatíva
inject	0	0	0	0	0	0	0	0	0	0	vstreknúť
injection	0	0	0	1	0	0	0	0	0	0	injekciou
injunction	0	0	0	0	0	1	0	0	0	0	súdny príkaz
injure	1	0	0	1	0	1	0	1	0	0	zraniť
