English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Russian Word
lacrosse	0	0	0	0	0	0	0	0	0	0	лакросс
lad	0	0	0	0	0	0	0	0	0	0	парень
ladder	0	0	0	0	0	0	0	0	0	0	лестница
laden	0	0	0	0	0	1	0	0	0	0	нагруженный
lading	0	0	0	0	0	0	0	0	0	0	погрузка
ladle	0	0	0	0	0	0	0	0	0	0	ковш
lady	0	0	0	0	0	0	0	0	0	0	леди
lag	0	0	0	0	0	1	0	0	0	0	отставание
lagging	1	1	1	0	0	1	0	1	0	0	отставание
lagoon	0	0	0	0	0	0	0	0	0	0	лагуна
lair	0	0	0	0	0	1	0	0	0	0	логово
laity	0	0	0	0	0	0	0	0	0	0	миряне
lake	0	0	0	0	0	0	0	0	0	0	озеро
lama	0	0	0	0	0	0	0	0	0	0	лама
lamb	0	0	0	0	1	0	1	0	0	1	ягненок
lament	0	0	1	1	0	1	0	1	0	0	оплакивать
lamenting	0	0	0	0	0	0	0	1	0	0	оплакивая
lamina	0	0	0	0	0	0	0	0	0	0	пластинка
laminated	0	0	0	0	0	0	0	0	0	0	ламинированный
lamp	0	0	0	0	0	0	0	0	0	0	фонарь
lance	0	0	0	0	0	0	0	0	0	0	копье
lancer	0	0	0	0	0	0	0	0	0	0	улан
land	0	0	0	0	0	0	1	0	0	0	земельные участки
landed	0	0	0	0	0	0	1	0	0	0	высадился
landing	0	0	0	0	0	0	0	0	0	0	посадка
landlocked	0	0	0	0	0	0	0	0	0	0	не имеющий выхода к морю
landlord	0	0	0	0	0	0	0	0	0	0	домовладелец
landmark	0	0	0	0	0	0	0	0	0	1	ориентир
lands	0	0	0	0	0	0	0	0	0	0	земли
landscape	0	0	0	0	0	0	0	0	0	0	пейзаж
landscaping	0	0	0	0	0	0	0	0	0	0	ландшафтный дизайн
landslide	0	0	0	1	0	1	0	1	0	0	оползень
lane	0	0	0	0	0	0	0	0	0	0	переулок
language	0	0	0	0	0	0	0	0	0	0	язык
languid	0	0	0	0	0	1	0	0	0	0	вялый
languish	0	0	0	0	0	1	0	0	0	0	чахнуть
languishing	0	0	0	1	0	1	0	1	0	0	томящийся
lanky	0	0	0	0	0	0	0	0	0	0	долговязый
lantern	0	0	0	0	0	0	0	0	0	0	фонарь
lap	0	0	0	0	0	0	0	0	0	0	колени
lapel	0	0	0	0	0	0	0	0	0	0	отворот
lapse	0	0	0	0	0	1	0	0	0	0	упущение
lapsed	0	0	0	0	0	0	0	0	0	0	истекший
larceny	0	0	1	0	0	1	0	0	0	0	воровство
lard	0	0	0	0	0	0	0	0	0	0	сало
larder	0	0	0	0	0	0	0	0	0	0	кладовая
large	0	0	0	0	0	0	0	0	0	0	большой
larger	0	0	1	0	0	0	0	0	1	1	больше
largo	0	0	0	0	0	0	0	0	0	0	ларго
lark	0	0	0	0	0	0	0	0	0	0	жаворонок
larva	0	0	0	0	0	0	0	0	0	0	личинка
larynx	0	0	0	0	0	0	0	0	0	0	гортань
laser	0	0	0	0	0	0	1	0	0	1	лазер
lash	1	0	0	1	0	1	0	0	0	0	плеть
lass	0	0	0	0	0	0	0	0	0	0	девушка
lasso	0	0	0	0	0	0	0	0	0	0	лассо
lasting	0	0	0	0	0	0	0	0	0	0	прочный
latch	0	0	0	0	0	0	0	0	0	0	защелка
late	0	0	0	0	0	1	0	1	0	0	поздно
lateness	0	0	0	0	0	1	0	0	0	0	опоздание
latent	1	1	1	0	0	1	0	0	1	0	скрытый
lateral	0	0	0	0	0	0	0	0	0	0	боковой
laterally	0	0	0	0	0	0	0	0	0	0	сбоку
latex	0	0	0	0	0	0	0	0	0	0	латекс
lathe	0	0	0	0	0	0	0	0	0	0	токарный станок
lather	0	0	0	0	0	0	0	0	0	0	намыливать
latitude	0	0	0	0	0	0	0	0	0	0	широта
latrines	0	0	1	0	0	1	0	0	0	0	уборные
lattice	0	0	0	0	0	0	0	0	0	0	решетка
laudable	0	0	0	0	0	0	1	0	0	0	похвальный
laugh	0	0	0	0	1	0	1	0	1	0	смех
laughable	0	0	1	0	0	1	0	0	0	0	смехотворный
laughing	0	0	0	0	1	0	1	0	0	0	смеющийся
laughter	0	1	0	0	1	0	1	0	1	0	смех
launch	0	1	0	0	0	0	1	0	0	0	запуск
laundry	0	0	0	0	0	0	0	0	0	0	прачечная
laureate	0	0	0	0	0	0	1	0	0	1	лауреат
laurel	0	0	0	0	0	0	1	0	0	0	лавр
laurels	0	0	0	0	1	0	1	0	0	0	лавры
lava	1	0	0	1	0	1	0	0	0	0	лава
lavage	0	0	0	0	0	0	0	0	0	0	промывание
lavatory	0	0	1	0	0	0	0	0	0	0	туалет
lavender	0	0	0	0	0	0	0	0	0	0	лаванда
lavish	0	0	0	0	0	0	1	0	0	0	щедрый
law	0	0	0	0	0	0	0	0	0	1	закон
lawful	0	0	0	0	0	0	1	0	0	1	законный
lawlessness	1	0	0	1	0	1	0	0	0	0	беззаконие
lawn	0	0	0	0	0	0	0	0	0	0	лужайка
lawsuit	1	0	1	1	0	1	0	1	1	0	иск
lawyer	1	0	1	1	0	1	0	0	0	0	юрист
lax	0	0	0	0	0	1	0	1	0	0	вялый
laxative	0	0	1	1	0	1	0	0	0	0	слабительное
lay	0	0	0	0	0	0	0	0	0	0	класть
layer	0	0	0	0	0	0	0	0	0	0	слой
layered	0	0	0	0	0	0	0	0	0	0	слоистый
layman	0	0	0	0	0	0	0	0	0	0	мирянин
lazy	0	0	0	0	0	1	0	0	0	0	ленивый
lea	0	0	0	0	0	0	0	0	0	0	Леа
lead	0	0	0	0	0	0	1	0	0	0	привести
leader	0	0	0	0	0	0	1	0	0	1	лидер
leading	0	0	0	0	0	0	0	0	0	1	ведущий
leads	0	0	0	0	0	0	0	0	0	0	ведет
leaf	0	0	0	0	0	0	0	0	0	0	лист
leaflet	0	0	0	0	0	0	0	0	0	0	листовка
leafy	0	0	0	0	0	0	0	0	0	0	лиственный
league	0	0	0	0	0	0	1	0	0	0	лига
leak	0	0	0	0	0	1	0	0	0	0	утечка
leakage	0	0	0	0	0	1	0	0	0	0	утечка
leaky	0	0	0	0	0	1	0	0	0	0	дырявый
lean	0	0	0	0	0	0	0	0	0	0	худой
leaned	0	0	0	0	0	0	0	0	0	0	наклонился
leaning	0	0	0	0	0	0	0	0	0	1	опираясь
leap	0	0	0	0	0	0	0	0	0	0	прыгнуть
learn	0	0	0	0	0	0	1	0	0	0	учиться
learned	0	0	0	0	0	0	0	0	0	0	научился
learner	0	0	0	0	0	0	0	0	0	0	ученик
learning	0	0	0	0	0	0	1	0	0	0	обучение
lease	0	0	0	0	0	0	0	0	0	0	арендовать
leash	0	0	0	0	0	0	0	0	0	0	поводок
leather	0	0	0	0	0	0	0	0	0	0	кожа
leathery	0	0	0	0	0	0	0	0	0	0	кожистый
leave	0	0	0	0	0	1	0	1	1	0	оставлять
lecture	0	0	0	0	0	0	0	0	0	0	лекция
lecturer	0	0	0	0	0	0	1	0	0	0	лектор
ledge	0	0	0	0	0	0	0	0	0	0	уступ
ledger	0	0	0	0	0	0	0	0	0	0	бухгалтерская книга
lee	0	0	0	0	0	0	0	0	0	0	ли
leech	0	0	0	0	0	1	0	0	0	0	пиявка
leeches	0	0	1	1	0	1	0	0	0	0	пиявки
leer	0	0	1	0	0	1	0	0	0	0	хитрый взгляд
leery	0	0	0	0	0	0	0	0	1	0	подозрительный
lees	0	0	0	0	0	0	0	0	0	0	осадок
leeway	0	0	0	0	0	0	1	0	0	0	свобода действий
left	0	0	0	0	0	0	0	0	0	0	оставил
leg	0	0	0	0	0	0	0	0	0	0	нога
legacy	0	0	0	0	0	0	0	0	0	0	наследие
legal	0	0	0	0	0	0	1	0	0	1	законный
legality	0	0	0	0	0	0	0	0	0	0	законность
legalize	0	0	0	0	0	0	0	0	0	0	легализовать
legalized	1	0	0	1	1	0	1	0	0	1	узаконенный
legally	0	0	0	0	0	0	0	0	0	0	юридически
legend	0	0	0	0	0	0	0	0	0	0	легенда
legendary	0	0	0	0	0	0	1	0	0	0	легендарный
legibility	0	0	0	0	0	0	1	0	0	0	разборчивость
legible	0	0	0	0	0	0	1	0	0	0	разборчивый
legion	0	0	0	0	0	0	0	0	0	0	легион
legislate	0	0	0	0	0	0	0	0	0	0	издавать законы
legislation	0	0	0	0	0	0	0	0	0	0	законодательство
legislative	0	0	0	0	0	0	0	0	0	0	законодательный
legislator	0	0	0	0	0	0	0	0	0	1	законодатель
legislature	0	0	0	0	0	0	0	0	0	1	законодательный орган
legitimacy	0	0	0	0	0	0	0	0	0	1	легитимность
legs	0	0	0	0	0	0	0	0	0	0	ноги
legume	0	0	0	0	0	0	0	0	0	0	бобовые
leisure	0	1	0	0	1	0	1	0	1	1	досуг
leisurely	0	0	0	0	0	0	1	0	0	0	не спеша
lemma	0	0	0	0	0	0	1	0	0	0	лемма
lemon	0	0	1	0	0	1	0	0	0	0	лимон
lend	0	0	0	0	0	0	0	0	0	0	давать в долг
lender	0	0	0	0	0	0	0	0	0	1	кредитор
lending	0	0	0	0	0	0	0	0	0	0	кредитование
length	0	0	0	0	0	0	0	0	0	0	длина
lengthen	0	0	0	0	0	0	0	0	0	0	удлинить
lengthened	0	0	0	0	0	0	0	0	0	0	удлиненный
lengthening	0	0	0	0	0	0	0	0	0	0	удлинение
lengthwise	0	0	0	0	0	0	0	0	0	0	вдоль
lengthy	0	0	0	0	0	0	0	0	0	0	длинный
leniency	0	0	0	0	0	0	0	0	0	0	снисходительность
lenient	0	0	0	0	0	0	1	0	0	0	снисходительный
lens	0	0	0	0	0	0	0	0	0	0	объектив
leopard	0	0	0	0	0	0	0	0	0	0	леопард
leprosy	0	0	1	1	0	1	0	1	0	0	проказа
lessee	0	0	0	0	0	0	0	0	0	0	арендатор
lessen	0	1	0	0	0	1	0	0	0	0	уменьшить
lessening	0	0	0	0	0	0	0	0	0	0	уменьшение
lesser	0	0	1	0	0	1	0	0	0	0	меньший
lesson	0	1	0	0	0	0	1	0	0	1	урок
lessor	0	0	0	0	0	0	0	0	0	0	арендодатель
lethal	0	0	1	1	0	1	0	1	0	0	смертельный
lethargic	0	0	0	0	0	0	0	0	0	0	вялый
lethargy	0	0	0	0	0	1	0	1	0	0	вялость
letter	0	1	0	0	0	0	0	0	0	0	письмо
lettered	0	1	0	0	0	0	1	0	0	1	литерный
letters	0	0	0	0	0	0	0	0	0	0	буквы
lettuce	0	0	0	0	0	0	0	0	0	0	латук
leukemia	1	0	0	1	0	1	0	1	0	0	лейкемия
levee	0	0	0	0	0	0	0	0	0	1	дамба
level	0	0	0	0	0	0	1	0	0	1	уровень
lever	0	0	0	0	0	0	0	0	0	0	рычаг
leverage	0	0	0	0	0	0	1	0	0	0	использовать
levy	0	0	0	0	0	1	0	0	0	0	взимать
lewd	0	0	1	0	0	1	0	0	0	0	непристойный
lexicon	0	0	0	0	0	0	0	0	0	0	словарный запас
ley	0	0	0	0	0	0	0	0	0	0	Лей
liabilities	0	0	0	0	0	0	0	0	0	0	обязательства
liability	0	0	0	0	0	0	0	0	0	0	обязанность
liaison	0	0	0	0	0	1	0	0	0	0	связь
liar	0	0	1	0	0	1	0	0	0	0	лжец
libel	1	0	0	1	0	1	0	0	0	1	клевета
libelous	0	0	0	0	0	0	0	0	0	0	клеветнический
liberal	0	0	0	0	0	1	1	0	0	0	либеральный
liberalism	0	0	0	0	0	0	0	0	0	0	либерализм
liberate	1	1	0	0	1	0	1	0	1	1	освободить
liberation	0	1	0	0	1	0	1	0	1	0	освобождение
liberty	0	1	0	0	1	0	1	0	1	1	свобода
libido	0	0	0	0	0	0	0	0	0	0	либидо
librarian	0	0	0	0	0	0	0	0	0	0	библиотекарь
library	0	0	0	0	0	0	1	0	0	0	библиотека
libretto	0	0	0	0	0	0	0	0	0	0	либретто
license	0	0	0	0	0	0	0	0	0	0	лицензия
lichen	0	0	0	0	0	0	0	0	0	0	лишайник
lick	0	0	1	0	0	1	0	0	0	0	лизать
lid	0	0	0	0	0	0	0	0	0	0	крышка
lie	1	0	1	0	0	1	0	1	0	0	ложь
liege	0	0	0	0	0	0	0	0	0	0	вассал
lien	0	0	0	0	0	0	0	0	0	0	залог
lieu	0	0	0	0	0	0	0	0	0	0	вместо
lieutenant	0	0	0	0	0	0	0	0	0	1	лейтенант
life	0	0	0	0	0	0	0	0	0	0	жизнь
lifeblood	0	0	0	0	0	0	1	0	0	0	жизненная сила
lifeboat	0	0	0	0	0	0	0	0	0	0	спасательная шлюпка
lifeless	0	0	0	1	0	1	0	1	0	0	безжизненный
lifelike	0	0	0	0	0	0	0	0	0	0	реалистичный
lifelong	0	0	0	0	0	0	0	0	0	0	на всю жизнь
lifetime	0	0	0	0	0	0	0	0	0	0	продолжительность жизни
lift	0	0	0	0	0	0	0	0	0	0	поднимать
ligament	0	0	0	0	0	0	0	0	0	0	связка
ligation	0	0	0	0	0	0	0	0	0	0	перевязка
light	0	0	0	0	0	0	0	0	0	0	легкий
lighten	0	0	0	0	0	0	0	0	0	0	облегчить
lighthouse	0	0	0	0	0	0	1	0	0	0	маяк
lightness	0	0	0	0	0	0	0	0	0	0	легкость
lightning	1	0	0	1	0	0	0	0	1	0	молния
likelihood	0	0	0	0	0	0	0	0	0	0	вероятность
likeness	0	0	0	0	0	0	0	0	0	0	подобие
likewise	0	0	0	0	0	0	0	0	0	0	так же
liking	0	0	0	0	1	0	1	0	0	1	симпатия
lilac	0	0	0	0	0	0	0	0	0	0	сирень
lily	0	0	0	0	0	0	0	0	0	0	Лили
limb	0	0	0	0	0	0	0	0	0	0	конечность
limbo	0	0	0	0	0	0	0	0	0	0	неопределенность
limit	0	0	0	0	0	0	0	0	0	0	ограничение
limitation	0	0	0	0	0	0	0	0	0	0	ограничение
limited	1	0	0	0	0	1	0	1	0	0	ограничено
limitless	0	0	0	0	0	0	0	0	0	0	Безграничный
limousine	0	0	0	0	0	0	0	0	0	0	лимузин
limp	0	0	0	0	0	1	0	0	0	0	хромать
lin	0	0	0	0	0	0	0	0	0	0	Лин
line	0	0	0	0	0	0	0	0	0	0	линия
lineage	0	0	0	0	0	0	0	0	0	0	происхождение
lineal	0	0	0	0	0	0	0	0	0	0	прямой
linear	0	0	0	0	0	0	0	0	0	0	линейный
lined	0	0	0	0	0	0	0	0	0	0	подкладка
linen	0	0	0	0	0	0	0	0	0	0	шерсть
liner	0	0	0	0	0	0	0	0	0	0	вкладыш
lines	0	0	0	1	0	0	0	0	0	0	линии
linger	0	1	0	0	0	0	0	0	0	0	задерживаться
lingo	0	0	0	0	0	0	0	0	0	0	жаргон
lingual	0	0	0	0	0	0	0	0	0	0	языковой
linguist	0	0	0	0	0	0	1	0	0	1	лингвист
linguistic	0	0	0	0	0	0	0	0	0	0	лингвистический
linguistics	0	0	0	0	0	0	0	0	0	0	лингвистика
lining	0	0	0	0	0	0	0	0	0	0	оболочка
link	0	0	0	0	0	0	0	0	0	0	ссылка на сайт
linoleum	0	0	0	0	0	0	0	0	0	0	линолеум
lint	0	0	0	0	0	1	0	0	0	0	ворс
lion	0	0	0	1	0	0	1	0	0	0	лев
lip	0	0	0	0	0	0	0	0	0	0	губа
lipstick	0	0	0	0	0	0	0	0	0	0	помада
liquefaction	0	0	0	0	0	0	0	0	0	0	сжижение
liquefied	0	0	0	0	0	0	0	0	0	0	сжиженный
liqueur	0	0	0	0	0	0	0	0	0	0	ликер
liquid	0	0	0	0	0	0	0	0	0	0	жидкость
liquidate	0	0	0	0	0	0	0	0	0	0	ликвидировать
liquidation	0	0	0	0	0	0	0	0	0	0	ликвидация
liquidator	0	0	0	0	0	0	0	0	0	0	ликвидатор
liquidity	0	0	0	0	0	0	0	0	0	0	ликвидность
liquor	1	0	0	0	1	1	0	1	0	0	ликер
lisp	0	0	0	0	0	0	0	0	0	0	шепелявить
list	0	0	0	0	0	0	0	0	0	0	список
listen	0	0	0	0	0	0	0	0	0	0	Слушать
listener	0	0	0	0	0	0	0	0	0	0	слушатель
listing	0	0	0	0	0	0	0	0	0	0	листинг
listless	0	0	0	0	0	1	0	1	0	0	вялый
litany	0	0	0	0	0	0	0	0	0	0	литания
literally	0	0	0	0	0	0	0	0	0	0	буквально
literary	0	0	0	0	0	0	0	0	0	0	литературный
literature	0	0	0	0	0	0	0	0	0	0	литература
lithe	0	0	0	0	0	0	1	0	0	0	гибкий
lithograph	0	0	0	0	0	0	0	0	0	0	литография
lithography	0	0	0	0	0	0	0	0	0	0	литография
lithology	0	0	0	0	0	0	0	0	0	0	литология
lithosphere	0	0	0	0	0	0	0	0	0	0	литосфера
litigant	0	0	0	0	0	1	0	0	0	0	истец
litigate	1	1	1	1	0	1	0	1	0	0	судиться
litigation	0	0	0	0	0	1	0	0	0	0	судебные разбирательства
litigious	1	0	1	0	0	1	0	0	0	0	спорный
litter	0	0	0	0	0	1	0	0	0	0	мусор
littoral	0	0	0	0	0	0	0	0	0	0	прибрежный
liturgy	0	0	0	0	0	0	0	0	0	0	литургия
livelihood	0	0	0	0	0	0	0	0	0	0	средства к существованию
livery	0	0	0	0	0	0	0	0	0	0	ливрея
livid	1	0	1	0	0	1	0	0	0	0	в ярости
living	0	0	0	0	0	0	0	0	0	0	жизнь
llama	0	0	0	0	0	0	0	0	0	0	лама
load	0	0	0	0	0	0	0	0	0	0	нагрузка
loaf	0	0	0	0	0	1	0	0	0	0	буханка
loafer	0	0	0	0	0	1	0	0	0	0	бездельник
loam	0	0	0	0	0	0	0	0	0	0	суглинок
loan	0	0	0	0	0	0	0	0	0	0	заем
loath	1	0	0	0	0	1	0	0	0	0	отвращение
loathe	1	0	1	0	0	1	0	0	0	0	ненавижу
loathing	0	0	1	0	0	1	0	0	0	0	ненависть
loathsome	1	0	1	0	0	1	0	0	0	0	отвратительный
lobby	0	0	0	0	0	0	0	0	0	0	лобби
lobbyist	0	0	0	0	0	1	0	0	0	0	лоббист
lobe	0	0	0	0	0	0	0	0	0	0	доля
local	0	0	0	0	0	0	0	0	0	0	местный
locale	0	0	0	0	0	0	0	0	0	0	место действия
locality	0	0	0	0	0	0	0	0	0	0	местонахождение
localization	0	0	0	0	0	0	0	0	0	0	локализация
localize	0	1	0	0	0	0	0	0	0	0	локализовать
locate	0	0	0	0	0	0	0	0	0	0	найти
location	0	0	0	0	0	0	0	0	0	0	расположение
loch	0	0	0	0	0	0	0	0	0	0	озеро
lock	0	0	0	0	0	0	0	0	0	0	замок
locker	0	0	0	0	0	0	0	0	0	0	шкафчик
locksmith	0	0	0	0	0	0	0	0	0	0	слесарь
lockup	0	0	0	1	0	1	0	1	0	0	карцер
locomotion	0	0	0	0	0	0	0	0	0	0	передвижение
locomotive	0	0	0	0	0	0	0	0	0	0	локомотив
locust	0	0	0	1	0	1	0	0	0	0	саранча
lodge	0	0	0	0	0	0	0	0	0	0	ложа
lodger	0	0	0	0	0	0	0	0	0	0	жилец
lodging	0	0	0	0	0	0	0	0	0	1	ночлег
loft	0	0	0	0	0	0	0	0	0	0	чердак
lofty	0	0	0	0	0	1	0	0	0	0	высокий
log	0	0	0	0	0	0	0	0	0	0	журнал
logarithm	0	0	0	0	0	0	0	0	0	0	логарифм
logarithmic	0	0	0	0	0	0	0	0	0	0	логарифмический
logic	0	0	0	0	0	0	0	0	0	0	логика
logical	0	0	0	0	0	0	1	0	0	0	логический
logistics	0	0	0	0	0	0	0	0	0	0	логистика
logotype	0	0	0	0	0	0	0	0	0	0	логотип
loin	0	0	0	0	0	0	0	0	0	0	корейка
lollipop	0	0	0	0	0	0	0	0	0	0	леденец
lone	0	0	0	0	0	0	0	1	0	0	одинокий
loneliness	0	0	0	1	0	1	0	1	0	0	одиночество
lonely	1	0	1	1	0	1	0	1	0	0	Одинокий, уединенный
lonesome	0	0	0	0	0	1	0	1	0	0	одинокий
long	0	1	0	0	0	0	0	0	0	0	длинная
longevity	0	0	0	0	0	0	1	0	0	0	долголетие
longing	0	1	0	0	0	0	0	1	0	0	тоска
longitude	0	0	0	0	0	0	0	0	0	0	долгота
longitudinal	0	0	0	0	0	0	0	0	0	0	продольный
longitudinally	0	0	0	0	0	0	0	0	0	0	продольно
loo	0	0	1	0	0	1	0	0	0	0	туалет
lookout	0	0	0	0	0	0	0	0	0	0	высматривать
loom	0	1	0	1	0	1	0	0	0	0	ткацкий станок
looming	0	0	0	0	0	0	0	0	0	0	надвигающийся
loon	0	0	1	0	0	1	0	0	0	0	гагара
loony	0	0	0	0	0	1	0	0	0	0	псих
loop	0	0	0	0	0	0	0	0	0	0	петля
loophole	0	0	0	0	0	0	0	0	0	0	лазейка
loosen	0	0	0	0	0	0	0	0	0	0	ослабить
loosening	0	0	0	0	0	0	0	0	0	0	ослабление
loot	0	0	0	0	0	1	0	0	0	0	добыча
lop	0	0	0	0	0	0	0	0	0	0	срезать
lopsided	0	0	0	0	0	0	0	0	0	0	однобокий
lord	0	0	1	0	0	1	1	0	0	1	господин
lords	0	0	0	0	0	0	0	0	0	0	лорды
lordship	0	0	0	0	0	0	1	0	0	0	светлость
lore	0	0	0	0	0	0	0	0	0	0	знания
lorry	0	0	0	0	0	0	0	0	0	0	грузовик
lose	1	0	1	1	0	1	0	1	1	0	терять
losing	1	0	0	0	0	1	0	1	0	0	проигрыш
loss	1	0	0	1	0	1	0	1	0	0	потеря
lost	0	0	0	0	0	1	0	1	0	0	потерял
lot	0	0	0	0	0	0	0	0	0	0	много
lotion	0	0	0	0	0	0	0	0	0	0	лосьон
lots	0	0	0	0	0	0	0	0	0	0	много
lottery	0	1	0	0	0	0	0	0	0	0	лотерея
lotto	0	0	0	0	0	0	0	0	0	0	лото
loud	0	0	0	0	0	0	0	0	0	0	громкий
loudly	0	0	0	0	0	0	0	0	0	0	громко
loudness	1	0	0	0	0	1	0	0	0	0	громкость
lounge	0	0	0	0	0	1	0	0	0	0	бездельничать
louse	0	0	1	0	0	1	0	0	0	0	вошь
lovable	0	0	0	0	1	0	1	0	0	1	милый
love	0	0	0	0	1	0	1	0	0	0	любовь
lovely	0	1	0	0	1	0	1	1	1	1	прекрасный
lovemaking	0	0	0	0	1	0	1	0	0	1	занятие любовью
lover	0	1	0	0	1	0	1	0	0	1	любовник
loving	0	0	0	0	1	0	1	0	0	1	любящий
lower	0	0	0	0	0	1	0	1	0	0	ниже
lowering	0	0	0	0	0	1	0	0	0	0	снижение
lowest	0	0	0	0	0	1	0	1	0	0	самый низкий
lowlands	0	0	0	0	0	1	0	0	0	0	низменности
lowly	0	0	0	0	0	1	0	1	0	0	скромный
loyal	0	0	0	1	1	0	1	0	1	1	верный
loyalty	0	0	0	0	0	0	1	0	0	1	верность
lubricate	0	0	0	0	0	0	0	0	0	0	смазывать
lubrication	0	0	0	0	0	0	0	0	0	0	смазка
luck	0	1	0	0	1	0	1	0	1	0	удача
lucky	0	0	0	0	1	0	1	0	1	0	счастливый
ludicrous	0	0	0	0	0	1	0	0	0	0	смехотворный
lug	0	0	0	0	0	0	0	0	0	0	волочить
luggage	0	0	0	0	0	0	0	0	0	0	багаж
lull	0	1	0	0	0	0	0	0	0	0	затишье
lullaby	0	0	0	0	0	0	0	0	0	0	Колыбельная песня
lumbar	0	0	0	0	0	0	0	0	0	0	поясничный отдел
lumber	0	0	0	0	0	0	0	0	0	0	пиломатериалы
lumbering	0	0	0	0	0	1	0	0	0	0	неуклюжий
luminescent	0	0	0	0	0	0	0	0	0	0	люминесцентный
luminous	0	0	0	0	0	0	0	0	0	0	светящийся
lump	0	0	0	0	0	1	0	0	0	0	кусок
lumpy	0	0	1	0	0	1	0	0	0	0	комковатый
lunacy	1	0	1	1	0	1	0	1	0	0	безумие
lunar	0	0	0	0	0	0	0	0	0	0	лунный
lunatic	1	0	1	1	0	1	0	0	0	0	сумасшедший
lunch	0	0	0	0	0	0	0	0	0	0	обед
luncheon	0	0	0	0	0	0	0	0	0	0	обед
lunge	0	0	0	0	0	0	0	0	1	0	выпад
lungs	0	0	0	0	0	0	0	0	0	0	легкие
lurch	0	0	0	0	0	1	0	0	0	0	крениться
lure	0	0	0	0	0	1	0	0	0	0	приманка
lurid	0	0	1	0	0	1	0	0	0	0	зловещий
lurk	0	0	0	0	0	1	0	0	0	0	таиться
lurking	0	0	0	0	0	1	0	0	0	0	скрывающийся
luscious	0	1	0	0	1	0	1	0	0	0	сочный
lush	0	0	1	0	0	1	0	1	0	0	пышный
lust	0	1	0	0	0	1	0	0	0	0	похоть
luster	0	0	0	0	1	0	1	0	0	0	блеск
lustful	0	0	0	0	0	1	0	0	0	0	похотливый
lustrous	0	0	0	0	0	0	1	0	0	0	блестящий
lusty	0	0	1	0	0	0	0	0	0	0	похотливый
lute	0	0	0	0	0	0	0	0	0	0	лютня
luxuriant	0	0	0	0	0	0	1	0	0	0	пышный
luxurious	0	0	0	0	1	0	1	0	0	0	роскошный
luxury	0	0	0	0	1	0	1	0	0	0	роскошь
lying	1	0	1	0	0	1	0	0	0	0	врущий
lymph	0	0	0	0	0	0	0	0	0	0	лимфа
lymphatic	0	0	0	0	0	0	0	0	0	0	лимфатический
lynch	1	0	1	1	0	1	0	1	0	0	линчевать
lynx	0	0	0	0	0	0	0	0	0	0	рысь
lyre	0	0	0	0	1	0	1	0	0	0	лира
lyric	0	0	0	0	0	0	0	0	0	0	лирический
lyrical	0	0	0	0	1	0	1	0	0	0	лирический
mace	0	0	0	1	0	1	0	0	0	0	булава
machine	0	0	0	0	0	0	0	0	0	1	машина
machinery	0	0	0	0	0	0	0	0	0	0	машины
machinist	0	0	0	0	0	0	0	0	0	0	машинист
mackerel	0	0	0	0	0	0	0	0	0	0	скумбрия
mad	1	0	1	1	0	1	0	1	0	0	без ума
madam	0	0	0	0	0	0	0	0	0	0	Госпожа
madame	0	0	0	0	0	0	0	0	0	0	мадам
madden	1	0	0	1	0	1	0	0	0	0	сводить с ума
madman	1	0	0	1	0	1	0	0	0	0	сумасшедший
madness	1	0	0	1	0	1	0	0	0	0	безумие
mafia	0	0	0	1	0	1	0	0	0	0	мафия
magazine	0	0	0	0	0	0	0	0	0	0	журнал
mage	0	0	0	1	0	0	0	0	0	0	маг
magenta	0	0	0	0	0	0	0	0	0	0	пурпурный
maggot	0	0	1	0	0	1	0	0	0	0	личинка
magic	0	0	0	0	0	0	0	0	0	0	магия
magical	0	1	0	0	1	0	1	0	1	0	волшебный
magician	0	0	0	0	0	0	0	0	1	0	фокусник
magistrate	0	0	0	0	0	0	0	0	0	0	магистрат
magma	0	0	0	0	0	0	0	0	0	0	магма
magnate	0	0	0	0	0	0	0	0	0	0	магнат
magnet	0	0	0	0	0	0	1	0	0	1	магнит
magnetism	0	0	0	0	0	0	1	0	0	0	магнетизм
magnetite	0	0	0	0	0	0	1	0	0	0	магнетит
magnificence	0	1	0	0	1	0	1	0	0	1	великолепие
magnificent	0	1	0	0	1	0	1	0	1	1	великолепный
magnifier	0	0	0	0	0	0	0	0	0	0	лупа
magnify	0	0	0	0	0	0	0	0	0	0	увеличить
magnitude	0	0	0	0	0	0	0	0	0	0	величина
magpie	0	0	0	0	0	0	0	0	0	0	сорока
maid	0	0	0	0	0	0	0	0	0	0	служанка
maiden	0	0	0	0	0	0	1	0	0	0	дева
mail	0	1	0	0	0	0	0	0	0	0	почта
main	0	0	0	0	0	0	1	0	0	0	главный
mainland	0	0	0	0	0	0	0	0	0	0	материк
mainstay	0	0	0	0	0	0	1	0	0	1	опора
maintenance	0	0	0	0	0	0	0	0	0	1	техническое обслуживание
majestic	0	1	0	0	1	0	1	0	1	1	величественный
majesty	0	0	0	0	0	0	1	0	0	1	величие
major	0	0	0	0	0	0	1	0	0	0	главный
majority	0	0	0	0	1	0	1	0	0	1	большинство
make	0	0	0	0	0	0	0	0	0	0	делать
maker	0	0	0	0	0	0	0	0	0	0	производитель
