English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Javanese Word
misstatement	1	0	1	0	0	1	0	0	0	0	salah saji
mist	0	0	0	0	0	0	0	0	0	0	kabut
mistake	0	0	0	0	0	1	0	1	0	0	salah
mistaken	0	0	0	1	0	1	0	0	0	0	kliru
mister	0	0	0	0	0	0	0	0	0	0	pak
mistress	1	0	1	0	0	1	0	0	0	0	jeng
mistrust	0	0	1	1	0	1	0	0	0	0	ora percaya
misty	0	0	0	0	0	0	0	0	0	0	kabut
misunderstand	0	0	0	0	0	1	0	0	0	0	salah paham
misunderstanding	1	0	0	0	0	1	0	1	0	0	salah paham
misuse	0	0	0	0	0	1	0	0	0	0	nyalahi panggunaan
mite	0	0	1	0	0	1	0	0	0	0	mite
miter	0	0	0	0	0	0	0	0	0	0	mitre
mitigation	0	0	0	0	0	0	0	0	0	0	mitigasi
mix	0	0	0	0	0	0	0	0	0	0	nyampur
mixed	0	0	0	0	0	0	0	0	0	0	campuran
mixture	0	0	0	0	0	0	0	0	0	0	campuran
moan	0	0	0	1	0	0	0	1	0	0	nggresah
moat	0	0	0	0	0	0	0	0	0	1	parit
mob	1	0	0	1	0	1	0	0	0	0	wong akeh
mobile	0	1	0	0	0	0	0	0	0	0	mobile
mobility	0	0	0	0	0	0	0	0	0	0	mobilitas
mobilization	0	0	0	0	0	0	0	0	0	0	mobilisasi
mobilize	0	0	0	0	0	0	0	0	0	0	mobilisasi
mockery	0	0	1	0	0	1	0	0	0	0	ngece
mocking	1	0	1	0	0	1	0	1	0	0	moyoki
modal	0	0	0	0	0	0	0	0	0	0	modal
modality	0	0	0	0	0	0	0	0	0	0	modalitas
mode	0	0	0	0	0	0	0	0	0	0	modus
model	0	0	0	0	0	0	1	0	0	0	model
modeler	0	0	0	0	0	0	0	0	0	0	modeler
moderate	0	0	0	0	0	0	1	0	0	0	moderat
moderately	0	0	0	0	0	0	0	0	0	0	kanthi moderat
moderating	0	0	0	0	0	0	0	0	0	0	moderating
moderation	0	0	0	0	0	0	0	0	0	0	moderat
moderator	0	0	0	0	0	0	1	0	0	1	moderator
modern	0	0	0	0	0	0	0	0	0	0	modern
modernism	0	0	0	0	0	0	0	0	0	0	modernisme
modest	0	0	0	0	0	0	1	0	0	1	andhap asor
modesty	0	0	0	0	0	0	1	0	0	0	andhap asor
modicum	0	0	0	0	0	0	0	0	0	0	modikum
modifiable	0	0	0	0	0	0	0	0	0	0	bisa diowahi
modification	0	0	0	0	0	0	0	0	0	0	modifikasi
modified	0	0	0	0	0	0	0	0	0	0	diowahi
modify	0	0	0	0	0	0	0	0	1	0	ngowahi
modulate	0	0	0	0	0	0	0	0	0	0	modulasi
modulation	0	0	0	0	0	0	0	0	0	0	modulasi
module	0	0	0	0	0	0	0	0	0	0	modul
modulus	0	0	0	0	0	0	0	0	0	0	modulus
mogul	0	0	0	0	0	0	0	0	0	0	mogul
moiety	0	0	0	0	0	0	0	0	0	0	saperangan
moist	0	0	0	0	0	0	0	0	0	0	lembab
moisture	0	0	0	0	0	0	0	0	0	0	lembab
molar	0	0	0	0	0	0	0	0	0	0	molar
molasses	0	0	0	0	0	0	0	0	0	0	molase
mold	0	0	0	0	0	0	0	0	0	0	jamur
molded	0	0	0	0	0	0	0	0	0	0	dicetak
molding	0	0	0	0	0	0	0	0	0	0	ngecor
moldy	0	0	0	0	0	0	0	0	0	0	jamuran
molecular	0	0	0	0	0	0	0	0	0	0	molekular
molecule	0	0	0	0	0	0	0	0	0	0	molekul
molestation	1	0	1	1	0	1	0	1	0	0	nganiaya
molten	0	0	0	0	0	0	0	0	0	0	lebur
moment	0	0	0	0	0	0	0	0	0	0	wektu
momentary	0	0	0	0	0	0	0	0	0	0	sedhela
momentous	0	0	0	0	0	0	0	0	0	0	wigati
momentum	0	1	0	0	0	0	1	0	0	0	momentum
monad	0	0	0	0	0	0	0	0	0	0	monad
monarch	0	0	0	0	0	0	0	0	0	0	ratu
monarchy	0	0	0	0	0	0	0	0	0	0	monarki
monastery	0	0	0	0	0	0	0	0	0	0	biara
monastic	0	0	0	0	0	0	0	0	0	0	monastik
monetary	0	1	0	0	0	0	1	0	0	0	dhuwit
money	1	1	0	0	1	0	1	0	1	1	dhuwit
monk	0	0	0	0	0	0	1	0	0	1	wiku
monkey	0	0	0	0	0	0	0	0	0	0	kethek
monochrome	0	0	1	0	0	1	0	0	0	0	monokrom
monogamy	0	0	0	0	0	0	0	0	0	1	monogami
monogram	0	0	0	0	0	0	0	0	0	0	monogram
monograph	0	0	0	0	0	0	0	0	0	0	monograf
monolayer	0	0	0	0	0	0	0	0	0	0	monolayer
monologue	0	0	0	0	0	0	0	0	0	0	monolog
monopolist	0	0	0	0	0	1	0	0	0	0	monopoli
monopoly	0	0	0	0	0	0	0	0	0	0	monopoli
monotony	0	0	0	0	0	0	0	0	0	0	monotoni
monsoon	0	0	0	0	0	1	0	1	0	0	muson
monster	0	0	0	1	0	1	0	0	0	0	rakasa
monstrosity	1	0	1	1	0	1	0	0	1	0	monster
monte	0	0	0	0	0	0	0	0	0	0	monte
month	0	0	0	0	0	0	0	0	0	0	wulan
monthly	0	0	0	0	0	0	0	0	0	0	saben wulan
monument	0	0	0	0	0	0	1	0	0	0	Tugu
monumental	0	0	0	0	0	0	0	0	0	0	monumental
moo	0	0	0	0	0	0	0	0	0	0	moo
moods	0	0	0	0	0	0	0	0	0	0	swasana ati
moody	1	0	0	0	0	1	0	1	0	0	moody
moon	0	0	0	0	0	0	0	0	0	0	rembulan
moonlight	0	0	0	0	0	0	0	0	0	0	padhang rembulan
moored	0	0	0	0	0	0	0	0	0	0	ditambatake
mooring	0	0	0	0	0	0	0	0	0	0	tambatan
moorings	0	0	0	0	0	0	0	0	0	1	tambatan
moorland	0	0	0	0	0	0	0	0	0	0	moorland
moose	0	0	0	0	0	0	0	0	0	0	moose
moot	0	0	0	0	0	1	0	0	0	0	moco
mooted	0	0	0	0	0	0	0	0	0	0	mooted
mop	0	0	0	0	0	0	0	0	0	0	ngepel
moral	1	0	0	0	0	0	1	0	0	1	moral
morality	0	0	0	0	0	0	1	0	0	1	moralitas
morals	1	1	1	0	1	0	1	0	1	1	moral
morass	0	0	0	0	0	0	0	0	0	0	moras
moratorium	0	0	0	0	0	0	0	0	0	0	moratorium
morbid	0	0	0	0	0	1	0	1	0	0	morbid
morbidity	1	0	1	1	0	1	0	1	0	0	morbiditas
morgue	0	0	1	1	0	1	0	1	0	0	kamar mayat
moribund	0	0	0	0	0	1	0	1	0	0	mati
morn	0	1	0	0	0	0	0	0	0	0	esuk
morning	0	0	0	0	0	0	0	0	0	0	enjing
moron	0	0	0	0	0	1	0	0	0	0	wong bodho
moronic	0	0	0	0	0	1	0	0	0	0	moronik
morphine	0	0	0	0	0	0	0	0	0	0	morfin
morphism	0	0	0	0	0	0	0	0	0	0	morfisme
morphology	0	0	0	0	0	0	0	0	0	0	morfologi
morrow	0	1	0	0	0	0	0	0	0	0	sesuk
morsel	0	0	0	0	0	1	0	0	0	0	cemilan
mortal	0	0	0	0	0	1	0	0	0	0	pejah
mortality	1	0	0	1	0	1	0	1	0	0	pati
mortar	0	0	0	0	0	0	1	0	0	0	mortir
mortgage	0	0	0	1	0	0	0	0	0	0	hipotek
mortgagee	0	0	0	0	0	0	0	0	0	1	sing duwe hipotek
mortgagor	0	0	0	1	0	0	0	0	0	0	tukang gadai
mortification	0	1	1	1	0	1	0	1	0	0	mortifikasi
mortuary	0	0	0	1	0	1	0	1	0	0	kamar mayat
mosaic	0	0	0	0	0	0	0	0	0	0	mozaik
mosquito	1	0	1	0	0	1	0	0	0	0	nyamuk
moss	0	0	0	0	0	0	0	0	0	0	lumut
mossy	0	0	0	0	0	0	0	0	0	0	lumut
mote	0	0	0	0	0	0	0	0	0	0	mote
moth	0	0	0	0	0	0	0	0	0	0	moth
mother	0	1	0	0	1	1	1	1	0	1	ibu
motherhood	0	0	0	0	1	0	1	0	0	1	ibu
motion	0	1	0	0	0	0	0	0	0	0	obah
motionless	0	0	0	0	0	0	0	0	0	0	ora obah
motive	0	0	0	0	0	0	1	0	0	0	motif
motley	0	0	0	0	0	0	0	0	0	0	motley
motor	0	0	0	0	0	0	0	0	0	0	motor
motorbike	0	0	0	0	0	0	0	0	0	0	sepedha motor
motorcycle	0	0	0	0	0	0	0	0	0	0	motor
motte	0	0	0	0	0	0	0	0	0	0	motte
mottled	0	0	0	0	0	0	0	0	0	0	mottled
motto	0	0	0	0	0	0	0	0	0	0	semboyan
mould	0	0	0	0	0	0	0	0	0	0	jamur
mound	0	0	0	0	0	0	0	0	0	0	gundukan
mount	0	0	0	0	0	0	0	0	0	0	gunungan
mountain	0	1	0	0	0	0	0	0	0	0	gunung
mountaineer	0	0	0	0	0	0	0	0	0	0	wong gunung
mountainous	0	0	0	0	0	0	0	0	0	0	pagunungan
mourn	0	0	0	0	0	1	0	1	0	0	sungkawa
mournful	1	0	0	1	0	1	0	1	0	0	sedhih
mourning	0	0	0	0	0	1	0	1	0	0	sungkawa
mouse	0	0	0	0	0	0	0	0	0	0	tikus
moustache	0	0	0	0	0	0	0	0	0	0	kumis
mouth	0	0	0	0	0	0	0	0	1	0	tutuk
mouthful	0	0	1	0	0	0	0	0	0	0	cangkem
mouthpiece	0	0	0	0	0	0	0	0	0	0	cangkem
movable	0	0	0	0	0	0	1	0	0	0	obah
move	0	0	0	0	0	0	0	0	0	0	ngalih
movement	0	0	0	0	0	0	0	0	0	0	obah
mover	0	0	0	0	0	0	1	0	0	0	penggerak
movie	0	0	0	0	0	0	0	0	0	0	wayang
moving	0	0	0	0	0	0	0	0	0	0	obah
mow	0	0	0	0	0	0	0	0	0	0	ngethok
muck	0	0	1	0	0	1	0	0	0	0	mumet
mucous	0	0	1	0	0	0	0	0	0	0	mucous
mucus	0	0	1	0	0	0	0	0	0	0	lendhut
mud	0	0	0	0	0	1	0	0	0	0	lendhut
muddle	0	0	0	0	0	1	0	0	0	0	mumet
muddled	0	0	0	0	0	1	0	0	0	0	muddled
muddy	0	0	1	0	0	1	0	0	0	0	lendhut
muff	1	0	1	0	0	1	0	0	0	0	muff
muffled	0	0	0	0	0	0	0	0	0	0	muffled
muffler	0	0	0	0	0	0	0	0	0	0	knalpot
mug	1	0	0	1	0	1	1	1	0	0	mug
mule	1	0	0	0	0	1	0	0	0	1	bagal
multilateral	0	0	0	0	0	0	0	0	0	0	multilateral
multiple	0	0	0	0	0	0	0	0	0	0	pirang-pirang
multiplex	0	0	0	0	0	0	0	0	0	0	multipleks
multiplication	0	0	0	0	0	0	0	0	0	0	multiplikasi
multiplicity	0	0	0	0	0	0	0	0	0	0	multiplicity
multiplied	0	0	0	0	0	0	0	0	0	0	ping pingan
multiplier	0	0	0	0	0	0	0	0	0	0	multiplier
multiply	0	0	0	0	0	0	0	0	0	0	multiply
multitude	0	0	0	0	0	0	0	0	0	0	wong akeh
mum	0	0	0	1	0	1	0	0	0	0	mbok
mumble	0	0	0	0	0	1	0	0	0	0	mumet
mummy	0	0	0	0	0	0	0	0	0	0	mbok
mumps	0	0	0	0	0	1	0	0	0	0	mumps
munch	0	0	0	0	0	0	0	0	0	0	muni
mundane	0	0	0	0	0	0	0	0	0	0	kadunungan
municipal	0	0	0	0	0	0	0	0	0	0	kotamadya
municipality	0	0	0	0	0	0	0	0	0	0	kotamadya
mural	0	0	0	0	0	0	0	0	0	0	mural
murder	1	0	1	1	0	1	0	1	1	0	rajapati
murderer	1	0	1	1	0	1	0	1	0	0	tukang mateni
murderous	1	0	1	1	0	1	0	1	1	0	mateni
murky	0	0	1	0	0	1	0	1	0	0	surem
murmur	0	0	0	0	0	0	0	0	0	0	gumujeng
muscle	0	0	0	0	0	0	0	0	0	0	otot
muscular	0	0	0	0	0	0	1	0	0	0	otot
muse	0	0	0	0	0	0	0	0	0	0	muse
muses	0	0	0	0	0	0	0	0	0	0	muses
museum	0	0	0	0	0	0	0	0	0	0	museum
mush	0	0	0	0	0	0	0	0	0	0	mush
mushroom	0	0	0	0	0	0	0	0	0	0	jamuran
music	0	0	0	0	1	0	1	1	0	0	musik
musical	1	1	0	0	1	0	1	1	1	1	musike
musician	0	0	0	0	0	0	0	0	0	0	musisi
musing	0	0	0	0	0	0	0	0	0	0	musing
musk	0	0	0	0	0	0	0	0	0	0	kasturi
musket	0	0	0	1	0	0	0	0	0	0	musket
muslin	0	0	0	0	0	0	0	0	0	0	muslin
muss	0	0	0	0	0	1	0	0	0	0	muss
mustang	0	0	0	0	0	0	0	0	0	0	mustang
mustard	0	0	0	0	0	0	0	0	0	0	sawi
muster	0	0	0	0	0	0	0	0	0	0	nglumpukake
musty	0	0	1	0	0	1	0	0	0	0	apak
mutable	0	1	0	0	0	0	1	0	0	0	bisa owah
mutant	0	0	0	0	0	1	0	0	0	0	mutant
mutation	0	0	0	0	0	0	0	0	0	0	mutasi
mutilated	0	0	1	0	0	1	0	0	0	0	dirusak
mutilation	1	0	1	1	0	1	0	1	0	0	mutilasi
mutiny	1	0	1	1	0	1	0	0	1	0	pemberontakan
mutter	1	0	0	0	0	1	0	0	0	0	mumet
mutton	0	0	0	0	0	0	0	0	0	0	wedhus
mutual	0	0	0	0	0	0	1	0	0	0	gotong royong
mutually	0	0	0	0	0	0	0	0	0	0	bebarengan
muzzle	0	0	0	1	0	1	0	0	0	0	moncong
myopia	1	0	0	0	0	1	0	1	0	0	miopia
myopic	0	0	0	0	0	0	0	0	0	0	rabun
myriad	0	0	0	0	0	0	0	0	0	0	akeh
mysterious	0	1	0	1	0	0	0	0	1	0	misterius
mystery	0	1	0	0	0	0	0	0	1	0	misteri
mystic	0	0	0	0	0	0	0	0	1	0	mistik
mystical	0	0	0	0	0	0	0	0	0	0	mistik
mysticism	0	0	0	0	0	0	0	0	0	0	mistik
myth	0	0	0	0	0	0	0	0	0	0	mitos
mythic	0	0	0	0	0	0	0	0	0	0	mitos
mythical	0	0	0	0	0	0	0	0	0	0	mitos
mythological	0	0	0	0	0	0	0	0	0	0	mitologi
mythology	0	0	0	0	0	0	0	0	0	0	mitologi
nab	0	0	0	0	0	1	0	0	1	0	nab
nadir	0	0	0	0	0	1	0	0	0	0	nadir
nag	1	0	0	0	0	1	0	0	0	0	nganggur
nail	0	0	0	0	0	0	0	0	0	0	kuku
naive	0	0	0	0	0	1	0	0	0	0	naif
naked	0	0	0	0	0	0	0	0	0	0	wuda
named	0	0	0	0	0	0	0	0	0	0	jenenge
nameless	0	0	1	0	0	1	0	0	0	0	tanpa jeneng
namesake	0	0	0	0	0	0	0	0	0	0	jenenge
naming	0	0	0	0	0	0	0	0	0	0	jeneng
nanny	0	0	0	0	0	0	0	0	0	0	emban
nanometer	0	0	0	0	0	0	0	0	0	0	nanometer
nap	0	0	0	0	1	0	1	0	0	0	turu
nape	0	0	0	0	0	0	0	0	0	0	nape
napkin	0	0	0	0	0	0	0	1	0	0	serbet
napping	0	0	0	0	0	0	0	0	0	0	napping
nappy	0	0	1	0	0	1	0	0	0	0	popok
narcotic	0	0	0	0	0	1	0	0	0	0	narkotika
narrate	0	0	0	0	0	0	0	0	0	0	nyritakake
narration	0	0	0	0	0	0	0	0	0	0	narasi
narrative	0	0	0	0	0	0	0	0	0	0	narasi
narrator	0	0	0	0	0	0	0	0	0	0	narator
narrow	0	0	0	0	0	0	0	0	0	0	ciyut
narrowing	0	0	0	0	0	0	0	0	0	0	nyempit
nascent	0	1	0	0	0	0	0	0	0	0	lair
nasty	1	0	1	1	0	1	0	1	0	0	nakal
natal	0	0	0	0	0	0	0	0	0	0	natal
nation	0	0	0	0	0	0	0	0	0	1	bangsa
national	0	0	0	0	0	0	0	0	0	0	nasional
nationality	0	0	0	0	0	0	0	0	0	0	kewarganegaraan
native	0	0	0	0	0	0	0	0	0	0	pribumi
nativity	0	0	0	0	0	0	0	0	0	0	lair
naturalist	0	0	0	0	0	0	1	0	0	0	naturalis
naturalization	0	0	0	0	0	0	0	0	0	0	naturalisasi
naturalized	0	0	0	0	0	0	0	0	0	0	naturalisasi
naturally	0	0	0	0	0	0	0	0	0	0	alamiah
nature	0	0	0	0	0	0	0	0	0	0	alam
naught	0	0	0	0	0	0	0	0	0	0	ora ana
naughty	0	0	0	0	0	1	0	0	0	0	nakal
nausea	0	0	1	0	0	1	0	0	0	0	mual
nauseous	0	0	1	0	0	1	0	1	0	0	mual
nautical	0	0	0	0	0	0	0	0	0	0	bahari
naval	0	0	0	0	0	0	0	0	0	0	angkatan laut
nave	0	0	0	0	0	0	0	0	0	0	nave
navel	0	0	0	0	0	0	0	0	0	0	puser
navigable	0	1	0	0	0	0	1	0	0	0	bisa dilayari
navigate	0	0	0	0	0	0	0	0	0	0	navigasi
navigation	0	0	0	0	0	0	0	0	0	0	pandhu arah
navigator	0	1	0	0	0	0	0	0	0	1	navigator
navy	0	0	0	0	0	0	0	0	0	0	angkatan laut
nay	0	0	0	0	0	1	0	0	0	0	ora
neatly	0	0	0	0	0	0	1	0	0	0	kanthi rapi
nebula	0	0	0	0	0	0	0	0	0	0	nebula
nebulae	0	0	0	0	0	0	0	0	0	0	nebula
nebulous	0	0	0	0	0	0	0	0	0	0	nebulous
necessarily	0	0	0	0	0	0	0	0	0	0	kudune
necessitate	0	0	0	0	0	0	0	0	0	0	mbutuhake
necessities	0	0	0	0	0	0	0	0	0	0	kabutuhan
necessity	0	0	0	0	0	0	0	1	0	0	kabutuhan
neck	0	0	0	0	0	0	0	0	0	0	gulu
necklace	0	0	0	0	0	0	0	0	0	0	kalung
necrosis	0	0	0	0	0	0	0	0	0	0	nekrosis
nectar	0	0	0	0	0	0	1	0	0	0	nektar
needful	0	0	0	0	0	1	0	0	0	0	perlu
needle	0	0	0	0	0	0	1	0	0	0	jarum
needless	0	0	0	0	0	0	0	0	0	0	ora perlu
needy	0	0	0	0	0	1	0	0	0	0	mlarat
nefarious	0	0	1	1	0	1	0	1	1	0	nakal
negation	1	0	0	0	0	1	0	0	0	0	negasi
negative	0	0	0	0	0	1	0	1	0	0	negatif
neglect	0	0	0	0	0	1	0	0	0	0	nglirwakake
neglected	1	0	1	0	0	1	0	1	0	0	dilirwakaké
neglecting	0	0	0	0	0	1	0	0	0	0	nglirwakake
negligence	0	0	0	0	0	1	0	0	0	0	kelalaian
negligent	0	0	0	0	0	1	0	0	0	0	cuek
negligently	0	0	0	0	0	1	0	0	0	0	kanthi ora sengaja
negligible	0	0	0	0	0	0	0	0	0	0	diabaikan
negotiate	0	0	0	0	0	0	1	0	0	1	rembugan
negotiation	0	0	0	0	0	0	0	0	0	0	rembugan
negotiator	0	0	0	0	0	0	1	0	0	0	negotiator
negro	0	0	0	0	0	1	0	1	0	0	negro
neigh	0	0	0	0	0	0	0	0	0	0	ngiyup
neighbor	0	1	0	0	0	0	1	0	0	1	tanggane
neighborhood	0	1	0	0	0	0	0	0	0	0	tetanggan
neighboring	0	0	0	0	0	0	0	0	0	0	tanggane
neonatal	0	0	0	0	0	0	0	0	0	0	neonatal
neophyte	0	0	0	0	0	0	0	0	0	0	anyaran
neoprene	0	0	0	0	0	0	0	0	0	0	neoprene
nephew	0	0	0	0	0	0	0	0	0	0	ponakan
nepotism	1	0	1	0	0	1	0	1	0	0	nepotisme
nerve	0	0	0	0	0	0	1	0	0	0	syaraf
nervous	0	1	0	1	0	1	0	0	0	0	gugup
nervousness	0	0	0	1	0	0	0	0	0	0	gugup
ness	0	0	0	0	0	0	0	0	0	0	ness
nest	0	0	0	0	0	0	0	0	0	1	susuh
nestle	0	0	0	0	0	0	1	0	0	1	nestle
nestling	0	0	0	0	0	0	0	0	0	0	nestling
net	0	0	0	0	0	0	0	0	0	0	jaring
nether	1	0	0	1	0	1	0	1	0	0	nether
netting	0	0	0	0	0	0	0	0	0	0	jaring
nettle	1	0	1	0	0	1	0	0	0	0	jelatang
network	0	1	0	0	0	0	0	0	0	0	jaringan
neuralgia	0	0	0	1	0	1	0	1	0	0	neuralgia
neurology	0	0	0	0	0	0	0	0	0	0	neurologi
neurosis	0	0	0	1	0	1	0	1	0	0	neurosis
neurotic	0	0	1	1	0	1	0	0	0	0	neurotik
neuter	0	0	0	0	0	0	0	0	0	0	netral
neutral	0	1	0	0	0	0	0	0	0	1	netral
neutrality	0	0	0	0	0	0	0	0	0	1	netralitas
neutralize	0	0	0	0	0	0	0	0	0	0	netralake
newborn	0	0	0	0	0	0	0	0	0	0	jabang bayi
newcomer	0	0	0	1	0	0	0	0	1	0	wong anyar
newly	0	0	0	0	0	0	0	0	0	0	anyaran
newness	0	0	0	0	0	0	0	0	0	0	anyaran
news	0	0	0	0	0	0	0	0	0	0	warta
newspaper	0	0	0	0	0	0	0	0	0	0	koran
newsstand	0	0	0	0	0	0	0	0	0	0	kios koran
nib	0	0	0	0	0	0	0	0	0	0	nib
nibble	0	0	0	0	0	0	0	0	0	0	nyicipi
niche	0	0	0	0	0	0	0	0	0	0	ceruk
nichts	0	0	0	0	0	0	0	0	0	0	nichts
nick	0	0	0	0	0	0	0	0	0	0	nick
nickel	0	0	0	0	0	0	0	0	0	0	nikel
nickname	0	0	0	0	0	0	0	0	0	0	julukan
nicotine	0	0	1	0	0	1	0	0	0	0	nikotin
niece	0	0	0	0	0	0	0	0	0	0	keponakan
nigh	0	0	0	0	0	0	0	0	0	0	cedhak
night	0	0	0	0	0	0	0	0	0	0	wengi
nightfall	0	0	0	0	0	0	0	0	0	0	wayah bengi
nightingale	0	0	0	0	0	0	0	0	0	0	nightingale
nightmare	0	0	0	1	0	1	0	0	0	0	ngipi elek
nihilism	0	0	0	0	0	1	0	0	0	0	nihilisme
nil	0	0	0	0	0	0	0	0	0	0	nihil
nimble	0	0	0	0	0	0	0	0	0	0	lincah
ninety	0	0	0	0	0	0	0	0	0	0	sangang puluh
ninth	0	0	0	0	0	0	0	0	0	0	sanga
nip	0	0	0	0	0	0	0	0	0	0	niup
nipple	0	0	0	0	0	0	0	0	0	0	pentil
nix	0	0	0	0	0	0	0	0	0	0	nix
nobility	0	1	0	0	0	0	1	0	0	1	bangsawan
noble	0	0	0	0	0	0	1	0	0	1	mulya
nobleman	0	0	0	0	0	0	1	0	0	1	bangsawan
nocturnal	0	0	0	0	0	0	0	0	0	0	nokturnal
nod	0	0	0	0	0	0	0	0	0	0	manthuk
nodding	0	0	0	0	0	0	0	0	0	0	manthuk-manthuk
node	0	0	0	0	0	0	0	0	0	0	simpul
nodular	0	0	0	0	0	0	0	0	0	0	nodular
nodule	0	0	0	0	0	0	0	0	0	0	nodul
noise	0	0	0	0	0	1	0	0	0	0	rame
noisy	1	0	0	0	0	1	0	0	0	0	rame
nomad	0	0	0	0	0	0	0	0	0	0	wong nomad
nomadic	0	0	0	0	0	0	0	0	0	0	nomad
nomenclature	0	0	0	0	0	0	0	0	0	0	nomenklatur
nominal	0	0	0	0	0	0	0	0	0	0	nominal
nominate	0	0	0	0	0	0	0	0	0	0	nyalonake
nomination	0	0	0	0	0	0	1	0	0	0	nominasi
nominee	0	0	0	0	0	0	0	0	0	0	nominasi
nonce	0	0	0	0	0	0	0	0	0	0	ora ono
noncompliance	1	1	0	1	0	1	0	1	0	0	noncompliance
nondescript	0	0	0	0	0	0	0	0	0	0	nondescript
nonexistent	0	0	0	0	0	0	0	0	0	0	ora ana
nonpayment	0	0	0	0	0	0	0	0	0	0	ora mbayar
nonresident	0	0	0	0	0	0	0	0	0	0	nonresident
nonsense	0	0	0	0	0	1	0	0	0	0	omong kosong
nonsensical	0	0	0	0	0	1	0	1	0	0	omong kosong
noodle	0	0	0	0	0	0	0	0	0	0	mie
nook	0	0	0	0	0	0	0	0	0	0	pojok
noon	0	0	0	0	0	0	0	0	0	0	awan
noose	0	0	0	0	0	1	0	1	0	0	noose
norm	0	0	0	0	0	0	0	0	0	0	Unggah ungguh
normal	0	0	0	0	0	0	0	0	0	0	lumrah
normalcy	0	0	0	0	0	0	0	0	0	0	normal
normality	0	0	0	0	0	0	1	0	0	0	normalitas
nose	0	0	1	0	0	0	0	0	0	0	irung
nostalgia	0	0	0	0	0	0	0	0	0	0	nostalgia
nostril	0	0	0	0	0	0	0	0	0	0	bolongan irung
notable	0	0	0	0	1	0	1	0	0	1	kacathet
notables	0	0	0	0	0	0	1	0	0	0	wong misuwur
notably	0	0	0	0	0	0	0	0	0	0	notabene
notary	0	0	0	0	0	0	0	0	0	1	notaris
notation	0	0	0	0	0	0	0	0	0	0	notasi
notch	0	0	0	0	0	0	0	0	0	0	kedudukan
notched	0	0	0	0	0	0	0	0	0	0	notched
note	0	0	0	0	0	0	0	0	0	0	cathetan
notebook	0	0	0	0	0	0	0	0	0	0	notebook
noted	0	0	0	0	0	0	1	0	0	0	nyatet
noteworthy	0	0	0	0	0	0	0	0	0	0	kacathet
nothingness	0	0	0	0	0	1	0	1	0	0	ora ana apa-apa
notice	0	0	0	0	0	0	0	0	0	0	kabar
noticeable	0	0	0	0	0	0	0	0	0	0	ketok
notification	0	1	0	0	0	0	0	0	0	0	kabar
notify	0	0	0	0	0	0	0	0	0	0	ngabari
notion	0	0	0	0	0	0	1	0	0	0	pemanggih
notional	0	0	0	0	0	0	0	0	0	0	nosional
notoriety	1	0	1	1	0	1	1	0	0	0	kesuwur
notwithstanding	0	0	0	0	0	0	0	0	0	0	sanadyan
nought	0	0	0	0	0	0	0	0	0	0	ora ana
noun	0	0	0	0	0	0	0	0	0	0	tembung aran
nourish	0	0	0	0	0	0	0	0	0	0	nutrisi
nourishment	0	0	0	0	0	0	1	0	0	0	panganan
nouveau	0	0	0	0	0	0	0	0	0	0	anyaran
novelty	0	0	0	0	0	0	0	0	0	0	anyaran
novice	0	0	0	0	0	0	0	0	0	0	wong anyar
nowadays	0	0	0	0	0	0	0	0	0	0	jaman saiki
noxious	0	0	1	1	0	1	0	0	0	0	mbebayani
nozzle	0	0	0	0	0	0	0	0	0	0	muncung
nuance	0	0	0	0	0	0	0	0	0	0	nuansa
nuances	0	0	0	0	0	0	0	0	0	0	nuansa
nucleus	0	0	0	0	0	0	0	0	0	0	nukleus
nude	0	0	0	0	0	0	0	0	0	0	mudo
nudge	0	0	0	0	0	0	0	0	0	0	nudge
nudity	0	0	0	0	0	0	0	0	0	0	wudo
nugget	0	0	0	0	0	0	0	0	0	0	nugget
nuisance	1	0	0	0	0	1	0	0	0	0	gangguan
nul	0	0	0	0	0	1	0	0	0	0	nul
null	0	0	0	0	0	0	0	0	0	0	null
nullify	0	0	0	0	0	1	0	0	1	0	nullify
numb	0	0	0	0	0	1	0	0	0	0	mati rasa
number	0	0	0	0	0	0	0	0	0	0	nomer
numbering	0	0	0	0	0	0	0	0	0	0	penomoran
numbers	0	0	0	0	0	0	1	0	0	0	angka
numbness	0	0	0	0	0	1	0	1	0	0	mati rasa
numeral	0	0	0	0	0	0	0	0	0	0	angka
numerator	0	0	0	0	0	0	0	0	0	0	numerator
numerical	0	0	0	0	0	0	0	0	0	0	numerik
numerically	0	0	0	0	0	0	0	0	0	0	numerik
numerous	0	0	0	0	0	0	0	0	0	0	akeh
nun	0	0	0	0	0	1	0	0	0	1	nun
nurse	0	0	0	0	0	0	1	0	0	1	perawat
nursery	0	0	0	0	1	0	1	0	0	1	nursery
nurture	1	1	1	1	1	0	1	0	0	1	nurture
nutmeg	0	0	0	0	0	0	0	0	0	0	pala
nutrition	0	0	0	0	0	0	0	0	0	0	nutrisi
nutritious	0	0	0	0	0	0	1	1	0	0	bergizi
nutritive	0	0	0	0	0	0	0	0	0	0	nutriti
nuts	0	0	0	0	0	0	0	0	0	0	kacang-kacangan
nymph	0	0	0	0	0	0	0	0	0	0	nimfa
oaf	0	0	0	0	0	1	0	0	0	0	oaf
oak	0	0	0	0	0	0	1	0	0	0	oak
