English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Armenian Word
omniscient	0	0	0	0	0	0	1	0	0	1	ամենագետ
oncologist	0	0	0	0	0	0	0	0	0	0	ուռուցքաբան
oneness	0	0	0	0	0	0	0	0	0	0	միասնություն
onerous	1	0	0	0	0	1	0	1	0	0	ծանրաբեռնված
oneself	0	0	0	0	0	0	0	0	0	0	ինքն իրեն
ongoing	0	1	0	0	0	0	0	0	0	0	շարունակական
onion	0	0	0	0	0	0	0	0	0	0	սոխ
onset	0	1	0	0	0	0	0	0	0	0	սկիզբը
onslaught	0	0	0	0	0	0	0	0	0	0	հարձակում
ontology	0	0	0	0	0	0	0	0	0	0	գոյաբանություն
onus	0	0	0	0	0	1	0	0	0	0	պատասխանատվությունը
onward	0	0	0	0	0	0	0	0	0	0	առաջ
onyx	0	0	0	0	0	0	0	0	0	0	օնիքս
ooze	0	0	1	0	0	1	0	0	0	0	հոսել
oozing	0	0	0	0	0	0	0	0	0	0	հոսում է
opacity	0	0	0	0	0	0	0	0	0	0	անթափանցիկություն
opal	0	0	0	0	0	0	0	0	0	0	օպալ
opaque	0	0	0	0	0	1	0	0	0	0	անթափանց
ope	0	0	0	0	0	0	0	0	0	0	բացել
open	0	0	0	0	0	0	0	0	0	0	բացել
opener	0	0	0	0	0	0	0	0	0	0	բացիչ
opening	0	0	0	0	0	0	0	0	0	0	բացում
openly	0	0	0	0	0	0	0	0	0	0	բացեիբաց
openness	0	0	0	0	0	0	1	0	0	0	բացություն
opera	1	1	0	1	1	0	1	1	1	1	օպերա
operatic	0	0	0	0	0	1	0	0	0	0	օպերային
operation	0	0	0	1	0	0	0	0	0	1	շահագործման
operations	0	0	0	0	0	0	0	0	0	0	գործառնություններ
operative	0	0	0	0	0	0	0	0	0	0	օպերատիվ
operator	0	0	0	0	0	0	0	0	0	0	օպերատոր
ophthalmic	0	0	0	0	0	0	0	0	0	0	ակնաբուժական
ophthalmologist	0	0	0	0	0	0	0	0	0	0	ակնաբույժ
opiate	0	0	0	0	0	1	0	0	0	0	օփիատ
opinion	0	0	0	0	0	0	0	0	0	0	կարծիք
opinionated	1	0	0	0	0	1	0	0	0	0	կարծիք ունեցող
opium	1	0	1	1	0	1	0	1	0	0	ափիոն
opponent	1	1	1	1	0	1	0	0	0	0	հակառակորդ
opportune	0	0	0	0	1	0	1	0	0	0	պատեհ
opportunism	0	0	0	0	0	0	0	0	0	0	պատեհապաշտություն
opportunity	0	1	0	0	0	0	1	0	0	0	հնարավորություն
oppose	0	0	0	0	0	1	0	0	0	0	հակադրվել
opposed	1	0	0	1	0	1	0	0	0	0	հակադրվել է
opposing	0	0	0	0	0	0	0	0	0	0	հակադրվող
opposite	0	0	0	0	0	0	0	0	0	0	հակառակը
opposites	0	0	0	0	0	0	0	0	0	0	հակադրություններ
opposition	1	0	0	0	0	1	0	0	0	0	ընդդիմություն
oppress	1	0	1	1	0	1	0	1	0	0	ճնշել
oppression	1	0	1	1	0	1	0	1	0	0	ճնշումը
oppressive	1	0	1	1	0	1	0	1	0	0	ճնշող
oppressor	1	0	0	1	0	1	0	1	0	0	ճնշող
optic	0	0	0	0	0	0	0	0	0	0	օպտիկա
optical	0	0	0	0	0	0	0	0	0	0	օպտիկական
optics	0	0	0	0	0	0	0	0	0	0	օպտիկա
optimism	0	1	0	0	1	0	1	0	1	1	լավատեսություն
optimist	0	0	0	0	0	0	1	0	0	1	լավատես
option	0	0	0	0	0	0	1	0	0	0	տարբերակ
optional	0	0	0	0	0	0	1	0	0	0	ընտրովի
optionally	0	0	0	0	0	0	0	0	0	0	ընտրովի
options	0	0	0	0	0	0	0	0	0	0	տարբերակները
optometrist	0	0	0	0	0	0	0	0	0	0	օպտոմետրիկ
opulence	0	0	0	0	0	0	0	0	0	0	ճոխություն
opulent	0	0	0	0	0	0	0	0	0	0	ճոխ
opus	0	0	0	0	0	0	0	0	0	0	օպուս
oracle	0	1	0	0	0	0	1	0	0	1	պատգամաբեր
oral	0	0	0	0	0	0	0	0	0	0	բանավոր
orange	0	0	0	0	0	0	0	0	0	0	նարնջագույն
oration	0	0	0	0	0	0	1	0	0	0	հռետորություն
orator	0	0	0	0	0	0	0	0	0	0	հռետոր
oratory	0	0	0	0	0	0	0	0	0	0	հռետորություն
orb	0	0	0	0	0	0	0	0	0	0	գունդ
orbit	0	0	0	0	0	0	0	0	0	0	ուղեծիր
orbiting	0	0	0	0	0	0	0	0	0	0	ուղեծրում
orbs	0	0	0	0	0	0	0	0	0	0	գնդիկներ
orc	1	0	1	1	0	1	0	0	0	0	օրկ
orchard	0	0	0	0	0	0	0	0	0	0	պտղատու այգի
orchestra	1	0	0	0	1	0	1	1	0	1	նվագախումբ
ordained	0	0	0	0	0	0	1	0	0	1	ձեռնադրվել է
ordeal	1	0	0	0	0	1	0	0	1	0	փորձություն
order	0	0	0	0	0	0	0	0	0	0	պատվեր
orderly	0	0	0	0	0	0	1	0	0	0	կարգուկանոն
ordinance	0	0	0	0	0	0	0	0	0	1	հրամանագիր
ordinary	0	0	0	0	0	0	0	0	0	0	սովորական
ordination	0	1	0	0	1	0	1	0	0	1	ձեռնադրություն
ordnance	0	0	0	1	0	1	0	0	0	0	զինամթերք
ore	0	0	0	0	0	0	0	0	0	0	հանքաքար
oregano	0	0	0	0	0	0	0	0	0	0	օրեգանո
organ	0	1	0	0	1	0	0	0	0	0	օրգան
organic	0	0	0	0	0	0	1	0	0	0	օրգանական
organism	0	0	0	0	0	0	0	0	0	0	օրգանիզմ
organist	0	0	0	0	0	0	0	0	0	0	երգեհոնահար
organization	0	1	0	0	1	0	1	0	1	1	կազմակերպություն
organize	0	0	0	0	0	0	1	0	0	0	կազմակերպել
organized	0	0	0	0	0	0	1	0	0	0	կազմակերպված
orgasm	0	1	0	0	1	0	1	0	0	0	օրգազմ
orgies	0	0	0	0	0	0	0	0	0	0	օրգիաներ
orient	0	0	0	0	0	0	0	0	0	0	կողմնորոշվել
oriental	0	0	0	0	0	0	0	0	0	0	արևելյան
orientation	0	0	0	0	0	0	0	0	0	0	կողմնորոշում
orifice	0	0	0	0	0	0	0	0	0	0	բացվածք
origin	0	0	0	0	0	0	0	0	0	0	ծագում
originality	0	0	0	0	0	0	1	0	1	0	ինքնատիպություն
originate	0	0	0	0	0	0	0	0	0	0	ծագել
origination	0	0	0	0	0	0	0	0	0	0	ծագումը
originator	0	0	0	0	0	0	0	0	0	0	սկզբնավորող
ornament	0	0	0	0	0	0	0	0	0	0	զարդ
ornamental	0	0	0	0	0	0	0	0	0	0	դեկորատիվ
ornamentation	0	0	0	0	0	0	0	0	0	0	զարդարանք
ornamented	0	0	0	0	0	0	1	0	0	0	զարդարված
ornate	0	0	0	0	0	0	1	0	0	0	զարդարուն
orphan	0	0	0	1	0	1	0	1	0	0	որբ
orthodox	0	0	0	0	0	0	0	0	0	0	ուղղափառ
orthodoxy	0	0	0	0	0	0	0	0	0	1	ուղղափառություն
orthogonal	0	0	0	0	0	0	0	0	0	0	ուղղանկյուն
oscillate	0	0	0	0	0	0	0	0	0	0	տատանվել
oscillating	0	0	0	0	0	0	0	0	0	0	տատանվող
oscillation	0	0	0	0	0	0	0	0	0	0	տատանում
oscillatory	0	0	0	0	0	0	0	0	0	0	տատանողական
ostensible	0	0	0	0	0	0	0	0	0	0	առերեւույթ
ostensibly	0	0	0	0	0	1	0	0	0	0	իբր
ostrich	0	0	0	0	0	0	0	0	0	0	ջայլամ
otto	0	0	0	0	0	0	0	0	0	0	օտտո
ottoman	0	0	0	0	0	0	0	0	0	0	օսմանյան
ounce	0	0	0	0	0	0	0	0	0	0	ունցիա
oust	1	0	0	0	0	1	0	1	0	0	հեռացնել
outbreak	0	0	0	0	0	0	0	0	0	0	բռնկում
outburst	1	0	0	1	1	1	1	1	1	0	պոռթկում
outcast	0	0	1	1	0	1	0	1	0	0	վտարված
outcome	0	0	0	0	0	0	1	0	0	0	արդյունքը
outcry	1	0	0	1	0	1	0	0	1	0	աղաղակ
outdo	0	1	0	0	0	0	1	0	0	0	գերազանցել
outdoor	0	0	0	0	0	0	0	0	0	0	բացօթյա
outfit	0	0	0	0	0	0	0	0	0	0	հանդերձանք
outgrow	0	0	0	0	0	0	0	0	0	0	գերաճել
outgrowth	0	0	0	0	0	0	0	0	0	0	աճը
outhouse	0	0	1	0	0	1	0	0	0	0	արտաքին տուն
outing	0	0	0	0	0	0	0	0	0	0	զբոսանք
outlandish	0	0	0	0	0	1	0	0	0	0	արտասովոր
outlast	0	0	0	0	0	0	0	0	0	0	գերազանցել
outlaw	0	0	0	0	0	1	0	0	0	0	օրենքից դուրս
outlet	0	0	0	0	0	0	0	0	0	0	վարդակից
outline	0	0	0	0	0	0	0	0	0	0	ուրվագիծը
outlines	0	0	0	0	0	0	0	0	0	0	ուրվագծերը
outlook	0	0	0	0	0	0	0	0	0	0	հեռանկար
outlying	0	0	0	0	0	0	0	0	0	0	ծայրամասային
outnumber	0	0	0	0	0	0	0	0	0	0	գերազանցում է
outpost	0	0	0	1	0	0	0	0	0	0	ֆորպոստ
outpouring	0	0	0	0	0	0	0	0	0	0	հորդառատ
output	0	0	0	0	0	0	0	0	0	0	ելքը
outrage	1	0	1	0	0	1	0	0	0	0	վրդովմունք
outrageous	0	0	0	0	0	0	0	0	1	0	աղաղակող
outright	0	0	0	0	0	0	0	0	0	0	ուղղակիորեն
outrun	0	0	0	0	0	0	0	0	0	0	վազել
outset	0	0	0	0	0	0	0	0	0	0	սկզբից
outsider	0	0	0	1	0	0	0	0	0	0	դրսից
outskirts	0	0	0	0	0	0	0	0	0	0	ծայրամասերը
outspoken	0	0	0	0	0	0	0	0	0	0	անկեղծ ասած
outstanding	0	0	0	0	1	1	1	0	0	0	ականավոր
outstretched	0	0	0	0	0	0	0	0	0	0	տարածված
outward	0	0	0	0	0	0	1	0	0	0	արտաքին
outwards	0	0	0	0	0	0	0	0	0	0	դեպի դուրս
outweigh	0	0	0	0	0	0	0	0	0	0	գերակշռել
oval	0	0	0	0	0	0	0	0	0	0	ձվաձեւ
ovary	0	0	0	0	0	0	0	0	0	0	ձվարան
ovate	0	0	0	0	0	0	0	0	0	0	ձվաձեւ
ovation	0	0	0	0	0	1	0	1	0	0	օվացիա
oven	0	0	0	0	0	0	0	0	0	0	վառարան
overalls	0	0	0	0	0	0	0	0	0	0	կոմբինեզոններ
overbearing	1	0	0	0	0	1	0	0	0	0	գերիշխող
overburden	0	0	0	0	0	1	0	0	0	0	գերծանրաբեռնվածություն
overcast	0	0	0	0	0	1	0	0	0	0	ամպամած
overcharged	0	0	0	0	0	0	0	0	0	0	գերգանձված
overcoat	0	0	0	0	0	0	0	0	0	0	վերարկու
overdo	0	0	0	0	0	1	0	0	0	0	չափազանցել
overdose	0	0	0	0	0	1	0	0	0	0	չափից մեծ դոզա
overdue	0	1	0	0	0	1	0	1	1	0	ժամկետանց
overestimate	0	0	0	0	0	0	0	0	1	0	գերագնահատել
overestimated	0	0	0	0	0	1	0	0	0	0	գերագնահատված
overflow	0	0	0	0	0	1	0	0	0	0	վարարել
overflowing	0	0	0	0	0	0	0	0	0	0	հորդառատ
overgrown	0	0	0	0	0	1	0	0	0	0	գերաճած
overgrowth	0	0	0	0	0	0	0	0	0	0	գերաճ
overhanging	0	0	0	0	0	0	0	0	0	0	գերբարձր
overhaul	0	0	0	0	0	0	0	0	0	0	կապիտալ վերանորոգում
overhead	0	0	0	0	0	0	0	0	0	0	գլխավերեւում
overjoyed	0	0	0	0	1	0	1	0	0	0	անչափ ուրախ
overlaid	0	0	0	0	0	0	0	0	0	0	ծածկված
overlap	0	0	0	0	0	0	0	0	0	0	համընկնումը
overlay	0	0	0	0	0	0	0	0	0	0	ծածկույթը
overload	0	0	0	0	0	1	0	1	0	0	գերբեռնվածություն
overlying	0	0	0	0	0	0	0	0	0	0	ծածկող
overpaid	0	0	0	0	0	1	0	0	0	0	գերավճարված
overpass	0	0	0	0	0	0	0	0	0	0	վերգետնյա անցում
overpower	0	0	0	0	0	1	0	0	0	0	գերիշխանություն
overpowering	1	0	0	1	0	1	0	0	0	0	գերակշռող
overpriced	1	0	1	0	0	1	0	1	0	0	գերգին
override	0	0	0	0	0	0	0	0	0	0	գերագնահատել
overrule	0	0	0	0	0	0	0	0	0	0	վերացնել
overseer	0	0	0	0	0	0	0	0	0	0	վերակացու
overshadow	0	0	0	0	0	0	0	0	0	0	ստվերել
oversight	0	0	0	0	0	1	0	0	0	0	վերահսկողություն
overstate	0	0	0	0	0	0	0	0	0	0	գերագնահատել
overstock	0	0	0	0	0	0	0	0	0	0	գերպաշար
overt	0	0	0	1	0	0	0	0	0	0	բացահայտ
overtake	0	0	0	0	0	0	0	0	0	0	շրջանցել
overtaken	0	0	0	0	0	0	0	0	0	0	շրջանցել է
overthrow	0	1	0	1	0	1	0	0	0	0	տապալել
overture	0	1	0	0	0	0	0	0	0	0	նախերգանք
overturn	0	0	0	0	0	1	0	0	0	0	շրջվել
overwhelm	0	0	0	0	0	1	0	0	0	0	գերակշռել
overwhelmed	0	0	0	0	0	1	0	1	0	0	ծանրաբեռնված
overwhelming	0	0	0	0	0	0	1	0	0	0	ճնշող
overzealous	0	0	0	0	0	0	0	0	0	0	չափազանց եռանդուն
owe	0	0	0	0	0	0	0	0	0	0	պարտք
owing	1	1	1	1	0	1	0	1	0	1	պարտքով
owner	0	0	0	0	0	0	0	0	0	0	սեփականատեր
ownership	0	0	0	0	0	0	1	0	0	0	սեփականություն
ox	0	0	0	0	0	0	0	0	0	0	եզ
oxidation	0	0	0	0	0	1	0	0	0	0	օքսիդացում
oxygen	0	0	0	0	0	0	0	0	0	0	թթվածին
oxymoron	0	0	0	0	0	0	0	0	0	0	օքսիմորոն
oyster	0	0	0	0	0	0	0	0	0	0	ոստրե
pace	0	0	0	0	0	0	0	0	0	0	տեմպը
pacific	0	0	0	0	0	0	1	0	0	0	խաղաղօվկիանոսյան
pacify	0	0	0	0	0	0	0	0	0	0	հանդարտեցնել
pack	0	0	0	0	0	0	0	0	0	0	փաթեթավորել
package	0	0	0	0	0	0	0	0	0	0	փաթեթ
packer	0	0	0	0	0	0	0	0	0	0	փաթեթավորող
packet	0	0	0	0	0	0	0	0	0	0	փաթեթ
pact	0	0	0	0	0	0	0	0	0	1	դաշնագիր
pad	0	0	0	0	0	0	1	0	0	0	պահոց
padding	0	0	0	0	0	0	1	0	0	0	լիցքավորում
paddle	0	1	0	0	0	0	1	0	0	0	թիավարել
paddock	0	0	0	0	0	0	0	0	0	0	paddock
paddy	0	0	0	0	0	0	0	0	0	0	բրինձ
padlock	0	0	0	0	0	0	0	0	0	0	կողպեք
padre	0	0	0	0	0	0	0	0	0	0	հայրիկ
pagan	0	0	0	0	0	0	0	0	0	0	հեթանոսական
paganism	0	0	0	0	0	0	0	0	0	0	հեթանոսություն
page	0	0	0	0	0	0	0	0	0	0	էջ
pageant	0	0	0	0	0	0	0	0	0	0	մրցույթ
pagination	0	0	0	0	0	0	0	0	0	0	էջադրում
pagoda	0	0	0	0	0	0	0	0	0	0	պագոդա
pail	0	0	0	0	0	0	0	0	0	0	դույլ
pain	0	0	0	1	0	1	0	1	0	0	ցավը
pained	0	0	0	1	0	1	0	1	0	0	ցավոտ
painful	1	0	1	1	0	1	0	1	0	0	ցավոտ
painfully	0	0	0	0	0	1	0	1	0	0	ցավալիորեն
painless	0	0	0	0	0	0	0	0	0	0	ցավազուրկ
pains	0	0	0	0	0	1	0	0	0	0	ցավեր
painstaking	0	0	0	0	0	0	0	0	0	0	տքնաջան
paint	0	0	0	0	0	0	0	0	0	0	ներկել
painted	0	0	0	0	0	0	0	0	0	0	ներկված
painter	0	0	0	0	0	0	0	0	0	0	Նկարիչ
painting	0	0	0	0	0	0	0	0	0	0	Նկարչություն
pair	0	0	0	0	0	0	0	0	0	0	զույգ
pajamas	0	0	0	0	0	0	0	0	0	0	գիշերազգեստ
pal	0	0	0	0	0	0	0	0	0	0	ընկեր
palace	0	0	0	0	0	0	0	0	0	0	պալատ
palatable	0	0	0	0	0	0	1	0	0	0	համեղ
palate	0	0	0	0	0	0	0	0	0	0	քիմք
paleontology	0	0	0	0	0	0	0	0	0	0	պալեոնտոլոգիա
palette	0	0	0	0	0	0	0	0	0	0	գունապնակ
pall	0	0	0	0	0	0	0	0	0	0	գունատ
palladium	0	0	0	0	0	0	0	0	0	0	պալադիում
pallet	0	0	0	0	0	0	0	0	0	0	ծղոտե ներքնակ
palliative	0	0	0	0	0	0	1	0	0	0	պալիատիվ
palm	0	0	0	0	0	0	0	0	0	0	արմավենի
palmer	0	0	0	0	0	0	0	0	0	0	palmer
palpable	0	0	0	0	0	0	0	0	1	0	շոշափելի
palsy	0	0	1	1	0	1	0	1	0	0	կաթված
paltry	0	0	0	0	0	0	0	0	0	0	չնչին
pamper	0	0	0	0	0	0	0	0	0	0	փայփայել
pamphlet	0	0	0	0	0	0	0	0	0	0	բրոշյուր
pan	0	0	0	0	0	0	0	0	0	0	թավայի
panacea	0	0	0	0	0	0	1	0	0	0	համադարման
panache	0	0	0	0	0	0	1	0	0	0	փափախ
pancake	0	0	0	0	0	0	0	0	0	0	նրբաբլիթ
pandemic	0	0	0	1	0	1	0	1	0	0	համավարակ
panel	0	0	0	0	0	0	0	0	0	0	վահանակ
pang	0	0	0	0	0	1	0	0	1	0	ցավ
panic	0	0	0	1	0	1	0	0	0	0	խուճապ
panier	0	0	0	0	0	0	1	0	0	0	պանիր
panorama	0	0	0	0	0	0	0	0	0	0	համայնապատկեր
panoramic	0	0	0	0	0	0	0	0	0	0	համայնապատկեր
pant	0	0	0	0	0	0	0	0	0	0	շալվար
pantheon	0	0	0	0	0	0	0	0	0	0	պանթեոն
panther	0	0	0	0	0	0	0	0	0	0	պանտերա
panties	0	0	0	0	0	0	0	0	0	0	վարտիք
pantomime	0	0	0	0	0	0	0	0	0	0	մնջախաղ
pantry	0	0	0	0	0	0	0	0	0	0	մառան
pants	0	0	0	0	0	0	0	0	0	0	շալվար
pap	0	0	0	0	0	0	0	0	0	0	պապ
papacy	0	0	0	0	0	0	0	0	0	0	պապականություն
papal	0	0	0	0	0	0	0	0	0	0	պապական
paper	0	0	0	0	0	0	0	0	0	0	թուղթ
paprika	0	0	0	0	0	0	1	0	0	0	պապրիկա
papyrus	0	0	0	0	0	0	0	0	0	0	պապիրուս
par	0	0	0	0	0	0	0	0	0	0	պարբ
parable	0	0	0	0	0	0	0	0	0	0	առակ
parabola	0	0	0	0	0	0	0	0	0	0	պարաբոլա
parabolic	0	0	0	0	0	0	0	0	0	0	պարաբոլիկ
parachute	0	0	0	1	0	0	0	0	0	0	պարաշյուտ
parade	0	1	0	1	1	1	1	0	1	0	շքերթ
paradigm	0	0	0	0	0	0	0	0	0	0	պարադիգմ
paradox	0	0	0	0	0	0	0	0	0	0	պարադոքս
paradoxical	0	0	0	0	0	0	0	0	0	0	պարադոքսալ
paraffin	0	0	0	0	0	0	0	0	0	0	պարաֆին
paragon	0	1	0	0	1	0	1	0	0	1	պարագլուխ
paragraph	0	0	0	0	0	0	0	0	0	0	պարբերություն
parallax	0	0	0	0	0	0	0	0	0	0	պարալաքս
parallel	0	0	0	0	0	0	0	0	0	0	զուգահեռ
parallelism	0	0	0	0	0	0	0	0	0	0	զուգահեռականություն
paralysis	1	1	0	1	0	1	0	1	0	0	կաթվածահարություն
paramount	0	0	0	0	0	0	1	0	0	0	գերակա
paranoia	0	0	0	1	0	1	0	0	0	0	պարանոյա
parapet	0	0	0	0	0	0	0	0	0	0	պարապետ
paraphernalia	0	0	0	0	0	0	0	0	0	0	պարագաներ
paraphrase	0	0	0	0	0	1	1	0	0	0	վերափոխել
parasite	0	0	1	1	0	1	0	0	0	0	մակաբույծ
parasol	0	0	0	0	0	0	0	0	0	0	հովանոց
parcel	0	0	0	0	0	0	0	0	0	0	ծանրոց
parcels	0	0	0	0	0	0	0	0	0	0	ծանրոցներ
parchment	0	0	0	0	0	0	0	0	0	0	մագաղաթ
pardon	0	0	0	0	0	0	1	0	0	0	ներում
pare	1	1	0	1	0	1	0	1	0	0	պարա
parenchyma	0	0	0	0	0	0	0	0	0	0	պարենխիմա
parent	0	0	0	0	0	0	0	0	0	0	ծնող
parentage	0	0	0	0	0	0	1	0	0	0	ծագումնաբանություն
parental	0	0	0	0	0	0	0	0	0	0	ծնողական
parenthesis	0	0	0	0	0	0	0	0	0	0	փակագծեր
parenthetical	0	0	0	0	0	0	0	0	0	0	փակագծային
parietal	0	0	0	0	0	0	1	0	0	1	պարիետալ
paring	0	0	0	0	0	0	0	0	0	0	ջարդել
parish	0	0	0	0	0	0	0	0	0	1	ծխական
parity	0	0	0	0	0	0	0	0	0	0	հավասարություն
park	0	0	0	0	0	0	0	0	0	0	այգի
parlance	0	0	0	0	0	0	0	0	0	0	խոսակցություն
parliament	0	0	0	0	0	0	0	0	0	1	խորհրդարան
parliamentary	0	0	0	0	0	0	0	0	0	0	խորհրդարանական
parlor	0	0	0	0	0	0	0	0	0	0	սրահ
parole	0	1	0	0	0	0	0	0	0	0	պայմանական վաղաժամկետ ազատում
parquet	0	0	0	0	0	0	0	0	0	0	մանրահատակ
parrot	0	0	1	0	0	1	0	0	0	0	թութակ
parry	0	0	0	0	0	0	0	0	0	0	ընդհատել
parse	0	0	0	0	0	0	0	0	0	0	վերլուծել
parsimonious	0	0	0	0	0	1	0	0	0	0	խնայող
parsimony	0	0	0	0	0	0	0	0	0	0	խնայողություն
parsley	0	0	0	0	0	0	0	0	0	0	մաղադանոս
parson	0	0	0	0	0	0	0	0	0	0	հոգևորական
part	0	0	0	0	0	0	0	0	0	0	մաս
partake	0	0	0	0	0	0	1	0	0	1	մասնակցել
partiality	0	0	0	0	0	0	0	0	0	0	կողմնակալություն
partially	0	0	0	0	0	0	0	0	0	0	մասամբ
participate	0	0	0	0	0	0	0	0	0	0	մասնակցել
participation	0	0	0	0	0	0	1	0	0	0	մասնակցությունը
particle	0	0	0	0	0	0	0	0	0	0	մասնիկ
particularity	0	0	0	0	0	0	0	0	0	0	առանձնահատկություն
particulars	0	0	0	0	0	0	0	0	0	0	մանրամասներ
parting	0	0	0	0	0	0	0	1	0	0	բաժանում
partisan	0	0	0	0	0	1	0	0	0	0	կուսակցական
partisanship	0	0	0	0	0	0	0	0	0	0	կուսակցականություն
partition	0	0	0	0	0	0	0	0	0	0	միջնորմ
partly	0	0	0	0	0	0	0	0	0	0	մասամբ
partner	0	0	0	0	0	0	1	0	0	0	գործընկեր
partnership	0	0	0	0	0	0	1	0	0	1	գործընկերություն
parts	0	0	0	0	0	0	0	0	0	0	մասեր
party	0	0	0	0	0	0	0	0	0	0	կուսակցություն
pas	0	0	0	0	0	0	0	0	0	0	անց
pass	0	0	0	0	0	0	0	0	0	0	անցնել
passable	0	0	0	0	0	0	0	0	0	0	անցանելի
passage	0	0	0	0	0	0	0	0	0	0	հատված
passageway	0	0	0	0	0	0	0	0	0	0	անցուղի
passe	0	0	0	0	0	1	0	0	0	0	անցնել
passenger	0	1	0	0	0	0	0	0	0	0	ուղեւոր
passim	0	0	0	0	0	0	0	0	0	0	պասիմ
passing	0	0	0	0	0	0	0	0	0	0	անցնող
passion	0	1	0	0	1	0	1	0	0	1	կիրք
passionate	0	1	0	0	1	0	1	0	0	1	կրքոտ
passive	0	0	0	0	0	1	0	0	0	0	պասիվ
passivity	0	0	0	0	0	1	0	0	0	0	պասիվություն
passport	0	0	0	0	0	0	0	0	0	0	անձնագիր
past	0	0	0	0	0	0	0	0	0	0	անցյալ
paste	0	0	0	0	0	0	0	0	0	0	մածուկ
pastel	0	0	0	0	0	0	0	0	0	0	պաստել
pastime	0	0	0	0	0	0	1	0	0	0	զբոսանք
pastor	0	0	0	0	1	0	1	0	0	1	հովիվ
pastry	0	0	0	0	1	0	1	0	0	0	խմորեղեն
pasture	0	0	0	0	0	0	1	0	0	0	արոտավայր
pasty	0	0	0	0	0	0	0	0	0	0	մածուկ
pat	0	0	0	0	0	0	0	0	0	0	pat
patch	0	0	0	0	0	1	0	0	0	0	կարկատել
patchwork	0	0	0	0	0	0	0	0	0	0	կարկատան
pate	0	0	0	0	0	0	0	0	0	0	պաշտետ
patella	0	0	0	0	0	0	0	0	0	0	patella
patent	0	0	0	0	0	0	1	0	0	0	արտոնագիր
paternal	0	0	0	0	0	0	0	0	0	0	հայրական
paternity	0	0	0	0	0	0	0	0	0	0	հայրություն
path	0	0	0	0	0	0	0	0	0	0	ուղին
pathetic	0	0	1	0	0	1	0	1	0	0	պաթետիկ
pathology	0	0	0	0	0	0	0	0	0	0	պաթոլոգիա
pathos	0	0	0	0	0	0	0	0	0	0	պաթոս
pathway	0	0	0	0	0	0	0	0	0	0	ճանապարհ
patience	0	1	0	0	0	0	1	0	0	1	համբերություն
patient	0	1	0	0	0	0	1	0	0	0	հիվանդ
patio	0	0	0	0	0	0	0	0	0	0	պատշգամբ
patriarch	0	0	0	0	0	0	0	0	0	0	պատրիարք
patriarchal	0	0	0	0	0	0	1	0	0	1	հայրապետական
patrimony	0	0	0	0	0	0	0	0	0	0	ժառանգություն
patriot	0	0	0	0	0	0	0	0	0	0	հայրենասեր
patriotic	0	0	0	0	0	0	0	0	0	0	հայրենասիրական
patriotism	0	0	0	0	0	0	0	0	0	0	հայրենասիրություն
patrol	0	0	0	0	0	0	0	0	0	1	պարեկություն
patron	0	0	0	0	0	0	1	0	0	1	հովանավոր
patronage	0	0	0	0	0	0	1	0	0	1	հովանավորչություն
patronize	0	0	0	0	0	0	0	0	0	0	հովանավորել
patronizing	0	0	0	0	0	1	0	0	0	0	հովանավորող
patter	1	0	0	0	0	1	0	0	0	0	կարկաչել
pattern	0	0	0	0	0	0	0	0	0	0	օրինակը
paucity	1	0	1	0	0	1	0	1	0	0	սակավություն
pauper	0	0	0	0	0	1	0	1	0	0	աղքատ
pause	0	0	0	0	0	0	0	0	0	0	դադար
pave	0	0	0	0	0	0	0	0	0	0	հարթել
pavement	0	0	0	0	0	0	0	0	0	1	մայթ
pavilion	0	0	0	0	0	0	0	0	0	0	տաղավար
paving	0	0	0	0	0	0	0	0	0	0	սալահատակ
paw	0	0	0	0	0	0	0	0	0	0	թաթ
pawn	0	0	0	0	0	1	0	0	0	1	գրավատուն
pax	0	0	0	0	0	0	0	0	0	0	պաքս
pay	0	1	0	0	1	0	1	0	0	1	վճարել
payback	1	0	0	0	0	1	0	0	0	0	հատուցում
payer	0	0	0	0	0	0	0	0	0	0	վճարող
payment	0	0	0	0	0	1	0	0	0	0	վճարում
pea	0	0	0	0	0	0	0	0	0	0	սիսեռ
peace	0	1	0	0	1	0	1	0	0	1	խաղաղություն
peaceable	0	0	0	0	0	0	1	0	0	0	խաղաղասեր
peaceful	0	1	0	0	1	0	1	0	1	1	խաղաղ
peacock	0	0	0	0	0	0	1	0	0	0	սիրամարգ
peak	0	0	0	0	0	0	0	0	0	0	գագաթնակետ
peaked	0	0	0	0	0	0	0	0	0	0	գագաթնակետին է հասել
pearl	0	0	0	0	0	0	0	0	0	0	մարգարիտ
peasant	0	0	0	0	0	0	0	0	0	0	գյուղացի
peat	0	0	0	0	0	0	0	0	0	0	տորֆ
pebble	0	0	0	0	0	0	0	0	0	0	խճաքար
peck	0	0	0	0	0	0	1	0	0	0	ծակել
peculiar	0	0	0	0	0	0	0	0	0	0	յուրօրինակ
peculiarities	0	0	0	0	0	1	0	0	0	0	առանձնահատկությունները
peculiarity	0	0	0	0	0	0	1	0	0	0	յուրահատկությունը
peculiarly	0	0	0	0	0	0	0	0	0	0	յուրօրինակ կերպով
pecuniary	0	0	0	0	0	0	0	0	0	0	դրամական
pedal	0	0	0	0	0	0	0	0	0	0	ոտնակ
