English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Romanian Word
grandmother	0	0	0	0	0	0	1	0	0	0	bunica
grange	0	0	0	0	0	0	0	0	0	0	grange
granite	0	0	0	0	0	0	0	0	0	0	granit
grant	0	1	0	0	1	0	1	0	0	1	acorda
granted	0	0	0	0	0	0	1	0	0	0	acordat
grantee	0	0	0	0	0	0	0	0	0	0	concesionar
grantor	0	0	0	0	0	0	0	0	0	0	concedent
granular	0	0	0	0	0	0	0	0	0	0	granular
granule	0	0	0	0	0	0	0	0	0	0	granule
grapes	0	0	0	0	0	0	0	0	0	0	strugurii
graphics	0	0	0	0	0	0	0	0	0	0	grafică
grapple	0	0	0	0	0	0	0	0	0	0	se luptă
grasp	0	0	0	0	0	0	0	0	0	0	înţelege
grasping	0	1	0	0	0	1	0	0	0	0	apucând
grass	0	0	0	0	0	0	0	0	0	0	iarbă
grasshopper	0	0	0	0	0	0	0	0	0	0	lăcustă
grassy	0	0	0	0	0	0	0	0	0	0	ierboasă
grate	0	0	0	0	0	1	0	0	0	0	grătar
grated	1	0	0	0	0	1	0	0	0	0	răzuit
grateful	0	0	0	0	0	0	1	0	0	0	recunoscător
gratify	0	0	0	0	1	0	1	0	1	0	satisface
grating	1	0	1	0	0	1	0	0	0	0	grătar
gratis	0	0	0	0	0	0	0	0	0	0	gratis
gratitude	0	0	0	0	1	0	1	0	0	0	recunoștință
gratuitous	0	0	1	0	0	0	0	0	0	0	gratuit
gratuity	0	0	0	0	0	0	0	0	0	0	gratuitate
grave	0	0	0	1	0	1	0	1	0	0	mormânt
gravel	0	0	0	0	0	0	0	0	0	0	pietriş
graver	0	0	0	0	0	0	0	0	0	0	mai grav
gravitate	0	1	0	0	0	0	0	0	0	0	gravita
gravitation	0	0	0	0	0	0	0	0	0	0	gravitația
gravity	0	0	0	0	0	0	0	0	0	0	gravitatie
gravy	0	0	0	0	0	0	0	0	0	0	sos
gray	0	0	1	0	0	0	0	1	0	0	gri
graze	0	0	0	0	0	0	0	0	0	0	paşte
grease	0	0	0	0	0	0	0	0	0	0	unsoare
greasy	0	0	1	0	0	0	0	0	0	0	gras
greater	0	0	0	0	0	0	1	0	0	0	mai mare
greatest	0	0	0	0	0	0	0	0	0	0	cel mai mare
greatly	0	0	0	0	0	0	0	0	0	0	foarte mult
greatness	0	0	0	0	1	0	1	0	1	1	măreţie
greed	1	0	1	0	0	1	0	0	0	0	lăcomie
greedy	0	0	1	0	0	1	0	0	0	0	lacom
green	0	0	0	0	1	0	1	0	0	1	verde
greenhouse	0	0	0	0	0	0	0	0	0	0	seră
greenish	0	0	0	0	0	0	0	0	0	0	verzui
greenwood	0	0	0	0	0	0	0	0	0	0	lemn verde
greet	0	0	0	0	0	0	0	0	0	0	salut
greeting	0	0	0	0	0	0	1	0	1	0	Salut
gregarious	0	0	0	0	0	0	1	0	0	0	gregar
grenade	0	0	0	1	0	1	0	0	0	0	grenadă
grey	0	0	0	0	0	0	0	0	0	0	gri
greyhound	0	0	0	0	0	0	0	0	0	0	ogar
gridiron	0	0	0	0	0	0	0	0	0	0	grătar
grief	0	0	0	0	0	1	0	1	0	0	jale
grievance	1	0	1	0	0	1	0	1	0	0	plângere
grieve	0	0	0	1	0	1	0	1	0	0	întrista
grievous	1	0	0	1	0	1	0	1	0	0	dureros
griffin	0	0	0	0	0	0	0	0	0	0	grifon
grill	0	0	0	0	0	0	0	0	0	0	grătar
grille	0	0	0	0	0	0	0	0	0	0	grila
grim	1	1	1	1	0	1	0	1	0	0	rău
grime	0	0	1	0	0	1	0	0	0	0	murdărie
grimy	0	0	1	0	0	1	0	0	0	0	tuciuriu
grin	0	1	0	0	1	0	1	0	1	1	grimasă
grind	0	0	0	0	0	0	0	0	0	0	pisa
grinder	0	0	0	0	0	0	0	0	0	0	polizor
grinding	0	0	0	0	0	1	0	0	0	0	măcinare
grip	0	0	0	0	0	0	0	0	0	0	prindere
grisly	0	0	1	1	0	1	0	0	0	0	îngrozitor
grist	0	0	0	0	0	0	1	0	0	0	şrot
grit	0	0	0	0	0	0	1	0	0	1	pietriș
gritty	0	0	0	0	0	0	0	0	0	0	curajos
grizzly	0	0	0	1	0	1	0	0	0	0	grizzly
groan	0	0	1	0	0	1	0	1	0	0	geme
grocer	0	0	0	0	0	0	0	0	0	0	băcan
groceries	0	0	0	0	0	0	0	0	0	0	produse alimentare
grocery	0	0	0	0	0	0	0	0	0	0	băcănie
groggy	0	0	0	0	0	0	0	0	0	0	ameţit
groin	0	0	0	0	0	0	0	0	0	0	poală
groom	0	0	0	0	0	0	0	0	0	0	mire
groove	0	0	0	0	0	0	0	0	0	0	canelură
grope	1	0	1	1	0	1	0	0	0	0	bâjbâi
gross	0	0	1	0	0	1	0	0	0	0	brut
grotesque	0	0	1	0	0	1	0	0	0	0	grotesc
grotto	0	0	0	0	0	0	0	0	0	0	grotă
ground	0	0	0	0	0	0	0	0	0	1	sol
grounded	0	0	0	1	0	1	0	1	0	0	împământat
groundless	0	0	0	0	0	1	0	0	0	0	fără temei
grounds	0	0	0	0	0	0	0	0	0	0	temeiuri
groundwork	0	0	0	0	0	0	1	0	0	0	temei
group	0	0	0	0	0	0	0	0	0	0	grup
grouping	0	0	0	0	0	0	0	0	0	0	gruparea
grouse	0	0	0	0	0	0	0	0	0	0	cocoș de cocoș
grout	0	0	0	0	0	0	0	0	0	0	chit
grove	0	0	0	0	0	0	0	0	0	0	dumbravă
grow	0	1	0	0	1	0	1	0	0	1	se dezvolta
growl	1	0	0	1	0	1	0	0	0	0	mârâi
growling	1	0	1	1	0	1	0	0	0	0	mârâind
growth	0	0	0	0	0	0	1	0	0	0	creştere
grub	0	0	0	0	0	0	0	0	0	0	grub
grudge	1	0	0	0	0	1	0	0	0	0	pică
grudgingly	0	0	0	0	0	1	0	0	0	0	cu pârâie
gruesome	0	0	1	0	0	1	0	0	0	0	macabru
gruff	1	0	1	0	0	1	0	0	0	0	aspru
grumble	1	0	1	0	0	1	0	0	0	0	bâzâi
grumpy	1	0	1	0	0	1	0	1	0	0	morocănos
grunt	0	0	0	0	0	0	0	0	0	0	mormăit
guarantee	0	0	0	0	0	0	1	0	0	1	garanție
guaranty	0	0	0	0	0	0	0	0	0	0	garanţie
guard	0	0	0	1	0	0	1	0	0	1	paznic
guarded	0	0	0	0	0	0	0	0	0	1	păzit
guardian	0	0	0	0	0	0	1	0	0	1	paznic
guardianship	0	0	0	0	0	0	1	0	0	1	tutelă
guards	0	0	0	0	0	0	0	0	0	0	paznici
gubernatorial	0	0	0	0	0	0	1	0	0	1	guvernator
guerilla	0	0	0	1	0	1	0	0	0	0	gherilă
guess	0	0	0	0	0	0	0	0	1	0	ghici
guesswork	0	0	0	0	0	0	0	0	0	0	presupuneri
guest	0	0	0	0	0	0	0	0	0	0	oaspete
guidance	0	0	0	0	0	0	1	0	0	1	îndrumare
guide	0	0	0	0	0	0	1	0	0	1	ghid
guidebook	0	0	0	0	0	0	1	0	0	1	ghid
guild	0	0	0	0	0	0	0	0	0	0	breasla
guile	0	0	0	0	0	1	0	0	0	0	viclenie
guillotine	1	1	1	1	0	1	0	1	0	0	ghilotină
guilt	0	0	1	0	0	1	0	1	0	0	vinovăţie
guilty	1	0	0	0	0	1	0	1	0	0	vinovat
guinea	0	0	0	0	0	0	0	0	0	0	Guineea
guise	0	0	0	0	0	1	0	0	0	0	înfăţişare
guitar	0	0	0	0	0	0	0	0	0	0	chitară
gules	0	0	0	0	0	0	0	0	0	0	gules
gulf	0	0	0	0	0	0	0	0	0	0	golf
gull	0	0	0	0	0	1	0	0	0	0	pescăruş
gullible	0	0	0	0	0	1	0	1	0	1	credul
gully	0	0	0	0	0	0	0	0	0	0	rigolă
gulp	0	0	0	1	0	0	0	0	1	0	înghiţitură
gum	0	0	0	0	0	0	0	0	0	0	gumă
gummy	0	0	0	0	0	0	0	0	0	0	cleios
gun	1	0	0	1	0	1	0	0	0	0	pistol
gunner	0	0	0	0	0	0	0	0	0	0	artilerist
gunpowder	0	0	0	1	0	0	0	0	0	0	praf de puşcă
guru	0	0	0	0	0	0	1	0	0	1	guru
gush	0	0	1	0	1	1	0	0	0	0	şuvoi
gusset	0	0	0	0	0	0	0	0	0	1	clin
gust	0	0	0	0	0	0	0	0	0	0	rafală
gusty	0	0	0	0	0	0	0	0	0	0	furtunos
gut	0	0	1	0	0	0	0	0	0	0	intestin
guts	0	0	0	0	0	0	1	0	0	0	curajul
gutter	0	0	1	0	0	0	0	0	0	0	jgheab
guy	0	0	0	0	0	0	0	0	0	0	tip
guzzling	0	0	0	0	0	1	0	0	0	0	pileală
gymnasium	0	0	0	0	0	0	0	0	0	0	gimnazial
gymnast	0	0	0	0	0	0	1	0	0	0	gimnastă
gymnastic	0	0	0	0	0	0	0	0	0	0	gimnastică
gymnastics	0	0	0	0	0	0	0	0	0	0	gimnastică
gynecology	0	0	0	0	0	0	0	0	0	0	ginecologie
gypsy	0	0	0	0	0	1	0	0	0	0	ţigan
gyroscope	0	0	0	0	0	0	0	0	0	0	giroscop
habit	0	0	0	0	0	0	0	0	0	0	obicei
habitat	0	0	0	0	0	0	1	0	0	0	habitat
habitation	0	0	0	0	0	0	0	0	0	0	locuire
habitual	0	1	0	0	0	0	0	0	0	0	obișnuit
habitually	0	0	0	0	0	0	0	0	0	0	în mod obișnuit
hacienda	0	0	0	0	0	0	0	0	0	0	hacienda
hag	0	0	1	1	0	1	0	0	0	0	hag
haggard	0	0	0	0	0	1	0	1	0	0	slăbit
haggle	0	0	0	0	0	0	0	0	0	0	se certa
hail	0	0	0	0	0	1	1	0	0	1	grindină
hair	0	0	0	0	0	0	0	0	0	0	păr
hairy	0	0	1	0	0	1	0	0	0	0	păros
hale	0	0	0	0	0	0	1	0	0	0	hale
half	0	0	0	0	0	0	0	0	0	0	jumătate
halfway	0	0	0	0	0	1	0	0	0	0	la jumătatea drumului
hall	0	0	0	0	0	0	0	0	0	0	hol
hallowed	0	0	0	0	0	0	0	0	0	0	sfinţit
hallucination	0	0	0	1	0	1	0	0	0	0	halucinaţie
halo	0	0	0	0	0	0	0	0	0	0	Aura
halt	0	0	0	0	0	0	0	0	0	0	oprire
halter	1	0	0	1	0	1	0	1	0	0	ştreang
halting	0	0	0	1	0	1	0	1	0	0	oprindu-se
halve	0	0	0	0	0	0	0	0	0	0	înjumătăţiţi
halving	0	0	0	0	0	0	0	0	0	0	înjumătăţirea
ham	0	0	0	0	0	0	0	0	0	0	șuncă
hamlet	0	0	0	0	0	0	0	0	0	0	cătun
hammer	0	0	0	0	0	0	0	0	0	0	ciocan
hammering	0	0	0	0	0	0	0	0	0	0	ciocănind
hammock	0	0	0	0	0	0	0	0	0	0	hamac
hamper	0	0	0	0	0	1	0	0	0	0	coş
hamstring	1	0	0	0	0	1	0	1	0	0	hamstring
hand	0	0	0	0	0	0	0	0	0	0	mână
handbook	0	0	0	0	0	0	0	0	0	1	manual
handful	0	0	0	0	0	0	0	0	0	0	mână
handicap	0	0	0	0	0	1	0	1	0	0	handicap
handicraft	0	0	0	0	0	0	0	0	0	0	artizanat
handiwork	0	0	0	0	0	0	0	0	0	0	lucrare de mână
handkerchief	0	0	0	0	0	0	0	0	0	0	batistă
handle	0	0	0	0	0	0	0	0	0	0	mâner
handsome	0	0	0	0	0	0	0	0	0	0	frumos
handwriting	0	0	0	0	0	0	0	0	0	0	scris de mână
handy	0	0	0	0	0	0	1	0	0	0	la indemana
hang	0	0	0	0	0	0	0	0	0	0	atârna
hangar	0	0	0	0	0	0	0	0	0	0	hangar
hanging	1	0	1	1	0	1	0	1	0	0	agăţat
hangman	0	0	0	1	0	1	0	0	0	0	călău
hangout	0	0	0	0	0	0	0	0	0	0	pierde timpul
hank	0	0	0	0	0	0	0	0	0	0	scul
hankering	0	1	0	0	0	0	0	0	0	0	dor
hap	0	1	0	0	0	0	0	0	1	0	hap
haphazard	0	0	0	0	0	0	0	0	0	0	la întâmplare
happen	0	1	0	0	0	0	0	0	0	0	întâmpla
happening	0	0	0	0	0	0	0	0	0	0	petrecându-se
happily	0	0	0	0	1	0	1	0	0	0	fericit
happiness	0	1	0	0	1	0	1	0	0	0	fericire
happy	0	1	0	0	1	0	1	0	0	1	fericit
harass	1	0	1	0	0	1	0	0	0	0	hărțui
harassing	1	0	0	0	0	0	0	0	0	0	hărțuind
harbinger	1	1	0	1	0	1	0	0	0	0	vestitor
harbor	0	0	0	0	0	0	0	0	0	1	port
harden	0	0	0	0	0	0	0	0	0	0	se întăresc
hardened	1	0	1	1	0	1	0	0	0	0	întărit
hardening	0	0	0	0	0	0	0	0	0	0	întărire
hardness	0	0	0	0	0	1	0	0	0	0	duritate
hardship	0	0	0	0	0	1	0	1	0	0	greutăţi
hardware	0	0	0	0	0	0	0	0	0	0	hardware
hardy	0	0	0	0	1	0	1	0	0	1	rezistent
hare	0	0	0	0	0	0	0	0	0	0	iepure de câmp
harem	0	0	0	0	0	0	0	0	0	0	harem
harlot	0	0	1	0	0	1	0	0	0	0	desfrânată
harm	0	0	0	1	0	1	0	0	0	0	dăuna
harmful	1	0	1	1	0	1	0	1	0	0	dăunătoare
harmonica	0	0	0	0	0	0	0	0	0	0	muzicuţă
harmonics	0	0	0	0	0	0	0	0	0	0	armonici
harmoniously	0	0	0	0	1	0	1	0	0	1	armonios
harmonize	0	0	0	0	0	0	0	0	0	0	armoniza
harmony	0	0	0	0	1	0	1	0	0	1	armonie
harness	0	0	0	0	0	0	0	0	0	0	valorifica
harper	0	0	0	0	0	0	0	0	0	0	harper
harpsichord	0	0	0	0	0	0	0	0	0	0	clavecin
harrowing	0	0	0	1	0	1	0	0	0	0	chinuitor
harry	1	0	0	0	0	1	0	1	0	0	Harry
harshness	1	0	0	1	0	1	0	0	0	0	asprime
hart	0	0	0	0	0	0	0	0	0	0	cerb
harvest	0	1	0	0	1	0	1	0	0	0	recolta
hash	0	0	0	0	0	1	0	0	0	0	hash
hashish	0	0	0	0	0	1	0	0	0	0	haşiş
haste	0	1	0	0	0	0	0	0	0	0	grabă
hasten	0	0	0	0	0	0	0	0	0	0	grăbi
hastily	0	0	0	0	0	0	0	0	0	0	în grabă
hasty	0	0	0	0	0	1	0	0	0	0	pripită
hat	0	0	0	0	0	0	0	0	0	0	pălărie
hatch	0	0	0	0	0	0	0	0	0	0	trapă
hatchet	0	0	0	0	0	0	0	0	0	0	topor
hate	1	0	1	1	0	1	0	1	0	0	ură
hateful	1	0	1	1	0	1	0	1	0	0	odios
hating	1	0	0	0	0	1	0	0	0	0	urând
hatred	1	0	1	1	0	1	0	1	0	0	ură
haughty	1	0	0	0	0	1	0	0	0	0	trufaş
haul	0	0	0	0	0	0	0	0	0	0	așezare
haulage	0	0	0	0	0	0	0	0	0	0	transport
haunt	0	0	0	1	0	1	0	0	0	0	bântuie
haunted	0	0	0	1	0	1	0	1	0	0	bântuit
haven	0	0	0	0	0	0	1	0	0	1	refugiu
havoc	1	0	0	1	0	1	0	0	0	0	ravagii
haw	0	0	0	0	0	0	0	0	0	0	haw
hawk	0	0	0	1	0	0	0	0	0	0	şoim
hawking	0	0	0	0	0	0	0	0	0	0	vânătoarea
hazard	0	0	0	1	0	1	0	0	0	0	pericol
hazardous	0	0	0	1	0	1	0	0	0	0	riscant
haze	0	0	0	1	0	1	0	0	0	0	ceață
hazy	0	0	0	0	0	0	0	0	0	0	tulbure
head	0	0	0	0	0	0	0	0	0	0	cap
headache	0	0	0	0	0	1	0	0	0	0	durere de cap
headdress	0	0	0	0	0	0	0	0	0	0	frizură
header	0	0	0	0	0	0	0	0	0	0	antet
headgear	0	0	0	0	0	0	0	0	0	0	articole pentru acoperirea capului
heading	0	0	0	0	0	0	0	0	0	0	rubrica
headland	0	0	0	0	0	0	0	0	0	0	promontoriu
headlight	0	1	0	0	0	0	0	0	0	0	far
headline	0	0	0	0	0	0	0	0	0	0	titlu
headlong	0	0	0	0	0	0	0	0	0	0	cu capul înainte
headquarters	0	0	0	0	0	0	0	0	0	0	sediu
headstone	0	0	0	0	0	0	0	0	0	0	piatră de mormânt
headway	0	0	0	0	0	0	1	0	0	0	progres
heady	0	0	0	0	0	1	0	0	0	0	impetuos
heal	0	0	0	0	1	0	1	0	0	1	vindeca
healing	0	1	0	0	1	0	1	0	0	1	vindecare
health	0	0	0	0	0	0	0	0	0	0	sănătate
healthful	0	0	0	0	1	0	1	0	0	0	sănătos
healthy	0	0	0	0	0	0	1	0	0	0	sănătos
heap	0	0	0	0	0	0	0	0	0	0	morman
hear	0	0	0	0	0	0	0	0	0	0	auzi
hearer	0	0	0	0	0	0	0	0	0	0	ascultător
hearing	0	0	0	1	0	1	0	0	0	0	auz
hearsay	0	0	0	0	0	1	0	0	0	0	din auzite
hearse	0	0	0	1	0	1	0	1	0	0	dric
heart	0	0	0	0	0	0	0	0	0	0	inima
heartache	0	0	0	0	0	1	0	1	0	0	durere de inima
heartburn	0	0	0	0	0	1	0	0	0	0	arsuri la stomac
heartfelt	0	0	0	0	1	0	1	1	0	1	din suflet
hearth	0	0	0	0	0	0	1	0	0	0	vatră
heartily	0	0	0	0	1	0	1	0	0	0	din toată inima
heartless	0	0	0	0	0	1	0	1	0	0	fără inimă
hearts	0	0	0	0	0	0	0	0	0	0	inimile
heartworm	0	0	1	0	0	0	0	0	0	0	dirofilaria
heat	0	0	0	0	0	0	0	0	0	0	căldură
heated	0	0	0	0	0	0	0	0	0	0	încălzit
heater	0	0	0	0	0	0	0	0	0	0	încălzitor
heath	0	0	0	0	0	0	0	0	0	0	Heath
heathen	0	0	0	1	0	1	0	0	0	0	păgân
heather	0	0	0	0	0	0	0	0	0	0	Heather
heating	0	0	0	0	0	0	0	0	0	0	Incalzi
heave	0	0	0	0	0	0	0	0	0	0	ridică
heavenly	0	1	0	0	1	0	1	0	0	1	ceresc
heavens	0	0	0	0	1	0	1	0	0	1	cerurile
heavily	0	0	0	0	0	1	0	0	0	0	puternic
heaviness	0	0	0	0	0	0	0	0	0	0	greutate
heaving	0	0	0	0	0	0	0	0	0	0	opintire
hectares	0	0	0	0	0	0	0	0	0	0	hectare
hectic	0	0	0	0	0	0	0	0	0	0	agitat
hedge	0	0	0	0	0	0	0	0	0	0	gard viu
hedgehog	0	0	0	0	0	0	0	0	0	0	arici
hedonism	0	0	0	0	1	1	1	0	0	0	hedonism
heed	0	0	0	0	0	0	0	0	0	0	ţine seama
heel	0	0	0	0	0	1	0	0	0	0	toc
heels	0	0	0	0	0	0	0	0	0	0	pantofi cu toc
heft	0	1	0	1	0	0	1	0	0	0	ridicare
hegemonic	0	0	0	0	0	0	0	0	0	0	hegemonic
heifer	0	0	0	0	0	0	0	0	0	0	juninca
height	0	0	0	0	0	0	0	0	0	0	înălţime
heighten	0	0	0	1	0	1	0	0	0	0	spori
heinous	0	0	0	0	0	1	0	0	0	0	atroce
heir	0	0	0	0	0	0	0	0	0	0	moştenitor
heiress	0	0	0	0	0	0	0	0	0	0	moştenitoare
heirloom	0	0	0	0	0	0	0	0	0	0	mostenire de familie
heirs	0	0	0	0	0	0	0	0	0	0	moștenitori
helical	0	0	0	0	0	0	0	0	0	0	elicoidal
helix	0	0	0	0	0	0	0	0	0	0	helix
hell	1	0	1	1	0	1	0	1	0	0	iad
hellish	1	0	1	1	0	1	0	1	0	0	infernal
helm	0	0	0	0	0	0	0	0	0	0	cârma
helmet	0	0	0	1	0	0	1	0	0	0	cască
helper	0	0	0	0	0	0	1	0	0	1	ajutor
helpful	0	0	0	0	1	0	1	0	0	1	util
helpless	0	0	0	1	0	1	0	1	0	0	neajutorat
helplessness	0	0	0	1	0	1	0	1	0	0	neajutorare
hem	0	0	0	0	0	0	0	0	0	0	tiv
hematite	0	0	0	0	0	0	0	0	0	0	hematită
hemi	0	0	0	0	0	0	0	0	0	0	hemi
hemisphere	0	0	0	0	0	0	0	0	0	0	emisferă
hemispheric	0	0	0	0	0	0	0	0	0	0	emisferic
hemlock	0	0	0	0	0	0	0	0	0	0	cucută
hemorrhage	0	0	1	1	0	1	0	1	0	0	hemoragie
hemorrhoids	0	0	0	0	0	1	0	0	0	0	hemoroizi
hemp	0	0	0	0	0	0	0	0	0	0	cânepă
hen	0	0	0	0	0	0	0	0	0	0	găină
henceforth	0	0	0	0	0	0	0	0	0	0	de acum inainte
herald	0	0	0	0	0	0	0	0	0	0	vestitor
heraldry	0	0	0	0	0	0	0	0	0	0	heraldică
herb	0	0	0	0	0	0	0	0	0	0	iarbă
herbaceous	0	0	0	0	0	0	0	0	0	0	ierbos
herbal	0	0	0	0	0	0	1	0	0	0	pe bază de plante
herbarium	0	0	0	0	0	0	0	0	0	0	ierbar
herd	0	0	0	0	0	0	0	0	0	0	turmă
hereditary	0	0	0	0	0	0	0	0	0	0	ereditar
heredity	0	0	0	0	0	0	0	0	0	0	ereditate
heresy	0	0	0	0	0	1	0	0	0	0	erezie
heretic	0	0	1	0	0	1	0	0	0	0	eretic
heretical	0	0	0	0	0	0	0	0	0	0	eretic
heretofore	0	0	0	0	0	0	0	0	0	0	până acum
hereunto	0	0	0	0	0	0	0	0	0	0	de aici
herewith	0	0	0	0	0	0	0	0	0	0	prin prezenta
heritage	0	0	0	0	0	0	0	0	0	1	moștenire
hermaphrodite	0	0	0	0	0	1	0	0	1	0	hermafrodit
hermeneutics	0	0	0	0	0	0	0	0	0	0	hermeneutica
hermit	0	0	0	0	0	0	0	1	0	1	pustnic
hernia	0	0	0	0	0	0	0	0	0	0	hernie
hero	0	1	0	0	1	0	1	0	1	1	erou
heroic	0	0	0	0	1	0	1	0	1	1	eroic
heroics	0	0	0	0	0	0	1	0	0	0	eroice
heroin	0	0	0	0	0	1	0	0	0	0	heroină
heroine	0	0	0	0	0	0	1	0	0	1	eroina
heroism	0	1	0	0	1	0	1	0	1	1	eroism
herpes	0	0	1	0	0	1	0	0	0	0	herpes
herpesvirus	0	0	1	0	0	1	0	0	0	0	herpesvirus
hesitating	0	0	0	0	0	0	0	0	0	0	ezitând
hesitation	0	0	0	1	0	1	0	0	0	0	ezitare
heterogeneity	0	0	0	0	0	0	0	0	0	0	eterogenitate
hew	0	0	0	0	0	0	0	0	0	0	tăia
hexagon	0	0	0	0	0	0	0	0	0	0	hexagon
heyday	0	1	0	0	1	0	1	0	0	1	ziua de glorie
hiatus	0	0	0	0	0	0	0	0	0	0	pauză
hibernate	0	0	0	0	0	0	0	0	0	0	hibernează
hibernation	0	0	0	0	0	0	0	0	0	0	hibernare
hiccup	0	0	0	0	0	0	0	0	0	0	sughiţ
hidden	0	0	0	0	0	1	0	0	0	0	ascuns
hide	0	0	0	1	0	0	0	0	0	0	ascunde
hideous	0	0	1	1	0	1	0	1	0	0	hidos
hiding	0	0	0	1	0	0	0	0	0	0	ascunzându-se
hierarchical	0	0	0	0	0	0	0	0	0	0	ierarhic
high	0	0	0	0	0	0	0	0	0	0	înalt
higher	0	0	0	0	0	0	0	0	0	0	superior
highest	0	1	0	1	1	1	1	0	1	0	cel mai inalt
highland	0	0	0	0	0	0	0	0	0	0	înaltul
highlands	0	0	0	0	0	0	0	0	0	0	zonele înalte
hight	0	0	0	0	0	0	0	0	0	0	înălțime
highway	0	0	0	0	0	0	0	0	0	0	autostrada
hiker	0	0	0	0	0	0	0	0	0	0	excursionist
hilarious	0	0	0	0	1	0	1	0	1	0	hilar
hilarity	0	0	0	0	1	0	1	0	0	0	ilaritate
hill	0	0	0	0	0	0	0	0	0	0	deal
hilly	0	0	0	0	0	0	0	0	0	0	deluros
hilt	0	0	0	0	0	0	0	0	0	0	mâner
hind	0	0	0	0	0	0	0	0	0	0	spate
hindering	0	0	0	0	0	1	0	1	0	0	împiedicând
hindrance	0	0	0	0	0	1	0	0	0	0	împiedicare
hinge	0	0	0	0	0	0	0	0	0	0	balama
hint	0	0	0	0	0	0	0	0	0	0	aluzie
hinterland	0	0	0	0	0	0	0	0	0	0	hinterland
hip	0	0	0	0	0	0	0	0	0	0	şold
hippie	0	0	0	0	0	1	0	0	0	0	hippie
hire	0	1	0	0	1	0	1	0	0	1	închiriere
hirsute	0	0	0	0	0	0	0	0	0	0	hirsut
hiss	1	0	0	1	0	1	0	0	0	0	șuierat
hissing	0	0	0	0	0	1	0	0	0	0	şuierat
histology	0	0	0	0	0	0	0	0	0	0	histologie
historian	0	0	0	0	0	0	0	0	0	0	istoric
historic	0	0	0	0	0	0	0	0	0	0	istoric
historiography	0	0	0	0	0	0	0	0	0	0	istoriografie
history	0	0	0	0	0	0	0	0	0	0	istorie
hit	1	0	0	0	0	1	0	0	0	0	lovit
hitherto	0	0	0	0	0	1	0	0	0	0	până acum
hive	0	0	0	0	0	1	0	0	0	0	stup
hoard	0	0	0	0	0	0	0	0	0	0	tezaur
hoarse	0	0	0	0	0	1	0	0	0	0	răguşit
hoary	0	0	0	0	0	1	0	1	0	0	cărunt
hoax	1	0	1	0	0	1	0	1	1	0	farsă
hob	0	0	0	0	0	0	0	0	0	0	plită
hobby	0	0	0	0	1	0	1	0	0	0	hobby
hobo	0	0	0	0	0	1	0	1	0	0	vagabond
hockey	0	0	0	0	0	0	0	0	0	0	hochei
hoe	0	0	0	0	0	0	0	0	0	0	sapă
hog	0	0	1	0	0	1	0	0	0	0	porc
hoist	0	0	0	0	0	0	0	0	0	0	ridicare
hold	0	0	0	0	0	0	0	0	0	0	tine
holder	0	0	0	0	0	0	0	0	0	0	titular
holding	0	0	0	0	0	0	0	0	0	0	deținere
hole	0	0	0	0	0	0	0	0	0	0	gaură
holiday	0	1	0	0	1	0	1	0	0	0	vacanţă
holiness	0	1	0	1	1	0	1	0	1	1	sfinţenie
hollow	0	0	0	0	0	1	0	1	0	0	gol
holocaust	1	0	1	1	0	1	0	1	0	0	holocaust
holy	0	0	0	0	0	0	1	0	0	0	sfânt
homage	0	0	0	0	0	0	1	0	0	0	omagiu
homeless	1	1	1	1	0	1	0	1	0	0	fără adăpost
homeopathic	0	0	0	0	0	0	0	0	0	0	homeopat
homeopathy	0	0	0	0	0	0	0	0	0	0	homeopatie
homesick	0	0	0	0	0	1	0	1	0	0	dor de casă
homestead	0	0	0	0	0	0	0	0	0	0	gospodărie
homework	0	0	0	1	0	0	0	0	0	0	teme pentru acasă
homicidal	1	0	0	1	0	1	0	0	0	0	ucigaș
homicide	1	0	1	1	0	1	0	1	0	0	omucidere
homily	0	0	0	0	0	0	0	0	0	0	omilie
homogeneity	0	0	0	0	0	0	0	0	0	0	omogenitate
homogeneous	0	0	0	0	0	0	0	0	0	0	omogen
homologous	0	0	0	0	0	0	0	0	0	0	omolog
homologue	0	0	0	0	0	0	0	0	0	0	omolog
homology	0	0	0	0	0	0	1	0	0	0	omologie
hone	0	0	0	0	0	0	0	0	0	0	gresie
honest	1	0	1	1	1	0	1	1	0	1	sincer
honesty	0	0	0	0	0	0	1	0	0	1	onestitate
honey	0	0	0	0	0	0	1	0	0	0	Miere
honeycomb	0	0	0	0	0	0	0	0	0	0	fagure
honeymoon	0	1	0	0	1	0	1	0	1	1	luna de miere
honeysuckle	0	0	0	0	0	0	0	0	0	0	caprifoi
honor	0	0	0	0	0	0	1	0	0	1	onora
honorable	0	0	0	0	0	0	1	0	0	1	onorabil
honorarium	0	0	0	0	0	0	0	0	0	0	onorariu
hood	1	0	1	1	0	1	0	0	0	0	glugă
hooded	0	0	0	1	0	0	0	0	0	0	cu glugă
hoof	0	0	0	0	0	0	0	0	0	0	copita
hook	0	0	0	0	0	0	0	0	0	0	cârlig
hooked	0	0	0	0	0	1	0	0	0	0	coroiat
hooker	0	0	0	0	0	0	0	0	0	0	prostituată
hoop	0	0	0	0	0	0	0	0	0	0	cerc
hoot	1	0	1	0	0	1	0	0	0	0	hoop
hop	0	0	0	0	0	0	0	0	0	0	hop
