English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Chinese-Traditional Word
illness	0	0	0	1	0	1	0	1	0	0	疾病
illogical	0	0	0	0	0	1	0	0	0	0	不合邏輯
illuminate	0	1	0	0	1	0	1	0	1	0	照亮
illumination	0	0	0	0	1	0	1	0	1	1	照明
illuminator	0	0	0	0	0	0	0	0	0	0	照明器
illusion	0	0	0	0	0	1	0	0	1	0	錯覺
illustrate	0	0	0	0	0	0	1	0	0	0	闡明
illustration	0	0	0	0	0	0	0	0	0	0	插圖
illustrative	0	0	0	0	0	0	0	0	0	0	說明性的
illustrious	0	0	0	0	0	0	1	0	0	0	傑出
image	0	0	0	0	0	0	0	0	0	0	圖片
imagery	0	0	0	0	0	0	0	0	0	0	意象
imaginary	0	0	0	0	0	0	0	0	0	0	假想
imagination	0	0	0	0	0	0	0	0	0	0	想像力
imaginative	0	0	0	0	0	0	1	0	0	0	富有想像力的
imagine	0	0	0	0	0	0	0	0	0	0	想像
imagined	0	0	0	0	0	0	0	0	0	0	想像的
imagining	0	0	0	0	0	0	0	0	0	0	想像
imam	0	0	0	0	0	0	0	0	0	0	阿訇
imbedded	0	0	0	0	0	0	0	0	0	0	嵌入的
imitate	0	0	0	0	0	0	0	0	0	0	模擬
imitated	0	0	0	0	0	1	0	0	0	0	模仿的
imitation	0	0	0	0	0	1	0	0	0	0	模仿
immaculate	0	0	0	0	1	0	1	0	0	1	完美無暇
immaterial	0	0	0	0	0	0	0	0	0	0	無關緊要的
immature	0	1	0	0	0	1	0	0	0	0	不成熟
immaturity	1	1	0	0	0	1	0	0	0	0	不成熟
immeasurable	0	0	0	0	0	0	0	0	0	0	不可估量
immeasurably	0	0	0	0	0	0	0	0	0	0	不可估量
immediacy	0	0	0	0	0	0	0	0	1	0	直接
immediately	0	1	0	0	0	1	1	0	0	0	立即地
immemorial	0	0	0	0	0	0	0	0	0	0	遠古的
immense	0	0	0	0	0	0	1	0	0	0	巨大
immerse	0	1	0	1	1	0	1	0	1	1	沉浸
immersion	0	0	0	0	0	0	0	0	0	0	浸沒
immigrant	0	0	0	1	0	0	0	0	0	0	移民
immigration	0	0	0	0	0	0	0	0	0	0	移民
imminent	0	1	0	1	0	0	0	0	0	0	迫在眉睫
immoral	1	0	1	1	0	1	0	1	0	0	不道德
immorality	1	0	1	0	0	1	0	0	0	0	不道德
immortal	0	0	0	0	0	0	1	0	0	0	不朽
immortality	0	1	0	0	0	0	0	0	0	0	不朽
immovable	0	0	0	0	0	1	1	0	0	1	不動的
immune	0	0	0	0	0	0	0	0	0	0	免疫
immunity	0	0	0	0	0	0	0	0	0	0	免疫
immunization	0	0	0	0	0	0	0	0	0	1	免疫
immutable	0	0	0	0	0	0	0	0	0	0	不可變
imp	0	0	0	0	0	0	0	0	0	0	小鬼
impact	0	0	0	0	0	0	0	0	0	0	影響
impair	0	0	0	0	0	1	0	0	0	0	妨害
impairment	0	0	0	0	0	1	0	0	0	0	減值
impart	0	0	0	0	0	0	1	0	0	1	傳授
impartial	0	0	0	0	0	0	1	0	0	1	公正
impartiality	0	0	0	0	0	0	1	0	0	1	公正
impassable	0	0	0	0	0	1	0	0	0	0	不可逾越
impassioned	0	0	0	0	0	0	0	0	0	0	慷慨激昂
impatience	0	0	0	0	0	1	0	0	0	0	不耐煩
impatient	0	1	0	0	0	1	0	0	0	0	不耐煩
impeach	0	0	1	1	0	1	0	0	0	0	劾
impeachment	0	0	0	0	0	1	0	0	0	0	彈劾
impeccable	0	0	0	0	0	0	1	0	0	1	無可挑剔
impede	0	0	0	0	0	1	0	0	0	0	阻礙
impediment	0	0	0	0	0	0	0	0	0	0	障礙
impelled	0	0	0	0	0	0	0	0	0	0	推動的
impending	0	1	0	1	0	0	0	0	0	0	即將到來的
impenetrable	0	0	0	0	0	0	0	0	0	1	堅不可摧
imperative	0	0	0	0	0	0	0	0	0	0	至關重要的
imperceptible	0	0	0	0	0	0	0	0	0	0	不易察覺
imperfection	0	0	0	0	0	1	0	0	0	0	不完美
imperfectly	0	0	0	0	0	1	0	0	0	0	不完美
imperial	0	0	0	0	0	0	0	0	0	0	帝國的
impermeable	1	0	0	1	0	0	0	0	0	0	不透水
impermissible	0	0	0	0	0	0	0	0	0	0	不允許的
impersonal	0	0	0	0	0	0	0	0	0	0	非個人的
impersonate	0	0	0	0	0	1	0	0	0	0	模仿
impersonation	0	0	0	0	0	1	0	0	0	0	冒充
impervious	0	0	0	0	0	0	1	0	0	0	不透水
impetus	0	0	0	0	0	0	0	0	0	0	動力
implacable	0	0	0	0	0	1	0	0	0	0	無情的
implant	0	0	0	0	0	0	0	0	0	0	注入
implantation	0	0	0	0	0	0	0	0	0	0	植入
implanted	0	0	0	0	0	0	0	0	0	0	植入
implement	0	0	0	0	0	0	0	0	0	0	實施
implicate	1	0	0	0	0	1	0	0	0	0	牽連
implicated	0	0	0	0	0	0	0	0	0	0	牽連
implication	0	0	0	0	0	0	0	0	0	0	含義
implied	0	0	0	0	0	0	0	0	0	0	默示
implore	0	0	0	0	0	0	0	0	0	0	懇求
implosion	0	0	0	0	0	0	0	0	0	0	內爆
imply	0	0	0	0	0	0	0	0	0	0	意味著
impolite	0	0	1	0	0	1	0	0	0	0	不禮貌
import	0	0	0	0	0	0	0	0	0	0	進口
importance	0	1	0	0	0	0	1	0	0	0	重要性
important	0	0	0	0	0	0	1	0	0	1	重要的
importation	0	0	0	0	0	0	0	0	0	0	輸入
impose	0	0	0	0	0	0	0	0	0	0	強加
imposing	0	0	0	0	0	0	0	0	0	0	氣勢磅礴
imposition	0	0	0	0	0	1	0	0	0	0	徵收
impossibility	0	0	0	0	0	0	0	0	0	0	不可能
impossible	0	0	0	0	0	1	0	1	0	0	不可能的
impotence	1	0	0	1	0	1	0	1	0	0	陽痿
impotent	0	0	0	0	0	1	0	0	0	0	陽痿
impound	0	0	0	0	0	1	0	0	0	0	扣押
impracticable	0	0	0	0	0	1	0	0	0	0	不切實際
impress	0	0	0	0	0	0	1	0	0	0	留下深刻印象
impression	0	0	0	0	0	0	1	0	0	0	印象
impressionable	0	0	0	0	0	0	0	0	0	1	易受影響的
imprint	0	0	0	0	0	0	0	0	0	0	印記
imprison	0	0	0	0	0	1	0	0	0	0	監禁
imprisoned	1	0	1	1	0	1	0	1	0	0	被監禁
imprisonment	1	0	1	1	0	1	0	1	0	0	監禁
improbable	0	0	0	0	0	0	0	0	0	0	不可能的
impromptu	0	0	0	0	0	0	0	0	0	0	即興
impropriety	0	0	0	0	0	1	0	0	0	0	不當
improve	0	1	0	0	1	0	1	0	0	1	提升
improved	0	0	0	0	0	0	1	0	0	0	改善
improvement	0	0	0	0	1	0	1	0	0	1	改進
improving	0	0	0	0	0	0	1	0	0	0	改善
improvisation	0	0	0	0	0	0	0	0	1	0	即興創作
improvise	0	1	0	0	0	0	1	0	1	0	湊合
improvised	0	0	0	0	0	0	0	0	0	0	即興創作
imprudent	0	0	0	0	0	1	0	1	0	0	輕率的
impulse	0	0	0	0	0	0	0	0	0	0	衝動
impunity	0	0	0	0	0	0	0	0	0	0	有罪不罰
impure	0	0	1	0	0	1	0	0	0	0	不純的
impurity	0	0	1	0	0	1	0	0	0	0	不純
imputation	0	0	0	0	0	1	0	0	0	0	插補
inability	0	0	0	0	0	1	0	1	0	0	無力
inaccessible	0	0	0	0	0	1	0	0	0	0	無法進入
inaccurate	0	0	0	0	0	1	0	0	0	0	不准確
inaction	0	0	0	0	0	1	0	0	0	0	不作為
inactivate	0	0	0	0	0	0	0	0	0	0	滅活
inactivation	0	0	0	0	0	0	0	0	0	0	失活
inactive	0	0	0	0	0	0	0	0	0	0	不活躍
inactivity	0	0	0	0	0	1	0	0	0	0	不活動
inadequacy	0	0	0	0	0	1	0	0	0	0	不足
inadequate	0	0	0	0	0	1	0	1	0	0	不足
inadmissible	1	0	1	0	0	1	0	0	0	0	不允許
inadvertent	0	0	0	0	0	0	0	0	0	0	不經意間
inadvertently	0	0	0	0	0	0	0	0	0	0	不經意間
inalienable	0	0	0	0	0	0	1	0	0	0	不可剝奪
inane	0	0	0	0	0	1	0	0	0	0	空虛
inanimate	0	0	0	0	0	0	0	0	0	0	無生命的
inapplicable	0	0	0	0	0	1	0	0	0	0	不適用
inappropriate	1	0	1	0	0	1	0	1	0	0	不當
inattention	1	0	0	0	0	1	0	0	0	0	注意力不集中
inaudible	0	0	0	0	0	1	0	0	0	0	聽不見
inaugural	0	1	0	0	0	0	0	0	0	0	就職典禮
inaugurate	0	0	0	0	0	0	0	0	0	0	就職典禮
inauguration	0	1	0	0	1	0	1	0	0	1	就職典禮
inborn	0	0	0	0	0	0	0	0	0	0	先天
inbred	0	0	0	0	0	0	0	0	0	0	近交
incalculable	0	0	0	0	0	1	0	0	0	0	不可估量
incandescent	0	0	0	0	0	0	0	0	0	0	白熾燈
incapable	0	0	0	0	0	0	0	0	0	0	無法
incapacity	0	0	0	0	0	1	0	0	0	0	無能力
incarceration	1	0	1	1	0	1	0	1	0	0	監禁
incase	1	0	1	1	0	1	0	1	0	0	如果
incendiary	1	0	0	1	0	1	0	0	1	0	燃燒的
incense	1	0	0	0	0	1	0	0	0	0	香
incentive	0	0	0	0	0	0	0	0	0	0	激勵
inception	0	0	0	0	0	0	0	0	0	0	成立之初
incessant	0	0	0	0	0	1	0	0	0	0	不斷
incessantly	0	0	0	0	0	0	0	0	0	0	不已
incest	1	0	1	1	0	1	0	1	0	0	亂倫
incestuous	0	0	1	0	0	1	0	0	0	0	亂倫的
inch	0	0	0	0	0	0	0	0	0	0	英寸
incidence	0	0	0	0	0	0	0	0	0	0	發病率
incident	0	0	0	0	0	0	0	0	1	0	事件
incidentally	0	0	0	0	0	0	0	0	0	0	順便
incineration	0	0	0	0	0	1	0	0	0	0	焚化
incipient	0	0	0	0	0	0	0	0	0	0	初期
incision	0	0	0	0	0	0	0	0	0	0	切口
incisive	0	0	0	0	0	0	1	0	0	0	尖銳
incite	1	1	0	1	0	1	0	0	0	0	煽動
incitement	0	0	0	0	0	0	0	0	0	0	煽動
inclement	0	0	0	0	0	1	0	0	0	0	惡劣的
inclination	0	0	0	0	0	0	0	0	0	0	傾角
incline	0	0	0	0	0	0	0	0	0	1	傾斜
inclined	0	0	0	0	0	0	0	0	0	0	傾斜的
include	0	0	0	0	0	0	1	0	0	0	包括
included	0	0	0	0	0	0	1	0	0	0	包括
including	0	0	0	0	0	0	1	0	0	0	包含
inclusion	0	0	0	0	0	0	0	0	0	1	包容
inclusive	0	0	0	0	0	0	1	0	0	0	包括的
incognito	0	0	0	0	0	0	0	0	0	0	隱姓埋名
incoherent	0	0	0	0	0	1	0	0	0	0	語無倫次
income	0	1	0	0	1	1	1	1	0	1	收入
incoming	0	0	0	0	0	0	0	0	0	0	傳入
incompatible	1	0	1	0	0	1	0	1	0	0	不相容
incompetence	0	0	0	0	0	1	0	0	0	0	無能
incompetent	1	0	0	0	0	1	0	1	0	0	無能
incompletely	0	0	0	0	0	0	0	0	0	0	不完全
incompleteness	0	0	0	0	0	1	0	0	0	0	不完整性
incomprehensible	0	0	0	0	0	1	0	0	0	0	無法理解
inconclusive	0	0	0	0	0	0	0	0	0	0	不確定的
incongruous	1	0	0	0	0	1	0	0	0	0	不協調
inconsequential	0	0	0	0	0	1	0	1	0	0	無關緊要的
inconsiderate	1	0	1	0	0	1	0	1	0	0	不體貼
inconsistency	0	0	0	0	0	1	0	0	0	0	不一致
inconspicuous	0	0	0	0	0	0	0	0	0	0	不顯眼的
incontinence	0	0	0	0	0	0	0	0	1	0	失禁
inconvenient	1	0	1	0	0	1	0	1	0	0	不方便
incorporate	0	0	0	0	0	0	0	0	0	0	包含
incorporation	0	0	0	0	0	0	0	0	0	0	公司註冊
incorrect	0	0	0	0	0	1	0	0	0	0	不正確
increase	0	0	0	0	0	0	1	0	0	0	增加
increased	0	0	0	0	0	0	0	0	0	0	增加
incredulous	1	0	1	0	0	1	0	0	0	0	難以置信
increment	0	0	0	0	0	0	0	0	0	0	增量
incrimination	0	0	0	1	0	1	0	1	0	0	入罪
incubation	0	0	0	0	0	0	0	0	0	0	孵化
incubus	0	0	1	1	0	1	0	0	0	0	夢魘
incur	0	0	0	0	0	1	0	0	0	0	招致
incurable	1	0	1	1	0	1	0	1	0	0	無法治癒的
incursion	0	0	0	1	0	1	0	0	0	0	侵入
indebted	0	0	0	0	0	0	0	0	0	0	負債累累
indecency	1	0	1	0	0	0	0	0	0	0	猥褻
indecent	0	0	1	0	0	1	0	0	0	0	不雅的
indecision	0	0	0	0	0	1	0	0	0	0	優柔寡斷
indecisive	0	0	0	0	0	1	0	0	0	0	優柔寡斷
indefensible	0	0	0	1	0	1	0	0	0	0	站不住腳的
indelible	0	0	0	0	0	0	1	0	0	1	不可磨滅
indemnification	0	0	0	0	0	0	0	0	0	0	保障
indemnify	0	0	0	0	0	1	0	0	0	0	賠償
indemnity	0	0	0	0	0	0	1	0	0	1	賠款
indent	0	0	0	0	0	0	0	0	0	1	縮進
indentation	0	0	0	0	0	0	0	0	0	0	縮進
indenture	1	0	0	0	0	1	0	0	0	0	契約
independence	0	1	0	0	1	0	1	0	1	1	獨立
independent	0	0	0	0	0	0	0	0	0	0	獨立的
indescribable	0	0	0	0	0	0	0	0	0	0	無法形容
indestructible	0	0	0	0	0	0	1	0	0	1	堅不可摧
indeterminate	0	0	0	0	0	1	0	0	0	0	不定
index	0	0	0	0	0	0	0	0	0	0	指數
indicating	0	0	0	0	0	0	0	0	0	0	表示
indication	0	0	0	0	0	0	0	0	0	0	指示
indicative	0	0	0	0	0	0	0	0	0	0	指示性的
indicator	0	0	0	0	0	0	0	0	0	0	指標
indice	0	0	0	0	0	0	0	0	0	0	指數
indict	1	0	0	1	0	1	0	0	0	0	起訴
indictment	0	0	0	1	0	1	0	0	0	0	起訴書
indifference	1	0	1	1	0	1	0	1	0	0	漠不關心
indigenous	0	0	0	0	0	0	0	0	0	0	土著
indigent	0	0	0	0	0	1	0	1	0	0	貧窮的
indigestion	0	0	0	0	0	0	0	0	0	0	消化不良
indignant	1	0	0	0	0	1	0	0	0	0	憤怒
indignation	1	0	1	0	0	1	0	0	0	0	憤慨
indigo	0	0	0	0	0	0	0	0	0	0	靛青
indirect	0	0	0	0	0	0	0	0	0	0	間接
indispensable	0	0	0	0	0	0	0	0	0	0	必不可少
indistinct	0	0	0	0	0	1	0	0	0	0	模糊
indistinguishable	0	0	0	0	0	0	0	0	0	0	難以區分
individuality	0	0	0	0	0	0	1	0	0	0	個性
indivisible	0	0	0	0	0	0	0	0	0	1	不可分割
indoctrination	1	0	0	1	0	1	0	0	0	0	灌輸
indolent	0	0	0	0	0	1	0	0	0	0	懶惰的
indomitable	0	0	0	1	0	0	1	0	0	0	不屈不撓
indoor	0	0	0	0	0	0	0	0	0	0	室內的
induce	0	0	0	0	0	0	0	0	0	0	誘導
induced	0	0	0	0	0	0	0	0	0	0	誘導
inducement	0	0	0	0	0	0	0	0	0	0	誘因
induction	0	0	0	0	0	0	0	0	0	0	就職
indulge	0	0	0	0	0	0	0	0	0	0	放縱
indulgence	0	0	0	0	0	0	0	0	0	0	放縱
indulgent	0	0	0	0	0	0	0	0	0	0	放縱的
industrious	0	0	0	0	0	0	0	0	0	0	勤勞
industry	0	0	0	0	0	0	0	0	0	0	行業
ineffable	0	0	0	0	0	0	1	0	0	0	無法形容
ineffective	0	0	0	0	0	1	0	0	0	0	無效
ineffectual	0	0	1	0	0	1	0	0	0	0	無效的
inefficiency	0	0	1	0	0	1	0	1	0	0	效率低下
inefficient	0	0	0	0	0	1	0	1	0	0	效率低下
inelastic	0	0	0	0	0	0	0	0	0	0	無彈性
ineligible	0	0	0	0	0	0	0	0	0	0	不合格
inept	1	0	1	0	0	1	0	0	0	0	無能
ineptitude	0	0	1	1	0	1	0	1	0	0	無能
inequality	1	0	0	1	0	1	0	1	0	0	不等式
inequitable	0	0	0	0	0	1	0	0	0	0	不公平的
inert	0	0	0	0	0	1	0	0	0	0	惰性
inertia	0	0	0	0	0	0	0	0	0	0	慣性
inevitable	0	0	0	0	0	0	0	0	0	0	不可避免的
inexact	0	0	0	0	0	0	0	0	0	0	不准確
inexcusable	1	0	1	0	0	1	0	1	0	0	不可原諒
inexhaustible	0	0	0	0	0	0	0	0	0	0	取之不盡
inexpensive	0	0	0	0	0	0	1	0	0	0	便宜
inexperience	0	0	0	0	0	1	0	0	0	0	經驗不足
inexperienced	0	0	0	0	0	1	0	0	0	0	沒有經驗
inexplicable	0	0	0	0	0	1	0	0	1	0	莫名其妙
infallibility	0	0	0	0	0	0	0	0	0	1	萬無一失
infallible	0	0	0	0	0	0	1	0	0	0	萬無一失
infamous	1	0	1	1	0	1	0	0	0	0	臭名昭著
infamy	0	0	0	0	0	1	0	1	0	0	罵名
infancy	0	0	0	0	0	0	0	0	0	0	嬰儿期
infant	0	1	0	1	1	0	1	0	1	0	嬰兒
infanticide	1	1	1	1	0	1	0	1	0	0	殺嬰
infantile	1	0	1	0	0	1	0	0	0	0	嬰兒
infantry	0	0	0	0	0	0	0	0	0	0	步兵
infarct	0	0	0	1	0	1	0	0	1	0	梗塞
infatuation	0	0	0	0	0	0	0	0	0	0	癡情
infeasible	0	0	0	0	0	0	0	0	0	0	不可行
infect	0	0	1	0	0	1	0	0	0	0	感染
infection	0	0	0	1	0	1	0	0	0	0	感染
infectious	0	0	1	1	0	1	0	1	0	0	傳染性
infer	0	0	0	0	0	0	0	0	0	0	推斷
inference	0	0	0	0	0	0	0	0	0	0	推理
inferential	0	0	0	0	0	0	0	0	0	0	推理的
inferior	0	0	0	0	0	1	0	1	0	0	下
inferiority	0	0	0	0	0	1	0	0	0	0	自卑
inferno	1	0	0	1	0	1	0	0	0	0	地獄
infertile	0	0	0	0	0	0	0	0	0	0	不育
infertility	0	0	0	0	0	1	0	1	0	0	不孕不育
infestation	0	0	1	1	0	1	0	0	0	0	侵染
infidel	1	0	1	1	0	1	0	0	0	0	異教徒
infidelity	1	0	1	1	0	1	0	1	0	0	不忠
infiltration	0	0	0	0	0	1	1	0	0	0	浸潤
infinite	0	0	0	0	0	0	1	0	0	0	無窮
infinitely	0	0	0	0	0	0	0	0	0	0	無限地
infinitesimal	0	0	0	0	0	0	0	0	0	0	無窮小
infinity	0	1	0	0	1	0	1	0	0	1	無窮
infirm	0	0	0	0	0	1	0	0	0	0	體弱多病
infirmary	0	0	0	0	0	0	0	0	0	0	醫務室
infirmity	0	0	0	1	0	1	0	0	0	0	虛弱
inflammation	0	0	0	0	0	1	0	0	0	0	炎
inflated	0	0	0	0	0	1	0	0	0	0	膨脹的
inflation	0	0	0	1	0	1	0	0	0	0	通貨膨脹
inflection	0	0	0	0	0	0	0	0	0	0	拐點
inflict	1	0	0	1	0	1	0	1	0	0	施加
infliction	0	0	0	1	0	1	0	1	0	0	施加
inflorescence	0	0	0	0	0	0	0	0	0	0	花序
influence	0	0	0	0	0	1	1	0	0	0	影響
influential	0	0	0	0	0	0	1	0	0	1	有影響
influenza	0	0	0	0	0	1	0	0	0	0	流感
influx	0	0	0	0	0	0	0	0	0	0	湧入
inform	0	0	0	0	0	0	0	0	0	1	通知
informal	0	0	0	0	0	0	0	0	0	0	非正式的
informant	0	0	0	0	0	0	0	0	0	0	線人
information	0	0	0	0	0	0	1	0	0	0	信息
informed	0	0	0	0	0	0	0	0	0	0	知情的
informer	0	0	0	0	0	1	0	0	0	0	告密者
infraction	1	0	0	0	0	1	0	0	0	0	違規
infrequent	0	0	0	0	0	0	0	0	1	0	不經常
infrequently	0	0	0	0	0	1	0	0	0	0	不經常
infringement	0	0	0	0	0	1	0	0	0	0	侵權
infuse	0	0	0	0	0	0	0	0	0	0	注入
infused	0	0	0	0	0	0	0	0	0	0	注入
infusion	0	0	0	0	0	0	0	0	0	0	輸液
ingenious	0	0	0	0	0	0	1	0	0	0	巧妙
ingenuity	0	0	0	0	0	0	0	0	0	0	獨創性
ingest	0	0	0	0	0	0	0	0	0	0	攝取
ingestion	0	0	0	0	0	0	0	0	0	0	攝取
ingot	0	0	0	0	0	0	0	0	0	0	錠
ingrained	0	0	0	0	0	0	0	0	0	0	根深蒂固
ingredient	0	0	0	0	0	0	0	0	0	0	成分
ingress	0	0	0	0	0	0	0	0	0	0	入口
inhabit	0	0	0	0	0	0	0	0	0	0	居住於
inhabitant	0	0	0	0	0	0	0	0	0	0	居民
inhabited	0	0	0	0	0	0	0	0	0	0	有人居住
inhabiting	0	0	0	0	0	0	0	0	0	0	居住
inhalation	0	0	0	0	0	0	0	0	0	0	吸入
inhale	0	0	0	0	0	0	0	0	0	0	吸入
inherent	0	0	0	0	0	0	0	0	0	0	固有
inherit	0	0	0	0	0	0	0	0	0	0	繼承
inheritance	0	1	0	0	1	0	1	0	1	1	遺產
inhibit	1	0	1	0	0	1	0	1	0	0	抑制
inhibition	0	0	0	0	0	0	0	0	0	0	抑制
inhospitable	0	0	0	0	0	1	0	1	0	0	荒涼
inhuman	1	0	1	1	0	1	0	1	0	0	不人道
inhumanity	0	0	0	0	0	1	0	1	0	0	不人道
inimical	1	0	0	0	0	1	0	1	0	0	敵對的
inimitable	0	0	0	0	0	0	1	0	0	1	無比
iniquity	0	0	1	0	0	1	0	0	0	0	罪孽
initial	0	0	0	0	0	0	0	0	0	0	最初的
initiate	0	0	0	0	0	0	0	0	0	0	發起
initiated	0	0	0	0	0	0	0	0	0	0	發起
initiative	0	0	0	0	0	0	0	0	0	0	倡議
inject	0	0	0	0	0	0	0	0	0	0	注入
injection	0	0	0	1	0	0	0	0	0	0	注射
injunction	0	0	0	0	0	1	0	0	0	0	禁令
injure	1	0	0	1	0	1	0	1	0	0	損傷
injured	0	0	0	1	0	1	0	1	0	0	受傷
injurious	1	0	0	1	0	1	0	1	0	0	有害的
injury	1	0	0	1	0	1	0	1	0	0	受傷
injustice	1	0	0	0	0	1	0	0	0	0	不公正
ink	0	0	0	0	0	0	0	0	0	0	墨水
inkling	0	0	0	0	0	0	0	0	0	0	暗示
inland	0	0	0	0	0	0	0	0	0	0	內陸
inlay	0	0	0	0	0	0	0	0	0	0	鑲嵌
inlet	0	0	0	0	0	0	0	0	0	0	進口
inmate	0	0	1	1	0	1	0	0	0	0	犯人
inn	0	0	0	0	0	0	0	0	0	0	客棧
innate	0	0	0	0	0	0	0	0	0	0	先天
innermost	0	0	0	0	0	0	0	0	0	0	最裡面
innings	0	0	0	0	0	0	0	0	0	0	局
innkeeper	0	0	0	0	0	0	0	0	0	0	旅店老闆
innocence	0	0	0	0	0	0	1	0	0	0	純真
innocent	0	0	0	0	0	0	1	0	0	1	清白的
innocently	0	0	0	0	0	0	1	0	0	0	無辜地
innocuous	0	0	0	0	0	0	1	0	0	0	無害的
innovate	0	0	0	0	0	0	1	0	0	0	創新
innovation	0	0	0	0	0	0	1	0	0	0	創新
innuendo	0	0	0	0	0	0	0	0	0	0	影射
innumerable	0	0	0	0	0	0	0	0	0	0	無數
inoculation	0	1	0	0	0	0	0	0	0	1	接種
inoperative	1	0	0	0	0	1	0	0	0	0	不工作
inordinate	0	0	0	0	0	0	0	0	0	0	過度的
inorganic	0	0	0	0	0	0	0	0	0	0	無機物
inquest	0	0	0	0	0	0	0	0	0	0	審訊
inquire	0	0	0	0	0	0	0	0	0	0	查詢
inquirer	0	0	0	0	0	0	1	0	0	0	詢問者
inquiring	0	0	0	0	0	0	0	0	0	0	查詢
inquiry	0	1	0	0	0	0	1	0	0	0	詢問
inquisitive	0	0	0	0	0	0	1	0	0	0	好奇
insane	1	0	0	1	0	1	0	0	0	0	瘋狂的
insanity	1	0	1	1	0	1	0	1	0	0	瘋狂
inscription	0	0	0	0	0	0	0	0	0	0	題詞
inscrutable	0	0	0	0	0	0	0	0	0	0	高深莫測
insect	0	0	0	0	0	0	0	0	0	0	昆蟲
insecure	1	0	0	1	0	1	0	1	0	0	不安全
insecurity	0	0	0	1	0	1	0	0	0	0	不安全感
inseparable	0	0	0	0	1	0	1	0	0	1	形影不離
insert	0	0	0	0	0	0	0	0	0	0	插入
inserted	0	0	0	0	0	0	0	0	0	0	插入
insertion	0	0	0	0	0	0	0	0	0	0	插入
inside	0	0	0	0	0	0	0	0	0	0	裡面
insidious	1	0	1	1	0	1	0	0	0	0	陰險
insight	0	0	0	0	0	0	0	0	0	0	洞察力
insignia	0	0	0	0	0	0	1	0	0	0	徽章
insignificance	0	0	0	0	0	1	0	0	0	0	無足輕重
insignificant	1	0	0	0	0	1	0	1	0	0	微不足道
insipid	0	0	0	0	0	1	0	0	0	0	平淡
insist	0	0	0	0	0	0	0	0	0	0	堅持
insolent	0	0	0	0	0	1	0	0	0	0	蠻橫的
insoluble	0	0	0	0	0	0	0	0	0	0	不溶
insolvency	0	0	0	1	0	1	0	1	1	0	破產
insolvent	0	0	0	1	0	1	0	1	0	1	資不抵債
inspect	0	0	0	0	0	0	0	0	0	0	檢查
inspector	0	0	0	0	0	0	1	0	0	0	檢查員
inspiration	0	1	0	0	1	0	1	0	0	0	靈感
inspire	0	1	0	0	1	0	1	0	0	1	啟發
inspired	0	0	0	0	1	0	1	0	1	1	啟發
instability	0	0	1	1	0	1	0	0	0	0	不穩定
install	0	1	0	0	0	0	0	0	0	0	安裝
installation	0	0	0	0	0	0	0	0	0	0	安裝
installment	0	0	0	0	0	0	0	0	0	0	分期付款
instance	0	0	0	0	0	0	0	0	0	0	實例
instant	0	0	0	0	0	0	0	0	0	0	立即的
instantaneous	0	0	0	0	0	0	0	0	0	0	瞬間
instantaneously	0	0	0	0	0	0	0	0	0	0	瞬間
instigate	0	0	0	0	0	1	0	0	0	0	唆
instigation	0	0	0	0	0	1	0	0	0	0	煽動
instill	0	0	0	0	0	0	0	0	0	0	灌輸
instinct	0	0	0	0	0	0	0	0	0	0	直覺
instinctive	1	0	1	1	0	0	1	0	0	0	本能的
institute	0	0	0	0	0	0	0	0	0	1	研究所
institution	0	0	0	0	0	0	0	0	0	0	機構
instruct	0	0	0	0	0	0	1	0	0	1	指導
instructed	0	0	0	0	0	0	0	0	0	0	指示
instruction	0	0	0	0	0	0	1	0	0	1	操作說明
instructional	0	0	0	0	0	0	0	0	0	0	指導性的
instructions	0	1	0	0	0	0	0	0	0	1	指示
instructive	0	0	0	0	0	0	0	0	0	0	有指導意義的
instructor	0	1	0	0	0	0	1	0	0	1	講師
instrument	0	0	0	0	0	0	0	0	0	0	樂器
instrumental	0	0	0	0	0	0	1	0	0	0	器樂的
instrumentalist	0	0	0	0	0	0	0	0	0	0	器樂主義者
instrumentality	0	0	0	0	0	0	0	0	0	0	工具性
insufficiency	1	0	0	0	0	1	0	0	0	0	不足
insufficient	0	0	0	0	0	1	0	0	0	0	不足的
insufficiently	0	0	0	0	0	1	0	0	0	0	不足夠
insular	0	0	0	0	0	0	0	0	0	0	孤島
insulate	0	0	0	0	0	0	0	0	0	0	隔離
insulation	0	0	0	0	0	0	0	0	0	1	絕緣
insult	1	0	1	0	0	1	0	1	1	0	侮辱
insulting	1	0	1	1	0	1	0	1	0	0	侮辱
insurance	0	0	0	0	0	0	0	0	0	0	保險
insure	0	0	0	0	0	0	1	0	0	1	保證
insurgent	0	0	0	0	0	1	0	0	0	0	叛亂分子
insurmountable	0	0	0	1	0	1	0	1	0	0	不可逾越
insurrection	1	0	0	0	0	1	0	0	0	0	起義
intact	0	0	0	0	0	0	1	0	0	1	完好無損的
intangible	0	0	0	0	0	0	0	0	0	0	無形的
integer	0	0	0	0	0	0	0	0	0	0	整數
integral	0	0	0	0	0	0	0	0	0	0	不可缺少的
integrate	0	0	0	0	0	0	0	0	0	0	整合
integration	0	0	0	0	0	0	0	0	0	0	一體化
integrity	0	0	0	0	0	0	1	0	0	1	正直
