English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Georgian Word
irresponsible	0	0	0	0	0	1	0	0	0	0	უპასუხისმგებლო
irreverent	0	0	0	0	0	1	0	0	0	0	უპატივცემულო
irreversible	0	0	0	0	0	0	0	0	0	0	შეუქცევადი
irrevocable	0	0	0	0	0	1	0	0	0	0	შეუქცევადი
irrigate	0	0	0	0	0	0	0	0	0	0	მორწყვა
irrigation	0	0	0	0	0	0	0	0	0	0	სარწყავი
irritability	1	0	0	0	0	1	0	0	0	0	გაღიზიანებადობა
irritable	1	0	0	0	0	1	0	0	0	0	გაღიზიანებული
irritating	1	0	1	0	0	1	0	0	0	0	გამაღიზიანებელი
irritation	1	0	1	0	0	1	0	1	0	0	გაღიზიანება
island	0	0	0	0	0	0	0	0	0	0	კუნძული
isle	0	0	0	0	0	0	0	0	0	0	კუნძული
islet	0	0	0	0	0	0	0	0	0	0	კუნძული
isolate	0	0	0	0	0	0	0	1	0	0	იზოლირება
isolated	0	0	0	1	0	1	0	1	0	0	იზოლირებული
isolation	0	0	0	0	0	1	0	1	0	0	იზოლაცია
isomorphism	0	0	0	0	0	0	0	0	0	0	იზომორფიზმი
isothermal	0	0	0	0	0	0	0	0	0	0	იზოთერმული
issue	0	0	0	0	0	0	0	0	0	0	პრობლემა
itch	0	0	0	0	0	0	0	0	0	0	ქავილი
itching	0	0	0	0	0	0	0	0	0	0	ქავილი
item	0	0	0	0	0	0	0	0	0	0	ნივთი
itemize	0	0	0	0	0	0	0	0	0	0	დეტალიზაცია
items	0	0	0	0	0	0	0	0	0	0	ნივთები
iterate	0	0	0	0	0	0	0	0	0	0	გამეორება
iteration	0	0	0	0	0	0	0	0	0	0	გამეორება
iterative	0	0	0	0	0	0	0	0	0	0	განმეორებადი
itinerant	0	0	0	0	0	0	0	0	0	0	მოხეტიალე
itinerary	0	0	0	0	0	0	0	0	0	0	მარშრუტი
ivory	0	0	0	0	0	0	0	0	0	0	სპილოს ძვალი
jab	1	0	0	0	0	0	0	0	0	0	ჯაბი
jabber	0	0	0	0	0	1	0	0	0	0	ჯაბერი
jack	0	0	0	0	0	0	0	0	0	0	ჯეკი
jackass	0	0	0	0	0	0	0	0	0	0	ჯაყოს
jackpot	0	1	0	0	1	0	1	0	1	0	ჯეკპოტი
jacks	0	0	0	0	0	0	0	0	0	0	ჯეკები
jade	0	0	0	0	0	0	0	0	0	0	ნეფრიტი
jag	0	0	0	0	0	0	0	0	0	0	ჯაგ
jagged	0	0	0	0	0	0	0	0	0	0	დაკბილული
jaguar	0	0	0	0	0	0	0	0	0	0	იაგუარი
jail	0	0	0	1	0	1	0	1	0	0	ციხე
jam	0	0	0	0	0	0	1	0	0	0	ჯემი
jammed	0	0	0	0	0	0	0	0	0	0	გაჭედილი
janitor	0	0	1	0	0	0	0	0	0	0	დამლაგებელი
japan	0	0	0	0	0	0	0	0	0	0	იაპონია
jar	0	0	0	0	0	0	0	0	0	0	ქილა
jargon	0	0	0	0	0	1	0	0	0	0	ჟარგონი
jarring	0	0	0	1	0	1	0	1	0	0	ჟრუანტელი
jasper	0	0	0	0	0	0	0	0	0	0	იასპი
jaundice	0	0	0	1	0	1	0	0	0	0	სიყვითლე
jaunt	0	0	0	0	0	0	0	0	0	0	სირბილი
javelin	0	0	0	0	0	0	0	0	0	0	ჯაველინი
jaw	0	0	0	0	0	0	0	0	0	0	ყბა
jaws	0	0	0	1	0	0	0	0	0	0	ყბები
jay	0	0	0	0	0	0	0	0	0	0	ჯეი
jealous	1	0	1	0	0	1	0	0	0	0	ეჭვიანი
jealousy	1	0	1	1	0	1	0	1	0	0	ეჭვიანობა
jeans	0	0	0	0	0	0	0	0	0	0	ჯინსი
jeep	0	0	0	0	0	0	0	0	0	0	ჯიპი
jelly	0	0	0	0	0	0	0	0	0	0	ჟელე
jenny	0	0	0	0	0	0	0	0	0	0	ჯენი
jeopardize	1	0	0	1	0	1	0	0	0	0	საფრთხეს უქმნის
jeopardy	0	1	0	1	0	1	0	0	0	0	საფრთხე
jerk	1	0	0	0	0	0	0	0	1	0	ჯოხი
jersey	0	0	0	0	0	0	0	0	0	0	მაისური
jest	0	0	0	0	1	0	1	0	1	0	ხუმრობა
jester	0	0	0	0	0	0	0	0	0	0	მასხარა
jet	0	0	0	0	0	0	0	0	0	0	თვითმფრინავი
jetty	0	0	0	0	0	0	0	0	0	0	ნავსადგური
jewel	0	0	0	0	0	0	0	0	0	0	ძვირფასი ქვა
jeweler	0	0	0	0	0	0	0	0	0	0	იუველირი
jewelry	0	0	0	0	0	0	0	0	0	0	სამკაულები
jib	0	0	0	0	0	0	0	0	0	0	ჯიბი
jiffy	0	0	0	0	0	0	0	0	0	0	ჯიფი
jimmy	0	0	0	0	0	0	0	0	0	0	ჯიმი
jingle	0	0	0	0	0	0	0	0	0	0	ჟინგლი
job	0	0	0	0	0	0	1	0	0	0	სამუშაო
jock	0	0	0	0	0	0	0	0	0	0	ჯოკი
jockey	0	0	0	0	0	0	0	0	0	0	ჟოკეი
jog	0	0	0	0	0	0	0	0	0	0	სირბილი
john	0	0	1	0	0	1	0	0	0	0	ჯონ
join	0	0	0	0	0	0	1	0	0	0	შეუერთდი
joined	0	0	0	0	0	0	1	0	0	0	შეუერთდა
joining	0	0	0	0	0	0	0	0	0	0	გაწევრიანების
joint	0	0	0	0	0	0	0	0	0	0	ერთობლივი
jointly	0	0	0	0	0	0	0	0	0	0	ერთობლივად
joke	0	0	0	0	0	1	0	0	0	0	ხუმრობა
joker	0	0	0	0	1	0	1	0	1	0	ჯოკერი
joking	0	0	0	0	0	0	1	0	0	0	ხუმრობს
jolt	0	0	0	0	0	0	0	0	1	0	შერყევა
jornada	0	0	0	0	0	1	0	0	0	0	ჟორნადა
jot	0	0	0	0	0	0	0	0	0	0	ჯოტ
journal	0	0	0	0	0	0	0	0	0	0	ჟურნალი
journalism	0	0	0	0	0	0	0	0	0	1	ჟურნალისტიკა
journalist	0	0	0	0	0	0	1	0	0	0	ჟურნალისტი
journey	0	1	0	1	1	0	1	0	0	0	მოგზაურობა
journeyman	0	0	0	0	0	0	0	0	0	1	მოგზაური
jovial	0	0	0	0	1	0	1	0	0	0	მხიარული
joy	0	0	0	0	1	0	1	0	0	0	სიხარული
joyful	0	0	0	0	1	0	1	0	0	1	მხიარული
joyous	0	0	0	0	1	0	1	0	0	0	მხიარული
jubilant	0	0	0	0	1	0	1	0	1	1	მხიარული
jubilee	0	0	0	0	1	0	1	0	1	0	იუბილე
judge	0	0	0	0	0	0	0	0	0	0	მოსამართლე
judging	0	0	0	0	0	0	0	0	0	0	განსჯის
judgment	0	0	0	0	0	0	0	0	1	0	განაჩენი
judicial	0	1	0	0	0	0	1	0	0	1	სასამართლო
judiciary	0	1	0	0	0	0	0	0	0	1	სასამართლო სისტემა
judicious	0	0	0	0	0	0	1	0	0	1	გონივრული
jug	0	0	0	0	0	0	0	0	0	0	დოქი
juggle	0	0	0	0	0	0	0	0	0	0	ჟონგლირება
juggling	0	0	0	0	0	0	0	0	0	0	ჟონგლირება
juice	0	0	0	0	0	0	0	0	0	0	წვენი
juicy	0	0	0	0	0	0	0	0	0	0	წვნიანი
jumble	0	0	0	0	0	1	0	0	0	0	შეჯვარება
jumbled	0	0	0	0	0	0	0	0	0	0	აერია
jumbo	0	0	0	0	0	0	0	0	0	0	ჯუმბო
jump	0	0	0	0	1	0	1	0	0	0	ხტომა
junction	0	0	0	0	0	0	0	0	0	0	შეერთება
juncture	0	0	0	0	0	0	0	0	0	0	გადაკვეთა
jungle	0	0	0	1	0	0	0	0	0	0	ჯუნგლები
junior	0	0	0	0	0	0	0	0	0	0	უმცროსი
junk	0	0	0	0	0	1	0	0	0	0	ნაგავი
junta	0	0	0	0	0	1	0	0	0	0	ხუნტა
juridical	0	0	0	0	0	0	0	0	0	0	იურიდიული
jurisdiction	0	0	0	0	0	0	0	0	0	0	იურისდიქცია
jurisprudence	0	0	0	0	0	0	0	1	0	0	იურისპრუდენცია
jurist	0	0	0	0	0	0	0	0	0	1	იურისტი
jury	0	0	0	0	0	0	0	0	0	1	ჟიურის
justice	0	0	0	0	0	0	1	0	0	1	სამართლიანობა
justifiable	0	0	0	0	0	0	1	0	0	1	გამართლებული
justification	0	0	0	0	0	0	1	0	0	0	გამართლება
justify	0	0	0	0	0	0	0	0	0	0	ამართლებს
jute	0	0	0	0	0	0	0	0	0	0	ჯუთი
juvenile	0	0	0	0	0	1	0	0	0	0	არასრულწლოვანი
juxtaposition	0	0	0	0	0	0	0	0	0	0	შედარება
kaiser	0	0	0	0	0	0	0	0	0	0	კაიზერი
kaleidoscope	0	0	0	0	0	0	0	0	0	0	კალეიდოსკოპი
kangaroo	0	0	0	0	0	0	0	0	0	0	კენგურუ
kanji	0	0	0	0	0	0	0	0	0	0	კანჯი
karma	0	0	0	0	0	0	0	0	0	0	კარმა
kayak	0	0	0	0	0	0	0	0	0	0	კაიაკი
keel	0	0	0	0	0	0	0	0	0	0	კილი
keeper	0	0	0	0	0	0	0	0	0	0	მეკარე
keeping	0	0	0	0	0	0	0	0	0	0	შენახვა
keepsake	0	0	0	0	0	0	1	0	0	0	სამახსოვრო
keg	0	0	0	0	0	0	0	0	0	0	კასრი
ken	0	0	0	0	0	0	1	0	0	0	კენ
kennel	0	0	0	0	0	0	0	1	0	0	კვერნა
kern	0	0	0	0	0	1	0	0	0	0	კერნი
kernel	0	0	0	0	0	0	0	0	0	0	ბირთვი
kerosene	0	0	0	1	0	0	0	0	0	0	ნავთი
kettle	0	0	0	0	0	0	0	0	0	0	ქვაბი
key	0	0	0	0	0	0	0	0	0	0	გასაღები
keyhole	0	0	0	0	0	0	0	0	0	0	გასაღების ხვრელი
keynote	0	0	0	0	0	0	1	0	0	0	მთავარი ნოტა
keystone	0	0	0	0	0	0	1	0	0	0	ქვაკუთხედი
khaki	0	0	0	0	0	0	0	0	0	0	ხაკი
khan	0	0	0	1	0	0	0	0	0	1	ხანი
kick	1	0	0	0	0	1	0	0	0	0	დარტყმა
kicking	1	0	0	0	0	0	0	0	0	0	წიხლებით
kid	0	0	0	0	0	0	0	0	0	0	ბავშვი
kidding	0	0	0	0	0	0	0	0	0	0	ხუმრობს
kidnap	1	0	0	1	0	1	0	1	1	0	გატაცება
kill	0	0	0	1	0	1	0	1	0	0	მოკვლა
killing	1	0	0	1	0	1	0	1	0	0	მოკვლა
kiln	0	0	0	0	0	0	0	0	0	0	ღუმელი
kilogram	0	0	0	0	0	0	0	0	0	0	კილოგრამი
kilometer	0	0	0	0	0	0	0	0	0	0	კილომეტრი
kilt	0	0	0	0	0	0	0	0	0	0	კილტი
kimono	0	0	0	0	0	0	0	0	0	0	კიმონო
kin	0	0	0	0	0	0	0	0	0	0	ნათესავი
kind	0	0	0	0	1	0	1	0	0	1	კეთილი
kindergarten	0	0	0	0	0	0	0	0	0	0	საბავშვო ბაღი
kindness	0	0	0	0	0	0	1	0	0	0	სიკეთე
kindred	0	1	0	0	1	0	1	0	0	1	ნათესაური
kinematics	0	0	0	0	0	0	0	0	0	0	კინემატიკა
king	0	0	0	0	0	0	1	0	0	0	მეფე
kingdom	0	0	0	0	0	0	0	0	0	0	სამეფო
kink	0	0	0	0	0	0	0	0	0	0	კინკლაობა
kinky	0	0	0	0	0	0	0	0	0	0	კინკილი
kiosk	0	0	0	0	0	0	0	0	0	0	კიოსკი
kirk	0	0	0	0	0	0	0	0	0	0	კირკი
kiss	0	1	0	0	1	0	1	0	1	0	კოცნა
kit	0	0	0	0	0	0	0	0	0	0	ნაკრები
kitchen	0	0	0	0	0	0	0	0	0	0	სამზარეულო
kite	0	0	1	0	0	1	0	0	0	0	ფუტკარი
kitten	0	0	0	0	1	0	1	0	0	1	კნუტი
knack	0	0	0	0	0	0	1	0	0	0	ნიჭი
knapsack	0	0	0	0	0	0	0	0	0	0	ჩანთა
knead	0	0	0	0	0	0	0	0	0	0	მოზილეთ
knee	0	0	0	0	0	0	0	0	0	0	მუხლი
kneel	0	0	0	0	0	0	0	0	0	0	დაჩოქება
kneeling	0	0	0	0	0	0	0	0	0	0	დაჩოქილი
knell	0	0	0	1	0	1	0	1	0	0	დაჩოქება
knickers	0	0	0	0	0	0	0	0	0	1	ნიკერები
knife	0	0	0	0	0	0	0	0	0	0	დანა
knight	0	0	0	0	0	0	1	0	0	0	რაინდი
knit	0	0	0	0	0	0	0	0	0	0	მოქსოვილი
knob	0	0	0	0	0	0	0	0	0	0	ღილაკი
knock	0	0	0	0	0	0	0	0	0	0	დაარტყა
knoll	0	0	0	0	0	0	0	0	0	0	დაარტყა
knot	0	0	0	0	0	0	0	0	0	0	კვანძი
knotted	0	0	0	0	0	1	0	0	0	0	კვანძოვანი
knowing	0	0	0	0	0	0	1	0	0	0	იცის
knowingly	0	0	0	0	0	0	0	0	0	0	შეგნებულად
knowledge	0	0	0	0	0	0	1	0	0	0	ცოდნა
knuckle	0	0	0	0	0	0	0	0	0	0	მუჭა
kos	0	0	0	0	0	0	0	0	0	0	კოს
kris	0	0	0	0	0	0	0	0	0	0	კრის
kudos	0	0	0	0	1	0	1	0	0	0	დიდება
lab	0	0	0	0	0	0	0	0	0	0	ლაბორატორია
label	0	0	0	0	0	0	0	0	0	1	ეტიკეტი
labor	0	1	0	0	1	0	1	0	1	1	შრომა
laboratory	0	0	0	0	0	0	0	0	0	0	ლაბორატორია
labored	0	0	0	0	0	1	0	1	0	0	შრომობდა
laborer	0	0	0	0	0	0	0	0	0	0	მუშა
laboring	0	0	0	0	0	0	0	0	0	0	მშრომელი
laborious	0	0	0	0	0	1	0	0	0	0	შრომატევადი
labyrinth	0	1	0	0	0	1	0	0	0	0	ლაბირინთი
lac	0	0	0	0	0	0	0	0	0	0	ლაქი
lace	1	0	0	1	0	1	1	1	0	1	მაქმანი
lack	0	0	0	0	0	1	0	0	0	0	ნაკლებობა
lacking	0	0	0	0	0	1	0	0	0	0	აკლია
lackluster	0	0	0	0	0	1	0	0	0	0	უნამუსო
lacquer	0	0	0	0	0	0	0	0	0	0	ლაქი
lacrosse	0	0	0	0	0	0	0	0	0	0	ლაკროსი
lad	0	0	0	0	0	0	0	0	0	0	ყმაწვილი
ladder	0	0	0	0	0	0	0	0	0	0	კიბე
laden	0	0	0	0	0	1	0	0	0	0	დატვირთული
lading	0	0	0	0	0	0	0	0	0	0	ტვირთამწეობა
ladle	0	0	0	0	0	0	0	0	0	0	კალთა
lady	0	0	0	0	0	0	0	0	0	0	ქალბატონო
lag	0	0	0	0	0	1	0	0	0	0	ჩამორჩენა
lagging	1	1	1	0	0	1	0	1	0	0	ჩამორჩენილი
lagoon	0	0	0	0	0	0	0	0	0	0	ლაგუნა
lair	0	0	0	0	0	1	0	0	0	0	ბუნაგი
laity	0	0	0	0	0	0	0	0	0	0	საერო
lake	0	0	0	0	0	0	0	0	0	0	ტბა
lama	0	0	0	0	0	0	0	0	0	0	ლამის
lamb	0	0	0	0	1	0	1	0	0	1	ბატკნის
lament	0	0	1	1	0	1	0	1	0	0	გოდება
lamenting	0	0	0	0	0	0	0	1	0	0	გოდება
lamina	0	0	0	0	0	0	0	0	0	0	ლამინა
laminated	0	0	0	0	0	0	0	0	0	0	ლამინირებული
lamp	0	0	0	0	0	0	0	0	0	0	ნათურა
lance	0	0	0	0	0	0	0	0	0	0	ლანსი
lancer	0	0	0	0	0	0	0	0	0	0	ლანსერი
land	0	0	0	0	0	0	1	0	0	0	მიწა
landed	0	0	0	0	0	0	1	0	0	0	დაეშვა
landing	0	0	0	0	0	0	0	0	0	0	სადესანტო
landlocked	0	0	0	0	0	0	0	0	0	0	ზღვაზე გასასვლელი
landlord	0	0	0	0	0	0	0	0	0	0	მემამულე
landmark	0	0	0	0	0	0	0	0	0	1	ღირსშესანიშნაობა
lands	0	0	0	0	0	0	0	0	0	0	მიწები
landscape	0	0	0	0	0	0	0	0	0	0	პეიზაჟი
landscaping	0	0	0	0	0	0	0	0	0	0	გამწვანება
landslide	0	0	0	1	0	1	0	1	0	0	მეწყერი
lane	0	0	0	0	0	0	0	0	0	0	შესახვევი
language	0	0	0	0	0	0	0	0	0	0	ენა
languid	0	0	0	0	0	1	0	0	0	0	დაღლილი
languish	0	0	0	0	0	1	0	0	0	0	იღუპება
languishing	0	0	0	1	0	1	0	1	0	0	იწურება
lanky	0	0	0	0	0	0	0	0	0	0	ლაჩარი
lantern	0	0	0	0	0	0	0	0	0	0	ფარანი
lap	0	0	0	0	0	0	0	0	0	0	წრე
lapel	0	0	0	0	0	0	0	0	0	0	ლაფელი
lapse	0	0	0	0	0	1	0	0	0	0	ვადა
lapsed	0	0	0	0	0	0	0	0	0	0	გაუქმდა
larceny	0	0	1	0	0	1	0	0	0	0	ქურდობა
lard	0	0	0	0	0	0	0	0	0	0	ქონი
larder	0	0	0	0	0	0	0	0	0	0	სალათი
large	0	0	0	0	0	0	0	0	0	0	დიდი
larger	0	0	1	0	0	0	0	0	1	1	უფრო დიდი
largo	0	0	0	0	0	0	0	0	0	0	ლარგო
lark	0	0	0	0	0	0	0	0	0	0	ტოროლა
larva	0	0	0	0	0	0	0	0	0	0	ლარვა
larynx	0	0	0	0	0	0	0	0	0	0	ხორხის
laser	0	0	0	0	0	0	1	0	0	1	ლაზერული
lash	1	0	0	1	0	1	0	0	0	0	წამწამი
lass	0	0	0	0	0	0	0	0	0	0	ქალიშვილი
lasso	0	0	0	0	0	0	0	0	0	0	ლასო
lasting	0	0	0	0	0	0	0	0	0	0	ხანგრძლივი
latch	0	0	0	0	0	0	0	0	0	0	ჩამკეტი
late	0	0	0	0	0	1	0	1	0	0	გვიან
lateness	0	0	0	0	0	1	0	0	0	0	დაგვიანება
latent	1	1	1	0	0	1	0	0	1	0	ლატენტური
lateral	0	0	0	0	0	0	0	0	0	0	გვერდითი
laterally	0	0	0	0	0	0	0	0	0	0	ლატერალურად
latex	0	0	0	0	0	0	0	0	0	0	ლატექსი
lathe	0	0	0	0	0	0	0	0	0	0	ხორხი
lather	0	0	0	0	0	0	0	0	0	0	ქაფი
latitude	0	0	0	0	0	0	0	0	0	0	გრძედი
latrines	0	0	1	0	0	1	0	0	0	0	საპირფარეშოები
lattice	0	0	0	0	0	0	0	0	0	0	გისოსი
laudable	0	0	0	0	0	0	1	0	0	0	საქებარი
laugh	0	0	0	0	1	0	1	0	1	0	სიცილი
laughable	0	0	1	0	0	1	0	0	0	0	სასაცილო
laughing	0	0	0	0	1	0	1	0	0	0	იცინის
laughter	0	1	0	0	1	0	1	0	1	0	სიცილი
launch	0	1	0	0	0	0	1	0	0	0	გაშვება
laundry	0	0	0	0	0	0	0	0	0	0	სამრეცხაო
laureate	0	0	0	0	0	0	1	0	0	1	ლაურეატი
laurel	0	0	0	0	0	0	1	0	0	0	დაფნა
laurels	0	0	0	0	1	0	1	0	0	0	დაფნები
lava	1	0	0	1	0	1	0	0	0	0	ლავა
lavage	0	0	0	0	0	0	0	0	0	0	ამორეცხვა
lavatory	0	0	1	0	0	0	0	0	0	0	ტუალეტი
lavender	0	0	0	0	0	0	0	0	0	0	ლავანდა
lavish	0	0	0	0	0	0	1	0	0	0	მდიდრული
law	0	0	0	0	0	0	0	0	0	1	კანონი
lawful	0	0	0	0	0	0	1	0	0	1	კანონიერი
lawlessness	1	0	0	1	0	1	0	0	0	0	უკანონობა
lawn	0	0	0	0	0	0	0	0	0	0	გაზონი
lawsuit	1	0	1	1	0	1	0	1	1	0	სარჩელი
lawyer	1	0	1	1	0	1	0	0	0	0	ადვოკატი
lax	0	0	0	0	0	1	0	1	0	0	მოდუნებული
laxative	0	0	1	1	0	1	0	0	0	0	საფაღარათო საშუალება
lay	0	0	0	0	0	0	0	0	0	0	იწვა
layer	0	0	0	0	0	0	0	0	0	0	ფენა
layered	0	0	0	0	0	0	0	0	0	0	ფენიანი
layman	0	0	0	0	0	0	0	0	0	0	ერისკაცი
lazy	0	0	0	0	0	1	0	0	0	0	ზარმაცი
lea	0	0	0	0	0	0	0	0	0	0	ლეა
lead	0	0	0	0	0	0	1	0	0	0	ტყვია
leader	0	0	0	0	0	0	1	0	0	1	ლიდერი
leading	0	0	0	0	0	0	0	0	0	1	წამყვანი
leads	0	0	0	0	0	0	0	0	0	0	იწვევს
leaf	0	0	0	0	0	0	0	0	0	0	ფოთოლი
leaflet	0	0	0	0	0	0	0	0	0	0	ფურცელი
leafy	0	0	0	0	0	0	0	0	0	0	ფოთლოვანი
league	0	0	0	0	0	0	1	0	0	0	ლიგა
leak	0	0	0	0	0	1	0	0	0	0	გაჟონვა
leakage	0	0	0	0	0	1	0	0	0	0	გაჟონვა
leaky	0	0	0	0	0	1	0	0	0	0	გაჟონვის
lean	0	0	0	0	0	0	0	0	0	0	მჭლე
leaned	0	0	0	0	0	0	0	0	0	0	დაიხარა
leaning	0	0	0	0	0	0	0	0	0	1	დახრილი
leap	0	0	0	0	0	0	0	0	0	0	ნახტომი
learn	0	0	0	0	0	0	1	0	0	0	ვისწავლოთ
learned	0	0	0	0	0	0	0	0	0	0	ისწავლა
learner	0	0	0	0	0	0	0	0	0	0	შემსწავლელი
learning	0	0	0	0	0	0	1	0	0	0	სწავლა
lease	0	0	0	0	0	0	0	0	0	0	იჯარა
leash	0	0	0	0	0	0	0	0	0	0	ლელი
leather	0	0	0	0	0	0	0	0	0	0	ტყავი
leathery	0	0	0	0	0	0	0	0	0	0	ტყავისებური
leave	0	0	0	0	0	1	0	1	1	0	დატოვება
lecture	0	0	0	0	0	0	0	0	0	0	ლექცია
lecturer	0	0	0	0	0	0	1	0	0	0	ლექტორი
ledge	0	0	0	0	0	0	0	0	0	0	რაფა
ledger	0	0	0	0	0	0	0	0	0	0	წიგნი
lee	0	0	0	0	0	0	0	0	0	0	ლი
leech	0	0	0	0	0	1	0	0	0	0	ლეჩი
leeches	0	0	1	1	0	1	0	0	0	0	წურბელები
leer	0	0	1	0	0	1	0	0	0	0	ისწავლე
leery	0	0	0	0	0	0	0	0	1	0	ცბიერი
lees	0	0	0	0	0	0	0	0	0	0	ლუკმა
leeway	0	0	0	0	0	0	1	0	0	0	თავისუფლება
left	0	0	0	0	0	0	0	0	0	0	დატოვა
leg	0	0	0	0	0	0	0	0	0	0	ფეხი
legacy	0	0	0	0	0	0	0	0	0	0	მემკვიდრეობა
legal	0	0	0	0	0	0	1	0	0	1	ლეგალური
legality	0	0	0	0	0	0	0	0	0	0	კანონიერება
legalize	0	0	0	0	0	0	0	0	0	0	ლეგალიზება
legalized	1	0	0	1	1	0	1	0	0	1	ლეგალიზებული
legally	0	0	0	0	0	0	0	0	0	0	ლეგალურად
legend	0	0	0	0	0	0	0	0	0	0	ლეგენდა
legendary	0	0	0	0	0	0	1	0	0	0	ლეგენდარული
legibility	0	0	0	0	0	0	1	0	0	0	კითხვისუნარიანობა
legible	0	0	0	0	0	0	1	0	0	0	იკითხება
legion	0	0	0	0	0	0	0	0	0	0	ლეგიონი
legislate	0	0	0	0	0	0	0	0	0	0	აკანონებს
legislation	0	0	0	0	0	0	0	0	0	0	კანონმდებლობა
legislative	0	0	0	0	0	0	0	0	0	0	საკანონმდებლო
legislator	0	0	0	0	0	0	0	0	0	1	კანონმდებელი
legislature	0	0	0	0	0	0	0	0	0	1	საკანონმდებლო ორგანო
legitimacy	0	0	0	0	0	0	0	0	0	1	ლეგიტიმურობა
legs	0	0	0	0	0	0	0	0	0	0	ფეხები
legume	0	0	0	0	0	0	0	0	0	0	პარკოსანი
leisure	0	1	0	0	1	0	1	0	1	1	დასვენება
leisurely	0	0	0	0	0	0	1	0	0	0	თავისუფლად
lemma	0	0	0	0	0	0	1	0	0	0	ლემა
lemon	0	0	1	0	0	1	0	0	0	0	ლიმონი
lend	0	0	0	0	0	0	0	0	0	0	სესხება
lender	0	0	0	0	0	0	0	0	0	1	გამსესხებელი
lending	0	0	0	0	0	0	0	0	0	0	დაკრედიტება
length	0	0	0	0	0	0	0	0	0	0	სიგრძე
lengthen	0	0	0	0	0	0	0	0	0	0	გახანგრძლივება
lengthened	0	0	0	0	0	0	0	0	0	0	გახანგრძლივდა
lengthening	0	0	0	0	0	0	0	0	0	0	გახანგრძლივება
lengthwise	0	0	0	0	0	0	0	0	0	0	სიგრძეზე
lengthy	0	0	0	0	0	0	0	0	0	0	გრძელი
leniency	0	0	0	0	0	0	0	0	0	0	შემწყნარებლობა
lenient	0	0	0	0	0	0	1	0	0	0	ლმობიერი
lens	0	0	0	0	0	0	0	0	0	0	ობიექტივი
leopard	0	0	0	0	0	0	0	0	0	0	ლეოპარდი
leprosy	0	0	1	1	0	1	0	1	0	0	კეთრი
lessee	0	0	0	0	0	0	0	0	0	0	მოიჯარე
lessen	0	1	0	0	0	1	0	0	0	0	შემცირდეს
lessening	0	0	0	0	0	0	0	0	0	0	შემცირება
lesser	0	0	1	0	0	1	0	0	0	0	ნაკლები
lesson	0	1	0	0	0	0	1	0	0	1	გაკვეთილი
lessor	0	0	0	0	0	0	0	0	0	0	გამქირავებელი
lethal	0	0	1	1	0	1	0	1	0	0	სასიკვდილო
lethargic	0	0	0	0	0	0	0	0	0	0	ლეთარგიული
lethargy	0	0	0	0	0	1	0	1	0	0	ლეთარგია
letter	0	1	0	0	0	0	0	0	0	0	წერილი
lettered	0	1	0	0	0	0	1	0	0	1	ასოებით
letters	0	0	0	0	0	0	0	0	0	0	წერილები
lettuce	0	0	0	0	0	0	0	0	0	0	სალათა
leukemia	1	0	0	1	0	1	0	1	0	0	ლეიკემია
levee	0	0	0	0	0	0	0	0	0	1	ნაპირი
level	0	0	0	0	0	0	1	0	0	1	დონე
lever	0	0	0	0	0	0	0	0	0	0	ბერკეტი
leverage	0	0	0	0	0	0	1	0	0	0	ბერკეტი
levy	0	0	0	0	0	1	0	0	0	0	გადასახადი
lewd	0	0	1	0	0	1	0	0	0	0	უხამსი
lexicon	0	0	0	0	0	0	0	0	0	0	ლექსიკა
ley	0	0	0	0	0	0	0	0	0	0	ლეი
liabilities	0	0	0	0	0	0	0	0	0	0	ვალდებულებები
liability	0	0	0	0	0	0	0	0	0	0	პასუხისმგებლობა
liaison	0	0	0	0	0	1	0	0	0	0	მეკავშირე
liar	0	0	1	0	0	1	0	0	0	0	მატყუარა
libel	1	0	0	1	0	1	0	0	0	1	ცილისწამება
libelous	0	0	0	0	0	0	0	0	0	0	ცილისმწამებლური
liberal	0	0	0	0	0	1	1	0	0	0	ლიბერალური
liberalism	0	0	0	0	0	0	0	0	0	0	ლიბერალიზმი
liberate	1	1	0	0	1	0	1	0	1	1	გაათავისუფლე
liberation	0	1	0	0	1	0	1	0	1	0	განთავისუფლება
liberty	0	1	0	0	1	0	1	0	1	1	თავისუფლება
libido	0	0	0	0	0	0	0	0	0	0	ლიბიდო
librarian	0	0	0	0	0	0	0	0	0	0	ბიბლიოთეკარი
library	0	0	0	0	0	0	1	0	0	0	ბიბლიოთეკა
libretto	0	0	0	0	0	0	0	0	0	0	ლიბრეტო
license	0	0	0	0	0	0	0	0	0	0	ლიცენზია
lichen	0	0	0	0	0	0	0	0	0	0	ლიქენი
lick	0	0	1	0	0	1	0	0	0	0	ლპობა
lid	0	0	0	0	0	0	0	0	0	0	სახურავი
lie	1	0	1	0	0	1	0	1	0	0	ტყუილი
liege	0	0	0	0	0	0	0	0	0	0	ლიეჟი
lien	0	0	0	0	0	0	0	0	0	0	გირავნობის უფლება
lieu	0	0	0	0	0	0	0	0	0	0	ნაცვლად
lieutenant	0	0	0	0	0	0	0	0	0	1	ლეიტენანტი
life	0	0	0	0	0	0	0	0	0	0	ცხოვრება
lifeblood	0	0	0	0	0	0	1	0	0	0	სიცოცხლის სისხლი
lifeboat	0	0	0	0	0	0	0	0	0	0	მაშველი ნავი
