English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Punjabi Word
malicious	1	0	1	1	0	1	0	1	0	0	ਖਤਰਨਾਕ
malign	1	0	1	0	0	1	0	0	0	0	ਬਦਨਾਮ
malignancy	0	0	0	1	0	1	0	1	0	0	ਖ਼ਤਰਨਾਕਤਾ
malignant	1	0	0	1	0	1	0	0	0	0	ਘਾਤਕ
mall	0	0	0	0	0	0	0	0	0	0	ਮਾਲ
malleable	0	0	0	0	0	0	0	0	0	0	ਨਰਮ
mallet	0	0	0	0	0	0	0	0	0	0	ਮੈਲੇਟ
malpractice	1	0	0	0	0	1	0	0	0	0	ਦੁਰਵਿਹਾਰ
mamma	0	0	0	0	0	0	0	0	0	1	ਮੰਮੀ
mammal	0	0	0	0	0	0	0	0	0	0	ਥਣਧਾਰੀ
mammoth	0	0	0	0	0	0	0	0	0	0	ਵਿਸ਼ਾਲ
manage	0	0	0	0	0	0	1	0	0	1	ਪ੍ਰਬੰਧ ਕਰਨਾ, ਕਾਬੂ ਕਰਨਾ
management	0	0	0	0	0	0	1	0	0	1	ਪ੍ਰਬੰਧਨ
manager	0	0	0	0	0	0	0	0	0	0	ਮੈਨੇਜਰ
mandamus	0	0	0	1	0	1	0	0	0	0	ਹੁਕਮ
mandarin	0	0	0	0	0	0	1	0	0	1	ਮੈਂਡਰਿਨ
mandate	0	0	0	0	0	0	0	0	0	0	ਹੁਕਮ
mandible	0	0	0	0	0	0	0	0	0	0	ਲਾਜ਼ਮੀ
mandolin	0	0	0	0	0	0	0	0	0	0	ਮੈਂਡੋਲਿਨ
mandrel	0	0	0	0	0	0	0	0	0	0	mandrel
mane	0	0	0	0	0	0	0	0	0	0	ਮਾਨੇ
maneuver	0	0	0	0	0	0	0	0	0	0	ਚਾਲ
maneuvering	0	0	0	0	0	0	0	0	0	0	ਚਾਲਬਾਜ਼ੀ
mange	0	0	1	1	0	1	0	0	0	0	ਮੰਗੇ
manger	0	0	0	0	0	0	0	0	0	0	ਖੁਰਲੀ
mangle	1	0	1	1	0	1	0	1	0	0	ਮੰਗਲ
mango	0	0	0	0	0	0	0	0	0	0	ਆਮ
mangosteen	0	0	0	0	0	0	0	0	0	0	ਮੈਂਗੋਸਟੀਨ
manhood	0	0	0	0	0	0	1	0	0	0	ਮਰਦਾਨਗੀ
mania	0	0	0	0	0	1	0	0	0	0	mania
maniac	1	0	0	1	0	1	0	0	0	0	ਪਾਗਲ
maniacal	0	0	0	0	0	1	0	0	0	0	ਪਾਗਲ
manicure	0	0	0	0	0	0	0	0	0	0	manicure
manifest	0	0	0	0	0	0	0	0	0	0	ਪ੍ਰਗਟ
manifestation	0	0	0	1	0	0	0	0	0	0	ਪ੍ਰਗਟਾਵੇ
manifested	0	0	0	0	0	0	1	0	0	0	ਪ੍ਰਗਟ
manifestly	0	0	0	0	0	0	0	0	0	0	ਸਪੱਸ਼ਟ ਤੌਰ 'ਤੇ
manifesto	0	0	0	0	0	0	0	0	0	0	ਮੈਨੀਫੈਸਟੋ
manifold	0	0	0	0	0	0	0	0	0	0	ਕਈ ਗੁਣਾ
manipulate	0	0	0	0	0	1	0	0	0	0	ਹੇਰਾਫੇਰੀ
manipulation	1	0	0	1	0	1	0	0	0	0	ਹੇਰਾਫੇਰੀ
mankind	0	0	0	0	0	0	0	0	0	0	ਮਨੁੱਖਜਾਤੀ
manly	0	0	0	0	0	0	1	0	0	0	ਮਰਦਾਨਾ
manna	0	0	0	0	0	0	1	0	0	0	ਮੰਨਾ
manner	0	0	0	0	0	0	0	0	0	0	ਢੰਗ
mannered	0	0	0	0	0	0	1	0	0	0	ਵਿਹਾਰਕ
manners	0	0	0	0	0	0	1	0	0	0	ਸ਼ਿਸ਼ਟਾਚਾਰ
manor	0	0	0	0	0	0	0	0	0	0	ਜਾਗੀਰ
mansion	0	0	0	0	0	0	0	0	0	0	ਮਹਿਲ
manslaughter	1	0	1	1	0	1	0	1	1	0	ਕਤਲ
mantle	0	0	0	0	0	0	0	0	0	0	ਪਰਵਾਰ
manual	0	0	0	0	0	0	0	0	0	1	ਮੈਨੁਅਲ
manufacture	0	0	0	0	0	0	0	0	0	0	ਉਤਪਾਦਨ
manufacturer	0	0	0	0	0	0	1	0	0	0	ਨਿਰਮਾਤਾ
manure	0	0	1	0	0	1	0	0	0	0	ਖਾਦ
manuscript	0	0	0	0	0	0	0	0	0	0	ਹੱਥ-ਲਿਖਤ
map	0	0	0	0	0	0	0	0	0	0	ਨਕਸ਼ਾ
mar	0	0	0	0	0	1	0	0	0	0	ਮਾਰ
marble	0	0	0	0	0	0	0	0	0	0	ਸੰਗਮਰਮਰ
marbled	0	0	0	0	0	0	0	0	0	0	ਸੰਗਮਰਮਰ
marbles	0	0	0	0	0	0	0	0	0	0	ਸੰਗਮਰਮਰ
march	0	0	0	0	0	0	1	0	0	0	ਮਾਰਚ
mare	0	0	0	0	0	0	0	0	0	0	ਘੋੜੀ
margin	0	0	0	0	0	1	0	1	0	0	ਹਾਸ਼ੀਏ
marginal	0	0	0	0	0	0	0	0	0	0	ਹਾਸ਼ੀਏ
marijuana	0	0	0	0	0	0	0	0	0	0	ਮਾਰਿਜੁਆਨਾ
marine	0	0	0	0	0	0	0	0	0	1	ਸਮੁੰਦਰੀ
mariner	0	0	0	0	0	0	0	0	0	0	ਸਮੁੰਦਰੀ ਜਹਾਜ਼
maritime	0	0	0	0	0	0	0	0	0	0	ਸਮੁੰਦਰੀ
mark	0	0	0	0	0	0	0	0	0	0	ਨਿਸ਼ਾਨ
marked	0	0	0	0	0	0	1	0	0	0	ਨਿਸ਼ਾਨਬੱਧ
market	0	0	0	0	0	0	0	0	0	0	ਬਾਜ਼ਾਰ
marketable	0	0	0	0	0	0	1	0	0	0	ਮੰਡੀਕਰਨਯੋਗ
marketplace	0	0	0	0	0	0	0	0	0	0	ਬਾਜ਼ਾਰ
marks	0	0	0	0	0	0	0	0	0	0	ਨਿਸ਼ਾਨ
marl	0	0	0	0	0	0	0	0	0	0	ਮਾਰਲ
marmalade	0	0	0	0	0	0	0	0	0	0	ਮੁਰੱਬਾ
maroon	0	0	0	0	0	1	0	0	0	0	ਮਾਰੂਨ
marquee	0	0	0	0	0	0	0	0	0	0	ਮਾਰਕੀ
marquis	0	0	0	0	0	0	1	0	0	0	marquis
marriage	0	1	0	0	1	0	1	0	0	1	ਵਿਆਹ
married	0	0	0	0	0	0	0	0	0	0	ਵਿਆਹਿਆ
marrow	0	0	0	0	1	0	1	0	0	1	ਮੈਰੋ
marry	0	1	0	1	1	0	1	0	1	1	ਵਿਆਹ
marsh	0	0	0	0	0	0	0	0	0	0	ਮਾਰਸ਼
marshal	0	0	0	0	0	0	1	0	0	1	ਮਾਰਸ਼ਲ
mart	0	0	0	0	0	0	0	0	0	0	ਮਾਰਟ
martial	1	0	0	0	0	0	0	0	0	0	ਮਾਰਸ਼ਲ
martingale	0	0	0	0	0	1	0	0	0	0	ਮਾਰਟਿੰਗੇਲ
martyr	0	0	0	1	0	1	0	1	0	0	ਸ਼ਹੀਦ
martyrdom	0	0	0	1	0	1	0	1	0	0	ਸ਼ਹੀਦੀ
marvel	0	0	0	0	0	0	1	0	1	0	ਹੈਰਾਨੀ
marvelous	0	0	0	0	1	0	1	0	0	0	ਸ਼ਾਨਦਾਰ
marvelously	0	0	0	0	1	0	1	0	0	0	ਸ਼ਾਨਦਾਰ ਢੰਗ ਨਾਲ
masculine	0	0	0	0	0	0	1	0	0	0	ਪੁਲਿੰਗ
masculinity	0	0	0	0	0	0	0	0	0	0	ਮਰਦਾਨਗੀ
mash	0	0	0	0	0	0	0	0	0	0	ਮੈਸ਼
mask	0	0	0	0	0	0	0	0	0	0	ਮਾਸਕ
masochism	1	0	1	1	0	1	0	0	0	0	masochism
mason	0	0	0	0	0	0	0	0	0	0	ਮੇਸਨ
masquerade	0	0	0	0	0	0	0	0	0	0	ਮਾਸਕਰੇਡ
mass	0	0	0	0	0	0	0	0	0	0	ਪੁੰਜ
massacre	1	0	1	1	0	1	0	1	0	0	ਕਤਲੇਆਮ
massage	0	0	0	0	1	0	1	0	0	0	ਮਾਲਸ਼
massive	0	0	0	0	0	0	0	0	0	0	ਵਿਸ਼ਾਲ
master	0	0	0	0	0	0	1	0	0	0	ਮਾਸਟਰ
mastermind	0	0	0	0	0	0	0	0	0	0	ਮਾਸਟਰਮਾਈਂਡ
masterpiece	0	0	0	0	1	0	1	0	0	0	ਮਾਸਟਰਪੀਸ
mastery	1	0	0	0	1	0	1	0	0	1	ਮੁਹਾਰਤ
masturbate	0	0	0	0	0	0	0	0	0	0	ਹੱਥਰਸੀ
masturbation	0	0	0	0	0	0	0	0	0	0	ਹੱਥਰਸੀ
mat	0	0	0	0	0	0	0	0	0	0	ਚਟਾਈ
match	0	0	0	0	0	0	0	0	0	0	ਮੈਚ
matching	0	0	0	0	0	0	0	0	0	0	ਮੇਲ ਖਾਂਦਾ
matchmaker	0	1	0	0	0	0	0	0	0	0	ਮੈਚਮੇਕਰ
mate	0	0	0	0	0	0	1	0	0	1	ਸਾਥੀ
material	0	0	0	0	0	0	0	0	0	0	ਸਮੱਗਰੀ
materialism	0	0	0	0	0	1	0	0	0	0	ਪਦਾਰਥਵਾਦ
materialist	0	0	1	0	0	1	0	0	0	0	ਪਦਾਰਥਵਾਦੀ
materialistic	0	0	0	0	0	0	0	0	0	0	ਪਦਾਰਥਵਾਦੀ
materiality	0	0	0	0	0	0	0	0	0	0	ਪਦਾਰਥਕਤਾ
materialize	0	0	0	0	0	0	0	0	0	0	ਸਾਕਾਰ ਕਰਨਾ
materially	0	0	0	0	0	0	0	0	0	0	ਪਦਾਰਥਕ ਤੌਰ 'ਤੇ
materials	0	0	0	0	0	0	0	0	0	0	ਸਮੱਗਰੀ
materiel	0	0	0	0	0	0	0	0	0	0	ਸਮੱਗਰੀ
maternal	0	1	0	0	0	1	1	0	0	0	ਮਾਵਾਂ
maternity	0	0	0	0	0	0	0	0	0	0	ਜਣੇਪਾ
mathematical	0	0	0	0	0	0	0	0	0	1	ਗਣਿਤਿਕ
mathematician	0	0	0	0	0	0	0	0	0	0	ਗਣਿਤ-ਸ਼ਾਸਤਰੀ
mathematics	0	0	0	0	0	0	0	0	0	0	ਗਣਿਤ
matriculation	0	0	0	0	0	0	0	0	0	0	ਦਸਵੀਂ
matrimony	0	1	0	0	1	0	1	0	0	1	ਵਿਆਹ
matrix	0	0	0	0	0	0	0	0	0	0	ਮੈਟਰਿਕਸ
matron	0	0	0	0	0	0	1	0	0	1	ਮੈਟਰਨ
matted	0	0	0	0	0	0	0	0	0	0	ਮੈਟਿਡ
matter	0	0	0	0	0	0	0	0	0	0	ਮਾਮਲਾ
matting	0	0	0	0	0	0	0	0	0	0	ਮੈਟਿੰਗ
mattress	0	0	0	0	0	0	0	0	0	0	ਗੱਦਾ
maturation	0	0	0	0	0	0	0	0	0	0	ਪਰਿਪੱਕਤਾ
maturity	0	0	0	0	0	0	0	0	0	0	ਪਰਿਪੱਕਤਾ
mausoleum	0	0	0	0	0	0	0	1	0	0	ਮਕਬਰਾ
mauve	0	0	0	0	0	0	0	0	0	0	mauve
maxim	0	0	0	0	0	0	0	0	0	1	ਅਧਿਕਤਮ
maximum	0	0	0	0	0	0	1	0	0	0	ਵੱਧ ਤੋਂ ਵੱਧ
mayor	0	0	0	0	0	0	1	0	0	0	ਮੇਅਰ
maze	0	0	0	0	0	0	0	0	0	0	ਮੇਇਜ਼
mead	0	0	0	0	0	0	0	0	0	0	ਮੀਡ
meadow	0	0	0	0	0	0	1	0	0	0	ਮੈਦਾਨ
meal	0	0	0	0	0	0	0	0	0	0	ਭੋਜਨ
meander	0	0	0	0	0	0	0	0	0	0	ਘੁੰਮਣਾ
meandering	0	0	0	0	0	1	0	0	0	0	ਘੁੰਮਣਾ
meaning	0	0	0	0	0	0	0	0	0	0	ਮਤਲਬ
meaningless	0	0	0	0	0	1	0	1	0	0	ਅਰਥਹੀਣ
means	0	0	0	0	0	0	0	0	0	0	ਦਾ ਮਤਲਬ ਹੈ
meantime	0	0	0	0	0	0	0	0	0	0	ਇਸ ਦੌਰਾਨ
measles	0	0	1	1	0	1	0	1	0	0	ਖਸਰਾ
measurable	0	0	0	0	0	0	0	0	0	0	ਮਾਪਣਯੋਗ
measure	0	0	0	0	0	0	0	0	0	1	ਮਾਪ
measured	0	0	0	0	0	0	1	0	0	1	ਮਾਪਿਆ
measurement	0	0	0	0	0	0	0	0	0	0	ਮਾਪ
measuring	0	0	0	0	0	0	0	0	0	0	ਮਾਪਣ
meat	0	0	0	0	0	0	0	0	0	0	ਮੀਟ
mechanic	0	0	0	0	0	0	0	0	0	0	ਮਕੈਨਿਕ
mechanical	0	0	0	0	0	0	0	0	0	0	ਮਕੈਨੀਕਲ
mechanism	0	0	0	0	0	0	0	0	0	0	ਵਿਧੀ
medal	0	1	0	0	1	0	1	0	1	1	ਮੈਡਲ
medallion	0	0	0	0	0	0	0	0	0	0	ਮੈਡਲ
medallist	0	0	0	0	0	0	0	0	0	0	ਤਮਗਾ ਜੇਤੂ
meddle	1	0	0	0	0	1	0	0	0	0	ਦਖਲ
meddling	0	0	0	0	0	0	0	0	0	0	ਦਖਲ
media	0	0	0	0	0	0	0	0	0	0	ਮੀਡੀਆ
medial	0	0	0	0	0	0	0	0	0	0	ਦਰਮਿਆਨੀ
median	0	0	0	0	0	0	0	0	0	0	ਔਸਤ
mediate	0	1	0	0	0	0	1	0	0	1	ਵਿਚੋਲਗੀ
mediation	0	0	0	0	0	0	1	0	0	0	ਵਿਚੋਲਗੀ
mediator	0	1	0	0	0	0	1	0	0	1	ਵਿਚੋਲਾ
medical	0	1	0	1	0	0	1	0	0	1	ਮੈਡੀਕਲ
medicinal	0	0	0	0	0	0	0	0	0	0	ਚਿਕਿਤਸਕ
medicine	0	0	0	0	0	0	0	0	0	0	ਦਵਾਈ
medieval	0	0	0	0	0	0	0	0	0	0	ਮੱਧਕਾਲੀ
mediocre	0	0	0	0	0	1	0	0	0	0	ਦਰਮਿਆਨੇ
mediocrity	0	0	0	0	0	1	0	0	0	0	ਮੱਧਮਤਾ
meditate	0	1	0	0	1	0	1	0	0	1	ਮਨਨ
meditation	0	0	0	0	0	0	0	0	0	0	ਧਿਆਨ
meditative	0	0	0	0	0	0	0	0	0	0	ਧਿਆਨ ਕਰਨ ਵਾਲਾ
mediterranean	0	0	0	0	0	0	1	0	0	0	ਮੈਡੀਟੇਰੀਅਨ
medium	0	0	0	0	0	0	0	0	0	0	ਮੱਧਮ
medley	0	0	0	0	0	0	1	0	0	0	ਮੇਡਲੇ
meek	0	0	0	0	0	0	0	1	0	0	ਨਿਮਰ
meet	0	0	0	0	0	0	0	0	0	0	ਮਿਲੋ
meeting	0	0	0	0	0	0	0	0	0	0	ਮੀਟਿੰਗ
melancholic	0	0	0	0	0	1	0	1	0	0	ਉਦਾਸ
melancholy	0	0	0	0	0	1	0	1	0	0	ਉਦਾਸੀ
melee	0	0	0	1	0	1	0	0	0	0	ਝਗੜਾ
melodious	0	0	0	0	0	0	0	0	0	0	ਸੁਰੀਲਾ
melodrama	1	0	0	0	0	1	0	1	0	0	ਮੇਲੋਡਰਾਮਾ
melodramatic	0	0	0	0	0	0	0	0	0	0	ਸੁਰੀਲੀ
melody	0	0	0	0	0	0	0	0	0	0	ਧੁਨ
melt	0	0	0	0	0	0	0	0	0	0	ਪਿਘਲਣਾ
meltdown	0	0	0	0	0	1	0	1	0	0	ਪਿਘਲਣਾ
melting	0	0	0	0	0	0	0	0	0	0	ਪਿਘਲਣਾ
member	0	0	0	0	0	0	0	0	0	0	ਮੈਂਬਰ
membrane	0	0	0	0	0	0	0	0	0	0	ਝਿੱਲੀ
memento	0	0	0	0	0	0	1	0	0	0	ਯਾਦਗਾਰੀ ਚਿੰਨ੍ਹ
memo	0	0	0	0	0	0	0	0	0	0	ਮੀਮੋ
memoir	0	0	0	0	0	0	0	0	0	0	ਯਾਦਾਂ
memorabilia	0	0	0	0	0	0	0	0	0	0	ਯਾਦਗਾਰ
memorable	0	0	0	0	1	0	1	0	1	1	ਯਾਦਗਾਰੀ
memorandum	0	0	0	0	0	0	0	0	0	0	ਮੈਮੋਰੰਡਮ
memorial	0	0	0	0	0	0	0	0	0	0	ਯਾਦਗਾਰ
memorials	0	0	0	0	0	0	0	1	0	0	ਯਾਦਗਾਰਾਂ
memorize	0	0	0	0	0	0	0	0	0	0	ਯਾਦ
memory	0	0	0	0	0	0	0	0	0	0	ਮੈਮੋਰੀ
menace	1	0	0	1	0	1	0	0	0	0	ਖਤਰਾ
menacing	1	0	0	1	0	1	0	0	0	0	ਖਤਰਨਾਕ
menagerie	0	0	0	0	0	0	0	0	0	0	ਮੈਨੇਜਰੀ
mend	0	0	0	0	0	0	0	0	0	0	ਸੁਧਾਰ
mending	0	0	0	0	0	0	1	0	0	0	ਸੁਧਾਰ
menial	0	0	0	0	0	1	0	0	0	0	ਮਰਦ
meniscus	0	0	0	0	0	0	0	0	0	0	meniscus
menses	0	0	0	0	0	0	1	0	0	0	ਮਾਹਵਾਰੀ
menstrual	0	0	0	0	0	0	0	0	0	0	ਮਾਹਵਾਰੀ
mental	0	0	0	0	0	0	0	0	0	0	ਮਾਨਸਿਕ
mention	0	0	0	0	0	0	0	0	0	0	ਜ਼ਿਕਰ
mentor	0	0	0	0	0	0	1	0	0	1	ਸਲਾਹਕਾਰ
menu	0	0	0	0	0	0	0	0	0	0	ਮੀਨੂ
meow	0	0	0	0	0	0	0	0	0	0	ਮਿਆਉ
mercantile	0	0	0	0	0	0	0	0	0	0	ਵਪਾਰੀ
mercenary	0	0	0	1	0	1	0	0	0	0	ਕਿਰਾਏਦਾਰ
merchandise	0	0	0	0	0	0	0	0	0	0	ਵਪਾਰਕ ਮਾਲ
merchant	0	0	0	0	0	0	0	0	0	1	ਵਪਾਰੀ
merciful	0	0	0	0	0	0	1	0	0	0	ਦਿਆਲੂ
merciless	0	0	0	1	0	1	0	0	0	0	ਬੇਰਹਿਮ
mercurial	0	0	0	0	0	0	0	0	0	0	ਪਾਰਾ
mercy	0	0	0	0	0	0	1	0	0	0	ਦਇਆ
mere	0	0	0	0	0	0	0	0	0	0	ਸਿਰਫ਼
merge	0	1	0	0	0	0	1	0	0	0	ਅਭੇਦ
meridian	0	0	0	0	0	0	0	0	0	0	ਮੈਰੀਡੀਅਨ
meridional	0	0	0	0	0	0	0	0	0	0	meridional
merit	0	0	0	0	0	0	1	0	0	1	ਯੋਗਤਾ
meritorious	0	0	0	0	1	0	1	0	0	1	ਹੋਣਹਾਰ
mermaid	0	0	0	0	0	0	0	0	0	0	ਮਰਮੇਡ
merriment	0	0	0	0	1	0	1	0	1	0	ਖੁਸ਼ੀ
merry	0	0	0	0	1	0	1	0	0	0	ਖੁਸ਼ੀ
mesa	0	0	0	0	0	0	0	0	0	0	ਮੇਸਾ
mesh	0	0	0	0	0	0	0	0	0	0	ਜਾਲ
meshes	0	0	0	0	0	0	0	0	0	0	meshes
mesmerized	0	0	0	0	0	0	0	0	0	0	ਮਨਮੋਹਕ
mess	0	0	1	0	0	1	0	0	0	0	ਗੜਬੜ
message	0	0	0	0	0	0	0	0	0	0	ਸੁਨੇਹਾ
messenger	0	0	0	0	0	0	0	0	0	1	ਦੂਤ
messy	0	0	1	0	0	1	0	0	0	0	ਗੜਬੜ
metabolism	0	0	0	0	0	0	0	0	0	0	metabolism
metal	0	0	0	0	0	0	0	0	0	0	ਧਾਤ
metallurgy	0	0	0	0	0	0	0	0	0	0	ਧਾਤੂ ਵਿਗਿਆਨ
metamorphosis	0	0	0	0	0	0	0	0	0	0	ਮੇਟਾਮੋਰਫੋਸਿਸ
metaphor	0	0	0	0	0	0	0	0	0	0	ਅਲੰਕਾਰ
metaphorical	0	0	0	0	0	0	0	0	0	0	ਅਲੰਕਾਰਿਕ
metaphysical	0	0	0	0	0	0	0	0	0	0	ਅਧਿਆਤਮਿਕ
metaphysics	0	0	0	0	0	0	0	0	0	0	ਅਧਿਆਤਮਿਕ ਵਿਗਿਆਨ
metastasis	0	0	0	0	0	1	0	0	0	0	metastasis
meteor	0	0	0	0	0	0	0	0	0	0	meteor
meteoric	0	0	0	0	0	0	0	0	0	0	meteoric
meteorite	0	0	0	0	0	0	0	0	0	0	meteorite
meteorological	0	0	0	0	0	0	0	0	0	0	ਮੌਸਮ ਵਿਗਿਆਨ
meteorology	0	0	0	0	0	0	0	0	0	0	ਮੌਸਮ ਵਿਗਿਆਨ
meter	0	0	0	0	0	0	0	0	0	0	ਮੀਟਰ
methanol	0	0	0	0	0	1	0	0	0	0	methanol
method	0	0	0	0	0	0	0	0	0	0	ਢੰਗ
methodical	0	0	0	0	0	0	0	0	0	0	ਵਿਧੀਗਤ
meticulous	0	0	0	0	0	0	0	0	0	0	ਸੁਚੇਤ
metric	0	0	0	0	0	0	0	0	0	0	ਮੈਟ੍ਰਿਕ
metrical	0	0	0	0	0	0	0	0	0	0	ਮੈਟ੍ਰਿਕਲ
metrology	0	0	0	0	0	0	0	0	0	0	ਮੈਟਰੋਲੋਜੀ
metropolis	0	0	0	0	0	0	0	0	0	0	ਮਹਾਨਗਰ
metropolitan	0	0	0	0	0	0	1	0	0	0	ਮਹਾਨਗਰ
mettle	0	0	0	0	0	0	1	0	0	0	ਸਮਝਦਾਰੀ
mew	0	0	0	0	0	0	0	0	0	0	mew
mica	0	0	0	0	0	0	0	0	0	0	ਮੀਕਾ
mick	0	0	0	0	0	0	0	0	0	0	ਮਿਕ
microbe	0	0	0	0	0	0	0	0	0	0	ਰੋਗਾਣੂ
microbiology	0	0	0	0	0	0	0	0	0	0	ਮਾਈਕਰੋਬਾਇਓਲੋਜੀ
microcosm	0	0	0	0	0	0	0	0	0	0	ਮਾਈਕਰੋਕੋਸਮ
microgram	0	0	0	0	0	0	0	0	0	0	ਮਾਈਕ੍ਰੋਗ੍ਰਾਮ
micrometer	0	0	0	0	0	0	0	0	0	0	ਮਾਈਕ੍ਰੋਮੀਟਰ
micron	0	0	0	0	0	0	0	0	0	0	ਮਾਈਕ੍ਰੋਨ
microphone	0	0	0	0	0	0	0	0	0	0	ਮਾਈਕ੍ਰੋਫ਼ੋਨ
microscope	0	0	0	0	0	0	0	0	0	1	ਮਾਈਕ੍ਰੋਸਕੋਪ
microscopic	0	0	0	0	0	0	0	0	0	0	ਸੂਖਮ
microscopically	0	0	0	0	0	0	0	0	0	0	ਮਾਈਕ੍ਰੋਸਕੋਪਿਕ ਤੌਰ 'ਤੇ
microscopy	0	0	0	0	0	0	1	0	0	0	ਮਾਈਕ੍ਰੋਸਕੋਪੀ
mid	0	0	0	0	0	0	0	0	0	0	ਮੱਧ
midday	0	0	0	0	0	0	0	0	0	0	ਦੁਪਹਿਰ
middle	0	0	0	0	0	0	0	0	0	0	ਮੱਧ
middleman	0	0	0	0	0	0	0	0	0	0	ਵਿਚੋਲਾ
midland	0	0	0	0	0	0	0	0	0	0	ਮਿਡਲੈਂਡ
midnight	0	0	0	0	0	0	0	0	0	0	ਅੱਧੀ ਰਾਤ
midst	0	0	0	0	0	0	0	0	0	0	ਵਿਚਕਾਰ
midsummer	0	0	0	0	0	0	0	0	0	0	ਮੱਧ ਗਰਮੀ
midway	0	0	0	0	0	0	0	0	0	0	ਅੱਧ ਵਿਚਕਾਰ
midwife	0	1	0	0	1	1	1	0	0	1	ਦਾਈ
midwifery	0	0	0	0	0	0	1	0	0	0	ਦਾਈ
mien	0	0	0	0	0	0	0	0	0	0	mien
mighty	1	0	0	1	1	0	1	0	0	1	ਸ਼ਕਤੀਸ਼ਾਲੀ
migrate	0	0	0	0	0	0	0	0	0	0	ਪਰਵਾਸ
migration	0	0	0	0	0	0	0	0	0	0	ਪਰਵਾਸ
migratory	0	0	0	0	0	0	0	0	0	0	ਪਰਵਾਸੀ
mike	0	0	0	0	0	0	0	0	0	0	ਮਾਈਕ
mildew	0	0	1	0	0	1	0	0	0	0	ਫ਼ਫ਼ੂੰਦੀ
mile	0	0	0	0	0	0	0	0	0	0	ਮੀਲ
mileage	0	0	0	0	0	0	0	0	0	0	ਮਾਈਲੇਜ
milestone	0	0	0	0	0	0	0	0	0	0	ਮੀਲ ਪੱਥਰ
militant	0	0	0	0	0	0	0	0	0	0	ਖਾੜਕੂ
military	0	0	0	1	0	0	0	0	0	0	ਫੌਜੀ
militia	1	0	0	1	0	1	0	1	0	0	ਮਿਲੀਸ਼ੀਆ
milk	0	0	0	0	0	0	0	0	0	0	ਦੁੱਧ
milky	0	0	0	0	0	0	0	0	0	0	ਦੁੱਧ ਵਾਲਾ
mill	0	1	0	0	0	0	0	0	0	0	ਮਿੱਲ
millennium	0	0	0	0	0	0	0	0	0	0	ਹਜ਼ਾਰ ਸਾਲ
milligram	0	0	0	0	0	0	0	0	0	0	ਮਿਲੀਗ੍ਰਾਮ
millimeter	0	0	0	0	0	0	0	0	0	0	ਮਿਲੀਮੀਟਰ
million	0	0	0	0	0	0	0	0	0	0	ਮਿਲੀਅਨ
millionaire	0	0	0	0	0	0	0	0	0	0	ਕਰੋੜਪਤੀ
mime	0	0	0	0	0	0	1	0	0	0	ਮਾਈਮ
mimic	0	0	0	0	0	0	0	0	0	0	ਨਕਲ
mimicking	0	0	0	0	0	0	0	0	0	0	ਨਕਲ ਕਰਨਾ
mimicry	0	0	0	0	0	1	0	0	1	0	ਨਕਲ
mind	0	0	0	0	0	0	0	0	0	0	ਮਨ
minded	0	0	0	0	0	0	0	0	0	0	ਦਿਮਾਗੀ
mindful	0	0	0	0	0	0	1	0	0	0	ਚੇਤੰਨ
mindfulness	0	0	0	0	0	0	1	0	0	0	ਧਿਆਨ
mine	0	0	0	0	0	0	0	0	0	0	ਮੇਰਾ
miner	0	0	0	0	0	0	0	0	0	0	ਮਾਈਨਰ
mineral	0	0	0	0	0	0	0	0	0	0	ਖਣਿਜ
mineralogy	0	0	0	0	0	0	0	0	0	0	ਖਣਿਜ ਵਿਗਿਆਨ
mingle	0	0	0	0	0	0	0	0	0	0	ਮਿਲਾਉਣਾ
mingled	0	0	0	0	0	0	0	0	0	0	ਮਿਲਾਇਆ
miniature	0	0	0	0	0	0	0	0	0	0	ਲਘੂ
minibus	0	0	0	0	0	0	0	0	0	0	ਮਿੰਨੀ ਬੱਸ
minim	0	0	0	0	0	0	0	0	0	0	ਘੱਟੋ-ਘੱਟ
minimize	0	0	0	0	0	1	0	0	0	0	ਘੱਟ ਤੋਂ ਘੱਟ ਕਰੋ
minimum	0	0	0	0	0	1	0	0	0	0	ਘੱਟੋ-ਘੱਟ
minister	0	0	0	0	0	0	0	0	0	0	ਮੰਤਰੀ
ministerial	0	0	0	0	0	0	0	0	0	0	ਮੰਤਰੀ
ministry	0	0	0	0	1	0	1	0	0	1	ਮੰਤਰਾਲਾ
minivan	0	0	0	0	0	0	0	0	0	0	ਮਿਨੀਵੈਨ
minnow	0	0	0	0	0	0	0	0	0	0	minnow
minor	0	0	0	0	0	0	0	0	0	0	ਨਾਬਾਲਗ
minority	0	0	0	0	0	1	0	0	0	0	ਘੱਟ ਗਿਣਤੀ
minstrel	0	0	0	0	0	0	0	0	0	0	minstrel
mint	0	0	0	0	0	0	0	0	0	0	ਪੁਦੀਨਾ
minuscule	0	0	0	0	0	0	0	0	0	0	ਮਾਮੂਲੀ
minute	0	0	0	0	0	0	0	0	0	0	ਮਿੰਟ
minutiae	0	0	0	0	0	0	0	0	0	0	ਮਿੰਟ
mir	0	0	0	0	0	0	0	0	0	0	ਮੀਰ
miracle	0	1	0	0	1	0	1	0	1	1	ਚਮਤਕਾਰ
miraculous	0	0	0	0	1	0	1	0	1	0	ਚਮਤਕਾਰੀ
