English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Frisian Word
mourning	0	0	0	0	0	1	0	1	0	0	rou
mouse	0	0	0	0	0	0	0	0	0	0	mûs
moustache	0	0	0	0	0	0	0	0	0	0	snor
mouth	0	0	0	0	0	0	0	0	1	0	mûle
mouthful	0	0	1	0	0	0	0	0	0	0	mûlefol
mouthpiece	0	0	0	0	0	0	0	0	0	0	mûlestik
movable	0	0	0	0	0	0	1	0	0	0	beweechber
move	0	0	0	0	0	0	0	0	0	0	ferhúzje
movement	0	0	0	0	0	0	0	0	0	0	beweging
mover	0	0	0	0	0	0	1	0	0	0	mover
movie	0	0	0	0	0	0	0	0	0	0	film
moving	0	0	0	0	0	0	0	0	0	0	moving
mow	0	0	0	0	0	0	0	0	0	0	maai
muck	0	0	1	0	0	1	0	0	0	0	muck
mucous	0	0	1	0	0	0	0	0	0	0	slym
mucus	0	0	1	0	0	0	0	0	0	0	slym
mud	0	0	0	0	0	1	0	0	0	0	modder
muddle	0	0	0	0	0	1	0	0	0	0	muddle
muddled	0	0	0	0	0	1	0	0	0	0	muddled
muddy	0	0	1	0	0	1	0	0	0	0	modderich
muff	1	0	1	0	0	1	0	0	0	0	mof
muffled	0	0	0	0	0	0	0	0	0	0	muffled
muffler	0	0	0	0	0	0	0	0	0	0	demper
mug	1	0	0	1	0	1	1	1	0	0	mok
mule	1	0	0	0	0	1	0	0	0	1	mûldier
multilateral	0	0	0	0	0	0	0	0	0	0	meartalich
multiple	0	0	0	0	0	0	0	0	0	0	meardere
multiplex	0	0	0	0	0	0	0	0	0	0	multiplex
multiplication	0	0	0	0	0	0	0	0	0	0	fermannichfâldigjen
multiplicity	0	0	0	0	0	0	0	0	0	0	mearfâldichheid
multiplied	0	0	0	0	0	0	0	0	0	0	fermannichfâldige
multiplier	0	0	0	0	0	0	0	0	0	0	multiplier
multiply	0	0	0	0	0	0	0	0	0	0	fermannichfâldigje
multitude	0	0	0	0	0	0	0	0	0	0	mannichte
mum	0	0	0	1	0	1	0	0	0	0	mem
mumble	0	0	0	0	0	1	0	0	0	0	mompele
mummy	0	0	0	0	0	0	0	0	0	0	mummy
mumps	0	0	0	0	0	1	0	0	0	0	bof
munch	0	0	0	0	0	0	0	0	0	0	munch
mundane	0	0	0	0	0	0	0	0	0	0	wrâldske
municipal	0	0	0	0	0	0	0	0	0	0	gemeentlike
municipality	0	0	0	0	0	0	0	0	0	0	gemeente
mural	0	0	0	0	0	0	0	0	0	0	muorreskildering
murder	1	0	1	1	0	1	0	1	1	0	moard
murderer	1	0	1	1	0	1	0	1	0	0	moardner
murderous	1	0	1	1	0	1	0	1	1	0	moardlik
murky	0	0	1	0	0	1	0	1	0	0	murky
murmur	0	0	0	0	0	0	0	0	0	0	murmele
muscle	0	0	0	0	0	0	0	0	0	0	spier
muscular	0	0	0	0	0	0	1	0	0	0	spieren
muse	0	0	0	0	0	0	0	0	0	0	muze
muses	0	0	0	0	0	0	0	0	0	0	muzen
museum	0	0	0	0	0	0	0	0	0	0	museum
mush	0	0	0	0	0	0	0	0	0	0	mush
mushroom	0	0	0	0	0	0	0	0	0	0	mushroom
music	0	0	0	0	1	0	1	1	0	0	muzyk
musical	1	1	0	0	1	0	1	1	1	1	muzikaal
musician	0	0	0	0	0	0	0	0	0	0	muzikant
musing	0	0	0	0	0	0	0	0	0	0	mimerje
musk	0	0	0	0	0	0	0	0	0	0	musk
musket	0	0	0	1	0	0	0	0	0	0	musket
muslin	0	0	0	0	0	0	0	0	0	0	muslin
muss	0	0	0	0	0	1	0	0	0	0	muss
mustang	0	0	0	0	0	0	0	0	0	0	mustang
mustard	0	0	0	0	0	0	0	0	0	0	moster
muster	0	0	0	0	0	0	0	0	0	0	sammelje
musty	0	0	1	0	0	1	0	0	0	0	muf
mutable	0	1	0	0	0	0	1	0	0	0	feroarlik
mutant	0	0	0	0	0	1	0	0	0	0	mutant
mutation	0	0	0	0	0	0	0	0	0	0	mutaasje
mutilated	0	0	1	0	0	1	0	0	0	0	ferminkt
mutilation	1	0	1	1	0	1	0	1	0	0	ferminking
mutiny	1	0	1	1	0	1	0	0	1	0	muiterij
mutter	1	0	0	0	0	1	0	0	0	0	mompe
mutton	0	0	0	0	0	0	0	0	0	0	skaapfeint
mutual	0	0	0	0	0	0	1	0	0	0	mienskiplik
mutually	0	0	0	0	0	0	0	0	0	0	ûnderling
muzzle	0	0	0	1	0	1	0	0	0	0	muzzle
myopia	1	0	0	0	0	1	0	1	0	0	myopia
myopic	0	0	0	0	0	0	0	0	0	0	bysichtich
myriad	0	0	0	0	0	0	0	0	0	0	myriade
mysterious	0	1	0	1	0	0	0	0	1	0	mysterieuze
mystery	0	1	0	0	0	0	0	0	1	0	mystearje
mystic	0	0	0	0	0	0	0	0	1	0	mystikus
mystical	0	0	0	0	0	0	0	0	0	0	mystyk
mysticism	0	0	0	0	0	0	0	0	0	0	mystyk
myth	0	0	0	0	0	0	0	0	0	0	myte
mythic	0	0	0	0	0	0	0	0	0	0	mytysk
mythical	0	0	0	0	0	0	0	0	0	0	mytysk
mythological	0	0	0	0	0	0	0	0	0	0	mytologysk
mythology	0	0	0	0	0	0	0	0	0	0	mytology
nab	0	0	0	0	0	1	0	0	1	0	nab
nadir	0	0	0	0	0	1	0	0	0	0	nadir
nag	1	0	0	0	0	1	0	0	0	0	nag
nail	0	0	0	0	0	0	0	0	0	0	spiker
naive	0	0	0	0	0	1	0	0	0	0	nayf
naked	0	0	0	0	0	0	0	0	0	0	neaken
named	0	0	0	0	0	0	0	0	0	0	neamd
nameless	0	0	1	0	0	1	0	0	0	0	nammeleas
namesake	0	0	0	0	0	0	0	0	0	0	nammegenoat
naming	0	0	0	0	0	0	0	0	0	0	nammejouwing
nanny	0	0	0	0	0	0	0	0	0	0	nanny
nanometer	0	0	0	0	0	0	0	0	0	0	nanometer
nap	0	0	0	0	1	0	1	0	0	0	nap
nape	0	0	0	0	0	0	0	0	0	0	nap
napkin	0	0	0	0	0	0	0	1	0	0	servet
napping	0	0	0	0	0	0	0	0	0	0	sliepe
nappy	0	0	1	0	0	1	0	0	0	0	luier
narcotic	0	0	0	0	0	1	0	0	0	0	narkoatyske
narrate	0	0	0	0	0	0	0	0	0	0	fertelle
narration	0	0	0	0	0	0	0	0	0	0	fertelling
narrative	0	0	0	0	0	0	0	0	0	0	narratyf
narrator	0	0	0	0	0	0	0	0	0	0	ferteller
narrow	0	0	0	0	0	0	0	0	0	0	nau
narrowing	0	0	0	0	0	0	0	0	0	0	fersmelling
nascent	0	1	0	0	0	0	0	0	0	0	ûntstean
nasty	1	0	1	1	0	1	0	1	0	0	ferfelend
natal	0	0	0	0	0	0	0	0	0	0	natal
nation	0	0	0	0	0	0	0	0	0	1	naasje
national	0	0	0	0	0	0	0	0	0	0	lanlik
nationality	0	0	0	0	0	0	0	0	0	0	nasjonaliteit
native	0	0	0	0	0	0	0	0	0	0	ynlânske
nativity	0	0	0	0	0	0	0	0	0	0	nativity
naturalist	0	0	0	0	0	0	1	0	0	0	natuerkundige
naturalization	0	0	0	0	0	0	0	0	0	0	naturalisaasje
naturalized	0	0	0	0	0	0	0	0	0	0	naturalisearre
naturally	0	0	0	0	0	0	0	0	0	0	fansels
nature	0	0	0	0	0	0	0	0	0	0	natuer
naught	0	0	0	0	0	0	0	0	0	0	neat
naughty	0	0	0	0	0	1	0	0	0	0	stout
nausea	0	0	1	0	0	1	0	0	0	0	wearze
nauseous	0	0	1	0	0	1	0	1	0	0	mislik
nautical	0	0	0	0	0	0	0	0	0	0	nautyske
naval	0	0	0	0	0	0	0	0	0	0	marine
nave	0	0	0	0	0	0	0	0	0	0	skip
navel	0	0	0	0	0	0	0	0	0	0	nâle
navigable	0	1	0	0	0	0	1	0	0	0	befarber
navigate	0	0	0	0	0	0	0	0	0	0	navigearje
navigation	0	0	0	0	0	0	0	0	0	0	navigaasje
navigator	0	1	0	0	0	0	0	0	0	1	navigator
navy	0	0	0	0	0	0	0	0	0	0	marine
nay	0	0	0	0	0	1	0	0	0	0	nei
neatly	0	0	0	0	0	0	1	0	0	0	kreas
nebula	0	0	0	0	0	0	0	0	0	0	nebula
nebulae	0	0	0	0	0	0	0	0	0	0	nebulae
nebulous	0	0	0	0	0	0	0	0	0	0	nebulous
necessarily	0	0	0	0	0	0	0	0	0	0	needsaaklikerwize
necessitate	0	0	0	0	0	0	0	0	0	0	needsaakje
necessities	0	0	0	0	0	0	0	0	0	0	needsaak
necessity	0	0	0	0	0	0	0	1	0	0	needsaak
neck	0	0	0	0	0	0	0	0	0	0	nekke
necklace	0	0	0	0	0	0	0	0	0	0	ketting
necrosis	0	0	0	0	0	0	0	0	0	0	nekrose
nectar	0	0	0	0	0	0	1	0	0	0	nektar
needful	0	0	0	0	0	1	0	0	0	0	needich
needle	0	0	0	0	0	0	1	0	0	0	nulle
needless	0	0	0	0	0	0	0	0	0	0	ûnnedich
needy	0	0	0	0	0	1	0	0	0	0	needich
nefarious	0	0	1	1	0	1	0	1	1	0	skealik
negation	1	0	0	0	0	1	0	0	0	0	negaasje
negative	0	0	0	0	0	1	0	1	0	0	negatyf
neglect	0	0	0	0	0	1	0	0	0	0	ferwaarloazing
neglected	1	0	1	0	0	1	0	1	0	0	ferwaarleazge
neglecting	0	0	0	0	0	1	0	0	0	0	neglecting
negligence	0	0	0	0	0	1	0	0	0	0	negligens
negligent	0	0	0	0	0	1	0	0	0	0	negligent
negligently	0	0	0	0	0	1	0	0	0	0	negligent
negligible	0	0	0	0	0	0	0	0	0	0	negligible
negotiate	0	0	0	0	0	0	1	0	0	1	ûnderhannelje
negotiation	0	0	0	0	0	0	0	0	0	0	ûnderhanneling
negotiator	0	0	0	0	0	0	1	0	0	0	ûnderhanneler
negro	0	0	0	0	0	1	0	1	0	0	neger
neigh	0	0	0	0	0	0	0	0	0	0	neist
neighbor	0	1	0	0	0	0	1	0	0	1	buorman
neighborhood	0	1	0	0	0	0	0	0	0	0	buert
neighboring	0	0	0	0	0	0	0	0	0	0	oanbuorjende
neonatal	0	0	0	0	0	0	0	0	0	0	neonatale
neophyte	0	0	0	0	0	0	0	0	0	0	neophyte
neoprene	0	0	0	0	0	0	0	0	0	0	neopreen
nephew	0	0	0	0	0	0	0	0	0	0	omkesizzer
nepotism	1	0	1	0	0	1	0	1	0	0	nepotisme
nerve	0	0	0	0	0	0	1	0	0	0	nerve
nervous	0	1	0	1	0	1	0	0	0	0	senuweftich
nervousness	0	0	0	1	0	0	0	0	0	0	nervositeit
ness	0	0	0	0	0	0	0	0	0	0	ness
nest	0	0	0	0	0	0	0	0	0	1	nêst
nestle	0	0	0	0	0	0	1	0	0	1	nestle
nestling	0	0	0	0	0	0	0	0	0	0	nestling
net	0	0	0	0	0	0	0	0	0	0	net
nether	1	0	0	1	0	1	0	1	0	0	nether
netting	0	0	0	0	0	0	0	0	0	0	netting
nettle	1	0	1	0	0	1	0	0	0	0	nettle
network	0	1	0	0	0	0	0	0	0	0	netwurk
neuralgia	0	0	0	1	0	1	0	1	0	0	neuralgia
neurology	0	0	0	0	0	0	0	0	0	0	neurology
neurosis	0	0	0	1	0	1	0	1	0	0	neurose
neurotic	0	0	1	1	0	1	0	0	0	0	neurotyk
neuter	0	0	0	0	0	0	0	0	0	0	ûnsidich
neutral	0	1	0	0	0	0	0	0	0	1	neutraal
neutrality	0	0	0	0	0	0	0	0	0	1	neutraliteit
neutralize	0	0	0	0	0	0	0	0	0	0	neutralisearje
newborn	0	0	0	0	0	0	0	0	0	0	nijberne
newcomer	0	0	0	1	0	0	0	0	1	0	nijkommer
newly	0	0	0	0	0	0	0	0	0	0	nij
newness	0	0	0	0	0	0	0	0	0	0	nijichheid
news	0	0	0	0	0	0	0	0	0	0	nijs
newspaper	0	0	0	0	0	0	0	0	0	0	krante
newsstand	0	0	0	0	0	0	0	0	0	0	kiosk
nib	0	0	0	0	0	0	0	0	0	0	nib
nibble	0	0	0	0	0	0	0	0	0	0	knibbel
niche	0	0	0	0	0	0	0	0	0	0	niche
nichts	0	0	0	0	0	0	0	0	0	0	nichts
nick	0	0	0	0	0	0	0	0	0	0	nick
nickel	0	0	0	0	0	0	0	0	0	0	nikkel
nickname	0	0	0	0	0	0	0	0	0	0	bynamme
nicotine	0	0	1	0	0	1	0	0	0	0	nikotine
niece	0	0	0	0	0	0	0	0	0	0	nicht
nigh	0	0	0	0	0	0	0	0	0	0	tichtby
night	0	0	0	0	0	0	0	0	0	0	nacht
nightfall	0	0	0	0	0	0	0	0	0	0	nachtfal
nightingale	0	0	0	0	0	0	0	0	0	0	nachtegaal
nightmare	0	0	0	1	0	1	0	0	0	0	nachtmerje
nihilism	0	0	0	0	0	1	0	0	0	0	nihilisme
nil	0	0	0	0	0	0	0	0	0	0	nul
nimble	0	0	0	0	0	0	0	0	0	0	flink
ninety	0	0	0	0	0	0	0	0	0	0	njoggentich
ninth	0	0	0	0	0	0	0	0	0	0	njoggende
nip	0	0	0	0	0	0	0	0	0	0	nip
nipple	0	0	0	0	0	0	0	0	0	0	tepel
nix	0	0	0	0	0	0	0	0	0	0	nix
nobility	0	1	0	0	0	0	1	0	0	1	adel
noble	0	0	0	0	0	0	1	0	0	1	aadlik
nobleman	0	0	0	0	0	0	1	0	0	1	edelman
nocturnal	0	0	0	0	0	0	0	0	0	0	nachtlik
nod	0	0	0	0	0	0	0	0	0	0	knikke
nodding	0	0	0	0	0	0	0	0	0	0	knikte
node	0	0	0	0	0	0	0	0	0	0	node
nodular	0	0	0	0	0	0	0	0	0	0	nodular
nodule	0	0	0	0	0	0	0	0	0	0	nodule
noise	0	0	0	0	0	1	0	0	0	0	lûd
noisy	1	0	0	0	0	1	0	0	0	0	lawaaierich
nomad	0	0	0	0	0	0	0	0	0	0	nomaden
nomadic	0	0	0	0	0	0	0	0	0	0	nomadysk
nomenclature	0	0	0	0	0	0	0	0	0	0	nomenklatuer
nominal	0	0	0	0	0	0	0	0	0	0	nominale
nominate	0	0	0	0	0	0	0	0	0	0	nominearje
nomination	0	0	0	0	0	0	1	0	0	0	nominaasje
nominee	0	0	0	0	0	0	0	0	0	0	nominearre
nonce	0	0	0	0	0	0	0	0	0	0	nonce
noncompliance	1	1	0	1	0	1	0	1	0	0	net-neilibjen
nondescript	0	0	0	0	0	0	0	0	0	0	ûnbeskriuwing
nonexistent	0	0	0	0	0	0	0	0	0	0	net bestean
nonpayment	0	0	0	0	0	0	0	0	0	0	net beteljen
nonresident	0	0	0	0	0	0	0	0	0	0	net-ynwenner
nonsense	0	0	0	0	0	1	0	0	0	0	ûnsin
nonsensical	0	0	0	0	0	1	0	1	0	0	ûnsinnich
noodle	0	0	0	0	0	0	0	0	0	0	noodle
nook	0	0	0	0	0	0	0	0	0	0	noek
noon	0	0	0	0	0	0	0	0	0	0	middei
noose	0	0	0	0	0	1	0	1	0	0	strop
norm	0	0	0	0	0	0	0	0	0	0	noarm
normal	0	0	0	0	0	0	0	0	0	0	normaal
normalcy	0	0	0	0	0	0	0	0	0	0	normality
normality	0	0	0	0	0	0	1	0	0	0	normaliteit
nose	0	0	1	0	0	0	0	0	0	0	noas
nostalgia	0	0	0	0	0	0	0	0	0	0	nostalgy
nostril	0	0	0	0	0	0	0	0	0	0	nostril
notable	0	0	0	0	1	0	1	0	0	1	opmerklik
notables	0	0	0	0	0	0	1	0	0	0	notabelen
notably	0	0	0	0	0	0	0	0	0	0	benammen
notary	0	0	0	0	0	0	0	0	0	1	notaris
notation	0	0	0	0	0	0	0	0	0	0	notaasje
notch	0	0	0	0	0	0	0	0	0	0	kerf
notched	0	0	0	0	0	0	0	0	0	0	kerfke
note	0	0	0	0	0	0	0	0	0	0	noat
notebook	0	0	0	0	0	0	0	0	0	0	notebook
noted	0	0	0	0	0	0	1	0	0	0	opmurken
noteworthy	0	0	0	0	0	0	0	0	0	0	opmerklik
nothingness	0	0	0	0	0	1	0	1	0	0	neat
notice	0	0	0	0	0	0	0	0	0	0	notice
noticeable	0	0	0	0	0	0	0	0	0	0	merkber
notification	0	1	0	0	0	0	0	0	0	0	notifikaasje
notify	0	0	0	0	0	0	0	0	0	0	notify
notion	0	0	0	0	0	0	1	0	0	0	noasje
notional	0	0	0	0	0	0	0	0	0	0	begryplik
notoriety	1	0	1	1	0	1	1	0	0	0	bekendheid
notwithstanding	0	0	0	0	0	0	0	0	0	0	nettsjinsteande
nought	0	0	0	0	0	0	0	0	0	0	neat
noun	0	0	0	0	0	0	0	0	0	0	haadwurd
nourish	0	0	0	0	0	0	0	0	0	0	nourish
nourishment	0	0	0	0	0	0	1	0	0	0	nourishment
nouveau	0	0	0	0	0	0	0	0	0	0	nouveau
novelty	0	0	0	0	0	0	0	0	0	0	nijichheid
novice	0	0	0	0	0	0	0	0	0	0	novice
nowadays	0	0	0	0	0	0	0	0	0	0	tsjintwurdich
noxious	0	0	1	1	0	1	0	0	0	0	skealik
nozzle	0	0	0	0	0	0	0	0	0	0	nozzle
nuance	0	0	0	0	0	0	0	0	0	0	nuânse
nuances	0	0	0	0	0	0	0	0	0	0	nuânses
nucleus	0	0	0	0	0	0	0	0	0	0	nucleus
nude	0	0	0	0	0	0	0	0	0	0	neaken
nudge	0	0	0	0	0	0	0	0	0	0	nudge
nudity	0	0	0	0	0	0	0	0	0	0	neakenens
nugget	0	0	0	0	0	0	0	0	0	0	nugget
nuisance	1	0	0	0	0	1	0	0	0	0	oerlêst
nul	0	0	0	0	0	1	0	0	0	0	nul
null	0	0	0	0	0	0	0	0	0	0	null
nullify	0	0	0	0	0	1	0	0	1	0	annulearje
numb	0	0	0	0	0	1	0	0	0	0	nuver
number	0	0	0	0	0	0	0	0	0	0	nûmer
numbering	0	0	0	0	0	0	0	0	0	0	nûmering
numbers	0	0	0	0	0	0	1	0	0	0	nûmers
numbness	0	0	0	0	0	1	0	1	0	0	numbness
numeral	0	0	0	0	0	0	0	0	0	0	numeral
numerator	0	0	0	0	0	0	0	0	0	0	teller
numerical	0	0	0	0	0	0	0	0	0	0	numerike
numerically	0	0	0	0	0	0	0	0	0	0	numerike
numerous	0	0	0	0	0	0	0	0	0	0	mannichfâldich
nun	0	0	0	0	0	1	0	0	0	1	non
nurse	0	0	0	0	0	0	1	0	0	1	ferpleechkundige
nursery	0	0	0	0	1	0	1	0	0	1	kwekerij
nurture	1	1	1	1	1	0	1	0	0	1	nurture
nutmeg	0	0	0	0	0	0	0	0	0	0	nutmuskaat
nutrition	0	0	0	0	0	0	0	0	0	0	nutrition
nutritious	0	0	0	0	0	0	1	1	0	0	voedzaam
nutritive	0	0	0	0	0	0	0	0	0	0	nutritive
nuts	0	0	0	0	0	0	0	0	0	0	nuten
nymph	0	0	0	0	0	0	0	0	0	0	nimf
oaf	0	0	0	0	0	1	0	0	0	0	oaf
oak	0	0	0	0	0	0	1	0	0	0	iik
oar	0	0	0	0	0	0	0	0	0	0	oar
oasis	0	1	0	0	1	0	1	0	0	1	oaze
oath	0	0	0	0	0	0	1	0	0	1	eed
oatmeal	0	0	0	0	0	0	0	0	0	0	oatmeal
obedience	0	0	0	0	0	0	1	0	0	1	hearrigens
obedient	0	0	0	0	0	0	0	0	0	0	gehoarsum
obediently	0	0	0	0	0	0	0	0	0	0	hearrich
obelisk	0	0	0	0	0	0	0	0	0	0	obelisk
obese	0	0	1	0	0	1	0	0	0	0	obese
obesity	0	0	1	0	0	1	0	1	0	0	obesitas
obey	0	0	0	1	0	0	0	0	0	1	hearrich
obi	0	0	1	1	0	1	0	0	0	0	obi
obit	0	0	0	0	0	1	0	1	1	0	obit
obituary	0	0	0	0	0	1	0	1	0	0	obituary
object	0	0	0	0	0	0	0	0	0	0	objekt
objection	1	0	0	0	0	1	0	0	0	0	beswier
objectionable	0	0	0	0	0	1	0	0	0	0	beswierlik
objective	0	1	0	0	0	0	1	0	0	1	objektyf
obligation	0	0	0	0	0	0	0	0	0	0	ferplichting
obligatory	0	0	0	0	0	0	0	0	0	0	ferplichte
oblige	0	0	0	0	0	1	0	0	0	1	ferplichtsje
obliged	0	0	0	0	0	0	0	0	0	0	ferplichte
obliging	1	1	1	1	1	0	1	0	1	1	ferplichte
obligor	0	0	0	1	0	1	0	0	0	0	skuldner
oblique	0	0	0	0	0	0	0	0	0	0	oblique
obliterate	1	0	0	1	0	1	0	1	0	0	wiskje
obliterated	1	0	0	1	0	1	0	0	0	0	útwreide
obliteration	0	0	0	1	0	1	0	1	0	0	útwissing
oblivion	1	0	0	1	0	1	0	0	0	0	ferjitnis
oblivious	0	0	0	0	0	0	0	0	0	0	ûnbewust
oblong	0	0	0	0	0	0	0	0	0	0	langwerpich
obnoxious	1	0	1	0	0	1	0	1	0	0	onaangenaam
oboe	0	0	0	0	0	0	0	0	0	0	hobo
obscene	0	0	1	0	0	1	0	0	0	0	obscene
obscenity	1	0	1	0	0	1	0	0	0	0	obscenity
obscure	0	0	0	0	0	0	0	0	0	0	ûndúdlik
obscured	0	0	0	0	0	0	0	0	0	0	ferburgen
obscurity	0	0	0	0	0	1	0	0	0	0	ûndúdlikens
observance	0	0	0	0	0	0	0	0	0	0	observance
observant	0	0	0	0	0	0	1	0	0	0	observant
observation	0	0	0	0	0	0	0	0	0	0	observaasje
observatory	0	0	0	0	0	0	0	0	0	0	observatoarium
observe	0	0	0	0	0	0	0	0	0	0	observearje
observer	0	0	0	0	0	0	0	0	0	0	waarnimmer
observing	0	0	0	0	0	0	0	0	0	0	observearjen
obsession	0	0	0	0	0	0	0	0	0	0	obsesje
obsolescence	0	0	0	0	0	0	0	0	0	0	ferâldering
obstacle	1	0	0	1	0	1	0	1	0	0	obstakel
obstetrician	0	0	0	0	0	0	0	0	0	1	ferloskundige
obstetrics	0	0	0	0	0	0	0	0	0	0	ferloskunde
obstinate	0	0	0	0	0	1	0	0	0	0	eigensinnich
obstruct	1	0	0	1	0	1	0	0	0	0	hinderje
obstruction	0	0	0	0	0	1	0	0	0	0	obstruksje
obstructive	1	0	0	0	0	1	0	0	0	0	obstruktyf
obtain	0	0	0	0	0	0	0	0	0	0	krije
obtainable	0	0	0	0	1	0	1	0	0	0	te krijen
obtuse	0	0	0	0	0	1	0	0	0	0	stompe
obverse	0	0	0	0	0	0	0	0	0	0	foarside
obvious	0	0	0	0	0	0	1	0	0	1	dúdlik
ocarina	0	0	0	0	0	0	0	0	0	0	ocarina
occasion	0	0	0	0	0	0	0	0	0	0	gelegenheid
occasional	0	0	0	0	0	0	0	0	1	0	ynsidintele
occasionally	0	0	0	0	0	0	0	0	0	0	ynsidinteel
occlusion	0	0	0	0	0	0	0	0	0	0	occlusion
occult	0	0	1	1	0	1	0	0	0	0	okkulte
occupancy	0	0	0	0	0	0	0	0	0	0	besetting
occupant	0	0	0	0	0	0	1	0	0	1	bewenner
occupation	0	0	0	0	0	0	1	0	0	0	berop
occupied	0	0	0	0	0	0	0	0	0	0	beset
occupier	0	0	0	0	0	0	0	0	0	0	besetter
occupy	0	0	0	0	0	0	1	0	0	0	besette
occupying	0	0	0	0	0	0	0	0	0	0	besette
occur	0	0	0	0	0	0	0	0	0	0	foarkomme
occurrence	0	0	0	0	0	0	0	0	0	0	foarkommen
ocean	0	0	0	0	0	0	0	0	0	0	oseaan
oceanic	0	0	0	0	0	0	0	0	0	0	oceanic
octagon	0	0	0	0	0	0	0	0	0	0	achtkant
octave	0	0	0	0	0	0	0	0	0	0	oktaaf
octopus	0	0	1	0	0	0	0	0	0	0	inketfisk
ocular	0	0	0	0	0	0	0	0	0	0	ocular
oddity	0	0	1	0	0	1	0	1	1	0	oddity
odds	0	0	0	0	0	0	0	0	0	0	odds
ode	0	0	0	0	0	0	0	0	0	0	ode
odious	1	0	1	1	0	1	0	0	0	0	odious
odometer	0	0	0	0	0	0	0	0	0	0	kilometerteller
odor	0	0	0	0	0	1	0	0	0	0	rook
oestrogen	0	0	0	0	0	0	0	0	0	0	estrogen
oeuvre	0	0	0	0	0	0	0	0	0	0	oeuvre
offal	0	0	0	0	0	0	0	0	0	0	ôffal
offend	1	0	1	0	0	1	0	0	0	0	misledigje
offended	1	0	0	0	0	1	0	1	0	0	misledige
offender	1	0	1	1	0	1	0	1	0	0	oertreder
offense	1	0	1	1	0	1	0	1	0	0	oanstjit
offensive	1	0	1	0	0	1	0	0	0	0	offensyf
offer	0	0	0	0	0	0	1	0	0	0	oanbod
offered	0	0	0	0	0	0	0	0	0	0	oanbean
offering	0	0	0	0	0	0	0	0	0	1	oanbod
offhand	0	0	0	0	0	1	0	0	0	0	út de hân
office	0	0	0	0	0	0	0	0	0	0	kantoar
officer	0	0	0	0	0	0	1	0	0	1	offisier
offices	0	0	0	0	0	0	0	0	0	0	kantoaren
official	0	0	0	0	0	0	0	0	0	1	offisjeel
officiate	0	0	0	0	0	0	0	0	0	0	officiating
offing	0	0	0	0	0	1	0	0	0	0	offing
offload	0	0	0	0	0	0	0	0	0	0	ôfladen
offset	0	1	0	0	0	0	1	0	0	0	offset
offshoot	0	0	0	0	0	0	1	0	0	0	ôfslach
offside	0	0	0	0	0	0	0	0	0	0	offside
oft	0	0	0	0	0	0	0	0	0	0	faak
oftentimes	0	0	0	0	0	0	0	0	0	0	faaks
ogre	0	0	1	1	0	1	0	0	0	0	ogre
oil	0	0	0	0	0	0	0	0	0	0	oalje
oils	0	0	0	0	0	0	0	0	0	0	oaljes
ointment	0	0	0	0	0	0	0	0	0	0	salve
olfactory	0	1	0	0	0	1	0	0	0	0	olfactory
oligarchy	0	0	0	0	0	1	0	0	0	0	oligarchy
olive	0	0	0	0	0	0	0	0	0	0	oliif
omega	0	0	0	0	0	0	0	0	0	0	omega
omelet	0	0	0	0	0	0	0	0	0	0	omelet
omen	0	1	0	1	0	1	0	0	0	0	omen
ominous	0	1	0	1	0	1	0	0	0	0	onheilspellend
omission	0	0	0	0	0	0	0	0	0	0	weglating
omit	0	0	0	0	0	1	0	0	0	0	weilitte
omitted	0	0	0	0	0	0	0	0	0	0	weilitten
omnibus	0	0	0	0	0	0	0	0	0	0	omnibus
omnipotence	0	0	0	1	0	1	1	0	0	0	almacht
omnipotent	0	0	0	0	0	0	0	0	0	0	almachtig
omnipresent	0	0	0	0	0	0	0	0	0	0	omnipresent
omniscient	0	0	0	0	0	0	1	0	0	1	alwittend
oncologist	0	0	0	0	0	0	0	0	0	0	onkolooch
oneness	0	0	0	0	0	0	0	0	0	0	ienheid
onerous	1	0	0	0	0	1	0	1	0	0	swier
oneself	0	0	0	0	0	0	0	0	0	0	sels
ongoing	0	1	0	0	0	0	0	0	0	0	oanhâldend
onion	0	0	0	0	0	0	0	0	0	0	sipel
onset	0	1	0	0	0	0	0	0	0	0	oanset
onslaught	0	0	0	0	0	0	0	0	0	0	oanslach
ontology	0	0	0	0	0	0	0	0	0	0	ontology
onus	0	0	0	0	0	1	0	0	0	0	onus
onward	0	0	0	0	0	0	0	0	0	0	fierder
onyx	0	0	0	0	0	0	0	0	0	0	onyx
ooze	0	0	1	0	0	1	0	0	0	0	ooze
oozing	0	0	0	0	0	0	0	0	0	0	oozing
opacity	0	0	0	0	0	0	0	0	0	0	opasiteit
opal	0	0	0	0	0	0	0	0	0	0	opal
opaque	0	0	0	0	0	1	0	0	0	0	ûntrochsichtich
ope	0	0	0	0	0	0	0	0	0	0	op
open	0	0	0	0	0	0	0	0	0	0	iepen
opener	0	0	0	0	0	0	0	0	0	0	iepener
opening	0	0	0	0	0	0	0	0	0	0	iepening
openly	0	0	0	0	0	0	0	0	0	0	iepentlik
openness	0	0	0	0	0	0	1	0	0	0	iepenheid
opera	1	1	0	1	1	0	1	1	1	1	opera
operatic	0	0	0	0	0	1	0	0	0	0	operatyske
operation	0	0	0	1	0	0	0	0	0	1	operaasje
