English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Cebuano Word
jack	0	0	0	0	0	0	0	0	0	0	jack
jackass	0	0	0	0	0	0	0	0	0	0	jackass
jackpot	0	1	0	0	1	0	1	0	1	0	jackpot
jacks	0	0	0	0	0	0	0	0	0	0	mga jack
jade	0	0	0	0	0	0	0	0	0	0	jade
jag	0	0	0	0	0	0	0	0	0	0	jag
jagged	0	0	0	0	0	0	0	0	0	0	gikuniskunis
jaguar	0	0	0	0	0	0	0	0	0	0	jaguar
jail	0	0	0	1	0	1	0	1	0	0	prisohan
jam	0	0	0	0	0	0	1	0	0	0	jam
jammed	0	0	0	0	0	0	0	0	0	0	nag-jam
janitor	0	0	1	0	0	0	0	0	0	0	janitor
japan	0	0	0	0	0	0	0	0	0	0	Japan
jar	0	0	0	0	0	0	0	0	0	0	banga
jargon	0	0	0	0	0	1	0	0	0	0	jargon
jarring	0	0	0	1	0	1	0	1	0	0	naglibog
jasper	0	0	0	0	0	0	0	0	0	0	jasper
jaundice	0	0	0	1	0	1	0	0	0	0	jaundice
jaunt	0	0	0	0	0	0	0	0	0	0	lakaw
javelin	0	0	0	0	0	0	0	0	0	0	bangkaw
jaw	0	0	0	0	0	0	0	0	0	0	apapangig
jaws	0	0	0	1	0	0	0	0	0	0	mga apapangig
jay	0	0	0	0	0	0	0	0	0	0	jay
jealous	1	0	1	0	0	1	0	0	0	0	selos
jealousy	1	0	1	1	0	1	0	1	0	0	pangabugho
jeans	0	0	0	0	0	0	0	0	0	0	maong
jeep	0	0	0	0	0	0	0	0	0	0	jeep
jelly	0	0	0	0	0	0	0	0	0	0	jelly
jenny	0	0	0	0	0	0	0	0	0	0	jenny
jeopardize	1	0	0	1	0	1	0	0	0	0	mabutang sa peligro
jeopardy	0	1	0	1	0	1	0	0	0	0	peligro
jerk	1	0	0	0	0	0	0	0	1	0	jerk
jersey	0	0	0	0	0	0	0	0	0	0	jersey
jest	0	0	0	0	1	0	1	0	1	0	pagbiaybiay
jester	0	0	0	0	0	0	0	0	0	0	jester
jet	0	0	0	0	0	0	0	0	0	0	jet
jetty	0	0	0	0	0	0	0	0	0	0	jetty
jewel	0	0	0	0	0	0	0	0	0	0	mutya
jeweler	0	0	0	0	0	0	0	0	0	0	alahero
jewelry	0	0	0	0	0	0	0	0	0	0	alahas
jib	0	0	0	0	0	0	0	0	0	0	jib
jiffy	0	0	0	0	0	0	0	0	0	0	jiffy
jimmy	0	0	0	0	0	0	0	0	0	0	jimmy
jingle	0	0	0	0	0	0	0	0	0	0	jingle
job	0	0	0	0	0	0	1	0	0	0	trabaho
jock	0	0	0	0	0	0	0	0	0	0	jock
jockey	0	0	0	0	0	0	0	0	0	0	jockey
jog	0	0	0	0	0	0	0	0	0	0	pag-jogging
john	0	0	1	0	0	1	0	0	0	0	john
join	0	0	0	0	0	0	1	0	0	0	apil
joined	0	0	0	0	0	0	1	0	0	0	miapil
joining	0	0	0	0	0	0	0	0	0	0	pag-apil
joint	0	0	0	0	0	0	0	0	0	0	hiniusang
jointly	0	0	0	0	0	0	0	0	0	0	dungan
joke	0	0	0	0	0	1	0	0	0	0	joke
joker	0	0	0	0	1	0	1	0	1	0	joker
joking	0	0	0	0	0	0	1	0	0	0	pagbiaybiay
jolt	0	0	0	0	0	0	0	0	1	0	pagkurog
jornada	0	0	0	0	0	1	0	0	0	0	jornada
jot	0	0	0	0	0	0	0	0	0	0	jot
journal	0	0	0	0	0	0	0	0	0	0	journal
journalism	0	0	0	0	0	0	0	0	0	1	journalism
journalist	0	0	0	0	0	0	1	0	0	0	peryodista
journey	0	1	0	1	1	0	1	0	0	0	panaw
journeyman	0	0	0	0	0	0	0	0	0	1	manlalakbay
jovial	0	0	0	0	1	0	1	0	0	0	malipayon
joy	0	0	0	0	1	0	1	0	0	0	kalipay
joyful	0	0	0	0	1	0	1	0	0	1	malipayon
joyous	0	0	0	0	1	0	1	0	0	0	malipayon
jubilant	0	0	0	0	1	0	1	0	1	1	malipayon
jubilee	0	0	0	0	1	0	1	0	1	0	jubileo
judge	0	0	0	0	0	0	0	0	0	0	maghuhukom
judging	0	0	0	0	0	0	0	0	0	0	paghukom
judgment	0	0	0	0	0	0	0	0	1	0	paghukom
judicial	0	1	0	0	0	0	1	0	0	1	hudisyal
judiciary	0	1	0	0	0	0	0	0	0	1	hudikatura
judicious	0	0	0	0	0	0	1	0	0	1	maalamon
jug	0	0	0	0	0	0	0	0	0	0	tibod
juggle	0	0	0	0	0	0	0	0	0	0	juggle
juggling	0	0	0	0	0	0	0	0	0	0	juggling
juice	0	0	0	0	0	0	0	0	0	0	duga
juicy	0	0	0	0	0	0	0	0	0	0	juicy
jumble	0	0	0	0	0	1	0	0	0	0	pagkagubot
jumbled	0	0	0	0	0	0	0	0	0	0	naglibog
jumbo	0	0	0	0	0	0	0	0	0	0	jumbo
jump	0	0	0	0	1	0	1	0	0	0	ambak
junction	0	0	0	0	0	0	0	0	0	0	junction
juncture	0	0	0	0	0	0	0	0	0	0	sumpay
jungle	0	0	0	1	0	0	0	0	0	0	kalasangan
junior	0	0	0	0	0	0	0	0	0	0	junior
junk	0	0	0	0	0	1	0	0	0	0	basura
junta	0	0	0	0	0	1	0	0	0	0	hunta
juridical	0	0	0	0	0	0	0	0	0	0	hukmanan
jurisdiction	0	0	0	0	0	0	0	0	0	0	hurisdiksyon
jurisprudence	0	0	0	0	0	0	0	1	0	0	jurisprudence
jurist	0	0	0	0	0	0	0	0	0	1	hukom
jury	0	0	0	0	0	0	0	0	0	1	hurado
justice	0	0	0	0	0	0	1	0	0	1	hustisya
justifiable	0	0	0	0	0	0	1	0	0	1	makatarunganon
justification	0	0	0	0	0	0	1	0	0	0	pagkamatarong
justify	0	0	0	0	0	0	0	0	0	0	pakamatarungon
jute	0	0	0	0	0	0	0	0	0	0	jute
juvenile	0	0	0	0	0	1	0	0	0	0	batan-on
juxtaposition	0	0	0	0	0	0	0	0	0	0	panagsama
kaiser	0	0	0	0	0	0	0	0	0	0	kaiser
kaleidoscope	0	0	0	0	0	0	0	0	0	0	kaleidoscope
kangaroo	0	0	0	0	0	0	0	0	0	0	kangaroo
kanji	0	0	0	0	0	0	0	0	0	0	kanji
karma	0	0	0	0	0	0	0	0	0	0	karma
kayak	0	0	0	0	0	0	0	0	0	0	kayak
keel	0	0	0	0	0	0	0	0	0	0	kilya
keeper	0	0	0	0	0	0	0	0	0	0	magbalantay
keeping	0	0	0	0	0	0	0	0	0	0	gitago
keepsake	0	0	0	0	0	0	1	0	0	0	handumanan
keg	0	0	0	0	0	0	0	0	0	0	keg
ken	0	0	0	0	0	0	1	0	0	0	ken
kennel	0	0	0	0	0	0	0	1	0	0	kennel
kern	0	0	0	0	0	1	0	0	0	0	kern
kernel	0	0	0	0	0	0	0	0	0	0	kernel
kerosene	0	0	0	1	0	0	0	0	0	0	kerosene
kettle	0	0	0	0	0	0	0	0	0	0	kettle
key	0	0	0	0	0	0	0	0	0	0	yawe
keyhole	0	0	0	0	0	0	0	0	0	0	keyhole
keynote	0	0	0	0	0	0	1	0	0	0	keynote
keystone	0	0	0	0	0	0	1	0	0	0	sukaranang bato
khaki	0	0	0	0	0	0	0	0	0	0	khaki
khan	0	0	0	1	0	0	0	0	0	1	khan
kick	1	0	0	0	0	1	0	0	0	0	sipa
kicking	1	0	0	0	0	0	0	0	0	0	pagsipa
kid	0	0	0	0	0	0	0	0	0	0	bata
kidding	0	0	0	0	0	0	0	0	0	0	nagbiaybiay
kidnap	1	0	0	1	0	1	0	1	1	0	kidnap
kill	0	0	0	1	0	1	0	1	0	0	pagpatay
killing	1	0	0	1	0	1	0	1	0	0	pagpatay
kiln	0	0	0	0	0	0	0	0	0	0	tapahan
kilogram	0	0	0	0	0	0	0	0	0	0	kilo
kilometer	0	0	0	0	0	0	0	0	0	0	kilometro
kilt	0	0	0	0	0	0	0	0	0	0	kilt
kimono	0	0	0	0	0	0	0	0	0	0	kimono
kin	0	0	0	0	0	0	0	0	0	0	kaparyentihan
kind	0	0	0	0	1	0	1	0	0	1	buotan
kindergarten	0	0	0	0	0	0	0	0	0	0	kindergarten
kindness	0	0	0	0	0	0	1	0	0	0	pagkamaayo
kindred	0	1	0	0	1	0	1	0	0	1	kabanay
kinematics	0	0	0	0	0	0	0	0	0	0	kinematics
king	0	0	0	0	0	0	1	0	0	0	hari
kingdom	0	0	0	0	0	0	0	0	0	0	gingharian
kink	0	0	0	0	0	0	0	0	0	0	kink
kinky	0	0	0	0	0	0	0	0	0	0	kinky
kiosk	0	0	0	0	0	0	0	0	0	0	kiosk
kirk	0	0	0	0	0	0	0	0	0	0	kirk
kiss	0	1	0	0	1	0	1	0	1	0	halok
kit	0	0	0	0	0	0	0	0	0	0	kit
kitchen	0	0	0	0	0	0	0	0	0	0	kusina
kite	0	0	1	0	0	1	0	0	0	0	banog
kitten	0	0	0	0	1	0	1	0	0	1	kuting
knack	0	0	0	0	0	0	1	0	0	0	kahanas
knapsack	0	0	0	0	0	0	0	0	0	0	knapsack
knead	0	0	0	0	0	0	0	0	0	0	pagmasa
knee	0	0	0	0	0	0	0	0	0	0	tuhod
kneel	0	0	0	0	0	0	0	0	0	0	luhod
kneeling	0	0	0	0	0	0	0	0	0	0	nagluhod
knell	0	0	0	1	0	1	0	1	0	0	knell
knickers	0	0	0	0	0	0	0	0	0	1	mga knicker
knife	0	0	0	0	0	0	0	0	0	0	kutsilyo
knight	0	0	0	0	0	0	1	0	0	0	kabalyero
knit	0	0	0	0	0	0	0	0	0	0	gihigot
knob	0	0	0	0	0	0	0	0	0	0	knob
knock	0	0	0	0	0	0	0	0	0	0	pagtuktok
knoll	0	0	0	0	0	0	0	0	0	0	knoll
knot	0	0	0	0	0	0	0	0	0	0	higot
knotted	0	0	0	0	0	1	0	0	0	0	gihigot
knowing	0	0	0	0	0	0	1	0	0	0	nahibalo
knowingly	0	0	0	0	0	0	0	0	0	0	nasayod
knowledge	0	0	0	0	0	0	1	0	0	0	kahibalo
knuckle	0	0	0	0	0	0	0	0	0	0	buko-buko
kos	0	0	0	0	0	0	0	0	0	0	kos
kris	0	0	0	0	0	0	0	0	0	0	kris
kudos	0	0	0	0	1	0	1	0	0	0	kudos
lab	0	0	0	0	0	0	0	0	0	0	lab
label	0	0	0	0	0	0	0	0	0	1	label
labor	0	1	0	0	1	0	1	0	1	1	paghago
laboratory	0	0	0	0	0	0	0	0	0	0	laboratoryo
labored	0	0	0	0	0	1	0	1	0	0	naghago
laborer	0	0	0	0	0	0	0	0	0	0	mamumuo
laboring	0	0	0	0	0	0	0	0	0	0	naghago
laborious	0	0	0	0	0	1	0	0	0	0	hago
labyrinth	0	1	0	0	0	1	0	0	0	0	labirint
lac	0	0	0	0	0	0	0	0	0	0	lac
lace	1	0	0	1	0	1	1	1	0	1	lace
lack	0	0	0	0	0	1	0	0	0	0	kulang
lacking	0	0	0	0	0	1	0	0	0	0	kulang
lackluster	0	0	0	0	0	1	0	0	0	0	walay lingaw
lacquer	0	0	0	0	0	0	0	0	0	0	lacquer
lacrosse	0	0	0	0	0	0	0	0	0	0	lacrosse
lad	0	0	0	0	0	0	0	0	0	0	bata
ladder	0	0	0	0	0	0	0	0	0	0	hagdanan
laden	0	0	0	0	0	1	0	0	0	0	luwan
lading	0	0	0	0	0	0	0	0	0	0	pagkarga
ladle	0	0	0	0	0	0	0	0	0	0	kutsara
lady	0	0	0	0	0	0	0	0	0	0	babaye
lag	0	0	0	0	0	1	0	0	0	0	lag
lagging	1	1	1	0	0	1	0	1	0	0	pagkalayo
lagoon	0	0	0	0	0	0	0	0	0	0	lagoon
lair	0	0	0	0	0	1	0	0	0	0	puy-anan
laity	0	0	0	0	0	0	0	0	0	0	layko
lake	0	0	0	0	0	0	0	0	0	0	linaw
lama	0	0	0	0	0	0	0	0	0	0	lama
lamb	0	0	0	0	1	0	1	0	0	1	nating karnero
lament	0	0	1	1	0	1	0	1	0	0	pagminatay
lamenting	0	0	0	0	0	0	0	1	0	0	nagminatay
lamina	0	0	0	0	0	0	0	0	0	0	lamina
laminated	0	0	0	0	0	0	0	0	0	0	laminated
lamp	0	0	0	0	0	0	0	0	0	0	lampara
lance	0	0	0	0	0	0	0	0	0	0	lance
lancer	0	0	0	0	0	0	0	0	0	0	lancer
land	0	0	0	0	0	0	1	0	0	0	yuta
landed	0	0	0	0	0	0	1	0	0	0	nitugpa
landing	0	0	0	0	0	0	0	0	0	0	pagtugpa
landlocked	0	0	0	0	0	0	0	0	0	0	landlocked
landlord	0	0	0	0	0	0	0	0	0	0	tag-iya sa yuta
landmark	0	0	0	0	0	0	0	0	0	1	landmark
lands	0	0	0	0	0	0	0	0	0	0	yuta
landscape	0	0	0	0	0	0	0	0	0	0	talan-awon
landscaping	0	0	0	0	0	0	0	0	0	0	landscaping
landslide	0	0	0	1	0	1	0	1	0	0	pagdahili sa yuta
lane	0	0	0	0	0	0	0	0	0	0	lane
language	0	0	0	0	0	0	0	0	0	0	pinulongan
languid	0	0	0	0	0	1	0	0	0	0	luya
languish	0	0	0	0	0	1	0	0	0	0	magluya
languishing	0	0	0	1	0	1	0	1	0	0	nagluya
lanky	0	0	0	0	0	0	0	0	0	0	hawod
lantern	0	0	0	0	0	0	0	0	0	0	parol
lap	0	0	0	0	0	0	0	0	0	0	sabakan
lapel	0	0	0	0	0	0	0	0	0	0	lapel
lapse	0	0	0	0	0	1	0	0	0	0	paglabay
lapsed	0	0	0	0	0	0	0	0	0	0	nahuman
larceny	0	0	1	0	0	1	0	0	0	0	pagpangawat
lard	0	0	0	0	0	0	0	0	0	0	mantika
larder	0	0	0	0	0	0	0	0	0	0	larder
large	0	0	0	0	0	0	0	0	0	0	dako
larger	0	0	1	0	0	0	0	0	1	1	mas dako
largo	0	0	0	0	0	0	0	0	0	0	dako
lark	0	0	0	0	0	0	0	0	0	0	lark
larva	0	0	0	0	0	0	0	0	0	0	ulod
larynx	0	0	0	0	0	0	0	0	0	0	larynx
laser	0	0	0	0	0	0	1	0	0	1	laser
lash	1	0	0	1	0	1	0	0	0	0	latigo
lass	0	0	0	0	0	0	0	0	0	0	babaye
lasso	0	0	0	0	0	0	0	0	0	0	laso
lasting	0	0	0	0	0	0	0	0	0	0	malungtaron
latch	0	0	0	0	0	0	0	0	0	0	trangka
late	0	0	0	0	0	1	0	1	0	0	ulahi
lateness	0	0	0	0	0	1	0	0	0	0	pagkalangan
latent	1	1	1	0	0	1	0	0	1	0	tinago
lateral	0	0	0	0	0	0	0	0	0	0	lateral
laterally	0	0	0	0	0	0	0	0	0	0	sa kilid
latex	0	0	0	0	0	0	0	0	0	0	latex
lathe	0	0	0	0	0	0	0	0	0	0	lathe
lather	0	0	0	0	0	0	0	0	0	0	bula
latitude	0	0	0	0	0	0	0	0	0	0	latitud
latrines	0	0	1	0	0	1	0	0	0	0	kasilyas
lattice	0	0	0	0	0	0	0	0	0	0	kinuroskuros
laudable	0	0	0	0	0	0	1	0	0	0	dalaygon
laugh	0	0	0	0	1	0	1	0	1	0	mukatawa
laughable	0	0	1	0	0	1	0	0	0	0	kataw-anan
laughing	0	0	0	0	1	0	1	0	0	0	nagkatawa
laughter	0	1	0	0	1	0	1	0	1	0	katawa
launch	0	1	0	0	0	0	1	0	0	0	paglusad
laundry	0	0	0	0	0	0	0	0	0	0	panglaba
laureate	0	0	0	0	0	0	1	0	0	1	mananaog
laurel	0	0	0	0	0	0	1	0	0	0	laurel
laurels	0	0	0	0	1	0	1	0	0	0	mga laurel
lava	1	0	0	1	0	1	0	0	0	0	lava
lavage	0	0	0	0	0	0	0	0	0	0	paghugas
lavatory	0	0	1	0	0	0	0	0	0	0	kasilyas
lavender	0	0	0	0	0	0	0	0	0	0	lavender
lavish	0	0	0	0	0	0	1	0	0	0	maluho
law	0	0	0	0	0	0	0	0	0	1	balaod
lawful	0	0	0	0	0	0	1	0	0	1	subay sa balaod
lawlessness	1	0	0	1	0	1	0	0	0	0	paglapas sa balaod
lawn	0	0	0	0	0	0	0	0	0	0	balilihan
lawsuit	1	0	1	1	0	1	0	1	1	0	kiha
lawyer	1	0	1	1	0	1	0	0	0	0	abogado
lax	0	0	0	0	0	1	0	1	0	0	luya
laxative	0	0	1	1	0	1	0	0	0	0	laxative
lay	0	0	0	0	0	0	0	0	0	0	ibutang
layer	0	0	0	0	0	0	0	0	0	0	lut-od
layered	0	0	0	0	0	0	0	0	0	0	lut-od
layman	0	0	0	0	0	0	0	0	0	0	layko
lazy	0	0	0	0	0	1	0	0	0	0	tapolan
lea	0	0	0	0	0	0	0	0	0	0	lea
lead	0	0	0	0	0	0	1	0	0	0	tingga
leader	0	0	0	0	0	0	1	0	0	1	lider
leading	0	0	0	0	0	0	0	0	0	1	nanguna
leads	0	0	0	0	0	0	0	0	0	0	nanguna
leaf	0	0	0	0	0	0	0	0	0	0	dahon
leaflet	0	0	0	0	0	0	0	0	0	0	leaflet
leafy	0	0	0	0	0	0	0	0	0	0	dahonon
league	0	0	0	0	0	0	1	0	0	0	liga
leak	0	0	0	0	0	1	0	0	0	0	leak
leakage	0	0	0	0	0	1	0	0	0	0	leakage
leaky	0	0	0	0	0	1	0	0	0	0	leaky
lean	0	0	0	0	0	0	0	0	0	0	maniwang
leaned	0	0	0	0	0	0	0	0	0	0	nagsandig
leaning	0	0	0	0	0	0	0	0	0	1	nagsandig
leap	0	0	0	0	0	0	0	0	0	0	paglukso
learn	0	0	0	0	0	0	1	0	0	0	pagkat-on
learned	0	0	0	0	0	0	0	0	0	0	nakakat-on
learner	0	0	0	0	0	0	0	0	0	0	tigkat-on
learning	0	0	0	0	0	0	1	0	0	0	pagkat-on
lease	0	0	0	0	0	0	0	0	0	0	pag-abang
leash	0	0	0	0	0	0	0	0	0	0	higot
leather	0	0	0	0	0	0	0	0	0	0	panit
leathery	0	0	0	0	0	0	0	0	0	0	panitan
leave	0	0	0	0	0	1	0	1	1	0	mobiya
lecture	0	0	0	0	0	0	0	0	0	0	lecture
lecturer	0	0	0	0	0	0	1	0	0	0	magtutudlo
ledge	0	0	0	0	0	0	0	0	0	0	lagwerta
ledger	0	0	0	0	0	0	0	0	0	0	ledger
lee	0	0	0	0	0	0	0	0	0	0	lee
leech	0	0	0	0	0	1	0	0	0	0	linta
leeches	0	0	1	1	0	1	0	0	0	0	mga linta
leer	0	0	1	0	0	1	0	0	0	0	leer
leery	0	0	0	0	0	0	0	0	1	0	libog
lees	0	0	0	0	0	0	0	0	0	0	lees
leeway	0	0	0	0	0	0	1	0	0	0	lugway
left	0	0	0	0	0	0	0	0	0	0	sa wala
leg	0	0	0	0	0	0	0	0	0	0	bitiis
legacy	0	0	0	0	0	0	0	0	0	0	kabilin
legal	0	0	0	0	0	0	1	0	0	1	legal
legality	0	0	0	0	0	0	0	0	0	0	legalidad
legalize	0	0	0	0	0	0	0	0	0	0	i-legalize
legalized	1	0	0	1	1	0	1	0	0	1	gi-legalize
legally	0	0	0	0	0	0	0	0	0	0	legal
legend	0	0	0	0	0	0	0	0	0	0	leyenda
legendary	0	0	0	0	0	0	1	0	0	0	maalamat
legibility	0	0	0	0	0	0	1	0	0	0	pagkabasa
legible	0	0	0	0	0	0	1	0	0	0	mabasa
legion	0	0	0	0	0	0	0	0	0	0	lehiyon
legislate	0	0	0	0	0	0	0	0	0	0	paghimo og balaod
legislation	0	0	0	0	0	0	0	0	0	0	balaod
legislative	0	0	0	0	0	0	0	0	0	0	lehislatibo
legislator	0	0	0	0	0	0	0	0	0	1	magbabalaod
legislature	0	0	0	0	0	0	0	0	0	1	lehislatura
legitimacy	0	0	0	0	0	0	0	0	0	1	pagkalehitimo
legs	0	0	0	0	0	0	0	0	0	0	mga bitiis
legume	0	0	0	0	0	0	0	0	0	0	legume
leisure	0	1	0	0	1	0	1	0	1	1	kalingawan
leisurely	0	0	0	0	0	0	1	0	0	0	hayahay
lemma	0	0	0	0	0	0	1	0	0	0	lemma
lemon	0	0	1	0	0	1	0	0	0	0	lemon
lend	0	0	0	0	0	0	0	0	0	0	magpahulam
lender	0	0	0	0	0	0	0	0	0	1	nagpahulam
lending	0	0	0	0	0	0	0	0	0	0	pagpahulam
length	0	0	0	0	0	0	0	0	0	0	gitas-on
lengthen	0	0	0	0	0	0	0	0	0	0	lugwayan
lengthened	0	0	0	0	0	0	0	0	0	0	gipalugwayan
lengthening	0	0	0	0	0	0	0	0	0	0	pagpalugway
lengthwise	0	0	0	0	0	0	0	0	0	0	gitas-on
lengthy	0	0	0	0	0	0	0	0	0	0	dugay
leniency	0	0	0	0	0	0	0	0	0	0	pagkamahinayon
lenient	0	0	0	0	0	0	1	0	0	0	malumo
lens	0	0	0	0	0	0	0	0	0	0	lente
leopard	0	0	0	0	0	0	0	0	0	0	leopardo
leprosy	0	0	1	1	0	1	0	1	0	0	sanla
lessee	0	0	0	0	0	0	0	0	0	0	lessee
lessen	0	1	0	0	0	1	0	0	0	0	pagminus
lessening	0	0	0	0	0	0	0	0	0	0	pagkunhod
lesser	0	0	1	0	0	1	0	0	0	0	mas ubos
lesson	0	1	0	0	0	0	1	0	0	1	leksyon
lessor	0	0	0	0	0	0	0	0	0	0	lessor
lethal	0	0	1	1	0	1	0	1	0	0	makapatay
lethargic	0	0	0	0	0	0	0	0	0	0	maluya
lethargy	0	0	0	0	0	1	0	1	0	0	kaluya
letter	0	1	0	0	0	0	0	0	0	0	sulat
lettered	0	1	0	0	0	0	1	0	0	1	gisulat
letters	0	0	0	0	0	0	0	0	0	0	mga sulat
lettuce	0	0	0	0	0	0	0	0	0	0	lettuce
leukemia	1	0	0	1	0	1	0	1	0	0	leukemia
levee	0	0	0	0	0	0	0	0	0	1	levee
level	0	0	0	0	0	0	1	0	0	1	lebel
lever	0	0	0	0	0	0	0	0	0	0	lever
leverage	0	0	0	0	0	0	1	0	0	0	leverage
levy	0	0	0	0	0	1	0	0	0	0	buhis
lewd	0	0	1	0	0	1	0	0	0	0	malaw-ay
lexicon	0	0	0	0	0	0	0	0	0	0	leksikon
ley	0	0	0	0	0	0	0	0	0	0	ley
liabilities	0	0	0	0	0	0	0	0	0	0	mga liabilities
liability	0	0	0	0	0	0	0	0	0	0	liability
liaison	0	0	0	0	0	1	0	0	0	0	pakiglambigit
liar	0	0	1	0	0	1	0	0	0	0	bakakon
libel	1	0	0	1	0	1	0	0	0	1	libelo
libelous	0	0	0	0	0	0	0	0	0	0	libelous
liberal	0	0	0	0	0	1	1	0	0	0	liberal
liberalism	0	0	0	0	0	0	0	0	0	0	liberalismo
liberate	1	1	0	0	1	0	1	0	1	1	buhian
liberation	0	1	0	0	1	0	1	0	1	0	kalingkawasan
liberty	0	1	0	0	1	0	1	0	1	1	kagawasan
libido	0	0	0	0	0	0	0	0	0	0	libido
librarian	0	0	0	0	0	0	0	0	0	0	librarian
library	0	0	0	0	0	0	1	0	0	0	librarya
libretto	0	0	0	0	0	0	0	0	0	0	libretto
license	0	0	0	0	0	0	0	0	0	0	lisensya
lichen	0	0	0	0	0	0	0	0	0	0	lichen
lick	0	0	1	0	0	1	0	0	0	0	tilapan
lid	0	0	0	0	0	0	0	0	0	0	taklob
lie	1	0	1	0	0	1	0	1	0	0	bakak
liege	0	0	0	0	0	0	0	0	0	0	liege
lien	0	0	0	0	0	0	0	0	0	0	lien
lieu	0	0	0	0	0	0	0	0	0	0	puli
lieutenant	0	0	0	0	0	0	0	0	0	1	tenyente
life	0	0	0	0	0	0	0	0	0	0	kinabuhi
lifeblood	0	0	0	0	0	0	1	0	0	0	dugo sa kinabuhi
lifeboat	0	0	0	0	0	0	0	0	0	0	lifeboat
lifeless	0	0	0	1	0	1	0	1	0	0	walay kinabuhi
lifelike	0	0	0	0	0	0	0	0	0	0	sama sa kinabuhi
lifelong	0	0	0	0	0	0	0	0	0	0	tibuok kinabuhi
lifetime	0	0	0	0	0	0	0	0	0	0	tibuok kinabuhi
lift	0	0	0	0	0	0	0	0	0	0	pagbayaw
ligament	0	0	0	0	0	0	0	0	0	0	ligament
ligation	0	0	0	0	0	0	0	0	0	0	ligation
light	0	0	0	0	0	0	0	0	0	0	kahayag
lighten	0	0	0	0	0	0	0	0	0	0	mogaan
lighthouse	0	0	0	0	0	0	1	0	0	0	parola
lightness	0	0	0	0	0	0	0	0	0	0	kahayag
lightning	1	0	0	1	0	0	0	0	1	0	kilat
likelihood	0	0	0	0	0	0	0	0	0	0	kalagmitan
likeness	0	0	0	0	0	0	0	0	0	0	pagkasama
likewise	0	0	0	0	0	0	0	0	0	0	ingon man
liking	0	0	0	0	1	0	1	0	0	1	ganahan
lilac	0	0	0	0	0	0	0	0	0	0	lilac
lily	0	0	0	0	0	0	0	0	0	0	lirio
limb	0	0	0	0	0	0	0	0	0	0	bukton
limbo	0	0	0	0	0	0	0	0	0	0	limbo
limit	0	0	0	0	0	0	0	0	0	0	utlanan
limitation	0	0	0	0	0	0	0	0	0	0	limitasyon
limited	1	0	0	0	0	1	0	1	0	0	limitado
limitless	0	0	0	0	0	0	0	0	0	0	walay kinutuban
limousine	0	0	0	0	0	0	0	0	0	0	limousine
limp	0	0	0	0	0	1	0	0	0	0	luya
lin	0	0	0	0	0	0	0	0	0	0	lin
line	0	0	0	0	0	0	0	0	0	0	linya
lineage	0	0	0	0	0	0	0	0	0	0	kaliwat
lineal	0	0	0	0	0	0	0	0	0	0	linyahan
linear	0	0	0	0	0	0	0	0	0	0	linear
lined	0	0	0	0	0	0	0	0	0	0	naglinya
linen	0	0	0	0	0	0	0	0	0	0	lino
liner	0	0	0	0	0	0	0	0	0	0	liner
lines	0	0	0	1	0	0	0	0	0	0	mga linya
linger	0	1	0	0	0	0	0	0	0	0	magdugay
lingo	0	0	0	0	0	0	0	0	0	0	lingo
lingual	0	0	0	0	0	0	0	0	0	0	lingual
linguist	0	0	0	0	0	0	1	0	0	1	linguist
linguistic	0	0	0	0	0	0	0	0	0	0	linguistic
linguistics	0	0	0	0	0	0	0	0	0	0	linguistics
lining	0	0	0	0	0	0	0	0	0	0	lining
link	0	0	0	0	0	0	0	0	0	0	sumpay
linoleum	0	0	0	0	0	0	0	0	0	0	linoleum
lint	0	0	0	0	0	1	0	0	0	0	lint
lion	0	0	0	1	0	0	1	0	0	0	leon
lip	0	0	0	0	0	0	0	0	0	0	ngabil
lipstick	0	0	0	0	0	0	0	0	0	0	lipstick
liquefaction	0	0	0	0	0	0	0	0	0	0	liquefaction
liquefied	0	0	0	0	0	0	0	0	0	0	liquefied
liqueur	0	0	0	0	0	0	0	0	0	0	liqueur
liquid	0	0	0	0	0	0	0	0	0	0	likido
liquidate	0	0	0	0	0	0	0	0	0	0	paglikida
liquidation	0	0	0	0	0	0	0	0	0	0	likidasyon
liquidator	0	0	0	0	0	0	0	0	0	0	liquidator
liquidity	0	0	0	0	0	0	0	0	0	0	liquidity
liquor	1	0	0	0	1	1	0	1	0	0	ilimnon
lisp	0	0	0	0	0	0	0	0	0	0	lipak
list	0	0	0	0	0	0	0	0	0	0	listahan
listen	0	0	0	0	0	0	0	0	0	0	paminaw
listener	0	0	0	0	0	0	0	0	0	0	tigpaminaw
listing	0	0	0	0	0	0	0	0	0	0	listahan
listless	0	0	0	0	0	1	0	1	0	0	walay gana
litany	0	0	0	0	0	0	0	0	0	0	litanya
literally	0	0	0	0	0	0	0	0	0	0	sa literal
literary	0	0	0	0	0	0	0	0	0	0	literatura
literature	0	0	0	0	0	0	0	0	0	0	literatura
lithe	0	0	0	0	0	0	1	0	0	0	lig-on
lithograph	0	0	0	0	0	0	0	0	0	0	lithograph
lithography	0	0	0	0	0	0	0	0	0	0	lithography
lithology	0	0	0	0	0	0	0	0	0	0	litolohiya
lithosphere	0	0	0	0	0	0	0	0	0	0	lithosphere
