English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Malayalam Word
nest	0	0	0	0	0	0	0	0	0	1	കൂട്
nestle	0	0	0	0	0	0	1	0	0	1	നെസ്ലെ
nestling	0	0	0	0	0	0	0	0	0	0	നെസ്റ്റ്ലിംഗ്
net	0	0	0	0	0	0	0	0	0	0	വല
nether	1	0	0	1	0	1	0	1	0	0	അടുത്തത്
netting	0	0	0	0	0	0	0	0	0	0	വല
nettle	1	0	1	0	0	1	0	0	0	0	കൊഴുൻ
network	0	1	0	0	0	0	0	0	0	0	നെറ്റ്വർക്ക്
neuralgia	0	0	0	1	0	1	0	1	0	0	ന്യൂറൽജിയ
neurology	0	0	0	0	0	0	0	0	0	0	ന്യൂറോളജി
neurosis	0	0	0	1	0	1	0	1	0	0	ന്യൂറോസിസ്
neurotic	0	0	1	1	0	1	0	0	0	0	നാഡീസംബന്ധമായ
neuter	0	0	0	0	0	0	0	0	0	0	വന്ധ്യംകരണം
neutral	0	1	0	0	0	0	0	0	0	1	നിഷ്പക്ഷ
neutrality	0	0	0	0	0	0	0	0	0	1	നിഷ്പക്ഷത
neutralize	0	0	0	0	0	0	0	0	0	0	നിർവീര്യമാക്കുക
newborn	0	0	0	0	0	0	0	0	0	0	നവജാതശിശു
newcomer	0	0	0	1	0	0	0	0	1	0	പുതുമുഖം
newly	0	0	0	0	0	0	0	0	0	0	പുതുതായി
newness	0	0	0	0	0	0	0	0	0	0	പുതുമ
news	0	0	0	0	0	0	0	0	0	0	വാർത്ത
newspaper	0	0	0	0	0	0	0	0	0	0	പത്രം
newsstand	0	0	0	0	0	0	0	0	0	0	ന്യൂസ്‌സ്റ്റാൻഡ്
nib	0	0	0	0	0	0	0	0	0	0	നിബ്
nibble	0	0	0	0	0	0	0	0	0	0	നുള്ളി
niche	0	0	0	0	0	0	0	0	0	0	മാടം
nichts	0	0	0	0	0	0	0	0	0	0	nichts
nick	0	0	0	0	0	0	0	0	0	0	നിക്ക്
nickel	0	0	0	0	0	0	0	0	0	0	നിക്കൽ
nickname	0	0	0	0	0	0	0	0	0	0	വിളിപ്പേര്
nicotine	0	0	1	0	0	1	0	0	0	0	നിക്കോട്ടിൻ
niece	0	0	0	0	0	0	0	0	0	0	മരുമകൾ
nigh	0	0	0	0	0	0	0	0	0	0	അടുത്ത്
night	0	0	0	0	0	0	0	0	0	0	രാത്രി
nightfall	0	0	0	0	0	0	0	0	0	0	രാത്രി
nightingale	0	0	0	0	0	0	0	0	0	0	രാപ്പാടി
nightmare	0	0	0	1	0	1	0	0	0	0	പേടിസ്വപ്നം
nihilism	0	0	0	0	0	1	0	0	0	0	നിഹിലിസം
nil	0	0	0	0	0	0	0	0	0	0	ഇല്ല
nimble	0	0	0	0	0	0	0	0	0	0	വേഗതയുള്ള
ninety	0	0	0	0	0	0	0	0	0	0	തൊണ്ണൂറ്
ninth	0	0	0	0	0	0	0	0	0	0	ഒമ്പതാമത്
nip	0	0	0	0	0	0	0	0	0	0	നിപ്പ്
nipple	0	0	0	0	0	0	0	0	0	0	മുലക്കണ്ണ്
nix	0	0	0	0	0	0	0	0	0	0	നിക്സ്
nobility	0	1	0	0	0	0	1	0	0	1	കുലീനത
noble	0	0	0	0	0	0	1	0	0	1	കുലീനമായ
nobleman	0	0	0	0	0	0	1	0	0	1	പ്രഭു
nocturnal	0	0	0	0	0	0	0	0	0	0	രാത്രിയാത്രക്കാരൻ
nod	0	0	0	0	0	0	0	0	0	0	തലയാട്ടുക
nodding	0	0	0	0	0	0	0	0	0	0	തലയാട്ടുന്നു
node	0	0	0	0	0	0	0	0	0	0	നോഡ്
nodular	0	0	0	0	0	0	0	0	0	0	നോഡുലാർ
nodule	0	0	0	0	0	0	0	0	0	0	നോഡ്യൂൾ
noise	0	0	0	0	0	1	0	0	0	0	ശബ്ദം
noisy	1	0	0	0	0	1	0	0	0	0	ശബ്ദായമാനമായ
nomad	0	0	0	0	0	0	0	0	0	0	നാടോടി
nomadic	0	0	0	0	0	0	0	0	0	0	നാടോടികളായ
nomenclature	0	0	0	0	0	0	0	0	0	0	നാമപദം
nominal	0	0	0	0	0	0	0	0	0	0	നാമമാത്രമായ
nominate	0	0	0	0	0	0	0	0	0	0	നാമനിര്ദ്ദേശം ചെയ്യുക
nomination	0	0	0	0	0	0	1	0	0	0	നാമനിർദ്ദേശം
nominee	0	0	0	0	0	0	0	0	0	0	നോമിനി
nonce	0	0	0	0	0	0	0	0	0	0	ഒന്നുമില്ല
noncompliance	1	1	0	1	0	1	0	1	0	0	അനുസരണക്കേട്
nondescript	0	0	0	0	0	0	0	0	0	0	നോൺഡിസ്ക്രിപ്റ്റ്
nonexistent	0	0	0	0	0	0	0	0	0	0	നിലവിലില്ലാത്ത
nonpayment	0	0	0	0	0	0	0	0	0	0	നോൺ പേയ്മെന്റ്
nonresident	0	0	0	0	0	0	0	0	0	0	പ്രവാസി
nonsense	0	0	0	0	0	1	0	0	0	0	അസംബന്ധം
nonsensical	0	0	0	0	0	1	0	1	0	0	അസംബന്ധം
noodle	0	0	0	0	0	0	0	0	0	0	നൂഡിൽ
nook	0	0	0	0	0	0	0	0	0	0	മുക്ക്
noon	0	0	0	0	0	0	0	0	0	0	ഉച്ച
noose	0	0	0	0	0	1	0	1	0	0	കുരുക്ക്
norm	0	0	0	0	0	0	0	0	0	0	മാനദണ്ഡം
normal	0	0	0	0	0	0	0	0	0	0	സാധാരണ
normalcy	0	0	0	0	0	0	0	0	0	0	സാധാരണ നില
normality	0	0	0	0	0	0	1	0	0	0	സാധാരണത്വം
nose	0	0	1	0	0	0	0	0	0	0	മൂക്ക്
nostalgia	0	0	0	0	0	0	0	0	0	0	ഗൃഹാതുരത്വം
nostril	0	0	0	0	0	0	0	0	0	0	നാസാരന്ധ്രം
notable	0	0	0	0	1	0	1	0	0	1	ശ്രദ്ധേയമായ
notables	0	0	0	0	0	0	1	0	0	0	പ്രമുഖർ
notably	0	0	0	0	0	0	0	0	0	0	പ്രധാനപ്പെട്ടത്
notary	0	0	0	0	0	0	0	0	0	1	നോട്ടറി
notation	0	0	0	0	0	0	0	0	0	0	നൊട്ടേഷൻ
notch	0	0	0	0	0	0	0	0	0	0	നാച്ച്
notched	0	0	0	0	0	0	0	0	0	0	നോച്ച്
note	0	0	0	0	0	0	0	0	0	0	കുറിപ്പ്
notebook	0	0	0	0	0	0	0	0	0	0	നോട്ടുബുക്ക്
noted	0	0	0	0	0	0	1	0	0	0	ശ്രദ്ധിച്ചു
noteworthy	0	0	0	0	0	0	0	0	0	0	ശ്രദ്ധേയമാണ്
nothingness	0	0	0	0	0	1	0	1	0	0	ഒന്നുമില്ലായ്മ
notice	0	0	0	0	0	0	0	0	0	0	നോട്ടീസ്
noticeable	0	0	0	0	0	0	0	0	0	0	ശ്രദ്ധേയമായ
notification	0	1	0	0	0	0	0	0	0	0	അറിയിപ്പ്
notify	0	0	0	0	0	0	0	0	0	0	അറിയിക്കുക
notion	0	0	0	0	0	0	1	0	0	0	ആശയം
notional	0	0	0	0	0	0	0	0	0	0	സാങ്കൽപ്പിക
notoriety	1	0	1	1	0	1	1	0	0	0	കുപ്രസിദ്ധി
notwithstanding	0	0	0	0	0	0	0	0	0	0	ഉണ്ടെന്നിരുന്നാലും
nought	0	0	0	0	0	0	0	0	0	0	ഒന്നുമില്ല
noun	0	0	0	0	0	0	0	0	0	0	നാമം
nourish	0	0	0	0	0	0	0	0	0	0	പോഷിപ്പിക്കുക
nourishment	0	0	0	0	0	0	1	0	0	0	ആഹാരം
nouveau	0	0	0	0	0	0	0	0	0	0	പുതിയ
novelty	0	0	0	0	0	0	0	0	0	0	പുതുമ
novice	0	0	0	0	0	0	0	0	0	0	തുടക്കക്കാരൻ
nowadays	0	0	0	0	0	0	0	0	0	0	ഇപ്പോഴാകട്ടെ
noxious	0	0	1	1	0	1	0	0	0	0	ഹാനികരമായ
nozzle	0	0	0	0	0	0	0	0	0	0	നാസാഗം
nuance	0	0	0	0	0	0	0	0	0	0	സൂക്ഷ്മത
nuances	0	0	0	0	0	0	0	0	0	0	സൂക്ഷ്മതകൾ
nucleus	0	0	0	0	0	0	0	0	0	0	അണുകേന്ദ്രം
nude	0	0	0	0	0	0	0	0	0	0	നഗ്നമായ
nudge	0	0	0	0	0	0	0	0	0	0	നഡ്ജ്
nudity	0	0	0	0	0	0	0	0	0	0	നഗ്നത
nugget	0	0	0	0	0	0	0	0	0	0	നഗറ്റ്
nuisance	1	0	0	0	0	1	0	0	0	0	ശല്യം
nul	0	0	0	0	0	1	0	0	0	0	nul
null	0	0	0	0	0	0	0	0	0	0	ശൂന്യം
nullify	0	0	0	0	0	1	0	0	1	0	അസാധുവാക്കുക
numb	0	0	0	0	0	1	0	0	0	0	മരവിപ്പ്
number	0	0	0	0	0	0	0	0	0	0	നമ്പർ
numbering	0	0	0	0	0	0	0	0	0	0	നമ്പറിംഗ്
numbers	0	0	0	0	0	0	1	0	0	0	സംഖ്യകൾ
numbness	0	0	0	0	0	1	0	1	0	0	മരവിപ്പ്
numeral	0	0	0	0	0	0	0	0	0	0	സംഖ്യ
numerator	0	0	0	0	0	0	0	0	0	0	ന്യൂമറേറ്റർ
numerical	0	0	0	0	0	0	0	0	0	0	സംഖ്യാപരമായ
numerically	0	0	0	0	0	0	0	0	0	0	സംഖ്യാപരമായി
numerous	0	0	0	0	0	0	0	0	0	0	നിരവധി
nun	0	0	0	0	0	1	0	0	0	1	കന്യാസ്ത്രീ
nurse	0	0	0	0	0	0	1	0	0	1	നഴ്സ്
nursery	0	0	0	0	1	0	1	0	0	1	നഴ്സറി
nurture	1	1	1	1	1	0	1	0	0	1	പരിപോഷിപ്പിക്കുക
nutmeg	0	0	0	0	0	0	0	0	0	0	ജാതിക്ക
nutrition	0	0	0	0	0	0	0	0	0	0	പോഷകാഹാരം
nutritious	0	0	0	0	0	0	1	1	0	0	പോഷകാഹാരം
nutritive	0	0	0	0	0	0	0	0	0	0	പോഷകാഹാരം
nuts	0	0	0	0	0	0	0	0	0	0	പരിപ്പ്
nymph	0	0	0	0	0	0	0	0	0	0	നിംഫ്
oaf	0	0	0	0	0	1	0	0	0	0	ഒഫ്
oak	0	0	0	0	0	0	1	0	0	0	ഓക്ക്
oar	0	0	0	0	0	0	0	0	0	0	തുഴ
oasis	0	1	0	0	1	0	1	0	0	1	മരുപ്പച്ച
oath	0	0	0	0	0	0	1	0	0	1	ചെയ്ത സത്യം
oatmeal	0	0	0	0	0	0	0	0	0	0	അരകപ്പ്
obedience	0	0	0	0	0	0	1	0	0	1	അനുസരണം
obedient	0	0	0	0	0	0	0	0	0	0	അനുസരണയുള്ള
obediently	0	0	0	0	0	0	0	0	0	0	അനുസരണയോടെ
obelisk	0	0	0	0	0	0	0	0	0	0	സ്തൂപം
obese	0	0	1	0	0	1	0	0	0	0	പൊണ്ണത്തടി
obesity	0	0	1	0	0	1	0	1	0	0	അമിതവണ്ണം
obey	0	0	0	1	0	0	0	0	0	1	അനുസരിക്കുക
obi	0	0	1	1	0	1	0	0	0	0	ഒബി
obit	0	0	0	0	0	1	0	1	1	0	ചരമം
obituary	0	0	0	0	0	1	0	1	0	0	ചരമവാർത്ത
object	0	0	0	0	0	0	0	0	0	0	വസ്തു
objection	1	0	0	0	0	1	0	0	0	0	എതിർപ്പ്
objectionable	0	0	0	0	0	1	0	0	0	0	ആക്ഷേപാർഹമായ
objective	0	1	0	0	0	0	1	0	0	1	വസ്തുനിഷ്ഠമായ
obligation	0	0	0	0	0	0	0	0	0	0	ബാധ്യത
obligatory	0	0	0	0	0	0	0	0	0	0	നിർബന്ധമാണ്
oblige	0	0	0	0	0	1	0	0	0	1	കടപ്പാട്
obliged	0	0	0	0	0	0	0	0	0	0	കടപ്പെട്ടിരിക്കുന്നു
obliging	1	1	1	1	1	0	1	0	1	1	കടപ്പാട്
obligor	0	0	0	1	0	1	0	0	0	0	കടപ്പാട്
oblique	0	0	0	0	0	0	0	0	0	0	ചരിഞ്ഞ
obliterate	1	0	0	1	0	1	0	1	0	0	ഇല്ലാതാക്കുക
obliterated	1	0	0	1	0	1	0	0	0	0	ഇല്ലാതാക്കി
obliteration	0	0	0	1	0	1	0	1	0	0	ഇല്ലാതാക്കൽ
oblivion	1	0	0	1	0	1	0	0	0	0	മറവി
oblivious	0	0	0	0	0	0	0	0	0	0	വിസ്മൃതിയുള്ള
oblong	0	0	0	0	0	0	0	0	0	0	ദീർഘചതുരം
obnoxious	1	0	1	0	0	1	0	1	0	0	മ്ലേച്ഛമായ
oboe	0	0	0	0	0	0	0	0	0	0	ഒബോ
obscene	0	0	1	0	0	1	0	0	0	0	അശ്ലീലം
obscenity	1	0	1	0	0	1	0	0	0	0	അശ്ലീലം
obscure	0	0	0	0	0	0	0	0	0	0	അവ്യക്തമായ
obscured	0	0	0	0	0	0	0	0	0	0	മറച്ചു
obscurity	0	0	0	0	0	1	0	0	0	0	അവ്യക്തത
observance	0	0	0	0	0	0	0	0	0	0	ആചരണം
observant	0	0	0	0	0	0	1	0	0	0	നിരീക്ഷകൻ
observation	0	0	0	0	0	0	0	0	0	0	നിരീക്ഷണം
observatory	0	0	0	0	0	0	0	0	0	0	നിരീക്ഷണാലയം
observe	0	0	0	0	0	0	0	0	0	0	നിരീക്ഷിക്കുക
observer	0	0	0	0	0	0	0	0	0	0	നിരീക്ഷകൻ
observing	0	0	0	0	0	0	0	0	0	0	നിരീക്ഷിക്കുന്നു
obsession	0	0	0	0	0	0	0	0	0	0	അഭിനിവേശം
obsolescence	0	0	0	0	0	0	0	0	0	0	കാലഹരണപ്പെടൽ
obstacle	1	0	0	1	0	1	0	1	0	0	തടസ്സം
obstetrician	0	0	0	0	0	0	0	0	0	1	പ്രസവചികിത്സകൻ
obstetrics	0	0	0	0	0	0	0	0	0	0	പ്രസവചികിത്സ
obstinate	0	0	0	0	0	1	0	0	0	0	ശാഠ്യമുള്ള
obstruct	1	0	0	1	0	1	0	0	0	0	തടസ്സപ്പെടുത്തുക
obstruction	0	0	0	0	0	1	0	0	0	0	തടസ്സം
obstructive	1	0	0	0	0	1	0	0	0	0	തടസ്സപ്പെടുത്തുന്ന
obtain	0	0	0	0	0	0	0	0	0	0	നേടുക
obtainable	0	0	0	0	1	0	1	0	0	0	ലഭിക്കും
obtuse	0	0	0	0	0	1	0	0	0	0	മങ്ങിയ
obverse	0	0	0	0	0	0	0	0	0	0	എതിർവശം
obvious	0	0	0	0	0	0	1	0	0	1	വ്യക്തമായ
ocarina	0	0	0	0	0	0	0	0	0	0	ഒക്കറിന
occasion	0	0	0	0	0	0	0	0	0	0	അവസരത്തിൽ
occasional	0	0	0	0	0	0	0	0	1	0	വല്ലപ്പോഴും
occasionally	0	0	0	0	0	0	0	0	0	0	ഇടയ്ക്കിടെ
occlusion	0	0	0	0	0	0	0	0	0	0	അടപ്പ്
occult	0	0	1	1	0	1	0	0	0	0	നിഗൂഢവിദ്യ
occupancy	0	0	0	0	0	0	0	0	0	0	താമസം
occupant	0	0	0	0	0	0	1	0	0	1	താമസക്കാരൻ
occupation	0	0	0	0	0	0	1	0	0	0	തൊഴിൽ
occupied	0	0	0	0	0	0	0	0	0	0	അധിനിവേശം
occupier	0	0	0	0	0	0	0	0	0	0	അധിനിവേശക്കാരൻ
occupy	0	0	0	0	0	0	1	0	0	0	അധിനിവേശം
occupying	0	0	0	0	0	0	0	0	0	0	അധിനിവേശം
occur	0	0	0	0	0	0	0	0	0	0	സംഭവിക്കുക
occurrence	0	0	0	0	0	0	0	0	0	0	സംഭവം
ocean	0	0	0	0	0	0	0	0	0	0	സമുദ്രം
oceanic	0	0	0	0	0	0	0	0	0	0	സമുദ്രം
octagon	0	0	0	0	0	0	0	0	0	0	അഷ്ടഭുജം
octave	0	0	0	0	0	0	0	0	0	0	അഷ്ടകം
octopus	0	0	1	0	0	0	0	0	0	0	നീരാളി
ocular	0	0	0	0	0	0	0	0	0	0	കണ്ണ്
oddity	0	0	1	0	0	1	0	1	1	0	വിചിത്രത
odds	0	0	0	0	0	0	0	0	0	0	സാധ്യതകൾ
ode	0	0	0	0	0	0	0	0	0	0	ode
odious	1	0	1	1	0	1	0	0	0	0	നിന്ദ്യമായ
odometer	0	0	0	0	0	0	0	0	0	0	ഓഡോമീറ്റർ
odor	0	0	0	0	0	1	0	0	0	0	ഗന്ധം
oestrogen	0	0	0	0	0	0	0	0	0	0	ഈസ്ട്രജൻ
oeuvre	0	0	0	0	0	0	0	0	0	0	ഒഉവ്രെ
offal	0	0	0	0	0	0	0	0	0	0	ചീഞ്ഞ
offend	1	0	1	0	0	1	0	0	0	0	കുറ്റപ്പെടുത്തുക
offended	1	0	0	0	0	1	0	1	0	0	ഇടറിപ്പോയി
offender	1	0	1	1	0	1	0	1	0	0	കുറ്റവാളി
offense	1	0	1	1	0	1	0	1	0	0	കുറ്റമായാണ്
offensive	1	0	1	0	0	1	0	0	0	0	കുറ്റകരമായ
offer	0	0	0	0	0	0	1	0	0	0	ഓഫർ
offered	0	0	0	0	0	0	0	0	0	0	വാഗ്ദാനം ചെയ്തു
offering	0	0	0	0	0	0	0	0	0	1	വഴിപാട്
offhand	0	0	0	0	0	1	0	0	0	0	അന്യായം
office	0	0	0	0	0	0	0	0	0	0	ഓഫീസ്
officer	0	0	0	0	0	0	1	0	0	1	ഉദ്യോഗസ്ഥൻ
offices	0	0	0	0	0	0	0	0	0	0	ഓഫീസുകൾ
official	0	0	0	0	0	0	0	0	0	1	ഉദ്യോഗസ്ഥൻ
officiate	0	0	0	0	0	0	0	0	0	0	ഓഫീസ്
offing	0	0	0	0	0	1	0	0	0	0	പുറപ്പെടുന്നു
offload	0	0	0	0	0	0	0	0	0	0	ഓഫ്ലോഡ്
offset	0	1	0	0	0	0	1	0	0	0	ഓഫ്സെറ്റ്
offshoot	0	0	0	0	0	0	1	0	0	0	ശാഖ
offside	0	0	0	0	0	0	0	0	0	0	ഓഫ്സൈഡ്
oft	0	0	0	0	0	0	0	0	0	0	പലപ്പോഴും
oftentimes	0	0	0	0	0	0	0	0	0	0	പലപ്പോഴും
ogre	0	0	1	1	0	1	0	0	0	0	രാക്ഷസൻ
oil	0	0	0	0	0	0	0	0	0	0	എണ്ണ
oils	0	0	0	0	0	0	0	0	0	0	എണ്ണകൾ
ointment	0	0	0	0	0	0	0	0	0	0	തൈലം
olfactory	0	1	0	0	0	1	0	0	0	0	ഘ്രാണം
oligarchy	0	0	0	0	0	1	0	0	0	0	പ്രഭുവർഗ്ഗം
olive	0	0	0	0	0	0	0	0	0	0	ഒലിവ്
omega	0	0	0	0	0	0	0	0	0	0	ഒമേഗ
omelet	0	0	0	0	0	0	0	0	0	0	ഓംലെറ്റ്
omen	0	1	0	1	0	1	0	0	0	0	ശകുനം
ominous	0	1	0	1	0	1	0	0	0	0	അശുഭകരമായ
omission	0	0	0	0	0	0	0	0	0	0	ഒഴിവാക്കൽ
omit	0	0	0	0	0	1	0	0	0	0	ഒഴിവാക്കുക
omitted	0	0	0	0	0	0	0	0	0	0	ഒഴിവാക്കി
omnibus	0	0	0	0	0	0	0	0	0	0	ഒമ്നിബസ്
omnipotence	0	0	0	1	0	1	1	0	0	0	സർവശക്തി
omnipotent	0	0	0	0	0	0	0	0	0	0	സർവ്വശക്തൻ
omnipresent	0	0	0	0	0	0	0	0	0	0	സർവ്വവ്യാപി
omniscient	0	0	0	0	0	0	1	0	0	1	സർവജ്ഞൻ
oncologist	0	0	0	0	0	0	0	0	0	0	ഓങ്കോളജിസ്റ്റ്
oneness	0	0	0	0	0	0	0	0	0	0	ഏകത്വം
onerous	1	0	0	0	0	1	0	1	0	0	കഠിനമായ
oneself	0	0	0	0	0	0	0	0	0	0	സ്വയം
ongoing	0	1	0	0	0	0	0	0	0	0	നടന്നുകൊണ്ടിരിക്കുന്നു
onion	0	0	0	0	0	0	0	0	0	0	ഉള്ളി
onset	0	1	0	0	0	0	0	0	0	0	തുടക്കം
onslaught	0	0	0	0	0	0	0	0	0	0	ആക്രമണം
ontology	0	0	0	0	0	0	0	0	0	0	അന്തരശാസ്ത്രം
onus	0	0	0	0	0	1	0	0	0	0	ചുമതല
onward	0	0	0	0	0	0	0	0	0	0	മുന്നോട്ട്
onyx	0	0	0	0	0	0	0	0	0	0	ഗോമേദകം
ooze	0	0	1	0	0	1	0	0	0	0	ഊതുക
oozing	0	0	0	0	0	0	0	0	0	0	ഒലിച്ചിറങ്ങുന്നു
opacity	0	0	0	0	0	0	0	0	0	0	അതാര്യത
opal	0	0	0	0	0	0	0	0	0	0	ഓപൽ
opaque	0	0	0	0	0	1	0	0	0	0	അതാര്യമായ
ope	0	0	0	0	0	0	0	0	0	0	തുറക്കുക
open	0	0	0	0	0	0	0	0	0	0	തുറക്കുക
opener	0	0	0	0	0	0	0	0	0	0	ഓപ്പണർ
opening	0	0	0	0	0	0	0	0	0	0	തുറക്കൽ
openly	0	0	0	0	0	0	0	0	0	0	പരസ്യമായി
openness	0	0	0	0	0	0	1	0	0	0	തുറന്നുപറച്ചിൽ
opera	1	1	0	1	1	0	1	1	1	1	ഓപ്പറ
operatic	0	0	0	0	0	1	0	0	0	0	ഓപ്പറേഷൻ
operation	0	0	0	1	0	0	0	0	0	1	ഓപ്പറേഷൻ
operations	0	0	0	0	0	0	0	0	0	0	പ്രവർത്തനങ്ങൾ
operative	0	0	0	0	0	0	0	0	0	0	ഓപ്പറേറ്റീവ്
operator	0	0	0	0	0	0	0	0	0	0	ഓപ്പറേറ്റർ
ophthalmic	0	0	0	0	0	0	0	0	0	0	ഒഫ്താൽമിക്
ophthalmologist	0	0	0	0	0	0	0	0	0	0	ഒഫ്താൽമോളജിസ്റ്റ്
opiate	0	0	0	0	0	1	0	0	0	0	കറുപ്പ്
opinion	0	0	0	0	0	0	0	0	0	0	അഭിപ്രായം
opinionated	1	0	0	0	0	1	0	0	0	0	അഭിപ്രായപ്പെട്ടത്
opium	1	0	1	1	0	1	0	1	0	0	കറുപ്പ്
opponent	1	1	1	1	0	1	0	0	0	0	എതിരാളി
opportune	0	0	0	0	1	0	1	0	0	0	അവസരോചിതമായ
opportunism	0	0	0	0	0	0	0	0	0	0	അവസരവാദം
opportunity	0	1	0	0	0	0	1	0	0	0	അവസരം
oppose	0	0	0	0	0	1	0	0	0	0	എതിർക്കുക
opposed	1	0	0	1	0	1	0	0	0	0	എതിർത്ത
opposing	0	0	0	0	0	0	0	0	0	0	എതിർക്കുന്നു
opposite	0	0	0	0	0	0	0	0	0	0	എതിർവശത്ത്
opposites	0	0	0	0	0	0	0	0	0	0	വിപരീതങ്ങൾ
opposition	1	0	0	0	0	1	0	0	0	0	പ്രതിപക്ഷം
oppress	1	0	1	1	0	1	0	1	0	0	അടിച്ചമർത്തുക
oppression	1	0	1	1	0	1	0	1	0	0	അടിച്ചമർത്തൽ
oppressive	1	0	1	1	0	1	0	1	0	0	അടിച്ചമർത്തൽ
oppressor	1	0	0	1	0	1	0	1	0	0	പീഡകൻ
optic	0	0	0	0	0	0	0	0	0	0	ഒപ്റ്റിക്
optical	0	0	0	0	0	0	0	0	0	0	ഒപ്റ്റിക്കൽ
optics	0	0	0	0	0	0	0	0	0	0	ഒപ്റ്റിക്സ്
optimism	0	1	0	0	1	0	1	0	1	1	ശുഭാപ്തിവിശ്വാസം
optimist	0	0	0	0	0	0	1	0	0	1	ശുഭാപ്തിവിശ്വാസി
option	0	0	0	0	0	0	1	0	0	0	ഓപ്ഷൻ
optional	0	0	0	0	0	0	1	0	0	0	ഓപ്ഷണൽ
optionally	0	0	0	0	0	0	0	0	0	0	ഓപ്ഷണലായി
options	0	0	0	0	0	0	0	0	0	0	ഓപ്ഷനുകൾ
optometrist	0	0	0	0	0	0	0	0	0	0	നേത്രരോഗവിദഗ്ദ്ധൻ
opulence	0	0	0	0	0	0	0	0	0	0	സമൃദ്ധി
opulent	0	0	0	0	0	0	0	0	0	0	സമൃദ്ധമായ
opus	0	0	0	0	0	0	0	0	0	0	ഓപസ്
oracle	0	1	0	0	0	0	1	0	0	1	ഒറാക്കിൾ
oral	0	0	0	0	0	0	0	0	0	0	വാക്കാലുള്ള
orange	0	0	0	0	0	0	0	0	0	0	ഓറഞ്ച്
oration	0	0	0	0	0	0	1	0	0	0	പ്രസംഗം
orator	0	0	0	0	0	0	0	0	0	0	വാഗ്മി
oratory	0	0	0	0	0	0	0	0	0	0	വാഗ്മി
orb	0	0	0	0	0	0	0	0	0	0	ഭ്രമണപഥം
orbit	0	0	0	0	0	0	0	0	0	0	ഭ്രമണപഥം
orbiting	0	0	0	0	0	0	0	0	0	0	പരിക്രമണം ചെയ്യുന്നു
orbs	0	0	0	0	0	0	0	0	0	0	ഓർബുകൾ
orc	1	0	1	1	0	1	0	0	0	0	orc
orchard	0	0	0	0	0	0	0	0	0	0	തോട്ടം
orchestra	1	0	0	0	1	0	1	1	0	1	വാദസംഘം
ordained	0	0	0	0	0	0	1	0	0	1	നിയമിച്ചു
ordeal	1	0	0	0	0	1	0	0	1	0	അഗ്നിപരീക്ഷ
order	0	0	0	0	0	0	0	0	0	0	ഓർഡർ
orderly	0	0	0	0	0	0	1	0	0	0	ചിട്ടയായ
ordinance	0	0	0	0	0	0	0	0	0	1	ഓർഡിനൻസ്
ordinary	0	0	0	0	0	0	0	0	0	0	സാധാരണ
ordination	0	1	0	0	1	0	1	0	0	1	സ്ഥാനാരോഹണം
ordnance	0	0	0	1	0	1	0	0	0	0	ആയുധം
ore	0	0	0	0	0	0	0	0	0	0	അയിര്
oregano	0	0	0	0	0	0	0	0	0	0	ഒറിഗാനോ
organ	0	1	0	0	1	0	0	0	0	0	അവയവം
organic	0	0	0	0	0	0	1	0	0	0	ജൈവ
organism	0	0	0	0	0	0	0	0	0	0	ജീവകം
organist	0	0	0	0	0	0	0	0	0	0	ഓർഗാനിസ്റ്റ്
organization	0	1	0	0	1	0	1	0	1	1	സംഘടന
organize	0	0	0	0	0	0	1	0	0	0	സംഘടിപ്പിക്കുക
organized	0	0	0	0	0	0	1	0	0	0	സംഘടിപ്പിച്ചു
orgasm	0	1	0	0	1	0	1	0	0	0	രതിമൂർച്ഛ
orgies	0	0	0	0	0	0	0	0	0	0	രതിമൂർച്ഛകൾ
orient	0	0	0	0	0	0	0	0	0	0	ഓറിയന്റ്
oriental	0	0	0	0	0	0	0	0	0	0	ഓറിയന്റൽ
orientation	0	0	0	0	0	0	0	0	0	0	ഓറിയന്റേഷൻ
orifice	0	0	0	0	0	0	0	0	0	0	ദ്വാരം
origin	0	0	0	0	0	0	0	0	0	0	ഉത്ഭവം
originality	0	0	0	0	0	0	1	0	1	0	മൗലികത
originate	0	0	0	0	0	0	0	0	0	0	ഉത്ഭവിക്കുന്നു
origination	0	0	0	0	0	0	0	0	0	0	ഉത്ഭവം
originator	0	0	0	0	0	0	0	0	0	0	ഉപജ്ഞാതാവ്
ornament	0	0	0	0	0	0	0	0	0	0	ആഭരണം
ornamental	0	0	0	0	0	0	0	0	0	0	അലങ്കാര
ornamentation	0	0	0	0	0	0	0	0	0	0	അലങ്കാരം
ornamented	0	0	0	0	0	0	1	0	0	0	അലങ്കരിച്ച
ornate	0	0	0	0	0	0	1	0	0	0	അലങ്കരിച്ച
orphan	0	0	0	1	0	1	0	1	0	0	അനാഥ
orthodox	0	0	0	0	0	0	0	0	0	0	യാഥാസ്ഥിതികൻ
orthodoxy	0	0	0	0	0	0	0	0	0	1	യാഥാസ്ഥിതികത
orthogonal	0	0	0	0	0	0	0	0	0	0	ഓർത്തോഗണൽ
oscillate	0	0	0	0	0	0	0	0	0	0	ആന്ദോളനം
oscillating	0	0	0	0	0	0	0	0	0	0	ആന്ദോളനം
