English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Belarusian Word
junior	0	0	0	0	0	0	0	0	0	0	малодшы
junk	0	0	0	0	0	1	0	0	0	0	барахло
junta	0	0	0	0	0	1	0	0	0	0	хунта
juridical	0	0	0	0	0	0	0	0	0	0	юрыдычны
jurisdiction	0	0	0	0	0	0	0	0	0	0	юрысдыкцыя
jurisprudence	0	0	0	0	0	0	0	1	0	0	юрыспрудэнцыя
jurist	0	0	0	0	0	0	0	0	0	1	юрыст
jury	0	0	0	0	0	0	0	0	0	1	журы
justice	0	0	0	0	0	0	1	0	0	1	справядлівасць
justifiable	0	0	0	0	0	0	1	0	0	1	апраўдана
justification	0	0	0	0	0	0	1	0	0	0	апраўданне
justify	0	0	0	0	0	0	0	0	0	0	апраўдаць
jute	0	0	0	0	0	0	0	0	0	0	джут
juvenile	0	0	0	0	0	1	0	0	0	0	непаўналетні
juxtaposition	0	0	0	0	0	0	0	0	0	0	супастаўленне
kaiser	0	0	0	0	0	0	0	0	0	0	кайзер
kaleidoscope	0	0	0	0	0	0	0	0	0	0	калейдаскоп
kangaroo	0	0	0	0	0	0	0	0	0	0	кенгуру
kanji	0	0	0	0	0	0	0	0	0	0	кандзі
karma	0	0	0	0	0	0	0	0	0	0	карма
kayak	0	0	0	0	0	0	0	0	0	0	байдарка
keel	0	0	0	0	0	0	0	0	0	0	кіль
keeper	0	0	0	0	0	0	0	0	0	0	захавальнік
keeping	0	0	0	0	0	0	0	0	0	0	захаванне
keepsake	0	0	0	0	0	0	1	0	0	0	сувенір на памяць
keg	0	0	0	0	0	0	0	0	0	0	бочачка
ken	0	0	0	0	0	0	1	0	0	0	кен
kennel	0	0	0	0	0	0	0	1	0	0	гадавальнік
kern	0	0	0	0	0	1	0	0	0	0	керн
kernel	0	0	0	0	0	0	0	0	0	0	ядро
kerosene	0	0	0	1	0	0	0	0	0	0	газа
kettle	0	0	0	0	0	0	0	0	0	0	чайнік
key	0	0	0	0	0	0	0	0	0	0	ключ
keyhole	0	0	0	0	0	0	0	0	0	0	замочная свідравіна
keynote	0	0	0	0	0	0	1	0	0	0	асноўны даклад
keystone	0	0	0	0	0	0	1	0	0	0	замкавы камень
khaki	0	0	0	0	0	0	0	0	0	0	колеру хакі
khan	0	0	0	1	0	0	0	0	0	1	хан
kick	1	0	0	0	0	1	0	0	0	0	удар нагамі
kicking	1	0	0	0	0	0	0	0	0	0	біць нагамі
kid	0	0	0	0	0	0	0	0	0	0	дзіця
kidding	0	0	0	0	0	0	0	0	0	0	жартую
kidnap	1	0	0	1	0	1	0	1	1	0	выкрадаць
kill	0	0	0	1	0	1	0	1	0	0	забіць
killing	1	0	0	1	0	1	0	1	0	0	забойства
kiln	0	0	0	0	0	0	0	0	0	0	печ
kilogram	0	0	0	0	0	0	0	0	0	0	кілаграм
kilometer	0	0	0	0	0	0	0	0	0	0	кіламетр
kilt	0	0	0	0	0	0	0	0	0	0	кілт
kimono	0	0	0	0	0	0	0	0	0	0	кімано
kin	0	0	0	0	0	0	0	0	0	0	сваяк
kind	0	0	0	0	1	0	1	0	0	1	выгляд
kindergarten	0	0	0	0	0	0	0	0	0	0	дзіцячы сад
kindness	0	0	0	0	0	0	1	0	0	0	дабрыня
kindred	0	1	0	0	1	0	1	0	0	1	сваяцтва
kinematics	0	0	0	0	0	0	0	0	0	0	кінематыка
king	0	0	0	0	0	0	1	0	0	0	кароль
kingdom	0	0	0	0	0	0	0	0	0	0	каралеўства
kink	0	0	0	0	0	0	0	0	0	0	перагіб
kinky	0	0	0	0	0	0	0	0	0	0	вычварны
kiosk	0	0	0	0	0	0	0	0	0	0	кіёск
kirk	0	0	0	0	0	0	0	0	0	0	Кірк
kiss	0	1	0	0	1	0	1	0	1	0	пацалунак
kit	0	0	0	0	0	0	0	0	0	0	камплект
kitchen	0	0	0	0	0	0	0	0	0	0	кухня
kite	0	0	1	0	0	1	0	0	0	0	паветраны змей
kitten	0	0	0	0	1	0	1	0	0	1	кацяня
knack	0	0	0	0	0	0	1	0	0	0	спрыт
knapsack	0	0	0	0	0	0	0	0	0	0	заплечнік
knead	0	0	0	0	0	0	0	0	0	0	мясіць
knee	0	0	0	0	0	0	0	0	0	0	калена
kneel	0	0	0	0	0	0	0	0	0	0	стаць на калені
kneeling	0	0	0	0	0	0	0	0	0	0	стоячы на каленях
knell	0	0	0	1	0	1	0	1	0	0	звон
knickers	0	0	0	0	0	0	0	0	0	1	трусы
knife	0	0	0	0	0	0	0	0	0	0	нож
knight	0	0	0	0	0	0	1	0	0	0	рыцар
knit	0	0	0	0	0	0	0	0	0	0	вязаць
knob	0	0	0	0	0	0	0	0	0	0	ручка
knock	0	0	0	0	0	0	0	0	0	0	стук
knoll	0	0	0	0	0	0	0	0	0	0	пагорак
knot	0	0	0	0	0	0	0	0	0	0	вузел
knotted	0	0	0	0	0	1	0	0	0	0	вузлаватыя
knowing	0	0	0	0	0	0	1	0	0	0	ведаючы
knowingly	0	0	0	0	0	0	0	0	0	0	свядома
knowledge	0	0	0	0	0	0	1	0	0	0	ведаў
knuckle	0	0	0	0	0	0	0	0	0	0	суставы
kos	0	0	0	0	0	0	0	0	0	0	кос
kris	0	0	0	0	0	0	0	0	0	0	Крыс
kudos	0	0	0	0	1	0	1	0	0	0	хвала
lab	0	0	0	0	0	0	0	0	0	0	лабараторыя
label	0	0	0	0	0	0	0	0	0	1	ярлык
labor	0	1	0	0	1	0	1	0	1	1	працы
laboratory	0	0	0	0	0	0	0	0	0	0	лабараторыя
labored	0	0	0	0	0	1	0	1	0	0	напрацаваны
laborer	0	0	0	0	0	0	0	0	0	0	чорнарабочы
laboring	0	0	0	0	0	0	0	0	0	0	працуючы
laborious	0	0	0	0	0	1	0	0	0	0	працаёмкі
labyrinth	0	1	0	0	0	1	0	0	0	0	лабірынт
lac	0	0	0	0	0	0	0	0	0	0	лак
lace	1	0	0	1	0	1	1	1	0	1	карункі
lack	0	0	0	0	0	1	0	0	0	0	недахоп
lacking	0	0	0	0	0	1	0	0	0	0	не хапае
lackluster	0	0	0	0	0	1	0	0	0	0	цьмяны
lacquer	0	0	0	0	0	0	0	0	0	0	лак
lacrosse	0	0	0	0	0	0	0	0	0	0	лакросс
lad	0	0	0	0	0	0	0	0	0	0	хлопец
ladder	0	0	0	0	0	0	0	0	0	0	лесвіца
laden	0	0	0	0	0	1	0	0	0	0	гружаны
lading	0	0	0	0	0	0	0	0	0	0	нагрузка
ladle	0	0	0	0	0	0	0	0	0	0	коўш
lady	0	0	0	0	0	0	0	0	0	0	лэдзі
lag	0	0	0	0	0	1	0	0	0	0	адставанне
lagging	1	1	1	0	0	1	0	1	0	0	адставанне
lagoon	0	0	0	0	0	0	0	0	0	0	лагуна
lair	0	0	0	0	0	1	0	0	0	0	логава
laity	0	0	0	0	0	0	0	0	0	0	свецкія
lake	0	0	0	0	0	0	0	0	0	0	возера
lama	0	0	0	0	0	0	0	0	0	0	лама
lamb	0	0	0	0	1	0	1	0	0	1	бараніна
lament	0	0	1	1	0	1	0	1	0	0	наракаць
lamenting	0	0	0	0	0	0	0	1	0	0	наракаючы
lamina	0	0	0	0	0	0	0	0	0	0	пласцінка
laminated	0	0	0	0	0	0	0	0	0	0	ламінаваныя
lamp	0	0	0	0	0	0	0	0	0	0	лямпа
lance	0	0	0	0	0	0	0	0	0	0	дзіда
lancer	0	0	0	0	0	0	0	0	0	0	улан
land	0	0	0	0	0	0	1	0	0	0	зямлі
landed	0	0	0	0	0	0	1	0	0	0	прызямліўся
landing	0	0	0	0	0	0	0	0	0	0	пасадка
landlocked	0	0	0	0	0	0	0	0	0	0	не мае выхаду да мора
landlord	0	0	0	0	0	0	0	0	0	0	памешчык
landmark	0	0	0	0	0	0	0	0	0	1	арыенцір
lands	0	0	0	0	0	0	0	0	0	0	зямель
landscape	0	0	0	0	0	0	0	0	0	0	пейзаж
landscaping	0	0	0	0	0	0	0	0	0	0	азеляненне тэрыторыі
landslide	0	0	0	1	0	1	0	1	0	0	апоўзень
lane	0	0	0	0	0	0	0	0	0	0	пер
language	0	0	0	0	0	0	0	0	0	0	мове
languid	0	0	0	0	0	1	0	0	0	0	млявы
languish	0	0	0	0	0	1	0	0	0	0	марнеюць
languishing	0	0	0	1	0	1	0	1	0	0	знясіленне
lanky	0	0	0	0	0	0	0	0	0	0	даўгавязы
lantern	0	0	0	0	0	0	0	0	0	0	ліхтар
lap	0	0	0	0	0	0	0	0	0	0	каленях
lapel	0	0	0	0	0	0	0	0	0	0	адварот
lapse	0	0	0	0	0	1	0	0	0	0	пратэрміноўка
lapsed	0	0	0	0	0	0	0	0	0	0	страціў сілу
larceny	0	0	1	0	0	1	0	0	0	0	крадзеж
lard	0	0	0	0	0	0	0	0	0	0	сала
larder	0	0	0	0	0	0	0	0	0	0	камора
large	0	0	0	0	0	0	0	0	0	0	вялікі
larger	0	0	1	0	0	0	0	0	1	1	большы
largo	0	0	0	0	0	0	0	0	0	0	Ларго
lark	0	0	0	0	0	0	0	0	0	0	жаўрук
larva	0	0	0	0	0	0	0	0	0	0	лічынка
larynx	0	0	0	0	0	0	0	0	0	0	гартань
laser	0	0	0	0	0	0	1	0	0	1	лазер
lash	1	0	0	1	0	1	0	0	0	0	бізун
lass	0	0	0	0	0	0	0	0	0	0	дзяўчына
lasso	0	0	0	0	0	0	0	0	0	0	ласо
lasting	0	0	0	0	0	0	0	0	0	0	працяглы
latch	0	0	0	0	0	0	0	0	0	0	зашчапка
late	0	0	0	0	0	1	0	1	0	0	позна
lateness	0	0	0	0	0	1	0	0	0	0	спазненне
latent	1	1	1	0	0	1	0	0	1	0	латэнтны
lateral	0	0	0	0	0	0	0	0	0	0	бакавыя
laterally	0	0	0	0	0	0	0	0	0	0	збоку
latex	0	0	0	0	0	0	0	0	0	0	латекс
lathe	0	0	0	0	0	0	0	0	0	0	такарны станок
lather	0	0	0	0	0	0	0	0	0	0	намыліць
latitude	0	0	0	0	0	0	0	0	0	0	шырата
latrines	0	0	1	0	0	1	0	0	0	0	прыбіральні
lattice	0	0	0	0	0	0	0	0	0	0	кратаў
laudable	0	0	0	0	0	0	1	0	0	0	пахвальна
laugh	0	0	0	0	1	0	1	0	1	0	смяяцца
laughable	0	0	1	0	0	1	0	0	0	0	сьмешны
laughing	0	0	0	0	1	0	1	0	0	0	смеючыся
laughter	0	1	0	0	1	0	1	0	1	0	смех
launch	0	1	0	0	0	0	1	0	0	0	запуск
laundry	0	0	0	0	0	0	0	0	0	0	пральня
laureate	0	0	0	0	0	0	1	0	0	1	лаўрэат
laurel	0	0	0	0	0	0	1	0	0	0	лаўр
laurels	0	0	0	0	1	0	1	0	0	0	лаўры
lava	1	0	0	1	0	1	0	0	0	0	лава
lavage	0	0	0	0	0	0	0	0	0	0	прамыванне
lavatory	0	0	1	0	0	0	0	0	0	0	туалет
lavender	0	0	0	0	0	0	0	0	0	0	лаванда
lavish	0	0	0	0	0	0	1	0	0	0	шчодры
law	0	0	0	0	0	0	0	0	0	1	права
lawful	0	0	0	0	0	0	1	0	0	1	законным
lawlessness	1	0	0	1	0	1	0	0	0	0	бяспраўе
lawn	0	0	0	0	0	0	0	0	0	0	газон
lawsuit	1	0	1	1	0	1	0	1	1	0	пазоў
lawyer	1	0	1	1	0	1	0	0	0	0	адвакат
lax	0	0	0	0	0	1	0	1	0	0	расслаблены
laxative	0	0	1	1	0	1	0	0	0	0	слабільнае
lay	0	0	0	0	0	0	0	0	0	0	ляжаць
layer	0	0	0	0	0	0	0	0	0	0	пласт
layered	0	0	0	0	0	0	0	0	0	0	слаістай
layman	0	0	0	0	0	0	0	0	0	0	свецкі чалавек
lazy	0	0	0	0	0	1	0	0	0	0	лянівы
lea	0	0	0	0	0	0	0	0	0	0	леа
lead	0	0	0	0	0	0	1	0	0	0	свінец
leader	0	0	0	0	0	0	1	0	0	1	лідэр
leading	0	0	0	0	0	0	0	0	0	1	вядучы
leads	0	0	0	0	0	0	0	0	0	0	прыводзіць
leaf	0	0	0	0	0	0	0	0	0	0	ліст
leaflet	0	0	0	0	0	0	0	0	0	0	улётка
leafy	0	0	0	0	0	0	0	0	0	0	ліставыя
league	0	0	0	0	0	0	1	0	0	0	лігі
leak	0	0	0	0	0	1	0	0	0	0	уцечка
leakage	0	0	0	0	0	1	0	0	0	0	уцечка
leaky	0	0	0	0	0	1	0	0	0	0	дзіравы
lean	0	0	0	0	0	0	0	0	0	0	нішчымнае
leaned	0	0	0	0	0	0	0	0	0	0	нахіліўся
leaning	0	0	0	0	0	0	0	0	0	1	абапіраючыся
leap	0	0	0	0	0	0	0	0	0	0	скачок
learn	0	0	0	0	0	0	1	0	0	0	вучыцца
learned	0	0	0	0	0	0	0	0	0	0	даведаўся
learner	0	0	0	0	0	0	0	0	0	0	вучань
learning	0	0	0	0	0	0	1	0	0	0	навучання
lease	0	0	0	0	0	0	0	0	0	0	арэнда
leash	0	0	0	0	0	0	0	0	0	0	павадок
leather	0	0	0	0	0	0	0	0	0	0	скураныя
leathery	0	0	0	0	0	0	0	0	0	0	скурыстыя
leave	0	0	0	0	0	1	0	1	1	0	пакінуць
lecture	0	0	0	0	0	0	0	0	0	0	лекцыя
lecturer	0	0	0	0	0	0	1	0	0	0	выкладчык
ledge	0	0	0	0	0	0	0	0	0	0	выступ
ledger	0	0	0	0	0	0	0	0	0	0	гросбух
lee	0	0	0	0	0	0	0	0	0	0	падветраны
leech	0	0	0	0	0	1	0	0	0	0	п'яўка
leeches	0	0	1	1	0	1	0	0	0	0	п'яўкі
leer	0	0	1	0	0	1	0	0	0	0	усмешка
leery	0	0	0	0	0	0	0	0	1	0	падступны
lees	0	0	0	0	0	0	0	0	0	0	асадак
leeway	0	0	0	0	0	0	1	0	0	0	свабода дзеянняў
left	0	0	0	0	0	0	0	0	0	0	злева
leg	0	0	0	0	0	0	0	0	0	0	нага
legacy	0	0	0	0	0	0	0	0	0	0	спадчына
legal	0	0	0	0	0	0	1	0	0	1	юрыдычны
legality	0	0	0	0	0	0	0	0	0	0	законнасць
legalize	0	0	0	0	0	0	0	0	0	0	легалізаваць
legalized	1	0	0	1	1	0	1	0	0	1	легалізаваны
legally	0	0	0	0	0	0	0	0	0	0	законна
legend	0	0	0	0	0	0	0	0	0	0	легенда
legendary	0	0	0	0	0	0	1	0	0	0	легендарны
legibility	0	0	0	0	0	0	1	0	0	0	чытэльнасць
legible	0	0	0	0	0	0	1	0	0	0	разборлівы
legion	0	0	0	0	0	0	0	0	0	0	легіён
legislate	0	0	0	0	0	0	0	0	0	0	заканадаўча
legislation	0	0	0	0	0	0	0	0	0	0	заканадаўства
legislative	0	0	0	0	0	0	0	0	0	0	заканадаўчая
legislator	0	0	0	0	0	0	0	0	0	1	заканадаўца
legislature	0	0	0	0	0	0	0	0	0	1	заканадаўчы орган
legitimacy	0	0	0	0	0	0	0	0	0	1	легітымнасць
legs	0	0	0	0	0	0	0	0	0	0	ногі
legume	0	0	0	0	0	0	0	0	0	0	бабовыя
leisure	0	1	0	0	1	0	1	0	1	1	вольны час
leisurely	0	0	0	0	0	0	1	0	0	0	нетаропкі
lemma	0	0	0	0	0	0	1	0	0	0	лема
lemon	0	0	1	0	0	1	0	0	0	0	лімон
lend	0	0	0	0	0	0	0	0	0	0	пазычаць
lender	0	0	0	0	0	0	0	0	0	1	крэдытор
lending	0	0	0	0	0	0	0	0	0	0	крэдытаванне
length	0	0	0	0	0	0	0	0	0	0	даўжыня
lengthen	0	0	0	0	0	0	0	0	0	0	падоўжыць
lengthened	0	0	0	0	0	0	0	0	0	0	падоўжаны
lengthening	0	0	0	0	0	0	0	0	0	0	падаўжэнне
lengthwise	0	0	0	0	0	0	0	0	0	0	уздоўж
lengthy	0	0	0	0	0	0	0	0	0	0	працяглы
leniency	0	0	0	0	0	0	0	0	0	0	паблажлівасць
lenient	0	0	0	0	0	0	1	0	0	0	паблажлівы
lens	0	0	0	0	0	0	0	0	0	0	аб'ектыў
leopard	0	0	0	0	0	0	0	0	0	0	леапард
leprosy	0	0	1	1	0	1	0	1	0	0	праказа
lessee	0	0	0	0	0	0	0	0	0	0	лізінгаатрымальнік
lessen	0	1	0	0	0	1	0	0	0	0	паменшыць
lessening	0	0	0	0	0	0	0	0	0	0	памяншэнне
lesser	0	0	1	0	0	1	0	0	0	0	меншы
lesson	0	1	0	0	0	0	1	0	0	1	урок
lessor	0	0	0	0	0	0	0	0	0	0	арэндадаўца
lethal	0	0	1	1	0	1	0	1	0	0	смяротны
lethargic	0	0	0	0	0	0	0	0	0	0	млявы
lethargy	0	0	0	0	0	1	0	1	0	0	млявасць
letter	0	1	0	0	0	0	0	0	0	0	ліст
lettered	0	1	0	0	0	0	1	0	0	1	літарамі
letters	0	0	0	0	0	0	0	0	0	0	лісты
lettuce	0	0	0	0	0	0	0	0	0	0	лісце салаты
leukemia	1	0	0	1	0	1	0	1	0	0	лейкоз
levee	0	0	0	0	0	0	0	0	0	1	дамба
level	0	0	0	0	0	0	1	0	0	1	ўзровень
lever	0	0	0	0	0	0	0	0	0	0	рычаг
leverage	0	0	0	0	0	0	1	0	0	0	крэдытнае плячо
levy	0	0	0	0	0	1	0	0	0	0	спагнанне
lewd	0	0	1	0	0	1	0	0	0	0	распусныя
lexicon	0	0	0	0	0	0	0	0	0	0	лексікон
ley	0	0	0	0	0	0	0	0	0	0	лей
liabilities	0	0	0	0	0	0	0	0	0	0	абавязацельствы
liability	0	0	0	0	0	0	0	0	0	0	адказнасць
liaison	0	0	0	0	0	1	0	0	0	0	сувязны
liar	0	0	1	0	0	1	0	0	0	0	хлус
libel	1	0	0	1	0	1	0	0	0	1	паклёп
libelous	0	0	0	0	0	0	0	0	0	0	паклёпніцкі
liberal	0	0	0	0	0	1	1	0	0	0	ліберальны
liberalism	0	0	0	0	0	0	0	0	0	0	лібералізм
liberate	1	1	0	0	1	0	1	0	1	1	вызваляць
liberation	0	1	0	0	1	0	1	0	1	0	вызваленне
liberty	0	1	0	0	1	0	1	0	1	1	свабода
libido	0	0	0	0	0	0	0	0	0	0	лібіда
librarian	0	0	0	0	0	0	0	0	0	0	бібліятэкар
library	0	0	0	0	0	0	1	0	0	0	бібліятэка
libretto	0	0	0	0	0	0	0	0	0	0	лібрэта
license	0	0	0	0	0	0	0	0	0	0	ліцэнзія
lichen	0	0	0	0	0	0	0	0	0	0	лішайнік
lick	0	0	1	0	0	1	0	0	0	0	лізаць
lid	0	0	0	0	0	0	0	0	0	0	вечка
lie	1	0	1	0	0	1	0	1	0	0	хлусня
liege	0	0	0	0	0	0	0	0	0	0	сеньёр
lien	0	0	0	0	0	0	0	0	0	0	права закладу
lieu	0	0	0	0	0	0	0	0	0	0	лейт
lieutenant	0	0	0	0	0	0	0	0	0	1	лейтэнант
life	0	0	0	0	0	0	0	0	0	0	жыцця
lifeblood	0	0	0	0	0	0	1	0	0	0	кроў жыцця
lifeboat	0	0	0	0	0	0	0	0	0	0	выратавальная шлюпка
lifeless	0	0	0	1	0	1	0	1	0	0	нежывы
lifelike	0	0	0	0	0	0	0	0	0	0	рэалістычны
lifelong	0	0	0	0	0	0	0	0	0	0	пажыццёва
lifetime	0	0	0	0	0	0	0	0	0	0	працягласць жыцця
lift	0	0	0	0	0	0	0	0	0	0	пад'ёмнік
ligament	0	0	0	0	0	0	0	0	0	0	звязка
ligation	0	0	0	0	0	0	0	0	0	0	перавязка
light	0	0	0	0	0	0	0	0	0	0	святло
lighten	0	0	0	0	0	0	0	0	0	0	асвятліць
lighthouse	0	0	0	0	0	0	1	0	0	0	маяк
lightness	0	0	0	0	0	0	0	0	0	0	лёгкасць
lightning	1	0	0	1	0	0	0	0	1	0	маланка
likelihood	0	0	0	0	0	0	0	0	0	0	верагоднасць
likeness	0	0	0	0	0	0	0	0	0	0	падабенства
likewise	0	0	0	0	0	0	0	0	0	0	гэтак жа
liking	0	0	0	0	1	0	1	0	0	1	сімпатыя
lilac	0	0	0	0	0	0	0	0	0	0	бэз
lily	0	0	0	0	0	0	0	0	0	0	лілея
limb	0	0	0	0	0	0	0	0	0	0	канечнасць
limbo	0	0	0	0	0	0	0	0	0	0	лімб
limit	0	0	0	0	0	0	0	0	0	0	мяжа
limitation	0	0	0	0	0	0	0	0	0	0	абмежаванне
limited	1	0	0	0	0	1	0	1	0	0	абмежаваны
limitless	0	0	0	0	0	0	0	0	0	0	бязмежны
limousine	0	0	0	0	0	0	0	0	0	0	лімузін
limp	0	0	0	0	0	1	0	0	0	0	кульгаць
lin	0	0	0	0	0	0	0	0	0	0	Лін
line	0	0	0	0	0	0	0	0	0	0	лінія
lineage	0	0	0	0	0	0	0	0	0	0	радавод
lineal	0	0	0	0	0	0	0	0	0	0	лінейны
linear	0	0	0	0	0	0	0	0	0	0	лінейны
lined	0	0	0	0	0	0	0	0	0	0	выкладзеныя
linen	0	0	0	0	0	0	0	0	0	0	бялізна
liner	0	0	0	0	0	0	0	0	0	0	ўкладыш
lines	0	0	0	1	0	0	0	0	0	0	лініі
linger	0	1	0	0	0	0	0	0	0	0	затрымлівацца
lingo	0	0	0	0	0	0	0	0	0	0	жаргон
lingual	0	0	0	0	0	0	0	0	0	0	лінгвальная
linguist	0	0	0	0	0	0	1	0	0	1	лінгвіст
linguistic	0	0	0	0	0	0	0	0	0	0	лінгвістычны
linguistics	0	0	0	0	0	0	0	0	0	0	мовазнаўства
lining	0	0	0	0	0	0	0	0	0	0	падшэўка
link	0	0	0	0	0	0	0	0	0	0	спасылка
linoleum	0	0	0	0	0	0	0	0	0	0	лінолеум
lint	0	0	0	0	0	1	0	0	0	0	варсінкі
lion	0	0	0	1	0	0	1	0	0	0	леў
lip	0	0	0	0	0	0	0	0	0	0	губа
lipstick	0	0	0	0	0	0	0	0	0	0	губная памада
liquefaction	0	0	0	0	0	0	0	0	0	0	звадкаванне
liquefied	0	0	0	0	0	0	0	0	0	0	звадкаваны
liqueur	0	0	0	0	0	0	0	0	0	0	лікёр
liquid	0	0	0	0	0	0	0	0	0	0	вадкасць
liquidate	0	0	0	0	0	0	0	0	0	0	ліквідаваць
liquidation	0	0	0	0	0	0	0	0	0	0	ліквідацыя
liquidator	0	0	0	0	0	0	0	0	0	0	ліквідатар
liquidity	0	0	0	0	0	0	0	0	0	0	ліквіднасць
liquor	1	0	0	0	1	1	0	1	0	0	лікёр
lisp	0	0	0	0	0	0	0	0	0	0	шепелявость
list	0	0	0	0	0	0	0	0	0	0	спіс
listen	0	0	0	0	0	0	0	0	0	0	слухаць
listener	0	0	0	0	0	0	0	0	0	0	слухач
listing	0	0	0	0	0	0	0	0	0	0	лістынг
listless	0	0	0	0	0	1	0	1	0	0	бязвольны
litany	0	0	0	0	0	0	0	0	0	0	літанія
literally	0	0	0	0	0	0	0	0	0	0	літаральна
literary	0	0	0	0	0	0	0	0	0	0	літаратурны
literature	0	0	0	0	0	0	0	0	0	0	літаратуры
lithe	0	0	0	0	0	0	1	0	0	0	гнуткі
lithograph	0	0	0	0	0	0	0	0	0	0	літаграфія
lithography	0	0	0	0	0	0	0	0	0	0	літаграфія
lithology	0	0	0	0	0	0	0	0	0	0	літалогіі
lithosphere	0	0	0	0	0	0	0	0	0	0	літасфера
litigant	0	0	0	0	0	1	0	0	0	0	удзельнік судовага працэсу
litigate	1	1	1	1	0	1	0	1	0	0	судзіцца
litigation	0	0	0	0	0	1	0	0	0	0	судовы працэс
litigious	1	0	1	0	0	1	0	0	0	0	судовых
litter	0	0	0	0	0	1	0	0	0	0	памёт
littoral	0	0	0	0	0	0	0	0	0	0	прыморскі
liturgy	0	0	0	0	0	0	0	0	0	0	літургіі
livelihood	0	0	0	0	0	0	0	0	0	0	сродкі да існавання
livery	0	0	0	0	0	0	0	0	0	0	ліўрэя
livid	1	0	1	0	0	1	0	0	0	0	лідавы
living	0	0	0	0	0	0	0	0	0	0	жыццё
llama	0	0	0	0	0	0	0	0	0	0	лама
load	0	0	0	0	0	0	0	0	0	0	нагрузка
loaf	0	0	0	0	0	1	0	0	0	0	батон
loafer	0	0	0	0	0	1	0	0	0	0	лайдак
loam	0	0	0	0	0	0	0	0	0	0	суглінак
loan	0	0	0	0	0	0	0	0	0	0	крэдыт
loath	1	0	0	0	0	1	0	0	0	0	нянавісць
loathe	1	0	1	0	0	1	0	0	0	0	ненавідзець
loathing	0	0	1	0	0	1	0	0	0	0	нянавісць
loathsome	1	0	1	0	0	1	0	0	0	0	агідны
lobby	0	0	0	0	0	0	0	0	0	0	вестыбюль
lobbyist	0	0	0	0	0	1	0	0	0	0	лабіст
lobe	0	0	0	0	0	0	0	0	0	0	мочка
local	0	0	0	0	0	0	0	0	0	0	мясцовыя
locale	0	0	0	0	0	0	0	0	0	0	лакаль
locality	0	0	0	0	0	0	0	0	0	0	мясцовасць
localization	0	0	0	0	0	0	0	0	0	0	лакалізацыя
localize	0	1	0	0	0	0	0	0	0	0	лакалізаваць
locate	0	0	0	0	0	0	0	0	0	0	знайсці
location	0	0	0	0	0	0	0	0	0	0	размяшчэнне
loch	0	0	0	0	0	0	0	0	0	0	возера
lock	0	0	0	0	0	0	0	0	0	0	замак
locker	0	0	0	0	0	0	0	0	0	0	шафка
locksmith	0	0	0	0	0	0	0	0	0	0	слесар
lockup	0	0	0	1	0	1	0	1	0	0	блакаванне
locomotion	0	0	0	0	0	0	0	0	0	0	перамяшчэнне
locomotive	0	0	0	0	0	0	0	0	0	0	лакаматыў
locust	0	0	0	1	0	1	0	0	0	0	саранча
lodge	0	0	0	0	0	0	0	0	0	0	домік
lodger	0	0	0	0	0	0	0	0	0	0	кватарант
lodging	0	0	0	0	0	0	0	0	0	1	жыллё
loft	0	0	0	0	0	0	0	0	0	0	гарышча
lofty	0	0	0	0	0	1	0	0	0	0	высокі
log	0	0	0	0	0	0	0	0	0	0	часопіс
logarithm	0	0	0	0	0	0	0	0	0	0	лагарыфм
logarithmic	0	0	0	0	0	0	0	0	0	0	лагарыфмічны
logic	0	0	0	0	0	0	0	0	0	0	логіка
logical	0	0	0	0	0	0	1	0	0	0	лагічна
logistics	0	0	0	0	0	0	0	0	0	0	лагістыка
logotype	0	0	0	0	0	0	0	0	0	0	лагатып
loin	0	0	0	0	0	0	0	0	0	0	карэйка
lollipop	0	0	0	0	0	0	0	0	0	0	лядзяш
lone	0	0	0	0	0	0	0	1	0	0	самотны
loneliness	0	0	0	1	0	1	0	1	0	0	адзінота
lonely	1	0	1	1	0	1	0	1	0	0	самотны
lonesome	0	0	0	0	0	1	0	1	0	0	самотны
long	0	1	0	0	0	0	0	0	0	0	доўгі
longevity	0	0	0	0	0	0	1	0	0	0	даўгалецце
longing	0	1	0	0	0	0	0	1	0	0	туга
longitude	0	0	0	0	0	0	0	0	0	0	даўгата
longitudinal	0	0	0	0	0	0	0	0	0	0	падоўжныя
longitudinally	0	0	0	0	0	0	0	0	0	0	падоўжна
loo	0	0	1	0	0	1	0	0	0	0	туалет
lookout	0	0	0	0	0	0	0	0	0	0	аглядальнік
loom	0	1	0	1	0	1	0	0	0	0	ткацкі станок
looming	0	0	0	0	0	0	0	0	0	0	насоўваецца
loon	0	0	1	0	0	1	0	0	0	0	гагара
loony	0	0	0	0	0	1	0	0	0	0	вар'яцкі
loop	0	0	0	0	0	0	0	0	0	0	пятля
loophole	0	0	0	0	0	0	0	0	0	0	шчыліна
loosen	0	0	0	0	0	0	0	0	0	0	аслабіць
loosening	0	0	0	0	0	0	0	0	0	0	рыхленне
loot	0	0	0	0	0	1	0	0	0	0	бабло
lop	0	0	0	0	0	0	0	0	0	0	лапаць
lopsided	0	0	0	0	0	0	0	0	0	0	аднабокі
lord	0	0	1	0	0	1	1	0	0	1	спадар
lords	0	0	0	0	0	0	0	0	0	0	лордаў
