English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Latin Word
metaphysics	0	0	0	0	0	0	0	0	0	0	metaphysica
metastasis	0	0	0	0	0	1	0	0	0	0	metastasis
meteor	0	0	0	0	0	0	0	0	0	0	meteor
meteoric	0	0	0	0	0	0	0	0	0	0	meteoric
meteorite	0	0	0	0	0	0	0	0	0	0	meteorite
meteorological	0	0	0	0	0	0	0	0	0	0	meteorological
meteorology	0	0	0	0	0	0	0	0	0	0	meteororum
meter	0	0	0	0	0	0	0	0	0	0	meter
methanol	0	0	0	0	0	1	0	0	0	0	methanolum
method	0	0	0	0	0	0	0	0	0	0	methodo
methodical	0	0	0	0	0	0	0	0	0	0	methodica
meticulous	0	0	0	0	0	0	0	0	0	0	sollicita
metric	0	0	0	0	0	0	0	0	0	0	metrice
metrical	0	0	0	0	0	0	0	0	0	0	metrico
metrology	0	0	0	0	0	0	0	0	0	0	metrology
metropolis	0	0	0	0	0	0	0	0	0	0	metropolis
metropolitan	0	0	0	0	0	0	1	0	0	0	metropolitani
mettle	0	0	0	0	0	0	1	0	0	0	concutere
mew	0	0	0	0	0	0	0	0	0	0	mew
mica	0	0	0	0	0	0	0	0	0	0	mica
mick	0	0	0	0	0	0	0	0	0	0	mick
microbe	0	0	0	0	0	0	0	0	0	0	microbe
microbiology	0	0	0	0	0	0	0	0	0	0	microbiologia
microcosm	0	0	0	0	0	0	0	0	0	0	microcosmus
microgram	0	0	0	0	0	0	0	0	0	0	microgram
micrometer	0	0	0	0	0	0	0	0	0	0	micrometer
micron	0	0	0	0	0	0	0	0	0	0	micron
microphone	0	0	0	0	0	0	0	0	0	0	tortor ligula
microscope	0	0	0	0	0	0	0	0	0	1	microscopii
microscopic	0	0	0	0	0	0	0	0	0	0	minimum
microscopically	0	0	0	0	0	0	0	0	0	0	microscopically
microscopy	0	0	0	0	0	0	1	0	0	0	microscopio
mid	0	0	0	0	0	0	0	0	0	0	medium
midday	0	0	0	0	0	0	0	0	0	0	meridianus
middle	0	0	0	0	0	0	0	0	0	0	medium
middleman	0	0	0	0	0	0	0	0	0	0	middleman
midland	0	0	0	0	0	0	0	0	0	0	mediterraneus
midnight	0	0	0	0	0	0	0	0	0	0	media nocte
midst	0	0	0	0	0	0	0	0	0	0	medio
midsummer	0	0	0	0	0	0	0	0	0	0	solstitio
midway	0	0	0	0	0	0	0	0	0	0	medius
midwife	0	1	0	0	1	1	1	0	0	1	obstetrix
midwifery	0	0	0	0	0	0	1	0	0	0	obstetricandi
mien	0	0	0	0	0	0	0	0	0	0	mien
mighty	1	0	0	1	1	0	1	0	0	1	potens
migrate	0	0	0	0	0	0	0	0	0	0	migrare
migration	0	0	0	0	0	0	0	0	0	0	migratio
migratory	0	0	0	0	0	0	0	0	0	0	migrantis
mike	0	0	0	0	0	0	0	0	0	0	Mike
mildew	0	0	1	0	0	1	0	0	0	0	aurugine
mile	0	0	0	0	0	0	0	0	0	0	milliare
mileage	0	0	0	0	0	0	0	0	0	0	passibus
milestone	0	0	0	0	0	0	0	0	0	0	miliarium
militant	0	0	0	0	0	0	0	0	0	0	militans
military	0	0	0	1	0	0	0	0	0	0	militaris
militia	1	0	0	1	0	1	0	1	0	0	militia
milk	0	0	0	0	0	0	0	0	0	0	lac
milky	0	0	0	0	0	0	0	0	0	0	lacteus
mill	0	1	0	0	0	0	0	0	0	0	molendinum
millennium	0	0	0	0	0	0	0	0	0	0	millennium
milligram	0	0	0	0	0	0	0	0	0	0	milligram
millimeter	0	0	0	0	0	0	0	0	0	0	millimeter
million	0	0	0	0	0	0	0	0	0	0	decies centena millia
millionaire	0	0	0	0	0	0	0	0	0	0	nummorum
mime	0	0	0	0	0	0	1	0	0	0	mimum
mimic	0	0	0	0	0	0	0	0	0	0	mimica
mimicking	0	0	0	0	0	0	0	0	0	0	imitatio
mimicry	0	0	0	0	0	1	0	0	1	0	ludicra
mind	0	0	0	0	0	0	0	0	0	0	mens
minded	0	0	0	0	0	0	0	0	0	0	animo
mindful	0	0	0	0	0	0	1	0	0	0	memores
mindfulness	0	0	0	0	0	0	1	0	0	0	recordatio
mine	0	0	0	0	0	0	0	0	0	0	mine
miner	0	0	0	0	0	0	0	0	0	0	fossores
mineral	0	0	0	0	0	0	0	0	0	0	mineral
mineralogy	0	0	0	0	0	0	0	0	0	0	mineralogy
mingle	0	0	0	0	0	0	0	0	0	0	miscere
mingled	0	0	0	0	0	0	0	0	0	0	mixtum
miniature	0	0	0	0	0	0	0	0	0	0	exiguum
minibus	0	0	0	0	0	0	0	0	0	0	minibus
minim	0	0	0	0	0	0	0	0	0	0	minim
minimize	0	0	0	0	0	1	0	0	0	0	magna
minimum	0	0	0	0	0	1	0	0	0	0	minimum
minister	0	0	0	0	0	0	0	0	0	0	minister
ministerial	0	0	0	0	0	0	0	0	0	0	ministerialis
ministry	0	0	0	0	1	0	1	0	0	1	ministerium
minivan	0	0	0	0	0	0	0	0	0	0	minivan
minnow	0	0	0	0	0	0	0	0	0	0	minnow
minor	0	0	0	0	0	0	0	0	0	0	minor
minority	0	0	0	0	0	1	0	0	0	0	minoritas
minstrel	0	0	0	0	0	0	0	0	0	0	citharista
mint	0	0	0	0	0	0	0	0	0	0	menta
minuscule	0	0	0	0	0	0	0	0	0	0	minuscule
minute	0	0	0	0	0	0	0	0	0	0	minute
minutiae	0	0	0	0	0	0	0	0	0	0	minutiae
mir	0	0	0	0	0	0	0	0	0	0	mir
miracle	0	1	0	0	1	0	1	0	1	1	miraculum
miraculous	0	0	0	0	1	0	1	0	1	0	mirabilis
mirage	0	0	0	0	0	0	0	0	0	0	imago
mire	0	0	1	0	0	1	0	0	0	0	lutum
mirror	0	0	0	0	0	0	0	0	0	0	speculum
mirth	0	0	0	0	1	0	1	0	0	0	laetitia
misappropriation	0	0	0	0	0	0	0	0	0	0	usurpatio
misbehavior	1	0	1	0	0	1	0	0	1	0	culpae
miscarriage	0	0	0	1	0	1	0	1	0	0	abortum
miscellaneous	0	0	0	0	0	0	0	0	0	0	conicere
miscellany	0	0	0	0	0	0	0	0	0	0	miscellany
mischief	0	0	0	0	0	1	0	0	0	0	malum
mischievous	0	0	0	0	0	1	0	0	0	0	perniciosa
misconception	1	0	1	1	0	1	0	0	0	0	fallacia
misconduct	0	0	1	0	0	1	0	0	0	0	culpa
misdemeanor	0	0	0	0	0	0	0	0	0	0	maleficium
miserable	1	0	1	0	0	1	0	1	0	0	miseri
miserably	0	0	0	0	0	1	0	1	0	0	misere
misery	1	0	1	1	0	1	0	1	0	0	miseriae
misfortune	0	0	0	1	0	1	0	1	0	0	infortunii
misguided	0	0	1	0	0	1	0	0	0	0	erroneus
mishap	0	0	1	1	0	1	0	1	1	0	casum
misinformed	0	0	0	0	0	0	0	0	0	0	fallor
misinterpretation	0	0	0	0	0	1	0	0	0	0	interpretatione
mislead	1	0	0	1	0	1	0	0	0	1	seductio
misleading	1	0	1	0	0	1	0	0	0	0	periculosum
mismanagement	0	0	0	0	0	1	0	0	0	0	male
mismatch	0	0	0	0	0	1	0	0	0	0	mismatch
mismatched	0	0	0	0	0	0	0	0	0	0	mismatched
misnomer	0	0	0	0	0	1	0	0	0	0	misnomer
misplace	1	0	1	0	0	1	0	0	0	0	adspires perperam
misplaced	0	0	0	0	0	1	0	0	0	0	abhorrentes
misrepresent	0	0	0	0	0	1	0	0	0	0	calumniari
misrepresentation	0	0	0	0	0	1	0	1	0	0	vanitas
misrepresented	1	0	0	0	0	1	0	0	0	0	detorta neu
miss	0	0	0	0	0	0	0	0	0	0	miss
missile	0	0	0	1	0	0	0	0	0	0	missile
missing	0	0	0	1	0	1	0	1	0	0	missing
mission	0	0	0	0	0	0	0	0	0	0	missio
missionary	0	0	0	0	0	0	1	0	0	0	missionarius
misstatement	1	0	1	0	0	1	0	0	0	0	misstatement
mist	0	0	0	0	0	0	0	0	0	0	caligo
mistake	0	0	0	0	0	1	0	1	0	0	error
mistaken	0	0	0	1	0	1	0	0	0	0	erratum
mister	0	0	0	0	0	0	0	0	0	0	mister
mistress	1	0	1	0	0	1	0	0	0	0	domina
mistrust	0	0	1	1	0	1	0	0	0	0	diffidentia
misty	0	0	0	0	0	0	0	0	0	0	nebulosum nanctus
misunderstand	0	0	0	0	0	1	0	0	0	0	male intelligitur
misunderstanding	1	0	0	0	0	1	0	1	0	0	errorem
misuse	0	0	0	0	0	1	0	0	0	0	abusus
mite	0	0	1	0	0	1	0	0	0	0	minutum
miter	0	0	0	0	0	0	0	0	0	0	cidarim
mitigation	0	0	0	0	0	0	0	0	0	0	diminutio
mix	0	0	0	0	0	0	0	0	0	0	miscere
mixed	0	0	0	0	0	0	0	0	0	0	mixtum
mixture	0	0	0	0	0	0	0	0	0	0	mixtura
moan	0	0	0	1	0	0	0	1	0	0	gemere
moat	0	0	0	0	0	0	0	0	0	1	fossatum
mob	1	0	0	1	0	1	0	0	0	0	vulgus
mobile	0	1	0	0	0	0	0	0	0	0	mobile
mobility	0	0	0	0	0	0	0	0	0	0	mobilitas
mobilization	0	0	0	0	0	0	0	0	0	0	convocatio
mobilize	0	0	0	0	0	0	0	0	0	0	movere
mockery	0	0	1	0	0	1	0	0	0	0	ludibrium
mocking	1	0	1	0	0	1	0	1	0	0	ludibrium
modal	0	0	0	0	0	0	0	0	0	0	modal
modality	0	0	0	0	0	0	0	0	0	0	modus
mode	0	0	0	0	0	0	0	0	0	0	modus
model	0	0	0	0	0	0	1	0	0	0	exemplar
modeler	0	0	0	0	0	0	0	0	0	0	modeler
moderate	0	0	0	0	0	0	1	0	0	0	modicus
moderately	0	0	0	0	0	0	0	0	0	0	mediocriter
moderating	0	0	0	0	0	0	0	0	0	0	moderari
moderation	0	0	0	0	0	0	0	0	0	0	moderatione
moderator	0	0	0	0	0	0	1	0	0	1	moderator
modern	0	0	0	0	0	0	0	0	0	0	moderni
modernism	0	0	0	0	0	0	0	0	0	0	modernismi
modest	0	0	0	0	0	0	1	0	0	1	modestus
modesty	0	0	0	0	0	0	1	0	0	0	pudicitiam
modicum	0	0	0	0	0	0	0	0	0	0	modicum
modifiable	0	0	0	0	0	0	0	0	0	0	modifiable
modification	0	0	0	0	0	0	0	0	0	0	modificatio
modified	0	0	0	0	0	0	0	0	0	0	mutatio 
modify	0	0	0	0	0	0	0	0	1	0	mutare
modulate	0	0	0	0	0	0	0	0	0	0	modulare
modulation	0	0	0	0	0	0	0	0	0	0	modulatio
module	0	0	0	0	0	0	0	0	0	0	modulus
modulus	0	0	0	0	0	0	0	0	0	0	modulus
mogul	0	0	0	0	0	0	0	0	0	0	mogul
moiety	0	0	0	0	0	0	0	0	0	0	medietatem
moist	0	0	0	0	0	0	0	0	0	0	humidum
moisture	0	0	0	0	0	0	0	0	0	0	humorem
molar	0	0	0	0	0	0	0	0	0	0	molares
molasses	0	0	0	0	0	0	0	0	0	0	molasses 
mold	0	0	0	0	0	0	0	0	0	0	fingunt
molded	0	0	0	0	0	0	0	0	0	0	effictus
molding	0	0	0	0	0	0	0	0	0	0	corona
moldy	0	0	0	0	0	0	0	0	0	0	mucida
molecular	0	0	0	0	0	0	0	0	0	0	hypothetica
molecule	0	0	0	0	0	0	0	0	0	0	moleculae
molestation	1	0	1	1	0	1	0	1	0	0	molestatio
molten	0	0	0	0	0	0	0	0	0	0	liquefactum
moment	0	0	0	0	0	0	0	0	0	0	momentum
momentary	0	0	0	0	0	0	0	0	0	0	momentaneum
momentous	0	0	0	0	0	0	0	0	0	0	momenta
momentum	0	1	0	0	0	0	1	0	0	0	momentum
monad	0	0	0	0	0	0	0	0	0	0	monad
monarch	0	0	0	0	0	0	0	0	0	0	monarch
monarchy	0	0	0	0	0	0	0	0	0	0	monarchia
monastery	0	0	0	0	0	0	0	0	0	0	monasterium
monastic	0	0	0	0	0	0	0	0	0	0	monasticum
monetary	0	1	0	0	0	0	1	0	0	0	pecuniaria
money	1	1	0	0	1	0	1	0	1	1	pecunia
monk	0	0	0	0	0	0	1	0	0	1	monachus
monkey	0	0	0	0	0	0	0	0	0	0	simia
monochrome	0	0	1	0	0	1	0	0	0	0	monochrome
monogamy	0	0	0	0	0	0	0	0	0	1	monogamia
monogram	0	0	0	0	0	0	0	0	0	0	monogramma
monograph	0	0	0	0	0	0	0	0	0	0	monograph
monolayer	0	0	0	0	0	0	0	0	0	0	monolayer
monologue	0	0	0	0	0	0	0	0	0	0	monologue
monopolist	0	0	0	0	0	1	0	0	0	0	monopolist
monopoly	0	0	0	0	0	0	0	0	0	0	monopolium
monotony	0	0	0	0	0	0	0	0	0	0	similitudo
monsoon	0	0	0	0	0	1	0	1	0	0	ETESIA
monster	0	0	0	1	0	1	0	0	0	0	monstrum
monstrosity	1	0	1	1	0	1	0	0	1	0	monstrum
monte	0	0	0	0	0	0	0	0	0	0	monte
month	0	0	0	0	0	0	0	0	0	0	mensis
monthly	0	0	0	0	0	0	0	0	0	0	menstruam
monument	0	0	0	0	0	0	1	0	0	0	monument
monumental	0	0	0	0	0	0	0	0	0	0	monumental
moo	0	0	0	0	0	0	0	0	0	0	moo
moods	0	0	0	0	0	0	0	0	0	0	modis
moody	1	0	0	0	0	1	0	1	0	0	tristis
moon	0	0	0	0	0	0	0	0	0	0	luna
moonlight	0	0	0	0	0	0	0	0	0	0	lUNAE LUMEN
moored	0	0	0	0	0	0	0	0	0	0	subducta
mooring	0	0	0	0	0	0	0	0	0	0	nauita
moorings	0	0	0	0	0	0	0	0	0	1	retinacula
moorland	0	0	0	0	0	0	0	0	0	0	moorland
moose	0	0	0	0	0	0	0	0	0	0	alces
moot	0	0	0	0	0	1	0	0	0	0	moot
mooted	0	0	0	0	0	0	0	0	0	0	agitata
mop	0	0	0	0	0	0	0	0	0	0	PENICULUS
moral	1	0	0	0	0	0	1	0	0	1	moralis
morality	0	0	0	0	0	0	1	0	0	1	mores
morals	1	1	1	0	1	0	1	0	1	1	mores
morass	0	0	0	0	0	0	0	0	0	0	palus
moratorium	0	0	0	0	0	0	0	0	0	0	moratorium
morbid	0	0	0	0	0	1	0	1	0	0	morbidus
morbidity	1	0	1	1	0	1	0	1	0	0	imbecillitas
morgue	0	0	1	1	0	1	0	1	0	0	morgue
moribund	0	0	0	0	0	1	0	1	0	0	moribundus
morn	0	1	0	0	0	0	0	0	0	0	mane
morning	0	0	0	0	0	0	0	0	0	0	mane
moron	0	0	0	0	0	1	0	0	0	0	moron
moronic	0	0	0	0	0	1	0	0	0	0	moronic
morphine	0	0	0	0	0	0	0	0	0	0	morphine
morphism	0	0	0	0	0	0	0	0	0	0	morphism
morphology	0	0	0	0	0	0	0	0	0	0	morphologia
morrow	0	1	0	0	0	0	0	0	0	0	cras
morsel	0	0	0	0	0	1	0	0	0	0	buccellam
mortal	0	0	0	0	0	1	0	0	0	0	mortalis
mortality	1	0	0	1	0	1	0	1	0	0	mortalitatis
mortar	0	0	0	0	0	0	1	0	0	0	cæmento
mortgage	0	0	0	1	0	0	0	0	0	0	hypotheca
mortgagee	0	0	0	0	0	0	0	0	0	1	hypotheca
mortgagor	0	0	0	1	0	0	0	0	0	0	mortgagor
mortification	0	1	1	1	0	1	0	1	0	0	mortificationem
mortuary	0	0	0	1	0	1	0	1	0	0	mortuarii
mosaic	0	0	0	0	0	0	0	0	0	0	tessellis
mosquito	1	0	1	0	0	1	0	0	0	0	CULEX 
moss	0	0	0	0	0	0	0	0	0	0	musco
mossy	0	0	0	0	0	0	0	0	0	0	mossy
mote	0	0	0	0	0	0	0	0	0	0	festucam
moth	0	0	0	0	0	0	0	0	0	0	tinea
mother	0	1	0	0	1	1	1	1	0	1	mater
motherhood	0	0	0	0	1	0	1	0	0	1	maternitatis
motion	0	1	0	0	0	0	0	0	0	0	motus
motionless	0	0	0	0	0	0	0	0	0	0	immobilis
motive	0	0	0	0	0	0	1	0	0	0	motivum
motley	0	0	0	0	0	0	0	0	0	0	motley
motor	0	0	0	0	0	0	0	0	0	0	motor
motorbike	0	0	0	0	0	0	0	0	0	0	motorbike
motorcycle	0	0	0	0	0	0	0	0	0	0	Motorcycle
motte	0	0	0	0	0	0	0	0	0	0	motte
mottled	0	0	0	0	0	0	0	0	0	0	maculosus
motto	0	0	0	0	0	0	0	0	0	0	motto
mould	0	0	0	0	0	0	0	0	0	0	fingunt
mound	0	0	0	0	0	0	0	0	0	0	tumulus
mount	0	0	0	0	0	0	0	0	0	0	mons
mountain	0	1	0	0	0	0	0	0	0	0	mons
mountaineer	0	0	0	0	0	0	0	0	0	0	montanus
mountainous	0	0	0	0	0	0	0	0	0	0	montanum
mourn	0	0	0	0	0	1	0	1	0	0	lugere
mournful	1	0	0	1	0	1	0	1	0	0	flebilis
mourning	0	0	0	0	0	1	0	1	0	0	luctus
mouse	0	0	0	0	0	0	0	0	0	0	mus
moustache	0	0	0	0	0	0	0	0	0	0	mystace
mouth	0	0	0	0	0	0	0	0	1	0	oris
mouthful	0	0	1	0	0	0	0	0	0	0	buccam
mouthpiece	0	0	0	0	0	0	0	0	0	0	os
movable	0	0	0	0	0	0	1	0	0	0	mobile
move	0	0	0	0	0	0	0	0	0	0	move
movement	0	0	0	0	0	0	0	0	0	0	motus
mover	0	0	0	0	0	0	1	0	0	0	movens
movie	0	0	0	0	0	0	0	0	0	0	movie
moving	0	0	0	0	0	0	0	0	0	0	movens
mow	0	0	0	0	0	0	0	0	0	0	metendo
muck	0	0	1	0	0	1	0	0	0	0	muck
mucous	0	0	1	0	0	0	0	0	0	0	mucosae
mucus	0	0	1	0	0	0	0	0	0	0	mucus
mud	0	0	0	0	0	1	0	0	0	0	lutum
muddle	0	0	0	0	0	1	0	0	0	0	muddle
muddled	0	0	0	0	0	1	0	0	0	0	turbare
muddy	0	0	1	0	0	1	0	0	0	0	lutulentus
muff	1	0	1	0	0	1	0	0	0	0	muff
muffled	0	0	0	0	0	0	0	0	0	0	obvolutus
muffler	0	0	0	0	0	0	0	0	0	0	vellera
mug	1	0	0	1	0	1	1	1	0	0	mug
mule	1	0	0	0	0	1	0	0	0	1	mulus
multilateral	0	0	0	0	0	0	0	0	0	0	multilateralis
multiple	0	0	0	0	0	0	0	0	0	0	multiple
multiplex	0	0	0	0	0	0	0	0	0	0	multiplex
multiplication	0	0	0	0	0	0	0	0	0	0	multiplicatio
multiplicity	0	0	0	0	0	0	0	0	0	0	multitudo
multiplied	0	0	0	0	0	0	0	0	0	0	multiplicatus
multiplier	0	0	0	0	0	0	0	0	0	0	multiplicator
multiply	0	0	0	0	0	0	0	0	0	0	multiplicare
multitude	0	0	0	0	0	0	0	0	0	0	multitudo
mum	0	0	0	1	0	1	0	0	0	0	mum
mumble	0	0	0	0	0	1	0	0	0	0	mumble
mummy	0	0	0	0	0	0	0	0	0	0	mumia
mumps	0	0	0	0	0	1	0	0	0	0	mumps
munch	0	0	0	0	0	0	0	0	0	0	munch
mundane	0	0	0	0	0	0	0	0	0	0	mundanus
municipal	0	0	0	0	0	0	0	0	0	0	municipium
municipality	0	0	0	0	0	0	0	0	0	0	municipium
mural	0	0	0	0	0	0	0	0	0	0	mural
murder	1	0	1	1	0	1	0	1	1	0	caedes
murderer	1	0	1	1	0	1	0	1	0	0	homicida
murderous	1	0	1	1	0	1	0	1	1	0	parricidalis
murky	0	0	1	0	0	1	0	1	0	0	atris
murmur	0	0	0	0	0	0	0	0	0	0	murmurare
muscle	0	0	0	0	0	0	0	0	0	0	musculus
muscular	0	0	0	0	0	0	1	0	0	0	muscularis
muse	0	0	0	0	0	0	0	0	0	0	musa
muses	0	0	0	0	0	0	0	0	0	0	musae
museum	0	0	0	0	0	0	0	0	0	0	museum
mush	0	0	0	0	0	0	0	0	0	0	mush
mushroom	0	0	0	0	0	0	0	0	0	0	fungus
music	0	0	0	0	1	0	1	1	0	0	music
musical	1	1	0	0	1	0	1	1	1	1	musicale
musician	0	0	0	0	0	0	0	0	0	0	musicus
musing	0	0	0	0	0	0	0	0	0	0	cogitando
musk	0	0	0	0	0	0	0	0	0	0	MOSCHUS
musket	0	0	0	1	0	0	0	0	0	0	sclopetum
muslin	0	0	0	0	0	0	0	0	0	0	sindones
muss	0	0	0	0	0	1	0	0	0	0	muss
mustang	0	0	0	0	0	0	0	0	0	0	mustang
mustard	0	0	0	0	0	0	0	0	0	0	sinapis
muster	0	0	0	0	0	0	0	0	0	0	conuenire
musty	0	0	1	0	0	1	0	0	0	0	putridum
mutable	0	1	0	0	0	0	1	0	0	0	mutabilis
mutant	0	0	0	0	0	1	0	0	0	0	mutant
mutation	0	0	0	0	0	0	0	0	0	0	mutatio
mutilated	0	0	1	0	0	1	0	0	0	0	mutilatus
mutilation	1	0	1	1	0	1	0	1	0	0	mutilatio
mutiny	1	0	1	1	0	1	0	0	1	0	seditionem
mutter	1	0	0	0	0	1	0	0	0	0	mussitare
mutton	0	0	0	0	0	0	0	0	0	0	vervecina
mutual	0	0	0	0	0	0	1	0	0	0	mutua
mutually	0	0	0	0	0	0	0	0	0	0	inuicem
muzzle	0	0	0	1	0	1	0	0	0	0	rostrum
myopia	1	0	0	0	0	1	0	1	0	0	myopia
myopic	0	0	0	0	0	0	0	0	0	0	myopic
myriad	0	0	0	0	0	0	0	0	0	0	decies centena millia
mysterious	0	1	0	1	0	0	0	0	1	0	arcanum
mystery	0	1	0	0	0	0	0	0	1	0	mysterium
mystic	0	0	0	0	0	0	0	0	1	0	mystica
mystical	0	0	0	0	0	0	0	0	0	0	mysticum
mysticism	0	0	0	0	0	0	0	0	0	0	mystica
myth	0	0	0	0	0	0	0	0	0	0	fabula
mythic	0	0	0	0	0	0	0	0	0	0	fabulosa
mythical	0	0	0	0	0	0	0	0	0	0	fabulosa
mythological	0	0	0	0	0	0	0	0	0	0	fabularis
mythology	0	0	0	0	0	0	0	0	0	0	mythologia
nab	0	0	0	0	0	1	0	0	1	0	nab
nadir	0	0	0	0	0	1	0	0	0	0	nadir
nag	1	0	0	0	0	1	0	0	0	0	caballum
nail	0	0	0	0	0	0	0	0	0	0	clavus
naive	0	0	0	0	0	1	0	0	0	0	rustica
naked	0	0	0	0	0	0	0	0	0	0	nudus
named	0	0	0	0	0	0	0	0	0	0	nominatur
nameless	0	0	1	0	0	1	0	0	0	0	innominatam
namesake	0	0	0	0	0	0	0	0	0	0	nominis 
naming	0	0	0	0	0	0	0	0	0	0	nominatio
nanny	0	0	0	0	0	0	0	0	0	0	matricibus
nanometer	0	0	0	0	0	0	0	0	0	0	nanometer
nap	0	0	0	0	1	0	1	0	0	0	conquiescamus
nape	0	0	0	0	0	0	0	0	0	0	nape
napkin	0	0	0	0	0	0	0	1	0	0	mappa
napping	0	0	0	0	0	0	0	0	0	0	napping
nappy	0	0	1	0	0	1	0	0	0	0	nappy
narcotic	0	0	0	0	0	1	0	0	0	0	SOMNIFICUS
narrate	0	0	0	0	0	0	0	0	0	0	narrate
narration	0	0	0	0	0	0	0	0	0	0	narrationem
narrative	0	0	0	0	0	0	0	0	0	0	narratio
narrator	0	0	0	0	0	0	0	0	0	0	scriptorem
narrow	0	0	0	0	0	0	0	0	0	0	angustus
narrowing	0	0	0	0	0	0	0	0	0	0	coartans
nascent	0	1	0	0	0	0	0	0	0	0	nascentes
nasty	1	0	1	1	0	1	0	1	0	0	malus
natal	0	0	0	0	0	0	0	0	0	0	natalis
nation	0	0	0	0	0	0	0	0	0	1	gens
national	0	0	0	0	0	0	0	0	0	0	nationalis
nationality	0	0	0	0	0	0	0	0	0	0	genus
native	0	0	0	0	0	0	0	0	0	0	indigena
nativity	0	0	0	0	0	0	0	0	0	0	nativitas
naturalist	0	0	0	0	0	0	1	0	0	0	naturalis
naturalization	0	0	0	0	0	0	0	0	0	0	naturalisation
naturalized	0	0	0	0	0	0	0	0	0	0	naturalised
naturally	0	0	0	0	0	0	0	0	0	0	naturaliter
nature	0	0	0	0	0	0	0	0	0	0	natura
naught	0	0	0	0	0	0	0	0	0	0	nihil
naughty	0	0	0	0	0	1	0	0	0	0	injuriosum retines
nausea	0	0	1	0	0	1	0	0	0	0	nauseam
nauseous	0	0	1	0	0	1	0	1	0	0	tetri
nautical	0	0	0	0	0	0	0	0	0	0	nauticum
naval	0	0	0	0	0	0	0	0	0	0	navalis
nave	0	0	0	0	0	0	0	0	0	0	nave
navel	0	0	0	0	0	0	0	0	0	0	umbilicus
navigable	0	1	0	0	0	0	1	0	0	0	navigabilis
navigate	0	0	0	0	0	0	0	0	0	0	navigate
navigation	0	0	0	0	0	0	0	0	0	0	navigationem
navigator	0	1	0	0	0	0	0	0	0	1	navigator
navy	0	0	0	0	0	0	0	0	0	0	classe
nay	0	0	0	0	0	1	0	0	0	0	imo
neatly	0	0	0	0	0	0	1	0	0	0	aptissime
nebula	0	0	0	0	0	0	0	0	0	0	nebula
nebulae	0	0	0	0	0	0	0	0	0	0	nebulae
nebulous	0	0	0	0	0	0	0	0	0	0	nebulosus
necessarily	0	0	0	0	0	0	0	0	0	0	necessario
necessitate	0	0	0	0	0	0	0	0	0	0	necessitate
necessities	0	0	0	0	0	0	0	0	0	0	necessitates
necessity	0	0	0	0	0	0	0	1	0	0	necessitas
neck	0	0	0	0	0	0	0	0	0	0	collum
necklace	0	0	0	0	0	0	0	0	0	0	monile
necrosis	0	0	0	0	0	0	0	0	0	0	necrosis
nectar	0	0	0	0	0	0	1	0	0	0	nectar
needful	0	0	0	0	0	1	0	0	0	0	opus
needle	0	0	0	0	0	0	1	0	0	0	acus
needless	0	0	0	0	0	0	0	0	0	0	supervacuum
needy	0	0	0	0	0	1	0	0	0	0	egenus
nefarious	0	0	1	1	0	1	0	1	1	0	nefarium
negation	1	0	0	0	0	1	0	0	0	0	negatio
negative	0	0	0	0	0	1	0	1	0	0	negans
neglect	0	0	0	0	0	1	0	0	0	0	neglectum
neglected	1	0	1	0	0	1	0	1	0	0	neglectus
neglecting	0	0	0	0	0	1	0	0	0	0	neglectus
negligence	0	0	0	0	0	1	0	0	0	0	negligentia
negligent	0	0	0	0	0	1	0	0	0	0	negligens
negligently	0	0	0	0	0	1	0	0	0	0	negligenter
negligible	0	0	0	0	0	0	0	0	0	0	insensibilis
negotiate	0	0	0	0	0	0	1	0	0	1	pacisci
negotiation	0	0	0	0	0	0	0	0	0	0	negotium
negotiator	0	0	0	0	0	0	1	0	0	0	negotiator
negro	0	0	0	0	0	1	0	1	0	0	negro
neigh	0	0	0	0	0	0	0	0	0	0	hinnitu
neighbor	0	1	0	0	0	0	1	0	0	1	vicinus
neighborhood	0	1	0	0	0	0	0	0	0	0	vicinia
neighboring	0	0	0	0	0	0	0	0	0	0	vicinis
neonatal	0	0	0	0	0	0	0	0	0	0	neonatales
neophyte	0	0	0	0	0	0	0	0	0	0	neophyte
neoprene	0	0	0	0	0	0	0	0	0	0	neoprene
nephew	0	0	0	0	0	0	0	0	0	0	nepos
nepotism	1	0	1	0	0	1	0	1	0	0	nepotism
nerve	0	0	0	0	0	0	1	0	0	0	nervi
nervous	0	1	0	1	0	1	0	0	0	0	nervous
nervousness	0	0	0	1	0	0	0	0	0	0	timiditas
ness	0	0	0	0	0	0	0	0	0	0	tatem
nest	0	0	0	0	0	0	0	0	0	1	nidum
nestle	0	0	0	0	0	0	1	0	0	1	nestle
nestling	0	0	0	0	0	0	0	0	0	0	feta
net	0	0	0	0	0	0	0	0	0	0	rete
nether	1	0	0	1	0	1	0	1	0	0	nether
netting	0	0	0	0	0	0	0	0	0	0	electus
nettle	1	0	1	0	0	1	0	0	0	0	urtica
network	0	1	0	0	0	0	0	0	0	0	network
neuralgia	0	0	0	1	0	1	0	1	0	0	neuralgia
neurology	0	0	0	0	0	0	0	0	0	0	neurology
neurosis	0	0	0	1	0	1	0	1	0	0	neurosis
neurotic	0	0	1	1	0	1	0	0	0	0	neurotic
