English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Greek Word
monk	0	0	0	0	0	0	1	0	0	1	καλόγερος
monkey	0	0	0	0	0	0	0	0	0	0	Πίθηκος
monochrome	0	0	1	0	0	1	0	0	0	0	μονόχρωμος
monogamy	0	0	0	0	0	0	0	0	0	1	μονογαμία
monogram	0	0	0	0	0	0	0	0	0	0	μονόγραμμα
monograph	0	0	0	0	0	0	0	0	0	0	μονογραφία
monolayer	0	0	0	0	0	0	0	0	0	0	μονοστιβάδα
monologue	0	0	0	0	0	0	0	0	0	0	μονόλογος
monopolist	0	0	0	0	0	1	0	0	0	0	μονοπωλιστής
monopoly	0	0	0	0	0	0	0	0	0	0	μονοπώλιο
monotony	0	0	0	0	0	0	0	0	0	0	μονοτονία
monsoon	0	0	0	0	0	1	0	1	0	0	μουσώνας
monster	0	0	0	1	0	1	0	0	0	0	Τέρας
monstrosity	1	0	1	1	0	1	0	0	1	0	τερατούργημα
monte	0	0	0	0	0	0	0	0	0	0	Μόντε
month	0	0	0	0	0	0	0	0	0	0	μήνας
monthly	0	0	0	0	0	0	0	0	0	0	Μηνιαίο
monument	0	0	0	0	0	0	1	0	0	0	μνημείο
monumental	0	0	0	0	0	0	0	0	0	0	μνημειώδης
moo	0	0	0	0	0	0	0	0	0	0	μουγκανιτό
moods	0	0	0	0	0	0	0	0	0	0	αθυμία
moody	1	0	0	0	0	1	0	1	0	0	κακόκεφος
moon	0	0	0	0	0	0	0	0	0	0	φεγγάρι
moonlight	0	0	0	0	0	0	0	0	0	0	σεληνόφωτο
moored	0	0	0	0	0	0	0	0	0	0	αγκυροβολημένος
mooring	0	0	0	0	0	0	0	0	0	0	προσόρμιση
moorings	0	0	0	0	0	0	0	0	0	1	πείσματα
moorland	0	0	0	0	0	0	0	0	0	0	βαλτότοπο
moose	0	0	0	0	0	0	0	0	0	0	αμερικάνικη έλαφος
moot	0	0	0	0	0	1	0	0	0	0	συζητήσιμος
mooted	0	0	0	0	0	0	0	0	0	0	αμφισβητηθεί
mop	0	0	0	0	0	0	0	0	0	0	σφουγγαρίστρα
moral	1	0	0	0	0	0	1	0	0	1	ηθικός
morality	0	0	0	0	0	0	1	0	0	1	ηθική
morals	1	1	1	0	1	0	1	0	1	1	ήθη
morass	0	0	0	0	0	0	0	0	0	0	έλος
moratorium	0	0	0	0	0	0	0	0	0	0	δικαιοστάσιο
morbid	0	0	0	0	0	1	0	1	0	0	νοσηρός
morbidity	1	0	1	1	0	1	0	1	0	0	νοσηρότητα
morgue	0	0	1	1	0	1	0	1	0	0	νεκροτομείο
moribund	0	0	0	0	0	1	0	1	0	0	ετοιμοθάνατος
morn	0	1	0	0	0	0	0	0	0	0	αυγή
morning	0	0	0	0	0	0	0	0	0	0	πρωί
moron	0	0	0	0	0	1	0	0	0	0	βλάκας
moronic	0	0	0	0	0	1	0	0	0	0	βλακώδης
morphine	0	0	0	0	0	0	0	0	0	0	μορφίνη
morphism	0	0	0	0	0	0	0	0	0	0	μορφισμός
morphology	0	0	0	0	0	0	0	0	0	0	μορφολογία
morrow	0	1	0	0	0	0	0	0	0	0	αύριο
morsel	0	0	0	0	0	1	0	0	0	0	κομματάκι
mortal	0	0	0	0	0	1	0	0	0	0	θνητός
mortality	1	0	0	1	0	1	0	1	0	0	θνησιμότητα
mortar	0	0	0	0	0	0	1	0	0	0	γουδί
mortgage	0	0	0	1	0	0	0	0	0	0	στεγαστικών δανείων
mortgagee	0	0	0	0	0	0	0	0	0	1	ενυπόθηκος δανειστής
mortgagor	0	0	0	1	0	0	0	0	0	0	υποθηκευτής
mortification	0	1	1	1	0	1	0	1	0	0	ταπείνωση
mortuary	0	0	0	1	0	1	0	1	0	0	νεκροτομείο
mosaic	0	0	0	0	0	0	0	0	0	0	μωσαϊκό
mosquito	1	0	1	0	0	1	0	0	0	0	κουνούπι
moss	0	0	0	0	0	0	0	0	0	0	βρύο
mossy	0	0	0	0	0	0	0	0	0	0	βρυώδης
mote	0	0	0	0	0	0	0	0	0	0	μικρό μόριο
moth	0	0	0	0	0	0	0	0	0	0	σκώρος
mother	0	1	0	0	1	1	1	1	0	1	μητέρα
motherhood	0	0	0	0	1	0	1	0	0	1	μητρότητα
motion	0	1	0	0	0	0	0	0	0	0	κίνηση
motionless	0	0	0	0	0	0	0	0	0	0	ακίνητος
motive	0	0	0	0	0	0	1	0	0	0	κίνητρο
motley	0	0	0	0	0	0	0	0	0	0	ποικιλόχρους
motor	0	0	0	0	0	0	0	0	0	0	μοτέρ
motorbike	0	0	0	0	0	0	0	0	0	0	μηχανάκι
motorcycle	0	0	0	0	0	0	0	0	0	0	μοτοσυκλέτα
motte	0	0	0	0	0	0	0	0	0	0	motte
mottled	0	0	0	0	0	0	0	0	0	0	διάστικτος
motto	0	0	0	0	0	0	0	0	0	0	ρητό
mould	0	0	0	0	0	0	0	0	0	0	μούχλα
mound	0	0	0	0	0	0	0	0	0	0	ανάχωμα
mount	0	0	0	0	0	0	0	0	0	0	βουνό
mountain	0	1	0	0	0	0	0	0	0	0	βουνό
mountaineer	0	0	0	0	0	0	0	0	0	0	ορειβάτης
mountainous	0	0	0	0	0	0	0	0	0	0	ορεινός
mourn	0	0	0	0	0	1	0	1	0	0	θρηνώ
mournful	1	0	0	1	0	1	0	1	0	0	λυπηρός
mourning	0	0	0	0	0	1	0	1	0	0	πένθος
mouse	0	0	0	0	0	0	0	0	0	0	ποντίκι
moustache	0	0	0	0	0	0	0	0	0	0	μουστάκι
mouth	0	0	0	0	0	0	0	0	1	0	στόμα
mouthful	0	0	1	0	0	0	0	0	0	0	μπουκιά
mouthpiece	0	0	0	0	0	0	0	0	0	0	στόμιο
movable	0	0	0	0	0	0	1	0	0	0	κινητός
move	0	0	0	0	0	0	0	0	0	0	κίνηση
movement	0	0	0	0	0	0	0	0	0	0	κίνηση
mover	0	0	0	0	0	0	1	0	0	0	υποκινητής
movie	0	0	0	0	0	0	0	0	0	0	ταινία
moving	0	0	0	0	0	0	0	0	0	0	κίνηση
mow	0	0	0	0	0	0	0	0	0	0	θερίζω
muck	0	0	1	0	0	1	0	0	0	0	βόρβορος
mucous	0	0	1	0	0	0	0	0	0	0	βλεννώδης
mucus	0	0	1	0	0	0	0	0	0	0	φλέγμα
mud	0	0	0	0	0	1	0	0	0	0	λάσπη
muddle	0	0	0	0	0	1	0	0	0	0	συγχύζομαι
muddled	0	0	0	0	0	1	0	0	0	0	μπερδεμένος
muddy	0	0	1	0	0	1	0	0	0	0	λασπωμένος
muff	1	0	1	0	0	1	0	0	0	0	μανσόν
muffled	0	0	0	0	0	0	0	0	0	0	φιμωμένος
muffler	0	0	0	0	0	0	0	0	0	0	κασκόλ
mug	1	0	0	1	0	1	1	1	0	0	κούπα
mule	1	0	0	0	0	1	0	0	0	1	μουλάρι
multilateral	0	0	0	0	0	0	0	0	0	0	πολύπλευρος
multiple	0	0	0	0	0	0	0	0	0	0	πολλαπλούς
multiplex	0	0	0	0	0	0	0	0	0	0	πολλαπλός
multiplication	0	0	0	0	0	0	0	0	0	0	πολλαπλασιασμός
multiplicity	0	0	0	0	0	0	0	0	0	0	πολλαπλότητα
multiplied	0	0	0	0	0	0	0	0	0	0	πολλαπλασιάζονται
multiplier	0	0	0	0	0	0	0	0	0	0	πολλαπλασιαστής
multiply	0	0	0	0	0	0	0	0	0	0	πολλαπλασιάζω
multitude	0	0	0	0	0	0	0	0	0	0	πλήθος
mum	0	0	0	1	0	1	0	0	0	0	μαμά
mumble	0	0	0	0	0	1	0	0	0	0	ψέλλισμα
mummy	0	0	0	0	0	0	0	0	0	0	μούμια
mumps	0	0	0	0	0	1	0	0	0	0	παρωτίτιδα
munch	0	0	0	0	0	0	0	0	0	0	τραγανίζω
mundane	0	0	0	0	0	0	0	0	0	0	τετριμμένο
municipal	0	0	0	0	0	0	0	0	0	0	δημοτικός
municipality	0	0	0	0	0	0	0	0	0	0	δήμος
mural	0	0	0	0	0	0	0	0	0	0	τοιχογραφία
murder	1	0	1	1	0	1	0	1	1	0	δολοφονία
murderer	1	0	1	1	0	1	0	1	0	0	δολοφόνος
murderous	1	0	1	1	0	1	0	1	1	0	φονικό
murky	0	0	1	0	0	1	0	1	0	0	σκοτεινός
murmur	0	0	0	0	0	0	0	0	0	0	μουρμούρισμα
muscle	0	0	0	0	0	0	0	0	0	0	μυς
muscular	0	0	0	0	0	0	1	0	0	0	μυώδης
muse	0	0	0	0	0	0	0	0	0	0	μούσα
muses	0	0	0	0	0	0	0	0	0	0	μούσες
museum	0	0	0	0	0	0	0	0	0	0	μουσείο
mush	0	0	0	0	0	0	0	0	0	0	χυλός
mushroom	0	0	0	0	0	0	0	0	0	0	μανιτάρι
music	0	0	0	0	1	0	1	1	0	0	ΜΟΥΣΙΚΗ
musical	1	1	0	0	1	0	1	1	1	1	μιούζικαλ
musician	0	0	0	0	0	0	0	0	0	0	μουσικός
musing	0	0	0	0	0	0	0	0	0	0	ονειροπόλος
musk	0	0	0	0	0	0	0	0	0	0	μόσχος
musket	0	0	0	1	0	0	0	0	0	0	μουσκέτο
muslin	0	0	0	0	0	0	0	0	0	0	μουσελίνα
muss	0	0	0	0	0	1	0	0	0	0	ακαταστασία
mustang	0	0	0	0	0	0	0	0	0	0	άγριος ίππος της Αμερικής
mustard	0	0	0	0	0	0	0	0	0	0	μουστάρδα
muster	0	0	0	0	0	0	0	0	0	0	μαζεύω
musty	0	0	1	0	0	1	0	0	0	0	μπαγιάτικος
mutable	0	1	0	0	0	0	1	0	0	0	ευμετάβλητος
mutant	0	0	0	0	0	1	0	0	0	0	μεταλλαγμένος
mutation	0	0	0	0	0	0	0	0	0	0	μετάλλαξη
mutilated	0	0	1	0	0	1	0	0	0	0	ακρωτηριασμένοι
mutilation	1	0	1	1	0	1	0	1	0	0	ακρωτηριασμός
mutiny	1	0	1	1	0	1	0	0	1	0	ανταρσία
mutter	1	0	0	0	0	1	0	0	0	0	μουρμούρισμα
mutton	0	0	0	0	0	0	0	0	0	0	αρνίσιο κρέας
mutual	0	0	0	0	0	0	1	0	0	0	αμοιβαίος
mutually	0	0	0	0	0	0	0	0	0	0	αμοιβαίως
muzzle	0	0	0	1	0	1	0	0	0	0	ρύγχος
myopia	1	0	0	0	0	1	0	1	0	0	μυωπία
myopic	0	0	0	0	0	0	0	0	0	0	μυωπικός
myriad	0	0	0	0	0	0	0	0	0	0	μυριάδα
mysterious	0	1	0	1	0	0	0	0	1	0	μυστηριώδης
mystery	0	1	0	0	0	0	0	0	1	0	μυστήριο
mystic	0	0	0	0	0	0	0	0	1	0	μυστικιστής
mystical	0	0	0	0	0	0	0	0	0	0	μυστηριώδης
mysticism	0	0	0	0	0	0	0	0	0	0	μυστικισμός
myth	0	0	0	0	0	0	0	0	0	0	μύθος
mythic	0	0	0	0	0	0	0	0	0	0	μυθικός
mythical	0	0	0	0	0	0	0	0	0	0	μυθικός
mythological	0	0	0	0	0	0	0	0	0	0	μυθολογικός
mythology	0	0	0	0	0	0	0	0	0	0	μυθολογία
nab	0	0	0	0	0	1	0	0	1	0	συλλαμβάνω
nadir	0	0	0	0	0	1	0	0	0	0	ναδίρ
nag	1	0	0	0	0	1	0	0	0	0	αλογάκι
nail	0	0	0	0	0	0	0	0	0	0	καρφί
naive	0	0	0	0	0	1	0	0	0	0	αφελής
naked	0	0	0	0	0	0	0	0	0	0	γυμνός
named	0	0	0	0	0	0	0	0	0	0	ονομάστηκε
nameless	0	0	1	0	0	1	0	0	0	0	ανώνυμος
namesake	0	0	0	0	0	0	0	0	0	0	συνώνυμος
naming	0	0	0	0	0	0	0	0	0	0	ονοματοδοσία
nanny	0	0	0	0	0	0	0	0	0	0	νταντά
nanometer	0	0	0	0	0	0	0	0	0	0	νανόμετρο
nap	0	0	0	0	1	0	1	0	0	0	υπνάκο
nape	0	0	0	0	0	0	0	0	0	0	αυχένας
napkin	0	0	0	0	0	0	0	1	0	0	χαρτοπετσέτα
napping	0	0	0	0	0	0	0	0	0	0	υπνάκο
nappy	0	0	1	0	0	1	0	0	0	0	χνουδωτός
narcotic	0	0	0	0	0	1	0	0	0	0	ναρκωτικό
narrate	0	0	0	0	0	0	0	0	0	0	διηγούμαι
narration	0	0	0	0	0	0	0	0	0	0	αφήγηση
narrative	0	0	0	0	0	0	0	0	0	0	αφήγημα
narrator	0	0	0	0	0	0	0	0	0	0	αφηγητής
narrow	0	0	0	0	0	0	0	0	0	0	στενός
narrowing	0	0	0	0	0	0	0	0	0	0	στένωση
nascent	0	1	0	0	0	0	0	0	0	0	γεννημένος
nasty	1	0	1	1	0	1	0	1	0	0	δυσάρεστος
natal	0	0	0	0	0	0	0	0	0	0	γενέθλιος
nation	0	0	0	0	0	0	0	0	0	1	έθνος
national	0	0	0	0	0	0	0	0	0	0	εθνικός
nationality	0	0	0	0	0	0	0	0	0	0	ιθαγένεια
native	0	0	0	0	0	0	0	0	0	0	ντόπιος
nativity	0	0	0	0	0	0	0	0	0	0	γέννηση
naturalist	0	0	0	0	0	0	1	0	0	0	φυσιοδίφης
naturalization	0	0	0	0	0	0	0	0	0	0	πολιτογράφηση
naturalized	0	0	0	0	0	0	0	0	0	0	πολιτογραφήθηκε
naturally	0	0	0	0	0	0	0	0	0	0	Φυσικά
nature	0	0	0	0	0	0	0	0	0	0	φύση
naught	0	0	0	0	0	0	0	0	0	0	μηδέν
naughty	0	0	0	0	0	1	0	0	0	0	άτακτος
nausea	0	0	1	0	0	1	0	0	0	0	ναυτία
nauseous	0	0	1	0	0	1	0	1	0	0	αηδιαστικός
nautical	0	0	0	0	0	0	0	0	0	0	ναυτικός
naval	0	0	0	0	0	0	0	0	0	0	ναυτικός
nave	0	0	0	0	0	0	0	0	0	0	κύριος ναός
navel	0	0	0	0	0	0	0	0	0	0	ομφαλός
navigable	0	1	0	0	0	0	1	0	0	0	πλωτός
navigate	0	0	0	0	0	0	0	0	0	0	κυβερνώ
navigation	0	0	0	0	0	0	0	0	0	0	πλοήγηση
navigator	0	1	0	0	0	0	0	0	0	1	πλοηγός
navy	0	0	0	0	0	0	0	0	0	0	ΠΟΛΕΜΙΚΟ ΝΑΥΤΙΚΟ
nay	0	0	0	0	0	1	0	0	0	0	μάλλον
neatly	0	0	0	0	0	0	1	0	0	0	νοικοκυρεμένα
nebula	0	0	0	0	0	0	0	0	0	0	νεφέλωμα
nebulae	0	0	0	0	0	0	0	0	0	0	νεφελώματα
nebulous	0	0	0	0	0	0	0	0	0	0	νεφελώδης
necessarily	0	0	0	0	0	0	0	0	0	0	αναγκαίως
necessitate	0	0	0	0	0	0	0	0	0	0	καθιστώ αναγκαίο
necessities	0	0	0	0	0	0	0	0	0	0	ανάγκες
necessity	0	0	0	0	0	0	0	1	0	0	ανάγκη
neck	0	0	0	0	0	0	0	0	0	0	λαιμός
necklace	0	0	0	0	0	0	0	0	0	0	κολιέ
necrosis	0	0	0	0	0	0	0	0	0	0	νέκρωση
nectar	0	0	0	0	0	0	1	0	0	0	νέκταρ
needful	0	0	0	0	0	1	0	0	0	0	ενδεής
needle	0	0	0	0	0	0	1	0	0	0	βελόνα
needless	0	0	0	0	0	0	0	0	0	0	περιττός
needy	0	0	0	0	0	1	0	0	0	0	ενδεής
nefarious	0	0	1	1	0	1	0	1	1	0	άνομος
negation	1	0	0	0	0	1	0	0	0	0	άρνηση
negative	0	0	0	0	0	1	0	1	0	0	αρνητικός
neglect	0	0	0	0	0	1	0	0	0	0	παραμέληση
neglected	1	0	1	0	0	1	0	1	0	0	αφρόντιστος
neglecting	0	0	0	0	0	1	0	0	0	0	παραμελώντας
negligence	0	0	0	0	0	1	0	0	0	0	αμέλεια
negligent	0	0	0	0	0	1	0	0	0	0	αμελής
negligently	0	0	0	0	0	1	0	0	0	0	από αμέλεια
negligible	0	0	0	0	0	0	0	0	0	0	αμελητέος
negotiate	0	0	0	0	0	0	1	0	0	1	διαπραγματεύομαι
negotiation	0	0	0	0	0	0	0	0	0	0	διαπραγμάτευση
negotiator	0	0	0	0	0	0	1	0	0	0	διαπραγματευτής
negro	0	0	0	0	0	1	0	1	0	0	Νέγρος
neigh	0	0	0	0	0	0	0	0	0	0	χλιμίντρισμα
neighbor	0	1	0	0	0	0	1	0	0	1	γείτονας
neighborhood	0	1	0	0	0	0	0	0	0	0	γειτονιά
neighboring	0	0	0	0	0	0	0	0	0	0	γειτονικός
neonatal	0	0	0	0	0	0	0	0	0	0	νεογνικό
neophyte	0	0	0	0	0	0	0	0	0	0	νεοφώτιστος
neoprene	0	0	0	0	0	0	0	0	0	0	νεοπρένιο
nephew	0	0	0	0	0	0	0	0	0	0	ανιψιός
nepotism	1	0	1	0	0	1	0	1	0	0	νεποτισμός
nerve	0	0	0	0	0	0	1	0	0	0	νεύρο
nervous	0	1	0	1	0	1	0	0	0	0	νευρικός
nervousness	0	0	0	1	0	0	0	0	0	0	νευρικότητα
ness	0	0	0	0	0	0	0	0	0	0	ness
nest	0	0	0	0	0	0	0	0	0	1	φωλιά
nestle	0	0	0	0	0	0	1	0	0	1	φωλιάζω
nestling	0	0	0	0	0	0	0	0	0	0	πουλάκι
net	0	0	0	0	0	0	0	0	0	0	καθαρά
nether	1	0	0	1	0	1	0	1	0	0	κάτω
netting	0	0	0	0	0	0	0	0	0	0	δικτύωμα
nettle	1	0	1	0	0	1	0	0	0	0	τσουκνίδα
network	0	1	0	0	0	0	0	0	0	0	δίκτυο
neuralgia	0	0	0	1	0	1	0	1	0	0	νευραλγία
neurology	0	0	0	0	0	0	0	0	0	0	νευρολογία
neurosis	0	0	0	1	0	1	0	1	0	0	νεύρωση
neurotic	0	0	1	1	0	1	0	0	0	0	νευρωτικός
neuter	0	0	0	0	0	0	0	0	0	0	ουδέτερος
neutral	0	1	0	0	0	0	0	0	0	1	ουδέτερος
neutrality	0	0	0	0	0	0	0	0	0	1	ουδετερότητα
neutralize	0	0	0	0	0	0	0	0	0	0	εξουδετερώνω
newborn	0	0	0	0	0	0	0	0	0	0	νεογέννητος
newcomer	0	0	0	1	0	0	0	0	1	0	νεοφερμένος
newly	0	0	0	0	0	0	0	0	0	0	πρόσφατα
newness	0	0	0	0	0	0	0	0	0	0	φρεσκάδα
news	0	0	0	0	0	0	0	0	0	0	Νέα
newspaper	0	0	0	0	0	0	0	0	0	0	εφημερίδα
newsstand	0	0	0	0	0	0	0	0	0	0	περίπτερο εφημερίδων
nib	0	0	0	0	0	0	0	0	0	0	μύτη
nibble	0	0	0	0	0	0	0	0	0	0	ροκανίζω
niche	0	0	0	0	0	0	0	0	0	0	κόγχη
nichts	0	0	0	0	0	0	0	0	0	0	κόγχες
nick	0	0	0	0	0	0	0	0	0	0	Νίκος
nickel	0	0	0	0	0	0	0	0	0	0	νικέλιο
nickname	0	0	0	0	0	0	0	0	0	0	παρατσούκλι
nicotine	0	0	1	0	0	1	0	0	0	0	νικοτίνη
niece	0	0	0	0	0	0	0	0	0	0	ανηψιά
nigh	0	0	0	0	0	0	0	0	0	0	σχεδόν
night	0	0	0	0	0	0	0	0	0	0	Νύχτα
nightfall	0	0	0	0	0	0	0	0	0	0	σούρουπο
nightingale	0	0	0	0	0	0	0	0	0	0	αηδόνι
nightmare	0	0	0	1	0	1	0	0	0	0	εφιάλτης
nihilism	0	0	0	0	0	1	0	0	0	0	μηδενισμός
nil	0	0	0	0	0	0	0	0	0	0	μηδέν
nimble	0	0	0	0	0	0	0	0	0	0	ευκίνητος
ninety	0	0	0	0	0	0	0	0	0	0	ενενήντα
ninth	0	0	0	0	0	0	0	0	0	0	ένατος
nip	0	0	0	0	0	0	0	0	0	0	τσιμπώ
nipple	0	0	0	0	0	0	0	0	0	0	θηλή
nix	0	0	0	0	0	0	0	0	0	0	νεράιδα
nobility	0	1	0	0	0	0	1	0	0	1	αρχοντιά
noble	0	0	0	0	0	0	1	0	0	1	ευγενής
nobleman	0	0	0	0	0	0	1	0	0	1	ευγενής
nocturnal	0	0	0	0	0	0	0	0	0	0	νυκτερινός
nod	0	0	0	0	0	0	0	0	0	0	νεύμα
nodding	0	0	0	0	0	0	0	0	0	0	νεύση
node	0	0	0	0	0	0	0	0	0	0	κόμβος
nodular	0	0	0	0	0	0	0	0	0	0	κομβώδης
nodule	0	0	0	0	0	0	0	0	0	0	μικρός κόμβος
noise	0	0	0	0	0	1	0	0	0	0	θόρυβος
noisy	1	0	0	0	0	1	0	0	0	0	θορυβώδης
nomad	0	0	0	0	0	0	0	0	0	0	νομάς
nomadic	0	0	0	0	0	0	0	0	0	0	νομαδικός
nomenclature	0	0	0	0	0	0	0	0	0	0	ονοματολογία
nominal	0	0	0	0	0	0	0	0	0	0	ονομαστικός
nominate	0	0	0	0	0	0	0	0	0	0	προτείνω
nomination	0	0	0	0	0	0	1	0	0	0	υποψηφιότητα
nominee	0	0	0	0	0	0	0	0	0	0	υποψήφιος
nonce	0	0	0	0	0	0	0	0	0	0	καμία φορά
noncompliance	1	1	0	1	0	1	0	1	0	0	μη συμμόρφωση
nondescript	0	0	0	0	0	0	0	0	0	0	αχαρακτήριστος
nonexistent	0	0	0	0	0	0	0	0	0	0	ανύπαρκτος
nonpayment	0	0	0	0	0	0	0	0	0	0	μη πληρωμή
nonresident	0	0	0	0	0	0	0	0	0	0	μη κάτοικος
nonsense	0	0	0	0	0	1	0	0	0	0	ανοησίες
nonsensical	0	0	0	0	0	1	0	1	0	0	ανόητος
noodle	0	0	0	0	0	0	0	0	0	0	μανέστρα
nook	0	0	0	0	0	0	0	0	0	0	γωνιά
noon	0	0	0	0	0	0	0	0	0	0	μεσημέρι
noose	0	0	0	0	0	1	0	1	0	0	θηλιά
norm	0	0	0	0	0	0	0	0	0	0	κανόνας
normal	0	0	0	0	0	0	0	0	0	0	κανονικός
normalcy	0	0	0	0	0	0	0	0	0	0	κανονικότητα
normality	0	0	0	0	0	0	1	0	0	0	κανονικότητα
nose	0	0	1	0	0	0	0	0	0	0	μύτη
nostalgia	0	0	0	0	0	0	0	0	0	0	νοσταλγία
nostril	0	0	0	0	0	0	0	0	0	0	ρουθούνι
notable	0	0	0	0	1	0	1	0	0	1	αξιοσημείωτος
notables	0	0	0	0	0	0	1	0	0	0	αξιόλογοι
notably	0	0	0	0	0	0	0	0	0	0	ιδιαίτερα
notary	0	0	0	0	0	0	0	0	0	1	συμβολαιογράφος
notation	0	0	0	0	0	0	0	0	0	0	σημειογραφία
notch	0	0	0	0	0	0	0	0	0	0	εγκοπή
notched	0	0	0	0	0	0	0	0	0	0	οδοντωτός
note	0	0	0	0	0	0	0	0	0	0	Σημείωση
notebook	0	0	0	0	0	0	0	0	0	0	σημειωματάριο
noted	0	0	0	0	0	0	1	0	0	0	διάσημος
noteworthy	0	0	0	0	0	0	0	0	0	0	αξιοσημείωτος
nothingness	0	0	0	0	0	1	0	1	0	0	ανυπαρξία
notice	0	0	0	0	0	0	0	0	0	0	ειδοποίηση
noticeable	0	0	0	0	0	0	0	0	0	0	αξιοπρόσεχτος
notification	0	1	0	0	0	0	0	0	0	0	Γνωστοποίηση
notify	0	0	0	0	0	0	0	0	0	0	κοινοποιώ
notion	0	0	0	0	0	0	1	0	0	0	έννοια
notional	0	0	0	0	0	0	0	0	0	0	θεωρητικός
notoriety	1	0	1	1	0	1	1	0	0	0	κακή φήμη
notwithstanding	0	0	0	0	0	0	0	0	0	0	παρά
nought	0	0	0	0	0	0	0	0	0	0	μηδέν
noun	0	0	0	0	0	0	0	0	0	0	ουσιαστικό
nourish	0	0	0	0	0	0	0	0	0	0	τρέφω
nourishment	0	0	0	0	0	0	1	0	0	0	θρέψη
nouveau	0	0	0	0	0	0	0	0	0	0	νουβό
novelty	0	0	0	0	0	0	0	0	0	0	καινοτομία
novice	0	0	0	0	0	0	0	0	0	0	αρχάριος
nowadays	0	0	0	0	0	0	0	0	0	0	στην εποχή μας
noxious	0	0	1	1	0	1	0	0	0	0	επιβλαβής
nozzle	0	0	0	0	0	0	0	0	0	0	στόμιο
nuance	0	0	0	0	0	0	0	0	0	0	απόχρωση
nuances	0	0	0	0	0	0	0	0	0	0	αποχρώσεις
nucleus	0	0	0	0	0	0	0	0	0	0	πυρήνας
nude	0	0	0	0	0	0	0	0	0	0	γυμνός
nudge	0	0	0	0	0	0	0	0	0	0	σκουντώ
nudity	0	0	0	0	0	0	0	0	0	0	γυμνότητα
nugget	0	0	0	0	0	0	0	0	0	0	όγκος χρυσού
nuisance	1	0	0	0	0	1	0	0	0	0	ενόχληση
nul	0	0	0	0	0	1	0	0	0	0	μηδενική
null	0	0	0	0	0	0	0	0	0	0	μηδενικό
nullify	0	0	0	0	0	1	0	0	1	0	ακυρώ
numb	0	0	0	0	0	1	0	0	0	0	μουδιασμένος
number	0	0	0	0	0	0	0	0	0	0	αριθμός
numbering	0	0	0	0	0	0	0	0	0	0	αρίθμηση
numbers	0	0	0	0	0	0	1	0	0	0	αριθμοί
numbness	0	0	0	0	0	1	0	1	0	0	μούδιασμα
numeral	0	0	0	0	0	0	0	0	0	0	αριθμός
numerator	0	0	0	0	0	0	0	0	0	0	αριθμητής
numerical	0	0	0	0	0	0	0	0	0	0	αριθμητικός
numerically	0	0	0	0	0	0	0	0	0	0	αριθμητικά
numerous	0	0	0	0	0	0	0	0	0	0	πολυάριθμος
nun	0	0	0	0	0	1	0	0	0	1	καλόγρια
nurse	0	0	0	0	0	0	1	0	0	1	νοσοκόμα
nursery	0	0	0	0	1	0	1	0	0	1	φυτώριο
nurture	1	1	1	1	1	0	1	0	0	1	ανατροφή
nutmeg	0	0	0	0	0	0	0	0	0	0	μοσχοκάρυδο
nutrition	0	0	0	0	0	0	0	0	0	0	θρέψη
nutritious	0	0	0	0	0	0	1	1	0	0	θρεπτικός
nutritive	0	0	0	0	0	0	0	0	0	0	θρεπτικός
nuts	0	0	0	0	0	0	0	0	0	0	ΞΗΡΟΙ ΚΑΡΠΟΙ
nymph	0	0	0	0	0	0	0	0	0	0	νύμφη
oaf	0	0	0	0	0	1	0	0	0	0	βλάκας
oak	0	0	0	0	0	0	1	0	0	0	δρυς
oar	0	0	0	0	0	0	0	0	0	0	κουπί
oasis	0	1	0	0	1	0	1	0	0	1	όαση
oath	0	0	0	0	0	0	1	0	0	1	όρκος
oatmeal	0	0	0	0	0	0	0	0	0	0	πλιγούρι βρώμης
obedience	0	0	0	0	0	0	1	0	0	1	υπακοή
obedient	0	0	0	0	0	0	0	0	0	0	υπάκουος
obediently	0	0	0	0	0	0	0	0	0	0	υπάκουα
obelisk	0	0	0	0	0	0	0	0	0	0	οβελίσκος
obese	0	0	1	0	0	1	0	0	0	0	παχύσαρκος
obesity	0	0	1	0	0	1	0	1	0	0	ευσαρκία
obey	0	0	0	1	0	0	0	0	0	1	υπακούω
obi	0	0	1	1	0	1	0	0	0	0	μαγεία
obit	0	0	0	0	0	1	0	1	1	0	obit
obituary	0	0	0	0	0	1	0	1	0	0	νεκρολογία
object	0	0	0	0	0	0	0	0	0	0	αντικείμενο
objection	1	0	0	0	0	1	0	0	0	0	ένσταση
objectionable	0	0	0	0	0	1	0	0	0	0	απαράδεκτος
objective	0	1	0	0	0	0	1	0	0	1	σκοπός
obligation	0	0	0	0	0	0	0	0	0	0	υποχρέωση
obligatory	0	0	0	0	0	0	0	0	0	0	υποχρεωτικός
oblige	0	0	0	0	0	1	0	0	0	1	υποχρεώνω
obliged	0	0	0	0	0	0	0	0	0	0	υποχρεωμένος
obliging	1	1	1	1	1	0	1	0	1	1	περιποιητικός
obligor	0	0	0	1	0	1	0	0	0	0	υπόχρεος
oblique	0	0	0	0	0	0	0	0	0	0	λοξός
obliterate	1	0	0	1	0	1	0	1	0	0	σβήνω
obliterated	1	0	0	1	0	1	0	0	0	0	εξαλειφθεί
