English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Tamil Word
meniscus	0	0	0	0	0	0	0	0	0	0	மாதவிடாய்
menses	0	0	0	0	0	0	1	0	0	0	மாதவிடாய்
menstrual	0	0	0	0	0	0	0	0	0	0	மாதவிடாய்
mental	0	0	0	0	0	0	0	0	0	0	மன
mention	0	0	0	0	0	0	0	0	0	0	குறிப்பிடவும்
mentor	0	0	0	0	0	0	1	0	0	1	வழிகாட்டி
menu	0	0	0	0	0	0	0	0	0	0	பட்டியல்
meow	0	0	0	0	0	0	0	0	0	0	மியாவ்
mercantile	0	0	0	0	0	0	0	0	0	0	வணிகர்
mercenary	0	0	0	1	0	1	0	0	0	0	கூலிப்படை
merchandise	0	0	0	0	0	0	0	0	0	0	வணிகப் பொருட்கள்
merchant	0	0	0	0	0	0	0	0	0	1	வணிகர்
merciful	0	0	0	0	0	0	1	0	0	0	இரக்கமுள்ள
merciless	0	0	0	1	0	1	0	0	0	0	இரக்கமற்ற
mercurial	0	0	0	0	0	0	0	0	0	0	பாதரசம்
mercy	0	0	0	0	0	0	1	0	0	0	கருணை
mere	0	0	0	0	0	0	0	0	0	0	வெறும்
merge	0	1	0	0	0	0	1	0	0	0	ஒன்றிணைக்க
meridian	0	0	0	0	0	0	0	0	0	0	நடுக்கோடு
meridional	0	0	0	0	0	0	0	0	0	0	நடுப்பகுதி
merit	0	0	0	0	0	0	1	0	0	1	தகுதி
meritorious	0	0	0	0	1	0	1	0	0	1	தகுதியான
mermaid	0	0	0	0	0	0	0	0	0	0	தேவதை
merriment	0	0	0	0	1	0	1	0	1	0	மகிழ்ச்சி
merry	0	0	0	0	1	0	1	0	0	0	மகிழ்ச்சி
mesa	0	0	0	0	0	0	0	0	0	0	மேசா
mesh	0	0	0	0	0	0	0	0	0	0	கண்ணி
meshes	0	0	0	0	0	0	0	0	0	0	கண்ணி
mesmerized	0	0	0	0	0	0	0	0	0	0	மயங்கினார்
mess	0	0	1	0	0	1	0	0	0	0	குழப்பம்
message	0	0	0	0	0	0	0	0	0	0	செய்தி
messenger	0	0	0	0	0	0	0	0	0	1	தூதுவர்
messy	0	0	1	0	0	1	0	0	0	0	குழப்பமான
metabolism	0	0	0	0	0	0	0	0	0	0	வளர்சிதை மாற்றம்
metal	0	0	0	0	0	0	0	0	0	0	உலோகம்
metallurgy	0	0	0	0	0	0	0	0	0	0	உலோகவியல்
metamorphosis	0	0	0	0	0	0	0	0	0	0	உருமாற்றம்
metaphor	0	0	0	0	0	0	0	0	0	0	உருவகம்
metaphorical	0	0	0	0	0	0	0	0	0	0	உருவகம்
metaphysical	0	0	0	0	0	0	0	0	0	0	மனோதத்துவ
metaphysics	0	0	0	0	0	0	0	0	0	0	மீமெய்யியல்
metastasis	0	0	0	0	0	1	0	0	0	0	மெட்டாஸ்டாஸிஸ்
meteor	0	0	0	0	0	0	0	0	0	0	விண்கல்
meteoric	0	0	0	0	0	0	0	0	0	0	விண்கல்
meteorite	0	0	0	0	0	0	0	0	0	0	விண்கல்
meteorological	0	0	0	0	0	0	0	0	0	0	வானிலையியல்
meteorology	0	0	0	0	0	0	0	0	0	0	வானிலையியல்
meter	0	0	0	0	0	0	0	0	0	0	மீட்டர்
methanol	0	0	0	0	0	1	0	0	0	0	மெத்தனால்
method	0	0	0	0	0	0	0	0	0	0	முறை
methodical	0	0	0	0	0	0	0	0	0	0	முறையான
meticulous	0	0	0	0	0	0	0	0	0	0	உன்னிப்பாக
metric	0	0	0	0	0	0	0	0	0	0	மெட்ரிக்
metrical	0	0	0	0	0	0	0	0	0	0	அளவீட்டு
metrology	0	0	0	0	0	0	0	0	0	0	அளவியல்
metropolis	0	0	0	0	0	0	0	0	0	0	பெருநகரம்
metropolitan	0	0	0	0	0	0	1	0	0	0	பெருநகரம்
mettle	0	0	0	0	0	0	1	0	0	0	கனிவு
mew	0	0	0	0	0	0	0	0	0	0	mew
mica	0	0	0	0	0	0	0	0	0	0	மைக்கா
mick	0	0	0	0	0	0	0	0	0	0	மிக்
microbe	0	0	0	0	0	0	0	0	0	0	நுண்ணுயிர்
microbiology	0	0	0	0	0	0	0	0	0	0	நுண்ணுயிரியல்
microcosm	0	0	0	0	0	0	0	0	0	0	நுண்ணுயிர்
microgram	0	0	0	0	0	0	0	0	0	0	மைக்ரோகிராம்
micrometer	0	0	0	0	0	0	0	0	0	0	மைக்ரோமீட்டர்
micron	0	0	0	0	0	0	0	0	0	0	மைக்ரான்
microphone	0	0	0	0	0	0	0	0	0	0	ஒலிவாங்கி
microscope	0	0	0	0	0	0	0	0	0	1	நுண்ணோக்கி
microscopic	0	0	0	0	0	0	0	0	0	0	நுண்ணிய
microscopically	0	0	0	0	0	0	0	0	0	0	நுண்ணோக்கி
microscopy	0	0	0	0	0	0	1	0	0	0	நுண்ணோக்கி
mid	0	0	0	0	0	0	0	0	0	0	நடுப்பகுதி
midday	0	0	0	0	0	0	0	0	0	0	மத்தியானம்
middle	0	0	0	0	0	0	0	0	0	0	நடுத்தர
middleman	0	0	0	0	0	0	0	0	0	0	இடைத்தரகர்
midland	0	0	0	0	0	0	0	0	0	0	நடுநிலம்
midnight	0	0	0	0	0	0	0	0	0	0	நள்ளிரவு
midst	0	0	0	0	0	0	0	0	0	0	மத்தியில்
midsummer	0	0	0	0	0	0	0	0	0	0	மத்திய கோடை
midway	0	0	0	0	0	0	0	0	0	0	நடுவழியில்
midwife	0	1	0	0	1	1	1	0	0	1	மருத்துவச்சி
midwifery	0	0	0	0	0	0	1	0	0	0	மருத்துவச்சி
mien	0	0	0	0	0	0	0	0	0	0	மியன்
mighty	1	0	0	1	1	0	1	0	0	1	வலிமைமிக்க
migrate	0	0	0	0	0	0	0	0	0	0	இடம்பெயர
migration	0	0	0	0	0	0	0	0	0	0	இடம்பெயர்தல்
migratory	0	0	0	0	0	0	0	0	0	0	புலம்பெயர்ந்த
mike	0	0	0	0	0	0	0	0	0	0	மைக்
mildew	0	0	1	0	0	1	0	0	0	0	பூஞ்சை காளான்
mile	0	0	0	0	0	0	0	0	0	0	மைல்
mileage	0	0	0	0	0	0	0	0	0	0	மைலேஜ்
milestone	0	0	0	0	0	0	0	0	0	0	மைல்கல்
militant	0	0	0	0	0	0	0	0	0	0	போராளி
military	0	0	0	1	0	0	0	0	0	0	இராணுவ
militia	1	0	0	1	0	1	0	1	0	0	போராளிகள்
milk	0	0	0	0	0	0	0	0	0	0	பால்
milky	0	0	0	0	0	0	0	0	0	0	பால் போன்ற
mill	0	1	0	0	0	0	0	0	0	0	ஆலை
millennium	0	0	0	0	0	0	0	0	0	0	மில்லினியம்
milligram	0	0	0	0	0	0	0	0	0	0	மில்லிகிராம்
millimeter	0	0	0	0	0	0	0	0	0	0	மில்லிமீட்டர்
million	0	0	0	0	0	0	0	0	0	0	மில்லியன்
millionaire	0	0	0	0	0	0	0	0	0	0	கோடீஸ்வரன்
mime	0	0	0	0	0	0	1	0	0	0	மைம்
mimic	0	0	0	0	0	0	0	0	0	0	மிமிக்
mimicking	0	0	0	0	0	0	0	0	0	0	பிரதிபலிப்பு
mimicry	0	0	0	0	0	1	0	0	1	0	மிமிக்ரி
mind	0	0	0	0	0	0	0	0	0	0	மனம்
minded	0	0	0	0	0	0	0	0	0	0	மனம் கொண்ட
mindful	0	0	0	0	0	0	1	0	0	0	கவனத்துடன்
mindfulness	0	0	0	0	0	0	1	0	0	0	நினைவாற்றல்
mine	0	0	0	0	0	0	0	0	0	0	என்னுடையது
miner	0	0	0	0	0	0	0	0	0	0	சுரங்கத் தொழிலாளி
mineral	0	0	0	0	0	0	0	0	0	0	கனிம
mineralogy	0	0	0	0	0	0	0	0	0	0	கனிமவியல்
mingle	0	0	0	0	0	0	0	0	0	0	கலந்து
mingled	0	0	0	0	0	0	0	0	0	0	கலந்தது
miniature	0	0	0	0	0	0	0	0	0	0	மினியேச்சர்
minibus	0	0	0	0	0	0	0	0	0	0	மினிபஸ்
minim	0	0	0	0	0	0	0	0	0	0	குறைந்தபட்சம்
minimize	0	0	0	0	0	1	0	0	0	0	குறைக்க
minimum	0	0	0	0	0	1	0	0	0	0	குறைந்தபட்சம்
minister	0	0	0	0	0	0	0	0	0	0	மந்திரி
ministerial	0	0	0	0	0	0	0	0	0	0	மந்திரி
ministry	0	0	0	0	1	0	1	0	0	1	அமைச்சகம்
minivan	0	0	0	0	0	0	0	0	0	0	மினிவேன்
minnow	0	0	0	0	0	0	0	0	0	0	சிறிய
minor	0	0	0	0	0	0	0	0	0	0	சிறிய
minority	0	0	0	0	0	1	0	0	0	0	சிறுபான்மை
minstrel	0	0	0	0	0	0	0	0	0	0	மினிஸ்ட்ரல்
mint	0	0	0	0	0	0	0	0	0	0	புதினா
minuscule	0	0	0	0	0	0	0	0	0	0	சிறிய
minute	0	0	0	0	0	0	0	0	0	0	நிமிடம்
minutiae	0	0	0	0	0	0	0	0	0	0	நுணுக்கங்கள்
mir	0	0	0	0	0	0	0	0	0	0	mir
miracle	0	1	0	0	1	0	1	0	1	1	அதிசயம்
miraculous	0	0	0	0	1	0	1	0	1	0	அதிசயமான
mirage	0	0	0	0	0	0	0	0	0	0	மிரட்சி
mire	0	0	1	0	0	1	0	0	0	0	சேற்று
mirror	0	0	0	0	0	0	0	0	0	0	கண்ணாடி
mirth	0	0	0	0	1	0	1	0	0	0	மகிழ்ச்சி
misappropriation	0	0	0	0	0	0	0	0	0	0	தவறாகப் பயன்படுத்துதல்
misbehavior	1	0	1	0	0	1	0	0	1	0	தவறான நடத்தை
miscarriage	0	0	0	1	0	1	0	1	0	0	கருச்சிதைவு
miscellaneous	0	0	0	0	0	0	0	0	0	0	இதர
miscellany	0	0	0	0	0	0	0	0	0	0	இதர
mischief	0	0	0	0	0	1	0	0	0	0	குறும்பு
mischievous	0	0	0	0	0	1	0	0	0	0	குறும்புக்கார
misconception	1	0	1	1	0	1	0	0	0	0	தவறான கருத்து
misconduct	0	0	1	0	0	1	0	0	0	0	தவறான நடத்தை
misdemeanor	0	0	0	0	0	0	0	0	0	0	தவறான நடத்தை
miserable	1	0	1	0	0	1	0	1	0	0	பரிதாபகரமான
miserably	0	0	0	0	0	1	0	1	0	0	பரிதாபமாக
misery	1	0	1	1	0	1	0	1	0	0	துயரத்தின்
misfortune	0	0	0	1	0	1	0	1	0	0	துரதிர்ஷ்டம்
misguided	0	0	1	0	0	1	0	0	0	0	தவறாக வழிநடத்தப்பட்டது
mishap	0	0	1	1	0	1	0	1	1	0	விபத்து
misinformed	0	0	0	0	0	0	0	0	0	0	தவறான தகவல்
misinterpretation	0	0	0	0	0	1	0	0	0	0	தவறான விளக்கம்
mislead	1	0	0	1	0	1	0	0	0	1	தவறாக வழிநடத்துகிறது
misleading	1	0	1	0	0	1	0	0	0	0	தவறாக வழிநடத்தும்
mismanagement	0	0	0	0	0	1	0	0	0	0	தவறான நிர்வாகம்
mismatch	0	0	0	0	0	1	0	0	0	0	பொருத்தமின்மை
mismatched	0	0	0	0	0	0	0	0	0	0	பொருந்தவில்லை
misnomer	0	0	0	0	0	1	0	0	0	0	தவறான பெயர்
misplace	1	0	1	0	0	1	0	0	0	0	தவறான இடம்
misplaced	0	0	0	0	0	1	0	0	0	0	தவறான இடம்
misrepresent	0	0	0	0	0	1	0	0	0	0	தவறாக சித்தரிக்கிறது
misrepresentation	0	0	0	0	0	1	0	1	0	0	தவறான விளக்கம்
misrepresented	1	0	0	0	0	1	0	0	0	0	தவறாக சித்தரிக்கப்பட்டது
miss	0	0	0	0	0	0	0	0	0	0	செல்வி
missile	0	0	0	1	0	0	0	0	0	0	ஏவுகணை
missing	0	0	0	1	0	1	0	1	0	0	காணவில்லை
mission	0	0	0	0	0	0	0	0	0	0	பணி
missionary	0	0	0	0	0	0	1	0	0	0	மிஷனரி
misstatement	1	0	1	0	0	1	0	0	0	0	தவறான அறிக்கை
mist	0	0	0	0	0	0	0	0	0	0	மூடுபனி
mistake	0	0	0	0	0	1	0	1	0	0	தவறு
mistaken	0	0	0	1	0	1	0	0	0	0	தவறாக
mister	0	0	0	0	0	0	0	0	0	0	மிஸ்டர்
mistress	1	0	1	0	0	1	0	0	0	0	எஜமானி
mistrust	0	0	1	1	0	1	0	0	0	0	அவநம்பிக்கை
misty	0	0	0	0	0	0	0	0	0	0	மூடுபனி
misunderstand	0	0	0	0	0	1	0	0	0	0	தவறாக புரிந்து கொள்ள
misunderstanding	1	0	0	0	0	1	0	1	0	0	தவறான புரிதல்
misuse	0	0	0	0	0	1	0	0	0	0	தவறான பயன்பாடு
mite	0	0	1	0	0	1	0	0	0	0	பூச்சி
miter	0	0	0	0	0	0	0	0	0	0	மிட்டர்
mitigation	0	0	0	0	0	0	0	0	0	0	தணிப்பு
mix	0	0	0	0	0	0	0	0	0	0	கலக்கவும்
mixed	0	0	0	0	0	0	0	0	0	0	கலந்தது
mixture	0	0	0	0	0	0	0	0	0	0	கலவை
moan	0	0	0	1	0	0	0	1	0	0	புலம்பல்
moat	0	0	0	0	0	0	0	0	0	1	அகழி
mob	1	0	0	1	0	1	0	0	0	0	கும்பல்
mobile	0	1	0	0	0	0	0	0	0	0	கைபேசி
mobility	0	0	0	0	0	0	0	0	0	0	இயக்கம்
mobilization	0	0	0	0	0	0	0	0	0	0	அணிதிரட்டல்
mobilize	0	0	0	0	0	0	0	0	0	0	அணிதிரட்ட
mockery	0	0	1	0	0	1	0	0	0	0	கேலி
mocking	1	0	1	0	0	1	0	1	0	0	கிண்டல்
modal	0	0	0	0	0	0	0	0	0	0	மாதிரி
modality	0	0	0	0	0	0	0	0	0	0	முறை
mode	0	0	0	0	0	0	0	0	0	0	முறை
model	0	0	0	0	0	0	1	0	0	0	மாதிரி
modeler	0	0	0	0	0	0	0	0	0	0	மாடலர்
moderate	0	0	0	0	0	0	1	0	0	0	மிதமான
moderately	0	0	0	0	0	0	0	0	0	0	மிதமான
moderating	0	0	0	0	0	0	0	0	0	0	மிதப்படுத்துதல்
moderation	0	0	0	0	0	0	0	0	0	0	மிதமான
moderator	0	0	0	0	0	0	1	0	0	1	மதிப்பீட்டாளர்
modern	0	0	0	0	0	0	0	0	0	0	நவீன
modernism	0	0	0	0	0	0	0	0	0	0	நவீனத்துவம்
modest	0	0	0	0	0	0	1	0	0	1	சாதாரண
modesty	0	0	0	0	0	0	1	0	0	0	அடக்கம்
modicum	0	0	0	0	0	0	0	0	0	0	மிதமான
modifiable	0	0	0	0	0	0	0	0	0	0	மாற்றத்தக்கது
modification	0	0	0	0	0	0	0	0	0	0	மாற்றம்
modified	0	0	0	0	0	0	0	0	0	0	மாற்றியமைக்கப்பட்டது
modify	0	0	0	0	0	0	0	0	1	0	மாற்றியமைக்க
modulate	0	0	0	0	0	0	0	0	0	0	பண்பேற்றம்
modulation	0	0	0	0	0	0	0	0	0	0	பண்பேற்றம்
module	0	0	0	0	0	0	0	0	0	0	தொகுதி
modulus	0	0	0	0	0	0	0	0	0	0	மாடுலஸ்
mogul	0	0	0	0	0	0	0	0	0	0	மன்னன்
moiety	0	0	0	0	0	0	0	0	0	0	பகுதி
moist	0	0	0	0	0	0	0	0	0	0	ஈரமான
moisture	0	0	0	0	0	0	0	0	0	0	ஈரம்
molar	0	0	0	0	0	0	0	0	0	0	கடைவாய்ப்பால்
molasses	0	0	0	0	0	0	0	0	0	0	வெல்லப்பாகு
mold	0	0	0	0	0	0	0	0	0	0	அச்சு
molded	0	0	0	0	0	0	0	0	0	0	வார்க்கப்பட்ட
molding	0	0	0	0	0	0	0	0	0	0	வடிவமைத்தல்
moldy	0	0	0	0	0	0	0	0	0	0	பூசப்பட்ட
molecular	0	0	0	0	0	0	0	0	0	0	மூலக்கூறு
molecule	0	0	0	0	0	0	0	0	0	0	மூலக்கூறு
molestation	1	0	1	1	0	1	0	1	0	0	துன்புறுத்தல்
molten	0	0	0	0	0	0	0	0	0	0	உருகிய
moment	0	0	0	0	0	0	0	0	0	0	கணம்
momentary	0	0	0	0	0	0	0	0	0	0	தற்காலிகமானது
momentous	0	0	0	0	0	0	0	0	0	0	முக்கியத்துவம் வாய்ந்தது
momentum	0	1	0	0	0	0	1	0	0	0	வேகம்
monad	0	0	0	0	0	0	0	0	0	0	மோனாட்
monarch	0	0	0	0	0	0	0	0	0	0	மன்னர்
monarchy	0	0	0	0	0	0	0	0	0	0	முடியாட்சி
monastery	0	0	0	0	0	0	0	0	0	0	மடாலயம்
monastic	0	0	0	0	0	0	0	0	0	0	துறவு
monetary	0	1	0	0	0	0	1	0	0	0	பண
money	1	1	0	0	1	0	1	0	1	1	பணம்
monk	0	0	0	0	0	0	1	0	0	1	துறவி
monkey	0	0	0	0	0	0	0	0	0	0	குரங்கு
monochrome	0	0	1	0	0	1	0	0	0	0	ஒரே வண்ணமுடைய
monogamy	0	0	0	0	0	0	0	0	0	1	ஒருதார மணம்
monogram	0	0	0	0	0	0	0	0	0	0	மோனோகிராம்
monograph	0	0	0	0	0	0	0	0	0	0	மோனோகிராஃப்
monolayer	0	0	0	0	0	0	0	0	0	0	ஒற்றை அடுக்கு
monologue	0	0	0	0	0	0	0	0	0	0	தனிப்பாடல்
monopolist	0	0	0	0	0	1	0	0	0	0	ஏகபோகவாதி
monopoly	0	0	0	0	0	0	0	0	0	0	ஏகபோகம்
monotony	0	0	0	0	0	0	0	0	0	0	சலிப்பூட்டும்
monsoon	0	0	0	0	0	1	0	1	0	0	பருவமழை
monster	0	0	0	1	0	1	0	0	0	0	அசுரன்
monstrosity	1	0	1	1	0	1	0	0	1	0	அரக்கத்தனம்
monte	0	0	0	0	0	0	0	0	0	0	மான்டே
month	0	0	0	0	0	0	0	0	0	0	மாதம்
monthly	0	0	0	0	0	0	0	0	0	0	மாதாந்திர
monument	0	0	0	0	0	0	1	0	0	0	நினைவுச்சின்னம்
monumental	0	0	0	0	0	0	0	0	0	0	நினைவுச்சின்னம்
moo	0	0	0	0	0	0	0	0	0	0	மூ
moods	0	0	0	0	0	0	0	0	0	0	மனநிலைகள்
moody	1	0	0	0	0	1	0	1	0	0	மனநிலை
moon	0	0	0	0	0	0	0	0	0	0	நிலா
moonlight	0	0	0	0	0	0	0	0	0	0	நிலவொளி
moored	0	0	0	0	0	0	0	0	0	0	நங்கூரமிட்டுள்ள
mooring	0	0	0	0	0	0	0	0	0	0	மூரிங்
moorings	0	0	0	0	0	0	0	0	0	1	மூரிங்ஸ்
moorland	0	0	0	0	0	0	0	0	0	0	மூர்லாந்து
moose	0	0	0	0	0	0	0	0	0	0	கடமான்
moot	0	0	0	0	0	1	0	0	0	0	மூட்
mooted	0	0	0	0	0	0	0	0	0	0	தூண்டப்பட்டது
mop	0	0	0	0	0	0	0	0	0	0	துடைப்பான்
moral	1	0	0	0	0	0	1	0	0	1	ஒழுக்கம்
morality	0	0	0	0	0	0	1	0	0	1	ஒழுக்கம்
morals	1	1	1	0	1	0	1	0	1	1	ஒழுக்கங்கள்
morass	0	0	0	0	0	0	0	0	0	0	சளி
moratorium	0	0	0	0	0	0	0	0	0	0	தடைக்காலம்
morbid	0	0	0	0	0	1	0	1	0	0	நோயுற்ற
morbidity	1	0	1	1	0	1	0	1	0	0	நோயுற்ற தன்மை
morgue	0	0	1	1	0	1	0	1	0	0	பிணவறை
moribund	0	0	0	0	0	1	0	1	0	0	நோய்வாய்ப்பட்ட
morn	0	1	0	0	0	0	0	0	0	0	காலை
morning	0	0	0	0	0	0	0	0	0	0	காலை
moron	0	0	0	0	0	1	0	0	0	0	முட்டாள்
moronic	0	0	0	0	0	1	0	0	0	0	முட்டாள்தனமான
morphine	0	0	0	0	0	0	0	0	0	0	மார்பின்
morphism	0	0	0	0	0	0	0	0	0	0	உருவவியல்
morphology	0	0	0	0	0	0	0	0	0	0	உருவவியல்
morrow	0	1	0	0	0	0	0	0	0	0	நாளை
morsel	0	0	0	0	0	1	0	0	0	0	துண்டு
mortal	0	0	0	0	0	1	0	0	0	0	மரணமான
mortality	1	0	0	1	0	1	0	1	0	0	இறப்பு
mortar	0	0	0	0	0	0	1	0	0	0	மோட்டார்
mortgage	0	0	0	1	0	0	0	0	0	0	அடமானம்
mortgagee	0	0	0	0	0	0	0	0	0	1	அடமானம் வைத்தவர்
mortgagor	0	0	0	1	0	0	0	0	0	0	அடமானம் வைப்பவர்
mortification	0	1	1	1	0	1	0	1	0	0	மரணம்
mortuary	0	0	0	1	0	1	0	1	0	0	சவக்கிடங்கு
mosaic	0	0	0	0	0	0	0	0	0	0	மொசைக்
mosquito	1	0	1	0	0	1	0	0	0	0	கொசு
moss	0	0	0	0	0	0	0	0	0	0	பாசி
mossy	0	0	0	0	0	0	0	0	0	0	பாசி
mote	0	0	0	0	0	0	0	0	0	0	மோட்
moth	0	0	0	0	0	0	0	0	0	0	அந்துப்பூச்சி
mother	0	1	0	0	1	1	1	1	0	1	அம்மா
motherhood	0	0	0	0	1	0	1	0	0	1	தாய்மை
motion	0	1	0	0	0	0	0	0	0	0	இயக்கம்
motionless	0	0	0	0	0	0	0	0	0	0	அசைவற்ற
motive	0	0	0	0	0	0	1	0	0	0	நோக்கம்
motley	0	0	0	0	0	0	0	0	0	0	வண்ணமயமான
motor	0	0	0	0	0	0	0	0	0	0	மோட்டார்
motorbike	0	0	0	0	0	0	0	0	0	0	மோட்டார் சைக்கிள்
motorcycle	0	0	0	0	0	0	0	0	0	0	மோட்டார் சைக்கிள்
motte	0	0	0	0	0	0	0	0	0	0	motte
mottled	0	0	0	0	0	0	0	0	0	0	மச்சம்
motto	0	0	0	0	0	0	0	0	0	0	பொன்மொழி
mould	0	0	0	0	0	0	0	0	0	0	அச்சு
mound	0	0	0	0	0	0	0	0	0	0	மேடு
mount	0	0	0	0	0	0	0	0	0	0	ஏற்ற
mountain	0	1	0	0	0	0	0	0	0	0	மலை
mountaineer	0	0	0	0	0	0	0	0	0	0	மலையேறுபவர்
mountainous	0	0	0	0	0	0	0	0	0	0	மலை சார்ந்த
mourn	0	0	0	0	0	1	0	1	0	0	புலம்புகின்றனர்
mournful	1	0	0	1	0	1	0	1	0	0	துக்கம் நிறைந்த
mourning	0	0	0	0	0	1	0	1	0	0	துக்கம்
mouse	0	0	0	0	0	0	0	0	0	0	சுட்டி
moustache	0	0	0	0	0	0	0	0	0	0	மீசை
mouth	0	0	0	0	0	0	0	0	1	0	வாய்
mouthful	0	0	1	0	0	0	0	0	0	0	வாய் நிறைந்த
mouthpiece	0	0	0	0	0	0	0	0	0	0	ஊதுகுழல்
movable	0	0	0	0	0	0	1	0	0	0	அசையும்
move	0	0	0	0	0	0	0	0	0	0	நகர்வு
movement	0	0	0	0	0	0	0	0	0	0	இயக்கம்
mover	0	0	0	0	0	0	1	0	0	0	நகர்த்துபவர்
movie	0	0	0	0	0	0	0	0	0	0	திரைப்படம்
moving	0	0	0	0	0	0	0	0	0	0	நகரும்
mow	0	0	0	0	0	0	0	0	0	0	கத்தரி
muck	0	0	1	0	0	1	0	0	0	0	சகதி
mucous	0	0	1	0	0	0	0	0	0	0	சளி
mucus	0	0	1	0	0	0	0	0	0	0	சளி
mud	0	0	0	0	0	1	0	0	0	0	சேறு
muddle	0	0	0	0	0	1	0	0	0	0	குழப்பம்
muddled	0	0	0	0	0	1	0	0	0	0	குழம்பிய
muddy	0	0	1	0	0	1	0	0	0	0	சேறு நிறைந்த
muff	1	0	1	0	0	1	0	0	0	0	மஃப்
muffled	0	0	0	0	0	0	0	0	0	0	முணுமுணுத்தது
muffler	0	0	0	0	0	0	0	0	0	0	கழுத்து பட்டை
mug	1	0	0	1	0	1	1	1	0	0	குவளை
mule	1	0	0	0	0	1	0	0	0	1	கழுதை
multilateral	0	0	0	0	0	0	0	0	0	0	பலதரப்பு
multiple	0	0	0	0	0	0	0	0	0	0	பல
multiplex	0	0	0	0	0	0	0	0	0	0	மல்டிபிளக்ஸ்
multiplication	0	0	0	0	0	0	0	0	0	0	பெருக்கல்
multiplicity	0	0	0	0	0	0	0	0	0	0	பன்முகத்தன்மை
multiplied	0	0	0	0	0	0	0	0	0	0	பெருக்கியது
multiplier	0	0	0	0	0	0	0	0	0	0	பெருக்கி
multiply	0	0	0	0	0	0	0	0	0	0	பெருக்கி
multitude	0	0	0	0	0	0	0	0	0	0	கூட்டம்
mum	0	0	0	1	0	1	0	0	0	0	அம்மா
mumble	0	0	0	0	0	1	0	0	0	0	முணுமுணுக்க
mummy	0	0	0	0	0	0	0	0	0	0	மம்மி
mumps	0	0	0	0	0	1	0	0	0	0	சளி
munch	0	0	0	0	0	0	0	0	0	0	மஞ்ச்
mundane	0	0	0	0	0	0	0	0	0	0	சாதாரணமான
municipal	0	0	0	0	0	0	0	0	0	0	நகராட்சி
municipality	0	0	0	0	0	0	0	0	0	0	நகராட்சி
mural	0	0	0	0	0	0	0	0	0	0	சுவரோவியம்
murder	1	0	1	1	0	1	0	1	1	0	கொலை
murderer	1	0	1	1	0	1	0	1	0	0	கொலைகாரன்
murderous	1	0	1	1	0	1	0	1	1	0	கொலைகாரன்
murky	0	0	1	0	0	1	0	1	0	0	இருண்ட
murmur	0	0	0	0	0	0	0	0	0	0	முணுமுணுப்பு
muscle	0	0	0	0	0	0	0	0	0	0	தசை
muscular	0	0	0	0	0	0	1	0	0	0	தசை
muse	0	0	0	0	0	0	0	0	0	0	அருங்காட்சியகம்
muses	0	0	0	0	0	0	0	0	0	0	மியூஸ்கள்
museum	0	0	0	0	0	0	0	0	0	0	அருங்காட்சியகம்
mush	0	0	0	0	0	0	0	0	0	0	கஞ்சி
mushroom	0	0	0	0	0	0	0	0	0	0	காளான்
music	0	0	0	0	1	0	1	1	0	0	இசை
musical	1	1	0	0	1	0	1	1	1	1	இசை சார்ந்த
musician	0	0	0	0	0	0	0	0	0	0	இசைக்கலைஞர்
musing	0	0	0	0	0	0	0	0	0	0	சிந்திப்பது
musk	0	0	0	0	0	0	0	0	0	0	கஸ்தூரி
musket	0	0	0	1	0	0	0	0	0	0	கஸ்தூரி
muslin	0	0	0	0	0	0	0	0	0	0	மஸ்லின்
muss	0	0	0	0	0	1	0	0	0	0	மஸ்
mustang	0	0	0	0	0	0	0	0	0	0	முஸ்டாங்
mustard	0	0	0	0	0	0	0	0	0	0	கடுகு
muster	0	0	0	0	0	0	0	0	0	0	சேகரிக்க
musty	0	0	1	0	0	1	0	0	0	0	கடுக்காய்
mutable	0	1	0	0	0	0	1	0	0	0	மாறக்கூடிய
mutant	0	0	0	0	0	1	0	0	0	0	விகாரமான
mutation	0	0	0	0	0	0	0	0	0	0	பிறழ்வு
mutilated	0	0	1	0	0	1	0	0	0	0	சிதைக்கப்பட்ட
mutilation	1	0	1	1	0	1	0	1	0	0	சிதைத்தல்
mutiny	1	0	1	1	0	1	0	0	1	0	கலகம்
mutter	1	0	0	0	0	1	0	0	0	0	முணுமுணுக்க
mutton	0	0	0	0	0	0	0	0	0	0	ஆட்டிறைச்சி
mutual	0	0	0	0	0	0	1	0	0	0	பரஸ்பர
mutually	0	0	0	0	0	0	0	0	0	0	பரஸ்பரம்
muzzle	0	0	0	1	0	1	0	0	0	0	முகவாய்
myopia	1	0	0	0	0	1	0	1	0	0	கிட்டப்பார்வை
myopic	0	0	0	0	0	0	0	0	0	0	கிட்டப்பார்வை
myriad	0	0	0	0	0	0	0	0	0	0	எண்ணற்ற
mysterious	0	1	0	1	0	0	0	0	1	0	மர்மமான
mystery	0	1	0	0	0	0	0	0	1	0	மர்மம்
mystic	0	0	0	0	0	0	0	0	1	0	ஆன்மீகவாதி
mystical	0	0	0	0	0	0	0	0	0	0	மாயமானது
mysticism	0	0	0	0	0	0	0	0	0	0	மாயவாதம்
myth	0	0	0	0	0	0	0	0	0	0	கட்டுக்கதை
mythic	0	0	0	0	0	0	0	0	0	0	புராணம்
